-0.0042262+0.0007791i,-0.0033976+0.00050938i,-0.0042868+0.0015571i,-0.0033164+0.0014664i,-0.0017562+0.00098634i,-0.00099108+0.0020644i,-0.00089133+0.0024842i,8.1048e-05+0.0021466i,0.0015088+0.0017678i,0.0017529+0.0014218i,0.0012344+0.00091997i,0.00028632-0.00018033i,-0.00017675-0.00018862i,7.6064e-06-0.00020495i,0.00022982-2.2113e-05i,7.6009e-05+0.00055941i,7.7591e-05+0.00035121i,2.9215e-05-0.00086888i,0.00020099-0.00070772i,0.00030387+0.00061752i,-0.00035164+0.00038074i,-0.00015896-0.00033315i,0.0011825+0.00013545i
0.066463-0.027764i,0.042143-0.15606i,-0.058665-0.32912i,-0.14578-0.38844i,-0.11101-0.26897i,0.00060752-0.10489i,0.060539-0.027646i,0.054885-0.0064283i,0.040268+0.012397i,0.030211+0.014966i,0.010406+0.0099734i,-0.0097117+0.011936i,-0.018749+0.012736i,-0.020346+0.0211i,-0.010805+0.040749i,0.0073232+0.053939i,0.019093+0.051548i,0.019442+0.036923i,0.010627+0.021139i,0.0011565+0.014905i,-0.0021968+0.015898i,-0.0014642+0.013714i,-0.002593+0.0074782i
-0.057437+0.074264i,-0.0011941+0.20245i,0.13541+0.35739i,0.23167+0.41191i,0.18555+0.30618i,0.078973+0.15279i,0.017198+0.053728i,-0.010282+0.0034914i,-0.032019-0.016468i,-0.044349-0.0084272i,-0.032021+0.0054053i,-0.01024+0.0068317i,0.0038634+0.0038132i,0.014111-0.0052743i,0.013779-0.026662i,0.00014415-0.042561i,-0.0071748-0.039903i,-0.0014969-0.026359i,0.0058214-0.012795i,0.0077107-0.004831i,0.0046883-0.0027067i,0.0024011-0.0029867i,0.0049443-0.0037488i
0.010582-0.1149i,-0.078092-0.23856i,-0.23451-0.36538i,-0.30384-0.38234i,-0.19154-0.24319i,-0.036386-0.075536i,0.038128+0.0063317i,0.050946+0.019436i,0.047985+0.0088435i,0.057922-0.018315i,0.055015-0.03839i,0.033708-0.030695i,0.013467-0.013966i,-0.0053924+0.0041237i,-0.010445+0.028836i,0.0014244+0.045326i,0.0099377+0.041265i,0.0074128+0.025587i,0.001221+0.013601i,-0.0035081+0.011534i,-0.0048639+0.015662i,-0.0041702+0.019089i,-0.0051872+0.017501i
0.037763+0.12538i,0.1487+0.23507i,0.29841+0.33175i,0.33566+0.34297i,0.20604+0.23299i,0.058713+0.070708i,-0.019811-0.029444i,-0.042089-0.037587i,-0.040704-0.011482i,-0.047828+0.012447i,-0.04008+0.024933i,-0.014482+0.01701i,0.0010634-0.00085124i,0.0068544-0.019729i,0.0063468-0.037195i,0.00011828-0.045556i,-0.0071784-0.041088i,-0.0098085-0.025945i,-0.0043525-0.010841i,0.0018537-0.006072i,0.0019977-0.0093487i,0.00031434-0.010292i,0.00092822-0.0055127i
-0.095939-0.099531i,-0.23044-0.17895i,-0.36638-0.23929i,-0.36369-0.25999i,-0.21902-0.21684i,-0.08479-0.1047i,-0.021328-0.00086994i,-0.0054656+0.032918i,-0.0020022+0.024855i,0.014226+0.0058415i,0.019976-0.01493i,0.0059275-0.019191i,-0.0046222-0.0061574i,-0.0080801+0.011347i,-0.0097011+0.028404i,-0.0082542+0.039315i,-0.0069927+0.038757i,-0.0083932+0.026735i,-0.010469+0.012784i,-0.0099482+0.0038586i,-0.0064036+0.00039252i,-0.0023424+0.001193i,0.00022411+0.002421i
0.13812+0.05691i,0.28775+0.10308i,0.41242+0.14289i,0.39007+0.1675i,0.24746+0.1298i,0.11128+0.015916i,0.02972-0.061359i,0.012156-0.041402i,0.022857+0.0046596i,0.0048377+0.032607i,-0.01848+0.046961i,-0.016863+0.041212i,-0.0062304+0.018228i,0.0043461-0.0081201i,0.011347-0.029021i,0.011939-0.036426i,0.011265-0.029623i,0.012351-0.015451i,0.014631-0.0039481i,0.015942-0.00015214i,0.015083-0.001476i,0.012565-0.0049765i,0.0096666-0.0069566i
-0.14902+0.0064054i,-0.29546+0.0018461i,-0.39312-0.023608i,-0.34025-0.078552i,-0.197-0.088352i,-0.090409-0.0090221i,-0.03215+0.060368i,-0.0093585+0.037142i,-0.011509-0.017401i,-0.0024059-0.039758i,0.0096794-0.040262i,0.0076454-0.027411i,0.0019828-0.0060049i,-0.0037456+0.014823i,-0.0091794+0.028033i,-0.010443+0.031562i,-0.0052462+0.027409i,0.003002+0.014551i,0.0052219+0.0020341i,0.0031643-0.0034399i,0.0013333-0.0051819i,-0.0016227-0.0048235i,-0.003674-0.0059119i
0.13436-0.065874i,0.27252-0.10557i,0.36024-0.10576i,0.29555-0.032481i,0.13855+0.038268i,0.039317+0.031777i,0.01607-0.003352i,0.024203+0.0022046i,0.043015+0.017293i,0.03825+0.014861i,0.016937+0.02158i,0.00976+0.029828i,0.011118+0.01555i,0.0071159-0.0093776i,0.0045-0.023822i,0.0076427-0.027629i,0.0092696-0.025653i,0.0071506-0.016087i,0.0075273-0.0048964i,0.0080031+0.0015682i,0.0040396+0.0052103i,-0.0020377+0.0076166i,-0.0062992+0.008867i
-0.093272+0.10587i,-0.21043+0.18242i,-0.29572+0.19767i,-0.26303+0.10643i,-0.15865+0.014053i,-0.081777+0.02128i,-0.030272+0.048071i,-0.012924+0.010639i,-0.036513-0.031563i,-0.047449-0.037902i,-0.031144-0.034056i,-0.012872-0.028866i,-0.0069674-0.01718i,-0.013135+0.00078772i,-0.022519+0.017831i,-0.026091+0.0271i,-0.022496+0.025003i,-0.016062+0.013314i,-0.012643+0.0020779i,-0.014487-0.0042227i,-0.016593-0.0071278i,-0.013972-0.0061705i,-0.0049729-0.0045285i
0.048158-0.12141i,0.12662-0.22954i,0.17994-0.26639i,0.14159-0.15704i,0.069454-0.021762i,0.031932-0.0010442i,0.0069564-0.01715i,0.0025286+0.017963i,0.023616+0.049737i,0.03407+0.044793i,0.026632+0.032145i,0.013721+0.021083i,0.0061322+0.0071152i,0.0088075-0.0063069i,0.015274-0.013581i,0.018116-0.013822i,0.011009-0.0079065i,-0.0028926+0.0013103i,-0.010908+0.0087147i,-0.0088764+0.013453i,-0.0020647+0.015882i,0.0038079+0.013316i,0.0040716+0.0089009i
0.0073786+0.11853i,-0.026818+0.25128i,-0.055352+0.31831i,-0.029054+0.21961i,0.02167+0.069279i,0.055131+0.017577i,0.067257+0.00301i,0.039925-0.036104i,-0.013291-0.043497i,-0.04151-0.019905i,-0.033507-0.013191i,-0.01765-0.020661i,-0.011254-0.017999i,-0.010427-0.0043938i,-0.011874+0.0062811i,-0.013779+0.012386i,-0.0092532+0.014987i,0.0009685+0.011542i,0.0075397+0.0045123i,0.0084804-0.0047802i,0.0067598-0.013501i,0.0036016-0.015212i,0.0036355-0.012804i
-0.046019-0.10448i,-0.059927-0.2392i,-0.052639-0.30232i,-0.029366-0.1894i,0.0014197-0.037419i,0.0030375-0.0041319i,-0.037507-0.013897i,-0.051483+0.014921i,-0.013464+0.029721i,0.022497+0.015871i,0.027293+0.012805i,0.015382+0.020798i,0.0075227+0.025499i,0.013296+0.021128i,0.023973+0.0082766i,0.028197-0.0061167i,0.023172-0.01291i,0.014209-0.0077904i,0.009358+0.00071516i,0.0074409+0.007412i,0.0077748+0.013571i,0.0080588+0.016175i,0.0015787+0.014757i
0.07121+0.072661i,0.13693+0.19356i,0.1721+0.25728i,0.14812+0.16285i,0.096515+0.032033i,0.060145-0.00070181i,0.062311+0.0098769i,0.065555-0.010198i,0.032102-0.028586i,-0.0031845-0.019665i,-0.012283-0.0098457i,-0.0051859-0.0088649i,-0.00042345-0.011277i,-0.0090518-0.011771i,-0.021216-0.0065461i,-0.023831+0.00065449i,-0.014506+0.0034186i,0.00020068+0.00064925i,0.010946-0.0033958i,0.014992-0.0088004i,0.0095056-0.016426i,0.00088284-0.017177i,0.00078769-0.010801i
-0.090624-0.040112i,-0.19238-0.13184i,-0.24578-0.19646i,-0.20172-0.15156i,-0.13484-0.071639i,-0.099826-0.053839i,-0.098068-0.052334i,-0.086491-0.017646i,-0.035837+0.002294i,0.0032055-0.0098297i,0.0030148-0.010502i,-0.0056481+0.0077444i,-0.0029574+0.019824i,0.0065475+0.016235i,0.012273+0.0073395i,0.012424+0.0012641i,0.008082-0.0016945i,-0.00079622-0.00076435i,-0.0087676+0.0024334i,-0.011358+0.0090646i,-0.0083163+0.017719i,-0.0038817+0.018455i,-0.0028044+0.01228i
0.087636+0.0069458i,0.20857+0.049471i,0.27356+0.084667i,0.21043+0.044146i,0.097189-0.024757i,0.033493-0.010313i,0.047698+0.045123i,0.076372+0.049409i,0.060366+0.027177i,0.030481+0.019738i,0.018943+0.0073173i,0.01553-0.015048i,0.0086497-0.032828i,-0.0069076-0.03758i,-0.021188-0.023898i,-0.023185-0.0028141i,-0.016714+0.0087382i,-0.0087473+0.0094279i,-0.00087312+0.0046625i,0.0033452-0.0069272i,-0.00054693-0.020864i,-0.0057076-0.024253i,-0.0040727-0.018329i
-0.079836+0.019683i,-0.2036+0.023388i,-0.29387+0.003889i,-0.26526+0.010994i,-0.1588+0.048372i,-0.062268+0.023851i,-0.035063-0.040932i,-0.050749-0.052906i,-0.045517-0.022349i,-0.029021-0.0079489i,-0.021547-0.0041511i,-0.015354+0.0051253i,-0.01097+0.014307i,-0.0016604+0.019921i,0.010857+0.014477i,0.014292+0.0040982i,0.0098884+0.00014843i,0.0036008-0.00045885i,-0.0037164-0.00079148i,-0.0099555+0.0053481i,-0.0089512+0.017587i,-0.0030392+0.022451i,-0.0016022+0.016874i
0.060097-0.044931i,0.16145-0.082201i,0.24091-0.069435i,0.21916-0.024548i,0.12301+0.0046408i,0.031515+0.056655i,0.0054944+0.11502i,0.025903+0.10528i,0.023706+0.057561i,0.012114+0.038153i,0.020576+0.030434i,0.026465+0.010582i,0.017679-0.0078981i,0.0028448-0.014154i,-0.0067862-0.0064718i,-0.006459+0.0015451i,-0.0024621+4.432e-05i,0.0015312-0.0011833i,0.0067965-0.00068722i,0.010218-0.0061919i,0.0076074-0.01538i,0.003897-0.01761i,0.0049765-0.011854i
-0.043286+0.061502i,-0.11302+0.1287i,-0.18059+0.15005i,-0.17103+0.13009i,-0.080283+0.11208i,0.024185+0.052012i,0.060027-0.049539i,0.022829-0.090693i,-0.012376-0.064821i,-0.030984-0.041132i,-0.043448-0.018109i,-0.03841+0.0094609i,-0.025798+0.024112i,-0.012529+0.025999i,0.00038499+0.015602i,0.0049498+0.0018109i,0.0048798-0.0020694i,0.0063623-0.00024226i,0.0055894+0.0011133i,0.0026047+0.0080123i,0.0038223+0.020027i,0.0067005+0.022405i,0.0051026+0.013803i
0.01874-0.071616i,0.058327-0.14501i,0.12608-0.17096i,0.16589-0.13465i,0.12481-0.10104i,0.01403-0.0559i,-0.062197+0.027626i,-0.039528+0.063762i,0.0015547+0.026699i,0.016381+0.00024505i,0.02294+4.7559e-05i,0.020863-0.00090447i,0.015236-0.0032024i,0.0092639-0.0061434i,0.00077435-0.0033701i,-0.0026498+0.0040345i,-0.0021528+0.0042301i,-0.0044305+0.0022618i,-0.0038043+0.002765i,0.0030421-0.0050643i,0.0051183-0.020854i,-0.00059644-0.026788i,-0.0016513-0.018235i
0.010576+0.072961i,0.0060361+0.13999i,-0.034015+0.15653i,-0.071813+0.095377i,-0.043048+0.033889i,0.051039-0.0089333i,0.11449-0.064531i,0.08763-0.082841i,0.040945-0.047251i,0.018408-0.025441i,-0.0027841-0.026136i,-0.016896-0.019046i,-0.01512-0.0095488i,-0.0081544-0.0065466i,-0.0037276-0.0070792i,-0.0054428-0.0043536i,-0.0058571+0.0035339i,-0.0023157+0.0074526i,-0.0027394+0.0055673i,-0.0069635+0.0075497i,-0.0079756+0.015532i,-0.0049634+0.019135i,-0.0045276+0.013099i
-0.033833-0.055598i,-0.054073-0.11381i,-0.022746-0.14418i,0.038955-0.12304i,0.042361-0.10564i,-0.03704-0.085075i,-0.11358-0.02177i,-0.10602+0.033535i,-0.049368+0.03834i,-0.0047586+0.027521i,0.024929+0.018763i,0.036374+0.0059572i,0.03121-0.0014804i,0.020857-0.0021664i,0.010117+0.0018592i,0.0048583+0.0034965i,0.001284-0.0018342i,-0.0026998-0.0037008i,-0.0021887-0.00062776i,0.0019104-0.0050105i,0.002057-0.016157i,-0.0014894-0.018317i,-0.0012088-0.0081324i
0.054156+0.029137i,0.085571+0.062758i,0.049234+0.079767i,-0.049462+0.059259i,-0.10011+0.054882i,-0.035245+0.07292i,0.067102+0.05549i,0.085171+0.024647i,0.040261+0.028353i,0.011801+0.033229i,-0.0027644+0.016173i,-0.011532+0.00079514i,-0.012477-0.0086871i,-0.012962-0.013432i,-0.010699-0.012617i,-0.0069565-0.0074558i,-0.0018586+0.00041013i,0.0047894+0.0045599i,0.0071946+0.0057005i,0.0034449+0.011807i,-0.0013837+0.021067i,-0.0019939+0.022022i,-0.0005087+0.011987i
-0.058266-0.00092127i,-0.097777-0.010218i,-0.084714-0.013542i,-0.011599+0.014391i,0.034893+0.027439i,-0.00871-0.0098487i,-0.089634-0.031381i,-0.10112-0.015063i,-0.05909-0.0094459i,-0.038063-0.011121i,-0.025522+0.0035522i,-0.0069895+0.016131i,0.002459+0.018754i,0.0041809+0.018074i,0.0024274+0.013546i,0.0023332+0.0058823i,0.0051877-0.0030843i,0.0062654-0.0065962i,0.007104-0.0046356i,0.0092682-0.0070718i,0.0099517-0.014166i,0.00819-0.01648i,0.0069894-0.010146i
0.049939-0.026731i,0.084439-0.029988i,0.07694-0.016338i,0.003542-0.013999i,-0.071164-0.0034607i,-0.057952+0.055183i,0.031413+0.092273i,0.077218+0.055841i,0.05215+0.0093914i,0.021372-0.0063147i,-0.00018463-0.0094805i,-0.016342-0.0097987i,-0.018539-0.011827i,-0.013948-0.012913i,-0.0097436-0.0072259i,-0.0061901+0.0019654i,-0.003474+0.010419i,0.00068566+0.010585i,0.0022771+0.005167i,-0.00055565+0.00474i,-0.0034493+0.0097491i,-0.0038301+0.010873i,-0.0022436+0.0044983i
-0.021877+0.039828i,-0.043578+0.056988i,-0.036336+0.057341i,0.042921+0.072615i,0.14356+0.077442i,0.1508+0.0017989i,0.057212-0.078003i,-0.0054872-0.080015i,-0.001976-0.060763i,-0.00046677-0.052319i,-0.0050083-0.031886i,-0.0010068-0.0083299i,-8.0855e-06+0.00724i,-2.5489e-05+0.014142i,0.0013324+0.010277i,0.00085464+0.0032556i,-0.0010166-0.0018867i,-0.0040471-0.0038813i,-0.0051571-0.0052414i,-0.00076245-0.011126i,0.0045488-0.017859i,0.0050805-0.016479i,0.003305-0.0071238i
-0.0044739-0.043882i,0.010271-0.064049i,0.028715-0.076425i,-0.0015213-0.11145i,-0.074417-0.12977i,-0.096964-0.049794i,-0.037996+0.048495i,0.011415+0.060356i,0.011354+0.038455i,0.015167+0.036708i,0.026407+0.028697i,0.023451+0.0098164i,0.015848-0.0034461i,0.0094811-0.0085193i,0.0044628-0.0046643i,0.0014586+0.0024141i,-0.0013401+0.0064446i,-0.002792+0.0069001i,-0.0018088+0.0049439i,-0.0035206+0.0052909i,-0.0083203+0.0093436i,-0.010122+0.011236i,-0.0062295+0.0061095i
0.024281+0.026567i,0.015348+0.03906i,-0.011118+0.053136i,0.013977+0.091247i,0.097224+0.11449i,0.14067+0.052357i,0.094881-0.039854i,0.031229-0.055246i,0.0074854-0.018963i,-0.0030625-0.0022035i,-0.011228+0.001522i,-0.0077972+0.0077055i,-0.0034398+0.0095953i,-0.003209+0.0049768i,-0.0016638-0.0038991i,0.0012634-0.011081i,0.0027276-0.011266i,0.0017052-0.0058021i,-0.00058641-0.00055937i,-0.00065889+0.0014441i,0.0036328-0.0012336i,0.0058162-0.004354i,0.0018499-0.0024043i
-0.03246-0.0060372i,-0.02604-0.015741i,-0.0016389-0.054791i,-0.034412-0.12581i,-0.12786-0.17073i,-0.17836-0.11905i,-0.14551-0.014871i,-0.087914+0.039033i,-0.053309+0.040824i,-0.028921+0.039015i,-0.0052945+0.031929i,0.0079325+0.01572i,0.013966+0.0020578i,0.014811-0.0038794i,0.0065169+0.00057346i,-0.0022525+0.0068908i,-0.0034688+0.0062275i,-0.0003866+0.003822i,0.0021829+0.0052239i,0.0020155+0.0087116i,-0.0018438+0.0099031i,-0.0042255+0.0070718i,-0.00072271+0.0038629i
0.024864-0.01424i,0.0089365-0.0045223i,-0.027873+0.051416i,-0.021319+0.13835i,0.043113+0.19179i,0.096473+0.15412i,0.096591+0.059802i,0.065747+0.00060407i,0.037461-0.014941i,0.011361-0.030761i,-0.014396-0.036583i,-0.024661-0.022458i,-0.023207-0.0098183i,-0.019231-0.0061218i,-0.01174-0.007952i,-0.0040437-0.0077763i,-0.00028658-0.0031234i,0.00052941+0.00033749i,-0.00023904+0.00076396i,0.0012657-0.00079303i,0.0049122-0.0021773i,0.0051538-0.0017191i,0.00078601+0.00022599i
-0.0058604+0.029685i,0.016143+0.01929i,0.040528-0.038047i,0.03008-0.1118i,-0.01749-0.1664i,-0.065876-0.15633i,-0.08491-0.077208i,-0.064625-0.0139i,-0.027635-0.0054195i,-0.00086917-0.0083079i,0.015304-0.0073404i,0.0174-0.0085428i,0.010091-0.0036952i,0.0055639+0.0065041i,0.00066081+0.015257i,-0.0056833+0.017305i,-0.0083924+0.012979i,-0.0051963+0.0064727i,0.00054025+0.00093671i,0.0032806-0.0018649i,0.0015756-0.0023129i,6.6499e-06-0.0019106i,0.0037691-0.0015522i
-0.019212-0.022209i,-0.04005+0.0014808i,-0.041904+0.067748i,-0.020936+0.13861i,0.0077587+0.19635i,0.04478+0.20019i,0.082739+0.12413i,0.087061+0.044136i,0.063351+0.009707i,0.038304-0.0023269i,0.013925-0.0058891i,-0.0031048-0.0039892i,-0.01211-0.0048448i,-0.014686-0.0085981i,-0.0065456-0.010783i,0.0044945-0.0090226i,0.0094475-0.0037702i,0.0071765-0.00057078i,0.0020788-0.0018841i,-0.00093585-0.0048296i,-0.0020313-0.004804i,-0.0034092-0.00078581i,-0.006041-0.00022155i
0.039455+0.0098355i,0.057037-0.025235i,0.056891-0.08068i,0.06412-0.12597i,0.078915-0.16867i,0.050216-0.18173i,-0.0091148-0.12505i,-0.029153-0.0561i,-0.020314-0.02104i,-0.016633+0.0022993i,-0.0075706+0.018434i,0.005174+0.019881i,0.01115+0.01625i,0.010186+0.01409i,0.0041218+0.012662i,-0.0018973+0.0086633i,-0.0031116+0.001215i,0.00031633-0.0017333i,0.0048987+0.0012431i,0.0062335+0.002174i,0.0045242-0.0008593i,0.0036355-0.0044118i,0.0048137-0.0049897i
-0.044002+0.01811i,-0.047777+0.055958i,-0.039109+0.08208i,-0.069767+0.087291i,-0.12208+0.11684i,-0.11006+0.14932i,-0.037558+0.11446i,0.0013232+0.050311i,-0.0036671+0.024327i,-0.0091443+0.021815i,-0.0099934+0.016175i,-0.0088596+0.0090318i,-0.0043583+0.00010035i,0.00019374-0.0093652i,0.0039998-0.014758i,0.0090551-0.013617i,0.011558-0.0074135i,0.0079502-0.0034035i,0.00080745-0.0038985i,-0.0047194-0.0032329i,-0.0067978+0.0015239i,-0.0063383+0.0067338i,-0.0058372+0.0054956i
0.030201-0.040454i,0.015803-0.076458i,0.0050331-0.08253i,0.057461-0.073978i,0.14011-0.097304i,0.14669-0.12919i,0.069774-0.10847i,0.0072256-0.058129i,-0.01124-0.033263i,-0.018535-0.028178i,-0.016934-0.017483i,-0.0052803-0.0041243i,0.0057621+0.0052903i,0.0068927+0.0097126i,-0.0014572+0.0093636i,-0.011116+0.0055181i,-0.014395-0.00025793i,-0.010439-0.00024091i,-0.0046112+0.0061139i,0.0014762+0.0098704i,0.0066799+0.0066159i,0.0086777-6.1217e-05i,0.0086599-0.0004302i
0.00057513+0.058629i,0.026491+0.081028i,0.017716+0.067195i,-0.072412+0.046449i,-0.17487+0.055435i,-0.18707+0.073692i,-0.11774+0.068782i,-0.053154+0.048416i,-0.019596+0.029076i,0.0059291+0.012007i,0.020707-0.0044581i,0.0179-0.014391i,0.0080875-0.015799i,0.00062434-0.013424i,-0.00012909-0.0087341i,0.0025048-0.0019068i,0.0027326+0.0042583i,0.00033985+0.004667i,-0.0020977-0.00058808i,-0.0041709-0.0051736i,-0.0072814-0.0036696i,-0.008784+0.0019389i,-0.0065798+0.0021151i
-0.03385-0.052187i,-0.064518-0.052718i,-0.037298-0.017042i,0.078013+0.016286i,0.19896+0.01651i,0.21925+0.00089275i,0.14919-0.007687i,0.075457-0.0098702i,0.039522-0.011262i,0.020834-0.012598i,0.0062299-0.0058306i,-9.0195e-05+0.0031407i,-0.0044848+0.0050217i,-0.0083499+0.0043463i,-0.010461+0.0043598i,-0.012697+0.003569i,-0.012179+0.0036256i,-0.0068739+0.0065074i,0.00064023+0.010799i,0.0076592+0.012141i,0.012707+0.0063198i,0.011644-0.0024287i,0.0053399-0.0036816i
0.059588+0.02336i,0.08908+0.0064752i,0.051272-0.027629i,-0.065651-0.048227i,-0.18486-0.050021i,-0.21115-0.043516i,-0.14439-0.018911i,-0.06277+0.010954i,-0.016775+0.021247i,0.00099464+0.022088i,0.0063223+0.015796i,0.0046933+0.0036748i,0.0013099-0.0050437i,-0.00051123-0.0074101i,0.0015183-0.0037817i,0.0071008+0.0025285i,0.010218+0.0045151i,0.0083373+0.0018553i,0.004573-0.0034971i,-0.00081638-0.010346i,-0.0087432-0.011987i,-0.012645-0.0065417i,-0.0086128-0.003732i
-0.070638+0.011047i,-0.086173+0.042057i,-0.030435+0.067715i,0.084961+0.071564i,0.18015+0.079965i,0.19082+0.091617i,0.13832+0.061839i,0.078778+0.013181i,0.032622-0.0050427i,-0.0013647-0.0020417i,-0.020668+0.0051191i,-0.022488+0.01048i,-0.014904+0.010275i,-0.0085486+0.0067834i,-0.0047801+0.0025153i,-0.0026776-0.0013271i,-0.00030778-0.0031206i,0.0028891-0.0013655i,0.0046505+0.003417i,0.0057991+0.0082031i,0.0095828+0.0090233i,0.011939+0.0062265i,0.0079913+0.0052897i
0.046883-0.049294i,0.045393-0.091985i,-0.016093-0.10977i,-0.11014-0.10772i,-0.17341-0.12614i,-0.17006-0.14091i,-0.11603-0.10105i,-0.060972-0.046853i,-0.031848-0.019942i,-0.017887-0.01108i,-0.006963-0.010602i,-0.0011729-0.0077004i,0.0039651+0.00034147i,0.0095492+0.0056181i,0.010625+0.0062773i,0.0093649+0.0038353i,0.0083492+0.00059259i,0.0062354-0.0022501i,0.0028295-0.0067931i,-0.0031864-0.011213i,-0.011086-0.010834i,-0.012906-0.0058032i,-0.0051551-0.0023515i
-0.014288+0.071134i,0.0046263+0.11245i,0.052724+0.11505i,0.10095+0.10631i,0.1256+0.1408i,0.12166+0.16573i,0.082039+0.11142i,0.035248+0.040759i,0.0129+0.0074568i,0.0088865-0.0054747i,0.0074354-0.008797i,0.0045691-0.0049896i,0.000549-0.0012231i,-0.0027647-0.001008i,-0.0045725-0.0038359i,-0.0069614-0.0067215i,-0.0071521-0.0063342i,-0.0054875-0.0024768i,-0.0033621+0.0029864i,0.0014134+0.0099579i,0.0096429+0.014627i,0.014506+0.012762i,0.0088929+0.0075137i
-0.028285-0.071644i,-0.065589-0.1016i,-0.099729-0.082902i,-0.10143-0.063805i,-0.08025-0.10764i,-0.059132-0.14667i,-0.03982-0.10712i,-0.023448-0.045593i,-0.011481-0.017723i,-0.0013075-0.0085115i,0.0081666-0.00069649i,0.014716+0.0027773i,0.014455+6.0955e-05i,0.0083471-0.0025581i,0.0024874-0.00089546i,-0.0013072+0.0017195i,-0.002929+0.002935i,-0.0024467+0.0027313i,-0.0012461-1.0228e-05i,-0.0013217-0.0061694i,-0.0069191-0.012559i,-0.011076-0.01355i,-0.0062591-0.0095931i
0.061662+0.050578i,0.11079+0.063308i,0.12477+0.045582i,0.091761+0.0506i,0.048545+0.11258i,0.016146+0.1504i,-0.00096933+0.11423i,-0.0018714+0.062344i,0.0046232+0.034979i,0.0086196+0.022519i,0.0070294+0.014138i,0.0026474+0.0037063i,-0.0033656-0.0064933i,-0.0087868-0.01109i,-0.010157-0.0096777i,-0.008058-0.0055668i,-0.0058279-0.0015934i,-0.0050605+0.0013192i,-0.0043868+0.005264i,-0.00052024+0.01153i,0.0072951+0.015803i,0.011068+0.013684i,0.0056902+0.0071366i
-0.079537-0.0072427i,-0.12476+0.0034382i,-0.10803+0.016208i,-0.035923-0.020422i,0.024527-0.10155i,0.051289-0.13717i,0.049917-0.0941i,0.032109-0.038514i,0.010734-0.012083i,-0.007831+0.0002998i,-0.014336+0.0079696i,-0.0088823+0.0082801i,-0.002451+0.0041019i,-4.6198e-06+0.001377i,0.00057937+0.0030186i,0.00063475+0.0070086i,0.0017386+0.0081856i,0.0036966+0.0064536i,0.0048909+0.0023231i,0.0034671-0.0065738i,-0.002174-0.016452i,-0.0071698-0.017547i,-0.004302-0.0098978i
0.074884-0.032591i,0.10767-0.067177i,0.076816-0.074278i,-0.0030142-0.023533i,-0.069522+0.050763i,-0.099189+0.081422i,-0.080873+0.061424i,-0.034977+0.033026i,-0.0081816+0.014805i,-0.0037766+0.0031473i,-0.0052384-0.0070581i,-0.008261-0.0089927i,-0.008142-0.0023688i,-0.0040909+0.0029247i,-0.00017181+0.0033454i,0.0035666+0.00021334i,0.0053316-0.0018502i,0.0031979-0.0016453i,-0.00015634+0.00098108i,-0.00020562+0.007995i,0.0034764+0.015502i,0.0056182+0.017233i,0.002984+0.011068i
-0.040487+0.063842i,-0.049042+0.10832i,-0.015936+0.094379i,0.04039+0.017698i,0.090474-0.051052i,0.11847-0.058012i,0.10117-0.035419i,0.052526-0.024596i,0.01933-0.017829i,0.0080808-0.013034i,0.0051074-0.0086632i,0.0038401-0.0011372i,0.0026181+0.0051152i,0.0020433+0.0068367i,0.0019925+0.0060308i,0.0018804+0.0053374i,0.0034703+0.0044962i,0.0071075+0.0029563i,0.0096759-0.0015076i,0.0072903-0.011061i,9.7496e-05-0.018819i,-0.0054926-0.017017i,-0.0036378-0.0083443i
0.0020177-0.079264i,-0.017121-0.12043i,-0.055795-0.092821i,-0.10301-0.0065565i,-0.14292+0.055005i,-0.15355+0.048056i,-0.11428+0.017755i,-0.054345+0.0050372i,-0.015189+5.8156e-05i,0.0029626-0.0038636i,0.0069762-0.0047208i,0.0046763-0.0014546i,0.004852+0.0013523i,0.0032635-3.7945e-05i,0.00078996-0.0033695i,-0.00016275-0.0047406i,-0.0014135-0.0046852i,-0.0041956-0.0037849i,-0.0062693+0.00030018i,-0.0045636+0.0086629i,-0.0009912+0.017872i,0.0019664+0.019406i,0.0018109+0.011036i
0.040109+0.066491i,0.078902+0.095141i,0.10676+0.069985i,0.12591+0.013398i,0.15004-0.0087129i,0.15363+0.0088938i,0.1062+0.018711i,0.045558+0.011067i,0.01593+0.0059213i,0.0082054+0.0064342i,0.004447+0.008054i,0.0027536+0.0057117i,0.0014086-0.0011104i,-0.0017806-0.00659i,-0.0044333-0.0057173i,-0.0047055-0.0002172i,-0.0030633+0.0030351i,0.00012864+0.0023814i,0.0024543-0.0005102i,0.0020067-0.007468i,0.00063021-0.015601i,6.1779e-05-0.017578i,0.00068653-0.01198i
-0.070698-0.031322i,-0.11604-0.036514i,-0.12689-0.0078507i,-0.11241+0.028436i,-0.11395+0.021001i,-0.11601-0.017299i,-0.08042-0.028611i,-0.037253-0.013733i,-0.01738-0.0028067i,-0.013319+0.0025478i,-0.01113+0.0056021i,-0.0051555+0.0038277i,0.0010327-0.00029613i,0.0025481-0.002574i,0.00054762-0.0041381i,-0.0010575-0.004596i,-0.0023819-0.0029901i,-0.0049156-0.00011568i,-0.0063346+0.0042167i,-0.005687+0.010917i,-0.0034783+0.017686i,-0.00094791+0.017217i,0.00026156+0.0096865i
