0.00011079+0.00076654i,0.00046751-0.00048142i,-0.001767-0.00025742i,-0.0031783+0.00095793i,-0.0023219+0.0012914i,-0.00060936+0.0012715i,0.00041274+0.0011783i,0.00085195+0.00043398i,0.0012207-0.00011426i,0.00059772-0.00048372i,-0.0001867-0.0010697i,9.7191e-05-0.0012161i,0.00012336-0.00069379i,0.00024896-0.00085501i,0.00043134-0.0010869i,0.00045469-0.00056353i,0.00072197-0.00030971i,0.00044951-0.00023848i,6.2378e-05+8.9704e-05i,0.00031435+0.00014146i,0.00023935-8.5555e-05i,0.00028277+8.5968e-05i,-2.2526e-05+8.7098e-05i
-0.00031581-0.0011077i,-0.00061495-0.0017282i,-0.0011329-0.00087716i,-0.0017353-0.0020879i,-0.0018089-0.0021488i,-0.0011958-0.00043742i,-0.00067173+0.00029613i,1.3063e-05+0.00052604i,2.7829e-05+0.00061819i,-0.00035048+0.00086719i,-0.00096067+0.0010618i,-0.00074874+0.00039434i,0.00010845+0.00020407i,0.00050128+0.00046301i,0.00065776+3.6012e-05i,0.00030171-0.0005202i,6.2318e-05-0.00069538i,-0.00031452-0.00035857i,4.5529e-05-0.00013476i,0.00059021+0.00065388i,0.00058435+0.00077497i,0.00036371-0.00013545i,-0.00027812-1.8801e-05i
0.0010347-0.0012466i,0.0010328-0.0014062i,-0.0016445-0.0014469i,-0.0036783-0.00017847i,-0.0037279+0.00091377i,-0.0014583+0.00088769i,0.00069837-0.00013023i,0.00070074-0.00052221i,-0.00016258-0.001081i,-0.00072879-0.00052648i,-0.00073524+0.0011269i,-0.00071358+0.001316i,0.00012962-9.8132e-05i,0.001467-0.00039108i,0.0011165-0.00032781i,0.00018071-0.00042731i,-7.0928e-05-8.4301e-05i,-0.00021064-0.00048437i,0.00016823-0.00084251i,-0.00021018-0.0002872i,-0.00057408+0.00058812i,-0.0003735+0.00049035i,-0.00047613-0.00065412i
0.0015791-0.0013283i,0.0015653-0.0010148i,0.00097445-0.0013711i,0.00049737-0.0017836i,0.00024184-0.00074634i,0.0006379+0.00042192i,0.0012607+0.00039403i,0.00084037-0.00089952i,-4.9716e-05-0.0016165i,-0.00016464-0.00058571i,-0.00047553-0.00021986i,-0.0018003-0.00034665i,-0.0017041-0.00022565i,-0.00035251-4.6842e-05i,0.00070747-0.00012489i,0.0014006-0.00054005i,0.0013015-0.00014944i,0.00067795+0.00027202i,-0.00014946+0.00039797i,-0.00074245+0.00017462i,-0.00050493-0.00010611i,2.8845e-05+0.00017593i,1.6707e-05-9.8146e-05i
-0.00058273+1.7473e-05i,-0.00097745+7.1859e-05i,-0.0010694+8.2895e-05i,-0.00038038+3.6384e-06i,6.7485e-05-0.00011119i,0.00020106-0.00040737i,0.00054038-0.00032462i,0.00038723+0.00010473i,4.3746e-05+0.00055558i,3.0635e-05+0.00065541i,-0.00023277+0.00052152i,-0.00027756+0.00028281i,-0.00053509-0.00038275i,-0.0004532-0.00031488i,0.00060905+5.5178e-05i,0.0009504+0.00016419i,0.00016985+0.00025314i,-1.2345e-05+0.00018633i,-4.1335e-06-0.00077881i,-0.00023841-0.0011729i,-0.00013405-0.00033469i,-0.00051557-0.00025829i,3.2281e-05-0.00041261i
0.00086253+0.00046638i,0.0001184-0.00080314i,-0.00037063-0.0019751i,-0.00088863-0.0016239i,-0.0013568-0.00096796i,-0.0011182-0.00055493i,-0.00051287-0.00021613i,0.00015358-0.00024654i,-6.5531e-05-0.00024177i,-0.00095657+1.8332e-05i,-0.00062314+0.00028419i,-0.00047505+0.00027494i,-0.0010814+0.00034546i,-0.00060008+0.00031145i,0.00036848+5.0862e-05i,0.00090585+0.00044679i,0.0013146+0.00046963i,0.00099926-0.00040742i,0.00031621-0.0011425i,4.3918e-06-0.0011777i,-0.000253-0.00010938i,-0.00028717+0.00050805i,-0.00015832+0.0002147i
0.00014842+0.001272i,3.9378e-05+0.00021184i,0.00078323+0.0009154i,0.0011374+0.0012633i,0.00016296+0.0011136i,-0.00088118+0.00041015i,-0.00029231-0.0001746i,0.00027714-0.00043765i,-8.7836e-05-0.00055524i,-0.00016339-0.00036329i,0.00016639-0.00032243i,0.00091209+0.00018168i,0.0005968+0.00089459i,-0.00032069+0.00018194i,-0.00036619-0.00021905i,-0.00033052+0.00043825i,-0.00061285+0.00086451i,-6.4886e-05+0.00029761i,0.00015255-4.9819e-05i,0.00019764+0.00011524i,-0.0004082+4.0851e-06i,-0.001195+2.1315e-05i,-0.0012632+9.5186e-05i
-3.5022e-05-7.1816e-05i,-0.00043891+0.00010011i,-0.0010953+0.00062916i,-0.0024555+0.0015056i,-0.0030601+0.0025052i,-0.0016409+0.0016589i,-0.0002485+0.00054913i,-0.0008418-6.5931e-05i,-0.00118-0.0003469i,-0.00059983+2.1958e-05i,-0.00019849+0.00011939i,-0.0011771-0.00055514i,-0.0018156-0.00032276i,-0.0006515+0.00050918i,0.00010175+0.00046415i,0.00036285+3.1144e-05i,9.1359e-05+0.00024632i,-0.0001263+0.00053262i,0.00028728+0.00014943i,0.00060661-0.0005842i,0.00018003-0.00019883i,-0.00030677+0.00055341i,-0.00054429+0.000988i
0.00066746-0.002363i,0.00055937-0.0032902i,0.0002407-0.0029538i,-0.00099349-0.0019572i,-0.0018623-0.0007436i,-0.00052917+0.00041684i,0.0014373-0.00013485i,0.0011306-0.00094055i,-0.00021016-0.0010215i,-0.00086428-0.00025598i,-0.00015127-2.7879e-05i,0.0013299-0.00028512i,0.001455-0.00010224i,0.00048137-0.00028424i,-0.00032434-0.00015834i,-0.00035528-0.00038206i,-4.4796e-05-0.00054912i,0.00031909-6.985e-05i,6.119e-05-0.00028651i,-0.00038818-0.0010358i,-0.0006007-0.0010871i,-0.0015391-0.00080706i,-0.0012691-0.00021159i
-0.0019448+0.0031949i,-0.0022314+0.0025971i,-0.00043536+0.0023604i,0.00042152+0.0022112i,0.00022995+0.0019991i,0.00020171+0.00078401i,0.00047005-0.00012163i,0.0004355+0.00032318i,5.5177e-05+0.0007477i,-0.00050579+0.00031149i,-0.00013405-0.00019907i,-0.00015528+0.00039142i,-0.00071574+0.00022533i,-0.00072437-0.00030675i,-0.00078296-0.00024615i,-0.00051991-0.00036595i,-0.00017934+0.00030391i,-0.00020887+0.00096865i,0.00078493+0.00082988i,0.00084628+0.0011335i,0.0006944+0.00088753i,0.0015722-0.00021843i,0.0017568-0.00037636i
-0.0002445+0.00060976i,-0.0011909+7.5665e-05i,-0.0015148-0.00039204i,-0.00040924-0.0001545i,0.00098705-0.00023612i,0.00081225+0.00040534i,0.00091779+0.00068702i,0.0006892+0.00037538i,0.00017484+0.00018354i,8.6228e-05-0.00051846i,0.00039133-0.00024233i,0.00099267+0.00016981i,0.00048258+0.0003924i,-5.0001e-05+0.00058301i,-0.00013474+0.0010697i,-0.00034391+0.0005925i,-6.5314e-05-0.0005092i,1.4282e-05-0.00048185i,-0.00027234-0.00056093i,-0.00047529-0.00051021i,-0.00058641-0.00036925i,-0.00014279-0.00050222i,0.00025846-0.00050973i
0.0023442+0.0012687i,0.0029433+0.00056525i,0.0031494-0.00010004i,0.0028246-0.00093128i,0.0014629-0.00063372i,1.5278e-05-0.00054235i,0.00048382-0.00098877i,0.0011475-0.00064694i,0.00056823+8.8271e-05i,-0.00029959+0.00027897i,3.5076e-05-3.3242e-07i,0.00053093-2.7318e-05i,-0.00019994+0.00019628i,-0.00040537+5.7527e-05i,-0.00046745+0.00046452i,-0.00019141+0.00033675i,0.00035101-0.00050406i,0.00023094-0.0009802i,8.7882e-05-0.00052713i,0.00016729+0.00032313i,-0.00024524+0.00066471i,-0.00098451+0.0005251i,-0.00069657+0.0004124i
-0.0011895-0.0021628i,-0.0019723-0.00025218i,-0.0017707+0.00098584i,-0.0014601+0.0018692i,-0.0010053+0.0017047i,-0.00041815-8.202e-05i,-0.0001035-0.00055626i,8.6161e-05-0.00067135i,-0.00010215-0.00096375i,0.00013778+0.00016332i,0.00044032+0.00073073i,0.00060649+0.00060411i,0.00080222+0.0010138i,-0.0002622+0.00093047i,-0.00056533+0.00082347i,-0.00030561+0.00062743i,-0.00091729+0.00012594i,-0.00074914+5.2356e-05i,-0.00020527+0.00019302i,0.00044986+0.00021693i,0.00023255-0.00030921i,0.00010311-0.00020908i,-5.3448e-05+0.00021885i
-0.00027619+0.0044513i,0.00055823+0.0039208i,0.0013207+0.0022543i,0.0021424+0.0011115i,0.0024386+0.00016337i,0.0016103-0.00064304i,0.0014737-0.00031184i,0.0010636+0.00015781i,0.00032256+0.00013021i,0.00055375-0.00041667i,0.00037008-0.0011639i,-0.00061538-0.00083411i,-0.0013633+4.1632e-05i,-0.0014897-7.993e-05i,-0.0013838+0.00020958i,-0.00063493+0.00015357i,2.5882e-05+5.5229e-05i,0.00018026+0.00018305i,-0.00040776-0.00087392i,-1.1838e-05-0.00075194i,0.00040465+0.00027076i,0.00081484+0.00073377i,0.0012175-6.7937e-05i
-0.00025392+0.001066i,-0.00054389+0.00037111i,-0.0010627+0.0013288i,-0.0013032+0.0016139i,-0.00088103+0.00073075i,0.00047522+5.3294e-05i,0.0010901-2.5403e-05i,0.00053894-0.00036898i,-0.00016079-0.00023352i,-6.1479e-05+0.00055886i,0.00030146+0.00061988i,0.00024358-0.00019277i,-0.00050213-0.00092796i,-0.0010625-0.00096595i,-0.00033367-0.00047545i,0.00027676-0.00052044i,-8.5284e-05-0.00042144i,-0.00055515-0.00030225i,-0.00016942-0.00022978i,0.00090603-0.00035889i,0.0010434-0.00037432i,0.00056921-0.00011045i,0.00096498-0.00010153i
0.0012053-0.00089044i,0.00088327-0.00083922i,0.0011137+0.00067074i,0.00034182+0.0018225i,-5.6761e-05+0.0020174i,-0.00025762+0.0014375i,-8.3701e-05+0.00040147i,0.00025876-0.00018145i,0.00054922-0.00013181i,0.00049727+8.0633e-05i,5.3529e-05-0.00035476i,-0.00010487-0.00062781i,0.00017936-0.00025614i,0.00051474+0.00020645i,0.0005777+0.00020196i,0.00025822+0.00025518i,0.00046265+0.0004643i,0.00037513+0.00069264i,0.0002314+0.00057706i,0.00063515-0.00059108i,0.00080341-0.00070571i,0.0002134+8.0992e-05i,-5.3555e-05-1.0181e-05i
-0.00093805+0.00053032i,0.00028799+0.00043456i,0.00062364+0.00057726i,0.0011154+0.0013429i,0.00073208+0.0012459i,-0.00025052+0.00045645i,-0.00068387-0.00044944i,-0.0001664-0.00084546i,0.00028661-0.00039576i,0.00067916+7.4699e-05i,0.00036743+0.00042904i,-0.00048788+0.00060412i,-0.00022038+0.00023785i,0.00039331+0.00020548i,0.00025576+0.00056021i,-0.00026283+0.00032871i,-4.3389e-06-7.6354e-06i,0.00053321+0.00017619i,0.00048472+2.7254e-05i,5.6978e-05-0.00063392i,-0.00017942-0.00034515i,-0.00014323+0.00015836i,-0.00076074-0.00017143i
-0.0026459-0.00035345i,-0.0024451-0.00010693i,-0.0031102+0.00042541i,-0.0036845+0.00065201i,-0.0025365+0.00078301i,-0.0011353+0.00055127i,-0.00012646-0.0004077i,0.00042678-0.00097142i,0.00013064-0.00060258i,-0.00097741+0.0002791i,-0.00067277+0.00025486i,-1.3031e-05-0.00039533i,0.0002481-0.001065i,0.00018391-0.00088207i,2.2215e-05-0.00056823i,0.00022596-0.00064792i,0.00051255-0.0004024i,0.00013191+0.00021601i,9.0954e-05+0.00072069i,-9.7151e-07+0.00023929i,-0.00054998-0.0005673i,-0.00044004-0.00026423i,0.00025475+3.622e-05i
-0.0015346-0.0017663i,-0.0022864-0.0012613i,-0.0032456-0.00015769i,-0.0035598+0.0010849i,-0.0026717+0.0017287i,-0.0010411+0.0015644i,0.0006583+0.00079446i,0.0011602+0.00064712i,0.00043051+0.00032412i,0.00014665+3.6852e-05i,-0.00028244+0.00037377i,-0.00064141-0.00025962i,-0.00037711-0.00044948i,-0.00019945+0.00017373i,0.00025037-0.00015307i,0.00025289-0.0005874i,-0.00052422-0.0011692i,-0.00057893-0.0016604i,-0.00010591-0.00092355i,-0.00045157-0.00030004i,-0.00093018-0.00082014i,-0.000435-0.00058642i,0.0005433+0.00021253i
-0.00092582-0.00044523i,0.0006693-0.00042691i,0.00053546-0.00086883i,-2.5756e-05-0.00058081i,0.00051243-7.2597e-05i,0.00078806+0.00037106i,8.8486e-05+0.00037565i,-0.00015416-0.00060232i,-0.00033461-0.00096557i,-0.00054692-0.0005193i,-0.0008066-0.00033759i,-5.8382e-05+0.00024634i,0.00042527+0.00074342i,0.00036292+0.0001367i,0.0011238-0.00036562i,0.0012439-0.0004936i,0.00090868+0.00019254i,0.00025893+0.00012209i,5.6391e-05-0.00049451i,-0.00023509-0.00067839i,-0.00016714-7.2447e-05i,0.00062005+0.00041026i,0.00022952+3.1386e-05i
0.00057132+0.00034717i,0.0012336+0.00072603i,0.0022131+0.00097522i,0.0019143+0.00040738i,0.00035017+0.00039283i,-0.00055358+0.00058249i,0.00026245+0.00015909i,0.0011486-5.7184e-06i,0.0010365+0.00012068i,0.00020095-6.0743e-05i,-0.00048627+0.00020754i,-0.0007131+0.00085815i,-0.0005432+0.00078102i,0.00017958+0.00017759i,0.00082314+0.00037797i,0.0003067+0.00019212i,-0.00086208-0.00032908i,-0.00071423-0.00088019i,-0.00033605-0.00047641i,-0.0012306+6.4892e-05i,-0.0013725-0.00012406i,-0.00087056-0.00027748i,-0.00080788-0.00068147i
0.0012801-0.0010112i,0.00044561-0.0010836i,-0.00021241-0.00062094i,-0.0015408+0.00031747i,-0.0019711-2.9823e-06i,-0.00021848-0.00055376i,0.00074187-0.00080563i,0.00017356-0.0010057i,5.0681e-05-0.00081317i,-7.2221e-05+7.1352e-06i,-0.00062312+0.0004673i,-0.00036714-0.00012481i,8.7799e-06-0.00049319i,0.00012087-1.3171e-05i,0.00049001+7.1848e-05i,0.00059016-0.00011831i,-0.00043279+0.00022499i,-0.0005203+0.00041643i,9.7798e-05-0.00022477i,0.00023257-0.00063335i,0.00037476+8.6804e-05i,0.00090528+8.0441e-05i,0.00035002+0.00014281i
-0.00077957-0.0011413i,-0.00040326-0.0009171i,-0.0006566+0.00013404i,-0.0015776+0.0014727i,-0.0010168+0.0018969i,0.0008049+0.0015961i,0.0017858+0.00059674i,0.001078-0.00034571i,0.00041905-0.00011143i,0.00026341+0.00045487i,0.0001592+0.0010792i,0.00018831+0.0013191i,0.00051324+0.0010365i,0.00063886+0.00041058i,0.00069146-0.0002612i,0.00066164+0.00015597i,0.00041106+0.00034009i,0.00030419+0.00036909i,-0.00011206+0.00078142i,-5.771e-05+0.00014155i,0.00013964-0.00031323i,0.00022987-0.00016804i,0.00084609-0.00035117i
-0.0029409+0.00024197i,-0.0033972+0.0008581i,-0.0029417+0.0012683i,-0.0012235+0.0021367i,-8.4424e-05+0.0016127i,0.00049261+0.00034876i,0.00040597-2.7186e-07i,-5.75e-05-0.00057418i,-0.00073072-0.00031154i,-0.00058463+0.00031154i,0.00030058-0.00029625i,6.0039e-05-0.0013107i,-0.00053013-0.0014796i,-2.3371e-05-0.00070743i,0.00046745-0.00043079i,0.0005928-3.4924e-05i,0.00074377-2.7742e-05i,0.00099967-0.000868i,0.00042498-0.00085261i,-0.00033598-0.00054109i,0.00018551-0.0001409i,0.00059638-0.00028539i,0.0003621-0.00019593i
0.00020281+0.00041991i,0.0011638+0.00015102i,0.0017907-4.1413e-05i,0.0014804-0.00069085i,0.00098127-0.00069374i,0.0012048+0.00020081i,0.0016412+0.00065627i,0.0010644+0.00061261i,0.00012716+0.00069016i,-0.00033822+0.00071383i,0.00010072-0.00028283i,0.00017826-0.0014541i,-0.00027094-0.0012281i,-0.00052752-0.00043029i,-0.00050631+0.00022971i,-0.00013995+0.00015367i,0.00010454+0.00054449i,-9.2726e-05+0.00060205i,-0.00014938-1.2822e-05i,4.4791e-06-0.00028189i,0.000181+0.00030017i,0.00063615+0.00063793i,0.00064444+0.00036692i
-0.00042449+0.0012277i,-0.001528+0.0012344i,-0.0012611+0.00088495i,-0.0013052+0.00080869i,-0.00096523+0.00059758i,-0.0004887+0.0004303i,-0.00014513+0.00035327i,0.00015708+8.4212e-05i,0.00049984+0.00029286i,0.00059374+0.0013667i,-0.0006253+0.0023203i,-0.001023+0.0020633i,-0.00012648+0.00078937i,7.9235e-05+6.9006e-05i,-0.00016691-7.6487e-06i,-0.0003897-6.0832e-05i,0.00020211-4.7013e-05i,0.0008126+0.00017542i,0.00032305+0.00032479i,-0.00018949-4.8043e-05i,0.00016053-0.00047497i,0.00087428+0.00017196i,0.00062779-9.3092e-06i
0.001951+0.0006363i,0.00152+0.00094996i,0.0021573+0.00070605i,0.0027591+0.0003581i,0.0022565+0.00011166i,0.0012387-0.00059051i,0.00035757-0.0007238i,0.00022769-0.00020212i,0.00072269-0.0004468i,0.0012553+3.9198e-05i,0.00044573+0.00061189i,-0.00049167+5.1496e-05i,0.00018533+0.00027684i,0.00020991+0.00095318i,-6.9424e-05+0.00095338i,-6.0907e-05+0.00060389i,0.00017471-0.00043826i,0.00040419-0.00088534i,0.00062344-0.00033489i,0.00061485-0.00051806i,0.00067196-0.00039568i,0.000257+0.00021516i,-0.00018354+0.00041773i
0.0015736-0.0010726i,0.00056509+0.00013732i,0.00042532+0.00020449i,-0.00029116+0.00027985i,-0.001289-0.00015474i,-0.00065467-0.00029684i,-0.00012373-0.00053985i,0.00017777-0.00071326i,0.0008815+9.4536e-05i,0.00049197+0.00041915i,-0.0001553-0.00038072i,-0.00075818-0.00020392i,-0.0005213-0.00028033i,0.00063327-0.00083986i,0.00067792-0.00052513i,0.00029831+0.00061113i,0.00073062+0.00090743i,0.00082567+0.0003107i,0.00042171+0.00011333i,4.2018e-05+0.00096088i,-0.00018289+0.00098145i,0.00017092+0.0006283i,-1.9019e-05+0.00048075i
-0.0028391-0.00061318i,-0.0026032-0.0013965i,-0.0034856-0.0007541i,-0.002891+0.00033413i,-0.0010076+0.00064648i,-0.00068264-0.00032444i,-0.00083109-0.0014108i,-0.00071082-0.0013691i,-0.00094357-0.00051115i,-0.00075704+0.00067534i,-0.00011219+0.0010282i,0.00025519+0.0001759i,9.2883e-05-0.00011695i,2.2082e-05+2.3194e-05i,-0.00018728-0.00042379i,-0.00027829-0.00039103i,-0.00018377-0.000271i,-0.00037043-2.7206e-05i,-0.00026343+0.00034508i,-0.00023892-0.00037165i,-0.00045249-0.00044104i,-0.00083934+0.00031316i,-0.0012457+0.0009223i
7.4974e-05-0.00056192i,0.00044695-0.00099444i,0.00059971-0.00040185i,-1.1322e-05+0.00068634i,-1.5041e-05+0.00099888i,0.00052545+0.0012859i,0.0010891+0.00025279i,0.00098025-0.00060969i,0.00029462+9.345e-05i,6.3699e-05+0.0010716i,-0.00024334+0.0014889i,-9.0918e-05+0.00048175i,-8.7082e-05-0.00049224i,0.0001535-0.00024073i,0.00075292+0.00025819i,0.00048345+0.00035547i,0.00052893+0.00044374i,0.00056691+0.00037077i,0.00066312+0.00041487i,0.00039611-8.9545e-06i,9.3114e-05-0.00012363i,0.00014175+0.00047602i,-0.00067879+0.0006122i
-0.001066+0.0007006i,-0.0011959+0.0011045i,-0.0018434+0.0010718i,-0.0019011+0.0014321i,-0.0014279+0.0020692i,-0.00076477+0.0014321i,0.00029206+0.00058588i,0.00030221-0.00011963i,-0.00043299-0.00031805i,-0.00059668-0.00024076i,-0.00037356-0.00048492i,-0.000228-0.0009428i,0.00017185-0.0019202i,0.00016949-0.0016716i,-0.00026001+7.2054e-05i,-0.0002278+0.00027095i,-0.00018898-0.00047792i,0.00053256-0.0008212i,0.0011004-0.0006884i,0.00079634-0.00014453i,0.00067217-0.00028907i,0.0007253-0.0002377i,0.00058622-0.00014951i
-0.00022459-0.00075649i,-0.00089637-0.001672i,-0.0017885-0.0010513i,-0.001522+0.00017654i,-0.00087047+0.0012163i,0.00040611+0.00058827i,0.0012803-0.00067136i,0.00054645-0.00094762i,-0.00024836-0.00028025i,-6.1556e-05+0.00053412i,-0.0001105+0.0008678i,-0.00025425+0.00011451i,0.00070414+0.00028514i,0.0013188+0.00094762i,0.00045374+0.00075338i,0.0001021+0.0002943i,0.00076209+0.0001918i,0.00094863+0.00068916i,0.0010006+0.0003667i,0.0013575-0.00024404i,0.0011349-7.2036e-05i,0.00062492-0.00012835i,0.00054883+0.00041623i
-0.00063637-0.00096339i,-0.00044689-0.0011515i,-0.0012235-0.0022004i,-0.0023232-0.0020446i,-0.0023402-0.00041614i,-0.0014241+0.00083329i,-0.00079051+0.0009238i,-0.0004673-0.00022198i,-0.00024899-0.0012976i,-0.00014631-0.00059083i,-0.00039009+0.00014869i,-0.0002622-0.00038384i,0.00016354-0.0010232i,-0.00033962-0.00058824i,-0.00071688-0.00019294i,-0.00041834-0.00034331i,5.1841e-05+7.2107e-05i,-0.00028826-0.00024999i,-0.00073611-0.0007716i,-0.00034174-0.00026534i,0.00040138-8.522e-05i,0.001506-0.00012494i,0.0014009+0.00019856i
-0.00012364-0.0018462i,-0.00020008-0.0015577i,-0.00034429-0.00065188i,0.00012549-0.00017039i,-0.00027868-0.00064251i,4.8508e-05-0.001061i,0.00096087-0.00032913i,0.00074359-4.4863e-05i,4.4114e-05-0.00020834i,-0.00028439+0.00049376i,0.00042976+0.00062298i,0.00088691+0.00040243i,0.00076539-0.00026965i,0.00039076-0.00040299i,-0.00033075+0.00026947i,0.00037135+0.00026355i,0.0010321-0.00026433i,0.00019899-0.00032486i,-0.00063459+0.00059078i,-0.00010863+0.0010734i,0.00041482+0.00056348i,-0.00054613+0.00017551i,-0.0013317+0.00021902i
0.0022764-0.0018863i,0.0012334-0.0024194i,-0.00059724-0.0033185i,-0.0013658-0.002295i,-0.0020929-0.0013341i,-0.0016546-0.00025833i,0.00030655+0.00078381i,0.00094808+0.00035116i,7.2592e-05-0.00016618i,-0.0012065-0.00026894i,-0.0018476-0.00028252i,-0.0023696+0.00055896i,-0.0020139+0.00071604i,-0.00057055+0.00037569i,0.00053508+0.00056983i,0.0010969+0.00026112i,0.00082927+0.00060846i,8.1666e-05+0.00034832i,-0.00081554-0.00015958i,-0.0010831-0.00069239i,-0.0002484-0.00050433i,1.3017e-05-0.00012574i,-0.00064024-0.00023302i
0.00089796+0.00060837i,0.00065643+0.0015317i,0.00097286+0.0007034i,0.00129+0.00021723i,-7.8455e-05+0.00041255i,-0.0013201+0.00017574i,-0.00024712+0.00014491i,0.0013821-0.00018414i,0.00076915-0.0010711i,-0.00027502-0.0010567i,-0.00022679-0.00030422i,-0.00060347-2.6053e-05i,-0.00038401+7.6028e-05i,-0.00015901+0.00032417i,-0.00040048+0.00065238i,-0.0004158+0.00055047i,-6.5649e-05-0.00015092i,0.00078411+0.00014636i,0.00051886+0.00051933i,-0.0003531+3.6727e-05i,-0.00045857-4.874e-05i,-0.00027531-9.3277e-05i,-6.8756e-05-0.00025545i
0.00046198+0.0024866i,-0.00022213+0.0019292i,0.0013164+0.0019287i,0.0019919+0.0016639i,0.0012391+0.00051323i,0.0012105-0.00079728i,0.0010662-0.0014591i,0.00047717-0.0010118i,0.00062699-0.00053595i,0.00016718-0.00036995i,-0.00057819-0.0003073i,-0.00089873-0.00071903i,-0.00068508-0.00049415i,-0.00092861-2.8201e-05i,-0.0014583-0.0001726i,-0.00092309+0.00019526i,-0.00047572+0.00072341i,-0.00036437+0.00069439i,0.00040574+0.00065499i,0.00051396+0.00079046i,-0.00054338+0.00073217i,-0.00058012+0.00043208i,0.00018896+4.7488e-05i
-0.0013941-0.0018315i,-0.0013788-0.0015059i,-0.0018389-0.0010841i,-0.0024056-0.00021952i,-0.0019754+0.00044946i,-0.00014961+0.00066613i,0.00068182-0.00017339i,0.0006147-0.001359i,-0.00012324-0.00078971i,-0.00072786+0.00078254i,-0.00014811+0.0008264i,0.00070371+0.00019774i,0.00090725-0.00021658i,0.001031-0.00022827i,0.0012032-0.00074261i,0.0010489-0.0013065i,0.00055096-0.000591i,0.00076117+1.1182e-05i,0.00088532+0.00052353i,0.00038465+0.00056372i,0.0011001+0.00037469i,0.00083368+0.00015445i,-0.00025065+6.6291e-05i
-0.00067784-0.00041391i,-0.00079629+0.00037902i,-0.0008543+0.0011702i,-0.00057122+0.0019093i,-0.00042145+0.000852i,-0.00038463-0.00043551i,0.00020588-0.00042839i,0.0001245-0.00029702i,-0.00044991-0.00046153i,-0.00027317-0.00024605i,0.0003023+0.00094176i,0.00045361+0.0017722i,0.00052241+0.0010075i,0.00091639+0.00045578i,0.0007468+0.00028897i,0.00099996+0.00020525i,0.00086135+0.0003441i,0.00049264+0.0007085i,0.00048314-8.9085e-05i,-6.2955e-05-0.00093304i,0.00041819-0.00056188i,0.0010041-2.6397e-05i,-1.3483e-05+3.8302e-05i
8.4495e-05+0.00050589i,-0.00070546+0.00079523i,-0.00090186+0.0012576i,-0.00056486+0.0012976i,-0.00071513+0.0014577i,-0.00012707+0.0011467i,0.00057841+0.00084538i,8.7096e-05+0.0006883i,-0.00048815+0.00053795i,-0.00055738+0.00036254i,-0.00073806+2.032e-07i,-0.00031273-0.00038062i,0.0001642-8.3872e-05i,0.00028779-0.00049481i,0.0004806-0.00077958i,0.00012379-9.8342e-05i,6.5964e-05+0.00014633i,0.00031554+0.00025995i,0.00049222+2.5916e-05i,0.00056161+0.00058363i,0.00050484+0.0010804i,0.00067048+8.3606e-05i,0.00042702-1.5058e-05i
5.0124e-05+0.0019528i,0.00054228+0.0015833i,-0.00011265+0.0012947i,-0.00024903+0.00033936i,-0.00015718-9.1751e-05i,0.00045241+8.6439e-05i,0.0011141+2.2144e-05i,0.0012234-0.00017733i,0.00074231-0.00051473i,4.1688e-05-0.00050753i,-0.00068526-5.7154e-05i,-0.00028565+0.00014968i,-0.00014+2.4993e-05i,-0.00062639-5.7787e-05i,-4.1664e-05-9.0621e-05i,0.00085893-0.00010224i,0.0012305+0.0007342i,0.00084029+0.0004321i,-0.00059511-0.000686i,-0.0011704-0.00062634i,-0.00050835+9.9883e-05i,-0.00012001+0.00021467i,0.00013128+0.00054535i
-0.00099908-0.00013336i,-0.00020034+0.00041827i,-2.2169e-05+0.0015071i,-0.00049253+0.0016266i,-0.00080189+0.0016247i,-2.0824e-05+0.0011512i,0.0005185+0.00036106i,7.9564e-06+0.00034234i,9.7631e-05+0.00017793i,0.00068112+8.9752e-05i,0.00014321-0.00025427i,-0.00024441-0.00030562i,0.00010911-0.00019901i,9.9725e-05-0.0007781i,-0.00021142-0.00082097i,0.00035403-0.00088997i,0.00052141-0.00068138i,0.00030099-0.00034263i,0.00021799-0.00030078i,5.2466e-05+4.2125e-05i,7.4526e-06+0.00013459i,8.8056e-05-3.5234e-05i,0.00062432+0.00052274i
0.0011804-0.00038925i,0.0013578-0.00020069i,0.0011544-0.0022056i,-0.00064815-0.0022352i,-0.0017281-0.0013107i,-0.0013756-0.0011725i,-0.00071739-0.00040403i,0.0001317-0.00084156i,0.00091381-0.0014394i,6.9809e-05-0.00072172i,-0.0008298-0.00036581i,-0.00022387-0.00025482i,0.00049012+0.00044775i,0.0014424+0.00036567i,0.0011826+1.9854e-05i,0.00022333+0.00029566i,6.148e-05+0.00029852i,-0.00017701+1.3819e-05i,-9.3551e-05-0.0004678i,0.00058749-0.00041501i,0.00073012-0.00014704i,0.00060516+3.1366e-05i,0.00013139+0.00065786i
