0.0003612+4.9703e-05i,0.0017351-0.0010557i,0.0018287-0.0017093i,-5.3091e-05-0.0019816i,-0.0018415-0.0011635i,-0.0018839+0.00013164i,-0.00059817+0.0004542i,0.00051083+0.00075608i,0.00086384+0.00081158i,0.00050989-4.7539e-05i,0.00065923+0.00014502i,0.0012057+0.0010287i,0.0013453+0.00055458i,0.00085825-0.00041386i,0.00029172-0.00023612i,0.00017074+0.00038718i,0.00026837+0.00040507i,0.0002881-3.6571e-06i,4.7472e-05+7.8003e-05i,-0.00029891-0.0001609i,-0.00050321+0.00017253i,-0.0011278+0.00050962i,-0.0012288-0.00041749i
-0.10075+0.10033i,-0.008063+0.16772i,0.17645+0.19224i,0.25453+0.14848i,0.13462+0.10263i,-0.022288+0.11303i,-0.069357+0.11543i,-0.057829+0.060158i,-0.05197+0.0074307i,-0.034674-0.0052786i,-0.004996-0.0010868i,0.020359+0.0010162i,0.028532-0.0018985i,0.013579+0.0018662i,-0.012233+0.012419i,-0.030264+0.018372i,-0.03244+0.016758i,-0.024172+0.0065698i,-0.01473-0.0026694i,-0.0082997+0.0010145i,-0.0042522+0.012594i,-0.0019928+0.021527i,-0.0011977+0.022447i
0.0039487-0.12772i,-0.10069-0.086498i,-0.23051+0.075865i,-0.23308+0.22798i,-0.10986+0.23273i,-0.017961+0.1326i,-0.0092197+0.061006i,-0.02047+0.054857i,-0.018695+0.057251i,-0.020515+0.037398i,-0.031645+0.014627i,-0.036894+0.011469i,-0.024071+0.025481i,-0.0022851+0.030598i,0.01092+0.016677i,0.014465+0.0038288i,0.010948+0.004438i,0.0015906+0.0074806i,-0.0037163+0.0072041i,0.0014804+0.0052017i,0.0099577+0.00064834i,0.010256-0.0028782i,0.0020137-0.0012673i
0.080444+0.094884i,0.10583-0.01754i,0.059525-0.24518i,-0.044342-0.39872i,-0.086762-0.38735i,-0.042838-0.30868i,-0.017654-0.2208i,-0.028818-0.12225i,-0.031198-0.04029i,-0.018082+0.0024702i,0.00013555+0.015386i,0.012994+0.013676i,0.014698+0.0091197i,0.01678-0.00090158i,0.021626-0.018388i,0.021978-0.032124i,0.021494-0.038573i,0.021131-0.036351i,0.016162-0.026047i,0.005028-0.018097i,-0.0080186-0.016986i,-0.015597-0.019751i,-0.016007-0.020405i
-0.10654-0.019739i,-0.036968+0.058405i,0.14927+0.13539i,0.27442+0.095906i,0.21508+0.014135i,0.095644+0.01926i,0.054064+0.036804i,0.045791+0.0073552i,0.03344-0.0043525i,0.038471+0.0097735i,0.041153+0.015409i,0.023941+0.019238i,0.0035784+0.018727i,-0.0099771+0.014557i,-0.012251+0.020266i,-0.0078786+0.027926i,-0.0034562+0.026542i,0.0042682+0.014401i,0.0067699-0.0008508i,0.0019107-0.005044i,-0.0007352+0.00069723i,-0.00238+0.0063577i,-0.00182+0.0064871i
0.093188-0.056247i,-0.0022155-0.042066i,-0.15237+0.07073i,-0.15178+0.23477i,-0.0099536+0.29179i,0.064951+0.19485i,0.046474+0.090851i,0.039933+0.046713i,0.041847+0.01267i,0.015204-0.01226i,-0.018366-0.01535i,-0.035387-0.014298i,-0.036444-0.016122i,-0.027139-0.014976i,-0.011852-0.0079568i,0.0055535+0.00067626i,0.017829+0.0095004i,0.01533+0.01689i,0.0061852+0.016441i,0.0015754+0.0064837i,0.0015315-0.0059344i,0.0046485-0.012643i,0.0064333-0.014161i
-0.03879+0.096947i,0.013893+0.014969i,0.050002-0.15672i,-0.0079663-0.24694i,-0.056707-0.19512i,-0.011288-0.11284i,0.029336-0.076307i,0.021266-0.069769i,0.00059019-0.077943i,-0.022564-0.076551i,-0.021616-0.048784i,0.0033133-0.028412i,0.01947-0.029759i,0.017355-0.029562i,0.0018076-0.019163i,-0.012945-0.0094461i,-0.014694-0.0078844i,-0.0058017-0.0053522i,0.0055819-0.001923i,0.011645-0.0062454i,0.0088407-0.010924i,0.0055237-0.011602i,0.0069897-0.012452i
-0.023779-0.09391i,-0.000158-0.0064871i,0.076464+0.11815i,0.12187+0.10844i,0.064389+0.033726i,-0.0077313+0.040672i,-0.0024144+0.055998i,0.010988+0.021673i,0.0057925-0.00029337i,0.020111-0.00014992i,0.028666-0.0022739i,0.02174+0.0035928i,0.019629+0.016647i,0.016164+0.02627i,0.00015813+0.029928i,-0.020754+0.032449i,-0.035035+0.03809i,-0.03562+0.035103i,-0.020577+0.02588i,0.0048022+0.021305i,0.025875+0.020399i,0.032439+0.021976i,0.027131+0.021307i
0.07564+0.056825i,-0.009868+0.023051i,-0.15855+0.014778i,-0.19242+0.11161i,-0.11132+0.18906i,-0.070304+0.13261i,-0.077284+0.059896i,-0.058057+0.052732i,-0.025015+0.063765i,-0.010548+0.062929i,-0.011928+0.049035i,-0.0161+0.033596i,-0.0078082+0.030445i,0.011143+0.019581i,0.023449-0.013928i,0.018745-0.044362i,0.0030017-0.048636i,-0.013767-0.029482i,-0.021179-0.004967i,-0.01752+0.0079564i,-0.011627+0.0050679i,-0.010985-0.0019252i,-0.011564-0.00081568i
-0.092834-0.0005313i,-0.0082344-0.044579i,0.11484-0.1306i,0.10242-0.19168i,0.019192-0.17048i,0.025875-0.096563i,0.060067-0.034288i,0.053672+0.0060159i,0.036341+0.020846i,0.01844+0.012964i,0.00078021+0.0068791i,-0.012027+0.011621i,-0.017532+0.020115i,-0.011665+0.017625i,-1.0045e-05+0.0022951i,0.0061627-0.01635i,0.0041957-0.033504i,0.0015832-0.043378i,-0.00054365-0.039316i,-0.006587-0.022247i,-0.015018-0.0052669i,-0.020566+0.0032092i,-0.017196+0.0058671i
0.076729-0.056791i,0.04959+0.034486i,0.0018219+0.14379i,0.0005029+0.098462i,0.0051315-0.026619i,-0.0227-0.035364i,-0.016444+0.02361i,0.0041313+0.033799i,0.0065764+0.029153i,0.021807+0.025385i,0.030574+0.0031904i,0.0099781-0.012983i,-0.021319-0.010724i,-0.036794+0.010479i,-0.022173+0.040032i,0.0086997+0.051988i,0.030286+0.039297i,0.032566+0.014425i,0.019449-0.0034266i,0.0073647-0.0036852i,0.0079465+0.0030864i,0.011701+0.0077778i,0.0095396+0.010354i
-0.037946+0.10229i,-0.096508+0.017607i,-0.14879-0.089532i,-0.12896-0.054748i,-0.091508+0.033547i,-0.12341+0.013189i,-0.18202-0.031074i,-0.16671-0.026305i,-0.11064-0.022711i,-0.085931-0.016232i,-0.065002+0.0064399i,-0.027517+0.008158i,-0.001944-0.012997i,0.0026153-0.022681i,0.0055643-0.015859i,0.020728-0.012926i,0.041209-0.014813i,0.052022-0.011841i,0.043414-0.010662i,0.021599-0.018113i,0.001473-0.027063i,-0.01122-0.031052i,-0.017215-0.026623i
-0.029574-0.11612i,0.09224-0.099958i,0.24661-0.04498i,0.26415-0.017992i,0.2031-0.036603i,0.1819-0.077855i,0.14823-0.11227i,0.083198-0.10375i,0.035769-0.08145i,0.0042225-0.070398i,-0.018976-0.050819i,-0.021895-0.026523i,-0.010092-0.0161i,-0.0064822-0.017243i,-0.0208-0.0086544i,-0.032799+0.017974i,-0.026846+0.038932i,-0.011804+0.040854i,0.006723+0.028925i,0.018073+0.010932i,0.014783+0.001686i,0.0092087+0.00057753i,0.003798-0.00090076i
0.1007+0.085344i,0.00083786+0.16987i,-0.15634+0.22962i,-0.17513+0.15834i,-0.047624+0.024354i,0.081296-0.020603i,0.1424-0.02093i,0.11191-0.041952i,0.051234-0.02083i,0.048772+0.018239i,0.069241+0.012875i,0.058966-0.0049279i,0.038123-0.0036754i,0.025186+0.00029651i,0.010816-0.00061781i,-0.0093174+0.010387i,-0.028106+0.034837i,-0.036738+0.049447i,-0.031654+0.048087i,-0.015368+0.038565i,0.0036583+0.023939i,0.015192+0.011281i,0.016735+0.0018996i
-0.1511+0.00097288i,-0.16562-0.14111i,-0.12592-0.30396i,-0.091629-0.25358i,-0.10112-0.026041i,-0.1246+0.10162i,-0.12101+0.099335i,-0.079986+0.069681i,-0.046024+0.032398i,-0.040935+0.023006i,-0.026129+0.045514i,0.005082+0.059286i,0.027401+0.052059i,0.035468+0.025776i,0.024146-0.012595i,-0.0036498-0.043016i,-0.025679-0.050709i,-0.032988-0.034265i,-0.029664-0.011602i,-0.019272-0.0012115i,-0.012723-0.0016433i,-0.014214-0.0050378i,-0.01275-0.0071395i
0.13927-0.10925i,0.2844-0.02055i,0.41913+0.15352i,0.40597+0.22906i,0.26716+0.164i,0.15628+0.11406i,0.12376+0.10439i,0.11541+0.081331i,0.098805+0.033601i,0.05597-0.020592i,-0.0017163-0.043512i,-0.04002-0.03308i,-0.050821-0.010659i,-0.040817+0.0080167i,-0.02168+0.011454i,-0.018211+0.004237i,-0.029403-0.0027168i,-0.033208-0.011209i,-0.025617-0.015576i,-0.014888-0.0074707i,-0.0025193+0.0036644i,0.0084881+0.0070544i,0.01482+0.0053173i
-0.036301+0.19141i,-0.21264+0.25224i,-0.43094+0.2257i,-0.45792+0.11546i,-0.27703+0.0062491i,-0.10698-0.044653i,-0.042779-0.039077i,-0.026297-0.020019i,-0.014216-0.0023004i,0.0064116+0.010459i,0.020115+0.0052069i,0.012713-0.0083864i,0.0014544-0.012224i,0.0075316+0.0037638i,0.034505+0.015622i,0.061152+0.00025529i,0.066794-0.024329i,0.04971-0.037874i,0.024545-0.034766i,0.013206-0.021834i,0.014575-0.01413i,0.014589-0.012794i,0.01245-0.010335i
-0.11396-0.18326i,-0.058446-0.37563i,0.050722-0.54134i,0.047696-0.49307i,-0.090812-0.27874i,-0.21254-0.10973i,-0.23103-0.05042i,-0.17299-0.036196i,-0.10187-0.028103i,-0.064235-0.015302i,-0.049186+0.014214i,-0.022852+0.041121i,0.0050483+0.03905i,0.0067057+0.023844i,-0.00051106+0.015383i,0.011894+0.0014614i,0.031442-0.022079i,0.041495-0.032785i,0.041732-0.029186i,0.030225-0.026025i,0.0079379-0.018242i,-0.013603-0.0067102i,-0.026291+0.0031866i
0.23001+0.063237i,0.3642+0.24613i,0.46574+0.4678i,0.47463+0.48076i,0.38852+0.28057i,0.28901+0.079452i,0.21961-0.012939i,0.15957-0.013237i,0.10834+0.0071736i,0.075954-0.0032756i,0.039542-0.032377i,0.00023864-0.036767i,-0.02291-0.020695i,-0.037991-0.014122i,-0.051387-0.0014987i,-0.048449+0.033078i,-0.030319+0.060392i,-0.014547+0.055033i,-0.006934+0.02901i,-0.0093739+0.0078196i,-0.012639-3.0941e-05i,-0.0054507-0.00010713i,0.0030974+0.002325i
-0.21913+0.12411i,-0.45882+0.11509i,-0.68568+0.047278i,-0.64075+0.008449i,-0.312+0.0024771i,-0.01911+0.00176i,0.070832+0.0049653i,0.030007-0.0046291i,-0.02085+0.0099361i,-0.013732+0.045396i,0.019005+0.043186i,0.023889+0.01891i,0.017106+0.013369i,0.02381+0.0082097i,0.031411-0.0056316i,0.027101-0.011108i,0.018275-0.0034884i,0.0135+0.0092004i,0.012088+0.015221i,0.013364+0.01068i,0.012906+0.0011564i,0.010665-0.0025635i,0.01148-0.0025709i
0.080956-0.26763i,0.22659-0.46622i,0.36808-0.61475i,0.26632-0.56516i,-0.04501-0.30378i,-0.24821-0.039295i,-0.2557+0.06949i,-0.17385+0.062241i,-0.10596+0.019755i,-0.082431+0.010745i,-0.058402+0.034734i,-0.028181+0.037449i,-0.014739+0.019981i,-0.0065911+0.011495i,-0.0062857+0.006516i,-0.020286+6.163e-05i,-0.02731-0.0025583i,-0.017934+0.0028036i,-0.0018997+0.011552i,0.0081212+0.013275i,0.0068777+0.010192i,-0.00121+0.0065321i,-0.0094317+0.0034974i
0.13852+0.26218i,0.21644+0.5183i,0.27002+0.73578i,0.30769+0.66484i,0.27605+0.3228i,0.1487+0.029068i,0.067-0.056359i,0.069691-0.031605i,0.071184-0.010835i,0.035755-0.02472i,-0.0050946-0.040183i,-0.017506-0.043152i,-0.016187-0.041969i,-0.018389-0.031469i,-0.018881-0.015138i,-0.019949+0.0033952i,-0.019187+0.021693i,-0.018233+0.025564i,-0.022192+0.018409i,-0.021185+0.012309i,-0.011174+0.0018188i,0.00031073-0.011857i,0.0085461-0.018957i
-0.29401-0.096815i,-0.55462-0.21281i,-0.74605-0.31715i,-0.65157-0.28762i,-0.29024-0.18783i,0.04717-0.16307i,0.12917-0.15855i,0.056122-0.10664i,0.0082998-0.058731i,0.0056962-0.042317i,0.0075916-0.031362i,0.0061926-0.013306i,0.012258+0.004237i,0.027535+0.012667i,0.044605+0.00097733i,0.051005-0.028719i,0.039533-0.047242i,0.019982-0.034813i,0.0099546-0.010903i,0.014522-0.00014055i,0.020038+0.00036165i,0.014311+0.00046562i,0.0052832+0.0011359i
0.28706-0.14054i,0.54761-0.27503i,0.71139-0.39924i,0.55186-0.40595i,0.20746-0.22657i,0.0057151+0.022522i,-0.018972+0.12092i,-0.01668+0.06648i,-0.019727+0.016823i,-0.00041586+0.017574i,0.024163+0.028415i,0.035948+0.033841i,0.025822+0.030534i,6.4399e-05+0.025012i,-0.018474+0.030897i,-0.017302+0.037602i,-0.01171+0.028482i,-0.013494+0.011649i,-0.0094976+0.0022561i,0.0031142-7.5801e-05i,0.011008-0.00048259i,0.010027+0.00049733i,0.0021533+0.0029651i
-0.10484+0.30358i,-0.15584+0.59883i,-0.09648+0.83715i,0.10668+0.77413i,0.22748+0.45554i,0.13587+0.16326i,0.033673+0.029292i,0.028612-0.0063717i,0.027293-0.0076968i,-0.0031817+0.004441i,-0.0235+0.0086502i,-0.024178+0.0047477i,-0.017122+0.0034515i,-0.010344+0.0015603i,-0.012584-0.0009277i,-0.019593+0.0085769i,-0.016065+0.019336i,-0.0073878+0.0099266i,-0.0087057-0.0067966i,-0.011833-0.0096697i,-0.0055127-0.0024085i,0.0038667-0.00034963i,0.012014-0.0041684i
-0.14218-0.29252i,-0.32932-0.52235i,-0.52989-0.61072i,-0.53213-0.39198i,-0.26197-0.10003i,0.021746-0.035732i,0.089334-0.090835i,0.039399-0.084186i,0.01122-0.057188i,0.00027672-0.052475i,-0.023521-0.039157i,-0.048945-0.013862i,-0.041993+0.012581i,-0.0036108+0.01984i,0.025848-0.0067957i,0.02271-0.050236i,0.0035074-0.078363i,-0.0049507-0.075803i,-0.0027031-0.056532i,-0.0024356-0.035081i,-0.0060435-0.015213i,-0.0085102-0.00013709i,-0.0096722+0.0074087i
0.29754+0.12273i,0.57097+0.14768i,0.71552+0.086637i,0.48629-0.004529i,0.081442+0.038161i,-0.077445+0.18708i,-0.0098211+0.22432i,0.029139+0.13256i,0.020982+0.062449i,0.03016+0.040336i,0.037606+0.029543i,0.031398+0.020444i,0.012324+0.0022027i,-0.015465-0.0055286i,-0.02752+0.010337i,-0.012693+0.028086i,0.0083154+0.033051i,0.016623+0.026895i,0.014395+0.013104i,0.00631-0.0024607i,-0.0049357-0.011535i,-0.0094356-0.01199i,-0.0088902-0.0084131i
-0.28759+0.10424i,-0.47817+0.28801i,-0.52737+0.46022i,-0.35549+0.41902i,-0.20585+0.18221i,-0.23722+0.026633i,-0.23551+0.038982i,-0.11987+0.061187i,-0.030124+0.035934i,-0.0097092+0.0096344i,-0.0080047-0.01024i,0.0061036-0.023747i,0.022733-0.026728i,0.018776-0.021634i,0.0097258-0.0049762i,0.019667+0.015595i,0.037413+0.026929i,0.042476+0.030474i,0.031101+0.030395i,0.01718+0.025223i,0.0072812+0.014761i,-0.0017327+0.0054275i,-0.0014104+0.0015309i
0.1242-0.26997i,0.10273-0.54756i,-0.038436-0.75139i,-0.18867-0.67627i,-0.16694-0.43231i,-0.039143-0.28846i,0.00071623-0.21807i,-0.0092875-0.10587i,0.0073094-0.020878i,0.025057-0.010524i,0.019721-0.019876i,0.0016822-0.01156i,-0.0011845+0.0085596i,0.015813+0.016147i,0.02555+0.0027266i,0.015105-0.01357i,0.0015494-0.019939i,-0.0015592-0.016649i,0.0041994-0.0067009i,0.010885-1.9426e-06i,0.013039-0.00049173i,0.0097568-0.0011089i,0.0018365+0.0043616i
0.074452+0.27288i,0.27254+0.4333i,0.47991+0.44574i,0.49159+0.26341i,0.30861+0.09108i,0.18162+0.069843i,0.16416+0.065205i,0.10245+0.022503i,0.01742+0.025241i,-0.0081643+0.065238i,0.0039461+0.089056i,0.0056594+0.085988i,-0.0098183+0.064492i,-0.024709+0.03674i,-0.034838+0.019669i,-0.041929+0.029666i,-0.036721+0.051687i,-0.017859+0.057719i,-0.00022671+0.044359i,0.0074857+0.027116i,0.010556+0.013445i,0.011972+0.0025926i,0.0092667-0.005166i
-0.21228-0.13829i,-0.40732-0.10896i,-0.43651+0.033698i,-0.19095+0.13351i,0.041428+0.061056i,-0.0012953-0.042044i,-0.11561-0.018747i,-0.091628+0.0041312i,-0.050771-0.034878i,-0.063557-0.034622i,-0.060812-0.013667i,-0.043475-0.020652i,-0.031858-0.018173i,-0.014046-6.4174e-06i,-0.00034057+0.0018373i,-0.0015481-0.014347i,-0.00712-0.026204i,-0.011174-0.018163i,-0.0089955-0.00066515i,-0.0009589+0.0041016i,0.0049866-0.0042468i,0.0055444-0.010559i,0.00382-0.014621i
0.24474-0.02169i,0.35259-0.17066i,0.26608-0.32002i,0.03707-0.30974i,-0.051794-0.19012i,0.021329-0.128i,0.05369-0.1253i,0.039191-0.08176i,0.04732-0.041272i,0.041292-0.053697i,0.011123-0.062804i,-0.0065499-0.051074i,-0.0089967-0.033488i,-0.0017398-0.012836i,0.011599-0.0059413i,0.013377-0.019077i,-0.004501-0.03133i,-0.025184-0.030608i,-0.028847-0.026115i,-0.013061-0.025477i,0.0082528-0.024747i,0.018654-0.021346i,0.015093-0.01238i
-0.17306+0.15367i,-0.18856+0.34302i,-0.093202+0.45056i,0.020956+0.40185i,0.072447+0.29877i,0.12067+0.18053i,0.13986+0.04392i,0.063465-0.029877i,-0.0037141-0.016394i,-0.0049859+0.0058564i,0.0060089+0.018907i,0.019405+0.042852i,0.030657+0.047556i,0.022175+0.023257i,0.0095299+0.014005i,0.012664+0.031231i,0.019785+0.041579i,0.010426+0.031351i,-0.0079373+0.018823i,-0.0097084+0.020231i,0.0003138+0.027511i,0.0025043+0.027505i,5.5657e-05+0.02324i
0.041662-0.21767i,-0.029115-0.35218i,-0.082188-0.3324i,-0.015518-0.18551i,0.06782-0.091502i,0.015261-0.046934i,-0.087963+0.012726i,-0.10755+0.029084i,-0.088371+0.01266i,-0.061826+0.022431i,-0.025915+0.025887i,-0.0094486+0.0092009i,-0.0031841+0.0085438i,0.0090334+0.0209i,0.015929+0.022467i,0.014464+0.0064986i,0.011723-0.021861i,0.0058996-0.040874i,-0.0029118-0.03617i,-0.011813-0.020788i,-0.018516-0.0076857i,-0.019075-0.0031769i,-0.018398-0.0079125i
0.091344+0.18636i,0.20414+0.21858i,0.18861+0.085961i,0.0018148-0.084981i,-0.10614-0.084435i,-0.013525-5.4704e-06i,0.096775-0.0068909i,0.092257-0.024822i,0.05266+0.0027046i,0.031871+0.0047127i,0.00039352-0.0088689i,-0.031823-0.010286i,-0.04744-0.0095228i,-0.042394-0.0055928i,-0.025391-0.010368i,-0.019584-0.025341i,-0.018707-0.028974i,-0.0060811-0.027475i,0.0032224-0.031809i,-0.0029151-0.030461i,-0.0080096-0.021383i,-0.0024133-0.013956i,0.0023786-0.0095039i
-0.18264-0.097659i,-0.31381-0.058639i,-0.29729+0.078771i,-0.12324+0.25202i,0.018309+0.35421i,0.08483+0.30189i,0.11849+0.13971i,0.1009+0.0038203i,0.066913-0.047292i,0.049771-0.057229i,0.032657-0.047311i,0.0236-0.022596i,0.017324-0.011224i,-0.0010794-0.0098638i,-0.0092182+0.00037886i,0.0030033+0.015027i,0.019519+0.023879i,0.026694+0.024537i,0.024394+0.017565i,0.018498+0.0054791i,0.009218-0.0010412i,0.002555+0.0044939i,0.0069121+0.010751i
0.21975-0.041006i,0.36674-0.13119i,0.41914-0.18188i,0.33073-0.14988i,0.1301-0.096727i,-0.10415+0.013299i,-0.17829+0.17373i,-0.071743+0.19783i,0.013786+0.094789i,0.022111+0.037446i,0.021737+0.02238i,0.018688+0.0031943i,0.0090887-0.0026051i,-0.0057328+0.0035612i,-0.021191+0.014594i,-0.021736+0.02399i,-0.01131+0.023575i,0.0063651+0.016977i,0.028777+0.0092447i,0.039869-0.001611i,0.030135-0.0087076i,0.013585-0.0064377i,0.0067756-0.0074191i
-0.15374+0.16184i,-0.22547+0.30518i,-0.28618+0.29082i,-0.3899+0.025479i,-0.47372-0.24482i,-0.39569-0.27409i,-0.19717-0.14909i,-0.037719-0.038023i,0.0086255+0.019298i,-0.012939+0.032699i,-0.040795+0.031286i,-0.054147+0.037964i,-0.044216+0.035454i,-0.019863+0.0084421i,-0.011172-0.019565i,-0.019573-0.021984i,-0.019428-0.0039265i,-0.0064839+0.011983i,0.0048635+0.017898i,0.0094893+0.018579i,0.0068808+0.017681i,-0.0012574+0.016269i,-0.0043637+0.016252i
0.0032601-0.21005i,-0.095883-0.34188i,-0.19569-0.30503i,-0.113-0.063548i,0.13657+0.095946i,0.27694-0.025719i,0.18007-0.21942i,0.024831-0.24595i,-0.040662-0.16171i,-0.053434-0.079406i,-0.047573-0.016891i,-0.023533+0.010806i,-0.0031454+0.014714i,0.013226+0.01807i,0.028462+0.012978i,0.032823+0.0034328i,0.029356-0.0039408i,0.017022-0.0072432i,0.0044257-0.0028519i,0.0048239-0.0021386i,0.0055944-0.016593i,-0.00019519-0.030208i,-0.00090215-0.023172i
0.13237+0.15952i,0.33729+0.207i,0.57052+0.16107i,0.68381+0.087971i,0.60235+0.12225i,0.40686+0.22449i,0.22672+0.26344i,0.097432+0.19061i,0.011086+0.07884i,-0.016701+0.028527i,0.0055204+0.018152i,0.029346-0.0061882i,0.030668-0.022896i,0.022038-0.014984i,0.01869-0.0045396i,0.021221-0.0078003i,0.015458-0.0091825i,0.0091487+0.0021127i,0.013913+0.013278i,0.022781+0.010407i,0.026898-0.0080152i,0.015494-0.023459i,-0.0030703-0.02052i
-0.19729-0.05812i,-0.36843-0.013422i,-0.51778+0.049319i,-0.62503+0.028699i,-0.68226-0.048308i,-0.59059-0.041395i,-0.3557+0.015595i,-0.13893+0.030909i,-0.013764+0.027249i,0.04933+0.012317i,0.058282-0.007023i,0.038121+0.006435i,0.030131+0.026579i,0.030874+0.018688i,0.02384+0.0042895i,0.0094668+0.0027779i,-0.0041222+0.0054232i,-0.015849+0.011586i,-0.019817+0.024398i,-0.0042382+0.03111i,0.020398+0.027071i,0.027734+0.018781i,0.015422+0.016352i
0.17559-0.051565i,0.21637-0.16053i,0.089825-0.22039i,-0.12582-0.14118i,-0.1938-0.078206i,-0.1489-0.19187i,-0.17189-0.29501i,-0.18085-0.20827i,-0.08739-0.06715i,-0.015096-0.019823i,-0.023939-0.01362i,-0.043536+0.0050956i,-0.039369+0.021195i,-0.025417+0.022412i,-0.022102+0.01613i,-0.030685+0.011781i,-0.037109+0.0044712i,-0.038642-0.0053829i,-0.035941-0.0064208i,-0.026773+0.0010308i,-0.01614+0.0039789i,-0.0090715-0.0061061i,-0.0030553-0.015047i
-0.095329+0.14773i,-0.017918+0.25572i,0.26285+0.22034i,0.62319-0.033607i,0.75619-0.23409i,0.61786-0.14251i,0.43029+0.055474i,0.26514+0.12891i,0.10611+0.099846i,0.01562+0.058196i,-0.016558+0.017786i,-0.039323-0.0016193i,-0.035518+0.0054778i,-0.009399+0.0075258i,0.0098461-0.0057646i,0.012126-0.023883i,0.0028405-0.024653i,-0.0048163-0.0087512i,-0.01516-0.0022375i,-0.034096-0.0036347i,-0.042752-0.0030727i,-0.03201-0.0063472i,-0.021377-0.013668i
0.0091813-0.1793i,-0.069698-0.26394i,-0.15021-0.23271i,-0.16435-0.09584i,-0.12622+0.022022i,-0.068568+0.070095i,0.0093059+0.047942i,0.051812-0.03702i,0.02168-0.071218i,-0.0045491-0.014836i,0.0065632+0.027147i,0.0077025+0.024825i,-0.004074+0.031748i,0.0034985+0.054591i,0.025677+0.057539i,0.035649+0.033732i,0.029961+0.0021043i,0.01455-0.024808i,-0.00092022-0.038648i,0.0018247-0.039683i,0.021759-0.031341i,0.039911-0.016084i,0.039963-0.0024632i
0.077054+0.15021i,0.12644+0.23256i,0.019675+0.34502i,-0.20338+0.52827i,-0.29142+0.60845i,-0.23078+0.38411i,-0.22905+0.069533i,-0.21768-0.040806i,-0.11497-0.051201i,-0.060337-0.072457i,-0.049134-0.046434i,-0.00097219-0.018826i,0.024314-0.023746i,0.0067348-0.010289i,-0.0017322+0.019895i,0.013761+0.032172i,0.031055+0.01794i,0.037632-0.0036372i,0.041899-0.012613i,0.042604-0.011679i,0.028441-0.0099709i,0.0032444-0.0072692i,-0.011525+0.0013116i
-0.16466-0.076233i,-0.26128-0.093362i,-0.21816-0.1382i,0.00084107-0.23779i,0.21985-0.30567i,0.26802-0.25283i,0.21057-0.12803i,0.13973-0.019767i,0.084822+0.030135i,0.052641+0.018845i,0.017474+0.009564i,-0.012626+0.042102i,-0.011228+0.065615i,-0.0080869+0.045909i,-0.024115+0.028216i,-0.027494+0.040745i,-0.0047301+0.052317i,0.013443+0.04504i,0.014018+0.033303i,0.01153+0.022382i,0.0077719+0.011356i,-0.00067473-0.001033i,-0.015119-0.0095281i
0.18844-0.04363i,0.31399-0.17458i,0.35654-0.35145i,0.22323-0.47675i,0.019609-0.42561i,-0.0090277-0.23035i,0.10264-0.12836i,0.10243-0.16026i,-6.5177e-05-0.11604i,-0.020869-0.0081287i,0.003615+0.021421i,-0.0143+0.0076028i,-0.034547+0.011378i,-0.032302+0.015306i,-0.030353-0.0041014i,-0.036982-0.032472i,-0.031804-0.045099i,-0.010256-0.046705i,0.013128-0.042405i,0.033187-0.031479i,0.04531-0.02163i,0.050609-0.017504i,0.04564-0.020657i
-0.12081+0.14779i,-0.15731+0.34762i,-0.14634+0.55574i,-0.12072+0.65917i,-0.15173+0.62937i,-0.20159+0.52908i,-0.18135+0.42025i,-0.086498+0.3043i,0.011795+0.16986i,0.04436+0.069538i,0.033147+0.021223i,0.013706-0.0024882i,-0.0088328-0.0074895i,-0.019054+0.0066871i,-0.0055588+0.021859i,0.011774+0.023957i,0.0087829+0.029512i,-0.0034096+0.048981i,-0.0052825+0.061657i,0.0020523+0.048623i,0.013528+0.023981i,0.025431+0.0090779i,0.035179-0.0092281i
0.024888-0.18448i,-0.047892-0.30687i,-0.10735-0.32085i,-0.035753-0.22778i,0.11128-0.19092i,0.11452-0.24834i,-0.00041169-0.23836i,-0.048191-0.15998i,-0.070437-0.10884i,-0.10381-0.04862i,-0.087168+0.026168i,-0.0473+0.059539i,-0.0361+0.058281i,-0.047528+0.045218i,-0.058042+0.044059i,-0.041667+0.058438i,-0.0021163+0.045242i,0.025919-0.00012611i,0.031734-0.033323i,0.032714-0.037512i,0.029265-0.024785i,0.020692-0.0069119i,0.024743+0.011266i
0.076308+0.15361i,0.19561+0.1738i,0.25164+0.052682i,0.19775-0.1291i,0.19395-0.18932i,0.3179-0.16781i,0.38105-0.23947i,0.25589-0.28458i,0.10876-0.18292i,0.054816-0.085202i,0.016001-0.061047i,-0.024212-0.041769i,-0.024091-0.013224i,0.0047894-0.0058804i,0.019521-0.028518i,0.0074277-0.047907i,-0.00062117-0.03414i,0.012731+0.0076914i,0.038782+0.048456i,0.054831+0.047447i,0.037609+0.0041611i,-0.0081881-0.030175i,-0.049507-0.018051i
