-0.00029196+0.00041752i,-0.00061634+3.1379e-05i,-0.0014895+0.00047592i,-0.0017974+0.00099591i,-0.00236+0.00055966i,-0.0020115+0.00077189i,-0.00047472+0.0010144i,0.00092231+0.00053304i,0.0013241+0.00021753i,0.0013164-0.00010665i,0.00031966+6.3948e-05i,-0.00015631-4.2778e-05i,-0.00014232-0.00038594i,-0.00016692-0.0004069i,0.00016478-0.00087393i,-0.00020277-0.00098857i,-5.2963e-05-0.00075468i,0.00029861-0.00082843i,-0.00016716-0.00014424i,0.00019973-8.7683e-05i,0.00083852+0.00039293i,0.00020946+0.00084819i,-0.00045453+0.00026246i
-0.00073492-0.0014406i,-0.00033094-0.0014011i,-0.00047278-0.00083968i,0.00016149-0.00045497i,0.00054425-0.00060081i,0.00072986-0.00044536i,0.0010385-0.0012246i,0.00032507-0.0019451i,-0.00042501-0.0014047i,-0.00069575-0.00045233i,-0.00031083-0.00036202i,-0.00024592-0.00055987i,-0.00061571-0.00058419i,0.00038862-0.0011521i,0.0010002-0.0010785i,0.00015052-0.00095697i,-0.00084112-0.00061674i,-0.00088568+7.972e-05i,-0.00056528+0.00065122i,-0.00032008+0.00098715i,0.00030683+0.00032007i,0.00097581-0.00021727i,0.00068071+0.00028888i
-0.0016742+0.00042796i,-0.0020359+0.0010107i,-0.002713+0.0015763i,-0.0016892+0.0014319i,-0.00010434+0.0016556i,0.00027205+0.0016274i,0.00033196+0.00026133i,0.00044248-0.00045657i,0.0001939-0.00040623i,0.0003237+0.00014772i,0.00070724-9.999e-05i,0.00067305-0.00047384i,0.00014134+0.00023896i,-0.00016987+0.0010222i,-0.00028998+0.00026675i,-0.00017876-0.00013423i,-0.00028798+0.00020608i,-0.00027987+0.00024055i,-0.00054291+0.00045807i,-5.426e-05+0.00054168i,0.0004854+0.0005348i,0.00058491+0.00030041i,0.00094533+6.0294e-05i
0.00094492-1.4006e-05i,0.00035591+0.00083727i,-0.00075633+0.00047238i,-0.0013017-0.00010479i,-0.00049154+4.0191e-05i,0.00032218-5.8142e-05i,0.00060013+5.48e-05i,0.00034759-9.7041e-07i,0.00051347-1.38e-05i,0.00021808+0.0001077i,-0.00034241-0.00040525i,-0.00032953-0.0010708i,-0.00039453-0.0012746i,0.00017387-0.0010309i,0.00065967-0.00089541i,0.00014883-0.00019576i,6.3831e-05+9.6608e-05i,0.00033951-0.00034722i,0.00019902-0.0001602i,0.00029979+0.00017258i,1.5221e-06-0.00066771i,0.00021759-0.00064502i,0.00044867+0.00014144i
-0.0014016-0.0014085i,-0.0014868-0.0014624i,-0.0019464-0.0015749i,-0.00065796-0.00094932i,0.00018737+0.00082291i,0.00012289+0.00073962i,0.0005565-0.00020296i,0.00081826-3.968e-05i,-0.00025902-0.00034753i,-0.0007903-0.00095485i,-0.00025032-0.00027175i,-4.4691e-05-0.00032177i,0.00063878-0.0010635i,0.0010992-0.0010419i,7.8707e-07-0.00077279i,-0.00098322-0.00065134i,-0.00051911-0.00055046i,0.00047643-0.00016787i,0.00022192-0.00032319i,1.9459e-05+0.00042855i,0.00045835+0.001587i,0.00028642+0.0015445i,-0.00028334+0.00080689i
-0.0017143-0.0028683i,-0.0023543-0.0018637i,-0.003242-0.0012185i,-0.002523-0.00080159i,-0.0010341-4.1481e-05i,-0.00031679+0.00088638i,0.00099567+0.0010154i,0.0013882+0.00022773i,-9.1965e-05-0.00015078i,-0.0014434-0.00027001i,-0.00089534-0.0003108i,0.00010655+0.00018613i,-0.00016483+0.00062265i,-0.000469+0.00045812i,-0.00068213+0.00023935i,-0.00065078+0.00078792i,-0.0003658+0.0001184i,-5.7735e-05-0.00029028i,-0.00064658+0.00018436i,-0.00055605+0.00086983i,0.00051809+0.0010107i,0.00065049+0.00019048i,0.00059594+0.0001071i
-0.00028783+0.00051148i,0.00022903+0.00032217i,0.0014039-6.897e-05i,0.0012748+0.00066366i,0.00054036+0.0013042i,0.0013988+0.00052563i,0.0019433-0.00082633i,0.00075507-0.0012939i,-0.00019396-0.00080373i,-0.00057988-0.00053039i,-0.0012715-0.0008872i,-0.0016268-0.00083992i,-0.0010331-0.00054769i,-0.00059411-0.00062748i,-0.00050838-0.00062501i,0.00021547-0.0003469i,0.0006046-0.00042362i,-0.00036032-0.00028091i,-0.00089014+0.00034i,-0.00054993+0.00052716i,0.00023859+0.00070517i,0.00072757+0.00074402i,0.00060583+0.00069454i
-0.0003664-0.00039205i,-0.00045508-0.00025835i,-3.2514e-05+0.00061887i,0.00020145+0.0012644i,3.1722e-05+0.0016832i,0.00060657+0.0016698i,0.0010877+0.00028096i,0.0011264-0.00092003i,0.00042375-0.00047302i,-0.00052976+0.00046233i,-0.00054645+0.00035074i,-0.00065683+0.00013586i,-6.2476e-05+0.0003482i,0.00071844+0.00051669i,-0.00023741+0.00054003i,-0.00039591+4.8016e-05i,-0.00026559-0.0003685i,-0.00046343-0.00021017i,-0.00038542+0.00032095i,0.0003387+0.00084714i,0.0010494+0.00057453i,0.00095893+0.00012065i,0.00021018+0.00011807i
0.0010561+0.00079193i,0.00082407+0.0016647i,3.9265e-05+0.0027776i,-0.00027438+0.0012427i,0.00059265-6.7686e-05i,0.0013507-0.00088465i,0.0012498-0.001074i,0.00092766-0.00086756i,0.00077424-0.00061218i,0.00062318-0.00014217i,0.00055093-0.00035939i,0.00018134-0.00057274i,-8.3752e-05-8.1995e-05i,0.00031815+0.00022216i,-0.00026869-0.00043529i,-0.00070617-0.00069854i,-0.00030131-0.00040828i,-0.00033798-0.00025152i,-0.00050885+0.00022981i,-0.0004667+0.00084293i,-0.00022411+0.00096853i,8.8408e-05+0.00067063i,-0.00020439+0.00015815i
-0.0020401+0.000405i,-0.0022971-0.00019784i,-0.00298+2.2115e-05i,-0.001982+0.00053292i,-0.00035299+0.0018975i,-9.8312e-05+0.0016375i,0.00031862-0.00014228i,-0.00021781-0.0014398i,-0.0015444-0.0015459i,-0.0015804-0.00016743i,-0.00055153+0.00051429i,-0.00032417-0.00022835i,-0.00034414-0.00077688i,-0.00077197-0.00069939i,-0.0010764-0.00069946i,-0.00033888-0.00034112i,0.00026397+6.3094e-05i,9.6364e-05-0.00083951i,-0.00059732-0.0007678i,-0.00077091+0.00056596i,-0.00077501+0.0013169i,-0.00059946+0.00098248i,0.00053863+0.00041879i
-0.0010171+0.00045323i,-0.00067737+0.0014441i,-0.0011409+0.0019016i,-0.00023476+0.0013744i,0.00058719+0.0012297i,0.00052182+0.0013426i,0.00079722+0.0013596i,0.0017275-3.9898e-05i,0.0011979-0.0011483i,2.2274e-05-0.00057521i,0.00028915-0.00025351i,0.00069727+5.8476e-06i,0.00017976+0.00039565i,4.3942e-05+0.00057781i,-0.00027723+9.0037e-05i,-0.00027285-0.00097799i,-1.6666e-05-0.00079806i,-0.00025392+9.0362e-05i,-0.0014664+0.00065395i,-0.0017029+0.00097311i,-0.0011339+0.00044965i,-0.00037059-0.00062565i,0.00051089-0.00065654i
-0.00014373+0.00014699i,-0.00030213+0.00017178i,0.00012496+0.00072447i,-0.00017545+0.0013297i,-0.00056833+0.0018175i,0.00030451+0.00174i,0.00094298+0.00056077i,0.00039758-0.00039619i,0.00051978-0.0010007i,0.00037667-0.00092944i,0.00023944-0.00011959i,-0.00023859+8.6801e-05i,-0.00068757-0.00072448i,-0.00028925-0.0010749i,-4.1752e-05-0.00022826i,-0.0001799+0.00045909i,-0.00024795+0.00019984i,-0.00032365-2.7225e-05i,-0.00089042+0.00016866i,-0.00067369+0.00024098i,5.6778e-05+0.00032791i,0.00029784+0.00019275i,0.0004002+0.00017688i
-0.0016525-0.0017374i,-0.0023113-0.0023954i,-0.002862-0.0018167i,-0.0017162+9.5551e-05i,-6.1834e-05+0.0016889i,0.00036043+0.0018171i,0.00015353+0.00048982i,0.00022308-0.00045774i,3.516e-06-0.00041179i,-0.00061153-6.2551e-05i,-0.00023102+0.00061913i,-0.00053559+0.00065285i,-0.0013738-0.00018602i,-0.0010008-0.00032993i,-0.00058052+0.0001085i,-0.00055319+0.00024474i,-0.00059432-0.00024944i,-0.00085389-0.00052852i,-0.0010529-0.00031183i,-0.00084368-0.00044041i,-0.00054246-0.00046722i,-1.4649e-05-4.9422e-05i,0.00059367+0.00024172i
-1.6936e-05+0.00040049i,-0.0012206+0.00081517i,-0.00092669+0.0018423i,-0.0012314+0.0012719i,-0.00086824+0.0010518i,0.00032885+0.00091155i,0.00070659-0.00047428i,0.00044216-0.0014852i,0.00038874-0.00070259i,0.00058901+0.00056848i,0.00035698+0.00086728i,-0.00048846+0.00022543i,-0.00087524+5.3306e-06i,-0.00057991-8.376e-05i,0.00024536+0.00019415i,0.0008243-0.0001948i,0.00034065-0.00046155i,-0.0007591+0.00065532i,-0.00078553+0.0015643i,-0.00053047+0.00076922i,0.00021738+0.00018588i,0.0013093-1.5294e-05i,0.00087995-6.3725e-05i
-0.0003212-0.0013788i,-0.00094555-0.0018283i,-0.0007719-0.0034675i,-0.00071267-0.0021656i,-0.00051966+0.00018433i,-9.5195e-05+0.00022464i,-0.00028415-0.00030079i,-0.00019451-0.00066738i,-0.00021622-0.0010368i,-0.00056405-0.00086915i,-0.00039068-0.00051806i,-0.0002467-0.00034663i,-0.00054867-0.00040561i,-0.00032519-0.00086707i,-4.0474e-05-0.00036257i,0.00010425+0.00047224i,0.00023713+0.00015675i,-0.00047215+0.00035682i,-0.00086067+0.00088683i,-0.00068441+0.00091556i,7.4308e-05+5.1562e-05i,0.0011221+0.0001631i,0.00063654+0.00023616i
0.00024895-0.0010849i,-0.00020099-0.0011011i,-9.7218e-05-0.00057533i,-0.0010377+0.0003927i,-0.0015622+0.00059905i,-0.001034+0.00082409i,-0.00032463+0.00065041i,0.00069413+0.00013061i,-0.00011904+0.00045218i,-0.0013365-0.00029393i,-0.0011253-0.00093678i,-0.00069273-0.00035717i,-5.5601e-05-0.00014092i,7.4581e-05-0.00026213i,-0.00011379-0.0004778i,-0.00046697-0.00081778i,-0.0006545-0.00070913i,-0.0010945-1.0796e-05i,-0.00097648+0.00051395i,-0.00064318+0.00091306i,-3.8647e-05+0.0008419i,0.00021625+0.0010436i,-8.9574e-05+0.0009523i
-0.0011468-0.00099616i,-0.0014559-0.00063004i,-0.0016275-0.0005812i,-0.0014916-0.00017684i,-0.00096762+0.00018222i,0.00014488+8.557e-05i,0.00081942-0.00048318i,1.2982e-07-0.0019103i,-0.00059593-0.001869i,-0.0011851-0.00037686i,-0.0010593-0.0001201i,5.2916e-05-0.0005939i,0.00059922-0.00022366i,1.2166e-05-0.00012986i,-0.00065801-0.00019367i,-0.00069576-0.00017496i,-0.0012196-0.00068952i,-0.0017087-0.00075921i,-0.0014234-7.3575e-05i,-0.0010635+0.00027442i,-0.00023926-3.8723e-05i,0.00022017+0.00027314i,-0.00011666+0.0001023i
0.00034586-0.00014867i,-0.00042349+3.9657e-05i,-0.00068041-0.00081418i,-0.00050782-0.00066916i,-0.0013005-0.0001998i,-0.001296+0.00018211i,0.00014169+0.0001143i,0.001178-0.00054304i,0.00069469-0.00090945i,0.00040175-0.00013381i,0.00040542+0.0010233i,-4.3842e-05+0.00083767i,-0.00039135+4.654e-05i,-0.00047461+0.00027082i,5.146e-05+0.00029514i,0.00037261+2.9933e-05i,-0.00033506+0.00045088i,-0.0010887+0.00060417i,-0.00064624-6.9964e-05i,-0.00041721+0.00022042i,0.00025782+0.00031723i,0.00073486-8.0658e-05i,0.00024105-0.00024016i
0.00099457+0.0016447i,0.0010457+0.0016684i,0.0019532+0.0021444i,0.0022512+0.0014484i,0.0014718+0.00080635i,0.00092173+0.00069657i,0.0010899+9.8192e-05i,0.00088344-0.00092987i,0.0002887-0.0012851i,0.00045624-0.0012773i,0.00035462-0.0008389i,-0.00038977-0.00031044i,-0.00070061-0.00094901i,1.0541e-05-0.0015712i,0.00013613-0.0016092i,5.1469e-05-0.0014308i,-3.5319e-05-0.00095299i,-0.00051548-0.00076419i,-0.00083839-0.00077275i,-0.00043937-0.00059257i,-8.1114e-05+0.00014761i,0.00011877+0.00063905i,0.00054024+0.00056817i
8.7788e-05-0.00030601i,-8.4827e-05-0.00041739i,-0.00067691-0.00089274i,-0.00094325-0.00045953i,-0.00041244+0.00015584i,0.0010211+0.00034985i,0.0012977-0.00061393i,0.0010721-0.0010972i,0.00023919-0.00058462i,-9.208e-05-0.00060809i,0.000542+0.00035453i,0.00028564+0.00061676i,-0.00025475+0.00019169i,-1.2714e-05+0.00013397i,0.00038303+0.00052052i,2.1402e-05+0.00017071i,-0.00030439-0.00020323i,-0.00075253+0.00053859i,-0.00046535+0.00047618i,-5.6337e-05+0.00040073i,-0.00030119+0.0012129i,0.00014773+0.0016899i,0.00039859+0.0011049i
0.0017981+0.0011458i,0.0013587+0.00051239i,0.00017709+0.00069424i,0.00060739+0.00022977i,0.00032752-0.0013003i,-0.00069335-0.00087171i,0.00031132-9.1195e-06i,0.001592-0.0006638i,0.0013595-0.0010857i,0.00076002-0.00020094i,0.00048948+5.8465e-05i,0.00036033-1.7008e-05i,-0.00014797+0.00022907i,-0.00032267+0.00045732i,-0.0001151+9.5379e-05i,-0.00015749+0.00028235i,3.5414e-05+0.0012601i,0.00010432+0.0012613i,-0.00024416+0.00060728i,-0.00020535+0.00078429i,0.00076842+0.00097223i,0.0013597+0.00062691i,0.0010462+0.00076738i
0.0023869+0.0026481i,0.002911+0.0035107i,0.0033583+0.0029002i,0.0022647+0.00059607i,0.00067612-0.00019901i,-0.00014062-0.00053159i,-5.9066e-05-0.00016672i,-0.00017118+0.0002666i,0.00014678-0.00049628i,-4.7229e-05-0.0011041i,-0.00030195-0.00075407i,-0.00054283-0.00093695i,-0.0011601-0.00095922i,-0.0018311-0.00085648i,-0.0010906-0.000712i,-0.00024816-0.00011439i,-0.00077572+4.5991e-05i,-0.0015583+0.00014594i,-0.0014596+0.00031558i,-0.00045996+0.00089752i,0.0001061+0.00094741i,0.00047975+0.00042409i,0.00075972+0.00027912i
0.00035968+0.00096867i,0.00056657+0.0015081i,0.0014218+0.0023495i,0.00080368+0.0021695i,0.00045834+0.0010329i,0.00057968+0.00051438i,0.00036361-2.3959e-05i,0.000325-0.0005498i,-9.6559e-05+0.00010883i,-0.00034012-7.7459e-05i,-0.0004151-0.00055994i,-0.00080609-0.00017458i,-0.0010249-0.00016444i,-0.00054707-0.00079017i,-0.00031657-0.00089231i,-0.00062636-0.00063651i,-0.00045946+0.00025733i,-0.00033537+0.00062511i,-0.0011031+0.00031785i,-0.0008047+0.00042412i,3.0869e-05+0.00063628i,-0.00028308+0.00046402i,-0.00093245+0.00010126i
5.3917e-05-0.00042129i,-0.00072906-0.00079974i,-0.00025566-0.00094579i,0.00016756-0.00067056i,0.00078966+0.00021818i,0.001407+0.00019613i,0.0014934-0.00056871i,0.00093531-0.00067785i,0.00026382-0.00061985i,0.00022991-0.00077706i,0.00046996-0.00047086i,0.00033846+0.00040133i,-0.00058615+0.00054288i,-0.00080748+0.00040295i,0.00013989+0.00030153i,0.00029158+2.2607e-05i,0.00044392+0.00014388i,7.0262e-05+0.00072074i,-0.00042703-0.0003477i,-0.00065928-0.00070598i,-0.00081878+0.00026563i,-0.00028762+0.0004433i,-0.00022677-0.00042942i
4.5162e-05+0.0038254i,0.00078729+0.0046603i,0.0021027+0.004088i,0.0024329+0.001932i,0.0017032+0.000543i,0.00014149+0.00027533i,-0.00048939+0.0003045i,0.00025826+0.00036187i,0.00086714+0.00024469i,0.00056771+6.4409e-05i,0.00012559-0.00054129i,0.00036864-0.00046726i,0.00086772+0.00037268i,0.0011046+0.00048932i,0.00026433+0.00061308i,-0.00059259+0.00058278i,-0.00062539+0.00038362i,-0.00082636+0.00067004i,-0.00099543+0.00056767i,-0.00082697+0.00059471i,-0.00060203+0.00072638i,-0.00057854+0.00031746i,-0.00031431+4.4831e-05i
-0.00050816-0.00052717i,-0.00093776-0.00083716i,-0.0018021-6.6553e-05i,-0.0020108+0.00075846i,-0.0018461+0.0018158i,1.2549e-05+0.0016413i,0.00146+0.00021159i,0.0014222-0.00021318i,0.00069953-0.00040434i,5.878e-05-0.00028132i,0.00031405+0.0003022i,0.00030568-0.00031529i,-0.00013218-0.00094107i,-0.00058245-0.00025022i,-0.00075956+0.00019534i,-2.5374e-05+0.00023439i,0.001211+6.7616e-05i,0.00088756-0.00017608i,-0.00069277+0.00029172i,-0.00097295+0.0007864i,0.00020281+0.00055117i,0.00084577-0.00053232i,0.00036012-0.0010204i
0.0017491-8.7607e-05i,0.0011328-0.0015244i,0.00123-0.0016562i,0.0014769-0.00026835i,0.00092141+0.00020583i,0.00076757+0.00043647i,0.00049097+0.0002002i,0.00011277-0.00065439i,-0.00073968-0.0010287i,-0.0014738-0.0012464i,-0.0011157-0.0018104i,-0.0010221-0.001846i,-0.00098378-0.00096393i,1.422e-05-6.2822e-05i,4.2554e-05+0.00061538i,-0.0014673+1.2112e-05i,-0.0020209-0.00039142i,-0.0012302+0.00042904i,-0.00098565+0.00099299i,-0.0011435+0.00091167i,-0.00072777+0.00058954i,-0.00024593+0.0010322i,-0.00028694+0.00085152i
-0.001729-0.00073078i,-0.0024431-0.00010911i,-0.0027268+0.00050816i,-0.0010542+0.00086109i,-0.00018143+0.0008982i,-0.00018811+0.0013339i,4.6396e-05+0.00056384i,-0.00024317-0.00055197i,-0.00057745-0.00062757i,-0.0006918+0.00024254i,-0.0011769-4.4094e-05i,-0.00058131-0.00050282i,-0.00026555+5.1067e-05i,-0.00019117-1.5072e-05i,0.00040062-0.00030451i,8.0599e-05-0.0004079i,-5.671e-05-3.7852e-05i,-0.00036644+0.00010508i,-0.0010376-0.00027362i,-0.00054625-8.7506e-05i,-0.00033326+0.0010486i,-0.00033723+0.00077993i,-0.00038534-0.00052545i
0.00095947+0.0016354i,0.00086863+0.00077872i,0.0011163+0.0010299i,-0.00012937+0.00067417i,-0.0012607+0.00010867i,-0.0011057+0.00029222i,-0.00058411-0.00018378i,3.5376e-05-0.001111i,0.00081522-0.0012329i,0.00096482-0.0010087i,0.00084229-0.0008822i,0.0006841-0.00031173i,0.00042345+0.00025337i,0.00047074-0.00035795i,0.0010451-0.0011715i,0.0016915-0.00094917i,0.00057616-0.00022138i,-0.00019916-0.00026181i,-0.00027917+0.00058433i,-0.00048966+0.0014264i,-0.00029804+0.0011668i,0.0002841+0.00079986i,0.00024249+0.00028661i
0.00024214+0.00030106i,0.00068149+0.00053486i,0.00023781+0.0016607i,0.0011479+0.0015422i,0.0016177+0.0013641i,0.00088303+0.00043952i,0.00014382-0.0003528i,-0.00024099-0.00058678i,4.9322e-05-0.00074253i,0.00010206-0.0010498i,-0.00029698-0.00080167i,-0.00077369-0.00011501i,-0.0006605-0.00019418i,-3.956e-05-0.00082527i,0.00074789-0.00042723i,0.00051209-0.00021797i,-0.0005939-0.00046603i,-0.0010638-0.00021491i,-0.0011032+0.00060461i,-0.0010154+0.0018398i,-0.00013514+0.0011423i,3.8892e-05-9.3735e-06i,-0.00067392-0.00016896i
0.00038779+0.00082718i,0.00030706+0.00094782i,0.0005157+0.00021645i,0.00083827+0.00050714i,0.00083686+0.00071809i,0.00029508-0.00023976i,-7.379e-05-0.00055574i,-0.00041561-0.00077583i,0.00022563-0.0013086i,0.00051483-0.0011398i,-9.049e-05-0.00065896i,-0.00011831-0.00033796i,0.00031361+5.3382e-06i,0.00075417+0.00022007i,0.00078901+0.00010431i,0.00057791+0.00033776i,-0.00012698-0.00032648i,-0.00094048-0.00073293i,-0.00069131-0.00036612i,-0.00070543+0.00036342i,-0.00091474+0.00083063i,-0.00059381+2.3306e-05i,-0.00021247-0.00048921i
-0.0019728-0.0006325i,-0.0013835-1.1413e-05i,-0.00038337-2.1029e-05i,8.3074e-05+0.00013736i,-4.959e-05+0.00090944i,-0.000172+0.00057757i,0.00048618+0.00015707i,0.0010946-0.00033135i,0.00045155-0.00060496i,-0.00062778-0.00088676i,-0.00054678-0.00084173i,-0.00019221+8.7192e-05i,-7.6862e-05+0.00029227i,-0.00043267-0.00065232i,-0.00049596-0.00063055i,-4.5656e-05+0.00049347i,0.00015871+0.00022972i,0.00012429-0.00037275i,0.00023106+6.4528e-05i,-0.00030856+0.00034207i,-0.00042832-8.2404e-05i,0.00056031-0.00010081i,0.00090188+0.00041282i
-0.00062548+0.00046317i,-0.00060001+0.00091191i,-0.00080573+0.0024209i,-0.00071006+0.0023284i,6.7496e-05+0.001245i,0.00089171+0.0010061i,0.00094316+0.00074957i,4.3483e-05+0.00051231i,-0.00070991+0.00025704i,-0.00067222-0.00023803i,-0.00013062-3.8162e-05i,-0.00015656+0.00045608i,-0.0011102+0.0001535i,-0.0010273-0.0003089i,-0.0001078-0.00039559i,0.00052458-0.00090067i,0.0005029-0.00092832i,0.00036543-0.00016313i,8.914e-05+0.00065168i,0.00015121+0.00075022i,0.00033055+0.00048555i,0.00014718+0.00046134i,-0.00018023+0.00018688i
0.00020399+0.00087569i,0.00099856+0.0012727i,0.0010269-0.00012283i,0.00060814-0.00078244i,0.00048115-0.00043769i,-4.3817e-05-0.0002105i,-3.4541e-05-0.00018827i,0.0005724-0.0005409i,0.00080184-0.0012385i,0.00049918-0.0016926i,-0.00013475-0.0012664i,8.3069e-05-0.0012094i,0.00060694-0.00080027i,-1.2424e-05+0.00028009i,-0.00032679+4.5154e-05i,-0.00057534-0.00067409i,-0.0013029-0.0005723i,-0.0020286-8.7322e-05i,-0.00098485+4.3814e-05i,0.00054471+0.00031394i,0.00049222+0.00069356i,1.6803e-05+0.00025609i,0.00032906-6.9385e-05i
-0.0021905-0.00094205i,-0.0023883-5.0746e-05i,-0.0021004-0.00010843i,-0.0011548+0.00046854i,-0.00073523+0.00067689i,-0.00051344-0.00038742i,0.00050172-0.0012934i,0.00069357-0.0008997i,0.00014555-0.00045261i,0.000242-0.00013424i,0.00014078+0.00020437i,-0.00017655+0.00072825i,-3.1646e-05+0.00079017i,0.00053668+8.9644e-05i,0.0010596+4.5657e-06i,0.00061591-1.5395e-05i,1.5318e-05-0.00075133i,-0.00060982-0.00095893i,-0.00094723-0.00032155i,-0.00033648+2.1501e-06i,0.00032214+0.00015848i,0.00047302+0.00039179i,0.00035794+0.00016196i
0.00051439+0.00013529i,-0.00051178-0.00050301i,-0.00063244-0.00051478i,0.00034495+0.00017167i,4.2701e-05+0.0010096i,-0.00086572+0.0004733i,-0.00042408+4.8638e-05i,-8.6346e-05-0.00055254i,0.00026163-0.0003189i,-0.00010967-2.7382e-05i,-0.0005162-0.00061659i,-0.00019025-0.00033291i,-9.5016e-06-0.00017023i,-0.00075713-0.0005345i,-0.0014639-0.00039123i,-0.0012141-0.00032388i,8.657e-06-0.00028704i,0.0003329-0.00069088i,-0.00026841-0.00051647i,-0.00064575+0.00035112i,-0.00028942+0.0005543i,0.00067478+0.00056014i,0.00073806+0.00057045i
0.00091372-0.0014533i,0.0010624-0.0014809i,0.0012983-0.0015307i,0.00065754-0.00073662i,-0.00036869+0.00075211i,0.00017228+0.0012474i,0.0012901-0.0004167i,0.00098339-0.0014332i,6.9935e-05-0.0013886i,5.7037e-05-0.00072102i,-0.00017716+0.00012718i,-0.00073139-0.00013051i,-0.00053588-0.00049404i,-2.0905e-05-0.00065798i,0.00047271-0.0012758i,0.00055377-0.00083327i,0.00016293-0.0001312i,-6.2565e-05-1.0228e-05i,-0.00062446+0.00030751i,-0.00081104+0.00057169i,-0.00036803+0.00097069i,1.6895e-05+0.00080999i,0.00012833+0.00044134i
-0.00082797-0.0021314i,-0.0018016-0.0019598i,-0.0019305-0.0016249i,-0.0010034-0.0011471i,-0.00051118-0.00020679i,-0.00023244+0.00072305i,-0.00017548+2.2674e-05i,0.00031319-0.0012717i,6.7478e-05-0.0011609i,-0.00036108-6.0398e-05i,-0.00046426+0.0003491i,-0.00082135+0.00013758i,-0.00063597+0.00018173i,-0.00018496+0.00048332i,0.00015848+0.0010008i,0.00012761+0.00083806i,0.00019208+0.00014467i,-8.0228e-05-7.6579e-05i,4.7929e-05+0.00012174i,1.4805e-05+0.00078254i,-0.00025655+0.0013286i,0.00024897+0.0013059i,-0.00020688+0.00084621i
-0.00010238+0.00018812i,-0.00046296+2.8384e-05i,8.133e-05+0.00036209i,0.00082788+0.00053215i,0.00042952+0.00037907i,-0.00014939-0.00023657i,-0.00065006-0.00040334i,-0.00095892-0.00088355i,-0.0017359-0.00094798i,-0.0013918-0.00020182i,-0.00019275+0.0002124i,-0.00040403+0.00026728i,-0.0011121+0.00057028i,-0.00094354+0.00047188i,-0.00072039-0.00027958i,-0.00059851-0.00052415i,-0.00065599-0.00045583i,-0.00043957-0.00017796i,-0.00010758+0.0001891i,-0.00020114+0.00050356i,0.00024967+0.0010087i,0.00099806+0.00066613i,0.001102-0.00025529i
-0.0018627-0.00061364i,-0.0023289-0.00090713i,-0.0029888-0.0010707i,-0.0029306+0.00019034i,-0.0011442+0.0012539i,0.00011004+0.0014794i,0.00066526+0.00052441i,0.001011+0.00038515i,0.00069915+0.0010597i,-4.4173e-05+0.0010565i,-0.00035764-3.5278e-05i,-0.00032466-0.00036529i,-0.00023375+0.00013789i,0.00012108+0.00047092i,0.00042938+3.7002e-05i,6.2896e-05-0.00053356i,-0.00020336-0.0008646i,-0.00036968-0.00098924i,-0.0009349-0.00012004i,-0.00052115+0.00058996i,-0.00057244+0.0006426i,-0.00076574+0.0004751i,-0.00015367+0.00086138i
0.00067779+0.001847i,0.00017545+0.0026124i,0.00057078+0.0018269i,0.00090513+0.0011674i,0.00030567+0.00092706i,0.0001824+0.00069289i,0.00021782+0.00033466i,0.00049059-0.00074212i,0.00028934-0.00088439i,0.00022564-0.00069553i,0.00025201-2.3752e-05i,-1.9991e-05+0.00026166i,0.00015315-0.00053066i,-0.00014616-0.00069014i,0.00014072-0.00032635i,0.00041518-0.00075746i,-0.00014948-0.00082021i,-0.00068669+0.0002919i,-0.00091923+0.0011649i,-0.0010881+0.00057981i,-0.00039969+0.00038943i,0.00069971+0.0010428i,0.00047602+0.00036523i
-0.0012918-0.00050735i,-0.0017695-0.0010329i,-0.002186+0.00079813i,-0.0013812+0.0015181i,-0.00087691+0.0010101i,0.00013321+0.00076887i,0.0008912-0.00020898i,0.00036172-0.0012901i,-0.00011562-0.00048984i,3.9903e-05+0.00077078i,-0.00013831+0.00035448i,-0.00059683-6.5386e-06i,-0.00046108-1.4161e-05i,0.00019751-0.00046735i,0.00046884-9.7851e-05i,0.00075435+0.00014545i,0.00046939+2.8175e-05i,-0.0006183-6.3928e-05i,-0.00079112-0.0002879i,-0.00049571-0.00011141i,-0.00046887-0.0001694i,-1.7486e-05+6.4049e-05i,0.00056788+9.285e-05i
0.00044482+0.00077232i,0.00074193-0.00013439i,0.00091097-0.00033142i,0.0015419+0.00051944i,0.0015801+0.0014029i,0.00078752+0.0011691i,0.00049509+0.00018658i,0.00030653+0.00060957i,-0.00038102+0.00068124i,9.8819e-05-0.00025143i,0.0003043-8.0854e-05i,-0.00025893-2.1935e-05i,-0.00080467-0.00040364i,-0.0003936+0.00046586i,0.00033919+0.0007468i,0.00064698-9.4531e-05i,0.00045645+0.00029647i,2.6892e-06+0.00054471i,-0.00098311-5.9569e-06i,-0.001455+0.00022387i,-0.0010113+0.00074776i,-0.00017566+0.00084561i,7.3606e-05+0.00083901i
