-0.0023814+0.00099187i,-0.00059252-0.00060574i,-0.0016505-0.00010777i,-0.0027679+0.0015512i,-0.0025374+0.0029717i,-0.0025246+0.0027111i,-0.0019363+0.0016289i,-0.00068449+0.0018822i,0.0003323+0.0018285i,0.00042149+0.0011047i,0.00054377+0.00060309i,0.00086138-6.4879e-05i,0.0005701-0.00014885i,0.00024675-0.00056809i,3.8349e-05-0.00060502i,-0.00019142+0.00013313i,-0.00051716+0.0003091i,-0.00081243+0.00030274i,-0.00061005+0.00090555i,0.0001478+0.00050695i,0.00044674-0.00040205i,-5.6208e-05-0.00052316i,7.634e-05-0.00021454i
0.019549-0.040458i,0.021114-0.14179i,0.070169-0.24141i,0.16663-0.23521i,0.17541-0.13475i,0.060502-0.064661i,-0.047685-0.038091i,-0.067034-0.024291i,-0.046332-0.019267i,-0.026835-0.0093197i,-0.010293+0.00036793i,0.0010136-0.0012136i,0.0045821-0.019783i,-0.0019425-0.038198i,-0.0053197-0.037206i,0.0022475-0.021766i,0.009882-0.00054667i,0.014864+0.016748i,0.014253+0.022263i,0.0047762+0.02055i,-0.0079874+0.020502i,-0.0147+0.024279i,-0.0090748+0.021476i
0.00055504+0.050586i,0.042192+0.11287i,0.029728+0.1817i,-0.089318+0.20346i,-0.17957+0.15338i,-0.1266+0.10199i,-0.051932+0.081843i,-0.031872+0.089386i,-0.0059386+0.086156i,0.02144+0.04746i,0.016987+0.012172i,0.00031815+0.002894i,-0.0073802+0.012323i,-0.0041531+0.026308i,-0.0066978+0.027341i,-0.025541+0.016302i,-0.042098+0.0022387i,-0.043307-0.012445i,-0.033155-0.020877i,-0.016899-0.022167i,-0.0010989-0.023819i,0.0076106-0.027548i,0.0068061-0.025442i
-0.030812-0.048449i,-0.080066-0.051517i,-0.061495-0.051787i,0.079187-0.066704i,0.19666-0.068138i,0.1675-0.017962i,0.12339+0.044632i,0.12686+0.06557i,0.10256+0.061356i,0.051917+0.057257i,0.021995+0.045766i,0.0070966+0.022573i,-0.0097326-0.0029369i,-0.026989-0.011821i,-0.025703+0.0057892i,0.0018833+0.033803i,0.026994+0.05057i,0.030589+0.053123i,0.019202+0.046324i,0.0032492+0.036985i,-0.011941+0.035346i,-0.02001+0.040195i,-0.014049+0.037977i
0.065687+0.0055723i,0.08295-0.031778i,0.016208-0.051153i,-0.12046+0.00093804i,-0.18697+0.047274i,-0.13483+0.0021118i,-0.072297-0.06029i,-0.039599-0.077135i,-0.011729-0.069309i,-9.1204e-05-0.053916i,-0.0077021-0.03408i,-0.010845-0.013743i,0.0013034+0.0056704i,0.022952+0.014331i,0.032839+0.00075801i,0.019355-0.025406i,-0.0023237-0.041976i,-0.015056-0.043791i,-0.01516-0.036207i,-0.0065536-0.026451i,0.0026225-0.023177i,0.005335-0.022053i,0.0036849-0.015897i
-0.042594+0.054412i,-0.0071591+0.096433i,0.096826+0.065417i,0.20067-0.054026i,0.21885-0.13058i,0.15614-0.1057i,0.084514-0.059062i,0.037796-0.035374i,0.0075376-0.015787i,0.0023532+0.0039295i,0.013942+0.0072972i,0.01528-0.0015566i,0.00086674-0.0098433i,-0.017459-0.011448i,-0.024465-0.0016994i,-0.012659+0.01393i,0.0068957+0.023772i,0.022637+0.029328i,0.029916+0.030097i,0.023636+0.022849i,0.010493+0.018266i,0.0042958+0.018577i,0.004121+0.015201i
-0.023321-0.084312i,-0.10182-0.089532i,-0.19485-0.0034899i,-0.23633+0.12377i,-0.2302+0.16659i,-0.1987+0.12338i,-0.17325+0.062737i,-0.15946+0.019563i,-0.12032-0.0023721i,-0.072719-0.015903i,-0.044786-0.018512i,-0.021439-0.015445i,0.0033157-0.014096i,0.019143-0.013171i,0.019416-0.023299i,-0.00031883-0.043255i,-0.027461-0.053895i,-0.037978-0.05083i,-0.031224-0.042988i,-0.022245-0.037905i,-0.013652-0.034477i,-0.0067132-0.030496i,-0.004723-0.025609i
0.093053+0.039485i,0.16665-0.018216i,0.19753-0.13624i,0.17459-0.22419i,0.15192-0.21489i,0.12467-0.13009i,0.089247-0.020816i,0.059538+0.055262i,0.019623+0.061808i,-0.011771+0.031376i,-0.014885+0.0039492i,-0.013315-0.0078706i,-0.017085-0.0061121i,-0.019697+0.00031046i,-0.017941+0.014977i,-0.0070942+0.036513i,0.009137+0.050418i,0.017036+0.04594i,0.013667+0.032291i,0.0068115+0.023158i,0.00067633+0.017988i,-0.0027999+0.015158i,-0.0030454+0.014728i
-0.087663+0.057002i,-0.10591+0.1591i,-0.062754+0.25713i,-0.014238+0.28784i,0.0038688+0.25348i,0.023497+0.15771i,0.046012+0.03453i,0.059716-0.036582i,0.07161-0.041345i,0.067051-0.024771i,0.043839-0.010205i,0.024801-0.0070897i,0.016244-0.011093i,0.016141-0.01219i,0.017483-0.018961i,0.009405-0.032856i,-0.0065879-0.041356i,-0.021186-0.033317i,-0.02384-0.014207i,-0.014148-0.0020088i,-0.0014929-0.0034494i,0.0066755-0.011298i,0.0062325-0.01613i
0.016384-0.1219i,-0.043807-0.21223i,-0.1199-0.2462i,-0.1206-0.2321i,-0.073744-0.21843i,-0.05645-0.16484i,-0.044952-0.071278i,-0.025417-0.019244i,-0.027072-0.0072401i,-0.034275+0.0058914i,-0.027818+0.016833i,-0.019041+0.022013i,-0.015914+0.018701i,-0.019235+0.011069i,-0.018113+0.017368i,-0.0025647+0.033099i,0.015686+0.044384i,0.025751+0.044152i,0.025856+0.031999i,0.018927+0.017832i,0.0093079+0.0096475i,0.00094765+0.010142i,0.00042097+0.014887i
0.095731+0.096157i,0.20308+0.11631i,0.25735+0.081433i,0.20214+0.068795i,0.12488+0.097569i,0.089459+0.062964i,0.046415-0.027281i,0.012019-0.065989i,0.031724-0.058242i,0.057461-0.049274i,0.049912-0.040511i,0.030178-0.026539i,0.018715-0.0075454i,0.02117+0.0064051i,0.025035+0.0019664i,0.017043-0.01934i,0.0030576-0.03908i,-0.0067137-0.041281i,-0.0070923-0.02804i,-0.0008005-0.015201i,0.0041735-0.010819i,0.002923-0.0092249i,-0.004134-0.0092634i
-0.1418+0.010568i,-0.23343+0.076752i,-0.23508+0.12915i,-0.16503+0.078017i,-0.12618-0.0021904i,-0.11828+0.020887i,-0.079226+0.099391i,-0.040882+0.11604i,-0.036451+0.082179i,-0.033751+0.054982i,-0.017662+0.042458i,0.00095988+0.029392i,0.0045624+0.012136i,-0.0085646+0.0014245i,-0.018127+0.0045007i,-0.01376+0.0175i,-0.0027379+0.029697i,0.0092783+0.029198i,0.011914+0.012802i,0.00078062-0.00049611i,-0.0096447+0.0030038i,-0.0078849+0.012832i,0.0030094+0.01699i
0.099873-0.13046i,0.11115-0.24835i,0.061782-0.27205i,0.026761-0.14247i,0.058734-0.01093i,0.095104-0.0013119i,0.092232-0.035598i,0.082372-0.024212i,0.067878-0.0016618i,0.034921-0.0044845i,0.0040019-0.016283i,-0.0082034-0.021805i,-0.00039757-0.015617i,0.017578-0.0045968i,0.02837-0.0056776i,0.020236-0.020324i,-0.00038217-0.035161i,-0.016344-0.036661i,-0.01703-0.021542i,-0.0055161-0.006804i,0.0067929-0.0050125i,0.012808-0.008906i,0.0092677-0.012177i
0.043581+0.16493i,0.1258+0.25814i,0.18923+0.23577i,0.14462+0.0987i,0.035599-0.0052222i,-0.015474-0.0086007i,-0.0086784-0.003557i,-0.013064-0.03157i,-0.024638-0.04194i,-0.022065-0.024047i,-0.01113-0.011534i,-0.0082309-0.012697i,-0.020693-0.015965i,-0.038074-0.011394i,-0.046927+0.0022587i,-0.038495+0.022769i,-0.016298+0.041366i,0.0014404+0.041416i,0.0017605+0.022273i,-0.0099095+0.0071106i,-0.01792+0.0048139i,-0.015894+0.0021605i,-0.0091855-0.0014448i
-0.16101-0.075116i,-0.29264-0.084407i,-0.33355-0.020895i,-0.20971+0.074749i,-0.038791+0.10649i,0.021307+0.05286i,1.4306e-05+0.01165i,-0.011813+0.023866i,-0.0070237+0.044742i,-0.0064522+0.046332i,-0.012019+0.038399i,-0.011+0.032085i,0.0034717+0.025196i,0.023833+0.013725i,0.038375-0.00072565i,0.036293-0.017223i,0.018239-0.030711i,0.0011902-0.027653i,0.0020525-0.0080363i,0.015781+0.0040287i,0.023799-0.0038897i,0.018624-0.013219i,0.0090421-0.013222i
0.16723-0.079282i,0.27447-0.17112i,0.27472-0.26457i,0.13565-0.29093i,-0.010168-0.23514i,-0.05647-0.13783i,-0.059846-0.057711i,-0.065317-0.029831i,-0.057377-0.037903i,-0.039466-0.045502i,-0.024112-0.033795i,-0.012772-0.01425i,-0.010108-0.0042113i,-0.018778+0.0003169i,-0.025692+0.0072733i,-0.020436+0.017146i,-0.0058691+0.026789i,0.0055183+0.027398i,0.0011992+0.01553i,-0.013476+0.0054404i,-0.023965+0.010404i,-0.02459+0.019263i,-0.01687+0.020687i
-0.055404+0.17673i,-0.078217+0.32943i,-0.034827+0.41949i,0.057154+0.37572i,0.10381+0.2634i,0.093028+0.17315i,0.080765+0.12077i,0.076413+0.1i,0.064814+0.079229i,0.046153+0.04795i,0.037104+0.025429i,0.037803+0.011685i,0.035833+0.00094546i,0.032642-0.0072924i,0.032793-0.015033i,0.027583-0.024582i,0.011503-0.033343i,-0.00048906-0.030784i,0.0074975-0.018372i,0.025882-0.013778i,0.033192-0.021363i,0.027648-0.025491i,0.017573-0.019808i
-0.094533-0.15704i,-0.18473-0.29496i,-0.26805-0.35599i,-0.29294-0.30147i,-0.24716-0.2185i,-0.1615-0.15365i,-0.065004-0.10785i,0.0021832-0.097453i,0.019217-0.092177i,0.0063395-0.068834i,-0.012551-0.042409i,-0.019408-0.023542i,-0.018753-0.014416i,-0.022602-0.0062071i,-0.026872+0.0040384i,-0.025494+0.013473i,-0.015142+0.023912i,-0.0049336+0.025896i,-0.0087364+0.017178i,-0.021263+0.015291i,-0.024284+0.024728i,-0.013105+0.030155i,-0.00070514+0.025844i
0.18168+0.042424i,0.3486+0.088655i,0.44426+0.11481i,0.41421+0.1298i,0.32935+0.14908i,0.2144+0.12556i,0.08221+0.06854i,-0.0016738+0.033144i,-0.023204+0.015365i,-0.013802+6.8396e-05i,-0.0017879-0.013547i,-0.0046535-0.019077i,-0.0085733-0.0069795i,0.0018596+0.0063532i,0.013674+0.0067529i,0.018454-0.0025623i,0.013627-0.015975i,0.0058102-0.021844i,0.0082093-0.017903i,0.016957-0.022176i,0.018289-0.032738i,0.010344-0.032677i,0.0015357-0.025393i
-0.15283+0.10286i,-0.30526+0.17977i,-0.38859+0.19111i,-0.36213+0.098519i,-0.29812-0.0081821i,-0.19603-0.042847i,-0.077491-0.038472i,-0.0090018-0.038434i,0.019709-0.029036i,0.027291-0.014455i,0.011059-0.00030263i,-0.0059274+0.014002i,-0.010429+0.013731i,-0.012597+0.0046383i,-0.016373+0.0039957i,-0.018548+0.011417i,-0.012534+0.021624i,-0.0027427+0.025439i,-0.00446+0.021427i,-0.013521+0.025386i,-0.011804+0.034199i,-0.0013278+0.032101i,0.0048463+0.022664i
0.029951-0.17218i,0.088218-0.32822i,0.15468-0.3676i,0.21964-0.23712i,0.2534-0.084278i,0.18835-0.0071826i,0.054352+0.041145i,-0.030853+0.085109i,-0.044664+0.081755i,-0.031897+0.04475i,-0.017489+0.014203i,-0.011472+0.0017967i,-0.0061766+0.0054155i,0.0066792+0.010158i,0.019234+0.0082435i,0.024041-0.0028539i,0.019106-0.017886i,0.0079812-0.022623i,0.003806-0.016729i,0.0070556-0.015654i,0.0043221-0.019569i,-0.002897-0.018891i,-0.0069713-0.016602i
0.10393+0.14209i,0.16871+0.28252i,0.13754+0.33037i,-0.01003+0.22443i,-0.13265+0.080665i,-0.11898+0.0081121i,-0.0077775-0.015257i,0.084208-0.025044i,0.10456-0.01877i,0.078298-0.0096926i,0.045908-0.0044454i,0.029726-0.002391i,0.019073-0.0078119i,0.00066031-0.011483i,-0.014364-0.0062614i,-0.018419+0.0061512i,-0.012432+0.020403i,-0.0021263+0.02734i,0.0025424+0.027174i,0.003825+0.025835i,0.0079391+0.023552i,0.0083444+0.018445i,0.0061025+0.014424i
-0.1564-0.023861i,-0.29438-0.071831i,-0.30269-0.10844i,-0.13144-0.092318i,0.035219-0.047507i,0.053125-0.021605i,-0.013423-0.0083861i,-0.055975-0.0042004i,-0.052947-0.0060553i,-0.034623-0.0013817i,-0.017545-0.0011587i,-0.011217-0.010893i,-0.013269-0.010987i,-0.0057762-0.0032453i,0.0078051-0.0041319i,0.013042-0.014877i,0.008084-0.025236i,0.0017185-0.026995i,0.0022186-0.022467i,0.0030723-0.020308i,-0.0023137-0.017582i,-0.0066813-0.0090544i,-0.0071045-0.0043546i
0.11996-0.093536i,0.24333-0.15736i,0.26457-0.15406i,0.11756-0.081763i,-0.045149-0.0076941i,-0.068346+0.02215i,-0.0060238+0.014162i,0.03325+0.0053062i,0.033364+0.0077069i,0.02393+0.00949i,0.013657+0.0029787i,0.0072298-0.0038182i,0.0055429-0.0096392i,-0.0010743-0.011478i,-0.01232-0.0033675i,-0.019216+0.012122i,-0.014983+0.025893i,-0.0069076+0.028935i,-0.0037441+0.023178i,-0.00207+0.016732i,0.00062473+0.012829i,0.0031164+0.011698i,0.0076692+0.012637i
-0.019868+0.14612i,-0.055889+0.27658i,-0.063143+0.31186i,0.011043+0.21607i,0.09712+0.10025i,0.081233+0.031674i,-0.010787-0.0031313i,-0.073764-0.014869i,-0.072828-0.015134i,-0.044577-0.013181i,-0.021924-0.010099i,-0.017236-0.0082505i,-0.021216-0.00086081i,-0.014224+0.0045222i,-0.00053129-0.001794i,0.0052198-0.014034i,0.00010003-0.022421i,-0.0061617-0.02332i,-0.0079756-0.019404i,-0.0099014-0.013068i,-0.0084785-0.0060886i,-0.0025784-0.0036013i,0.0015104-0.0065012i
-0.08365-0.1091i,-0.14884-0.22534i,-0.16678-0.26837i,-0.15197-0.19245i,-0.13723-0.090443i,-0.07679-0.0080351i,0.019921+0.054536i,0.06558+0.083531i,0.057146+0.083861i,0.036438+0.05552i,0.013707+0.024855i,0.005068+0.014312i,0.010136+0.0059074i,0.0090556+0.0015244i,0.0028541+0.011598i,0.001063+0.025499i,0.0053333+0.034162i,0.0080871+0.035649i,0.0081608+0.030337i,0.010231+0.018829i,0.0085046+0.0054104i,0.0017157-0.0030548i,-0.0034241-0.0042333i
0.13321+0.023615i,0.25425+0.059916i,0.30152+0.093644i,0.26254+0.08028i,0.2144+0.028666i,0.13173-0.03886i,0.019593-0.084802i,-0.02638-0.087871i,-0.017316-0.076326i,-0.013529-0.053477i,-0.011459-0.025303i,-0.0080698-0.0085452i,-0.0098858+0.0025461i,-0.0076765+0.0059553i,-0.00017537-0.0058629i,0.0037841-0.023003i,0.0011748-0.033663i,-0.0011005-0.03251i,-0.0020801-0.02196i,-0.0055334-0.0089186i,-0.0085818+0.0012947i,-0.0086468+0.006129i,-0.0088148+0.0063654i
-0.103+0.079204i,-0.20815+0.13176i,-0.26762+0.11276i,-0.25709+0.046552i,-0.2214+0.019361i,-0.14223+0.041742i,-0.033268+0.070533i,0.019779+0.070343i,0.017383+0.053572i,0.010646+0.031302i,0.006699+0.009414i,0.006767-0.0018618i,0.013127-0.0081172i,0.018043-0.0082855i,0.019147+0.0007423i,0.017588+0.01174i,0.014483+0.019758i,0.013432+0.02121i,0.013624+0.013304i,0.012771+0.00069506i,0.0083197-0.0067514i,0.0011639-0.0049913i,-0.0022121+0.002129i
0.015301-0.11758i,0.050116-0.2137i,0.11148-0.21839i,0.16282-0.13414i,0.16496-0.077345i,0.10641-0.074146i,0.023923-0.089122i,-0.017967-0.094105i,-0.015933-0.076396i,-0.0043539-0.042409i,0.0062035-0.016764i,0.006433-0.012293i,-0.0048762-0.0099972i,-0.012997-0.0064648i,-0.018643-0.010909i,-0.023754-0.01876i,-0.023538-0.026187i,-0.022145-0.027493i,-0.01832-0.016689i,-0.0088037+0.000437i,0.0042723+0.012867i,0.015775+0.014166i,0.019761+0.0074702i
0.073101+0.08906i,0.10946+0.1685i,0.059826+0.19589i,-0.05527+0.15206i,-0.13073+0.11192i,-0.1224+0.10639i,-0.069296+0.1117i,-0.03722+0.11111i,-0.031588+0.087996i,-0.02143+0.044236i,-0.013476+0.0055887i,-0.012957-0.010732i,-0.0070297-0.013503i,0.00098878-0.012479i,0.0088416-0.0044928i,0.015477+0.01087i,0.014738+0.025852i,0.0099548+0.030439i,0.0057891+0.019171i,-0.00018917-0.0031501i,-0.0099411-0.021307i,-0.017529-0.025025i,-0.016357-0.01896i
-0.10897-0.0068329i,-0.17657-0.029682i,-0.14717-0.065217i,-0.01385-0.075731i,0.11072-0.067134i,0.13807-0.074217i,0.097023-0.087734i,0.067512-0.084571i,0.06114-0.059124i,0.049369-0.030367i,0.033603-0.012512i,0.019525-0.0056826i,0.0019182+0.00055335i,-0.012342+0.012705i,-0.018573+0.018912i,-0.020829+0.01105i,-0.018686-0.0014923i,-0.013555-0.0076246i,-0.0083441-0.0010867i,-7.7091e-05+0.012735i,0.010195+0.021182i,0.016513+0.017663i,0.014446+0.0073087i
0.070944-0.066888i,0.12416-0.096871i,0.11842-0.064733i,0.023122-0.0039771i,-0.085841+0.037751i,-0.12197+0.072699i,-0.09583+0.096044i,-0.066365+0.088854i,-0.048033+0.05971i,-0.032576+0.030492i,-0.02327+0.01529i,-0.015652+0.012044i,-0.0045377+0.0066097i,0.0052278-0.0031124i,0.013536-0.0068191i,0.0215-0.00061698i,0.024505+0.010196i,0.020851+0.016427i,0.0105+0.012116i,-0.0063699+0.0014724i,-0.023462-0.0052755i,-0.031218-0.001935i,-0.026057+0.0050177i
-0.0018307+0.091705i,-0.01276+0.14581i,-0.016694+0.1266i,0.036894+0.044767i,0.12214-0.031671i,0.15574-0.090576i,0.12457-0.11639i,0.092739-0.096046i,0.073348-0.064298i,0.046916-0.035283i,0.031477-0.011726i,0.028231-0.0041901i,0.019342-0.0015348i,0.010006+0.005891i,0.0044467+0.0077785i,-0.0042293-0.0018562i,-0.011104-0.016505i,-0.0093927-0.023017i,-0.00038342-0.015499i,0.016204-0.0020982i,0.033957+0.0061519i,0.039094+0.0051492i,0.031378+0.00035104i
-0.062247-0.057895i,-0.090294-0.095699i,-0.081995-0.094112i,-0.091735-0.038943i,-0.14638+0.022003i,-0.17254+0.070948i,-0.14303+0.090969i,-0.11033+0.066318i,-0.085673+0.035639i,-0.05196+0.018278i,-0.025018+0.007625i,-0.011702+0.0027251i,-0.0022166-0.001626i,0.0014983-0.0078344i,0.0011117-0.012251i,0.0028849-0.0083135i,0.0054003+0.0032331i,0.0039938+0.011193i,-0.0018723+0.008667i,-0.013998+0.00050608i,-0.029666-0.0054148i,-0.033874-0.0045202i,-0.023805+0.00038617i
0.076189-0.0035221i,0.11635+0.0017864i,0.11327+0.019647i,0.10546+0.0072375i,0.13661-0.037694i,0.15011-0.075184i,0.12561-0.07448i,0.10098-0.036677i,0.077709-0.0045599i,0.043852+0.004177i,0.016736+0.0042469i,0.0053271+0.00077822i,0.00041707-0.0017499i,-0.0016878-0.0012593i,-0.0051955+0.0016414i,-0.013149+0.00084011i,-0.019672-0.0078882i,-0.01954-0.015036i,-0.011321-0.014999i,0.0046966-0.01116i,0.021096-0.0075298i,0.02605-0.0068388i,0.018836-0.0083065i
-0.03818+0.063139i,-0.063754+0.082321i,-0.078739+0.055967i,-0.095367+0.039403i,-0.12943+0.068644i,-0.14617+0.085102i,-0.13187+0.064963i,-0.10646+0.032171i,-0.074576+0.009852i,-0.037904-0.0012213i,-0.018612-0.0087497i,-0.017809-0.007704i,-0.01491-0.0014503i,-0.0079995+0.0025771i,-0.00035302+0.0067446i,0.0078923+0.011655i,0.013486+0.019766i,0.013858+0.026156i,0.0077699+0.023801i,-0.0057144+0.01863i,-0.020525+0.016392i,-0.024257+0.013857i,-0.017576+0.010495i
-0.024249-0.06588i,-0.017398-0.087293i,0.02529-0.066763i,0.07897-0.040945i,0.12629-0.042693i,0.1532-0.03896i,0.14606-0.020348i,0.11964+0.0015999i,0.085881+0.016832i,0.048293+0.020627i,0.021249+0.021018i,0.0092285+0.01751i,0.0001755+0.010459i,-0.0064991+0.0052812i,-0.0075266+0.0018067i,-0.0086848-0.0017375i,-0.010064-0.0071393i,-0.0094355-0.011002i,-0.0056707-0.011142i,0.0056975-0.01181i,0.018736-0.014308i,0.023002-0.013968i,0.017472-0.0099987i
0.055769+0.017065i,0.059395+0.028709i,0.0096766+0.038159i,-0.052823+0.037674i,-0.10064+0.029018i,-0.13351+0.015239i,-0.13317-0.0015336i,-0.10765-0.016318i,-0.070687-0.026395i,-0.034423-0.030486i,-0.018229-0.028812i,-0.017323-0.022279i,-0.011655-0.012545i,-0.00069458-0.0053042i,0.0087009+5.3426e-05i,0.014835+0.0044074i,0.017806+0.0081364i,0.02007+0.011189i,0.018995+0.011669i,0.0088501+0.01174i,-0.0071245+0.013869i,-0.017055+0.01557i,-0.015739+0.013795i
-0.039628+0.028522i,-0.040896+0.021414i,-0.0093817-0.0141i,0.042998-0.034199i,0.10624-0.025215i,0.15002-0.010027i,0.13993+0.010556i,0.10012+0.03067i,0.060351+0.034877i,0.029827+0.026221i,0.017635+0.01556i,0.01558+0.007112i,0.0083544+0.0032231i,-0.0033225+0.0034207i,-0.012314+0.0014719i,-0.016617-0.0042625i,-0.018361-0.011004i,-0.019046-0.014149i,-0.016618-0.011865i,-0.0085022-0.0093022i,0.0030432-0.0092498i,0.011279-0.0090513i,0.012833-0.0066951i
-0.0066185-0.042996i,-0.005571-0.034461i,-0.0094288+0.0024847i,-0.049884+0.02025i,-0.12221+0.0077253i,-0.16557-0.011038i,-0.14261-0.029839i,-0.091585-0.046679i,-0.053043-0.045601i,-0.029537-0.030184i,-0.017079-0.019441i,-0.011115-0.017467i,-0.0052096-0.017066i,0.0023913-0.014218i,0.0094245-0.0094072i,0.013031-0.0036666i,0.012322+0.0030916i,0.010704+0.0075368i,0.011862+0.0070714i,0.011683+0.0054849i,0.0049836+0.0059993i,-0.0033727+0.0079266i,-0.0072+0.0071275i
0.032498+0.01562i,0.02508+0.0084334i,0.0087568-0.0057191i,0.041362-0.012794i,0.11073-0.0046767i,0.14755+0.014944i,0.11988+0.041027i,0.06801+0.060348i,0.032165+0.055237i,0.013912+0.035445i,0.0090749+0.020437i,0.010854+0.0096598i,0.0091972+0.001702i,0.004378+0.00024666i,-0.0022333+0.0020412i,-0.011255-0.00025516i,-0.017322-0.0040916i,-0.017508-0.0021773i,-0.015424+0.0028455i,-0.012535+0.0035478i,-0.0071522-0.001969i,-0.00030641-0.0079685i,0.003792-0.0088507i
-0.029537+0.018002i,-0.016509+0.018591i,-0.0036024+0.013412i,-0.037949+0.022457i,-0.10513+0.027258i,-0.13887+0.0069716i,-0.11212-0.031357i,-0.063591-0.056385i,-0.03111-0.048576i,-0.01062-0.024639i,0.0012039-0.012188i,0.0019693-0.011019i,0.00099552-0.010843i,0.0021873-0.011865i,0.0054469-0.011078i,0.010894-0.0038664i,0.01301+0.0057175i,0.012313+0.0092667i,0.011624+0.0034287i,0.0072971-0.0031155i,-0.00056648-0.0025922i,-0.0076419+0.0019349i,-0.010224+0.0045132i
-0.0072184-0.032374i,-0.015221-0.020338i,-0.010888+0.0015i,0.030963-0.0020967i,0.098579-0.0094103i,0.12832+0.014735i,0.098869+0.053788i,0.050275+0.070898i,0.020994+0.056074i,0.006086+0.028664i,-0.0019427+0.016026i,-0.00067892+0.015552i,0.0025728+0.012772i,0.0029835+0.0084407i,1.2158e-05+0.0056683i,-0.0052322+0.0030907i,-0.0074055-0.0014414i,-0.0078068-0.0017201i,-0.0086906+0.0054663i,-0.0065302+0.012809i,-0.00029479+0.0139i,0.0056733+0.0096711i,0.00825+0.0042251i
0.031353+0.01071i,0.02689-0.0056701i,0.0008779-0.022308i,-0.033871-0.012392i,-0.072447-0.000198i,-0.088808-0.026051i,-0.064965-0.058861i,-0.02254-0.064408i,0.0040319-0.051082i,0.0089818-0.033208i,0.0049255-0.020074i,-0.00054179-0.01204i,-0.0028798-0.0050625i,-0.0047225+0.0013275i,-0.0031411+0.0046791i,0.0056751+0.0045903i,0.011906+0.0049848i,0.01078+0.0037338i,0.0078514-0.0028836i,0.0063422-0.0098241i,0.0048393-0.011435i,0.0016101-0.0087859i,-0.0015189-0.0052629i
-0.025173+0.02557i,-0.0078053+0.035312i,0.026106+0.02893i,0.049972+0.0085307i,0.068391+0.0011429i,0.077981+0.026737i,0.051644+0.053815i,0.012305+0.052764i,-0.0071977+0.031969i,-0.012829+0.014277i,-0.0096673+0.011241i,-0.0020893+0.012722i,0.0017881+0.009727i,0.0033704+0.007284i,0.0023774+0.0059443i,-0.0029007+0.0015239i,-0.0082536-0.0052822i,-0.0075452-0.0071525i,-0.0036376-0.00037451i,-0.0016082+0.0064499i,0.00010686+0.0072611i,0.0038797+0.005143i,0.0072192+0.0025204i
-0.011981-0.03133i,-0.03273-0.027911i,-0.051673-0.0017881i,-0.05591+0.01074i,-0.066012-0.012056i,-0.073228-0.04888i,-0.041285-0.069494i,-0.0014993-0.064081i,0.012551-0.044883i,0.0095242-0.026759i,0.0013594-0.017715i,-0.003763-0.013972i,-0.0035878-0.0078945i,-0.0018751+0.00013056i,0.00034514+0.0030857i,0.0037513+0.0023661i,0.0052665+0.0033589i,0.0031124+0.0028816i,-0.00037345-0.0022423i,-0.0051326-0.0087751i,-0.0097585-0.011127i,-0.012823-0.009164i,-0.013246-0.0064992i
0.039612+0.0081807i,0.053562-0.01277i,0.046387-0.036692i,0.038315-0.020835i,0.055142+0.02462i,0.055825+0.060483i,0.013854+0.074813i,-0.022942+0.067135i,-0.027502+0.044451i,-0.014929+0.019116i,-0.0053017+0.0033354i,-0.0041816-0.0013117i,-0.0044148-0.0031785i,-0.0025988-0.0059005i,-0.001503-0.0071384i,-0.0044485-0.0053119i,-0.0085281-0.0035896i,-0.0085144-0.001572i,-0.0036104+0.0036614i,0.0026763+0.011335i,0.0079561+0.018273i,0.012424+0.020356i,0.015404+0.016846i
-0.028369+0.027687i,-0.021846+0.055322i,-0.0040357+0.057162i,-0.01454+0.0219i,-0.049824-0.017359i,-0.052528-0.046301i,-0.01231-0.057723i,0.023442-0.041392i,0.030295-0.016775i,0.02147-0.0042506i,0.011393-0.0034564i,0.0038379-0.0060916i,-0.00022803-0.0060733i,-0.0030141-0.003437i,-0.0052901-0.0008403i,-0.0037293+0.0020106i,0.00094654+0.0069074i,0.0036826+0.0091611i,0.0020036+0.0044727i,-0.0031399-0.0038508i,-0.0071441-0.010578i,-0.010434-0.013501i,-0.013833-0.012661i
-0.012914-0.046865i,-0.040383-0.058211i,-0.047583-0.035373i,-0.0042186+0.0015298i,0.049196+0.029217i,0.057117+0.055441i,0.02057+0.063511i,-0.0094496+0.045405i,-0.0066926+0.021606i,0.0039824+0.0026153i,0.0015774-0.0036189i,-0.0033476+0.00019124i,-0.0038429+0.0015984i,-0.0034209-0.00061378i,-0.0016834-0.0013741i,-8.4716e-05-0.0013372i,3.0769e-06-0.0014662i,0.0018225+1.5905e-05i,0.005772+0.0031993i,0.0099618+0.006448i,0.013466+0.0088257i,0.017508+0.010705i,0.020893+0.011013i
0.042498+0.016044i,0.06904+0.00038561i,0.053682-0.021454i,-0.00022517-0.024095i,-0.039341-0.028965i,-0.039269-0.049584i,-0.0081784-0.052528i,0.023155-0.03045i,0.028624-0.010714i,0.021157-0.0021654i,0.018053-0.0037376i,0.015218-0.0088523i,0.0094572-0.0071585i,0.004318-0.00061184i,0.0025582+0.0047429i,0.0037263+0.0061423i,0.0054542+0.0050403i,0.0057382+0.0034656i,0.0016378+0.00053535i,-0.0091065-0.0030202i,-0.019483-0.0055319i,-0.025753-0.0074883i,-0.027397-0.0081271i
