-0.0015948+0.00058078i,-0.000138+0.00028556i,-0.00038327-0.0010268i,-8.4359e-05-0.0020727i,0.00042351-0.00082586i,0.00063159+0.0011138i,0.00030296+0.002244i,0.00066515+0.0025896i,0.0012796+0.0017119i,0.0011902+0.00014859i,0.00010831+7.6936e-05i,-0.00022783+0.0007902i,-0.000239+0.00081925i,-7.6116e-05-0.0002038i,0.00015886-0.00078239i,-0.00033367-0.00076656i,-0.00021106-0.00072509i,0.00044234-0.00040947i,0.0004537+0.00018724i,6.9026e-05-3.1634e-05i,-0.0002673-0.00021322i,-5.226e-06-0.00040932i,0.00043588-0.00080725i
-0.0032688+0.081338i,-0.037087+0.18967i,-0.098919+0.2774i,-0.10385+0.25214i,-0.016787+0.12944i,0.064818+0.0035502i,0.077227-0.065298i,0.057723-0.082704i,0.039002-0.079934i,0.013673-0.063837i,-0.012296-0.037984i,-0.023978-0.017471i,-0.022536-0.0089962i,-0.020707-0.0076148i,-0.025288-0.0084911i,-0.032552-0.0088899i,-0.036515-0.0047449i,-0.033249+4.0835e-05i,-0.024545-0.00096893i,-0.018056-0.0065516i,-0.018045-0.013149i,-0.022707-0.012575i,-0.024336-0.0021475i
-0.039364-0.055835i,-0.072432-0.13853i,-0.077211-0.20408i,-0.063504-0.15591i,-0.056518-0.021737i,-0.057842+0.071121i,-0.072298+0.08873i,-0.086198+0.081727i,-0.06947+0.069912i,-0.033504+0.046407i,-0.011446+0.027125i,-0.0055316+0.022245i,0.0022771+0.024083i,0.025175+0.019562i,0.049959+0.0082442i,0.05983+0.0048101i,0.056742+0.010498i,0.042281+0.014605i,0.021615+0.014928i,0.0062201+0.015894i,0.0021066+0.018699i,0.0071821+0.019022i,0.013756+0.013982i
0.066795+0.02733i,0.15174+0.072508i,0.22704+0.12636i,0.24338+0.098371i,0.19039-0.030604i,0.10705-0.12446i,0.069752-0.095738i,0.082706-0.03172i,0.076507-0.011476i,0.038748-0.0092324i,0.0074396+0.0016882i,-0.0029108+0.015214i,-0.0013477+0.015951i,-0.0086282-0.0043274i,-0.032154-0.032402i,-0.053821-0.046908i,-0.053997-0.043011i,-0.029108-0.032628i,-0.00067497-0.025493i,0.011422-0.022812i,0.0094779-0.021774i,0.00072989-0.015427i,-0.0043088-0.0032352i
-0.075898+0.0088511i,-0.17266+0.0053355i,-0.2612-0.037338i,-0.27163-0.067882i,-0.20761-0.0062481i,-0.11725+0.080825i,-0.055801+0.087038i,-0.032987+0.043977i,-0.017733+0.013893i,-0.0085663-0.0031186i,-0.0071596-0.018916i,-0.0010284-0.029156i,0.0056012-0.029109i,0.0052906-0.020956i,-0.00084009-0.00058104i,-0.0017799+0.025957i,0.0048324+0.036163i,0.004489+0.02821i,-0.0027003+0.017878i,-0.0055549+0.012001i,-0.0013255+0.010339i,0.0078221+0.003321i,0.011846-0.010619i
0.06027-0.053229i,0.14299-0.094591i,0.22869-0.094362i,0.23097-0.067084i,0.12743-0.083269i,0.018273-0.1059i,-0.0036001-0.084042i,0.017637-0.061489i,0.0075995-0.04577i,-0.0045371-0.016592i,0.0036549+0.0021664i,0.0043059+0.0030866i,-0.0088835+0.0014i,-0.022884+0.012235i,-0.019633+0.025183i,-0.0033441+0.0149i,0.0045754-0.010074i,0.0050104-0.027449i,0.0062271-0.032008i,0.0076347-0.02959i,0.0036897-0.024648i,-0.0058867-0.016736i,-0.012166-0.0068818i
-0.025824+0.066243i,-0.09335+0.12941i,-0.21222+0.14646i,-0.28796+0.12685i,-0.20303+0.14376i,-0.04201+0.15218i,0.019883+0.084713i,-0.00831+0.020797i,-0.010378+0.010312i,0.014653+0.0083548i,0.015817+0.0048893i,0.0025602+0.0056527i,0.0001839+0.0066599i,0.015746+0.0033221i,0.031941-0.0040891i,0.031563-0.0027559i,0.016931+0.012533i,-0.0025349+0.027417i,-0.017527+0.031742i,-0.022303+0.032455i,-0.015855+0.03087i,-0.0028227+0.02239i,0.0044831+0.0090319i
-0.0063221-0.072077i,0.03024-0.12991i,0.14312-0.12881i,0.25863-0.071064i,0.22091-0.057646i,0.076086-0.086711i,-0.013335-0.06703i,-0.032965-0.014794i,-0.042306+0.017521i,-0.038282+0.033851i,-0.011752+0.044314i,0.011426+0.050116i,0.015848+0.048923i,0.010892+0.037131i,0.0074792+0.015323i,0.0065721-0.011152i,0.014196-0.030575i,0.025871-0.038014i,0.028034-0.035421i,0.021868-0.028953i,0.010548-0.023203i,-0.0041296-0.012073i,-0.012358+0.0026884i
0.031663+0.050144i,0.027418+0.10039i,-0.061791+0.11468i,-0.16777+0.083921i,-0.1314+0.064054i,-0.0064442+0.056522i,0.040025+0.047407i,0.035488+0.055921i,0.042075+0.046798i,0.027675+0.014848i,0.0035288-0.0030957i,0.0014688-0.0065795i,0.014385-0.011433i,0.017763-0.028999i,-0.0052351-0.039792i,-0.035221-0.019148i,-0.047597+0.013278i,-0.04359+0.030624i,-0.032487+0.031361i,-0.021275+0.025587i,-0.01014+0.019209i,0.0017876+0.011632i,0.0098127+0.0037788i
-0.049248-0.024259i,-0.057871-0.05467i,0.042731-0.084042i,0.18456-0.1231i,0.15595-0.15769i,0.0051799-0.12744i,-0.037412-0.076257i,-0.00057102-0.084779i,-0.0073131-0.093094i,-0.028697-0.062091i,-0.02668-0.035947i,-0.013706-0.025121i,-0.0083656-0.014255i,-0.0134+0.0096677i,-0.0063767+0.035337i,0.019629+0.035813i,0.040247+0.0098948i,0.044401-0.019801i,0.037583-0.03611i,0.025926-0.037801i,0.014651-0.032466i,0.0029632-0.023863i,-0.0055903-0.014542i
0.046174-0.0083988i,0.054593-0.015442i,-0.058559-0.0047956i,-0.22649+0.04387i,-0.2251+0.08985i,-0.082476+0.082905i,-0.0068247+0.057937i,-0.0035394+0.046017i,0.0093752+0.02379i,0.020677-0.00095862i,0.011126-0.010832i,-0.0076456-0.013578i,-0.015661-0.01893i,-0.0087541-0.033355i,-0.0082747-0.043393i,-0.020391-0.031993i,-0.034328-0.0060112i,-0.042216+0.019603i,-0.036443+0.031924i,-0.022715+0.029824i,-0.0090019+0.026218i,0.0056494+0.019235i,0.015008+0.0048361i
-0.039109+0.042588i,-0.037128+0.08201i,0.059924+0.069829i,0.17071-0.011586i,0.13112-0.057818i,0.028177-0.035279i,0.0077843-0.035731i,0.010793-0.058387i,-0.007445-0.036569i,-0.0059977+0.00098999i,0.0018504+0.014483i,-0.0021564+0.018747i,-0.0077035+0.025298i,-0.0062783+0.037651i,0.011419+0.043128i,0.035884+0.025974i,0.052034-0.001384i,0.054661-0.024238i,0.039573-0.034738i,0.018739-0.029326i,0.0064956-0.01995i,-0.0051341-0.013562i,-0.017015-0.005155i
0.0054568-0.062374i,-0.025099-0.10562i,-0.12392-0.05537i,-0.19383+0.097063i,-0.116+0.17224i,-0.01305+0.1118i,-0.023082+0.076804i,-0.055642+0.1122i,-0.036295+0.11196i,-0.010701+0.071259i,0.0036381+0.045313i,0.011667+0.032522i,0.01262+0.018096i,0.0089978-0.007906i,-0.011173-0.034999i,-0.044864-0.032983i,-0.064422-0.0070067i,-0.061992+0.015223i,-0.045726+0.024814i,-0.025316+0.024895i,-0.012112+0.020111i,-0.0028815+0.015342i,0.0069007+0.010015i
0.024938+0.060365i,0.091511+0.10154i,0.19584+0.043101i,0.24429-0.10937i,0.16886-0.17496i,0.064685-0.11307i,0.049607-0.064278i,0.06948-0.059462i,0.052254-0.037182i,0.021813-0.010282i,0.0060577-0.0019665i,0.0075863+0.0032735i,0.013834+0.013863i,0.014636+0.030597i,0.020743+0.04637i,0.04067+0.045061i,0.060114+0.022859i,0.060867-0.0062468i,0.043139-0.024532i,0.022166-0.028797i,0.0077926-0.027276i,-0.0049594-0.023056i,-0.016322-0.010959i
-0.056703-0.039982i,-0.14342-0.062633i,-0.2171-0.0047171i,-0.19353+0.11006i,-0.093696+0.13164i,-0.023898+0.055617i,-0.027583+0.013034i,-0.038453-0.0032133i,-0.029438-0.040198i,-0.022622-0.052708i,-0.010242-0.030228i,0.0049416-0.014821i,0.011713-0.019879i,0.008236-0.038689i,-0.0058958-0.054437i,-0.025995-0.05097i,-0.043856-0.030614i,-0.046639-0.0062975i,-0.031833+0.0097541i,-0.015759+0.013447i,-0.0060721+0.013743i,0.0054706+0.013525i,0.018217+0.0032125i
0.070856+0.016607i,0.16583+0.0028808i,0.22394-0.083813i,0.15079-0.21326i,0.012576-0.23253i,-0.036968-0.12434i,0.010737-0.057269i,0.041448-0.053861i,0.028629-0.030314i,0.017335-0.0023928i,0.0049285+0.00017372i,-0.0099424-0.0035819i,-0.015658+5.5884e-05i,-0.012389+0.016279i,0.0042109+0.03568i,0.028805+0.037497i,0.047231+0.02258i,0.048505+0.0043397i,0.031803-0.0095146i,0.013175-0.011445i,0.0066167-0.0077512i,0.0039046-0.0084875i,-0.0044545-0.0058384i
-0.064396+0.020613i,-0.15709+0.070378i,-0.21696+0.17558i,-0.15523+0.28788i,-0.028162+0.27386i,0.02142+0.13789i,-0.010287+0.043826i,-0.036089+0.014376i,-0.03725-0.0085953i,-0.0278-0.017009i,-0.014813-0.0076596i,-0.0084307+0.0024056i,-0.004542+0.0044504i,-0.0016367-0.010661i,-0.01258-0.033585i,-0.037317-0.039641i,-0.054684-0.026331i,-0.050822-0.0062571i,-0.032066+0.0090622i,-0.013723+0.014206i,-0.0044715+0.014234i,0.0015587+0.012601i,0.008299+0.0070089i
0.062573-0.04208i,0.13526-0.12142i,0.17377-0.23677i,0.087833-0.30915i,-0.044063-0.24236i,-0.079995-0.091996i,-0.050514+0.0053284i,-0.037748+0.060124i,-0.02329+0.10365i,-0.0039826+0.093218i,-0.0072954+0.048185i,-0.017412+0.019688i,-0.017991+0.015084i,-0.011897+0.026518i,-0.00064763+0.044947i,0.017618+0.055419i,0.037844+0.047348i,0.044088+0.022207i,0.030054-0.0019723i,0.013235-0.011296i,0.004056-0.013793i,-0.0046265-0.015856i,-0.014034-0.0091282i
-0.032571+0.063702i,-0.074197+0.16688i,-0.071044+0.30406i,0.0404+0.37478i,0.15591+0.29383i,0.15189+0.13599i,0.096163+0.040755i,0.076432+0.00067354i,0.059883-0.041393i,0.025994-0.052141i,0.011451-0.025238i,0.017488-0.00074845i,0.02457+0.0031309i,0.023061-0.015886i,0.008859-0.040783i,-0.0091592-0.049951i,-0.021484-0.044032i,-0.025993-0.028852i,-0.019717-0.013003i,-0.0089022-0.0065913i,-0.0047182-0.0023434i,-0.0046073+0.0046852i,-3.9876e-05+0.0067628i
0.0030908-0.064292i,0.014253-0.18143i,-0.0086499-0.3374i,-0.10246-0.41695i,-0.17499-0.33121i,-0.15184-0.16489i,-0.098115-0.060357i,-0.066858-0.022631i,-0.043177+0.0052751i,-0.015905+0.021157i,0.00096138+0.015669i,0.0049667+0.0017524i,-0.0010428-0.0059875i,-0.0088146+0.0045392i,-0.0030732+0.023542i,0.015407+0.033755i,0.030144+0.030003i,0.030511+0.015912i,0.01954+0.0027256i,0.0088056-0.0014361i,0.0060346-0.0043298i,0.0059012-0.011138i,0.0013074-0.013713i
0.022675+0.060945i,0.046978+0.17802i,0.10322+0.32698i,0.19071+0.37504i,0.2259+0.26122i,0.18182+0.10455i,0.14274+0.015961i,0.12391-0.034326i,0.085971-0.070033i,0.044515-0.062683i,0.025122-0.02664i,0.019069+0.0021929i,0.017225+0.011796i,0.016013+0.0017439i,0.0071488-0.018957i,-0.010183-0.035478i,-0.026129-0.037668i,-0.029401-0.025078i,-0.02047-0.0098677i,-0.010529-0.0015937i,-0.0054675+0.0040431i,-0.0017252+0.010309i,0.0024716+0.010478i
-0.034363-0.047809i,-0.09733-0.1531i,-0.20068-0.29876i,-0.31589-0.35387i,-0.34798-0.25945i,-0.26526-0.1242i,-0.18553-0.064276i,-0.16082-0.040923i,-0.12859+0.0015155i,-0.076042+0.025165i,-0.040586+0.013173i,-0.028489-0.0046036i,-0.025385-0.0070158i,-0.02038+0.0076163i,-0.012726+0.026758i,-0.005951+0.040061i,0.0026842+0.044465i,0.011381+0.03357i,0.011695+0.014328i,0.0058503+0.0043101i,0.0037712+0.0029191i,0.0049076-0.0019658i,0.0018324-0.0055087i
0.048322+0.028854i,0.13873+0.11782i,0.26953+0.25351i,0.3738+0.3259i,0.36379+0.26616i,0.24548+0.15053i,0.14025+0.098107i,0.10001+0.096305i,0.072655+0.070823i,0.034925+0.031491i,0.0055981+0.015008i,-0.0056329+0.019915i,0.00084227+0.020837i,0.012331+0.0049654i,0.014072-0.015341i,0.0068292-0.026569i,-0.00066454-0.02759i,-0.0043198-0.022244i,-0.0047977-0.015186i,-0.0036736-0.0091652i,-0.0050085-0.0041193i,-0.0071368+0.003114i,-0.0043332+0.0093192i
-0.054051-0.020893i,-0.16208-0.078476i,-0.31863-0.17679i,-0.41616-0.22573i,-0.3686-0.16889i,-0.23313-0.080291i,-0.1292-0.047289i,-0.087848-0.049036i,-0.066983-0.031436i,-0.044911-0.0086574i,-0.026957-0.0040048i,-0.012982-0.0092742i,-0.0059004-0.012237i,-0.0060031-0.011756i,-0.0066487-0.0037676i,-0.00057967+0.011033i,0.010094+0.020754i,0.012905+0.019218i,0.0085021+0.012134i,0.0066479+0.0063755i,0.008993-0.00014797i,0.0091455-0.010306i,0.004376-0.015559i
0.047101-0.0017011i,0.16696+0.022139i,0.34631+0.077573i,0.46378+0.11241i,0.41548+0.082229i,0.26495+0.03811i,0.14589+0.046015i,0.1062+0.075955i,0.093446+0.062784i,0.065128+0.029503i,0.038899+0.018217i,0.023671+0.020794i,0.015415+0.016678i,0.010429+0.0033943i,0.0068228-0.0092031i,0.0070036-0.019798i,0.0041954-0.029088i,-0.0015376-0.028222i,-0.0035733-0.01761i,-0.0035349-0.011603i,-0.0081414-0.010044i,-0.014744-0.001827i,-0.014335+0.005208i
-0.044952+0.01847i,-0.16276+0.028548i,-0.33743+0.0087858i,-0.44868-0.042558i,-0.39726-0.067581i,-0.23371-0.052065i,-0.079645-0.070367i,-0.012962-0.12471i,-0.016182-0.1223i,-0.018147-0.063447i,-0.0020686-0.023045i,0.010823-0.016459i,0.010569-0.014972i,0.00036899-0.005712i,-0.011219+0.0027452i,-0.018493+0.0093723i,-0.017517+0.01837i,-0.010643+0.020914i,-0.0034891+0.014031i,0.0014646+0.010605i,0.0063172+0.011543i,0.01153+0.0071739i,0.010476+0.0014848i
0.036916-0.036426i,0.13559-0.081131i,0.27651-0.10462i,0.35895-0.061688i,0.30312-0.011312i,0.15116-0.011734i,0.0040881+0.001444i,-0.058146+0.049444i,-0.039118+0.061242i,-0.0089285+0.031365i,-0.00065671+0.010819i,-0.0060034+0.010776i,-0.010341+0.015895i,-0.0037364+0.016937i,0.005899+0.014591i,0.009753+0.0075095i,0.0077944-0.0048457i,0.0044932-0.013603i,0.0023591-0.0148i,-0.0024719-0.014653i,-0.0089124-0.012031i,-0.010705-0.0038912i,-0.0077907+0.0010759i
-0.019269+0.043353i,-0.089788+0.11685i,-0.20484+0.17219i,-0.30029+0.14305i,-0.28966+0.085767i,-0.16342+0.076836i,-0.01897+0.051106i,0.029163-0.013795i,-0.001319-0.038264i,-0.023656-0.020858i,-0.020547-0.0071375i,-0.0077173-0.0039745i,0.0057568-0.0035938i,0.011434-0.0043639i,0.0069785-0.0075268i,-0.0021081-0.004403i,-0.0057201+0.010584i,-0.0021038+0.01711i,0.0012052+0.010071i,0.0030317+0.0081627i,0.011242+0.0088822i,0.019593+0.0015233i,0.016683-0.0037256i
0.0042441-0.05091i,0.038722-0.1329i,0.12024-0.18954i,0.22336-0.14596i,0.24825-0.067485i,0.14232-0.05106i,-0.0064853-0.02869i,-0.066472+0.039213i,-0.039294+0.065132i,-0.013685+0.034534i,-0.014011+0.010842i,-0.021554+0.011884i,-0.02355+0.015752i,-0.014641+0.013192i,0.00091867+0.0093754i,0.015353+0.003736i,0.0218-0.0090821i,0.016232-0.018604i,0.0044364-0.017741i,-0.0055699-0.016595i,-0.015663-0.018097i,-0.022468-0.014175i,-0.019219-0.0063428i
0.010036+0.050706i,0.021296+0.12628i,-0.014724+0.17876i,-0.10503+0.1336i,-0.14196+0.060481i,-0.058343+0.05259i,0.072187+0.051392i,0.13353+0.013232i,0.10186-0.0068244i,0.048982+0.0059266i,0.024086+0.013632i,0.025022+0.0055027i,0.02986-0.007201i,0.021284-0.018791i,0.0024038-0.024304i,-0.013859-0.018936i,-0.018906-0.0058787i,-0.014799+0.0062652i,-0.0069163+0.013444i,0.0025787+0.017526i,0.01134+0.018814i,0.014716+0.015904i,0.011821+0.011581i
-0.038405-0.032257i,-0.077916-0.085726i,-0.061543-0.12569i,0.044498-0.11147i,0.11782-0.086861i,0.062255-0.10438i,-0.041457-0.11436i,-0.078506-0.087081i,-0.049816-0.052455i,-0.014261-0.027634i,0.0015086-0.01053i,-0.0032629-0.00019288i,-0.015567+0.0046455i,-0.019281+0.008445i,-0.011369+0.011901i,0.00061414+0.00925i,0.0064808-0.00054439i,0.0062667-0.0082985i,0.0036382-0.0097097i,-0.0017869-0.011237i,-0.011084-0.01162i,-0.017657-0.0078443i,-0.015369-0.006007i
0.049199+0.012773i,0.101+0.030608i,0.093805+0.044771i,-0.028118+0.031622i,-0.14592+0.017213i,-0.12484+0.051242i,-0.028508+0.081601i,0.020128+0.058821i,0.012877+0.024313i,-0.00094802+0.01259i,0.001167+0.0080557i,0.013197-0.00030033i,0.023192-0.0072281i,0.021074-0.011089i,0.0064646-0.011413i,-0.0092921-0.0038718i,-0.014679+0.0082104i,-0.0096981+0.013648i,0.00030426+0.0097156i,0.011613+0.0064701i,0.022074+0.0077188i,0.026414+0.0080514i,0.020602+0.0070813i
-0.048125+0.016939i,-0.095021+0.033101i,-0.095555+0.042732i,-0.00069115+0.047844i,0.099849+0.049556i,0.09354+0.0067649i,0.016568-0.050051i,-0.044669-0.057603i,-0.055759-0.037123i,-0.032526-0.024011i,-0.016154-0.013331i,-0.020096+0.00022349i,-0.028717+0.011557i,-0.023925+0.01653i,-0.007325+0.01724i,0.008478+0.013502i,0.017397+0.0062106i,0.017262-0.0020811i,0.0059719-0.010253i,-0.010822-0.015065i,-0.02263-0.015607i,-0.022911-0.014694i,-0.015941-0.014061i
0.034394-0.033273i,0.065359-0.072416i,0.063074-0.090936i,-0.014366-0.069648i,-0.10154-0.035718i,-0.11112+0.020437i,-0.057001+0.090077i,0.0026022+0.11194i,0.020121+0.08117i,0.00073378+0.038841i,-0.013141+0.012104i,-0.0065067+0.0035681i,0.010103+0.002387i,0.018921-0.00083578i,0.013153-0.0066231i,0.0010447-0.0082555i,-0.0071935-0.003329i,-0.0070271+0.00054143i,-0.0022942+0.002828i,0.0044623+0.0057473i,0.013812+0.0060925i,0.018337+0.0049611i,0.014056+0.0062i
-0.0096862+0.04316i,-0.01298+0.092762i,0.0085278+0.11734i,0.081735+0.092688i,0.16581+0.055948i,0.19848+0.0051601i,0.16891-0.069332i,0.10413-0.098386i,0.058889-0.062363i,0.042214-0.020037i,0.026364-0.00064171i,0.0069655+0.0052631i,-0.0082152+0.0050746i,-0.011668+0.0030311i,-0.0053574+0.0015299i,0.0036754-0.0015064i,0.01038-0.0074942i,0.0087508-0.012314i,-0.0016422-0.010531i,-0.012996-0.0057135i,-0.021739-0.0034i,-0.025045-0.0044064i,-0.020348-0.0070699i
-0.010058-0.037747i,-0.033375-0.082235i,-0.061924-0.11069i,-0.10505-0.10708i,-0.1622-0.10073i,-0.20196-0.075494i,-0.18582-0.011163i,-0.11132+0.026099i,-0.046625+0.012522i,-0.025682-0.001966i,-0.015587-0.0021488i,0.0014667+0.0015194i,0.018469+0.0029868i,0.021744-0.0011957i,0.0092534-0.0052999i,-0.0066667-0.0050533i,-0.016382-0.003139i,-0.015733+0.00071541i,-0.0026424+0.0036972i,0.014823+0.0026142i,0.024453+0.0014831i,0.02291+0.0049862i,0.015021+0.010205i
0.037028+0.023088i,0.074869+0.047499i,0.10167+0.058432i,0.11274+0.053619i,0.14275+0.057371i,0.17461+0.044287i,0.15651-0.0044708i,0.088448-0.036397i,0.031684-0.024241i,0.019401+0.0015667i,0.019561+0.011469i,0.010231+0.003617i,-0.0039945-0.0064914i,-0.012004-0.00788i,-0.0087857-0.0027935i,0.0012044+0.0026631i,0.010238+0.0048566i,0.011458+0.0015627i,0.0037034-0.0034058i,-0.0076712-0.0040807i,-0.016501-0.0013339i,-0.01774-0.0010586i,-0.012203-0.0045174i
-0.035428-0.0041625i,-0.076229-0.0035352i,-0.10323-0.0075674i,-0.12209-0.027493i,-0.17781-0.059284i,-0.22887-0.046854i,-0.20743+0.0089665i,-0.14352+0.035396i,-0.092135+0.018495i,-0.064273-0.0037854i,-0.041266-0.0078987i,-0.018258+0.0011796i,-0.0002816+0.0090492i,0.0085844+0.0098313i,0.0054923+0.0065189i,-0.0042742+0.0048442i,-0.010274+0.006768i,-0.0081622+0.0090792i,-0.00035176+0.0066474i,0.009233+0.00053364i,0.018943-0.002754i,0.023406-0.0015441i,0.017721+0.0019333i
0.027895-0.024703i,0.057476-0.04158i,0.06916-0.0357i,0.07827+0.021502i,0.13323+0.099295i,0.19819+0.11624i,0.2043+0.07178i,0.15638+0.043364i,0.096401+0.04058i,0.05194+0.034301i,0.023734+0.018767i,0.0028542+0.0023973i,-0.012463-0.0075303i,-0.01552-0.0093543i,-0.0069312-0.0064313i,0.0070541-0.0032912i,0.018377-0.0032104i,0.018542-0.0064677i,0.0066766-0.0077521i,-0.0077546-0.003668i,-0.016525-0.00020369i,-0.017926-0.0031325i,-0.01344-0.0083608i
-0.0068543+0.034458i,-0.0155+0.062309i,-0.01645+0.05216i,-0.028247-0.012919i,-0.072639-0.084333i,-0.12094-0.11197i,-0.12483-0.10015i,-0.082545-0.084838i,-0.038978-0.070621i,-0.018735-0.051675i,-0.011765-0.028317i,-0.0049242-0.0022359i,0.0058084+0.017413i,0.011847+0.02127i,0.0072895+0.012575i,-0.0045111+0.0033846i,-0.01324+0.00010925i,-0.010203+0.00013732i,-0.0010595-0.0010391i,0.0066441-0.0054766i,0.01179-0.0092447i,0.011689-0.0064027i,0.0066469+0.00045515i
-0.013633-0.029519i,-0.02508-0.053256i,-0.024254-0.037339i,0.012672+0.024452i,0.069784+0.079918i,0.10667+0.10102i,0.10168+0.087478i,0.065895+0.057301i,0.035029+0.038244i,0.021917+0.030394i,0.013629+0.018668i,0.0066214+0.0039217i,0.0029802-0.0073483i,0.0010072-0.012779i,0.00097412-0.011162i,0.0057884-0.006707i,0.011526-0.0056588i,0.0096411-0.0078255i,0.00088388-0.0088523i,-0.0090059-0.0039023i,-0.016845+0.0034914i,-0.017653+0.005075i,-0.011298+0.001113i
0.029459+0.014113i,0.051666+0.022121i,0.049416-0.0051971i,0.0036413-0.068005i,-0.049274-0.12881i,-0.075684-0.15832i,-0.085648-0.14225i,-0.079127-0.095077i,-0.052277-0.058176i,-0.024187-0.038128i,-0.0058845-0.015469i,0.0062106+0.0061901i,0.014986+0.01649i,0.016359+0.015336i,0.0073149+0.0099731i,-0.006621+0.0064755i,-0.016239+0.0052782i,-0.015562+0.0041543i,-0.0072312+0.0038751i,0.0029032+0.0028428i,0.010017+0.00076984i,0.011751+0.0013951i,0.008639+0.0049537i
-0.026831+0.003793i,-0.050948+0.014541i,-0.049834+0.041644i,-0.021045+0.081669i,-0.0055356+0.12556i,-0.010885+0.16074i,-0.0014991+0.1691i,0.013418+0.13992i,0.00037288+0.097509i,-0.018039+0.063355i,-0.018302+0.032777i,-0.012755+0.0050859i,-0.012872-0.013907i,-0.012328-0.019585i,-0.0042679-0.014592i,0.0062726-0.0084728i,0.011761-0.0038363i,0.0091125-0.0018956i,0.0032753-0.0022556i,-0.000576-2.7461e-05i,-0.0028323+0.0042397i,-0.0036151+0.0034481i,-0.0023571-0.0009768i
0.017178-0.018681i,0.028812-0.044975i,0.019341-0.068323i,-0.0040335-0.08762i,-0.0027303-0.11819i,0.026793-0.14552i,0.046863-0.1424i,0.046563-0.1079i,0.041714-0.065917i,0.031203-0.034686i,0.017922-0.013447i,0.008896+0.00046775i,0.003934+0.0091054i,0.00093583+0.010925i,-0.0037345+0.0069557i,-0.010416+0.0047699i,-0.011919+0.0042476i,-0.0077325+0.0033145i,-0.0018086+0.00246i,0.0046556-0.0008076i,0.0087211-0.0058853i,0.00817-0.0059313i,0.004011-0.0017934i
-0.0042788+0.030926i,0.0027497+0.061565i,0.022379+0.085932i,0.02983+0.1039i,-0.0018677+0.14128i,-0.04247+0.16864i,-0.048244+0.13632i,-0.033963+0.071802i,-0.027714+0.029524i,-0.025293+0.013712i,-0.019358+0.00273i,-0.015514-0.0057269i,-0.016095-0.0083363i,-0.013946-0.007866i,-0.0050087-0.0061677i,0.0057013-0.002994i,0.011621+0.00037696i,0.012193+0.00039319i,0.0066418-0.0030121i,-0.0008667-0.0043549i,-0.0046177-0.0022947i,-0.0036535-0.0033477i,-0.0013378-0.0076944i
-0.020471-0.023894i,-0.04321-0.044662i,-0.062676-0.056639i,-0.040176-0.070419i,0.032373-0.11034i,0.086158-0.14972i,0.074844-0.1379i,0.043909-0.095883i,0.032452-0.062259i,0.031769-0.036945i,0.025216-0.013873i,0.017891+0.0048726i,0.017967+0.015036i,0.015014+0.014987i,0.0044114+0.011376i,-0.0058914+0.0083612i,-0.0092226+0.0039797i,-0.0058322+0.00084983i,-0.001976+0.00046048i,-0.0014367-0.00062053i,-0.0023843-0.002067i,-0.0028662-0.0010808i,-0.0036629+0.0015249i
0.023977+0.013157i,0.055806+0.015818i,0.076561+0.013755i,0.047988+0.025544i,-0.024428+0.06872i,-0.084833+0.10932i,-0.099386+0.10505i,-0.090465+0.075961i,-0.073894+0.04983i,-0.051069+0.025044i,-0.030229+0.0066615i,-0.01523-0.0011904i,-0.0052369-0.0050125i,0.0015186-0.008078i,0.0065954-0.0093219i,0.010907-0.0073665i,0.012962-0.0037041i,0.011245-0.0031115i,0.0072736-0.005193i,0.0025794-0.0036033i,-0.00068213+0.00032148i,-0.0016582+0.0005641i,-0.0012572-0.00060333i
-0.023014+0.0080698i,-0.051675+0.023361i,-0.063155+0.031464i,-0.032144-0.00024574i,0.026104-0.069204i,0.077212-0.10217i,0.097418-0.068111i,0.089288-0.019584i,0.068404+0.0043409i,0.042629+0.012337i,0.023256+0.016782i,0.016083+0.01749i,0.015666+0.011966i,0.011096+0.0039342i,0.001068+0.00080018i,-0.0090506+0.00025202i,-0.014336-0.0034036i,-0.01412-0.0066716i,-0.010272-0.0054535i,-0.0057231-0.0024394i,-0.0028224-0.0011644i,-0.00079337+0.0023258i,-6.0421e-05+0.0066766i
0.011699-0.024319i,0.025694-0.052344i,0.020004-0.067859i,-0.017456-0.028443i,-0.068273+0.043026i,-0.10178+0.065726i,-0.092607+0.035743i,-0.05408+0.0067357i,-0.031857-0.0047391i,-0.027934-0.0051408i,-0.022048-0.0059426i,-0.017213-0.010506i,-0.016862-0.011391i,-0.01293-0.0092953i,-0.0034962-0.0082288i,0.0057237-0.0060603i,0.009581-0.0010263i,0.0072538+0.0025638i,0.0044894+0.0024618i,0.0056599+0.0019308i,0.007988+0.0016096i,0.0082395-0.0013068i,0.006938-0.0038897i
0.0064099+0.027303i,0.012586+0.060265i,0.0281+0.073959i,0.046758+0.040008i,0.064989-0.0076196i,0.082735-0.015657i,0.084066-0.0067112i,0.060622-0.014605i,0.03722-0.014198i,0.02628+0.00096789i,0.019138+0.0094489i,0.011715+0.0097083i,0.0043556+0.0093666i,-0.00084154+0.0098288i,-0.0052125+0.0099171i,-0.010421+0.0080541i,-0.013032+0.004157i,-0.01165+0.0019051i,-0.0094096+0.0014659i,-0.0072372-0.0010551i,-0.0051655-0.0041212i,-0.0035349-0.0029125i,-0.0036764-0.00073926i
