0.0002389-0.0002106i,0.00072717-0.00079255i,0.0014256-0.0011266i,0.0011428-0.00067995i,-0.00078511+0.00035698i,-0.0023259+0.0013272i,-0.0020986+0.0014453i,-0.00073301+0.0015893i,0.00097325+0.0012889i,0.0018498+0.00013292i,0.00090316-0.0011566i,0.00032257-0.00107i,0.00067407+0.00025394i,0.00024141+6.7857e-05i,-0.00015726-0.00092884i,-0.00058755-0.0013161i,0.00015274-0.00061151i,0.00096872+0.00019111i,9.5144e-05+0.00022566i,-0.00099203+0.00033232i,-0.0011322+3.7766e-06i,-0.00044066-1.3763e-05i,-0.00034552+8.2005e-05i
0.00031986+0.00084225i,0.0008877+0.0015316i,0.00024121+0.0019125i,0.00014006+0.0013496i,0.0002569+0.00021461i,-0.00045278-0.00044969i,-0.00030581+0.00017648i,0.00053798+0.0010248i,0.00074579+0.00054959i,0.00054747+0.00055139i,0.00030535+0.00068227i,-0.00052421+0.00053668i,-0.00022961+0.001042i,0.00055665+0.0012494i,0.00081126+0.001195i,0.00082915+0.0014849i,0.00055942+0.0013624i,0.00090814+0.00062297i,0.00069449+0.00053227i,-0.00049248+9.7598e-05i,2.0534e-05+4.008e-05i,0.00064529+0.00059608i,-6.9088e-05-8.1641e-05i
0.0022965+0.0013857i,0.0023666+0.00093869i,0.0019503+0.00034014i,0.0016125-0.00098233i,0.00058709-0.0021247i,-0.00076177-0.0013125i,-0.00082862+0.00022421i,-0.00058927+0.00072636i,-0.00039333+0.00076835i,8.6202e-05-0.00010381i,-0.00017978-0.00037076i,-0.0012744-1.3744e-05i,-0.0012736-0.00044689i,-0.00049168-0.00063977i,-0.00044594-0.00028677i,-0.00028502+0.00017218i,-0.00024792+0.0001469i,-0.00055985-0.00013409i,-0.0006801+0.00017324i,-8.6469e-05+0.00059064i,0.0001424+0.00013876i,-0.00025385+0.00019167i,0.00012908+0.00027647i
-0.0019593+0.00078063i,-0.0026163+0.00087593i,-0.003206+0.00053915i,-0.0016084-0.00074129i,-0.0012748-0.0005968i,-0.0019978+0.00011913i,-0.0020947-0.0001471i,-0.00095211-0.00025113i,0.00013756-0.00025627i,-0.00011394-8.5597e-05i,-0.00039418+0.00038653i,-0.00047424+0.00026918i,-0.00040468-0.0002356i,-0.00023725-2.907e-05i,-0.00016684+4.1809e-05i,-0.00051481-0.00040541i,-0.0006658+1.9702e-05i,-6.3227e-05+0.00046454i,0.00011251+0.0004537i,6.6964e-05+0.00032974i,0.00010363-0.00027704i,-0.00023699+0.00017637i,-0.00043255+0.00037393i
0.00144+0.00012061i,0.0017288-0.00091254i,0.0017232+0.00014272i,0.00077873+0.0010436i,-0.00031608+0.0010597i,-0.00092609+0.0011223i,-0.00084136+0.0014381i,-0.00026037+0.0012042i,0.00010933+6.8152e-05i,-0.00014698-0.0005777i,-0.00063315-0.00064459i,-5.1557e-05-0.00094748i,0.000538-0.00030642i,0.00040295+0.00016663i,-2.8659e-05-0.0010601i,-0.00030952-0.001526i,3.4699e-05-0.00052906i,-0.00039945+0.00020324i,-0.00043348+0.00013448i,0.00032086+3.9737e-05i,2.0808e-05+0.0003498i,-0.00072426+7.0309e-05i,-0.00076945-0.00025187i
-0.00063188-0.0020703i,-0.0017614-0.001471i,-0.0019833-0.0013078i,-0.0018296-0.0011243i,-0.0011908-0.00046862i,-0.0016407+0.00045525i,-0.0022523+0.0011912i,-0.0015243+0.0012765i,6.6247e-05+0.0013603i,0.00067145+0.00046423i,0.00023884-0.00077135i,-5.2239e-05-0.00031145i,-0.00018084+0.00083439i,-3.8917e-05+0.00060249i,-0.00029696-1.8394e-05i,-0.00054915+0.00016032i,-0.00039598+0.00021151i,-0.00045671-0.00052077i,-0.00052248-0.00073757i,-0.00023388-0.00040913i,-5.2323e-05+0.00037186i,-0.00063879+1.4223e-05i,-0.00069459-0.00061699i
0.0019497-0.0010237i,0.0010898-0.0013291i,0.0012646-0.002151i,0.00081419-0.0023266i,-0.0010142-0.0018944i,-0.0021268-0.0002616i,-0.0020774+0.002409i,-0.0013056+0.0023575i,-0.00042381+0.00012234i,-2.415e-05-0.0006118i,-2.8539e-05-0.00016677i,4.0332e-06+0.00012227i,-0.00070812+0.00020644i,-0.00090852+0.00021203i,-0.00035703-2.5127e-05i,-0.00021652-0.00088792i,0.00038596-0.00063786i,0.00091516+0.00016661i,0.00083966+0.00061663i,0.00037326+0.00063136i,-0.00014369+0.00023063i,0.00012621+5.8968e-05i,0.00067524-9.3144e-05i
0.0021247-0.001916i,0.002173-0.0019804i,0.0013491-0.0026984i,0.00023127-0.0020464i,-0.00087915-0.0010838i,-0.0017382+0.00022132i,-0.0012965+0.00044628i,-9.506e-05-0.00013948i,0.00026542-0.00065289i,-0.00073915-0.0012774i,-0.0016094-0.0013174i,-0.0014585-0.0010345i,-0.00081024-0.0011277i,-0.00025264-0.00063683i,-0.0003833+0.00018221i,-0.001515+8.108e-05i,-0.0019841-0.00021884i,-0.00089455+0.00055282i,6.5463e-05+0.00085215i,0.00067063+0.00016223i,0.00063429+0.00016288i,-0.00018835+0.00071705i,-6.6571e-05+0.00011754i
-0.0011342-0.0018695i,-0.0014237-0.0016702i,-0.0016125-0.00039872i,-0.0017353+0.0012242i,-0.0022509+0.00064299i,-0.0020593+0.00041856i,-0.001395+0.0011686i,-0.00087283+0.0018298i,-0.00063555+0.0010364i,-0.00040074-0.00077798i,-0.0004135-0.00088426i,5.1145e-05+0.00020088i,0.00040121+9.2429e-05i,0.00021792-0.0004727i,0.00011796+3.4606e-05i,0.00033854-3.0506e-05i,0.00043913-0.00028136i,0.00027948-0.00014728i,-0.00018676-0.00017372i,-0.00036552-0.00062359i,-0.00013424+0.00024497i,-0.0007866+0.0011338i,-0.00136+0.00060763i
0.0011381-0.0021779i,0.00079387-0.0017767i,0.00052768-0.00151i,0.0001932-0.0017518i,-0.00078736-0.0012252i,-0.0015462-4.8015e-05i,-0.00081618+0.00055094i,-0.00024505+0.00025324i,-0.00031293-0.00071041i,-0.00035702-0.0014904i,-4.4639e-05-0.0014691i,0.00019541-0.00083747i,0.00012166-0.00027638i,-0.00036975-7.086e-05i,-0.00069469+0.00018894i,-3.2193e-05-0.00019396i,0.00035609-0.00012362i,-0.00035157+0.00079657i,-0.00072218+0.0010562i,-0.0007148+0.00033114i,-0.00027938-0.00014274i,0.00035792-0.00044977i,0.00047705-0.00042811i
0.0032673-0.00048623i,0.002807-0.0011102i,0.001916-0.0027457i,0.00071178-0.0035534i,-0.0003804-0.002588i,-0.0011292-0.0011764i,-0.0014808+0.00028032i,-0.0013128+0.00072237i,-0.00018697-0.00054406i,0.00010223-0.00099935i,-0.00030035-0.0007769i,-0.00032023-0.00057658i,-0.00028546+0.00048532i,-0.00019459+0.00070958i,-3.5646e-05-1.9421e-05i,0.00038401-0.00042602i,0.00014074-0.00025107i,-0.00017068-0.00020214i,-0.00016598-0.00051141i,-4.0732e-05-0.00033422i,-1.9425e-06+8.7687e-05i,9.9389e-05+0.0003888i,3.9335e-05+0.00032657i
0.00046065-0.00027657i,0.0007352+0.00035814i,0.0010745+0.00013276i,0.00087708-0.00037944i,0.00042816-7.9661e-05i,-0.00051962+0.0005982i,-0.00058057+0.00076687i,0.00041963+0.00034996i,0.001352-4.9294e-05i,0.00094523-0.0008685i,-0.0006383-0.00080855i,-0.00095762+0.00046313i,0.00028575+0.0005007i,0.00054144+0.00060844i,-7.1497e-05+0.00013571i,-0.00015954-0.00043897i,0.00094781+0.00046149i,0.0013013+0.00071897i,0.00083921+0.00046221i,-5.7215e-05+0.00051726i,-0.0010422+0.00081019i,-0.00093526+0.00084407i,-0.00026503+0.00042518i
0.0008874+0.00068982i,-0.00050701-1.5083e-05i,-0.00043881-0.00071033i,0.00046131-0.0017851i,-0.00046169-0.0019664i,-0.0013851-0.0015525i,-0.0014669-0.00063158i,-0.0008223+0.00021106i,0.00015427+0.00040566i,0.00034426+0.00038634i,8.2142e-05+0.0003571i,-0.00014+0.00026346i,-0.00042141-0.00034704i,0.00011344-0.00056174i,0.00028669+0.00088404i,0.00026528+0.00097084i,0.00011642+0.00023044i,-0.00022261+0.00035882i,-0.00044022+0.00028982i,0.00010149-8.4358e-05i,0.00089725-0.00048466i,0.00047425-0.0001486i,-0.00026716+3.953e-05i
-0.00013394+0.0026234i,-0.00011468+0.0027877i,-0.00013842+0.0027289i,9.6638e-05+0.0013602i,-0.00015062+0.00076179i,-0.0010834+0.0008945i,-0.0017308+0.0013734i,-0.00058896+0.001537i,0.00070641+0.00090829i,0.00070728+0.0005933i,8.9925e-05+0.00068979i,-0.00047298+0.00023218i,-0.00076831+0.00030688i,-0.00028847+0.00037704i,0.00010505+0.00020454i,2.3407e-06+0.00031912i,-0.00014324+0.00044921i,0.00023428+0.00019584i,0.00048413+0.00043461i,0.00023011+0.00031207i,-9.7192e-05+0.00039583i,-0.00017533+0.00035536i,0.00044577-0.00041325i
0.0024421+0.0028722i,0.0031655+0.0023047i,0.0024524+0.0012479i,0.0017853-0.00023798i,0.00093217-0.0013044i,-0.00066442-0.0011183i,-0.0014986+4.2282e-05i,-0.001241+0.000886i,-0.00040508+0.0010414i,0.00028563+0.0004936i,-3.652e-05-0.00052225i,-0.0004748-0.00060623i,-0.0009303+0.00016643i,-0.00062887-0.00014013i,-0.00016078-0.00046372i,-0.00032129-0.00034946i,-0.00063458-0.00052589i,-0.00036707-0.00031689i,0.00043599+0.00048017i,0.00026104+0.00053057i,-0.00030881+0.00024002i,-0.00018553+0.00041202i,0.00032407+0.00032159i
-0.0012166-0.0010775i,-6.0082e-05-0.001151i,0.0006654-0.0012324i,-0.00045626-0.00084518i,-0.0014992-0.00032915i,-0.0020242+0.00068122i,-0.0019925+0.0010163i,-0.0010624+0.00047988i,-0.0010238-0.00015161i,-0.00095036-0.00011839i,-0.00052399+0.00056852i,-0.0004339+0.00073356i,-0.00051555+0.00082977i,-0.00030453+0.00033837i,4.1418e-05-5.7902e-05i,0.0004857+0.00028686i,0.00032073+7.4751e-05i,0.00018791-0.00025994i,0.0012134-0.00041076i,0.00070729-0.00043603i,-0.00030185-0.00047226i,-0.00055505-0.00029006i,-0.0007356+0.00028785i
0.00076103+0.0010367i,0.00083027+0.0013737i,0.00047167+0.0010632i,-0.00017626+0.00037521i,-0.001119-0.00028453i,-0.0015179-0.00029199i,-0.0012953+0.00028892i,-0.00078275+0.0003506i,-0.00025649-0.00057074i,0.00052077-0.0016707i,0.00036411-0.0013006i,0.00038248-0.00034872i,0.00064307+5.1613e-05i,0.00016478-0.00081573i,8.9398e-05-0.0020305i,0.00025154-0.0013416i,0.00033598-0.00047647i,0.00033465-0.0007073i,-2.6252e-05-0.00063525i,-0.0002059-0.00061134i,-0.00032574-0.00023973i,-0.00038476-0.00040048i,-0.0001487-0.00099765i
-0.0050659-0.0019984i,-0.0051168-0.0019748i,-0.0052419-0.0019093i,-0.0035223-0.00066024i,-0.0017892+0.00066486i,-0.0016233+0.0013567i,-0.0028362+0.0017836i,-0.0024573+0.0017503i,-0.001415+0.0012736i,-0.0006415+0.00076995i,-2.5713e-05+0.0006939i,-0.00020627+0.00061978i,1.4123e-05+0.00098763i,8.584e-05+0.0012636i,-0.00028709+0.0011955i,-0.00029546+0.0013439i,-2.8923e-05+0.00086792i,0.00015549+0.00033452i,0.00024861+0.00020922i,0.00053488-0.00033721i,0.00063048+0.00016905i,-7.136e-05+0.0011912i,-0.00086287+0.00080278i
0.00012111+0.00082331i,0.00034961+0.0010982i,0.0011936+0.0019555i,0.001479+0.0013599i,0.00090742+0.00093668i,-0.00011765+0.0013534i,-0.00043446+0.0021944i,0.00050199+0.001855i,0.0012866+0.00095932i,0.00090995+0.00029686i,0.00035656-0.00078475i,0.0001127-0.0010679i,-0.00055815-0.00068421i,-0.00038158-0.00023608i,0.00027477+0.00037618i,0.00025491+0.00036045i,0.00017295+0.00048308i,7.7207e-05+0.0009696i,0.0005602+0.00041401i,0.001054+0.00015866i,-0.00019435+0.00071393i,-0.0007728+0.000594i,-2.7836e-05+0.00052326i
-0.00025331+0.0010874i,-0.00084174+0.0021678i,-0.0021509+0.0018767i,-0.002924+0.00063964i,-0.0025652+0.00040082i,-0.0016033+0.00015196i,-0.0010662-7.3827e-05i,-0.00025882+0.00031057i,0.00032745+0.00054186i,0.00012851+0.0001979i,0.00060094-5.5691e-05i,0.0004119-0.00011785i,-0.00016208+0.00052079i,-0.0008111+0.00083133i,-0.0010861+0.00042792i,-0.00049761+0.0011445i,-0.00027141+0.001495i,-0.00033228+0.0010765i,5.1032e-05+0.00058266i,-7.5195e-05+0.00026324i,-0.00020801+7.4583e-05i,0.00022371+0.00013652i,0.0003116+0.00029528i
-0.0035284+0.00089415i,-0.0023147+1.2018e-05i,-0.0010604-0.00039032i,-0.00064261-3.3287e-05i,-0.00058414-2.4256e-06i,-0.0017543+7.7218e-05i,-0.0016976+0.0011636i,-0.00097046+0.0015081i,1.5123e-06+0.00011801i,0.00036392-0.00077373i,0.00023745-0.00039484i,0.00051595+0.00040459i,-9.9718e-05+0.00060706i,-0.00036467-0.00010897i,-0.00061709-0.00083563i,-0.0010872-0.0010201i,-0.00078261-0.00049814i,-0.00017598+0.00049246i,0.00015191+0.00064912i,-0.00033017-9.8893e-05i,-0.00059266-0.00022978i,-9.9744e-05-0.00019177i,0.00016559-0.00033037i
-0.00073919-0.0018192i,-0.00058594-0.0013738i,-0.0013487-0.00080278i,-0.0018613-0.00059361i,-0.0014001-0.00069349i,-0.0015348-0.00043326i,-0.0017708+0.00025762i,-0.0010565+0.0007656i,-0.00089468+0.00017509i,-0.0010795-0.00071275i,-0.00044149-0.00055213i,-0.00038829-0.00018615i,-0.0008337+0.00056516i,-0.00040132+0.00084391i,0.00026984-0.0002443i,0.00013506-0.00024i,0.00013777+0.00056509i,0.00042796+0.0002952i,0.0001184-0.00045685i,0.00035536-0.0005838i,0.00031424+2.3187e-05i,-0.0010159+0.00036349i,-0.00099478+0.00070125i
0.00033752-0.00036981i,-7.846e-05-0.00028695i,-5.3758e-05-0.0010782i,0.00032539-0.0009412i,-0.00047307+0.00044391i,-0.001522+0.00047268i,-0.0018543-0.00013279i,-0.0014559+0.00072046i,-0.00084348+0.0011234i,-0.00035733+0.00013813i,-0.00056048-0.0005963i,-0.00064363-0.00051146i,-0.00031857-0.00046865i,-0.00023858-3.0634e-05i,0.00024227+0.0010493i,0.00085433+0.0012482i,0.00079416+0.00051812i,0.00073169+4.8323e-05i,0.00057814+0.00018637i,9.1378e-05-2.7738e-05i,-0.00018862-0.00068915i,-0.0002973-0.00089775i,-1.0289e-05-0.00052203i
-0.00095962+0.0029304i,-0.00089271+0.0028771i,-0.0011867+0.0028944i,-0.0011592+0.0020678i,-0.0011014+0.00076892i,-0.001356+0.00025845i,-0.001235+0.0013367i,-0.00061885+0.0015977i,0.00034513+0.00081484i,0.00082145-0.00013816i,0.0005494-0.0010128i,0.00026215-0.00057554i,-0.00019445+0.00028635i,-0.00054357+0.0011706i,-0.00011684+0.0016853i,0.0002338+0.0010095i,-0.00038907+0.0010764i,-0.00044248+0.0013517i,0.0002778+0.00042025i,0.0004185-0.00011482i,0.00024237-5.6174e-05i,-0.00013475-6.3373e-05i,-0.00043427-0.00032764i
0.0003541+0.00079551i,0.0013541+0.0011077i,0.0017954+0.0011873i,0.00048191+0.00038696i,-0.00064177-0.00077456i,-0.0012161-0.00088688i,-0.002068+0.00014345i,-0.0019366+0.001136i,-0.00087117+0.0012627i,-0.00073502-0.00022236i,-0.00041833-0.0011198i,-7.5539e-05-0.00099576i,-0.00032891-0.0006581i,-0.00067462+0.00052558i,-0.00075697+0.0016414i,-0.00066521+0.0014958i,-0.00014714+0.00036117i,6.6258e-05-0.00054729i,-0.00035358-0.00041927i,-0.00047218-9.8283e-06i,-0.00025965-7.6025e-05i,-5.5608e-05-0.00042998i,0.000436-0.00013917i
-0.00039775-0.00087683i,-0.0012476-0.0014763i,-0.002163-0.00055072i,-0.0020998-5.9298e-05i,-0.0018166-0.00016248i,-0.0018156-0.00025342i,-0.0014247-7.062e-05i,-0.00081139+0.00054422i,-0.00027914+0.00062371i,6.3983e-05-3.2609e-05i,0.00010479-0.00014302i,0.00038867+0.00016432i,-4.2871e-05+0.00040484i,-0.00079747+0.00013897i,-0.0012216-0.00021961i,-0.00066273-0.00025103i,-0.00032373-0.00078012i,-0.00022719-0.00063604i,0.00016343-7.4916e-05i,0.00053649-0.00061774i,0.00039786-0.00075915i,-0.00029382-0.00017962i,-0.00018975+5.0249e-05i
-0.001483-0.00028125i,-0.0013551-0.00070256i,-0.001539-0.00053486i,-0.00080094-3.7596e-05i,4.0033e-05-0.0001813i,9.3912e-05-6.2319e-06i,-0.00049656+0.0010913i,-0.00096964+0.0011671i,-0.00055393-0.00010216i,0.00019629-0.00080536i,-1.8689e-05-0.0012233i,-0.00010609-0.00091235i,0.00075606+0.00024648i,0.00051767+0.0012854i,-0.00056621+0.00091449i,-0.00066429-0.00021593i,-0.00011519-0.0010013i,9.3084e-05-0.0016191i,-0.00048334-0.0010606i,-0.00065476-0.00040238i,-0.00021709-0.00048555i,-0.00053586-0.00057247i,-0.0009941-0.00026311i
-0.0018714+0.0013034i,-0.0015608+0.00097382i,-0.00088384+0.0011109i,0.00062721+0.00051329i,0.00078367-0.00026209i,-0.00086404-0.00052654i,-0.0011935+0.00023641i,-0.00083002+0.001655i,-0.00048065+0.0014635i,0.00030521+0.00012622i,0.00075259+0.00017309i,0.00044366+0.00078599i,2.7934e-05+0.00072346i,-0.00027971+0.0003734i,-0.0002789-9.2248e-05i,3.6629e-05+7.1956e-05i,-0.00014925+0.00060412i,0.00041796+0.00026723i,0.00082038-0.00031378i,0.0003701-0.00075977i,0.00083233-0.00060973i,0.0010544-0.00020696i,0.00039132-0.00027581i
-0.0014703+0.00099614i,-0.0013502+0.00012519i,-0.001475-0.0011484i,-0.00064559-0.0011132i,-0.00018137-0.0011529i,-0.00054848-0.00058166i,-0.0012169+0.00052022i,-0.0016803+0.00061163i,-0.00047755+0.00016205i,0.00030854-0.0004759i,-1.4534e-05-0.0010064i,-5.2503e-05-0.0011214i,6.1111e-05-0.0011808i,-0.00014345-0.00074513i,-8.0102e-05+0.0001407i,0.00031186+0.00023527i,0.00085058+0.00038168i,0.00089093+0.00032179i,0.00041982+2.5204e-05i,0.00072916+0.00012552i,0.00046476+0.00030584i,-7.6203e-05-0.00011679i,-0.00053447-0.00030469i
-0.0015349-0.0019722i,-0.00086032-0.0012904i,-0.00295-0.0005225i,-0.0032453-0.00027847i,-0.0020008+0.00072072i,-0.0013819+0.00079462i,-0.0011683+0.00062352i,-0.001167+0.00056439i,-0.00072873-0.00049394i,-4.8066e-05-0.00070141i,-0.00056576+0.00020044i,-0.00048607+0.00069352i,0.00010302+0.00045968i,-0.00011536+0.00047557i,-0.00016634+0.00081343i,-0.00012106+0.00093708i,0.00017045+0.00043483i,-7.7011e-05-3.9398e-05i,-0.00083344+0.00034476i,-0.0013241-0.0001351i,-0.0012731+2.5572e-06i,-0.00089231+0.00046184i,-0.00080505+0.00013264i
-0.0022263+0.0017656i,-0.0018327+0.0011539i,-0.0019507+0.0020523i,-0.0015999+0.0021304i,-0.00044877+0.00050568i,-0.00040865-0.00087452i,-0.00094409+0.00041557i,-0.00075076+0.001174i,-0.00029298+0.00060984i,-3.0617e-05+0.00012587i,0.0005695-0.00051133i,0.0011316-0.0006358i,0.001361+0.00026147i,0.0011141+0.0012153i,0.00012346+0.0013019i,-0.00084458+0.001283i,-0.00095489+0.00055334i,-0.0012994-0.00079925i,-0.00089914-0.00093918i,-0.000391-0.00064746i,-0.00076122-0.00034242i,-0.0010453-2.4141e-05i,-0.00054085-0.00011397i
0.00061277-0.00087789i,0.0011387-0.0012003i,0.002366-0.0022538i,0.0020277-0.0020178i,-1.9923e-05-0.0014681i,-0.0014804-0.00098528i,-0.001609+0.00056642i,-0.0018585+0.000767i,-0.00067331+0.00017273i,0.00044598-0.00017289i,-0.00020508-0.00019515i,-0.00060515+0.00028354i,-0.0010649+0.00022806i,-0.0014093-0.00045383i,-0.00055538-0.00072731i,0.00026263-0.00029506i,0.00066813+2.2888e-05i,0.00086269-0.00058599i,0.00052797-0.00050305i,0.00072682-0.00018597i,0.00071052-0.00039395i,1.8018e-05-0.00011182i,-9.5928e-05+1.2484e-05i
0.00014172+0.0023291i,-0.00078832+0.0021373i,-0.00050952+0.0013117i,0.00063624+0.00088596i,-1.8396e-05+0.0008485i,-0.00084203+0.0010329i,-0.0011382+0.0010794i,-0.00082667+0.0013219i,-3.7799e-05+0.0014124i,0.00055531-0.00018451i,0.00033193-0.0013696i,-0.00056205-0.00030732i,-0.00074893+0.00019433i,-0.00083847-0.00035949i,-0.00024402-6.8464e-06i,0.0002889-0.00015571i,0.00020259-0.00058676i,0.00074567+0.00029789i,0.00082765+0.0012389i,-0.00025858+0.00038333i,-0.00056596-0.00042839i,-7.1154e-05-0.00019908i,9.6129e-05+0.00035406i
0.0030431-0.0016796i,0.0026603-0.00082836i,0.0021428-0.0019649i,9.9081e-05-0.002831i,-0.0016547-0.0018107i,-0.0025175-0.00089134i,-0.0022981-0.00023703i,-0.001014+0.00048942i,0.00053084+5.5396e-05i,0.001272-0.0012305i,0.00057518-0.0016628i,0.00046805-0.0014533i,-0.00018269-0.00057307i,-0.00070601+0.00046584i,8.1124e-05+0.00046106i,-0.00031586+0.00050272i,-0.00082488+0.0006427i,0.00028464+0.00011771i,0.0014548-0.00072297i,0.0013037-0.00069951i,0.00016072-0.00034923i,0.00016295+3.4559e-05i,0.00053029+0.00037641i
0.001295+0.00076883i,0.0011806+0.00078004i,0.00083769+0.00035736i,0.00048639-0.00024433i,4.9768e-05-0.00076606i,-0.0010435-0.00020695i,-0.0023733-5.2994e-05i,-0.0020912-0.00065497i,-0.00049337-0.00076263i,-0.00018507-0.0010675i,-0.00040341-0.0010987i,-0.0002176-0.00051577i,0.00019148+2.6272e-05i,0.00041684+0.00093613i,0.00058362+0.0012689i,0.00060634+0.00081171i,0.0004882+0.0010303i,0.00055549+0.00078353i,-0.00043306+0.00030063i,-0.00051605+0.00023676i,-2.6961e-05+5.3524e-05i,-0.00062635+4.7893e-05i,-0.00046119-0.00011523i
-0.00032163-8.4995e-05i,-0.001204-0.0002674i,-0.00095132-0.0012828i,-0.00049901-0.0010775i,-0.00082901-0.00088561i,-0.0018573-0.0012551i,-0.0021068-0.00026455i,-0.0015871+0.00058957i,-0.001092+0.00038203i,0.00019534-0.00027342i,0.00066456+3.8234e-06i,-0.0004746+0.00033956i,-0.00085097-0.00039256i,-0.00081429-0.00063153i,-0.00073049+0.00028662i,-0.00034565+0.00047223i,-7.907e-05+0.00018999i,0.00034969+0.00075666i,0.000372+0.00059294i,0.00023331+0.00041511i,0.000623-4.9062e-06i,-0.00010801-0.00065948i,-0.0011098-0.00096865i
0.00060613-0.00082718i,0.00010396-0.0013824i,-0.00012445-0.0018169i,-0.00046448-0.0014366i,-0.0011648-0.0010761i,-0.0014856-0.00081092i,-0.0012495-0.00037412i,-0.00039701+0.00021493i,0.00019136+6.971e-05i,0.00061077-0.00058048i,7.3058e-06-0.00012069i,-0.0011846+0.00019493i,-0.00086959-7.9205e-05i,-0.00054619-0.00010125i,-0.00034727-0.00021801i,4.8497e-05-0.0012271i,0.00049464-0.00099257i,0.00036625-0.00024596i,-0.00030024-0.0004145i,-0.00037538-0.00080402i,1.2225e-05-0.00075868i,0.00016781-0.0003844i,-0.00032186+0.00018828i
-0.00058752-0.00085398i,-0.00064898+0.00031172i,-0.0011868+0.00057586i,-0.0013292+0.00086151i,-0.0012894+0.00045705i,-0.0013499+0.00042269i,-0.0015041+0.0011985i,-0.0013042+0.00085051i,-0.00081785-1.1008e-05i,-0.00099272-3.8424e-05i,-0.0010585-0.00012823i,-0.00095269+1.0001e-05i,-0.0013334+8.1446e-05i,-0.00091378+0.00020645i,-0.00024205+0.00052111i,-9.5937e-05+0.00096523i,-0.00043088+0.00054706i,-0.00010413-0.00032013i,-0.00037706-0.0003175i,-0.00055119-6.1853e-05i,-0.00069939+0.00034377i,-0.0010615+0.00046269i,-0.0011923-0.0004778i
6.202e-05-0.0012059i,-0.00068585-0.0022357i,-0.00075023-0.0022396i,0.00010968-0.0016316i,0.00036874-0.0005272i,-0.00085061-0.00040148i,-0.0012234-0.00021844i,-0.0003732+0.00047104i,0.00022911+0.00031804i,0.00021486-0.00018191i,0.00022661+4.4258e-05i,1.2193e-05-0.00017945i,0.00016926-0.00079542i,0.00062471-0.00067516i,2.1528e-05+0.00021113i,-0.00084605+0.00027884i,-0.0014624-0.00019737i,-0.00036117-0.000224i,0.00068263-0.00057109i,-0.00039619-0.00056295i,-0.00088213-0.00046527i,-0.0006864-0.000609i,-0.00074648-0.00073767i
-0.00081644+0.00055135i,8.9035e-05+0.0003429i,-0.00028867+0.00077664i,-0.00078464+0.00022699i,-0.00053193-0.0011617i,-0.00090704-0.00098934i,-0.0011463-0.00021054i,-0.00070373+0.00042722i,-0.00064211+0.00030586i,-0.00026721-0.00024759i,0.00026782+0.00031756i,-0.00022102+0.0014779i,-0.00030767+0.0016801i,-0.00070048+0.00094524i,-0.00076623+0.00038805i,2.1283e-05+0.00049584i,-0.00013764+0.0006067i,-0.0010059+0.00053232i,-0.00073846+0.00034747i,0.00071818+7.4369e-05i,0.0010821+6.5266e-05i,0.0004478+9.8832e-05i,-0.0001023+1.907e-05i
0.0023564+4.7222e-05i,0.0017945+0.000402i,0.0023517-0.00034805i,0.0012152-0.00098254i,-0.00068664-0.00057902i,-0.0015658-0.00086637i,-0.001292-8.9021e-05i,-0.00056358+0.0012684i,0.00017375+4.9152e-05i,0.00062264-0.0011849i,0.000367-0.00039168i,3.4623e-05-0.00021749i,-0.00025226-0.0010248i,-0.00020279-0.00058878i,-0.00010853+6.4352e-05i,0.0002773-0.00020391i,0.0003175+0.00016582i,1.5368e-05+0.00072903i,3.265e-05+0.00049496i,5.5468e-05+0.00014155i,0.00024231-0.001085i,-0.00019989-0.0015594i,-0.00075441-0.0012006i
0.00051651+0.0017573i,0.00064413+0.0029179i,0.0003344+0.0028406i,0.0003684+0.00081036i,0.00030616-0.00095727i,-0.00073337-0.00091985i,-0.002039+0.00045838i,-0.0014511+0.0013881i,0.00016475+0.00090154i,0.00042548-0.00041416i,0.00016437-0.00067394i,0.00040434-0.00047436i,0.00086621-0.00076344i,0.00022229-0.00065686i,-0.0012514-0.00056388i,-0.0012343-0.00049521i,-0.00023875-6.8315e-05i,-0.00012118+0.00018467i,-0.00011195-0.00011281i,0.00057718+2.9564e-06i,0.00062716+0.0002392i,-0.0001572+0.00018917i,-0.0006223+3.8967e-05i
-0.0014613-0.0010516i,-0.0023425-0.00098544i,-0.0014966-0.00069969i,-0.0011496-0.0011485i,-0.0016372-0.0010751i,-0.0016291-0.00050502i,-0.001715-9.0425e-05i,-0.0010822+0.00065997i,-0.00086885+0.00050322i,-0.00017354-0.00018266i,0.0006234-0.00040255i,0.00013977-0.0001795i,-0.00032686+0.00085873i,-0.0010254+0.00063648i,-0.00035689-0.00041626i,0.00038534-0.00064615i,0.00043909-0.0003648i,0.00019999-0.000274i,-0.00021598-0.00034365i,0.00023739-0.00034753i,0.00024509-0.00046269i,-6.5067e-05+0.00027699i,-8.3977e-05+0.00068305i
