0.0002389-0.0002106i,0.00072717-0.00079255i,0.0014256-0.0011266i,0.0011428-0.00067995i,-0.00078511+0.00035698i,-0.0023259+0.0013272i,-0.0020986+0.0014453i,-0.00073301+0.0015893i,0.00097325+0.0012889i,0.0018498+0.00013292i,0.00090316-0.0011566i,0.00032257-0.00107i,0.00067407+0.00025394i,0.00024141+6.7857e-05i,-0.00015726-0.00092884i,-0.00058755-0.0013161i,0.00015274-0.00061151i,0.00096872+0.00019111i,9.5144e-05+0.00022566i,-0.00099203+0.00033232i,-0.0011322+3.7766e-06i,-0.00044066-1.3763e-05i,-0.00034552+8.2005e-05i
-0.073773+0.026805i,-0.19214-0.017658i,-0.31225-0.10562i,-0.32903-0.14352i,-0.21622-0.083263i,-0.066314-0.013273i,-0.00356-0.0021642i,-0.021331+0.018196i,-0.03049+0.054847i,-0.019584+0.029937i,-0.023634-0.027466i,-0.033369-0.055765i,-0.028967-0.053098i,-0.014532-0.037916i,-0.0083373-0.028096i,-0.018336-0.020467i,-0.026331+0.00070702i,-0.017393+0.025985i,0.0024742+0.029122i,0.018608+0.014192i,0.024884+0.0020142i,0.02092-0.0045622i,0.0079495-0.0051868i
0.053479-0.076544i,0.22569-0.090657i,0.47351-0.0032654i,0.55328+0.16906i,0.31444+0.29978i,-0.025807+0.33704i,-0.15896+0.29959i,-0.09032+0.17538i,-0.013542+0.05238i,0.015273+0.023817i,0.040299+0.031842i,0.054248+0.025855i,0.037133+0.017043i,0.0027455+0.015143i,-0.017607+0.021988i,-0.0097639+0.029947i,0.00402+0.029829i,0.0058157+0.022793i,-0.0036529+0.018293i,-0.012689+0.022385i,-0.011763+0.024737i,-0.0081646+0.01568i,-0.010087+0.0015251i
0.05534+0.085192i,0.064229+0.18812i,0.04059+0.24759i,0.020513+0.13588i,0.012053-0.072546i,0.021197-0.18764i,0.035099-0.16165i,0.021059-0.076741i,0.017465-0.021765i,0.038148-0.0057423i,0.043085+0.0093797i,0.038221+0.027781i,0.038286+0.0269i,0.02987+0.013051i,0.017102+0.011422i,0.01098+0.013378i,0.00033708+0.004483i,-0.015557-0.0057021i,-0.02359-0.0092998i,-0.02355-0.0094615i,-0.018351-0.0055762i,-0.0059831-4.0768e-05i,0.0076631-0.0011033i
-0.14879-0.013009i,-0.38046-0.08401i,-0.66312-0.19144i,-0.76024-0.21978i,-0.522-0.19688i,-0.20471-0.2387i,-0.1001-0.25199i,-0.10345-0.1201i,-0.065156+0.031625i,-0.03578+0.063512i,-0.048339+0.032714i,-0.056985+0.018282i,-0.035192+0.014524i,-0.0041045-0.0002196i,0.0011386-0.02258i,-0.023129-0.026021i,-0.039191-0.004173i,-0.031542+0.013173i,-0.01841+0.012049i,-0.0087115+0.0025426i,0.00063008-0.0041219i,0.012929-0.0040865i,0.025721-0.0020143i
0.11144-0.095271i,0.3095-0.15884i,0.54173-0.14605i,0.58477-0.081957i,0.37217-0.024198i,0.12158+0.044956i,0.005809+0.057446i,-0.018952-0.028018i,-0.04186-0.085181i,-0.04958-0.055214i,-0.027245-0.025853i,-0.021919-0.023801i,-0.032412-0.016239i,-0.033596-0.0099827i,-0.034211-0.009689i,-0.027863-0.012387i,-0.0086488-0.027214i,0.0072016-0.042133i,0.011986-0.037979i,0.012722-0.020725i,0.0099114-0.0094487i,-0.0014989-0.007059i,-0.0095556-0.001365i
0.044506+0.15727i,0.11112+0.31339i,0.22802+0.35301i,0.36422+0.16347i,0.40156-0.049982i,0.31985-0.11337i,0.24868-0.082939i,0.18363-0.063622i,0.101-0.075657i,0.067995-0.080959i,0.064824-0.069172i,0.051511-0.051267i,0.030458-0.036688i,0.012282-0.018912i,0.016292-0.0040421i,0.032753-0.0067372i,0.035632-0.0077462i,0.029933+0.00068682i,0.026242+0.002633i,0.01805-0.00291i,0.0077196-0.0085261i,-0.0004123-0.011117i,-0.0089836-0.0061367i
-0.2053-0.087726i,-0.48768-0.21283i,-0.78969-0.25788i,-0.8302-0.063125i,-0.50387+0.16903i,-0.10426+0.1642i,0.042989+0.050903i,0.027931+0.046721i,0.03864+0.093421i,0.041737+0.081024i,0.015498+0.049582i,0.0080156+0.027676i,0.021705+0.013796i,0.040539+0.0065992i,0.053299-0.0077142i,0.049089-0.0138i,0.036528+0.0017713i,0.026041+0.023913i,0.018856+0.031969i,0.015063+0.024952i,0.01099+0.014815i,0.0071575+0.0057613i,0.0047364+7.1242e-05i
0.19204-0.076612i,0.4173-0.1192i,0.54919-0.074831i,0.38374+0.067632i,0.069146+0.22398i,-0.12002+0.29581i,-0.15617+0.2348i,-0.12566+0.10465i,-0.089112+0.030722i,-0.055885+0.047959i,-0.017882+0.071786i,0.0051645+0.063136i,0.0025105+0.046114i,-0.01078+0.028767i,-0.02972+0.026156i,-0.039473+0.039978i,-0.033295+0.033994i,-0.029166+0.0050164i,-0.026976-0.010142i,-0.018185-0.0031582i,-0.0079972+0.0053796i,-0.0049644+0.0079932i,-0.005977+0.0047965i
-0.020092+0.21782i,0.035675+0.42421i,0.20741+0.44284i,0.38662+0.087042i,0.29548-0.2966i,0.029448-0.29813i,-0.052728-0.10284i,-0.00025402-0.014336i,0.0090092-0.0094505i,0.0079286-0.0070851i,0.020349-0.0042051i,0.018225-0.00051223i,-0.0015026+0.0015391i,-0.023369+0.01191i,-0.028722+0.026831i,-0.025808+0.027909i,-0.024192+0.024368i,-0.015813+0.02302i,-0.0074902+0.014693i,-0.0073869+0.0028728i,-0.0042871-0.0014275i,0.0065304-0.0028232i,0.009987-0.0068293i
-0.18309-0.18062i,-0.4304-0.38886i,-0.64463-0.51474i,-0.59498-0.3833i,-0.27504-0.19375i,0.024709-0.19469i,0.095709-0.20846i,0.058029-0.099364i,0.034742-0.010302i,-0.0012769-0.01017i,-0.044599-0.02906i,-0.054909-0.03503i,-0.033584-0.031057i,0.0031161-0.026063i,0.029396-0.04455i,0.019874-0.07105i,-0.0062081-0.063858i,-0.014888-0.031247i,-0.0057777-0.0060475i,0.0027544+0.0038038i,0.0041161+0.010314i,0.0057058+0.017619i,0.013393+0.019968i
0.2395-0.0028032i,0.47359+0.025867i,0.55591+0.16978i,0.35942+0.37512i,0.12339+0.44727i,0.047457+0.3358i,0.010516+0.16243i,-0.044512+0.040303i,-0.057926-0.016348i,-0.044854-0.03041i,-0.034076-0.023295i,-0.019987-0.010201i,0.0024571-0.0055515i,0.0088726-0.013177i,-0.0017107-0.0088553i,-0.00095915+0.0067676i,0.0020411+0.010098i,-0.011115+0.00017737i,-0.024685-0.0072762i,-0.025161-0.0050685i,-0.02306-0.0012554i,-0.023624+0.0033364i,-0.017917+0.0058301i
-0.12131+0.2248i,-0.18868+0.49032i,-0.145+0.59323i,-0.026252+0.34425i,-0.048428+0.04249i,-0.1989+0.022199i,-0.19584+0.13168i,-0.057016+0.12192i,0.021966+0.055379i,0.045922+0.030511i,0.06425+0.02619i,0.061104+0.024075i,0.030982+0.018005i,-0.0047172+0.014302i,-0.016016+0.028065i,-0.0010078+0.036064i,0.013708+0.021082i,0.017021+0.0041019i,0.011417+0.00087978i,0.0045201+0.0019876i,0.0054368-0.012876i,0.0016554-0.034902i,-0.011826-0.039517i
-0.11459-0.27992i,-0.31797-0.62619i,-0.53236-0.87738i,-0.55692-0.76546i,-0.33209-0.46208i,-0.061227-0.32365i,0.021832-0.2975i,0.0040733-0.1783i,0.023763-0.058058i,0.028991-0.024959i,0.0040656-0.011567i,-0.013152-0.0047853i,-0.019671-0.011556i,-0.010504-0.017108i,-0.0028989-0.028225i,-0.014271-0.037049i,-0.023792-0.035658i,-0.019196-0.032006i,-0.0039731-0.023993i,0.016891-0.015665i,0.02803-0.011123i,0.030534-0.0048777i,0.033581+0.0041275i
0.26062+0.083506i,0.55376+0.12894i,0.70813+0.14196i,0.58088+0.14428i,0.40675+0.12076i,0.31448+0.0094902i,0.16676-0.11305i,-0.013012-0.11078i,-0.070196-0.048241i,-0.048252-0.03603i,-0.048979-0.038513i,-0.042762-0.024473i,-0.010525-0.016621i,0.010792-0.01873i,0.012675-0.016723i,0.017049+0.0009811i,0.037481+0.020873i,0.052458+0.021035i,0.040518+0.0027368i,0.010634-0.010348i,-0.015604-0.0042186i,-0.024289+0.008071i,-0.017686+0.015448i
-0.19903+0.16192i,-0.31548+0.41968i,-0.20758+0.59411i,0.063459+0.43241i,0.11647+0.14662i,-0.028951+0.11872i,-0.04333+0.20835i,0.024577+0.14626i,0.015351+0.063419i,0.014904+0.05686i,0.047388+0.029398i,0.050515-0.0099881i,0.029892-0.014871i,0.010664+0.0015647i,0.011128+0.013186i,0.021335+0.0038099i,0.020699-0.0058513i,0.016856+0.0013639i,0.012648+0.015993i,0.0057693+0.022912i,-0.00048151+0.012272i,-0.015701-0.007837i,-0.036385-0.018453i
0.036224-0.2698i,-0.019836-0.57339i,-0.16846-0.7519i,-0.30522-0.6108i,-0.28862-0.3523i,-0.17555-0.2107i,-0.075355-0.16182i,-0.009334-0.13155i,0.011916-0.084925i,0.020293-0.029i,0.034343-0.00077845i,0.024877+0.00617i,0.002816+0.013214i,-0.010712+0.011532i,-0.028226+0.0078411i,-0.05436+0.019657i,-0.077083+0.037151i,-0.08276+0.043736i,-0.060846+0.034193i,-0.01973+0.017472i,0.022959+0.0072345i,0.05343+0.00069601i,0.058209-0.010613i
0.14259+0.19153i,0.316+0.33483i,0.39986+0.38202i,0.32189+0.30679i,0.22651+0.17852i,0.19258-0.0024332i,0.10174-0.12955i,-0.0096265-0.080064i,-0.024665-0.011377i,-0.016519-0.019413i,-0.038153-0.0102i,-0.044902+0.026406i,-0.017098+0.036856i,0.0096825+0.011784i,-8.6615e-06-0.013247i,-0.022091-0.0040011i,-0.018804+0.01779i,0.001033+0.019189i,0.0049804+0.0037957i,-0.0098629-0.0041712i,-0.01711+0.0049883i,-0.0045554+0.015312i,0.018404+0.018519i
-0.24714+0.0049139i,-0.47279+0.12132i,-0.50371+0.30865i,-0.24164+0.40601i,0.01993+0.34398i,0.099036+0.26758i,0.10793+0.22156i,0.081959+0.13442i,0.022626+0.069912i,-0.0038531+0.05673i,0.0086844+0.019492i,0.011723-0.032581i,0.003538-0.041519i,0.017639-0.023429i,0.043666-0.032339i,0.043471-0.074534i,0.01444-0.10361i,-0.013725-0.088048i,-0.0163-0.043186i,-0.001221-0.0082907i,0.00015611-0.0038677i,-0.022611-0.0093016i,-0.03998-0.0022214i
0.185-0.18117i,0.29299-0.41518i,0.23188-0.57607i,-0.014317-0.47837i,-0.1805-0.21375i,-0.16004-0.037444i,-0.099676-0.019298i,-0.048894-0.051793i,-0.0057124-0.055362i,0.021389-0.032093i,0.043225-0.017547i,0.054653-0.022015i,0.03674-0.02055i,0.012686+0.0053452i,0.018303+0.032379i,0.037408+0.035298i,0.035209+0.026766i,0.013636+0.018365i,-0.0023501+0.01007i,0.0026563+0.0054413i,0.017943+0.00076259i,0.025167-0.010263i,0.014193-0.021138i
-0.0077293+0.24123i,0.06077+0.3928i,0.1494+0.31261i,0.18129-0.011411i,0.13201-0.25178i,0.031356-0.25529i,-0.036937-0.13058i,-0.010162+0.0012352i,0.057385+0.034412i,0.061497+0.0028286i,0.020362+0.022915i,0.012119+0.062369i,0.019209+0.051137i,0.0018134+0.021483i,-0.019788+0.01851i,-0.016285+0.04181i,0.014145+0.052804i,0.048665+0.027796i,0.055252-0.0080957i,0.028802-0.019988i,0.0033478-0.0092732i,0.0041616+0.0011509i,0.017178+0.0032857i
-0.17213-0.18974i,-0.34209-0.2676i,-0.34521-0.19699i,-0.094927-0.019421i,0.15518+0.053875i,0.22246+0.0041228i,0.18958-0.032028i,0.11198-0.040063i,0.017146-0.011947i,-0.023131+0.035643i,-0.026941+0.044265i,-0.040601+0.033807i,-0.044727+0.026238i,-0.032299+0.0062208i,-0.031348-0.02255i,-0.052358-0.045502i,-0.07199-0.054266i,-0.071631-0.046388i,-0.057328-0.029596i,-0.042151-0.013371i,-0.031754+0.0067937i,-0.018982+0.029129i,0.00068528+0.03541i
0.27575+0.048121i,0.51523+0.081898i,0.57097+0.20184i,0.33075+0.37808i,0.042157+0.44453i,-0.056335+0.33617i,-0.060932+0.13551i,-0.086624+0.0029179i,-0.082445-0.014037i,-0.032639-0.0050973i,0.0071344-0.024841i,0.014957-0.050021i,0.011146-0.046475i,0.016752-0.021209i,0.036846-0.0072072i,0.052603-0.015243i,0.049866-0.025906i,0.034175-0.023508i,0.01913-0.014233i,0.016661-0.014967i,0.019424-0.026768i,0.012759-0.037209i,-0.0082803-0.038257i
-0.22773+0.16994i,-0.41769+0.35063i,-0.55394+0.38474i,-0.57256+0.21774i,-0.51195+0.080289i,-0.40487+0.097127i,-0.24535+0.16134i,-0.079914+0.15585i,0.016275+0.083839i,0.024506+0.024048i,0.013556+0.0064258i,0.019012-0.010191i,0.0092309-0.027366i,-0.0097788-0.017854i,-0.0050896+0.010239i,0.0214+0.033909i,0.045011+0.044671i,0.054305+0.04652i,0.055587+0.038647i,0.046258+0.017997i,0.017889-0.01086i,-0.015512-0.022985i,-0.02579-0.0076104i
-0.0021773-0.30765i,-0.12465-0.63746i,-0.29112-0.84902i,-0.34414-0.76699i,-0.19444-0.55543i,-0.0071659-0.42957i,0.026113-0.34091i,-0.034088-0.20846i,-0.081656-0.085753i,-0.097775-0.015483i,-0.089248+0.033537i,-0.062129+0.068289i,-0.035727+0.059049i,-0.034784+0.016628i,-0.061558-0.0037941i,-0.085921+0.023531i,-0.085618+0.066473i,-0.068666+0.08634i,-0.050016+0.078512i,-0.033577+0.072068i,-0.0084151+0.077213i,0.026563+0.070092i,0.052796+0.039839i
0.21507+0.21552i,0.52914+0.35672i,0.81331+0.33394i,0.84992+0.10645i,0.63779-0.11479i,0.33193-0.18194i,0.093306-0.15408i,0.0019567-0.091623i,0.03388-0.05414i,0.072307-0.077088i,0.040995-0.097362i,0.0032964-0.068428i,0.010362-0.043555i,0.017414-0.052262i,0.0062437-0.059517i,-0.0064735-0.052856i,-0.0077831-0.047834i,0.0048033-0.047335i,0.01469-0.037885i,0.012523-0.027849i,-0.0056517-0.03508i,-0.035506-0.039959i,-0.049719-0.023906i
-0.25499-0.00086856i,-0.43016+0.10874i,-0.33608+0.24063i,0.004315+0.24477i,0.19432+0.14483i,0.14167+0.11564i,0.094126+0.14158i,0.087196+0.093183i,0.054319+0.056521i,0.04982+0.06931i,0.062621+0.026934i,0.029041-0.036047i,-0.0034499-0.032612i,0.013643+0.0048568i,0.035436+0.013445i,0.021099-0.0033969i,-0.014822-0.0086697i,-0.050459+0.0053866i,-0.061762+0.023679i,-0.030018+0.024726i,0.014626+0.0030718i,0.032429-0.021839i,0.024993-0.036347i
0.20237-0.17841i,0.24882-0.409i,0.036483-0.48409i,-0.31893-0.26788i,-0.44006-0.048513i,-0.29138-0.058359i,-0.15783-0.14112i,-0.1108-0.10835i,-0.076735-0.034851i,-0.045855-0.0025536i,-0.013308+0.014383i,0.016711+0.019909i,0.026149+0.017174i,0.026594+0.013424i,0.027733+0.0023051i,0.027367-0.0050892i,0.029596-0.0026764i,0.035087-0.011934i,0.032025-0.036798i,0.019266-0.035207i,0.018225-0.0011918i,0.030678+0.016763i,0.039968+0.011934i
-0.069293+0.2949i,-0.065554+0.55985i,-0.059331+0.64461i,-0.065196+0.46372i,-0.039345+0.22219i,-0.015305+0.025575i,-0.059418-0.10151i,-0.094872-0.089714i,-0.023076-0.022684i,0.051382-0.0051461i,0.046319+0.016947i,0.031322+0.054013i,0.033323+0.054807i,0.026852+0.031868i,0.009229+0.019956i,-0.0077105+0.01483i,-0.027209+0.0014682i,-0.041381-0.0071556i,-0.036007+0.00056865i,-0.020272+0.0029619i,-0.004891-0.016348i,-0.0020766-0.033872i,-0.010208-0.030073i
-0.1446-0.24034i,-0.28744-0.39004i,-0.22322-0.41068i,0.083188-0.34446i,0.28861-0.3038i,0.23295-0.2477i,0.073251-0.15435i,-0.073653-0.093118i,-0.17585-0.048575i,-0.17248-0.011509i,-0.10528-0.020524i,-0.056265-0.047304i,-0.023312-0.055717i,-0.0020051-0.056918i,-0.0076457-0.05887i,-0.035968-0.054454i,-0.056581-0.050027i,-0.05892-0.060456i,-0.051466-0.070466i,-0.029293-0.052041i,-0.00019379-0.010553i,0.029317+0.02023i,0.053993+0.021764i
0.28597+0.076626i,0.5551+0.023854i,0.639-0.075595i,0.46388-0.073371i,0.30986+0.079221i,0.33609+0.15954i,0.41565+0.030099i,0.4441-0.13984i,0.41103-0.18168i,0.32453-0.12017i,0.21848-0.053078i,0.12545-0.012487i,0.050534+0.016551i,0.014367+0.035685i,0.033774+0.020468i,0.070217-0.016936i,0.10439-0.030565i,0.14277-0.014313i,0.16192+0.0072478i,0.13422+0.010657i,0.062271-0.014382i,-0.019311-0.023891i,-0.058079+0.014063i
-0.28178+0.12133i,-0.48096+0.30093i,-0.51343+0.40828i,-0.3201+0.33932i,-0.13324+0.14473i,-0.16279-0.014649i,-0.32299+0.047424i,-0.39541+0.26046i,-0.30376+0.38251i,-0.14186+0.33941i,-0.010462+0.20377i,0.033893+0.054349i,0.0070417-0.031008i,-0.02081-0.026418i,-0.030075+0.025295i,-0.033558+0.07262i,-0.038657+0.095331i,-0.051825+0.098155i,-0.065156+0.091048i,-0.058362+0.085742i,-0.022509+0.077783i,0.012215+0.043634i,0.019477-0.0067089i
0.1191-0.25385i,0.13377-0.46025i,0.019851-0.4468i,-0.17797-0.19236i,-0.27067+0.024014i,-0.10969+0.073271i,0.19783-0.054973i,0.35391-0.23414i,0.24579-0.27158i,0.065567-0.1641i,-0.033162-0.02352i,-0.045574+0.071602i,-0.027792+0.082995i,-0.031924+0.026833i,-0.044432-0.046816i,-0.044061-0.095244i,-0.034524-0.10887i,-0.018939-0.11231i,-0.0066254-0.10901i,-0.0070463-0.070191i,-0.01064-0.0019368i,0.0081269+0.051613i,0.04365+0.061455i
0.09073+0.29356i,0.27629+0.5296i,0.43396+0.55017i,0.43352+0.27524i,0.30684-0.06273i,0.12546-0.28861i,-0.13142-0.35583i,-0.36098-0.24368i,-0.36665-0.11167i,-0.2083-0.1283i,-0.090797-0.20746i,-0.055797-0.22513i,-0.027656-0.17852i,0.017261-0.10845i,0.060877-0.03288i,0.080243+0.022236i,0.068743+0.054697i,0.047494+0.08072i,0.023961+0.10053i,-0.0023574+0.097366i,-0.026384+0.049332i,-0.064341-0.0029318i,-0.094114-0.0084606i
-0.27874-0.1975i,-0.58696-0.31574i,-0.73489-0.34069i,-0.5743-0.22305i,-0.30399-0.032516i,-0.076861+0.12612i,0.16675+0.19866i,0.41798+0.12919i,0.52541-0.024354i,0.42962-0.10253i,0.26347-0.045453i,0.17715+0.059954i,0.14902+0.080475i,0.069776+0.02714i,-0.049653+0.0080623i,-0.11657+0.048502i,-0.11842+0.095957i,-0.11602+0.11001i,-0.13184+0.10216i,-0.11117+0.10029i,-0.0091221+0.072193i,0.099804-0.012672i,0.12094-0.076365i
0.31047-0.052884i,0.50043-0.19488i,0.45832-0.28833i,0.26926-0.20472i,0.27002-0.17313i,0.31424-0.40444i,0.091652-0.54338i,-0.15566-0.23952i,-0.14432+0.16829i,-0.021592+0.30769i,0.032702+0.25936i,0.029471+0.17551i,0.02666+0.09951i,0.041425+0.028935i,0.063335-0.033195i,0.069338-0.083695i,0.047524-0.12257i,0.036253-0.14754i,0.031907-0.15661i,-0.016788-0.11802i,-0.073625-0.01802i,-0.079538+0.075073i,-0.057592+0.099896i
-0.18151+0.29893i,-0.20644+0.60309i,-0.05829+0.7817i,0.17717+0.68568i,0.27842+0.44146i,0.1992+0.2212i,0.0031932+0.071854i,-0.22757+0.065079i,-0.30188+0.21469i,-0.19033+0.30548i,-0.10421+0.25276i,-0.10334+0.17242i,-0.083193+0.11709i,-0.016972+0.072155i,0.038615+0.029656i,0.060501+0.017979i,0.069992+0.030453i,0.081991+0.043929i,0.11512+0.035101i,0.11966-0.027961i,0.03587-0.087179i,-0.06254-0.063294i,-0.068769+0.012534i
0.28589+8.6733i,0.60041+9.09i,2.618+8.9966i,3.5925+5.0286i,3.3766+0.96196i,2.0555-1.2589i,0.57077-0.95009i,0.30224+0.25092i,0.8311+0.74872i,1.3544+0.50684i,1.3961+0.084171i,1.2779-0.093461i,1.35-0.17844i,1.2923-0.22478i,1.0819-0.30318i,0.71795-0.34844i,0.25593-0.20178i,-0.061411-0.02041i,-0.18749+0.080135i,-0.090567+0.18849i,0.17363+0.24781i,0.36168+0.16327i,0.30193+0.045951i
0.18902+0.25467i,0.27478+0.34812i,0.1166+0.25038i,-0.17458+0.050484i,-0.24687-0.089054i,-0.1723-0.25919i,-0.26942-0.40192i,-0.40336-0.34689i,-0.30999-0.23731i,-0.12347-0.19764i,-0.026944-0.12712i,0.012624-0.01434i,0.059982+0.042104i,0.068282+0.024168i,0.017535+0.026241i,-0.0050965+0.06778i,0.0054457+0.060577i,0.00074256-0.0031199i,-0.016996-0.059654i,-0.03633-0.067268i,-0.030354-0.028022i,-0.0054084-2.1714e-05i,-0.0049531-0.0060927i
-0.31908-0.094661i,-0.63729-0.11609i,-0.79911-0.0054182i,-0.59478+0.22902i,-0.22128+0.36628i,0.016606+0.29802i,0.10133+0.18181i,0.15065+0.063189i,0.18407-0.095425i,0.15564-0.21028i,0.052529-0.19511i,-0.033598-0.065008i,0.00061563+0.049416i,0.050419+0.040806i,0.021823+0.0091849i,0.011676+0.038557i,0.038044+0.051395i,0.026679+0.030592i,-0.013966+0.00068886i,-0.060791-0.037456i,-0.102-0.050988i,-0.10745-0.037852i,-0.076673-0.031657i
0.33971-0.11071i,0.61856-0.18761i,0.77074-0.14517i,0.66997+0.015175i,0.46677+0.10822i,0.31761+0.034152i,0.20508-0.1228i,0.10308-0.18936i,0.053978-0.17297i,0.035348-0.15461i,0.0068798-0.092032i,0.014781-0.0034541i,0.05062+0.019433i,0.032039-0.013261i,-0.021706-0.014928i,-0.02492+0.011143i,-0.0076197-0.002347i,-0.026789-0.042859i,-0.054944-0.068767i,-0.067363-0.056622i,-0.063406-0.0020222i,-0.04452+0.040877i,-0.043299+0.031538i
-0.11448+0.31226i,-0.076845+0.54362i,0.12579+0.57322i,0.3109+0.27837i,0.19609-0.038641i,-0.091102-0.033432i,-0.22757+0.24679i,-0.17837+0.43102i,-0.099494+0.34348i,-0.071296+0.13796i,-0.055846-0.014006i,-0.048708-0.084144i,-0.077472-0.098813i,-0.11164-0.066171i,-0.093325-0.013142i,-0.042963+0.022422i,-0.012425+0.060403i,0.0042445+0.10583i,0.016832+0.11759i,0.014319+0.085331i,-0.009111+0.030558i,-0.039947-0.0029108i,-0.044089-0.0018653i
-0.0869-0.32338i,-0.2198-0.58775i,-0.4135-0.72705i,-0.58152-0.61019i,-0.60271-0.29317i,-0.42929+0.10789i,-0.11189+0.43774i,0.18264+0.54046i,0.27634+0.42491i,0.20499+0.24683i,0.11468+0.12165i,0.046971+0.068256i,-0.01755+0.062798i,-0.047241+0.07036i,-0.025348+0.061055i,0.024967+0.042077i,0.08431+0.028583i,0.12476+0.031802i,0.12478+0.048394i,0.089496+0.046766i,0.025495+0.019792i,-0.03834-0.0038033i,-0.064979-0.01497i
0.17152+0.18688i,0.20003+0.29253i,0.021091+0.31356i,-0.20671+0.29586i,-0.17491+0.30636i,0.036686+0.22851i,0.18126+0.030542i,0.21439-0.13117i,0.14394-0.17417i,0.016183-0.10481i,-0.020014+0.0035266i,0.022412+0.031327i,0.023927+0.0035154i,-0.008812+0.0054023i,-0.018897+0.017656i,-0.0034803+0.0030931i,0.010321-0.033004i,0.014422-0.064031i,0.024059-0.074502i,0.030223-0.068105i,0.018429-0.030984i,0.010574+0.019891i,0.0092876+0.03495i
-0.27338-0.015752i,-0.42254+0.020788i,-0.3354+0.14688i,0.0029438+0.27261i,0.21214+0.20424i,0.071938-0.00090049i,-0.20002-0.086903i,-0.3082-0.06325i,-0.23421-0.063144i,-0.11978-0.062854i,-0.027599-0.044989i,0.031591-0.044361i,0.043134-0.04239i,0.028032-0.015831i,0.012133+0.0094717i,0.0014165+0.01307i,-0.012322+0.0097946i,-0.029914+0.0082344i,-0.04727+0.0053331i,-0.04419+0.019651i,0.0054342+0.04531i,0.061979+0.040635i,0.067834+0.0074272i
0.2682-0.13734i,0.54465-0.19593i,0.72642-0.19688i,0.5823-0.18579i,0.18115-0.16182i,-0.12618-0.043182i,-0.19104+0.11175i,-0.14992+0.19807i,-0.10502+0.17632i,-0.070342+0.07586i,-0.052264-0.018457i,-0.02748-0.040925i,0.018534-0.029248i,0.046867-0.024936i,0.052984-0.011968i,0.060117-0.00062539i,0.060858+9.3604e-05i,0.051999+0.011768i,0.051857+0.035381i,0.060918+0.037264i,0.051062+0.0012479i,0.0071305-0.027952i,-0.035814-0.014437i
-0.08724+0.23704i,-0.16745+0.3911i,-0.18671+0.40369i,-0.12299+0.26836i,-0.069724+0.1699i,-0.038448+0.16869i,0.053551+0.1596i,0.16965+0.089797i,0.22184+0.01304i,0.17028-0.032309i,0.058887-0.01993i,-0.01284+0.021582i,-0.030393+0.025644i,-0.029345+0.0096721i,-0.013794+0.0017912i,0.0047956-0.0077315i,0.015804-0.0099832i,0.034769-0.00027166i,0.062224-0.0082408i,0.061055-0.042654i,0.015542-0.058118i,-0.027025-0.028415i,-0.030048+0.010052i
-0.093913-0.25689i,-0.17628-0.49636i,-0.28575-0.63836i,-0.32441-0.5412i,-0.19174-0.30918i,0.0033654-0.13197i,0.12165-0.10336i,0.13419-0.17818i,0.052868-0.19106i,-0.010737-0.074103i,0.0034398+0.042535i,0.024315+0.079324i,0.017753+0.083361i,0.011355+0.076655i,0.017129+0.048598i,0.027429+0.0084173i,0.032014-0.032319i,0.019766-0.06305i,-0.016213-0.071061i,-0.058281-0.050255i,-0.071912-0.0052877i,-0.047115+0.03761i,-0.010707+0.054386i
0.16928+0.11815i,0.23477+0.22921i,0.207+0.22847i,0.1203+0.091105i,0.087052-0.02147i,0.098546-0.072968i,0.042793-0.13049i,-0.087929-0.13567i,-0.16666-0.075958i,-0.14579-0.031943i,-0.092956-0.026349i,-0.05817-0.029616i,-0.031701-0.020674i,-0.0069818-0.009468i,-0.0072488-0.0068173i,-0.037953-0.0097136i,-0.079434-0.0085965i,-0.11322+0.00096026i,-0.1193+0.014561i,-0.087761+0.023293i,-0.025458+0.020569i,0.039016-0.00073763i,0.06219-0.033793i
-0.18251+0.0068848i,-0.30069-0.012275i,-0.28138+0.035911i,-0.13287+0.13611i,-0.048045+0.15985i,-0.052006+0.14355i,-0.016115+0.19944i,0.072627+0.21449i,0.099107+0.12332i,0.042606+0.033732i,-0.012211-0.0011808i,-0.027545+0.0038869i,-0.016749+0.018667i,-0.0056025+0.019627i,-0.0041287+0.024994i,0.0050488+0.0427i,0.028086+0.046397i,0.043167+0.027928i,0.026987+0.0078033i,-0.0059966+0.0057913i,-0.024282+0.011682i,-0.032453+0.0057099i,-0.044218-0.0010392i
0.17096-0.071262i,0.35557-0.045308i,0.4263+0.035604i,0.2557+0.096287i,0.03012+0.093554i,-0.0099743+0.066381i,0.058264-0.00016173i,0.051311-0.065308i,-0.016745-0.051636i,-0.039238+0.010926i,-0.00042524+0.028172i,0.029229-0.0096554i,0.026267-0.032981i,0.021478-0.02246i,0.028057-0.0092531i,0.036485-0.015237i,0.031454-0.031525i,0.018662-0.034585i,0.018188-0.024284i,0.023424-0.01398i,0.0060494-0.0049536i,-0.025304+0.010772i,-0.037016+0.027489i
