0.0008624-0.00023659i,0.0014539-0.00076098i,-0.00038657-0.0010092i,-0.0011893-0.00047306i,-0.0014459+0.00021538i,-0.0012648-0.00045012i,0.00013126-0.0013569i,0.00061801-0.0012485i,0.00059683-0.00071018i,0.00089937-0.0010146i,0.00089829-0.0015719i,0.00050953-0.0015569i,-6.7656e-07-0.001043i,-0.00063121+3.9546e-05i,-0.00097076+0.00017954i,-0.00063127-0.00019275i,0.00015256-0.00029258i,0.00095654-0.00036543i,0.00064163-0.00029446i,6.1394e-05-0.00026973i,-9.2936e-05+1.9255e-05i,-0.00014283-0.0002731i,-0.00016376-0.00082004i
-0.046138+0.090652i,0.0091792+0.1751i,0.10909+0.16141i,0.21243+0.03941i,0.23981-0.073437i,0.12366-0.065373i,-0.048595+0.035583i,-0.10939+0.090311i,-0.090956+0.061969i,-0.084307+0.049527i,-0.061219+0.070644i,-0.018142+0.061813i,0.0036607+0.030646i,-0.00010155+0.01806i,-0.0062421+0.028185i,-0.0035949+0.039704i,-0.0037509+0.037339i,-0.013399+0.022562i,-0.020293+0.011243i,-0.013014+0.012687i,-0.0016226+0.014891i,-0.0013888+0.0087948i,-0.0097667+0.00057109i
-0.041655-0.084159i,-0.14758-0.13152i,-0.2264-0.16646i,-0.24195-0.25563i,-0.19548-0.3883i,-0.12516-0.41453i,-0.059078-0.31053i,-0.025292-0.19854i,-0.056944-0.11186i,-0.095058-0.024959i,-0.07689+0.038764i,-0.028599+0.048161i,0.0058059+0.025181i,0.020837+0.0086009i,0.025502-0.00039185i,0.024716-0.0077287i,0.02792-0.009633i,0.031757-0.0078774i,0.026214-0.0094346i,0.014508-0.013667i,0.0045032-0.012142i,0.0030596-0.0045961i,0.0071542+0.0015738i
0.080121+0.031328i,0.1589+0.011999i,0.13015+0.039641i,0.0018554+0.19208i,-0.076638+0.34443i,0.0058428+0.26575i,0.13947+0.022244i,0.16532-0.125i,0.13199-0.1304i,0.10861-0.11127i,0.07785-0.09572i,0.046987-0.057553i,0.029281-0.02868i,0.011147-0.032462i,-0.010034-0.044931i,-0.025854-0.051335i,-0.035106-0.052652i,-0.03272-0.044021i,-0.021246-0.030873i,-0.01478-0.026437i,-0.013695-0.023529i,-0.0065678-0.015673i,0.0039269-0.010364i
-0.075243+0.014591i,-0.066705+0.11724i,0.083607+0.20728i,0.29735+0.25618i,0.35867+0.30003i,0.22615+0.31389i,0.080721+0.24854i,0.019932+0.12384i,-0.0012242+0.011393i,-0.0086392-0.016359i,-0.0043203+0.0057675i,-0.005402+0.022049i,-0.0098299+0.037843i,-0.0079082+0.04539i,-0.0044131+0.044672i,0.0037508+0.049455i,0.0091634+0.046795i,0.00048519+0.034301i,-0.0076154+0.019242i,-0.0022533+0.0047685i,0.0083566-0.0045069i,0.0075275-0.013599i,-0.009773-0.020224i
0.043686-0.072859i,-0.0010204-0.18033i,-0.065689-0.27962i,-0.091054-0.41921i,-0.08435-0.53075i,-0.10004-0.40852i,-0.096459-0.15061i,-0.036448-0.015078i,-0.011472+0.012447i,-0.038055+0.045558i,-0.054008+0.083511i,-0.054387+0.094336i,-0.032429+0.083222i,0.010762+0.058567i,0.040133+0.026249i,0.049827+0.0013338i,0.056342-0.0081899i,0.060739-0.0081151i,0.054116-0.00037946i,0.037974+0.013946i,0.021248+0.02264i,0.0024606+0.018999i,-0.008325+0.007627i
0.0079468+0.074289i,0.033617+0.10199i,-0.074968+0.048706i,-0.28772-0.019926i,-0.34089-0.068011i,-0.13664-0.15301i,0.078872-0.24116i,0.15426-0.22205i,0.15497-0.11446i,0.12374-0.041315i,0.07231-0.01759i,0.033667-0.0028951i,0.018142-0.0065653i,0.0096601-0.024257i,-0.0036063-0.033796i,-0.024106-0.028034i,-0.041123-0.012867i,-0.04186+0.0024951i,-0.029926+0.013764i,-0.019682+0.014582i,-0.017095+0.005438i,-0.016805-0.0022806i,-0.010217-0.0038725i
-0.034669-0.053095i,-0.092286-0.0072875i,-0.026018+0.13421i,0.149+0.32114i,0.26968+0.4039i,0.26276+0.27446i,0.17835+0.070785i,0.067057-0.045854i,-0.008809-0.085082i,-0.021693-0.071985i,0.0050588-0.031535i,0.031835-0.0087307i,0.025182-0.0005355i,0.0013693+0.013169i,-0.012133+0.025847i,-0.011858+0.032108i,-0.0041867+0.034442i,-0.0032178+0.034489i,-0.0044261+0.029338i,0.0024001+0.01504i,0.010475-0.0006812i,0.016552-0.009985i,0.016826-0.012274i
0.088515+0.020163i,0.17616-0.043439i,0.23868-0.085856i,0.27152-0.10048i,0.21538-0.068959i,0.087998+0.072404i,0.056032+0.24553i,0.11261+0.26652i,0.096245+0.15153i,0.0088088+0.070889i,-0.045493+0.053174i,-0.051759+0.034313i,-0.045791+0.016092i,-0.031698+0.018954i,-0.00050315+0.020189i,0.030059-0.0037547i,0.03665-0.035986i,0.022541-0.04773i,0.0068042-0.033742i,0.0017956-0.011122i,0.0068188+0.0059129i,0.011968+0.01541i,0.0082253+0.01707i
-0.081673+0.044383i,-0.10909+0.11573i,-0.15452+0.081702i,-0.24979-0.037166i,-0.30091-0.10229i,-0.20271-0.067119i,-0.043641-0.038795i,0.064256-0.055195i,0.096913-0.058078i,0.051308-0.027521i,-0.021848+0.014859i,-0.055246+0.03507i,-0.046601+0.025235i,-0.026432+0.012419i,-0.017278+0.01618i,-0.024874+0.035419i,-0.035523+0.052319i,-0.03576+0.048647i,-0.027031+0.028727i,-0.021123+0.0063583i,-0.021325-0.0079727i,-0.020598-0.016162i,-0.016775-0.027293i
0.020627-0.07045i,-0.040827-0.14453i,-0.080813-0.12597i,-0.023992-0.029604i,0.10807+0.012414i,0.16727-0.075262i,0.091597-0.19584i,-0.0011009-0.19667i,-0.0097697-0.11335i,0.022878-0.065688i,0.033227-0.043486i,0.034458-0.024453i,0.027215-0.017865i,0.0076968-0.0040782i,-0.0043562+0.010216i,-0.0052916+0.017282i,0.0082627+0.026209i,0.025051+0.025525i,0.025843+0.0095877i,0.018323-0.010216i,0.0055865-0.023799i,-0.0085459-0.026107i,-0.012636-0.013492i
0.017572+0.076158i,0.13076+0.084338i,0.22404+0.030328i,0.28914-0.032006i,0.34212-0.016334i,0.34301+0.089146i,0.3069+0.22442i,0.26695+0.29251i,0.18382+0.24614i,0.077786+0.13911i,0.015074+0.028492i,-0.019135-0.059566i,-0.054146-0.092216i,-0.064411-0.0684i,-0.041821-0.038045i,-0.0225-0.037682i,-0.024887-0.047765i,-0.029551-0.044184i,-0.020819-0.030605i,-0.010077-0.018774i,-0.0054769-0.012805i,0.0040008-0.0063482i,0.019905+0.0010868i
-0.071827-0.044478i,-0.1626+0.027481i,-0.20705+0.11204i,-0.26321+0.14631i,-0.35189+0.14638i,-0.33859+0.1991i,-0.19452+0.28007i,-0.056589+0.24262i,-0.01448+0.11376i,-0.027923+0.047722i,-0.015451+0.054558i,0.027211+0.054427i,0.043935+0.024004i,0.012372+0.00089413i,-0.025123+0.010825i,-0.02452+0.02894i,-0.011712+0.025876i,-0.014907+0.015279i,-0.012347+0.011227i,0.0061209+0.0064269i,0.02097-3.5474e-05i,0.015914-0.0035066i,-0.0030661-0.0047009i
0.076286-0.018408i,0.089663-0.071657i,0.021585-0.011952i,-0.062731+0.15292i,-0.11549+0.22893i,-0.17516+0.13428i,-0.2357+0.025739i,-0.20829+0.0059217i,-0.10448-0.003316i,-0.057502-0.033125i,-0.07172-0.023057i,-0.060694+0.0036338i,-0.029447-0.0094625i,-0.031202-0.033131i,-0.055955-0.035028i,-0.062147-0.027981i,-0.043788-0.032974i,-0.023792-0.039823i,-0.015825-0.018977i,0.00098161+0.013628i,0.029884+0.01855i,0.03912-0.005014i,0.027849-0.025676i
-0.054099+0.028933i,0.015389+0.070499i,0.16192-0.029862i,0.30882-0.23384i,0.3218-0.3284i,0.18356-0.24004i,0.06213-0.10338i,0.038283-0.030192i,0.035432-0.037242i,0.01902-0.07137i,0.010086-0.075643i,0.027786-0.054537i,0.04821-0.048303i,0.038197-0.053593i,0.015452-0.043983i,0.00029921-0.020368i,-0.0029195+0.0072304i,0.0047861+0.018599i,0.01232+0.016507i,0.017012+0.023515i,0.024919+0.026974i,0.0332+0.0138i,0.024895+0.00023695i
0.024815-0.079872i,-0.051931-0.15589i,-0.10787-0.19593i,-0.11762-0.17241i,-0.050808-0.029603i,0.10159+0.14206i,0.22942+0.12762i,0.20506+0.0021758i,0.11401-0.027791i,0.096685-0.0091133i,0.10955-0.020682i,0.10501-0.026857i,0.092295-0.010316i,0.069782+0.017372i,0.052168+0.03225i,0.04733+0.023875i,0.04444+0.013731i,0.039172+0.014968i,0.036429+0.017884i,0.037531+0.016527i,0.039075+0.019786i,0.040025+0.024594i,0.038844+0.01998i
0.039806+0.092429i,0.075842+0.13414i,-0.010534+0.2268i,-0.12364+0.3448i,-0.094935+0.28274i,-0.026883+0.0264i,-0.10253-0.11308i,-0.159-0.043736i,-0.074733+0.024563i,-0.0086209+0.012354i,-0.007056+0.014608i,0.0020102+0.04737i,0.027971+0.045452i,0.030793-0.0037911i,0.0062917-0.04861i,-0.0074659-0.068328i,-0.0037954-0.078779i,0.019612-0.081558i,0.051129-0.077167i,0.041834-0.060052i,-0.014263-0.022222i,-0.059005+0.027333i,-0.055811+0.054432i
-0.080239-0.016454i,-0.14479+0.078432i,-0.12166+0.17894i,-0.053709+0.18404i,-0.066894+0.055363i,-0.12111-0.067959i,-0.097885-0.046631i,-0.0080023+0.042092i,0.040727+0.095703i,0.014844+0.12093i,-0.01383+0.13061i,-0.01476+0.11949i,-0.0069865+0.084203i,-0.01362+0.037361i,-0.020755+0.009509i,-0.008312+0.0098982i,0.005315+0.025299i,0.00048518+0.060726i,-0.017321+0.1097i,-0.022574+0.12668i,-0.0077509+0.081806i,-0.010544+0.0041928i,-0.036405-0.047889i
0.089016-0.030946i,0.1465-0.15732i,0.22682-0.28315i,0.31586-0.38702i,0.28737-0.43361i,0.10503-0.38904i,-0.083092-0.3118i,-0.20392-0.23976i,-0.24022-0.16578i,-0.18582-0.1106i,-0.10428-0.08644i,-0.038596-0.076975i,0.014629-0.076392i,0.044156-0.086645i,0.026421-0.085517i,-0.011554-0.04617i,-0.023365-0.0029052i,-0.0251-0.0074933i,-0.048639-0.043009i,-0.077755-0.05227i,-0.071633-0.01206i,-0.016907+0.022716i,0.037369+0.0093649i
-0.051096+0.063479i,0.0057749+0.091164i,0.050972+0.0075365i,0.0090943-0.033138i,-0.023011+0.21565i,0.10558+0.55554i,0.32391+0.54668i,0.3763+0.27296i,0.2543+0.103i,0.15999+0.080881i,0.10149+0.082919i,0.039244+0.084276i,0.0036437+0.080076i,0.0079563+0.063509i,0.039343+0.022857i,0.041056-0.031995i,0.0089229-0.039631i,-0.0081033+0.0016494i,-0.0069381+0.047579i,-0.0079785+0.060381i,-0.02136+0.021755i,-0.042555-0.018158i,-0.056744-0.012032i
-0.014896-0.068667i,-0.13951-0.063359i,-0.27392+0.04687i,-0.32596+0.20428i,-0.21059+0.24075i,-0.044257+0.13177i,-0.0059034+0.049664i,0.0057077+0.020862i,0.061373-0.057102i,0.066191-0.12675i,0.052521-0.10746i,0.072656-0.059281i,0.071056-0.025662i,0.028804+0.013187i,-0.0040243+0.062603i,-0.0076901+0.096357i,-0.015726+0.098053i,-0.049695+0.073798i,-0.083978+0.040756i,-0.077211+0.019495i,-0.022299+0.018407i,0.046535+0.011615i,0.082613-0.026072i
0.05092+0.063929i,0.1182+0.073808i,0.089941+0.11614i,0.011393+0.1585i,-0.054594+0.056848i,-0.13782-0.087783i,-0.17982-0.030544i,-0.068441+0.10994i,0.068845+0.11049i,0.070476+0.062912i,0.034683+0.092082i,0.045206+0.11331i,0.043161+0.072833i,0.0039643+0.020365i,-0.026943-0.018866i,-0.016461-0.060668i,0.016998-0.11865i,0.056902-0.16539i,0.07784-0.17605i,0.046289-0.14229i,-0.0038776-0.06149i,-0.021696+0.030975i,-0.0028522+0.090021i
-0.073634-0.029067i,-0.063249+0.026847i,0.10609-0.024249i,0.31509-0.24282i,0.30566-0.44826i,0.08005-0.43081i,-0.12764-0.25105i,-0.23463-0.077698i,-0.26339+0.015092i,-0.22745+0.016136i,-0.16769-0.024877i,-0.11377-0.050372i,-0.066079-0.062777i,-0.036838-0.075194i,-0.022137-0.074206i,-0.011622-0.060838i,-0.00531-0.025408i,0.013991+0.046556i,0.059517+0.10208i,0.08947+0.081557i,0.053269+0.0086973i,-0.018938-0.045618i,-0.053348-0.063823i
0.083773-0.051148i,0.08138-0.12936i,0.069071-0.12733i,0.092837-0.020181i,0.17656+0.15129i,0.33823+0.25417i,0.50815+0.1059i,0.5036-0.17727i,0.33545-0.30243i,0.20186-0.24215i,0.14676-0.14528i,0.10848-0.068783i,0.082046-0.012661i,0.062116+0.0081621i,0.024672+0.0065384i,2.3544e-05+0.026669i,0.015241+0.054302i,0.036107+0.064112i,0.043391+0.059406i,0.035758+0.032954i,0.021467-0.0036449i,0.015071-0.036149i,0.0040283-0.041488i
-0.039269+0.099205i,-0.0015317+0.19781i,-0.010368+0.2848i,-0.058952+0.37873i,-0.072357+0.4382i,-0.02258+0.38564i,0.052574+0.2697i,0.097026+0.16718i,0.072937+0.098872i,0.034694+0.07881i,0.046613+0.069987i,0.07435+0.023466i,0.058786-0.029028i,0.012542-0.021303i,0.0094421+0.010088i,0.028717-0.0089003i,-0.0096884-0.040825i,-0.090227-0.027485i,-0.15572+0.031757i,-0.14436+0.091945i,-0.04682+0.095024i,0.039787+0.045797i,0.04983-0.0060471i
-0.0048464-0.12975i,-0.12761-0.17623i,-0.2126-0.16995i,-0.14969-0.18204i,0.01151-0.29418i,0.047628-0.40369i,-0.12454-0.29898i,-0.18413-0.044487i,-0.0026589+0.067555i,0.11328+0.03413i,0.087284+0.073553i,0.092727+0.16624i,0.12926+0.17247i,0.11914+0.10016i,0.074061+0.036947i,0.046208+0.032068i,0.057546+0.038811i,0.078218+0.0011936i,0.076619-0.069117i,0.041824-0.10441i,-0.0036222-0.055813i,-0.0056469+0.014305i,0.022269+0.02009i
0.36404+8.9983i,0.79761+9.5644i,2.8517+9.4644i,3.8264+5.3449i,3.6239+1.0849i,2.2481-1.2978i,0.70128-1.0658i,0.46901+0.13492i,1.0867+0.649i,1.6263+0.43508i,1.6294+0.090179i,1.506-0.022422i,1.5483-0.12701i,1.4069-0.20161i,1.1508-0.29988i,0.774-0.4256i,0.26572-0.37182i,-0.10161-0.21292i,-0.2534-0.083781i,-0.17326+0.067809i,0.085152+0.18958i,0.2958+0.17876i,0.30091+0.107i
-0.082866+0.0054545i,-0.092788+0.091182i,-0.012743+0.16359i,0.093924+0.1955i,0.11626+0.20892i,0.053518+0.18313i,-0.011771+0.1129i,-0.01823+0.065666i,0.040567+0.041516i,0.094517+0.013448i,0.11968+0.045344i,0.15779+0.094469i,0.15892+0.054866i,0.06729-0.0074043i,-0.029292-0.020546i,-0.059676-0.028957i,-0.063854-0.047422i,-0.048032-0.040487i,0.00030931-0.018061i,0.033297-0.0082092i,0.019267+0.0028325i,-0.01485+0.017254i,-0.039473+0.011042i
0.08182-0.049225i,0.061116-0.10277i,0.03254-0.023679i,0.10812+0.14449i,0.27528+0.17621i,0.31607+0.017418i,0.1309-0.085348i,-0.037956-0.026736i,-0.039412-0.0027915i,-0.023011-0.057509i,-0.056484-0.023666i,-0.040294+0.07552i,0.022136+0.09122i,0.040735+0.038481i,0.034828+0.014384i,0.061268+0.016287i,0.08938+0.0032055i,0.098611-0.018378i,0.10098-0.048206i,0.077798-0.082649i,0.028349-0.091653i,-0.015999-0.076699i,-0.044871-0.045263i
-0.053077+0.098879i,0.0070175+0.14159i,0.03777+0.092993i,0.007092-0.010513i,-0.044221-0.087288i,-0.12346-0.08114i,-0.23595+0.029933i,-0.28079+0.15221i,-0.21932+0.16544i,-0.14213+0.11906i,-0.075559+0.11162i,-0.0011497+0.11436i,0.046351+0.066829i,0.044394+0.0013713i,0.024066-0.021195i,0.03037-0.018593i,0.036019-0.041601i,0.010567-0.072058i,-0.019879-0.065603i,-0.039909-0.017613i,-0.040622+0.037701i,-0.015674+0.054476i,0.014933+0.022076i
-0.01658-0.1213i,-0.089513-0.18547i,-0.087167-0.3i,-0.050492-0.48384i,-0.067688-0.57284i,-0.088677-0.41065i,-0.062578-0.11748i,-0.051429+0.10278i,-0.090176+0.19823i,-0.092131+0.20028i,-0.014723+0.14634i,0.047336+0.08898i,0.054065+0.057296i,0.0286+0.026984i,-0.010863+0.0036007i,-0.037355+0.0032605i,-0.046696+0.013145i,-0.05265+0.01773i,-0.052585+0.01679i,-0.036737+0.031668i,-0.0062875+0.054591i,0.019453+0.050361i,0.0099374+0.0039925i
0.077933+0.06857i,0.15271+0.0053963i,0.1376-0.083823i,0.062549-0.15177i,0.034106-0.20993i,0.053456-0.27624i,0.063111-0.26359i,0.090191-0.13681i,0.16333-0.017119i,0.22946+0.010128i,0.23751-0.00099478i,0.18814-0.0022851i,0.11159+0.0051951i,0.039565+0.016589i,-0.008645+0.022536i,-0.024281+0.019341i,-0.013385+0.0083393i,0.012258-0.013236i,0.028805-0.047435i,0.025138-0.072443i,0.020669-0.0652i,0.011275-0.037464i,-0.018549+0.00090025i
-0.11397-0.021279i,-0.14807+0.11402i,-0.1186+0.28002i,-0.074491+0.41391i,-0.081664+0.42368i,-0.13204+0.29845i,-0.13947+0.17937i,-0.075112+0.10124i,-0.025968+0.013194i,-0.011409-0.056314i,0.016182-0.10951i,0.014018-0.13791i,-0.017551-0.088593i,-0.0099325-0.011485i,0.013267+0.010209i,0.0039086-0.005718i,-0.019535-0.010894i,-0.036718-0.0028896i,-0.036536+0.011211i,-0.012975+0.012465i,0.014034-0.011769i,0.026284-0.030188i,0.030068-0.012604i
0.11813-0.056249i,0.075737-0.12747i,-0.014502-0.11124i,-0.10381-0.031727i,-0.18566+0.045782i,-0.24501+0.14652i,-0.20857+0.25146i,-0.083633+0.24653i,-0.003982+0.12655i,-0.019903+0.014885i,-0.049948-0.065197i,-0.066819-0.11515i,-0.071827-0.081195i,-0.030238-0.001971i,0.014647+0.039583i,0.016295+0.051958i,0.011727+0.070534i,0.025582+0.083561i,0.046814+0.074884i,0.053781+0.046731i,0.032998+0.015559i,0.0057058-0.0075282i,-0.013178-0.030126i
-0.050694+0.10702i,-0.0011952+0.12846i,0.016734+0.031005i,-0.038656-0.12603i,-0.082944-0.16729i,-0.014437-0.073847i,0.072948-0.0087554i,0.029934+0.0011167i,-0.084119+0.052547i,-0.12458+0.10042i,-0.10756+0.049594i,-0.11159-0.030063i,-0.10343-0.036926i,-0.045427-0.0030953i,0.0056108+0.011831i,0.015199+0.014232i,0.015055+0.011716i,0.015848+0.0037267i,0.015533-0.00057378i,0.019822-0.0038393i,0.02231-0.0024458i,0.017144+0.0050099i,0.0054247+0.013107i
-0.0033455-0.11929i,-0.064155-0.13397i,-0.0099262-0.10267i,0.15814-0.08463i,0.28823-0.11369i,0.27971-0.16847i,0.16467-0.18554i,0.012472-0.1022i,-0.098848+0.027005i,-0.10962+0.083046i,-0.070495+0.063601i,-0.066842+0.0456i,-0.073465+0.060887i,-0.040665+0.064172i,-0.0038213+0.037178i,0.0013675+0.016929i,-0.0029754+0.019169i,-0.00016061+0.019212i,-0.0097546-0.0013413i,-0.032087-0.025151i,-0.039784-0.034552i,-0.020554-0.030087i,0.0092216-0.020522i
0.097265+0.1025i,0.18587+0.059731i,0.21605+0.014597i,0.20387-0.012226i,0.15286-0.067505i,0.048367-0.12812i,-0.022447-0.11093i,-0.016948-0.037746i,-0.0029259+0.043929i,-0.0061937+0.087435i,-0.020198+0.067416i,-0.03875+0.039499i,-0.04017+0.027456i,-0.031208+0.0061653i,-0.022955-0.026935i,-0.0097811-0.060306i,0.012732-0.080791i,0.036238-0.081963i,0.032789-0.063531i,0.0027318-0.032322i,-0.022161-0.014592i,-0.036308-0.015811i,-0.038392-0.013269i
-0.13027-0.029923i,-0.18538+0.031349i,-0.24429+0.060716i,-0.33647+0.07866i,-0.38835+0.10591i,-0.3399+0.10063i,-0.28344+0.048418i,-0.25392-0.0014606i,-0.1898-0.025136i,-0.11601-0.026483i,-0.071429-0.020451i,-0.046067-0.025086i,-0.033211-0.020317i,-0.012378+0.0042249i,0.0083872+0.011221i,-0.00054341-0.0021626i,-0.020319-0.014759i,-0.022469-0.031841i,-0.00797-0.047413i,0.00046434-0.038036i,-0.012667-0.0041594i,-0.027514+0.030787i,-0.018871+0.0507i
0.10085-0.033575i,0.065605-0.12458i,-0.042137-0.17185i,-0.16675-0.17507i,-0.24212-0.13619i,-0.23914-0.023719i,-0.18666+0.11395i,-0.11418+0.16852i,-0.056352+0.093557i,-0.053391-0.023739i,-0.073641-0.077278i,-0.070775-0.070254i,-0.043509-0.041688i,-0.0094973-0.011349i,0.015609+0.016374i,0.02476+0.041633i,0.020497+0.05513i,0.0068644+0.048682i,-0.0049758+0.026378i,-0.0013124+0.011813i,0.022793+0.014205i,0.048826+0.012558i,0.054096-0.0016464i
-0.083882+0.1168i,0.0024841+0.15502i,0.095137+0.086816i,0.14079-0.031669i,0.15389-0.097124i,0.16771-0.10201i,0.19734-0.082307i,0.18957-0.053374i,0.096142-0.0086971i,0.0052005+0.021738i,-0.023748+0.00016335i,-0.03421-0.03131i,-0.032734-0.033566i,-0.010783-0.028341i,0.010247-0.023579i,0.019967-0.016909i,0.018827-0.014133i,0.011497-0.0095831i,-0.00034239-0.0016314i,-0.015321+0.0051597i,-0.025302+0.0038911i,-0.033905-0.0048609i,-0.041132-0.0087206i
-0.013663-0.1324i,-0.061631-0.085964i,0.0042894+0.047592i,0.14932+0.16284i,0.20838+0.16683i,0.12871+0.06995i,0.023832-0.037058i,-0.030957-0.083905i,-0.035019-0.066017i,0.0033876-0.027013i,0.02519+0.0078914i,0.013378+0.04721i,0.011004+0.063517i,0.0042634+0.036191i,-0.02351+0.00059945i,-0.051168-0.012007i,-0.057422-0.0069114i,-0.042998-0.0017688i,-0.026277-0.0020221i,-0.015518-0.0017727i,-0.0082308+0.0029i,-0.0094398+0.011443i,-0.018921+0.022474i
0.07476+0.086188i,0.10823+0.054782i,0.06453+0.049882i,0.0070733+0.091959i,-0.020909+0.10574i,-0.062701+0.079642i,-0.12567+0.095308i,-0.1223+0.14359i,-0.045537+0.12604i,-0.0007808+0.05751i,-0.0068796+0.014282i,-0.012447-0.0042136i,-0.012864-0.021313i,-0.023438-0.025154i,-0.031175-0.008837i,-0.025253+0.0027901i,-0.014723-0.0056747i,-0.013074-0.021557i,-0.023658-0.023434i,-0.023773-0.0030372i,0.0011632+0.018244i,0.027922+0.022241i,0.041573+0.02241i
-0.12631-0.057317i,-0.17335-0.011853i,-0.22208-0.030782i,-0.33784-0.078743i,-0.42778-0.035505i,-0.35651+0.067718i,-0.21135+0.095376i,-0.13281+0.04538i,-0.11352+0.00098998i,-0.11043-0.0036687i,-0.09187+0.011994i,-0.056771+0.0082764i,-0.036779-0.0022074i,-0.01943+0.010468i,0.011561+0.019701i,0.030881+0.0076552i,0.019839-0.0064978i,-0.0085614-0.0079816i,-0.019181+0.0016283i,-0.00064576+0.0071573i,0.018691-0.00131i,0.022811-0.0086938i,0.026863-0.01068i
0.13829-0.066005i,0.10548-0.16564i,0.046523-0.20814i,0.036553-0.19442i,0.064329-0.13885i,0.065715-0.042359i,0.04035+0.047982i,0.014949+0.099062i,0.011966+0.10039i,0.018011+0.058933i,0.013695+0.023257i,0.0081828+0.0079363i,-0.00044652+0.0044264i,-0.0024583+0.010215i,0.010246+0.0096793i,0.014065+0.0051569i,0.0037695+0.017519i,-0.0030456+0.04263i,-0.00067753+0.054912i,0.0029664+0.044429i,-0.00086682+0.031145i,-0.0038856+0.0269i,-0.0058611+0.019348i
-0.038528+0.12848i,0.068937+0.15265i,0.18365+0.092335i,0.23892+0.010244i,0.23733-0.015078i,0.25251+0.0029606i,0.3119+0.002867i,0.32063-0.020752i,0.22595-0.028997i,0.13835-0.015164i,0.11673-0.021173i,0.094118-0.040709i,0.053831-0.037296i,0.027825-0.02502i,0.011403-0.026888i,-0.0061436-0.031667i,-0.01154-0.020654i,0.0072631+0.00022531i,0.032522+0.0098668i,0.035164-0.0032787i,0.012565-0.020617i,-0.011029-0.019149i,-0.017326-0.0058287i
-0.01344-0.11004i,-0.10414-0.046428i,-0.11622+0.119i,-0.026348+0.25103i,0.069605+0.22428i,0.10669+0.059763i,0.082076-0.11007i,0.036252-0.20021i,0.012768-0.20872i,0.0035382-0.16072i,-0.013035-0.10145i,-0.035949-0.05127i,-0.04508-0.007679i,-0.038339+0.01521i,-0.044144+0.022924i,-0.056746+0.043318i,-0.042077+0.063194i,-0.011338+0.053526i,0.0029098+0.023461i,-0.0018114+0.00036596i,-0.0026921-0.0036321i,0.011708-0.0020985i,0.020328-0.011696i
0.10742+0.11221i,0.14353+0.027581i,0.034951-0.04308i,-0.10574-0.0082697i,-0.14557+0.014913i,-0.17941-0.023797i,-0.24541-0.02203i,-0.23652+0.012369i,-0.1519+0.020944i,-0.082283+0.0071i,-0.056937-0.011041i,-0.044939-0.02344i,-0.024825-0.024372i,-0.0092939-0.014598i,0.0039596+0.0070068i,0.03819+0.019968i,0.074454+0.0027923i,0.077581-0.024459i,0.050907-0.036727i,0.025157-0.031222i,0.016294-0.022105i,0.015586-0.022213i,0.0076268-0.021898i
-0.17763+0.0092302i,-0.1751+0.10027i,-0.097572+0.068113i,-0.062582-0.097627i,-0.090817-0.20672i,-0.10409-0.17048i,-0.1234-0.083647i,-0.15913-0.0065309i,-0.15911+0.028376i,-0.13329+0.020361i,-0.092153+0.017145i,-0.043467+0.0098385i,-0.019112-0.00347i,-0.0069949+0.0051698i,0.01853+0.01949i,0.041731+0.0058236i,0.037512-0.025342i,0.019638-0.046264i,0.0077274-0.04795i,-0.0014692-0.031258i,-0.0072168-0.0085296i,-0.0079226+0.0051484i,-0.0044309+0.012968i
0.11887-0.12042i,0.077256-0.25222i,0.027688-0.28326i,0.049959-0.20431i,0.068534-0.10338i,0.023841-0.027555i,-0.00085255+0.035254i,0.022436+0.089373i,0.044434+0.10504i,0.054952+0.061515i,0.040866-0.0046183i,0.0067655-0.034277i,-0.020221-0.027199i,-0.020725-0.0094834i,0.0071527-0.011531i,0.019247-0.037015i,-0.00029127-0.045584i,-0.013842-0.030592i,-0.013756-0.019947i,-0.017152-0.012427i,-0.020383+0.0023354i,-0.017849+0.014574i,-0.0132+0.019604i
-0.044016+0.19725i,0.13949+0.30472i,0.34121+0.24649i,0.37981+0.082193i,0.30987-0.0080234i,0.27806-0.023399i,0.27422-0.032604i,0.22595-0.034029i,0.14088-0.023156i,0.070434-0.0050146i,0.028325+0.0071696i,-0.0019155+0.024827i,-0.01027+0.053122i,0.012345+0.049546i,0.020417+0.00432i,-0.0092765-0.029812i,-0.037177-0.031719i,-0.041508-0.024597i,-0.036255-0.011718i,-0.025088+0.0074839i,-0.013636+0.012701i,-0.012021+0.0037424i,-0.009934-0.00097512i
-0.10335-0.24206i,-0.34435-0.21601i,-0.49652-0.00013226i,-0.44824+0.21834i,-0.3573+0.25739i,-0.29915+0.20744i,-0.19614+0.11674i,-0.10119-0.037685i,-0.055511-0.12806i,-0.020729-0.10707i,-0.0058606-0.053839i,-0.0023662-0.0040447i,0.021737+0.021796i,0.031189+0.0075358i,-0.012349-0.010672i,-0.065332+0.0067997i,-0.081438+0.038931i,-0.073391+0.051783i,-0.050533+0.042578i,-0.015898+0.021275i,0.0092419+0.0023755i,0.015908-0.0056616i,0.0098358-0.0075134i
