-0.000584+8.7232e-05i,-8.2641e-05-0.0018019i,-0.0019849-0.0017409i,-0.0025928-0.0011401i,-0.0022166-0.00024341i,-0.0021293+0.00083918i,-0.0017477+0.00090522i,-0.0011794+0.00071524i,-0.00024777+0.00069443i,0.00091679+0.00057119i,0.0010127-0.00024687i,0.00038112-0.00074198i,0.00010739-0.0012001i,-0.00014437-0.0014121i,-0.00021352-0.0010322i,-0.00013844-0.00037102i,-0.00058886+0.00022962i,-0.00017712-0.00019797i,0.00045825-0.00088534i,0.00027894-0.0014137i,8.4026e-05-0.00076495i,-0.00038561+0.00026871i,2.7419e-05+0.0003916i
-0.12052-0.13629i,-0.18247-0.24721i,-0.18444-0.28289i,-0.13333-0.18602i,-0.076689-0.052346i,-0.049311+0.014522i,-0.047625+0.02833i,-0.038747+0.024861i,-0.017205+0.012533i,-0.0026114+0.0017148i,0.0022611-0.00074319i,0.0055054+0.00019743i,0.0089298+0.00057835i,0.0081307-0.00092751i,0.0030149-0.0042359i,-0.0007975-0.0042896i,-0.0040662+0.00082832i,-0.0080702+0.0068763i,-0.010563+0.0085477i,-0.0073926+0.0058693i,-0.0027798+0.0030274i,-0.0017965-0.0011338i,-0.0026893-0.0072505i
0.10872-0.16113i,0.19537-0.26906i,0.23088-0.29331i,0.17268-0.21459i,0.086427-0.10988i,0.028875-0.048556i,-0.012344-0.032495i,-0.031734-0.025845i,-0.023337-0.019091i,-0.01125-0.018375i,-0.0089748-0.015672i,-0.008764-0.0052714i,-0.0054334+0.0051053i,-0.0024172+0.0062285i,-0.0013582+0.0011204i,-0.0015402-0.0021331i,-0.0029412-0.0025829i,-0.0056648-0.0025932i,-0.0066431-0.0032846i,-0.0039976-0.0034752i,-0.00021362-0.0034344i,0.0035406-0.0045183i,0.0078909-0.007082i
0.19598+0.061599i,0.32982+0.10341i,0.35125+0.11606i,0.22362+0.072627i,0.066943+0.0084667i,-0.011872-0.039762i,-0.022462-0.068779i,-0.014618-0.066101i,-0.0067447-0.040068i,-0.0021881-0.019396i,-0.0033009-0.0095782i,-0.0071293-0.0020497i,-0.011087+0.004374i,-0.01118+0.007192i,-0.0050074+0.0059871i,-0.00028634+0.0024295i,-0.0024381-0.0012223i,-0.0059178-0.0053441i,-0.0055923-0.0085395i,-0.0037066-0.0077534i,-0.0025865-0.0038203i,0.0010674+0.0016919i,0.0068413+0.006166i
0.00074449+0.21321i,0.0078652+0.35796i,0.021134+0.39041i,0.039207+0.27308i,0.046103+0.12991i,0.039181+0.046213i,0.037321+0.0048019i,0.03033-0.0093238i,0.017261-0.0043144i,0.012425+0.00013639i,0.011578-0.0045683i,0.0059409-0.011764i,-0.0026577-0.015067i,-0.00675-0.012473i,-0.0049467-0.0062394i,-0.0014767-0.0011164i,0.0026785+0.00027232i,0.0080068-0.00011476i,0.010352-0.00022777i,0.0090624-0.00070346i,0.005067+0.00014571i,3.1805e-05+0.0035414i,-0.0027321+0.0096159i
-0.20059+0.057057i,-0.34445+0.11051i,-0.37701+0.13173i,-0.25896+0.088533i,-0.10668+0.019524i,-0.006939-0.008689i,0.043361+0.0081636i,0.052316+0.022269i,0.033683+0.023646i,0.016291+0.019359i,0.011348+0.010781i,0.011121+0.00014672i,0.0089939-0.010363i,0.0028382-0.013052i,-0.0041241-0.0071008i,-0.0057127-0.0020238i,-0.0025094-0.001244i,0.00085669-0.002099i,0.0029966-0.00062513i,0.0038281+0.00081305i,0.00085374-0.00031762i,-0.0056331-0.00036149i,-0.012369+0.0024412i
-0.11105-0.18138i,-0.2132-0.29866i,-0.25594-0.30094i,-0.18763-0.16573i,-0.084785-0.025916i,-0.031039+0.036453i,-0.019649+0.051949i,-0.016103+0.040522i,-0.013306+0.017082i,-0.0091222+0.0070601i,-0.00068436+0.0090722i,0.010467+0.0099609i,0.019247+0.0073481i,0.018583+0.0037i,0.009829+0.00048989i,0.0015991-0.00062194i,-0.0036748+0.0022021i,-0.0088648+0.0086647i,-0.010518+0.013439i,-0.006276+0.012179i,-0.0017566+0.0065468i,-0.0013402-0.0013238i,-0.0045189-0.0085511i
0.14291-0.16219i,0.21588-0.30871i,0.20374-0.37542i,0.12144-0.29104i,0.060335-0.14979i,0.025807-0.054113i,-0.015739-0.0042962i,-0.037034+0.01814i,-0.033537+0.012801i,-0.028677+0.0023683i,-0.023603+0.0051377i,-0.013569+0.014391i,-0.0023596+0.020132i,0.0021312+0.015967i,0.00058109+0.0063219i,-0.00063524-0.00048107i,-0.00081605-0.004177i,-0.0024814-0.0056934i,-0.0043712-0.0045791i,-0.0042835-0.0031056i,-0.0023568-0.0041416i,0.0015406-0.008113i,0.0045943-0.012431i
0.1938+0.089277i,0.34915+0.10992i,0.38928+0.07507i,0.24111+0.026024i,0.047161+0.0098951i,-0.048225-0.0049678i,-0.063589-0.034504i,-0.045302-0.041668i,-0.013953-0.027799i,0.0030597-0.016068i,-0.00041518-0.0076604i,-0.0096637+0.0021195i,-0.01646+0.011185i,-0.017385+0.014107i,-0.012118+0.0088976i,-0.0065067+0.0010378i,-0.0062063-0.0045531i,-0.0095047-0.0094238i,-0.011424-0.01282i,-0.010103-0.010706i,-0.0059108-0.0051204i,0.0011711-0.00048341i,0.0098952+0.00089548i
-0.03225+0.20888i,0.0093515+0.35862i,0.085857+0.39408i,0.12434+0.26453i,0.094225+0.1125i,0.04909+0.035243i,0.020621-0.0049762i,0.0029589-0.020081i,0.0027234-0.012894i,0.010698-0.012199i,0.0072416-0.019421i,-0.0049859-0.02216i,-0.013928-0.020697i,-0.014131-0.017988i,-0.008588-0.014471i,-0.0035677-0.0089654i,0.001363-0.0037249i,0.0057036-0.0017072i,0.0068876-0.003152i,0.0055025-0.0049493i,0.003561-0.0034279i,0.0022117+0.0016405i,0.0029801+0.0074093i
-0.1981+0.029876i,-0.325+0.11882i,-0.34668+0.20002i,-0.23599+0.16331i,-0.10739+0.039937i,-0.024386-0.039809i,0.034071-0.049439i,0.051653-0.033802i,0.033707-0.0097125i,0.017686+0.0061323i,0.011659+0.0049803i,0.0097669-0.0042953i,0.0064532-0.015308i,0.00085871-0.021121i,-0.0013364-0.018296i,-0.00034309-0.012296i,0.0011237-0.0092087i,0.0018946-0.0081527i,0.00085432-0.0065803i,0.00050034-0.0055297i,-0.00012855-0.0035871i,-0.0039532+0.00104i,-0.0082141+0.0075709i
-0.073844-0.17765i,-0.20002-0.26679i,-0.28159-0.23958i,-0.20861-0.10844i,-0.065458-0.0010427i,0.0074066+0.024772i,0.014806+0.021567i,0.0018632+0.014178i,-0.013767+0.0076389i,-0.013338+0.010699i,0.0010053+0.012826i,0.014859+0.0097811i,0.022891+0.004173i,0.02335-0.00039077i,0.018852-0.0019707i,0.013469-0.0017781i,0.0071994+0.0020495i,0.00038769+0.0081857i,-0.0036808+0.010471i,-0.0031069+0.007682i,2.5602e-05+0.0027637i,-0.00020284-0.0023694i,-0.0052581-0.0048905i
0.14394-0.11366i,0.17015-0.27212i,0.1059-0.37533i,0.023936-0.31546i,0.010591-0.17632i,0.031616-0.068i,0.027334+0.0086651i,0.015214+0.045109i,0.0038675+0.037327i,-0.0074595+0.022652i,-0.0097426+0.017842i,-0.0079145+0.01831i,-0.0027359+0.020607i,0.0033763+0.018628i,0.0064473+0.012642i,0.008076+0.0073852i,0.0075561+0.0037418i,0.0040526-0.00081265i,0.00051136-0.0054627i,-6.2336e-05-0.0066984i,0.0015365-0.0053389i,0.0024711-0.0051687i,0.00046358-0.0074363i
0.1434+0.10215i,0.29597+0.076459i,0.35502-0.0016766i,0.2284-0.025845i,0.048989+0.026143i,-0.039979+0.057712i,-0.060253+0.033871i,-0.047199+0.0054521i,-0.017016-0.0095337i,-0.0010303-0.014189i,-0.0037181-0.010235i,-0.012496-0.0025276i,-0.019818+0.0088043i,-0.020397+0.018258i,-0.01492+0.020509i,-0.0092137+0.017298i,-0.0072656+0.010519i,-0.010464+0.00163i,-0.013458-0.0060025i,-0.0096317-0.0064004i,-0.0021333-0.0012393i,0.0048985+0.0012532i,0.0095531-0.0018524i
-0.050781+0.14111i,0.031578+0.26558i,0.15762+0.29051i,0.19474+0.17537i,0.12859+0.062195i,0.044422+0.031743i,-0.015714+0.023964i,-0.043487+0.020508i,-0.032715+0.015695i,-0.016614-0.0025587i,-0.014355-0.015135i,-0.014157-0.019732i,-0.01575-0.023492i,-0.019115-0.021877i,-0.020249-0.013501i,-0.016302-0.0024755i,-0.0085218+0.0029618i,-0.00073395+0.00010184i,0.0042699-0.00562i,0.0050362-0.0072798i,0.0025445-0.0040619i,0.00032203+0.001099i,0.0014582+0.0046388i
-0.12589-0.014758i,-0.21857+0.10189i,-0.22611+0.22852i,-0.15746+0.20708i,-0.11073+0.068722i,-0.08288-0.038651i,-0.031616-0.077785i,0.0020205-0.075482i,0.0067359-0.043272i,0.0073947-0.013893i,0.0089585-0.0054674i,0.012448-0.00983i,0.010517-0.021125i,-0.00061168-0.026972i,-0.010145-0.023704i,-0.011422-0.017673i,-0.0083343-0.013837i,-0.004078-0.015406i,-0.00023632-0.016545i,0.00061532-0.012629i,-0.0013414-0.0060081i,-0.0040434+0.0019694i,-0.0033119+0.0090062i
-0.011995-0.11366i,-0.14346-0.1596i,-0.25402-0.10809i,-0.18951-0.015007i,-0.041919+0.01189i,0.020066-0.016577i,0.0092866-0.037284i,-0.012567-0.039579i,-0.023743-0.027477i,-0.011117-0.012877i,0.007502-0.0064864i,0.018263-0.00059571i,0.025699+0.0031498i,0.027606-0.0013784i,0.022357-0.0093541i,0.011917-0.012693i,0.0032921-0.0087393i,0.0035027-0.0019867i,0.0070658+0.001502i,0.0072703+0.0004494i,0.0045229-0.0025072i,-0.00091548-0.0032598i,-0.0065805-0.00011675i
0.087014-0.03287i,0.072834-0.16457i,-0.033593-0.2739i,-0.11168-0.24365i,-0.064936-0.15135i,0.024948-0.08626i,0.073888-0.027665i,0.081555+0.0093577i,0.054911+0.014062i,0.024268+0.016386i,0.013129+0.018155i,0.0084299+0.019105i,0.0074172+0.020872i,0.012308+0.016277i,0.016296+0.0088321i,0.016452+0.0036858i,0.016438+0.0017639i,0.017361-0.00066799i,0.015367-0.0058929i,0.011731-0.0084137i,0.0088419-0.006041i,0.0051141-0.0045173i,-0.0013258-0.0028584i
0.03908+0.058909i,0.15187+0.0079746i,0.22467-0.09604i,0.16908-0.096813i,0.074146+0.025309i,0.032218+0.094664i,0.0092125+0.066513i,-0.010306+0.02416i,-0.010999+0.0016277i,-0.0049506-4.1682e-05i,-0.0014848+0.0063408i,-0.005772+0.0059467i,-0.0128+0.0055944i,-0.01059+0.011141i,-0.0027651+0.015978i,0.0024118+0.014817i,0.0016684+0.010384i,-0.0022884+0.0073151i,-0.0039669+0.0051818i,-0.00087738+0.0036197i,0.0028919+0.0023957i,0.003794-0.0014738i,0.0015818-0.0070449i
-0.033182+0.026122i,0.044319+0.085468i,0.17287+0.089003i,0.20018+0.01534i,0.11379-0.022582i,0.033788+0.02254i,-0.011948+0.071882i,-0.029472+0.082924i,-0.022236+0.058295i,-0.020694+0.02632i,-0.024314+0.014632i,-0.016997+0.0063482i,-0.010132-0.0062703i,-0.010669-0.0092168i,-0.015171-0.0022407i,-0.017383+0.0051506i,-0.01587+0.0089695i,-0.011301+0.0098352i,-0.0020475+0.0075874i,0.003093+0.0041632i,0.0010913+0.0045828i,-0.00099683+0.0066374i,0.00084845+0.0035316i
-0.015305-0.029006i,-0.038634+0.060622i,-0.025051+0.19492i,-0.015036+0.21779i,-0.068697+0.1145i,-0.11604+0.0148i,-0.092066-0.046982i,-0.048056-0.075972i,-0.020304-0.067033i,-0.009602-0.041424i,-0.0073917-0.017215i,0.0030894-0.0037039i,0.013334-0.0027247i,0.0075921-0.005695i,-0.0065699-0.007825i,-0.014489-0.0090233i,-0.014425-0.010605i,-0.011949-0.013021i,-0.0085991-0.011503i,-0.003923-0.0068208i,-0.0012509-0.0029463i,0.00013373+0.00032229i,0.0044299+0.001911i
0.029066-0.0062535i,-0.050197+0.004849i,-0.14126+0.053219i,-0.11492+0.06331i,-0.017362-0.00067975i,-0.002386-0.059544i,-0.044601-0.06659i,-0.063768-0.047107i,-0.04883-0.025953i,-0.021946-0.019328i,-0.0095102-0.018506i,-0.0029102-0.0041045i,0.0087516+0.012505i,0.01486+0.010425i,0.01141-0.0050697i,0.00306-0.015956i,-0.00087855-0.017501i,0.0014052-0.015606i,0.0047275-0.010716i,0.0062205-0.0053837i,0.0033654-0.0046672i,-0.0029982-0.0039561i,-0.0047295+0.0012798i
-0.00063244+0.033688i,-0.052089-0.013262i,-0.15492-0.069395i,-0.19924-0.069978i,-0.1271-0.053697i,-0.01153-0.065862i,0.075125-0.062121i,0.10761-0.041854i,0.085529-0.020347i,0.051646-0.0014806i,0.030078+0.0017951i,0.0065405+0.0037352i,-0.010886+0.011504i,-0.0082706+0.0094649i,0.0065609-0.0019535i,0.017601-0.011531i,0.021544-0.014294i,0.022441-0.013809i,0.018781-0.013665i,0.012895-0.0088252i,0.010333-0.0017704i,0.0081995+0.00043642i,0.0026006+0.0037425i
-0.04344-0.011532i,-0.016739-0.082674i,0.029602-0.17608i,0.070821-0.15352i,0.10562-0.021308i,0.11802+0.045889i,0.080537+0.017178i,0.028817-0.0098467i,0.0042416-0.0077921i,0.0043671+0.0021952i,0.0045438+0.0023043i,-0.0098458-0.0062469i,-0.025558-0.0090265i,-0.022051-0.0022607i,-0.0035457+0.0052473i,0.0086997+0.0040534i,0.0084517+0.0020973i,0.0066623+0.007679i,0.0083956+0.010621i,0.0093138+0.0078459i,0.0080298+0.0047004i,0.0056398+0.00052207i,-0.00066621-0.0021616i
0.0020498-0.061116i,0.052143-0.083612i,0.113-0.11174i,0.088434-0.1231i,0.017542-0.08418i,0.0031721+0.00018797i,0.022456+0.073168i,0.033042+0.090736i,0.025846+0.058917i,0.00090137+0.028785i,-0.010234+0.023981i,-0.00093607+0.012204i,0.0069368-0.0074711i,0.0053374-0.0080731i,0.00010409+0.0062691i,-0.00075045+0.018024i,0.00080053+0.022825i,0.00030849+0.022577i,0.001864+0.017403i,0.0033688+0.012097i,0.0011078+0.012044i,-0.00062451+0.01209i,-0.0016931+0.0045799i
0.074212-0.018603i,0.12797+0.023819i,0.18605+0.10381i,0.16542+0.14387i,0.048232+0.12406i,-0.051147+0.078364i,-0.066757+0.017115i,-0.050947-0.031179i,-0.03542-0.041591i,-0.021157-0.030101i,-0.0078062-0.016196i,0.011363-0.01249i,0.024122-0.014889i,0.017207-0.011577i,0.0014094-0.0041494i,-0.0050858+0.0014752i,-0.0061577-0.00061913i,-0.011973-0.0054327i,-0.015589-0.0036102i,-0.010354+0.0024314i,-0.0045385+0.0044161i,-0.0021292+0.0016363i,0.0017207-0.0043692i
0.042535+0.071501i,0.025859+0.11943i,-0.016864+0.14864i,-0.032789+0.082575i,-0.029268-0.035022i,-0.058103-0.06693i,-0.090972-0.014012i,-0.076865+0.035791i,-0.034412+0.041157i,-0.010315+0.01374i,-0.0099158-0.004355i,-0.0095112+0.0034499i,-0.0047537+0.017583i,-0.005183+0.017809i,-0.0093189+0.0057237i,-0.011795-0.0029211i,-0.011182-0.0080903i,-0.0092561-0.015246i,-0.0052737-0.014305i,-0.0014797-0.0066961i,-0.00261-0.0014241i,-0.0046489+0.0022724i,-0.00047588+0.0032284i
-0.06328+0.056814i,-0.11982+0.096076i,-0.1839+0.13215i,-0.18129+0.1521i,-0.10912+0.11672i,-0.029306+0.033026i,0.035316-0.030407i,0.068218-0.049463i,0.064898-0.038034i,0.047512-0.019332i,0.028924-0.0096299i,0.0073008-0.0006628i,-0.0098392+0.0077759i,-0.0115+0.0059584i,-0.0030531-0.0038797i,0.0035812-0.011235i,0.0090202-0.013081i,0.016186-0.017204i,0.016361-0.020416i,0.0102-0.014107i,0.0079008-0.0051073i,0.00938-0.0012016i,0.0096072+0.0023223i
-0.071685-0.068803i,-0.12641-0.1293i,-0.13051-0.20217i,-0.044265-0.20535i,0.073781-0.13053i,0.1104-0.076666i,0.049416-0.067621i,-0.01817-0.05068i,-0.033277-0.019327i,-0.016303-0.0029774i,-0.0077077-0.0040759i,-0.013263-0.0088386i,-0.019476-0.017187i,-0.019072-0.020765i,-0.012157-0.014034i,-0.0039121-0.007138i,0.0056081-0.0022785i,0.017166+0.0013361i,0.02081+0.00032025i,0.012551-0.0011078i,0.0016016-0.0011362i,-0.0056363+0.00096681i,-0.0079176+0.0066428i
0.034292-0.090693i,0.033541-0.16484i,0.0023763-0.19432i,-0.074866-0.13635i,-0.11921-0.049327i,-0.064654+0.0059687i,0.017495+0.031569i,0.057988+0.035606i,0.049801+0.02572i,0.022982+0.022601i,0.017662+0.025365i,0.03048+0.010201i,0.036908-0.013969i,0.029813-0.019975i,0.017914-0.0080381i,0.011691+0.005189i,0.0099823+0.014718i,0.011287+0.019593i,0.012768+0.016097i,0.0085723+0.011385i,0.0010299+0.011753i,-0.0043454+0.0132i,-0.0085875+0.01107i
0.10589+0.0096372i,0.21201-0.013464i,0.30323-0.021662i,0.30136-0.0038251i,0.20183+0.03066i,0.096217+0.039422i,0.038744+0.0019825i,0.0070165-0.028019i,-0.0084301-0.020235i,-0.0031447-0.0020696i,0.010174+3.6257e-05i,0.024466-0.0047914i,0.036373-0.0056905i,0.033709-0.0074421i,0.018121-0.0096614i,0.0048007-0.0065673i,-0.0037318+0.0005774i,-0.007766+0.0090101i,-0.0038147+0.013217i,0.00067412+0.0084576i,-0.0012586-0.00025897i,-0.0057307-0.0067724i,-0.0083739-0.01032i
0.009671+0.098719i,0.042352+0.16974i,0.032488+0.17623i,-0.030964+0.069587i,-0.087301-0.043936i,-0.096428-0.03588i,-0.063162+0.049755i,-0.014165+0.1011i,0.016445+0.085918i,0.01006+0.045652i,-0.0081232+0.032824i,-0.011068+0.045172i,-0.0058026+0.05343i,-0.0014886+0.042313i,-2.7197e-05+0.020539i,-0.0043418+0.0065234i,-0.0083398+0.0010009i,-0.0082061-0.0020937i,-0.0046207-0.0013665i,-0.0028399+0.0011587i,-0.0037966+0.0011333i,-0.001084-0.0017518i,0.0036982-0.0077994i
-0.07561+0.035468i,-0.11822+0.12786i,-0.10057+0.23474i,-0.013107+0.28905i,0.050992+0.25594i,0.056087+0.15928i,0.042878+0.068675i,0.023805+0.016867i,0.0037608-0.0026922i,-0.0063573-0.0024061i,-0.011907+0.004475i,-0.017709+0.015255i,-0.018563+0.021074i,-0.008545+0.015294i,0.004275+0.0040736i,0.0085957-0.0059378i,0.0082127-0.010717i,0.0091747-0.012275i,0.0081886-0.0097981i,0.0060523-0.0042259i,0.0088337-0.0028925i,0.013599-0.0050637i,0.016898-0.0043655i
-0.050049-0.082186i,-0.1413-0.15636i,-0.19503-0.22308i,-0.14586-0.24514i,-0.053779-0.22437i,-0.030545-0.16025i,-0.078514-0.072063i,-0.10727+0.0052526i,-0.081207+0.039519i,-0.048437+0.022302i,-0.043652-0.0023773i,-0.044047-0.011933i,-0.036452-0.020884i,-0.028632-0.021208i,-0.01709-0.0091306i,-0.0039728-0.0015234i,0.0048721-0.00022445i,0.011545+0.0023803i,0.012956+0.0034939i,0.0060047+0.00099472i,-0.0019347+0.0025362i,-0.0037443+0.011412i,0.0017008+0.019486i
0.053366-0.054775i,0.0394-0.12316i,-0.043719-0.11542i,-0.15734+0.0030001i,-0.18871+0.10709i,-0.12651+0.092171i,-0.058055+0.022678i,-0.021687-0.017905i,-0.004715-0.020663i,0.0077758-0.009162i,0.017956-0.0099452i,0.02426-0.017936i,0.0275-0.016303i,0.024035-0.0082332i,0.01593-9.7403e-05i,0.010225+0.0067608i,0.0080402+0.013906i,0.008664+0.02104i,0.011221+0.019748i,0.010033+0.012028i,0.0040473+0.010215i,-0.0012798+0.013597i,-0.0058373+0.016222i
0.081407+0.033929i,0.20107+0.0079769i,0.30346-0.052677i,0.32506-0.12658i,0.26598-0.15935i,0.15998-0.14376i,0.051761-0.12699i,-0.022536-0.098486i,-0.044002-0.044851i,-0.015698-0.012376i,0.015562-0.017784i,0.022304-0.017233i,0.026042-0.0012866i,0.025808+0.00083093i,0.013283-0.0045804i,0.001163-0.00090904i,-0.0047175+0.0071978i,-0.0047428+0.012745i,0.00085913+0.012927i,0.0025119+0.0060962i,-0.0046597-0.0029192i,-0.014895-0.0067869i,-0.020558-0.0037423i
-0.014753+0.070756i,-0.0050398+0.14549i,-0.041431+0.14521i,-0.13011+0.063787i,-0.17617+0.0097207i,-0.11797+0.009333i,-0.018665+0.019101i,0.031382+0.025381i,0.028414+0.024262i,0.009361+0.025023i,-6.238e-05+0.038131i,-0.0035497+0.048701i,-0.012508+0.050567i,-0.013335+0.044586i,-0.0029905+0.028307i,0.00035072+0.010414i,-0.0085443-0.00018052i,-0.015774+2.6585e-06i,-0.010331+0.0075106i,-0.00043687+0.011453i,0.0037327+0.0059443i,0.0045699-0.0053339i,0.0024472-0.015821i
-0.054407-0.0095109i,-0.10685+0.040809i,-0.046145+0.11984i,0.12497+0.19348i,0.22653+0.2035i,0.2068+0.14511i,0.1413+0.076304i,0.064037+0.023259i,-0.0043788-0.0018838i,-0.031674+0.0054226i,-0.025685+0.015242i,-0.024133+0.011336i,-0.029018+0.0070471i,-0.022202+0.0089871i,-0.0088109+0.0090902i,-0.00066685+0.0020673i,-0.0006949-0.0052538i,-0.0041187-0.0016902i,-0.0045836+0.0094048i,-0.00030197+0.010471i,0.0061974-0.00025607i,0.008747-0.0078755i,0.0093886-0.0072595i
-0.011164-0.070386i,-0.087155-0.18018i,-0.15987-0.26932i,-0.19768-0.27921i,-0.19422-0.21755i,-0.16083-0.10043i,-0.11596+0.011807i,-0.071677+0.056846i,-0.041545+0.042361i,-0.035982+0.010769i,-0.042476-0.003956i,-0.035444-0.01385i,-0.027186-0.029423i,-0.031079-0.02561i,-0.028796-0.0038437i,-0.012456+0.0085091i,0.0023589+0.0064565i,0.0034687+0.0047196i,-0.0044857+0.0086034i,-0.0098885+0.013613i,-0.0082582+0.01915i,-0.00087861+0.024754i,0.0087311+0.024987i
0.066827-0.011074i,0.12736-0.02437i,0.10517+0.056198i,0.0039077+0.19118i,-0.056195+0.24311i,-0.065508+0.17904i,-0.084932+0.077684i,-0.091778-0.0028909i,-0.067533-0.044509i,-0.034472-0.042825i,-0.0039494-0.031182i,0.016222-0.025891i,0.023966-0.018611i,0.017432-0.016395i,0.00063904-0.013252i,-0.0060568-0.0010607i,-0.00055289+0.0082154i,0.00058257+0.0068427i,-0.0049348-0.0007539i,-0.0086383-0.0017478i,-0.0092052+0.0040667i,-0.010016+0.0080714i,-0.010493+0.011946i
0.069202+0.043052i,0.20236+0.074224i,0.30634+0.02019i,0.2924-0.13898i,0.17674-0.26788i,0.030764-0.26431i,-0.06954-0.18647i,-0.093322-0.10829i,-0.061324-0.052143i,-0.017286-0.030947i,0.0017249-0.024173i,0.0071954-0.0045506i,0.017322+0.0087875i,0.018517-0.00021956i,0.0048148-0.010533i,-0.0099342-0.0078328i,-0.016872-0.0019732i,-0.016589-0.0044081i,-0.01352-0.010906i,-0.015392-0.014048i,-0.023367-0.010273i,-0.029235-0.0042447i,-0.025606-0.0005447i
-0.058714+0.057735i,-0.16841+0.12535i,-0.28307+0.12568i,-0.31218+0.088339i,-0.23631+0.085063i,-0.10927+0.037524i,-0.011083-0.070166i,0.028304-0.12626i,0.033349-0.10175i,0.022142-0.045574i,0.010704+0.0013409i,-0.00067775+0.017917i,-0.013976+0.020237i,-0.0082481+0.021038i,0.0069718+0.008195i,0.004988-0.0061795i,-0.0048981-0.0057921i,-0.0071495+0.0018328i,-0.00026196+0.0075506i,0.0081993+0.004229i,0.0093586-0.0075106i,0.0051473-0.01815i,-0.002001-0.020529i
-0.079153-0.0041554i,-0.19045-0.010412i,-0.1819+0.03147i,0.0084198+0.082536i,0.19678+0.052035i,0.2439-0.025746i,0.20035-0.068108i,0.13142-0.07161i,0.060996-0.044427i,0.022355-0.0095306i,0.0062655-0.00084384i,-0.01023-0.0075219i,-0.016048-0.0064343i,-0.0126-0.00031631i,-0.0087957+5.3158e-05i,-0.0041607-0.0074585i,0.0026141-0.014801i,0.0091694-0.013606i,0.010826-0.0045112i,0.011069-0.0010958i,0.0080235-0.0081681i,-0.00060429-0.01121i,-0.0047493-0.0032977i
0.014325-0.09172i,0.052223-0.24566i,0.047921-0.34138i,-0.044047-0.2822i,-0.12223-0.12115i,-0.0681+0.017439i,0.060493+0.058038i,0.12667+0.029308i,0.099993-0.0042116i,0.038992-0.0122i,0.0026191-0.0025098i,0.0040873-0.00038771i,0.0053102-0.012013i,-0.0097437-0.013765i,-0.014396-0.0014071i,-0.0052706+0.0057893i,-0.0024313+0.0042694i,-0.0089355+0.0021971i,-0.014471+0.0044834i,-0.01048+0.013039i,0.0018277+0.018947i,0.010221+0.017839i,0.0093618+0.013019i
0.10912-0.030964i,0.26055-0.039189i,0.32337+0.0012678i,0.23643+0.073163i,0.12533+0.11328i,0.052545+0.12715i,-0.0010731+0.14195i,-0.013499+0.12097i,-0.010913+0.055579i,-0.019142+0.011807i,-0.012333+0.0067943i,-0.00010075+0.0075278i,0.0028699+0.004264i,0.00046289-0.0081427i,-0.0043985-0.019179i,-0.002654-0.014743i,0.0046145-0.0040404i,0.0070813+0.0011195i,0.00052121-9.9931e-05i,-0.0079821-0.00053345i,-0.0080459-0.00081738i,-0.0058191-0.0079573i,-0.0087512-0.012861i
0.050106+0.08778i,0.10593+0.18642i,0.15964+0.16318i,0.13581-0.00056866i,-0.0025308-0.11099i,-0.13154-0.072837i,-0.13463+0.029951i,-0.058669+0.092761i,0.012599+0.07838i,0.027525+0.027473i,-0.00024+0.0037071i,-0.018235+0.0087176i,-0.015451+0.004846i,-0.0057964-0.0092012i,-0.0017484-0.017377i,-0.0069448-0.016773i,-0.013202-0.014744i,-0.01508-0.014367i,-0.013136-0.012675i,-0.014779-0.0087967i,-0.018373-0.0024876i,-0.014138-0.00082612i,-0.0072372-0.0093287i
-0.10664+0.09943i,-0.29979+0.19153i,-0.44375+0.25064i,-0.38147+0.21863i,-0.19111+0.12557i,-0.073964+0.012007i,-0.086087-0.075253i,-0.10452-0.07778i,-0.057524-0.036633i,-0.010217-0.023794i,-0.0046921-0.02932i,-0.013601-0.03109i,-0.012512-0.021929i,0.0034733-0.0074771i,0.018214-0.0044298i,0.019255-0.0034988i,0.01488+0.0051476i,0.011516+0.012367i,0.0096013+0.012101i,0.0087461+0.0032341i,0.0071829-0.0054966i,0.0097608-0.0037576i,0.015523+0.0010604i
-0.061886-0.06233i,-0.10372-0.1077i,-0.10149-0.034292i,-0.038331+0.069411i,0.028525+0.015284i,0.038708-0.098289i,0.017253-0.11811i,-0.0065297-0.064372i,-0.0086488+0.0022249i,0.015998+0.019008i,0.023782-0.010181i,0.020499-0.020373i,0.027797-0.013349i,0.024933-0.0085234i,0.016455-0.002159i,0.014637-0.0036538i,0.015561-0.012209i,0.012781-0.01772i,0.0067405-0.014878i,0.0064166-0.00922i,0.0065464-0.0050188i,0.0029182+0.0037599i,0.0075123+0.015737i
0.072355-0.16608i,0.18167-0.37857i,0.22712-0.55668i,0.15132-0.49488i,0.081128-0.22743i,0.10271-0.055036i,0.13374-0.070698i,0.097065-0.11301i,0.030633-0.089371i,0.001869-0.036419i,0.017245+0.0022448i,0.039174+0.016844i,0.033426+0.014056i,0.008951+0.0095842i,-0.0040087+0.01024i,-0.0074687+0.012185i,-0.014396+0.014711i,-0.018266+0.013534i,-0.015363+0.0068384i,-0.0081554+0.0028136i,-0.0018117+0.0002259i,-0.0055804-0.00063818i,-0.015411+0.0051381i
