0.00035059-0.0005771i,0.0012341-0.0021122i,0.00062504-0.0043699i,-0.000835-0.0037004i,-0.0022367-0.0017367i,-0.0030589+0.001291i,-0.0016322+0.0024652i,-8.1035e-05+0.0017206i,0.00048413+0.0014362i,0.00056295+0.00088689i,0.00065604+5.4478e-05i,0.00046292-0.00021453i,-0.00054991+8.5383e-05i,-0.000942+5.4227e-05i,-0.00024902-0.00022114i,-0.00022142+0.00039823i,-0.00047033+0.00057708i,-0.00033984-0.00056349i,0.00013851-0.0005048i,-0.00018701+0.00072246i,-0.00063394+0.0009291i,-0.00048462+5.275e-05i,-0.00064084-0.00010307i
0.36873-0.2847i,0.49568-0.43878i,0.29629-0.44086i,0.013161-0.30724i,-0.08453-0.23347i,-0.055816-0.2264i,-0.0057168-0.17567i,0.042759-0.08975i,0.066033-0.016019i,0.0656+0.035092i,0.053417+0.057423i,0.037774+0.056066i,0.029356+0.042958i,0.023203+0.029569i,0.019017+0.019501i,0.01954+0.011115i,0.020267+0.0067652i,0.014459+0.0021499i,0.0035037-0.0033838i,-0.0011038-0.0038411i,0.0022397+0.0010172i,0.0099153+0.0081734i,0.014615+0.010729i
0.15518+0.35813i,0.16867+0.52459i,0.12864+0.43729i,0.049814+0.19611i,-0.0051789+0.02193i,-0.03022-0.036017i,-0.044047-0.029671i,-0.052211-0.0075641i,-0.057946+0.016869i,-0.058381+0.032938i,-0.05572+0.03354i,-0.041101+0.034652i,-0.018281+0.030813i,-0.0060688+0.013383i,0.0010638-0.0033284i,0.010065-0.01347i,0.0089588-0.015566i,0.002511-0.0068421i,0.0021997+0.0031589i,0.0027683+0.0063222i,-0.0029184+0.0053028i,-0.011799+0.0042996i,-0.012437+0.0012628i
-0.41179+0.36197i,-0.45884+0.50142i,-0.24983+0.39978i,-0.01232+0.13594i,0.093958+0.058258i,0.16191+0.13686i,0.16995+0.13419i,0.085993+0.081877i,0.022817+0.049367i,0.01038+0.0028992i,-0.00071534-0.041303i,-0.027488-0.049031i,-0.045854-0.02649i,-0.033503-0.0047312i,-0.018194+0.0043146i,-0.018699+0.014518i,-0.021996+0.022448i,-0.014912+0.020925i,-0.00017561+0.012293i,0.0044098+0.0011382i,-0.0039438-0.0054049i,-0.013537-0.0059068i,-0.017312-0.0028159i
-0.11553-0.44532i,-0.24239-0.57918i,-0.29511-0.46881i,-0.18808-0.21555i,-0.098858-0.071583i,-0.10763-0.017982i,-0.090866+0.011079i,-0.049395-0.016209i,-0.029795-0.027341i,0.0066345+0.0020168i,0.045648+0.008813i,0.053355-0.0072828i,0.042844-0.017388i,0.029507-0.012979i,0.019442-0.0039909i,0.010936-0.00051637i,0.0065599-0.0021309i,0.0035121-0.0048321i,-0.0013082-0.0013322i,0.00058395+0.0035447i,0.0063422-0.00030639i,0.012541-0.0057072i,0.020435-0.0067051i
0.061881-0.17755i,0.03536-0.35218i,0.044779-0.36846i,0.025809-0.25861i,-0.08774-0.19893i,-0.22532-0.11367i,-0.22175+0.022607i,-0.10348+0.065717i,-0.048995+0.025074i,-0.055136+0.018426i,-0.036526+0.032562i,0.00010794+0.017828i,0.015115-0.013036i,0.0048365-0.0275i,0.0037149-0.029008i,0.013455-0.037336i,0.015162-0.040307i,0.01171-0.027187i,0.0078823-0.011631i,0.0084057-0.0020933i,0.013911+0.0010302i,0.016676+0.00046926i,0.010759+0.00096286i
0.12495+0.16885i,0.37345+0.28399i,0.48379+0.29643i,0.377+0.13081i,0.28174-0.065167i,0.23827-0.21473i,0.14234-0.25197i,0.063937-0.1592i,0.052297-0.072852i,0.038837-0.048818i,0.011226-0.028305i,-0.010075+0.010527i,-0.013137+0.042763i,-0.00046289+0.045605i,0.003594+0.039807i,0.0045266+0.041387i,0.0070522+0.037235i,0.0038255+0.025242i,-0.0014461+0.011229i,-0.0086428+0.003564i,-0.01532+0.0059119i,-0.021782+0.010318i,-0.026372+0.017255i
0.31971-0.17389i,0.29306-0.084434i,0.14065+0.041601i,0.13919+0.08783i,0.24441+0.03369i,0.23691-0.048851i,0.11686-0.070746i,0.0091261-0.026785i,-0.020429+0.020175i,-0.01062+0.030338i,-0.013887+0.024607i,-0.016155+0.020691i,-0.0059147+0.016781i,-0.00075205+0.015008i,-0.0023714+0.019665i,-0.0034149+0.028143i,-0.0024026+0.028579i,-0.00079761+0.017386i,-0.001473+0.0075986i,-0.0036825+0.0058863i,-0.0049558+0.0083638i,-0.0033293+0.0079721i,0.00015287-0.0019924i
-0.24405+0.35779i,-0.48908+0.28121i,-0.58101+0.078137i,-0.45727+0.048427i,-0.24326+0.19128i,-0.059926+0.31271i,0.07155+0.29023i,0.10492+0.15199i,0.039208+0.046237i,-0.017627+0.024162i,-0.023821+0.0083879i,-0.025204-0.021298i,-0.036819-0.034019i,-0.039628-0.033744i,-0.032697-0.039771i,-0.031518-0.046167i,-0.028882-0.036015i,-0.014619-0.017303i,0.00058775-0.007755i,0.007874-0.0087638i,0.010621-0.013633i,0.015168-0.020674i,0.016922-0.024943i
-0.20123+0.081248i,-0.015329+0.025536i,0.20163-0.033721i,0.1905-0.011373i,0.029081+0.070486i,-0.080912+0.085383i,-0.12912+0.042072i,-0.10647+0.0089116i,-0.04099-0.027844i,0.0068634-0.058933i,0.034653-0.063016i,0.04375-0.044707i,0.041694-0.022825i,0.040624-0.015735i,0.032497-0.010237i,0.019458-0.0007255i,0.0058516+0.0048872i,-0.0044048+0.01161i,-0.0041234+0.014118i,-0.0030611+0.0073142i,-0.011719+0.0017667i,-0.020164+0.0050458i,-0.018175+0.015279i
0.29472-0.60687i,0.43822-0.61244i,0.45318-0.4327i,0.30753-0.31612i,0.081815-0.30303i,-0.090895-0.24753i,-0.13948-0.11898i,-0.095881+0.0050527i,-0.031037+0.060521i,-0.0050272+0.066673i,-0.002186+0.068382i,0.0083802+0.053361i,0.015004+0.026409i,0.011523+0.016358i,0.0095758+0.018762i,0.012937+0.017391i,0.011334+0.004408i,-0.00012575-0.0091132i,-0.010937-0.0094462i,-0.0092369-0.0018056i,0.0016975+0.0057449i,0.0093538+0.012693i,0.0061036+0.013964i
-0.031914+0.65573i,-0.16917+0.8114i,-0.20568+0.69919i,-0.11297+0.39727i,0.02766+0.0906i,0.11688-0.1105i,0.12055-0.19444i,0.06406-0.1771i,0.012437-0.10624i,-0.015114-0.045804i,-0.042616-0.0075272i,-0.063+0.025646i,-0.059371+0.045955i,-0.040883+0.038731i,-0.028253+0.013315i,-0.021439-0.0048269i,-0.0072756-0.0089934i,0.0044658-0.013329i,0.0014476-0.015643i,-0.0029043-0.011704i,0.0011695-0.014279i,0.0034348-0.025075i,0.00073699-0.030836i
-0.36492+0.083711i,-0.29664+0.18067i,-0.12863+0.25103i,0.084413+0.24005i,0.24203+0.20784i,0.26082+0.17106i,0.17061+0.12069i,0.075695+0.077338i,0.035815+0.031746i,0.02551-0.026122i,0.021294-0.068113i,0.019446-0.080004i,0.017704-0.069926i,0.021143-0.051361i,0.025574-0.033568i,0.022858-0.012i,0.016645+0.011646i,0.018966+0.023714i,0.026822+0.014303i,0.020564-0.0021839i,-0.00089217-0.0043288i,-0.018381+0.0054105i,-0.018011+0.0095975i
0.13672-1.0118i,-0.1164-1.1403i,-0.32925-0.81849i,-0.32475-0.2995i,-0.22721+0.074983i,-0.11297+0.23815i,0.011623+0.24468i,0.070641+0.1658i,0.05594+0.11283i,0.049764+0.10034i,0.065156+0.063435i,0.061836+0.0016292i,0.027494-0.029457i,-0.0037453-0.012297i,-0.0096747+0.0099734i,-0.015004+0.010264i,-0.028285+0.0064942i,-0.031954+0.010363i,-0.017465+0.013542i,0.0016119+0.0060316i,0.01181-0.0022028i,0.020402-0.00068936i,0.025384+0.0060832i
0.47369+0.84377i,0.51752+0.64528i,0.33914+0.20893i,0.034528-0.036088i,-0.19464-0.098704i,-0.29983-0.11539i,-0.30344-0.09913i,-0.24274-0.094601i,-0.18141-0.094187i,-0.12426-0.054961i,-0.067727+0.0094206i,-0.022554+0.067768i,0.0095095+0.081952i,0.014604+0.052396i,-0.0015462+0.017037i,-0.01034-0.0071752i,-0.0057855-0.018955i,-0.00079622-0.019152i,-0.0021162-0.01131i,-0.001192-0.0013464i,0.0048133-0.0025694i,0.0052184-0.011683i,-0.00080164-0.015441i
-0.36562+0.24356i,0.053854+0.37761i,0.37978+0.29938i,0.3485+0.02826i,0.20973-0.15017i,0.12433-0.16842i,0.057482-0.10662i,0.047373-0.023064i,0.061978-0.0058737i,0.02471-0.025304i,-0.023742-0.015495i,-0.036691+0.001389i,-0.020813-0.0019787i,-0.0030006-0.019592i,0.0065278-0.029584i,0.0194-0.025185i,0.029759-0.01914i,0.0238-0.01703i,0.0087821-0.011909i,-0.0013553+0.0036527i,-0.0035677+0.023432i,-0.0060113+0.034469i,-0.010526+0.0303i
-0.32532-0.85752i,-0.65334-0.5582i,-0.59867-0.045581i,-0.22407+0.21193i,0.061044+0.20326i,0.17859+0.12788i,0.19431+0.04671i,0.14153+0.025805i,0.1197+0.061394i,0.11186+0.052491i,0.057785+0.0015446i,-0.0051277-0.038805i,-0.038533-0.036157i,-0.030967+0.0020283i,-0.0050939+0.027691i,-7.0334e-05+0.033594i,-0.013272+0.037096i,-0.018639+0.036163i,-0.0090484+0.029092i,0.0007938+0.014179i,-0.0014485-0.0011855i,-0.0058615-0.0055959i,0.00064103-0.0032689i
0.55886+0.69309i,0.29353+0.36807i,-0.12023-0.04697i,-0.31299-0.14957i,-0.32362-0.063333i,-0.31683+0.035927i,-0.27136+0.10667i,-0.21469+0.076099i,-0.19236+0.016734i,-0.13366+0.0012259i,-0.038895-0.003734i,0.026971-0.0040837i,0.043621-0.0025717i,0.030767-0.0067475i,0.019762-0.01069i,0.012906-0.016172i,0.0054604-0.015558i,0.0087579-0.0064436i,0.016765-0.0062284i,0.01456-0.015602i,0.0028358-0.026866i,-0.0090538-0.034492i,-0.014807-0.028739i
-0.49316-0.1867i,-0.10772-0.35255i,0.18328-0.37449i,0.13869-0.27887i,0.029679-0.19996i,-0.011128-0.16786i,-0.0090046-0.13351i,0.036353-0.10061i,0.055989-0.075802i,0.040852-0.027735i,0.03808+0.011842i,0.035036+0.018364i,0.022663+0.0035618i,0.0016207-0.0206i,-0.015747-0.028781i,-0.0094333-0.025139i,0.0012813-0.028768i,-0.0034685-0.0276i,-0.011041-0.015882i,-0.010118+0.0010494i,0.002591+0.01839i,0.015875+0.02238i,0.013382+0.014551i
0.019815-0.75715i,0.04709-0.44974i,0.25478-0.091003i,0.41132-0.029365i,0.3853-0.11351i,0.29485-0.16305i,0.17069-0.1575i,0.079449-0.06875i,0.080675+0.0024617i,0.056485-0.0013582i,-0.020237-0.00012476i,-0.065208+0.014176i,-0.057325+0.022953i,-0.022065+0.033675i,0.0031089+0.042005i,0.011443+0.053855i,0.01625+0.055607i,0.012248+0.040608i,0.0061333+0.028734i,0.0046177+0.021612i,0.00061366+0.019588i,-0.00041123+0.024754i,0.0047742+0.021489i
1.1261+0.8692i,0.96176+0.68371i,0.33418+0.29004i,-0.12731+0.045218i,-0.20479+0.0054688i,-0.13487+0.051207i,-0.057504+0.10557i,-0.042251+0.10045i,-0.082474+0.07387i,-0.072148+0.051256i,-0.025507+0.015521i,-0.0045923-0.0058146i,0.00028342-0.0028631i,0.0050085+0.002068i,0.0080572-0.0037917i,0.0013984-0.013885i,-0.0063949-0.010335i,-0.0047315-0.0058525i,-0.0061416-0.0083071i,-0.011539-0.011307i,-0.017795-0.021038i,-0.025426-0.026315i,-0.023035-0.017648i
-1.0087+0.32437i,-0.82536+0.37582i,-0.38715+0.2903i,-0.062789+0.15395i,0.035084+0.063841i,0.0075093+0.051285i,-0.018586+0.042771i,-0.012638-0.00041621i,0.0024048-0.02694i,0.026764-0.018056i,0.048878-0.019571i,0.048101-0.037235i,0.024786-0.045004i,-0.0056528-0.035065i,-0.020149-0.020598i,-0.022616-0.020431i,-0.032812-0.024768i,-0.036078-0.013281i,-0.021613+0.00326i,-0.0049664+0.0096781i,0.0074827+0.0075166i,0.0097229-0.0014727i,0.00051686-0.0068371i
-0.46313-0.55999i,-0.52379-0.37195i,-0.17554-0.22737i,0.15029-0.2335i,0.2069-0.21886i,0.14908-0.14424i,0.05794-0.075762i,0.00094245-0.01569i,-0.0078859+0.0084786i,-0.034539+0.015819i,-0.049236+0.037123i,-0.026027+0.039148i,-0.00042692+0.016731i,0.013227-0.0076727i,0.011833-0.011481i,0.015498+0.0046909i,0.031364+0.0073694i,0.037853-0.0031688i,0.031111-0.012259i,0.016768-0.013671i,0.0084516-0.0012577i,0.013891+0.010924i,0.016582+0.011348i
0.89188-0.22745i,0.78787-0.54941i,0.35298-0.4505i,0.072752-0.14336i,0.018312-0.03376i,-0.034679-0.052423i,-0.0596-0.036458i,-0.021167-0.024759i,0.013302-0.019281i,0.034487-0.012796i,0.03539-0.0099244i,0.021115+0.0099578i,0.021171+0.022564i,0.02505+0.0069924i,0.016146-0.011323i,0.0053345-0.01184i,0.0076432-0.00060987i,0.010056+0.0010209i,-1.5583e-06-0.0069245i,-0.0099009-0.011583i,-0.015531-0.013204i,-0.017304-0.0098308i,-0.013407-0.0024126i
-0.28136+0.082546i,-0.060002+0.29211i,0.18497+0.37528i,0.32577+0.24529i,0.34073+0.12046i,0.26479+0.11205i,0.17453+0.12907i,0.1132+0.11353i,0.072338+0.069623i,0.031669+0.025973i,-0.0059844-0.0019391i,-0.032793-0.019274i,-0.043745-0.0095829i,-0.030228+0.019708i,-0.0092791+0.032849i,-0.004837+0.034065i,-0.010829+0.039716i,-0.0082629+0.046282i,0.0046422+0.042451i,0.010127+0.030501i,0.0043773+0.02496i,-0.0013702+0.023181i,-0.0075839+0.016513i
0.3501+0.46676i,0.32082+0.59106i,0.19753+0.37607i,0.068035+0.15214i,0.034191+0.093467i,0.052428+0.045156i,0.0053776-0.0053834i,-0.065472+0.014288i,-0.091928+0.054673i,-0.077491+0.062045i,-0.041903+0.033001i,-0.017073-0.00062776i,-0.01013-0.0079706i,-0.0040888-0.0051833i,-0.0040685-0.0077362i,-0.012669-0.0097604i,-0.015481-0.011562i,-0.0101-0.017295i,-0.0070401-0.023623i,-0.010494-0.02481i,-0.014955-0.021977i,-0.014343-0.01712i,-0.0095256-0.015265i
-0.28143+0.16265i,-0.41188-0.07677i,-0.3837-0.16396i,-0.23141-0.091566i,-0.19925-0.059873i,-0.31304-0.025919i,-0.32423+0.043352i,-0.20612+0.023615i,-0.10348-0.045268i,-0.023339-0.060346i,0.039821-0.043688i,0.063141-0.023399i,0.060496-0.01332i,0.049917-0.021577i,0.038829-0.03678i,0.021626-0.045314i,-0.0040155-0.030295i,-0.020093+0.0018789i,-0.013959+0.018884i,0.00069404+0.0091745i,0.0069051-0.0073182i,0.0057089-0.011801i,0.0047753-0.0067615i
-0.74336-0.44448i,-0.65333-0.12969i,-0.23848+0.15264i,0.088052+0.12987i,0.19396+0.026047i,0.1957-0.033944i,0.13524-0.082164i,0.076002-0.053906i,0.055298+0.0087352i,0.019764+0.050428i,-0.0055017+0.08353i,-0.0010663+0.073419i,-0.0079734+0.035998i,-0.015096+0.021307i,-0.0052093+0.019231i,0.012234+0.012396i,0.022463-0.0013481i,0.021617-0.010337i,0.019298-0.0085505i,0.014667-0.0017893i,0.0098925+0.011504i,0.009105+0.0241i,0.0080712+0.026788i
0.92014-0.22639i,0.90317-0.36576i,0.58439-0.24939i,0.32058+0.010199i,0.21659+0.11141i,0.12082+0.057004i,0.012151+0.017884i,-0.028184+0.027525i,-0.014195+0.02155i,-0.010654-0.01674i,-0.032772-0.041903i,-0.039696-0.024763i,-0.018674+0.0078916i,-0.0092305+0.021391i,-0.031571+0.023148i,-0.058872+0.034305i,-0.051525+0.039753i,-0.024194+0.020343i,-0.0038975-0.0027952i,0.0039392-0.017149i,-0.012632-0.021914i,-0.039187-0.010267i,-0.047919+0.0037361i
-0.022308+0.42581i,-0.033705+0.3173i,-0.13642+0.097626i,-0.18558-0.052437i,-0.16444-0.11959i,-0.14904-0.099554i,-0.079187+0.0049889i,0.011426+0.052247i,0.031235+0.034182i,0.042905+0.01505i,0.054093-0.018464i,0.017616-0.039371i,-0.017081-0.020273i,-2.641e-05-0.0040478i,0.042888-0.022874i,0.058738-0.050216i,0.0333-0.034717i,0.010403+0.013384i,0.012755+0.034596i,0.015791+0.021958i,0.0092023+0.0024774i,0.0020586-0.016002i,-0.0012362-0.033837i
-0.30453+0.14752i,-0.30827+0.40456i,-0.1925+0.45567i,-0.065351+0.31467i,0.036377+0.16408i,0.05235+0.050978i,-0.048213+0.014193i,-0.11468+0.065876i,-0.08422+0.10846i,-0.050145+0.10986i,-0.01984+0.099657i,0.0026411+0.06263i,-0.019996+0.02672i,-0.041814+0.030256i,-0.022751+0.041903i,0.0010241+0.023979i,-0.013341-0.011212i,-0.040195-0.020034i,-0.033305-0.0027203i,-0.0092027+0.0054852i,0.0042943+0.0018834i,0.0090703-0.0061592i,0.0062212-0.016138i
-0.17755+0.01763i,-0.14821-0.089459i,0.02731-0.12957i,0.14982-0.095317i,0.092861-0.059169i,-0.048777-0.026039i,-0.16097-0.018334i,-0.21316-0.020468i,-0.18858-0.010188i,-0.12356-0.011903i,-0.076352-0.014989i,-0.033981-0.0056056i,0.0029383-0.0038072i,0.007049-0.0089984i,-0.01867-0.0028901i,-0.049811+0.019397i,-0.055967+0.035081i,-0.039512+0.019329i,-0.022619-0.0094598i,-0.012358-0.027752i,-0.012926-0.030423i,-0.015155-0.0041271i,0.0023517+0.03387i
-0.12521-0.30743i,-0.10318-0.3005i,-0.067346-0.24828i,-0.052871-0.25049i,-0.082634-0.34664i,-0.14438-0.43272i,-0.17051-0.38514i,-0.14225-0.26746i,-0.10156-0.15048i,-0.056403-0.051407i,-0.019953+0.0079999i,-0.015107+0.034681i,-0.011391+0.036246i,0.0088511+0.00087451i,0.018315-0.05843i,0.0063254-0.10516i,-0.0052243-0.10454i,0.010099-0.064237i,0.039198-0.033491i,0.05277-0.025744i,0.052754-0.021194i,0.043728-0.012058i,0.031314+0.0042918i
-1.8945+7.6251i,-0.90286+8.2137i,3.1162+7.5441i,5.6138+3.4677i,5.0812-0.74564i,2.3605-2.6087i,0.23232-1.7438i,-0.12277-0.4492i,0.4888+0.1049i,1.1813-0.14988i,1.0646-0.78i,0.38809-1.0628i,-0.26121-1.0825i,-0.89867-1.049i,-1.0404-0.72473i,-0.29864-0.076682i,0.51525+0.25735i,0.55486+0.18236i,0.20084+0.2029i,0.042712+0.24214i,-0.10477+0.15753i,-0.27728+0.19819i,-0.18416+0.26218i
-0.25527+0.61104i,-0.093728+0.56063i,-0.037403+0.21784i,-0.14094-0.092879i,-0.19091-0.28305i,-0.15486-0.36009i,-0.1567-0.27968i,-0.16391-0.13758i,-0.10773-0.058446i,-0.036377-0.053513i,-0.0089109-0.057573i,-0.0060897-0.034389i,0.002901-0.026624i,0.013818-0.065001i,0.012838-0.10998i,0.013817-0.10997i,0.028846-0.058909i,0.043766-0.0058209i,0.045443+0.0066104i,0.037802-0.0025258i,0.033552-0.0053466i,0.030134+0.000955i,0.020681+0.0092272i
0.24743-0.30147i,0.17967-0.31477i,0.072757-0.28773i,0.007425-0.27325i,-0.016662-0.2921i,-0.007635-0.28155i,0.033594-0.19644i,0.051087-0.1268i,0.03018-0.076548i,0.033085-0.032875i,0.020668-0.026977i,-0.0043231-0.0017178i,0.024784+0.028572i,0.049942+0.023659i,0.036566+0.026069i,0.022578+0.033298i,0.013733+0.018782i,0.0082-0.0092904i,0.0054772-0.039073i,-0.0034625-0.054603i,-0.013815-0.047162i,-0.010769-0.029002i,0.0015136-0.01717i
-0.28682+0.054432i,-0.45768-0.079324i,-0.49734-0.14965i,-0.47501-0.22361i,-0.47701-0.26909i,-0.32511-0.23929i,-0.08321-0.23434i,-0.017521-0.20739i,-0.050175-0.11321i,-0.072026-0.071656i,-0.11118-0.052521i,-0.09744+0.0072435i,-0.021802+0.035473i,0.0090249+0.019037i,-0.016381+0.005773i,-0.032132+0.011541i,-0.007297+0.021418i,0.028208+0.015641i,0.031003-0.0016598i,0.0024968-0.0093331i,-0.021966+0.00036525i,-0.024644+0.011207i,-0.017511+0.010026i
-0.20841+0.09556i,0.088508+0.23849i,0.18918+0.14423i,-0.049758+0.082266i,-0.2254+0.12453i,-0.17877+0.040755i,-0.10583-0.083525i,-0.069918-0.08954i,-0.023475-0.048803i,0.021852-0.020398i,0.0305+0.00719i,0.00090128+0.036721i,-0.022763+0.050951i,-0.017904+0.030412i,-0.0020236+0.0013276i,0.0090837-0.0097213i,0.0068757-0.015642i,-0.0094191-0.02666i,-0.027528-0.026193i,-0.024719-0.0075459i,-0.0017294+0.0077014i,0.014863+0.013515i,0.014081+0.014846i
0.61939-0.57254i,0.23384-0.7453i,-0.12354-0.5115i,-0.14812-0.16975i,-0.076137-0.0083746i,-0.06215+0.039114i,-0.024339+0.089071i,0.042512+0.12342i,0.076214+0.11289i,0.067486+0.078084i,0.046092+0.04484i,0.03846+0.012213i,0.032287-0.0060862i,0.022277+0.0087743i,0.015102+0.033693i,0.0013892+0.045335i,-0.014384+0.04094i,-0.027661+0.026314i,-0.040891+0.017255i,-0.047538+0.018311i,-0.040408+0.020133i,-0.019006+0.017334i,0.0064192+0.014137i
-0.56422+0.66425i,-0.54546+0.66171i,-0.55862+0.54461i,-0.55739+0.4795i,-0.4645+0.43133i,-0.27237+0.32169i,-0.072649+0.16503i,0.010332+0.037411i,-0.0038648-0.023919i,-0.044551-0.036139i,-0.05291-0.0043442i,-0.020068+0.031856i,-0.0035508+0.033162i,-0.021106+0.021814i,-0.037198+0.010801i,-0.029182-0.0041144i,-0.0065343-0.014641i,0.0092593-0.014039i,0.0085771-0.0052896i,0.003925-9.9285e-05i,0.0078491-0.0086762i,0.018456-0.023074i,0.029638-0.027487i
-0.052522-0.45924i,0.048369-0.14503i,0.24022+0.10496i,0.31585+0.17724i,0.27236+0.19047i,0.17268+0.18367i,0.097266+0.14769i,0.08973+0.06995i,0.077352-0.014754i,0.053854-0.024206i,0.061909+0.003521i,0.062049-0.00048523i,0.03199-0.0081233i,0.013492+0.0071196i,0.02138+0.01352i,0.021536-0.0062472i,0.00051195-0.027853i,-0.015319-0.029972i,-0.012264-0.016138i,0.0024208+0.0026307i,0.015445+0.013895i,0.010575+0.014355i,-0.0028895+0.012897i
0.53544+0.27917i,0.32423-0.038519i,0.023678-0.21029i,-0.097176-0.17682i,-0.052713-0.10152i,0.022542-0.092684i,0.033355-0.11229i,-0.0084303-0.070979i,-0.044765+0.0085771i,-0.066789+0.050432i,-0.068431+0.053693i,-0.041269+0.042452i,-0.011234+0.034178i,0.0021578+0.035392i,0.0063077+0.034681i,0.0095494+0.022914i,0.012634+0.0060767i,0.010178-0.002873i,-0.001961-0.00068351i,-0.016452+0.0062174i,-0.018851+0.015831i,-0.0027751+0.018535i,0.014018+0.010656i
-0.71604-0.086799i,-0.49527-0.0040881i,-0.27143+0.0085729i,-0.17589+0.0035259i,-0.14855+0.017445i,-0.13722+0.014425i,-0.12233-0.019607i,-0.1139-0.050659i,-0.079576-0.050952i,-0.010065-0.065287i,0.016499-0.090554i,-0.0034597-0.061768i,-0.0076989-0.011056i,-0.0041671+0.0021786i,-0.0091064-0.0060048i,-0.010519-0.0067211i,-0.0044958+0.00045101i,0.0026033+0.00053232i,0.0081524-0.0063597i,0.016778-0.010758i,0.021149-0.017803i,0.010288-0.02395i,-0.0059775-0.019945i
0.37202-0.30906i,0.1895-0.068407i,0.18067+0.12516i,0.20986+0.081438i,0.15399-0.0012723i,0.11747-0.00091086i,0.1075+0.022347i,0.11054+0.041497i,0.10785+0.021026i,0.051919+0.0020209i,-0.00028341+0.024526i,-0.0066868+0.024541i,-0.0094663-0.007515i,-0.020404-0.022923i,-0.027385-0.011962i,-0.01977+0.0036778i,-0.0014329+0.0035857i,0.0087887-0.0049201i,0.0020321-0.006127i,-0.015649+0.0038092i,-0.025206+0.023275i,-0.017129+0.035483i,-0.0036324+0.029554i
0.36021+0.69888i,0.54608+0.27444i,0.34923-0.096349i,0.047695-0.11515i,-0.070238-0.047282i,-0.046523-0.048837i,0.0016062-0.068981i,-0.012153-0.091062i,-0.070634-0.066252i,-0.072222-0.013847i,-0.033313-0.0077612i,-0.015528-0.015854i,-0.015273-0.011945i,-0.023977-0.0078481i,-0.026867+0.003821i,-0.014706+0.009996i,-0.004156+0.0053437i,-0.004262-0.0024234i,-0.0065378-0.0085422i,-0.00046772-0.013989i,0.007731-0.026355i,0.0098138-0.032915i,0.011257-0.022433i
-0.74496-0.84488i,-0.8402-0.63512i,-0.6328-0.32681i,-0.31644-0.16753i,-0.12369-0.13256i,-0.067932-0.083122i,-0.027395+0.0036588i,0.040406+0.054862i,0.10582+0.03582i,0.11913-0.0039509i,0.087057-0.0026861i,0.052821+0.014787i,0.027314+0.0156i,0.016927+0.014472i,0.022455+0.0069052i,0.02332-0.0067134i,0.015368-0.0081768i,0.0094244+0.0031014i,0.0061371+0.011171i,0.0024828+0.011774i,0.002074+0.01443i,0.0042099+0.014117i,0.0009405+0.0054935i
0.47472+0.50859i,0.26361+0.60884i,0.016697+0.53665i,-0.14597+0.37569i,-0.17855+0.27571i,-0.097905+0.18298i,-0.01152+0.069333i,0.014236+0.0045375i,-0.0082696-0.0059203i,-0.043835+0.0019576i,-0.056444+0.0012655i,-0.043461-0.0060743i,-0.021475-0.0067185i,-0.0065906-0.007116i,-0.0088692-0.00047828i,-0.011877+0.011289i,-0.0053309+0.0087285i,-0.0018581-0.00037631i,-0.0047963+0.00020764i,-0.0080157+0.0072768i,-0.0085941+0.0087557i,-0.0073351+0.0028216i,-0.0023043-0.0016014i
-0.14161+0.12186i,0.14216-0.044737i,0.28135-0.14751i,0.24561-0.11766i,0.15031-0.070266i,0.044436-0.053753i,-0.046074-0.03762i,-0.082232-0.017538i,-0.062042-0.0085523i,-0.03065-0.015034i,-0.018009-0.010448i,-0.0081996+0.0070126i,0.0030423+0.0088645i,0.0029538+0.0024739i,-0.00081069-0.0043598i,-0.0044614-0.014747i,-0.0091499-0.011733i,-0.0092494-0.0032232i,-0.0069859-0.0036995i,-0.004423-0.0044685i,0.00034221-0.00054005i,0.0053716+0.0061467i,0.0049825+0.0095149i
0.025182-0.49033i,-0.10977-0.41775i,-0.16052-0.27463i,-0.1361-0.13904i,-0.10167-0.0281i,-0.017021+0.044537i,0.077079+0.053894i,0.092971+0.03953i,0.061158+0.041527i,0.03875+0.049118i,0.032985+0.046048i,0.031757+0.031763i,0.022523+0.02376i,0.0069454+0.025612i,-0.0045753+0.032228i,6.8732e-05+0.036472i,0.014494+0.021636i,0.019208-0.0011856i,0.014839-0.010562i,0.012324-0.0084584i,0.01066-0.0080692i,0.0066357-0.013417i,0.003758-0.015759i
0.055345+0.25992i,0.030804+0.23091i,0.040382+0.1789i,0.057342+0.11737i,0.060823+0.059962i,0.041395+0.014867i,0.008237-0.024295i,-0.019324-0.054887i,-0.028381-0.062102i,-0.01265-0.061805i,0.0086552-0.068639i,0.014459-0.065933i,0.008101-0.048413i,0.0031387-0.031971i,-0.0049412-0.03315i,-0.023122-0.034872i,-0.030693-0.020121i,-0.022068-0.0027938i,-0.012861+0.0059332i,-0.0088712+0.0056537i,-0.006872+0.0038033i,-0.0026185+0.0083252i,0.0052617+0.013642i
