0.00035059-0.0005771i,0.0012341-0.0021122i,0.00062504-0.0043699i,-0.000835-0.0037004i,-0.0022367-0.0017367i,-0.0030589+0.001291i,-0.0016322+0.0024652i,-8.1035e-05+0.0017206i,0.00048413+0.0014362i,0.00056295+0.00088689i,0.00065604+5.4478e-05i,0.00046292-0.00021453i,-0.00054991+8.5383e-05i,-0.000942+5.4227e-05i,-0.00024902-0.00022114i,-0.00022142+0.00039823i,-0.00047033+0.00057708i,-0.00033984-0.00056349i,0.00013851-0.0005048i,-0.00018701+0.00072246i,-0.00063394+0.0009291i,-0.00048462+5.275e-05i,-0.00064084-0.00010307i
-0.10838+0.21039i,0.01271+0.21029i,0.056595+0.09448i,0.020188-0.03473i,0.018272-0.11257i,0.044815-0.14653i,0.040645-0.12992i,0.035145-0.081214i,0.02498-0.05155i,-0.0095065-0.023584i,-0.037065+0.013359i,-0.042341+0.036214i,-0.028502+0.034185i,-0.012655+0.017308i,0.0022717+0.018219i,0.027638+0.025956i,0.041337+0.016546i,0.028984+0.0012222i,0.0076225-0.0094129i,-0.010166-0.010217i,-0.017188-0.0026379i,-0.0154+0.0027965i,-0.013192+0.001453i
0.1615-0.43026i,0.059412-0.5011i,-0.13663-0.3223i,-0.20186-0.037413i,-0.16401+0.092806i,-0.14876+0.11581i,-0.10373+0.13242i,-0.050451+0.10159i,-0.02518+0.072758i,0.010041+0.05867i,0.025446+0.025691i,0.0095196+0.0046983i,-0.0034739+0.0039825i,-0.0070065+0.0066137i,-0.0086257+0.0013667i,-0.020242-0.008628i,-0.033233-0.0058744i,-0.026778+0.0080624i,-0.0080316+0.019474i,0.013023+0.019298i,0.02748+0.006813i,0.027229-0.0050547i,0.020058-0.0063692i
-0.33341+0.14831i,-0.48016+0.36938i,-0.25461+0.3805i,-0.0062061+0.10521i,0.008252-0.066639i,-0.0097198-0.028529i,0.025535+0.017471i,0.057074+0.016378i,0.071757-0.012651i,0.038818-0.035958i,0.0035836-0.0033003i,0.0088071+0.027406i,0.0090832+0.013859i,-0.0023191-0.0027399i,-0.0046054-0.0088451i,0.0025554-0.0099852i,0.011685-0.0082211i,0.012743-0.0072812i,0.002196-0.009161i,-0.014841-0.0070648i,-0.023329+0.0018592i,-0.019557+0.0067609i,-0.013345+0.004243i
0.36878+0.42096i,0.65217+0.19281i,0.48131-0.032447i,0.11433+0.030558i,-0.01045+0.16621i,0.059829+0.12106i,0.086439-0.0094069i,0.040936-0.047881i,-0.0059448-0.014275i,-0.0078092-0.002699i,0.0095154-0.040241i,0.010273-0.07257i,0.0067459-0.057702i,0.0070108-0.025179i,0.0038383-0.0047566i,-0.0041721+0.0056139i,-0.0084515+0.0034458i,-0.0088015-0.0060794i,-0.0033667-0.0073693i,0.0089171-0.0076911i,0.013414-0.014507i,0.0075917-0.016698i,0.0030056-0.0090144i
-0.18882-0.70261i,-0.22268-0.65215i,-0.10393-0.51189i,0.0031844-0.36813i,0.01417-0.25599i,-0.059903-0.18173i,-0.1341-0.093535i,-0.11553-0.022345i,-0.062038-0.018725i,-0.047236-0.011789i,-0.039792+0.026813i,-0.021418+0.05171i,-0.0073594+0.044735i,-0.0093593+0.02225i,-0.013569+0.0083764i,-0.0002486+0.0015174i,0.015469-0.0059674i,0.014128-0.010135i,0.0024357-0.0063888i,-0.0057182+0.0057457i,-0.0031889+0.01779i,0.0072193+0.018327i,0.011195+0.007025i
0.30628+0.29181i,-0.037286+0.17148i,-0.36196+0.24064i,-0.31441+0.34486i,-0.10331+0.2859i,0.025665+0.17439i,0.097887+0.092967i,0.085098+0.033597i,0.038843+0.035568i,0.038132+0.035684i,0.032825+0.00071465i,0.012282-0.01381i,0.0096279-0.0060648i,0.022764+0.0018983i,0.03202+0.0023855i,0.01745-0.0014135i,-0.0071593+0.0058094i,-0.011817+0.016766i,-0.0028283+0.016163i,0.0028596+0.0073042i,0.0022733-0.0026159i,-0.0038309-0.0069377i,-0.0053679+0.00037049i
-0.89833+0.27039i,-0.53045+0.63813i,0.07455+0.59719i,0.3266+0.19876i,0.20048-0.069912i,0.058836-0.077621i,-0.0010318-0.029119i,-0.010578-0.016337i,0.0053486-0.040846i,-0.0031823-0.054654i,-0.010585-0.025352i,-0.0014214-0.00097423i,6.2184e-06-0.0030765i,-0.0060716-0.01032i,-0.012628-0.0089495i,-0.0054391-0.00088566i,0.0094039-0.00057133i,0.013423-0.0084006i,0.009036-0.014179i,-0.00022006-0.015504i,-0.006488-0.01157i,-0.0067659-0.0080707i,-0.008001-0.010878i
1.2957-0.30814i,1.2091-0.54409i,0.64003-0.61067i,0.094516-0.39519i,-0.077137-0.124i,-0.023213-0.022076i,0.025237-0.022779i,0.035723-0.022242i,0.014177-0.003435i,-0.0079646+0.024443i,-0.011343+0.030796i,-0.012722+0.018182i,-0.012189+0.014128i,-0.0082351+0.015184i,-0.0029956+0.011775i,-0.0032342+0.0090364i,-0.0049905+0.011429i,-0.0022627+0.012053i,-0.0040338+0.010152i,-0.0059898+0.014174i,-0.0017175+0.01916i,0.0033742+0.018976i,0.0072547+0.015458i
-0.90476+0.087356i,-0.93934-0.11769i,-0.69741-0.17592i,-0.38684-0.071209i,-0.16434+0.00090559i,-0.08154-0.0044558i,-0.070769-0.016552i,-0.06393-0.01283i,-0.038783-0.0046331i,-0.0034232-0.009264i,0.0097853-0.021394i,0.0091514-0.019068i,0.0087469-0.013744i,-0.0028175-0.0085402i,-0.011575+0.0031005i,-0.007844-0.00020882i,-0.01135-0.01843i,-0.024905-0.0227i,-0.027274-0.010795i,-0.016302-0.0042637i,-0.0045905-0.0067559i,0.0036938-0.0096261i,0.0052443-0.0081637i
0.18256-0.29624i,0.014825-0.023749i,-0.13767+0.23318i,-0.10206+0.25107i,-0.038252+0.14743i,-0.0012766+0.098539i,0.058114+0.077025i,0.079282+0.047944i,0.062404+0.0312i,0.0464+0.015385i,0.039045+0.003035i,0.034699-0.0054082i,0.023137-0.0087759i,0.016949-0.0038366i,0.017179-0.0041068i,0.013112+0.00047586i,0.017643+0.015283i,0.031219+0.017345i,0.034788+0.006528i,0.026434-0.0012939i,0.013866-0.0022265i,0.0037468-0.0024562i,0.00094292-0.0082307i
-0.0052371+0.69557i,0.22753+0.75728i,0.48001+0.48631i,0.40397+0.16518i,0.17445+0.026633i,0.070791-0.03853i,0.031858-0.095888i,0.0049799-0.094134i,-0.0010805-0.071528i,-0.029321-0.05143i,-0.061806-0.023283i,-0.066896+0.0014795i,-0.050178+0.014991i,-0.026739+0.014683i,-0.013593+0.010767i,-0.0085453+0.0065092i,-0.0082156-0.0035901i,-0.01322-0.011219i,-0.016442-0.0077852i,-0.012934+0.00079646i,-0.007098+0.0047234i,-0.0056636+0.0070873i,-0.0037926+0.010852i
0.35152-0.6344i,0.35419-0.87086i,0.1239-0.75075i,-0.050999-0.42556i,-0.084095-0.13653i,-0.078358+0.062715i,-0.045519+0.15526i,-0.011684+0.12368i,-0.017168+0.060413i,-0.012271+0.037978i,0.019625+0.033757i,0.040332+0.026276i,0.039936+0.016317i,0.020644+0.0035328i,-0.0011012-0.0034928i,-0.0055284-0.005743i,0.0016608-0.0070412i,0.0099239-0.0064041i,0.013537-0.0096577i,0.0086524-0.011827i,0.0025458-0.0052596i,0.0034321-0.00090613i,0.0024635-0.0023824i
-0.40615+0.20375i,-0.55924+0.2562i,-0.54308+0.25737i,-0.3353+0.26346i,-0.076749+0.1543i,0.039942-0.01109i,0.03298-0.069617i,0.022681-0.04151i,0.027031-0.005176i,0.02833+0.010575i,0.020255+0.0037483i,0.0073146-0.0094882i,-0.0048159-0.019345i,-0.0096773-0.010479i,0.00018183+0.0090816i,0.0070063+0.016297i,-0.002719+0.013116i,-0.016788+0.012096i,-0.022779+0.017313i,-0.016348+0.01859i,-0.0090109+0.0082492i,-0.0084157+0.00080539i,-0.0026872+0.0057846i
0.029026-0.031681i,0.021537+0.12499i,0.13517+0.19165i,0.19113+0.039396i,0.09787-0.069956i,0.011811-0.023597i,-0.011836+0.024229i,-0.026207+0.035054i,-0.021383+0.019066i,-0.022016-0.022722i,-0.041116-0.041613i,-0.045057-0.027809i,-0.029024-0.0079988i,-0.01686-0.0020751i,-0.022122-0.0093383i,-0.02616-0.0097003i,-0.010534-0.00016189i,0.0094407+0.0026013i,0.014246-0.0058593i,0.0040517-0.0094973i,-0.0015171-0.0016857i,0.0021532-0.00041671i,0.0015671-0.011244i
0.22535+0.18937i,0.37836+0.03612i,0.28044-0.14403i,0.045877-0.16772i,-0.10613-0.11157i,-0.13758-0.096874i,-0.10275-0.088609i,-0.044404-0.073113i,-0.0082377-0.050786i,0.0093019-0.0092448i,0.027424+0.023146i,0.029333+0.031025i,0.016502+0.024167i,0.0080469+0.0092571i,0.0094358-0.0018844i,0.01667-0.0075587i,0.014622-0.015793i,-0.0013778-0.018477i,-0.013081-0.0056689i,-0.0093142+0.0085111i,-0.0024127+0.010774i,0.00088438+0.011203i,0.0013851+0.015264i
-0.11174-0.27372i,-0.17754-0.26368i,-0.18508-0.2033i,-0.13339-0.064564i,-0.030407+0.083806i,0.061129+0.11681i,0.060269+0.061712i,-0.0025563+0.027309i,-0.03319+0.028689i,-0.023669+0.021107i,-0.013221+0.010017i,0.0033485+0.0065091i,0.021461-0.00074493i,0.02123-0.0053648i,0.0052157+0.00089965i,-0.010205+0.010854i,-0.01045+0.016768i,0.0021205+0.011039i,0.011308-0.0051499i,0.011349-0.017679i,0.0071894-0.023401i,0.00084284-0.026337i,-0.0040386-0.021519i
-0.087827+0.038307i,-0.21109+0.069984i,-0.20594+0.20039i,-0.10219+0.20924i,-0.024828+0.091742i,0.026368+0.029174i,0.085042+0.0077385i,0.10283-0.017352i,0.075752-0.023516i,0.04953-0.026482i,0.030527-0.045183i,0.0035551-0.058459i,-0.025331-0.044072i,-0.028904-0.018433i,-0.0048368-0.014173i,0.012088-0.022881i,0.0071487-0.020344i,-0.002717-0.0074165i,-0.0067761+0.0047915i,-0.0077241+0.010507i,-0.0074243+0.015161i,-0.0029444+0.020194i,0.0059961+0.017002i
0.18783+0.22441i,0.39009+0.26952i,0.43078+0.1771i,0.34196+0.080099i,0.22515-0.0058613i,0.086122-0.095079i,-0.021375-0.10595i,-0.037059-0.057534i,-0.012049-0.024583i,-0.0087584-0.0033655i,-0.025418+0.026896i,-0.030501+0.057392i,-0.010349+0.065015i,0.0091605+0.043976i,0.0043616+0.022945i,-0.0058157+0.01998i,-0.00090252+0.018155i,0.0080095+0.0066354i,0.0090602-0.0050927i,0.006542-0.010474i,0.003948-0.010926i,-0.00055871-0.007737i,-0.003178-0.0074097i
-0.21974-0.17767i,-0.33642-0.24637i,-0.32338-0.32183i,-0.31112-0.29864i,-0.29089-0.094637i,-0.1611+0.12225i,-0.012176+0.17951i,0.042075+0.10981i,0.012003+0.031334i,-0.016295+0.010152i,0.0065764+0.011795i,0.032674-0.0089942i,0.023044-0.031457i,0.00062582-0.027591i,-0.0068717-0.011608i,-0.0012231-0.0090201i,-0.00075724-0.013897i,-0.0042591-0.0097917i,-0.0050788+4.3679e-05i,-0.0019012+0.0083125i,0.0096871+0.0099168i,0.021139-0.0012846i,0.014214-0.0093139i
0.25736-0.09851i,0.19798-0.10322i,0.039555+0.069285i,0.052899+0.19306i,0.1316+0.10825i,0.071675-0.024754i,-0.028829-0.055974i,-0.061671-0.024504i,-0.037537+0.0053971i,0.0022971+0.0037833i,0.015035-0.019152i,0.012173-0.026668i,0.015282-0.017767i,0.015461-0.0078519i,0.012865+0.002135i,0.010566+0.010559i,0.0065441+0.010758i,-0.00076821+0.0057958i,-0.0067497+0.0014884i,-0.007133-0.0038751i,-0.011078-0.0068209i,-0.019434+0.0028139i,-0.014241+0.016279i
-0.24623+0.35151i,-0.14134+0.41181i,0.0063721+0.22417i,-0.0084927+0.013394i,-0.046591-0.045079i,0.010364-0.0081489i,0.06133+0.021474i,0.058247+0.032581i,0.033103+0.025833i,-0.0020569+0.017438i,-0.027368+0.020905i,-0.037717+0.015224i,-0.044835+0.0034119i,-0.039354+2.0233e-05i,-0.02156-0.0033181i,-0.0063501-0.010609i,0.00072265-0.011793i,0.0048636-0.0073621i,0.005682-0.0026346i,0.0023993+0.0048148i,0.002938+0.0064986i,0.0062939-0.0029238i,0.0047568-0.012658i
0.12477-0.45052i,0.13553-0.50433i,0.16026-0.34265i,0.13887-0.18298i,0.00036306-0.13217i,-0.13344-0.11986i,-0.15185-0.098064i,-0.094271-0.070804i,-0.023965-0.038877i,0.014041-0.02077i,0.013035-0.0006725i,0.014748+0.037861i,0.03703+0.056165i,0.043003+0.037097i,0.018092+0.016677i,-0.0054453+0.016846i,-0.0085863+0.019828i,-0.0024251+0.014358i,0.0019176+0.0065427i,0.0021422+0.001444i,0.0022019+0.0063004i,0.0087463+0.017798i,0.015437+0.017969i
0.090223+0.34142i,0.032194+0.29786i,-0.1352+0.094791i,-0.21627+0.029622i,-0.11849+0.13246i,0.033863+0.1601i,0.09152+0.088254i,0.059892+0.026332i,0.01052-0.0058446i,-0.011157-0.01453i,0.0058996-0.01371i,0.028635-0.03042i,0.020336-0.046646i,0.0012032-0.033405i,0.0020901-0.011078i,0.010678-0.0045872i,0.009922-0.0071468i,0.0062117-0.0092165i,0.0036186-0.011436i,0.00046752-0.01195i,-0.0037765-0.01542i,-0.013087-0.025415i,-0.022075-0.025451i
-0.31012-0.15961i,-0.38332-0.044171i,-0.28071+0.18325i,-0.10366+0.24834i,0.023644+0.11501i,0.05179-0.013628i,0.026226-0.058526i,0.0052699-0.043202i,0.0083324-0.0095725i,0.013451-0.0042314i,-0.010677-0.02147i,-0.04674-0.018248i,-0.050689+0.0015739i,-0.030829+0.0091905i,-0.018335+0.0045253i,-0.015061+0.0013429i,-0.01239+0.00078453i,-0.010645+0.0027234i,-0.0095508+0.0074575i,-0.0027476+0.0097804i,0.0082896+0.013298i,0.018205+0.020002i,0.022324+0.022478i
0.39313+0.072712i,0.55959+0.042569i,0.5384-0.015338i,0.4033-0.066623i,0.24453-0.10559i,0.099171-0.092811i,0.022409-0.033634i,0.0071206-0.001338i,-0.0070971-0.0067502i,-0.023397-0.00086i,-0.019332+0.014594i,-0.0091203+0.017593i,-0.0062503+0.016023i,-0.0018597+0.009642i,0.0036203-0.0012927i,0.0037136-0.01002i,0.00081282-0.012829i,-0.0034097-0.0086182i,-0.0047712-0.0027283i,-0.0058244-0.00084687i,-0.013424-0.0030132i,-0.020734-0.0031924i,-0.016265-0.0046245i
-0.31357-0.039917i,-0.41271-0.081762i,-0.34586-0.17138i,-0.28448-0.1833i,-0.27321-0.06382i,-0.18189+0.067207i,-0.043314+0.096938i,0.024663+0.053425i,0.028708+0.017646i,0.028104+0.0049961i,0.034041+0.0038828i,0.038552+0.0099419i,0.034724+0.010764i,0.017202+0.0081296i,-0.0016288+0.012205i,-0.0091911+0.017449i,-0.0079364+0.01637i,-0.0031686+0.010388i,0.00075717+0.0047597i,0.0047434+0.0026045i,0.015089-0.00067748i,0.025674-0.0084106i,0.020109-0.0097792i
0.2264-0.078995i,0.23269-0.15484i,0.13222-0.13602i,0.096138-0.07555i,0.12367-0.030988i,0.10458-0.011637i,0.048839-0.011478i,0.0081727-0.01355i,-0.0050065-0.0014182i,-0.0018569+0.0064746i,0.0013248-0.0059116i,0.002839-0.029682i,0.0038703-0.043262i,0.0065785-0.034822i,0.015776-0.020855i,0.023464-0.01569i,0.022028-0.014208i,0.015615-0.013046i,0.0064755-0.010617i,-0.0072296-0.0039818i,-0.023408+0.00631i,-0.033832+0.016247i,-0.028434+0.015439i
-0.22941+0.20544i,-0.25095+0.36444i,-0.26585+0.37058i,-0.29126+0.28196i,-0.21359+0.17723i,-0.065628+0.064939i,0.0039384-0.0072613i,0.0064056+0.00059717i,0.012729+0.024278i,0.010328+0.019736i,-0.0073889+0.012368i,-0.022813+0.016137i,-0.03205+0.022711i,-0.032309+0.021978i,-0.026996+0.01431i,-0.022595+0.009032i,-0.016328+0.0060345i,-0.009421+0.0021927i,-0.0071714-0.00032707i,-0.0014886-0.0018894i,0.011217-0.0074104i,0.018364-0.013455i,0.014683-0.0075477i
0.26176-0.29432i,0.29826-0.37849i,0.35132-0.24389i,0.36047-0.1098i,0.2105-0.1243i,-0.025394-0.13808i,-0.13726-0.072687i,-0.093529-0.023337i,-0.024358-0.032176i,0.0034856-0.040648i,0.012659-0.014398i,0.026204+0.018083i,0.039247+0.022208i,0.037358+0.0060488i,0.021982-0.0049639i,0.010274-0.0069983i,0.0060468-0.0047596i,0.003926-0.0015816i,0.0051628-0.00037036i,0.0051022+0.0014298i,0.0011205+0.0088893i,0.0041871+0.01603i,0.01207+0.0064071i
-0.17684+0.37291i,-0.15127+0.36648i,-0.18495+0.16938i,-0.22842+0.07607i,-0.15741+0.17719i,0.0014277+0.23626i,0.095967+0.1738i,0.073032+0.088164i,0.0005687+0.049469i,-0.037582+0.041443i,-0.033079+0.016319i,-0.022697-0.01291i,-0.022296-0.015156i,-0.025512-0.00065256i,-0.021207+0.011078i,-0.010853+0.014499i,-0.002901+0.013313i,0.0013618+0.0080427i,0.0012842+0.0012751i,0.00040495-0.0058845i,0.00039909-0.018867i,-0.0065751-0.03247i,-0.017963-0.026033i
-0.060537-0.44438i,-0.14405-0.39675i,-0.049783-0.22352i,0.1245-0.15825i,0.16262-0.20033i,0.093612-0.19733i,0.042597-0.15968i,0.013397-0.12507i,0.0030001-0.087492i,0.0042652-0.055896i,-0.00084535-0.026922i,-0.0039209-0.0053199i,0.0024217-0.0049489i,0.011426-0.01393i,0.014156-0.019146i,0.010387-0.022792i,0.0041905-0.022083i,0.0011102-0.013178i,0.0018911-0.0053589i,0.00038956-0.00090562i,-0.0024932+0.009307i,0.00067565+0.023647i,0.0086671+0.024966i
0.35149+0.43334i,0.40055+0.34201i,0.18984+0.14723i,-0.066903+0.042556i,-0.10205+0.042562i,-0.0086943+0.025582i,0.015544+0.0020604i,-0.0054489+0.025963i,0.0010082+0.05781i,0.017582+0.056219i,0.015897+0.033217i,-0.0040459+0.01277i,-0.020708+0.0098717i,-0.019916+0.014957i,-0.011688+0.014993i,-0.0066766+0.014653i,-0.0033666+0.012443i,-0.0030228+0.0047526i,-0.0069799+0.0016496i,-0.0082058+0.0041253i,-0.0070473+0.00022316i,-0.0096544-0.0063864i,-0.010956-0.0030567i
-0.55543-0.25871i,-0.54038-0.17375i,-0.29432-0.025341i,-0.086305+0.040044i,-0.1041-0.012029i,-0.20589-0.027155i,-0.18345+0.014483i,-0.074007-0.003244i,-0.012021-0.054656i,-0.0010794-0.066039i,0.010018-0.043155i,0.030132-0.017205i,0.037961-0.0092479i,0.024195-0.011167i,0.0066943-0.008215i,-0.00048517-0.0031447i,-0.0007231+0.0017068i,0.001549+0.0068844i,0.0054545+0.0075834i,0.0074763+0.0062166i,0.012187+0.0088808i,0.024483+0.008081i,0.031328-0.0041375i
0.5995-0.08214i,0.55157-0.13268i,0.31035-0.14675i,0.10321-0.058564i,0.086413+0.11489i,0.17974+0.20751i,0.19551+0.17018i,0.11404+0.12421i,0.041678+0.10239i,0.0059366+0.066549i,-0.01955+0.024791i,-0.032137-0.00018404i,-0.024731-0.0042828i,-0.010634+0.00032827i,0.002005+0.0029724i,0.011581+0.0018336i,0.014057-0.0032886i,0.0082109-0.0090606i,0.00029124-0.010051i,-0.0016198-0.0070572i,-0.0058703-0.0073519i,-0.021824-0.0098891i,-0.035986-0.0056204i
-0.4618+0.4194i,-0.44608+0.45766i,-0.2671+0.39782i,-0.058738+0.23765i,0.013127+0.014181i,-0.023743-0.14035i,-0.028711-0.17481i,-0.0045383-0.15029i,-0.00030976-0.096759i,0.0028143-0.033857i,0.01494+0.008248i,0.023045+0.02715i,0.020584+0.026758i,0.013214+0.017335i,0.0035811+0.0098723i,-0.0094131+0.0048203i,-0.016206+0.0031649i,-0.011129+0.0039962i,-0.0029294+0.002545i,0.0015376-0.0018328i,0.0085887-0.002887i,0.019901+0.0004855i,0.0264+0.0015796i
0.19075-0.57445i,0.28062-0.60902i,0.22856-0.55607i,0.069196-0.41066i,0.011805-0.2016i,0.031552-0.081904i,-0.011254-0.035795i,-0.045022+0.020485i,-0.017237+0.032477i,-0.000181+0.0017187i,-0.004748-0.012554i,-0.0079755-0.01799i,-0.011515-0.021491i,-0.012757-0.018699i,-0.0097303-0.014763i,-0.0038557-0.0067814i,0.00080387+5.0725e-05i,-0.0021732+0.001159i,-0.0078918+0.00094178i,-0.011312+0.0024894i,-0.01446+0.0053768i,-0.017666+0.0098072i,-0.017759+0.014504i
0.092633+0.46161i,-0.12388+0.50983i,-0.22686+0.51098i,-0.15948+0.3989i,-0.17172+0.20679i,-0.23393+0.12903i,-0.16365+0.1169i,-0.05697+0.033716i,-0.031926-0.034509i,-0.024878-0.031844i,-0.0051701-0.018402i,-0.002295-0.0091661i,-0.0081207+0.0034001i,-0.0076389+0.013513i,-0.00090307+0.014503i,0.004092+0.0087361i,0.0054957+0.0053364i,0.0093472+0.0065004i,0.013168+0.0069954i,0.010889+0.0035784i,0.0091308-0.0025242i,0.015279-0.012231i,0.023014-0.022076i
-0.26221-0.20381i,-0.026644-0.34788i,0.12256-0.45149i,0.11298-0.35243i,0.18016-0.12565i,0.28366-0.0018703i,0.24233+0.018367i,0.12507+0.044184i,0.048165+0.055312i,0.0054552+0.033156i,-0.02305+0.012404i,-0.028359+0.005217i,-0.014505+0.0029242i,-0.0055679+0.00046212i,-0.0069974-0.0011168i,-0.0059976-0.0058454i,-0.002195-0.014727i,-0.0023828-0.020096i,-0.0058074-0.016781i,-0.0037762-0.0052901i,-0.0023981+0.0064011i,-0.011384+0.014735i,-0.022237+0.017963i
0.23149-0.024768i,0.057589+0.26741i,-0.035621+0.49594i,-0.024953+0.41032i,-0.080503+0.15983i,-0.12792+0.0041702i,-0.072202-0.06056i,-0.015895-0.080547i,0.014741-0.038732i,0.043706+0.0050849i,0.0499+0.017033i,0.040197+0.017576i,0.028435+0.010657i,0.017584+0.0024149i,0.0083211-0.0021233i,-0.0025389-0.0023983i,-0.01102+0.0025277i,-0.010348+0.0073132i,-0.004407+0.0051739i,-0.0021749-0.0036297i,-0.0020854-0.0092001i,0.0031459-0.010245i,0.011481-0.0090762i
0.026384+0.12594i,0.14958-0.26914i,0.16163-0.59582i,0.074227-0.55111i,0.041952-0.32918i,0.021047-0.19844i,-0.049942-0.10472i,-0.059851-0.0070966i,-0.015938+0.011513i,-0.0091699-0.014405i,-0.018229-0.020918i,-0.010205-0.022024i,-0.0013039-0.027574i,-0.0018878-0.024887i,-0.0031999-0.010658i,0.0034459+0.0032756i,0.010408+0.0056383i,0.0049221+0.00080834i,-0.0056909+0.0013012i,-0.0060902+0.006799i,0.00036764+0.0086071i,0.0029491+0.009028i,-0.001105+0.0089986i
-0.28113-0.073952i,-0.34335+0.29182i,-0.31451+0.58527i,-0.23129+0.57636i,-0.17797+0.43463i,-0.13628+0.33914i,-0.053908+0.23845i,-0.0015941+0.10447i,-0.005651+0.020306i,-0.0031658+0.006567i,0.011912+0.010084i,0.0066733+0.01261i,-0.009952+0.021539i,-0.014241+0.023707i,-0.0094764+0.010828i,-0.0036055-0.0022932i,0.0050718-0.0031632i,0.015659+0.00311i,0.019241+0.0050017i,0.011484+0.0015112i,0.0014946-0.0021427i,-0.00011787-0.0072235i,0.0055787-0.011354i
0.34996-0.12491i,0.29903-0.40328i,0.18987-0.57645i,0.13517-0.50656i,0.15305-0.3495i,0.17382-0.24011i,0.13746-0.15087i,0.069231-0.069829i,0.0066415-0.023109i,-0.032677-0.0072607i,-0.040778-0.001422i,-0.023072+0.0010987i,0.0016707+0.00066389i,0.013884-0.00012904i,0.013827-0.00026504i,0.0088346-0.0052571i,0.00020626-0.013972i,-0.0071842-0.018706i,-0.0076439-0.015697i,-0.0014308-0.0081159i,0.0026433-0.0017651i,-0.0015489+0.0029417i,-0.0091966+0.005437i
-0.26274+0.36568i,-0.16907+0.61557i,-0.027272+0.72437i,0.04107+0.56538i,0.016842+0.30637i,-0.016471+0.12851i,-0.010535+0.025548i,-0.0070526-0.025107i,-0.0022256-0.019165i,0.021311-0.0043251i,0.029151-0.0094777i,0.014621-0.011745i,0.0032161-0.0057358i,6.234e-05-0.0026915i,-0.0044579-0.0019047i,-0.010055+0.0046133i,-0.0094346+0.014873i,-0.00293+0.014695i,-0.00051307+0.0045462i,-0.005104-0.00086767i,-0.0069877+0.00054679i,-0.001659+0.0019856i,0.0070028+0.0020723i
0.097677-0.48369i,0.078178-0.72218i,0.040313-0.81877i,-0.020677-0.65766i,-0.082468-0.38438i,-0.11351-0.19537i,-0.12104-0.093794i,-0.083781-0.024801i,-0.027751-0.00058271i,-0.0124-0.0010389i,-0.020257+0.010197i,-0.015331+0.014911i,-0.0076093+0.0019139i,-0.005423-0.0041774i,-0.00096208+0.00265i,0.007099+0.0084829i,0.0083018+0.0079978i,-0.00061226+0.0073694i,-0.0077156+0.0092274i,-0.0044344+0.0086647i,0.00075097+0.0053305i,0.0013914+0.0024424i,-0.0023712+0.00086204i
0.088784+0.41308i,0.048238+0.58113i,-0.028793+0.63042i,-0.052377+0.50829i,-0.0063622+0.34709i,0.045749+0.27067i,0.07641+0.21676i,0.068611+0.12876i,0.038999+0.055259i,0.02729+0.018279i,0.026925-0.00027284i,0.017009-0.0025571i,0.0037811+0.0060742i,-0.0031808+0.0085425i,-0.0037076+0.0030262i,0.00061106-0.0031524i,0.0075515-0.0072515i,0.01316-0.0065342i,0.013391-0.0021878i,0.0082004+0.00050442i,0.0028132-0.00072924i,0.0012109-0.0034002i,0.0033057-0.0045939i
-0.21901-0.25939i,-0.2043-0.42056i,-0.14791-0.47825i,-0.085655-0.34726i,-0.014293-0.19485i,0.034089-0.15942i,0.030716-0.14241i,0.018132-0.084856i,0.013336-0.03829i,0.0044373-0.016137i,0.0040659-0.0037694i,0.016152-0.0021184i,0.025242-0.0055514i,0.022788-0.0052172i,0.014187-0.0027422i,0.0031662-0.0041907i,-0.0096415-0.0073981i,-0.015251-0.0079663i,-0.010077-0.0060232i,-0.0030195-0.0040614i,-0.00059806-0.0029794i,-0.0023447-0.001613i,-0.0060419+0.00037177i
0.20572+0.12376i,0.18965+0.37333i,0.14376+0.53972i,0.093293+0.42478i,0.027532+0.19268i,-0.010819+0.06964i,0.0053292+0.024867i,0.015319-0.004905i,-0.0005431-0.0072395i,-0.011647+0.0020735i,-0.020973+0.00033507i,-0.033404-0.0044769i,-0.036305-0.0048144i,-0.028507-0.0049734i,-0.021393-0.0055634i,-0.016853-0.00064992i,-0.0089598+0.0069175i,-0.0013908+0.0075051i,0.00088951+0.0030044i,-0.0012648+0.00093948i,-0.0010662+0.0021536i,0.0027497+0.0034614i,0.0058767+0.0038944i
-0.060791-0.033335i,-0.021339-0.30767i,0.052612-0.51263i,0.088073-0.44097i,0.038429-0.23738i,-0.050963-0.11098i,-0.10375-0.056015i,-0.090244-0.025528i,-0.05059-0.018077i,-0.02306-0.013974i,-0.0058224-0.00036856i,0.0048423+0.0086788i,0.0064555+0.0073899i,0.0051796+0.0065945i,0.0065199+0.0082171i,0.0098768+0.0071123i,0.011126+0.0033149i,0.0065374-0.00033083i,-0.00047424-0.00071624i,-0.0021926+0.00064057i,7.5966e-05+0.0009022i,-0.00037006+0.0001328i,-0.0018258-0.0019369i
