-0.00073381+0.00075874i,5.4744e-06-0.00069627i,-0.00048881-0.00040435i,-0.000368+5.3757e-05i,-0.00027751+0.0011865i,-0.00051336+0.00075009i,-0.0012964-0.00025117i,-0.00088731+0.00043939i,0.00045891+0.0009142i,0.0012475+0.00067201i,0.00060015+0.00018739i,0.00043557-0.0012459i,0.00042592-0.0016063i,-0.00027241-0.00096135i,-2.508e-05+4.5571e-05i,0.00096462+0.0007075i,0.0012186+0.00019751i,0.00097773-0.00031653i,0.00073834-0.0003915i,0.0002099-2.8111e-05i,-0.00023308-0.00013336i,0.00014424-0.00040007i,0.0011887-9.1646e-05i
0.054758-0.38986i,0.16702-0.45977i,0.21085-0.16655i,0.12407+0.15543i,-0.024829+0.19272i,-0.11665+0.15349i,-0.096932+0.13829i,-0.078417+0.087759i,-0.091336+0.074561i,-0.062844+0.074186i,-0.047738+0.051856i,-0.058235+0.061522i,-0.04378+0.091765i,-0.007466+0.1048i,0.043068+0.084519i,0.079358+0.03862i,0.081353+0.0094946i,0.064094+0.0027841i,0.031946+0.00040506i,-1.0349e-05+0.0072745i,-0.0048473+0.019931i,0.01373+0.017686i,0.023741-0.0024009i
0.49566+0.1749i,0.91176+0.082514i,1.0206-0.3965i,0.71843-0.80714i,0.42548-0.69523i,0.34337-0.35732i,0.24277-0.15039i,0.11479-0.059841i,0.067641-0.047219i,0.052185-0.05864i,0.046566-0.038929i,0.045517-0.012356i,0.041858+0.018944i,0.042241+0.029375i,0.018212-0.00037962i,-0.018527-0.02812i,-0.026477-0.041875i,-0.010165-0.049635i,0.0043044-0.042465i,0.011016-0.028162i,0.013873-0.028107i,0.006462-0.034378i,-0.0043538-0.024189i
-0.6099+0.15519i,-1.1259+0.22904i,-1.2168+0.12918i,-0.86892-0.13467i,-0.51725-0.28965i,-0.25285-0.26422i,-0.047975-0.2562i,0.0086093-0.23492i,-0.001527-0.13721i,-0.00082268-0.075654i,-0.023818-0.057351i,-0.049265-0.041096i,-0.050806-0.050022i,-0.03867-0.062067i,-0.019203-0.044199i,-0.001009-0.023542i,-0.0021089-0.027755i,-0.019208-0.041482i,-0.034316-0.041186i,-0.03781-0.022336i,-0.032202+0.0029385i,-0.020405+0.026621i,-0.0010841+0.039498i
0.2119-0.50345i,0.32521-0.906i,0.20389-0.96217i,-0.065588-0.66072i,-0.23478-0.28296i,-0.28194+0.011321i,-0.2127+0.14129i,-0.10991+0.083049i,-0.092581-0.0032244i,-0.0884+0.0012644i,-0.052428+0.017611i,-0.03355+0.016495i,-0.036812+0.033639i,-0.044525+0.056242i,-0.03532+0.064201i,-0.017915+0.055063i,-0.024471+0.052898i,-0.039973+0.066528i,-0.030211+0.063258i,-0.010954+0.031175i,-0.0070873+0.0026672i,-0.0035116+0.00015485i,0.0081071+0.0007266i
0.30779+0.45811i,0.64184+0.77008i,0.81532+0.74853i,0.8295+0.49548i,0.86996+0.29624i,0.85912+0.1174i,0.63318-0.042272i,0.33344-0.06609i,0.16251-0.024843i,0.086512-0.012252i,0.037718-0.012397i,0.0012777-0.012007i,-0.026975-0.0061167i,-0.039629+0.0048202i,-0.033986+0.0074223i,-0.012036+0.0066638i,0.023249+0.012711i,0.054812+0.01391i,0.054258+0.0043491i,0.027777+0.0051054i,0.013367+0.019785i,0.014743+0.019578i,0.0058045+0.0061774i
-0.56144-0.091398i,-0.96453-0.098977i,-0.86607-0.098919i,-0.41487-0.15888i,-0.25328-0.24346i,-0.3147-0.22101i,-0.24093-0.14851i,-0.115-0.12677i,-0.042001-0.10412i,0.0077155-0.073613i,0.021304-0.058955i,0.015228-0.04415i,0.02049-0.039176i,0.02203-0.038787i,0.0061839-0.025766i,-0.0088056-0.006127i,-0.00341-0.0012868i,0.011954-0.01475i,0.018848-0.027092i,0.021441-0.03023i,0.020784-0.031346i,0.0024449-0.022711i,-0.019465+0.00025605i
0.35584-0.27592i,0.59692-0.4363i,0.6848-0.33008i,0.60142-0.15708i,0.39776-0.14298i,0.11823-0.10835i,0.0040848+0.030155i,0.063371+0.059984i,0.061303-0.010633i,0.0088919-0.017185i,-0.0044316-0.0011876i,-0.019364-0.01152i,-0.055931-0.0084824i,-0.07918+0.0078958i,-0.063244+0.025641i,-0.027859+0.025541i,-0.022472+0.0020898i,-0.04453-0.013301i,-0.048931-0.0041232i,-0.030477+0.0055219i,-0.015886-0.0036582i,-0.0066615-0.010615i,0.0081872-0.010125i
0.17837+0.37939i,0.46021+0.54857i,0.62622+0.4645i,0.52711+0.37515i,0.3269+0.53671i,0.25388+0.65808i,0.21623+0.46884i,0.10397+0.21405i,0.036649+0.096169i,0.03442+0.031004i,0.019082-0.0076599i,-0.00028771-0.0041607i,0.001623+0.01035i,0.023886+0.0054032i,0.036256-0.024771i,0.022012-0.039099i,0.011376-0.014819i,0.018202+0.013651i,0.026609+0.013656i,0.023212-0.0041223i,0.011552-0.0097296i,0.0031723-0.0022931i,0.00059803+0.0019549i
-0.39508-0.15833i,-0.6905-0.24082i,-0.75705-0.28929i,-0.55314-0.26883i,-0.26391-0.28375i,-0.037047-0.31208i,0.071648-0.2037i,0.10723-0.073902i,0.09669-0.043647i,0.048285-0.035002i,0.012832-0.012245i,-0.0017869-0.0054718i,-0.010952-0.010832i,-0.02151-0.0077111i,-0.036315+0.0076868i,-0.0394+0.019689i,-0.028827+0.016316i,-0.015201+0.0043217i,-0.0085214-0.0065448i,-0.012381-0.0032663i,-0.009934+0.013289i,0.0034893+0.016214i,0.0095385-0.00041981i
0.14937-0.20091i,0.1289-0.23658i,0.052208-0.042546i,0.041043+0.17663i,0.073801+0.17612i,-0.0090281+0.061171i,-0.084687+0.031167i,-0.031426+0.045353i,0.026106+0.023374i,0.022147+0.0082399i,0.013407+0.011729i,0.01682+0.0075789i,0.01656-0.013584i,0.015993-0.042752i,0.019954-0.046511i,0.031749-0.019446i,0.046344+0.003207i,0.04442+0.011514i,0.026916+0.021567i,0.018426+0.024657i,0.018311+0.0096866i,0.0054286-0.0032646i,-0.013156+0.0020741i
0.17066+0.28658i,0.25867+0.4515i,0.14158+0.59585i,-0.073318+0.67708i,-0.19307+0.64181i,-0.17913+0.51565i,-0.10211+0.35926i,-0.055893+0.20639i,-0.056328+0.11063i,-0.037989+0.064362i,-0.007767+0.0094192i,-0.0171-0.031025i,-0.044358-0.019316i,-0.052154+0.021822i,-0.033389+0.043284i,-0.01597+0.023062i,-0.027673-0.006067i,-0.040007-0.013175i,-0.02709-0.0079663i,-0.0084164-0.0036728i,-0.001133+0.0013348i,0.0023631+0.0071874i,0.010171+0.0072586i
-0.24436+0.1025i,-0.16911+0.21116i,0.146+0.093697i,0.33772-0.21877i,0.23188-0.39277i,0.10892-0.32103i,0.054534-0.17535i,0.027953-0.065931i,0.044207-0.015166i,0.038818-0.011272i,0.0056078+0.0011683i,0.0011147+0.015557i,0.016855-0.0019729i,0.020662-0.029519i,0.010512-0.038553i,0.0051913-0.020008i,0.015396+0.004525i,0.029033+0.011791i,0.032214+0.0036203i,0.025366-0.0099624i,0.012486-0.017034i,-0.0014113-0.012405i,-0.0073274-0.0047359i
-0.00088845-0.41761i,-0.19874-0.63296i,-0.40199-0.51526i,-0.37092-0.13153i,-0.14826+0.12627i,-0.0091131+0.17069i,-0.0020372+0.15137i,-0.014995+0.10473i,-0.015542+0.054191i,0.0015818+0.01838i,0.011947-0.013376i,-0.0016902-0.028333i,-0.0043326-0.016885i,0.011065+0.0030359i,0.011113+0.015703i,-0.013897+0.024768i,-0.040783+0.0342i,-0.054287+0.042698i,-0.051974+0.039253i,-0.040631+0.025269i,-0.02452+0.019397i,-0.0027252+0.013128i,0.010798-0.0024227i
0.36697+0.25799i,0.62106+0.23802i,0.57195-0.00071926i,0.15713-0.25676i,-0.23567-0.27929i,-0.32347-0.17854i,-0.24538-0.11846i,-0.16583-0.059613i,-0.097472-0.01255i,-0.050323+0.0079058i,-0.0064969+0.021636i,0.022176+0.0069508i,0.00070251-0.018163i,-0.034601-0.021725i,-0.038171-0.0051683i,-0.0055208+0.011967i,0.033586+0.0073294i,0.046964-0.0073594i,0.038548-0.0085771i,0.029703-0.0014086i,0.019678-0.0039536i,0.0020792-0.0081998i,-0.010611-0.00074189i
-0.48796+0.12766i,-0.81959+0.28066i,-0.8893+0.41294i,-0.51762+0.42298i,-0.018933+0.30714i,0.19155+0.20874i,0.14909+0.17696i,0.083492+0.1217i,0.048292+0.043717i,0.02017-0.017729i,-0.014831-0.045185i,-0.037662-0.026299i,-0.021004+0.0082512i,0.0061556+0.023648i,0.0087135+0.021631i,-0.012473+0.014803i,-0.032912+0.0097275i,-0.035639+0.010446i,-0.022796+0.011029i,-0.0058057+0.0050796i,0.0073389-0.0014584i,0.013716-0.007203i,0.013756-0.012466i
0.16898-0.34344i,0.31929-0.50856i,0.37767-0.52129i,0.22676-0.3871i,0.024549-0.25454i,-0.078362-0.19357i,-0.10073-0.14496i,-0.068655-0.08449i,-0.029378-0.039713i,-0.0083962+0.0023144i,0.018264+0.029659i,0.034719+0.025495i,0.028889+0.017441i,0.025764+0.01148i,0.027781-0.00080141i,0.022294-0.015999i,0.0079265-0.028777i,-0.012949-0.037853i,-0.025775-0.036269i,-0.021852-0.024021i,-0.016784-0.0159i,-0.020013-0.0060581i,-0.019646+0.0082237i
0.14527+0.26479i,0.13949+0.50347i,0.1283+0.64266i,0.15138+0.49929i,0.11346+0.25603i,0.050251+0.1444i,0.051606+0.075741i,0.022532-0.01883i,-0.041863-0.042913i,-0.047577-0.016489i,-0.024855-0.009991i,-0.0072267-0.012718i,0.0085888-0.030138i,-0.0035179-0.058174i,-0.04468-0.061413i,-0.081458-0.032512i,-0.087373+0.0085835i,-0.065531+0.039985i,-0.034957+0.050409i,-0.011013+0.041942i,0.0029024+0.025939i,0.011277+0.0080066i,0.015065-0.009469i
-0.089452-0.012738i,0.0065449-0.26548i,0.14484-0.57492i,0.17038-0.62168i,0.096185-0.40038i,0.018023-0.17944i,-0.047275-0.058295i,-0.05123+0.031315i,0.010718+0.071871i,0.045409+0.046074i,0.037471+0.016575i,0.019767-0.0025684i,-0.014602-0.0018091i,-0.038992+0.034218i,-0.022593+0.063335i,0.01547+0.057443i,0.042384+0.031515i,0.041618+0.0050584i,0.024153-0.0059351i,0.013608-0.0028564i,0.014275-0.0012849i,0.011459-0.0040181i,0.0010871-0.0029865i
-0.11707-0.11968i,-0.1817-0.056824i,-0.2136+0.046803i,-0.15235+0.11123i,-0.024089+0.14114i,0.056825+0.11756i,0.048445+0.02366i,0.00107-0.060638i,-0.022916-0.075266i,-0.02175-0.052722i,-0.02732-0.02569i,-0.033454-0.0045344i,-0.026876+0.00164i,-0.011897-0.0053671i,-0.00068425-0.020619i,-0.0042618-0.037237i,-0.010832-0.044957i,-0.0047288-0.043563i,0.0054049-0.038677i,0.0091572-0.02908i,0.012002-0.017698i,0.014285-0.012195i,0.012082-0.011353i
0.16017-0.071043i,0.097539-0.13464i,-0.07549-0.16467i,-0.21352-0.13178i,-0.21692-0.11131i,-0.17119-0.12179i,-0.11216-0.049781i,-0.0093423+0.0285i,0.041019+0.012573i,0.020873-0.0056971i,0.01589+0.0059207i,0.023644+0.016501i,0.032581+0.032752i,0.053069+0.031638i,0.06338-4.4747e-05i,0.046888-0.034423i,0.011571-0.048509i,-0.023781-0.040319i,-0.04258-0.016465i,-0.037514+0.0069817i,-0.021709+0.01453i,-0.010563+0.010839i,-0.0033201+0.0069587i
-0.052243+0.27924i,-0.047732+0.47109i,0.039497+0.59921i,0.15332+0.52318i,0.15525+0.34619i,0.075523+0.24138i,0.021329+0.15163i,-0.027934+0.043905i,-0.074152+0.0019983i,-0.069187+0.019443i,-0.038528+0.027294i,-0.018734+0.013049i,-0.01476-0.015959i,-0.042906-0.04347i,-0.089179-0.03702i,-0.10372+0.0001234i,-0.077188+0.029653i,-0.042436+0.032266i,-0.016369+0.01921i,-0.00091106+0.0073722i,0.0080496+0.002747i,0.013923-0.00036611i,0.01293-0.0055182i
-0.080987-0.17787i,0.030932-0.29633i,0.22105-0.31284i,0.31785-0.19837i,0.23565-0.095571i,0.1282-0.063043i,0.09832-0.060726i,0.089712-0.055545i,0.072834-0.040269i,0.04875-0.041055i,0.014095-0.05193i,-0.0042673-0.044553i,0.00091349-0.030007i,0.018666-0.0068139i,0.058471+0.014215i,0.095889+0.0064631i,0.097455-0.013273i,0.07477-0.022276i,0.045367-0.019826i,0.021138-0.0086623i,0.011097+0.0042079i,0.010296+0.0094265i,0.0097814+0.0077686i
0.13447-0.027009i,0.16136+0.012872i,0.07067-0.033817i,-0.086432-0.12912i,-0.12329-0.13667i,-0.040089-0.098252i,-0.0057922-0.092872i,-0.049497-0.074222i,-0.071038-0.021254i,-0.040852+0.024924i,-0.0042983+0.04402i,0.0011529+0.038814i,-0.015502+0.025742i,-0.03057+0.016802i,-0.036934+0.01404i,-0.033292+0.0083772i,-0.026613-0.0029703i,-0.022332-0.011097i,-0.021989-0.013118i,-0.024058-0.0085778i,-0.021529-0.0025027i,-0.013543-0.0018274i,-0.0062721-0.003446i
-0.027556+0.03572i,-0.12207-0.074948i,-0.12887-0.19943i,-0.046655-0.23562i,-0.024779-0.17167i,-0.078418-0.074733i,-0.097308+0.0084322i,-0.028434+0.046719i,0.041164+0.010044i,0.015342-0.043697i,-0.031552-0.044718i,-0.028617-0.026676i,-0.010358-0.014756i,0.011832-0.012671i,0.02617-0.036888i,0.017099-0.055649i,0.0022827-0.049097i,-0.0073443-0.035138i,-0.0095459-0.017825i,-0.0021824-0.0021176i,0.0059478+0.0085763i,0.0074936+0.013914i,0.0046971+0.010064i
-0.089971+0.049201i,-0.15117+0.12835i,-0.30952+0.33109i,-0.37145+0.49947i,-0.22779+0.41291i,-0.10404+0.19159i,-0.070399+0.072041i,-0.042109+0.028726i,-0.021039+0.010306i,0.010644+0.016418i,0.042399+0.0081871i,0.041387-0.0041988i,0.02782-0.0075951i,0.0024023+0.00070231i,-0.025609+0.036138i,-0.026497+0.071297i,-0.0087463+0.074819i,0.010288+0.053384i,0.020408+0.02197i,0.015777+1.5677e-05i,0.0072158-0.0013108i,0.0061583+0.0067973i,0.0063691+0.014537i
0.029293-0.058303i,0.17371-0.048544i,0.34797-0.16675i,0.36131-0.29146i,0.24287-0.20936i,0.18334-0.040519i,0.18124+0.0080553i,0.14485-0.048073i,0.065302-0.096354i,-0.0092609-0.07975i,-0.042263-0.037445i,-0.047813-0.013403i,-0.036118-0.00023674i,-0.0038364-0.0052749i,0.025513-0.026105i,0.03869-0.038464i,0.039423-0.037207i,0.027176-0.028683i,0.01125-0.018952i,0.0012904-0.013932i,-0.0018096-0.014518i,-0.00043422-0.015028i,0.0067229-0.013696i
0.046975+0.044683i,-0.033879+0.21824i,0.0094551+0.46627i,0.15551+0.49033i,0.17268+0.24821i,0.072355+0.056282i,0.011018+0.028655i,-0.0032024+0.061004i,-0.00034459+0.080787i,0.016009+0.058064i,0.02691+0.024088i,0.03211+0.010268i,0.026987-0.00075766i,0.0067523-0.00013365i,-0.0047709+0.014825i,-0.0069285+0.022241i,-0.010381+0.015543i,-0.0068161+0.0017003i,-0.0046143-0.0072947i,-0.010256-0.0038527i,-0.016858+0.0055941i,-0.019429+0.010485i,-0.01595+0.0073302i
0.026934-0.068425i,0.040202-0.45507i,-0.069146-0.83537i,-0.21266-0.8121i,-0.21072-0.46714i,-0.097126-0.21822i,-0.065862-0.16995i,-0.096455-0.13271i,-0.069094-0.065879i,-0.024234-0.035719i,-0.018088-0.022527i,-0.015705-0.003301i,-0.002648+0.0042589i,-0.00098837-0.0092709i,-0.015006-0.033967i,-0.028511-0.047191i,-0.027425-0.038331i,-0.01695-0.02063i,-0.0025596-0.0070189i,0.0098017-0.0010847i,0.011301+0.0014584i,0.0056381+0.0045522i,-0.00094069+0.0020549i
-0.05558+0.13354i,0.092834+0.41757i,0.25134+0.61876i,0.27948+0.53395i,0.19486+0.26983i,0.091502+0.099039i,0.087038+0.067951i,0.13844+0.048271i,0.12936+0.0091512i,0.071523-0.0064315i,0.038416-0.0075517i,0.027193-0.016936i,0.014295-0.018428i,0.010943+0.0032773i,0.016789+0.039831i,0.02051+0.068992i,0.017951+0.071959i,0.010905+0.054575i,0.0046275+0.033896i,0.0012106+0.019095i,0.0032836+0.010359i,0.0075772+0.0066514i,0.0086089+0.010237i
-0.11559-0.19226i,-0.46231-0.27794i,-0.77669-0.29171i,-0.77084-0.14661i,-0.48033+0.086096i,-0.24334+0.19674i,-0.19215+0.19572i,-0.16435+0.16694i,-0.092063+0.099118i,-0.042954+0.025912i,-0.031104+0.0035213i,-0.029907+0.0089312i,-0.028785+0.010246i,-0.023341+0.0001837i,-0.01995-0.022884i,-0.0221-0.044781i,-0.018409-0.046043i,-0.0058054-0.032134i,0.0049328-0.023917i,0.0057023-0.024501i,-0.0003992-0.023518i,-0.0053498-0.018853i,-0.0044441-0.015279i
0.28836+0.10543i,0.59081+0.091299i,0.87978+0.10902i,0.88928+0.052729i,0.58548-0.089707i,0.29307-0.16085i,0.18411-0.16492i,0.12608-0.16465i,0.04259-0.11523i,0.0037948-0.039182i,0.0061918-0.0062967i,0.010653+0.0037856i,0.018229+0.013698i,0.027686+0.016269i,0.03986+0.016338i,0.052003+0.014144i,0.050073+0.0067638i,0.033189+0.0011438i,0.018544+0.0043517i,0.012799+0.0088907i,0.0071714+0.0072388i,0.0012499+0.0041582i,0.0014124+0.0030012i
-0.23485+0.15851i,-0.34926+0.28177i,-0.48269+0.33409i,-0.47379+0.33872i,-0.26592+0.31874i,-0.041954+0.25622i,0.060348+0.1814i,0.071489+0.12238i,0.056591+0.060135i,0.042716+0.0043114i,0.02306-0.018332i,0.002965-0.0087284i,-0.0011577+0.0041352i,-0.0091804+0.00022892i,-0.035486-0.0089645i,-0.060674-0.0098902i,-0.064894-0.0041939i,-0.049822-7.1522e-05i,-0.036238+0.0015981i,-0.027155+0.0044484i,-0.014225+0.0079752i,-0.0035991+0.0093867i,-0.00060581+0.0071349i
0.0081817-0.2986i,0.086548-0.46332i,0.2654-0.64735i,0.28979-0.7263i,0.081159-0.5865i,-0.082895-0.35632i,-0.1251-0.21678i,-0.14729-0.1204i,-0.11829-0.025243i,-0.060282+0.016371i,-0.029434+0.01566i,-0.0083628+0.0047127i,0.0063065-0.0057176i,0.01717-0.00052038i,0.038065+0.011475i,0.05539+0.010296i,0.053214+0.0028952i,0.038766+0.00030537i,0.030242-0.0018644i,0.028376-0.0072605i,0.020246-0.012505i,0.0099373-0.013156i,0.0042224-0.010092i
0.18745+0.097329i,0.088055+0.17527i,-0.128+0.37473i,-0.19621+0.52795i,-0.080555+0.45143i,-0.0092565+0.25571i,-0.00089238+0.10503i,0.022236+0.0062299i,0.035552-0.045248i,0.024165-0.058717i,0.0010543-0.045998i,-0.01573-0.013802i,-0.020851+0.0064991i,-0.028938+0.0044853i,-0.039541+0.0021847i,-0.039018+0.01026i,-0.026655+0.013982i,-0.014611+0.010021i,-0.01009+0.0087895i,-0.0075174+0.010504i,-0.00040882+0.0086531i,0.0039236+0.0056876i,0.0030609+0.0060459i
-0.14573+0.15876i,-0.11483+0.076504i,-0.12566-0.17121i,-0.18698-0.32669i,-0.17226-0.25261i,-0.081386-0.094598i,-0.021024+0.039534i,0.012135+0.10623i,0.026904+0.089948i,0.018255+0.05506i,0.016078+0.032969i,0.011013+0.0084727i,0.0021932+0.0045027i,0.016212+0.012822i,0.037216+0.0032724i,0.041021-0.014819i,0.028568-0.022835i,0.010252-0.021086i,-0.0048708-0.018796i,-0.016647-0.013796i,-0.021651-0.0023496i,-0.016587+0.002917i,-0.0072645+0.001358i
-0.1173-0.15506i,-0.088563+0.039642i,0.11615+0.33632i,0.30873+0.43176i,0.28082+0.28521i,0.13289+0.13928i,0.05343+0.049368i,0.024431-0.045443i,-0.010061-0.089673i,-0.017948-0.063351i,-0.0073499-0.031369i,-0.0012897-0.011287i,-0.001899-0.0057331i,-0.021058-0.0047097i,-0.044621+0.012143i,-0.045053+0.030926i,-0.02817+0.035293i,-0.0099753+0.03216i,0.0066144+0.029782i,0.022603+0.02355i,0.029741+0.01229i,0.023215+0.0065848i,0.012096+0.0072548i
0.25244-0.092661i,0.18199-0.25393i,-0.024484-0.35784i,-0.17547-0.32431i,-0.15809-0.21276i,-0.051798-0.12966i,0.033911-0.08315i,0.061304-0.029438i,0.054569+0.017592i,0.040128+0.019275i,0.013442-0.007781i,-0.013609-0.014046i,-0.012247+0.0034333i,0.011882+0.0066334i,0.028117-0.0090358i,0.026925-0.021271i,0.01987-0.021933i,0.013218-0.018233i,0.0041101-0.014663i,-0.0044285-0.0077329i,-0.0070716-0.0011051i,-0.0039985-0.0021964i,-0.002474-0.0081297i
-0.027737+0.28586i,0.14725+0.29542i,0.33047+0.15042i,0.36589-0.0036589i,0.24546-0.043486i,0.10816-0.033266i,0.025369-0.049039i,-0.033434-0.070876i,-0.051392-0.055829i,-0.017298-0.027469i,0.014858-0.015614i,0.01606-0.0097988i,-0.0050526-0.0084243i,-0.029569+0.00057196i,-0.034264+0.021815i,-0.021293+0.035477i,-0.0077608+0.02989i,-0.00034422+0.011405i,0.00083878-0.0068235i,-0.0010082-0.017736i,-0.0058227-0.020944i,-0.0079511-0.011386i,-0.00083721+0.0033475i
-0.29911-0.18066i,-0.48036-0.11656i,-0.56679-0.017667i,-0.49749+0.050382i,-0.28396+0.084563i,-0.086171+0.08206i,-0.029258+0.075295i,0.00052133+0.086349i,0.044201+0.064943i,0.024473+0.022547i,-0.018007+0.013829i,-0.023498+0.01854i,-0.00043951+0.014379i,0.021394+0.00033759i,0.019044-0.021945i,0.0018199-0.032137i,-0.0070791-0.024151i,-0.0084753-0.0081597i,-0.010672+0.0071772i,-0.011497+0.021922i,-0.0056112+0.031103i,-0.0019143+0.021302i,-0.0070554+0.0033392i
0.31234-0.16491i,0.35563-0.24875i,0.35262-0.21888i,0.31169-0.16992i,0.15285-0.17663i,-0.022236-0.14497i,-0.059331-0.082542i,-0.03159-0.057666i,-0.028954-0.044089i,-0.013323-0.0277i,0.018705-0.029801i,0.023642-0.037927i,0.0010471-0.029908i,-0.018516-0.0098204i,-0.019646+0.0096571i,-0.0089468+0.019915i,-0.001265+0.020235i,9.4629e-05+0.015779i,0.0024539+0.0097648i,0.0062583-0.0013828i,0.0071782-0.010008i,0.0078552-0.0062956i,0.0096564-0.00020236i
-0.0019039+0.37835i,0.018127+0.47229i,-0.054605+0.49546i,-0.09947+0.48798i,0.018975+0.40732i,0.13774+0.28216i,0.14683+0.19653i,0.11935+0.13265i,0.082227+0.06641i,0.038666+0.036623i,0.013073+0.032131i,-0.0003484+0.023874i,-0.0036994+0.013349i,0.0002058-0.0023288i,-0.0066948-0.016526i,-0.018301-0.019665i,-0.017994-0.016408i,-0.010056-0.011647i,-0.005273-0.0083261i,-0.0025094-0.0036269i,-0.0011453-0.00029271i,-0.0057128-0.003024i,-0.011686-0.0020865i
-0.29454-0.18957i,-0.2633-0.24625i,-0.064748-0.35295i,0.060452-0.41427i,-0.0046598-0.29926i,-0.08616-0.13652i,-0.065563-0.094094i,-0.045188-0.10711i,-0.048051-0.071025i,-0.018127-0.031529i,0.0042579-0.03324i,-0.0058071-0.035085i,-0.020298-0.017269i,-0.02307+0.003338i,-0.011226+0.014529i,0.0027866+0.0164i,0.0065167+0.017042i,0.0037434+0.014856i,0.0012597+0.0072191i,-0.002603-0.0012863i,-0.0064468-0.0048725i,-0.0018622-0.001332i,0.008388-0.00021742i
0.28181-0.17519i,0.27536-0.13457i,0.18773+0.051154i,0.14163+0.21148i,0.19172+0.21997i,0.24293+0.12115i,0.18365+0.054242i,0.093515+0.051117i,0.05411+0.041743i,0.030165+0.012873i,0.0083878+0.0023126i,0.0026853+0.011125i,0.012467+0.015001i,0.021604+0.0066309i,0.014369-0.004024i,-0.0011985-0.0073831i,-0.0083612-0.0067214i,-0.0072205-0.0050433i,-0.0059133+0.00049392i,-0.00086533+0.0091293i,0.005965+0.014392i,0.0048538+0.012005i,0.00045997+0.0059117i
0.012159+0.30636i,-0.037684+0.23789i,-0.12596-0.018076i,-0.198-0.24894i,-0.25818-0.28061i,-0.26297-0.19124i,-0.19386-0.12743i,-0.12054-0.095876i,-0.073222-0.060828i,-0.036307-0.031076i,-0.010702-0.014301i,-0.00038399-0.0089391i,-0.0038859-0.009113i,-0.0085728-0.0055058i,0.00013841-0.0039403i,0.01276-0.0073455i,0.014507-0.0089718i,0.010796-0.010328i,0.0074296-0.01595i,0.0015889-0.024313i,-0.0043704-0.030794i,-0.0053151-0.029761i,-0.0044442-0.021872i
-0.27177-0.10914i,-0.24239-0.060368i,-0.10271+0.121i,0.028305+0.32324i,0.098276+0.34767i,0.10141+0.2619i,0.068108+0.20339i,0.060607+0.15372i,0.060049+0.075602i,0.030397+0.025301i,0.0083739+0.016831i,0.0045765+0.0071579i,0.0045089-0.0074281i,0.005895-0.019127i,-0.00042629-0.022608i,-0.011433-0.015039i,-0.015836-0.0071404i,-0.016027+0.00012881i,-0.013433+0.009376i,-0.0060069+0.019528i,0.0023556+0.027891i,0.0070337+0.0273i,0.0066216+0.021146i
0.21902-0.17141i,0.20718-0.16718i,0.077744-0.15405i,-0.090865-0.19939i,-0.19857-0.19035i,-0.2041-0.082263i,-0.11127-0.025792i,-0.04359-0.053345i,-0.03931-0.04916i,-0.019583-0.014967i,0.011887-0.012571i,0.015057-0.022717i,-0.0032346-0.014444i,-0.0161+0.0028025i,-0.013669+0.0090663i,-0.0067724+0.003713i,-0.0047047-0.00081195i,-0.0048706-0.0048833i,-0.0045106-0.011176i,-0.008128-0.015202i,-0.015139-0.014771i,-0.016304-0.010247i,-0.0098224-0.0060698i
0.059112+0.25565i,0.076182+0.27534i,0.12454+0.25482i,0.23856+0.29426i,0.34483+0.31037i,0.34401+0.22396i,0.25531+0.13862i,0.16145+0.084589i,0.097178+0.033635i,0.056558+0.0020294i,0.022674-0.003362i,-0.0045065+0.0060965i,-0.011452+0.011835i,-0.0054818+0.006451i,-0.0025721+0.0035563i,-0.0033898+0.0061029i,-0.0027191+0.0093542i,0.002339+0.011838i,0.010326+0.015221i,0.02429+0.016648i,0.039921+0.012173i,0.041849+0.0037273i,0.029743-0.0015093i
-0.23092-0.08802i,-0.22069-0.15961i,-0.1845-0.28482i,-0.2566-0.40619i,-0.34318-0.39647i,-0.2837-0.29057i,-0.16057-0.20715i,-0.084739-0.14001i,-0.047311-0.066065i,-0.021755-0.020369i,-0.0070353-0.013119i,-0.00053534-0.019931i,0.00098481-0.01854i,0.003112-0.0060192i,0.010202+0.0053482i,0.016824+0.007194i,0.016531+0.00041094i,0.0091206-0.0087124i,-0.0034475-0.015854i,-0.019692-0.017592i,-0.035564-0.012318i,-0.040516-0.0027878i,-0.032793+0.0035073i
0.1556-0.13908i,0.16622-0.062154i,0.20104+0.10395i,0.30353+0.20638i,0.32409+0.17924i,0.20354+0.11225i,0.077377+0.083855i,0.039005+0.068912i,0.041972+0.026956i,0.026437-0.0064034i,0.0094957+0.0022889i,0.012784+0.020717i,0.018772+0.017197i,0.016519+0.00044197i,0.0107-0.011766i,0.0057676-0.012987i,0.0043259-0.0075874i,0.0082395-0.00090521i,0.015002+0.0033639i,0.023056+0.005021i,0.031064+0.0031218i,0.03269-0.00084439i,0.028709-0.0022608i
