-0.0043827+0.00092128i,-0.0035805+0.00065346i,-0.0035127+0.001154i,-0.0024019+0.0020508i,-0.00089425+0.0028724i,0.00017019+0.0027246i,-0.00031594+0.0024156i,-0.0012258+0.0023925i,-0.0009772+0.0022798i,-0.00010623+0.0015609i,0.00076983-1.6263e-05i,0.0010028-0.0011027i,0.0004152-0.0010343i,-0.00017315-0.00092852i,-0.00056224-0.0004037i,-0.00095733+0.00060123i,-0.001364+0.00070555i,-0.00097688+0.00010247i,0.00011075+6.6713e-05i,0.00065064+0.00019652i,0.00029612-0.00014513i,-0.0002772-0.00026261i,-0.0001747+0.00011877i
0.049377-0.021285i,0.13695-0.031068i,0.20684-0.047577i,0.17895-0.081092i,0.088011-0.099387i,0.015746-0.078548i,-0.01168-0.04528i,-0.014678-0.015743i,-0.010676+0.0044833i,-0.004403+0.012155i,0.00068125+0.013665i,0.0035746+0.01199i,0.0042632+0.0075384i,0.0027186+0.0018433i,0.00039486-0.0016419i,-0.00172-0.002544i,-0.0019048-0.0031863i,-0.0015752-0.0030083i,-0.0033775-0.0012272i,-0.0041731+0.0011095i,-0.0022239+0.0009828i,-0.0015506-0.00094316i,-0.0014742-0.00035025i
0.01301+0.055517i,0.0001523+0.15952i,-0.015262+0.25336i,-0.0068812+0.24966i,0.0061534+0.16768i,0.0009852+0.10259i,-0.011317+0.074756i,-0.020526+0.043861i,-0.022298+0.016473i,-0.016002+0.0070764i,-0.0081343+0.0034878i,-0.0045209+0.00016163i,-0.003717-0.0014439i,-0.0018463-0.0014466i,0.00030192-0.00012081i,-0.00084102+0.0011512i,-0.0034028+0.0039733i,-0.0022669+0.0086542i,0.0022116+0.010665i,0.0028977+0.0073669i,-0.00038489+0.0033161i,-0.0021533+0.002025i,-0.0017975+0.0010111i
-0.070163-0.0034807i,-0.15934-0.042285i,-0.2157-0.078664i,-0.16981-0.052165i,-0.067629+0.0041482i,-0.0011921+0.018326i,0.0112+0.0094584i,0.0088715+0.0074506i,0.011673+0.0051802i,0.011794-0.002402i,0.0052692-0.008067i,0.0021996-0.006643i,0.0038868-0.0023957i,0.0031835+0.0021409i,0.0014536+0.0040604i,0.0021189+0.0013089i,0.0024497-0.00093386i,0.0017862-2.2997e-05i,0.0041135-0.0014119i,0.007537-0.0050013i,0.0097729-0.0075916i,0.011342-0.0091549i,0.009144-0.0087903i
0.01838-0.07894i,0.064426-0.17136i,0.089843-0.24162i,0.037286-0.23396i,-0.037886-0.16577i,-0.069632-0.10104i,-0.069086-0.071903i,-0.048925-0.045781i,-0.02268-0.014638i,-0.0058986-0.00014311i,0.00024553+0.003049i,0.0014162+0.0066937i,0.0014629+0.0091267i,-0.0002904+0.0068664i,-0.0028442+0.0031683i,-0.0035906-0.00018016i,-0.0039857-0.0035167i,-0.0060894-0.0035515i,-0.0087148+2.4957e-05i,-0.0075733+0.003053i,-0.0023225+0.0036024i,0.00096103+0.0043037i,0.0016441+0.0054095i
0.079643+0.045825i,0.16571+0.13222i,0.22143+0.20429i,0.19222+0.18156i,0.10259+0.10163i,0.036183+0.045165i,0.021303+0.011982i,0.013069-0.016902i,-0.0025356-0.024424i,-0.0076564-0.010711i,-0.0046162+0.00065718i,-0.0030384+0.0055572i,-0.0045222+0.0065938i,-0.0040108+0.0032992i,0.00086282+0.0014962i,0.0032243+0.0036898i,0.0020586+0.0077806i,0.001388+0.010562i,0.0041425+0.010507i,0.0078632+0.011499i,0.0073038+0.014005i,0.0051187+0.015261i,0.0038066+0.01255i
-0.065688+0.0721i,-0.15491+0.12446i,-0.19154+0.14428i,-0.10544+0.1111i,0.016914+0.051009i,0.078898-0.0016987i,0.092847-0.0203i,0.080429-0.019787i,0.050726-0.019473i,0.021761-0.016475i,0.0025631-0.010666i,-0.0063797-0.005018i,-0.0067203-0.00079657i,-0.0043551+0.0013751i,-0.0035647+0.0024882i,-0.00355+0.0017902i,-0.0033904-0.00098683i,-0.0021797-0.004769i,-0.0011075-0.0092167i,-0.0011576-0.01182i,-0.00016811-0.0096595i,0.00025552-0.0067902i,-0.00095075-0.0054754i
-0.05292-0.087897i,-0.10559-0.20121i,-0.16115-0.26903i,-0.18614-0.21524i,-0.14821-0.11011i,-0.086185-0.037576i,-0.049588+0.0029925i,-0.021271+0.029314i,0.0020464+0.033865i,0.010617+0.019241i,0.0082825+0.0047675i,0.0015211-8.9471e-05i,-0.0033323+0.0018242i,-0.0053223+0.0030768i,-0.0078582+0.0036183i,-0.010226+0.0030111i,-0.012577-0.0018244i,-0.017409-0.0057958i,-0.020047-0.0028181i,-0.017413+0.0040895i,-0.015377+0.0065727i,-0.015185+0.0062474i,-0.011648+0.0067827i
0.11538-0.022223i,0.24709-0.027601i,0.32317-0.017401i,0.24795+0.0089835i,0.10307+0.050231i,0.018187+0.085087i,-0.0062285+0.085904i,-0.020976+0.060451i,-0.02517+0.037756i,-0.010723+0.024206i,0.0052478+0.011263i,0.0070146-0.00082657i,0.001539-0.0062131i,0.00011738-0.0081387i,0.0018284-0.0079886i,0.0037037-0.0040981i,0.0056776+0.0012064i,0.010153+0.0041081i,0.01496+0.0036109i,0.013623+0.0031838i,0.0082878+0.0054067i,0.0036742+0.006213i,0.00014004+0.0040605i
0.0051049+0.11728i,0.00089493+0.22394i,0.02766+0.2564i,0.08266+0.14999i,0.091343+0.014797i,0.045107-0.036047i,0.014171-0.030338i,0.0042379-0.025938i,-0.0052833-0.02621i,-0.010989-0.01865i,-0.01192-0.0067093i,-0.0079271-0.00020883i,-0.0034116+3.3122e-05i,-0.0030756+0.0004007i,-0.0037839-0.00033947i,-0.0034359-0.0040122i,-0.0013637-0.0063775i,0.0018459-0.0069531i,0.0016951-0.0092346i,-0.0025986-0.012064i,-0.0064478-0.014457i,-0.0075612-0.017374i,-0.006547-0.016727i
-0.1239-0.028765i,-0.26113-0.066231i,-0.3655-0.077273i,-0.34219-0.051477i,-0.22695-0.0432i,-0.14039-0.053402i,-0.10671-0.038355i,-0.070593-0.014342i,-0.030799-0.0084507i,-0.016726-0.011704i,-0.018509-0.0083957i,-0.016161-0.0019434i,-0.010223+0.0030762i,-0.0071279+0.0073313i,-0.0069835+0.00997i,-0.005937+0.008535i,-0.0055321+0.0039208i,-0.0072547+0.0027327i,-0.0077472+0.0084974i,-0.0067174+0.011956i,-0.0041208+0.0065533i,-0.00099798+0.00099356i,0.001945-0.00048868i
0.076856-0.1116i,0.1532-0.20582i,0.18986-0.22896i,0.14533-0.11825i,0.083048+0.018398i,0.055807+0.048306i,0.02667+0.0078618i,-0.002214-0.016067i,-0.011066-0.012743i,-0.0058515-0.005231i,0.002278-0.0051555i,0.003599-0.0092487i,0.0017444-0.011802i,0.0020427-0.014274i,0.0057759-0.015701i,0.011816-0.010847i,0.016569-0.0040687i,0.017971-0.0017677i,0.018467-0.0046766i,0.021302-0.0094551i,0.022051-0.011189i,0.019851-0.0084432i,0.016034-0.0033099i
0.095011+0.094695i,0.20025+0.15841i,0.28802+0.13584i,0.27328+0.013741i,0.17718-0.075957i,0.10234-0.080565i,0.084932-0.084343i,0.069542-0.091817i,0.04246-0.065114i,0.029101-0.028178i,0.024565-0.0074215i,0.019816-0.00058487i,0.014098+2.886e-05i,0.0075273-0.0011709i,0.00073631-0.0021478i,-0.0050446-0.0015075i,-0.0067002+0.00010811i,-0.0041973-0.0019018i,-0.0052387-0.0063985i,-0.010405-0.0069038i,-0.008852-0.0048026i,-0.0028999-0.0023797i,-0.0011345-0.0001895i
-0.13166+0.065204i,-0.25913+0.14534i,-0.34659+0.20697i,-0.32082+0.16546i,-0.22386+0.054503i,-0.12646+0.00037259i,-0.035518+0.016182i,0.029857+0.025862i,0.046639+0.009799i,0.031355-0.0052878i,0.010964-0.0063863i,-4.0109e-05+0.0025003i,-0.00086644+0.010003i,-0.00018787+0.012665i,-0.0018808+0.015154i,-0.0056963+0.016403i,-0.012432+0.015627i,-0.016095+0.017162i,-0.010916+0.021474i,-0.000882+0.023356i,0.0033894+0.022544i,0.0021916+0.021632i,0.0029843+0.017126i
-0.017723-0.12635i,-0.054508-0.22035i,-0.0806-0.21089i,-0.032277-0.058599i,0.060338+0.078272i,0.10098+0.094741i,0.07648+0.086286i,0.044627+0.088062i,0.023574+0.061275i,0.0046246+0.022372i,-0.0074003-0.001224i,-0.010923-0.0081002i,-0.0086924-0.0092691i,-0.00557-0.013187i,-0.002471-0.016567i,0.0018069-0.015268i,0.0048012-0.012309i,0.0064614-0.011008i,0.0086728-0.011469i,0.010932-0.01005i,0.010706-0.0045677i,0.0063061-0.0012509i,0.00052555-0.0012342i
0.12716+0.011449i,0.26694-0.048799i,0.36176-0.16477i,0.31653-0.23299i,0.19238-0.17194i,0.094474-0.063363i,0.021588-0.014638i,-0.026438+0.0010047i,-0.030544+0.013874i,-0.011446+0.016278i,0.0049351+0.010693i,0.012358+0.0036934i,0.010695-0.00061256i,0.0042473-0.0023631i,-0.0033571-0.0032783i,-0.0098576-0.003732i,-0.010375-0.0039076i,-0.0074995-0.0040488i,-0.0075976-0.00083815i,-0.0096762+0.0050547i,-0.010844+0.0070272i,-0.011344+0.0031238i,-0.011422-0.0014986i
-0.059156+0.11629i,-0.08325+0.24597i,-0.10526+0.3188i,-0.16505+0.24507i,-0.22965+0.12663i,-0.22485+0.088395i,-0.1562+0.081855i,-0.087866+0.050938i,-0.040075+0.02821i,-0.0082847+0.020004i,0.0025615+0.016058i,0.0029655+0.016516i,0.00405+0.017195i,0.007843+0.017115i,0.01023+0.015816i,0.0082825+0.014616i,0.0049209+0.016229i,0.004364+0.01902i,0.0077633+0.018218i,0.0069438+0.01383i,0.0024645+0.009609i,0.001642+0.0067212i,0.0037856+0.0039786i
-0.079548-0.059757i,-0.18043-0.045896i,-0.22444+0.065543i,-0.11917+0.178i,0.0080084+0.14964i,0.019517+0.031782i,-0.010948-0.027329i,-0.01219-0.022046i,-0.0088222-0.0098369i,-0.011329-0.0029256i,-0.014477-0.0008585i,-0.018847+0.0017794i,-0.016295+0.0031755i,-0.010826-0.0020085i,-0.00482-0.0084712i,0.0029836-0.011876i,0.0047471-0.014931i,-5.142e-05-0.017022i,-0.0056254-0.018072i,-0.010411-0.020874i,-0.012988-0.019648i,-0.010316-0.011396i,-0.0039593-0.0038888i
0.087438-0.06479i,0.13835-0.21165i,0.15016-0.38712i,0.13445-0.43427i,0.12601-0.34325i,0.096773-0.25725i,0.032098-0.20622i,-0.01546-0.14438i,-0.022047-0.077864i,-0.0071371-0.03313i,0.004585-0.016934i,0.0041047-0.011659i,6.8868e-05-0.0036636i,-0.0029068+0.0026216i,-0.0083697+0.0064589i,-0.013446+0.0078049i,-0.014076+0.0064462i,-0.012896+0.0018694i,-0.012676-0.0012899i,-0.011879+0.0021044i,-0.009459+0.002563i,-0.0076967-0.00017429i,-0.0058781+0.0016838i
0.01513+0.085885i,0.078496+0.13196i,0.098778+0.1202i,-0.019021+0.076338i,-0.14053+0.079685i,-0.087104+0.10989i,0.019907+0.075982i,0.037597+0.017698i,0.02053-0.002354i,0.015464-0.0046849i,0.0113-0.0065663i,0.0075401-0.0069849i,0.0065465-0.0027842i,0.0085646+0.0035475i,0.01086+0.0076993i,0.0074082+0.010991i,0.0043768+0.014458i,0.008169+0.017244i,0.015726+0.01441i,0.0212+0.0055283i,0.021319+0.00023546i,0.016141+0.00032094i,0.0091888-0.00084755i
-0.069877+0.0070065i,-0.11089+0.13317i,-0.073596+0.32459i,0.043719+0.40087i,0.11846+0.30676i,0.105+0.18463i,0.097751+0.11628i,0.099843+0.061956i,0.057123+0.021118i,0.0080533+0.012466i,-0.010294+0.01257i,-0.012123+0.0099436i,-0.011796+0.0044439i,-0.012503-0.0027819i,-0.011488-0.010033i,-0.0080133-0.017115i,-0.0070811-0.020702i,-0.0077893-0.018004i,-0.0037427-0.011004i,0.0030267-0.0080391i,0.0073892-0.010107i,0.0056973-0.010047i,6.7063e-06-0.0054374i
0.02552-0.070487i,-0.02755-0.169i,-0.091803-0.26989i,-0.067233-0.31432i,-0.0098458-0.29745i,-0.03432-0.21079i,-0.072087-0.088138i,-0.046735-0.020969i,-0.01706-0.013455i,-0.011082-0.0072344i,-0.0018746+0.0034005i,0.00528+0.0046009i,0.0025327+0.0046723i,-0.0045251+0.0074383i,-0.011956+0.010017i,-0.013978+0.0096105i,-0.011796+0.0053056i,-0.010777+0.0030704i,-0.0090689+0.0059989i,-0.0026174+0.0084207i,0.0021964+0.0059471i,-0.00075896+0.0010977i,-0.0034706-0.0014702i
0.01453+0.027703i,0.039091-0.038377i,-0.011182-0.16174i,-0.15024-0.18058i,-0.20787-0.054469i,-0.12366+0.034679i,-0.05296+0.039868i,-0.03039+0.039063i,-0.0012029+0.022689i,0.013826-0.008837i,0.0091628-0.018135i,0.0034975-0.013704i,-0.00073568-0.011084i,0.00022523-0.009052i,0.0062597-0.0071875i,0.010149-0.0031639i,0.010462+0.0015999i,0.0082586+0.0021543i,0.0015622+0.0013735i,-0.0040149+0.0070044i,-0.0020376+0.014183i,0.0042524+0.012328i,0.0071784+0.0041207i
-0.018356+0.0078254i,0.043638+0.10823i,0.18368+0.25364i,0.29637+0.3074i,0.27856+0.21864i,0.19145+0.092284i,0.11497+0.0052404i,0.049278-0.017233i,0.0090005-0.0026985i,-0.0065085-8.3291e-05i,-0.013218-0.00052463i,-0.010524+0.0026738i,-0.0062871-0.0028102i,-0.0054427-0.011225i,-0.0033023-0.016509i,-0.0019782-0.019637i,-0.0043839-0.017524i,-0.0072778-0.010119i,-0.0078782-0.002848i,-0.0093155+0.0029776i,-0.0079138+0.0075979i,0.0011403+0.0069502i,0.0084186+0.0022744i
0.025718-0.014645i,0.00245+0.00030524i,0.0005438+0.019002i,0.03816-0.030565i,0.026752-0.11938i,-0.058965-0.1299i,-0.10277-0.069657i,-0.075903-0.029306i,-0.046888-0.0094965i,-0.022391+0.0080567i,-0.0034702+0.010522i,0.0069531+0.010539i,0.018295+0.012145i,0.019192+0.015199i,0.01169+0.023177i,0.0073011+0.027002i,0.0071912+0.019483i,0.0060458+0.0067504i,0.0014285-0.001165i,-0.0018873-0.0028574i,-0.0050112-0.0019283i,-0.0079698+0.002545i,-0.0054844+0.0086298i
-0.02696+0.012805i,-0.10507-0.053998i,-0.27601-0.13255i,-0.41669-0.10094i,-0.36403+0.019756i,-0.18644+0.091884i,-0.053699+0.088025i,0.0034972+0.05959i,0.029446+0.027561i,0.03466+0.0018276i,0.019534-0.0078366i,-0.00020853-0.0068093i,-0.008941-0.0046601i,-0.0079873-0.007042i,-0.0066826-0.0076658i,-0.0035458-0.0013652i,0.0042121+0.0039735i,0.010787+0.0016418i,0.01068-0.0066051i,0.0040836-0.013381i,-0.00048952-0.01106i,0.0002458-0.00093608i,0.00022282+0.006186i
-0.0074018-0.023394i,0.032582-0.021179i,0.10465-0.021241i,0.16353-0.0043768i,0.19858+0.029635i,0.20864+0.0086897i,0.16211-0.03978i,0.087553-0.034146i,0.042373-0.0089401i,0.020822-0.0025159i,0.0053671-0.0014217i,-0.0060283+0.00060995i,-0.014393+0.0010036i,-0.018262-0.0040295i,-0.020193-0.015078i,-0.022859-0.022807i,-0.023218-0.018207i,-0.015669-0.0085027i,-0.0034633-0.0071767i,0.0033638-0.013089i,0.0015091-0.019179i,-0.0039843-0.022251i,-0.0086642-0.016305i
0.056107-0.011128i,0.14033+0.0034859i,0.28475+0.015885i,0.36189-0.036312i,0.23611-0.1115i,0.041399-0.083499i,-0.044875-0.021235i,-0.063309-0.02326i,-0.066173-0.021989i,-0.039898+0.0010145i,-0.0085411+0.005332i,0.010427+0.0039869i,0.025092+0.0087785i,0.034152+0.013596i,0.034386+0.014202i,0.026146+0.0096596i,0.012565+0.0040905i,0.0026336+0.0048323i,0.003028+0.0092823i,0.0073088+0.006672i,0.0039182+0.0031233i,-0.0052284+0.0060346i,-0.0076693+0.0072475i
-0.0075426+0.03813i,-0.059958+0.055714i,-0.16734+0.091903i,-0.26525+0.15072i,-0.26009+0.19443i,-0.17429+0.18098i,-0.090345+0.11627i,-0.039219+0.036251i,-0.017688-0.019148i,-0.012413-0.033977i,-0.011641-0.029727i,-0.016756-0.019354i,-0.020056-0.007437i,-0.015639-0.002311i,-0.0073668-0.003424i,0.0018221-0.0029081i,0.0080528+0.0014888i,0.0090044+0.0030127i,0.0088697+0.0035807i,0.014321+0.0087711i,0.021656+0.013275i,0.024838+0.012589i,0.021085+0.0068318i
-0.044813-0.0040028i,-0.1159+0.0032308i,-0.22477+0.021871i,-0.25509+0.022306i,-0.14784-0.036921i,-0.053922-0.12456i,-0.038596-0.14019i,-0.0087375-0.076043i,0.022991-0.026185i,0.013822-0.014803i,-0.0032902-0.010564i,-0.01329-0.01018i,-0.024242-0.009915i,-0.030647-0.0069409i,-0.030426-0.0029041i,-0.026757+0.0026688i,-0.0209+0.0058545i,-0.014904+0.0070178i,-0.010569+0.0060281i,-0.0065903+0.0039663i,-0.0032346-0.00045545i,-0.0057164-0.0089942i,-0.0098132-0.012866i
0.041959-0.036678i,0.10903-0.093047i,0.2235-0.21324i,0.27385-0.32677i,0.16267-0.32529i,0.026629-0.23768i,-0.010705-0.13482i,-0.0079337-0.044303i,0.0011187+0.013673i,0.014162+0.029552i,0.022048+0.02368i,0.030889+0.014268i,0.040427+0.0034552i,0.041595-0.00041098i,0.039022+0.0047895i,0.032717+0.0079891i,0.016763+0.0074509i,-0.00048259+0.010349i,-0.0083298+0.018692i,-0.0085183+0.026338i,-0.010098+0.024293i,-0.013202+0.019065i,-0.011048+0.016838i
0.037646+0.027784i,0.11442+0.015269i,0.22084+0.022515i,0.26383+0.071573i,0.22943+0.13097i,0.21863+0.15754i,0.21618+0.10921i,0.14928+0.022565i,0.065069-0.02042i,0.029791-0.017427i,0.019981-0.0075469i,0.0079439+0.0024924i,-0.0029773+0.01344i,-0.0077798+0.01939i,-0.0094017+0.018573i,-0.0068979+0.013005i,1.7428e-05+0.005506i,0.007668-0.0028195i,0.012127-0.010824i,0.0098148-0.014585i,0.0076705-0.012266i,0.013666-0.0088124i,0.016425-0.0067355i
-0.044703+0.034704i,-0.11379+0.15119i,-0.2466+0.31965i,-0.31278+0.39435i,-0.19235+0.29565i,-0.033258+0.15734i,0.030583+0.086341i,0.040441+0.048831i,0.036187+0.018268i,0.022074+0.0025211i,0.0077702-0.0042994i,-0.0064085-0.0067351i,-0.016213-0.0022205i,-0.022294-1.447e-05i,-0.02943+0.0017066i,-0.030893+0.0047646i,-0.0216+0.00097003i,-0.01283-0.0081796i,-0.016863-0.013741i,-0.025804-0.011838i,-0.027147-0.0090183i,-0.022379-0.012047i,-0.015331-0.013202i
-0.0088682-0.018084i,-0.087682-0.039281i,-0.17605-0.090098i,-0.20189-0.1329i,-0.20291-0.10485i,-0.22622-0.022438i,-0.21269+0.058144i,-0.12752+0.092712i,-0.046989+0.07547i,-0.012332+0.041871i,0.002747+0.01795i,0.016085+0.0030643i,0.028224-0.01215i,0.030598-0.03172i,0.020974-0.045834i,0.008524-0.0447i,-0.0030419-0.029133i,-0.0070887-0.0052165i,0.001722+0.012544i,0.0094267+0.013706i,0.0066876+0.010662i,0.0027474+0.01315i,0.0031593+0.013457i
0.026484-0.0091654i,0.12788-0.15326i,0.29029-0.36801i,0.37743-0.45709i,0.30517-0.33557i,0.1749-0.18195i,0.067608-0.1216i,-0.016529-0.095604i,-0.050873-0.061425i,-0.041374-0.031402i,-0.02544-0.0078971i,-0.017686+0.0099985i,-0.016314+0.024533i,-0.010366+0.0311i,-0.0021105+0.020278i,-0.00035539+0.003403i,0.00018884-0.0063828i,0.0012907-0.016646i,0.0017981-0.030982i,0.0077809-0.041409i,0.016354-0.041137i,0.021411-0.029866i,0.017998-0.014954i
0.012693+0.018005i,0.077649+0.11428i,0.13861+0.25277i,0.12602+0.29125i,0.081467+0.16483i,0.070995-0.00079856i,0.059811-0.083706i,0.032585-0.086349i,0.014914-0.05433i,0.0029489-0.022658i,-0.0090233-0.0037125i,-0.017578+0.0049274i,-0.02132+0.011074i,-0.013207+0.020404i,0.0074552+0.027524i,0.025226+0.027811i,0.026241+0.01919i,0.011361+0.010147i,-0.0051404+0.012783i,-0.0083007+0.019331i,-0.0045677+0.0205i,-0.0059689+0.019505i,-0.0066121+0.016485i
-0.023975+0.054617i,-0.14133+0.19953i,-0.30217+0.4017i,-0.35642+0.50542i,-0.2728+0.43814i,-0.17099+0.31424i,-0.074868+0.21959i,0.016986+0.14154i,0.056745+0.073455i,0.048359+0.023206i,0.030814-0.0035717i,0.025245-0.014522i,0.02324-0.028371i,0.010479-0.033701i,0.00030049-0.020186i,-0.00057519-0.0037077i,0.001474+0.01478i,0.014569+0.034397i,0.037906+0.044914i,0.047886+0.044584i,0.034345+0.036332i,0.013063+0.026299i,0.00078685+0.018861i
-0.05011-0.024941i,-0.10151-0.18522i,-0.11865-0.41675i,-0.081934-0.51722i,-0.034377-0.38799i,0.002497-0.18953i,0.014481-0.083037i,-0.0097518-0.048154i,-0.035556-0.023227i,-0.023133-0.0053045i,-0.00075289-0.0042007i,-0.0023764-0.0006439i,-0.0098275+0.018533i,-0.010445+0.036729i,-0.016242+0.047417i,-0.022121+0.050244i,-0.017304+0.037698i,-0.010388+0.0095784i,-0.012361-0.019991i,-0.015754-0.031579i,-0.012169-0.032412i,-0.0091862-0.035766i,-0.011298-0.030282i
0.038026-0.069262i,0.15578-0.15328i,0.26442-0.26934i,0.22603-0.34083i,0.09672-0.30991i,0.035849-0.22961i,0.032375-0.15566i,0.012838-0.085182i,-0.0022338-0.024734i,0.0040051+0.012357i,0.0072812+0.0227i,-0.0022098+0.019839i,-0.010947+0.017239i,-0.01226+0.010872i,-0.0077693-0.0010345i,0.0011259-0.010329i,0.0041378-0.018151i,-0.007685-0.018045i,-0.025261-0.0015044i,-0.033915+0.017874i,-0.029239+0.025992i,-0.014826+0.021207i,-0.0028296+0.0096904i
0.02065+0.066926i,0.016421+0.25452i,0.041749+0.51271i,0.11259+0.62017i,0.14841+0.50288i,0.11241+0.35044i,0.091576+0.26077i,0.10996+0.16826i,0.10254+0.07469i,0.057847+0.024115i,0.024355+0.014684i,0.020056+0.0085641i,0.015386-0.01664i,-0.007408-0.038642i,-0.030361-0.041837i,-0.039443-0.035345i,-0.033292-0.020397i,-0.008078-0.00055778i,0.019633+0.0076744i,0.025552+0.0072396i,0.018587+0.010179i,0.015159+0.012834i,0.013423+0.0095726i
-0.087653+0.027761i,-0.20342+0.01448i,-0.2836+0.0053043i,-0.22377+0.01764i,-0.10727+0.021661i,-0.091372+0.030244i,-0.12442+0.046866i,-0.11989+0.027625i,-0.11073-0.0041272i,-0.099925-0.003937i,-0.07412+0.0067028i,-0.046892+0.012853i,-0.016572+0.016316i,0.0089808+0.010346i,0.011202+0.0048397i,-0.0030545+0.012353i,-0.016712+0.023414i,-0.02872+0.021376i,-0.035289+0.0050333i,-0.03063-0.018359i,-0.018687-0.031308i,-0.010766-0.025506i,-0.008227-0.012783i
0.012334-0.12154i,0.067856-0.29069i,0.060545-0.48773i,-0.082815-0.53475i,-0.24169-0.39224i,-0.28222-0.25754i,-0.25278-0.1909i,-0.20803-0.11781i,-0.1399-0.055052i,-0.075609-0.028458i,-0.042092-0.024382i,-0.036518-0.02585i,-0.034091-0.01673i,-0.015926-0.016677i,-0.0010228-0.033212i,0.00080861-0.04201i,-0.0061707-0.035367i,-0.015617-0.015111i,-0.011497+0.0075956i,0.00051059+0.01413i,0.00097044+0.010161i,-0.0019345+0.010398i,0.0018989+0.010001i
0.056816+0.0052219i,0.11276+0.082394i,0.17708+0.19543i,0.22514+0.23499i,0.23857+0.16338i,0.21388+0.050737i,0.16771-0.021818i,0.14873-0.033299i,0.14947-0.040077i,0.11592-0.057019i,0.068104-0.052276i,0.04567-0.036845i,0.025336-0.024455i,0.001486+0.001803i,-0.0041851+0.023964i,-0.0039425+0.023052i,-0.0032976+0.011946i,0.0060549-0.0042807i,0.017211-0.015434i,0.026187-0.011754i,0.02806-0.004897i,0.017044-0.0023194i,0.0011343+0.00024611i
-0.092507+0.083014i,-0.19958+0.19048i,-0.20899+0.31578i,-0.055786+0.34979i,0.09728+0.24506i,0.14008+0.11382i,0.12665+0.040669i,0.09162-0.0018749i,0.046192-0.0068753i,0.020856+0.0045742i,0.010749+0.011985i,0.0094016+0.02784i,0.021438+0.031569i,0.029773+0.02376i,0.032393+0.028064i,0.03575+0.033707i,0.028909+0.025154i,0.0072105+0.0078057i,-0.018244-0.0012325i,-0.027401+0.0055351i,-0.015963+0.011029i,-0.0074549+0.0051257i,-0.0080045+0.00032866i
0.033689-0.11617i,0.073919-0.26814i,0.014285-0.38835i,-0.16596-0.34375i,-0.29174-0.17981i,-0.24889-0.068859i,-0.14995-0.053531i,-0.10758-0.03912i,-0.097663-0.0012585i,-0.064717+0.020802i,-0.029126+0.015222i,-0.026194+0.0044485i,-0.036146-0.00026252i,-0.043941-0.014494i,-0.054389-0.035254i,-0.056907-0.051259i,-0.044243-0.055308i,-0.020667-0.039685i,0.0026016-0.017078i,0.0047244-0.0017114i,-0.0043736+0.0084093i,-0.0017278+0.0071836i,0.0041299-0.0047891i
0.11971-0.050223i,0.19667-0.10895i,0.17027-0.18598i,0.035505-0.25846i,-0.046438-0.27689i,-0.019179-0.21148i,0.030555-0.10946i,0.063239-0.039149i,0.072253-0.030073i,0.048227-0.032949i,0.023111-0.019378i,0.012936-0.016782i,0.0020317-0.017516i,-0.0077753-0.0073667i,-0.010623-0.0024629i,-0.008679-0.0049759i,-0.0019544-0.010403i,0.006937-0.019216i,0.0087168-0.027318i,0.0023688-0.031908i,-0.0039389-0.032471i,-0.0040785-0.027129i,-0.00083662-0.01608i
-0.10348+0.12362i,-0.207+0.25619i,-0.19393+0.35681i,0.010699+0.30006i,0.18817+0.14072i,0.16579+0.080919i,0.08217+0.12476i,0.052582+0.11879i,0.046672+0.059809i,0.030272+0.012185i,0.0014517-0.0050945i,-0.0090944+0.0012755i,0.011874-0.0010829i,0.038554-0.020019i,0.054769-0.034638i,0.061832-0.029902i,0.061877-0.0077092i,0.051144+0.0099451i,0.031384+0.008402i,0.010648-0.0033992i,-0.0026236-0.0079437i,-0.0027141+0.0027199i,0.007521+0.014848i
0.044062-0.063366i,0.13314-0.13658i,0.21572-0.17387i,0.23045-0.079048i,0.17223+0.094692i,0.068483+0.15317i,-0.032551+0.08868i,-0.084391+0.033024i,-0.077978+0.018799i,-0.039058+0.0082072i,-0.015722-0.014216i,-0.019031-0.020609i,-0.016064-0.0066141i,-0.004382+0.0011542i,-0.0016072+0.0065441i,-0.0061725+0.014735i,-0.010124+0.020288i,-0.0028023+0.028402i,0.019485+0.028142i,0.036904+0.011972i,0.034112+0.0016308i,0.022451+0.0058351i,0.010882+0.0077818i
0.15984-0.075518i,0.28986-0.17662i,0.29822-0.26647i,0.099023-0.24194i,-0.095055-0.16406i,-0.11828-0.17578i,-0.085709-0.2223i,-0.060983-0.18381i,-0.022644-0.099345i,0.0030264-0.034962i,0.019391+0.0012175i,0.028501+0.0065071i,0.021639+0.012864i,0.019161+0.035549i,0.021534+0.046942i,0.015119+0.038706i,-0.0053785+0.023695i,-0.033183+0.016046i,-0.040649+0.022105i,-0.014043+0.02648i,0.011255+0.015505i,0.0083982+0.0032495i,-0.0058688+0.0021537i
