-0.0043827+0.00092128i,-0.0035805+0.00065346i,-0.0035127+0.001154i,-0.0024019+0.0020508i,-0.00089425+0.0028724i,0.00017019+0.0027246i,-0.00031594+0.0024156i,-0.0012258+0.0023925i,-0.0009772+0.0022798i,-0.00010623+0.0015609i,0.00076983-1.6263e-05i,0.0010028-0.0011027i,0.0004152-0.0010343i,-0.00017315-0.00092852i,-0.00056224-0.0004037i,-0.00095733+0.00060123i,-0.001364+0.00070555i,-0.00097688+0.00010247i,0.00011075+6.6713e-05i,0.00065064+0.00019652i,0.00029612-0.00014513i,-0.0002772-0.00026261i,-0.0001747+0.00011877i
-0.00088611+5.919e-05i,-0.00084339+0.00018319i,-0.0014815-0.00053209i,-0.0016059-0.00096542i,-0.00020047-2.6311e-06i,-0.00035902+0.00074491i,-0.00065474-3.0421e-05i,-0.0010849-2.0774e-05i,-0.0015051+0.0006655i,-0.00096015+0.00083814i,-0.00047371+0.00012309i,0.00015863-0.00029924i,0.00044093+0.00047465i,-0.00029817+0.00016995i,-0.00093687-0.00037581i,-0.00021944+0.00048177i,0.00043136+0.0006115i,0.00027143-0.0003156i,-0.00023538-0.00064882i,-0.00037036-0.00054522i,6.2166e-05-0.00027693i,0.00041007-0.00015748i,0.00042308-0.00014702i
-0.00018835+0.00052178i,-0.00081861+0.00025653i,-0.0010706-0.00046618i,-0.0011778-0.00060247i,-0.0012227+0.0008206i,-0.00066321+0.0019163i,-0.00040543+0.0012212i,-0.00078173+2.13e-05i,-0.0003322-0.0002063i,-0.00013481+0.00010047i,-0.00072536-0.0001087i,-0.0001617+0.00017716i,0.0003252+0.0011828i,0.00014027+0.0011021i,-0.00012659-9.3325e-05i,-0.00071628-0.00081503i,-0.0001464-0.00045223i,0.00025309+0.000201i,-0.00022626+0.00047379i,0.000278+0.00022212i,0.00063925+0.00014148i,0.00055944-0.00028484i,9.5857e-05-0.00097945i
0.00010604+0.0017594i,0.00069091+0.001671i,0.0015014+0.0013602i,0.0018297+0.0013051i,0.0010885+0.0012505i,0.00091191+0.0013403i,0.00024179+0.00063653i,-0.00057046-0.00014899i,-0.00068633+0.00042852i,-4.4386e-05+0.00064701i,0.00031307+0.00030092i,0.00010346+0.00022361i,0.00048234+0.00029267i,0.00065281+0.00050088i,-0.00010918+0.00077066i,-0.00065742+0.0005909i,-0.00013567+0.00050942i,0.0004018+0.00031678i,0.00074798-0.00014985i,6.3554e-05-0.00034521i,-0.00060118-0.00063351i,-0.00014184-0.00038336i,-0.00027355-0.00028938i
0.00012022-9.4154e-05i,-0.00086803+0.0016258i,-0.001398+0.0011355i,-0.0013232+0.00024297i,-0.0012777-0.0002416i,-0.00044202+5.9512e-05i,-0.00066911+6.3897e-05i,-0.00059553-0.00041724i,-0.00021181-0.0005958i,-0.00049226-0.00082451i,-0.00095895-0.00086021i,-0.00056898-0.00038597i,0.00013935+3.8829e-05i,0.00011256+0.00024114i,0.00051141+0.0006236i,0.0013293+0.00082255i,0.0013608+0.00051731i,0.0010653+0.00051819i,0.00078521+0.00012623i,-2.8231e-05-0.00064993i,-0.00087953-0.00078526i,-0.00048651-0.00083665i,4.5722e-05-0.0012899i
0.0004773+0.00071378i,0.0012372+0.0001017i,0.0011738+0.00046106i,0.00064382+0.0002005i,0.00060259-0.00036156i,0.00040255-0.00093535i,-0.00058665-0.0011532i,-0.0010101-0.00028705i,-0.00047639+0.00045439i,-0.00025701-0.00067218i,-0.00046792-0.0012736i,-0.0004768-0.00074348i,0.00037712-0.00043439i,0.00055616+0.00041846i,0.00021487+0.00058919i,0.0005241+8.3572e-05i,0.00057288-3.8531e-05i,0.00078118-4.3203e-05i,0.0010985+0.00015529i,0.00034543+1.0674e-05i,1.685e-05-0.00056663i,6.1909e-05-0.00056984i,-0.00026701-0.00019843i
0.00087376+0.0013253i,0.0017044-0.00050054i,0.0029571-0.00034687i,0.0023442+0.00032607i,0.0012802-0.001659i,0.0007528-0.0031281i,-0.00030419-0.0021015i,-0.0012181-0.00035i,-0.0011962+1.8922e-05i,-0.00030494-0.00096121i,0.0007051-0.00047375i,0.00061144+0.0003961i,0.00012964+0.00044106i,1.8854e-05+0.0007757i,0.0004339+0.00091873i,0.0006927+0.0014681i,0.00040181+0.0014602i,0.00050132+0.00087398i,0.00026331+0.00051658i,1.6349e-05+3.4002e-05i,0.00010253-0.00036265i,0.00043443-2.6118e-06i,0.00016178-9.8154e-05i
0.0021561-0.00049174i,0.00072349-0.00054707i,-0.00013857-0.0012681i,-0.00017463-0.00091987i,0.00011154-1.5904e-06i,0.00057512+0.00067341i,-0.00011884+0.00085503i,-0.000872+0.00037116i,-0.00087839-0.00017079i,-0.0007341-0.00073763i,-0.0002461-0.0011923i,0.00015103-0.0010134i,-0.00028209-0.00013484i,-0.00036678+0.00066071i,-0.0001744+0.00131i,-1.5443e-05+0.0010612i,0.00049236+0.00029344i,0.00028262+0.00032404i,0.00036633+0.00020496i,0.00074334-9.2054e-05i,0.00030159-6.8169e-05i,3.9626e-05+8.0789e-05i,2.1151e-05-0.00010584i
0.001101+0.00063937i,0.00087429+0.00093241i,0.00044113-5.2306e-05i,0.0007145+0.00024574i,0.00058559+0.0020133i,0.00025052+0.0021739i,0.00020193+0.0011502i,0.00034111+0.00058323i,-0.0003547+0.00019249i,-0.00077377-0.00015203i,-0.00059044+0.00084389i,-0.00092023+0.0010259i,-0.0011822+0.00030647i,-0.00056252+3.1369e-05i,-4.0025e-05+0.00055123i,-9.6196e-05+0.00087523i,-0.0001283+0.00065007i,-0.00013622+0.00045598i,-6.8624e-05+0.00018451i,0.00025373-0.00075703i,0.00030274-0.00066102i,0.0003067-0.0001438i,0.00035161-0.00029548i
-0.00077236-0.0010015i,-0.0010862-0.00066981i,-0.0018073+0.00037449i,-0.0017481+0.0011021i,-0.001058+0.0011046i,-0.00063955+0.00069596i,-0.00010331+0.00061135i,-0.00041725+0.00052355i,-0.0012717-6.0446e-05i,-0.0011565-0.0005307i,-0.00080418-0.0001038i,-0.00061314+0.00049988i,-0.00035396+0.00084086i,-0.00069043+0.00040238i,-0.00014082+0.00016051i,0.00092802+0.00010839i,0.00023546-0.00015416i,-0.00091251+0.00018674i,-0.00085607+5.478e-05i,-0.00071642-0.00036658i,-0.00022329-0.00036082i,0.00038617-0.00044827i,0.0007103-0.00050115i
-0.00040111-0.0015302i,-0.0010144-0.0019984i,-0.0023153-0.0010673i,-0.0029651-0.00017567i,-0.0019727+0.00049023i,-0.00098717+0.00018883i,-0.0012011-0.00014916i,-0.00042693+3.2564e-05i,-0.00014133-0.00025641i,-0.00053595-8.3237e-05i,-0.00046082+0.00044688i,-0.00035211+0.00024488i,0.00010543-0.00033293i,0.00076182-0.00039292i,0.00086698-0.00027568i,0.00020127-0.00049383i,-0.00068004+6.9894e-05i,-0.00059037+0.00026755i,0.00013913-4.5708e-05i,-6.2486e-05-0.00056998i,-4.5321e-05-0.00074384i,-0.00010961-0.00055109i,-0.00057727-0.00016235i
-0.0020578+0.00080485i,-0.00097782+0.00056301i,-0.00095694-4.3985e-05i,-0.00091048-0.00016962i,0.00069603+0.00062448i,0.0012939+0.001006i,0.00049646+0.00091351i,-0.00063169+0.00054098i,-0.0013414+8.8126e-05i,-0.0014804+3.833e-05i,-0.0010371+3.3683e-05i,-0.00011237+9.8468e-05i,0.00022179+0.00011217i,-0.00044794+0.00053848i,-0.00072261+0.00028836i,-0.00048458-0.00030255i,-0.00030463-0.00013556i,1.3227e-05+1.7723e-05i,0.00021874-0.00019162i,0.00035113-0.00046714i,0.00046937-0.00074336i,8.0897e-05-0.00020858i,-0.00039692+0.00032223i
-0.00025152-0.00047692i,-0.0012644+0.00034676i,-0.0021301+0.00078855i,-0.0020634+0.00058434i,-0.001539+0.00044617i,-0.00076964+0.00066922i,-4.7382e-06+0.0006208i,7.9067e-05+0.00029563i,-0.00028561+9.2165e-05i,-0.00029164-3.9537e-06i,-0.00014251-0.00019384i,0.00086305+6.7602e-05i,0.0010455-9.3457e-05i,0.0005124-0.00022119i,7.216e-05+0.00026537i,-0.00060856+4.0303e-05i,-0.00072219+2.4654e-05i,2.7877e-05+0.00010444i,0.00075314-0.00029186i,0.00073111-0.00037414i,0.00057324-0.00027852i,0.00044326-0.00033781i,0.00080804-0.00038447i
-0.0026454-0.00068325i,-0.0024013+0.00015064i,-0.00096587+0.0016434i,-0.000149+0.0022756i,0.00069456+0.0017979i,0.0014706+0.0018102i,0.00088083+0.0013278i,0.00016202-4.7223e-05i,-0.00016927+1.791e-05i,-0.00018439+0.00071961i,-0.00029501+0.00073528i,-0.00053905+0.00018342i,-0.0005316-0.00010636i,-0.00033531-7.8832e-05i,0.00021854+0.00015343i,0.00011664+0.00092204i,-0.00084528+0.0010886i,-0.00083561+0.00070398i,-3.334e-05+0.00020736i,0.00022642+0.00033912i,5.5341e-05+0.00064269i,0.0002396+0.00056656i,0.00062378-0.00012774i
0.00027985-0.0012641i,0.00031075-0.00082829i,6.2977e-05-0.00045153i,-0.00085139-0.00060734i,-0.00074822-0.00074819i,0.00040794-0.00014312i,0.00029257+0.00055736i,-0.00025574+6.436e-05i,-0.00012552-0.00059564i,-6.5949e-05-6.6177e-05i,-0.00096757+0.000426i,-0.0014991+0.00082329i,-0.00052017+0.00082196i,0.00013527+0.0007993i,-0.00015499+0.00016405i,0.00048159-0.00060174i,0.0014925+0.00021552i,0.0013831+0.00062214i,2.4981e-05-4.987e-05i,-0.0003501+0.00014463i,-0.00032244+0.0001863i,-0.0001586-0.00039211i,0.0005133-0.00013969i
0.00095184+1.2826e-05i,0.00046139+0.00044962i,-2.1355e-05+0.00074793i,-0.00046391+0.00049898i,-0.00051458+0.00060319i,-0.00044986+0.00055955i,-0.00095105+0.00060076i,-0.001799+0.00056419i,-0.00095369-0.00030267i,0.00023893-0.00065998i,7.1244e-05-0.00022157i,0.0001807+9.9389e-06i,0.00061046+0.000178i,0.00040421+0.00026502i,0.00066357+0.0003298i,0.0012555+0.0009985i,0.0015065+0.0011019i,0.0010484+0.00031338i,0.00044995-0.00043183i,0.00033775-0.0012948i,0.00020989-0.0010992i,0.00016306-0.00022059i,0.00015334+0.00068818i
0.0010111+4.4081e-05i,0.00040573+0.00076635i,-0.00067476+0.00023848i,-0.0014404-0.00046771i,-0.0012496+0.0005042i,-0.0012192+0.0007599i,-0.0011299+0.00062187i,-0.0010722+0.00053481i,-0.0010437+0.000814i,-0.00043598+0.00081282i,1.183e-05+0.00040229i,0.001114-7.2543e-05i,0.0014409-0.00028512i,0.00083303-7.36e-05i,0.00063143+1.0598e-05i,0.00027809-0.00028231i,-0.00032281-3.9887e-05i,9.7513e-05-0.00019744i,0.0013249-0.00037527i,0.0015026-0.00017344i,0.00064338-0.00041452i,0.00035095+0.00015565i,0.00029229+0.00046102i
0.0026088-0.00083528i,0.0020981-0.0017053i,0.0018441-0.0025051i,0.0016528-0.0020963i,0.00036204-0.0014068i,-0.00023082-0.001273i,-0.00036036-0.00054066i,-0.00072631+0.00068986i,-0.00030369+0.00041247i,0.00025771-0.00054603i,0.00014995-0.00049319i,-9.3347e-05+0.00014177i,-4.3319e-05+0.00069644i,1.4741e-06+0.0013679i,-0.00030812+0.00092898i,-3.8179e-05+0.00035132i,0.00068375+0.00034138i,0.00037609+0.00024795i,-0.00010987-0.00028583i,-0.00055795-0.00069712i,-0.00056623-0.00063345i,0.0005057-0.00049787i,0.00085362+6.4832e-05i
0.00040511-0.0012783i,0.00041871-0.0011066i,-0.00059813-0.00033755i,-0.0014417+0.00029218i,-0.001322+0.00061399i,-0.00098815+0.00056451i,-0.00054244+0.00042598i,-0.00045155+0.00037731i,-0.001141-0.00035695i,-0.001073-0.00044654i,-0.00049281-0.00016815i,-0.00028241-2.8539e-05i,0.00032838-0.00049751i,0.00093812-0.00048042i,0.00049597+0.00022338i,-0.00015826+0.00022528i,0.00025609+0.00039603i,0.00115+0.0002429i,0.00039954+0.00022934i,-0.00044586+0.00010509i,0.00010617-0.00015834i,0.00033387+0.00037547i,9.5968e-05+0.00027462i
-0.0021894-0.0004994i,-0.0025793+0.0011599i,-0.0019155+0.0014607i,-0.00018994+0.0012391i,0.00021799+0.0015714i,0.0001992+0.0011512i,-1.184e-05+5.6714e-05i,2.6809e-05-3.7205e-05i,-4.3839e-05+0.00070715i,-0.00098447+0.001033i,-0.00084963+0.00058708i,-0.00024355+9.533e-05i,-0.00016881-0.00033498i,-0.00030232-0.00034221i,-7.2316e-05+0.00033253i,7.9499e-05+0.00057021i,-8.5673e-05+0.00029618i,0.0001407+0.00016897i,0.00094309-6.856e-06i,0.001632-0.00031863i,0.0012635-0.00010169i,0.00070863-0.00021495i,0.00088896-0.00052379i
-0.00052766-0.0012005i,-0.001097-0.0017313i,-0.00027714-0.0013131i,0.0006383+2.8819e-05i,0.00047295+0.0012401i,-0.0010603+0.0017349i,-0.0020551+0.00079166i,-0.0020235+7.0545e-05i,-0.00092232+0.00011098i,-5.1902e-05+0.00043423i,-0.00031182+0.00089816i,-0.00023626+0.00067179i,5.1459e-05-0.00014874i,0.00047075-0.00028373i,0.00026943-7.5529e-05i,0.00033804+0.00029621i,0.0010613+0.00037671i,0.00085617-0.00058548i,0.00023525-0.00054585i,0.00012252+0.00014787i,6.9003e-05-0.00024108i,0.00069661-0.0007104i,0.001938-0.00028999i
-0.0034957-0.0013411i,-0.0036809+0.0001259i,-0.0032725+0.0018091i,-0.0021684+0.0020416i,-0.00040795+0.0023495i,0.0012408+0.0019776i,0.00050705+0.00076885i,-0.0011201+0.0004172i,-0.002233+0.0004649i,-0.0017355+0.00086398i,-0.00055808+0.0013346i,2.6129e-05+0.0011819i,7.4739e-05+2.3085e-05i,3.6716e-05-0.00067602i,0.00053737+0.00014992i,0.0008909+0.00056115i,0.0010311+0.00090148i,0.00068066+0.0003692i,0.00017058-0.00060878i,-0.00029016-0.00080859i,-0.00014139-3.8246e-05i,0.00031984+0.00048379i,0.00069666+4.1247e-05i
-0.00072867-0.00046892i,1.3783e-05-0.0016158i,0.00069307-0.0014089i,0.00027139-0.0006719i,0.00032743-0.00043787i,0.00016393+1.3554e-05i,-0.0010736-0.00026915i,-0.001361-0.00046126i,-3.0686e-05-4.3159e-05i,0.00042749-0.00022526i,-0.00031973-0.00069847i,-0.00040117-0.00028579i,0.00033972+0.00022i,0.0005604+0.00022808i,0.00097185+4.2607e-05i,0.0012432+0.00045513i,0.000566+0.0010395i,8.5752e-05+0.001078i,-6.0237e-05+0.00045296i,0.00035422-6.6811e-05i,0.00058838+3.4674e-05i,0.0004115-0.00017781i,0.00020615+0.00031202i
-0.00055901-0.0007457i,-0.00050768-0.00054408i,-0.0011384-0.00060084i,-0.0013089+0.00047026i,-0.0011159+0.00090346i,-0.00093282+0.0012057i,-0.0010561+0.0004893i,-0.0010301-0.00080402i,-0.0016028-0.00080811i,-0.0020564-0.00034089i,-0.0015713+0.00010727i,-5.6824e-05+8.1236e-05i,0.00099706+0.00049248i,0.00080405+0.0014094i,0.00093477+0.0014977i,0.0016362+0.00089061i,0.0016395+0.00072193i,0.00034667+0.0010672i,7.0642e-06+0.0012452i,0.00069861+0.00053857i,0.00058196-0.00015432i,0.0001294-0.00077425i,0.00019593-0.00088346i
-0.0003895-0.00095361i,-0.00060154-0.00058805i,-3.7073e-05-0.00083747i,-1.5912e-06-0.0013363i,0.00031708-0.00046266i,-4.4956e-05+0.00030708i,-0.00052768-0.00030941i,4.4895e-06-0.00010199i,0.00048062-2.5421e-05i,0.00041353-0.00035888i,0.00034061-0.00043715i,-3.977e-05-0.00026315i,-0.00068589-0.00038768i,-0.00052183-0.00068882i,-7.5959e-05-0.00027851i,-0.00045293-0.00010483i,-0.00021888+0.00041635i,0.00027561+0.001087i,-8.1138e-05+0.00067947i,-0.000341-0.00013127i,-1.0518e-06-0.00068039i,-0.00039861-0.00021575i,-0.00035597+0.00049718i
0.00019899-0.00016862i,-9.8832e-05+6.9585e-05i,-0.00036646+0.00031439i,-0.00076438+0.00042533i,-0.00070191+0.00052561i,-0.00085958+0.00044987i,-0.0010897+0.00015275i,-0.0014348+0.00031892i,-0.0015395+0.00059259i,-0.00064135+0.00029218i,-0.00061485-0.00024562i,-0.00081234+0.000104i,-8.1182e-05+0.0001154i,-0.00037292-0.00057099i,-0.00054254-0.00060261i,8.0866e-05-0.00065418i,0.00037408-0.0002232i,0.00052214+0.00014899i,0.00089138-0.00024337i,0.0011354-0.00010265i,0.0010894-7.6115e-07i,0.00030094-0.00033942i,-2.777e-05-0.00044731i
0.0021444-0.00071491i,0.0016816-0.00076138i,0.00086621-0.0018349i,0.00044038-0.0021131i,-9.2186e-05-0.0006267i,-0.00085573+0.00047643i,-0.00079534+0.00052274i,-0.0010578+0.0001869i,-0.0011138-0.00058371i,-0.00075816-0.00022201i,-0.00043779+0.00057016i,0.00010476+0.00054302i,0.00033971+0.00068814i,0.00057842+0.001161i,0.00075198+0.0010358i,0.00033711+0.00080221i,-0.0003237+0.00038044i,-0.0004173-0.00028907i,0.00041282-0.00084543i,5.2555e-05-0.00079703i,-0.00016001-0.00018888i,0.00038023+0.00077712i,0.00047023+0.00078986i
0.0015691+0.0011218i,0.00077575-0.00018774i,0.00063974-0.00081628i,0.00039607-0.00132i,-6.7959e-05-0.00098664i,-0.00036499-0.0009846i,-0.00060474-0.0017081i,-0.00038321-0.0014678i,-0.00044302-0.00017397i,-0.0012802+6.3351e-05i,-0.0012363+7.5979e-05i,-8.7245e-05+0.0010903i,0.00059358+0.00090535i,8.896e-05-4.6171e-05i,-0.00018043+0.00061133i,7.5259e-05+0.0019189i,0.00047049+0.0028149i,0.00041691+0.0018915i,-0.0003835+0.00071719i,-0.00060231+0.00017526i,-0.00018546+0.00016821i,-8.3711e-05+0.0008509i,-0.00022862+0.00079112i
0.00041037-0.0012146i,-6.1764e-05-0.0022389i,-0.00046683-0.0019082i,-0.00072649-0.0013681i,-0.0015008-0.00089088i,-0.0019968-0.00061221i,-0.0018108-0.00020131i,-0.0013602+0.00066693i,-0.00079651-7.6721e-05i,-0.00082926-0.00088025i,-0.00039506-0.00048522i,-0.00046343+0.00036678i,-0.00059135+0.00053627i,0.000224+0.00047563i,0.00079584+0.00043911i,0.0005295+0.00077717i,0.00014763+0.00065757i,0.00014268-0.0002403i,-6.1269e-05-0.0010101i,5.947e-05-0.00050592i,0.00058581+0.0001265i,0.0005735+0.0001325i,3.1497e-06+0.00059748i
0.00052493+0.0012856i,0.0006621-0.00027415i,0.0011576-0.0012628i,0.0020324-0.001185i,0.0022298-0.00086977i,0.0011763-0.00076227i,-0.000289-0.00096598i,-0.00095756-0.0010528i,-0.0011486-0.0002439i,-0.0017384+0.0008589i,-0.0014852+0.00065495i,0.00049752+0.000417i,0.0012878+0.00036364i,0.00054051+7.9855e-05i,0.00016512-0.00045815i,-0.00010316-0.00042425i,-0.0001262-5.7315e-05i,-1.4005e-05+0.00013214i,-0.00019968-0.00026734i,-0.0010137-0.00081094i,-0.00051343-0.0012936i,0.00043201-0.0011903i,0.0008972-0.00064977i
-0.00016701+0.0019475i,-7.9945e-05+0.0018956i,0.00077532+0.0013488i,0.0015275+0.00088456i,0.0020214-0.00067964i,0.0013544-0.0019405i,-3.115e-06-0.0014242i,-0.0011848-0.00088222i,-0.0014133-0.00054986i,-0.0010999+1.6978e-07i,-0.00057853-0.0001328i,-0.00020945-0.00017275i,-0.0002506+0.00039871i,-0.00012643+0.00065497i,-0.00024007+0.00064913i,-0.00056465+0.00078951i,-0.00077396+0.00067951i,-0.00082035+0.00012732i,-0.00057616-0.00098378i,-0.00011461-0.0016197i,0.00035992-0.00067327i,0.00019167+0.00074925i,-2.5611e-05+0.00095614i
0.00016871+0.00035881i,-0.00053937+0.00084093i,-0.00073659+0.0011014i,-0.00083558+0.0014183i,-0.0010049+0.0011807i,-0.00052828+0.00084901i,-0.00051996+9.8097e-05i,-0.0014572+0.00018117i,-0.0017727+0.00035566i,-0.00086579+0.00040023i,-0.00088459+0.0015164i,-0.0010204+0.0016359i,-0.00044757-2e-05i,8.7619e-05-0.00081124i,0.0001561-0.00023242i,0.00019323+0.0010227i,0.00012013+0.0010244i,2.9406e-05+6.0589e-05i,9.6782e-05-5.7257e-05i,0.00051881+0.00011679i,0.00031292+0.00016537i,-0.0001843+0.00011365i,9.5008e-05-4.857e-05i
-0.0013987-0.00087282i,-0.0021533-0.00036658i,-0.0026186+6.6758e-05i,-0.0023035-0.00039161i,-0.0012933+1.3367e-05i,0.0002862+0.00097295i,0.0001216+0.00011376i,-0.0015612-0.00055302i,-0.002155-0.00039361i,-0.001271-0.00037725i,-0.00050271+0.00041044i,-0.00026043+0.0005187i,-0.0002998+0.00056376i,-0.00054756+0.00060512i,-0.00020301+0.0002059i,3.603e-05+0.00031502i,0.0001798+0.00068129i,0.00048723+0.00068032i,0.00031098-0.00031504i,-0.0008461-0.0011734i,-0.00057813-0.0014739i,0.00038441-0.00084893i,0.00013173+0.00015481i
0.00039946-0.00078113i,0.0009421+0.00020563i,0.00028363+0.0013692i,7.3306e-05+0.0010519i,-0.0002927+0.00088328i,-0.00069411+0.0015844i,-0.0014315+0.0016859i,-0.0019688+0.0025332i,-0.0012065+0.002739i,-0.00063018+0.0014223i,-0.00076862+0.00015431i,0.00010894-8.2916e-05i,0.00096532+0.00038657i,0.0014701+0.00093394i,0.001369+0.0010349i,0.00067863+0.00058777i,-0.00013511+0.00043547i,0.00013607+0.00021402i,0.0006386-8.63e-05i,-6.7574e-05+0.00011692i,-0.0010177+8.043e-05i,-0.00060459-0.00014995i,0.00013158-2.9665e-05i
-0.00057264+0.0013022i,-5.5444e-05+0.0012555i,0.00019122+0.00039775i,0.0011185-0.00034067i,0.001276+8.1219e-05i,0.00021238+0.00017462i,-0.0023055-0.00064508i,-0.0042624-0.0006692i,-0.004414+0.00094024i,-0.0026487+0.0017295i,-0.00030945+0.0019202i,0.00080471+0.0023134i,0.0011094+0.0018096i,0.0013275+0.00058129i,0.0016771-6.5408e-05i,0.00070258-0.00042065i,-0.00038343-0.00084117i,-0.00014792-0.00018208i,0.00015833+0.00074118i,0.00031382+0.0004323i,-5.6134e-05-0.00028363i,3.947e-05-8.4731e-05i,-0.00014617+0.00082563i
-0.00054552+0.0015255i,0.00026472-0.00026198i,0.00023995-0.0020055i,-0.00012675-0.0014917i,8.7078e-05-0.00063108i,0.00078811-0.00037771i,0.0026208+0.00083412i,0.0046621+0.00014738i,0.0051602-0.0022556i,0.0038274-0.0038874i,0.0018349-0.0045373i,-0.00012246-0.0039585i,-0.0016991-0.0021107i,-0.002016-0.00057156i,-0.001811+0.00041904i,-0.0013137+0.0010109i,-0.00022438+0.00068822i,-0.00013442+0.0006371i,-0.00027171+0.00046028i,7.5193e-05-2.163e-05i,0.00013386+0.00028332i,-0.00071505+0.00042797i,-0.0010327+0.00020228i
0.0018004-0.00055582i,0.0021393-0.0011941i,0.0017978-0.0012993i,9.2452e-05-0.00022103i,-0.00055406+0.00092784i,-0.00012094+0.0012579i,5.0747e-05+7.9163e-05i,0.00068019-0.00091477i,0.0012279-0.00015344i,0.0010678-9.0883e-05i,0.00036597-0.0012662i,-9.1669e-05-0.0012259i,1.8214e-05-0.000811i,0.00018726+0.00020672i,-0.00032725+0.00085924i,-0.00061941+0.00017082i,0.00042527-0.00087982i,0.0011345-0.0010169i,0.00074824-0.00074234i,-0.00021013-0.00032398i,7.0977e-05-1.1319e-05i,0.00076373+5.9898e-06i,0.000675-0.00047251i
0.000438-0.00065225i,0.00060373-0.00014319i,0.0002296-0.00011706i,-0.00096721-0.00087117i,-0.0014421-0.00050475i,-0.0013439+0.0005933i,-0.00018199+0.0008349i,0.00068314+0.00014171i,0.0010609-0.00076255i,0.00092968-0.00093849i,0.001014-0.00069592i,0.00075892-0.0010579i,7.029e-05-0.00095636i,0.00012196+0.00019342i,0.00042307+0.00089725i,0.00037356+0.0010442i,0.00048515+0.00097653i,0.00026046+0.0010356i,9.503e-05+0.00036165i,0.00045009-0.00042934i,0.00077256-0.00061906i,0.00087532-0.00042988i,0.00041409-0.00048986i
-0.00046957-0.0023645i,-0.0015656-0.0016176i,-0.0024425-0.0016439i,-0.0026218-0.00024851i,-0.0019925+0.00072066i,-0.0008554+0.00089486i,0.0001554+0.0005683i,0.00052848+0.00034934i,6.4171e-05+0.00021048i,-0.00050263-0.00025002i,-2.191e-05-0.00046149i,0.00077615-0.00036921i,0.00087454-0.00012189i,0.00042201-1.4912e-05i,0.00036969-0.00020919i,0.00016093-0.0007329i,-0.00098487-0.00075393i,-0.0010452-0.00063977i,-0.00050156-9.7881e-06i,-0.00019367+0.00015507i,-0.00012453-1.9917e-05i,-6.6922e-05+0.00034341i,0.00048109+0.00050934i
-0.0014494+0.00047446i,-0.00050858+0.0016465i,0.00030856+0.0021431i,8.4352e-05+0.0016877i,-0.00018036+0.001847i,0.0010817+0.001431i,0.0014943-0.00019664i,0.00099821-0.0014845i,0.00014422-0.0011722i,-0.00058173-0.00054558i,-0.00017289-0.0006105i,-3.926e-05-0.00025983i,-0.0004447-0.00023814i,-0.00045721-0.00075452i,-0.0003776-0.0007587i,-0.00030968+2.6127e-05i,0.00031316+0.00064655i,0.00080251-3.868e-05i,0.00042551-0.0011187i,-0.00038575-0.0012718i,-5.7202e-05-0.00053524i,0.00044645-2.0566e-05i,0.00055449+0.00058803i
0.002482+0.00041185i,0.0020591-7.1084e-06i,0.0026198-0.00057539i,0.0026902-0.0014835i,0.0021543-0.0014187i,0.0017092-0.00082765i,0.00059473-0.00076668i,0.00019685-0.001306i,0.00027064-0.0012447i,-6.5429e-05-0.0015359i,-0.00063989-0.0021186i,-0.0013541-0.0010783i,-0.001018-0.00023585i,4.5021e-05+0.00058562i,0.00068184+0.00074573i,0.0013201+0.00013293i,0.0013303-0.00018551i,0.00097323-0.0010665i,0.00058698-0.00086553i,-0.0002758+0.00013624i,-0.00049289+7.7941e-05i,-0.00037988-0.0007312i,-0.00036249-0.0006658i
0.00026244-0.0010662i,0.00070797+0.00069889i,-0.00044367+0.0008141i,-0.001293+0.00022287i,-0.00068974+0.0013713i,-4.6338e-05+0.0017892i,-0.00052202+0.0015107i,-0.00099852+0.0011887i,-5.4593e-05-5.7322e-05i,0.00098041-0.0010837i,0.001552-0.00091159i,0.00097753-0.00033778i,0.00021135-0.00053323i,-0.00022366-0.00077028i,-0.00030253-0.00038605i,-0.00012183-5.3689e-05i,-0.00043838+9.7147e-05i,-0.00054384+7.3386e-05i,-0.00082434+0.00035046i,-0.00038065+0.00020992i,0.00049694-0.00054675i,0.00069718-0.00031701i,-0.00017943-0.00032428i
-0.00015843+0.0024302i,0.00057126+0.0019095i,0.00077743+0.0011189i,0.00020188+0.00056479i,0.00016051+0.00059411i,6.1382e-06+0.0011497i,-0.00041267+0.0013712i,-0.0009007+0.00062052i,-0.0013292-3.6138e-05i,-0.0013044-0.001165i,-0.00038773-0.0011858i,4.0161e-05+5.0243e-05i,-0.00045297+0.00049174i,-0.00084746+0.00037535i,-0.0011534+0.00070794i,-0.00072229+0.00087307i,0.00031687+0.00094627i,0.0006481+5.0693e-05i,0.0002747-0.00014782i,-7.0328e-05+0.00054813i,0.00019626+0.00017913i,0.00023881-0.00069326i,0.00049241-0.00080341i
