-0.001587+0.00095115i,-0.00046857+0.00017638i,-0.00010329+0.00011302i,0.0007936-7.6362e-05i,0.00042827+0.00062063i,-0.00057701+0.0014797i,-0.00023335+0.0018593i,0.0010659+0.0016916i,0.0017233+0.00069857i,0.0010815-0.00079508i,8.5016e-07-0.0010061i,-0.0010522-0.00043011i,-0.0015842+4.005e-05i,-0.0011615-0.00044191i,-0.00032208-0.0012089i,-1.339e-05-0.0010299i,0.00074293-0.00060497i,0.0013519+5.6926e-05i,0.00064624+0.0011163i,3.605e-05+0.0012952i,-0.00026671+0.00023031i,-0.00075697-0.00030483i,-0.00070256+7.7857e-05i
-0.036717+0.15585i,-0.047176+0.23032i,-0.05021+0.22921i,-0.057441+0.13245i,-0.084505-0.0093335i,-0.12734-0.09161i,-0.11873-0.087568i,-0.060565-0.075417i,-0.023631-0.062492i,-0.0058223-0.021822i,0.0070243+0.0084339i,0.0046928+0.0094764i,-0.0061832-0.0013321i,-0.013244-0.0097674i,-0.010611-0.012515i,-0.0022491-0.01819i,0.0012474-0.024983i,-0.0015053-0.025828i,-0.00069549-0.021208i,0.0037622-0.016778i,0.0032077-0.010654i,-0.002624-0.0014264i,-0.0062995+0.00057875i
-0.15798-0.034841i,-0.25755-0.013515i,-0.31924+0.081214i,-0.31195+0.23011i,-0.2166+0.32374i,-0.064438+0.26926i,0.026598+0.14719i,0.036364+0.077947i,0.0324+0.050895i,0.01713+0.020027i,-0.009141-0.00044085i,-0.022539+0.00078319i,-0.02161+0.0049832i,-0.018695+0.0055747i,-0.021811+0.0081224i,-0.027292+0.013947i,-0.027477+0.020148i,-0.020686+0.02119i,-0.01007+0.016482i,-9.7922e-05+0.014591i,0.0085204+0.014842i,0.013062+0.009423i,0.015271-0.00017647i
0.051189-0.16057i,0.055556-0.25128i,0.036255-0.28822i,0.040172-0.27357i,0.075542-0.25769i,0.082727-0.22854i,0.054906-0.16242i,0.039552-0.097163i,0.024375-0.060823i,-0.0054292-0.032337i,-0.014992-0.0093369i,-0.0028087-0.0060479i,0.0088699-0.011452i,0.015404-0.013315i,0.014953-0.010671i,0.012128-0.0060998i,0.01252-0.0073243i,0.011-0.010793i,0.0073753-0.0079297i,0.002912-0.0042102i,-0.0059017-0.0037002i,-0.012987-0.0030595i,-0.013766-0.00092309i
0.14577+0.048388i,0.21019+0.024284i,0.16884-0.089882i,0.0083855-0.20348i,-0.13204-0.1684i,-0.1346-0.019866i,-0.064083+0.067828i,-0.032053+0.060997i,-0.025063+0.038969i,0.0045471+0.022389i,0.028407+0.0029412i,0.021116-0.010645i,-0.0021581-0.012734i,-0.017416-0.0048915i,-0.018737+0.0043731i,-0.01635+0.0068132i,-0.018795+0.0060671i,-0.024159+0.0038513i,-0.024784+0.00099012i,-0.021695+0.00037308i,-0.01672+0.0029127i,-0.0049056+0.0075975i,0.011773+0.0095688i
-0.059945+0.14024i,-0.046456+0.22736i,0.040974+0.26507i,0.15956+0.23951i,0.2236+0.17551i,0.20384+0.098321i,0.14338+0.032099i,0.10264+0.0018447i,0.085733-0.011492i,0.054798-0.023805i,0.01528-0.014576i,-0.0015995+0.0018773i,-0.0029763+0.0050889i,-0.0047252+0.0054088i,-0.00618+0.0060732i,-0.0036007+0.0027888i,0.0039232-0.0028919i,0.01002-0.0071712i,0.01063-0.0088787i,0.010037-0.011335i,0.0089062-0.014787i,0.0034209-0.014811i,0.00038123-0.012942i
-0.1417-0.072074i,-0.18496-0.073266i,-0.11633-0.032498i,0.037171-0.025903i,0.085941-0.065319i,-0.031774-0.065487i,-0.12211-0.011988i,-0.098324+0.013324i,-0.056343-0.00051435i,-0.043974+0.0056553i,-0.040013+0.022996i,-0.027419+0.020212i,-0.013031-0.0029606i,-0.011114-0.023308i,-0.016745-0.025903i,-0.019795-0.019315i,-0.02363-0.013484i,-0.022284-0.01119i,-0.011834-0.0086934i,-0.004013-0.0015566i,-0.0039727+0.0083172i,-0.0047059+0.016868i,-0.00074711+0.019276i
0.075341-0.13561i,0.053338-0.18842i,-0.054538-0.14928i,-0.16393-0.0044364i,-0.1627+0.123i,-0.056671+0.13167i,0.036195+0.087578i,0.051652+0.071645i,0.03573+0.072325i,0.01887+0.045105i,0.0005211+0.0053382i,-0.0092186-0.0096679i,-0.0048558-0.0067483i,0.0020333-0.0051576i,0.0065557-0.006939i,0.010433-0.0087318i,0.015884-0.007933i,0.019512-0.002497i,0.01796+0.0047511i,0.014715+0.007956i,0.012272+0.0049315i,0.0081688-0.0012632i,0.004207-0.0011455i
0.13106+0.096929i,0.18779+0.11387i,0.1788+0.11899i,0.1059+0.14132i,0.049378+0.11424i,0.032838-0.01389i,-0.0007862-0.1177i,-0.015786-0.11554i,0.0026017-0.080998i,0.0083025-0.059178i,0.0058113-0.044356i,0.005949-0.037181i,0.0051657-0.027647i,0.0052166-0.014899i,-0.0011042-0.0029763i,-0.010824+0.0047067i,-0.017358-0.0012108i,-0.020098-0.0137i,-0.019603-0.017933i,-0.020069-0.016343i,-0.022047-0.014824i,-0.017054-0.0077735i,-0.0058849+0.0041021i
-0.098361+0.12743i,-0.096144+0.16377i,-0.065338+0.09511i,-0.075492-0.070754i,-0.1036-0.15232i,-0.077413-0.029282i,-0.025553+0.10028i,-0.015285+0.10534i,-0.020079+0.065234i,0.0060814+0.029553i,0.031976+0.0015031i,0.031102-0.012338i,0.017576-0.016166i,0.0033437-0.013946i,-0.0039685-0.005927i,0.00023334+0.0047324i,0.011552+0.016282i,0.016751+0.020521i,0.011553+0.015581i,0.0054278+0.0093759i,0.0037957+0.0055673i,0.0015108+0.0027572i,-0.0019019+0.0021654i
-0.12383-0.10698i,-0.20874-0.11323i,-0.25447-0.10015i,-0.21371-0.10608i,-0.095361-0.088054i,0.0080793-0.05209i,0.061161-0.035236i,0.074018-0.012978i,0.066295+0.012188i,0.045435+0.0076152i,0.014531-0.00074758i,0.003737+0.002005i,0.01149-0.0042507i,0.011401-0.017181i,0.0001995-0.031608i,-0.014211-0.044711i,-0.019177-0.052032i,-0.0091149-0.04944i,0.0033633-0.037091i,0.0095719-0.02575i,0.0075092-0.017944i,-0.00074244-0.0056823i,-0.0062952+0.0085496i
0.1241-0.10832i,0.15077-0.18496i,0.20381-0.19281i,0.30821-0.11994i,0.28682-0.030913i,0.081711+0.017776i,-0.099904+0.042192i,-0.1308+0.039027i,-0.099051+0.01663i,-0.074695+0.0225i,-0.052176+0.037057i,-0.029552+0.036886i,-0.0058382+0.032054i,0.014646+0.022313i,0.024666+0.012832i,0.022876+0.011238i,0.010938+0.016747i,-0.00079222+0.022901i,-0.005747+0.021983i,-0.007107+0.018376i,-0.0037613+0.013513i,0.00018122+0.0010966i,-0.0024265-0.010309i
0.10314+0.12694i,0.21288+0.12653i,0.28357+0.092253i,0.25125+0.097892i,0.15428+0.10617i,0.08897+0.074397i,0.075689+0.042011i,0.053488+0.02871i,0.025822+0.023398i,0.023429+0.01057i,0.027686-0.012584i,0.021641-0.021588i,0.016761-0.0087309i,0.01605+0.0032177i,0.01719+0.0022479i,0.024657-0.0087418i,0.03754-0.025386i,0.042269-0.033702i,0.031503-0.026788i,0.019033-0.01741i,0.011928-0.012803i,0.0024142-0.0058532i,-0.0092923+0.0050116i
-0.13415+0.096664i,-0.16601+0.2303i,-0.18674+0.37505i,-0.25117+0.44281i,-0.27558+0.35553i,-0.20035+0.12885i,-0.12291-0.062426i,-0.063558-0.11403i,-0.0055676-0.099358i,0.014373-0.083181i,0.0089255-0.064826i,0.0018343-0.047628i,-0.0072933-0.031314i,-0.015334-0.015426i,-0.022679-0.00057706i,-0.027103+0.01662i,-0.027566+0.025987i,-0.026073+0.017078i,-0.021771+0.0023915i,-0.016408-0.003612i,-0.0090329-0.0039646i,0.00039014-0.0042432i,0.0048499-0.0045967i
-0.068216-0.13213i,-0.1894-0.13812i,-0.30969-0.082365i,-0.3284-0.066631i,-0.2315-0.091025i,-0.10188-0.035324i,-0.027482+0.050859i,-0.016828+0.080895i,-0.011523+0.084426i,0.0095604+0.075442i,0.020844+0.054548i,0.024985+0.035093i,0.030303+0.01822i,0.029516-0.00049016i,0.02468-0.019324i,0.022915-0.029086i,0.032299-0.022076i,0.046286-0.0079287i,0.044486-0.0011704i,0.031921+0.00016567i,0.019321+0.00033051i,-0.0010871-0.0038112i,-0.022753-0.0094296i
0.1313-0.061844i,0.12806-0.21978i,0.029899-0.45195i,-0.072845-0.59349i,-0.078711-0.50419i,-0.018924-0.29419i,0.047901-0.14305i,0.076122-0.057584i,0.057338+0.0015509i,0.033297+0.025847i,0.017392+0.024394i,0.0095837+0.021509i,0.0098211+0.025346i,0.014132+0.027874i,0.01755+0.02097i,0.0079282+0.0074609i,-0.010973-0.0073207i,-0.020068-0.016966i,-0.016315-0.017219i,-0.01107-0.01065i,-0.0038526-0.0010381i,0.0090276+0.0015089i,0.015006-0.0061923i
0.045834+0.12681i,0.17225+0.12361i,0.35594+0.039253i,0.45142-0.022881i,0.34639+0.01205i,0.14345+0.065708i,0.0034963+0.061157i,-0.056433+0.010592i,-0.085494-0.027286i,-0.08631-0.018447i,-0.05773+0.0013757i,-0.032063+0.016156i,-0.017143+0.034722i,0.0024472+0.039924i,0.026004+0.030869i,0.048807+0.02354i,0.064342+0.02627i,0.059651+0.031941i,0.039247+0.026927i,0.019734+0.017732i,0.011077+0.010115i,0.010495-0.0038543i,0.0070283-0.021764i
-0.11383+0.03129i,-0.06199+0.16868i,0.1308+0.36904i,0.32244+0.44824i,0.31665+0.30712i,0.15517+0.12393i,0.046852+0.065213i,0.038173+0.058253i,0.041995+0.022991i,0.029315-0.0067012i,0.02066-0.015502i,0.013667-0.022769i,-0.004222-0.028196i,-0.028248-0.022221i,-0.044389-0.01044i,-0.047342-0.0020724i,-0.036358-0.0055199i,-0.015079-0.017118i,0.0026161-0.022412i,0.0070869-0.019685i,0.0020564-0.0094649i,0.0014772+0.006155i,0.0066171+0.012541i
-0.020085-0.11769i,-0.15458-0.085487i,-0.36319+0.069454i,-0.48641+0.23435i,-0.42495+0.24067i,-0.2716+0.097767i,-0.14897-0.018876i,-0.057073-0.037122i,0.01677-0.022336i,0.033842-0.013919i,0.012442-0.0046412i,-0.0033311+0.0050319i,-0.0085778+0.011539i,-0.0017152+0.015015i,0.014148+0.020495i,0.021616+0.033351i,0.017655+0.05269i,0.011238+0.060248i,0.0068634+0.046768i,0.0048869+0.031237i,0.0071196+0.02029i,0.0083976+0.0057298i,0.0080455-0.0081192i
0.097484+0.0016755i,0.030629-0.096642i,-0.19292-0.21032i,-0.39735-0.20676i,-0.35098-0.12061i,-0.13693-0.080165i,-0.02611-0.068244i,-0.036121-0.005993i,-0.036705+0.07098i,-0.014295+0.08974i,0.0001672+0.068379i,0.01098+0.048921i,0.021428+0.03502i,0.024452+0.014973i,0.017614-0.011755i,0.0039606-0.036983i,-0.0041382-0.048572i,0.0036823-0.039373i,0.01319-0.022777i,0.0090418-0.011779i,-0.0010026-0.0012726i,-0.0014384+0.0069139i,0.0061736+0.0043086i
-0.0054823+0.097112i,0.11522+0.033187i,0.27369-0.20005i,0.28076-0.45715i,0.13407-0.47832i,0.040137-0.273i,0.052286-0.087759i,0.052985-0.019809i,0.0075442-0.0082811i,-0.024346-0.011815i,-0.028742-0.019895i,-0.030938-0.018594i,-0.038015-0.00050408i,-0.038087+0.029128i,-0.026227+0.057164i,-0.012001+0.073215i,-0.0067829+0.07434i,-0.012005+0.059538i,-0.01763+0.03623i,-0.022538+0.018272i,-0.021376+0.011754i,-0.0059226+0.0073339i,0.011057-0.0017348i
-0.090878-0.027831i,-0.048245+0.045836i,0.12422+0.10382i,0.29476+0.026124i,0.2924-0.074307i,0.17346-0.026471i,0.098744+0.052398i,0.046458+0.024019i,-0.0279-0.027581i,-0.065391-0.031387i,-0.054267-0.015081i,-0.036916+0.00088829i,-0.027906+0.0054457i,-0.018407-0.0045131i,-0.0045496-0.022485i,0.0090339-0.040808i,0.023524-0.0441i,0.034305-0.029257i,0.033594-0.012319i,0.022822-0.0087701i,0.0050935-0.012531i,-0.007986-0.0038716i,-0.0023902+0.0097252i
0.040233-0.07901i,-0.041065-0.016319i,-0.1033+0.19558i,0.0038271+0.38518i,0.14224+0.31875i,0.077924+0.098975i,-0.070048+0.017914i,-0.080701+0.055216i,-0.0053823+0.056252i,0.032389+0.031111i,0.032699+0.017977i,0.019177+0.0026685i,-0.0051024-0.015416i,-0.032165-0.019561i,-0.051409-0.0054789i,-0.06591+0.016949i,-0.076991+0.031909i,-0.06953+0.029027i,-0.045661+0.013714i,-0.023475+0.0013843i,-0.0077982-0.0025134i,0.0029635-0.0027584i,0.0073938-0.0018673i
0.082306+0.049322i,0.072726-0.030859i,-0.02316-0.09758i,-0.11693-0.022482i,-0.1101+0.086621i,-0.054547+0.078143i,-0.048164+0.023073i,-0.04845+0.016256i,-0.022387+0.015435i,-0.010345+0.0022645i,-0.015344+0.0024796i,-0.024119+0.0065418i,-0.021418+0.010583i,0.0057247+0.0142i,0.042698+0.010066i,0.069665-0.0031219i,0.073998-0.010041i,0.056541+0.0016609i,0.035602+0.015452i,0.02452+0.016152i,0.022922+0.0069202i,0.015797-0.00085147i,0.005126+0.0032511i
-0.05984+0.070844i,-0.0098293+0.053552i,-0.012358-0.060486i,-0.15227-0.15948i,-0.21061-0.13797i,-0.069232-0.11173i,0.030083-0.1485i,-0.023091-0.12018i,-0.073487-0.028953i,-0.064867+0.0076274i,-0.047036-0.00058718i,-0.024241-0.010489i,-0.0073476-0.02352i,-0.013249-0.030442i,-0.031255-0.024614i,-0.049242-0.019509i,-0.061936-0.023585i,-0.059771-0.025628i,-0.03853-0.019072i,-0.017581-0.015275i,-0.0096283-0.012749i,0.0013541-0.0069278i,0.013299-0.0050304i
-0.058481-0.058432i,-0.06707+0.027183i,0.0071535+0.10973i,0.094355+0.045208i,0.073685-0.052563i,0.010775-0.0073461i,0.0062759+0.08622i,0.0089412+0.077832i,-0.012321+0.010675i,-0.025405-0.031576i,-0.027021-0.043926i,-0.026783-0.044505i,-0.02645-0.032318i,-0.018273-0.0040987i,0.002326+0.027141i,0.030455+0.047464i,0.050154+0.052227i,0.044538+0.042132i,0.019972+0.026951i,-0.002224+0.019064i,-0.0096063+0.015059i,-0.010694+0.01104i,-0.0086861+0.010579i
0.069786-0.055022i,0.015074-0.10391i,-0.015712-0.1243i,0.087295-0.13663i,0.19782-0.15162i,0.1793-0.082559i,0.11799+0.0078116i,0.067535-0.0046695i,0.0090297-0.040855i,-0.01197-0.030007i,-0.0013028-0.0097527i,0.0021674+0.0054313i,0.0022789+0.0080213i,-0.0032669-0.0085965i,-0.016552-0.032192i,-0.029347-0.054616i,-0.037894-0.06788i,-0.034838-0.061429i,-0.018686-0.03708i,0.0011759-0.015269i,0.013881-9.6343e-05i,0.018989+0.013534i,0.021021+0.017275i
0.036335+0.055274i,0.069424-0.013601i,0.047895-0.082321i,0.001118-0.021842i,0.0012365+0.060322i,-0.047389-0.0020262i,-0.17961-0.089277i,-0.20871-0.069996i,-0.10644-0.029151i,-0.018829-0.013321i,0.017164-0.0042256i,0.025858-0.013448i,0.012648-0.022846i,-0.0053835-0.0081288i,-0.0089093+0.027373i,0.0033148+0.061718i,0.012107+0.075729i,0.0084103+0.068655i,0.002156+0.046576i,0.0016263+0.026207i,0.010167+0.01341i,0.013367+0.001706i,0.0015699-0.0027029i
-0.050285+0.030809i,0.033112+0.11292i,0.16004+0.18769i,0.21214+0.2047i,0.18421+0.18908i,0.14047+0.14277i,0.087806+0.064278i,0.036149+0.0080323i,0.007389-0.012361i,-0.0092599-0.016429i,-0.023349-0.017252i,-0.025002-0.024398i,-0.008447-0.036749i,0.016887-0.047657i,0.035407-0.056461i,0.0452-0.065439i,0.045576-0.074182i,0.031128-0.063801i,0.013401-0.028873i,0.0041898+0.00020062i,-0.0020406+0.010374i,-0.0058831+0.014618i,0.0011273+0.018198i
-0.024198-0.054493i,-0.10246+0.0084674i,-0.16782+0.075525i,-0.1473+0.060442i,-0.062374+0.015952i,0.043429-0.022363i,0.13215-0.092971i,0.12561-0.13199i,0.058984-0.094406i,0.012814-0.047079i,-0.002887-0.021698i,0.011661-0.0048472i,0.026111-0.0013427i,0.0047383-0.00095394i,-0.035505+0.022941i,-0.059859+0.061992i,-0.062063+0.077454i,-0.052868+0.057326i,-0.040459+0.024624i,-0.032214+0.0058699i,-0.026547+0.0048263i,-0.01554+0.0057917i,-0.0034942+0.002299i
0.022896-0.021676i,-0.070696-0.11395i,-0.18914-0.1591i,-0.21104-0.043407i,-0.1526+0.13224i,-0.084548+0.20899i,-0.034757+0.19235i,-0.01307+0.112i,-0.013385+0.022728i,-0.01192-0.016359i,0.0018328-0.02199i,0.011379-0.014212i,0.017914+0.010411i,0.031719+0.035334i,0.041364+0.042075i,0.046489+0.032732i,0.056802+0.0082483i,0.053061-0.019228i,0.02398-0.02728i,-0.0034734-0.017884i,-0.0154-0.0036893i,-0.020518+0.011327i,-0.016895+0.02259i
0.022444+0.020822i,0.15113-0.058835i,0.26759-0.13979i,0.23397-0.13266i,0.094251-0.074016i,-0.0071618-0.010663i,-0.026785+0.024972i,-0.0017933+0.019918i,0.013378-0.0013501i,0.014923-0.010076i,0.01442-0.00047728i,0.0096132+0.015069i,0.0039777+0.013262i,-0.013325-0.013433i,-0.051036-0.038426i,-0.087007-0.039229i,-0.091873-0.020788i,-0.065853-0.00054201i,-0.031393+0.0080378i,-0.0061678+0.0058763i,0.0067089+0.0045588i,0.0093674+0.0043962i,0.00094308+0.0044517i
-0.0065892+0.034333i,0.077693+0.17177i,0.14736+0.26412i,0.070692+0.17237i,-0.081918+0.022786i,-0.17845-0.058827i,-0.19788-0.097832i,-0.14964-0.094121i,-0.05584-0.05909i,0.006273-0.030207i,0.01445-0.013584i,0.0092451-0.011606i,-0.0057231-0.01443i,-0.023295-0.0041645i,-0.018986+0.0080413i,0.0065919+0.013713i,0.040005+0.019273i,0.056586+0.022488i,0.046104+0.018537i,0.0276+0.010247i,0.015778-0.0028209i,0.005172-0.015063i,-0.0045861-0.0144i
-0.042115+0.0069662i,-0.21403+0.090759i,-0.34838+0.19301i,-0.23956+0.20252i,-0.01546+0.11784i,0.098346+0.029453i,0.11182-0.0014545i,0.088841+0.0078286i,0.055099+0.022433i,0.027143+0.027855i,0.0022522+0.023905i,-0.020218+0.023058i,-0.020021+0.023429i,0.0056515+0.0024429i,0.020226-0.039093i,0.0042069-0.063824i,-0.021672-0.052967i,-0.037179-0.030686i,-0.03731-0.016352i,-0.027028-0.009754i,-0.018822-0.0054134i,-0.012226-0.00022877i,-0.0053474-0.0020846i
-0.028556-0.042168i,-0.11066-0.23439i,-0.19556-0.40758i,-0.1729-0.33917i,-0.053036-0.12358i,0.054368-0.0023195i,0.12465+0.0055373i,0.15102-0.021164i,0.097047-0.033164i,0.026348-0.017753i,0.0056924-0.001407i,0.012294+0.0024376i,0.01449-0.0029613i,0.0018115-0.012957i,-0.0176-0.0051011i,-0.023799+0.026779i,-0.011614+0.052562i,0.0017612+0.053998i,0.004763+0.036135i,0.0044383+0.017499i,0.0089045+0.0097578i,0.014067+0.0049239i,0.012059+0.00019547i
0.06857-0.033173i,0.28898-0.11484i,0.47987-0.18131i,0.3571-0.11999i,0.043779+0.045179i,-0.089142+0.16422i,-0.05989+0.15573i,-0.049828+0.088678i,-0.056222+0.033159i,-0.05357+0.0016643i,-0.051695-0.011089i,-0.048425-0.022795i,-0.040543-0.025688i,-0.014537-0.0086907i,0.017461-0.0025382i,0.02117-0.017649i,0.0044998-0.023795i,-0.0062584-0.018129i,-0.0074422-0.011704i,0.00048932-0.0015022i,0.010409+0.0053492i,0.013556+0.00624i,0.014476+0.0015749i
0.049697+0.078717i,0.13348+0.30564i,0.21297+0.49213i,0.17705+0.38373i,0.0062373+0.10716i,-0.17885-0.028505i,-0.22334+0.015731i,-0.14058+0.086376i,-0.043881+0.081146i,-0.0020331+0.030981i,-0.0034347+0.0099925i,-0.0065756+0.022422i,-0.0016819+0.026333i,0.0060977+0.011129i,0.011433-0.011666i,0.0037181-0.022133i,-0.010253-0.0012208i,-0.01347+0.030614i,-0.0084168+0.039796i,-0.00508+0.036245i,0.0034455+0.037457i,0.021174+0.036129i,0.030393+0.02535i
-0.098226+0.0601i,-0.37868+0.15395i,-0.64504+0.24288i,-0.61188+0.19342i,-0.36994+0.0051618i,-0.20038-0.13913i,-0.14443-0.1345i,-0.11206-0.078406i,-0.063423-0.047833i,-0.019643-0.041698i,-0.0070274-0.048364i,-0.0099643-0.055603i,-0.017555-0.056287i,-0.024197-0.038308i,-0.0093902-0.012891i,0.01116-0.0092728i,0.0030532-0.014476i,-0.020742-0.012239i,-0.028724-0.0050549i,-0.02277+0.0038052i,-0.019063+0.013377i,-0.013766+0.025258i,0.0039983+0.02767i
-0.042217-0.1093i,-0.094377-0.39147i,-0.16182-0.62991i,-0.16011-0.54109i,-0.039456-0.29352i,0.079283-0.18485i,0.063472-0.16615i,-0.013024-0.12014i,-0.043422-0.057608i,-0.031218-0.019505i,-0.023851-0.0074539i,-0.033949-0.0079089i,-0.03255-0.015167i,-0.013038-0.018139i,0.003522-0.013339i,-0.0024772-0.0049879i,-0.034862+0.0072071i,-0.067832+0.019776i,-0.0717+0.022475i,-0.056679+0.016863i,-0.045787+0.02088i,-0.036899+0.03812i,-0.021087+0.048678i
0.11566-0.064595i,0.38149-0.17147i,0.6056-0.36399i,0.51164-0.49279i,0.24214-0.36301i,0.12308-0.11023i,0.13903-0.0071416i,0.13086-0.034366i,0.084136-0.052477i,0.049943-0.032487i,0.05085-0.020822i,0.073873-0.034224i,0.083472-0.048818i,0.060107-0.040759i,0.021014-0.0088651i,-0.0024048+0.014968i,-0.014606+0.0016222i,-0.02668-0.025984i,-0.029439-0.029315i,-0.022496-0.012723i,-0.021222-0.004812i,-0.029118-0.0018664i,-0.028121+0.013854i
0.047927+0.13798i,0.098845+0.44755i,0.19424+0.71559i,0.25051+0.607i,0.1643+0.24837i,0.029786+0.046864i,-0.0023876+0.015003i,0.013084-0.015172i,-0.00015802-0.033364i,-0.018439-0.022221i,-0.023233-0.016966i,-0.014242-0.0206i,0.0066801-0.0151i,0.026807+0.0041161i,0.04135+0.017131i,0.041781+0.004987i,0.017165-0.018923i,-0.011592-0.034991i,-0.022991-0.04027i,-0.026873-0.036782i,-0.033297-0.028381i,-0.041364-0.014119i,-0.043673+0.0052412i
-0.13198+0.028929i,-0.35327+0.055569i,-0.45494+0.13721i,-0.22883+0.20088i,0.040308+0.11969i,0.025132-0.017688i,-0.10336-0.0086789i,-0.12121+0.06661i,-0.077195+0.063989i,-0.051077+0.024837i,-0.030225+0.022361i,0.0032212+0.049071i,0.033318+0.051017i,0.025444+0.013417i,-0.0089504-0.022043i,-0.026151-0.039146i,-0.020654-0.059551i,-0.015334-0.077056i,-0.015935-0.06886i,-0.015286-0.048208i,-0.014605-0.03551i,-0.017401-0.027766i,-0.022172-0.017893i
-0.043078-0.15671i,-0.11424-0.44826i,-0.29952-0.67968i,-0.4276-0.56702i,-0.26667-0.26737i,-0.012606-0.12972i,0.039381-0.12405i,-0.0087755-0.074322i,-0.013862-0.02521i,-0.00062596-0.032413i,0.0062857-0.046807i,0.015415-0.043702i,0.021332-0.029219i,0.0076981-0.0087651i,-0.013006+0.010202i,-0.019397+0.013312i,-0.023961-0.0055048i,-0.037518-0.026811i,-0.042129-0.033856i,-0.031502-0.03155i,-0.022374-0.029175i,-0.027944-0.027993i,-0.037134-0.019732i
0.15426+0.011738i,0.40463+0.059043i,0.58385+0.048886i,0.44241+0.00059598i,0.15213+0.024874i,0.029572+0.064748i,0.020333+0.014262i,0.00066214-0.054925i,0.015006-0.072888i,0.043789-0.055644i,0.037411-0.019795i,0.019118+0.018363i,0.023267+0.04115i,0.044634+0.031265i,0.047107-0.0060026i,0.035492-0.032908i,0.043318-0.042204i,0.05867-0.044035i,0.054413-0.030633i,0.041111-0.010273i,0.035877-0.0066802i,0.033581-0.01832i,0.024032-0.02322i
-0.0056468+0.11383i,0.016312+0.25673i,0.19073+0.2647i,0.3846+0.033721i,0.3377-0.12969i,0.18479-0.03773i,0.15046+0.050252i,0.11309-0.0061499i,0.027192-0.046582i,0.0033738-0.01793i,0.025295+0.0090554i,0.041582+0.025144i,0.040922+0.036507i,0.025491+0.031626i,0.015373+0.020229i,0.021019+0.010705i,0.032123-0.0085003i,0.041835-0.03509i,0.047992-0.047824i,0.04599-0.042122i,0.038506-0.034692i,0.028356-0.035893i,0.0095522-0.035394i
-0.13674-0.032634i,-0.36128-0.087093i,-0.56862-0.018338i,-0.51042+0.12296i,-0.25089+0.10287i,-0.10868-0.03102i,-0.11518-0.083635i,-0.10173-0.065885i,-0.069668-0.03343i,-0.064881+0.0018546i,-0.073388+0.020184i,-0.080272+0.035556i,-0.060756+0.055901i,-0.0089987+0.046058i,0.035347+0.00080609i,0.048953-0.036225i,0.05053-0.042152i,0.04187-0.034863i,0.016216-0.025764i,-0.0050094-0.0109i,-0.005907+0.0059005i,0.0017414+0.017845i,0.0040915+0.017318i
0.081934-0.089903i,0.21757-0.17511i,0.2891-0.17024i,0.24724-0.011418i,0.18208+0.13283i,0.10161+0.12797i,0.019573+0.063951i,0.0069718+0.0018886i,0.016912-0.060767i,-0.0041671-0.075204i,-0.029097-0.03767i,-0.041599+0.0065833i,-0.041524+0.031462i,-0.038837+0.028504i,-0.038578+0.017569i,-0.029103+0.014507i,-0.0080728+0.0093386i,0.010003-0.0034124i,0.0086795-0.015873i,-0.0055316-0.015791i,-0.011294-0.0038337i,-0.0034709+0.00078284i,0.0048971-0.009461i
0.073519+0.061499i,0.16119+0.069783i,0.20348-0.11674i,0.098417-0.37455i,-0.037081-0.36751i,-0.011077-0.21084i,0.084036-0.18408i,0.10182-0.17032i,0.094478-0.09546i,0.077302-0.072241i,0.030323-0.083314i,-0.013789-0.073941i,-0.040576-0.037209i,-0.025399+0.023643i,0.037294+0.058179i,0.090641+0.044412i,0.098878+0.025557i,0.080229+0.016455i,0.051602+0.0053408i,0.023464+0.0032372i,0.012256+0.0098529i,0.014851+0.0092668i,0.018781+0.0011881i
-0.11093+0.050961i,-0.26053+0.12079i,-0.31754+0.21473i,-0.22043+0.26114i,-0.13009+0.21823i,-0.11919+0.15269i,-0.078866+0.13704i,0.020614+0.11855i,0.10211+0.063439i,0.11693+0.010195i,0.08626-0.025773i,0.037651-0.04703i,-0.0020009-0.044215i,-0.0068552-0.026207i,0.0059956-0.014312i,0.0068245-0.0016608i,0.00069796+0.020199i,0.0092924+0.038213i,0.033212+0.039116i,0.045002+0.021191i,0.033907+0.0058135i,0.022146+0.0099679i,0.02216+0.018269i
0.028273-0.11782i,0.13297-0.2482i,0.29794-0.28426i,0.40472-0.1957i,0.34584-0.093942i,0.22965+0.012465i,0.20148+0.093496i,0.16446+0.070203i,0.055264+0.023033i,0.012706+0.018582i,0.040541+0.0034281i,0.042034-0.022342i,0.01231-0.019804i,-0.019728+0.017783i,-0.023709+0.066369i,0.0029162+0.0824i,0.022272+0.057365i,0.021672+0.02077i,0.010534-0.0081559i,-0.0067371-0.01824i,-0.021718-0.0070654i,-0.024692+0.01223i,-0.014192+0.024273i
