-0.001587+0.00095115i,-0.00046857+0.00017638i,-0.00010329+0.00011302i,0.0007936-7.6362e-05i,0.00042827+0.00062063i,-0.00057701+0.0014797i,-0.00023335+0.0018593i,0.0010659+0.0016916i,0.0017233+0.00069857i,0.0010815-0.00079508i,8.5016e-07-0.0010061i,-0.0010522-0.00043011i,-0.0015842+4.005e-05i,-0.0011615-0.00044191i,-0.00032208-0.0012089i,-1.339e-05-0.0010299i,0.00074293-0.00060497i,0.0013519+5.6926e-05i,0.00064624+0.0011163i,3.605e-05+0.0012952i,-0.00026671+0.00023031i,-0.00075697-0.00030483i,-0.00070256+7.7857e-05i
0.0023779-0.0015319i,0.0017454-0.00089853i,0.0015792-0.0015329i,0.0014271-0.0023711i,-0.00014875-0.0017122i,-0.0021725-5.3068e-05i,-0.0013103+0.0008791i,0.00054417+0.00064344i,0.0010512-0.00018846i,-0.0001196-0.00040239i,-0.00081331-0.00041748i,-0.00052546-0.00015666i,-0.00030676+0.00034013i,0.00010823+0.00099061i,0.00063683+0.0012199i,0.00039148+0.0001906i,-0.00044252-0.00063795i,-0.00031859-0.0008152i,-0.00045495-0.00062847i,-0.00088242-0.00063437i,-0.00074389-0.00087636i,0.00050916-0.00045113i,0.00098233+0.00012446i
-0.0015999+0.0025751i,-0.0016114+0.0016623i,-0.00027094+0.0010245i,0.00029744-0.00016616i,1.1789e-05-0.00070732i,-0.00040806-0.00059144i,-0.00078447-0.00090311i,-0.00024636-0.0011357i,1.0736e-05-0.0010671i,-7.2842e-05-0.0011752i,-0.00023577-0.001531i,-0.00092944-0.0011903i,-0.0011241-0.00040343i,-0.0009123+3.2925e-05i,-0.00065411+0.00014597i,-0.00058631-9.2986e-05i,-0.00055232+0.00035214i,-0.0005297+0.00074486i,-0.00033588+0.00020825i,-0.00020751+0.00046384i,0.00015117+0.00091984i,0.00053779+0.00034881i,0.00059484-0.0002767i
-0.00034304-0.00098094i,-0.000177-0.0015096i,-0.00022392-0.0013702i,0.00030438-0.00060293i,0.00072277-0.00075139i,0.00059084-0.00012491i,0.00097901-5.3437e-05i,0.00076722-0.00044478i,-0.00032584-0.00067257i,-0.00065791-0.00015386i,-0.00023183+0.00022429i,-0.00063883+0.0002792i,-0.00045059+0.00018133i,-0.00016075+0.00088166i,-0.00090787+0.0013589i,-0.0011647+0.00083687i,-0.0014437+8.6316e-05i,-0.0010749-0.00048229i,-0.00018316-0.00015468i,-3.3809e-05-0.00035677i,-1.9728e-06-0.00056811i,-0.00020792-0.00025531i,-0.00058709+0.00011798i
-0.00029009+0.00017709i,0.00049423-0.0007703i,0.00086066-0.0016855i,0.00063862-0.00057963i,0.00044803+0.00063315i,0.00053292+0.000994i,0.001356+0.0017373i,0.0011313+0.0015177i,0.0010543+0.00044272i,0.0010948-7.1402e-05i,-4.5736e-05+5.0478e-05i,-0.00035932+0.0005957i,0.00016966+0.00046207i,0.00026647+0.0010212i,0.00014552+0.0014043i,0.00017461-8.1848e-05i,-0.00078705-2.9123e-05i,-0.00062958+5.837e-05i,0.00072987-0.00095226i,0.00053395-0.0008953i,1.4891e-05-0.00041244i,9.5104e-05-0.00041656i,0.00039399-0.00044563i
0.00027838+0.0001553i,0.0004494+0.00076517i,0.00062936-0.00075726i,0.00097184-0.0019135i,-0.00032683-0.0025594i,-0.001226-0.0015867i,0.00028903+0.00028906i,0.0012425-7.5633e-05i,0.0010991-0.0010935i,0.00047767-0.0013797i,-0.00078711-0.0015347i,-0.0014976-0.0011596i,-0.0011733-0.00015i,-0.0010453+0.00052498i,-0.00062919+0.00053915i,-0.00035367+0.0005156i,-0.00091832+6.9601e-05i,0.00013898-0.00071414i,0.00085729-0.00098468i,0.00017672-0.00049687i,0.00027267+9.7437e-05i,0.0006817-0.00047704i,0.00056221-0.00045413i
0.00046597+0.00051896i,0.00074885+0.0007407i,0.00049936-2.4867e-05i,-0.00014822+0.0006249i,-0.00077723+0.00093739i,-0.00017748+0.00053075i,0.00040319+0.0013085i,0.00031125+0.001523i,-0.00011112+0.00053948i,-0.00061043+0.00014684i,-0.00051666-0.00027859i,-0.00076997-0.00014591i,-0.00082237+0.00019541i,-0.00039673+0.00022019i,-0.00060191+0.00020361i,-0.00053785-0.00027941i,0.00043944-0.00033511i,-0.00012275-0.00014248i,-0.0013337-0.00016301i,-0.00068959-0.00041016i,0.00026108-0.00017584i,0.00053375+0.00036078i,0.00010636+0.00036578i
-0.0033036-0.0015272i,-0.0027302-0.0009325i,-0.0035989-0.0001874i,-0.0029221+0.00036423i,-0.00060942+0.00028749i,0.0004997-0.00032204i,0.00071271-0.00051622i,0.00051876-0.00021943i,0.00018568+1.5689e-05i,-0.00019524-0.00026044i,-0.00083337-1.6506e-05i,-0.0014364-0.00073135i,-0.00099332-0.0015474i,-9.3439e-05-0.00085037i,0.00062755+0.0004476i,0.00096005+0.00031244i,0.00048418-0.00073737i,4.526e-05-0.0011778i,-1.9658e-05-0.00080203i,-0.00037383-0.00091553i,-0.00069688-0.001091i,-0.00041143-0.00072053i,-1.5658e-05-2.3581e-05i
0.002065-0.0001932i,0.0027762-0.0013377i,0.0031283-0.0040629i,0.0019876-0.0036728i,0.00029235-0.0019512i,-0.00090902-0.0010408i,-0.00062199+0.00018238i,-7.9259e-05+0.0007254i,0.00047098+0.00063432i,0.00057167-9.8579e-05i,-0.00033037-0.00051609i,-0.00026221-5.9993e-06i,7.976e-05+0.00050246i,-0.00024532+0.00036636i,-2.8451e-05+0.00027389i,0.00031413+0.00021366i,-0.00014757-0.00072846i,-0.00010955-0.00082621i,0.0003343+0.00010883i,-0.00014313+0.00011132i,-0.00030943+0.0003347i,-1.0076e-05+0.00056817i,6.4614e-05-8.3295e-05i
-0.00094929+0.00074104i,-7.8044e-05+0.0007451i,6.262e-05+0.00066362i,0.00059627+0.00016656i,0.00095242-0.00030661i,0.00053886-0.00060296i,0.00050386+0.00015118i,0.00016353+0.00085232i,-0.00049416+1.0828e-05i,-0.00017256-0.0004664i,0.00040409+4.7042e-05i,0.00010403-1.9231e-06i,-0.00010712-0.00024029i,-0.00025079+0.00044415i,-0.00065389+0.00044133i,-0.00099446+0.0003775i,-0.000877+0.00022284i,-0.0010162-0.00033803i,-0.00079248-0.0001478i,-0.00020508+0.00040934i,7.2771e-05+0.00079213i,0.00014621+0.00011493i,5.5131e-05-0.00051276i
0.00012384-0.0021498i,-0.00065495-0.0019167i,-0.001796-0.0012705i,-0.0016147-0.00036784i,-0.00033869+0.00025877i,0.00045757+0.0010479i,0.0010869+0.0011195i,0.0010728+0.00049853i,5.269e-05+0.00013508i,-0.0012319-0.00026104i,-0.0011248-0.00014642i,-0.00047979+0.00078098i,-6.2587e-06+0.00081943i,0.00051831+0.00038589i,0.00047248+0.00012709i,0.00034172-5.475e-05i,0.00023337-0.00032603i,0.00043298-0.00050324i,0.00024583-0.00066128i,-0.00044391-0.00090476i,-0.0002691-0.00070207i,0.00021166-0.00026556i,0.00031388-0.0001467i
-2.8305e-05-7.7987e-05i,3.7631e-05-0.0013949i,-9.983e-05-0.00089127i,-9.7314e-05-0.00016523i,0.00034965-3.1693e-05i,-2.0441e-05-0.00072934i,-0.0003369-0.00099635i,-0.00036202-0.00052527i,-0.00074428-0.00033246i,-0.00061316-0.00068084i,-0.00043672-0.0010664i,-0.0007923-0.0014648i,-0.0010573-0.00085639i,-0.00089963+0.00026264i,-0.00043051-0.00012053i,0.00013799-0.00057898i,0.00034421-0.00041493i,9.1182e-05-0.00048095i,-0.00016638-0.00067518i,-0.00035193-0.00013649i,-0.00034485+0.00040926i,0.00035161+0.0003482i,0.00078077+0.00033428i
0.0032794-0.0015422i,0.0031341-0.0011859i,0.0011049-0.0023061i,-0.00039045-0.003202i,-0.00067625-0.0013665i,-0.00044807+0.0010696i,0.00056513+0.0013456i,0.0011683+0.00039921i,-0.00037895-0.00025876i,-0.0024848+0.00015583i,-0.0025624+0.00037216i,-0.001038+0.00017347i,-0.00017975+0.00042994i,-9.3824e-05+0.00079101i,0.00057406+0.00092158i,0.00057786+0.00075536i,5.9722e-05-0.00024259i,-0.00020177-0.00065477i,0.00021783-0.00060736i,0.00046336-0.00051874i,0.00066044-0.00061017i,0.00064148-0.00072469i,0.00011329-0.00047148i
-0.0026108+0.00068247i,-0.0031788+0.0012999i,-0.0037911+0.0024695i,-0.0035422+0.0022889i,-0.0019563+0.0012827i,-0.00029119+0.00065716i,0.00027193+0.00064616i,0.00030377+0.00065596i,0.00052833+0.00031094i,0.00059197-0.00026908i,-0.00026332-0.00055459i,-0.00084714-0.00016328i,-0.00056821-6.9259e-05i,-0.00023547-0.00062579i,-0.00010104-0.00023082i,-0.00036288+0.00062669i,-0.0007658+5.9482e-05i,-0.00038646-0.0004937i,0.000653-0.00026194i,0.00079979-0.00032365i,0.0002648-5.3481e-05i,8.6954e-06+0.00030707i,-0.00024418+0.00022828i
-0.00068295-0.00090462i,0.00041818-0.0010504i,0.00176-0.0015942i,0.0016847-0.0011023i,0.00044785-0.00079733i,-0.00024866-0.00057555i,0.00067521-0.00035587i,0.0013474-6.1715e-05i,0.00042655+0.00035577i,-0.00052243+0.00028631i,0.00019241-0.00029108i,0.00070031+0.00017452i,0.0010522-3.5575e-06i,0.0011403-0.00057595i,0.0002518-0.00054521i,-0.00054055-1.8868e-05i,-0.00029389-0.00060482i,-4.1826e-05-0.00091628i,0.00024189-0.00022786i,0.0005739-0.00045907i,0.00031229-0.00017119i,-0.00071613+0.00097787i,-0.0015997+0.00095953i
0.00099508-0.00025008i,0.00026872+0.0010663i,0.00020678+0.00056281i,-0.00074996+0.00075466i,-0.0020055+0.00026564i,-0.0016332-0.00016671i,0.00028992+0.00014185i,0.00087689-0.00032437i,0.0003222-0.00029934i,-3.8852e-05+0.00020812i,-0.00078516-5.2695e-06i,-0.0010584-0.00033286i,-0.00061966-0.00036052i,-0.00087175-0.00037315i,-0.00026418-0.00052899i,0.00063941-4.3769e-05i,0.00049906+0.0007277i,0.00041106+0.00032781i,0.00057418-0.00044102i,0.00059931-0.00033216i,0.00058283-0.00016189i,0.00052306-0.00019259i,-0.00015806-0.00052822i
-0.00015379+8.6691e-05i,-0.00032977-0.0002133i,-0.00084042-0.00023314i,-0.00043211-0.0011599i,0.0013843-0.0015526i,0.0013853-0.00090751i,0.00024833-8.9857e-05i,6.7393e-05-8.7412e-06i,0.000492+0.00010678i,6.8198e-05+3.9837e-05i,-0.00019679-0.00039855i,-0.00046917-0.00077566i,-0.00071337-0.00065983i,-0.001036+9.0517e-05i,-0.0003398+0.00098972i,0.00063886+0.0011573i,0.0010486+0.0006814i,0.00053985-0.00021091i,-0.00062612-0.00041367i,-0.000774-0.00045543i,-0.00058389-0.00017328i,-0.00046751-0.00014647i,0.00010915-0.00051017i
0.0006512+0.0019213i,0.0021247+0.0019215i,0.0035765+0.0026929i,0.003542+0.0020459i,0.0022958+0.00029826i,0.0014907-0.0010201i,0.00092133-0.0012945i,0.00060962-0.00013021i,-0.0002015-0.00012175i,-0.00042647-2.7386e-05i,-0.00045137+0.00069849i,-0.00041191-0.00013192i,5.7043e-05-0.00087141i,0.00015664-0.00060593i,0.00015132+0.00043974i,0.00017495+0.0006494i,0.00025689+0.00018954i,0.0005538-0.00021382i,0.00058826-0.00031073i,0.00031651-0.00059233i,-9.684e-05-0.0010021i,0.00039375-0.00066248i,0.00088814-0.00015586i
-0.00067382+0.00081037i,-0.0015034+0.0015836i,-0.001605+0.0010247i,-0.00081071-0.00030978i,-0.00047882-0.00074108i,-0.00028232-0.00013809i,8.5738e-05+0.00078924i,0.00020368+0.00030863i,-6.4627e-05-0.0010848i,-6.7681e-05-0.00077913i,-0.00031691+0.00020024i,-0.00087201-0.00011134i,-0.0011591-0.00018643i,-0.00081986+0.0010142i,-0.00014979+0.0011292i,-0.00026197+0.00043956i,-4.4985e-05+0.00031776i,0.00069034+0.00048378i,0.00079622+0.00038938i,0.00048468-1.5456e-06i,0.00014925+0.00011618i,0.00031786+0.00037137i,0.00039225+0.00043785i
0.00018712+0.00034132i,-0.0011898-7.9853e-05i,-0.0014048-0.00017226i,-0.00056388+0.00017725i,-4.628e-05+0.0001076i,-2.6773e-05+0.00050428i,0.00016113+0.00062646i,0.0007823-0.00014842i,0.00053916-0.00034291i,7.8742e-05-0.00043218i,-0.00073228-0.00064689i,-0.00081157-0.00027816i,-0.00053286-9.987e-05i,-0.00081098+4.7094e-05i,-0.0011843+0.00043387i,-0.00071249-2.3362e-05i,0.00024969-0.00043411i,0.00073134+0.00012522i,7.1819e-05+0.00011243i,-0.00050564-0.00035447i,0.00011449-0.00073289i,0.00023101-0.00043731i,0.00011001+0.00022284i
0.0023363+0.0019376i,0.0022217+0.0016875i,0.0024491+0.00083453i,0.0027116-0.00066009i,0.0019688-0.0011949i,0.00083392-0.0012193i,0.00082163-0.00057893i,0.00057537-4.1936e-06i,-5.2482e-05-8.4346e-05i,-0.00048531-0.0001762i,-0.00043828-0.00045364i,-0.00075155-0.00088027i,-0.0013506+0.00025827i,-0.0010576+0.00075812i,-5.2569e-05+0.0002039i,0.00045405+0.00023518i,0.00010058+0.00019713i,4.1974e-05-5.8585e-05i,0.000513-1.7548e-05i,0.0012273+0.00035128i,8.577e-05+0.00019615i,-0.00035673-0.00025021i,0.00064009-0.00052101i
0.00039466+0.0010268i,-1.5586e-05+0.0015114i,0.00042589+0.00038281i,0.00031363-0.00029058i,0.00047551-0.00047047i,0.00055545-0.00085482i,0.00023442-0.0006333i,0.00057813-0.00016072i,0.00042419-2.5934e-05i,8.3856e-05-7.5403e-05i,-0.00019066+0.00034361i,-0.00047449+0.00041944i,-0.00059748-0.00024016i,-0.00040706-0.00031667i,-0.00052958+0.00057274i,-0.00097204+0.00088378i,-0.00039514-3.044e-05i,0.00034748-0.0012144i,9.9081e-05-0.0017997i,0.00052761-0.0014048i,0.0011448-0.00054901i,0.0006251+0.00031475i,-3.1921e-05+0.00018547i
0.00047737+3.2028e-05i,-0.00017627-0.00026558i,-0.0010506-0.0012172i,-0.00035853-0.001218i,0.00018206-0.0012998i,0.00020784-0.00085673i,-6.6878e-06-0.00032856i,0.00028557-0.0011611i,0.00019693-0.0015088i,-0.0013357-0.0012373i,-0.0022168-0.00075862i,-0.0012136-0.0006439i,-1.3795e-05-0.00062121i,0.00011089-0.00025623i,1.5511e-05-0.00013943i,-0.00043708+0.00023958i,-0.00049724+0.00013159i,-0.00010196-0.00051896i,1.9504e-05-0.00042885i,0.00034441-5.8595e-05i,0.00093766+0.00053728i,0.00060191+0.00072836i,-0.00068757+0.00010094i
7.9916e-05-0.00061892i,0.00027771-0.00089684i,0.00060783-0.0015298i,0.0010757-0.0012517i,0.00085976-0.00030824i,0.00092387-0.00014282i,0.00097204-0.00012633i,0.00022929-0.00013242i,6.3488e-05-0.00052342i,-1.309e-05-0.00060508i,-0.00043242-0.0007123i,-0.00087513-0.00079336i,-0.000857-0.00089323i,2.6416e-05-0.00040928i,0.00019386+0.00054203i,0.00038177+0.00093857i,8.537e-06+0.00071256i,-0.00058935-8.8005e-05i,4.8401e-06-0.00074035i,5.0688e-05-0.00016743i,-0.00048458+0.00015404i,-0.00066065+0.00016528i,-0.00030833+0.00024862i
0.0020082+0.001086i,0.0018163+0.00072045i,0.0017316+0.00050637i,0.00088607-4.9872e-05i,0.00040325-0.0017812i,-0.00010193-0.0013717i,-0.00014525+8.1268e-05i,-2.255e-05+0.00029451i,-7.3452e-05-0.000298i,-0.00028379-0.0010045i,-0.00050494-0.00053666i,-0.0005114-0.00011179i,-0.00042961-0.00036229i,-0.00030987-0.00070464i,-0.00071099-0.0009592i,-0.00049909-0.00061725i,-0.0001509-0.00035761i,-0.0003621-0.00054001i,-0.00052614-0.00054973i,3.6466e-05-0.00029379i,0.00098045+2.5267e-05i,0.00069904-0.00027797i,0.00020229-0.00060114i
0.00084722-0.0017355i,-0.0006242-0.0017489i,-0.001071-0.00142i,-0.00087373-0.00063173i,-0.0017466-0.00048683i,-0.0012554+0.0001041i,-0.000637+0.00054559i,-5.9641e-05+0.0006292i,0.00013592+0.00042702i,-0.001017+6.2507e-05i,-0.0014595+0.00033866i,-0.0010512+9.0142e-05i,-0.00028454-0.00030946i,0.00039092-0.00021718i,0.00093421-3.4759e-05i,0.0012548+6.7533e-05i,0.00084245-0.00013701i,0.00027452-5.9464e-05i,-0.00040919-6.3717e-05i,-0.00052894+0.00023278i,-0.00044472+0.00019831i,-0.0010408-0.000323i,-0.00087942-0.00044854i
-0.0012642+0.0006535i,-0.0014108+0.00084259i,-0.0020759+0.001882i,-0.0016529+0.0027279i,-1.4372e-05+0.0015891i,0.00040562+0.00020544i,0.00031542-5.8957e-05i,0.00063057+0.00023418i,0.00029929+1.7126e-05i,0.00058057-0.00026611i,0.00018945-0.0006401i,-0.00036299-0.0009652i,-0.0001799-0.00069419i,-6.7287e-05+4.0204e-05i,-0.00017927+0.00053031i,-0.00013705+0.00017755i,-0.00017302-0.00040617i,6.0678e-05-0.00092602i,0.00029594-0.00052701i,5.3407e-05-6.5205e-05i,-0.00029784+0.00051598i,-0.00058088+0.00053183i,-0.00067983-0.00069369i
0.00011326-0.00097003i,-0.00020483-0.0011029i,-0.00032601-0.0015029i,-0.00083081-0.0016295i,-0.0010101-0.00069118i,-0.00081426-5.7422e-05i,5.0765e-05+0.00015122i,0.0011013+0.00013316i,0.00082591+2.1455e-05i,-0.00035742-0.00036052i,-0.0010094-0.00034583i,-0.0011659+3.1169e-05i,-0.0010143-0.00018161i,-0.0008976-0.00037295i,-0.00089018-0.00084401i,-0.00046274-0.00043791i,0.00037664+0.0004177i,0.00014236+0.00057439i,-5.6138e-05+0.00013303i,-0.00043131-0.00042179i,-0.00057001-0.00092006i,0.00014858-0.0013864i,0.00051181-0.00088728i
-0.0019402+0.00035099i,-0.00023337+0.00012528i,0.00083903+0.00073027i,0.001329+0.00037775i,0.0018723-0.00065529i,0.0013415-0.0013424i,0.001449-0.00059803i,0.0017358+8.2519e-05i,0.0011669+0.00087791i,0.00037235+0.0010788i,0.00019247+9.0169e-05i,-0.00024899-0.00032116i,-0.000487+0.00018636i,-0.00067734+0.00024849i,-0.00065893-0.00025725i,-0.00044866-0.00037301i,3.3847e-05-0.00031009i,-5.8029e-06-0.00066653i,-0.00059425-0.0015278i,-0.00066711-0.0006325i,-0.00052389+0.00057906i,4.7552e-05+0.00021125i,0.00027708-0.00051968i
0.00078129+0.0012657i,0.00019442+0.0017067i,-4.6189e-05+0.0022662i,0.00090999+0.0016076i,0.0012525+0.00026639i,0.0006436-0.00022504i,0.0006555+0.00011325i,0.00069039-1.4777e-05i,0.00015665-0.0007321i,-0.00061555-0.00054739i,-0.0016049-0.00051538i,-0.0016932-0.00072461i,-0.0013778-0.00021295i,-0.001126+0.00082775i,-0.00064876+0.00081928i,-5.0303e-05-0.00021983i,2.4434e-05-2.0645e-05i,-0.00024133+0.00053962i,-0.00012384+0.00041091i,-0.00021511+0.00014854i,2.9273e-06-1.6177e-06i,0.00064187+0.0003019i,0.00054705+0.00034078i
-0.0032812-0.00017546i,-0.0039832-0.00013645i,-0.0028642+0.00069268i,-0.00074612+0.00087833i,0.0012149+0.00077488i,0.0024259+0.00015579i,0.0022828+4.5363e-05i,0.001449+0.00063666i,0.00047058+0.00040707i,0.00025466+1.8595e-05i,0.0007828-0.00028318i,0.0011756-0.00060093i,0.00047628-0.0008476i,-0.00068232-0.00099992i,-0.00046167-0.00068128i,0.00031464-0.0001681i,0.00044766-0.00027322i,2.8706e-06-0.00076853i,-4.2914e-05-0.0012321i,-0.00057152-0.00099014i,-0.0010239-0.00050197i,-0.00084255-0.00041114i,-0.00070555-0.00015032i
0.0010835+0.0011169i,0.0010529-0.00028962i,0.00030927-1.1911e-05i,0.00066102+0.00024244i,0.0014312+1.5806e-05i,0.00076542-0.00018747i,0.00066569+0.00010467i,0.00075158+0.00045871i,0.00046032-0.00012477i,0.00077522-0.00075804i,0.00031153-0.0016281i,-0.0010636-0.0018274i,-0.001621-0.0010486i,-0.0015739-0.00031171i,-0.001496+0.00055918i,-0.0010468+0.00062841i,-0.00011509-0.00018646i,0.00010372-0.00037444i,-0.00019814+0.00021132i,-0.00010556+0.0007667i,-0.00088419+0.00078326i,-0.00046109+4.3351e-05i,0.0011167-0.0008497i
2.5239e-05-0.0016896i,6.5588e-05-0.00067158i,3.8204e-05-0.00031572i,-0.00090427+0.0002995i,-0.0014453+0.0010414i,-0.0008156+0.00091177i,-0.00034071+0.00051801i,0.00012444+0.00027241i,0.00021733-0.00042095i,-0.00016824-0.00053505i,-6.443e-05-9.8236e-05i,0.00041675+0.0004511i,-0.0001777+0.00020495i,-0.00044256-0.00038539i,0.00019005-0.00068664i,0.0013768-0.00050812i,0.0014751-4.9664e-05i,0.00061328+0.00043343i,0.0004705+0.00079362i,0.00012273+0.00067491i,0.00037549+0.00017958i,0.00022103-0.00038095i,-0.00013089-0.0002945i
-0.0012482+0.00087997i,-0.0024088+0.0011205i,-0.0019273+0.00088564i,-0.0012239+0.00015048i,-0.00087734-0.0014668i,0.00026326-0.00061497i,0.0010793+0.0006898i,0.0010988+0.00010462i,0.00048265-0.00027252i,-0.00032972-0.00050425i,-0.00037779-0.00084221i,-0.0011123-0.00044002i,-0.0011187+0.0002845i,0.00010735+0.00080172i,0.00017445+0.00061454i,0.00024841+0.0001895i,0.00023284-0.00014636i,5.4094e-05-0.00058146i,-0.00025413-0.00098438i,-0.00020828-0.00043056i,-0.00011095+0.00011327i,-0.00011826+7.669e-05i,0.0002569+0.0010225i
-0.0019577+8.9897e-05i,-0.0014378-0.00015937i,-0.0018113-0.00068772i,-0.0024479-0.0013653i,-0.00080599-0.0011253i,0.0003921-0.00034846i,0.00059984+0.0003332i,0.0012026+0.00068271i,0.00011944+0.00087488i,-0.00082866+0.00039149i,-0.00015241-9.0916e-05i,0.00092607+0.00029495i,0.00086436+0.00080978i,-0.00025382+0.00029876i,-8.3436e-05-0.00084075i,-0.00019851-0.0011726i,-0.00068046-0.000794i,-0.00051933+8.2879e-05i,2.0483e-05-0.00014325i,0.0001691-0.0011462i,-4.2778e-05-0.00081909i,0.00037104-0.00013514i,0.0004261+0.00064577i
0.0018288+0.00090071i,0.0018641+0.00082235i,0.0022732+0.00084366i,0.0020898-0.00072703i,0.00090255-0.0022536i,-6.8459e-05-0.0020633i,0.00029545-0.0011371i,0.00072581-0.00061783i,0.00052003-0.00048407i,-0.00036751-0.00074621i,-0.00068877-0.0006503i,-0.00081414+0.00012389i,-0.0010272-0.00016247i,-0.00046384-0.00057895i,3.8167e-05+0.00016171i,0.0002658+0.00086186i,0.00066762+0.00089609i,5.0555e-05+0.00093188i,-0.0010358+0.00052151i,-0.00036676+0.00019155i,0.00039198+0.00033763i,3.602e-06+4.9909e-05i,-0.00026803-0.00064251i
-0.00055224-0.00043295i,0.00012421-0.00051314i,0.0011433+0.0011755i,0.00024202+0.0023446i,0.00030498+0.0017948i,0.0011919+0.0010684i,0.001021+0.00068872i,0.00064373+0.0007997i,0.00063207+0.00050487i,0.0005641-0.00069772i,-0.00013091-0.0013478i,-0.00030925-0.00060826i,0.00016347-4.6642e-05i,0.00016515-0.00011524i,-0.00019838+0.00026476i,-0.00011584+0.00061963i,0.00029443-8.0808e-05i,0.00083311-0.00088238i,0.00054351-0.0012525i,6.904e-05-0.00059428i,0.00038361-9.7413e-05i,0.0006321-0.00019759i,0.00088802+0.00027939i
0.00065385-0.00069951i,-0.00013335-0.0011947i,-0.0014478-0.0016001i,-0.0017806-0.0019116i,-0.0010017-0.0010206i,-0.00092486-0.00028644i,-0.00010736-7.7244e-05i,0.00035041+1.6257e-05i,-0.00021703+0.00046651i,-0.0010112+0.000545i,-0.0014815-0.00046747i,-0.0011377-0.0005667i,-0.00093894+0.0005454i,-0.00064857+0.00083041i,0.000282+8.8356e-05i,0.00049712-0.00067676i,0.00037781-0.00077334i,9.6004e-05-0.00074385i,0.00020614-0.00024133i,0.00037584+0.00018992i,2.9653e-05-0.00031217i,-2.7249e-05-0.00066296i,0.00021918-0.00041553i
-0.0021022+0.00012485i,-0.0017201+0.00026972i,-0.0025816+0.0009767i,-0.0017616+0.00086016i,-0.00036547+0.001297i,0.00074402+0.0011691i,0.0013765+0.00053714i,0.00095451+0.00020172i,0.00025168+4.5329e-05i,-0.00018122-0.00015908i,-0.00052799-0.00015353i,-0.00040224-0.00010915i,-4.0956e-05-1.5841e-05i,0.00069291-0.00019772i,0.0005164-0.00033685i,-0.0009161+0.00026575i,-0.00096772+0.00023921i,-0.00053739-0.00014318i,-0.00039815+0.00027529i,-0.00057708+0.00058399i,-0.00094815+0.0005176i,-0.00019651-0.00010919i,0.00028383+0.00026129i
-0.00051561-0.00046784i,-0.00040213-0.001747i,0.00083171-0.0011241i,0.0010231-0.00056942i,0.00011797-0.00052451i,-0.00047429-0.00061324i,-0.00014942+0.00021575i,0.00046618+0.0011188i,-0.0001782+0.00085512i,-0.00074903-2.9701e-05i,-0.00060396-0.00089064i,-0.00076071-0.00055495i,-0.00063553+0.00042017i,-0.00070664-7.8984e-05i,-0.00034844-0.00068865i,0.00017634-0.0003343i,0.00017979-0.00034293i,0.0005202-0.00060444i,0.00021599+0.00026767i,-8.9958e-05+0.00086181i,7.6794e-05+0.00013757i,0.00043278-0.00043375i,0.0010667-0.00012614i
0.0029242-0.0019896i,0.0033831-0.0013443i,0.0036436-0.0019408i,0.0018767-0.0020092i,-0.00025979-0.0018211i,6.8104e-05-0.0012293i,0.0010448-0.00053848i,0.00050488-0.00057138i,-0.00011232-0.00033055i,-0.00073955-0.00054298i,-0.0018279-0.00068784i,-0.0022124-5.6232e-05i,-0.0019027+0.00065812i,-0.00094675+0.00083896i,-3.962e-05+0.00051614i,0.0002825-1.7271e-06i,-6.3136e-05+0.00068732i,1.598e-05+0.0014583i,0.00078081+0.00064319i,4.8188e-05-0.00020875i,-0.00052994-0.00017756i,-0.00028459-0.00048522i,0.00035313-0.0011819i
0.00063392+0.0014941i,-0.00032129+0.0018101i,-0.0001798+0.0023316i,-9.7935e-05+0.0017174i,-0.00029477+0.000415i,-0.0005995+7.0026e-05i,-0.00073216+0.00064902i,-0.00022449+0.00047265i,0.00021645-0.0001106i,-0.00055902-0.0001129i,-0.001047-0.00041649i,-0.00090813-0.00046945i,-0.00069005+0.00021383i,-0.0005804+0.0007834i,-0.00014341+0.00047521i,-0.00010349+0.00016283i,-0.00054858+0.0002337i,-0.00046311-0.00031957i,-0.0003738-0.00050255i,-0.00033189-0.00012299i,0.00032333-0.00056232i,0.00058181-0.00059301i,0.00029471-0.0002874i
-0.00079859-3.9887e-05i,-0.00069028-0.00052376i,0.00011085-0.0016883i,0.00058784-0.0028523i,0.00047063-0.0030351i,0.00047184-0.0018678i,0.001419-0.00067148i,0.0022537-0.0003981i,0.0011289-0.00092514i,-0.00033687-0.0017143i,-0.00074622-0.00079382i,-0.00036244+9.7032e-05i,-0.0002817+0.00018028i,-0.00026702+0.00048132i,0.00049503+9.6204e-05i,0.0012113-7.1576e-05i,0.00045631+0.00043772i,3.9053e-05-0.0001684i,7.8069e-05-0.0011399i,0.00011058-0.00074628i,-5.7355e-05-0.00015041i,-0.00056987-0.00016906i,-0.0011065+0.00035226i
