-0.0017607+0.00059019i,-0.0001784-0.00077423i,0.0012421-0.0028261i,0.002626-0.004173i,0.0021698-0.0045852i,0.00027892-0.0025846i,-0.00029994+0.00025185i,0.00030155+0.00085986i,0.00046505+0.00018405i,0.00046947-0.0001776i,7.4172e-05-0.00068281i,-0.00060406-0.00085606i,-0.001085-0.0009199i,-0.0013808-0.00063096i,-0.0011318-0.00017495i,-0.00047815+0.00045945i,-9.8055e-05+0.00066051i,-0.00032784+8.38e-05i,0.00016893+7.0716e-05i,0.00056013+0.00046591i,0.00043384+0.00076326i,0.00060422+0.00015381i,0.00041848-0.00082936i
0.0052795+0.00072962i,0.0033023-0.00019367i,-0.00026549-0.0033365i,-0.0061467-0.0049742i,-0.013147-0.0036148i,-0.0061624-0.0031383i,0.0037714-0.0021983i,0.0044222+0.0019901i,0.00079357+0.0035237i,-0.0020789+0.0017144i,-0.0025617+0.0011075i,-0.0012261+0.0023885i,0.00088156+0.0022749i,0.0037253+0.0013607i,0.0064878+0.0013145i,0.0081363+0.00083558i,0.007291+0.0011486i,0.0051737+0.0015299i,0.0022351-0.00061147i,-0.0016625-0.0053576i,-0.0050154-0.008646i,-0.0080412-0.007225i,-0.010657-0.0043408i
-0.00084457+0.0050141i,-0.0023011-0.0001836i,-0.0037826-0.0091867i,-0.0082606-0.017419i,-0.010569-0.017698i,-0.009017-0.0059871i,-0.0058157+0.0018577i,-0.0014615+0.0018674i,0.0022806+0.0013712i,0.0021682+0.001338i,-0.0011239+0.0020693i,-0.0024432+0.0025195i,-0.00048006+0.0010616i,0.002993+0.0013277i,0.0041654+0.0027682i,0.0020901+0.0030904i,-0.00045568+0.003353i,-0.0013091+0.0028282i,0.00057838+0.0027737i,0.0049255+0.0047403i,0.0093073+0.006163i,0.010367+0.0041944i,0.0095807+0.00058714i
-0.0029084-0.0035735i,0.00054847-0.009489i,0.0014808-0.015178i,-0.0010452-0.015327i,-0.004575-0.0092102i,-0.0036832-0.0019381i,0.00061239+0.00028245i,0.0027465-0.00040535i,0.0035627-0.00081324i,0.0031975-0.00084i,0.0019239-0.0010453i,0.0012525-0.00066543i,0.0005399-0.00026126i,-0.0012096+0.00024496i,-0.0017309+0.00084994i,0.00044961-4.045e-05i,0.002462-0.00154i,0.0012054-0.0026892i,-0.0018883-0.0026769i,-0.0058948-0.0014803i,-0.008737+3.2688e-05i,-0.008806+0.002157i,-0.0071383+0.0043793i
0.00026073-0.0033969i,0.0023794-0.0036644i,-0.0014903-0.0067333i,-0.0088016-0.011176i,-0.0071664-0.0091837i,0.00024657-6.0576e-05i,0.0019877+0.0072138i,-0.0020067+0.0069626i,-0.0042065+0.002941i,-0.0033469-0.00080587i,-0.0024087-0.0025825i,-0.0013727-0.0028888i,-0.0020856-0.0025221i,-0.0048107-0.00092959i,-0.0061107+0.0013613i,-0.0036675+0.0037763i,-0.00015289+0.0051387i,0.0020389+0.0047258i,0.0041109+0.0025183i,0.0071809-0.0022421i,0.0086059-0.0069372i,0.00564-0.0089747i,0.0015537-0.0092246i
0.0021884-0.00085152i,0.0019989-0.0018431i,0.00020735-0.0099712i,-0.0041533-0.017187i,-0.0079883-0.012925i,-0.0071047-0.0070727i,-0.0016851-0.005183i,0.00084292-0.0027167i,0.0011351-0.00098378i,0.00075655-0.0012858i,-0.0012643-0.0005044i,-0.0010546+0.00081146i,0.00186+0.00078689i,0.0038925+0.00025557i,0.0041427-0.0011305i,0.001042-0.0027282i,-0.002953-0.0016771i,-0.0034558+0.0014196i,-0.0027073+0.0051442i,-0.0031025+0.0091407i,-0.0034223+0.011238i,-0.00093052+0.010379i,0.0021026+0.007945i
-0.00066046-0.0015155i,-0.001649-0.002356i,-0.0037103-0.0089265i,-0.0080142-0.013439i,-0.0088165-0.0087549i,-0.00225-0.00084573i,0.0034717+0.0047004i,0.0052256+0.0048277i,0.0052601+0.003052i,0.0033356+0.0026145i,-0.00030932+0.0031931i,-0.0016297+0.0040281i,-4.3708e-05+0.0038995i,0.0030673+0.0049555i,0.0072805+0.0054753i,0.009465+0.0037539i,0.0081181+0.0010168i,0.0047517-0.0023707i,0.0019229-0.0055672i,-0.00048696-0.0073866i,-0.00345-0.0072243i,-0.0048991-0.0055205i,-0.0047421-0.0032911i
-0.0012018-0.0023162i,-0.0021179-0.0073879i,-0.0029014-0.014064i,-0.0051809-0.019282i,-0.0082926-0.015044i,-0.0068923-0.0046697i,-0.0037565-0.00038766i,-0.0026324-0.00119i,-0.0014406-0.0016122i,0.00072195-0.001709i,0.0015238-0.0019181i,0.0012539-0.002926i,-0.00028998-0.0034615i,-0.0035801-0.0027581i,-0.0060741-0.00032967i,-0.0058961+0.0036333i,-0.0026355+0.0056614i,0.0010467+0.0054059i,0.0051238+0.005137i,0.0097157+0.0046431i,0.011261+0.0030946i,0.0086769+0.00087049i,0.0057751-0.00085933i
0.0022556-0.00087371i,0.004257-0.0054659i,0.0051226-0.010462i,0.0032248-0.013641i,-0.00038208-0.011133i,0.0010395-0.0050584i,0.0035383-0.00012742i,0.001773+0.003031i,-0.00070375+0.0032848i,-0.00053887+0.0005208i,-0.00017236-0.0012816i,0.00022905-0.00040833i,0.00072284-0.0007255i,0.00015304-0.0036289i,0.00016772-0.0055324i,-0.0005763-0.0054082i,-0.0023908-0.0048781i,-0.0053268-0.0017566i,-0.0077323+0.0023231i,-0.009067+0.0041138i,-0.0095115+0.0025822i,-0.0078967+0.0011067i,-0.0056429+0.0022498i
0.0019719-0.00067424i,0.0019052-0.0031644i,-0.0010506-0.0086333i,-0.0067505-0.011551i,-0.008836-0.0083226i,-0.0049354+0.00038518i,-0.00020493+0.005235i,0.0023319+0.0044202i,0.0029877+0.0018683i,0.0012641-0.00016308i,-0.0017361-0.00032974i,-0.0034267+0.0014412i,-0.0029947+0.0024828i,0.0002486+0.0041682i,0.0027619+0.0061917i,0.0029251+0.0056797i,0.0027861+0.0029599i,0.0034937-0.00011574i,0.0044637-0.0028508i,0.0041208-0.0056569i,0.0032579-0.0056033i,0.0019541-0.0040321i,0.00070647-0.0043364i
-0.0013793-0.00048303i,0.00066392-0.0030613i,0.0011577-0.010131i,-0.0022006-0.016287i,-0.005161-0.015175i,-0.0028343-0.0086727i,0.0016735-0.004595i,0.0033294-0.0030646i,0.0032876-0.0015955i,0.0033296-0.00014376i,0.0029436+0.0011598i,0.0023411+0.00068345i,0.001027-0.00047409i,0.00054224+0.00011269i,0.00013152+0.0014257i,-0.0010123+0.0022139i,-0.00011846+0.0034679i,0.0024229+0.0045421i,0.0035931+0.0063883i,0.0040952+0.0090742i,0.0034642+0.010135i,0.0022025+0.0079865i,0.0027799+0.0056396i
0.00081789-0.0025433i,0.0007008-0.0018405i,0.00044596-0.0054174i,-0.002779-0.010107i,-0.0039159-0.0065157i,-0.0017264+0.0018921i,-0.00054092+0.0055968i,-0.0018007+0.0038142i,-0.0027559+0.0024315i,-0.0026378+0.0017656i,-0.002735+0.0012871i,-0.0015623+0.00063009i,-9.1467e-06-0.00020284i,0.00058527+0.00014942i,0.0023391+0.00085638i,0.0031978+0.0014947i,0.0017611+0.0009391i,-0.0016333-0.0010254i,-0.0054136-0.002706i,-0.0059086-0.0034955i,-0.0045425-0.0043586i,-0.0037802-0.0043605i,-0.0040458-0.0033323i
-0.0019694-0.00045799i,-0.003125-0.0032005i,-0.0052506-0.0097197i,-0.0065684-0.01529i,-0.0076135-0.012408i,-0.0057209-0.005604i,-0.0017972-0.0012187i,0.00025618+0.0021192i,0.0009435+0.0034729i,0.00022393+0.00069178i,-0.00091078-0.0023314i,-0.00095885-0.002807i,-0.0015342-0.0024917i,-0.0036763-0.0030146i,-0.0051913-0.0039109i,-0.0038076-0.0033034i,-0.0015627-0.0020573i,0.00082962-0.0022594i,0.0036453-0.0028143i,0.0058854-0.0024316i,0.0057619-0.0013988i,0.003694-0.0015653i,0.0027673-0.0020311i
0.00055157-0.00048215i,-0.00051513-0.0043177i,0.00029478-0.010152i,-0.00034841-0.012963i,-0.0019688-0.0090544i,-0.00030369-0.0021825i,0.0038828+0.001592i,0.0057705+0.0021768i,0.0054214+0.0014548i,0.0040474+0.00084538i,0.0015625+0.001499i,0.00081302+0.0022396i,0.001336+0.0029979i,0.0027876+0.0041269i,0.0042974+0.0047775i,0.0040756+0.0039179i,0.0028245+0.0042388i,0.0014706+0.007186i,0.00047245+0.0095681i,-0.0018365+0.0085338i,-0.0040799+0.005957i,-0.0034489+0.0046787i,-0.002198+0.0045079i
0.0017931-0.0021903i,0.0032822-0.0061656i,8.7351e-05-0.012644i,-0.0058175-0.015774i,-0.0082649-0.010999i,-0.0050936-0.0038732i,-0.0021147-0.0014072i,-0.00084411-0.0016998i,-0.00062601-0.0019917i,-0.0011648-0.0019181i,-0.0015114-0.00077119i,-0.0010584-0.00044829i,-0.00082032+0.00056253i,-0.0018868+0.0033065i,-0.0018907+0.0063985i,-0.00015542+0.0074725i,0.0010731+0.0054383i,9.2768e-05+0.0022625i,-0.00060266-0.0012411i,0.00070226-0.0037073i,0.0016557-0.0035278i,0.0010402-0.0028593i,-4.9327e-05-0.0031814i
0.0020167+0.0011764i,0.0033381-0.0005491i,0.0029397-0.0070499i,-0.00012222-0.014224i,-0.0027158-0.013344i,-0.0013594-0.0053404i,0.00012043-1.6002e-05i,-0.00080941+0.0017478i,-0.0014568+0.0022383i,-0.0014608+0.00097248i,-0.00050214-0.00044198i,0.00037599-0.00086459i,0.0013244-0.0022684i,0.0026757-0.0052015i,0.0025443-0.0063433i,0.00058914-0.0044494i,0.0010886-0.0032774i,0.0029639-0.0033759i,0.003786-0.0019019i,0.0049302+0.0012207i,0.0052678+0.0026994i,0.0040796+0.0013192i,0.0031651+0.00062626i
0.00088959+0.00027333i,0.0011476-0.0014945i,0.0018248-0.0074307i,-0.0010055-0.012436i,-0.0046524-0.0094364i,-0.0038386-0.0020029i,-0.00073558+0.0034389i,0.0014916+0.0044088i,0.0032998+0.0030757i,0.0032167+0.00022341i,0.00011701-0.00083641i,-0.0023103+0.00063803i,-0.0017238+0.0013651i,-0.00016536+0.0016958i,0.0010806+0.0013858i,0.0021567+0.00047441i,0.0015119+0.00079412i,-0.00026453+0.0018485i,-0.0019915+0.0019228i,-0.0034408+0.00039935i,-0.0041452-0.0010047i,-0.0043826-0.00089036i,-0.004569-0.0004146i
-0.0012692-0.0023938i,-0.0017161-0.0051207i,-0.0034097-0.0090792i,-0.0067581-0.013239i,-0.007611-0.012552i,-0.0029822-0.0067325i,0.0024264-0.0029368i,0.0037729-0.00198i,0.0028776-0.0010668i,0.0027878-0.00053803i,0.0019435-0.00024933i,0.0015991-0.00095418i,0.00052437-0.0022751i,-0.0018052-0.0010818i,-0.002954+0.0014233i,-0.0028595+0.0028555i,-0.0021778+0.0036096i,-0.0010658+0.0033709i,0.00087012+0.001406i,0.0027099-0.00031282i,0.0026076-0.00071896i,0.0015123-0.0014408i,0.0018884-0.0024851i
0.00032889-0.00036774i,0.0015961-0.0039354i,0.0011612-0.010153i,-0.0016801-0.013804i,-0.0030467-0.0098297i,-0.001436-0.0025704i,6.2635e-05+0.00013646i,-0.0011383-0.00088336i,-0.0029032-0.00040326i,-0.0034621+0.0015633i,-0.0039268+0.0038246i,-0.0026178+0.0039872i,0.00041499+0.0031416i,0.0018438+0.0035743i,0.0018513+0.0040776i,0.0017444+0.0035378i,0.0010956+0.0023653i,0.0020463+0.0013712i,0.0027625+0.0012912i,0.0015428+0.002606i,0.0012463+0.0037524i,0.0023972+0.0043262i,0.0022874+0.0041401i
-0.00025878-0.0010051i,0.00099038-0.0040611i,0.001576-0.009785i,-0.00064128-0.014905i,-0.0034968-0.011837i,-0.0028918-0.0024469i,-0.00081097+0.0031202i,-0.0001652+0.0043081i,0.00019458+0.0032508i,0.0003111-8.5691e-05i,-0.0013891-0.0029697i,-0.0035783-0.0034566i,-0.0039057-0.0031341i,-0.0015172-0.0033572i,-0.00017574-0.0027102i,0.00077287-0.0015877i,0.0015916-0.00055539i,0.00056083-0.00036277i,-0.00036667-0.0012793i,-0.00079956-0.0024107i,-0.00020386-0.0024036i,-0.00047798-0.0017908i,-0.0024023-0.0024974i
0.00043733-0.0022775i,0.0022245-0.0038816i,0.0024811-0.009099i,-0.0010039-0.013301i,-0.0038023-0.010371i,-0.00062485-0.0027404i,0.0037272+0.0021139i,0.0048231+0.0024617i,0.0055522+0.0017624i,0.0063658+8.6373e-05i,0.0053987-0.00041163i,0.0039036+0.00045703i,0.0031104-0.00071115i,0.0037736-0.0017387i,0.0036806-0.0017146i,0.0023315-0.00011408i,0.00084735+0.0021295i,0.00038267+0.002257i,0.0014693+0.0023707i,0.0024569+0.0024949i,0.0018751+0.00043627i,0.0012913-0.0011022i,0.001875-0.00027725i
-0.0014484-0.00049857i,0.0013794-0.0032371i,0.0013382-0.007804i,-0.0032162-0.011879i,-0.0059407-0.0096097i,-0.0036895-0.0034048i,-0.00015-0.0012264i,0.00063846-0.0022606i,-3.576e-05-0.0024248i,-0.0014259-0.00046369i,-0.0028769+0.0019465i,-0.0029358+0.0021157i,-0.0029516+0.0023586i,-0.0037828+0.0051388i,-0.0031344+0.0062903i,-0.0012494+0.0048327i,-0.00062005+0.002535i,-0.0010054+0.00093726i,-0.0011745+0.0011682i,-0.0014645+0.0020846i,-0.0018678+0.0016236i,-0.0010907+0.0021467i,-0.0014016+0.0029271i
0.0010829+0.0012395i,0.0033697-0.00018919i,0.003139-0.005398i,-0.00042855-0.011023i,-0.0041602-0.0097406i,-0.0036079-0.0035025i,-0.0019603-0.00048631i,-0.0030161+0.00046353i,-0.0044175+0.00032232i,-0.0046473-0.0014705i,-0.0032642-0.0028158i,-0.0022014-0.001836i,-0.0016764-0.00093179i,-0.0021154-0.0010923i,-0.0024853-0.00083177i,0.00024558+0.00087614i,0.0033394+0.0021527i,0.0038043+0.00090995i,0.0036169-0.00034661i,0.003133+0.0002884i,0.0020403+0.0010089i,0.00087457-3.7428e-05i,0.00073942-0.0020926i
-0.00068052-0.00023478i,-0.00027409-0.0013437i,-0.001758-0.0064789i,-0.0039125-0.011508i,-0.0052169-0.0089758i,-0.0030297-0.0026606i,0.00020199+0.001662i,0.0014006+0.0031756i,0.0025372+0.0021347i,0.0038168-0.00056219i,0.0027759-0.0017666i,0.00053509-0.001088i,0.0014867-0.00086411i,0.003566-0.001555i,0.003802-0.0012773i,0.0017126-1.693e-05i,-0.00050425+0.00086811i,-0.00015758+0.0014423i,0.00060904+0.0021487i,-0.00024424+0.0019335i,-0.00083837+0.00035202i,0.0002846-0.00022752i,0.0014065+0.00089131i
0.00042092+8.6395e-05i,-0.0020375-0.0033524i,-0.0036307-0.010764i,-0.0046591-0.016041i,-0.0052313-0.013102i,-0.0035807-0.0054886i,0.00032999-0.00038509i,0.0030349+0.0013247i,0.003818+0.0014163i,0.0033926+0.00015117i,0.0019118-0.00089665i,0.0014777-0.00049366i,0.0014459+9.2947e-05i,0.00010926+0.00062944i,0.00019789+0.00092325i,0.0015352+0.0011406i,0.0020891+0.00065888i,0.0021284-0.00059965i,0.001256-0.0013145i,0.00099368-0.002265i,0.00059108-0.0021603i,-0.0014359-0.0012311i,-0.002619-0.001607i
0.0021366-0.0028928i,0.0024821-0.0063565i,0.00057066-0.012662i,-0.0035367-0.015645i,-0.0053371-0.011772i,-0.0019787-0.005194i,0.00063455-0.0018358i,0.00039128-0.0019281i,-0.0011338-0.0029922i,-0.003135-0.0023753i,-0.003726-0.00076984i,-0.0026802+0.00068278i,-0.0020622+0.0013471i,-0.0029308+0.001718i,-0.0022811+0.0022559i,-0.00067873+0.00302i,-0.00036403+0.0038443i,-0.00016677+0.0038744i,0.00017343+0.0029889i,0.00086609+0.0028185i,0.0018147+0.0030253i,0.0021889+0.0017941i,0.002472+0.0010908i
0.002432-0.0003571i,0.0063347-0.0020259i,0.0061093-0.0074426i,0.0010281-0.011926i,-0.0035676-0.0092976i,-0.0028462-0.0010985i,0.00023711+0.0029523i,-0.00066742+0.0019459i,-0.0031033+0.00087533i,-0.0036025-0.00083287i,-0.0034457-0.0031419i,-0.00235-0.0030427i,-0.0014189-0.0015102i,-0.00066881-0.00021677i,0.00054345+0.00067041i,0.0014034+0.00078711i,0.001176+0.00057089i,-0.00070141-5.0455e-05i,-0.0017925-0.00059749i,-0.0015861+0.00015736i,-0.0012417+0.00077909i,-0.00028839+0.0012033i,-0.00060664+0.0024093i
-0.00063893+0.00074889i,-0.00059353-0.0033729i,-0.0015948-0.010792i,-0.0040001-0.015852i,-0.0052826-0.011526i,-0.0028657-0.0022423i,0.0009309+0.0022285i,0.0029155+0.0022043i,0.0034556+0.0019793i,0.0035978+0.0011227i,0.0031446+0.0002566i,0.0030899+0.00025774i,0.0032607-0.00025964i,0.0034012-0.0010712i,0.0032392-0.00088691i,0.0027634+0.00030003i,0.0020844+0.0012685i,0.0018132+0.0015409i,0.0027995+0.00043641i,0.0034348-0.00054898i,0.0029342-0.0017713i,0.0014603-0.0032026i,0.00041258-0.0031799i
-0.0029557+0.0011591i,-0.0026199-0.0020783i,-0.0010151-0.0062229i,0.00026355-0.0099151i,0.00039067-0.0084501i,0.00026989-0.0029738i,0.001362+1.3958e-05i,0.0026236-0.00024858i,0.0027967-0.00021221i,0.0017492+0.0012995i,-0.00044213+0.0029779i,-0.0015466+0.0030143i,-0.001445+0.001668i,-0.00084804+0.0013633i,-0.00084643+0.0017608i,-0.0013051+0.001106i,-0.0015062+0.00090032i,-0.0010508+0.0023227i,-0.00084151+0.0030714i,-0.0011823+0.002599i,-0.00083486+0.0019679i,6.335e-05+0.0016356i,0.00040636+0.0014008i
0.0033332-0.0021794i,0.0034354-0.0049961i,0.0018771-0.010285i,-0.0017228-0.014849i,-0.0043567-0.012724i,-0.0031897-0.0050054i,-0.00055556-0.00055526i,-0.00030399-0.00039346i,-0.0014167-0.0019553i,-0.0027542-0.0037031i,-0.0038634-0.0049452i,-0.0029356-0.0037404i,-0.0026647-0.001881i,-0.0032753-0.00014678i,-0.001887+0.0010969i,0.00055136+0.00038i,0.0020121-9.8999e-05i,0.0015076-0.00077888i,0.00043955-0.0015057i,-0.00020658-0.001215i,1.8459e-05-0.00057277i,-0.0003314-5.1612e-05i,-0.0015741-7.4148e-05i
0.00084248-0.0013118i,0.0028623-0.0034722i,0.0022523-0.0093528i,-0.0018015-0.014381i,-0.0038446-0.011299i,-0.0024327-0.0039989i,-0.0016852+0.0010765i,-0.0020709+0.0024026i,-0.0012263+0.0017167i,8.4212e-05+0.00020871i,-5.1834e-05-0.00082405i,-0.00012608-0.00049908i,0.00045723-0.00044072i,0.0011654+0.0002649i,0.00058673+0.0019095i,-0.00019209+0.0023845i,0.00041524+0.0027848i,0.00098765+0.0027492i,0.0022359+0.0015725i,0.0020988+0.0010239i,0.0016755+0.0011173i,0.0020475-8.0112e-05i,0.0016181-0.00061663i
0.0012356+0.0025189i,0.0011574+0.00078784i,0.0011508-0.0051323i,-0.0024252-0.011243i,-0.0060918-0.010718i,-0.0045928-0.0039993i,-0.00047886+0.0020212i,0.0019975+0.0027387i,0.0029979+0.0018813i,0.0027235+0.0013347i,0.00048644+0.0016545i,-0.00049162+0.0022524i,0.0010544+0.0023453i,0.002076+0.0023164i,0.0024152+0.0021908i,0.002271+0.00070396i,0.0012447-0.00082428i,0.00086956+4.396e-05i,0.00051089+0.00088311i,-0.00021759+0.00014075i,-3.3315e-05-0.00011423i,0.00048575-3.8281e-05i,-0.0002462+0.0006776i
-0.00036821+0.00092028i,-0.0020338-0.0010649i,-0.0033939-0.0075888i,-0.0055096-0.01287i,-0.0074362-0.011984i,-0.0049422-0.0053506i,-0.0013159-0.00067384i,0.000851-0.00042785i,0.001363-0.0012868i,0.00011573-0.0022299i,-0.00068671-0.0022166i,-0.00032169-0.00071912i,-0.00081741+0.00024648i,-0.0014271+0.00013843i,-0.00041732+0.00019765i,0.0013377+0.0011269i,0.0026791+0.0020004i,0.0024443+0.0016854i,0.0019015+0.00023702i,0.0017555+3.6281e-05i,0.00079279+0.00028371i,-0.00068333-1.5554e-05i,-0.0010812-0.00051614i
0.00032796-0.0037762i,0.0018654-0.0069738i,0.0039338-0.013766i,0.0022032-0.017352i,-0.0012878-0.012408i,-0.0017471-0.0036399i,-0.00056261+0.00031318i,-0.0011941+0.00060535i,-0.0018131-0.00064042i,-0.0020648-0.0025021i,-0.0029492-0.0028254i,-0.0026108-0.0018644i,-0.0022053-0.0010619i,-0.001365-0.00072444i,-0.0006606-9.5063e-05i,-0.0013731+0.00037531i,-0.0018422+0.00063702i,-0.0022987+0.00091879i,-0.0022815+0.0013144i,-0.0014608+0.001947i,-0.00045398+0.0016985i,0.00078301+0.0010857i,0.0009115+0.00080905i
0.0013622-0.002007i,0.0023396-0.0053426i,0.00052755-0.0090755i,-0.0040611-0.01254i,-0.0064772-0.01082i,-0.0037481-0.0047476i,-0.00036262+8.4673e-07i,0.00039112+0.0014139i,0.0013705+0.0015741i,0.0018933+0.0019903i,0.00044494+0.0018556i,-5.6699e-05+0.00069637i,0.0001786+0.00018204i,0.00035806+0.0010513i,0.00035704+0.0017416i,0.00086385+0.0017182i,0.0019495+0.0012827i,0.0023594+0.00095026i,0.0024051+0.00064873i,0.001849+0.00037427i,0.00082115-0.00057552i,-9.149e-07-0.0011615i,-0.00037452-0.00047523i
0.0043268+0.0015848i,0.0046789+0.00019585i,0.0039595-0.0062909i,-0.00015551-0.012285i,-0.0033507-0.010391i,-0.0024806-0.0026748i,-0.00061604+0.0020837i,0.00042781+0.0020086i,0.0021663+0.0012925i,0.002781+0.00086373i,0.0012323+0.0019255i,0.00060208+0.0032152i,0.0016538+0.0027472i,0.0027029+0.0019379i,0.0025785+0.0022634i,0.0014137+0.0029386i,0.00077884+0.003291i,0.00041555+0.0033024i,0.00011533+0.0025541i,0.00071007+0.0021593i,0.00063357+0.0015275i,6.4103e-05-4.797e-05i,0.00036637-0.00092018i
-0.00064396+0.0017247i,-0.00057711-0.00040426i,0.00035896-0.0087902i,-0.0019002-0.013726i,-0.005624-0.0093355i,-0.0052756-0.0035273i,-0.0020735-0.00026821i,-0.00034894+0.00011349i,-0.00060477-0.0015387i,-0.0016068-0.0036196i,-0.0020433-0.0045321i,-0.0020356-0.0034174i,-0.0013728-0.0022651i,-0.00067747-0.0011675i,-3.3191e-05-0.00029311i,0.0011236-0.0006197i,0.0012724-0.0013754i,-9.3271e-05-0.001713i,-0.00088269-0.0013768i,-0.0008195-0.0001271i,-0.00041173+0.0010737i,-0.00024775+0.0014208i,-0.00067282+0.00083995i
-0.0020655-0.0030244i,-0.0013103-0.0050729i,-0.00066923-0.0074033i,-0.0027365-0.009445i,-0.0043579-0.0076357i,-0.0025883-0.0022632i,-0.00049493+0.0011122i,-0.00052264+0.0004838i,-0.00074512+0.00040439i,-0.0003045+0.00066312i,-0.00039555+0.00012216i,0.00033798-0.00055603i,0.00049651-0.00099434i,0.00018573-0.001502i,0.00064024-0.00056201i,0.0010736+0.0014314i,0.0021835+0.0016003i,0.0030282+0.0012094i,0.0022422+0.0013777i,0.0012855+0.0013996i,0.00027327+0.0017581i,-0.0012093+0.0007022i,-0.0014509-0.00065836i
0.0028559-0.0025937i,0.0029277-0.0053577i,0.0023049-0.010837i,-0.0012661-0.014073i,-0.0040807-0.0097644i,-0.0028242-0.0022641i,-0.0004301+0.0017183i,0.000523+0.002348i,0.0013357+0.0019277i,0.0012232+0.0017438i,-0.0013331+0.0024404i,-0.0026748+0.002271i,-0.0016243+0.0015417i,-0.00075638+0.0025606i,-0.0008052+0.0025512i,-0.00095906+0.0017704i,-0.0017496+0.0015935i,-0.0011219+0.0014104i,-0.00039628+0.0010005i,-0.00038935+0.00033204i,0.00075929+0.00017306i,0.0012093-0.00042288i,0.00057117-0.0011561i
0.0018215+6.3868e-05i,0.0036892-0.0021743i,0.0030756-0.006475i,-0.00062636-0.0093733i,-0.0032351-0.0075634i,-0.0020907-0.0027039i,0.00040889+0.00039255i,0.0012137+0.0012278i,0.0016517+0.00013404i,0.0018619-0.0018068i,0.00090228-0.0026108i,0.00044979-0.0023589i,0.0003015-0.00096069i,0.00013038+0.0010576i,0.00099617+0.002099i,0.0020448+0.0015892i,0.0029554-5.1895e-06i,0.0033773-3.9327e-05i,0.0023001+0.00015469i,0.0012971-0.00030995i,0.00060893-0.00021926i,-9.682e-05-0.0005172i,-0.0011556-0.0003741i
0.0019642+0.0028843i,0.0017375+0.0014408i,0.0014646-0.0053735i,-0.0012112-0.011866i,-0.0040588-0.0095712i,-0.0036661-0.0025487i,-0.0014105+0.00097957i,-9.6437e-05+0.00079392i,0.0001907-0.00052342i,-0.00046043-0.0016021i,-0.0013506-0.0012715i,-0.0015749-0.00059658i,-0.00094836-0.00038924i,0.00042986+0.00061233i,0.00090232+0.001674i,0.00048748+0.0019182i,0.00091822+0.0023448i,0.0010772+0.0030519i,0.00070169+0.0030271i,0.00018329+0.002297i,-0.00018697+0.0015323i,-0.00054766+0.00035757i,-0.00051388-0.00055602i
-0.0019389+0.00050474i,-0.0030429-0.002127i,-0.004521-0.0082923i,-0.007052-0.012679i,-0.0091832-0.0098299i,-0.0069603-0.0036145i,-0.0027315+0.00013964i,-0.00073351+0.0014146i,0.00075334+0.0011011i,0.00045941+0.00046872i,-0.001396+0.00046213i,-0.0015237+0.00050758i,-0.00069145-0.00044356i,-0.0003544-0.00053303i,-0.00015749+0.00031913i,0.0004618+0.00015438i,3.7635e-05-0.00073506i,-0.00021402-0.0012772i,0.00039868-0.00096929i,0.00084315-0.00026694i,0.00079119+0.00011613i,0.0003053+0.00050786i,-0.00020705+0.00063273i
0.00056283-0.0062887i,0.0015043-0.0078868i,0.00094014-0.011565i,-0.0013221-0.012219i,-0.0040974-0.0065455i,-0.0021275+0.0015434i,0.0016652+0.003262i,0.0020754+0.00060012i,0.001252-0.00041343i,0.0010118-0.00040544i,0.00079512-0.00065276i,0.0010934+0.00021728i,0.0014745+0.0013269i,0.0012224+0.0013603i,0.00094484+0.0012334i,0.00095575+0.0021104i,0.00076497+0.0023971i,0.0011781+0.0022511i,0.0015963+0.0019761i,0.0014939+0.0011724i,0.00099205+0.00010096i,0.00037934-0.0012244i,0.00042174-0.0014676i
0.0021752-0.0031869i,0.0033305-0.0057455i,0.00078837-0.009445i,-0.0026159-0.012479i,-0.0038874-0.010358i,-0.002164-0.0041078i,-0.00064685-0.0014657i,-0.00015415-0.0016685i,9.2203e-05-0.0016978i,0.00067029-0.0022441i,-5.435e-05-0.0026523i,-0.00061029-0.001891i,-0.00044033-0.00031706i,-0.00039405+0.00072191i,5.0998e-05+0.00068559i,-1.9712e-05+0.00039626i,-0.0008794+0.0010207i,-0.0015893+0.00094067i,-0.0014766+5.3024e-05i,-0.0010215-0.0002619i,-3.0805e-05+0.00039086i,0.00068426+0.00062849i,0.00040665-2.3641e-06i
0.0030222+0.0010192i,0.0048137-0.00029107i,0.0043894-0.0053721i,0.0013379-0.0092067i,-0.0016196-0.0069944i,-0.00094774-0.00052042i,0.0004391+0.0030952i,0.00075901+0.0024432i,0.00096703+0.00058749i,0.00016202-0.00013682i,-0.00013653+0.00025566i,0.0002131+0.000442i,0.001036-0.00014629i,0.0025044-0.00041814i,0.0034448-0.00017148i,0.0036733+8.6263e-05i,0.0035809+9.5229e-05i,0.0037682+0.00031014i,0.0028865+0.00046857i,0.0013034+0.00015692i,0.00023162+0.00013465i,-0.00056922+0.00077035i,-0.0012897+0.00064526i
