0.00029116+0.00014099i,-0.00011679-0.00076526i,0.00054933-0.0024682i,-0.00017667-0.0025054i,-0.0011571-0.0011436i,-0.00097237+0.00037032i,8.9319e-05+0.0018948i,0.00045889+0.0023682i,0.00060135+0.0012352i,0.00085443-0.00040767i,0.0010164-0.00095562i,7.3841e-05-0.00071084i,-0.00068402-8.7909e-05i,0.00016916+0.00021672i,-0.00031295+0.00051473i,-0.001171+0.00063937i,-0.0012142+0.00016781i,-0.00091714-0.00067212i,-9.7125e-05-0.00059205i,-0.00016594+0.00092253i,-0.0012603+0.0012811i,-0.0018163+3.6834e-05i,-0.0011726-0.00043142i
0.21354+0.15841i,0.3225+0.25997i,0.28908+0.26305i,0.13418+0.19926i,0.027229+0.20092i,0.066706+0.22563i,0.14003+0.14594i,0.1006+0.027433i,0.010343-0.00057404i,-0.0089228+0.022344i,0.017683+0.017022i,0.030462-0.00091338i,0.028219-0.0061737i,0.01674-0.0028823i,0.0092266+0.008336i,0.016046+0.017412i,0.019486+0.017904i,0.012373+0.01647i,0.0050468+0.014889i,-0.0004168+0.0081419i,-0.0064067-0.0041895i,-0.0059478-0.016742i,0.0023323-0.024969i
-0.24736+0.044213i,-0.3748+0.019864i,-0.37598-0.024733i,-0.28073-0.052961i,-0.21563-0.11493i,-0.22978-0.17465i,-0.22507-0.14632i,-0.13515-0.080042i,-0.032565-0.058258i,-0.0015309-0.051133i,-0.011588-0.023646i,-0.020688+0.0002036i,-0.026734+0.013433i,-0.023289+0.01619i,-0.02392+0.0036718i,-0.037567-0.0035888i,-0.040127+0.0011261i,-0.022376+0.0015552i,-0.0030326-0.0052071i,0.0053738-0.0071756i,0.0076646+0.0038217i,0.0094817+0.022945i,0.012598+0.03669i
0.21725-0.24818i,0.31183-0.37933i,0.24477-0.36723i,0.11149-0.21918i,0.11611-0.062841i,0.2023-0.010895i,0.18994-0.027757i,0.10258-0.0060329i,0.049349+0.044906i,0.040704+0.051853i,0.033547+0.030003i,0.031289+0.011847i,0.030924-0.0092686i,0.01993-0.019848i,0.017718-0.014479i,0.029423-0.012098i,0.033857-0.015343i,0.018321-0.011576i,0.0013157-0.00051622i,-0.0024318+0.0051279i,-0.0018093-0.0015192i,-0.0059317-0.018145i,-0.015174-0.032266i
-0.065437+0.32926i,-0.09491+0.54791i,-0.038249+0.54754i,0.022166+0.30591i,-0.041496+0.098703i,-0.11842+0.06906i,-0.071457+0.09161i,0.0081426+0.042644i,0.012062-0.022831i,-0.018199-0.030706i,-0.025803-0.016242i,-0.025881-0.0061198i,-0.021235+0.0084698i,-0.0093687+0.012016i,-0.0094366+0.0066252i,-0.016742+0.0096875i,-0.012368+0.015488i,0.0019191+0.013832i,0.0088617+0.0073074i,0.0055648+0.0015421i,0.0029485-0.00056005i,0.006697+0.0042782i,0.013533+0.010163i
-0.16495-0.23311i,-0.24576-0.42591i,-0.26467-0.44855i,-0.17125-0.28054i,-0.025526-0.16895i,0.014704-0.18446i,-0.05507-0.17206i,-0.086787-0.072137i,-0.043863+0.0099595i,-0.0021172+0.019908i,0.012037+0.0042587i,0.015707-0.0068237i,0.0089301-0.011709i,0.001107-0.0047971i,0.0038053-0.0035534i,0.0019215-0.017092i,-0.010305-0.023256i,-0.020933-0.016965i,-0.022094-0.0098043i,-0.01435-0.004665i,-0.010524+0.0001661i,-0.013507+0.0062093i,-0.014956+0.014492i
0.25789+0.040973i,0.44344+0.068797i,0.48623+0.032999i,0.33352-0.0070812i,0.16834+0.059148i,0.15758+0.14203i,0.19325+0.11506i,0.14503+0.042721i,0.058848+0.012815i,0.011571+0.016829i,0.00011855+0.024098i,-0.0029452+0.027017i,0.0027358+0.02154i,0.010156+0.0068868i,0.011746+0.0035093i,0.019117+0.014375i,0.032326+0.017735i,0.037851+0.0096217i,0.027389+0.0018755i,0.0098106+0.0036519i,0.0051598+0.0079926i,0.014734+0.00067472i,0.018728-0.01597i
-0.18331+0.11611i,-0.37586+0.24922i,-0.43992+0.35952i,-0.28534+0.30717i,-0.14811+0.11126i,-0.17876-0.013146i,-0.19545+0.013562i,-0.11814+0.049473i,-0.045049+0.033192i,-0.010598+0.0099667i,0.0072319-0.013194i,0.0053263-0.032655i,-0.010727-0.024571i,-0.014736-0.001912i,-0.0092394+0.0042292i,-0.014252-0.0032205i,-0.025879-0.0036227i,-0.028465+0.0049109i,-0.017865+0.0094131i,-0.0045262+0.0040673i,-0.00096882-0.0016882i,-0.0050064-0.00078823i,-0.004686+0.0027879i
0.058213-0.16576i,0.168-0.37257i,0.19347-0.4845i,0.11263-0.34527i,0.1049-0.1477i,0.16919-0.12293i,0.14048-0.18035i,0.050181-0.15275i,0.0039987-0.080374i,-0.0034966-0.033628i,0.0016416-0.00047855i,0.015224+0.018078i,0.01888+0.010955i,0.0043501-1.8122e-05i,-0.0054666+0.0013097i,0.0016226+0.004894i,0.012777-0.00042041i,0.014411-0.011698i,0.007869-0.018028i,0.0011235-0.013743i,-0.0044585-0.0047425i,-0.0099901+0.0039616i,-0.016068+0.015821i
0.049289+0.10371i,0.11051+0.28319i,0.16931+0.37635i,0.11278+0.2708i,-0.058088+0.18695i,-0.15094+0.25161i,-0.089511+0.28598i,-0.014863+0.1966i,-0.0051517+0.092588i,-0.016315+0.042695i,-0.022758+0.018037i,-0.026055+0.0022723i,-0.016809-0.0003809i,0.0025854-0.00093055i,0.0099732-0.004737i,0.0026833-0.0034069i,-0.0041365+0.0039741i,-0.0044042+0.0081196i,-0.0016873+0.0052792i,-0.00018592-0.00011741i,0.0010075-0.0025522i,0.0082276-0.004312i,0.018516-0.013131i
-0.10005-0.021013i,-0.32029-0.10919i,-0.51066-0.1715i,-0.41876-0.14282i,-0.15275-0.16858i,-0.022024-0.27982i,-0.045978-0.26911i,-0.047107-0.14477i,-0.010488-0.061975i,0.0032865-0.026749i,0.017156-0.0039866i,0.033413-0.00089273i,0.02569-0.0046417i,0.0089671-0.0012825i,0.0062392+0.0061913i,0.012096+0.0055243i,0.013178-0.003365i,0.0088334-0.0049906i,0.0052062+0.0069466i,0.0037159+0.016331i,0.0018586+0.011217i,-0.0031033+0.0057685i,-0.0039781+0.0078601i
0.092403-0.0091753i,0.33182-0.033233i,0.5352-0.056899i,0.46457-0.046773i,0.25583+0.04022i,0.1763+0.15315i,0.16972+0.13558i,0.10477+0.051128i,0.033299+0.020941i,0.0095861+0.013998i,-0.0066681+0.0059393i,-0.023713+0.012501i,-0.021333+0.02135i,-0.012426+0.018302i,-0.015438+0.0079533i,-0.02435+0.0039214i,-0.023587+0.0044945i,-0.013438-0.00019102i,-0.0032601-0.01072i,-0.00068028-0.01726i,-0.0018936-0.012545i,-0.0047612-0.0089459i,-0.015408-0.010844i
-0.063749+0.0095042i,-0.19275+0.14028i,-0.30202+0.26937i,-0.27006+0.22178i,-0.20361+0.03071i,-0.23537-0.092664i,-0.23527-0.063296i,-0.12875-0.011514i,-0.031155-0.017502i,-0.003155-0.034498i,0.0035819-0.033609i,0.013965-0.03173i,0.014087-0.030742i,0.010798-0.019645i,0.017838-0.0074784i,0.027998-0.0033454i,0.032598-0.0010698i,0.02917+0.002019i,0.020413+0.0065477i,0.014227+0.010811i,0.010557+0.012005i,0.013586+0.013734i,0.026294+0.012264i
0.021496-0.062779i,0.024876-0.28654i,0.011719-0.52103i,0.01739-0.48229i,0.10784-0.23574i,0.20589-0.092924i,0.17286-0.07239i,0.06925-0.034143i,0.01115+0.020494i,0.00010622+0.04305i,-0.0027414+0.042925i,-0.0057886+0.040694i,-0.0026396+0.034836i,-0.0035531+0.022311i,-0.0099401+0.015708i,-0.015645+0.014265i,-0.021266+0.0087988i,-0.028829+0.0016649i,-0.034575-0.0002862i,-0.028306+0.0002391i,-0.015801-0.0041528i,-0.012698-0.0077369i,-0.016509-0.0019165i
-0.00049743+0.13654i,0.10097+0.36485i,0.23138+0.5839i,0.25235+0.55973i,0.12037+0.37033i,-0.010625+0.24185i,-0.02281+0.16191i,0.012422+0.065784i,0.013932-0.0020338i,0.0049155-0.017732i,0.0065887-0.02149i,-0.00051145-0.028606i,-0.016851-0.024058i,-0.022769-0.012592i,-0.015802-0.0093172i,-0.0045194-0.01354i,0.0049108-0.012918i,0.017301-0.0048713i,0.028712-0.0021138i,0.023728-0.0027902i,0.013133+0.00050333i,0.011178-0.00021477i,0.0096933-0.0084999i
-0.068774-0.13185i,-0.23549-0.2387i,-0.39699-0.30126i,-0.37277-0.26603i,-0.20698-0.2091i,-0.081542-0.20106i,-0.053356-0.16564i,-0.045791-0.071311i,-0.010946+0.0049167i,0.021426+0.019751i,0.023359+0.010634i,0.016226+0.011131i,0.021928+0.0086995i,0.027107-0.002167i,0.021063-0.0038609i,0.012178+0.0068119i,0.0022869+0.0134i,-0.011389+0.011371i,-0.020855+0.0088433i,-0.019215+0.0070045i,-0.013103+0.0065603i,-0.0079191+0.012018i,0.0019268+0.01923i
0.15689+0.034372i,0.37051-0.023446i,0.54045-0.078146i,0.50015-0.060322i,0.32743+0.0039663i,0.18474+0.059363i,0.10704+0.058786i,0.057521+0.020012i,0.012797-0.010817i,-0.02101-0.012998i,-0.028282-0.0098651i,-0.022493-0.020695i,-0.024317-0.02264i,-0.022765-0.0085834i,-0.012174+6.5808e-05i,-0.0016661-0.0058048i,0.0098269-0.017595i,0.017594-0.023145i,0.015937-0.020234i,0.0094931-0.013107i,0.0036323-0.008293i,-0.0011634-0.011198i,-0.0076379-0.013975i
-0.18696+0.13021i,-0.36372+0.28825i,-0.51243+0.39877i,-0.49976+0.35957i,-0.36789+0.22409i,-0.25829+0.10311i,-0.17431+0.058558i,-0.090699+0.053888i,-0.031274+0.043144i,-0.0020295+0.025066i,0.0087184+0.015094i,0.010928+0.019532i,0.0094096+0.020617i,0.0010607+0.0092437i,-0.0092796+0.0011868i,-0.013819+0.0086299i,-0.01568+0.021675i,-0.017012+0.025994i,-0.011224+0.019863i,-0.00058325+0.0097285i,0.0056566+0.0043494i,0.0083213+0.0048186i,0.0088316+0.0029379i
0.068633-0.18911i,0.144-0.35212i,0.22273-0.47738i,0.22182-0.45037i,0.17322-0.28481i,0.16682-0.15278i,0.1417-0.10532i,0.072428-0.07008i,0.025485-0.034684i,0.015719-0.015434i,0.017352-0.014291i,0.0093931-0.026067i,-0.0021181-0.027695i,0.002862-0.015549i,0.013449-0.0053567i,0.014496-0.0074031i,0.012968-0.015771i,0.013279-0.02163i,0.0073606-0.018666i,-0.0011166-0.006583i,-0.0033542+0.0033454i,-0.003027+0.0087914i,-0.00083802+0.012945i
0.10702+0.15045i,0.14727+0.28467i,0.13553+0.42459i,0.10954+0.42296i,0.05979+0.25353i,-0.027241+0.11865i,-0.070841+0.079888i,-0.051222+0.060845i,-0.019602+0.043374i,-0.0014507+0.022655i,0.0024254+0.0062144i,0.014288+0.0037898i,0.028729+0.0014679i,0.021472+0.00063791i,0.0060144+0.0037808i,0.00086788+0.006588i,0.0024397+0.01104i,0.0011963+0.016641i,-0.0019778+0.015504i,-0.0043756+0.005006i,-0.0072843-0.0054832i,-0.0076149-0.01081i,-0.0051324-0.013891i
-0.20244-0.028736i,-0.31708-0.1433i,-0.37178-0.3032i,-0.32727-0.3281i,-0.20172-0.21193i,-0.078106-0.13556i,-0.029304-0.11149i,-0.019356-0.077002i,-0.011784-0.052159i,-0.010456-0.034144i,-0.011263-0.01773i,-0.024054-0.0081947i,-0.042791+0.0019003i,-0.040397+0.0053927i,-0.024648-0.00096432i,-0.020342-0.0059325i,-0.021627-0.0075442i,-0.01348-0.0088924i,0.00051813-0.0071013i,0.0099247+0.0010145i,0.01277+0.0093213i,0.012155+0.0085376i,0.0084696+0.0018936i
0.12912-0.078047i,0.26829+0.0022189i,0.39774+0.12806i,0.37889+0.13627i,0.21656+0.066831i,0.066518+0.067263i,0.020568+0.083037i,0.010437+0.056921i,0.0037636+0.041444i,0.017052+0.039343i,0.030009+0.032318i,0.043322+0.022934i,0.054988+0.0086175i,0.045462+0.0012327i,0.027232+0.0065129i,0.022188+0.0085331i,0.025174+0.0048361i,0.018024+0.0015905i,0.0030996-0.00095587i,-0.007772-0.0027751i,-0.012907-0.0012732i,-0.013909+0.0059092i,-0.011515+0.014278i
0.027677+0.093406i,-0.091576+0.069305i,-0.28655+0.024713i,-0.32566+0.047409i,-0.15945+0.069902i,-0.0078069+0.0025387i,0.022861-0.057808i,0.013874-0.056147i,0.0031721-0.038998i,-0.010894-0.022782i,-0.014128-0.014953i,-0.018186-0.010018i,-0.023352+0.006711i,-0.015602+0.018886i,-0.0036605+0.014007i,-0.00049593+0.0018725i,-0.0044959-0.0064511i,-0.0047945-0.008455i,-0.00037404-0.0085774i,0.0030865-0.0092767i,0.0062365-0.012639i,0.0082805-0.016607i,0.0078396-0.01742i
-0.095433-0.023185i,0.0078824-0.072809i,0.20162-0.15777i,0.24257-0.2062i,0.092935-0.15989i,-0.022207-0.072282i,-0.041118-0.018018i,-0.028756+0.011704i,-0.0035401+0.028151i,0.017842+0.021374i,0.018852+0.0099656i,0.0081157+0.00066951i,-0.0064978-0.011588i,-0.01414-0.017051i,-0.01268-0.012355i,-0.0086978-0.0053665i,-0.0052747+0.0007827i,-0.0042948+0.0087449i,-0.0027748+0.014292i,-0.0025199+0.013172i,-0.0035953+0.012328i,-0.00050903+0.013597i,0.0050944+0.0097429i
0.0072411-0.054882i,-0.092151+0.059746i,-0.20005+0.26474i,-0.15496+0.33489i,-0.011297+0.19841i,0.038752+0.056995i,0.024553+0.012993i,0.024101-0.0098104i,0.0059283-0.029242i,-0.021012-0.013057i,-0.026023+0.0072673i,-0.020631+0.014192i,-0.011607+0.021105i,-0.0034332+0.021576i,-9.6036e-05+0.015795i,0.0011085+0.014886i,0.0054906+0.015274i,0.013967+0.0068883i,0.018246-0.0031591i,0.013831-0.0050998i,0.0055319-0.0049105i,-0.0039382-0.0059702i,-0.013813-0.0047169i
0.11798+0.05001i,0.19019-0.093294i,0.18497-0.30952i,0.079821-0.36278i,-0.036451-0.20702i,-0.060848-0.048907i,-0.040771+0.0095251i,-0.036529+0.037519i,-0.016583+0.050092i,0.011193+0.027417i,0.020857+0.0043974i,0.026316-0.0048154i,0.025796-0.010924i,0.015366-0.0099982i,0.0072331-0.0048134i,0.0071246-0.0062612i,0.0055764-0.011493i,-0.0044153-0.0090071i,-0.011175-0.0011434i,-0.0077027+0.0010638i,-0.0021348+0.00048693i,0.0038604+0.0025934i,0.011752+0.0038165i
-0.12264+0.06833i,-0.096723+0.18478i,-0.013186+0.29278i,0.052125+0.28295i,0.099046+0.14054i,0.10758-0.019253i,0.070268-0.090023i,0.02873-0.085694i,-0.0027608-0.055224i,-0.020684-0.019495i,-0.021271-0.0033834i,-0.027598-0.0088307i,-0.036933-0.013283i,-0.02968-0.012747i,-0.015588-0.0097807i,-0.0099462-0.0028653i,-0.011358+0.0035901i,-0.0098704+0.0013155i,-0.0054232-0.003749i,-0.0017127-0.0029704i,0.0021753-0.0010063i,0.0029245-0.0016005i,0.00041618-0.00082586i
-0.017518-0.16398i,-0.13676-0.24266i,-0.25153-0.26823i,-0.25254-0.21966i,-0.19073-0.093448i,-0.14343+0.032671i,-0.10326+0.090513i,-0.054241+0.085196i,-0.0080868+0.04813i,0.013993+0.0069206i,0.013248-0.010071i,0.016173-0.0084779i,0.022143-0.0063971i,0.018394-0.0021304i,0.0098099-0.00081138i,0.002379-0.0023847i,-0.0008852+0.0013143i,0.0013111+0.012513i,0.0031056+0.020485i,0.00024738+0.018315i,-0.002907+0.012508i,-0.0019549+0.0054123i,0.00033126-0.004889i
0.15602+0.14109i,0.28376+0.18979i,0.38271+0.22321i,0.39327+0.20442i,0.30304+0.08654i,0.18427-0.044936i,0.090854-0.10249i,0.029406-0.10031i,-0.0086223-0.062282i,-0.016008-0.013531i,-0.0089911+0.0094041i,-0.0084925+0.017807i,-0.0073035+0.025713i,-0.003355+0.020538i,0.00094634+0.010247i,0.0083717+0.0036616i,0.014347-0.0064286i,0.010804-0.019008i,0.0029282-0.022675i,0.00077048-0.016877i,0.001578-0.01055i,-0.00095577-0.005022i,-0.0031399+0.0031066i
-0.17012+0.02877i,-0.22406+0.018227i,-0.27027-0.057431i,-0.31159-0.11487i,-0.25789-0.050885i,-0.1198+0.052542i,-0.01639+0.081195i,0.015119+0.070697i,0.018653+0.04662i,0.011128+0.010666i,0.0071739-0.010114i,0.014569-0.022751i,0.016079-0.036415i,0.010817-0.033228i,0.00673-0.016232i,0.0014175-0.0046197i,-0.0060144-3.9248e-06i,-0.0090807+0.0041204i,-0.0054856+0.0064594i,-0.0037838+0.0068507i,-0.0026701+0.0090139i,0.0027696+0.009011i,0.0051627+0.0025674i
0.05807-0.18211i,0.075642-0.23486i,0.12721-0.17187i,0.20297-0.068966i,0.18611-0.05346i,0.062385-0.093519i,-0.028012-0.099817i,-0.035296-0.084671i,-0.017667-0.060444i,-0.0044254-0.022971i,-0.0011085+0.0049719i,-0.011756+0.020468i,-0.020234+0.034786i,-0.017194+0.037049i,-0.010262+0.024181i,-0.0041595+0.01126i,0.001555+0.0070922i,0.0025441+0.0049331i,-0.00078353+0.00056516i,-0.0015469-0.003326i,-2.2567e-05-0.0061673i,0.000198-0.0067242i,0.0023599-0.005112i
0.075458+0.17051i,0.043991+0.2367i,-0.098157+0.23169i,-0.23395+0.19785i,-0.20419+0.18373i,-0.06647+0.15274i,0.022373+0.11479i,0.044181+0.097469i,0.039306+0.069522i,0.017367+0.027541i,-0.0017838+0.00042408i,-0.0041146-0.010721i,-0.00066949-0.015008i,0.0013148-0.014769i,0.0028987-0.012236i,0.0037825-0.009217i,0.005279-0.0072152i,0.0078898-0.0049481i,0.0081258-0.00054512i,0.0051001+0.0033642i,0.0017562+0.0056122i,-0.00043209+0.0051091i,-0.0023604+0.0020657i
-0.13617+0.009357i,-0.084965+0.0061215i,0.11652-0.032715i,0.28709-0.11395i,0.24751-0.15968i,0.10652-0.11929i,0.018747-0.075654i,-0.022284-0.070342i,-0.039286-0.052148i,-0.023469-0.019711i,-0.0025809-0.0053163i,0.0050333+0.00073591i,0.0096267+0.005017i,0.010866+0.0057191i,0.0058997+0.0095833i,0.0019918+0.012677i,0.00044867+0.0080644i,-0.00045752-0.00093981i,-0.00027758-0.0074599i,-0.00012595-0.010088i,-0.0029201-0.0095085i,-0.0054101-0.0044233i,-0.0031041+0.0022351i
0.073343-0.14978i,0.043316-0.18879i,-0.085499-0.10496i,-0.20468+0.037966i,-0.19986+0.091671i,-0.12037+0.055489i,-0.054061+0.037332i,0.0024+0.05778i,0.041186+0.049731i,0.030599+0.01432i,0.0024769-0.0044752i,-0.0099748-0.014332i,-0.01742-0.021298i,-0.019833-0.017489i,-0.013401-0.010719i,-0.0093002-0.0065404i,-0.0090906+0.00030931i,-0.0073156+0.0096133i,-0.0026606+0.014002i,0.0016764+0.013364i,0.0058772+0.010706i,0.0093866+0.0053304i,0.0081852-0.0011347i
0.055544+0.13446i,0.076009+0.11831i,0.075203-0.020128i,0.081036-0.14769i,0.093167-0.14666i,0.061648-0.090306i,0.00013503-0.061991i,-0.050634-0.052168i,-0.061576-0.02696i,-0.029268-0.0027392i,0.0010691-0.00071244i,0.0094896+0.0031122i,0.011762+0.015471i,0.012099+0.020409i,0.012905+0.013816i,0.017042+0.0012348i,0.019768-0.0095133i,0.015772-0.014874i,0.0058125-0.012444i,-0.0012309-0.0067032i,-0.0038204-0.0039839i,-0.0062256-0.0022337i,-0.0050461+0.00047192i
-0.15138+0.020746i,-0.18639+0.10774i,-0.1456+0.24531i,-0.095097+0.32017i,-0.075991+0.26656i,-0.044334+0.16885i,0.013598+0.10877i,0.060446+0.068166i,0.059842+0.027684i,0.025884+0.0071275i,0.0063298+0.0088672i,0.0050546+0.0076572i,0.0034662-0.0017325i,-0.0010711-0.0062666i,-0.0083545-0.0020947i,-0.015855+0.0069521i,-0.01799+0.014613i,-0.01046+0.016351i,0.00038432+0.010642i,0.0049332+0.0031835i,0.0041205+0.00039843i,0.0022888-0.00084934i,-0.00037096-0.0028464i
0.11451-0.12422i,0.15883-0.20532i,0.16654-0.28075i,0.14999-0.33209i,0.1168-0.30648i,0.062221-0.23365i,-0.013626-0.16907i,-0.06717-0.099189i,-0.056165-0.032538i,-0.012438-0.0067846i,0.0054451-0.010426i,0.00064792-0.010212i,-0.0030803-0.0056286i,-0.0045571-0.0032426i,-0.0013794-0.0016439i,0.0049306-0.0043432i,0.0043566-0.0084263i,-0.0037269-0.006669i,-0.0097612-0.0015287i,-0.0096637+0.00086502i,-0.0069577+0.00019048i,-0.0019143+0.0012539i,0.0052344+0.0040117i
0.040531+0.12258i,0.046346+0.14805i,0.022766+0.1682i,-0.010415+0.21747i,-0.028563+0.22794i,-0.01673+0.18324i,0.028253+0.12744i,0.065671+0.072393i,0.055156+0.029502i,0.019322+0.016085i,0.00175+0.018313i,-0.0026044+0.013703i,-0.0099299+0.0072971i,-0.014305+0.0038721i,-0.01162+0.0020908i,-0.003772+0.0047852i,0.005495+0.0086095i,0.011534+0.0084811i,0.0117+0.0051019i,0.0069107+0.0039279i,0.0033997+0.0062272i,0.0022225+0.0049116i,-0.0021148-0.00070123i
-0.13761-0.028966i,-0.19683-0.054504i,-0.21607-0.10669i,-0.18403-0.17017i,-0.11276-0.18286i,-0.069011-0.1364i,-0.076636-0.073427i,-0.086733-0.022269i,-0.066878+0.0032255i,-0.035661+0.0039973i,-0.017851-0.0020816i,-0.0092129-0.00030611i,0.0027999+0.0040062i,0.011734+0.0025233i,0.0081869-0.0024774i,-0.0018449-0.0083533i,-0.0097625-0.013111i,-0.013086-0.01358i,-0.010392-0.0085877i,-0.0040001-0.0050612i,-0.0017557-0.0064267i,-0.0042385-0.0064076i,-0.003442-0.0033646i
0.10314-0.045053i,0.17308+0.0091956i,0.22405+0.11141i,0.22309+0.19026i,0.17478+0.1942i,0.1329+0.12388i,0.12409+0.043624i,0.11133+0.0023818i,0.072869-0.0039528i,0.032411+0.0053889i,0.014254+0.010181i,0.010166+0.0024035i,0.0040463-0.0048864i,-0.0013129-0.0047171i,-0.0027511+0.00080994i,-0.00021116+0.0098354i,0.0039865+0.014175i,0.0036865+0.010995i,0.0017905+0.0048719i,0.0025904-6.0888e-05i,0.0050281-0.0013233i,0.0064933-0.0005274i,0.0033213+0.002881i
0.014188+0.065521i,-0.02385+0.036483i,-0.075035-0.043559i,-0.10584-0.11988i,-0.11231-0.14134i,-0.10719-0.092406i,-0.11608-0.026748i,-0.11847+0.0077564i,-0.085798+0.013743i,-0.042508+0.0021132i,-0.021154-0.0093361i,-0.015731-0.008762i,-0.010879-0.0039216i,-0.003585-0.00016189i,0.0033868-0.0013676i,0.0058013-0.0087465i,0.0032692-0.01158i,0.0012359-0.0067461i,0.00025478-0.0013892i,-0.0024446+0.0016401i,-0.0070683+0.0037707i,-0.0070935+0.0042451i,-0.00094961-0.00028993i
-0.064446-0.034945i,-0.046973-0.072328i,0.0046571-0.073256i,0.049277-0.012077i,0.060667+0.047721i,0.049264+0.044154i,0.050833+0.0092721i,0.061092-0.016512i,0.046388-0.02703i,0.017466-0.016675i,0.006916-0.0016993i,0.0090767+0.0045311i,0.0081408+0.010869i,0.0063006+0.015421i,0.0027138+0.013435i,-0.00090389+0.011329i,0.0022363+0.0088047i,0.0060986+0.0038361i,0.0041615+0.0010184i,0.0022147+0.0029958i,0.0031543+0.0035848i,0.0027997-0.00026103i,-0.00032989-0.002933i
0.032512-0.0066048i,0.01194+0.049287i,-0.054313+0.092502i,-0.10297+0.058248i,-0.077302-0.011825i,-0.035973-0.031522i,-0.035471-0.0022415i,-0.050408+0.029156i,-0.041001+0.036279i,-0.020652+0.01784i,-0.014468+0.003013i,-0.013418+0.0019582i,-0.010699+0.0014311i,-0.0097646+0.00037704i,-0.0072494-0.0006639i,-0.0066125-0.0035359i,-0.010214-0.0045524i,-0.010716-0.0045069i,-0.0043571-0.0050588i,0.0023209-0.0064756i,0.0040444-0.0058873i,0.002605-0.0024893i,0.00089485+0.00011063i
0.018733+0.029508i,0.033864+0.015772i,0.082646-0.0012299i,0.12286+0.015374i,0.093735+0.056503i,0.044051+0.051146i,0.037937-0.0039656i,0.051206-0.051824i,0.043972-0.056818i,0.027888-0.027689i,0.023189-0.0065336i,0.01884-0.0061936i,0.0078709-0.0088418i,-0.00011826-0.0058317i,0.00057108+0.002103i,0.0092432+0.0067171i,0.016466+0.0056123i,0.01504+0.0053165i,0.0081+0.0063414i,0.0023732+0.0056874i,1.8143e-05+0.0032176i,0.00046108+0.0031409i,0.0031758+0.0046091i
-0.018227-0.012053i,-0.0027882-0.036586i,-0.0097067-0.052615i,-0.045006-0.064268i,-0.054601-0.089681i,-0.043493-0.090465i,-0.057203-0.03835i,-0.063547+0.023557i,-0.037354+0.040007i,-0.015335+0.018556i,-0.014761+0.0035215i,-0.018323+0.0046896i,-0.016275+0.0085164i,-0.010532+0.0076229i,-0.0072759-0.00036504i,-0.01166-0.0074577i,-0.016832-0.0067945i,-0.015751-0.0042912i,-0.012828-0.0031458i,-0.013139-0.0019384i,-0.012585+0.00015694i,-0.0086382+0.00068132i,-0.0038124-0.0024071i
-0.0070778-0.0030888i,-0.025821+0.0079693i,-0.024+0.01209i,0.021462+0.019298i,0.065391+0.051368i,0.08184+0.066831i,0.085487+0.024841i,0.06551-0.024123i,0.030637-0.028517i,0.013712-0.011162i,0.01356-0.0085255i,0.013161-0.015395i,0.011186-0.018521i,0.0077052-0.016593i,0.0041322-0.0078648i,0.0079575+0.0018721i,0.015144+0.0040277i,0.016668+0.0020315i,0.014223+0.00068014i,0.01386+0.00042627i,0.014455-0.0006398i,0.0099411-0.0031364i,0.00108-0.0021527i
0.011492+0.014192i,-3.3682e-05+0.027328i,-0.028904+0.053213i,-0.065575+0.058683i,-0.087293+0.010535i,-0.094013-0.026525i,-0.077159+0.0081652i,-0.037507+0.052276i,-0.0055943+0.0512i,0.00071798+0.030142i,-0.0042763+0.02159i,-0.0033439+0.019891i,0.0012441+0.011581i,0.001875+0.0023485i,-0.0010098-0.0007486i,-0.0042165+0.00098684i,-0.0072032+0.0024722i,-0.010257+0.0022222i,-0.0098395+0.0045123i,-0.0050262+0.0064669i,-0.0027649+0.0070598i,-0.0026809+0.0085886i,-0.00094736+0.0077388i
0.016534+0.012666i,0.064525-0.0060993i,0.10521-0.042024i,0.11436-0.056566i,0.11433-0.026462i,0.10934-0.017808i,0.075706-0.056318i,0.030856-0.074682i,0.0051924-0.051025i,0.0034311-0.020473i,0.010367-0.011354i,0.0097658-0.016208i,0.0037599-0.011926i,0.0021924-0.0016404i,0.0057437+0.0015402i,0.010785-0.0027401i,0.012179-0.0079007i,0.0092787-0.009138i,0.0027071-0.0095083i,-0.0040731-0.01053i,-0.0053599-0.010593i,-0.0032395-0.0095259i,0.00015918-0.0065434i
-0.031193-0.0075444i,-0.056101+0.0091929i,-0.053589+0.026686i,-0.040617+0.029276i,-0.050819+0.026118i,-0.052066+0.045248i,-0.031824+0.078229i,-0.016906+0.082256i,-0.013457+0.054386i,-0.012168+0.026983i,-0.0079602+0.016745i,-0.0015919+0.017418i,0.003473+0.018483i,0.0050495+0.014646i,0.00058575+0.0078418i,-0.0080591+0.009184i,-0.011688+0.017034i,-0.00744+0.017649i,-0.00094488+0.012955i,0.0037198+0.0098277i,0.0055318+0.0082191i,0.006419+0.0033933i,0.0040075-0.003867i
