-0.0037507+2.829e-05i,-0.0014182-0.0029056i,-0.0017335-0.0013655i,-0.00087533+0.0015792i,-0.00011614+0.0031822i,0.00058034+0.0017902i,0.0010082+0.00071712i,0.0001447+0.000578i,-0.00070601+0.00043637i,0.00013172+1.4666e-05i,0.00075273-0.00044271i,0.00045763-0.00031371i,0.0002354+0.000154i,2.9507e-05+0.00027397i,-0.00079629-5.4746e-05i,-0.0013089-8.1566e-05i,-0.00038783-8.1686e-05i,0.00059286-0.00030296i,0.0010039-9.9332e-05i,0.0011763+0.00017845i,0.0010794-0.00062039i,0.00076882-0.0006056i,-0.00022677+1.9813e-05i
0.0018279-0.00041531i,0.0022352-0.0012733i,0.0034596-0.0023062i,0.0020535-0.0027905i,-0.00013045-0.0015814i,0.00070589+0.001672i,0.0027106+0.0030179i,0.003701+0.0031389i,0.0039617+0.0028967i,0.0035523+0.0016769i,0.0020213+0.00020041i,0.0014796+4.3028e-05i,0.0019815+4.7531e-05i,0.00074126-0.00081375i,-0.00079199-0.00055803i,-0.0010467+0.00044311i,-0.0015648+0.00042611i,-0.0013329+0.0007448i,-0.00099315+0.0014058i,-0.0015263+0.0014369i,-0.0016817+0.00049559i,-0.0005426-0.00064574i,0.00071444-0.0010794i
0.0010417-0.00036692i,0.00088972-0.0010702i,0.00094916-0.0030026i,-0.00041577-0.0028676i,-0.0013779+0.0006075i,-0.0011926+0.0041991i,0.00017091+0.0043584i,0.0022431+0.0038835i,0.0044855+0.0033655i,0.0046734+0.0011208i,0.0028943-0.0017516i,-0.00029203-0.0034016i,-0.0023169-0.0042998i,-0.001419-0.0059959i,-0.00043228-0.006959i,-0.00075859-0.0056928i,-0.00077294-0.0037622i,-0.00013865-0.0027395i,0.00031608-0.003288i,-0.0001197-0.0028699i,-0.00084299-8.4119e-05i,-0.0012886+0.0019904i,-0.0015756+0.001781i
-0.0013956-0.0019512i,-0.0027242-0.001584i,-0.0049738-0.0016805i,-0.0054274-0.00045167i,-0.003591+0.0015751i,-0.00029141+0.0033645i,0.0011296+0.0032981i,0.0011453+0.0026118i,0.0024345+0.0027409i,0.0040957+0.0024092i,0.0043124+0.00115i,0.0024023-0.00058955i,-0.00073661-0.0011495i,-0.0023708-0.00050071i,-0.0024216+0.00066504i,-0.0027227+0.001447i,-0.0025433+0.0021197i,-0.0019361+0.0024871i,-0.0012728+0.0024291i,-0.0011621+0.0020007i,-0.0014357+0.0008948i,-0.00065426+0.00046401i,-0.00016751-0.00013331i
0.00057524-0.00017382i,0.001435+0.00013047i,0.003988-0.00073133i,0.0044961-0.0026853i,0.0021506-0.0024071i,0.00035699-0.00080929i,-0.00055224-5.2156e-05i,-0.0016249+0.0015313i,-0.0014764+0.0037272i,-0.00063639+0.0052042i,-0.00074762+0.0045683i,-0.00010025+0.0027514i,-0.00014498+0.0018228i,-0.0011965+0.00068352i,-0.0011353-0.00096359i,0.00027766-0.0018882i,0.00096732-0.0020519i,0.00079531-0.0019789i,-3.4264e-06-0.0016222i,-0.0010107-0.0012028i,-0.00081476-0.00031454i,-0.00016614+0.00059931i,-0.00011552+0.0010877i
0.0025341-0.0002868i,0.0028545-0.0018015i,0.0024175-0.0041287i,0.00084844-0.0050592i,-0.0010181-0.00246i,-0.00075081+0.0014113i,-0.00010244+0.0021401i,-0.00057055+0.0024814i,-0.0010082+0.005076i,-0.0006157+0.0056215i,0.00048255+0.003645i,0.0023258+0.0021289i,0.004585+0.0012168i,0.0062751+0.00047459i,0.0053344+0.0002721i,0.0026751+0.0002687i,0.0021224+0.00053403i,0.0023578+0.0019039i,0.0013632+0.0025834i,0.00066386+0.0019923i,0.00069647+0.001163i,-0.0008162+9.478e-05i,-0.0023362-0.00042815i
-0.0015894-0.0024613i,-0.0010764-0.0026234i,-0.00064859-0.0025459i,-0.00041313-0.00058004i,-0.00011085+0.0017659i,0.00062227+0.0028914i,0.00060259+0.0023409i,-0.00071654+0.0033855i,-0.0027448+0.0058328i,-0.0030318+0.0072671i,-0.00017203+0.0065261i,0.0022323+0.0038562i,0.0035367+0.00020007i,0.0044953-0.0018387i,0.0044543-0.0019018i,0.0035586-0.0021641i,0.002025-0.0031777i,0.00067407-0.0030619i,-0.00022756-0.001923i,-9.2729e-05-0.0014819i,-0.0001525-0.00087725i,-0.0010514+0.00025789i,-0.0010603+0.00056918i
-0.00088192-0.00067449i,-0.00096186-0.0011017i,-0.0028991-0.00047286i,-0.0035248+0.0005432i,-0.001903+0.0017039i,0.0006012+0.0013056i,0.00097099-0.00035438i,-0.0019159-0.0004649i,-0.0043369+0.0013333i,-0.0052959+0.0023398i,-0.0048128+0.0020353i,-0.0019274+0.0017142i,0.00019375-0.00011631i,0.00084143-0.0018436i,0.0012999-0.00055215i,0.00091637+0.00068456i,0.0010103+0.00016266i,0.0013012-0.00044908i,0.0015248-0.00029167i,0.0011437-7.6802e-05i,4.5329e-05-0.00022591i,-0.0018238+0.00026562i,-0.0029468+0.00025918i
-0.00016543-0.00043849i,0.00044944-0.00050936i,-0.0014074-0.00097857i,-0.0028818-0.00039826i,-0.0019862+0.0013386i,0.0013194+0.002778i,0.0026693+0.001792i,-0.00078224-0.00082212i,-0.0064214-0.0018777i,-0.0082884-0.00080061i,-0.0057986+0.00043339i,-0.0023225+0.0020508i,-0.00023507+0.002892i,0.0008048+0.0019206i,0.0018461+0.00032628i,0.0014632-0.00086959i,0.00010215-0.00076363i,-0.0018636+0.00068644i,-0.0020943+0.00063038i,-0.0005882-0.00033571i,0.00046062-0.00052591i,0.00040283-0.00075429i,-0.00047618-0.00076585i
0.00066831-0.0080165i,0.007106-0.0061687i,-0.0021315-0.0081459i,-0.0094738-0.0042588i,-0.01008+0.0033588i,-0.0021497+0.0088695i,0.004223+0.0044839i,-0.00036042-0.0025265i,-0.0077889-0.0052558i,-0.01132-0.00302i,-0.0086227+0.0010166i,-0.0024545+0.0035424i,0.0016901+0.005348i,0.0029459+0.0053858i,0.0019965+0.0034553i,0.00062404+0.0020262i,-2.0921e-05+0.0013175i,0.00025384+0.0011784i,0.0011416+0.00052579i,0.0013477-0.00026335i,0.0008322+0.00034352i,-3.5232e-05+9.2888e-05i,-0.00089727+3.9307e-05i
-0.00098037-0.001263i,-0.0022358-0.0033873i,-0.0042547-0.0037819i,-0.0033613-0.0028159i,-0.00012314-0.00031246i,0.0015549+0.00046231i,0.0019756-0.0008204i,0.0010092-0.0017337i,-0.00097234-0.0035405i,-0.0027376-0.0052608i,-0.0028036-0.0043415i,-0.0021041-0.0010953i,-0.0014901+0.0011036i,-0.00071924+0.0023279i,0.00078837+0.002908i,0.0019404+0.0022605i,0.0023449+0.0014119i,0.0017523+0.0021461i,0.00081981+0.0027293i,0.00072364+0.001157i,0.00029308-0.0010184i,-0.00029422-0.0021667i,-6.6726e-05-0.0018818i
-0.00080473+0.00052632i,-0.0012836-0.00019347i,-0.00065611-0.000313i,0.0013584-0.0012106i,0.0024972-0.00068476i,0.0025624+0.0002139i,0.0024951-0.0012028i,0.0028332-0.0028988i,0.0024428-0.0047913i,0.0011153-0.0068823i,-0.00056224-0.0067114i,-0.00052847-0.0038338i,0.00080689-0.00097977i,0.0010052+0.0015152i,0.00022065+0.004019i,-0.00058396+0.0041268i,-0.00013068+0.0012752i,0.00044762-0.0021635i,0.00032268-0.0029761i,0.00014243-0.0019223i,-5.5408e-05-0.0013366i,0.00057-0.0016474i,0.00087164-0.0012271i
0.0015406+0.0015691i,0.00073803+0.0011056i,0.0030969+0.0013314i,0.0042242+0.00041356i,0.0024435+0.00032579i,0.0015934+0.00080421i,0.0015696+0.00030808i,0.0024455-0.0020657i,0.0040678-0.0055641i,0.0038998-0.007791i,-4.5245e-05-0.0072599i,-0.0037439-0.0040303i,-0.0048078-0.00048295i,-0.0041388+9.9806e-05i,-0.0024812-0.0013376i,-0.0013391-0.0015995i,-0.0003199-0.0021225i,0.0015089-0.0022119i,0.0018028-0.0014963i,0.00086693-0.0016157i,0.0002436-0.0011557i,0.00030061-0.00085663i,5.5526e-05-0.0014794i
0.00056695-2.7851e-06i,0.001426-0.0013543i,0.0024687-0.0011798i,0.0031345-0.0015298i,0.0036246-0.0013577i,0.003147-1.0143e-05i,0.0030013+0.00085283i,0.0034708+5.7904e-05i,0.0049123-0.0018894i,0.0057988-0.0036228i,0.0050225-0.0049254i,0.0020214-0.0041603i,-0.0021639-0.0024301i,-0.0040163-0.0011941i,-0.0037965+0.00035211i,-0.002618+0.0012719i,-0.0017365+0.0011738i,-0.0019861+0.00032113i,-0.0020597-0.00073938i,-0.0018208-0.0013046i,-0.00073094-0.00037807i,-0.00010091+7.9024e-05i,4.5578e-05-0.00057389i
-3.9556e-05+0.00047084i,-0.00049298+8.5485e-05i,0.00053796-0.0013006i,0.0007916-0.0011906i,0.00050652+0.00041399i,-0.00063733+0.00084676i,-0.0016753+0.0013724i,0.00033204+0.0023629i,0.0034747+0.0021598i,0.005249+0.00042904i,0.0047496+5.7039e-05i,0.0030992+0.00015951i,6.4521e-05+0.00012789i,-0.0026635+0.00020338i,-0.0035395-0.00046186i,-0.0021268-0.00048216i,0.00021884+0.00036978i,0.0015821+0.0010833i,0.0016958+0.00093491i,0.0014053-0.00023089i,0.0010226-0.00030627i,0.00016938+0.00056202i,-0.00087029+0.0010221i
-0.0027873+0.0012672i,-0.0015391+0.0002994i,0.00043328+0.0011501i,0.0014975+0.0023071i,0.0018531+0.0032634i,0.0025092+0.0037484i,0.0022179+0.0031058i,0.0020345+0.0037733i,0.0034513+0.0054171i,0.0058135+0.0032708i,0.0060185-0.00040535i,0.0033219-0.0025985i,0.0010603-0.0039455i,-7.2202e-05-0.0039733i,-0.00053445-0.002372i,-0.00035497+2.4178e-05i,-0.0002315+0.001057i,0.00028789+0.00073979i,0.00065344+0.00047497i,0.0007166+0.00086646i,0.00013669+9.8092e-05i,2.483e-05-0.00088952i,0.001642+0.00021812i
0.00065659+0.00073703i,0.00093104-0.00032432i,0.0019225-0.00051024i,0.002343-0.0002439i,0.0015779+0.00092676i,0.0019158+0.0017331i,0.0031843+0.0022797i,0.0034605+0.0037706i,0.0043242+0.0062297i,0.0060661+0.0069835i,0.006076+0.0049863i,0.0043817+0.0019667i,0.0029328-0.00089195i,0.0024823-0.0020253i,0.001734-0.0016399i,0.0011705-0.0015076i,0.0017291-0.0017985i,0.0021566-0.0016598i,0.0026346-0.0013524i,0.0022297-0.00062488i,0.00053143+0.00013901i,-0.001036+0.00060582i,-0.0015501+0.00030366i
-0.0010407-0.00090848i,0.00039486-0.00060839i,0.00021702+0.00011878i,-0.00075538+0.00049656i,-0.00035427+0.00036135i,0.0010238+0.00081964i,3.1488e-05+0.0011975i,-0.002211+0.0024221i,-0.0027947+0.0044739i,-0.0022795+0.005506i,-0.00049671+0.004709i,0.00095098+0.0017132i,0.0009578-0.0013418i,0.00051374-0.0038331i,0.00066981-0.0037323i,0.0005974-0.0024466i,0.00022182-0.0015625i,0.00010905-0.00040283i,-0.00029691-0.00014355i,-0.00088965-0.00027218i,-0.0012018-0.00021466i,-0.0011918-1.0451e-05i,-0.0013138-0.00016316i
-0.0014782-0.00069322i,-0.0024835-0.0020717i,-0.003256-0.0021295i,-0.0035022-0.0010562i,-0.0025507+0.0014869i,-0.0011768+0.0029196i,-0.00040941+0.0018632i,-0.0014375+0.0019985i,-0.0023071+0.0041143i,-0.0010511+0.0056617i,0.0010914+0.0052924i,0.002459+0.0032362i,0.0025225-0.00010323i,0.0019838-0.0023638i,0.0017895-0.0026068i,0.0012684-0.0018045i,0.00012182-0.00070418i,-0.0001516+0.00015053i,3.668e-05+0.00061001i,0.00014954+0.00049549i,0.00017834+0.00033643i,-0.0001587+0.00037415i,-0.0008233+0.00036468i
0.00049376-0.00063809i,0.00078357-0.0011728i,0.00058546-0.0025957i,0.0010571-0.0034394i,0.0012478-0.0019897i,0.0011412+0.0010196i,-0.00023273+0.0023593i,-0.002745+0.002073i,-0.0048039+0.0028885i,-0.0058742+0.0047837i,-0.0046035+0.0047461i,-0.0012731+0.0025237i,0.0015441+0.0012225i,0.001645+0.0014211i,0.0011923+0.0011948i,0.00092728+0.0010392i,-0.00011875+0.0011883i,-0.00037967+0.0023834i,-0.00030433+0.0031358i,-0.00084117+0.0018173i,-0.0014072-6.445e-05i,-0.0013931-0.0014632i,-0.00080143-0.0015418i
0.00026259-0.001231i,0.00085946-0.0019077i,0.00090561-0.002333i,0.0011985-0.0017105i,0.0015701-0.0001356i,0.0011066+0.0010223i,-0.00045116+0.0011701i,-0.0025637+0.00096288i,-0.0043383+0.00057032i,-0.0047719-0.00034748i,-0.0036944-0.00063807i,-0.001041-2.6575e-06i,0.0020192+0.00013728i,0.0031455+5.6825e-05i,0.0027212+0.00020381i,0.0024804-0.00020454i,0.0024686+0.00012782i,0.0018031+0.00036305i,0.0014943-0.00028799i,0.00075066-0.00068459i,-0.00069834-0.00098976i,-0.00097372-0.0016382i,-0.00097982-0.0011273i
0.0023575+0.0013939i,0.0025944+0.0020869i,0.0041854+0.0016646i,0.0039838-0.00038821i,0.002584-0.0012475i,0.0018236-0.00089105i,0.0010124-0.00068346i,-3.1377e-05-0.00090793i,-0.0017531-0.0019521i,-0.0036873-0.0015629i,-0.0038935+0.00087492i,-0.0019521+0.0028368i,-0.0003643+0.0031451i,0.00096669+0.0031073i,0.0019235+0.0029262i,0.0018915+0.001199i,0.0014963-0.0010232i,0.0014268-0.0018251i,0.0014506-0.0017574i,-9.4225e-06-0.0018054i,-0.0014217-0.0017037i,-0.0014986-0.001271i,-0.00099488-0.0016018i
0.00042822-0.0013373i,0.0009708-0.00012499i,0.0012344-0.0010572i,0.0013031-0.00121i,0.001174+0.00070547i,-0.00010779+0.0029926i,-0.00090933+0.0022444i,-0.0016804-0.00067559i,-0.003419-0.0031528i,-0.0043787-0.0038003i,-0.0046655-0.0023593i,-0.0034318+0.00072505i,-0.0013733+0.0016571i,-0.00034743+0.00057514i,0.00095488+0.00042932i,0.0012889+1.9385e-05i,-0.00040002-0.00088671i,-0.00068964-0.0015827i,-0.00018031-0.0020263i,7.1049e-05-0.0016368i,0.00044839-0.0015017i,0.00035888-0.0016647i,6.6455e-06-0.0010539i
0.00023167+8.8042e-05i,0.00014808-0.0015946i,0.0016221-0.0031482i,0.0012701-0.0025928i,0.00083839-0.00039585i,0.0008762+0.00069126i,0.0010911+0.0011768i,0.00035671+0.0010342i,-0.00040202-0.00091384i,-0.00024268-0.002646i,8.5369e-05-0.0022988i,0.0012702-0.00057027i,0.0016881+0.00030016i,0.00050693+0.0013037i,-0.00069452+0.0023455i,-0.0013334+0.0013939i,-0.0017128-0.00037365i,-0.0017445-0.00090186i,-0.0014402-0.0005357i,-0.00088135-0.0001062i,-0.00057834-0.00037385i,2.0889e-05-0.00064571i,0.00033343-7.5896e-05i
0.00074992+0.001741i,1.8563e-05+0.0027115i,-0.00069878+0.0017967i,-0.0015754+0.0014599i,-0.0014051+0.0026629i,-0.00011974+0.0019968i,0.00080575+0.0010198i,0.00075288+0.00071279i,0.0008922-0.00050358i,-0.00014212-0.0020372i,-0.0015812-0.0020962i,-0.0020139-0.00074829i,-0.0018337+0.0010967i,-0.0026056+0.001771i,-0.003116+0.0011696i,-0.0018911+0.00060762i,-0.00059232+0.00082134i,0.0005081+0.00096654i,0.0016117+0.00081701i,0.0015576+0.00029005i,0.00091519+1.4919e-06i,0.00080195-0.00036038i,0.00045419-0.00099299i
0.0013683-0.0013354i,-0.00049479-0.0014326i,-0.0018592-0.0010577i,-0.0032699+0.00029174i,-0.0038878+0.0015156i,-0.0025155+0.003307i,-0.00082656+0.0033356i,6.4144e-05+0.0014756i,0.00037463-0.0013409i,-0.00049614-0.0040927i,-0.00086477-0.0043053i,-0.00042946-0.0029207i,0.00021551-0.0011332i,0.00085399+0.0006589i,0.00067833+0.0010623i,0.00067781+0.00065469i,0.0017404+0.00012375i,0.0021269+7.3613e-05i,0.001325+0.00015293i,0.001342-0.00037525i,0.0013873-0.00024967i,0.00013708+0.00016223i,-0.00026235-8.1532e-05i
0.0031662+3.7557e-05i,0.0029556+0.0010597i,0.0032441-0.00089463i,0.0018125-0.003166i,0.00029448-0.0027534i,-0.00018406+0.00043451i,0.00051405+0.0011495i,0.0018914+0.00043894i,0.0034287+0.00030427i,0.003394-0.00052896i,0.0018025+3.7596e-06i,-0.00012693+0.0019943i,-0.0011259+0.0018436i,-0.00052696+0.00028432i,-6.9251e-05-0.00055659i,0.00063583-0.00084632i,0.0014881-0.00077873i,0.0014718-0.00038732i,0.0010857-0.00016166i,0.00099369-0.00022263i,0.00050051-0.00048398i,0.00021658-0.00093803i,0.00037021-0.00028772i
-0.00088212-0.00058001i,-0.0010309-0.0031604i,-0.001542-0.0050531i,-0.00068906-0.0053001i,0.00045284-0.0035373i,0.00085184-0.0012199i,0.00057559+0.00012826i,-0.00017282+0.00043546i,-0.00049663+0.00025076i,9.433e-05-0.0005023i,0.00082217-0.00094239i,0.00042556-0.0013732i,-0.00061775-0.0016886i,-0.0014741-0.0019831i,-0.0010751-0.0020729i,-0.00057599-0.0011888i,-0.00087513-0.00055866i,-0.00083294-0.0010614i,0.000466-0.00058772i,0.0011393+0.00026387i,0.00069128+0.00041923i,0.00095406+0.0010911i,0.00079915+0.00060992i
0.0016435-0.00078616i,0.002932-0.00146i,0.0036916-0.0029409i,0.0036601-0.0030768i,0.0027384-0.00048243i,0.0027793+0.0017111i,0.0022585+0.0017899i,0.00067175+0.00084235i,0.00075276+5.0555e-05i,0.001433+2.3577e-05i,0.0017019+0.00012212i,0.0014798-0.0002267i,0.00011285-0.00027639i,-0.00097102-0.0015623i,-0.00091347-0.0034346i,-0.00092968-0.0027249i,-0.00067435-0.00071808i,-0.0001862+0.00023711i,-0.00012493+0.00052773i,-0.00012508+0.0012912i,0.00013917+0.00063602i,0.00018353-9.8716e-05i,-0.00049779+0.00016005i
4.7492e-05+0.00073647i,-0.001035+0.0012308i,-0.00087947-0.00077705i,-0.00045347-0.0019695i,-0.00082758-0.00016385i,-0.00054293+0.0016938i,0.00058511+0.0020198i,0.0015406+0.0015538i,0.0012012+0.0016542i,0.00074853+0.0014922i,0.00042004+0.00044033i,-2.6281e-05-5.0727e-05i,-0.00012143+0.00038525i,-0.00026984+0.00064746i,-0.0012056+0.00065767i,-0.0013752+0.00068242i,0.00020135+0.0012747i,0.0016969+0.0014022i,0.0015879+0.00080412i,0.00014549+0.0010554i,-0.00081909+0.0012151i,-0.00050617+0.0004846i,0.00040235-0.00051841i
-5.2718e-05+0.00016366i,0.00022475-0.00082443i,0.0010057-0.00093508i,0.0016338-2.9275e-05i,0.0020055+0.0008263i,0.0024206+0.0013712i,0.0020214+0.0015003i,0.0011858+0.0010859i,0.0014119+0.001067i,0.0023564+0.0002609i,0.0020321-0.00026205i,0.00075327+0.00027061i,0.00070493+0.0001142i,0.00063829-0.00026812i,-0.00010357-0.00025351i,-5.6404e-05-6.7563e-05i,0.0005484+0.000895i,0.00077244+0.0011429i,0.00012551+7.4555e-05i,0.00031273-0.00065984i,-0.00031099+0.00039679i,-0.00073152+0.00058846i,-0.00073206+0.00019572i
0.0014502-0.001376i,0.0030691-0.0011636i,0.0029531-0.002549i,0.00036676-0.00214i,-0.00072002+0.00039694i,0.0015442+0.002041i,0.0022303+0.0014888i,0.0010698+0.00054934i,0.00060226+0.0010339i,0.00088285+0.0014123i,0.00091612+0.0017751i,0.0010643+0.0016079i,0.0016247+0.00046674i,0.0021794+0.00018999i,0.0021502+0.00017878i,0.0010341-8.8637e-05i,-0.00031534-0.00044132i,-0.00022589-0.00082032i,0.00031109-0.00071413i,-0.00029212-0.00024913i,-0.00044959+6.567e-05i,-3.783e-05-0.00045207i,-0.00079834-7.2087e-05i
-0.0010254-0.0010059i,-0.00082831-0.00057102i,-0.0002457+0.00023711i,0.00022556+0.00059078i,6.1344e-05+0.0016867i,0.0006134+0.0024178i,0.00066943+0.0014558i,0.00012323+0.0012941i,-5.9155e-06+0.0015834i,0.00037417+0.0010495i,0.00092486+0.00022534i,0.0010189-0.00051057i,0.00087399-0.00094259i,0.0014234-0.0010475i,0.0015752-0.00095747i,0.0011767-0.0011052i,0.00065903-0.0015223i,0.00016757-0.00099437i,0.00021151+6.5923e-05i,-5.7711e-05+0.00057492i,-0.00067924+0.00038891i,-0.00084651+0.00037868i,-0.00062292+0.00082779i
0.00083125-0.0009802i,0.0015013-0.0027594i,0.0010822-0.0038467i,-0.00032353-0.0037968i,-0.00096119-0.001428i,-0.00087124+0.00052851i,-0.001147+0.001194i,-0.0013084+0.0017562i,-0.00033213+0.0017346i,0.00010419+0.0011672i,-0.00025621+0.00094018i,0.00056904+0.00032718i,0.0012142+0.00022478i,0.0012944+0.00012355i,0.0018474-0.00090692i,0.0014804-0.00054862i,0.00010987-0.00010951i,-0.00069744+0.0003072i,-0.00092428-6.9174e-05i,-0.0007498-0.0003412i,-0.00034083+6.1136e-05i,-0.00010316+3.5693e-05i,-0.00021559-0.00061859i
-4.8421e-05+0.003245i,4.6519e-05+0.0025546i,0.0012292+0.0018253i,0.00089719+0.0010881i,-0.00066879+0.0011132i,-0.00065451+0.0014381i,-8.5954e-05+0.0015889i,-0.00024525+0.00095763i,-0.00053517+0.0014695i,-0.00066155+0.0022539i,-0.00070319+0.0016377i,-0.0010976+0.00082558i,-0.0015047+0.0013311i,-0.0016545+0.002414i,-0.0013818+0.0027317i,9.3296e-06+0.0016667i,0.00054594+0.00044925i,0.00049603+0.00017024i,0.00052447-0.00048702i,-0.0001313-0.00018544i,-0.00028916+2.6602e-05i,-0.00069087-0.00018256i,-0.0016473-0.00029822i
0.00023075-0.0005937i,-0.00044499-0.0025703i,2.4134e-05-0.0031929i,0.00056522-0.0018243i,0.0012231+0.00030362i,0.0020452+0.0012779i,0.0021004+0.00099071i,0.0011642+0.0006349i,-0.00012308+0.00096302i,-0.00097826+0.0012902i,-0.0003168+0.0012821i,0.0010129+0.0008091i,0.00082218+0.00015742i,0.00012409+0.0008466i,0.00012223+0.0014605i,0.00015573+0.00093036i,0.00016374+0.00054756i,1.3909e-06+0.00055336i,0.00017578+0.00037587i,0.000558-0.00041744i,0.00050173-0.00086093i,-0.00033914-0.00067301i,-0.0011565-8.6858e-05i
-0.0011557+0.00018881i,0.0010373+0.0016759i,0.0022519+0.0030036i,0.002527+0.0029249i,0.001928+0.0034423i,0.0024663+0.0037142i,0.0014536+0.0025346i,-0.00098846+0.0013063i,-0.0013297+0.00099847i,-0.00048555+0.00050833i,0.00027566-2.5113e-05i,0.0011335+2.3901e-05i,0.0017991-0.00023944i,0.0012572+0.0001909i,0.00043088+0.0005025i,0.00016522+0.00081022i,0.00024299+0.00073151i,0.00081663+0.00035469i,0.00027482+0.00073188i,-0.00044484+0.0005578i,-0.00064309-0.0002984i,-0.00087494-0.00090755i,-0.00083984-0.00089184i
-0.002135-0.0017869i,-0.0029809-0.0016823i,-0.0034538-0.0017836i,-0.0022992-0.0012187i,-0.0011035-0.00068762i,-0.00061947-1.5543e-05i,-0.0012416+0.00039266i,-0.0011827-0.00063224i,-0.00083985-0.00039321i,-0.0016478+0.00013958i,-0.0014567-7.1503e-06i,-0.00064554+0.00036227i,-0.00026942+0.00082351i,-0.00042313+0.00062917i,-0.00067439-0.00039693i,0.00049643-0.0010339i,0.0013795-0.00080739i,0.0014933-0.00093056i,0.0013533-0.0010133i,0.00016972-0.00084773i,-2.105e-05-0.00063747i,0.0005249-0.00096928i,0.0004034-0.00099839i
0.00084982+0.00079898i,0.00073895+0.00010455i,0.00023655-0.00039387i,-0.00069979+0.00010938i,-0.00079934+0.0019504i,-0.0017421+0.0032028i,-0.001886+0.0021955i,-0.0010253+0.0012139i,-0.00085417+0.00033731i,-0.00046448-0.00078192i,-0.0002416-0.00043073i,-0.00025694+0.00049643i,-0.00023735+0.00020004i,-0.00011593-0.00016717i,0.00038997+0.00024633i,0.00028153+0.00052501i,-0.0002455+0.00046513i,0.00020105+4.4449e-05i,0.0011372-0.00019476i,0.0011298-0.0001786i,0.00040889-0.00026864i,0.00033108-0.00016785i,0.00072017+0.00042854i
0.0010223-0.0011882i,0.00039013-0.0014188i,0.00019206-0.0027401i,-0.0014961-0.0037305i,-0.0019208-0.0027048i,5.6119e-05-0.00025357i,0.00099566+0.0010106i,0.00052384+0.0012256i,-0.0001765+0.00054993i,-0.00092726-0.00053235i,-0.00080239-0.00097656i,0.00053812-0.00035149i,0.00085506+0.00058284i,0.00028877+0.00066363i,0.00023509+0.00056617i,0.00070394+0.00078075i,0.0010529+0.00050861i,0.0015188-0.00020438i,0.0016414-0.00062265i,0.00082686-7.7417e-06i,0.00043288+0.00042088i,0.0002333-0.00058177i,-0.0001364-0.0012861i
0.0011116-0.0004847i,0.0012668-0.00072828i,0.0025401-0.0017856i,0.0032683-0.0027163i,0.0020792-0.0015764i,0.00092593+0.00057576i,0.00062953+0.00063795i,0.00066808-0.00046762i,0.00063841-6.742e-05i,0.00038677-0.00021261i,-0.00040012-0.0002194i,-0.00031695+0.00075659i,0.00023751+0.00078198i,-4.937e-06+0.00043445i,0.00020113+0.000421i,0.0011561+0.00077608i,0.0012197+0.00044929i,0.0011713-0.00019253i,0.0010562-0.00042305i,0.00045034-0.00012234i,0.00011213+0.00078891i,1.9311e-05+0.00094692i,0.00035409-0.00016717i
0.0011462+0.0014523i,0.00041307+0.0015232i,0.00056008-5.1961e-05i,0.00042381-0.00085953i,-0.0010627+0.00026636i,-0.0013055+0.0010918i,0.00050359+0.0013868i,0.0015158+0.0014458i,0.0014162+0.0002618i,0.00043482-0.00093972i,-0.00077569-0.00093983i,-0.00073602-0.00044277i,0.00038925-0.00011901i,0.0012699-0.00010691i,0.0015632+9.9604e-05i,0.001355-7.9552e-05i,0.00051545-1.6197e-06i,-0.0003431+0.00040746i,0.00018167+5.9251e-05i,0.00096289-0.00013004i,0.00096543+1.7795e-05i,-2.4639e-05-0.00069955i,-0.0012687-0.00044718i
-0.00033399-0.00011202i,0.00021277-0.0015268i,0.0016974-0.0019517i,0.0026592-0.0021911i,0.0024413-0.0013599i,0.0019093+0.00033926i,0.0011836+0.0013233i,0.00041348+0.0014165i,0.00066588+0.0012502i,0.00064915+0.00090745i,-0.00068621+0.001205i,-0.0010647+0.0016758i,-0.00097343+0.00052121i,-0.00072834-0.0002633i,0.0001593-0.00019153i,0.00031307+7.2828e-05i,0.00060925+0.00066134i,0.000947+0.00049522i,0.0012616+0.00077229i,0.0016294+0.00083889i,0.0014664+9.4899e-06i,0.00081521-0.0001772i,-0.00033602-0.00012872i
0.00076703+0.00035786i,4.1177e-05-0.00032661i,-0.00078297-0.001779i,-0.0017942-0.0016107i,-0.0019796-0.00075315i,-0.00096537+0.00067774i,-0.00091059+0.0017667i,-0.0014131+0.001128i,-0.0010167+7.2371e-05i,-0.0010859+0.00025158i,-0.0015042+0.00071153i,-0.00047279+0.001178i,0.00019297+0.001202i,0.0005991+0.00092679i,0.0010472+0.0003633i,0.0012429-0.00017749i,0.00091311-0.00043888i,0.00081827-0.00060372i,0.00074707-0.00039402i,0.00050307-0.00086566i,0.0002705-0.001133i,-0.00013166-0.00027622i,-0.0010956-0.00011849i
