-0.0037507+2.829e-05i,-0.0014182-0.0029056i,-0.0017335-0.0013655i,-0.00087533+0.0015792i,-0.00011614+0.0031822i,0.00058034+0.0017902i,0.0010082+0.00071712i,0.0001447+0.000578i,-0.00070601+0.00043637i,0.00013172+1.4666e-05i,0.00075273-0.00044271i,0.00045763-0.00031371i,0.0002354+0.000154i,2.9507e-05+0.00027397i,-0.00079629-5.4746e-05i,-0.0013089-8.1566e-05i,-0.00038783-8.1686e-05i,0.00059286-0.00030296i,0.0010039-9.9332e-05i,0.0011763+0.00017845i,0.0010794-0.00062039i,0.00076882-0.0006056i,-0.00022677+1.9813e-05i
-0.0049528+0.083487i,-0.023639+0.10303i,-0.038023+0.080935i,-0.032384+0.055598i,-0.019607+0.037131i,-0.010687+0.024079i,-0.0038779+0.01477i,-0.00047257+0.004261i,-0.00041997-0.0019288i,-0.0026987-0.0038445i,-0.0034866-0.0032477i,-0.0019121-0.002588i,-0.00093412-0.0032621i,-0.0015821-0.0025462i,-0.0024558-0.00013666i,-0.0018711+0.0031516i,-6.2781e-05+0.0040367i,-0.0006755+0.0028121i,-0.0036643+0.0040611i,-0.0044415+0.0082471i,-0.0029332+0.012223i,0.00096047+0.011416i,0.0051211+0.0077704i
-0.047143-0.061139i,-0.040038-0.089265i,-0.017887-0.085477i,-0.008004-0.062081i,0.0022724-0.034834i,0.014286-0.017592i,0.019934-0.011156i,0.019007-0.008275i,0.013708-0.0052959i,0.0073314-0.0021052i,0.0012818-0.00022835i,-0.0027781+0.00023536i,-0.0057709+6.5093e-05i,-0.0071592+7.1929e-05i,-0.0047428+0.00034177i,-0.0016365-9.4477e-05i,-0.00136+0.00066372i,-0.00048185+0.0016242i,0.0025816-0.00087368i,0.0041094-0.0074126i,0.0020056-0.013755i,-0.0018369-0.013135i,-0.0044056-0.007847i
0.067006+0.013554i,0.072913+0.041899i,0.052268+0.051588i,0.029453+0.036564i,0.010292+0.022501i,0.0021685+0.0092338i,0.0022232-0.0020602i,0.005019-0.0067532i,0.0071618-0.0077917i,0.0067032-0.0073528i,0.0050929-0.0059377i,0.0022487-0.0037023i,0.00010419-0.0006876i,0.0011966+0.0025893i,0.0031991+0.0040586i,0.0042424+0.0031856i,0.0051732+0.0019838i,0.0063034+0.0016142i,0.0050324+0.0035844i,0.0035564+0.0071628i,0.0033888+0.010189i,0.0030256+0.0075591i,0.004104+0.0020821i
-0.050466+0.024572i,-0.071374+0.0057867i,-0.063293-0.013357i,-0.038994-0.012391i,-0.022519-0.011685i,-0.010856-0.0094592i,6.5992e-05-0.0079146i,0.0048828-0.0082275i,0.0061332-0.0077556i,0.0065801-0.0072537i,0.0055367-0.0050396i,0.0042249-0.0031317i,0.0028256-0.0022625i,0.0036795-0.0010578i,0.0043347-0.0014983i,0.0026647-0.0031328i,0.0014297-0.0025286i,0.0020223-0.0024925i,0.0025066-0.0071103i,0.00028262-0.012596i,-0.0034111-0.014075i,-0.0060981-0.010682i,-0.0074716-0.0047789i
0.017894-0.046069i,0.049101-0.045875i,0.054095-0.026949i,0.033297-0.0093076i,0.018954+0.0016462i,0.009048+0.0089929i,0.0028095+0.014119i,0.0028879+0.014404i,0.0045259+0.0084318i,0.0025065+0.0018446i,-0.0017564-0.0018065i,-0.0021643-0.0031519i,-0.00067066-0.0043237i,-0.00018492-0.0043159i,0.000117-0.0023675i,-0.00014003-0.00053526i,-0.00029832-0.00015802i,-0.0010983-0.00015158i,-0.0012454+0.0030089i,0.0015443+0.0088076i,0.0048928+0.011761i,0.0058639+0.0092369i,0.0048914+0.0062389i
0.012055+0.038211i,-0.007495+0.055309i,-0.022677+0.040217i,-0.020084+0.015919i,-0.010195+0.010763i,0.0022407+0.0099647i,0.011005+0.008689i,0.014022+0.0086913i,0.011862+0.0068709i,0.0074702+0.0032018i,0.004403+7.4643e-05i,0.0024297-0.0027657i,0.00061366-0.0063306i,-0.00065831-0.007952i,-0.0019241-0.0055904i,-0.0030591-0.0012252i,-0.004045+0.0024106i,-0.0037623+0.0033359i,-0.0036526+0.00043618i,-0.0047484-0.0045594i,-0.0051747-0.0080693i,-0.0045975-0.0066747i,-0.0028427-0.0020763i
-0.03112-0.01989i,-0.031299-0.042332i,-0.013118-0.039553i,0.00069467-0.021081i,0.002252-0.011297i,0.0089866-0.0046848i,0.014976-0.0001805i,0.014489+0.0019501i,0.012757+0.0037616i,0.0091277+0.0052696i,0.0051384+0.0067155i,0.0021526+0.0052214i,-0.001887+0.0023053i,-0.0050917+0.0024507i,-0.0046338+0.0050213i,-0.0010082+0.0053919i,0.0014457+0.003865i,0.0028228+0.0046021i,0.0051237+0.0072313i,0.0080524+0.0091976i,0.010129+0.0093189i,0.0088465+0.006588i,0.0057504+0.0023126i
0.030436-0.0047499i,0.039861+0.00663i,0.022488+0.013877i,0.0027036+0.010768i,-0.00084174+0.0028898i,-0.0027736-0.0034698i,-0.0046239-0.0059164i,-0.0025842-0.0014696i,0.0012871+0.0027622i,0.0031513+0.0013418i,0.0028006-0.00229i,0.0026874-0.0046564i,0.0027555-0.0055492i,0.0019232-0.0033856i,0.0016868-0.0010782i,0.0021529-0.00062646i,0.0029075-0.0004626i,0.0029885-0.00084614i,0.00053631-0.0034934i,-0.0044754-0.0069231i,-0.0083799-0.0083569i,-0.0086462-0.0074917i,-0.0071465-0.0061201i
-0.015818+0.019084i,-0.026898+0.016872i,-0.021217+0.00084644i,-0.011084-0.0079362i,-0.0061659-0.0033308i,-0.0069429+0.0020127i,-0.009872+0.0073263i,-0.0092945+0.011325i,-0.0037732+0.011487i,0.0013445+0.0077144i,0.0025332+0.0038852i,0.0032685+0.0038148i,0.0054675+0.0055387i,0.0070053+0.0056506i,0.0057822+0.0039709i,0.002957+0.00040118i,0.00092634-0.003013i,0.0010218-0.0046556i,0.0036087-0.0027551i,0.0070952+0.001231i,0.0086474+0.0049654i,0.0071736+0.0063084i,0.0040579+0.0054142i
0.00014713-0.025035i,0.010455-0.028965i,0.017652-0.017953i,0.015477-0.0089342i,0.0099298-0.00082285i,0.0097214+0.0084791i,0.008726+0.013629i,0.0042347+0.01549i,0.00082551+0.014188i,-0.0023048+0.010063i,-0.0045837+0.0054762i,-0.0026042+0.00097637i,0.0013767-0.0044055i,0.0020059-0.0084261i,-0.00081739-0.0081359i,-0.0031444-0.0039699i,-0.003738-0.0012091i,-0.0029479-0.0001619i,-0.004395-0.00027638i,-0.0087755-0.0014137i,-0.011126-0.00094251i,-0.010208-6.9239e-05i,-0.007322-0.00061979i
0.0099087+0.015344i,0.0042196+0.01842i,-0.0042529+0.014087i,-0.0024268+0.0089931i,0.00208+0.0064785i,0.0053425+0.0053616i,0.0058511+0.0050014i,0.002973+0.0067261i,0.0010245+0.0075075i,0.00043312+0.0043513i,0.00082499+0.0016457i,0.0032333+0.0008013i,0.0048025-0.0010866i,0.0031733-0.0024905i,0.00085432-0.002007i,-0.00040925-0.00045339i,-0.001188+0.00089907i,-0.0015712+0.0025905i,0.00095529+0.0043381i,0.0063617+0.0037027i,0.0096037+0.0022344i,0.0096605+0.0023327i,0.0094072+0.0023779i
-0.015653-0.00029978i,-0.013797-0.0074027i,-0.0070054-0.0091345i,-0.0039238-0.0048663i,0.00066652-0.0045646i,0.0037203-0.0068121i,0.0035131-0.0069134i,-0.00063431-0.0032712i,-0.0046985+0.0024138i,-0.0030202+0.0046723i,-6.5467e-05+0.0034144i,-3.5426e-05+0.0011046i,-0.0025242-0.00071095i,-0.0058133-5.0673e-05i,-0.0057062+0.0015543i,-0.0018466+0.002092i,0.001475+0.0018683i,0.0035733+0.0013268i,0.003816+0.00069315i,-0.0013381+0.00020667i,-0.0077069-8.0063e-05i,-0.0094652-0.00119i,-0.0098697-0.0025061i
0.010428-0.0073792i,0.014759+0.00078278i,0.01145+0.0059536i,0.0057662+0.0031215i,0.00062344+0.0047603i,-0.0024966+0.0048058i,-0.0072884+0.0017185i,-0.012855+0.0012897i,-0.013588+0.002398i,-0.0099408+0.0013877i,-0.0056801-0.00064402i,-0.0020267+0.000724i,0.0010263+0.0040283i,0.001907+0.0054916i,0.0021367+0.0028853i,0.001858-0.0004783i,5.6501e-05-0.001324i,-0.0006305-0.0012256i,0.0014659-0.0013359i,0.0047076-0.0013141i,0.006146-0.0017478i,0.0063777-0.0019078i,0.0060117-0.00080553i
-0.0049272+0.008653i,-0.012363+0.0053024i,-0.011746+0.00053827i,-0.0053728-0.00029865i,-0.0043283+0.0017088i,-0.003666+0.0049991i,-0.0042441+0.0066457i,-0.0069789+0.007517i,-0.0072949+0.0060286i,-0.0043339+0.0022142i,-0.00039228+0.00035111i,0.0029521+0.001493i,0.0052752+0.0025762i,0.0075293+0.0024193i,0.0070451+0.0011917i,0.0041509-0.00019625i,0.0026758-0.0020119i,0.0023156-0.0035641i,-0.00030981-0.0030513i,-0.0054554-0.0013475i,-0.0095209+0.00074952i,-0.010588+0.0027246i,-0.010871+0.0039349i
-0.0019027-0.0070205i,0.0053802-0.013286i,0.0070072-0.012754i,0.0026793-0.0062801i,0.0025688-0.00022148i,0.0039569+0.0059649i,0.0037233+0.0077243i,0.0012889+0.0052562i,-0.0019991+0.0020301i,-0.004253+0.00074681i,-0.0049098+0.0024908i,-0.0014402+0.0034944i,0.0036092+0.0020427i,0.0051934-0.00028368i,0.0026633-0.0017932i,-0.00144-0.0013457i,-0.0034162+0.00069769i,-0.0042027+0.0026446i,-0.0028875+0.0027618i,0.00094897+0.00099956i,0.0038514-0.0016952i,0.006141-0.0045718i,0.0082186-0.0055056i
0.0035253+0.0064466i,0.0030492+0.010883i,0.001748+0.0079783i,0.00091127+0.0012337i,0.0022017-0.00049552i,0.0047863-0.0028564i,0.0056268-0.0047133i,0.0027508-0.0049212i,-0.0012185-0.0051783i,-0.0014113-0.006052i,0.00090881-0.0057479i,0.0016132-0.003181i,-6.6706e-05-0.0020818i,-0.0019738-0.0025666i,-0.001118-0.0023763i,0.00092176-0.0018761i,0.0025747-0.0023837i,0.0025426-0.0033234i,0.00076632-0.0029221i,-0.0016649-0.00078463i,-0.0044817+0.0015806i,-0.0057683+0.0035322i,-0.0062835+0.0045674i
-0.0049755+0.0020342i,-0.0087356-0.0028382i,-0.0035722-0.0047412i,0.0026508-0.0050438i,0.0021963-0.0044499i,6.6525e-05-0.004215i,-0.0032819-0.005472i,-0.0059934-0.0057909i,-0.0053375-0.0033237i,-0.0018824-0.00063114i,0.00021249+0.0014057i,-0.00062326+0.0033075i,-0.0027889+0.0036574i,-0.0052291+0.0044556i,-0.0053385+0.0055282i,-0.0028926+0.0041557i,-0.0014153+0.0027208i,-0.00073899+0.0029082i,0.0010463+0.0022576i,0.0026381-0.0013127i,0.0033292-0.0055101i,0.0032402-0.0086849i,0.0029419-0.010162i
0.0021624-0.0014636i,0.0081431-0.0027515i,0.0074289-0.00049193i,0.0038764+0.0011092i,0.0010563+0.0011498i,-0.0013701+0.0018571i,-0.0051652+0.0012072i,-0.0083574+0.00028771i,-0.0077016-0.00067174i,-0.0053776-0.0019092i,-0.0039932-0.001744i,-0.0039973+0.0014082i,-0.0041076+0.0055374i,-0.0030709+0.0062847i,-0.0017304+0.0038274i,-0.00034925+0.00046165i,0.0016181-0.0027787i,0.0020507-0.004791i,0.00046185-0.0044586i,-0.001816-0.0019807i,-0.002596+0.0019896i,-0.0026618+0.0062635i,-0.002879+0.0088334i
-0.0029325+0.0001511i,-0.0033641+0.001629i,-0.0034713-0.00090182i,-0.0026156-0.00076442i,-0.0012301+0.0047543i,0.00077415+0.0089624i,0.00096611+0.0080268i,-0.00061919+0.0044121i,0.00012349+0.0013275i,0.0017479+0.00030894i,0.0018237+0.0008051i,0.0020854+0.0020095i,0.0032766+0.0023311i,0.0051399+0.0023771i,0.0054675+0.0022873i,0.0023822+0.0021135i,-0.00038849+0.0030539i,-0.00075895+0.0026449i,-1.1811e-05+4.1859e-06i,0.00028856-0.0020183i,-6.0397e-05-0.0042085i,-0.00032974-0.0066401i,-0.00015763-0.0071545i
0.00019379-0.0034551i,0.0011549-0.0053521i,0.0021256-0.0054772i,0.0012388-0.0045644i,0.0022267-0.0012452i,0.0051088+0.00039263i,0.005207-0.0001759i,0.001989-0.0011028i,-0.00075544-0.001249i,-0.0015722-6.8613e-05i,-0.001253+0.0014262i,9.3894e-06+0.0013186i,0.0018158+0.00080713i,0.0023839-6.5722e-05i,0.0022823-0.0017124i,0.002359-0.0024765i,0.001888-0.0030462i,0.0010255-0.0033109i,0.000373-0.0023416i,0.00031954+9.6184e-05i,0.0014429+0.0030329i,0.0035969+0.0050867i,0.003885+0.005422i
0.0025935+0.0071311i,0.00030666+0.0067443i,-0.00043835+0.0055058i,0.00058701+0.0017793i,0.00081303-0.00052078i,0.0007899-0.0013615i,0.00039557-0.0045233i,-0.0012605-0.0067566i,-0.0029798-0.0059532i,-0.0029141-0.004252i,-0.0011934-0.0037846i,-0.00094423-0.0050182i,-0.0030942-0.0064526i,-0.0041173-0.0081083i,-0.0025271-0.008312i,-0.00028368-0.0040248i,0.00061233+0.00054979i,0.00099468+0.0025831i,0.0018174+0.0020745i,0.0019158-0.00057551i,-0.0002476-0.0035964i,-0.0035857-0.0053374i,-0.0042397-0.0061198i
-0.00040891-0.00030627i,-0.00086556-0.0037705i,-0.00017787-0.0067492i,-0.00084591-0.0059826i,-0.00124-0.0047669i,-0.0020834-0.0040949i,-0.0022328-0.0042087i,-0.001631-0.0045556i,-0.00094049-0.0026749i,-0.00019663+0.00034932i,0.00041614+0.0014345i,1.4419e-05+0.0018919i,-0.0010926+0.0031973i,-0.0015839+0.0041455i,-0.0018376+0.0031794i,-0.002185+0.0010899i,-0.0019363-0.00054247i,-0.00057168-0.00074212i,0.0015779-0.00056266i,0.0025436-0.00070648i,0.002273-0.00057396i,0.0027394+0.00081675i,0.0018054+0.0032781i
0.0048026-0.0020197i,0.0071684-0.001269i,0.0067467-0.002897i,0.0033821-0.0035714i,0.00070121+0.0011917i,-0.00098797+0.0050822i,-0.0012781+0.0041869i,-0.0013929+0.0006048i,-0.0019566-0.0018562i,-0.0035018-0.0013088i,-0.005045+0.00018662i,-0.0056715+0.00073539i,-0.0060468+0.0021366i,-0.0053873+0.0041453i,-0.0033154+0.0039398i,-0.00096678+0.0030627i,0.00028864+0.0035793i,0.00054484+0.003721i,0.0010346+0.002514i,0.00033156+0.00070931i,-0.0017581-2.5608e-05i,-0.0041571+0.00058611i,-0.0055471+0.00065902i
-0.0022673+0.0035399i,-0.0035114+0.0030145i,-0.0011322+0.0030015i,0.0013655+0.0027465i,0.0025639+0.002105i,0.0048285+0.0028802i,0.0061337+0.0024742i,0.0062956-0.0013044i,0.0045889-0.0058767i,0.0018849-0.0061653i,0.0021129-0.0020621i,0.0058059+0.00091919i,0.0084451+0.0018781i,0.0093564+0.0028465i,0.0090635+0.0025849i,0.0057541+0.00077943i,0.0029788-0.00091629i,0.0024727-0.0025434i,0.0017868-0.003286i,0.0012322-0.0024327i,0.0019722-0.0015929i,0.0037526-0.0010874i,0.0048924+0.00075083i
-0.00014097-0.0033848i,0.00050018-0.0062216i,-9.2669e-05-0.0068124i,-0.0007021-0.0044337i,0.0006295-0.0012438i,0.0037103+0.0016467i,0.0055507+4.162e-05i,0.0056407-0.0031964i,0.0033667-0.0035604i,-0.00072143-0.0016533i,-0.0024525+0.00096286i,-0.0015718+0.0012798i,-1.0072e-05-4.8746e-05i,0.0016166-0.00050796i,0.0021778-0.00086389i,0.0017321-0.0012067i,0.00092357-0.00086268i,0.00059423+0.00046352i,0.00055036+0.0014715i,0.00033019+0.0014803i,5.2143e-05+0.0012754i,-0.00083524+0.00078666i,-0.0016065-0.00013107i
0.0009242+0.00069841i,0.0012532+0.0037352i,0.00042268+0.0018462i,-0.00093463-0.00032104i,-0.00066851-0.00043304i,0.00077563-0.0016118i,0.0026873-0.0021046i,0.0036209-0.0025929i,0.002968-0.0042155i,-0.00037425-0.004682i,-0.0015649-0.003993i,0.00122-0.0044991i,0.0017132-0.006789i,0.00059323-0.0085811i,0.00030115-0.0078068i,-0.00065179-0.0055057i,-0.001617-0.003848i,-0.0015505-0.0034312i,-0.0011304-0.0038213i,-0.00072041-0.0037036i,-1.3523e-05-0.003639i,0.00071393-0.0039252i,0.00017781-0.0029516i
0.00015954-0.0025185i,-0.0010953-0.0013194i,-0.00064238-0.002393i,-0.00069965-0.0045128i,-0.002633-0.0024366i,-0.0024411+0.0015492i,0.00073729+0.0028615i,0.0051086+0.0024735i,0.0071988+0.0010104i,0.0038928-0.0008084i,-0.00031825+0.00099899i,-0.0020725+0.005007i,-0.0031994+0.0060958i,-0.0040083+0.0067111i,-0.0024454+0.006342i,-0.00056878+0.0035978i,-0.0017108+0.002894i,-0.0018596+0.0048147i,0.000379+0.004436i,0.001203+0.0022128i,0.0009966+0.0015599i,-0.0001051+0.0022122i,-0.0021102+0.0020053i
0.0042436-0.0021661i,0.0059297-0.0036996i,0.0042443-0.006031i,0.00088598-0.0053636i,-0.0020418-0.00086723i,-0.0012797+0.0042613i,0.0020237+0.0065404i,0.0050987+0.0063472i,0.0064907+0.0035061i,0.0036996-0.00015714i,-0.0011098-0.00082109i,-0.0028267+0.0004933i,-0.002699+0.00099359i,-0.0045177+0.0017452i,-0.0048981+0.0032147i,-0.002535+0.0037408i,-0.00033881+0.0016948i,0.00068655-0.0009901i,0.000353-0.0021076i,-6.4392e-05-0.0010812i,-0.00027812+0.0011831i,-0.00020311+0.00090829i,-4.4801e-05+5.8956e-05i
-0.00044543+0.0019954i,-0.0015628+0.00020602i,-0.0021695-0.0027046i,-0.0018114-0.0042496i,0.00082566-0.002016i,0.0034747+0.001299i,0.0048818+0.0022888i,0.0057108+0.0029872i,0.0069997+0.0012213i,0.005901-0.0017212i,0.0029457-0.0016156i,0.0027025+0.00086175i,0.0057417+0.0029816i,0.0083923+0.0032993i,0.0086049+0.0021104i,0.0068744+0.00057747i,0.0044663+0.0003118i,0.0033428+0.00087799i,0.0029555+0.00096373i,0.0026031+0.0011297i,0.0021763+0.0016375i,0.0020063+0.0014053i,0.0028233+2.7805e-05i
-0.002046-0.0014747i,-0.0011795-0.0034944i,0.00035122-0.0046297i,0.001723-0.003751i,0.0025233-0.0022872i,0.0032089-0.0030389i,0.0029713-0.0018395i,0.0015015+0.0030097i,0.0016552+0.0063486i,0.0017955+0.0050903i,-0.0011381+0.0017233i,-0.0030177-0.00098451i,-0.002245-0.0026966i,-0.0013752-0.0031371i,-3.8615e-05-0.0021091i,0.0019541-0.0021125i,0.0022105-0.0047184i,0.00034418-0.0059774i,-0.0010116-0.0034791i,-0.0014537-0.0012437i,-0.0013187-0.00075844i,-0.00096842-0.00078843i,-0.00092544-0.0011288i
0.0044538+0.0021247i,0.0043944+0.004297i,0.0034988+0.0049221i,0.0026418+0.0029478i,0.0011126+0.0028235i,0.00044261+0.0032309i,0.00036239+0.0033343i,-0.00054422+0.0066098i,7.4355e-06+0.0091082i,0.00045241+0.005493i,-0.0010829-0.00052883i,-0.00057181-0.0035477i,0.0014669-0.0062216i,0.00046668-0.0093872i,-0.0018883-0.0094633i,-0.0026024-0.0056357i,-0.001696-0.0014198i,-0.00030288+0.00070373i,0.00085349+0.0011452i,0.0014261+0.00026874i,0.00070958-0.00081556i,0.00011061-0.0013099i,0.00047649-0.00062123i
-0.0011873-0.0030331i,-0.00016458-0.0041112i,-0.00039538-0.0051242i,-0.0013887-0.0038318i,-0.00178-0.00075343i,-0.0012668+0.0022767i,-0.0012156+0.0036296i,-0.0016426+0.0040938i,6.708e-05+0.0050364i,0.0021616+0.0039333i,0.0015915+0.00137i,0.00014143+0.00027676i,-0.00047385+0.0017633i,-0.0018257+0.0031299i,-0.0027013+0.0035584i,-0.0011604+0.0029953i,-0.00022512+0.0011877i,-0.00092359+0.00065886i,-0.0012149+0.0010147i,-0.0019971+0.0014822i,-0.0028879+0.0023998i,-0.0037107+0.0023175i,-0.0036434+0.0012697i
0.00020742-0.0034417i,0.0011553-0.0045055i,-5.0595e-05-0.0042094i,-0.0014042-0.0022177i,0.00055913+0.0016345i,0.002728+0.0043253i,0.0011134+0.0043257i,-0.0023399+0.0044418i,-0.0035896+0.0043678i,-0.0026047+0.0026065i,-0.0014192-8.1606e-05i,-0.0018297-0.0023082i,-0.0034302-0.0028086i,-0.0039064-0.00069079i,-0.0040706+0.0019425i,-0.0022478+0.003978i,0.00075726+0.0052602i,0.0023019+0.0040864i,0.0026724+0.00055854i,0.0016274-0.0013985i,-9.895e-06-0.00029305i,0.00027193+0.00052185i,0.0012329+0.00056479i
0.00045041+0.0027646i,-0.00083625+0.002212i,-0.0020741-0.00037025i,-0.0021249-0.00098878i,-0.0017659+0.00084185i,9.8944e-05+0.0011677i,0.00046151+0.00016129i,-0.0026887-0.00054322i,-0.0048844+0.00040619i,-0.003735-3.929e-05i,0.00022829-0.0020775i,0.003995-0.0023931i,0.0070305-0.00047226i,0.0093009+0.0012324i,0.0094322+0.00047046i,0.0073246-0.0010558i,0.0049114-0.0022029i,0.0026157-0.0019136i,5.1854e-05+0.00042083i,-0.0018193+0.0022814i,-0.0017161+0.0019275i,-0.00057975+0.001294i,-0.00051192+0.0015791i
0.0017011-3.6747e-06i,0.0016521-0.0017366i,0.0035766-0.0034214i,0.0028204-0.0030994i,0.00076569-0.0022287i,0.001688-0.00064871i,0.0016858+0.0010923i,-0.0012275+0.0015635i,-0.0041379+0.0022198i,-0.0038685+0.0027777i,-0.0016127+0.0017348i,6.353e-05+0.0003355i,0.0020227-0.00011347i,0.0035055-0.00023798i,0.0022477+7.682e-06i,0.00099205+0.00025621i,0.0016974-0.00034828i,0.0015437-0.0013862i,-0.00036483-0.001662i,-0.0017386-0.0019994i,-0.0016366-0.0026982i,-0.00045409-0.0030498i,0.00046115-0.0028167i
0.0018696+0.0013746i,0.0021686+0.00054568i,0.0017753-0.00051779i,1.238e-05-0.000995i,-0.0011687-0.00095594i,-0.0014161+0.00017982i,-0.0012411+0.00089869i,-0.001551+0.00043382i,-0.0026717+6.419e-05i,-0.0013066-0.00010632i,0.0014106-0.0012035i,0.0024884-0.0031481i,0.0015832-0.0043827i,0.00019481-0.0062397i,-0.0009744-0.0072531i,-0.002534-0.0050894i,-0.0032696-0.0034889i,-0.0020444-0.002502i,0.00015236-0.0011896i,0.0013501-0.0006047i,0.00014156+1.751e-06i,-0.0011281+3.3849e-05i,-0.0010347+0.00035398i
-0.0012996-0.00079372i,-0.0002706-0.001413i,0.00087472-0.0033937i,0.0005775-0.003998i,0.00035555-0.0012383i,0.00081221+0.0027233i,0.0015227+0.0021014i,0.00063374-0.0010568i,-0.00057458-0.0028971i,0.00013247-0.0013439i,0.0010772+0.0011122i,0.001312+0.0023283i,0.00044697+0.0029075i,-0.0016064+0.0035298i,-0.0021445+0.0038817i,-0.0015366+0.0035315i,-0.0012417+0.0031839i,-0.00055482+0.0021616i,-0.00092061-0.00051142i,-0.0017704-0.0022326i,-0.0012192-0.0024354i,-0.0012296-0.0019051i,-0.0015103-0.0011699i
0.00045566-0.00081326i,-0.0010063-0.002357i,-0.00041014-0.0034278i,0.00036551-0.0024858i,0.00029791+0.00043097i,0.00066959+0.0030925i,0.00091085+0.0032918i,0.00035471+0.0011565i,-0.00088961-0.0013646i,-0.0025008-0.0016392i,-0.0024637+0.00059418i,-0.0012905+0.0022664i,-0.002142+0.0032094i,-0.0040243+0.0043447i,-0.0042996+0.0038335i,-0.0024485+0.0023494i,8.7105e-05+0.0011682i,0.0026318+0.00062535i,0.0039265+0.0004134i,0.0031874-0.00083018i,0.001333-0.00057403i,0.00042867+0.00015768i,-7.0642e-05+0.001568i
0.0020916+0.00053555i,0.0017781+0.0012849i,0.00028631+6.788e-05i,-0.00041347-0.0015318i,-0.0010521-0.00068195i,-0.0010838+0.00078425i,0.00056468+0.00034678i,0.00043954-0.0011766i,-0.0014729-0.002551i,-0.0018991-0.0024254i,-0.00038458-0.0012054i,0.0022212+0.00026155i,0.0059942+0.0015626i,0.0087336+0.0014455i,0.0078125+0.0010002i,0.0052104+0.00020076i,0.0036076-0.0007434i,0.0016828-0.00055931i,-0.00056529-0.00086974i,-0.0010299-0.0014567i,-0.00049368-0.001102i,-0.00068049-0.0017812i,-0.0011887-0.0018991i
-0.00091391+0.00058518i,-0.00025798+0.001236i,0.0021493+0.001227i,0.002126+0.00092706i,0.00088194+0.0014544i,0.00079267+0.0027579i,0.0011416+0.0021473i,0.00063255-0.00012881i,0.00018862-0.00024058i,-0.0011523+0.0015905i,-0.0019627+0.0037219i,-0.00036699+0.0044162i,0.00090092+0.0034945i,0.0022056+0.0024024i,0.0031748+0.0013467i,0.0027805-0.00028126i,0.0028169-0.0016377i,0.0029593-0.0026855i,0.0030574-0.0027662i,0.0027842-0.0021341i,0.0017429-0.0013857i,0.00097037-0.0012592i,-0.00036283-0.0012316i
0.0016129-0.0030709i,0.0023618-0.0047135i,0.0025402-0.006561i,0.0013587-0.0068241i,0.00025083-0.0030146i,3.4105e-05+0.0014081i,0.00070057+0.0013891i,0.001284+9.0924e-05i,0.00087419-0.0005798i,-0.00089821-0.0021179i,-0.0031023-0.0027066i,-0.0030606-0.0022674i,-0.0024019-0.0035884i,-0.0023594-0.0056407i,-0.0018556-0.0056262i,-0.0009931-0.003213i,-0.001822-0.00016754i,-0.0024688+0.0018537i,-0.001287+0.0020164i,-0.00053356+0.00012396i,-0.00061375-0.001184i,-0.0018566-0.0012517i,-0.0024354-0.0014593i
0.00015878+0.00077082i,-0.00066634+0.00023559i,-0.002675-0.00067496i,-0.0036692-0.00066128i,-0.002795+0.00080016i,-0.0011739+0.0017954i,0.00012352+0.00089793i,0.0013721-0.0011798i,0.0018859-0.0028636i,0.0010191-0.0033702i,8.4722e-05-0.0014451i,9.311e-05+0.0012882i,0.00058395+0.0027787i,0.00021003+0.0034892i,0.00010559+0.0025733i,0.0012398+0.0016435i,0.00096783+0.0012308i,0.00044307+0.00038707i,0.0013198-0.00016417i,0.0017858-0.00046321i,0.0017835+0.00015852i,0.0011749+0.0001662i,-0.00036426+0.00013731i
-0.00028729-3.8778e-05i,-0.00016684-0.0010887i,-0.00014492-0.0025098i,-0.00028786-0.0023408i,-2.3187e-05-0.00030909i,0.0012726+0.0011811i,0.0027581+0.001078i,0.0018943-6.6459e-05i,0.0012014-0.0020778i,-0.00038749-0.0035063i,-0.0031831-0.0034466i,-0.0047902-0.00056303i,-0.0058134+0.0028901i,-0.0065158+0.0036194i,-0.0048383+0.0030585i,-0.002361+0.0032253i,-0.00087249+0.0039339i,-0.00032869+0.0036608i,-0.0010536+0.0032117i,-0.0014593+0.0029135i,-0.00084317+0.0022163i,0.00057118+0.00079662i,0.0010685-0.00082197i
0.0027122-0.0020988i,0.0017099-0.0019643i,0.0010981-0.0035075i,0.00056264-0.0025983i,0.00044177+1.3518e-05i,0.00055712+0.0015616i,0.0010937+0.0016721i,0.0013696+0.0011865i,0.00089209-0.00049972i,0.00039113-0.002596i,0.00023436-0.0025708i,0.0016237-0.001121i,0.0041038+0.00020666i,0.0052737+0.000686i,0.0049453+0.00083206i,0.0041757-0.0001136i,0.0034155-0.0017286i,0.0029701-0.0017393i,0.0027963-0.0010189i,0.0026862-0.00082766i,0.0020961-0.00049662i,0.00096694-0.00038987i,1.3309e-05-0.00053732i
