-0.00091284+0.00055157i,-1.7949e-05-9.2672e-05i,-0.0010238-0.00023928i,-0.0018311+0.0006809i,-0.0025506+0.002016i,-0.0022717+0.0017257i,-0.0017555+0.00083183i,-0.00082638+0.0011048i,0.0002086+0.001131i,0.00083146-0.00011452i,0.00076606-0.0012243i,0.00025742-0.0015774i,0.00016247-0.00062384i,0.00042116+0.00057885i,0.00026429+0.00078968i,-0.00010835+0.000298i,-0.00091351+3.2951e-05i,-0.0009885+0.00055215i,-0.00063774+0.00063785i,-0.00057583-0.00037448i,-0.00049553-0.00077519i,-0.00010165-0.00019743i,0.0004165+0.00061386i
-0.27864+0.28715i,-0.056239+0.29603i,0.25004+0.076183i,0.3859-0.14577i,0.37276-0.2474i,0.26354-0.29226i,0.081344-0.25472i,-0.055756-0.13606i,-0.098164-0.030775i,-0.057785+0.017013i,0.018499+0.020551i,0.057591+0.024704i,0.05181+0.052741i,0.031517+0.087085i,0.023223+0.097043i,0.034451+0.067878i,0.038897+0.020116i,0.026931-0.0025338i,0.014611+0.0217i,0.011128+0.052217i,0.016876+0.060154i,0.02348+0.044872i,0.0096298+0.0084286i
0.22112-0.63164i,0.031769-0.83823i,-0.11476-0.60267i,-0.081667-0.20086i,-0.06745+0.074391i,-0.090174+0.2265i,-0.0063208+0.23154i,0.090412+0.10495i,0.11049-0.01115i,0.070465-0.05364i,-0.013373-0.024543i,-0.07376+0.038i,-0.084413+0.081684i,-0.059098+0.097386i,-0.0043101+0.08854i,0.067237+0.064421i,0.13549+0.022835i,0.14639-0.026806i,0.093542-0.04751i,0.040288-0.054357i,-0.0026496-0.07714i,-0.044061-0.086794i,-0.059545-0.072442i
0.20453+0.77329i,0.47049+1.0596i,0.68393+0.91279i,0.66178+0.43441i,0.44352+0.0073877i,0.20164-0.13324i,0.10237-0.040249i,0.12101+0.087292i,0.1215+0.11276i,0.064167+0.074756i,0.026606+0.062409i,0.064226+0.067602i,0.12962+0.027061i,0.12321-0.04689i,0.040857-0.090547i,-0.046252-0.091088i,-0.097052-0.064342i,-0.091419-0.033505i,-0.045149-0.023278i,-0.014435-0.03091i,-0.01257-0.031436i,-0.013317-0.0096021i,-0.00056522+0.022817i
-0.17558-0.48567i,-0.28155-0.49162i,-0.22057-0.30326i,0.0086479-0.11005i,0.23436-0.062323i,0.2708-0.1457i,0.075983-0.17904i,-0.11886-0.076355i,-0.14579+0.01505i,-0.1001+0.015147i,-0.06539+0.0096752i,-0.046565+0.022438i,-0.049057+0.025202i,-0.042143+0.013862i,-0.010672-0.002397i,0.012541-0.0087591i,0.01418-0.0038125i,-0.0010057+0.008723i,-0.017449+0.027483i,-0.0077042+0.046116i,0.020123+0.049164i,0.030571+0.029537i,0.012518+0.0074685i
0.13287+0.30591i,0.22166+0.32607i,0.17999+0.26625i,0.075724+0.31488i,0.0051676+0.4286i,-0.034594+0.42568i,-0.027481+0.29988i,0.01767+0.16379i,0.075863+0.075806i,0.11696+0.032839i,0.10388+0.017474i,0.06457+0.013351i,0.028815+0.0080096i,-0.0013281+0.028953i,-0.0065817+0.078348i,0.016927+0.11048i,0.045357+0.10108i,0.057316+0.057122i,0.037877+0.0092875i,0.006803-0.013836i,-0.0012813-0.018566i,0.0015972-0.021849i,-0.0031197-0.017399i
-0.278-0.07829i,-0.24563+0.024352i,-0.12384+0.1677i,-0.12818+0.19753i,-0.19383+0.1377i,-0.13927+0.064199i,-0.06374+0.025298i,-0.048637+0.060218i,-0.017842+0.088569i,0.0021896+0.053589i,-0.016264+0.01689i,-0.031754+0.0060685i,-0.038269-0.0024426i,-0.050021-0.0093129i,-0.06657+0.0006084i,-0.073587+0.021591i,-0.063466+0.036841i,-0.044115+0.036581i,-0.023935+0.014541i,-0.020527-0.011349i,-0.028437-0.016558i,-0.01523-0.018357i,0.0042187-0.03693i
0.39288+0.0078339i,0.3074-0.14874i,0.074598-0.24163i,0.021378-0.23032i,0.12068-0.21554i,0.080945-0.16421i,-0.061608-0.029946i,-0.1206+0.048752i,-0.13023+0.030262i,-0.13314+0.0034956i,-0.10406-0.00060876i,-0.066647+0.0007152i,-0.029972-0.0062208i,0.005675-0.042327i,0.0014698-0.094191i,-0.048738-0.1193i,-0.095586-0.09602i,-0.094922-0.045757i,-0.051294-0.01112i,-0.011127+0.00045622i,-0.0035329+0.013011i,-0.013919+0.03825i,-0.015688+0.057908i
-0.3593+0.078539i,-0.42516+0.2675i,-0.28233+0.39203i,-0.11278+0.41895i,-0.019092+0.38726i,0.062741+0.24285i,0.11277+0.034628i,0.10116-0.072379i,0.08377-0.091567i,0.069047-0.089203i,0.056188-0.069492i,0.055034-0.059658i,0.049677-0.060101i,0.044352-0.038378i,0.066628-0.0055722i,0.11214-0.0041284i,0.13252-0.041808i,0.10567-0.069527i,0.057354-0.054581i,0.02159-0.023851i,-0.00082838-0.0099221i,-0.02552-0.0086764i,-0.037263+0.00075525i
0.27901-0.2261i,0.30411-0.42341i,0.10706-0.5603i,-0.19435-0.5237i,-0.34321-0.30998i,-0.23822-0.060135i,-0.05647+0.05046i,0.039799+0.035713i,0.069324+0.024279i,0.073198+0.026915i,0.055094+0.018543i,0.034395+0.010276i,0.0095604+0.010919i,-0.02756+0.032908i,-0.055458+0.068697i,-0.05114+0.10301i,-0.019556+0.11964i,0.014389+0.09798i,0.02957+0.047607i,0.02332+0.0031556i,0.017359-0.023607i,0.020587-0.042832i,0.011452-0.052838i
-0.28336+0.28336i,-0.20753+0.43681i,0.00049558+0.35402i,0.14404+0.060165i,0.092595-0.15961i,-0.055808-0.13992i,-0.098868-0.013373i,-0.042754+0.037845i,-0.020149+0.025558i,-0.021873+0.024973i,0.00062394+0.037336i,0.027142+0.042804i,0.036279+0.033218i,0.029849+0.0089984i,0.010792-0.018068i,-0.01501-0.033768i,-0.036509-0.033433i,-0.047243-0.021784i,-0.043147-0.0046925i,-0.026723+0.0041193i,-0.013747+0.0084242i,-0.0073824+0.019085i,-0.0022293+0.021153i
0.070517-0.24504i,-0.003375-0.39325i,-0.0097791-0.35196i,0.13424-0.241i,0.24551-0.22742i,0.17871-0.22643i,0.060193-0.13004i,0.037311-0.03077i,0.063131-0.02723i,0.048066-0.061304i,0.0090827-0.053397i,-0.0072642-0.022951i,-0.0097255-0.023066i,-0.010332-0.054815i,-0.0064126-0.081334i,-0.006375-0.082483i,-0.009361-0.062473i,-0.014031-0.035079i,-0.022556-0.0072699i,-0.023468+0.019998i,-0.016103+0.031619i,-0.011979+0.022871i,-0.0071802+0.012392i
0.13149+0.18154i,0.22521+0.22607i,0.27584+0.27959i,0.33833+0.38437i,0.4332+0.38926i,0.39907+0.20902i,0.21331+0.057182i,0.059784+0.061234i,0.01257+0.096376i,0.0062788+0.089917i,0.0018832+0.062373i,-0.0044889+0.035629i,-0.0035996+0.031368i,0.013153+0.056322i,0.040599+0.084624i,0.062526+0.077543i,0.066034+0.041501i,0.057442+0.0015659i,0.037087-0.029745i,0.014205-0.042082i,0.0071079-0.039264i,0.0042915-0.029808i,-0.0050174-0.013988i
-0.0053622-0.0059332i,-0.066088+0.12077i,-0.15445+0.2327i,-0.29978+0.29966i,-0.35225+0.37697i,-0.20321+0.3734i,-0.029465+0.23811i,0.018353+0.11352i,0.010405+0.053273i,-0.0086936+0.003508i,-0.036656-0.021429i,-0.039395-0.010726i,-0.022139-0.0054038i,-0.02894-0.019345i,-0.065695-0.020493i,-0.08887+0.0056188i,-0.080815+0.030569i,-0.050993+0.041601i,-0.0082629+0.035146i,0.015536+0.010318i,0.0082978-0.0022634i,0.0020236+0.0043514i,0.0071209+0.0024141i
-0.13147-0.041058i,-0.1688-0.12131i,-0.17681-0.22356i,-0.16046-0.28205i,-0.17668-0.26381i,-0.20434-0.15513i,-0.17211-0.04745i,-0.11208-0.030553i,-0.065357-0.041253i,-0.0040891-0.041952i,0.033555-0.066236i,0.007842-0.085565i,-0.029377-0.06176i,-0.024908-0.027745i,0.0024743-0.02865i,0.012047-0.045417i,0.0080906-0.044801i,0.0027672-0.031382i,-0.0028628-0.016672i,0.0041952-0.0049952i,0.014546-0.0072866i,0.0071794-0.016577i,-0.0063326-0.012757i
-0.018025-0.015961i,-0.040182+0.014236i,-0.058472+0.053006i,-0.054665+0.047928i,-0.031723-0.0077502i,-0.0066027-0.045573i,0.01414-0.036564i,0.037629-0.029344i,0.049704-0.040375i,0.03797-0.029478i,0.04181+0.0090712i,0.071696+0.025831i,0.082424+0.0093858i,0.063634-0.0033383i,0.046275+0.0089827i,0.042156+0.029883i,0.035732+0.037634i,0.01879+0.032138i,-0.004742+0.026193i,-0.022584+0.032011i,-0.017414+0.041636i,0.0061582+0.03569i,0.022872+0.019496i
0.10267-0.048909i,0.20961-0.18901i,0.2577-0.29436i,0.23062-0.30605i,0.18275-0.23787i,0.12598-0.14847i,0.057019-0.077495i,0.017153-0.027241i,0.0057205+0.0076689i,-0.0016351+0.030478i,-0.002874+0.043107i,-0.0019893+0.043533i,-0.0067242+0.03197i,-0.011992+0.021794i,-0.0089556+0.014254i,-0.0037255-0.0026698i,-0.0069851-0.020217i,-0.010874-0.02539i,-0.0054989-0.026452i,-0.0024014-0.028427i,-0.011708-0.019998i,-0.021472+3.9814e-06i,-0.021242+0.016489i
0.032937+0.13997i,-0.051185+0.27178i,-0.11556+0.35789i,-0.065416+0.35431i,0.015821+0.27572i,0.039467+0.16718i,0.037839+0.10833i,0.047611+0.097104i,0.044847+0.065616i,0.005645+0.018195i,-0.040537+0.0047303i,-0.050306+0.025444i,-0.022498+0.040934i,-0.0015713+0.033158i,-0.008838+0.019965i,-0.013217+0.014896i,0.0013795+0.0055023i,0.015205-0.0052191i,0.020732-0.0043071i,0.020093-0.007644i,0.0065524-0.026893i,-0.016125-0.041801i,-0.029788-0.039904i
-0.19115-0.057708i,-0.16276-0.085332i,-0.027653-0.12744i,0.035185-0.15127i,0.0038683-0.11162i,-0.020666-0.047438i,-0.027528-0.022419i,-0.044494-0.012189i,-0.037661+0.0068652i,0.00264+0.0051055i,0.028091-0.033541i,0.0095312-0.074216i,-0.024937-0.083376i,-0.02573-0.073293i,0.00071284-0.064107i,0.011156-0.05012i,0.0038372-0.019364i,0.0011615+0.0059299i,0.0011421+0.0077385i,0.0069457+0.0098708i,0.031858+0.016354i,0.053756+0.010115i,0.049253-0.00049772i
0.20698-0.15376i,0.18918-0.18115i,0.052461-0.061055i,-0.030199+0.12862i,-6.9716e-05+0.19674i,0.028421+0.13471i,0.022911+0.076421i,0.023832+0.044383i,0.015704+0.015231i,0.002327+0.013855i,0.012992+0.032675i,0.04252+0.037266i,0.056564+0.025984i,0.034212+0.023198i,-0.0017512+0.034851i,-0.022515+0.04425i,-0.028709+0.041824i,-0.022472+0.033838i,-0.0094968+0.022405i,-0.010599+0.012245i,-0.02673+0.01835i,-0.035061+0.031772i,-0.027439+0.032928i
-0.22295+0.26313i,-0.23298+0.35328i,-0.15797+0.24778i,-0.13387+0.024646i,-0.14825-0.079378i,-0.088174-0.047281i,-0.013288-0.043289i,-0.0030974-0.067032i,-0.0064789-0.057223i,0.0031407-0.040843i,0.0034265-0.027026i,-0.0048233-0.011747i,-0.011018-0.0062661i,-0.0031157-0.01492i,0.010259-0.032019i,0.017285-0.050686i,0.014233-0.066691i,-0.0047678-0.062146i,-0.018028-0.035308i,-0.011643-0.01633i,-0.0077921-0.017135i,-0.0092826-0.017619i,-0.0028048-0.0091062i
0.22878-0.31272i,0.2261-0.45238i,0.13161-0.39085i,0.10537-0.19403i,0.11385-0.079614i,0.033517-0.04947i,-0.037462+0.016795i,-0.0087983+0.063902i,0.028198+0.044687i,0.021867+0.019204i,0.0048354+0.012675i,-0.0046959+0.014001i,-0.0071655+0.019583i,-0.011721+0.02994i,-0.015839+0.041808i,-0.0059939+0.056971i,0.022196+0.063637i,0.049104+0.03915i,0.046146+0.0039812i,0.026751-0.0088692i,0.022473-0.011447i,0.020378-0.019958i,0.0033309-0.022897i
-0.20103+0.38599i,-0.19731+0.48432i,-0.10996+0.37226i,-0.058969+0.1813i,-0.043042+0.075875i,0.0047402+0.035935i,0.02951+0.0061493i,0.008279-0.00048228i,-0.0026254+0.0039243i,0.0024982-0.005305i,0.0042265-0.023062i,0.00015252-0.037104i,-0.0069176-0.039194i,-0.0057464-0.032715i,0.0007467-0.027357i,-0.006567-0.025411i,-0.031028-0.013251i,-0.045199+0.010682i,-0.03638+0.022657i,-0.024295+0.020685i,-0.016416+0.027562i,-0.0048165+0.039225i,0.0088581+0.035654i
0.12989-0.41195i,0.18444-0.46091i,0.19004-0.28583i,0.16713-0.086199i,0.12678+0.0033762i,0.064654+0.01936i,0.017422+0.017043i,0.00049606+0.017592i,-0.0027437+0.016143i,-0.0026318+0.016196i,0.0045477+0.027537i,0.017712+0.039176i,0.024428+0.033624i,0.014813+0.018019i,-0.0052494+0.0084029i,-0.018498+0.0031129i,-0.016054-0.0051354i,-0.0069352-0.013512i,0.0038965-0.013808i,0.012253-0.015577i,0.0057869-0.029143i,-0.01168-0.040416i,-0.021362-0.035776i
-0.057861+0.4456i,-0.13033+0.50888i,-0.20333+0.33504i,-0.22228+0.14045i,-0.16398+0.065021i,-0.067856+0.044719i,-0.0024412+0.021933i,0.016302+0.0016216i,0.015278-0.003414i,0.013625-0.0058262i,0.0036382-0.013971i,-0.012625-0.013386i,-0.014424-0.0014304i,0.0044596+0.0045561i,0.033809-0.0015843i,0.058451-0.016149i,0.060181-0.028318i,0.036074-0.023021i,0.0086009-0.0062119i,0.00023461+0.0060457i,0.012368+0.012946i,0.028422+0.017662i,0.032413+0.018614i
-0.05196-0.45297i,-0.0584-0.5381i,0.037087-0.37226i,0.14437-0.17765i,0.13656-0.099553i,0.050371-0.05865i,0.0070341-0.01914i,0.014436-0.0099375i,0.017398-0.02008i,0.0078173-0.018377i,0.0057226-0.0011088i,0.013261+0.0068661i,0.013065+0.00016604i,-0.0056915+0.0025394i,-0.029918+0.022676i,-0.040462+0.051398i,-0.025679+0.066518i,0.0034108+0.048798i,0.018126+0.015905i,0.0096894+0.002041i,-0.0056496+0.0064407i,-0.01781+0.0079568i,-0.027416+0.0014262i
0.2799+0.38558i,0.35042+0.3804i,0.19515+0.19083i,-0.03305+0.084076i,-0.095147+0.091556i,-0.040462+0.065946i,-0.027198+0.033252i,-0.033199+0.038598i,-0.017692+0.03032i,-0.013124+0.0020185i,-0.01709-0.017928i,-0.016232-0.022334i,-0.0067851-0.014968i,0.011328-0.018367i,0.018965-0.042863i,0.0015391-0.065344i,-0.027788-0.061282i,-0.044693-0.030687i,-0.036639-0.0035613i,-0.02178-0.0038971i,-0.018048-0.014551i,-0.016114-0.015257i,-0.0069238-0.0088794i
-0.38694-0.26001i,-0.47509-0.15749i,-0.29639+0.020085i,-0.05077+0.026079i,0.026462-0.050962i,0.0058923-0.036099i,0.018815-0.009839i,0.029326-0.023766i,0.019458-0.028686i,0.013637-0.015895i,0.013255+0.0027455i,0.017379+0.010049i,0.010693+0.00030079i,-0.0048353+0.00028375i,-0.0097848+0.018249i,0.0053415+0.030479i,0.028419+0.018971i,0.033325-0.0061934i,0.018707-0.016276i,0.014232-0.0071509i,0.02676-0.0027722i,0.036327-0.0089725i,0.031011-0.010258i
0.36984+0.12277i,0.4309+0.01674i,0.24605-0.11906i,0.033241-0.093341i,-0.020869+0.0016936i,-0.0014827+0.0065372i,-0.019694-0.0017844i,-0.038247+0.031271i,-0.027835+0.055853i,-0.0046101+0.048808i,0.0078105+0.02543i,0.0020831+0.0098982i,-0.0037454+0.0064072i,-0.0010702+0.0062566i,0.0065996+0.0016503i,0.0087276-0.0054404i,0.0011433+0.0019695i,-0.0014505+0.01713i,0.0047255+0.016104i,0.0030597+0.0081022i,-0.0081719+0.015263i,-0.017946+0.03161i,-0.019736+0.036698i
-0.40015-0.091269i,-0.46697-0.041135i,-0.28089+0.056025i,-0.038411+0.063687i,0.0508+0.0012027i,0.036723+0.00076237i,0.045281+0.022136i,0.06269-0.0012339i,0.046486-0.026703i,0.013333-0.017905i,-0.0040299+0.0048733i,-0.0018253+0.013524i,0.0025938+0.0074675i,-0.0079141+0.0021959i,-0.028017+0.014175i,-0.034296+0.034617i,-0.020761+0.032894i,-0.0055788+0.012289i,-0.00039296+3.5384e-05i,-0.0020271-0.0038641i,-0.0065424-0.015217i,-0.011416-0.032578i,-0.011681-0.041468i
0.46018+0.07737i,0.58748+0.048777i,0.41438-0.0041825i,0.11166+0.011339i,-0.045018+0.072511i,-0.057826+0.064095i,-0.057082+0.027227i,-0.051677+0.027407i,-0.025308+0.022674i,-0.0039132-0.0072812i,-3.0925e-05-0.030873i,-0.0069107-0.028829i,-0.0068138-0.0099966i,0.011801-0.0059449i,0.031123-0.032748i,0.024177-0.063542i,0.00054422-0.063097i,-0.012955-0.035199i,-0.01193-0.011654i,-0.0023521-0.0051791i,0.01226-0.0028269i,0.024724+0.002457i,0.027935+0.0086536i
-0.46766+0.0082459i,-0.6652+0.074858i,-0.54131+0.10624i,-0.226+0.03563i,-0.026464-0.057297i,0.021321-0.059881i,0.036243-0.018855i,0.051205-0.0066798i,0.051918-0.010223i,0.037435-0.0049932i,0.024183+0.0032257i,0.017527+0.0015134i,0.0065545-0.0030768i,-0.0051399+0.011895i,-0.0065387+0.045038i,0.0076792+0.070703i,0.02719+0.064586i,0.028219+0.030776i,0.010035+0.0030534i,-0.0073997+0.0024235i,-0.016578+0.015961i,-0.020278+0.026788i,-0.019778+0.028546i
0.34791-0.14418i,0.47351-0.23542i,0.36511-0.23048i,0.14543-0.10841i,0.030606+0.0090329i,0.014471+0.030081i,6.6063e-05+0.0019331i,-0.036253-0.011783i,-0.053615-0.00092024i,-0.032178+0.007732i,-0.0080255+0.0057367i,0.0034935+0.0070164i,0.00951+0.00089733i,0.0041481-0.023731i,-0.010386-0.05115i,-0.026304-0.063812i,-0.036886-0.0488i,-0.030272-0.014533i,-0.0091435+0.0080445i,0.0047479+0.0048084i,0.00045295-0.011807i,-0.010907-0.026379i,-0.015402-0.029537i
-0.18205+0.13304i,-0.20216+0.17823i,-0.11062+0.1378i,0.0019971+0.066098i,0.051009+0.027612i,0.055993+0.019661i,0.045326+0.020947i,0.0504+0.017365i,0.047907+0.0029411i,0.017981-0.00043064i,-0.0061425+0.0097343i,-0.012367+0.011786i,-0.0099174+0.01332i,-0.0025922+0.027015i,0.0076264+0.046815i,0.023189+0.058964i,0.036883+0.044366i,0.031666+0.011866i,0.011171-0.008061i,-0.00019319-0.0086504i,0.0082325-0.0035043i,0.023437+0.00010027i,0.027827+0.0026914i
0.048286+0.022722i,0.08331+0.073231i,0.055523+0.11569i,-0.02895+0.079017i,-0.11101+0.022184i,-0.13728+0.014126i,-0.099513+0.016549i,-0.063256+0.0077956i,-0.038963-0.0024032i,-0.014815-0.017129i,-0.0012939-0.024207i,0.0071302-0.016017i,0.011484-0.011336i,0.010484-0.021169i,0.0072755-0.039064i,-0.0045827-0.049081i,-0.016902-0.035436i,-0.013854-0.0073316i,-0.0015221+0.0081984i,0.0042166+0.011176i,0.0034419+0.017135i,0.00031036+0.0231i,-0.0030791+0.018769i
-0.050613-0.044634i,-0.12466-0.10813i,-0.13498-0.12225i,-0.026944-0.068078i,0.101-0.032954i,0.12736-0.048518i,0.072932-0.036197i,0.040858+0.0041891i,0.038908+0.023188i,0.032664+0.020434i,0.023684+0.010684i,0.0092911-0.0029822i,-0.010485-0.0037383i,-0.022552+0.020939i,-0.020654+0.052369i,-0.0078136+0.061495i,-0.0019562+0.039763i,-0.0079621+0.010387i,-0.0091958-0.0031066i,-0.0063585-0.00831i,-0.015689-0.015433i,-0.029573-0.017654i,-0.027404-0.010275i
0.047183-0.033385i,0.06016-0.063761i,0.055849-0.059961i,0.011058-0.032831i,-0.037737-0.0085151i,-0.037501+0.016074i,-0.015274+0.015674i,-0.020277-0.0079219i,-0.036788-0.015137i,-0.034805-0.006181i,-0.022331+0.0020387i,-0.0036745+0.010637i,0.020071+0.0024173i,0.030602-0.034239i,0.019517-0.073877i,-0.0012807-0.087764i,-0.0082169-0.069569i,-0.0011971-0.036231i,0.0019149-0.010652i,0.0049839+0.00069132i,0.021158-0.00079619i,0.038875-0.011699i,0.036434-0.020748i
0.17291+0.039439i,0.27807+0.060147i,0.2542+0.041249i,0.13626+0.043665i,0.072849+0.090187i,0.062369+0.091573i,0.050814+0.055403i,0.045568+0.038084i,0.045555+0.024717i,0.034347+0.010485i,0.020629-0.00044254i,0.0040501-0.0081251i,-0.014274+0.0015657i,-0.017915+0.030743i,-0.0010571+0.06194i,0.025705+0.078195i,0.039891+0.068377i,0.034605+0.035313i,0.019119+0.00095686i,0.002909-0.012578i,-0.0098711-0.00016292i,-0.018105+0.026155i,-0.015138+0.040918i
-0.31967+0.12869i,-0.45623+0.22659i,-0.37701+0.20848i,-0.20464+0.047248i,-0.15491-0.10292i,-0.16468-0.11179i,-0.12858-0.053351i,-0.079466-0.024556i,-0.049812-0.018324i,-0.03305-0.012994i,-0.021953-0.00067572i,-0.0065418+0.0099882i,0.0073289+0.0040133i,0.0072088-0.013279i,-0.0083786-0.029773i,-0.033776-0.033654i,-0.049879-0.016684i,-0.039732+0.012835i,-0.017252+0.029563i,-0.0047663+0.025158i,-0.0046793+0.0086212i,-0.011519-0.01513i,-0.01874-0.030051i
0.17048-0.29221i,0.21707-0.42933i,0.14483-0.33522i,0.08895-0.094632i,0.1303+0.037772i,0.13471+0.030349i,0.084318+0.0099432i,0.061437+0.012865i,0.058549+0.0086619i,0.045374-0.00064866i,0.027946-0.0088389i,0.0096017-0.018964i,-0.0087416-0.018652i,-0.016989-0.002162i,-0.011094+0.014161i,0.0056405+0.017549i,0.016624+0.0014659i,0.0057313-0.021487i,-0.0088453-0.025019i,-0.0076287-0.017435i,0.00049235-0.013832i,0.010421-0.0085643i,0.019954-0.00042559i
-0.0084939+0.20445i,-0.013522+0.24256i,0.0031961+0.13861i,0.00012343+0.0078534i,-0.017622-0.025152i,0.010579-0.010099i,0.027276-0.012191i,-0.003204-0.013804i,-0.026226-0.0015216i,-0.023789+0.0047342i,-0.014678+0.0067238i,-0.0033077+0.012485i,0.013492+0.011052i,0.022818-0.0050274i,0.017688-0.025082i,0.0060682-0.036216i,0.0020456-0.028843i,0.0096734-0.0092997i,0.012589+0.0020477i,0.0072996+0.0067551i,0.0071142+0.014923i,0.0091981+0.020169i,0.0020404+0.014716i
0.08985-0.077794i,0.15297-0.059428i,0.1392+0.031747i,0.06393+0.11737i,0.00063583+0.155i,-0.023641+0.15353i,-0.0085404+0.11986i,0.018764+0.071753i,0.028597+0.033319i,0.026576+0.013259i,0.021398+9.1874e-05i,0.010307-0.0051853i,-0.00028701+0.0022266i,-0.0022025+0.01473i,0.0066118+0.030507i,0.021626+0.043507i,0.027617+0.038623i,0.022881+0.018441i,0.018358-0.00059009i,0.01311-0.012254i,-0.0018197-0.019034i,-0.01941-0.016516i,-0.019202-0.0054449i
-0.20988+0.20696i,-0.2962+0.27593i,-0.26193+0.15387i,-0.16676-0.04362i,-0.10535-0.14679i,-0.08088-0.1491i,-0.065584-0.10807i,-0.058945-0.064011i,-0.051219-0.031241i,-0.0363-0.010621i,-0.022673+0.0042085i,-0.011806+0.012601i,-0.0075641+0.0069193i,-0.010336-0.0028078i,-0.018793-0.012987i,-0.033105-0.023548i,-0.042083-0.019326i,-0.03838-0.0020578i,-0.028626+0.012241i,-0.016596+0.018943i,0.00088233+0.016747i,0.017285+0.0023125i,0.016961-0.011819i
0.035866-0.34831i,0.038206-0.47491i,0.051758-0.33652i,0.087903-0.093582i,0.1042+0.006876i,0.062455+0.001593i,0.016794+0.0051892i,0.023146+0.016331i,0.037986+0.0024918i,0.021326-0.015243i,0.003511-0.019446i,0.00036072-0.022222i,0.0020037-0.021444i,0.0049404-0.011891i,0.0095882+0.0012809i,0.019134+0.011788i,0.026659+0.0071124i,0.023309-0.0081257i,0.015672-0.017931i,0.0089007-0.018631i,0.00077791-0.0083019i,-0.0030781+0.0098374i,0.0022956+0.020833i
0.21212+0.20928i,0.28097+0.25136i,0.21207+0.15635i,0.079054+0.044413i,0.030385+0.020131i,0.069837+0.027084i,0.082682+0.0089822i,0.04491-0.0081022i,0.014259-0.00181i,0.011301+0.0080336i,0.017264+0.012113i,0.020948+0.011086i,0.016428+0.0040021i,0.0043998-0.0048117i,-0.0077449-0.010992i,-0.020322-0.012149i,-0.02771-0.0017869i,-0.024096+0.013248i,-0.018377+0.018533i,-0.015878+0.015501i,-0.01385+0.0078858i,-0.015095-0.0034398i,-0.020972-0.010047i
-0.16464-0.020783i,-0.20895+0.016356i,-0.15705+0.070822i,-0.070793+0.10304i,-0.040576+0.11745i,-0.051938+0.11022i,-0.045932+0.089492i,-0.021353+0.069253i,-0.0021298+0.045199i,0.0012004+0.022396i,-0.0037514+0.010496i,-0.0077979+0.009635i,-0.0054677+0.013429i,0.0032003+0.015401i,0.015072+0.013251i,0.024503+0.0076563i,0.024362-0.0014748i,0.017902-0.009912i,0.015064-0.011653i,0.019078-0.011224i,0.022608-0.014746i,0.020598-0.018187i,0.016986-0.016724i
0.043425+0.060182i,0.043552+0.04533i,-0.008902-0.015266i,-0.069355-0.080546i,-0.095165-0.11288i,-0.076639-0.09193i,-0.04011-0.056716i,-0.026943-0.040564i,-0.028437-0.022004i,-0.01443-0.00031474i,-0.00010702+0.0049995i,-0.0010334+0.0011138i,-0.0069586-0.0023887i,-0.0090019-0.0051066i,-0.0096681-0.0025465i,-0.0093096+0.0029228i,-0.0023359+0.006761i,0.0034216+0.0073934i,-0.0020176+0.0033711i,-0.011778+0.0035637i,-0.013154+0.012801i,-0.0042364+0.022576i,0.005931+0.023596i
-0.13722-0.13373i,-0.16983-0.17938i,-0.084285-0.13206i,0.049311-0.04799i,0.12019-0.02798i,0.085719-0.052194i,0.019915-0.044499i,0.0038263-0.021252i,0.0067504-0.025055i,-0.0062871-0.036142i,-0.014079-0.034091i,-0.0095284-0.029143i,-0.0056272-0.019937i,-0.0025016-0.0060757i,0.0016317+0.0013943i,0.0052286+0.0037566i,0.0056653+0.0066128i,0.0074654+0.0076294i,0.01626+0.0081926i,0.021763+0.0054903i,0.010971-0.0029157i,-0.010059-0.0078155i,-0.02466-0.0036252i
0.26493+0.020853i,0.35752+0.058946i,0.28395+0.068921i,0.11425+0.042452i,0.0077253+0.036519i,0.0093374+0.044451i,0.036494+0.029959i,0.035101+0.010078i,0.031164+0.006422i,0.03225+0.0099i,0.029731+0.013252i,0.025857+0.014334i,0.01886+0.0073458i,0.0073871-0.003811i,-0.0054481-0.010797i,-0.020068-0.013005i,-0.030183-0.0098083i,-0.032056-0.0022872i,-0.032862+0.0022615i,-0.031385+0.001375i,-0.018455-0.0014877i,0.0026026-0.0059259i,0.016682-0.0091024i
-0.20739+0.13231i,-0.30653+0.17085i,-0.26862+0.15243i,-0.12649+0.12498i,-0.018444+0.11032i,0.0078188+0.09548i,0.0040914+0.075144i,0.0038621+0.058702i,0.005951+0.039916i,0.00189+0.015732i,-0.0091118+0.0022781i,-0.012712+0.0019997i,-0.0062068+0.0035369i,0.0033633+0.0028927i,0.014413-0.0002907i,0.026384-0.0072152i,0.031084-0.019514i,0.023016-0.029886i,0.014662-0.027232i,0.01454-0.014306i,0.014721+0.00046599i,0.0075327+0.009998i,-0.003655+0.0078707i
