-0.00091284+0.00055157i,-1.7949e-05-9.2672e-05i,-0.0010238-0.00023928i,-0.0018311+0.0006809i,-0.0025506+0.002016i,-0.0022717+0.0017257i,-0.0017555+0.00083183i,-0.00082638+0.0011048i,0.0002086+0.001131i,0.00083146-0.00011452i,0.00076606-0.0012243i,0.00025742-0.0015774i,0.00016247-0.00062384i,0.00042116+0.00057885i,0.00026429+0.00078968i,-0.00010835+0.000298i,-0.00091351+3.2951e-05i,-0.0009885+0.00055215i,-0.00063774+0.00063785i,-0.00057583-0.00037448i,-0.00049553-0.00077519i,-0.00010165-0.00019743i,0.0004165+0.00061386i
-0.51644-0.22365i,-0.6328-0.19207i,-0.40564-0.055681i,-0.14553+0.05206i,-0.086074+0.071402i,-0.10358+0.058609i,-0.06591+0.040013i,-0.010522+0.01882i,0.018106+0.0045923i,0.013791-0.0027812i,-0.01451-0.0045425i,-0.038721+0.00047271i,-0.042601+0.0063048i,-0.042461+0.00868i,-0.048676+0.012097i,-0.047027+0.028553i,-0.027859+0.047093i,-0.0016035+0.03733i,0.014737-0.0032958i,0.0091802-0.03849i,-0.010064-0.03841i,-0.018431-0.020899i,-0.010492-0.016784i
0.19783+0.17979i,0.27687+0.20376i,0.28669+0.061498i,0.29078-0.11762i,0.31043-0.18863i,0.25351-0.14499i,0.14161-0.079485i,0.062991-0.061704i,0.01321-0.06251i,-0.011507-0.041059i,-0.0064255-0.016936i,0.005334-0.0098711i,0.0088001-0.013981i,0.0061909-0.022542i,-0.00022901-0.030116i,-0.0093456-0.039281i,-0.023768-0.047398i,-0.041927-0.036894i,-0.05499-0.0070839i,-0.052063+0.016402i,-0.032924+0.016344i,-0.017202+0.0021269i,-0.013391-0.0055878i
0.14182+0.11472i,0.16637+0.18778i,0.05757+0.12595i,-0.12744+0.04868i,-0.24321+0.053016i,-0.19617+0.05865i,-0.10002+0.019931i,-0.071781+0.005298i,-0.060441+0.02528i,-0.025586+0.034355i,0.010075+0.027674i,0.033407+0.016638i,0.037749+0.0091578i,0.031679+0.015346i,0.037677+0.026698i,0.053637+0.025827i,0.060059+0.015859i,0.051732+0.0099788i,0.038896+0.015436i,0.033763+0.02523i,0.035826+0.025462i,0.035203+0.020652i,0.026379+0.018431i
-0.27626-0.54564i,-0.30184-0.69483i,-0.28544-0.49634i,-0.23963-0.18805i,-0.18305-0.051614i,-0.13408-0.031541i,-0.090104-0.014667i,-0.048326-0.00044367i,-0.0073671+0.0048171i,0.0099423-0.0020532i,-0.0070961-0.012916i,-0.031116-0.012815i,-0.042882-0.0060947i,-0.04786-0.0049762i,-0.057435-0.010538i,-0.072592-0.0019146i,-0.070812+0.023808i,-0.037645+0.036357i,0.0037565+0.016294i,0.019269-0.013217i,0.0048995-0.021002i,-0.010564-0.013952i,-0.0094709-0.011409i
-0.0039715+0.66518i,0.087551+0.75686i,0.19177+0.59823i,0.31283+0.37311i,0.39686+0.22671i,0.34193+0.11929i,0.20653+0.04908i,0.12591+0.01829i,0.08311-0.012661i,0.038603-0.024186i,0.015207-0.010587i,0.011311+0.0045275i,0.020051+0.014072i,0.038847+0.015236i,0.047904+0.010983i,0.047312-0.0014037i,0.041283-0.025102i,0.019533-0.042802i,-0.015767-0.035681i,-0.038886-0.016849i,-0.034753-0.0086936i,-0.023179-0.0084498i,-0.021027-0.00010944i
0.17212-0.011421i,0.029032-0.078696i,-0.066021-0.099231i,-0.12095-0.10704i,-0.18999-0.10592i,-0.19021-0.062636i,-0.11546-0.017213i,-0.076703+0.0048265i,-0.07378+0.024045i,-0.055432+0.027058i,-0.035041+0.01519i,-0.019147+0.0068237i,-0.0073943+0.00094749i,-0.0066636-0.00074675i,-0.0012112+0.0054833i,0.013656+0.01503i,0.022337+0.020143i,0.021732+0.019188i,0.022502+0.017234i,0.028528+0.015985i,0.030446+0.014826i,0.030004+0.015161i,0.029676+0.0098077i
0.33284-0.64115i,0.34515-0.68617i,0.24381-0.56075i,0.11294-0.42886i,0.024012-0.33547i,-0.020765-0.21869i,-0.031216-0.10486i,-0.020408-0.046683i,-0.0098701-0.018525i,-0.0024565+0.0034762i,0.0046575+0.0028267i,0.0022385-0.017813i,-0.014999-0.036797i,-0.037416-0.049838i,-0.051838-0.060997i,-0.0624-0.066728i,-0.072728-0.0564i,-0.067835-0.03042i,-0.042216-0.0096792i,-0.020133-0.0011537i,-0.015476+0.0050092i,-0.01586+0.0048326i,-0.011422-0.0032672i
-0.68722+0.36633i,-0.66665+0.64332i,-0.4136+0.63381i,-0.18141+0.4858i,-0.051303+0.38433i,0.027135+0.26208i,0.052308+0.11093i,0.050862+0.023491i,0.058238-0.0052229i,0.053389-0.0050795i,0.040397+0.018245i,0.033926+0.04555i,0.035249+0.068765i,0.044614+0.087092i,0.048408+0.092187i,0.048795+0.081529i,0.055024+0.058547i,0.051741+0.028177i,0.024584+0.0006424i,-0.0028136-0.017277i,-0.0073235-0.028062i,-0.0060606-0.02968i,-0.012456-0.016002i
0.11549+0.059286i,0.21324-0.1992i,0.090166-0.29679i,-0.090758-0.16745i,-0.14113-0.047132i,-0.11454-0.021718i,-0.082064-0.017041i,-0.062895-0.011228i,-0.055882-0.0099805i,-0.039864-0.020236i,-0.032574-0.035037i,-0.031043-0.03538i,-0.020675-0.03349i,-0.012689-0.03795i,-0.0084329-0.031841i,-0.0072171-0.012768i,-0.0061453+0.0093502i,0.0028882+0.024584i,0.020592+0.032712i,0.033941+0.036092i,0.033917+0.036695i,0.031834+0.037896i,0.034232+0.030436i
0.55129+0.19465i,0.55928+0.18321i,0.47184+0.12597i,0.45803+0.0064852i,0.42693-0.10507i,0.28934-0.10833i,0.1456-0.034601i,0.06516+0.0058711i,0.011699+0.0028402i,-0.021152+0.0021954i,-0.014141-0.0011126i,0.0033388-0.022941i,0.0048877-0.04587i,-0.0009572-0.05869i,-0.0047049-0.065334i,-0.0065926-0.069495i,-0.012564-0.072506i,-0.023197-0.066182i,-0.028535-0.047868i,-0.028007-0.029146i,-0.030863-0.018422i,-0.033927-0.016526i,-0.030367-0.016736i
-0.47665-0.35682i,-0.7148-0.22217i,-0.59247-0.0033771i,-0.3721+0.068928i,-0.28486+0.054967i,-0.1879+0.049933i,-0.074639+0.013045i,-0.037231-0.00050707i,-0.016053+0.03049i,0.0067169+0.04185i,-0.00022707+0.036032i,-0.021523+0.043029i,-0.036754+0.067252i,-0.036115+0.09441i,-0.023707+0.10325i,-0.010239+0.094792i,0.0030584+0.078985i,0.010051+0.053115i,0.0024239+0.020534i,-0.003106-0.0038818i,0.0084685-0.018001i,0.016212-0.027332i,0.0068866-0.025359i
0.17989-0.11156i,0.42121-0.19903i,0.34835-0.33249i,0.037493-0.32004i,-0.12749-0.18038i,-0.12293-0.10179i,-0.085523-0.078686i,-0.034788-0.053545i,0.0091181-0.031895i,0.024824-0.018624i,0.021885-0.011055i,0.023491-0.003627i,0.037271-0.013788i,0.041573-0.041696i,0.031696-0.056949i,0.01634-0.054676i,-0.001419-0.044477i,-0.01268-0.018385i,-0.0083462+0.017135i,-0.002227+0.040106i,-0.007567+0.051822i,-0.006054+0.05988i,0.0096873+0.052892i
-0.18942+0.49913i,-0.23672+0.59448i,-0.13242+0.54405i,0.10949+0.43278i,0.26402+0.28034i,0.21166+0.14249i,0.099354+0.087174i,0.063504+0.048839i,0.04728-0.015181i,0.010908-0.034386i,0.0039625-0.006356i,0.020862+0.0063586i,0.025747+0.0016559i,0.022258-0.0013006i,0.01885-0.0065718i,0.018813-0.014094i,0.021251-0.0168i,0.025443-0.019047i,0.030524-0.02764i,0.028905-0.038341i,0.017495-0.042518i,0.00072581-0.039273i,-0.011851-0.029731i
0.11721-0.38743i,0.021881-0.51642i,-0.082236-0.37581i,-0.13054-0.20121i,-0.14972-0.12432i,-0.12319-0.038378i,-0.052534+0.0098673i,-0.045039-0.0052498i,-0.075622+0.0085596i,-0.052603+0.023991i,-0.021095-0.0067576i,-0.029142-0.035981i,-0.05325-0.02965i,-0.066638-0.0012721i,-0.063967+0.027427i,-0.054616+0.046361i,-0.03907+0.057091i,-0.019107+0.049295i,-0.012768+0.019815i,-0.013663+0.000317i,0.0007282-0.00042036i,0.019501-0.0035493i,0.020525-0.0074128i
0.27659+0.17229i,0.42199+0.23167i,0.41323+0.048226i,0.21882-0.16037i,0.035268-0.16462i,0.0063167-0.092354i,0.017312-0.063863i,-0.0030022-0.022702i,-0.0058007+0.023265i,-0.0017307+0.025265i,-0.014153+0.014315i,-0.014253+0.023384i,0.01587+0.026276i,0.044588+0.0033215i,0.045665-0.021605i,0.030772-0.03429i,0.01477-0.044476i,-0.0077486-0.042395i,-0.028603-0.011333i,-0.035135+0.019184i,-0.038526+0.025776i,-0.038415+0.027193i,-0.020957+0.024847i
-0.5345-0.074881i,-0.69802-0.011703i,-0.5822+0.14614i,-0.27806+0.27664i,-0.022383+0.23765i,0.057396+0.090939i,0.015919+0.0079065i,0.0029268+0.010479i,0.037285+0.0035793i,0.032628-0.014706i,0.0026329-0.0005313i,-0.009199+0.017274i,-0.016507+0.018262i,-0.022483+0.018172i,-0.014633+0.022492i,0.005787+0.025395i,0.019796+0.018893i,0.02494+0.011546i,0.038346+0.0066415i,0.054649-0.0030011i,0.055207-0.016999i,0.038541-0.031065i,0.014981-0.033831i
0.41285-0.12009i,0.55937-0.24799i,0.41938-0.27059i,0.17942-0.19858i,0.045665-0.12179i,-0.019587-0.06152i,-0.02293-0.013839i,0.0041039-0.017044i,-0.0065656-0.029417i,-0.0049739-0.0023296i,0.033505+0.0085823i,0.0532-0.01521i,0.037877-0.032741i,0.017279-0.028123i,0.0095757-0.020118i,0.0029892-0.020275i,-0.0095072-0.0056281i,-0.010468+0.012644i,-0.004616+0.0025111i,-0.011533-0.015372i,-0.016843-0.0086683i,-0.0061738+0.011231i,0.0038073+0.019725i
-0.14532+0.33866i,-0.20947+0.442i,-0.097562+0.31571i,0.021093+0.070305i,-0.013505-0.055564i,-0.05372-0.030716i,-0.015665+0.0051862i,0.015095-0.0036782i,0.00076636-0.014274i,-0.020487-0.012386i,-0.031061-0.0085488i,-0.032317+0.002393i,-0.019981+0.016627i,-0.0043683+0.018334i,-0.0016626+0.0064758i,-0.0087511-0.0083048i,-0.010517-0.023101i,-0.012052-0.027876i,-0.028098-0.011157i,-0.041139+0.012094i,-0.040045+0.017072i,-0.038774+0.010465i,-0.029848+0.0084497i
-0.11696-0.39849i,-0.1929-0.43209i,-0.23925-0.24646i,-0.21488-0.020574i,-0.11459+0.073265i,-0.019809+0.062315i,0.0015423+0.010237i,-0.029097-0.01211i,-0.024906+0.0037744i,0.0021096+0.00051633i,0.00061115-0.01009i,-0.0079229-0.0080674i,-0.0073512-0.010421i,-0.0055674-0.014382i,-0.011291-0.0044807i,-0.020095+0.021708i,-0.016887+0.039943i,-0.0043846+0.029476i,0.012944+0.011618i,0.030665+0.0078637i,0.041032+0.0072146i,0.042876-0.003615i,0.033642-0.017056i
0.30698+0.25794i,0.50068+0.26398i,0.46455+0.11832i,0.25671+0.022793i,0.11155+0.058366i,0.061093+0.068506i,0.013095+0.02983i,-0.016724+0.0096935i,-0.021441+0.0079328i,-0.018227+0.021609i,-0.0055292+0.035881i,0.0043495+0.038399i,0.0054033+0.038619i,0.0058298+0.034526i,0.0168+0.023322i,0.03082+0.0053379i,0.025673-0.0066011i,0.01044-0.0019516i,0.0074021+0.00014379i,0.0088004-0.011212i,0.0024756-0.012013i,-0.001162+0.0059309i,0.0029357+0.017189i
-0.41231+0.0081503i,-0.57585+0.00034229i,-0.46606+0.02688i,-0.18516-0.0077979i,-0.018457-0.11839i,7.1368e-05-0.15569i,-0.0011669-0.091279i,0.0052464-0.027172i,0.0031809-0.0071408i,-0.0027395-0.015248i,-0.0087625-0.033336i,-0.017076-0.046576i,-0.024347-0.043602i,-0.028337-0.031525i,-0.028962-0.023189i,-0.018688-0.019562i,0.0021462-0.02102i,0.01018-0.020491i,-0.0059761-0.009838i,-0.023304-0.00022392i,-0.027581-0.0037619i,-0.029499-0.013701i,-0.031415-0.011946i
0.4062-0.20111i,0.44919-0.23745i,0.30653-0.15931i,0.13129-0.053212i,0.050837-0.0026672i,0.032015-0.0002066i,0.02482+0.0045717i,0.023519+0.022149i,0.026781+0.033076i,0.034028+0.02983i,0.042317+0.024952i,0.052515+0.019813i,0.066689+0.0096237i,0.072567+0.0046464i,0.059195+0.0059787i,0.027228+0.0078866i,-0.0061935+0.012869i,-0.014533+0.014862i,0.0047733+0.0076975i,0.023283-0.0025012i,0.026378-0.0098972i,0.025923-0.012144i,0.023855-0.012334i
-0.16449+0.23985i,-0.093507+0.33533i,0.0013615+0.2541i,-0.016332+0.14532i,-0.0848+0.14107i,-0.096844+0.14411i,-0.066044+0.086197i,-0.022394+0.023396i,0.0053068-0.013655i,-0.0098608-0.019732i,-0.038331-0.0027926i,-0.05458+0.014179i,-0.064903+0.016482i,-0.065336+0.0061484i,-0.047724-0.0099652i,-0.024964-0.025305i,-0.012409-0.028372i,-0.0095602-0.019495i,-0.012563-0.0096922i,-0.015776+0.0061792i,-0.011741+0.028718i,-0.0027711+0.041265i,0.0067791+0.034062i
-0.27392-0.21887i,-0.36263-0.24819i,-0.28944-0.17328i,-0.077998-0.15009i,0.058569-0.20498i,0.048618-0.19167i,0.021097-0.11812i,0.0014749-0.089006i,-0.032858-0.067633i,-0.035463-0.030577i,-0.017824-0.018238i,-0.016993-0.01964i,-0.021961-0.0091123i,-0.024822+0.003465i,-0.027488+0.01279i,-0.019207+0.028459i,0.0058276+0.035054i,0.022065+0.023058i,0.0094373+0.01129i,-0.010286+0.0039826i,-0.018145-0.0072324i,-0.020441-0.019149i,-0.023366-0.019931i
0.38498+0.29929i,0.50739+0.21603i,0.42878+0.065468i,0.21039-0.0085662i,0.062913-0.00099481i,0.051879+0.0070911i,0.049396-0.013669i,0.0026448-0.012172i,-0.021871+0.021054i,0.0019434+0.04071i,0.033753+0.036088i,0.054249+0.028512i,0.067736+0.032878i,0.067573+0.047733i,0.055992+0.057831i,0.040721+0.049083i,0.01551+0.026096i,-0.0068071+0.012027i,0.00277+0.015797i,0.032302+0.014899i,0.044888+0.0034289i,0.039807-0.0018039i,0.033153-0.0019622i
-0.066082-0.17416i,-0.2006-0.16578i,-0.27663-0.10977i,-0.31299-0.032129i,-0.29931+0.056849i,-0.21761+0.090605i,-0.13188+0.060067i,-0.075886+0.042863i,-0.020223+0.035286i,0.0074577-0.0016542i,-0.00014913-0.033241i,-0.0030196-0.049671i,0.0047256-0.075012i,0.013861-0.098211i,0.02084-0.10645i,0.016073-0.10483i,0.0028679-0.0851i,-0.0012813-0.05465i,8.1663e-06-0.040194i,-0.011576-0.032879i,-0.026457-0.010905i,-0.026615+0.013637i,-0.016435+0.021062i
0.058571-0.18597i,0.011967-0.098945i,0.0011733+0.037969i,0.11273+0.1278i,0.1962+0.10339i,0.13535+0.035291i,0.044362+0.029335i,0.023169+0.041954i,0.014066+0.015569i,-0.017575+0.0028028i,-0.04327+0.020745i,-0.064022+0.037249i,-0.079888+0.046875i,-0.080197+0.048059i,-0.074822+0.039485i,-0.068557+0.041182i,-0.046542+0.054767i,-0.019486+0.053742i,-0.01264+0.031236i,-0.016499+0.0045961i,-0.012202-0.019499i,-0.010684-0.037968i,-0.017946-0.036038i
-0.27221+0.17681i,-0.052477+0.18747i,0.14703+0.1133i,0.16779+0.064534i,0.14464+0.059955i,0.13936+0.034124i,0.10606-0.0018833i,0.065748-0.013603i,0.033773-0.010861i,0.011801-0.0017695i,0.0055409+0.0012504i,0.0051612+0.0055607i,0.0068347+0.019646i,0.0046679+0.026042i,0.0038488+0.024904i,0.013326+0.016995i,0.016769-0.0053007i,0.0030508-0.018315i,-0.0087948+0.0047015i,-0.0014355+0.04145i,0.012922+0.058819i,0.026926+0.054622i,0.036517+0.036561i
0.069906+0.086566i,0.01502+0.0068305i,-0.047665-0.071414i,-0.028327-0.20292i,-0.029287-0.29763i,-0.060459-0.23344i,-0.037111-0.13217i,-0.01593-0.10112i,-0.027552-0.067513i,-0.01645-0.021574i,0.012193-0.0029278i,0.04095-0.00011343i,0.068179-0.0037057i,0.082656-0.0051212i,0.083802-0.0023363i,0.075495-0.0099051i,0.059432-0.020431i,0.046525-0.021424i,0.045492-0.024001i,0.039031-0.032171i,0.014582-0.031053i,-0.010948-0.018935i,-0.019522-0.011052i
0.14878+0.14745i,0.028396+0.12034i,-0.016853+0.083237i,-0.0063167+0.049994i,-0.034256+0.012918i,-0.06851-0.0039213i,-0.059689+0.0078358i,-0.033201+0.028715i,-0.0075947+0.042406i,0.0060542+0.037253i,0.0010582+0.029844i,-0.01155+0.022529i,-0.033062+0.0049662i,-0.063646-0.0084084i,-0.089239-0.0063552i,-0.098298+0.011159i,-0.083972+0.031816i,-0.056376+0.032366i,-0.039728+0.0081422i,-0.031353-0.015117i,-0.014753-0.028424i,-0.00039306-0.038519i,-0.0024138-0.030504i
0.13926-0.5349i,0.15331-0.55065i,0.056694-0.45036i,-0.15928-0.27375i,-0.25996-0.065213i,-0.16673+0.047871i,-0.069535+0.045138i,-0.033101+0.033961i,-0.0023109+0.027927i,0.015162+0.0082414i,0.016323-0.012151i,0.017105-0.031901i,0.022179-0.037523i,0.036485-0.029818i,0.048716-0.031099i,0.042645-0.035231i,0.02446-0.034743i,0.0038961-0.027913i,-0.012537-0.0051517i,-0.018266+0.023376i,-0.013663+0.047672i,0.00055691+0.064654i,0.018304+0.060681i
-0.21459+0.30071i,-0.20197+0.51738i,-0.15297+0.50406i,-0.050375+0.35275i,0.044295+0.22411i,0.077176+0.13156i,0.07325+0.034503i,0.048778-0.066955i,0.0053753-0.11592i,-0.026972-0.091655i,-0.038957-0.050001i,-0.052009-0.021028i,-0.063597+0.0089405i,-0.053367+0.037982i,-0.016762+0.050711i,0.026158+0.039567i,0.042084+0.021578i,0.034984+0.018657i,0.036284+0.024548i,0.044822+0.020988i,0.03549+0.0037488i,0.0092289-0.015086i,-0.0055421-0.023481i
-0.36496+0.0037566i,-0.26792-0.12771i,-0.1279-0.087274i,-0.026395+0.094278i,0.039404+0.16521i,0.041581+0.072546i,-0.0095918-0.0035096i,-0.046366+0.023192i,-0.043394+0.071986i,-0.018264+0.075794i,0.0016223+0.049656i,0.0087341+0.032534i,0.014734+0.01757i,0.0074234-0.0088224i,-0.018865-0.022225i,-0.037819-0.013689i,-0.029847+0.0012979i,-0.0061623+0.0031969i,0.0012436-0.017285i,-0.012104-0.038589i,-0.017004-0.044346i,-0.004948-0.043621i,0.00043616-0.040739i
0.59516+0.12432i,0.65014-0.0041596i,0.53399-0.10525i,0.43048-0.18843i,0.33824-0.25553i,0.19365-0.228i,0.056334-0.1136i,-0.015946-0.019558i,-0.033366+0.013646i,-0.024577+0.016568i,-0.0093225+0.01707i,0.010399+0.027185i,0.037064+0.037819i,0.055527+0.032068i,0.045398+0.013681i,0.014453-0.005149i,-0.013691-0.022711i,-0.030594-0.031004i,-0.035979-0.020118i,-0.031995+0.0010367i,-0.023553+0.023339i,-0.014931+0.044695i,-0.0089751+0.051681i
-0.22786+0.084217i,-0.43019+0.2728i,-0.32493+0.33921i,-0.099076+0.17628i,-0.020119+0.01209i,-0.019015+0.0039879i,0.015569+0.028683i,0.049291+0.014389i,0.054902-0.0012699i,0.031231-0.0064362i,-0.0030166+0.00025173i,-0.01946-0.0022871i,-0.029918-0.025802i,-0.038463-0.041395i,-0.026684-0.040403i,-0.0048655-0.029719i,0.0016025-0.013198i,-0.0044335+0.001198i,-0.0064699+0.011199i,-0.0017005+0.017089i,-0.0011271+0.013117i,-0.0086895+0.0033537i,-0.0079155+0.0022079i
0.15421-0.64425i,0.18468-0.77079i,0.038017-0.7478i,-0.22504-0.55273i,-0.37743-0.2902i,-0.32993-0.094477i,-0.18101-0.018579i,-0.063872-0.020377i,-0.021607-0.014054i,-0.00023513+0.0058666i,0.018053-0.0021626i,0.020584-0.024308i,0.0075213-0.027683i,-0.018397-0.0091155i,-0.03532+0.013568i,-0.034382+0.030485i,-0.018251+0.048319i,0.0071546+0.058713i,0.027817+0.045024i,0.042751+0.015404i,0.053344-0.013504i,0.053549-0.035116i,0.039593-0.04329i
-0.2483+0.55915i,-0.080934+0.69993i,0.04945+0.55276i,0.053213+0.34542i,0.053547+0.22521i,0.076431+0.11823i,0.060744+0.0149i,0.033651-0.046778i,0.012918-0.072431i,-0.003013-0.056578i,0.00041454-0.01931i,0.0067853+0.0091954i,0.0042837+0.033647i,0.0082174+0.052258i,0.013934+0.059158i,0.026182+0.052986i,0.046269+0.017277i,0.04098-0.026542i,0.0073126-0.028361i,-0.018441+0.00075348i,-0.026248+0.021962i,-0.023452+0.028833i,-0.014551+0.02129i
-0.16134-0.15609i,-0.24132-0.23262i,-0.26827-0.099445i,-0.16596+0.053622i,-0.0044356+0.098421i,0.10346+0.076169i,0.10283+0.039535i,0.029587+0.038893i,-0.01692+0.06582i,-0.019431+0.073165i,-0.013421+0.063445i,-0.0095445+0.05463i,0.01187+0.045006i,0.057331+0.027743i,0.097469-0.00070751i,0.099506-0.040816i,0.059785-0.069792i,0.019436-0.069584i,0.0079357-0.061265i,-0.0053317-0.058879i,-0.037789-0.043027i,-0.056954-0.0087866i,-0.043262+0.02181i
0.51169+0.18362i,0.48044+0.010691i,0.3218-0.146i,0.21163-0.14399i,0.14718-0.10261i,0.060557-0.10381i,-0.0087345-0.087937i,-0.024862-0.067778i,-0.024345-0.071796i,-0.024463-0.079408i,-0.028471-0.090459i,-0.033834-0.10009i,-0.035399-0.10953i,-0.055645-0.12725i,-0.099597-0.13887i,-0.14959-0.11811i,-0.17514-0.051919i,-0.14343+0.021625i,-0.071044+0.050183i,-0.0022417+0.042729i,0.047851+0.029427i,0.07146+0.010503i,0.055113-0.0089949i
-0.30154-0.27003i,-0.38257-0.063449i,-0.25135+0.16571i,-0.15583+0.16265i,-0.21672+0.016492i,-0.26642-0.055598i,-0.20407-0.031558i,-0.10692+0.021439i,-0.035402+0.05941i,-0.00045726+0.063965i,0.0020589+0.050872i,-0.012694+0.03935i,-0.036128+0.036004i,-0.060436+0.051039i,-0.059208+0.088229i,-0.014438+0.12813i,0.05528+0.13161i,0.083716+0.083196i,0.033678+0.026974i,-0.026665+0.0088727i,-0.040476+0.011465i,-0.028838+0.005669i,-0.012579-0.005757i
0.2771+0.020762i,0.42213+0.090862i,0.40854+0.00084737i,0.30108-0.14102i,0.21925-0.15311i,0.181-0.068043i,0.12827-0.048964i,0.043441-0.086314i,-0.027423-0.069717i,-0.040401-0.0089818i,-0.015204+0.035497i,0.0055136+0.054327i,0.0074581+0.076041i,0.015987+0.11168i,0.046523+0.13221i,0.082978+0.10758i,0.092692+0.04274i,0.069762-0.0098755i,0.049062-0.012023i,0.03534-0.001904i,0.0090067-0.011949i,-0.017994-0.014637i,-0.023384+0.0004427i
-0.63921+0.17929i,-0.65191+0.14026i,-0.45466+0.088056i,-0.20808+0.15071i,-0.027907+0.23107i,0.050977+0.19649i,0.052091+0.11462i,0.044501+0.067543i,0.057072+0.027936i,0.056096-0.020298i,0.032123-0.044449i,0.030044-0.03919i,0.0684-0.038838i,0.11121-0.067788i,0.11707-0.12296i,0.067573-0.16832i,-0.016623-0.16088i,-0.072099-0.10137i,-0.061364-0.03989i,-0.024148-0.012543i,0.0034698+0.0012364i,0.023195+0.014097i,0.026605+0.017322i
0.53563-0.18185i,0.61195-0.31907i,0.42506-0.31017i,0.14427-0.30045i,-0.080245-0.32651i,-0.17827-0.26893i,-0.15318-0.15185i,-0.11304-0.048733i,-0.087068+0.035607i,-0.041162+0.069761i,-0.011545+0.04561i,-0.02338+0.012859i,-0.051339-0.013595i,-0.08264-0.039836i,-0.1055-0.045414i,-0.10624-0.017024i,-0.069732+0.031875i,-0.010149+0.053287i,0.024076+0.027293i,0.028578+0.0043153i,0.025388+0.0051502i,0.018469+0.0085089i,0.019805+0.0031536i
0.023652+0.29171i,-0.0058895+0.24384i,0.022023+0.039424i,0.055103-0.087956i,0.076408-0.066586i,0.048502-0.020764i,-0.013058+0.011647i,-0.0049273+0.021737i,0.019335-0.0113i,-0.011671-0.021444i,-0.024185+0.010204i,0.00052883+0.025595i,0.009914+0.023205i,-0.013697+0.029695i,-0.047334+0.048983i,-0.051422+0.062659i,-0.029713+0.042152i,-0.021698+0.0086604i,-0.031739+0.003777i,-0.037575+0.0071953i,-0.038329-0.011707i,-0.041293-0.04058i,-0.04356-0.055769i
-0.26761-0.56204i,-0.52287-0.45281i,-0.57993-0.13449i,-0.38504+0.070089i,-0.14213+0.11098i,0.022034+0.10648i,0.094226+0.064642i,0.068748+0.013592i,0.015756-0.0036511i,-0.016012-0.011847i,-0.043817-0.0083038i,-0.048984+0.011328i,-0.019736+0.029317i,0.029909+0.05562i,0.086542+0.081064i,0.12388+0.066731i,0.11458+0.023359i,0.077287-0.00094278i,0.059165-0.0048045i,0.049476-0.011221i,0.027894-0.00065532i,0.018705+0.03371i,0.015709+0.054619i
0.27475+0.42533i,0.64843+0.402i,0.77045+0.098619i,0.53467-0.14902i,0.2225-0.18662i,0.041923-0.14576i,-0.026056-0.12451i,-0.043533-0.10894i,-0.052057-0.049433i,-0.015785+0.037151i,0.05602+0.042804i,0.078129-0.022695i,0.050472-0.078276i,0.0095271-0.1101i,-0.039652-0.1299i,-0.094196-0.13268i,-0.12978-0.10161i,-0.12102-0.065192i,-0.097694-0.054841i,-0.086428-0.036714i,-0.070193-0.0010443i,-0.043042+0.025333i,-0.0082644+0.035492i
-0.66043-0.10485i,-0.94903+0.10425i,-0.90788+0.40213i,-0.62059+0.44943i,-0.36347+0.25146i,-0.20384+0.053423i,-0.13483-0.011679i,-0.14977+0.04215i,-0.13466+0.1139i,-0.091495+0.094607i,-0.086534+0.032418i,-0.093288+0.00574i,-0.080731+0.0067299i,-0.059916+0.005494i,-0.048981+0.0078312i,-0.04185+0.039768i,-0.015917+0.080815i,0.0087486+0.098251i,0.0070079+0.098998i,0.014601+0.082919i,0.040033+0.034073i,0.035691-0.029857i,0.0037779-0.060461i
0.70698+0.098679i,0.80416-0.1163i,0.68381-0.2552i,0.59212-0.25596i,0.4938-0.22918i,0.3003-0.14814i,0.2045-0.050278i,0.2258-0.065125i,0.18965-0.11262i,0.12131-0.080431i,0.069348-0.034301i,0.013969-0.0075202i,-0.027098+0.025179i,-0.033331+0.051708i,-0.013592+0.06336i,0.020563+0.058234i,0.040652+0.029655i,0.030404+0.0070956i,0.023114+0.023237i,0.034066+0.039944i,0.042553+0.035249i,0.048452+0.033663i,0.050476+0.019645i
-0.50407-0.066427i,-0.50259+0.098284i,-0.26052+0.17389i,-0.085787+0.13887i,-0.03424+0.097233i,0.05601-0.0066237i,0.064736-0.22912i,-0.095043-0.33736i,-0.21801-0.20383i,-0.19392-0.037568i,-0.13866+0.026356i,-0.10648+0.054587i,-0.053202+0.091203i,0.011704+0.11779i,0.081205+0.10376i,0.13968+0.032107i,0.12798-0.051364i,0.064744-0.087519i,0.011736-0.085157i,-0.034801-0.066083i,-0.070838-0.020144i,-0.069266+0.033252i,-0.042476+0.055066i
0.058997+8.1307i,3.3494+7.7666i,6.7952+7.0462i,7.4417+3.8498i,5.9073+0.29529i,2.9425-2.0387i,-0.29143-1.9321i,-1.9144-0.38015i,-1.4923+0.92823i,-0.093801+0.91041i,0.60087-0.31649i,0.21931-1.2866i,-0.18494-1.253i,-0.18346-0.80033i,0.0095106-0.55515i,0.094776-0.47321i,-0.07512-0.27718i,-0.26044+0.11739i,-0.19716+0.53164i,0.023355+0.7186i,0.21548+0.71216i,0.35909+0.69024i,0.50597+0.6042i
