-0.0026099+0.0011001i,-0.0011436-0.0013677i,-0.0025915-0.0021024i,-0.0022352-0.00035285i,-0.00023577+0.0019965i,0.0017627+0.0019378i,0.0015496+0.0010077i,0.00024668+0.00080581i,0.00083702+0.00086799i,0.0015106-6.7192e-05i,0.00065462-0.0011236i,-0.00029776-0.0011889i,-0.00071564-0.0010598i,-0.00057688-0.0011608i,2.508e-05-0.000339i,0.00030549+0.00046151i,0.00064998+0.00037057i,0.0001707-0.00044534i,-0.0004253-0.0012245i,-0.00023034-0.0010751i,0.00013878-0.00038922i,0.00036593+2.1834e-05i,0.00029931+0.00023725i
0.0017531-0.00034118i,0.0016577+0.00064318i,0.0015408-0.00048026i,0.00041212-0.0017846i,-0.00037399-0.00072484i,-0.00014133+0.0009872i,0.00064079+0.0012371i,0.0003267+0.0011904i,-0.00010358+0.00026693i,0.00025482-0.00013192i,5.5854e-05+0.00019367i,1.3982e-05+0.00029532i,-0.00022496+2.1248e-05i,-0.00066866-0.00020753i,-0.00041247-0.00023723i,-0.00033887-0.00020956i,-0.00024711-0.00037373i,0.00017205-0.00080238i,0.00022928-0.00070098i,0.00011071-0.00018388i,3.604e-05+8.3774e-05i,0.00018917-0.00016945i,0.00037445+2.2416e-05i
-0.00072911+0.0003064i,-0.0012127+0.00058173i,-0.0023656+0.00051684i,-0.0015776+0.00018227i,7.8483e-05+0.00025152i,0.0012722+0.0006139i,0.0010854+0.00022828i,0.00025058-0.00035087i,0.00017141+0.00072444i,0.00072221+0.0017365i,-7.247e-06+0.001511i,-0.00057517+0.00050568i,-2.3534e-05-0.00024794i,0.00014945+3.3659e-05i,0.00080838+0.0004748i,0.0010871+0.00044632i,-0.00026572+0.00024723i,-0.0012065+0.00023647i,-0.00093727-9.8419e-05i,-0.00010207-0.0012226i,0.00014605-0.0016578i,-0.00040484-0.0010013i,-0.00037268-0.0002082i
0.00031533-0.0013985i,0.00074691-0.00038063i,0.0008+0.000353i,0.00030442+0.0015828i,0.00031678+0.0021312i,0.00085052+0.0025096i,0.001413+0.0023086i,0.00098938+0.0018647i,0.00036503+0.0020343i,-0.00012498+0.0017302i,-0.0010234+0.00073501i,-0.0011197+0.00015138i,-0.00034459-0.00011199i,0.00049809-0.00056353i,0.00045723-8.5458e-06i,-2.7119e-06+0.00071111i,0.00022907+0.00089129i,0.00047996+0.0002802i,0.00037851-0.00045094i,0.00039327-9.5183e-06i,0.00090403+0.00027834i,0.00076257-0.00035782i,0.00020246-0.00077714i
-0.00026586+0.00011162i,-0.00071557+0.00049832i,0.00035609-0.00015646i,0.00080985-0.0010885i,0.00036983-4.9324e-05i,-0.00052991+0.00079031i,-0.0013076+0.00047554i,-0.0017598+0.00066045i,-0.0014402+0.0010323i,-0.00050323+0.00025285i,-0.00018653-0.00069863i,-0.00052061-0.00097634i,-0.00056265-0.00028019i,0.00028876+2.7191e-05i,0.00065337-0.00063394i,-1.8986e-05-0.00023652i,-0.00079867+0.00020521i,-0.00068774+4.0872e-06i,0.00019031+0.00024417i,0.00089959+3.6087e-05i,0.00085871-0.00052926i,0.00011492-0.0004545i,-0.00052298-0.00017307i
-0.00013775+0.0010539i,0.00023256+0.0011079i,0.00014106+0.00029677i,-0.00028664-0.00019096i,0.00038736+0.00044457i,0.0017547+0.0014072i,0.0014771+0.0017118i,0.00051992+0.001902i,-4.9279e-05+0.0015541i,-0.00023415+0.00054389i,-0.00032833-0.00013694i,-0.00025842+0.00019013i,-0.00049454+0.001035i,0.00029656+0.0012964i,0.00098476+0.0010806i,0.00041617+5.9736e-05i,-0.00016567-0.00058182i,-0.00060559-0.0004439i,-0.0013493-0.00077924i,-0.0005312-0.00083079i,-0.00037084-0.00026265i,-0.00061441-0.00044313i,-4.3636e-05-0.00063251i
-0.00089326+0.0014681i,-0.00056351+0.0004679i,-0.0011026+5.423e-05i,-0.00032+0.00068944i,0.00076878-0.00023463i,0.0010499-0.00098847i,0.00011295-0.00021993i,-0.0011557+0.00051478i,-0.00096383-6.3306e-05i,-0.00020605-0.00058798i,-0.00036283-0.00047434i,-0.00038311+8.3894e-05i,-0.00035369-0.00028563i,-5.0414e-05-0.00083879i,0.00033585+7.837e-06i,0.00017817+0.00077285i,-0.00027895+0.00053235i,-0.00049884+0.00030496i,-0.00010277+0.00011677i,0.00034694-0.00016025i,0.00039021-0.00043575i,0.00019182-0.00018008i,-0.00016641+0.00098995i
0.0012826+0.001252i,0.0016067+0.00087854i,0.0025048-0.00074896i,0.0022827-0.00054117i,0.0019138+9.378e-05i,0.0017855+9.8366e-06i,0.0016865+0.00042558i,0.0011384+0.00088295i,0.0004375+0.00077942i,-2.8556e-05+0.00029408i,-1.6961e-05-0.00022243i,-0.00010145-0.00049554i,-0.00023798-0.0003446i,0.00042432+0.00011807i,0.0003476+0.00015318i,-0.00022373-7.1792e-05i,-1.053e-05+0.00044123i,-0.00026877+0.00053111i,-0.00085715-9.0672e-05i,-0.00017053-3.2313e-05i,0.0007519-0.00037345i,0.0010025-0.00090462i,0.00063137-0.00069134i
-0.0014672-0.00018383i,-0.0011444-0.00072899i,-0.0017128-2.6916e-06i,-0.0011059-7.2184e-05i,0.00095305+0.00055679i,0.0021799+0.0022649i,0.00080269+0.0016402i,-4.828e-05+0.00042511i,0.00048037+0.0006906i,-6.7713e-05+0.0011001i,-0.00048522+0.0006168i,5.5756e-05+6.0104e-05i,0.00030162-0.00045998i,0.00022459-0.00022489i,0.00019755+0.00064762i,0.00014184+0.00072672i,-0.00050845+0.00054513i,-0.00072727+0.00072076i,-0.00065213+0.0007587i,-0.00027439+0.00056478i,-0.00044983+0.00047555i,-0.00043605-0.00016279i,0.00028214-0.00032216i
0.00074624+2.6774e-05i,0.00010333+4.7e-05i,0.00020947-0.00017414i,-0.00064512+0.00044024i,-0.00090741+0.00099126i,0.00097016+0.00056977i,0.001288+0.00047982i,-2.9583e-05-0.00010138i,-0.00038166-2.1148e-05i,-0.001128+0.00063638i,-0.001243+0.00023041i,-0.00088759+0.00017601i,-0.0011758+0.00059047i,-0.00073134+0.00087081i,-0.0001649+0.00034779i,-4.4333e-05-0.00021575i,-0.00020695-3.5128e-05i,-6.6275e-05-0.00021011i,0.00031712-0.0007868i,0.00033578-0.00076465i,0.00030175-0.00097102i,0.00025203-0.0012841i,0.00035604-0.00041674i
-0.00019734+2.07e-05i,1.6087e-06+0.00070065i,0.00094904+0.0013058i,0.0011655+0.00090728i,0.0012512+0.00064531i,0.0016518+0.0010812i,0.0012715+0.0010318i,0.00060229+0.00076626i,-0.00039597+0.0012012i,-0.00073121+0.0013452i,5.0512e-05+0.0006379i,0.0005162+0.00021982i,-9.0724e-05+0.00020166i,-0.00057873-0.00060727i,-2.7556e-05-0.00099135i,0.00051782-0.00052758i,0.00052087-0.00068167i,0.00073162-0.00039512i,-3.5864e-05+0.00025929i,-0.0010908-0.00028633i,-0.00037446-0.00045011i,0.00051327-0.00037856i,0.00098494-0.00054678i
0.00027306-0.00097677i,1.0551e-05-0.000962i,9.3846e-05-0.00071968i,0.00057992-0.0011398i,0.0010369-0.00077333i,0.0011479+0.0002414i,0.00077592+0.0012385i,0.00024377+0.0016225i,0.00012204+0.0010751i,-1.1147e-05+0.00030466i,-0.0007425+0.00010701i,-0.00079193-0.00029706i,-0.00017299-0.00053305i,0.00052836+4.7001e-05i,0.00059076-0.00011961i,8.4367e-05-0.0003813i,0.00021054+0.00010651i,6.75e-05+0.00027836i,-0.00025104-4.1133e-05i,0.00011449-0.00082729i,0.00050132-0.00095095i,0.00077416-0.00018543i,0.00027425+0.00018139i
-9.8709e-05+0.00093106i,-0.00034753+0.00055856i,-0.00090376+0.0021712i,-0.00076436+0.0026448i,-8.3971e-05+0.0018018i,0.00055384+0.001282i,0.00015509+0.0015601i,-0.00039204+0.0021049i,-0.00057674+0.0013797i,-6.2428e-05-0.00012229i,0.00044082-0.00081695i,7.4103e-05-0.00058596i,-0.00085103-0.00040288i,-0.00057804-0.00077344i,0.00049416+0.00015341i,0.00012948+0.00068437i,-0.00019824+0.00035986i,0.00045181-0.00017337i,0.00016598-0.00039995i,-0.00065125-0.00015689i,-0.00057158-0.00029782i,-0.00052715-0.00045286i,-0.00039919-0.00071543i
-0.00098387+0.0010328i,-0.00082703+0.00095692i,0.0008322+0.0014944i,0.00145+0.00070464i,0.0015078+0.00022743i,0.0012346+0.00020949i,0.0011734+0.00047833i,0.00073274+0.00087932i,0.00014435+0.0010958i,-0.00013803+0.00086833i,-0.00045261+0.00011563i,-0.00055548+9.7745e-05i,-0.00046112+0.00058262i,-0.00059967+0.00061552i,-0.0010352+0.00080933i,-0.0010671+0.00051819i,-0.00013007+0.0004882i,0.00080603+0.0011452i,0.00064988+0.00074683i,0.00041498-0.00030487i,0.00032466-0.00036978i,0.00011926+0.00010486i,0.00020175+0.00030376i
0.00081674-0.00079609i,0.00061905-0.00087369i,0.00024751-0.00093554i,0.00022778-0.00076279i,0.0011048+0.00027695i,0.0019051+0.0015434i,0.0012122+0.0016927i,-0.00015432+0.0021111i,-0.00093023+0.0018052i,-9.6228e-05+0.00032567i,0.00042703-0.00040956i,-0.00024395-0.00060311i,-0.00022898-0.00055756i,0.00040442-0.00019051i,0.00075615-0.00016941i,0.00087974-0.00020054i,0.00025336+0.00012971i,-0.00035835+0.00011431i,-0.00038825-3.8471e-05i,-0.00050009+7.3907e-05i,-0.00024631+0.00023849i,-0.00026076+0.00018087i,0.00017622-0.00027776i
-0.00066168+0.000514i,-0.0011221+0.00030817i,-0.0018047+0.00029652i,-0.0017375-0.00067521i,-0.00066174-0.0009758i,-0.00025495-0.00064733i,-0.00033991-0.00044695i,-0.00058752+0.0004031i,-0.00052605+0.0013951i,0.00027872+0.0011381i,0.00058655-0.00015033i,0.00045174-0.00012428i,0.00073466-0.00047971i,0.00045978-0.00038806i,-0.00070636+0.00026934i,-0.0006061-3.2264e-05i,0.00046378-0.00071203i,-5.0319e-06-0.0010726i,-0.00073452-0.00073629i,-0.00043803-0.00033545i,0.00017899+9.4775e-05i,0.00021098+0.0005242i,6.6838e-05+0.00019028i
-0.00010338+0.00044784i,3.3349e-05-0.00087554i,-0.00048271-0.0012147i,-0.0002248-0.00057475i,0.0011171+0.00074292i,0.0017072+0.0014156i,0.0011994+0.0015185i,-0.0002713+0.0013681i,-0.00089599+0.00096985i,-0.00075011+0.00043796i,-0.0011384+0.00051791i,-0.000696+0.0009999i,-0.0001217+0.0012479i,-0.00073436+0.00090234i,-0.0012922+4.0903e-05i,-0.00095104-0.0005504i,4.8294e-06-0.00097098i,-0.00017155-0.0013113i,-0.00016431-0.00068764i,0.00026038+0.00032934i,-0.00030778+0.00044576i,-0.00056095-2.8673e-06i,-0.00046962-0.00034765i
0.0011455-0.00051893i,0.0019011+0.00082475i,0.0019259+0.00099966i,0.0024231+0.00065643i,0.0026762+0.00070491i,0.002409+0.0008141i,0.0010635+0.0007203i,-0.00087075+0.00032321i,-0.001119+0.00025144i,-0.00051783+0.00039254i,-0.00035821+0.0006174i,-0.00039201+9.0813e-06i,-0.00029734-0.00086057i,-3.6897e-05-0.00033216i,-8.7966e-05-0.00019493i,0.00019776-0.00041907i,0.0006966-7.923e-05i,0.000935+0.00039203i,0.00094197+0.00081973i,0.00052587+0.00058681i,0.00067838-0.00037171i,-0.00025593-0.00037065i,-0.00084143+0.00034271i
-0.00025976+0.0004307i,-0.00042922-2.9101e-05i,-0.0016332-0.00061647i,-0.001419-0.0013139i,0.00044211-0.0014035i,0.00070662-0.0008715i,5.3802e-05-0.00050432i,-0.00059457+4.4643e-06i,-0.00040725+0.00025558i,0.00021341-0.00040502i,0.00027264-0.00061283i,0.00011122-0.000106i,0.0003689+0.00023457i,0.00028889+0.00081348i,5.5333e-05+0.0013813i,0.00049854+0.00031008i,0.00029709-0.00017825i,-3.7781e-05-2.5798e-05i,-0.00022361-0.00061165i,3.7135e-05-0.00056073i,-0.00030708-0.00051778i,-0.00097835-0.00075189i,-0.0005057-0.0011692i
0.00081016-0.00097702i,8.1962e-05-0.00073071i,-9.4071e-05-8.1054e-05i,0.00013427+0.0011281i,0.00044663+0.0014646i,0.00077066+0.0011468i,0.00083969+0.00093074i,0.00047774+0.00041714i,3.475e-05+0.00029358i,0.00020857+0.00086318i,0.00014137+0.00095853i,-0.00017413+0.00038142i,0.00030669+0.0007016i,0.00067489+0.0013607i,0.00046707+0.00076408i,0.00073214+0.00039479i,0.00056811+0.00061203i,0.0006007+0.00043531i,0.00056438+0.00012333i,-6.2005e-05+0.00010766i,-8.0687e-05+1.4606e-05i,9.7233e-05-0.00027728i,-5.3711e-05-0.00023877i
0.00045955+0.0018568i,0.0013691+0.0013687i,0.0030223+0.0014527i,0.0034896+0.0010617i,0.0031941-0.00023884i,0.0024366-0.00083118i,0.00076777-0.00036002i,-0.00061167+0.00038202i,-0.00038492+0.00050507i,0.0001176+0.00061413i,-0.00070355+0.0010285i,-0.00099844+0.00089777i,-0.00091054+0.00080908i,-0.0011561+0.00049187i,-0.0013741+0.00026094i,-0.00029002+0.00023675i,0.00076286+0.00035613i,0.00075873+0.00023287i,-6.8603e-05-0.00028899i,-0.00031975+3.2465e-05i,-0.00030534+0.00066709i,-0.00050549+0.00083257i,-0.00027017+0.0002356i
-0.0010638-0.00034593i,-0.0018504+2.5771e-06i,-0.0024765-0.00061977i,-0.0018259-0.0010066i,-0.00050968-0.0004218i,6.7929e-06+0.00021922i,0.00032122+0.00015171i,-0.00018501+0.0004062i,-0.00050918+0.00087437i,-6.5248e-05+0.001224i,-0.00045253+0.0011155i,-0.0011136+0.00039883i,-0.00054614-0.00083314i,-0.00015991-0.00064203i,-6.2242e-05-4.3246e-05i,0.00011542+1.9154e-05i,0.00034046+3.7742e-06i,0.00054943+8.5703e-05i,0.00055677-0.00054698i,0.00040131-0.0013261i,0.0003228-0.00077937i,0.00024248+1.1781e-05i,0.00018566-0.00047061i
-0.00098204-0.0018775i,-0.00028053-0.0024258i,-0.0012097-0.0009656i,-0.0019623+0.0014565i,-0.00063807+0.0028353i,0.0013148+0.0020198i,0.0018205+0.00069163i,0.00067841+0.00032393i,-0.0002451+0.00032985i,-0.00017242-1.793e-05i,0.00010961-0.00030379i,-3.4159e-05+7.7718e-05i,0.00024563+0.00057079i,0.00038645+0.00021595i,-0.00012531-0.00041848i,-0.00017004-8.4554e-05i,0.00018995+0.0001704i,-0.00044326+0.00032773i,-0.0007335+7.505e-05i,-0.00052772-0.0012992i,0.00029233-0.0013016i,0.00090561-3.1839e-05i,0.00084933+0.00087888i
0.0011399+0.0013761i,0.001831+0.0019834i,0.001962+0.0014087i,0.0016108+0.00092732i,0.00092682+0.0011555i,0.00093071+0.0010782i,0.00061947+0.00086223i,-0.00033342+0.00078613i,-0.00018181+3.6108e-05i,-8.6643e-05-9.4923e-05i,-0.00049228+0.00054232i,-0.00089601+0.00040802i,-0.0013488-0.0005131i,-0.00030113-0.00011241i,7.6461e-05+0.0004562i,-0.00066322+1.9524e-05i,-0.00027736-1.3364e-05i,-0.0002871-0.00035812i,-0.00017447-0.00040022i,-1.2777e-05-0.00031634i,0.00039477-0.00036059i,0.00065215+8.9719e-06i,0.00040752+5.6394e-05i
-0.0019684-0.00034269i,-0.0022841+0.00084896i,-0.0017243+0.0014645i,-0.00052866+0.0014006i,7.0469e-05+0.0016673i,0.0016621+0.001817i,0.0020553+0.00095092i,0.0012824+5.9249e-05i,0.00034902+9.8451e-05i,-0.00017753+0.00011578i,-0.00065126+2.1498e-05i,-0.0010205+7.2627e-05i,-0.0013122-0.00010947i,-0.00086952-0.00050201i,-2.0098e-05-0.00080742i,0.00051095-0.0011267i,0.00041485-0.00048113i,-0.00020382+0.00016553i,0.00027685+2.5338e-05i,0.00045251+0.00046054i,0.00021635+0.00037452i,0.00013334+3.5293e-05i,-0.00021018-0.00056695i
0.0018033-0.00083709i,0.00054659-0.00055217i,-0.00040177-0.0015058i,-0.0012202-0.0018137i,-0.0011438-0.00020042i,0.00071907+0.0013816i,0.0018433+0.0016444i,0.00095876+0.00095319i,0.00013274+0.00016623i,-0.00033914-0.00010252i,-0.00014828-0.00040499i,0.00061332+3.0288e-05i,0.00068185+0.00038099i,0.00043536-0.0002436i,0.00027746-0.00039335i,-5.7667e-05-4.8249e-05i,-0.00018754-0.00028891i,2.0425e-05-0.00085273i,0.00012898-0.00037366i,-0.00027249+0.00039583i,-0.00066383+0.0005167i,-0.00056011+1.414e-05i,-0.00014529-0.00080559i
0.00073905+0.0027462i,0.00064458+0.0034073i,0.0020387+0.0031919i,0.0032924+0.0018126i,0.0029019+0.0012114i,0.00090778+0.00059807i,-0.00048763-8.9409e-05i,-0.00017642-0.00010591i,0.00045532-0.00038243i,0.00097868-0.00092394i,0.0010447-0.00097597i,0.00019556-0.00030574i,-0.00018339+0.00071194i,-3.9913e-05+0.00082191i,-0.00068273+0.0011025i,-0.00090807+0.00060601i,-0.00043774-0.00015806i,9.5934e-05+0.00036642i,0.00082572+0.00031854i,1.1636e-05-0.00027757i,-0.00055336-0.00028425i,-7.9897e-05-0.00038364i,0.00036174+0.00055223i
0.00042126-0.0010338i,-0.0012928-0.0013808i,-0.00091764-0.0015371i,-0.00094552-0.0010332i,-0.0008246-0.00011917i,0.00025244+0.0014957i,0.00042102+0.0011913i,0.00015621+2.4809e-05i,0.00059213-7.7276e-07i,0.00065276-0.00038161i,0.00010111-8.0624e-05i,-8.4453e-06+0.001117i,0.00042846+0.0011287i,-9.0133e-05+2.2541e-05i,-7.5357e-05-0.000641i,0.00045592-0.00082511i,0.00035539-0.00052771i,-0.00045601-0.00026702i,-0.00027832-0.00080111i,0.00044833-0.00051565i,-0.00037618+0.0004382i,-0.00094559+0.00044181i,-0.00072696+0.00038637i
0.0014798+0.00041664i,0.0010017-0.00056638i,-0.00067491-0.0015535i,-0.0026928-0.0012553i,-0.0014915+5.6087e-05i,-8.5142e-05+0.00075911i,-0.0005935+0.0010008i,-0.0010475+0.00057327i,-0.00096004+0.00065196i,-0.00014745+0.00075684i,3.6004e-05+0.00029954i,0.00017331+1.8465e-05i,-2.6181e-05+0.00034095i,-0.0011157+0.00018274i,-0.00078857+0.00014703i,0.00021533+0.00091095i,0.00033292+0.00067726i,0.00016113+0.00050144i,-0.00015546+0.00065096i,1.337e-05+0.0006981i,0.00011977+0.00061098i,0.00043253+0.00015729i,0.00090475+0.00032758i
-0.0014632+0.00048348i,-0.0010196-0.00032898i,5.1044e-05-0.00091576i,0.0010429-0.00057456i,0.00092026-0.00036393i,0.0012265-0.00014883i,0.0014642+0.00025766i,0.00088893+0.00081648i,0.00043388+0.0015236i,0.00027152+0.0014728i,-0.00061403+0.00048355i,-0.000986-0.00018672i,0.0001885-2.9121e-05i,0.00028047-7.8953e-05i,-0.00023259-7.0678e-05i,0.00079812+0.00035442i,0.00033433+0.00026478i,-0.00072406-0.00069871i,-0.00081757-0.0011713i,-0.00065154-0.00053625i,-0.00010966+8.1933e-05i,-3.5614e-05+0.00059052i,-7.0266e-05+0.00041743i
0.0012458-0.00010136i,0.00089399-0.00025371i,0.0010103+0.0002321i,0.00044733-2.7989e-05i,-0.00025458-0.00011277i,-0.00021164+0.00094682i,-0.00020328+0.0011575i,-0.00030096+0.00071059i,0.00036727+0.00034507i,-2.4096e-05+6.2384e-05i,6.0339e-05-0.00014854i,0.00047961-0.0005321i,0.00032791+0.00020437i,0.00043227+0.00030816i,0.00034461+0.00053931i,-0.00016921+0.00078607i,-0.0010046-0.00022523i,-0.0010021-0.00034418i,-0.00011657-0.0002262i,0.0004922+9.7813e-05i,0.00053038+0.00017873i,0.00040046-0.00034998i,-0.00031209-0.00080713i
0.0014532+0.0013877i,0.0008059+0.0013996i,-0.00084728+0.00012237i,-0.0001938-0.00014841i,0.001685-0.00066768i,0.001508-0.00068024i,0.00016687-0.00023843i,-0.00065324+0.00031774i,0.00025447+0.00079627i,0.0013188+0.00010367i,0.0010073+6.7721e-05i,0.00034188+0.00028623i,0.00016012-0.00019303i,0.00035897+9.6157e-05i,0.00033453+9.546e-05i,0.00070049-0.00041942i,0.000912-0.00091246i,0.00061331-0.00028245i,0.00071794+0.00062073i,0.0011822+0.00023797i,0.00044697+8.5213e-05i,-1.3832e-05+0.00045203i,0.0005949+0.00081814i
0.00047038+0.00012023i,0.00023464-0.00053743i,0.0015855-0.0011235i,0.0016023-0.0010124i,0.00088238-0.0004514i,0.00095019-0.00049624i,0.00089845-0.00020683i,-3.3925e-07+0.00076308i,-0.0004987+0.0010629i,-0.00056193+0.0010388i,-0.00010413+0.00033771i,-0.00014827+1.974e-05i,-0.0006889+0.00029303i,-0.00058675+0.0010249i,0.00012151+0.0011064i,0.00057378+0.00087622i,-0.0001563+0.00081753i,-0.0004229+9.1231e-07i,-8.1034e-05-0.0010208i,-0.0007132-0.00072431i,-0.0012121+0.00031468i,-0.00076028+0.00069651i,-0.00030204+0.00013074i
0.00050844+0.00068618i,0.00030334+0.00087878i,-0.00018947+0.002355i,0.00053599+0.0024677i,0.0015268+0.0012577i,0.0011082+0.00031441i,0.00019933+0.001114i,-3.9385e-05+0.0012577i,0.00024695+0.00022603i,0.00020721-0.00030228i,-0.00031822-0.00058811i,-0.000322+0.00019163i,-0.00030489+0.00044348i,-5.3599e-05-0.00077957i,0.00062489-0.0012762i,0.00047909-0.00039702i,-0.00042694+0.0001096i,-0.00075351-2.6434e-06i,-0.00095312-0.0002223i,-0.0010468-0.00059206i,0.00050518-0.00094887i,0.0011082-0.00067871i,0.00073097-0.00064268i
-0.00096324+0.00051826i,-0.0010193-9.469e-05i,-0.0014461-0.00031072i,-0.0016133+0.00041809i,-0.00049052+0.0008034i,0.00050608+0.00098061i,0.0001385+0.00040779i,-6.5084e-05+0.00010487i,-0.00017976+0.00092904i,-0.00064118+0.00085695i,-0.00071787-0.00026084i,-0.00062802-0.000451i,-0.0003794+0.00015851i,-9.8394e-05-0.00035472i,9.7933e-05-0.00073127i,0.00068616-0.00023254i,0.001248-0.00095482i,0.0012778-0.0006179i,0.00039657+0.00046828i,-0.00026266+0.0004212i,0.00053852+0.0002093i,0.0011854+0.00077676i,0.00079559+0.0010419i
-0.002265-0.00069935i,-0.0018126-0.0013259i,-0.0020086-0.001827i,-0.0020262-0.0018188i,-0.00051856-0.0010608i,0.0015609-0.00056309i,0.0013108+0.00051476i,-0.00060929+0.0011586i,-0.00042122+0.0017954i,0.00028884+0.0016708i,-1.0949e-06+0.00054558i,-0.00038576+0.00025127i,-0.0001815+0.00059659i,-0.00020648-0.0002285i,-0.00055948-0.00082204i,-0.00089011-0.00067894i,-0.0007755-0.0004916i,-0.00033315-0.00025984i,-0.00027934-0.00043855i,-3.7229e-05-0.0010168i,0.00026587-0.00071744i,0.0002627-0.0003351i,0.00097489-0.00096309i
0.0011471-0.00024337i,0.0026122+0.0010061i,0.0024868+0.00091801i,0.0020709+0.0005306i,0.00083685+0.00040546i,6.9503e-05+0.0011268i,-0.00034853+0.0017439i,-0.00037275+0.0010226i,-0.0003377+0.00077429i,0.00027963+0.00097977i,0.0007518+0.0015i,0.00016695+0.0015326i,-5.8318e-05+0.00087978i,7.5794e-05+0.00033863i,0.00027568+0.00020856i,0.00057352+0.00010778i,0.00033594-0.00014357i,0.00017767-0.000532i,0.00025059-0.00065712i,0.00089072+0.00015729i,0.001132+3.2724e-05i,0.0010367-0.00033911i,0.0010924+1.852e-05i
-0.0017626+0.00048325i,-0.0014307-0.00018311i,-7.3268e-05+0.00057532i,0.0015364+0.0010522i,0.0022265+0.0013501i,0.0013005+0.00073886i,0.0004073+0.00026856i,-0.00056164+0.0011633i,-0.00063723+0.0020442i,0.00032748+0.0015079i,0.0003105+0.0004413i,0.00031385-3.4427e-06i,0.00033472-0.00063057i,-7.2689e-05-0.0010288i,-0.00021197-0.00022688i,-0.00070404+0.00015407i,-0.00063244+0.00010774i,-0.00029401+1.5665e-05i,-0.00077183-3.7233e-05i,-0.00065416-0.00038655i,0.00015681-0.0010509i,0.0005033-0.00095916i,0.00034318-0.00056512i
0.00088672-0.001206i,0.0009054-0.00056637i,-0.0013679-0.0015092i,-0.0023326-0.00095403i,-0.00056619+0.0010102i,0.0010444+0.0015011i,0.00044269+0.00092016i,-0.00052337+0.00094003i,-0.0011856+0.0010762i,-0.0012518+0.00046629i,-0.00085419-0.00082014i,-0.00019204-0.00073871i,0.00070183+0.00029026i,0.00087569+0.00047317i,0.00060513+0.00040505i,0.00013772-0.00046707i,1.4115e-05-0.0004632i,-9.936e-05-0.0004061i,-0.00035102-0.00064213i,2.8185e-05-0.00024468i,0.00045518+0.00033762i,0.00039433+0.00063659i,-3.606e-05+0.0001535i
0.00070125+0.0010293i,0.0013981+0.0011718i,0.002118+0.0013082i,0.0028398+0.0015786i,0.002908+0.00095634i,0.0019664+0.00029216i,0.00062578+0.00023475i,-0.00034867-6.7665e-05i,-0.00017684+0.00056396i,-0.00072342+0.0011124i,-0.00099001+2.3478e-05i,-0.00034848-0.00047883i,-1.3796e-05+3.9907e-05i,0.00068815+0.00020594i,0.00033412+0.00064965i,-0.00051598+0.00064393i,-0.00090712+0.00026277i,-4.2375e-05+0.00017078i,0.00072228+9.3077e-05i,0.00010997+2.9772e-05i,-0.00029058+0.00068472i,-0.00054965+0.00070231i,-0.00026211+0.0005825i
-0.00054427+0.0011052i,-0.00072539-2.5365e-05i,-0.00040957-0.0012569i,-0.00025707-0.0024923i,0.00051169-0.0029048i,0.0010409-0.0015469i,0.00038985-0.00066262i,-0.00078075-8.6156e-05i,-0.00081125+0.0002627i,-1.42e-05-0.0002472i,0.00034381-0.00015051i,-0.00064022+0.00014499i,-0.001044+0.00012073i,0.00021686+0.00025596i,0.00089355+0.00058017i,0.0011114+0.00031009i,0.0010243-1.5876e-05i,0.00038411+0.00023509i,0.00021797+0.00069282i,4.1761e-05-0.00039683i,-0.00089972-0.00079344i,-0.00097345-0.00011613i,-0.00039471+0.00057386i
-0.0003822-0.00025139i,-0.0007865-0.0010747i,-0.0017429-0.0012689i,-0.0020367-0.00022895i,-0.001435+0.0011795i,-0.00025183+0.0016493i,0.00030049+0.0012403i,-0.00046971+0.0010362i,-0.0010271+0.0016701i,-0.00053628+0.0020015i,0.00024314+0.0014581i,0.00016212+0.00060126i,-0.00076482+0.00022909i,-0.0011958-1.7504e-05i,-0.0005455+2.0769e-05i,-0.00013325+0.00075695i,5.817e-05+0.00072956i,9.9013e-05+0.00020973i,4.2304e-05+0.00058655i,-0.00028023+0.00018294i,-0.00020143-0.00091188i,0.00041944-0.00081291i,0.00059076-0.00044571i
-0.00010565+0.00023175i,0.0001988+0.00013704i,0.0011502+0.00034872i,0.0010787-1.0075e-05i,0.00025327-0.00026948i,0.00071779+0.0005497i,0.0015212+0.00085338i,0.0014966+0.00050693i,0.0003144+0.00036421i,9.5165e-05+0.00039674i,0.00051602-3.554e-05i,0.00050221-0.00043128i,0.00055391-0.00021281i,0.00048786-0.00017537i,0.00020799+0.00013036i,0.00012765+4.2363e-05i,-0.00012409-0.00061409i,0.00018245-0.00062914i,0.00043424-0.00044654i,0.0002501-0.00048954i,5.686e-06+3.7316e-05i,8.3886e-05+0.00069462i,0.00017297+0.00073501i
