-0.0062052-0.00031538i,-0.0060062+0.00046225i,-0.005736+0.0029342i,-0.0040465+0.0036076i,-0.00047195+0.0033802i,0.0014098+0.0023375i,0.00015311+0.0020423i,-0.00024555+0.0021163i,0.00085643+0.0020247i,0.0017345+0.0013691i,0.0021802+0.0007714i,0.0015418-0.00050425i,0.0011055-0.0018971i,0.0011961-0.0016583i,0.00075653-0.00094045i,-0.00038088+6.0251e-05i,-0.00048853+0.00097002i,0.00026342+0.0014736i,0.00033275+0.00094743i,0.00046045-9.5781e-05i,-0.00010476-0.000278i,-0.0013324+0.00019954i,-0.0018746+0.00054022i
-0.12706+0.23085i,-0.17185+0.44815i,-0.1571+0.54467i,-0.061674+0.4176i,0.04055+0.21591i,0.046908+0.12019i,0.016177+0.12838i,0.012303+0.12653i,0.013247+0.076991i,0.0045005+0.025481i,-0.0016658+0.0021685i,-0.00020156-0.0077397i,0.0033928-0.01431i,0.0048615-0.013878i,0.0051649-0.010692i,0.006781-0.0054931i,0.0066499+0.0041485i,0.0032238+0.012207i,-0.0020987+0.013566i,-0.0062335+0.0085212i,-0.0059758+0.00089833i,-0.0031951-0.0046599i,-0.0016253-0.0052432i
-0.30509-0.05303i,-0.43943+0.020177i,-0.35609+0.088665i,-0.15314+0.056381i,-0.041504-0.0025812i,0.0083561-0.035743i,0.050726-0.079011i,0.055581-0.10257i,0.036993-0.081065i,0.017778-0.040546i,0.012386-0.0081195i,0.021341-0.0012772i,0.017648-0.0071764i,0.0045436-0.0053892i,-0.0014411-0.0016817i,-0.0022437+0.0011532i,-0.00040003+0.0076274i,0.0050672+0.016066i,0.008418+0.015441i,0.0040292+0.0055112i,0.00063088+0.00068691i,0.0028725+0.00074294i,0.005583+0.00037041i
-0.066624-0.16852i,-0.17079-0.25852i,-0.22475-0.23091i,-0.16129-0.11798i,-0.077827-0.086337i,-0.075416-0.10909i,-0.10363-0.086533i,-0.091714-0.034583i,-0.047148-0.0020524i,-0.011996-0.0016027i,-0.0041145-0.0034586i,-0.0074769+0.010196i,-0.0088982+0.018942i,-0.009708+0.010775i,-0.007878-0.0016491i,-0.0083372-0.0090499i,-0.014604-0.011066i,-0.019589-0.010298i,-0.016154-0.0091862i,-0.0063384-0.0072889i,-0.0010353-0.0028313i,-0.0019271+0.0025352i,-0.0042127+0.0057002i
0.26373-0.0032029i,0.42207-0.12647i,0.44294-0.24003i,0.28355-0.19511i,0.10135-0.045296i,0.035466+0.041102i,0.047671+0.057155i,0.065663+0.039302i,0.046979+0.0072545i,0.00234+0.00010643i,-0.02439+0.014128i,-0.029642+0.017011i,-0.033599+0.011583i,-0.029164+0.011995i,-0.019707+0.012734i,-0.017836+0.0068371i,-0.022415-0.00013465i,-0.030413+0.00056231i,-0.031893+0.0099776i,-0.020155+0.019486i,-0.0082253+0.018693i,-0.0030706+0.012191i,0.00025722+0.0054704i
0.13615+0.077921i,0.24493+0.024049i,0.21656-0.036135i,0.099189-0.01644i,0.067207+0.03814i,0.083159+0.060557i,0.042496+0.060905i,-0.0016514+0.059345i,-0.016029+0.039829i,-0.013165+0.02101i,-0.00028553+0.0044359i,0.00042694-0.017928i,0.00061942-0.026177i,0.010904-0.020548i,0.019745-0.013428i,0.02228-0.01059i,0.019166-0.010798i,0.013384-0.0087823i,0.0055787-0.0032138i,0.00032639+0.0020982i,0.0004732+0.0029008i,-0.00011972-0.0015796i,-0.0028406-0.00868i
-0.11791+0.067687i,-0.14792+0.33405i,-0.13838+0.57451i,-0.092084+0.53232i,-0.035514+0.30498i,-0.022118+0.15012i,0.0070659+0.10568i,0.054669+0.069637i,0.063668+0.014334i,0.036171-0.020325i,0.018258-0.019951i,0.032889-0.014568i,0.042718-0.025217i,0.023364-0.03342i,0.004749-0.027403i,0.004804-0.017326i,0.0096247-0.010762i,0.0070161-0.011291i,-0.00094152-0.017256i,-0.009123-0.017862i,-0.011089-0.011024i,-0.0023271-0.0028301i,0.0057854+0.0030268i
-0.11457-0.011595i,-0.21035+0.094586i,-0.15443+0.16755i,-0.021774+0.099087i,-0.0010964-0.00017592i,-0.028292-0.053236i,-0.043682-0.099977i,-0.061432-0.1123i,-0.047952-0.066466i,-0.013692-0.022425i,0.0053426-0.00013626i,0.0097564+0.016251i,0.0028803+0.02338i,-0.0057918+0.023617i,-0.0058431+0.023005i,-0.00059372+0.022099i,0.0021249+0.019139i,0.0041702+0.014172i,0.0078689+0.0048441i,0.0068495-0.0048298i,0.0046759-0.0042749i,0.0052127-0.0003529i,0.00632-0.0014518i
-0.099569+0.014811i,-0.2714-0.13813i,-0.42834-0.28311i,-0.39634-0.25172i,-0.24423-0.15832i,-0.15905-0.12769i,-0.14299-0.074451i,-0.08902+0.019744i,-0.0013747+0.050931i,0.025489+0.019127i,-0.0080456+0.0080109i,-0.031693+0.023686i,-0.028487+0.027166i,-0.01537+0.016793i,-0.0057812+0.0076412i,-0.006155+0.00076616i,-0.011946-0.0086077i,-0.018283-0.015273i,-0.015641-0.011379i,-0.0038084-0.0046536i,-8.0708e-05-0.001454i,-0.0058399+0.0038933i,-0.007874+0.010317i
0.043423-0.017007i,0.10886-0.12638i,0.131-0.20677i,0.11284-0.13406i,0.11033-0.0061104i,0.10379+0.034221i,0.071455+0.027481i,0.045789+0.010503i,0.013125-0.007051i,-0.016159+0.00053056i,-0.017325+0.0024799i,-0.018875-0.01797i,-0.018705-0.029866i,-0.0058801-0.026089i,-0.0011206-0.016866i,-0.0076598-0.0089268i,-0.014781-0.0055763i,-0.019348-0.0034107i,-0.018692+0.0037253i,-0.013503+0.011392i,-0.0081307+0.012062i,-0.0046638+0.0086706i,-0.00027309+0.0048584i
0.169-0.15134i,0.34139-0.22415i,0.40357-0.19057i,0.27567-0.08408i,0.14052-0.019805i,0.10974-0.0089474i,0.089071-0.0064282i,0.050333+0.019206i,0.027813+0.038788i,0.027298+0.022088i,0.031624-0.0093097i,0.040535-0.026933i,0.052798-0.030647i,0.047119-0.026597i,0.030852-0.021856i,0.025244-0.018365i,0.033288-0.014875i,0.041013-0.015674i,0.031598-0.0186i,0.013995-0.013283i,0.0022306-0.0054103i,-0.0047001-0.0032956i,-0.0089108-0.0012468i
0.071359+0.053381i,0.10594+0.25915i,0.099768+0.47456i,0.03987+0.48062i,-0.012635+0.31615i,-0.022064+0.15264i,0.0151+0.028054i,0.036601-0.05627i,0.024337-0.076027i,0.010898-0.04637i,0.018765-0.010231i,0.039757+0.010607i,0.042011+0.017357i,0.019622+0.013806i,0.0013754+0.01055i,0.0030173+0.0081469i,0.0124+0.0015203i,0.014937-0.0059054i,0.0098064-0.012054i,0.0028979-0.013585i,-2.3854e-06-0.0081976i,0.0024502-0.0019638i,0.00471+0.0035023i
-0.12267+0.22731i,-0.2305+0.395i,-0.23201+0.38944i,-0.12658+0.17509i,-0.05879-0.0062767i,-0.039912-0.046379i,-0.040431-0.029389i,-0.05896+0.01241i,-0.043302+0.054095i,-0.0081602+0.053086i,-0.0086502+0.041922i,-0.03031+0.052692i,-0.04036+0.064963i,-0.029704+0.062279i,-0.013067+0.050407i,-0.0047117+0.040546i,-0.0033539+0.038132i,-0.0015975+0.038411i,0.004986+0.032739i,0.01029+0.020356i,0.0092436+0.0086407i,0.0046612-0.0013374i,-0.0024126-0.008348i
-0.26741+0.044438i,-0.52718-0.054494i,-0.71471-0.18993i,-0.60496-0.18733i,-0.30932-0.10323i,-0.11162-0.061784i,-0.039515-0.012144i,0.026878+0.035372i,0.062469+0.020302i,0.025798-0.0048084i,-0.018968-0.00075806i,-0.03775+0.0045266i,-0.035687+0.00096394i,-0.017019-0.0060485i,-0.0051064-0.012823i,-0.010615-0.011953i,-0.018811-0.0044463i,-0.022437+0.0039446i,-0.01776+0.010376i,-0.0081359+0.010063i,-0.0060853+0.0062526i,-0.0094269+0.0059169i,-0.011198+0.0073373i
0.015308-0.23868i,0.024813-0.39854i,0.029854-0.39313i,0.062791-0.18962i,0.12382-0.018551i,0.1341+0.013318i,0.074015+0.01598i,0.0011424+0.015275i,-0.046507+0.010684i,-0.040198+0.0087922i,-0.0061719-0.016387i,0.0052675-0.047235i,0.0012909-0.052921i,-0.0060075-0.04569i,-0.015595-0.035688i,-0.020788-0.024071i,-0.023014-0.013603i,-0.020087-0.0065075i,-0.016584-0.0029906i,-0.015423+0.00058833i,-0.012009+0.0038827i,-0.0062838+0.0057522i,-0.0020599+0.0064153i
0.31964-0.24431i,0.5874-0.43767i,0.67748-0.46272i,0.44478-0.26825i,0.15755-0.0509i,0.075507+0.037227i,0.089618+0.011546i,0.079869-0.012201i,0.060102-0.012613i,0.041604-0.01882i,0.034844-0.01814i,0.049896-0.012481i,0.056696-0.010959i,0.037669-0.0041495i,0.019821+0.001169i,0.01784-0.0024033i,0.022724-0.0092166i,0.019677-0.016631i,0.0069093-0.019843i,-0.0012094-0.014747i,-0.00061907-0.0087065i,0.00030568-0.008006i,-0.0035346-0.0083999i
0.069196+0.21082i,0.14086+0.37652i,0.13381+0.43233i,0.03566+0.3204i,-0.032844+0.18575i,-0.044696+0.096397i,-0.048136+0.019681i,-0.054931-0.030454i,-0.048701-0.037879i,-0.026596-0.010233i,-0.0033133+0.020568i,0.0036389+0.037729i,-0.0029917+0.04354i,-0.0056684+0.031936i,-0.0022306+0.01736i,0.0027685+0.0093473i,0.0029114+0.00067566i,-0.0039219-0.0024318i,-0.0067935+0.00020066i,-0.0034993+0.00054176i,-0.00060052-0.0033318i,-0.00038213-0.0096606i,-0.0032292-0.015467i
-0.24347+0.34894i,-0.37977+0.67266i,-0.36934+0.74037i,-0.23407+0.4256i,-0.14825+0.10283i,-0.11778+0.038864i,-0.061192+0.10986i,0.0023984+0.14746i,0.044942+0.11876i,0.040475+0.057884i,-0.0019621+0.029553i,-0.037891+0.038257i,-0.045021+0.044317i,-0.027009+0.037047i,-0.011824+0.023064i,-0.013227+0.016781i,-0.018237+0.020539i,-0.015191+0.019479i,-0.006572+0.010268i,-0.00083299+0.0029647i,0.0023376+0.0018444i,0.0049419-0.0019735i,0.0069263-0.011932i
-0.18896-0.10816i,-0.4163-0.19586i,-0.56204-0.2204i,-0.43523-0.11946i,-0.1602-0.018672i,-0.0035496-0.00017966i,0.01114-0.00070582i,0.0092718-0.0036289i,0.0059782-0.02482i,-0.012513-0.027399i,-0.016701-0.017433i,-0.012261-0.032092i,-0.014773-0.05241i,-0.013519-0.054652i,-0.010611-0.045989i,-0.013542-0.033818i,-0.015753-0.024924i,-0.013916-0.01879i,-0.011305-0.013198i,-0.0082741-0.010494i,-0.0059595-0.0061304i,-0.00066371+0.00060214i,0.0071295+0.0037155i
0.12432-0.3525i,0.098775-0.66886i,-0.0022964-0.73504i,-0.065718-0.43111i,-0.030951-0.11357i,9.2914e-05-0.020389i,-0.034564-0.0050288i,-0.060624+0.028635i,-0.041652+0.044152i,-0.0059991+0.027153i,0.016847-0.0050007i,0.025617-0.024727i,0.02467-0.031564i,0.0053176-0.02943i,-0.012581-0.019242i,-0.010931-0.018723i,-0.0027407-0.02806i,0.001769-0.032702i,0.0027665-0.026245i,0.00050587-0.014438i,-0.0030154-0.0038595i,-0.0018992+0.0085153i,0.0063247+0.019534i
0.21637-0.082209i,0.4504-0.26215i,0.53882-0.41601i,0.33604-0.35745i,0.078824-0.13537i,-0.0054316-0.0054717i,-0.0087313-0.029655i,-0.0078718-0.063299i,0.0080708-0.057661i,0.011331-0.035057i,0.0096013-0.0022142i,0.030566+0.014408i,0.051303+0.011915i,0.056101+0.009579i,0.049488+0.0087915i,0.04386+0.0061697i,0.041331-0.00082663i,0.031035-0.0077147i,0.017576-0.0088991i,0.010161-0.0061592i,0.0081349-0.0039972i,0.0065027-0.0040559i,0.0010055-0.0054402i
-0.031662+0.26296i,0.081843+0.48137i,0.17011+0.48654i,0.10417+0.23154i,-0.037515-0.013509i,-0.12422-0.087724i,-0.1448-0.064076i,-0.12279-0.0090987i,-0.064167+0.032479i,-0.012055+0.036071i,-0.00073632+0.025647i,-0.018803+0.030088i,-0.027107+0.043477i,-0.011498+0.035447i,0.003584+0.011955i,0.0073814+0.0025456i,0.013152+0.005021i,0.021952+0.0050787i,0.022018+0.0010513i,0.013229-0.0011764i,0.0037695-0.0024404i,-0.0041355-0.0062317i,-0.012005-0.0088204i
-0.13025+0.20159i,-0.17879+0.51007i,-0.086135+0.70312i,0.045036+0.54977i,0.042302+0.26103i,-0.0031581+0.11831i,0.020817+0.066788i,0.049472+0.022451i,0.049067-0.0023859i,0.030691-0.018127i,0.0072115-0.01831i,-0.004827-0.0040248i,-0.012279+0.0091528i,-0.010893+0.017774i,-0.0072426+0.015085i,-0.016451+0.011503i,-0.021625+0.016703i,-0.014923+0.014903i,-0.0088441+0.0067297i,-0.0055766+0.0042551i,-0.0027763+0.0055682i,0.0038799+0.0062338i,0.014053-0.00075098i
0.0099611-0.15803i,-0.11013-0.30654i,-0.22622-0.32095i,-0.17993-0.16251i,0.0066953-0.022273i,0.15075-0.022165i,0.14211-0.073237i,0.043363-0.072724i,-0.026926-0.013431i,-0.027591+0.033979i,-0.0050529+0.027871i,0.0039777-0.006863i,-0.0012506-0.038133i,-0.012895-0.044718i,-0.019281-0.028427i,-0.01529-0.014207i,-0.0088102-0.0043512i,-0.0018293+0.011755i,0.0091545+0.021225i,0.013492+0.013559i,0.0087623+0.0031928i,0.0057764+0.0022179i,0.007653+0.0059593i
0.020178-0.21608i,-0.079426-0.47693i,-0.30214-0.56927i,-0.40666-0.35303i,-0.26479-0.097595i,-0.10407-0.028286i,-0.03312-0.026436i,0.022683-0.004008i,0.056103+0.0044505i,0.043992+0.0077335i,0.017683+0.020292i,0.014806+0.030044i,0.027125+0.02534i,0.0217+0.019812i,0.0109+0.01882i,0.01252+0.0070785i,0.011777-0.011292i,0.0056597-0.020305i,0.0027542-0.018083i,0.00073357-0.013243i,-0.0041522-0.0061985i,-0.0064063+0.0070812i,-0.00055986+0.018782i
0.00032658+0.094176i,0.10933+0.14843i,0.23077+0.062097i,0.20763-0.10074i,0.056076-0.15193i,-0.04077-0.078386i,-0.055142-0.0069302i,-0.051894+0.010934i,-0.053663+0.0011692i,-0.053301-0.0010833i,-0.032801+0.0029525i,-0.0081901+0.0017893i,0.010921+0.0080622i,0.02983+0.010629i,0.035346+0.00024158i,0.026391-0.0023652i,0.014494+0.0027267i,0.0001034+0.0054328i,-0.012608+0.01i,-0.013668+0.013526i,-0.0080631+0.01099i,-0.0097966+0.0043448i,-0.017287-0.00023494i
0.053403+0.13824i,0.21217+0.25291i,0.40294+0.21529i,0.36271+0.031733i,0.11196-0.083868i,-0.046044-0.065958i,-0.056843-0.020076i,-0.024285+0.023424i,0.01615+0.041791i,0.031016+0.012053i,0.012221-0.012398i,-0.013576-0.0055923i,-0.040103+0.014411i,-0.046127+0.025252i,-0.029033+0.015876i,-0.014176+0.0086392i,0.001212+0.012428i,0.016445+0.010422i,0.018184+0.0021652i,0.012363-0.0031835i,0.0048629-0.0065152i,-0.0050282-0.0084191i,-0.011519-0.0036174i
-0.023602-0.019586i,-0.028096+0.017899i,0.0090996+0.15632i,0.07336+0.2777i,0.13191+0.26525i,0.15231+0.1675i,0.12527+0.033346i,0.037703-0.066238i,-0.038089-0.064354i,-0.042298-0.022434i,-0.019826-0.0018879i,-0.0037849+0.0075132i,0.0011308+0.0052745i,-0.0060529-0.0010953i,-0.011722+0.00037822i,-0.016458-8.964e-05i,-0.022797+0.00020953i,-0.0254+0.0025617i,-0.024249+0.0032551i,-0.016908+0.0040034i,-0.0065095+4.3827e-05i,0.0016655-0.0069427i,0.0065312-0.014027i
0.032666-0.053488i,-0.016235-0.060422i,-0.15347+0.030225i,-0.20827+0.11528i,-0.095306+0.097326i,0.049449+0.026692i,0.11246-0.015088i,0.094039-0.004442i,0.047218+0.039754i,0.020552+0.063644i,0.0014575+0.048428i,-0.010146+0.017407i,-0.0062271-0.022941i,-0.011841-0.044357i,-0.020596-0.027182i,-0.016651-0.0089668i,-0.016561-0.0060284i,-0.015134+0.0013565i,-0.001489+0.0076304i,0.007899+0.0047175i,0.0078935+0.001716i,0.0086618-0.00012224i,0.010218-0.0013846i
-0.0016746-0.015768i,-0.1171-0.0053194i,-0.31173-0.0062991i,-0.37589-0.013596i,-0.2737-0.027438i,-0.17496-0.021656i,-0.097433+0.028548i,0.006152+0.021996i,0.038508-0.052666i,-0.0022617-0.068003i,-0.011664-0.034351i,0.00019919-0.021042i,0.00809-0.0099512i,0.022588+0.0012167i,0.027192-0.0035146i,0.019463-0.015191i,0.011758-0.030868i,0.0041669-0.044766i,-0.0035526-0.045904i,-0.0083019-0.032541i,-0.0054079-0.016236i,0.0031567-0.0073253i,0.012114-0.0038088i
-0.096942+0.20199i,-0.14321+0.32233i,-0.069583+0.22698i,0.024158-0.0019713i,0.0054544-0.10566i,-0.057329-0.029313i,-0.066685+0.10011i,-0.042145+0.1588i,-0.018808+0.11287i,-0.010821+0.03055i,-0.0015879-0.013519i,0.016622-0.014964i,0.027338+1.1649e-05i,0.027485+0.0022316i,0.017991-0.0055544i,0.010174-0.0043403i,0.012696-0.0013282i,0.012848-0.00053887i,0.0059052+0.0064562i,0.0010752+0.010509i,-0.00034476+0.0068719i,-0.0035374+0.0071015i,-0.008168+0.014595i
-0.0058423-0.096443i,0.076447-0.29188i,0.1646-0.42175i,0.14079-0.33473i,0.075021-0.12098i,0.062632-0.0034762i,0.029295-0.021649i,-0.0082979-0.02479i,0.012242-0.0042731i,0.024748-0.0071452i,0.0045509+0.0060013i,-0.007708+0.029085i,-0.016082+0.035208i,-0.02016+0.036053i,-0.0071184+0.030871i,0.013722+0.025753i,0.033739+0.02928i,0.044475+0.027504i,0.038343+0.015112i,0.024779+0.003724i,0.015324+0.0028429i,0.010654+0.010136i,0.0051053+0.019035i
-0.053375-0.27816i,-0.12084-0.41111i,-0.21465-0.32093i,-0.21966-0.08512i,-0.12403+0.040288i,-0.065864+0.0089163i,-0.093226-0.04366i,-0.13723-0.040402i,-0.12361+0.015012i,-0.056326+0.045788i,-0.025477+0.033543i,-0.031353+0.031332i,-0.019078+0.027644i,-0.0077339+0.0091758i,-0.014152-0.0023725i,-0.02124-0.0048i,-0.021719-0.0025371i,-0.017588+0.00097342i,-0.013961+0.0020995i,-0.0098092+0.00362i,-0.0057246+0.004812i,-0.0088297-0.00032291i,-0.019694-0.0093551i
0.26375+0.17883i,0.39793+0.38612i,0.36528+0.44143i,0.19963+0.26756i,0.022992+0.067002i,-0.062427-0.017715i,-0.033959-0.035046i,0.019517-0.048169i,0.031983-0.055766i,0.016279-0.045629i,0.010921-0.032327i,0.015978-0.036362i,0.0076962-0.044532i,-0.0066129-0.03466i,-0.011145-0.0153i,-0.016547-0.0041778i,-0.028762+0.00060195i,-0.0287+0.0048471i,-0.013221+0.0042624i,-0.0045964+0.00055606i,-0.0066974+0.0011226i,-0.008601+0.0026676i,-0.0077143-0.0018201i
0.013169+0.2099i,0.030479+0.21267i,0.05142+0.057257i,0.036939-0.099106i,0.0081798-0.14435i,-0.0079525-0.10889i,-0.012713-0.04338i,0.0028542-0.011793i,0.0064468-0.035217i,-0.0012588-0.040197i,0.018397-0.02803i,0.02691-0.032585i,0.014472-0.022196i,0.017148-0.011811i,0.022649-0.021473i,0.021717-0.027199i,0.021585-0.023503i,0.017126-0.017478i,0.0088425-0.0093466i,0.002664-0.0022322i,0.0027168+0.00018825i,0.01171-0.0025983i,0.023445-0.0082827i
-0.38868+0.068004i,-0.5965+0.089087i,-0.55165+0.094186i,-0.30876+0.086251i,-0.086369+0.1035i,0.055924+0.11111i,0.10856+0.079683i,0.10039+0.058404i,0.090927+0.048218i,0.060441+0.023933i,0.0077299+0.027995i,-0.011612+0.054322i,0.0020424+0.051736i,0.010984+0.030125i,0.008185+0.018659i,0.0082516+0.016596i,0.01053+0.010879i,0.0036505+0.0066468i,-0.0018638+0.011233i,0.0025953+0.010159i,0.0043139+0.0047765i,0.00075362+0.0086902i,0.00055251+0.015989i
0.12161-0.40273i,0.21328-0.61012i,0.13904-0.59055i,-0.012993-0.364i,-0.044448-0.14955i,-0.027279-0.086346i,-0.07606-0.091995i,-0.12498-0.035098i,-0.089098+0.046191i,-0.028651+0.065445i,-0.015295+0.04537i,-0.023324+0.029643i,-0.024487+0.025037i,-0.013417+0.025916i,0.0030799+0.019963i,0.0067251+0.012824i,0.0010777+0.012542i,-0.0029647+0.0078923i,-0.0065533+0.0021972i,-0.0082972+0.0040161i,-0.010318+0.0074971i,-0.014207+0.011287i,-0.016176+0.01704i
0.23312-0.044974i,0.22418-0.11271i,0.10885-0.21702i,-0.0068471-0.248i,-0.11798-0.20962i,-0.20376-0.14747i,-0.18652-0.058182i,-0.095656-3.6069e-05i,-0.027722+0.0090852i,-0.00013464-0.0093716i,0.00043725-0.036467i,-0.01272-0.04087i,-0.020253-0.025411i,-0.025048-0.01236i,-0.028199-0.0087227i,-0.029446-0.013845i,-0.025244-0.019176i,-0.013102-0.021971i,-0.005595-0.022099i,-0.0060408-0.017252i,-0.0081995-0.015899i,-0.01534-0.022153i,-0.025901-0.023923i
0.16333+0.59404i,0.41858+0.79009i,0.6763+0.58913i,0.64125+0.16086i,0.37001-0.099307i,0.19801-0.15735i,0.12244-0.18807i,0.028165-0.19479i,-0.045944-0.1517i,-0.067045-0.081119i,-0.041105-0.021592i,-0.0034471-0.01119i,0.003172-0.02705i,-0.0074839-0.027126i,-0.0052255-0.015517i,0.0067521-0.011026i,0.010469-0.010046i,0.0091619-0.0017664i,0.0061919+0.0034295i,-0.0012738+0.00028686i,-0.0054847-0.0031493i,-0.004413-0.0071281i,-0.0020761-0.010098i
-0.39368-0.17739i,-0.37393-0.28251i,-0.16242-0.24531i,-0.0087573-0.082732i,0.067735+0.05269i,0.14811+0.085883i,0.18227+0.040424i,0.14484+0.0082525i,0.10601+0.02183i,0.08491+0.023384i,0.048052+0.0013267i,0.0060351-0.0083584i,-0.0071027-0.010038i,-0.0035522-0.019006i,-0.0025453-0.017403i,0.0047416-0.0015146i,0.015907+0.0093989i,0.016967+0.011149i,0.013865+0.010993i,0.017011+0.010262i,0.022436+0.0071911i,0.0267+0.0059422i,0.031228+0.0037902i
-0.12399-0.2411i,-0.28457-0.06345i,-0.37726+0.30165i,-0.25761+0.46557i,-0.068744+0.3519i,0.046404+0.21271i,0.11255+0.11238i,0.10637+0.025916i,0.051383+0.0011361i,0.021782+0.009781i,0.012153+0.0069909i,0.012365+0.0038452i,0.023511+0.0052307i,0.033767+0.010879i,0.032262+0.015716i,0.016958+0.017814i,-0.00022826+0.013938i,-0.013207+0.0022026i,-0.0173-0.0066117i,-0.01492-0.0077374i,-0.01245-0.0046731i,-0.0089289-0.0015968i,-0.0037137-0.0016236i
0.60401+0.095855i,0.79821+0.10143i,0.64626+0.024304i,0.2826-0.094892i,-0.039631-0.16827i,-0.21635-0.12232i,-0.22762+0.028579i,-0.12901+0.1425i,-0.042102+0.15128i,-0.00046522+0.11127i,0.033238+0.065566i,0.051663+0.028884i,0.050039+0.013075i,0.044414+0.0019156i,0.028887-0.015845i,0.00068708-0.026084i,-0.015818-0.02451i,-0.011661-0.021585i,-0.0088891-0.017354i,-0.011441-0.0045346i,-0.0067702+0.0036676i,-0.0045509-0.00055919i,-0.010057-0.0014362i
-0.29885+0.51677i,-0.40986+0.59272i,-0.32861+0.33227i,-0.14401+0.011225i,0.0050576-0.11037i,0.093257-0.10006i,0.1206-0.072667i,0.11066-0.069381i,0.065556-0.1023i,-0.01496-0.10654i,-0.061867-0.050207i,-0.051623+0.0019465i,-0.038375+0.015965i,-0.042702+0.018565i,-0.044223+0.018803i,-0.028248+0.009675i,-0.0057649+0.00078951i,0.01054+0.00071473i,0.016864-0.0033132i,0.012949-0.017143i,0.0069836-0.022993i,0.0046106-0.016377i,0.0030151-0.0067281i
-0.37993-0.012409i,-0.37621+0.10737i,-0.19327+0.21926i,-0.016409+0.19556i,0.091635+0.095574i,0.14148-0.0038513i,0.073595-0.07834i,-0.049394-0.047532i,-0.076192+0.0337i,-0.03815+0.053978i,-0.030201+0.041205i,-0.035877+0.032425i,-0.026153+0.021777i,-0.012861+0.015583i,-0.0014865+0.013953i,0.0092389+0.011085i,0.015702+0.01091i,0.018231+0.014044i,0.017846+0.014293i,0.013257+0.011683i,0.0068735+0.014456i,0.0045821+0.018604i,0.0031051+0.015543i
-0.043098-0.66066i,-0.24229-0.83224i,-0.34729-0.56508i,-0.22229-0.11486i,-0.085046+0.1435i,-0.076708+0.25402i,-0.073064+0.29031i,-0.031486+0.21904i,0.017428+0.12789i,0.069392+0.043338i,0.070526-0.030599i,0.037606-0.044817i,0.02396-0.033694i,0.017146-0.031803i,0.011238-0.025586i,0.0055698-0.013747i,-0.0055366-0.0085033i,-0.015015-0.0060248i,-0.010986+0.0016973i,0.0029048+0.0082165i,0.0042599+0.0087916i,-0.0090634+0.0086837i,-0.018942+0.010936i
0.3361+0.39544i,0.43347+0.54784i,0.35943+0.44048i,0.17996+0.14627i,-0.0025537-0.071564i,-0.10794-0.11822i,-0.11856-0.078135i,-0.11577-0.047705i,-0.13489-0.014768i,-0.123+0.03463i,-0.07163+0.052071i,-0.032184+0.044617i,-0.010137+0.040082i,0.012653+0.022066i,0.027294-0.0071149i,0.024648-0.022182i,0.010637-0.016372i,-0.0013433-0.008982i,-0.011439-0.0067223i,-0.020862-0.00098002i,-0.021465+0.0007917i,-0.016989-0.0059151i,-0.011389-0.015574i
-0.030825+0.19596i,0.10787+0.13249i,0.15061+0.0025954i,0.038171-0.031218i,-0.030227-0.0045209i,-0.018638-0.049221i,-0.011103-0.11502i,0.020038-0.11951i,0.034542-0.10693i,0.0052314-0.066366i,-0.0096124-0.018003i,-0.013031-0.0021588i,-0.011577+0.0023665i,-0.0034478-0.0087253i,-0.011885-0.02956i,-0.013267-0.033078i,0.0047158-0.026465i,0.011553-0.019282i,0.0032877-0.0097257i,-0.0029702-0.0017468i,0.001076-0.0037494i,0.010882-0.018728i,0.011532-0.03559i
-0.54849-0.091318i,-0.86098+0.10764i,-0.83087+0.31242i,-0.46916+0.29759i,-0.11877+0.13117i,0.053137-0.0062078i,0.083545-0.074985i,0.036244-0.083361i,0.0055893-0.055883i,-0.0046506-0.058415i,-0.030344-0.070441i,-0.054143-0.060165i,-0.069883-0.029752i,-0.066467+0.021018i,-0.039771+0.057606i,-0.019619+0.053506i,-0.012727+0.031079i,0.00081692+0.016993i,0.020135+0.007451i,0.025434-0.0043261i,0.017948-0.0086737i,0.013098-0.004278i,0.018767+0.00050491i
0.20149-0.11224i,0.14519-0.21141i,-0.011709-0.24795i,-0.13077-0.19557i,-0.18181-0.12953i,-0.2009-0.099053i,-0.19887-0.067748i,-0.15221-0.00057171i,-0.047268+0.054261i,0.047514+0.050963i,0.077029+0.028773i,0.067621+0.018317i,0.048735+0.01902i,0.049272+0.032238i,0.065074+0.035882i,0.053316+0.026969i,0.02435+0.021336i,0.007475+0.015383i,-0.0015862+0.0072459i,-0.0054892+0.00084165i,-0.003271-0.0017873i,0.0038536+0.0018644i,0.013629+0.0083631i
-0.23028-0.10094i,-0.37762-0.30356i,-0.37952-0.40889i,-0.17756-0.3351i,0.047866-0.22375i,0.14622-0.11426i,0.15322-0.016948i,0.10029+0.0010371i,0.019254-0.0078527i,-0.0095522+0.010053i,0.0071847+0.017701i,0.017253-0.0037508i,0.013523-0.044309i,-0.0046185-0.074539i,-0.021701-0.065265i,-0.013499-0.037051i,-0.0026725-0.018029i,-0.0069878-0.0038294i,-0.014454+0.0071515i,-0.015529+0.010742i,-0.011665+0.008514i,-0.011743+0.0088443i,-0.017691+0.022006i
