-0.0062052-0.00031538i,-0.0060062+0.00046225i,-0.005736+0.0029342i,-0.0040465+0.0036076i,-0.00047195+0.0033802i,0.0014098+0.0023375i,0.00015311+0.0020423i,-0.00024555+0.0021163i,0.00085643+0.0020247i,0.0017345+0.0013691i,0.0021802+0.0007714i,0.0015418-0.00050425i,0.0011055-0.0018971i,0.0011961-0.0016583i,0.00075653-0.00094045i,-0.00038088+6.0251e-05i,-0.00048853+0.00097002i,0.00026342+0.0014736i,0.00033275+0.00094743i,0.00046045-9.5781e-05i,-0.00010476-0.000278i,-0.0013324+0.00019954i,-0.0018746+0.00054022i
-0.095317+0.015917i,-0.059485+0.0080128i,-0.034053+0.0011617i,-0.020012+0.0043462i,-0.0085718+0.0069069i,-0.0012015+0.0036291i,0.00027552-0.00023518i,-0.00047219-0.0019575i,-0.0014291-0.0029796i,-0.0012559-0.0034493i,-0.00057024-0.002672i,0.0002352-0.0017244i,-0.00026648-0.0011984i,-0.0011345-0.00085277i,-0.00028178-0.00083484i,0.00053362-0.00020042i,0.00073818+0.00016112i,0.00045769-0.0016594i,-0.00030662-0.0024765i,-0.00065923-0.0010487i,-0.00081637+0.00033361i,-0.00037073+0.00041729i,-5.0887e-05-0.0004778i
-0.019237+0.095284i,-0.007807+0.062302i,-0.0033027+0.033547i,0.00056314+0.017693i,0.0027609+0.007325i,0.0015289+0.00081425i,-0.00041592-0.00052932i,-0.0010563-8.4914e-06i,-0.0013303-0.00014241i,-0.0010094-0.00039839i,0.00021054-0.00044817i,0.0010601+0.00081529i,-0.00030291+0.0018236i,-0.0014691+0.0013723i,-0.00047625+0.0012473i,0.00062663+0.0013325i,0.00054081+0.0010705i,-6.8919e-05+6.4994e-05i,-0.0015048-0.00051247i,-0.0020035+0.0003715i,-0.00041723+0.000976i,0.00043236+0.00073112i,0.00031857+0.00024946i
0.079214+0.059773i,0.051878+0.038029i,0.028796+0.024861i,0.018902+0.013246i,0.010964+0.0026307i,0.0029141-0.0018803i,-0.00041306-0.00099765i,-0.00032503+0.00078069i,0.00039436+0.0022914i,0.00041815+0.0032225i,-6.2496e-05+0.0031241i,-0.00062717+0.0025329i,-0.00040984+0.0021604i,0.0015747+0.0014912i,0.0029591+0.0014848i,0.0029643+0.00085185i,0.0025868-0.0007138i,0.0017995-0.00083232i,0.0008629+0.00013683i,0.0012206+0.00065906i,0.0018282+0.00058202i,0.0010025+0.00041171i,0.00018906+0.00028858i
0.083784-0.051808i,0.050393-0.036197i,0.030565-0.017528i,0.019176-0.012045i,0.0093554-0.011052i,0.0021039-0.0067657i,-0.00056517-0.002175i,0.00054356+0.00078324i,0.00054841+0.0021674i,-0.00063442+0.0019126i,-0.001137+0.00066991i,-0.0008128+0.00012593i,7.9454e-05-0.00047756i,0.001001-0.0013965i,0.00057524-0.0019294i,-0.00054207-0.0018025i,-0.0016177-0.0014817i,-0.0021268-0.00055398i,-0.0011899-0.00026008i,-0.00031503-0.001138i,-0.00069289-0.0017951i,-0.00023578-0.0017096i,0.0012291-0.00080885i
-0.01869-0.098827i,-0.019627-0.060887i,-0.0099109-0.032018i,-0.0054755-0.018344i,-0.0046332-0.0087469i,-0.0026145-0.0023009i,-0.00030711-0.00061224i,0.0011233-0.0014857i,0.0012217-0.0021779i,0.00053731-0.0020909i,0.00031517-0.0018863i,9.0381e-05-0.0013464i,0.00025406-0.0016603i,9.3523e-06-0.0026323i,-0.00091762-0.00099965i,-0.0012692+0.00068768i,-0.0012503+0.00032078i,0.00025996-0.00027084i,0.0017076-0.00058009i,0.00072377-0.00099065i,-0.00083033-0.0011092i,-0.0014474-0.00065432i,-0.0010671-2.6399e-05i
-0.095628-0.022215i,-0.060324-0.0083341i,-0.031673-0.008885i,-0.019171-0.0079463i,-0.010062-0.0034163i,-0.003084-0.00051596i,-0.0014005-0.00089353i,-0.001759-0.0022163i,-0.0012721-0.0024882i,-0.00011747-0.0027133i,0.0010525-0.0022738i,0.00066196-0.0014851i,-0.0003224-0.00096117i,-0.0011711-0.0006455i,-0.0019643-0.00029918i,-0.0013981+0.00026996i,-0.0002892+0.0003149i,-3.3249e-05+0.00042048i,-0.00065617-0.00035769i,-0.0017929-0.00081178i,-0.0020992+2.8324e-05i,-0.0013912+0.00043527i,-0.00018532+0.00035309i
-0.060848+0.08305i,-0.030317+0.05924i,-0.016915+0.029867i,-0.010872+0.015614i,-0.0047546+0.0091155i,-0.0015924+0.0029271i,-0.0012458-0.00023905i,-0.0015797-1.1039e-05i,-0.0010725+0.0010138i,4.3097e-05+0.0011054i,0.0005746+0.00072564i,0.00051704+0.00049942i,-0.00033654+0.00090546i,-0.0012273+0.0022638i,-0.00025822+0.0026108i,0.0012047+0.0016267i,0.0015764+0.0013808i,0.001494+0.0011549i,0.0003809+0.00083159i,-0.0015603+0.00098921i,-0.0010729+0.0011075i,0.00043525+0.0014536i,-1.8973e-05+0.0013688i
0.047169+0.089522i,0.036095+0.054025i,0.016449+0.034075i,0.011069+0.023142i,0.010908+0.010361i,0.0058405-0.00027156i,9.5783e-05-0.0024903i,-0.0021775-3.7221e-06i,-0.0012077+0.0018598i,-0.0012167+0.0026863i,-0.0016982+0.0020627i,-0.00067489+0.00090561i,9.5989e-06+0.00078091i,0.0013055+0.00097784i,0.0027304+0.0011845i,0.0020696+0.0008148i,0.0016433+9.2231e-05i,0.00077676-0.00035136i,-0.00026232-3.6712e-05i,0.0011078+0.00020675i,0.002303+0.00025388i,0.0014532+0.00011937i,0.00080084-7.2081e-05i
0.10319-0.012655i,0.064734-0.018768i,0.037241-0.0061463i,0.024019-0.00070011i,0.012594-0.0035958i,0.0029266-0.0037379i,-0.00050392-0.0012108i,0.00071888+0.00053194i,0.00048924+0.00048894i,-0.0016688+2.1226e-07i,-0.0023565-0.0001319i,-0.001892-0.00064814i,-0.00064851-0.0014373i,0.0004917-0.0017101i,0.00023685-0.0018618i,-7.925e-05-0.0015866i,-0.00020329-0.0014639i,-0.00054898-0.00082397i,-5.7545e-05-0.00079572i,0.00065203-0.0023921i,0.0010261-0.0027665i,0.00094347-0.0022057i,0.00080609-0.0010113i
0.024506-0.094471i,0.004767-0.061168i,0.0081339-0.027879i,0.0097003-0.013859i,0.0045394-0.0084791i,0.00093037-0.0032578i,0.001431+7.8267e-05i,0.0026707-0.00035826i,0.0010428-0.0018167i,8.1039e-05-0.0018684i,0.0011623-0.0018151i,0.0014866-0.0018657i,0.0013588-0.0017383i,0.00036858-0.0020393i,-0.0012549-0.0020646i,-0.0017909-0.0017104i,-0.0017641-0.00076327i,-0.001601-0.00023326i,-0.00064912-0.00072571i,-0.00074413-0.0014255i,-0.001284-0.0020009i,-0.00070469-0.0019564i,-0.0002923-0.0015675i
-0.076594-0.060031i,-0.05686-0.027119i,-0.028402-0.018391i,-0.015611-0.016542i,-0.010319-0.0080468i,-0.004338-0.00075319i,-0.00037347-0.00024492i,0.0012128-0.0020414i,0.0012031-0.0020847i,0.0018103-0.0010979i,0.0020073-0.00026158i,0.00053703+4.9618e-05i,-3.4978e-05+0.00027083i,0.00074339+0.00074909i,-0.00025228+0.00079671i,-0.0023059+0.0013321i,-0.0026747+0.0023154i,-0.0018789+0.0022285i,-0.0021084+0.00027529i,-0.0024851-0.0011228i,-0.0016446-0.00047828i,-0.0011501+0.00055154i,-0.0017989+0.00025523i
-0.086005+0.047871i,-0.047581+0.043621i,-0.027866+0.018744i,-0.019228+0.0069517i,-0.008551+0.0056226i,-0.0008471+0.0018384i,0.00025707-0.0012931i,-0.0022062-0.00086838i,-0.0022788+0.00058793i,0.00015984+0.0019694i,0.00093393+0.0025821i,0.0010268+0.0022511i,0.00031838+0.0020181i,-0.00023084+0.0021824i,1.7342e-05+0.0031137i,0.00061869+0.0037133i,0.001659+0.0022723i,0.0015484+0.00031451i,8.4945e-05-1.7577e-05i,-0.0008268+0.00068596i,-0.00046959+0.001024i,-0.00048351+0.0013437i,-7.1122e-05+0.0016628i
0.0087341+0.094653i,0.019419+0.057806i,0.0050577+0.031817i,-0.0012767+0.021683i,0.0020036+0.011791i,0.0022088+0.0024769i,-0.0015509+1.7427e-05i,-0.0035065+0.002337i,-0.0021602+0.0031527i,-0.0014743+0.0014145i,-0.001725+0.00059498i,-0.00091203+0.00040124i,0.00029901-0.00093074i,0.0013128-0.0013079i,0.0020603-0.00073284i,0.0016212-0.0009705i,0.0012516-0.0020381i,0.0015168-0.0027024i,0.0019394-0.0025956i,0.0022159-0.00091032i,0.0018288+0.00022689i,0.0017508+7.8961e-05i,0.0021363+0.00040867i
0.090764+0.021519i,0.063305-0.0050919i,0.03171-0.00033442i,0.017641+0.0067464i,0.010478+0.0032298i,0.0041442-0.0002541i,0.00056952+0.00094025i,-0.00053277+0.0019492i,-0.0008188+0.00050671i,-0.0019561-0.0010483i,-0.0017644-0.0025852i,-0.00099953-0.0025126i,-0.0013048-0.0020135i,-0.0015448-0.0026146i,-0.00114-0.0029017i,-0.00048891-0.0032112i,-0.00067584-0.003272i,-0.00052884-0.0024092i,0.00073441-0.002252i,0.002007-0.002484i,0.0025068-0.0027073i,0.001628-0.0023719i,0.00083326-0.0010337i
0.052937-0.072038i,0.017374-0.056024i,0.0094096-0.023547i,0.010743-0.010116i,0.0053127-0.0068062i,0.0011562-0.0029684i,0.0013165-0.00071713i,0.0033973-0.00024883i,0.0033134-0.0019416i,0.0019798-0.0022765i,0.00139-0.00065407i,0.00098638-0.0003968i,0.00064196+0.00028309i,0.00038433-9.8877e-05i,-0.00018238-0.0017037i,-0.0015124-0.0020587i,-0.0024902-0.0012041i,-0.0015764-0.00010888i,3.2304e-06-0.00067422i,0.00070459-0.0021184i,0.00047902-0.0025506i,-0.0002793-0.0015458i,-0.00069136-0.00085477i
-0.041846-0.068395i,-0.044192-0.027693i,-0.018744-0.011362i,-0.0044582-0.012818i,-0.0039139-0.0097288i,-0.0038868-0.0036643i,-0.0017887-0.0018264i,-0.00012048-0.0030394i,0.00029599-0.0025342i,0.0011881+0.00025383i,0.0020195+0.0014692i,0.0016036+0.0015225i,0.00086661+0.0014674i,0.00038401+0.0017394i,-0.00019411+0.0022568i,-0.001219+0.0016214i,-0.0010435+0.001776i,0.00046387+0.0026133i,-0.00059236+0.0010909i,-0.0020905-0.00090603i,-0.0021745-0.0010543i,-0.0020497+1.6005e-06i,-0.00075224+0.0007677i
-0.083502+0.011653i,-0.050776+0.028281i,-0.024426+0.010074i,-0.015702-0.00088119i,-0.0091655+0.0012802i,-0.0038229+0.0011534i,-0.0030055-0.00077128i,-0.0031945-0.00027626i,-0.0028729+0.0017904i,-0.0019456+0.0028018i,-0.0001386+0.0024961i,0.0013061+0.0015899i,0.0015817+0.00027657i,0.0020619+0.00042097i,0.002051+0.0017566i,0.0022495+0.0024558i,0.0028738+0.0023123i,0.0025148+0.0012468i,0.0014496+0.00083511i,0.00075641+0.0014176i,0.00048115+0.0011481i,0.00041342+0.000433i,0.0004253+0.0014639i
-0.016484+0.073894i,0.01407+0.050572i,0.0052795+0.020531i,-0.0052237+0.0111i,-0.001316+0.0082304i,0.0020337+0.0032177i,0.00016058+0.00083641i,-0.0023733+0.0005315i,-0.0028752+0.00042327i,-0.0024687-0.00084159i,-0.0022856-0.0022857i,-0.00038683-0.0026055i,0.002165-0.0024048i,0.0035677-0.0019539i,0.0029132-0.0019445i,0.0020573-0.0021358i,0.0024416-0.003241i,0.0018943-0.0033206i,0.0014879-0.0013426i,0.0019217+0.0002137i,0.001776+0.0007732i,0.0017003+0.00051669i,0.0018088+6.9518e-05i
0.062118+0.039361i,0.05691+0.0033681i,0.027328-0.00068526i,0.011606+0.0059526i,0.0072105+0.0027745i,0.0043161-0.0012572i,0.001802+6.3486e-05i,0.00046132+0.0023529i,0.00092548+0.001622i,0.00090323-0.0013839i,0.00050013-0.0023704i,1.1741e-05-0.0021817i,-0.00071553-0.0024364i,-0.0006921-0.0025409i,-0.00051764-0.0025107i,-0.00018557-0.0024383i,-0.00021493-0.0024554i,8.4031e-05-0.0015997i,0.0019452-3.7467e-05i,0.0029336+0.00025424i,0.0021537+0.00026852i,0.0011235+0.000621i,0.00041846-9.7585e-05i
0.054963-0.037682i,0.018173-0.045378i,0.0051883-0.018844i,0.0093776-0.0044095i,0.0070123-0.0052141i,0.0020106-0.0062828i,0.0018794-0.0041369i,0.0035031-0.0024365i,0.0044683-0.0024538i,0.0040971-0.0011842i,0.0028259+0.0009573i,0.0014236+0.0022688i,0.00056754+0.0034939i,-0.00011852+0.0029457i,-0.00050214+0.00079352i,-0.00053149+0.00022165i,-0.00131+0.0014129i,-0.0014624+0.0013847i,-0.00061982-0.00018456i,0.00049665-0.0018037i,0.00034219-0.0024534i,-0.00069836-0.0021259i,-0.0013997-0.001424i
-0.016102-0.055306i,-0.038314-0.026399i,-0.015804-0.0055111i,0.0013421-0.0059103i,-0.0019501-0.007034i,-0.0059893-0.0039899i,-0.0039208-0.0033389i,-6.8168e-05-0.0039258i,0.0014511-0.0026135i,0.00065205+0.0013329i,0.00023324+0.0040583i,0.00084159+0.0039756i,0.0018992+0.0036614i,0.0017577+0.0035983i,0.00090145+0.0031363i,0.00014531+0.0031324i,0.00012821+0.0035424i,0.00033806+0.0037501i,-0.00035359+0.0025845i,-0.0022749+0.00058698i,-0.0032727+1.3646e-05i,-0.0028221+0.00038318i,-0.0026093+0.00054573i
-0.058782-0.0036604i,-0.041389+0.025589i,-0.012425+0.01384i,-0.0038909-0.00031532i,-0.0032879+0.00090488i,-0.0025155+0.0025677i,-0.00345+0.00087218i,-0.0030908-0.00129i,-0.0028507-0.0007302i,-0.0028101+0.0014681i,-0.0012721+0.00089878i,0.00057362-0.00043422i,0.000952-0.00054142i,0.00041608-0.00015453i,0.00079087+0.00097068i,0.0015909+0.0020616i,0.0027785+0.0017913i,0.0030187+0.00052837i,0.0022476-0.00014627i,0.0014854+0.00088418i,0.00075042+0.001742i,0.00046271+0.0021476i,0.00042575+0.0022372i
-0.016846+0.04854i,0.016757+0.048092i,0.013562+0.019265i,-0.00036556+0.0063732i,-0.00041335+0.0060432i,0.0021849+0.0045152i,0.001252+0.0034821i,-0.00088768+0.0028644i,-0.0022323+0.0011177i,-0.0010768-0.00092431i,0.00052712-0.002666i,0.001295-0.0036087i,0.0015095-0.0039191i,0.001971-0.0033256i,0.0018754-0.0022268i,0.0015869-0.0016414i,0.001779-0.0011376i,0.0013456-0.00082188i,2.0213e-05+7.7574e-05i,-0.00037829+0.0020165i,0.00052605+0.0022308i,0.0014163+0.0013346i,0.0024559+0.00097781i
0.032486+0.03574i,0.04642+0.0054575i,0.021815-0.0022172i,0.0079659+0.0054228i,0.0099325+0.0035883i,0.010336-0.0019632i,0.0076138-0.0011157i,0.0049195+0.0019476i,0.0045913+0.0026673i,0.0052555+4.6457e-05i,0.004589-0.0014228i,0.0020356-0.0017019i,-7.9445e-06-0.0022613i,-0.00074732-0.0026457i,-0.00057684-0.0024904i,-0.00089373-0.0018151i,-0.0019423-0.00099568i,-0.0020059+0.00035528i,-0.00071487+0.0017053i,0.00077033+0.0018582i,0.0012054+0.00042675i,0.0008835-0.001233i,0.0011089-0.0019892i
0.029498-0.019773i,0.0070074-0.041475i,-0.0061241-0.017424i,0.0013978+0.00049664i,0.0049602-0.0034393i,0.0038478-0.0077578i,0.0044924-0.0065057i,0.0053432-0.0033307i,0.0055753-0.0013819i,0.0036408+0.00029495i,0.0016759+0.0029047i,0.00036617+0.0041979i,-0.0014443+0.0040673i,-0.0024243+0.0036749i,-0.0023926+0.0035557i,-0.0028734+0.0033976i,-0.0034802+0.0033502i,-0.0027051+0.0029318i,-0.00021161+0.0013566i,0.001158-0.00038108i,5.6824e-05-0.001709i,-0.0011614-0.0028i,-0.0010721-0.0026438i
-0.0040356-0.031707i,-0.031142-0.023332i,-0.016377-0.0036901i,0.00012545-0.0017533i,-0.0039352-0.0052234i,-0.0092601-0.0052445i,-0.0072341-0.0055087i,-0.0029196-0.0049036i,-0.0017925-0.0032314i,-0.0027849+0.00046706i,-0.0028502+0.0035872i,-0.0017267+0.003921i,-0.0003285+0.0038931i,-0.00062283+0.0034774i,-0.001313+0.0027047i,-0.00099765+0.0024035i,-0.00030173+0.0019685i,-2.3264e-05+0.0011766i,-0.00052702+0.00029831i,-0.0025001+5.7997e-05i,-0.0031274+8.2132e-05i,-0.0022449-9.5704e-06i,-0.0015697+0.00074664i
-0.029187+0.00061216i,-0.033304+0.027479i,-0.0091189+0.019822i,-0.0016095+0.004046i,-0.0055612+0.0039822i,-0.0074704+0.0059974i,-0.0084324+0.0034975i,-0.0070086-0.00039497i,-0.0072167-0.0025181i,-0.0071122-0.00090159i,-0.0039538-1.16e-05i,-0.0011281-0.00053096i,0.00078136-0.00036797i,0.0015569-0.00075232i,0.0010166-0.0014594i,0.0010617-0.0016006i,0.0012875-0.0013578i,0.0012646-0.0011645i,0.00058296-0.00022334i,-0.00022505+0.0015408i,-0.00053005+0.0022608i,-0.00054077+0.0023127i,3.2781e-05+0.0020609i
-0.0036246+0.029609i,0.020035+0.046764i,0.02081+0.022118i,0.0070704+0.0039663i,0.0037492+0.0042347i,0.0037825+0.0063845i,0.00039505+0.0074265i,-0.0024384+0.0068184i,-0.0019434+0.0042197i,0.00058422+0.00049291i,0.0021447-0.0030588i,0.0022387-0.0034926i,0.0021678-0.0031227i,0.0018665-0.0031823i,0.00078123-0.0033794i,-0.00071714-0.0043254i,-0.0011363-0.0047101i,-0.0012908-0.0030009i,-0.0010126-0.00025269i,-0.00036789+0.001387i,0.00041767+0.001326i,0.0011662+0.0011877i,0.0016406+0.00027293i
0.023964+0.00358i,0.045434-0.01042i,0.022567-0.017878i,0.0042952-0.0073164i,0.0064168-0.0015546i,0.0091499-0.0011824i,0.0085547+0.0031569i,0.0077914+0.006102i,0.0080307+0.0058065i,0.0068848+0.0031101i,0.00351-0.00014222i,0.00061819-0.0014045i,-0.00061664-0.00088161i,-0.0011385-0.00010715i,-0.0021416-0.00052911i,-0.0031166-0.001235i,-0.0026668-0.00030912i,-0.0017337+0.00030675i,-0.00071172+0.0003122i,0.00029345+0.00040541i,0.00064684-0.00056982i,0.00056263-0.001784i,0.00029944-0.001811i
0.010315-0.01894i,0.0056294-0.042939i,-0.0093618-0.026363i,-0.0069823-0.008628i,-0.00083819-0.0122i,0.00056435-0.014753i,0.0040095-0.0103i,0.0069104-0.0048514i,0.0063905-0.0018178i,0.0031172-0.00040867i,-0.00045389+0.001552i,-0.0026149+0.003532i,-0.0035017+0.0045577i,-0.0041142+0.0045935i,-0.0043277+0.0035259i,-0.0038154+0.0020359i,-0.0021611+0.001219i,-0.0011343+0.00040732i,-0.00068853-0.00015748i,-0.0003837-0.00059687i,-0.00082936-0.0017439i,-0.0014332-0.0023053i,-0.0017205-0.00090575i
-0.023215-0.012178i,-0.045383-0.019374i,-0.032581-0.0031751i,-0.01166+0.0010536i,-0.010496-0.0034714i,-0.010776-0.0061962i,-0.0064242-0.0091481i,-0.0027085-0.0092756i,-0.0026044-0.0070969i,-0.0061784-0.0038241i,-0.0069496-5.5125e-05i,-0.0037035+0.0010655i,-0.00067782+0.00070659i,0.0005753+0.00027392i,0.0015499+0.00029083i,0.0025462+0.00015732i,0.0027081-3.4279e-06i,0.0024817+0.00033231i,0.0018935-0.00033332i,0.00088341-0.00099949i,-0.00049947-0.00046459i,-0.0021447+0.00066569i,-0.0026657+0.0010082i
-0.018313+0.019493i,-0.029947+0.03481i,-0.0082216+0.029804i,0.0027146+0.013544i,-0.0031284+0.0087101i,-0.0073335+0.0074876i,-0.0090475+0.0038532i,-0.0089605+0.00037256i,-0.0082945-0.0015873i,-0.0066435-0.0020512i,-0.0021856-0.002571i,0.00074981-0.0031679i,0.00083667-0.0032136i,0.0022314-0.0031602i,0.0042493-0.0032856i,0.0038722-0.0033095i,0.0029568-0.0032498i,0.0019639-0.0022058i,-5.6385e-05-0.00068684i,-0.0011657+0.00038701i,-0.00064597+0.0017293i,-5.1406e-05+0.0028233i,4.0457e-05+0.0025828i
0.02117+0.025084i,0.031163+0.042278i,0.031974+0.02155i,0.016905+0.0043053i,0.0089225+0.007257i,0.0061578+0.01064i,-1.0617e-05+0.01052i,-0.0029069+0.0094412i,-0.0012655+0.0079176i,0.0023992+0.0056624i,0.0058437+0.0017949i,0.0058216-0.001207i,0.0044387-0.001582i,0.0038844-0.0018408i,0.0036473-0.0034561i,0.0030748-0.0042021i,0.0019143-0.0030861i,0.00056443-0.0022154i,-0.00089659-0.00071241i,-0.000862+0.0011715i,0.00047023+0.0021566i,0.00091852+0.0019464i,0.0016915+0.00050935i
0.028809-0.012754i,0.046729-0.013735i,0.029941-0.020687i,0.011367-0.013831i,0.011659-0.0067531i,0.012736-0.0050002i,0.011028+0.00012746i,0.0086643+0.0044947i,0.006432+0.0054037i,0.0063382+0.0041116i,0.0043246+0.0029313i,0.00064485+0.002399i,-0.00071667+0.0022093i,-0.001384+0.0025251i,-0.0019784+0.0022228i,-0.0022132+0.00099725i,-0.0023572-8.7275e-06i,-0.0019049+5.5038e-05i,-0.00052939+0.00072973i,0.00077405+0.00063896i,0.0018892-0.00086063i,0.0027304-0.0021723i,0.0023471-0.0025119i
-0.011572-0.039664i,-0.0064562-0.050954i,-0.014333-0.033025i,-0.0097034-0.014155i,-0.00024618-0.015074i,0.0016723-0.016032i,0.0035388-0.011535i,0.0045924-0.0078472i,0.0032198-0.0050763i,0.00034386-0.003688i,-0.0032335-0.0016865i,-0.0046388+0.0016052i,-0.0048516+0.0040609i,-0.0045972+0.0059902i,-0.0035517+0.0054174i,-0.0027105+0.0034311i,-0.0023761+0.0026541i,-0.0019029+0.0024731i,-0.00048996+0.0012125i,0.00045443-0.00093555i,1.7986e-05-0.0030705i,-0.00033028-0.0038193i,-0.00072681-0.002069i
-0.040024-0.0055542i,-0.04885-0.015086i,-0.036932-0.0027797i,-0.016182+0.0029669i,-0.011638-0.0045017i,-0.012573-0.009357i,-0.0096919-0.0095889i,-0.0077838-0.0096721i,-0.0073963-0.0096414i,-0.0085335-0.0079327i,-0.0076667-0.0052581i,-0.0030349-0.0032518i,-5.2081e-05-0.0015682i,0.0010319-0.0002441i,0.0016976-5.4905e-05i,0.0018251+0.00045392i,0.0021172+0.0012206i,0.0011883+0.0011834i,-0.00046857+0.0011608i,-0.0011899+0.00087366i,-0.0018147-0.0001121i,-0.0025861-0.0009053i,-0.0029728-0.00041983i
-0.020214+0.040496i,-0.029952+0.045421i,-0.016269+0.038533i,-0.0051504+0.021308i,-0.0084632+0.01359i,-0.011134+0.010446i,-0.011662+0.0052881i,-0.011199+0.0022687i,-0.0094991+0.00038588i,-0.0054961+0.0003954i,-0.00011278+5.7219e-05i,0.0023813-0.0023154i,0.0028095-0.004022i,0.0037086-0.004674i,0.0039429-0.0038062i,0.0036938-0.002356i,0.0039083-0.0020206i,0.0030905-0.002011i,0.0010232-0.00097967i,-0.00053261+5.6549e-05i,-0.0010216+0.00037704i,-0.0014474+0.0012606i,-0.0018294+0.001521i
0.031729+0.034801i,0.032376+0.042929i,0.030006+0.029476i,0.018194+0.014487i,0.012064+0.014319i,0.010074+0.013497i,0.0044795+0.010982i,0.00077233+0.010712i,0.0014399+0.010246i,0.0044786+0.008861i,0.0068673+0.0040769i,0.0059576-0.00036222i,0.0039814-0.00081384i,0.0021881-2.89e-05i,0.00096971-0.00025889i,0.001599-0.00012771i,0.001659-0.0003874i,-7.7373e-05-0.0017065i,-0.0014658-0.0009505i,-0.00011708+0.0010631i,0.001878+0.0017481i,0.0023681+0.0016951i,0.0026462+0.00086614i
0.044365-0.026337i,0.049989-0.022777i,0.033307-0.021032i,0.015067-0.012002i,0.01567-0.0036509i,0.015891-0.002132i,0.01038+0.0002787i,0.0071211+0.0028844i,0.0058384+0.0031617i,0.0049825+0.0032185i,0.0032134+0.0026278i,0.00079493+0.0026829i,-0.0017638+0.0032548i,-0.0037333+0.0035023i,-0.0037607+0.0023279i,-0.0028751+0.00030478i,-0.0032394-0.0010729i,-0.003166-0.0017557i,-0.0012274-0.0017302i,0.0010403-0.0016528i,0.0026786-0.0018499i,0.0036168-0.0024321i,0.002974-0.0030532i
-0.0071144-0.051169i,-0.0056209-0.055839i,-0.0080208-0.04326i,-0.0041817-0.023217i,0.0038409-0.018322i,0.0054938-0.016753i,0.0053304-0.011426i,0.0048291-0.0090863i,0.0019276-0.0094826i,-0.0022276-0.0094931i,-0.0045458-0.0061469i,-0.0044285-0.0010842i,-0.0044086+0.0017037i,-0.004093+0.0023208i,-0.0038724+0.0019932i,-0.0052144+0.00098158i,-0.004868+0.0010254i,-0.0034221+0.00098624i,-0.0029659-0.00085864i,-0.0021957-0.0017686i,-0.00094125-0.0021763i,-0.00015577-0.0029447i,-0.0010176-0.002829i
-0.056749-0.0107i,-0.057164-0.010564i,-0.041349-0.0054216i,-0.019257-0.0043671i,-0.011864-0.0099581i,-0.011197-0.011053i,-0.0084411-0.0098241i,-0.0066691-0.009616i,-0.0067568-0.0091979i,-0.0073949-0.0076662i,-0.0047032-0.004455i,-0.00086273-0.0035945i,0.0011653-0.0046174i,0.0028797-0.0044301i,0.0029719-0.0035823i,0.0013932-0.0012013i,0.00097258+0.00059021i,0.00084913+0.00046859i,-0.00010668+9.5736e-05i,-0.0011602-0.000799i,-0.0013116-0.0018264i,-0.0025251-0.0020513i,-0.0041843-0.0012512i
-0.029399+0.050975i,-0.027691+0.052673i,-0.016119+0.03965i,-0.0067568+0.018775i,-0.010551+0.0089843i,-0.013524+0.0073393i,-0.012753+0.0043484i,-0.011365+0.0021586i,-0.0083336+0.0026729i,-0.0034644+0.0045411i,0.0018651+0.0028957i,0.0035628-0.0025143i,0.0022734-0.0059406i,0.00234-0.0066791i,0.0020229-0.0042207i,0.0019263-0.0006189i,0.0036813+0.00021235i,0.0041399-0.00062279i,0.0028391-0.00084581i,0.00093593+0.0006037i,-0.0004681+0.00076021i,-0.0015997+0.00094784i,-0.0012239+0.0022835i
0.067567+0.062848i,0.075951+0.062362i,0.069921+0.028175i,0.038851-0.0044494i,0.010693-0.010858i,-0.0067101-0.002073i,-0.0076877+0.0068707i,-0.0020935+0.0087746i,0.0028079+0.0071268i,0.0059108+0.0023927i,0.0030265-0.0013761i,-0.0014113-0.00015559i,-0.004151+0.0028455i,-0.0069642+0.00453i,-0.0061193+0.0053563i,0.00010474+0.0024649i,0.0047105-0.0036958i,0.0032779-0.0055798i,0.0022332-0.0025144i,0.0036241-2.1797e-05i,0.0031041+0.0016014i,0.0033265+0.0033627i,0.0043485+0.0031488i
0.054422-0.019223i,0.055685-0.025446i,0.044214-0.017919i,0.0256-0.0055366i,0.018527+0.0025531i,0.015726+0.0028974i,0.011507+0.0015717i,0.0095424+0.00035093i,0.0070708-0.0017664i,0.0035474-0.0022256i,0.00024302-0.00085382i,-0.0022249+0.0014578i,-0.0038286+0.0029109i,-0.0047191+0.0025045i,-0.0042714+0.0010048i,-0.0025419-0.0023869i,-0.0011316-0.0049755i,-0.00063733-0.0035237i,0.00064815-0.0019769i,0.0015657-0.0020339i,0.002463-0.0026912i,0.0041076-0.0029714i,0.0040905-0.0029501i
-0.0022357-0.060839i,-0.010873-0.063364i,-0.0026809-0.044846i,0.0090271-0.02178i,0.015063-0.015987i,0.011838-0.015432i,0.007089-0.013023i,0.0044778-0.012842i,0.0018058-0.012744i,-0.0010787-0.011207i,-0.0037436-0.0063094i,-0.0039989+0.00020511i,-0.0013315+0.0021307i,0.00080233-6.1542e-05i,0.00039481-0.0020568i,-0.0010224-0.0017057i,-0.0016405+5.3998e-05i,0.00022328+0.0010789i,0.0010756+0.00035974i,-0.00062219-0.0015211i,-0.00077832-0.002903i,-0.00033575-0.0039741i,-0.0013692-0.0040989i
