-0.0020509-0.0013548i,-0.0014161-0.0018294i,-0.0032248-0.001044i,-0.003533-0.00051674i,-0.0023223+0.00088332i,-0.0017406+0.0027216i,-0.0018632+0.0027731i,-0.0013773+0.0020717i,-0.00014062+0.0022164i,0.00054134+0.0017764i,0.00060449+0.00017764i,0.00031107-0.00069284i,-0.00069778-0.00010099i,-0.0016346+0.00028939i,-0.0015935-0.0001762i,-0.0011252+3.5903e-05i,8.8215e-05+8.9518e-05i,0.0011414+0.00031326i,0.00066241+0.00067055i,0.00012643+0.00097452i,8.0636e-05+0.00057582i,0.00010706-0.0004673i,0.00041289+3.2911e-05i
-0.0018949+0.0010168i,-0.0016138+0.0012583i,-0.0015599+0.001205i,-0.00073618+0.0008409i,0.00013427+0.00092024i,0.000131+0.001276i,-0.00039041+0.0011297i,-0.00038598+4.9194e-05i,0.00018964-0.00031707i,0.00040721-0.00015183i,-0.00021888+0.00032895i,-0.0013285+0.00085664i,-0.0012369+0.00091304i,-0.00050171+0.00077996i,0.00016225+0.00022462i,-0.00011208-0.00010005i,-4.8603e-05-0.0001696i,-4.6632e-05+0.00032252i,-0.00037438+0.00061377i,-2.1599e-05+0.00061265i,-0.00049695+0.00025481i,-0.00042182-0.00056466i,0.00048333-0.0010584i
-0.0007568-0.0010281i,-0.00027539-0.00073692i,-0.00010639-0.00053517i,-0.00032615+0.00025428i,-0.0016953+0.0016744i,-0.0014884+0.0021362i,-0.0011713+0.0015946i,-0.0016605+0.00092793i,-0.00099783+0.0003256i,-0.00033168-7.2913e-05i,2.4612e-05-0.00023003i,-0.00018486-0.00011196i,-0.00027368+0.00030749i,0.00041002+0.00065625i,0.0012628+0.00038037i,0.0013612-6.0728e-05i,0.00059762-0.0001591i,0.00026904+0.00019477i,-0.00015601+4.2595e-05i,-0.00040909-2.9618e-05i,-0.00021605+0.00039661i,-1.0603e-05+0.00053717i,6.9568e-07+0.00015076i
-0.0014129+4.8236e-06i,-0.0014671+0.00014873i,-0.0026278+0.0011517i,-0.0025978+0.0014204i,-0.0012837+0.0015707i,-0.00012434+0.0012023i,0.00071751+0.0009813i,0.00085054+0.00072176i,1.7375e-06+0.00028552i,-0.00046812-0.00033674i,-0.00058767-0.00098916i,-0.00091962-0.00116i,-0.0013551-0.00098206i,-0.00052611-0.00055795i,0.00046903+6.5494e-06i,0.00022135+0.0002412i,0.0002726-0.00012713i,3.8502e-05-4.953e-06i,-0.00033758+0.0010328i,-0.00034271+0.0011204i,-0.00042775+0.00066176i,-3.6707e-05+0.00069515i,0.00033976+0.0004672i
-0.00075772+0.0013661i,-0.00038067+0.0019543i,0.00049+0.001607i,0.00052833+0.0008479i,-2.0732e-06+0.0011405i,0.00022653+0.0021498i,0.00020447+0.0018483i,0.00016704+0.00082822i,0.00018692+0.0005262i,-5.8789e-05+0.00098327i,-0.00033696+0.0011015i,-0.00049735+0.00065905i,-0.00028016+0.00040098i,0.00012863+0.00039626i,0.00044093+0.00014077i,0.00036832+0.00013289i,0.0002165+0.00018669i,-0.00028894-0.0001324i,-0.00098591-0.00026998i,-0.0010832-8.3979e-05i,-0.00093363-6.1365e-05i,-0.00048772+0.00038548i,-4.1339e-05+0.00024478i
1.6761e-05+0.00056231i,0.00097027+0.00132i,0.00077352+0.0018959i,0.00017414+0.00087514i,-0.00044121+0.0011193i,-0.0011784+0.0018041i,-0.0011155+0.001282i,-0.00057872+0.00082111i,-0.00026315+0.00048183i,-0.00013921-0.00013557i,-0.00036615-0.0011261i,-0.00017514-0.0019046i,0.00011029-0.0015093i,-0.00031737-0.0010986i,0.00013686-0.00087063i,0.00060741-0.00061131i,0.00059414+0.00038849i,0.00056371+0.00040621i,-0.00020906+0.00024878i,-0.0007878+0.0010199i,-0.0010849+0.00096488i,-0.0005046+0.00065472i,-7.8482e-05+0.00040363i
0.00059978-0.00077293i,0.00031736-0.00063501i,-0.00072726-0.0012149i,-0.0011024-0.0013193i,-0.0013135+9.3479e-05i,-0.0018855+0.0012376i,-0.0015947+0.001575i,-0.00066154+0.00038344i,-0.00023137-0.00055849i,-0.00046801-0.00074353i,-0.0012353-0.0010988i,-0.0020044-0.0013994i,-0.0013035-0.00079937i,-0.00032907-0.00017755i,-3.3185e-05+4.2755e-05i,-5.608e-05+0.00084454i,6.3733e-07+0.0012522i,5.1969e-05+0.0010228i,-0.00088956+0.00022732i,-0.0010056+0.00014123i,-0.00079851+0.00015125i,-0.0010981-0.00012392i,-0.00067613-9.0224e-05i
-0.00013987+0.00028878i,-0.0001595-0.00028217i,0.00048443-0.00054155i,3.3197e-05-0.00065857i,-0.00058861-0.00084081i,-0.00070959-0.00039262i,-0.00044745+0.00027107i,-0.0009237+0.00035544i,-0.0011354+7.5593e-05i,-0.0011454+8.2797e-05i,-0.0016459-0.00034586i,-0.0020521-0.00061105i,-0.0020092-0.00083112i,-0.0010949-0.00084244i,-0.00084496-0.00020207i,-0.0011212-0.00060365i,-0.00066798-0.0009306i,-0.00032258-0.00029015i,-0.000429+0.000107i,-0.00036467-2.6557e-05i,-0.00029152-0.00015225i,-0.00012357+0.00020632i,-0.00026637+0.00037292i
0.0015447+1.868e-05i,0.0018707-0.00012645i,0.001823-0.000243i,0.0011404-0.00075383i,0.00064022-0.00044012i,0.00044298+0.00058379i,9.1768e-05+0.00092831i,0.00032458-4.3707e-05i,0.00052588-0.00090333i,-3.889e-05-0.00070519i,-0.00073397-0.00053976i,-0.0011762+9.2654e-06i,-0.00088394+0.00035859i,-0.00071224+6.7914e-05i,-0.00074662+0.0002254i,-0.00018743+0.00030933i,-0.0001478+0.00019631i,-0.00030211+0.0002222i,-0.00033855-0.00013269i,-0.00020895-0.00023308i,0.00013637+0.00011139i,0.00045778-4.2465e-05i,0.00053598-0.00048488i
0.00019734-0.00065424i,-0.00090697-0.00058322i,-0.0012131-0.0017261i,-0.001583-0.0015151i,-0.0022916-0.00090077i,-0.0016526-0.00031573i,-0.00041033+0.00015634i,-0.00033947+0.00015422i,0.00011797-0.00010428i,0.00067205-0.00046163i,-0.00058188-0.00090263i,-0.0012888-0.0012172i,-0.00067399-0.0018768i,-0.00076671-0.0021951i,-0.00090002-0.00083016i,-0.00068265+0.00092015i,-0.00077131+0.00084901i,-0.00059208+0.00042352i,9.8083e-05+0.00066848i,0.00079961+0.00060882i,0.00087372+0.00048865i,0.00033158+0.001349i,-9.8579e-05+0.0013392i
-0.00010122-0.0014425i,0.00058109-0.0023971i,-0.00041488-0.0036341i,-0.00083019-0.0015863i,-0.00063961+0.0011353i,-0.00033755+0.0020337i,-0.00042802+0.0012379i,-0.00012063+3.9856e-05i,0.00029562-0.00072744i,0.00021944-0.00054349i,-0.0010202-0.00010345i,-0.0021587-0.00023838i,-0.0020166-0.00051471i,-0.0009768-0.0009113i,-0.00012344-0.00039998i,-8.187e-05+0.0002212i,-1.5284e-05+0.00019323i,-0.00014721-0.00020921i,-0.00012903+0.00019331i,0.00012341+0.00060538i,-0.00017018+0.00065982i,-0.00015466+0.00015837i,-0.00010718-0.0004354i
0.0019779+6.9503e-05i,0.0013464+0.00098673i,0.00046824+0.0013296i,-0.00041519+0.0011713i,-0.00089102+0.00077106i,-0.00091299+0.0015269i,-0.00073515+0.0016575i,0.00025353+0.0005095i,0.00039444-7.5389e-05i,-0.00049839-0.0001615i,-0.00038812+4.9507e-05i,-0.00070932-7.2472e-05i,-0.00097397-0.0007749i,5.7991e-05-0.001133i,0.00067998-0.00033598i,0.0005565+0.00036615i,0.00059824-6.8312e-05i,0.00042427-0.00035152i,0.00051967-0.00047019i,0.00040879-0.00058729i,0.00034594-0.00051393i,0.00072928-0.00011541i,0.00050508+0.00031291i
0.00051754-5.5991e-05i,-0.00078525-0.00041876i,-3.3011e-05-0.00082178i,0.00061976-0.00029642i,0.00065702+0.00086701i,0.00069909+0.00084001i,0.0002728+0.00048933i,0.00016765+3.7334e-05i,8.3962e-05+8.4393e-05i,-0.00051307+0.00020328i,-0.00072607-0.0003434i,-0.00057466-0.00067783i,-0.00057228-0.0005701i,-0.00050966-0.00070885i,-4.4283e-05-0.00091077i,1.5549e-05-0.00074013i,-0.00096289-0.00011729i,-0.00072928+0.00076021i,-0.00022367+0.0007201i,-0.00047343+7.5101e-05i,-0.00051908+0.00056673i,1.971e-05+0.00074824i,7.7728e-05+0.00015144i
-0.0016166+4.2171e-05i,-0.00089009-0.00025968i,-0.0005161+0.00011171i,-0.00037632+1.1333e-05i,-0.00021887+1.4744e-05i,0.00082527+0.00071105i,0.00071592+0.00051665i,-0.00027132-0.00011594i,-0.00063537-0.00046757i,-0.0013923+1.4385e-05i,-0.0014064+0.00048214i,-0.00094789+5.7166e-05i,-0.0001691-0.00043071i,-1.0927e-05-0.00042057i,-0.00051995-0.00062562i,-0.00019941+1.32e-05i,3.2904e-06+0.0011013i,-0.00010239+0.00064079i,-0.00053542-0.00011299i,-0.00073489-0.00023912i,0.00042452-0.00028531i,0.001096-0.00051355i,0.00093574-0.00075009i
0.0022885+0.00086859i,0.0016402+0.0015711i,0.0011002+0.0018279i,0.00065633+0.0013031i,-0.00082296+0.00084547i,-0.0013556+0.00085082i,-0.00053891+0.00088038i,8.3874e-05-9.8632e-05i,0.0005213-0.00019378i,0.00061416+0.00014306i,0.00037049-0.00034538i,-0.00023402-0.0011284i,-0.00060122-0.00059734i,-0.00063237+0.00012853i,-0.00065355+0.00029331i,-0.00037749+5.1684e-05i,-0.00012398+0.00082726i,-0.00038254+0.0016347i,-0.00055542+0.00058064i,-0.00048701-0.00014451i,-0.00044279+2.2192e-05i,0.00023213-5.3592e-05i,0.00083537-7.8586e-05i
-0.0012861+0.0024215i,-0.0023747+0.00196i,-0.0022342+0.0017357i,-0.00069181+0.0009261i,0.00029171+0.00079715i,0.00017012+0.0010712i,0.00030331+0.00085109i,0.0010054+0.00056221i,0.001331+0.0006225i,0.00096176+0.00026648i,0.0012256-0.0010276i,0.00071954-0.00077849i,-0.00038283-0.000149i,-0.00034925-0.00028064i,0.00058164+0.00028609i,0.00097244+0.00042288i,0.00017906-9.1998e-05i,-0.00035443-0.00054295i,0.00019486+2.1788e-05i,6.7942e-05+0.0003282i,-0.00042712+0.00010003i,-0.00022308+0.00020355i,0.00015541-0.00068018i
0.00013527+0.00037368i,0.00054668-0.00036798i,1.4188e-05+0.00076514i,-0.00035706+0.0018585i,-2.4374e-05+0.0013837i,-1.4346e-05+7.8111e-05i,-0.00023134-0.00051782i,-0.00072498-0.00017151i,-0.0014646+0.00010532i,-0.0015127+0.00059209i,-0.0022336+0.00089499i,-0.0022559+0.00014122i,-0.00085356-9.0299e-05i,0.00023516+3.093e-05i,0.0006805-0.00020459i,0.00040095-0.00046224i,0.00015261-0.0007357i,0.00024927-8.4536e-06i,2.6045e-05-5.5677e-05i,-0.00012114+7.2065e-05i,-0.00030455+0.00011767i,0.00011904+6.3857e-06i,0.00051436-5.8822e-05i
0.0004042+0.00044336i,0.00071333+0.0018666i,0.00044176+0.0018158i,0.00097966+0.00085229i,0.0011031+0.0005179i,0.00013189+0.00083591i,-0.00016893+0.00057264i,-0.00042094-0.00032798i,-0.00090958-0.00068614i,-0.00067463-0.00039171i,-0.00041533-8.7446e-05i,-0.001141-0.00014754i,-0.0010672-0.00010203i,-0.00017787+0.00016479i,-0.00048389+0.00037797i,-0.0001002+0.00098391i,0.00018668+0.00069231i,-3.852e-05+0.00049497i,3.2467e-05+0.00065226i,-0.00045782+0.00013838i,-0.00073103-0.00025486i,4.7449e-05-0.00057691i,0.00030805-0.00038001i
0.0012199-0.0002502i,0.0018562-0.0013672i,8.193e-05-0.00015127i,-0.0007119+0.0018126i,-0.0001017+0.0021474i,6.4945e-05+0.0019395i,0.00013033+0.0020309i,-6.6386e-05+0.00086587i,-0.00015917-0.00024499i,0.00083816-0.00042923i,0.00051127-0.00047687i,-0.00029125-0.00010051i,9.7155e-05+0.00087706i,0.00060015+0.00082896i,0.00033678+0.00010323i,-4.9604e-05+0.00048824i,4.6409e-05+0.00098566i,-4.5336e-05+0.0010197i,-0.0002048+0.00061927i,7.8285e-05-6.0569e-05i,7.31e-05-0.00025563i,0.00035999-3.905e-05i,0.00064182-0.0005446i
-0.0012697-0.00032187i,-0.001826-0.0012123i,-0.0011303-0.0014827i,-0.00019692-0.0011822i,-0.00034398+0.00036724i,-0.00035377+0.0013131i,-0.00039127+0.0013762i,-0.00095447+0.00055934i,-0.0012361-4.59e-05i,-0.00077097+0.00023873i,-0.00041621-3.8831e-07i,-0.00021556-0.00034236i,-0.0002277-0.00040287i,-0.00060047+0.00025616i,-0.00058341+0.00067136i,3.8141e-05+0.00032642i,0.00026202+0.00028951i,0.00023826+0.00037848i,0.00018351+3.6392e-05i,-6.9538e-06-0.0002421i,8.8287e-05+0.00026875i,0.00010362+0.00057391i,-9.7732e-05+0.00043562i
0.00060678+5.9076e-05i,0.00092354-0.00038005i,0.00048081+0.00077953i,-1.0753e-05+0.00037722i,-0.00023344-0.00059831i,-0.00092367-0.0003042i,-0.00082993-0.00026852i,-0.00068139+0.00030247i,-0.00055738+0.0008611i,-0.00042828+0.0005906i,-0.00045855-0.00013003i,-0.00021447-0.0010392i,-2.6531e-05-0.0012769i,-6.9609e-05-0.0011656i,-6.3545e-05-0.0010628i,-0.00011828-8.997e-05i,-1.0661e-05+0.00048632i,0.00026925+0.00056752i,-0.00041874+0.0010311i,-0.00039142+0.0011826i,7.6303e-05+0.00085607i,0.00062014+0.00010091i,0.00098638-0.00037116i
-0.0019797+0.0015123i,-0.0018938+0.0021795i,-0.0017176+0.0023644i,-0.00056887+0.0019409i,0.00035491+0.0018393i,0.00011225+0.0010127i,-0.00027292+0.00031468i,-3.6322e-05+0.0001876i,-0.00026633-0.00010432i,-0.00079698+0.00019991i,-0.00037496+0.0010995i,-0.00036693+0.0011811i,-0.00078233+0.0011367i,-0.00053943-0.00010081i,-0.00031397-0.0010494i,-3.5818e-05-0.00086597i,0.00042682-0.0010314i,0.00032187-0.00059926i,0.00042668-0.00064702i,0.0006667-0.0005798i,0.00094791-0.0001664i,0.00064776+4.7302e-05i,0.00031432+0.00025729i
0.00033254-0.0011477i,0.00031886-0.00087132i,0.00060479-0.0017887i,-0.00030461-0.0017463i,-0.0011653+0.0001545i,-0.00054802+0.001304i,-0.00034101+0.0013096i,0.00032094+0.00096194i,-1.4936e-05+2.8976e-05i,-0.00065645-0.00080504i,-0.00028347-0.00058671i,-0.00011216-0.00018277i,-0.00023527-2.052e-05i,7.0599e-06+0.00025952i,0.00033184-0.00012638i,0.00046656-0.0002383i,-4.524e-05+0.0003803i,-0.00043683+0.00047379i,0.00025575-0.00013931i,0.00034872-0.0004126i,-8.0933e-06-0.00016203i,0.00024203+2.5843e-05i,0.00022927-0.00016162i
0.00035799+0.0020578i,0.00055884+0.0022022i,-0.00024209+0.0022878i,-0.00044061+0.001701i,-0.001534+0.0010351i,-0.0013057+0.00057274i,0.00021621+0.000558i,0.00062821+0.00024766i,-5.169e-05+3.233e-05i,-0.00010026-2.2936e-05i,-0.00010833+0.00041295i,-0.00022123+0.00069126i,-0.0006874+0.00031451i,-0.00010334+0.00034756i,0.00064421+0.00052396i,-9.5356e-05+0.00073818i,-7.0216e-05+5.6849e-05i,-0.00035549-0.00013726i,-0.00086351+7.4201e-05i,-0.00028304-0.00012759i,0.00052835+0.00011763i,0.00017358+0.00079919i,-0.00021107+0.00080238i
0.00077045-0.0010525i,0.0003938-0.0012946i,-0.00017268-0.002368i,-0.00045226-0.0022469i,0.00012675-0.00063647i,5.2462e-05+0.0002692i,7.8651e-05+8.4993e-06i,0.00077025-0.0002444i,0.00084992+0.00022139i,0.00074247+0.00044001i,-2.4424e-05-0.00012062i,-0.00049206-0.00042931i,-0.00051164+0.00027126i,-0.00029614+0.00066381i,0.00034097+0.0003996i,-8.255e-05+0.00050472i,-0.00011176+0.00044242i,0.00044328+0.00044723i,0.00012446+0.00029267i,-0.00093993-0.00047267i,-0.0011564-0.00092092i,-0.00012381-0.00040874i,0.0002453-0.00031822i
-0.0024845-0.00088173i,-0.001784+0.00019075i,-0.0023097+0.00050413i,-0.0019826+0.00098148i,-0.00099288+0.0018879i,5.9682e-05+0.0021736i,0.0005465+0.0017297i,0.00016757+0.00058007i,-0.00027113-0.00029771i,-0.0004894-0.00040988i,-0.001176-0.00023122i,-0.0015628-1.4748e-05i,-0.0015704+0.00089828i,-0.0011314+0.0017526i,-0.0011139+0.001126i,-0.0006164+0.00030244i,9.3071e-05+0.00070842i,-0.00019342+0.00077562i,-0.00072574+0.00084942i,-0.0010969+0.00085275i,-0.00064723+0.00072718i,-0.00033436+0.00076766i,-0.00090385+3.0558e-05i
-0.00044366-0.0029096i,-0.00087298-0.0032507i,-0.0010175-0.002522i,-0.0017771-0.0012486i,-0.0014504-0.00021233i,-0.00093764+0.00096886i,-0.00070994+0.0015147i,-0.00082345+0.00088209i,-0.00038904+2.3806e-05i,9.6586e-05-0.0005296i,-0.001149-0.00093596i,-0.0012963-0.0016302i,0.00013892-0.0016398i,0.00085134-0.00062725i,0.00030754-0.00026771i,-0.00062143-0.00010322i,-0.00060666+0.00082195i,-9.2352e-05+0.0012535i,-2.2276e-05+0.0010951i,-0.0004443+0.00059854i,-0.00042443-6.944e-05i,-0.00034254-0.00014137i,-0.00064631+0.00041944i
-0.00023632-0.00036928i,0.00096595-0.00095583i,0.0002203-0.00033559i,-0.0010881+2.5364e-05i,-0.0015755-7.0855e-05i,-0.0020061+0.00082673i,-0.0010167+0.00056208i,0.00021481+0.00036637i,0.00066239+0.00042668i,0.00031799-0.00037485i,-0.00043673-0.0013514i,-0.00103-0.0016556i,-0.00097148-0.0010669i,-0.00040819-0.00081355i,-0.00018459-0.00059965i,0.0004953-0.00024721i,0.00035664+0.00038202i,-0.0006013-3.7499e-05i,-0.00080627-0.0007031i,-0.0011714-4.9072e-05i,-0.0009592+0.00072058i,-0.00010147+0.00097043i,0.00034593+0.00065795i
-0.0013006-0.00026788i,-0.0020277-8.6647e-05i,-0.0022654-0.00013758i,-0.00086721+0.00075449i,0.00084283+0.0016443i,0.000825+0.0013067i,0.00030486+0.0011165i,0.00060173+0.00096916i,0.00079661-4.8486e-05i,0.00050706-0.00012812i,3.6069e-05+0.00026008i,-0.00040922+0.00027792i,-0.00051554-0.00030019i,0.00011966-0.00079006i,0.00066304-0.00089002i,0.00068149-0.00072342i,6.6339e-05+5.5191e-05i,-0.00012775+0.00016028i,-0.00041073-3.8724e-05i,-0.00035314+6.7818e-05i,-0.00063511-0.00016644i,-0.0006092+0.0004377i,-0.00044916+0.00052007i
0.00049122+0.00031473i,0.0011914-0.00014296i,0.0013655-0.00022024i,0.0010247+0.00052547i,0.00042973+0.00088425i,-0.00033468+0.00046717i,-0.00021855+0.0004397i,0.00031504+0.00067496i,0.00030565+0.00038957i,0.00024806-0.00021283i,-0.00010369-0.00064709i,-0.00058976-0.0012965i,-0.00052708-0.0014289i,-0.00076168-0.00054039i,-0.00068534-0.00036522i,-0.00047351-0.0010687i,0.00019591-0.00077642i,0.00068097+9.5973e-05i,3.2938e-05+0.00051744i,-0.00010824+0.00085863i,0.00041523+0.00043708i,0.00037059-0.00043275i,0.00075288-0.00071772i
0.0017422-0.001042i,0.001332-0.00063278i,0.00097639-0.0010425i,5.4793e-05-0.0004681i,-0.0012068+0.00024162i,-0.0008169+0.0011021i,-0.00039406+0.00097589i,-0.00066605-4.326e-05i,-0.00022511-0.00069989i,-0.00055538-0.00081636i,-0.0012127-0.00018931i,-0.0013169-0.00091909i,-0.0012154-0.0013705i,-0.0014018-0.00076862i,-0.00079615-0.00023184i,-0.00028082+0.00016595i,-0.00067981+0.0005185i,-0.001105+0.0009002i,-0.00087141+0.00074636i,-0.00049318-6.599e-05i,-0.00020144-0.0001497i,0.00045151+0.00035256i,-0.00011152+8.5991e-05i
0.00059709-7.1276e-05i,-3.917e-05+0.00012097i,-0.00026636-0.00049803i,-3.1062e-05+9.5582e-05i,-0.00087364+0.00085874i,-0.0013895+0.0011204i,-0.00062395+0.0011368i,7.1955e-05+0.00023318i,0.00053272+0.00017037i,0.00046627+0.00020402i,0.00037813-0.00091684i,0.00010344-0.0013975i,-0.00049696-0.00079945i,-0.0011353+0.00014298i,-0.0012259+0.00063089i,-0.00066002+0.00078379i,-0.0002161+0.00044865i,0.00010901+0.0003026i,4.0098e-05+0.00041831i,-0.00049236+0.00020813i,-0.00046806+0.00042968i,-0.00029439+0.00082331i,0.00025961+0.00051148i
0.00051876+0.00019381i,0.00061706-0.0011809i,0.0012362-0.0010214i,0.00072381-0.0013605i,-6.6921e-05-0.0013745i,-0.0012497-0.000418i,-0.00095587+0.00029117i,-0.00037387+0.00059472i,-0.00054997+0.0004216i,-0.00060633-0.00015734i,-0.00065037-0.00086066i,-0.00085521-0.00089649i,-0.00063271-0.00079761i,-0.0001603-0.00036117i,0.00017431+8.2145e-05i,-0.00018748+0.00024069i,-0.00067571+0.00086188i,-0.00049082+0.0008436i,-0.00064563+0.00051933i,-0.0010891+0.00031892i,-0.0003573-0.00021696i,0.00029816-0.00023157i,3.4214e-05-0.00021996i
-0.00041818-0.00016176i,-0.0006042+0.0010361i,-0.00077083+0.0022619i,-0.00085289+0.0022727i,-0.0016678+0.0015039i,-0.0012326+0.0011569i,-0.00047854+0.0010743i,5.7585e-05+0.00073893i,0.00050166-0.00071397i,0.00037683-0.0011799i,-0.001026-0.0006252i,-0.0018722-0.00011521i,-0.0011848+0.00016547i,-0.00041348+0.00040526i,0.00020456+0.00029742i,0.00035075+0.00020949i,-0.00030748+0.00019853i,-0.00089668-0.00032753i,-0.00063038-0.00042767i,0.00022853-0.00027079i,0.00071128-0.00043016i,0.00080885-0.00025505i,0.00071953+0.00014594i
-0.00052721+0.0001953i,-0.0002888-0.0013434i,-0.00088191-0.0014878i,-0.0021901-0.00044854i,-0.0015589+0.0005158i,-0.0010282+0.0010819i,-0.0002557+0.0007336i,0.00044154+0.00024979i,0.0004749-0.00010282i,0.0007909-0.00045982i,0.00011444-0.00056232i,-0.00086001-0.00062425i,-0.00035253-0.00015566i,9.8101e-05-5.341e-06i,0.00065437-8.4802e-05i,0.00074372-2.935e-05i,0.00058859-0.0003792i,0.0005951-0.0001106i,0.00032449-0.00010595i,-5.5925e-05-2.6585e-05i,-0.00072885+0.00045752i,-0.00038183+0.00036257i,0.0004651-0.00030363i
-0.00017815-0.00036054i,0.00030918-2.076e-05i,0.00024878-0.00062973i,0.00031613+0.00041435i,-3.0452e-05+0.0014341i,-0.00031821+0.0008387i,-0.00026158+0.00019344i,-0.00071441+0.0003128i,-0.000629+8.7436e-05i,0.00017163-0.00024782i,4.8077e-05+0.00022481i,-0.0006405+0.00017488i,-0.00042297-0.00054362i,6.5091e-05+0.00031284i,0.00036836+0.00090913i,0.0007132+0.00069254i,-0.00018664+0.00051503i,-0.0012822+0.00034183i,-0.0009258+0.00062173i,-3.3208e-05+7.9006e-06i,0.00052677-0.0006565i,0.00022731-0.00032769i,0.00028893-0.00046239i
0.00054752+0.00062471i,0.0020136+0.00031801i,0.0015081+0.00043852i,0.00060128-0.0002879i,0.00011823+4.2502e-05i,-0.00034702+0.00076922i,-0.00013195+0.00047769i,-6.1164e-05+0.00010471i,0.00065874-0.00053586i,0.000778-0.00038814i,-0.00040157-0.0002625i,-0.00035301-0.0011473i,0.00045622-0.0010729i,0.00024863-0.00060277i,0.00030558-0.00079266i,0.00075099-0.00011243i,0.00023284+0.00070697i,-0.00073102+0.00040425i,-0.00095796-0.00024804i,-0.0003979+0.00073778i,-9.6488e-05+0.0016502i,-0.00025811+0.00092545i,-0.00029042+0.00060845i
-0.0017922+0.0017162i,-0.0030155+0.0016335i,-0.0025483+0.0024347i,-0.00096166+0.0027463i,-0.00051334+0.0012602i,-0.00033634+0.00042726i,-1.379e-05+0.00070336i,0.00010141+0.00046702i,0.00029976+2.883e-05i,0.0011418-0.00028077i,-4.6928e-05+0.00054234i,-0.0014879+0.0014192i,-0.00077714+0.00056722i,0.00013833+0.00019095i,0.00021593+0.00039546i,-8.0933e-05-4.5512e-06i,-0.00018753-0.00048002i,-0.00042693-0.00061208i,-0.00062752-0.00060058i,-0.00015965-0.00054085i,-0.00025117+0.00017078i,-0.00027144+0.00048055i,-0.00056555-1.7309e-05i
-0.0010829+0.00025236i,-0.00137+0.00028653i,-0.0010341-0.00013544i,-0.0015268-9.1094e-05i,-0.0017431+0.00016878i,-0.001023+0.00013835i,-0.00037692+0.00022083i,-0.00078315+0.00069533i,-0.00099757+0.00092827i,9.8381e-05+0.00073328i,0.00070211-0.00018319i,0.00050177-6.1608e-05i,-0.00016946+0.0003324i,-0.0001317-0.00030556i,0.00017966-0.00027618i,-6.4829e-05+0.00030294i,-0.00034575+0.00089883i,-3.119e-05+0.00047436i,9.7231e-05-7.2223e-05i,-0.00050523-0.00057721i,-0.00062941-0.00055497i,-0.00051938+0.00023935i,-0.0007674+0.00061397i
0.0024037+0.0002884i,0.0010945+0.00082981i,0.00049625+0.00093417i,0.00032618+0.00077727i,-0.00062742+0.00081876i,-0.00071331+0.0013728i,0.00035861+0.0014241i,0.00028343+0.0007643i,0.0001137+0.00025306i,0.00046811-0.00045136i,0.00010831-0.00086101i,-0.00067258-0.00060916i,-0.00011281+3.9372e-05i,0.00049338+0.00034665i,-0.00039949+0.00033933i,-0.00066617+0.0001375i,0.00017387+5.5913e-05i,0.00026138-0.00025291i,-0.00014489-0.00031243i,-0.00046264+0.00033701i,-0.00065341+0.00057789i,-9.7834e-05+0.00020501i,2.7397e-05-0.00018637i
-0.0013723+7.45e-05i,-0.000489+0.00026636i,-0.00023912-0.00014191i,-0.00011803-0.00038305i,0.00022427+8.1655e-07i,0.00017249-0.00058595i,-0.00040305-0.00031409i,-0.00010796+0.00045817i,0.00027371-0.00026484i,0.00033707-0.00094499i,0.00015796-0.00059858i,-0.0002514-0.00013429i,-0.00047863-0.00022129i,-0.00050239-0.00012013i,-0.00073296-0.00019682i,-0.0012767-0.00025601i,-0.0011229-0.00016257i,-0.00072324-0.00040557i,-0.00026157-0.00017777i,-0.00031219-0.00032766i,3.3407e-05-0.00055147i,0.00065717-0.00040022i,0.0004759-1.1119e-05i
-0.00087818+0.0011068i,0.00020323+0.00088358i,-0.00023748+0.00142i,-0.00027814+0.0011922i,-0.00014731+0.0011703i,-0.0001127+0.00095562i,6.5041e-05+0.00046548i,-4.7549e-05-0.00020451i,-0.0002724-0.00061499i,0.00016106-0.00051435i,0.00028848-0.0003824i,9.0254e-05-0.001027i,0.00010954-0.0010252i,-4.7751e-05-6.4805e-05i,0.00010207+9.034e-05i,2.54e-05+0.00012685i,-0.00024849-0.0002123i,-0.00015019-0.00093818i,-9.6368e-05-0.00070337i,-0.00075313-0.0002744i,-0.0012607+0.00014165i,-0.0002896+0.00034767i,0.0006691-0.00030123i
-0.0014025+0.00093726i,-0.0014755-0.00050988i,-0.0012724-0.00036994i,-0.0012926-0.00017013i,-0.0015962-0.0001942i,-0.0014243+0.00087818i,-0.00070676+0.00068097i,0.00036557-0.00017316i,0.00078704-0.00013848i,1.878e-05-0.00027528i,-0.00053814-0.00076941i,-0.00057755-0.00047375i,-0.00064458-6.4812e-06i,-0.0005621-5.4424e-05i,-0.00025302-0.00024675i,0.00015515-0.00037397i,0.00039051-0.00020779i,-0.00055444-0.00014669i,-0.00096638-0.00017149i,-0.00035937+0.00040045i,-3.849e-05+0.00077206i,-0.00042785+0.00036686i,-0.00074917-4.8773e-05i
