-0.0062073+0.00042392i,-0.0046252-6.4503e-05i,-0.0061267+0.0010748i,-0.0049961+0.0019824i,-0.0028162+0.0027924i,-0.0018136+0.0025691i,0.00023785+0.0018288i,0.00047436+0.00098873i,0.00033779+4.2898e-05i,0.0011236-0.00033096i,0.0012893-0.00039069i,0.0010633+0.00025131i,0.00038684+0.00037067i,-0.00058676-0.00097063i,-0.00116-0.0013431i,-0.00057983-0.000228i,-1.2354e-05-0.00016499i,-0.00078867-0.00088509i,-0.001113-0.0012673i,-0.00011413-0.00056126i,6.7311e-05+0.00046645i,-0.00023123+0.00014453i,-4.3735e-05+0.00022433i
-7.3359e-05-0.00010036i,-0.00021285+0.00066156i,-0.0013364+0.00083448i,-0.002078+0.00068348i,-0.0018256+0.0010432i,6.2283e-05+0.0015079i,0.0011716+0.0012345i,0.00057576-0.00023311i,-0.0010171-0.0010979i,-0.0010013-0.00016062i,-0.00017388+0.00034494i,0.00035355+0.00045145i,0.00021589+0.00081067i,-6.0097e-05+0.00054997i,-0.00050542+0.00074568i,-0.0010308+0.0002058i,-0.0012659-0.00096463i,-0.001435-0.00086869i,-0.00030673+4.8963e-05i,6.5084e-05+0.00081164i,-0.00013369+0.0010545i,0.00019688+0.00062737i,0.0010398+0.00017638i
0.0013713-0.00066399i,0.00053872-0.00029659i,-0.0019377-0.00054502i,-0.0037169+1.0537e-05i,-0.0036659+0.00049871i,-0.0027726+0.00084447i,-0.0011095+0.001565i,-0.00020957+0.00092368i,-0.00015377-3.8089e-05i,0.00019694+0.00030815i,8.1266e-05+0.00059486i,-0.00057799+0.00077722i,-0.00049661+0.0012253i,-0.00032952+0.0011378i,0.00033813+0.0004803i,0.00025147+6.5013e-05i,-3.1144e-05-1.8375e-05i,0.00042467-0.00018203i,-5.2974e-05-0.0007799i,-3.6275e-05-0.00031297i,0.00043305-2.0499e-05i,0.00021735-0.00036701i,-9.9614e-05-0.00045816i
-0.0025629+0.00041189i,-0.0027095+0.0007876i,-0.0027746+0.0012418i,-0.0021296+0.0010066i,-0.0011433+0.0010579i,0.00044632+0.0014493i,0.00063954+0.001331i,-0.00039458+5.0795e-05i,-0.0010486-0.00067832i,-0.0012209+0.00052183i,-0.0010181+0.0015853i,-0.00064422+0.0011699i,-0.00017888+0.00030169i,-1.5242e-05+0.00048847i,-0.0003631+0.0010379i,3.6363e-05+0.00038697i,0.00027708-0.00025523i,-0.00041744+0.00022695i,-0.00034573+0.00041771i,0.00012946+0.00016051i,0.00010326+0.00019691i,0.0001189+0.00028362i,-5.4423e-05+0.00030123i
0.00237+0.00099595i,0.0018427+0.0007751i,0.0012072+0.00045463i,0.0012897-0.00052706i,0.00071185-0.0010557i,-0.0002717-8.7847e-05i,0.0002384-0.00026357i,0.00065821-0.001167i,-0.00031832-0.00090307i,-0.0010926-6.9574e-05i,-0.0011953-0.0001979i,-0.0013905-0.00093008i,-0.0011485-0.0012223i,-0.00072353-0.00086652i,-0.00053951-0.00040892i,-6.3966e-05+6.7806e-05i,-0.00048614+0.00037559i,-0.0013323+5.1084e-05i,-0.00059858-0.00018425i,0.00023-0.00050371i,0.00034464-0.00026515i,0.00052013-0.00017792i,0.00063668-0.00057163i
-0.00082956+0.00071217i,-0.0003921+0.00089616i,9.6307e-06+0.0022754i,-0.00016854+0.0025447i,-0.00014243+0.0013264i,0.00016735+0.00069277i,3.6641e-05+6.9046e-05i,-0.00059387-0.0016911i,-0.0019704-0.0015541i,-0.0018002+0.00040774i,-0.00073343+0.00047201i,0.00023549-0.00051217i,0.00031912-0.00058529i,-0.00017664-2.542e-06i,0.00038998+0.00063167i,0.00064002+0.00083672i,3.4987e-05+0.00055301i,-1.7932e-05-0.00014241i,2.3299e-05-0.00073669i,-0.0001616+0.00028649i,-0.0002501+0.00074802i,-6.2498e-05-0.00056581i,7.6091e-05-0.00076478i
-0.00080882-0.0017711i,-0.001882-0.0019345i,-0.0027868-0.0020864i,-0.0033374-0.00074642i,-0.0028253+0.00085075i,-0.0013799+0.0011897i,-0.00020196+0.00035378i,-0.00035909+8.0707e-05i,-0.00052521+0.0004321i,-0.00063539+0.0010977i,-0.00062378+0.001397i,-8.9908e-05+0.0010654i,0.00041529+0.0011991i,-0.00012025+0.00065069i,-0.00084886-0.00097998i,-0.00031957-0.00076677i,-5.0005e-05-0.00045386i,-0.00042657-0.00060103i,-0.00075439-0.00015485i,-0.0010422-0.00020379i,-0.00094362-0.00067058i,-0.0011497-0.0010529i,-0.0010356-0.0008582i
0.0014189+0.00095877i,0.0018218-9.6956e-05i,0.0017399-0.00059955i,-0.00026057-0.00044388i,-0.0018613+0.00010405i,-0.00093981+0.00037169i,0.00033401-2.0293e-05i,0.00019692-0.00088838i,-0.00049733-0.0011242i,-0.00070041+1.9837e-05i,-8.8877e-05+0.00075051i,0.00018648+0.0011403i,0.00055505+0.00079311i,8.9684e-05+0.00069017i,-0.00049745+0.0017512i,0.00018932+0.0015048i,0.00049076-2.84e-05i,0.00019871-0.0011616i,0.00015436-0.001212i,0.00070327-0.001117i,0.00086739-0.0010647i,4.0086e-05-0.00085789i,7.0907e-05-7.9106e-05i
-0.0013422+0.002783i,-0.00031422+0.0034186i,0.00065673+0.0042624i,0.0018359+0.0037335i,0.0015029+0.0015938i,0.00053189+7.0458e-07i,0.00053627-0.00042839i,0.00042366-0.00027146i,-0.00017426-8.1666e-05i,0.00047904+0.00024129i,0.0013371+0.00014676i,0.0016229-0.00058554i,0.0015194-0.00035099i,0.00067509+0.00023937i,-0.00042782+0.0003788i,-0.00058235+0.00027906i,-0.00015177-0.00011925i,-0.00055247+0.0002009i,-0.0012458+0.00036988i,-0.00024489+0.00046731i,0.00096036+0.00012141i,0.00082985+2.0929e-05i,0.00040814+0.00053735i
-0.00070459-0.0020277i,-0.0016994-0.0031124i,-0.0025609-0.0035274i,-0.0022259-0.0021365i,-0.0020933+0.00041169i,-0.0017883+0.0013977i,-0.0009282-0.00025078i,-0.00060097-0.0013999i,-0.0006017-0.0012993i,-0.00031653+0.00017124i,-0.0003037+0.0011993i,0.00025991+0.0012528i,0.00089591+0.0012196i,0.00086761+0.00034598i,0.00045017-0.00019101i,-0.00047454-0.00044659i,-0.00079861-0.0011237i,-0.0006996-0.0010269i,-0.00042843+8.1247e-05i,6.4751e-05+0.0010435i,0.00057522+0.00047152i,0.00062385-0.00095172i,0.00028965-0.0013875i
0.0032697-0.00029007i,0.0031765-0.00017918i,0.0025115-0.0015847i,0.00065115-0.0027612i,-2.6283e-05-0.0021053i,0.00057607-0.00035343i,0.001381-0.0002771i,0.0019512-0.0012759i,0.00065618-0.00096399i,-0.00024281-0.00015382i,0.0002301+0.00043087i,0.00067548+0.00059026i,0.0006965+0.00055729i,0.00016759+0.00081289i,-0.00016839+0.0011185i,-0.00033657+0.00062781i,-0.00095782-0.0004777i,-0.0011244-3.5708e-05i,-0.00065504+0.00079684i,-0.00026473+0.00044988i,4.7432e-05-0.00021987i,2.0074e-05-0.00025698i,2.6228e-05-0.00030809i
-0.00010258+0.0026803i,0.00096502+0.001632i,0.0021948+0.001295i,0.0019287+0.0013063i,0.00027535+0.0012251i,-0.00074986+0.0012417i,-7.8471e-05+0.00061785i,3.4196e-05-0.00034948i,-0.00080715-0.00018339i,-0.00026967+0.00040275i,0.00027583+0.00052067i,-0.00069897+0.00046561i,-0.0011692+0.00077064i,-0.00072804+0.00052982i,-0.00040567+2.2203e-05i,-0.00010301+0.00021169i,0.00038638+0.00027328i,-6.7535e-05+3.8074e-05i,8.3561e-05+9.4076e-05i,0.00032438+0.00025385i,0.00019313+0.00043959i,0.00040832+0.00099808i,-9.5658e-06+0.00056493i
-3.7684e-05-0.0038686i,0.00023982-0.0028819i,-0.0015763-0.0022687i,-0.0025954-0.0013983i,-0.0015695+0.00045237i,-0.0002567+0.001962i,0.00064154+0.001268i,0.00029374-0.00018122i,-0.00075334-0.000754i,-0.0014429+7.0911e-05i,-0.001028+0.00077591i,0.0003735+0.0010914i,0.0011399+0.0011629i,0.00091481+0.00030368i,0.00020298-8.9561e-05i,-0.00024389-0.00022326i,-0.00069819-0.00035764i,-0.0020029-0.00063233i,-0.0016667-0.00068012i,2.7709e-05-0.00013623i,1.1919e-05+0.00037719i,-0.0007786+0.00069379i,-0.00048715+0.00052072i
-0.00069505-0.00096767i,-0.00056954-0.00079839i,-0.0018926+8.9726e-05i,-0.0030908+5.028e-05i,-0.00262+3.6034e-05i,-0.0013537+0.0010659i,-0.00061423+0.00065912i,-0.00019919-0.0012154i,-0.00027008-0.0013092i,-0.00069804-0.00020114i,-0.0006676+7.4358e-05i,-8.6128e-06-9.6939e-05i,8.8185e-05+0.00015093i,-2.2376e-05+0.00041421i,-0.00014491+0.00058543i,-0.00036584+0.00077754i,-0.00022059+0.00022023i,-0.00013431-0.00034791i,-0.00058961-0.00038252i,-0.0016399-0.00047765i,-0.0012477-0.00070736i,-0.00059449-0.00091636i,-0.00077719-0.00065443i
0.00018093+0.00076283i,-0.00048957-0.00019064i,-0.00061266-3.2392e-05i,-0.0014921-0.00036575i,-0.0019651-0.00083765i,-0.0011343-7.4532e-05i,-1.1725e-05+0.0004261i,0.00024115-6.904e-05i,-8.8092e-05-0.00090158i,-0.00015093-0.00046853i,-0.00025307-7.4647e-05i,0.00026737-0.00017241i,0.00035891+0.00035361i,5.4295e-05+0.00071906i,0.00076757+0.0003243i,0.00028918+0.00025242i,-0.00022556-8.5344e-05i,-0.00012523-0.00068228i,-0.0006481-0.00050548i,-0.0010159-0.000113i,-0.00087803+3.8957e-05i,-0.00019749-0.00022041i,-0.00017328-0.000386i
0.00403-0.0017629i,0.0030111-0.0016622i,0.0019907-0.0019332i,0.0012327-0.0014804i,-0.00047597+9.7182e-05i,-0.0016401+0.0011077i,-0.00067387+0.00077214i,-0.00056366-0.00033124i,-0.0011678-0.0010285i,-0.0015519-0.00070316i,-0.001221+0.00046998i,-0.00012855+0.00057057i,8.1362e-05+0.00044707i,-0.0003063+0.00042339i,-0.00058405+0.00038204i,-0.00056634+0.00028796i,-1.1295e-05-2.7663e-05i,0.00012894-0.00064851i,6.2138e-06-0.0001414i,-0.00016952+0.00018702i,0.00010048-0.00079993i,0.00056314-0.00062288i,0.00067153-0.00011439i
0.0014792-0.0013788i,0.0012758-0.0014353i,-0.00024819-0.0017548i,-0.00078985-0.0019173i,-0.00031031-0.0016933i,0.00045654-0.0010822i,0.00074226-0.0010028i,0.00076297-0.001392i,0.00058641-0.0011771i,3.3798e-06-0.00020385i,0.00022935+9.8388e-05i,0.00059201+0.00060609i,0.00050614+0.0010237i,-0.00010848+0.00055375i,-0.00055205+0.00023945i,0.00011463+8.539e-07i,0.0002667-0.00074984i,-0.00035131-0.00099624i,-0.00095713-0.00091268i,-0.00055075-0.00077255i,4.4333e-05-0.00046105i,-0.00022456-5.8253e-05i,-0.00042245+0.00022388i
-0.0010451-0.0021611i,-0.0018024-0.0018858i,-0.0020786-0.0013632i,-0.003016-0.0003965i,-0.0030081+0.00051523i,-0.0022034+0.00099083i,-0.00064166+0.00096667i,-6.7973e-05-0.00020729i,-0.00031662-0.00088242i,-0.00030791-0.00010067i,-9.2293e-05+0.00032487i,0.00011-0.00017275i,0.00015238-0.00056327i,-0.00018838-0.0008379i,-0.00083996-0.0010816i,-0.00088135-0.00083706i,-0.0004422+0.00018872i,-0.0002289+0.00081813i,-0.00034431+0.00068499i,-0.0013054+0.00069721i,-0.0017269+0.00045434i,-0.0010135-0.00013802i,-0.0010204-0.00086939i
0.00049158+8.6703e-05i,-0.0005027+0.00040144i,-0.00099476+0.00099447i,-0.00072586+0.00087065i,-0.0011095+0.00083625i,-0.001206+0.0013145i,0.00033607+0.0010145i,0.0010351+7.9205e-05i,4.0647e-05+0.00018749i,-0.00030904+0.00045449i,-0.00024508+0.0002948i,0.00017035+0.00039993i,0.0002013+0.00068727i,-0.00069611+0.00065876i,-0.00018457+0.00031518i,0.00018508+0.00027672i,-0.00018844+0.00024096i,-0.00027439-0.00078374i,0.00034197-0.0011021i,0.00060375-0.00043912i,0.00034816+0.00015758i,0.00039228+0.00057256i,9.7466e-05+0.00026785i
-0.00061138-0.0019672i,-0.00079953-0.0018452i,-0.00093598-0.0020831i,-0.00125-0.0023827i,-0.00094578-0.0015202i,0.00055158+0.00036322i,0.0019698+0.00062116i,0.0019091-0.00077737i,0.00035735-0.0011895i,-0.00078853-0.00096422i,-0.00024914-0.00032101i,0.00027652+0.00020548i,0.00064412-0.00054914i,0.00022115-0.00077808i,-0.00062091-0.00043548i,-0.00068799-0.00035251i,-0.00026779-0.0005211i,-0.00055554-0.00026007i,-0.0015678-0.00027492i,-0.00082868-0.00039333i,5.3611e-05-9.7917e-05i,0.00022651+0.00035662i,0.00058807+0.00076815i
0.000148+0.00075819i,-0.0003305+0.00085171i,0.00034161+0.00094431i,6.4831e-05+0.0012757i,-0.0019084+0.001183i,-0.0021576+0.00078266i,-0.0015667+1.7863e-05i,-0.001336-0.00047559i,-0.00085419-0.00014336i,-0.00041533+0.0004247i,4.9815e-06+0.0010283i,0.00027635+0.00092743i,0.00022311+0.00082006i,-0.00016463+0.0012045i,-0.0004577+0.0013097i,-0.00080519+0.00022376i,-0.00080347-0.00080797i,-0.00036615-0.00081962i,-0.00027085-0.00054654i,-0.00013317-0.00013996i,1.9541e-05-0.00012495i,0.00048022-0.0001161i,0.00093005+0.00061395i
-0.0020132-0.00022771i,-0.0019446-0.00016451i,-0.0031553+0.0014294i,-0.0027641+0.003203i,-0.0017482+0.0032886i,-0.0010152+0.0016481i,-7.5008e-05+0.00086788i,0.00047151-0.0002449i,-9.4932e-05-0.00067075i,-0.0007997+0.00010882i,1.7694e-05+0.00062732i,0.00082754+0.0012716i,0.00099217+0.0012234i,0.00046964+0.00025775i,-0.00012861-0.00042832i,9.4554e-05+3.093e-05i,0.00014531-0.00040499i,-8.5937e-05-0.00069239i,-0.00071668-0.00032841i,-0.00058077-0.00067128i,0.00088722-0.00073694i,0.00063537-0.00053268i,0.00015979-0.000802i
0.00022514+0.0018518i,0.00077971+0.0015036i,0.0009556+0.0016407i,0.00013617+0.0013262i,-0.00047635+0.00062744i,-0.0005562+0.0002951i,-0.00014506-0.00028289i,-0.00044721-0.00081825i,-0.0014003-0.00071696i,-0.00059785-0.00050265i,0.0009621+0.00034998i,0.0008789+0.00073876i,0.00082604-0.00034521i,0.00041656-0.00052422i,-0.00048988-0.00020273i,-0.0002695-0.00067701i,0.00025572-0.00095551i,0.00027662-0.00036942i,-0.00018568+0.00014837i,-0.00081522+0.00027345i,-0.00085389+7.858e-05i,-0.00024215-0.00028557i,0.0004477-0.00026637i
0.00045232-0.00010392i,0.0009549-0.0006079i,-0.00047451-0.00067035i,-0.0011703-0.0011253i,-0.00076188-0.00095646i,-0.00080274+7.8651e-05i,-0.00021622+0.00055759i,0.00092859-0.00078685i,0.00037575-0.0015529i,-0.00083708-0.00026878i,-0.001263+6.2184e-05i,-0.00086701+9.4175e-05i,1.683e-06+0.00017047i,-0.00017795+0.00019053i,-0.00083401+0.00063869i,-0.00068412+0.00047465i,-0.00084828+0.00021236i,-0.00087335+0.00034123i,-0.00074442-2.3555e-05i,-0.00063292-0.00085799i,3.1478e-07-0.00068037i,0.00015791-0.0005003i,-0.00011386+6.1994e-05i
-0.0029485-0.00068705i,-0.0030803+0.00017671i,-0.0036291+0.001365i,-0.003722+0.0020916i,-0.0022873+0.0019155i,-0.00038699+0.0008597i,0.00025316-0.00055431i,0.00010023-0.0012622i,-0.00092615-0.00037998i,-0.00089134+0.00099504i,-0.00034713+0.0013138i,-0.00071119+0.00057331i,0.00013409-8.8135e-05i,0.00064383-4.9366e-05i,-0.00050204-0.00017211i,-0.0017348-0.00050837i,-0.0014575-0.00098617i,-0.00042344-5.7895e-05i,-0.00018702+0.0015489i,-0.00037776+0.0013513i,-2.0899e-05+0.00055754i,0.00065355+0.00021796i,0.0003638-0.00043242i
0.0011627-0.00074666i,0.00079339-0.0017432i,0.0014199-0.0023801i,-0.00019562-0.00083208i,-0.0018498-9.8201e-05i,-0.0010757+0.00060643i,-0.0002661+0.00069071i,-0.00032419-0.0014442i,-0.00068533-0.0020355i,-0.00086102-0.00099475i,-0.00073792-3.4028e-05i,-0.00060857+0.00091854i,-0.00027396+0.0012657i,-0.00014974+0.00069472i,0.0005019-0.00010474i,0.00076201-9.5864e-05i,2.1492e-05-0.00046373i,-0.00039706-0.0018208i,-0.00034221-0.0017105i,0.00010695-0.00059105i,-0.00043161-4.0576e-06i,-0.00069071-3.8361e-05i,-6.1031e-05+0.00057821i
-0.0022033+0.0030873i,-0.00066231+0.0025892i,0.00094591+0.002741i,0.0016558+0.0025724i,0.00063478+0.0012745i,-0.00049366+0.00034084i,-0.00059852+0.00028285i,-0.00078935-0.00036986i,-0.00040656-0.00057686i,0.00029076-0.00048643i,0.00075695-0.0003706i,0.00028581-0.00021938i,-0.0007951+0.00011181i,-0.00012639+0.00057875i,0.00035064+0.00074771i,-6.0382e-05+0.00015277i,-8.7194e-05-0.00080091i,0.00024984-0.00083943i,0.00081741-0.00029703i,0.00075386+0.00017511i,0.00025396+0.0010332i,0.0004118+0.0013383i,0.00061581+0.00020395i
-0.0012084+9.1513e-05i,-0.00084071+0.00046058i,0.00057911+0.00032318i,0.00043512+0.00061581i,-0.00020644+0.00056574i,-0.00022413+0.00041593i,0.00016412-0.00022198i,0.00049532-0.00071394i,-9.4804e-05-0.00016423i,-0.00030375+0.00068973i,-6.5131e-05+0.00025845i,-0.00058412-0.00045511i,-0.00042388-0.00037421i,0.00012814+0.0001742i,0.00016829+0.00066522i,0.00081283+0.00036919i,0.00035577-0.00050297i,-0.00060368-0.0011536i,-0.00049981-0.00085379i,0.00017823-6.9967e-05i,0.0010619-1.3576e-05i,0.00094244-0.00018788i,0.0006986-4.9746e-05i
0.0015311+0.00014786i,0.0016069-0.00073257i,0.00082318-0.00079981i,0.00035867-0.00080063i,-0.001488-0.00044949i,-0.002329+0.00010956i,-0.00063026-7.8719e-05i,-0.00040635-0.00088867i,-0.00058609-0.0013769i,-0.00064156-0.00024821i,-0.00089323+0.00037799i,-0.0006848+0.00046116i,-0.00061881+0.00037218i,-0.00032872+0.00037803i,-0.00014306+0.0012277i,6.2228e-06+0.0005384i,-6.6945e-05-0.00090261i,-0.00077469-0.0014575i,-0.00089865-0.00053204i,-0.00050177+7.8836e-05i,-0.00039838+7.9361e-05i,-0.00024445+0.00027094i,-0.00012249+0.00010315i
0.0015156+0.0012418i,0.0024073+0.0012197i,0.0030211-0.00036834i,0.0022161-0.001779i,0.00076423-0.0006978i,0.00045022+0.00036011i,0.00065803+0.00035595i,0.00012159-0.00010269i,-5.3273e-05-0.0010799i,-0.00028601-0.0010212i,-0.00052055-9.5339e-06i,0.00014102-2.4448e-05i,-0.00023613+0.00026164i,-0.00058329+0.00041054i,-3.1569e-05-0.00028673i,0.0003312-0.00070636i,0.0004475-0.00050826i,0.00013628-0.00026093i,-4.2698e-05-0.0001002i,0.00015009-0.00017899i,0.00051423-4.7046e-06i,-3.4134e-05-0.00059816i,-0.00053863-0.0013086i
-1.528e-05+0.00043355i,0.00084217+0.001579i,0.0010369+0.0011529i,-0.00012689-8.6502e-05i,-0.0017039-0.00081003i,-0.0016657-0.00098385i,-0.00048197-0.00063806i,0.00061805-0.00067609i,0.00026696-0.0011581i,-4.4574e-05-0.0011863i,0.0003227-1.9553e-05i,0.00023086+0.00099867i,1.9753e-05+0.0010644i,3.7252e-05+0.00084348i,3.7813e-05+0.00047662i,3.8697e-05+0.00026302i,-0.00032637+0.00026397i,-0.00057408+4.4925e-05i,-0.00061418+9.8015e-05i,-0.00060551+0.00063418i,-0.00017489+0.00037204i,2.1873e-05-0.00027249i,-9.2626e-05-0.00043831i
0.0034177-0.0031293i,0.0027401-0.0034412i,0.0012245-0.0046668i,-0.0010642-0.0047449i,-0.0025447-0.0030817i,-0.0023089-0.0013052i,-0.0011406-0.00093598i,-0.00042377-0.0014714i,-0.00042144-0.001564i,-0.00076141-0.0006988i,-0.00050176+6.5765e-05i,-0.00031517+0.00015592i,-0.00094394+0.00026094i,-0.00087055+0.00074644i,7.6087e-05+0.0010579i,0.00065856+8.1483e-05i,0.00012166-0.00034153i,1.5816e-05+0.00040863i,-0.00018422+0.00042755i,-0.00047437+0.00045107i,-0.00080623+0.00058203i,-0.00042911-5.6061e-05i,-0.00029298-0.00077671i
-0.00053956-0.0021437i,0.00025802-0.00079497i,-0.0014227-0.0011768i,-0.0019763-0.001869i,-0.002048+0.00066024i,-0.0013362+0.0019989i,0.00065634+0.00049572i,0.00082115-5.3722e-06i,-0.00039699+0.00045313i,-0.00047827+0.00098936i,5.6775e-05+0.0011339i,0.00082595+0.00060825i,0.0011714+0.00015559i,0.00020281+0.0004853i,-0.00024103+0.00069129i,0.00042932-0.00033362i,0.00020503-0.00084341i,-0.00083547-0.00057527i,-0.00072801-0.00022368i,-8.0881e-05-3.8145e-05i,5.7607e-05-0.00015826i,0.00023215-0.00019641i,0.00039334-4.2471e-05i
-0.00040538-0.00017373i,-1.6997e-05-0.0013259i,-0.0015227-0.0015967i,-0.0024031-0.00074884i,-0.0029415-0.00031665i,-0.0020976+0.000672i,-0.00019477+0.00038576i,3.1113e-05-0.0008873i,-0.00037026-0.0011157i,-0.00058667-0.00064184i,-0.0007437+0.00014578i,-0.00043616+0.0008981i,8.4591e-05+0.0010998i,-6.0197e-05+0.00091124i,-3.994e-05+0.0005262i,0.00068234-0.00030597i,0.00060109-0.00093409i,0.00020159-0.00013967i,-2.0883e-06-0.00012333i,-0.00029007-0.00060678i,-0.00047574-0.00028907i,-0.00025551+0.00020882i,0.0001436+2.3015e-05i
-0.0011051+2.7698e-06i,-0.00063493-0.00066596i,0.00046318-0.0010902i,0.00031903-0.00023125i,-0.00034715+0.00020501i,-0.00067194+0.000323i,-0.00074041+0.00047748i,-0.00030669-0.00038794i,-0.00042091-0.00013198i,-0.00096097+0.00073163i,-0.00047813+0.00066397i,0.00022365+0.00055225i,0.00030778+0.001023i,-2.3435e-05+0.00083634i,-0.00013886+0.00034006i,9.1736e-05+0.00081968i,-0.00025837+0.00074769i,-0.00065965-5.2036e-05i,-0.00024264+3.6196e-05i,-0.00038981+0.00010769i,-0.00084602-0.00023408i,-0.00055804-8.9092e-05i,0.00022126-9.6944e-06i
0.0027118+0.0003513i,0.0023377+0.00042039i,0.0026543+0.00035943i,0.0017396-0.00042271i,-0.00069613-0.0006605i,-0.0018552+0.00054663i,-0.00023181+0.00046619i,0.0014398-0.00056271i,0.0009082-0.0011397i,-0.00037899-0.0011568i,-0.00088087-0.00029598i,-0.00078849+0.0005855i,-0.00045128+0.00088656i,0.00044436+0.0011832i,0.00089021+0.00033463i,0.00086369-0.00084306i,0.00017726-0.0012564i,-0.00016916-0.00057653i,-0.00026511+0.00025796i,-0.00057816+0.00016159i,-0.00043159+3.8098e-05i,-0.00035094-4.0178e-05i,-0.00034842-0.00020226i
-0.00091441+0.00045233i,-0.0019015+0.00098121i,-0.0036404+0.0016393i,-0.0037913+0.002226i,-0.0030239+0.0024821i,-0.0018177+0.0020043i,-0.00033619+0.00030164i,8.8618e-05-0.00070437i,0.00052512-0.00078734i,0.00049247-0.0003837i,0.00021359+0.00027472i,0.00074033+0.00073984i,0.00021172+0.00070195i,-0.00081567-0.00016001i,-0.00082983-0.000135i,-0.00024815+0.00031332i,-7.6097e-05+0.00028458i,-0.00050028+0.0001961i,-0.00068562-8.7959e-05i,-0.00024808-0.00043774i,-0.00028231-0.00070029i,-0.00019618-0.00023145i,0.0001822-0.00014415i
1.5837e-05+0.0016734i,-0.00054033+0.0010666i,5.2237e-05+0.00020998i,0.00037759-0.0003283i,-0.00066847+0.00011621i,-0.00069269+0.001364i,6.0874e-05+0.0013823i,-0.00036982-2.0713e-05i,-0.00091706-0.00068117i,-0.00093453-0.00064746i,-0.00054904-0.00029695i,0.00011485-0.00039694i,-0.00015034+5.7554e-05i,-0.0012521+0.00093838i,-0.0011336+0.0008833i,-0.0001713-0.00030931i,-8.7692e-06-0.00070514i,-0.00011477+0.00024701i,-0.00018804+0.0003753i,-3.6658e-05-0.00013833i,0.00058422-0.00069478i,0.00075548-0.00073939i,-7.3855e-05-0.00014486i
-0.00095967-0.0015832i,-0.00030394-0.0016389i,-0.0010722-8.2067e-05i,-0.0019589+0.00022668i,-0.0021687+0.00023029i,-0.0014633+0.00079182i,-6.7525e-05-1.9281e-05i,0.00052769-0.0011301i,-0.00053455-0.0008572i,-0.00061432+0.0002752i,0.00099311+0.00066785i,0.0018862+0.00074406i,0.0011762+0.001173i,0.00082479+0.0011868i,0.00046671+0.00051688i,-0.00032688+0.00019715i,-0.0003278-0.0002129i,-0.00051276-0.00048106i,-0.0016097-0.00034603i,-0.0016197-0.00056395i,0.00029774-0.00051029i,0.00085634+7.1483e-06i,0.00017076+0.00079865i
-0.002329+0.00055444i,-0.0029865+0.0015401i,-0.0031984+0.0030061i,-0.0020207+0.0034737i,-0.0010148+0.0034536i,0.00031508+0.0020716i,0.00085645+0.00038661i,0.00024513-0.00018779i,-0.00068365-0.00017227i,-0.00050822+0.00023568i,0.000369+0.00017051i,0.00086793-0.00044242i,0.00052284-0.0003024i,-0.00084622+0.00034073i,-0.0012958-0.00012581i,-0.0014468-0.00048094i,-0.0014251-0.00012622i,-0.0011004+0.00013486i,-0.0012032+0.00060032i,-0.00060884+0.0014061i,0.00034819+0.0008381i,0.00079855-0.00034917i,0.00047755-0.00052047i
-0.00044597-0.00072377i,-0.0011289-0.00090698i,-0.00056749+0.00040894i,-0.0011154+0.00031784i,-0.0020852-0.00041052i,-0.0015732-0.00067095i,-0.00038504-0.0013654i,-0.00018081-0.002035i,-0.00023946-0.0018007i,-0.00024988-0.00032679i,0.00032662+0.00089076i,0.00058137+0.0011027i,0.00056264+0.00027722i,0.00011234+0.00020424i,-0.00095734+0.00064466i,-0.0012584+0.00033912i,-0.0002355+0.00015599i,0.00065929-0.00040026i,-0.00021992-0.0005078i,-0.00070735+0.00021604i,1.3346e-05+0.00018516i,0.00071777+0.00012039i,1.3878e-05+0.00020742i
0.0012424+0.0014449i,0.0012283+0.0019132i,0.0010719+0.0013102i,0.00077546+0.00012287i,0.00085091-5.9736e-05i,-1.5243e-05+0.00041124i,0.00075912+0.0006191i,0.0014066+0.00033826i,1.425e-05+0.00022242i,-0.00035756-7.2046e-05i,0.00013433-0.00013468i,0.00031703+0.00048149i,-0.00043213+0.0013419i,-0.0010234+0.0015721i,-0.00054283+0.0012887i,-1.6703e-05+0.00091822i,0.00023233+0.00010467i,-0.00010584-0.0006536i,-0.00019281-0.00075809i,0.0003241-0.00014955i,0.00094468+0.00081078i,0.00071122+0.00078077i,0.00010371+0.00028224i
-0.0031043+0.0013423i,-0.0023563+0.0017981i,-0.0017482+0.0017897i,-0.00010673+0.0020583i,0.0003408+0.0015697i,0.0001978+0.00035563i,0.00010509+4.5735e-06i,-0.00091552-0.00024078i,-0.0020067-0.0004669i,-0.0014342-0.00028572i,-0.00022759+2.1614e-05i,0.00038032-6.4609e-06i,-0.00015439-0.00022569i,-0.0007085-0.001011i,-0.00058486-0.00091792i,-0.00049691-0.00018056i,-0.00056493-0.00037663i,-0.00039065-0.00083564i,-0.00062143-0.00077161i,-0.00034287+0.00011323i,-1.8436e-05+0.00038375i,0.0002928-0.00030361i,0.0010621-0.00023033i
