-0.0062073+0.00042392i,-0.0046252-6.4503e-05i,-0.0061267+0.0010748i,-0.0049961+0.0019824i,-0.0028162+0.0027924i,-0.0018136+0.0025691i,0.00023785+0.0018288i,0.00047436+0.00098873i,0.00033779+4.2898e-05i,0.0011236-0.00033096i,0.0012893-0.00039069i,0.0010633+0.00025131i,0.00038684+0.00037067i,-0.00058676-0.00097063i,-0.00116-0.0013431i,-0.00057983-0.000228i,-1.2354e-05-0.00016499i,-0.00078867-0.00088509i,-0.001113-0.0012673i,-0.00011413-0.00056126i,6.7311e-05+0.00046645i,-0.00023123+0.00014453i,-4.3735e-05+0.00022433i
-0.00094841+0.00053641i,-0.0012032+0.00049219i,-0.0018727+0.0013598i,-0.0022006+0.0022096i,-0.0018985+0.0026683i,-0.00055159+0.0018584i,5.4461e-05+0.0011948i,-0.0005682+0.00061625i,-0.00086887+0.00044318i,-0.0004237+0.0010873i,2.4447e-05+0.00071796i,0.00048254-2.5195e-05i,0.00127+7.4679e-05i,0.00084738+0.00050994i,1.237e-05+0.00075176i,-2.547e-05+0.00037406i,0.00028168-0.00045972i,8.6168e-05-0.0012696i,2.6053e-05-0.00122i,0.00044355-8.943e-05i,0.0004019+0.00080175i,0.00021236+0.00030433i,-0.00036268+7.1304e-06i
9.6802e-05+0.0011409i,0.00054251+0.0015317i,0.00059894+0.001223i,-0.0001073-0.00056695i,-0.00069801-0.00051161i,-0.00013067+0.00022595i,1.7504e-05+0.00019922i,-3.1792e-05-0.0006082i,-0.00063209-0.00105i,-0.00046085-9.2344e-05i,-0.0001282-0.00010813i,-0.00022807+0.00021919i,-9.1594e-05+0.0011297i,-1.9811e-05+0.00038564i,-0.00041794-8.8443e-05i,-0.0010435+1.8344e-05i,-0.00079385+0.00016237i,-0.00052766+0.00044759i,-0.00040823-5.4963e-05i,-0.00031982-0.00046272i,-0.00050133+0.00012902i,-0.00012683+0.00047431i,0.000434+0.00064954i
-0.00040329-0.0014207i,9.9981e-05-0.00011448i,1.5197e-05+0.00021166i,-0.001399-2.725e-05i,-0.0017248+0.00069376i,-0.00041462+0.0017729i,0.00077178+0.00067422i,0.0007474-0.00045968i,-2.2164e-05-0.00064629i,-0.00056502-0.00019598i,-5.5694e-06+0.001133i,0.00072937+0.0012338i,0.00059235+0.0010811i,-4.7121e-05+0.001253i,-0.00042828+0.00098867i,-0.00029833+0.00077254i,-0.00022144+9.8728e-07i,-0.00056826-0.00075645i,-0.00016904-0.0006251i,0.00028322+0.00042781i,0.00054554+0.00059336i,5.1208e-05+0.00011279i,-0.00055647-8.1674e-05i
0.00050534+0.00057862i,0.0006541+0.00028755i,0.00027094+2.4974e-05i,3.4206e-05-0.00043814i,0.00030262-0.00055969i,7.8679e-05-0.00023061i,-0.00015916-0.00018623i,-4.6695e-05-0.00059633i,-0.00077395-0.00096147i,-0.0010085-9.1096e-05i,-0.00034534+0.00030005i,0.00017718-3.2206e-05i,0.00032651-1.7368e-05i,-0.00033394+0.00043257i,-0.00070017+0.00092659i,-0.00032486+0.00073773i,-0.00041297+3.7964e-05i,-0.00089594-0.00064238i,-0.00072686-0.0011964i,0.00028101-0.00076728i,0.0010954+0.00053028i,0.00053409+0.00091143i,0.00044858-0.00033046i
-0.00074424-2.0054e-05i,-0.00077433+0.00064555i,-0.0010609+0.0010041i,-0.0020184+0.00073293i,-0.0021011+0.0013144i,-0.00081651+0.0014042i,0.0011181+0.0013544i,0.001148+0.00081899i,-0.00066216+0.00025777i,-0.0007921+0.00083406i,0.00026356+0.0011779i,0.0003118+0.00056873i,-0.00029136-9.0576e-05i,-0.00060476+0.00023156i,-0.00085951+0.00048147i,-0.0009283-0.00041692i,-0.00099399-0.00095199i,-0.0013247-0.00060536i,-0.001098+0.00018187i,-0.00057123+0.0002757i,-0.00031515+0.00037632i,0.0005267+0.00048128i,0.00043518+0.00021699i
-0.0010511+0.00064934i,-0.0014546+0.00095319i,-0.00092889+0.0016605i,-0.0013633+0.00083139i,-0.0013768-0.00049712i,-0.0010808+3.0245e-05i,-0.00058745+0.00041991i,-0.0007013-0.00042936i,-0.0015101-0.0010094i,-0.00095232-0.000648i,0.00010571+0.00041369i,0.00040788+0.00090299i,-0.00024218+0.00091345i,-0.00078525+0.0010825i,-0.00031031+0.00035472i,8.5349e-05-0.00036909i,-0.0001919-8.669e-05i,-0.00049954-0.00014641i,-0.00081203+0.00061811i,-0.00054427+0.0010123i,-0.00020533+0.00073735i,-0.00013925-1.3049e-05i,0.00030824-9.5634e-05i
0.00018551-0.0017915i,0.0006294-0.0017736i,0.00080836-0.0018333i,-0.00024487-0.0011782i,-0.0015069-0.00053304i,-0.0017618+0.00026664i,-0.00051277+0.0009571i,-0.00053778+5.3634e-05i,-0.0011423+0.0002257i,-0.00072463+0.0012042i,-0.00042087+0.001089i,1.5875e-05+0.00099665i,0.00069476+0.00043665i,0.00041468+0.00016263i,-0.00050114+0.00054201i,-0.00089957-2.7001e-05i,-0.00032167-0.0011138i,0.00056584-0.0010213i,0.0004573-0.00028107i,6.4817e-05-3.2322e-06i,-0.00039351+4.4194e-05i,-0.00075551+0.00026206i,-0.00012038-3.8133e-05i
0.00024073-0.0012258i,-0.00040208-0.0013878i,-0.0015184-0.0012461i,-0.0033902-0.0013801i,-0.0038229-0.0011043i,-0.0019074+0.00029886i,0.00034156+0.00044251i,0.0016326-0.0010284i,0.00034509-0.0016386i,-0.0016948-0.00062582i,-0.0015708+0.00081268i,-0.00054001+0.0013368i,0.00025049+0.00064447i,0.00048006-0.00062772i,-9.9326e-05-0.00065477i,-0.00062783+0.00028136i,-0.00025515+0.0005456i,-0.00011201-0.00016921i,-0.00056023-0.0002314i,-0.00054051+0.00030713i,-0.00078048+4.074e-05i,-0.0010733-0.00026104i,-0.00020524+0.00019578i
0.00017829-0.00016208i,-0.00012463-0.00045358i,-0.0012058+0.0006058i,-0.001428+0.0013192i,-0.00099623+0.0010506i,-0.00097216+0.00067433i,-0.00028888-4.2033e-05i,0.00063805-0.00024085i,0.0006684-0.00030993i,0.00091955-0.00056908i,0.00056737-0.00026888i,0.00034757-0.00019642i,0.00069287+0.00016695i,-0.00011931+0.00084114i,-0.00068388+0.0010379i,-0.0011887+0.00058054i,-0.0015678-0.00038986i,-0.00040365+7.0046e-05i,0.00056745+0.0002419i,0.00050553-0.00035009i,0.00030348-0.00043109i,0.00036424-0.00045761i,0.00029491-0.00033777i
0.0025486-0.0020007i,0.0026025-0.0024309i,0.0020687-0.0039868i,8.8979e-05-0.0035703i,-0.0020477-0.00161i,-0.0018236-0.00040422i,-0.0003866-0.00051457i,9.5722e-05-0.00093825i,-0.00046264-0.0006898i,-0.0010791-0.00053456i,-0.00087415-1.3296e-05i,2.4622e-05+0.00058948i,0.00065296+0.00035882i,-1.6913e-05+1.1528e-05i,-0.00058508+2.9061e-05i,0.00030297+0.00024819i,0.0008722+0.00043404i,0.00045844-0.00032087i,0.00021942-0.00089228i,2.7325e-05-0.00078184i,0.00059718-0.00079164i,0.00083062-0.00034725i,0.00073018+0.00013426i
0.0019606+0.0019492i,0.00175+0.0020203i,0.0024727+4.228e-05i,0.00285-0.0017685i,0.0014691-0.0015217i,-0.00035323-0.00010699i,-0.00020405+0.00037612i,0.00019913-0.0010657i,-0.0001207-0.0010846i,-0.00048796-0.00040152i,-0.0010375-5.9261e-05i,-0.0013681+0.00051727i,-0.0013881+0.00080322i,-0.0010343+0.00066277i,-0.00071132+0.00064212i,-0.00039261-0.00020555i,0.00010259-0.00098692i,0.00030915-0.00073312i,0.00023595-0.00070926i,0.0013183-0.00060563i,0.0013593-7.7234e-05i,0.00036149+0.00019502i,2.6113e-05-1.7674e-05i
-0.00029256+0.0014584i,-0.00092957+0.0026001i,-0.0016107+0.0024463i,-0.0015626+0.00098793i,-0.0013966-1.0159e-05i,-0.0011919+0.00011675i,-0.00063343+0.0001413i,0.00015457-0.00054759i,-0.00066216-0.00068475i,-0.0013194+7.6527e-05i,-4.5495e-05+0.00019037i,0.0010356-0.00037944i,0.00019932-0.00010643i,-0.00053172-8.139e-05i,-0.00064792-0.00031728i,-0.00082212-0.00025085i,-0.00063391-7.5073e-05i,-0.00037175+0.00023122i,-0.00047058+0.00069586i,0.00018424+0.0010313i,0.00099661+0.0007566i,-4.0319e-05+0.0007106i,-0.00091482+0.00032159i
-0.0021179-0.00032706i,-0.002028-0.0011809i,-0.0023734-0.0008039i,-0.0027174+0.00075301i,-0.0025895+0.0012436i,-0.0013231+0.0010357i,-0.00064445-0.00031656i,-0.00064527-0.0020488i,-0.0013139-0.0014699i,-0.0017618+0.00031788i,-0.0012257+0.001041i,-2.4538e-06+0.00082217i,0.00070956+1.2175e-05i,0.00069071-0.00078989i,0.00043263-0.0013321i,-0.0001796-0.001466i,-0.00078699-0.0010215i,-0.00055469-0.0014628i,-0.00066645-0.0013222i,-0.00063488-0.00030907i,-0.0002741-0.00010837i,-0.00026613-0.00011585i,-0.00075661+0.00018228i
0.00091914-0.001412i,0.0012703-0.001719i,0.0010327-0.0020726i,-0.00021085-0.002042i,-0.0014137-0.0010964i,-0.00094008+0.00052105i,0.00051524+0.0011388i,0.00019773-0.00029095i,-0.00056354-0.00096442i,-0.00050784-0.00018208i,-0.00034267-0.00013739i,-2.8498e-05+0.00023395i,0.0005384+0.001393i,0.0007011+0.0012941i,4.2841e-05+0.00096507i,-0.00012245+8.7191e-05i,0.00025904-0.00025627i,0.00012526-0.00027196i,0.00025836-0.00062315i,7.2887e-05+0.00029349i,-2.1417e-05+0.0005635i,0.00074817-0.00052165i,0.00036349-0.001066i
-0.00055863+0.00040948i,-0.0012147+0.00065543i,-0.00060428-1.9745e-05i,-0.00022822-0.00014227i,0.0002081-2.5679e-05i,0.00077236-6.215e-05i,0.0010613-1.8359e-05i,0.00083122-0.00031037i,-0.00039273-0.00045731i,-0.00016647-0.00026935i,0.0010723-0.00021555i,0.00098073+0.00051066i,-0.00021851+9.6204e-05i,-0.0003705-0.00093094i,0.00011445-0.00050894i,0.00079394-0.00041707i,0.0006215-0.00077969i,-0.00042391-0.00060571i,-0.00065464-0.00021342i,-0.00018636-7.5121e-06i,-1.3655e-05-0.00029109i,0.00017985-0.0003377i,0.00019436+0.00021034i
-0.0024986-0.00036381i,-0.0024184-0.00024722i,-0.0030943+8.0978e-05i,-0.0022179+0.0013012i,-0.0012932+0.0025532i,-0.0014618+0.0015472i,-0.00086+0.00026056i,-0.00013444-0.00093802i,-0.00094733-0.00084677i,-0.0018404-0.00013477i,-0.00093953-0.00047894i,-0.00043431-0.00070274i,-0.00050718-0.00014844i,-0.00076515+6.5576e-05i,-0.00088489-5.179e-05i,-0.00019551+0.00070182i,-7.8874e-06+0.0002709i,0.00035136-0.00060358i,0.000825+0.00019933i,0.00045082+0.00073005i,0.00035248+0.00048165i,0.00050727+0.0006288i,0.00028764+0.00098156i
1.0054e-05+0.001235i,-0.00036477+0.00029016i,-0.00057238+0.0013501i,-0.00079085+0.0015429i,-0.00064099+0.00096877i,-0.00022443+0.00051496i,0.00038009+0.00015371i,0.00033446+1.7933e-05i,0.000176-0.00050538i,0.00033632-0.00030766i,2.6891e-05+0.00044466i,0.00028402+0.00062593i,8.3322e-05+0.0005684i,-0.00096214-0.0001236i,-0.0011076-0.001581i,-0.00052283-0.001484i,-0.00057932-0.00071032i,-0.0009066-9.4086e-05i,-0.00054613+0.00042584i,-1.1641e-05-5.2363e-05i,-8.0849e-05-0.00018328i,0.00015392-0.00020885i,0.00051974+0.00023624i
0.0010227+0.0023884i,0.00049027+0.0033763i,0.0013371+0.0031607i,0.0017697+0.0013825i,0.0017243-0.0001024i,0.0012307+0.00020843i,0.00032894+0.00072861i,-0.00039962-0.00044826i,-0.00058055-0.00086166i,0.00025268+0.00026001i,0.00090767+0.0005324i,0.00047377-0.00037608i,-0.00023694-0.00019388i,-0.00021232+0.00034285i,-0.00063127+0.00060313i,-0.00097459+0.00071839i,-0.0005358-0.0002656i,-0.0003379-0.00084351i,-0.00035767+2.8731e-05i,0.0002266+0.00044132i,0.0010494+0.0005637i,0.00082392+0.00063972i,0.00069224+0.00034037i
-0.00073351-0.0017503i,-0.00084446-0.0019186i,-0.0019854-0.0006483i,-0.0026252-0.00062881i,-0.0023208-0.00058936i,-0.0023036-0.00056926i,-0.0016001-0.00093208i,-0.0009216-0.00099479i,-0.00095599-0.00081672i,-0.0015966-0.00026819i,-0.0015954+0.00064909i,-0.0012763+0.0014133i,-0.00095926+0.0015045i,-0.00028464+0.00048856i,0.00029199-0.00026471i,-0.00027612-0.0004738i,-0.00072107-0.00085015i,-0.00082216-0.00089077i,-0.00094168-0.00063986i,-0.00035882-0.00015042i,9.3264e-05+0.000285i,0.00040391+0.00019091i,0.00086219-7.3387e-05i
-0.00036452-0.0019603i,-0.00089066-0.00099839i,-0.00094201-0.0012598i,-0.0014081-0.00085471i,-0.0018118+0.00079834i,-0.00079919+0.001598i,0.00086176+0.00052337i,0.00087908-0.00096252i,0.00022819-0.0010322i,-0.00031347-0.00080745i,-0.00014089-0.00011897i,-5.5101e-05+0.00055626i,-0.00037393+0.00053452i,-0.00039333+0.00032543i,-0.00097599+0.0004219i,-0.0011438+0.00051557i,-0.00050395-0.00058903i,-0.00060369-0.00076992i,-0.0012415-4.4271e-05i,-0.0011277-0.00027258i,-0.00063692-0.00078114i,-0.00036875-0.00061396i,1.085e-05-0.00036995i
-0.0005965+0.00037936i,0.00058681+0.00081582i,0.00070951+0.0011552i,0.00059316+0.0020033i,0.00025758+0.0028866i,0.00011764+0.002552i,0.00063372+0.0015352i,0.0008374+0.00043148i,-1.8636e-05-0.00053355i,-0.00075985-0.00051585i,-0.00027943+0.00015311i,-8.7295e-05+0.00041198i,-0.00036592+2.137e-05i,-0.00058437-3.788e-06i,-0.00078055-0.00028322i,-0.00052219-0.00023463i,2.8343e-05-0.00022171i,6.4067e-05-0.0001789i,-0.00056492+0.00020832i,-0.0012851+0.00024484i,-0.0015044-0.00053957i,-0.0011119-0.001037i,-0.00035255-0.00069958i
-0.0037237-0.0019651i,-0.0046443-0.0017028i,-0.0050976+0.00029825i,-0.0046787+0.0025227i,-0.0031598+0.0030778i,-0.00084865+0.0027235i,0.00055487+0.00074587i,0.00087782-0.0013472i,0.00012308-0.00084888i,-0.00036583+0.00035406i,0.00016963-7.2983e-05i,0.00035873-0.00078978i,-0.00029179-0.0011378i,-0.00033057-0.00092679i,-0.00058791-0.00072541i,-0.00065434-0.0011046i,5.9581e-05-0.00055409i,0.00048739-0.00095193i,0.00056992-0.0006939i,-0.00010184+0.00011282i,-0.00045256-6.3642e-05i,-0.00033579-0.00035627i,0.00016333-0.00055254i
0.00030368+0.0012152i,-0.00020236+0.0011246i,-0.0011744+0.0011221i,-0.0020529+0.00087923i,-0.0022273+7.2928e-05i,-0.00097645+7.9241e-05i,0.0005963-0.00012731i,0.0010349-0.001031i,0.00060172-0.001137i,0.00013403-0.0011096i,0.00049153-0.00075888i,0.0011072-0.00013415i,0.00078258+0.0002954i,0.00034099+0.0003706i,2.1865e-05+0.00028324i,-5.9802e-05+0.00024085i,-0.00011934-0.00035777i,-0.00032813-0.00092528i,-0.00077716-0.00034137i,-0.0015296-0.00037252i,-0.00034455-0.0007652i,0.00098313-0.00052292i,0.00038488-8.3346e-05i
-0.00046246+0.0032001i,-0.00016633+0.0035652i,0.00084742+0.0030454i,0.0012024+0.001143i,0.0003272-0.00048521i,-4.1257e-05-0.00081193i,0.00080978-0.00056251i,0.0012521-0.0010653i,0.00038271-0.001153i,-0.00028559-0.00071146i,-9.9563e-05-0.00012578i,0.00013454+0.00058665i,7.7572e-05+0.00086486i,-0.00023172+0.00034984i,-0.0008036+0.00030082i,-0.00051075+0.00055765i,0.00059672+0.00037287i,0.00064894-0.00023765i,0.00024717-0.00059118i,0.00035364+6.1742e-05i,0.0004076+0.00022857i,0.00024389+0.00025518i,0.00012017+0.00063631i
-0.0010962-0.0010716i,-0.00088314-0.001535i,-0.0014848-0.0025813i,-0.0018741-0.0020348i,-0.0017166-0.00025915i,-0.0017041+0.0015775i,-0.0011958+0.0012083i,-0.00059673+0.00025942i,-0.00062064+0.00010072i,-0.00081203+0.00091048i,-0.00032746+0.0016306i,-5.0509e-05+0.0012195i,0.00024118+0.00013678i,0.00054485-0.00081683i,0.00058927-0.0012949i,0.00086967-0.0010337i,0.00059424-0.00069372i,4.6453e-05-0.00058983i,-0.00035323-0.0004618i,-0.00081263-0.0010163i,-0.00099992-0.0015039i,-0.00040385-0.0011248i,0.00021247-0.00039773i
0.0020125+0.0021966i,0.0022543+0.0011273i,0.0014911+2.9841e-05i,0.00099242-0.0001305i,-0.00040584-0.00060294i,-0.0013859-0.00034763i,-0.0010819+0.00020778i,-7.5119e-05+0.00014888i,-7.4972e-05-0.00073439i,-0.00084037-0.00060109i,-0.00015321+0.0011411i,0.00087179+0.0015156i,0.00062328+0.00075211i,0.00023602+0.00047634i,5.1369e-05+0.0011808i,0.00040286+0.0011174i,5.4377e-05+2.7638e-05i,-0.00053596-0.00089055i,-0.00044423-0.00048545i,-0.00056245-0.00013329i,-0.00020658-0.00036786i,0.00028421-0.00044019i,0.00023644-0.00046624i
-0.0010777-0.00024003i,-6.7356e-05-0.00023407i,-0.00015775-0.00049625i,-0.00039674+0.00024739i,-0.00025321+0.00094498i,-0.0010996+0.0012276i,-0.0010705+0.00059368i,0.00017927-9.3608e-05i,-0.00032953-8.5693e-05i,-0.00048268-6.9375e-05i,-0.00034306-0.00015584i,-0.0012672+0.00065085i,-0.0015319+0.00061955i,-0.00050864+0.00086017i,1.9012e-05+0.0010783i,0.00016016+0.00016587i,0.00057839+2.3893e-05i,0.00051339-0.00011509i,0.00021677-0.00077279i,-0.00017952-0.00071302i,7.186e-05+3.5035e-05i,0.0010536+0.00034069i,0.0012688+0.00018177i
0.00021263+0.00022518i,0.00055696+0.00027917i,0.00043577-9.42e-05i,-0.00038055-2.3478e-05i,-0.00043112+0.0003779i,0.00027967+0.0010425i,0.00086756+0.00082053i,0.00083348-0.00055142i,-0.00045356-0.00045544i,-0.0011237+0.00050032i,-0.00043048+6.8018e-05i,-1.2409e-05-0.00023337i,-9.6395e-05-0.00050191i,1.1651e-05+0.0002257i,-0.0001891+0.0009917i,-0.00049091+0.0008321i,8.3431e-05+0.00074171i,1.6928e-05-0.00020611i,-0.00045255-0.000733i,9.039e-05-0.00024955i,0.00016899+0.00022028i,0.00022622+0.0001302i,3.2071e-05+0.00022782i
0.00011013+9.2523e-05i,0.00030496-0.00014457i,-0.00062711-0.00023391i,-0.0018856+0.00029572i,-0.0017211+0.0011051i,-0.00033205+0.0011289i,0.0010368+0.00060585i,0.00066517-1.6345e-05i,-0.000494-0.0008773i,-0.00097787-0.00087442i,-0.00049948-0.00051784i,7.191e-05-0.00058984i,-0.00044148-0.00016687i,-0.00060593+0.00029822i,1.6846e-05+0.00019542i,-1.7484e-05-0.00014493i,-0.00057838-0.00025317i,-0.00047636-1.973e-05i,0.00016064-0.00037778i,-5.439e-05-3.7848e-05i,-0.00013288+0.00029155i,0.00037478+0.00022571i,1.5735e-05+0.00034443i
0.0023969+0.00019337i,0.0027616+0.00068218i,0.0028353-5.7398e-05i,0.0018172-0.0020481i,-0.00055108-0.0016885i,-0.0016376+0.00066577i,-0.00061922+0.0015333i,-0.00020001-1.8478e-05i,0.00014899-0.00038732i,0.00024358+0.00043258i,-0.00018307+0.00024036i,-0.00097878+8.9264e-05i,-0.0011138+0.00056905i,-0.00029548+0.00065498i,-0.00015432+0.00031696i,0.00049483+0.00028493i,0.00097811+0.00043666i,0.00032775-0.0005927i,-0.00035072-0.0013454i,-0.00084661-0.00071638i,-0.00076606-0.00010095i,-9.3708e-05+0.00012883i,0.00044818-0.00052469i
-0.0016911+0.00027289i,-0.0018559-0.00066758i,-0.0011946-0.00028831i,-0.00041351-3.9119e-05i,-0.00023812+9.6307e-05i,-0.00088969+0.00081213i,-0.00029403+8.7776e-05i,0.00017964-0.00062473i,-0.00033321-0.00045294i,-0.00018381-3.3342e-05i,-0.0001732-0.00023557i,0.00032433-0.00088729i,0.00010495-0.00090323i,-0.00034825-0.0004854i,-0.00063252+0.00016093i,-0.00033062-0.00014053i,0.00044076-0.00082424i,0.00080678-0.00052797i,0.00055182+0.0001057i,-7.0644e-05+0.00093791i,9.291e-05+0.00082944i,0.00041503-0.00039346i,0.00026191-0.00081168i
-0.001524+0.00103i,-0.00021497+0.0013688i,1.5584e-05+0.001001i,-3.8788e-05+0.00083753i,0.00034604+0.0012493i,0.00019321+0.00084207i,0.00082187-0.00015715i,0.0012216-0.00051344i,-0.00017425+7.7855e-05i,-0.0008795+0.00058935i,0.00018822+0.00072131i,0.00092909+0.00076679i,0.00035595+0.0015718i,-0.00019483+0.0010685i,-0.00045526-0.0003725i,-0.00050952-0.0003094i,-0.00062915+0.00023441i,-0.00071082+5.0987e-05i,-0.00013508-0.00018347i,3.5727e-05+0.00060313i,3.338e-05+0.00017638i,0.00045642-0.0010349i,0.00092438-0.00047622i
0.0016291+0.0018247i,0.0013961+0.0013344i,0.0021469+0.00095114i,0.00093745-0.00088342i,-0.0015653-0.0025468i,-0.00095086-0.0015477i,0.00052971-0.00098827i,0.00071863-0.001515i,-0.00014748-0.0014975i,-0.0003862-0.00093784i,-0.00025731+0.00038715i,-0.00066217+0.0012734i,-0.00075937+0.0012099i,-0.00099723+0.0011973i,-0.00071448+0.00095529i,-0.00065472+0.00063539i,-0.00049549+0.00012037i,5.5969e-05-0.00066413i,-0.00045958-0.0011382i,-0.00090561-0.00051989i,-1.9699e-05+5.6501e-05i,0.0011673-9.62e-05i,0.00091366-5.0579e-05i
-0.00048666-0.0002516i,-0.00060428+0.00070236i,-0.00056913+0.00079424i,-0.00068555+0.00042712i,-0.0011347+0.00011635i,-0.00071155+0.00073197i,0.00017982+0.0012311i,-2.235e-05-3.9314e-05i,-0.0005285-0.0010413i,-0.00031399-0.0005065i,-6.3081e-05+0.0005258i,0.00035842+0.00095309i,-5.5828e-06+0.00056198i,-0.00070223+0.00044354i,-0.00043617+0.00031722i,-7.177e-05+6.1217e-05i,-7.642e-05+0.00057557i,-0.00030026+0.00090055i,-0.00028683+0.00055047i,-0.00062818+0.00028274i,-0.00069251+0.00034801i,-0.0001233+0.00091642i,0.00024481+0.00098208i
-0.00061767+0.0025692i,0.00037037+0.0013111i,0.0014716+0.0012501i,0.0013177+0.00055445i,0.00064087-0.00062042i,-0.0004172-0.00040316i,-0.00055979-0.00010529i,9.8669e-05-0.00064469i,-0.00066586-0.0016443i,-0.00062349-0.0011268i,0.00088204-0.00040611i,0.00053269-0.00089709i,-0.00084527-0.0011264i,-0.00086423-0.001211i,-0.00043201-0.00091676i,-0.00026635-0.00035765i,-0.00023487-0.00047437i,-0.00085903-0.00043532i,-0.001034+3.2035e-05i,-0.0003302+0.00058035i,5.0512e-05+0.00069608i,0.0002578-0.00012084i,0.00052589-0.00034075i
-0.0012213-0.00077508i,-0.0015818-0.0010488i,-0.0018402-0.0013865i,-0.0018995-0.00057973i,-0.0021384+0.00073639i,-0.0016412+0.001128i,-5.0962e-05+0.0005971i,0.000513+1.3077e-05i,-7.2873e-05-0.00022898i,-0.00066024-0.00019061i,-0.00017023+3.7636e-05i,0.00068174+0.00016388i,0.00099501+4.8543e-06i,0.0011951+0.00011846i,0.00030069+0.0004439i,-0.00032148+5.4546e-05i,-0.00017522-0.0013141i,0.00013826-0.0020244i,0.00039726-0.0010074i,2.7203e-05+0.00033909i,0.00024945+0.00039629i,0.0003923+0.00022593i,-0.00040312+0.00021804i
-0.0019008-0.00089299i,-0.0017531+0.00019875i,-0.001833+0.0021719i,-0.0017316+0.0026957i,-0.0019859+0.0023293i,-0.0014461+0.0020823i,-0.00044537+0.0010007i,-0.00045268-0.00018238i,-0.00064322-0.0011369i,-0.00053998-0.00096192i,-0.00015005+0.00024804i,0.00093756+0.00065801i,0.00086715+0.00053562i,0.00040064+0.00046052i,-0.00011781+0.00060132i,-0.00027525+0.00059958i,-0.00059469+0.00028587i,-0.0010331-3.9992e-05i,-0.00076343-0.0002806i,-0.00058251-5.0452e-05i,-0.00042652+0.00012979i,0.00023473+0.00020423i,0.00064383+0.00078133i
0.00023904+0.00088769i,-0.0005112+0.00050577i,-0.0010057+0.00051823i,-0.0018219+0.00073182i,-0.0022345+0.00041726i,-0.0014117+0.0006792i,0.00036195+0.00048039i,0.00028011-0.00067392i,-0.00083097-0.0010892i,-0.00081883-0.000149i,-5.3958e-05+0.0011181i,0.00032913+0.00087159i,0.00036137+0.00042694i,-0.00029565+4.0006e-05i,-0.0010665-0.00026199i,-0.00081252-0.00057884i,-0.00030803+7.3777e-06i,0.0002391+3.0827e-05i,0.00039128-0.00060686i,-0.000486-0.00040947i,-0.00033663-0.00061234i,0.00016911-0.00075289i,0.00022055-0.00068486i
0.0001269-0.0014448i,-0.00036016-0.0022453i,-0.0012193-0.0032913i,-0.00267-0.0021672i,-0.003448+1.8595e-06i,-0.0021506+0.0018281i,-0.00072233+0.002269i,-0.00047046+0.001194i,-0.00044708-0.00025124i,-0.00030861-0.00041177i,-0.00026511+0.00028668i,0.00028542+0.00086791i,0.00088593+0.0015603i,7.3719e-05+0.0016735i,-0.00023026+0.00072718i,0.00015974-0.00052684i,0.00027981-0.0010626i,-0.00020448-0.00050308i,-0.00055879-0.00054104i,-0.0006572-0.00029662i,-0.0002248+0.00025106i,0.0003982+0.00021778i,0.00025294-0.00059877i
-0.0012811-0.0013518i,-0.00049189-0.0011293i,-0.00095472-0.00025986i,-0.0021577+0.0010021i,-0.0020467+0.00097739i,-0.0006771+0.0009089i,0.00052929+0.00015441i,0.00074557-0.00029751i,-0.00018929-0.00012344i,-0.00071571+0.00046588i,0.00036613+0.00067137i,0.0014351-8.4689e-05i,0.00075942-0.00013459i,-3.883e-05+0.00085985i,-0.00053438+0.00040767i,-0.0002243-0.00041771i,-0.00035941-0.00010366i,-0.0014958-0.0001745i,-0.0010707-0.00040932i,0.00042505+6.4921e-05i,0.0008489+0.00036749i,0.00050235-0.00037029i,0.00061737-0.00062707i
0.00089443+0.0010878i,0.00037767+0.00028847i,0.0013778-0.0008874i,0.0012049-0.0014411i,-0.00063321-0.0012539i,-0.0016223-0.00023429i,-0.001117-0.0001794i,-0.00021058-0.001115i,0.0001054-0.00087909i,-0.00032245-0.00011975i,-0.00093649-6.1516e-05i,-0.00063272+0.00026809i,-0.00053288+0.00082907i,-0.0012431+0.00090446i,-0.00086163+0.00035735i,0.00033688+0.00037245i,0.00072082+0.00074373i,-4.7986e-05+0.00023481i,-0.0010023+0.00019271i,-0.00092044+0.00026877i,-0.00060549-0.00014373i,-0.00015122+8.2987e-05i,-0.00011688+0.00028536i
-0.0024703+0.0012959i,-0.00099281+0.0015527i,5.116e-05+0.0021325i,-0.00013817+0.0024872i,-0.0004883+0.0022797i,-0.00020197+0.0014409i,0.00084055+0.00095557i,0.0012417+3.9135e-05i,0.00032827-0.001055i,-0.00036924-0.0010314i,-0.00036721+0.00028241i,4.0877e-05+0.00076472i,-0.00037405-0.00049675i,-0.00091564-0.00059925i,-0.00038529+0.00016345i,0.00029905+0.00045086i,-5.0942e-05-9.3092e-05i,-0.00060583-0.00034035i,-0.00064987-0.00017945i,-0.00010684-6.9845e-05i,0.0003875-4.0457e-05i,0.00035047-4.04e-05i,2.2235e-05+0.00023173i
