-0.0018932+0.0010035i,-0.0018059+0.0014779i,-0.0032185+0.00027198i,-0.0025628-0.0010888i,-0.0012814-0.0009513i,-0.00058345+0.00016555i,-0.0005625+0.0001211i,-0.00020485-7.3402e-05i,0.00094547+0.0005002i,0.0016579+0.00069403i,0.00094941+0.00039539i,0.00038233+0.0010407i,0.00084582+0.001705i,0.0010887+0.0013998i,0.00048675+0.00086592i,-0.00018469+0.00049179i,-0.00024514+0.00044718i,0.00028293+0.00028323i,5.549e-05-0.00036137i,-0.00022773-0.0003511i,0.00016138-0.00034122i,0.00017007-0.00050824i,0.0005371-4.9759e-05i
-0.001237-0.00034561i,-0.0014365-0.00019267i,-0.0012766-0.00094151i,-0.0014911-0.00082457i,-0.0013019-0.00041397i,-0.00089546-0.0013211i,-0.00084702-0.0012818i,-0.00084313-0.00016261i,-0.00084666-0.0008452i,7.4862e-05-0.00074804i,0.0014321+0.00046293i,0.0019845+0.0013351i,0.0013482+0.0016708i,0.00072371+0.00079881i,0.00014212+0.00055064i,-0.00018548+0.00052883i,0.00017354-4.8852e-05i,-0.00017291+0.00034232i,-0.00055926+0.000299i,9.035e-05-0.0001524i,0.0007332+0.00070031i,0.00070832+0.0016845i,-6.6332e-05+0.0012509i
-0.0021417+9.9555e-05i,-0.0026558+0.0010746i,-0.0029158+0.0027887i,-0.0019901+0.0026915i,-0.00082026+0.0019638i,-0.00072076+0.0010049i,-0.0010652+0.00056995i,-0.00087557+0.00089166i,-0.00033171+0.0011645i,-0.00011751+0.0017186i,0.00061523+0.0015625i,0.0011952+0.0011773i,0.00099835+0.0013992i,0.00070493+0.0017268i,0.00070961+0.0014557i,0.0013721+0.00046252i,0.00080808-0.00030248i,0.00012215-0.0010721i,-0.00037221-0.0012457i,-0.0010579-0.00066036i,-0.00059561+0.00038421i,2.3778e-05+0.00096472i,0.00021805+0.0011121i
0.0028846+0.0015484i,0.0035448-6.9833e-05i,0.00415-0.001915i,0.0031938-0.0022863i,0.0010693-0.0018906i,-0.00098135-0.0024886i,-0.00050228-0.0020474i,0.00089659-0.0013391i,0.0012297-0.0010406i,0.00051654-0.00054617i,-0.00029766-0.00017899i,-0.00047262+6.6747e-05i,0.00046919-0.00010386i,0.0011422-0.00019643i,0.00048948+6.0294e-05i,-4.3619e-05-0.00014129i,0.00016093-0.00018428i,-9.5459e-06+0.00054344i,1.3082e-05+0.00054688i,0.00084118-0.00013888i,0.00072439-1.4627e-05i,0.00045635+0.00071556i,-1.3602e-05+0.00073382i
0.0012074+0.00070248i,0.00052536+0.0010963i,0.00033361+0.0012445i,-0.0002653+0.00098295i,-0.00082514+0.00065471i,-0.00095919+0.0002075i,-0.0015374+0.00027443i,-0.00084184+8.7592e-05i,0.00080531-2.8487e-05i,0.0016451+0.00012204i,0.0016455-0.00031847i,0.0014327-0.00040353i,0.0013927+0.00037717i,0.0013876+0.00022536i,0.0012143-0.00049798i,0.0010668-0.00045037i,0.00046073-0.00019041i,0.00028757+8.3588e-05i,0.00030335+0.00036827i,0.00010404+0.00030546i,2.4682e-05+0.00016572i,-0.00013417-4.2059e-05i,5.763e-05-2.7773e-05i
0.0007509-0.0014723i,0.00032137-0.0021068i,0.00047178-0.0016797i,1.7272e-05-0.0012515i,-0.00035233-0.0010996i,-0.00010689-0.00089526i,-0.00096139-0.0006174i,-0.0010345-0.00095249i,0.00072373-0.0010443i,0.0014553-0.0008548i,0.00037875-0.00046054i,0.00016648+3.9718e-05i,0.0002465+0.00059088i,-0.00046367+0.00014321i,-0.00053916-0.00027939i,-0.00073127-0.00044559i,-0.00078804-0.00016345i,-0.00016732+0.00055023i,7.1933e-05-2.1822e-05i,0.00020138-0.00064281i,0.00074962-0.00043191i,0.00060445+6.5514e-05i,0.00022917+0.00051838i
-0.0015531+0.0013222i,-0.0018077+0.0008928i,-0.00087896+0.0012132i,-3.0085e-05+0.0010952i,8.1191e-05+0.00018606i,6.7312e-05-0.00070656i,0.00051545-0.00026465i,0.00016834+0.00047887i,0.00019036+0.00019157i,0.0011615-0.00037154i,0.0014168+6.563e-05i,0.001079+0.00039125i,0.0010797-0.00081563i,0.00033247-0.0014093i,-0.00035014-0.00054225i,-0.00027018-0.00028515i,-0.00014529-0.00041714i,-0.00066166-0.00034147i,-0.00050829-0.00011496i,0.00031756-0.00048998i,0.00085829-0.00062585i,0.00042998-0.00039523i,-5.4816e-05+0.00010927i
-0.0013506-0.00034127i,-0.0018886-5.8952e-05i,-0.0017199+0.00051883i,-0.00075179+0.0010337i,-0.00073003+0.00081227i,-0.0012832+0.00053327i,-0.0018143+0.00018073i,-0.0019599+0.0002471i,-0.00077331+0.00074507i,0.00013064+0.0002595i,0.00039373+0.0005423i,0.00083004+0.0019184i,0.00082212+0.0018502i,0.00048208+0.00084004i,0.00052575+0.00043394i,0.0014838+0.00018518i,0.0013076-0.00052877i,0.0004199-0.00053159i,0.00043855-0.00022651i,0.0005977+6.5684e-05i,0.00042528+6.7201e-05i,0.00068336-0.00048714i,0.00094649+0.00033134i
0.0014291-0.0012246i,0.00095286-0.0012186i,0.00028425-0.0010853i,-7.2265e-05-0.00048475i,-0.0013478-3.95e-05i,-0.0015953-8.3553e-05i,-0.00079651+0.00017475i,2.7149e-05+0.00025054i,0.0003647-0.00046638i,5.8497e-05-7.8856e-05i,-0.00018218+0.00072381i,0.00054294+0.0016108i,0.0011784+0.0018659i,0.0011061+0.00066513i,0.00080118+5.8225e-07i,0.0007461+0.00019045i,0.00068067+0.00043276i,0.00031867+0.00036714i,-0.00024808+0.00066464i,-0.00066783+0.00031073i,-0.00035188-2.4409e-05i,-0.00022712+5.5799e-05i,1.8761e-05+5.9564e-05i
-0.00064624+0.00095316i,-0.00075114+0.00034284i,-0.00052062-0.0011296i,-0.00010431-3.9389e-05i,9.2199e-05+0.00096181i,-0.00019012+0.00077777i,-0.00042224+0.00018285i,-0.00079342+0.00032439i,-0.00069595-0.00011344i,0.00013124-0.00060545i,0.0010219-0.00019096i,0.0011635+0.00018754i,0.00061015+0.00053938i,-9.4517e-05-3.3996e-05i,-8.1528e-05-0.00035467i,-0.00036839-9.1564e-05i,-0.00052337+0.00032917i,-0.00037824+0.00013147i,-3.86e-05-0.00053679i,0.0010323-8.4134e-05i,0.0011654+0.00062695i,0.00059762+0.00053148i,0.0007935+0.00056013i
-0.0024594-0.00069016i,-0.002628-7.2433e-05i,-0.003011+0.00062967i,-0.0022789+0.0011461i,-0.00074495+0.00066773i,-0.00050395+0.00043184i,-0.00090673+0.00055949i,-0.00023679-0.00020007i,0.00037413-0.00056738i,0.0002145+5.6045e-05i,0.00042275+0.00085724i,0.00075575+0.0011774i,0.0012515+0.00088617i,0.0014015+0.0003021i,0.00047961+0.00025283i,-0.00037688+2.9403e-05i,-0.0003328-0.0007494i,-0.00022491-0.00055651i,-6.8375e-06+1.6602e-05i,-9.3521e-06-0.000384i,-8.15e-05-0.00081159i,0.00059691-0.0004322i,0.00051435-2.3106e-05i
0.00061274+0.0024487i,-0.00055435+0.0015464i,-0.00012277+9.6601e-05i,0.00026381-0.00077298i,0.00027872-0.0011347i,0.00038488-0.0016872i,-0.00073702-0.001411i,-0.00049674-0.00017852i,0.0008641+7.0767e-06i,0.0013467+0.00019729i,0.0013908+0.00072827i,0.0010652+0.001154i,0.00091083+0.00064031i,0.0019032-0.00015915i,0.0017413-0.00051539i,0.00066095-0.00043344i,-0.00050693-0.00018346i,-0.0013824-0.00080005i,-0.00018556-0.0011197i,0.0012235-0.0006222i,0.0014278+0.00016876i,0.0009077+0.0006493i,0.00010179+0.00062768i
-0.00013157-0.00090802i,-0.00035826-0.00097627i,0.00017546-0.00069834i,0.00058919-0.00011512i,-0.00015823+0.00015097i,-0.0015439-0.00028687i,-0.0023804-0.00052347i,-0.0015359-0.00029825i,5.2453e-05-1.2464e-05i,0.00067541+0.00028277i,0.00095232+0.00061204i,0.0011+0.0011915i,0.0010152+0.0010502i,0.00077268+0.00069304i,0.00058024+0.0002139i,0.00097493+8.768e-05i,0.00086211-0.00060845i,0.00028492-0.0009017i,-0.00016697-0.00034293i,-0.00058856-2.7326e-05i,0.00014477-7.0868e-05i,0.00029722-0.00040607i,-0.00061918-0.00092175i
0.0016251-0.001604i,0.001788-0.0016898i,0.0010151-0.0019542i,0.00071838-0.00076871i,0.00021105+0.00048689i,-0.00077988+0.0007402i,-0.00095499-0.0004208i,-0.0003971-0.00063497i,0.00055186+0.00013837i,0.0013008+0.00011821i,0.0010165+9.7777e-05i,0.00067736+0.00040373i,0.0005603+0.00028807i,0.00054823+0.00053399i,-6.1975e-05+0.00054655i,-0.00031658-0.00026657i,0.00045454-0.00051314i,0.00039322-0.00058663i,0.0001543-0.00012604i,0.00084337+0.00023605i,0.0012818-0.00055702i,0.00038263-0.0014311i,-0.00049496-0.00082801i
-0.0025481+0.00038047i,-0.0030259+0.0011289i,-0.0032219+0.001849i,-0.0030422+0.0013075i,-0.0018295+0.0001015i,-0.00014287-0.00047018i,-0.00068369+0.00016333i,-0.0016678-5.6536e-05i,-0.00038537-0.0003381i,0.00095125+7.1434e-05i,0.001137+0.00049038i,0.00087428+0.0019729i,0.00081322+0.0020515i,0.00088493+0.0014559i,0.00073409+0.0010151i,0.0010032+0.0006435i,0.00088403+0.001132i,0.00050284+0.00050794i,-0.00011479-0.00017322i,-0.0004294-5.5628e-05i,0.00021197-5.7673e-06i,0.0005278-0.00040879i,0.00015882-0.00044895i
0.0023202-0.0014514i,0.0025615-0.0022805i,0.0032811-0.0037181i,0.0014031-0.0025089i,-0.0010173-0.00030602i,-0.0012143+0.00027404i,-0.00084416+0.00025235i,-0.00024583-0.00013293i,0.00079776-3.5489e-05i,0.00093335+0.00046687i,-0.00025055+0.00098945i,-0.0002706+0.00062728i,0.00065999-0.00070226i,0.00017265-0.00067197i,-0.00019069+6.9472e-05i,-0.00028922+0.00035799i,-0.00076917-0.00012913i,-0.00073242-0.00074483i,-0.0007521-0.00042927i,-0.00010444+0.00018575i,0.00089371+0.00088347i,0.00041757+0.0010654i,0.00029152+0.00099818i
-0.00080177-0.0028842i,-0.00065818-0.0021255i,-0.00036619-0.0011386i,-0.0018223-0.00030745i,-0.001791-0.00041999i,-0.001591-0.00062796i,-0.0013205-0.0010413i,-0.00068429-0.00093098i,0.00033754-0.00068642i,0.0017984-0.00057202i,0.0017542+0.00020374i,0.0012059+0.00039695i,0.0015765+0.00041148i,0.0015871+0.00012609i,0.00070332-0.00017721i,0.00044493+0.00015004i,0.00058307+0.00018388i,0.00023931+0.00048805i,-6.4391e-05+0.0002001i,0.00061751-0.00052287i,0.0005943+0.00018143i,-0.00054895+0.00060216i,-0.00084848+0.00025879i
-0.0013283-0.0014311i,-0.0024876-0.00029218i,-0.0024372-0.0016099i,-0.0011229-0.00090975i,9.0535e-05+0.0010617i,-0.00033406+0.0011249i,-0.0010639+0.00089263i,-0.00091791+0.00065385i,0.00028594+2.5146e-05i,0.0006704+0.00018105i,0.0006516+0.00054123i,0.0019712+0.0008313i,0.0024499+0.00065779i,0.0019343-0.00037777i,0.00091361-6.3069e-05i,-0.00018439+0.00058575i,-0.0010709+0.00026343i,-0.00084423-0.00064484i,0.00022387-0.0011737i,0.00058164-0.00049104i,0.00082521-0.00031949i,0.00022752-0.00083838i,-0.00015187-0.00034933i
-0.0015542-0.00030649i,-0.0013821-0.00016833i,-0.0020122+6.537e-05i,-0.0017351-0.00021605i,-0.00099582-0.00085554i,-0.00072899-0.00077107i,-0.00085986-0.00055758i,-0.00028647-0.00099065i,0.00023633-0.00067666i,0.00097023+0.00039012i,0.0016852+0.0014789i,0.0016913+0.0014934i,0.0019921+0.0014777i,0.0013082+0.0013382i,0.00066958+0.00011812i,0.00016731-0.00010877i,-0.00062605-0.00037383i,-0.0005463-0.00076657i,-0.00030652-0.00058303i,-0.00016597-0.00027148i,-2.4331e-05+0.00045409i,0.0004064+0.00052458i,0.00098173-0.00046322i
-0.00091184-0.00023146i,-0.00085946-0.0014752i,0.00077639-0.00055467i,0.0010029+0.00010589i,0.0001361+6.0523e-05i,-0.00035107+0.00055909i,-0.0015602+0.0015122i,-0.0018277+0.0019598i,-2.8458e-06+0.00078471i,0.0012681-8.2804e-05i,0.0012139+0.0010446i,0.0015824+0.0010113i,0.0022824+0.00060152i,0.0020623+0.00039768i,0.00086104-0.00017602i,-0.0003827-0.00048701i,-0.00020108-0.00019683i,0.00011937-7.5908e-05i,-0.00018725-0.00046959i,-4.4038e-05-0.00012697i,3.29e-05-0.00030671i,-0.00040651-0.00036399i,-0.00058611-0.00020457i
-6.9182e-05+0.00098411i,0.00015859+0.0018937i,-0.00025833+0.0024433i,-0.00070309+0.0023286i,-0.00069031+0.0014317i,-0.0009358-0.00035608i,-0.0016985-0.00078607i,-0.0019491+0.0001242i,-0.00097623+0.00044586i,-8.6918e-05-0.00048982i,-1.2081e-05-0.00073051i,0.00058282+0.00089807i,0.00084607+0.0015457i,8.2669e-05+0.00060352i,-0.00020109-0.00015541i,0.00061567+6.7147e-05i,0.00076077+0.00072396i,-0.00018422+0.00075981i,-0.00052895+0.00049645i,8.8256e-05+0.00015462i,0.00089048-0.00019167i,0.00081477-0.00056863i,8.6982e-05-0.00059095i
-0.00025471-0.0011378i,-0.000973-0.0017342i,-0.00017219-0.0025008i,-0.00025865-0.0011114i,-0.0011403-0.0001739i,-0.0012793-0.00058416i,-0.00063725+0.00011482i,0.00044668+0.00057495i,-5.3901e-05-0.00035604i,-0.00060427-0.00049957i,-0.00013355+0.00021885i,0.0010761+0.00027314i,0.0013379+0.00019276i,0.00045281-7.5493e-05i,-1.7451e-05-0.00014247i,-0.00080278+0.00077741i,-0.0011137+0.00032089i,-0.00018194-0.00054172i,0.00041182-0.00032224i,0.00022933-0.00029042i,2.7789e-05-0.00052088i,0.00016656-0.00033853i,0.00025897-0.00021848i
8.6266e-05-0.0029034i,0.0012061-0.0028284i,-0.00039-0.0023857i,-0.0020086-0.0025053i,-0.0014215-0.0026597i,-0.0013864-0.0013979i,-0.001671-0.0010186i,-0.0018984-0.00038642i,-0.0010034+7.0189e-05i,0.00052307-0.0012614i,0.00093463-0.0010843i,0.00093194+0.00033393i,0.0010733+0.00095255i,0.00031583+0.0006656i,-0.0011732-7.1625e-05i,-0.0010426-0.00043435i,-0.00086985-0.00018891i,-0.0008631-1.4717e-05i,-0.00029441-0.00035064i,1.9979e-05-0.0010026i,-0.00023943-0.000884i,-0.00059267+0.00010126i,-0.00019483+0.00037547i
-0.00018582+0.00020859i,7.4955e-06+0.00016346i,-0.00073279+0.00030168i,-0.00022756+0.00013101i,0.0010169-0.00030262i,0.001233-0.00059528i,0.00068694-0.00084203i,0.00037005-0.00072833i,0.00012424-0.00050516i,0.00086572-0.00014171i,0.0014523+0.00063422i,0.00099729+0.00069452i,0.0008423-0.0002601i,0.00093102-0.0010965i,0.00059112-0.0010711i,-0.00057809-0.0010941i,-0.001219-0.0010041i,-0.00078543-0.00090081i,-0.00019616-0.0010605i,-0.00028321-0.0007268i,-0.00026944-0.00078425i,-0.00026998-0.00051768i,-0.00042337+8.0383e-05i
-0.0019882+0.00018013i,-0.00080028+0.00024855i,-0.00053856+0.00071831i,-0.00080122+0.0018287i,-0.00090144+0.0013013i,-0.00084946-0.00055197i,-0.0010903-0.0015226i,-0.0014203-0.00076098i,-0.00049963-1.0822e-05i,0.00092035+0.00040097i,0.0017088+0.00084065i,0.001749+0.00093717i,0.0013082+0.00088066i,0.0012838+5.7683e-05i,0.00062741-0.00059496i,0.00026134-0.00065469i,0.00032978-0.00023878i,0.00019549+0.00037109i,0.0001938+0.00021145i,0.0003776-0.00066268i,0.00062035-0.00013039i,0.00030546+0.0007786i,0.00027559+8.0416e-05i
0.0016563+0.0005164i,0.0018129+0.00039169i,0.001828+0.0015017i,0.00092766+0.0008872i,0.00028303-0.00036481i,-0.0014666-0.00035762i,-0.0022636-9.1156e-05i,-0.0013126+0.00047469i,-7.5899e-05-0.00016928i,-0.00010455-0.00024974i,-0.00038414+0.00038513i,0.00014804+0.00062321i,0.00081593+0.00036652i,0.0010321-0.00038505i,0.00069128-0.00074753i,0.00042061-0.00057351i,0.00011482-0.00054531i,-0.00060131-0.00068472i,-0.00099512-0.0008764i,-0.00031034-0.00022152i,0.00071282+0.000466i,-0.00023482+0.00048239i,-0.0010037+0.00048637i
0.0030001-0.001643i,0.0031314-0.0019302i,0.0025411-0.0020458i,0.0011645-0.0030247i,6.3162e-05-0.0030756i,-0.00068181-0.0017527i,-0.00048871-0.00029978i,-4.388e-05-0.00026114i,0.00092348-0.00073652i,0.0012879+4.7607e-06i,0.001058+0.0004459i,0.00089493+0.0011167i,0.0009297+0.001396i,0.00041196+0.000637i,0.00081525+0.00038503i,0.00077948-9.0962e-05i,0.00041173-9.7809e-05i,0.00029048-5.4177e-05i,-0.00049015-0.00037314i,-0.00027011+5.4245e-05i,3.3637e-05-0.00019122i,1.2699e-05-0.00077948i,0.00055172-0.00050586i
-0.00088055-0.00065474i,-0.0017314-0.00026497i,-0.0015295+0.00054959i,-0.00056318+0.00096093i,-0.0010009+0.00080823i,-0.0011769-0.0002395i,-0.0010375-0.0011926i,-0.00067993-0.0012052i,0.00016779-0.00032827i,0.0002582-0.00012468i,0.00011942+0.00029415i,0.00035945+0.00030918i,0.00052644-0.00030686i,0.0009117-0.00020345i,0.00099257+0.00024988i,0.00026576+0.00013383i,-0.0005627-8.2639e-05i,-0.00023781-4.2498e-05i,3.3303e-05+0.00025198i,0.00056964+4.4085e-05i,0.0011703-0.00062877i,0.00053769-0.00067001i,-0.00035196+6.0507e-05i
0.0035632-0.0014646i,0.0034186-0.0024703i,0.0022786-0.0029074i,0.0013054-0.0025706i,0.00058968-0.0020227i,-0.00079118-0.0011016i,-0.001171-0.00024334i,6.3101e-05-6.7548e-05i,0.00091541-0.000429i,0.00038482-0.00051514i,1.6091e-06-0.00043953i,0.00030951-1.1135e-05i,0.0011117-5.1453e-05i,0.00047691-0.0005351i,-0.00076477-0.00071198i,-0.00031285-0.00053031i,-0.00020547-0.00034919i,-0.00048577+0.00035455i,-0.00051316+0.0007641i,0.00015343+0.00021052i,0.00052641-0.00036689i,-0.00057412-0.0003024i,-0.00084717+0.00026543i
0.0001241+0.00051245i,-0.00020774+0.0015654i,0.0002621+0.0016135i,-0.00046562+0.00051497i,-0.0012242-0.00063892i,-0.0017305-0.001456i,-0.0026762-0.0011544i,-0.0013993-0.00055602i,0.00062015-3.2253e-05i,0.0010686+0.00053463i,0.0011199+0.0011599i,0.0014025+0.0014598i,0.0010133+0.00037336i,0.00033534-0.00062213i,6.0534e-05-0.001084i,-0.00049557-0.00083487i,-0.00052045+0.00047986i,6.5307e-05+0.00074477i,-6.9781e-05+0.00013887i,-0.00028399-7.8536e-05i,0.00010674-0.00030729i,0.00061941-0.00059344i,0.00050225-0.00094596i
-0.0011007-0.0033178i,-0.001536-0.0027431i,-0.0018153-0.002592i,-0.0017554-0.0010873i,-0.0016279+0.00057483i,-0.00075709+0.00096282i,-0.00020693+0.00013692i,-0.00052677-0.00058552i,0.00024739-0.0012067i,0.0010389-0.0011229i,6.0483e-05-5.7515e-05i,0.000269+0.001245i,0.00099213+0.0010637i,0.00025941-0.00045557i,-0.00044525-0.00041321i,-0.0006534-6.303e-05i,-0.0010093-0.00089478i,-0.00061738-0.0011333i,0.00038306-0.00057997i,0.00061232+0.00021316i,0.00014461+0.00065657i,-0.00070464+0.00055074i,-0.00013486+0.00052967i
-0.00035886-0.00078058i,-0.00026928-0.00080142i,0.00022477-0.00048451i,0.00071484-0.0011657i,0.00097269-0.0011759i,-0.00015262-0.00028451i,-0.00096553-0.00062913i,-0.00098167-0.00013649i,-0.00042482+0.00047373i,-7.0533e-05+0.00037699i,0.00047439+0.00014648i,0.0015744+0.00089785i,0.0021014+0.0017586i,0.0019794+0.00094467i,0.0011799-0.00012367i,0.00024216-0.00072775i,-0.00036964-0.00092623i,-8.5995e-05-0.00085306i,-7.5145e-05-0.00065342i,-0.00018314-0.00038484i,-0.0004008+0.00030211i,-0.0010071+0.00011587i,-0.00042653-0.00044343i
-0.003389-0.0007168i,-0.0038594-0.00055191i,-0.0044463-5.0833e-06i,-0.0029869+0.001033i,-0.00012406+0.0013493i,0.0001311+0.00039596i,-0.0011835-0.00071756i,-0.00057226-0.00032429i,-3.1727e-05-0.00012487i,-0.00010541-0.00020687i,0.0002597+0.00048705i,0.00032523+0.0012101i,0.00029504+0.0023404i,0.0011225+0.0027045i,0.0011625+0.00068909i,0.00028344-0.00059793i,-0.00029424-0.00059376i,-0.0007376-0.0010917i,-0.00053941-0.00090736i,0.00042906-0.00041796i,0.0012528-0.00010545i,0.00069258+0.00057234i,5.2795e-05+0.0013003i
0.0029217-0.00056943i,0.002852-0.00040082i,0.0033248-0.0011292i,0.0021497-0.0012086i,-0.00057381-0.000694i,-0.0017424-0.00061399i,-0.0013437-0.00075164i,-0.00041926-0.0011352i,0.00090882-0.00096782i,0.001208-0.00053517i,0.0006801+0.00055895i,0.0012003+0.0010129i,0.0015539+0.00023768i,0.00088185-0.00040683i,0.00016016-0.00020926i,0.00041398+3.8557e-05i,0.00045068-0.00021733i,0.00045698-0.00050747i,0.00023624-0.00028879i,7.1302e-05-0.00043131i,0.0003146-0.00031626i,0.00026986-0.0001182i,-0.0005926-0.00072884i
-0.00037219-0.00074141i,-0.00056864-0.00066832i,-0.00058128-0.0014384i,-0.00090412-0.0012316i,-0.001072+0.0006517i,-0.0010635+0.00092093i,-0.00098764-0.00022387i,-0.00031082-0.00067715i,0.00074335-0.00031364i,0.0007257-0.00017017i,0.00022853+0.00048896i,-2.9374e-05+0.0010638i,-0.00016386+0.00073877i,-0.00023226+0.00023847i,-0.00021715+0.00022717i,4.6688e-05+0.00042809i,-2.8386e-05+0.00040963i,-0.00040067+0.00031818i,-0.00044937-6.6082e-05i,0.00052195-1.2377e-05i,0.0011085-0.00038691i,0.0010881-0.00064313i,0.00086238+7.2325e-05i
-0.0028941-0.00056822i,-0.002077-0.00092987i,-0.0028681+0.0011819i,-0.0023852+0.0020874i,-0.00034487+0.0016155i,0.00013646+0.00070547i,-0.0001956+1.2716e-05i,-0.00050044+4.9166e-05i,-2.0311e-05-0.00019679i,-0.0002071-0.00015894i,-0.00052905-0.00022624i,2.7221e-05+0.0001254i,0.00049505+0.00039602i,0.00094311+0.00021286i,0.00076904-0.00010773i,0.00050357-0.00066442i,-4.3248e-05-8.3734e-05i,-0.00097095+0.00078898i,-0.0014362+0.00036577i,-0.00081042-0.00072248i,-1.843e-05-0.00054712i,0.00023644-6.0967e-05i,0.00031098-0.00048435i
-9.153e-05-0.00074231i,-3.0514e-05-0.0004271i,-0.00066175+0.00018384i,-0.00040717+0.0001316i,-0.00031776-0.00088876i,-0.0004778-0.0011399i,-0.00011197-0.00083699i,-0.0001847+6.1342e-05i,-0.00067171+0.00070471i,-2.8503e-05+0.00037693i,0.00047862-4.8364e-05i,0.0012942+0.00016408i,0.0013115+0.00027114i,0.0006228+0.00012434i,-0.00023897+1.844e-05i,-0.00070669-0.0003225i,-0.00079517-0.0006734i,-0.00092295-0.0013529i,-0.00060428-0.0012835i,-0.00059516-0.00030104i,-0.00042999+0.00033281i,-0.00029033+4.4456e-05i,-0.00074056-7.8215e-05i
-0.00034717+0.00010991i,5.1247e-05-6.9355e-05i,-0.00084234+0.00086575i,-0.0016795+0.0005389i,-0.0018871-0.0011251i,-0.001758-0.0019769i,-0.00084016-0.0021927i,-0.00013832-0.00099146i,0.0004499-3.2421e-05i,0.0014346-0.0001819i,0.0012739+2.6444e-05i,0.0013943+0.00010571i,0.0019732+0.00078634i,0.0013245+0.00010047i,0.0012369-0.00094247i,0.00091783-0.00052211i,-0.00014532-8.3797e-05i,-0.00085082-0.00021905i,-0.0010396-0.00071592i,-0.00040577-0.00062148i,0.00022909-3.3595e-05i,7.4487e-05+6.8592e-05i,-0.00059019-0.0004069i
0.0020231-0.00040467i,0.00099985-0.0008391i,0.00066937-0.00063845i,5.4005e-05+2.9535e-05i,-0.0007037+0.00028213i,-0.0012057+0.00056714i,-0.0015227+0.00025219i,-0.0011919+0.00039091i,-0.00018323+0.00092193i,9.7738e-05+0.00058905i,0.00089733+0.00040717i,0.0014618+0.0013152i,0.0014088+0.00072588i,0.001989-0.00034353i,0.0013425-0.00041274i,1.4558e-05-0.00032609i,0.00012586-0.00030098i,0.00046685-0.00054208i,0.00065634-0.0012146i,0.00059898-0.00059183i,0.00094604+0.00042763i,0.0011566+0.00043279i,0.00068999+5.4212e-05i
0.00094828+0.00023552i,0.00081473-8.6339e-05i,0.00061091-0.0014431i,0.00054282-0.002591i,0.00028689-0.001619i,-0.00050659-0.0006612i,-0.00072215-7.6297e-05i,-0.00010201+0.00059531i,0.00032297-0.0001413i,0.00011993-0.00042511i,0.00041484+0.00032798i,0.0012918+0.0015363i,0.0016388+0.0015487i,0.0012887+0.00036478i,0.0013456-6.6493e-05i,0.00086668-0.00010947i,-0.00019942-0.0003797i,-0.00011275-0.0011628i,-0.00038535-0.0012697i,-0.00047315-0.00053319i,0.0005533+8.587e-05i,0.00059367+0.00032462i,-0.00014173-0.0003986i
0.00073475-0.00048947i,-6.2786e-05+0.00039293i,0.00061257+0.0007187i,0.00089581+0.00071245i,0.00023809+0.00011898i,1.5638e-05-0.0004502i,-0.0004877-0.00034974i,-0.0006182+0.00046397i,3.0815e-05+0.00077147i,0.00026927+0.000265i,0.00045485+0.0004565i,0.001008+0.0019902i,0.00083339+0.001812i,-0.00029975+0.00010958i,-0.00050245-0.000459i,-0.00021575-0.00023766i,-0.00051678+7.4839e-05i,-0.00080422+0.00016047i,-0.00043682-0.00064355i,0.00028609-0.0010316i,0.00076183+0.0001043i,0.00068246+0.00060931i,0.00028582+0.00014842i
0.00037391-0.00075829i,-0.0004436-0.00040138i,-0.0011698+1.3425e-05i,-0.002072+5.5196e-05i,-0.0013061+0.00022246i,-0.00072396+0.00049797i,-0.0017719+0.00068246i,-0.0017687+0.00052778i,-0.0004683+4.9853e-05i,0.00040265-0.00047418i,0.00063053-0.00072673i,0.00080125+2.1774e-05i,0.00075479+0.00045609i,0.00067296-9.7813e-05i,0.00075381+6.02e-06i,0.0001586+0.00086288i,-0.00026959+0.0010973i,-6.9345e-05+0.00047516i,-0.00024386+0.0002799i,-0.00078962+0.00014348i,-0.00090758-0.00079623i,-0.00031732-0.0010173i,-0.00045034-0.00082072i
1.412e-05+0.0014284i,9.4419e-05+0.00091425i,-0.0012656+0.00022038i,-0.00074985+0.00044484i,0.00046889+0.00039256i,-0.00046033-0.00049377i,-0.0015595-0.00083798i,-0.001362-0.00026771i,0.00043266+0.00060932i,0.0017324+0.00053738i,0.0014781+0.00037283i,0.0010635+0.0010454i,0.0009941+0.00093138i,0.00025728+0.00026345i,-5.5701e-05-0.00052939i,-0.00033683-0.00069739i,-0.00092076-0.00068183i,-0.0010737-0.00095647i,-0.00094239-0.00084945i,-0.00022238-0.00028552i,0.00080572-0.00013074i,0.00084598-0.00033075i,0.00079134+0.00040693i
0.0014624+0.00044706i,0.0016069+0.00088362i,0.0029815-2.5854e-05i,0.0024816+0.00027233i,0.00046585+0.0011328i,-0.0011183+0.00040801i,-0.0014097+0.00023021i,-0.00045393+0.00074811i,0.00031835+0.00065555i,0.00088688+0.00015654i,0.0010888+0.00056125i,0.0017632+0.00048713i,0.002394+0.00010139i,0.0018539-0.00010832i,0.00071129-0.00089037i,-0.00029439-0.0012966i,-0.0004492-0.0012782i,-0.00012612-0.00084536i,-0.00034866+0.00018421i,0.00020118+0.00070322i,0.00088682+0.0008875i,0.00048547+0.0006102i,0.00034597+0.00018522i
