-0.0018932+0.0010035i,-0.0018059+0.0014779i,-0.0032185+0.00027198i,-0.0025628-0.0010888i,-0.0012814-0.0009513i,-0.00058345+0.00016555i,-0.0005625+0.0001211i,-0.00020485-7.3402e-05i,0.00094547+0.0005002i,0.0016579+0.00069403i,0.00094941+0.00039539i,0.00038233+0.0010407i,0.00084582+0.001705i,0.0010887+0.0013998i,0.00048675+0.00086592i,-0.00018469+0.00049179i,-0.00024514+0.00044718i,0.00028293+0.00028323i,5.549e-05-0.00036137i,-0.00022773-0.0003511i,0.00016138-0.00034122i,0.00017007-0.00050824i,0.0005371-4.9759e-05i
0.0036042-0.37532i,0.087195-0.64698i,0.072591-0.71664i,-0.058307-0.4896i,-0.13883-0.175i,-0.10321-0.013189i,-0.042141-0.016021i,-0.011431-0.038268i,-0.0027369+0.0035454i,0.017836+0.029829i,0.04547-0.0010133i,0.069018-0.032086i,0.074536-0.041347i,0.044679-0.029459i,0.012244+0.0017521i,0.0068854+0.030398i,0.0091417+0.045449i,0.0002099+0.047813i,-0.0090125+0.036586i,-0.0062341+0.022471i,0.0074437+0.011033i,0.020102-0.002406i,0.019067-0.012405i
0.1409+0.28844i,0.15397+0.53553i,0.12765+0.54615i,0.065049+0.26019i,-0.033807-0.032245i,-0.10814-0.094585i,-0.10919-0.018475i,-0.080075+0.02725i,-0.055125+0.038536i,-0.025031+0.049114i,0.0049414+0.030548i,0.012396-0.018991i,-0.00010621-0.055212i,-0.011772-0.052436i,-0.013726-0.029678i,-0.011241-0.015347i,-0.0088906-0.0097618i,-0.0038227-0.0011531i,0.0045587+0.0080475i,0.010084+0.0090765i,0.0080645+0.0026076i,-0.00029426-0.001313i,-0.0041114+0.00034224i
-0.23503-0.14649i,-0.35637-0.35175i,-0.37399-0.38942i,-0.29623-0.19181i,-0.16773+0.051062i,-0.012344+0.16337i,0.086823+0.12275i,0.08739+0.048527i,0.055406+0.013745i,0.034929-0.0051996i,0.0083192-0.012599i,-0.022288-0.0079891i,-0.041387-0.003156i,-0.040402+0.0056074i,-0.020177+0.016192i,1.1268e-06+0.020357i,0.010418+0.024247i,0.013956+0.029598i,0.011264+0.025379i,0.0057565+0.013065i,0.0047592+0.00265i,0.0084125-0.0080746i,0.0062639-0.01624i
0.23041+0.00223i,0.39326+0.11686i,0.36749+0.17526i,0.20535+0.12226i,0.086779+0.0072116i,0.0098524-0.12016i,-0.061264-0.16448i,-0.082595-0.12083i,-0.061245-0.07921i,-0.043573-0.051187i,-0.029697-0.0093808i,-0.0091869+0.036943i,0.0086973+0.056965i,0.017863+0.040751i,0.017572+0.013848i,0.010956-0.000919i,0.0091657-0.0097149i,0.012527-0.021916i,0.0068626-0.026493i,-0.0057904-0.016919i,-0.014223-0.0029638i,-0.015537+0.010997i,-0.0078656+0.021904i
-0.15554+0.12101i,-0.29914+0.13655i,-0.23504+0.13073i,0.0021285+0.16798i,0.18661+0.23454i,0.21137+0.23394i,0.12093+0.16865i,0.021821+0.093881i,-0.025333+0.022395i,-0.035809-0.022671i,-0.018207-0.025478i,0.019459-0.019323i,0.043617-0.014745i,0.04336-0.0057405i,0.033965+0.00061247i,0.02506+0.0040416i,0.0115+0.0065362i,-0.0054026+0.0072157i,-0.014959+0.0060429i,-0.012857+0.0039245i,-0.0033468-0.00075314i,0.0037529-0.0061464i,0.0033926-0.009225i
0.050297-0.16252i,0.14133-0.25332i,0.13053-0.23209i,0.019322-0.20644i,-0.10855-0.25804i,-0.16272-0.25966i,-0.11277-0.16848i,-0.015467-0.069917i,0.055284-0.013352i,0.07024-0.006398i,0.04743-0.026087i,0.021964-0.035778i,0.012906-0.037104i,0.0075195-0.037726i,0.0015236-0.036566i,0.0027797-0.039708i,0.0080953-0.0413i,0.010146-0.030853i,0.0069264-0.014632i,0.0015598-0.00073946i,-0.0029706+0.010599i,-0.0080685+0.01977i,-0.0083506+0.02258i
0.048668+0.14269i,0.049102+0.25752i,0.060645+0.22494i,0.10145+0.13701i,0.1495+0.10705i,0.13974+0.097372i,0.075352+0.074683i,0.029836+0.044531i,0.019231+0.011999i,0.017982+0.004969i,0.014601+0.015744i,0.00083954+0.014482i,-0.015099+0.0061391i,-0.02053+0.001939i,-0.026942+0.0010895i,-0.040917-0.0012255i,-0.051562-0.0062491i,-0.044378-0.0057359i,-0.014355-0.0051912i,0.017728-0.015025i,0.027836-0.025878i,0.019486-0.027184i,0.007375-0.021872i
-0.12546-0.085398i,-0.2114-0.18914i,-0.25376-0.21258i,-0.31267-0.222i,-0.39108-0.23876i,-0.369-0.16903i,-0.1983-0.054685i,-0.03567-0.00047191i,0.021309+0.017711i,0.02431+0.016707i,0.017268+0.0024291i,0.016819-0.0034516i,0.012918-0.012767i,-0.0053334-0.018352i,-0.014449-0.0019189i,-0.004139+0.024019i,0.0093169+0.037892i,0.011836+0.032715i,0.00511+0.015129i,-0.0017837+0.0011224i,-0.0025155-0.0001587i,0.0018859+0.0018771i,0.0043905+0.0023957i
0.14494+0.022665i,0.27803+0.062715i,0.29211+0.082508i,0.25201+0.14794i,0.26404+0.23846i,0.25288+0.20938i,0.13222+0.1078i,0.019294+0.052013i,-0.016116+0.024348i,-0.028116+0.013903i,-0.025319+0.020977i,-0.0091381+0.024366i,0.0019071+0.028112i,0.0095372+0.030134i,0.013726+0.019238i,0.010302+0.00361i,0.0026083-0.0082605i,-0.00098155-0.014741i,-0.00049071-0.015356i,0.0011267-0.017398i,0.00077741-0.024122i,-0.0055611-0.025706i,-0.011071-0.016349i
-0.13217+0.052733i,-0.26961+0.10996i,-0.24465+0.13123i,-0.1383+0.065442i,-0.13438-0.01414i,-0.14062-0.00088578i,-0.056981+0.027601i,-0.011559+0.01071i,-0.038795+0.0063212i,-0.03806+0.018715i,-0.0030157+0.0062603i,0.019178-0.01976i,0.019563-0.032991i,0.0098441-0.028968i,0.008516-0.017865i,0.016512-0.0066275i,0.018926+0.0079888i,0.009324+0.016934i,-0.0089319+0.016177i,-0.024774+0.02074i,-0.025638+0.029748i,-0.010235+0.032283i,0.0077104+0.025472i
0.095505-0.10138i,0.19624-0.23643i,0.16782-0.23904i,0.12192-0.065061i,0.21782+0.087099i,0.2677+0.056953i,0.14485-0.025112i,0.041265-0.031106i,0.04185-0.023514i,0.04209-0.035498i,0.015048-0.021068i,-0.00093655+0.015319i,0.0055984+0.041999i,0.018477+0.039066i,0.010569+0.009257i,-0.012233-0.021687i,-0.023607-0.036487i,-0.020625-0.032585i,-0.012696-0.013449i,-0.0014729+0.0024601i,0.0056337+0.0026511i,0.00085583-0.0054877i,-0.0091737-0.012097i
-0.057087+0.13138i,-0.078452+0.3136i,-0.019574+0.31271i,0.01928+0.079761i,-0.087903-0.13165i,-0.18299-0.13958i,-0.13389-0.074654i,-0.078938-0.06777i,-0.076633-0.053362i,-0.039935-0.009705i,0.019452+0.0074945i,0.043369-0.0082784i,0.02837-0.029571i,0.0022731-0.029505i,-0.0074685-0.0015163i,-0.0026102+0.028635i,-0.0050724+0.042176i,-0.010266+0.039954i,-0.0081869+0.024038i,-0.0077536+0.0072531i,-0.0078603+0.0013189i,-0.0045401+0.0042779i,-0.0018342+0.008012i
0.0030905-0.14091i,-0.068371-0.33044i,-0.164-0.36622i,-0.20229-0.19616i,-0.098615-0.027211i,0.022561+0.013007i,0.017296+0.020692i,0.0015119+0.053745i,0.034237+0.039696i,0.024412-0.012426i,-0.018799-0.027057i,-0.028231-0.0069126i,-0.0065236+0.0060271i,0.011285+0.0022161i,0.015043-0.010627i,0.013438-0.023244i,0.015695-0.028978i,0.017607-0.023384i,0.014948-0.011619i,0.015409-0.0073048i,0.015198-0.011673i,0.0066819-0.014039i,-0.001676-0.0056354i
0.037794+0.13089i,0.1632+0.28122i,0.25144+0.32354i,0.22636+0.17426i,0.068495+0.00028313i,-0.068436-0.044537i,-0.044905-0.022853i,0.01108-0.024282i,0.0039534-0.021973i,-0.00055461+0.0037338i,0.018998+0.0086776i,0.021387-0.010002i,-4.3215e-05-0.02041i,-0.021506-0.012064i,-0.025787+0.0097165i,-0.015702+0.025446i,-0.0073496+0.021216i,-0.0064054+0.0069825i,-0.0039792-0.0052125i,-0.0006578-0.011179i,-0.00034685-0.0062696i,0.0063614+0.0077134i,0.019396+0.01358i
-0.077545-0.10477i,-0.2159-0.19947i,-0.30443-0.23892i,-0.25567-0.12038i,-0.07987+0.03127i,0.059809+0.062593i,0.05636+0.037995i,0.018896+0.038962i,0.021486+0.035608i,0.01046+0.0040681i,-0.018096-0.012637i,-0.022073-0.0045985i,-0.00099927+0.0017514i,0.019782-0.005431i,0.025716-0.025791i,0.016763-0.04387i,0.0065204-0.04081i,0.0056627-0.024321i,0.0084533-0.0081714i,0.013078+0.0029123i,0.02092+0.0021647i,0.022429-0.010123i,0.01383-0.02135i
0.094526+0.08026i,0.22613+0.14125i,0.33266+0.21114i,0.30569+0.1781i,0.13128+0.085309i,-0.025559+0.034574i,-0.036038+0.017645i,0.025063-0.0041705i,0.053001-0.023103i,0.052256-0.017198i,0.050936-0.0034649i,0.039546+0.0048351i,0.014818+0.010381i,-0.012096+0.015024i,-0.030889+0.028058i,-0.033732+0.042195i,-0.026727+0.038304i,-0.020711+0.019853i,-0.015524+0.0024353i,-0.013411-0.0068676i,-0.017518-0.0063831i,-0.02337+0.0032497i,-0.025257+0.011008i
-0.098495-0.041566i,-0.20107-0.0833i,-0.28815-0.1509i,-0.24647-0.15879i,-0.091735-0.10034i,0.020009-0.036236i,0.0098029-0.012439i,-0.046416-0.0049831i,-0.063762+0.014521i,-0.041499+0.02552i,-0.018026+0.021148i,0.001208+0.0059442i,0.016454-0.016197i,0.026049-0.031079i,0.034394-0.038623i,0.030898-0.041253i,0.01695-0.027578i,0.0050474-0.0043172i,0.00075347+0.0069799i,-0.0015442+0.0064027i,-0.0052497+0.0027664i,-0.0078067-0.0015473i,-0.0089357+0.00042177i
0.088617+0.0048293i,0.16138+0.027575i,0.20024+0.080207i,0.11308+0.12577i,-0.026138+0.12582i,-0.10347+0.091029i,-0.079822+0.080566i,-0.0052383+0.07i,0.032621+0.022873i,0.018404-0.011451i,0.0026755-0.01011i,-0.00061491+0.0070849i,-0.0040562+0.021237i,-0.016644+0.027535i,-0.033697+0.035893i,-0.034608+0.04181i,-0.021801+0.031527i,-0.012268+0.013282i,-0.011169+0.0053304i,-0.012383+0.0068383i,-0.010716+0.011174i,-0.0067104+0.017301i,0.0015638+0.017706i
-0.076616+0.020426i,-0.12277+0.0099585i,-0.12207-0.055672i,-0.028695-0.16788i,0.076953-0.20226i,0.14559-0.14088i,0.1275-0.10805i,0.019351-0.092593i,-0.059358-0.031509i,-0.049339+0.019199i,-0.01508+0.022099i,0.0028135-0.0012298i,0.011189-0.02071i,0.022574-0.025434i,0.034563-0.031411i,0.030103-0.038043i,0.014707-0.030663i,0.0054066-0.01467i,0.0067008-0.0063259i,0.012301-0.0085151i,0.016913-0.014121i,0.019976-0.022171i,0.016225-0.026882i
0.036001-0.047286i,0.051255-0.049377i,0.015147+0.030398i,-0.053425+0.19048i,-0.096755+0.23407i,-0.13196+0.13723i,-0.13793+0.080262i,-0.065875+0.072594i,0.0015568+0.022247i,0.00086613-0.025846i,-0.011134-0.026997i,-0.0072537-0.0020272i,-0.0011799+0.02249i,-0.0072359+0.030585i,-0.020043+0.033968i,-0.017969+0.036748i,-0.0033293+0.025351i,0.0039716+0.0066723i,-0.0010256-0.0023638i,-0.0034816-0.00072962i,0.0011446+0.00044901i,0.0012445+0.00044307i,-0.00037302+0.0019678i
-0.0072214+0.059493i,0.015279+0.074071i,0.096858-0.0047445i,0.18116-0.17834i,0.21661-0.24132i,0.22658-0.1584i,0.20864-0.10605i,0.11956-0.10015i,0.041454-0.048572i,0.041148+0.005493i,0.054093+0.010961i,0.042566-0.0047988i,0.024042-0.015677i,0.019014-0.016803i,0.028207-0.021114i,0.027689-0.030962i,0.0090189-0.027026i,-0.0062909-0.015189i,-0.007324-0.010628i,-0.0058445-0.012593i,-0.0090977-0.013037i,-0.010672-0.007919i,-0.01012-0.0032439i
-0.023592-0.048887i,-0.074056-0.069264i,-0.18408+0.0011272i,-0.27171+0.16318i,-0.29662+0.21104i,-0.29737+0.097336i,-0.26941+0.031779i,-0.15593+0.043706i,-0.040648+0.017101i,-0.014409-0.0234i,-0.02168-0.020968i,-0.015347-0.00061182i,-0.0058439+0.009029i,-0.007541+0.009072i,-0.017407+0.015308i,-0.01574+0.025786i,-0.00181+0.025216i,0.0053065+0.01909i,0.0011533+0.018814i,-0.0006516+0.023927i,0.003899+0.027208i,0.006569+0.025339i,0.007594+0.022189i
0.045331+0.04116i,0.11548+0.072963i,0.24077+0.016825i,0.29719-0.13865i,0.24297-0.19415i,0.20003-0.063215i,0.20487+0.030925i,0.15852+0.013069i,0.089553+0.0041037i,0.06451+0.011144i,0.051441-0.00085544i,0.035066-0.016732i,0.020287-0.028584i,0.0091974-0.029446i,0.0077099-0.024887i,0.0027996-0.024022i,-0.011508-0.020797i,-0.017281-0.013623i,-0.0067813-0.010188i,0.0048559-0.014815i,0.0046794-0.020971i,-0.0012439-0.01994i,-0.0056274-0.01537i
-0.051769-0.034286i,-0.1468-0.084099i,-0.31323-0.049954i,-0.40121+0.091101i,-0.33872+0.15932i,-0.27717+0.057793i,-0.25675-0.015987i,-0.1768+0.0052813i,-0.08883+0.0089317i,-0.069072-0.0067103i,-0.061849-0.0036949i,-0.036758+0.0022977i,-0.017171+0.00070361i,-0.012214-0.0052793i,-0.019921-0.0035002i,-0.023089+0.0078535i,-0.013123+0.013992i,-0.001546+0.010725i,0.0025618+0.0070012i,0.002939+0.0068101i,0.0063817+0.0075602i,0.0086084+0.0076471i,0.0071564+0.0099975i
0.039556+0.03349i,0.16533+0.103i,0.36447+0.091712i,0.46801-0.019053i,0.39483-0.051611i,0.30614+0.063169i,0.2567+0.13137i,0.16728+0.08423i,0.073815+0.035519i,0.039014+0.016424i,0.032419+0.0035884i,0.023728-0.0034483i,0.012838-0.0052063i,0.0043516-0.0031329i,0.005756-0.00568i,0.0083642-0.01402i,0.0016604-0.017697i,-0.0039187-0.014522i,-0.0020331-0.012388i,-0.0042438-0.017164i,-0.011875-0.020986i,-0.014396-0.016672i,-0.010909-0.011697i
-0.047694-0.045274i,-0.19864-0.11852i,-0.39027-0.10996i,-0.43514-0.0016787i,-0.28955+0.02812i,-0.16174-0.082447i,-0.12837-0.15433i,-0.090536-0.10925i,-0.053694-0.049629i,-0.04517-0.012701i,-0.03173+0.014845i,-0.012717+0.028692i,0.0028636+0.029712i,0.0081534+0.021408i,0.00018648+0.015771i,-0.0049169+0.018968i,-0.00067131+0.021035i,0.0017524+0.018123i,-0.0034328+0.015192i,-0.0056635+0.020197i,0.0021687+0.02792i,0.011955+0.026033i,0.014626+0.018722i
0.055908+0.055429i,0.22616+0.12459i,0.42431+0.13432i,0.46479+0.048976i,0.31834+0.0034527i,0.16972+0.058817i,0.098004+0.087727i,0.038545+0.04467i,0.0079994+0.009892i,0.021973+0.0037639i,0.033079+0.0033619i,0.029567+0.0065666i,0.021277+0.012817i,0.018172+0.016743i,0.02812+0.011637i,0.036161-0.0024885i,0.031454-0.01298i,0.020513-0.015926i,0.010603-0.0152i,0.0054435-0.01669i,0.0025688-0.022789i,-0.0013942-0.023915i,-0.0047927-0.019675i
-0.072762-0.064456i,-0.25036-0.1306i,-0.45951-0.17403i,-0.51326-0.14225i,-0.37213-0.10734i,-0.20879-0.13755i,-0.11537-0.13724i,-0.045079-0.073122i,0.0038241-0.023967i,0.016759-0.010531i,0.013858-0.0063352i,0.0079119-0.0049954i,0.0056222-0.008569i,0.0024531-0.013456i,-0.011921-0.009304i,-0.026021+0.0023454i,-0.028371+0.0088419i,-0.024693+0.0091978i,-0.019356+0.0097615i,-0.012018+0.012035i,-0.0037243+0.012983i,9.6853e-05+0.011012i,-0.00099453+0.010612i
0.079288+0.050444i,0.24766+0.11721i,0.44529+0.17384i,0.45995+0.15344i,0.25475+0.11134i,0.069143+0.1302i,-0.0041258+0.13009i,-0.036174+0.073918i,-0.036256+0.026077i,-0.017039+0.0044291i,-0.0031191-0.0083732i,0.0043237-0.018229i,0.00375-0.020077i,0.0033353-0.01199i,0.011926-0.0081825i,0.020577-0.015144i,0.018965-0.0214i,0.012438-0.021464i,0.0089542-0.019102i,0.0057073-0.020096i,-0.00048203-0.022255i,-0.0060748-0.018111i,-0.0056928-0.010379i
-0.096312-0.055818i,-0.26492-0.12931i,-0.46862-0.18267i,-0.47251-0.15472i,-0.25919-0.10365i,-0.078002-0.078382i,0.010617-0.032864i,0.066428+0.0195i,0.075337+0.026034i,0.048188-0.00099847i,0.018975-0.021278i,0.0023706-0.024098i,-0.0022773-0.024948i,-0.012656-0.026638i,-0.033921-0.018331i,-0.050473-0.0020503i,-0.051948+0.012645i,-0.039655+0.020148i,-0.021547+0.021797i,-0.0063734+0.022509i,0.0020137+0.0229i,0.0041059+0.019121i,0.0026809+0.013405i
0.098015+0.047179i,0.28241+0.1303i,0.48647+0.18622i,0.48535+0.18924i,0.29668+0.17334i,0.13375+0.12334i,0.03997+0.037893i,-0.019416-0.023502i,-0.046838-0.027387i,-0.051196+0.0021724i,-0.032245+0.0244i,-0.0058843+0.025234i,0.0060841+0.021723i,0.013247+0.023817i,0.030624+0.021082i,0.046738+0.008848i,0.04692-0.0024908i,0.036179-0.0075018i,0.023379-0.010778i,0.011776-0.015482i,0.0051027-0.018116i,0.0030602-0.015042i,0.0034295-0.010744i
-0.10674-0.050911i,-0.30304-0.12154i,-0.47705-0.16047i,-0.42714-0.1716i,-0.23511-0.16305i,-0.092911-0.10778i,-0.017324-0.030858i,0.026672+0.012679i,0.04413+0.0088045i,0.039551-0.013153i,0.017491-0.017148i,-0.00014833-0.0036875i,-0.0028016+0.00041563i,-0.0093683-0.0070427i,-0.026569-0.0076535i,-0.0394+0.0026753i,-0.037983+0.012686i,-0.027328+0.01666i,-0.01577+0.015626i,-0.0068796+0.012798i,-0.0023875+0.010584i,-0.0029644+0.0078551i,-0.0047731+0.00599i
0.11158+0.042105i,0.31542+0.083557i,0.46181+0.11204i,0.39489+0.14278i,0.22395+0.13273i,0.097657+0.065277i,0.019305-0.014724i,-0.030042-0.058327i,-0.049146-0.044659i,-0.042553-0.00080189i,-0.016743+0.027181i,0.0073436+0.028068i,0.014776+0.02402i,0.020108+0.025498i,0.035382+0.023476i,0.0501+0.011323i,0.049287-0.0035592i,0.033389-0.011377i,0.013727-0.011873i,-0.00083077-0.010213i,-0.0058965-0.0077628i,-0.0007666-0.0036454i,0.0067259-0.00060801i
-0.12737-0.033846i,-0.32301-0.043024i,-0.4545-0.07684i,-0.40698-0.14965i,-0.26882-0.15973i,-0.16768-0.086082i,-0.10254+0.0063375i,-0.044686+0.051716i,0.0029979+0.030316i,0.028427-0.014421i,0.023357-0.032696i,0.0075001-0.025345i,-0.0023132-0.019492i,-0.012791-0.025145i,-0.032328-0.030049i,-0.049238-0.023146i,-0.048342-0.01344i,-0.03308-0.0090437i,-0.014695-0.0051982i,7.0825e-05-0.00078197i,0.0081475+0.0010564i,0.0069798+0.0014079i,0.0014803+0.002811i
0.14821+0.0098188i,0.31927-0.011026i,0.42238+0.013283i,0.36578+0.096277i,0.22755+0.12823i,0.14004+0.082293i,0.095402+0.021813i,0.05285-0.0066567i,0.014179-0.0014989i,-0.0033846+0.016327i,0.0040965+0.018695i,0.014713+0.0072768i,0.017349+0.00038446i,0.020909+0.0048603i,0.030856+0.012503i,0.039011+0.01083i,0.034+0.0038243i,0.01958+0.00066451i,0.0061928+0.00056339i,-0.0018186-0.0006251i,-0.0037367-0.0016145i,0.0002657-0.0021643i,0.0043886-0.0053314i
-0.14464+0.013802i,-0.28898+0.055808i,-0.36517+0.041996i,-0.31145-0.035472i,-0.19871-0.077633i,-0.11954-0.055133i,-0.076343-0.018554i,-0.045419+0.01344i,-0.013664+0.019807i,0.0048103-0.00027653i,0.0063228-0.013164i,0.0039683-0.014243i,0.0036329-0.014983i,-0.001638-0.021351i,-0.020429-0.029109i,-0.038792-0.02606i,-0.039303-0.014331i,-0.026645-0.0056665i,-0.011387-0.0037839i,0.00047833-0.0061629i,0.0028435-0.0096522i,-0.0047621-0.0095081i,-0.010423-0.0031411i
0.14986-0.059442i,0.26906-0.1194i,0.32749-0.099131i,0.28674+0.0012044i,0.19809+0.062119i,0.12182+0.062282i,0.085811+0.045203i,0.070604+0.015326i,0.043389+0.0047077i,0.016032+0.016044i,0.0050103+0.01987i,0.0042877+0.015435i,0.0057046+0.0099742i,0.0077261+0.014316i,0.017918+0.030721i,0.031333+0.037917i,0.03243+0.031703i,0.021498+0.022937i,0.0079031+0.017252i,-0.0029962+0.017204i,-0.0074971+0.017495i,-0.0046543+0.012504i,0.00012097+0.0050355i
-0.12574+0.094226i,-0.21652+0.16681i,-0.26119+0.13869i,-0.23615+0.030745i,-0.16427-0.034804i,-0.09248-0.063495i,-0.063547-0.078302i,-0.055357-0.056275i,-0.033211-0.031387i,-0.013906-0.026804i,-0.006827-0.022848i,-0.0045497-0.014382i,-0.0067012-0.0074074i,-0.010358-0.011118i,-0.01719-0.023806i,-0.02564-0.029606i,-0.026811-0.024625i,-0.019643-0.017329i,-0.0090107-0.014026i,0.00018986-0.014656i,0.0055619-0.015472i,0.0037339-0.012123i,-0.0016899-0.0033298i
0.089417-0.13263i,0.1471-0.21471i,0.18654-0.18497i,0.17585-0.082493i,0.098328-0.02034i,0.010917+0.035553i,-0.013002+0.079683i,0.0078161+0.054291i,0.016144+0.0086316i,0.010782-0.0050876i,0.004474+0.00268i,0.0021951+0.0094835i,0.0004414+0.0074691i,-0.0021739+0.013713i,0.0046402+0.031104i,0.017675+0.038009i,0.023015+0.029496i,0.016154+0.017811i,0.0055406+0.012012i,-0.00051066+0.010564i,-0.0014197+0.0091549i,0.0017802+0.0077995i,0.0075335+0.0052075i
-0.042234+0.14715i,-0.068734+0.22835i,-0.11394+0.19422i,-0.13914+0.097836i,-0.082309+0.036199i,0.0021308-0.022044i,0.023954-0.067575i,-0.0032111-0.05702i,-0.019287-0.030255i,-0.016016-0.02058i,-0.0069394-0.019908i,-0.00012973-0.016948i,0.0045068-0.009589i,0.0070016-0.016358i,-0.00031019-0.038683i,-0.01446-0.049866i,-0.021526-0.041762i,-0.017218-0.026065i,-0.0085346-0.016838i,-0.0019383-0.016604i,0.00043456-0.017154i,-0.00058898-0.014379i,-0.0025169-0.0077667i
-0.0021644-0.15195i,-0.0034741-0.22522i,0.046336-0.19278i,0.094643-0.10996i,0.054288-0.049346i,-0.026294+0.01779i,-0.050783+0.071891i,-0.02548+0.069212i,-0.002145+0.039417i,0.0057699+0.023741i,0.0070916+0.0247i,0.010069+0.023075i,0.011683+0.013663i,0.0070414+0.014381i,0.0054537+0.03012i,0.012422+0.039964i,0.017281+0.032357i,0.013481+0.019235i,0.0067656+0.012414i,0.0015676+0.010665i,-0.0026123+0.011854i,-0.0040943+0.01288i,0.00024797+0.0083486i
0.048897+0.13574i,0.075701+0.19381i,0.020499+0.1655i,-0.043803+0.11605i,-0.0062996+0.081822i,0.072635+0.012865i,0.085523-0.049386i,0.047547-0.046402i,0.014747-0.015305i,0.0015167+0.0001139i,0.00021208-0.004662i,0.00076524-0.011614i,0.0040779-0.012219i,0.0085761-0.018537i,0.0036579-0.033324i,-0.0089105-0.040838i,-0.016223-0.032861i,-0.014645-0.018251i,-0.0083629-0.0084161i,-0.000397-0.0051919i,0.005678-0.0066371i,0.0053856-0.01065i,-0.00088475-0.011131i
-0.096712-0.11546i,-0.14158-0.14567i,-0.068812-0.11493i,0.022718-0.091892i,-0.0054869-0.08637i,-0.081591-0.037927i,-0.093862+0.016427i,-0.056872+0.030689i,-0.019127+0.021774i,-0.0013014+0.012612i,0.0045395+0.012568i,0.008562+0.012321i,0.0054852+0.0086487i,-0.0032167+0.015255i,-0.0056475+0.032272i,0.0012324+0.041677i,0.0065954+0.034816i,0.004897+0.020714i,0.0014809+0.0099721i,-0.0024071+0.0052567i,-0.0057812+0.0051961i,-0.005222+0.0077311i,-0.0014406+0.0095498i
0.14045+0.078085i,0.19161+0.070956i,0.095072+0.047837i,-0.02296+0.059466i,-0.014823+0.072516i,0.038693+0.04218i,0.053541+0.011728i,0.045851+0.00042482i,0.031894-0.008169i,0.020328-0.015951i,0.013156-0.024193i,0.0062707-0.026705i,0.0015705-0.024189i,-0.00057561-0.026147i,-0.0017557-0.031406i,-0.0049177-0.034036i,-0.0089295-0.027106i,-0.0091611-0.014694i,-0.0061662-0.0068904i,0.00029207-0.0039072i,0.008051-0.0051451i,0.0098138-0.0087368i,0.0042156-0.0094286i
-0.16115-0.017787i,-0.19801+0.026318i,-0.08452+0.026838i,0.026961-0.036286i,0.011142-0.073785i,-0.037335-0.053316i,-0.04549-0.028412i,-0.033394-0.01848i,-0.017466-0.01283i,-0.0071946-0.00782i,-0.002664+0.0011961i,0.0019147+0.0093297i,0.0021723+0.013555i,-0.002477+0.018218i,-0.0054833+0.024094i,-0.0016576+0.02761i,0.004996+0.022169i,0.00795+0.011615i,0.0051058+0.0036814i,-0.00061189-0.0011534i,-0.0057147-9.1194e-05i,-0.006889+0.0062305i,-0.0026451+0.010511i
0.17293-0.056477i,0.17754-0.126i,0.055421-0.10063i,-0.041297-0.0032845i,-0.030782+0.054144i,0.0036919+0.062978i,0.019816+0.059133i,0.027557+0.039381i,0.025185+0.014039i,0.018336+0.00088767i,0.010788-0.0041287i,0.0043706-0.0051267i,0.0054078-0.0081597i,0.0094118-0.016669i,0.011583-0.024144i,0.010652-0.026564i,0.0052256-0.022876i,-0.0014933-0.014123i,-0.0037323-0.0059537i,-0.00026421-0.0018706i,0.0054664-0.0036155i,0.00624-0.0071886i,0.0010212-0.0079549i
-0.14109+0.1285i,-0.10564+0.20683i,0.017308+0.15532i,0.090862+0.039687i,0.078571-0.022266i,0.057556-0.048735i,0.031857-0.075698i,-0.0090555-0.069104i,-0.027955-0.034305i,-0.023332-0.0066806i,-0.015013+0.0092819i,-0.0067176+0.018689i,0.00088462+0.022211i,0.0027953+0.021094i,-0.0027338+0.018421i,-0.007462+0.016949i,-0.0062576+0.014514i,-0.001906+0.0086411i,0.0017258+0.001758i,0.00077885-0.003309i,-0.0050841-0.0022692i,-0.0070806+0.0033295i,-0.0023143+0.0059195i
0.091142-0.19734i,0.016101-0.26532i,-0.096505-0.18427i,-0.13549-0.052703i,-0.10071+0.0082813i,-0.081967+0.03083i,-0.068573+0.060614i,-0.030107+0.067522i,-0.0023553+0.04298i,0.001316+0.016764i,0.00081681+0.003011i,0.0039825-0.0060104i,0.0056858-0.01339i,0.006691-0.015832i,0.0091661-0.016312i,0.0089469-0.016633i,0.0048832-0.013774i,-0.0022479-0.0073912i,-0.007771-2.0466e-05i,-0.0064715+0.0049733i,-0.00099671+0.0037063i,0.0027397-0.0017076i,0.0010983-0.0048399i
0.0028233+0.22849i,0.108+0.27179i,0.19151+0.16909i,0.18349+0.043911i,0.12316-0.0069916i,0.087365-0.029381i,0.060699-0.052656i,0.019054-0.055347i,-0.0077989-0.036897i,-0.0098739-0.018929i,-0.0027898-0.010853i,0.0013363-0.0067582i,-0.00065383-0.0039372i,-0.0063383-0.00033232i,-0.013207+0.0065602i,-0.017441+0.011926i,-0.015722+0.011711i,-0.0079352+0.0075129i,-0.00021704+0.0026411i,0.002718-0.00063436i,0.0025554-0.0014699i,0.0020297-0.00052964i,0.001687+0.00015041i
