-4.012e-05+0.0018954i,0.001255+0.0018639i,0.00017293-0.00022654i,-0.00066514-0.0010898i,-0.0015966+0.00046097i,-0.0027912+0.00027645i,-0.0015745-0.00012202i,-3.3283e-05+0.00063103i,0.00039331+0.00040505i,0.00046143-0.00021144i,0.00055893-0.00031493i,0.00038114+0.00030913i,-4.4773e-05+0.00050049i,-0.00072651+0.0002724i,-0.0014128-1.3444e-05i,-0.00024508+0.00012139i,0.00037415+0.00073807i,-0.00063403+0.00046494i,-0.00073311-0.00076688i,0.00014501-0.0006368i,0.00065157+0.00020757i,0.00014147+0.00016922i,-0.00053537+2.3124e-05i
0.0040677+0.060746i,-0.00030715+0.15814i,0.048653+0.26542i,0.10832+0.2786i,0.089857+0.20897i,0.057158+0.13477i,0.058196+0.063236i,0.036664+0.017667i,0.0014667+0.018602i,-0.009668+0.03071i,-0.0042289+0.034569i,0.010574+0.025711i,0.019585+0.00099403i,0.013395-0.025534i,0.0029604-0.042272i,-0.0024045-0.041742i,0.001457-0.02514i,0.0047903-0.0078505i,-0.0050105+0.00068648i,-0.019498+0.0052411i,-0.022826+0.0061646i,-0.016387+0.0027685i,-0.01242-0.00052467i
-0.10609+0.049001i,-0.17765+0.056611i,-0.18827+0.041913i,-0.088784+0.021406i,0.015026+2.7003e-05i,0.011407-0.0015519i,-0.038414+0.029294i,-0.049575+0.049696i,-0.030201+0.023942i,-0.035239-0.019341i,-0.061559-0.026719i,-0.060707+0.002921i,-0.030487+0.032891i,-0.0018786+0.050484i,0.010028+0.055383i,0.0064026+0.052725i,-0.00012447+0.052479i,0.0051734+0.047121i,0.018955+0.028714i,0.02269+0.0082649i,0.014025-0.0018139i,0.0070763-0.0033049i,0.0064149-0.0025814i
-0.013591-0.08784i,-0.06786-0.13621i,-0.16103-0.13978i,-0.23685-0.065874i,-0.22167-0.0044075i,-0.1398-0.023566i,-0.07675-0.0476i,-0.049235-0.045314i,-0.03513-0.032074i,-0.019026-0.018632i,-0.011536-0.016331i,-0.018986-0.015401i,-0.020304-0.01537i,-0.012264-0.022585i,-0.00026268-0.023275i,0.012742-0.019119i,0.010888-0.020794i,-0.0019701-0.0215i,-0.0074939-0.021567i,-0.0051806-0.026932i,-0.0023253-0.031249i,-0.0038283-0.027336i,-0.0089939-0.017352i
0.13597-0.066138i,0.26382-0.11476i,0.33644-0.093508i,0.2723-0.019701i,0.16328+0.018916i,0.11986+0.0021733i,0.10528-0.044749i,0.083574-0.060334i,0.063648-0.039837i,0.051284-0.023749i,0.04092-0.032571i,0.017271-0.046152i,-0.014318-0.034977i,-0.033595-0.0046533i,-0.041729+0.020467i,-0.042997+0.030165i,-0.029307+0.025967i,-0.0019548+0.017631i,0.02436+0.015408i,0.034876+0.01283i,0.025286+0.0066046i,0.0075848+0.0065777i,-0.0032333+0.012417i
-0.028926+0.11002i,-0.019131+0.18873i,-0.029573+0.16156i,-0.062768+0.036993i,-0.056328-0.013061i,0.0028511+0.044761i,0.064784+0.086108i,0.070335+0.070264i,0.033224+0.049368i,0.0021249+0.050024i,0.0029688+0.056116i,0.024674+0.044835i,0.045037+0.019726i,0.056159-0.0028469i,0.051177-0.015645i,0.038923-0.012354i,0.032952+0.00018875i,0.028687+0.0019481i,0.016735-0.0087955i,0.0028288-0.010778i,0.0013219+0.00042315i,0.0088573+0.0037622i,0.011155-0.0070854i
-0.14589+0.088965i,-0.31852+0.20341i,-0.41357+0.27084i,-0.31871+0.22574i,-0.1699+0.12457i,-0.10019+0.042318i,-0.094888+0.033113i,-0.085469+0.071362i,-0.048174+0.074512i,-0.018725+0.035355i,-0.014625+0.0081324i,-0.02026+0.0030944i,-0.031007+0.0021606i,-0.046739+0.002996i,-0.061365+0.0033301i,-0.067875+0.0022851i,-0.063822+0.0098828i,-0.048088+0.028748i,-0.025922+0.045265i,-0.010555+0.046402i,-0.0046172+0.035001i,-0.0052743+0.02275i,-0.0078466+0.017748i
0.032629-0.15999i,0.049166-0.3331i,0.064178-0.43332i,0.04929-0.36629i,-0.031637-0.24287i,-0.12481-0.1395i,-0.14084-0.063286i,-0.098937-0.042496i,-0.066245-0.047155i,-0.050948-0.032984i,-0.039523-0.011985i,-0.031359-0.00057862i,-0.021234+0.0022338i,-0.0069623-0.00071112i,0.01112-0.0027525i,0.025291-0.0018048i,0.023875-0.0047396i,0.018945-0.011367i,0.024002-0.021962i,0.025408-0.033703i,0.015109-0.030581i,0.0088222-0.013736i,0.0097504-0.0019598i
0.10024-0.11296i,0.23398-0.24181i,0.30925-0.31249i,0.2357-0.23884i,0.16538-0.1049i,0.18589-0.057618i,0.17406-0.091373i,0.098071-0.10086i,0.030929-0.059401i,0.012593-0.009253i,0.026973+0.0095166i,0.034109-0.0087716i,0.017888-0.036972i,-0.0045952-0.051779i,-0.018886-0.05172i,-0.021982-0.043553i,-0.011267-0.037477i,-0.0049223-0.033276i,-0.017069-0.021147i,-0.028641-0.0072108i,-0.032415-0.0027293i,-0.03639-0.0049816i,-0.037487-0.004507i
-0.020298+0.20196i,0.01881+0.4518i,0.098391+0.62218i,0.17156+0.50932i,0.16588+0.2247i,0.1028+0.036945i,0.058089+0.0088094i,0.050723+0.034669i,0.046406+0.033582i,0.011892+0.017241i,-0.023411+0.021388i,-0.024022+0.036516i,0.0035472+0.044381i,0.038069+0.045569i,0.054333+0.042601i,0.047672+0.041385i,0.036187+0.042646i,0.03294+0.03601i,0.031685+0.023616i,0.022892+0.017101i,0.012414+0.019718i,0.0090031+0.025711i,0.011719+0.022054i
-0.070467+0.10038i,-0.18414+0.22105i,-0.26788+0.28952i,-0.22203+0.27857i,-0.1215+0.27123i,-0.066932+0.2635i,-0.045537+0.19824i,-0.039484+0.11652i,-0.030223+0.070898i,-0.013735+0.041272i,-0.0096749+0.023144i,-0.0065998+0.01832i,-0.0026046+0.0031047i,-0.0087135-0.020702i,-0.017314-0.039416i,-0.022952-0.045705i,-0.0253-0.031472i,-0.021213-0.012259i,-0.01712-0.012462i,-0.015894-0.024194i,-0.0069239-0.034023i,0.0042693-0.043949i,0.0067926-0.040887i
-0.029174-0.22046i,-0.12649-0.44763i,-0.2464-0.52914i,-0.28334-0.35769i,-0.19283-0.1778i,-0.092504-0.15621i,-0.081327-0.15021i,-0.089864-0.088473i,-0.068477-0.042531i,-0.042237-0.032813i,-0.030596-0.03189i,-0.040957-0.017818i,-0.053248+0.014161i,-0.051647+0.042245i,-0.035752+0.054029i,-0.012875+0.052696i,-0.0011553+0.038273i,-0.0023887+0.023321i,0.00082979+0.014783i,0.0097296+0.0042025i,0.0072923-0.0054057i,-0.0034259-0.0031498i,-0.0078545+0.0071027i
0.041101-0.067179i,0.15351-0.13873i,0.24337-0.16234i,0.15836-0.13806i,-0.048815-0.11742i,-0.15966-0.090634i,-0.098709-0.053825i,-0.0065472-0.037136i,0.002162-0.03002i,-0.019426-0.0040111i,-0.018028+0.013228i,-0.0091804+0.0087005i,0.0014241-0.0047966i,0.013645-0.019707i,0.020065-0.025016i,0.025464-0.022728i,0.032254-0.023876i,0.032494-0.032521i,0.026278-0.039243i,0.018857-0.03136i,0.020631-0.012714i,0.030281+0.0020899i,0.030428+0.0060505i
0.04526+0.21978i,0.12578+0.43393i,0.18826+0.46197i,0.21991+0.24589i,0.25254+0.051756i,0.26482+0.0044535i,0.20383+0.0096885i,0.11315+0.026839i,0.073797+0.033317i,0.059503+0.011942i,0.037593-0.0051222i,0.011222-0.014903i,-0.021217-0.018261i,-0.038789-0.0070307i,-0.038608+0.0089286i,-0.038374+0.023867i,-0.033248+0.030022i,-0.0224+0.025347i,-0.01762+0.023632i,-0.016052+0.025019i,-0.014056+0.018634i,-0.016372+0.010007i,-0.015658+0.0072808i
-0.037219+0.035427i,-0.17189+0.094671i,-0.27201+0.13565i,-0.20118+0.11102i,-0.049443+0.019028i,0.0061488-0.063516i,-0.038458-0.042842i,-0.067856+0.031534i,-0.048367+0.050061i,-0.028266+0.025226i,-0.012659+0.020921i,0.011698+0.027013i,0.028473+0.01294i,0.023877-0.012267i,0.0071942-0.031836i,-0.0029743-0.033626i,-0.0016897-0.014373i,0.0084592+0.0086717i,0.021965+0.014392i,0.024646+0.0057841i,0.015923+0.0028413i,0.0068337+0.006686i,-0.00098129+0.0090213i
-0.066343-0.24307i,-0.077366-0.49895i,-0.014358-0.5544i,0.066549-0.28755i,0.082197+0.023189i,0.031535+0.12447i,-0.036869+0.055612i,-0.087326-0.0073359i,-0.093028+0.008256i,-0.058634+0.04103i,-0.038406+0.041067i,-0.034708+0.025872i,-0.026687+0.0098137i,-0.028492+8.4503e-05i,-0.032762+0.0036187i,-0.025848+0.010473i,-0.018023+0.0083523i,-0.017875-0.0025337i,-0.025691-0.012776i,-0.026587-0.015941i,-0.014803-0.019071i,-0.0066127-0.025609i,-0.0086001-0.024358i
0.033868+0.0012554i,0.1478+0.013649i,0.2343-0.023635i,0.19227-0.089023i,0.08355-0.1108i,0.026885-0.10116i,0.025663-0.083823i,0.027879-0.065137i,0.021922-0.048858i,0.016302-0.03303i,0.0062793-0.023473i,-0.012971-0.0071163i,-0.01052+0.018089i,0.022383+0.019605i,0.046271-0.00066394i,0.044596-0.012268i,0.030484-0.016256i,0.012108-0.015713i,9.708e-05-0.003707i,-0.0018924+0.007303i,-0.0053513+0.0083656i,-0.0085422+0.0078912i,-0.0064182+0.006463i
0.12728+0.28827i,0.17626+0.61177i,0.16592+0.79825i,0.092651+0.64269i,-0.025046+0.32377i,-0.078744+0.12564i,-0.012509+0.06171i,0.070181+0.02391i,0.074633-0.010475i,0.032102-0.024934i,0.012674-0.031094i,0.02137-0.041655i,0.018288-0.045994i,-0.00079475-0.03294i,-0.017571-0.014765i,-0.029454-0.0059724i,-0.029949-0.002544i,-0.010921-0.0042916i,0.0072266-0.014258i,0.0095879-0.020319i,0.011102-0.015133i,0.015966-0.0079752i,0.017773-0.006472i
-0.10242-0.080757i,-0.18215-0.17617i,-0.19003-0.1885i,-0.095471-0.076822i,0.031719+0.017801i,0.071576+0.040506i,0.021763+0.051296i,-0.020635+0.070168i,-0.028329+0.082181i,-0.02193+0.085256i,-0.004682+0.080229i,0.012603+0.065829i,0.0098177+0.054831i,-0.0099579+0.055596i,-0.016564+0.057733i,0.0001394+0.052744i,0.017912+0.04705i,0.02009+0.045081i,0.012671+0.038948i,0.0075673+0.024365i,0.0013491+0.0068793i,-0.0086758-0.0063414i,-0.013648-0.010084i
-0.18517-0.27963i,-0.35855-0.51171i,-0.50119-0.58001i,-0.48071-0.41267i,-0.29272-0.21886i,-0.12468-0.15679i,-0.090771-0.11176i,-0.099469-0.014195i,-0.076734+0.044914i,-0.037777+0.031894i,-0.01864+0.0029111i,-0.025914+0.0019393i,-0.03245+0.018599i,-0.03339+0.020966i,-0.042262+0.015703i,-0.045801+0.021255i,-0.031959+0.024587i,-0.012476+0.01584i,0.0011138+0.0029306i,0.0048831-0.0024402i,-0.00091174+0.00048498i,-0.0099252+0.0051407i,-0.010133+0.015349i
0.20818+0.19432i,0.3754+0.38734i,0.39832+0.40686i,0.23768+0.18502i,0.033906-0.033829i,-0.070255-0.094425i,-0.062371-0.071999i,-0.024824-0.046786i,-0.0069548-0.038875i,-0.016831-0.034023i,-0.025928-0.026108i,-0.029526-0.025891i,-0.040972-0.030495i,-0.044947-0.038543i,-0.03749-0.039952i,-0.029123-0.030769i,-0.025965-0.027107i,-0.027193-0.026444i,-0.025795-0.017085i,-0.019712-0.011854i,-0.012227-0.017603i,-0.0041194-0.025432i,-0.0008056-0.024748i
0.066283+0.19336i,0.17126+0.23975i,0.33194+0.096581i,0.38988-0.10829i,0.2957-0.13162i,0.20976-0.019453i,0.16392+0.020858i,0.10228-0.014246i,0.054611-0.029949i,0.051809-0.020537i,0.067366-0.017423i,0.069488-0.040967i,0.037467-0.061822i,-0.0041687-0.04611i,-0.033903-0.025211i,-0.052874-0.023748i,-0.049442-0.016631i,-0.020698+0.0032245i,0.012926+0.017294i,0.026073+0.019708i,0.019482+0.016426i,0.0081883+0.011448i,-0.0061348+0.0046076i
-0.32295-0.26366i,-0.53307-0.43898i,-0.54688-0.37463i,-0.30018-0.11428i,-0.022626+0.03124i,0.063129+0.019914i,0.01575+0.0090481i,-0.01984+0.035847i,-0.015085+0.052231i,-0.0062872+0.042882i,-0.0099853+0.030676i,-0.0068866+0.025699i,0.0063032+0.014424i,0.01171+0.0030413i,0.01558+0.00081616i,0.026393+0.011598i,0.039473+0.033142i,0.045612+0.043238i,0.035156+0.027393i,0.015938+0.0031503i,0.002128-0.0053352i,-0.00018732-0.00028341i,0.0025413+0.0040867i
0.11153-0.15762i,0.16104-0.11778i,0.089071+0.055866i,-0.068549+0.20776i,-0.20534+0.22101i,-0.26211+0.14681i,-0.19137+0.091126i,-0.074217+0.057908i,-0.023625+0.051128i,-0.011431+0.070633i,0.0040976+0.073816i,0.019486+0.063234i,0.028879+0.047668i,0.01541+0.02224i,-0.0090186+0.0010832i,-0.015974-0.014013i,-0.014612-0.028684i,-0.018859-0.029013i,-0.024195-0.014026i,-0.027524-0.0036306i,-0.035133-0.0034682i,-0.041892-0.0053534i,-0.032527-0.0055674i
0.25709+0.36777i,0.39567+0.52143i,0.38299+0.37235i,0.2149+0.033356i,0.071583-0.17694i,0.065028-0.21154i,0.056977-0.16598i,0.0028469-0.07284i,-0.010759-0.01314i,-0.013842-0.025575i,-0.034737-0.04335i,-0.03769-0.031745i,-0.011973-0.0078227i,0.026303+0.006274i,0.051064+0.0098133i,0.045356+0.01i,0.020132+0.0065135i,0.0033931+0.0020374i,0.0091075-0.00036169i,0.022587-0.0040227i,0.028493-0.0097615i,0.025044-0.009798i,0.016729-0.005893i
-0.30057+0.055911i,-0.39668+0.026819i,-0.24348-0.048529i,0.051695-0.16377i,0.2468-0.29159i,0.2428-0.30343i,0.13627-0.18572i,0.072151-0.069225i,0.048474-0.030333i,0.015737-0.026836i,-0.01174-0.0087808i,-0.027398+0.01273i,-0.047544+0.023907i,-0.065018+0.022092i,-0.065158+0.002647i,-0.046298-0.017847i,-0.017467-0.022221i,0.0097139-0.016229i,0.022338-0.012655i,0.015333-0.0139i,0.001389-0.009925i,-0.0038291-0.00016866i,0.0031884+0.0093793i
-0.13857-0.49894i,-0.27441-0.68858i,-0.32794-0.4901i,-0.19241+0.0061078i,0.020513+0.40423i,0.13695+0.45979i,0.14862+0.26427i,0.097519+0.067501i,0.059065+0.0069868i,0.079327+0.0077089i,0.082763-0.0067828i,0.033613-0.0071934i,-0.0055822+0.024955i,-0.0019668+0.0709i,0.022516+0.10343i,0.036539+0.11177i,0.03443+0.099377i,0.027774+0.069851i,0.016861+0.035979i,0.0044393+0.015097i,-0.0060133+0.011426i,-0.015237+0.021844i,-0.013709+0.035529i
0.40187+0.19198i,0.51456+0.32657i,0.3019+0.37118i,-0.060221+0.34141i,-0.25044+0.32167i,-0.20634+0.27803i,-0.084869+0.20686i,-0.0081401+0.15744i,0.012149+0.1209i,-0.017116+0.080944i,-0.064277+0.051324i,-0.072002+0.030922i,-0.039268-0.0052016i,-0.0091028-0.047819i,0.0086619-0.055555i,0.025737-0.037256i,0.041025-0.030302i,0.04672-0.038823i,0.034707-0.043146i,0.015045-0.028577i,0.0037198-0.012521i,-0.0044538-0.0047632i,-0.010514+0.0086348i
-0.070528+0.40836i,0.080261+0.50384i,0.30731+0.25521i,0.28645-0.17928i,-0.00099193-0.45645i,-0.21497-0.41467i,-0.20129-0.20212i,-0.089378-0.040361i,-0.028538+0.01754i,-0.033753+0.036671i,-0.038776+0.040105i,-0.029581+0.020536i,-0.02585+0.015685i,-0.027881+0.040732i,-0.039853+0.057835i,-0.061043+0.055805i,-0.072159+0.052974i,-0.058944+0.051675i,-0.034555+0.043304i,-0.01986+0.025266i,-0.015637+0.0085412i,-0.017161-0.0020781i,-0.022305-0.0054923i
-0.3944-0.40012i,-0.58896-0.55258i,-0.42806-0.46688i,0.0076067-0.27284i,0.29396-0.20117i,0.25026-0.22344i,0.06923-0.19136i,-0.034149-0.11227i,-0.041777-0.066509i,-0.020725-0.071191i,-0.01223-0.081975i,-0.0097286-0.054199i,0.018886-0.0062544i,0.062638+0.0065369i,0.078016-0.022317i,0.061643-0.043959i,0.044494-0.030317i,0.044796-0.0086731i,0.046001-0.007111i,0.022696-0.014722i,-0.0095136-0.0064754i,-0.019067+0.0092266i,-0.013653+0.012672i
0.42346-0.17406i,0.47602-0.10555i,0.21195+0.20854i,-0.036254+0.5304i,0.034962+0.55371i,0.21781+0.31225i,0.26118+0.09285i,0.19168+0.023459i,0.1168+0.016877i,0.051863+0.016568i,0.0023803+0.029458i,-0.018183+0.03856i,-0.033551+0.041351i,-0.043078+0.052822i,-0.024504+0.060069i,-0.0026658+0.045646i,-0.012258+0.010963i,-0.037586-0.02055i,-0.04469-0.027793i,-0.019227-0.0191i,0.02182-0.012151i,0.049913-0.010373i,0.057164-0.018991i
0.12256+0.48617i,0.21741+0.65607i,0.16453+0.52998i,-0.070059+0.25326i,-0.27552+0.075191i,-0.28156+0.050401i,-0.17101+0.076842i,-0.058226+0.059233i,0.00066863-0.0029501i,-0.0013008-0.044171i,-0.02074-0.045132i,-0.031545-0.028365i,-0.023899-0.00023408i,0.010476+0.028929i,0.048227+0.04519i,0.067707+0.051083i,0.068546+0.050629i,0.050386+0.041504i,0.020451+0.032548i,-0.0070143+0.0277i,-0.025018+0.026809i,-0.026744+0.032116i,-0.011218+0.037052i
-0.51321+0.035565i,-0.67759+0.042087i,-0.45288-0.11227i,-0.047694-0.33522i,0.14438-0.34123i,0.1113-0.1179i,0.028249+0.052849i,-0.027849+0.088277i,-0.034686+0.07837i,-0.026464+0.034153i,-0.034881-0.007257i,-0.022975-0.01419i,-0.00070502-0.026198i,-0.013566-0.050646i,-0.043501-0.052931i,-0.052794-0.036499i,-0.037904-0.033466i,-0.022164-0.044918i,-0.02628-0.045665i,-0.034672-0.020705i,-0.029693+0.01533i,-0.020323+0.040373i,-0.0088224+0.048101i
0.21947-0.49814i,0.18008-0.81755i,-0.028518-0.81818i,-0.15585-0.45933i,-0.048593-0.1564i,0.049669-0.18966i,-0.01222-0.27478i,-0.056403-0.17778i,-0.010519-0.047466i,0.043283+0.020298i,0.081398+0.048909i,0.087445+0.041855i,0.060258+0.027423i,0.03027+0.02656i,0.0022145+0.025293i,-0.018704+0.024697i,-0.020237+0.022586i,-0.0057346+0.0039487i,0.012018-0.019425i,0.019869-0.033166i,0.0098486-0.04612i,-0.0084478-0.056026i,-0.023721-0.05109i
0.23668+0.26406i,0.35556+0.36734i,0.25932+0.38372i,-0.031093+0.35866i,-0.30367+0.31746i,-0.35337+0.25917i,-0.19043+0.16856i,-0.067947+0.052561i,-0.072926-0.012296i,-0.07491-0.0018485i,-0.037696+0.014529i,-0.011895+0.0072871i,-0.0082444-0.01746i,-0.01608-0.05363i,-0.036261-0.072156i,-0.055514-0.049766i,-0.043934-0.0095892i,-0.0044263+0.0049306i,0.021552-0.00394i,0.022285-0.0023184i,0.027203+0.0089473i,0.042052+0.0056462i,0.047783-0.0097258i
-0.20985+0.27984i,0.080345+0.51479i,0.7094+0.36476i,1.0571-0.19888i,0.8327-0.58884i,0.49507-0.5256i,0.2903-0.34023i,0.13827-0.21841i,0.043526-0.11713i,-0.023137-0.029681i,-0.069688+0.057351i,-0.042857+0.092252i,0.0079902+0.039953i,0.020749-0.034058i,0.0034326-0.087927i,-0.019043-0.10141i,-0.028317-0.066824i,-0.024404-0.01978i,-0.019612+0.011347i,-0.020128+0.026042i,-0.019397+0.031455i,-0.011308+0.033914i,0.0027528+0.030694i
-0.10647-0.33218i,-0.34838-0.54088i,-0.5107-0.53727i,-0.37072-0.32514i,-0.10963-0.20206i,-0.046733-0.22267i,-0.10524-0.13632i,-0.054358-0.011494i,0.029558-0.013142i,0.037864-0.034168i,0.026536-0.012037i,0.025725-0.0026152i,0.042285-0.017128i,0.061908-0.043779i,0.050246-0.064167i,0.020372-0.071321i,-0.0072621-0.069609i,-0.028187-0.051891i,-0.032768-0.027614i,-0.02162-0.0075396i,-0.0092529+0.011134i,-0.0026195+0.027078i,-0.00052898+0.036477i
0.059772+0.19411i,-0.080109+0.44747i,-0.34694+0.85939i,-0.40371+1.1649i,-0.15962+1.0723i,0.072831+0.68859i,0.12893+0.31092i,0.080272+0.11352i,0.0043338+0.069018i,-0.061719+0.069246i,-0.090824+0.070776i,-0.064093+0.065456i,-0.025208+0.041052i,-0.018335+0.0087217i,-0.029824-0.023354i,-0.037652-0.045409i,-0.030479-0.047105i,-0.0097702-0.040281i,0.0077196-0.03243i,0.012226-0.027065i,0.0073669-0.036878i,-0.0055633-0.055222i,-0.017077-0.055658i
-0.048519-0.13681i,0.18514-0.23215i,0.49415-0.41237i,0.4857-0.58477i,0.19847-0.56865i,0.011345-0.39203i,-0.022132-0.24212i,-0.023642-0.14677i,-0.0060821-0.074669i,0.014602-0.039822i,0.026653-0.019478i,0.042598-0.0023788i,0.054692+0.0019094i,0.05852-0.01303i,0.055023-0.042158i,0.051429-0.053598i,0.050873-0.041985i,0.038991-0.033921i,0.018676-0.035268i,-0.0011787-0.032411i,-0.017745-0.016795i,-0.023016+0.0017265i,-0.016917+0.0082057i
-0.10852-0.2521i,-0.39266-0.46767i,-0.64407-0.61985i,-0.61149-0.58753i,-0.42901-0.41361i,-0.3103-0.24354i,-0.22309-0.095552i,-0.12996+0.018318i,-0.079767+0.054931i,-0.060507+0.042223i,-0.060794+0.015561i,-0.07988+0.016577i,-0.064211+0.038291i,-0.012048+0.024152i,0.030849-0.010165i,0.054112-0.018718i,0.055843-0.0060806i,0.043564+0.012195i,0.040698+0.019975i,0.045767+0.0091787i,0.045095-0.0074345i,0.042803-0.023097i,0.039196-0.033574i
0.17817+0.30409i,0.34303+0.51333i,0.32139+0.59888i,0.13218+0.47456i,0.011317+0.2248i,0.0003666+0.014499i,0.016965-0.046593i,0.039484-0.011545i,0.060285+0.017631i,0.076476+0.045837i,0.10664+0.058752i,0.085595+0.0063215i,-0.02451-0.032025i,-0.11057+0.0087208i,-0.11911+0.066403i,-0.10117+0.097979i,-0.073091+0.10664i,-0.023029+0.10395i,0.039417+0.10125i,0.079514+0.076523i,0.072787+0.030589i,0.037701+0.0071443i,0.015998+0.00040728i
-0.20323-0.3174i,-0.25019-0.46018i,-0.049114-0.45977i,0.28096-0.3257i,0.45995-0.20439i,0.41148-0.17037i,0.2171-0.18003i,0.023861-0.16466i,-0.075744-0.11747i,-0.11232-0.056504i,-0.092529+0.016014i,-0.018358+0.028392i,0.014611-0.025532i,-0.0065164-0.037624i,-0.0079207-0.014556i,-0.014697-0.005025i,-0.059097+0.012455i,-0.097801+0.046998i,-0.093202+0.086937i,-0.059789+0.092731i,-0.038989+0.056588i,-0.02725+0.024591i,-0.0069556+0.009985i
0.046443-0.23136i,-0.10565-0.24943i,-0.17661-0.078264i,0.051007+0.073671i,0.33338+0.01491i,0.3724-0.12383i,0.27096-0.14398i,0.20892-0.092717i,0.17833-0.069055i,0.12031-0.055099i,0.048925-0.012711i,0.025206+0.025776i,0.021084-0.0063847i,-0.032669-0.061129i,-0.098865-0.032626i,-0.093905+0.063137i,-0.029966+0.12452i,0.021775+0.11966i,0.029379+0.092597i,0.019056+0.065453i,0.014561+0.030958i,0.011267+0.0021553i,0.015146-0.016959i
0.29877-0.025723i,0.54555-0.24061i,0.40911-0.40019i,-0.1119-0.20603i,-0.446+0.14811i,-0.39598+0.23637i,-0.25701+0.10508i,-0.18835+0.036189i,-0.16941+0.059515i,-0.15132+0.090459i,-0.11238+0.081472i,-0.078826+0.031322i,-0.077988-0.0095202i,-0.099397-0.022474i,-0.11533-0.039193i,-0.1258-0.052377i,-0.13787-0.02646i,-0.11902+0.021608i,-0.059603+0.0571i,-0.012095+0.052382i,0.0020658+0.023828i,0.016125+0.00778i,0.034521-0.0053769i
-0.29778+0.066172i,-0.41324+0.3056i,-0.3071+0.45195i,-0.025698+0.36369i,0.17027+0.22466i,0.24528+0.18684i,0.27271+0.1508i,0.25979+0.057901i,0.2547-0.029085i,0.25902-0.10478i,0.21026-0.13925i,0.12857-0.10914i,0.067-0.082815i,0.031767-0.094601i,0.0057252-0.1123i,-0.019073-0.083924i,-0.024813-0.0041845i,0.0048315+0.069518i,0.057763+0.093523i,0.087334+0.077071i,0.068216+0.061841i,0.03315+0.066575i,0.010636+0.054901i
0.18696+0.085264i,0.296+0.21461i,0.43732+0.27569i,0.51598+0.078876i,0.38149-0.24395i,0.10691-0.3747i,-0.096098-0.2803i,-0.16136-0.15778i,-0.15739-0.11903i,-0.13661-0.11201i,-0.099958-0.10021i,-0.076647-0.079483i,-0.076228-0.033747i,-0.046847-0.010016i,0.013713-0.027743i,0.061596-0.026187i,0.070758+0.0049358i,0.057043+0.019591i,0.036442+0.014033i,-0.00050718+0.017618i,-0.034126+0.030959i,-0.03886+0.031638i,-0.024568+0.019515i
-0.16899-0.088296i,-0.28211-0.29835i,-0.41704-0.37731i,-0.43245-0.15741i,-0.27465+0.035067i,-0.17745+0.023807i,-0.12315+0.029259i,0.049713+0.072094i,0.18464+0.090807i,0.23086+0.14907i,0.27361+0.17479i,0.23741+0.096809i,0.12283+0.039067i,0.052155+0.0553i,0.022417+0.071207i,-0.017358+0.07036i,-0.041921+0.075173i,-0.034457+0.078954i,-0.012178+0.054737i,-0.0014266-0.0012636i,-0.0048973-0.044588i,-0.0050033-0.063778i,-0.011846-0.070248i
-0.1828-0.070879i,-0.30523+0.12722i,-0.29049+0.30642i,-0.14214+0.24129i,-0.0096886+0.053871i,0.014569-0.062976i,-0.073751-0.085855i,-0.19736-0.034902i,-0.24724+0.033938i,-0.21959+0.074998i,-0.14137+0.094832i,-0.052714+0.068051i,-0.032048+0.015011i,-0.055824+0.019658i,-0.051986+0.063028i,-0.035358+0.057545i,-0.044269+0.0026458i,-0.074768-0.030632i,-0.096891+0.0019312i,-0.084781+0.053772i,-0.052488+0.069681i,-0.019491+0.065657i,0.020569+0.055547i
0.19618+0.1175i,0.28684+0.047016i,0.21166-0.051376i,-0.015708+0.035627i,-0.13191+0.31915i,0.0010583+0.48146i,0.20241+0.38243i,0.32377+0.22632i,0.37832+0.11886i,0.32912-0.001749i,0.16713-0.054485i,0.057317+0.0027507i,0.037415+0.041036i,-0.0030019+0.071004i,-0.029419+0.14491i,0.026356+0.15335i,0.10765+0.045837i,0.11512-0.073502i,0.052597-0.12631i,0.020241-0.13083i,0.02451-0.12781i,0.012616-0.1104i,-0.0049013-0.072782i
-0.032684+0.21657i,-0.018601+0.13954i,-0.041258-0.098553i,-0.26732-0.32178i,-0.454-0.39827i,-0.3926-0.40988i,-0.35359-0.32413i,-0.45841-0.038691i,-0.47784+0.24149i,-0.38299+0.28807i,-0.29389+0.21131i,-0.19594+0.16274i,-0.075522+0.16481i,0.029128+0.18626i,0.083402+0.18464i,0.088158+0.16059i,0.097139+0.10864i,0.093247+0.0014066i,0.023276-0.072855i,-0.03587-0.025624i,-0.0093991+0.052794i,0.047959+0.073922i,0.088247+0.053029i
0.56287+5.9688i,2.4222+5.296i,6.1279+5.3355i,7.8791+2.7769i,7.0682-0.53256i,4.0733-2.7698i,0.78602-2.2206i,-0.42751-0.41847i,0.3084+0.40049i,1.2133-0.11045i,0.9122-0.88723i,-0.17815-0.95964i,-1.1601-0.50127i,-1.6736+0.21505i,-1.3824+0.82605i,-0.54706+0.89145i,0.1046+0.5173i,0.25983+0.085786i,0.099945-0.087246i,-0.03871+0.068136i,0.016079+0.28449i,0.098727+0.34232i,0.093318+0.27379i
