0.00099436-6.7164e-05i,0.0017712-0.00058573i,0.00076711-0.0017574i,-7.2256e-06-0.0025102i,-0.00084561-0.0015461i,-0.0020358-0.00023246i,-0.0020789+0.0009859i,-0.00067967+0.0013825i,0.00072563+0.00076851i,0.0014091+0.00070186i,0.00085377+0.00086024i,-0.0001647+0.00011944i,-0.00034077-0.0005866i,-0.00052633-0.0010727i,-0.00064018-0.0013851i,0.00013602-0.00045594i,0.00053219+6.1261e-05i,0.00031561-8.7351e-05i,2.476e-05+0.00076868i,0.00032596+0.00089813i,0.001157+0.00046052i,0.00077463-0.00018587i,0.00014033-0.0010649i
-0.022234-0.24977i,0.023676-0.2295i,0.088966-0.044522i,0.068542+0.13007i,0.017411+0.24489i,0.10147+0.30416i,0.20489+0.18528i,0.15034-0.005817i,0.06405-0.069665i,0.053857-0.065851i,0.043582-0.073026i,0.00845-0.066444i,-0.024172-0.054063i,-0.051804-0.049485i,-0.075012-0.039394i,-0.079013-0.021343i,-0.056374-0.0076305i,-0.027248-0.0058803i,-0.020599-0.015205i,-0.03973-0.024949i,-0.057222-0.022084i,-0.053459-0.010115i,-0.037177-0.0056664i
0.17242+0.18169i,0.22943+0.236i,0.21386+0.14395i,0.17856+0.0098253i,0.20361-0.022456i,0.21195-0.028889i,0.1418-0.032687i,0.068763-0.021317i,0.017982-0.047973i,-0.050619-0.088192i,-0.090702-0.068953i,-0.058186-0.020603i,-0.0035228+0.0043795i,0.034163+0.011725i,0.05641+0.0053735i,0.045839-0.022073i,0.0045678-0.045895i,-0.026478-0.03154i,-0.019333+0.017701i,0.012331+0.056722i,0.030068+0.054521i,0.02308+0.025379i,0.011443+0.0034166i
-0.2479-0.051754i,-0.5022-0.070478i,-0.71093-0.032975i,-0.65042-0.063965i,-0.43728-0.27388i,-0.30613-0.41894i,-0.19286-0.31242i,-0.070384-0.1571i,-0.053331-0.082209i,-0.099999-0.016874i,-0.1073+0.026493i,-0.075719+0.023804i,-0.034712+0.0033438i,-0.0096394-0.018565i,-0.0066964-0.021344i,-0.0088128+0.0070211i,-0.0038316+0.035149i,0.005824+0.036775i,0.013403+0.0087914i,0.014-0.028593i,0.0062146-0.041533i,-0.0035409-0.034232i,-0.01468-0.028304i
0.10027+0.11606i,0.26437+0.1978i,0.45265+0.18148i,0.44942+0.073378i,0.17658+0.011059i,-0.11955+0.076859i,-0.1942+0.14895i,-0.096405+0.14607i,0.014951+0.10934i,0.080113+0.077855i,0.094279+0.043972i,0.059349+0.024752i,0.015516+0.041042i,0.0032145+0.070503i,0.027491+0.085936i,0.061533+0.071034i,0.071512+0.03614i,0.045517+0.00056245i,-0.00012582-0.015327i,-0.033553-0.0013701i,-0.038577+0.016004i,-0.028169+0.018446i,-0.020372+0.013104i
0.0771-0.13423i,0.17143-0.27829i,0.2163-0.28791i,0.12135-0.0072173i,0.059628+0.426i,0.19224+0.60359i,0.2609+0.41659i,0.15128+0.19587i,0.088892+0.10984i,0.11185+0.028962i,0.086532-0.053447i,0.025189-0.067224i,-0.0051479-0.036333i,0.0030986-0.0060957i,0.027085+0.0026084i,0.041923-0.0092036i,0.04235-0.015166i,0.039455-0.0017331i,0.042691+0.0116i,0.047982+0.0073419i,0.041496-0.0049889i,0.023004-0.0058735i,0.010096-0.0019365i
-0.11568+0.16396i,-0.14726+0.33201i,-0.099994+0.32237i,0.063712+0.065153i,0.26271-0.24217i,0.31479-0.38808i,0.20252-0.31465i,0.089029-0.14704i,0.038621-0.044077i,-0.0082784-0.018637i,-0.046872+0.0053153i,-0.04193+0.023018i,-0.024774+0.002305i,-0.033103-0.03174i,-0.064082-0.05179i,-0.080033-0.056182i,-0.05964-0.055689i,-0.028551-0.051796i,-0.021266-0.035966i,-0.032903-0.0084845i,-0.031416+0.015607i,-0.015328+0.019202i,-0.0023941+0.01147i
0.039526-0.21217i,-0.13587-0.32497i,-0.38711-0.27757i,-0.52439-0.13165i,-0.52392-0.063926i,-0.48758-0.072095i,-0.39289-0.045464i,-0.25229-0.0033145i,-0.14965+0.021378i,-0.084913+0.047113i,-0.029032+0.04895i,0.0013939+0.024157i,0.00082349+0.008229i,-0.0067803+0.01287i,-0.0098938+0.030875i,-0.018063+0.049772i,-0.03305+0.061192i,-0.034229+0.060229i,-0.0071068+0.050132i,0.0344+0.035709i,0.060037+0.012563i,0.052368-0.0081556i,0.028861-0.010104i
-0.018155+0.22635i,0.043349+0.25843i,0.11079+0.16056i,0.19499+0.023308i,0.25642-0.066068i,0.23586-0.070497i,0.16923-0.033177i,0.11548-0.041114i,0.055176-0.07342i,0.013845-0.052192i,0.029353-0.017068i,0.046203-0.013974i,0.0239-0.02988i,-0.022874-0.046496i,-0.058435-0.039915i,-0.054734-0.0037381i,-0.024607+0.033988i,0.00081378+0.041486i,0.00050979+0.013155i,-0.028319-0.025991i,-0.058851-0.036068i,-0.058407-0.013397i,-0.031826+0.0030763i
0.098963-0.1965i,0.26765-0.18459i,0.43481-0.063193i,0.33096+0.047644i,0.030431+0.11381i,-0.12032+0.1493i,-0.06574+0.099632i,-0.0067541+0.036111i,0.012061+0.02059i,0.02743+0.0020749i,0.025106-0.020075i,0.0084556-0.02433i,-0.026216-0.001756i,-0.051326+0.055575i,-0.027909+0.099734i,0.013515+0.083212i,0.025272+0.037635i,0.014065+0.016023i,0.0094788+0.028076i,0.017807+0.053341i,0.025784+0.067009i,0.025578+0.059816i,0.020259+0.04214i
0.021293+0.23383i,0.018973+0.19065i,-0.0036744-0.018907i,0.0020254-0.1565i,0.04944-0.09427i,0.088337+0.00022026i,0.058333+0.024636i,0.009947+0.010579i,-0.0070512-0.0081654i,-0.0062308-0.026206i,-0.011174-0.033331i,-0.0073461-0.020453i,0.033407-0.0096648i,0.085065-0.0287i,0.08867-0.062239i,0.049069-0.075511i,0.012898-0.069799i,-0.010185-0.056816i,-0.02175-0.045005i,-0.022651-0.045577i,-0.020909-0.047269i,-0.013748-0.036425i,8.936e-05-0.026748i
-0.35254-0.26987i,-0.62814-0.16598i,-0.66808+0.11484i,-0.39938+0.2541i,-0.10843+0.14754i,0.01901+0.010144i,0.039119-0.022355i,0.014441+0.0050049i,-0.0032394+0.03632i,-0.0028171+0.042738i,-0.011734+0.029548i,-0.027027+0.023122i,-0.028189+0.017139i,-0.023319+0.00084156i,-0.02185-0.0089979i,-0.025942-0.006577i,-0.033535+0.0025758i,-0.03324+0.014097i,-0.031692+0.020053i,-0.039327+0.024992i,-0.040552+0.021325i,-0.035271-0.0015113i,-0.040529-0.018923i
0.47127+0.15285i,0.66706+0.021376i,0.51083-0.19592i,0.16555-0.25348i,0.0060817-0.17166i,-0.034006-0.10976i,-0.080302-0.05931i,-0.069858-0.020967i,-0.044273-0.027125i,-0.051185-0.036262i,-0.049948-0.028364i,-0.02519-0.006452i,0.011374+0.018577i,0.037754+0.019979i,0.045626+0.010121i,0.050798+0.01018i,0.053848+0.010837i,0.044591+0.0017871i,0.036639-0.004563i,0.043792-0.012033i,0.038804-0.022057i,0.017063-0.013345i,0.009256+0.0077986i
-0.32711+0.0067681i,-0.35587+0.11374i,-0.16087+0.25462i,0.061049+0.32095i,0.1077+0.30036i,0.098048+0.25498i,0.12505+0.17734i,0.11902+0.10264i,0.087875+0.070179i,0.055957+0.061697i,0.023503+0.060144i,0.0012121+0.035148i,-0.031223-0.0032948i,-0.05828-0.006399i,-0.043824+0.0041528i,-0.009603-0.0040491i,0.013361-0.012566i,0.019597-0.0065251i,0.0078146+0.0014953i,-0.014865+0.0089474i,-0.019681+0.018432i,-0.0054318+0.013325i,0.0023479-0.008788i
0.30469+0.063318i,0.4809+0.058872i,0.51125-0.096113i,0.29307-0.31016i,-0.00011245-0.36663i,-0.10778-0.26678i,-0.078189-0.15468i,-0.039377-0.082573i,-0.0029934-0.050189i,0.024457-0.048653i,0.029227-0.047261i,0.01601-0.017029i,0.013681+0.029142i,0.023926+0.051916i,0.017807+0.052764i,0.0072129+0.043383i,0.011357+0.018772i,0.02115-0.011478i,0.027713-0.022697i,0.037-0.010319i,0.046711-0.0012956i,0.03949-0.00081202i,0.018394+0.0082367i
-0.41768-0.13438i,-0.7703-0.20287i,-0.89586-0.060209i,-0.60057+0.20548i,-0.18652+0.31716i,-0.010047+0.24552i,0.0027133+0.13109i,-0.0040924+0.043446i,-0.012033+0.010839i,0.0029824+0.006197i,0.022712-0.013011i,0.022851-0.048095i,0.00029238-0.082784i,-0.035957-0.088622i,-0.057307-0.065412i,-0.066578-0.033984i,-0.074498+0.0043228i,-0.063242+0.033359i,-0.03971+0.021659i,-0.037963-0.017055i,-0.050591-0.036619i,-0.045018-0.032406i,-0.025045-0.024427i
0.31824+0.030251i,0.53961+0.11098i,0.53688+0.059211i,0.319-0.14173i,0.15207-0.30437i,0.084691-0.32742i,0.018354-0.23248i,-0.022352-0.11185i,-0.02685-0.048942i,-0.03361-0.022865i,-0.032848-0.00021196i,-0.026524+0.019423i,-0.026263+0.033503i,-0.033812+0.035786i,-0.050537+0.035451i,-0.053891+0.03978i,-0.030016+0.033161i,-0.0064539+0.016723i,0.0057562+0.019348i,0.022918+0.040745i,0.032103+0.051132i,0.018617+0.050021i,0.0059856+0.047049i
-0.010009+0.023601i,-0.04424-0.066301i,-0.045813-0.081255i,-0.061526+0.076179i,-0.13408+0.27045i,-0.15376+0.33241i,-0.090104+0.25168i,-0.040252+0.1356i,-0.0253+0.080068i,-0.0025852+0.068532i,0.029926+0.044601i,0.046804+0.001295i,0.035878-0.029415i,0.027441-0.028757i,0.044-0.020086i,0.055581-0.02612i,0.028003-0.025898i,-0.014446+0.00074701i,-0.025468+0.025065i,-0.0095047+0.012745i,0.0047259-0.011511i,0.01441-0.015406i,0.027107-0.017518i
-0.13111+0.17322i,-0.037524+0.33034i,0.16476+0.31378i,0.30407+0.080716i,0.29131-0.13252i,0.20853-0.14429i,0.12911-0.058227i,0.068908+0.0033628i,0.044569+0.011202i,0.028247-0.016669i,-0.0038602-0.02026i,-0.019787+0.019527i,0.00087854+0.054544i,0.028642+0.04297i,0.032665+0.0073108i,0.029984-0.0096715i,0.049897-0.011698i,0.069558-0.019891i,0.047725-0.020535i,0.0013353+0.005529i,-0.022159+0.029258i,-0.021752+0.019894i,-0.024474-0.00052552i
0.045446-0.31432i,-0.085218-0.51409i,-0.2638-0.49488i,-0.33374-0.24556i,-0.24539-0.028986i,-0.12579-0.00045522i,-0.047072-0.04446i,-0.0058251-0.05379i,-0.0071594-0.042902i,-0.022863-0.032646i,-0.020335-0.035273i,-0.0078083-0.04559i,-0.0035965-0.040615i,-0.0049569-0.011091i,0.0070044+0.023168i,0.020587+0.033948i,0.0065929+0.016676i,-0.018845-0.0041578i,-0.017634-0.015341i,0.0051568-0.02806i,0.016074-0.034885i,0.01508-0.02552i,0.015769-0.0093118i
-0.083999+0.20703i,-0.15321+0.32601i,-0.18137+0.32895i,-0.080093+0.17257i,0.045898-0.018157i,0.056378-0.10254i,-0.0041947-0.063723i,-0.017359-0.018808i,-0.00014441-0.016537i,-0.0094223-0.019371i,-0.035213-0.0064862i,-0.049579+0.013054i,-0.033931+0.018207i,-0.0063749-0.0020456i,0.0036096-0.023531i,0.0033004-0.020186i,0.0116-0.0015107i,0.024106+0.0038507i,0.015494-0.010461i,-0.014983-0.017231i,-0.037237-0.011193i,-0.039459-0.0086775i,-0.030998-0.0091162i
0.24591-0.099786i,0.44318-0.12776i,0.46227-0.11611i,0.2115-0.028732i,-0.039301+0.10789i,-0.061493+0.17934i,0.026055+0.11684i,0.044581+0.024816i,0.014323-0.0028533i,0.0085118+0.013528i,0.023367+0.023563i,0.028959+0.0079005i,0.0070154-0.01251i,-0.029568-0.0079937i,-0.044882+0.010936i,-0.03738+0.012565i,-0.041028-0.00014662i,-0.05632+0.0037375i,-0.048525+0.024914i,-0.0080856+0.034339i,0.029168+0.025899i,0.032322+0.016589i,0.016795+0.014036i
-0.25651+0.21391i,-0.39809+0.30378i,-0.30296+0.30543i,-0.022999+0.21276i,0.12432+0.10318i,0.066549+0.05696i,-0.017967+0.057385i,-0.049594+0.056557i,-0.029047+0.049078i,0.010197+0.026008i,0.019618+0.0081687i,0.014658+0.01783i,0.025834+0.025752i,0.045419+0.008423i,0.042999-0.017999i,0.021719-0.020631i,0.019717+0.0084597i,0.036751+0.030782i,0.034954+0.018548i,0.0010436-0.0064095i,-0.03298-0.018166i,-0.04028-0.01841i,-0.029495-0.013691i
0.13314-0.22413i,0.29814-0.32363i,0.3245-0.34532i,0.15236-0.26457i,0.013738-0.12328i,0.022127-0.038668i,0.049266-0.030077i,0.038941-0.019239i,0.023196+0.0016304i,0.0138+0.009152i,0.016502+0.0051667i,0.018236-0.0073749i,-0.01036-0.02188i,-0.062612-0.017861i,-0.094353+0.0078535i,-0.086719+0.024342i,-0.058958+0.010107i,-0.029792-0.012976i,-0.0036743-0.0092987i,0.021873+0.017999i,0.038676+0.039502i,0.040738+0.04438i,0.035452+0.036408i
-0.10479+0.011809i,-0.35591+0.00020786i,-0.48903+0.0030783i,-0.31663-0.024809i,-0.072683-0.13643i,-0.0069324-0.19174i,-0.028953-0.10864i,-0.0064624-0.02261i,0.019638-0.007501i,0.019313-0.014769i,0.013198-0.02616i,-0.0029076-0.03156i,-0.0072599-0.0016633i,0.023198+0.036155i,0.05593+0.044607i,0.056891+0.034212i,0.032276+0.0242i,0.010588+0.016266i,0.0097921-0.0023714i,0.01423-0.034205i,0.0057478-0.053339i,0.00061355-0.044235i,0.0070168-0.028963i
0.2014+0.095848i,0.44276+0.10524i,0.43845+0.04368i,0.12846-0.0041684i,-0.1302+0.021561i,-0.15988+0.023329i,-0.098391-0.017792i,-0.056786-0.024802i,-0.03014-0.0092142i,-0.017934-0.0059442i,-0.01707-0.0035874i,-0.0069311-0.0013798i,-0.0015829-0.017864i,-0.018809-0.038965i,-0.034205-0.044783i,-0.026935-0.044566i,-0.014601-0.046708i,-0.016421-0.039519i,-0.026052-0.0087802i,-0.022989+0.031181i,-0.004957+0.048673i,0.0055671+0.035101i,0.00062405+0.013294i
-0.25011-0.0066184i,-0.435+0.095309i,-0.33198+0.205i,-0.014256+0.23473i,0.15394+0.20598i,0.14645+0.18472i,0.11214+0.13452i,0.064463+0.042813i,0.00645-0.011612i,-0.015065-0.010431i,-0.0085042+0.0012193i,-0.0076763+0.010752i,-0.0019643+0.032753i,0.027816+0.053867i,0.059336+0.052604i,0.065175+0.036712i,0.044652+0.025761i,0.015759+0.020342i,-0.0012481+0.0057188i,-0.00608-0.02121i,-0.0094438-0.042376i,-0.01531-0.045363i,-0.021192-0.032944i
0.17336-0.020784i,0.29713-0.12095i,0.2517-0.16997i,0.083919-0.12392i,-0.0033034-0.063641i,-0.013567-0.053223i,-0.040635-0.05342i,-0.063096-0.012859i,-0.05218+0.02369i,-0.047353+0.019321i,-0.052635+0.014327i,-0.029108+0.021557i,0.0036338-0.0047428i,-0.00031663-0.055337i,-0.022185-0.076235i,-0.02259-0.060061i,0.0012709-0.030125i,0.026779-0.0056218i,0.020701+0.0089027i,-0.012002+0.026216i,-0.031043+0.043166i,-0.02656+0.04319i,-0.013845+0.032806i
-0.13703-0.027231i,-0.19427+0.040298i,-0.13221+0.074349i,0.013067+0.025376i,0.10581-0.016694i,0.1101+0.021861i,0.10899+0.062696i,0.10773+0.027726i,0.071411-0.013076i,0.045175-0.0012941i,0.047413+0.0068682i,0.030803-0.01446i,-0.0058898-0.010196i,-0.019868+0.03057i,-0.010627+0.057604i,-0.0043689+0.05552i,-0.0070366+0.038849i,-0.0087571+0.017171i,0.0051812-0.0020684i,0.030081-0.019162i,0.038867-0.029263i,0.030298-0.023216i,0.022328-0.014011i
0.19183+0.0066416i,0.20246-0.07989i,0.049448-0.15946i,-0.14961-0.16428i,-0.22009-0.14101i,-0.16797-0.13886i,-0.11319-0.095741i,-0.069058-0.008244i,-0.017753+0.028874i,0.00080823-0.00331i,-0.013024-0.028822i,-0.011286-0.021276i,0.01129-0.026364i,0.016848-0.053293i,0.0014751-0.066092i,-0.0089458-0.053246i,-0.0082214-0.028546i,-0.0025522-0.0029499i,-0.0027079+0.013255i,-0.014842+0.019571i,-0.022404+0.019504i,-0.015984+0.012864i,-0.0067326+0.0063428i
-0.16018+0.11613i,-0.11104+0.22897i,0.073757+0.26287i,0.18895+0.19728i,0.11182+0.14019i,0.0091394+0.11417i,-0.001354+0.044394i,0.012921-0.02954i,0.02205-0.039249i,0.047391-0.0067322i,0.065434+0.012678i,0.041512+0.0090907i,-0.010555+0.015765i,-0.04333+0.04614i,-0.044702+0.069034i,-0.03513+0.063217i,-0.030198+0.035754i,-0.029504+0.0032672i,-0.018589-0.013112i,0.0081956-0.013927i,0.027211-0.01221i,0.024917-0.010011i,0.014945-0.0080223i
0.030804-0.19428i,-0.078171-0.31143i,-0.21972-0.28218i,-0.20946-0.098969i,-0.03927+0.039307i,0.072477+0.057812i,0.048909+0.061201i,0.005747+0.074333i,-0.0031321+0.052802i,-0.018871+0.0015644i,-0.044688-0.018386i,-0.039564+0.0058792i,-0.0011037+0.024267i,0.035073+0.0085477i,0.044607-0.018417i,0.032376-0.028943i,0.01855-0.016779i,0.010183+0.0044135i,-0.0007699+0.013282i,-0.020052+0.0071265i,-0.031839+0.001662i,-0.026992+0.00098833i,-0.018664+0.0020327i
0.039696+0.1707i,0.16524+0.26918i,0.28309+0.23338i,0.27225+0.04594i,0.15709-0.10933i,0.055776-0.14334i,0.0071403-0.13349i,-0.018008-0.10923i,-0.031637-0.054614i,-0.017161+0.0083387i,0.017034+0.029813i,0.023343+0.010162i,-0.0057443+0.00079246i,-0.033661+0.016582i,-0.039115+0.036559i,-0.027519+0.03907i,-0.011918+0.018902i,0.0010619-0.0052441i,0.011857-0.011039i,0.024513+0.00023367i,0.028574+0.0083477i,0.019069+0.00966i,0.011921+0.0069741i
-0.063274-0.14605i,-0.21897-0.21626i,-0.37544-0.16953i,-0.37987-0.01834i,-0.25748+0.094268i,-0.13492+0.13756i,-0.049875+0.16472i,0.0044659+0.14494i,0.0089532+0.070644i,-0.020715+0.004209i,-0.038438-0.025341i,-0.021878-0.026058i,0.016688-0.018893i,0.050355-0.021585i,0.06405-0.031976i,0.05229-0.034105i,0.027692-0.017212i,0.0081659+0.0044024i,-0.0038728+0.0077723i,-0.012397-0.0078241i,-0.013745-0.020053i,-0.0065861-0.019795i,-0.00027869-0.01492i
0.11394+0.19409i,0.30277+0.29039i,0.46278+0.23102i,0.39874+0.036836i,0.1785-0.10453i,0.037896-0.14181i,0.010138-0.16309i,-0.012165-0.15209i,-0.029971-0.076685i,-0.011351-0.00251i,0.0096799+0.025405i,0.0087968+0.016051i,-0.011513-0.0084156i,-0.039929-0.01778i,-0.051749-0.0047474i,-0.035386+0.010841i,-0.0097751+0.0099174i,0.0020266-0.0020657i,0.00033883-0.0012342i,-0.001338+0.016212i,0.00039146+0.026133i,-0.0016105+0.018728i,-0.0057344+0.010206i
-0.17176-0.19476i,-0.3435-0.2984i,-0.43346-0.23034i,-0.32899+0.00071428i,-0.14325+0.17657i,-0.038095+0.20867i,0.0010703+0.18595i,0.039277+0.13721i,0.062829+0.060958i,0.043605-0.0038659i,0.0082851-0.024789i,-0.0036495-0.013648i,0.0083295-0.0043955i,0.023284-0.0084699i,0.031146-0.016611i,0.028968-0.020147i,0.017091-0.013351i,0.004701-0.00066387i,-0.0026776+0.0010786i,-0.0084595-0.011993i,-0.010787-0.017434i,-0.0076373-0.0084052i,-0.0055942+0.0005959i
0.19124+0.13121i,0.36523+0.19664i,0.45329+0.10907i,0.39388-0.097302i,0.28867-0.20878i,0.20408-0.1909i,0.10666-0.14965i,0.018885-0.097989i,-0.013764-0.04032i,-0.0082552-0.0028561i,-0.0023896+0.013272i,-0.011873+0.017539i,-0.030303+0.017437i,-0.046565+0.014893i,-0.054659+0.011605i,-0.045765+0.0087637i,-0.022974+0.0056388i,-0.0024252+0.0036506i,0.0067624+0.010872i,0.0060183+0.023201i,-0.00061953+0.024543i,-0.0082466+0.015386i,-0.010418+0.0048567i
-0.19125-0.1025i,-0.3985-0.15291i,-0.52589-0.089831i,-0.46019+0.04302i,-0.30085+0.07923i,-0.18595+0.038168i,-0.11546+0.044857i,-0.046007+0.065784i,0.0038409+0.039467i,0.02193-0.0031945i,0.030925-0.028923i,0.034834-0.034022i,0.031164-0.019848i,0.031691+0.00071324i,0.030807+0.0081594i,0.014306+0.0046469i,-0.0052196+0.0034941i,-0.0091223+0.0044399i,0.0005806-0.0052777i,0.010203-0.023249i,0.013517-0.029218i,0.014481-0.019727i,0.015795-0.0086878i
0.19198+0.1245i,0.38998+0.19332i,0.48109+0.1527i,0.35867+0.025227i,0.15024-0.033515i,0.028114-0.0042043i,0.004411+7.2523e-05i,-0.013327-0.021673i,-0.038365-0.013571i,-0.038109+0.01062i,-0.027104+0.022833i,-0.024112+0.025098i,-0.02465+0.025353i,-0.02496+0.023287i,-0.023198+0.020349i,-0.015502+0.016248i,-0.0072356+0.007663i,-0.0058381-0.0017687i,-0.010322+0.0014022i,-0.012366+0.015968i,-0.0055614+0.018332i,0.0037006+0.002149i,0.0072968-0.012476i
-0.20603-0.10366i,-0.36943-0.14243i,-0.40635-0.073415i,-0.28097+0.092349i,-0.1163+0.18026i,-0.0091935+0.12124i,0.02886+0.034994i,0.032153+0.0017959i,0.029886+0.0028922i,0.026231-0.00013547i,0.019692-0.012949i,0.017737-0.021071i,0.023495-0.022645i,0.030723-0.016765i,0.033529-0.0040097i,0.027922+0.0069313i,0.01733+0.010822i,0.0089875+0.0056805i,0.0060973-0.0077526i,0.0048703-0.01973i,0.00023727-0.018058i,-0.0072397-0.0063692i,-0.01279+0.0036557i
0.21755+0.051374i,0.3753+0.054482i,0.42996-0.0028379i,0.34339-0.115i,0.1927-0.14343i,0.072312-0.055683i,0.015427+0.01004i,-0.0027156+0.010696i,-0.011713-0.00037844i,-0.024896+0.0052807i,-0.038373+0.021769i,-0.038467+0.033232i,-0.027154+0.028455i,-0.019197+0.01223i,-0.014121-0.0015657i,-0.0014915-0.0061683i,0.0087642-0.0066082i,0.0033839-0.0038347i,-0.010096+0.0080876i,-0.017834+0.02154i,-0.016702+0.021599i,-0.010602+0.014908i,-0.0042041+0.0082353i
-0.21239-0.01388i,-0.36403-0.022186i,-0.43879-0.027616i,-0.35401+0.019533i,-0.16102+0.045517i,-0.019976-0.0015334i,0.012129-0.023322i,0.008684-0.0046982i,0.0081343+0.0026373i,0.012261-0.0027608i,0.025138-0.012335i,0.030797-0.025647i,0.023618-0.035652i,0.012511-0.035116i,0.0029731-0.02259i,-0.0047836-0.0057688i,-0.0083826+0.0109i,-0.0018261+0.021264i,0.014169+0.01453i,0.025968-0.0043192i,0.021075-0.012625i,0.0092327-0.0044149i,0.0032243+0.0030502i
0.1872-0.0072702i,0.30159+0.02395i,0.35064+0.038539i,0.2558-0.059427i,0.066475-0.16777i,-0.058451-0.15059i,-0.066527-0.073364i,-0.035889-0.029093i,-0.015341-0.01856i,-0.0063669-0.011599i,-0.0030123+0.0029314i,-0.002216+0.015095i,-0.009446+0.018301i,-0.017023+0.012845i,-0.018066-0.0012258i,-0.014119-0.016774i,-0.0084805-0.025118i,-0.0079037-0.024546i,-0.013595-0.013014i,-0.018011+0.0061576i,-0.009851+0.014813i,0.0060965+0.010252i,0.015911+0.0070807i
-0.16086+0.056115i,-0.25035+0.030436i,-0.29518+0.038071i,-0.23133+0.16354i,-0.10387+0.26523i,-0.012358+0.22904i,0.023553+0.13616i,0.0315+0.071516i,0.021608+0.035445i,0.010662+0.010721i,0.0072269-0.013404i,0.0040974-0.028667i,0.0028899-0.023901i,0.0037124-0.0061267i,0.0020318+0.0089365i,-0.0031435+0.013814i,-0.0075402+0.011266i,-0.0036372+0.010151i,0.0090167+0.0082031i,0.020113-0.00072328i,0.018108-0.010254i,0.0051084-0.015927i,-0.0057212-0.018001i
0.12196-0.099845i,0.227-0.064907i,0.32708-0.04326i,0.31273-0.12506i,0.20703-0.18421i,0.11797-0.14614i,0.063154-0.098614i,0.022537-0.063007i,0.013744-0.027599i,0.015841-0.01414i,0.0024102-0.0055959i,-0.008646+0.010727i,-0.010075+0.02404i,-0.0049639+0.026058i,0.0020214+0.015648i,0.0080132+0.0016311i,0.014232-0.0097607i,0.011038-0.020161i,-0.00649-0.023152i,-0.027829-0.013417i,-0.036969+0.0012094i,-0.032363+0.0089775i,-0.024623+0.010806i
-0.061624+0.10702i,-0.16427+0.042102i,-0.29158-0.036932i,-0.29731+0.01525i,-0.18758+0.11045i,-0.10959+0.11839i,-0.083603+0.095572i,-0.052063+0.066363i,-0.033721+0.033928i,-0.028826+0.020522i,-0.022053+0.010993i,-0.019246+0.0021395i,-0.012079+4.3061e-05i,-0.0010377+0.00088094i,0.0036285+0.0092856i,-0.00020954+0.022006i,-0.0077748+0.029117i,-0.0087596+0.03105i,0.0052953+0.025983i,0.025327+0.011482i,0.033626-0.0040451i,0.02947-0.010554i,0.023534-0.013205i
-0.013221-0.088313i,0.061004-0.0083101i,0.18557+0.06487i,0.21447-0.013363i,0.14597-0.13228i,0.11465-0.14086i,0.10326-0.12086i,0.048766-0.096319i,0.016137-0.048245i,0.023097-0.013364i,0.028757+0.0049549i,0.028595+0.010849i,0.020177-0.0018456i,0.0050565-0.017054i,-0.0026519-0.020377i,0.0011158-0.01291i,0.0086776-0.0049182i,0.0078336-0.0070052i,-0.0091785-0.013355i,-0.029599-0.011698i,-0.034454-0.0034121i,-0.024816+0.0033418i,-0.015076+0.0054399i
0.07159+0.056712i,-0.010325-0.027119i,-0.17509-0.07178i,-0.24196+0.025293i,-0.18639+0.11181i,-0.14968+0.0859i,-0.1256+0.07065i,-0.062364+0.070203i,-0.027316+0.035544i,-0.03125+0.011932i,-0.024512+0.0073964i,-0.012209+0.0020327i,-0.0050591-4.3746e-06i,-0.0015227+0.0011285i,-0.001285+0.0019362i,-0.0035745+0.00069121i,-0.011624+0.0004219i,-0.015575+0.0086129i,-0.00032976+0.024203i,0.027026+0.030619i,0.042832+0.020395i,0.038123+0.0081384i,0.027174+0.0032125i
-0.11091+0.012192i,-0.00023085+0.13758i,0.21629+0.20369i,0.30191+0.11555i,0.21848+0.039342i,0.15373+0.060324i,0.13408+0.051105i,0.084849+0.0090124i,0.041583+0.0036345i,0.032229+0.0043838i,0.029124-0.0044665i,0.026461-0.0092702i,0.016625-0.012476i,0.0016859-0.01047i,-0.0034614-0.0069464i,0.0017582-0.0068311i,0.011066-0.006909i,0.016247-0.011291i,0.0042805-0.021941i,-0.022391-0.026163i,-0.041615-0.017803i,-0.042573-0.0092914i,-0.036346-0.0066633i
0.1327-0.092353i,0.018976-0.24281i,-0.18656-0.30997i,-0.24657-0.2094i,-0.15068-0.112i,-0.099433-0.10489i,-0.11057-0.071151i,-0.081033-0.011375i,-0.039231-0.0049675i,-0.034578-0.021103i,-0.04158-0.022407i,-0.042707-0.012816i,-0.032149+0.0066429i,-0.013196+0.020909i,-0.00011449+0.016871i,0.00010643+0.0031404i,-0.0054525-0.0071205i,-0.0071605-0.0033763i,0.0053715+0.013014i,0.028267+0.025786i,0.040957+0.024263i,0.035682+0.019054i,0.025155+0.017811i
-0.12192+0.16756i,-0.0038306+0.30946i,0.17863+0.32567i,0.20735+0.1788i,0.088829+0.067363i,0.022225+0.076062i,0.041938+0.065665i,0.041941+0.013962i,0.021039-0.00065857i,0.021683+0.010973i,0.026167+0.010754i,0.022585-6.4869e-05i,0.015422-0.014403i,0.0036669-0.021256i,-0.0065579-0.011946i,-0.0078057+0.0053915i,3.0533e-05+0.016295i,0.0076704+0.0077463i,-0.00067067-0.017603i,-0.023337-0.038329i,-0.036032-0.039045i,-0.026154-0.030841i,-0.0096308-0.027653i
