0.00099436-6.7164e-05i,0.0017712-0.00058573i,0.00076711-0.0017574i,-7.2256e-06-0.0025102i,-0.00084561-0.0015461i,-0.0020358-0.00023246i,-0.0020789+0.0009859i,-0.00067967+0.0013825i,0.00072563+0.00076851i,0.0014091+0.00070186i,0.00085377+0.00086024i,-0.0001647+0.00011944i,-0.00034077-0.0005866i,-0.00052633-0.0010727i,-0.00064018-0.0013851i,0.00013602-0.00045594i,0.00053219+6.1261e-05i,0.00031561-8.7351e-05i,2.476e-05+0.00076868i,0.00032596+0.00089813i,0.001157+0.00046052i,0.00077463-0.00018587i,0.00014033-0.0010649i
0.013832+0.092268i,0.10209+0.032052i,0.12858-0.043592i,0.069266+0.015805i,0.065023+0.18258i,0.12306+0.23629i,0.11779+0.13151i,0.053563+0.044558i,0.02121+0.024751i,0.027303+0.0072596i,0.019768-0.015241i,-0.012214-0.013364i,-0.035223+0.016094i,-0.027404+0.047214i,0.004107+0.063006i,0.037573+0.059719i,0.049964+0.03782i,0.037378+0.010833i,0.014055-0.008567i,-0.00035919-0.021239i,-0.0036852-0.020187i,-0.0059029-0.00499i,-0.0094285+0.0066782i
-0.032863-0.12153i,-0.015-0.10253i,0.043732-0.055977i,0.085871-0.021958i,0.080927-0.0021237i,0.065933+0.01095i,0.046264+0.029511i,0.025776+0.042543i,0.0058376+0.02653i,-0.031499+0.002629i,-0.054241-0.0023888i,-0.03861-0.012646i,-0.017819-0.048i,-0.019415-0.086649i,-0.036587-0.10094i,-0.045932-0.082724i,-0.035958-0.045844i,-0.021069-0.010138i,-0.013455+0.015489i,-0.012439+0.030513i,-0.011962+0.031508i,-0.0065926+0.022783i,0.0015551+0.014374i
0.042983+0.11065i,-0.036569+0.14307i,-0.12057+0.14198i,-0.13515+0.040964i,-0.14246-0.12794i,-0.15678-0.19662i,-0.10144-0.14773i,-0.027743-0.098607i,-0.0083535-0.066615i,-0.0057494-0.035188i,0.003515-0.022465i,0.0042977-0.013003i,-0.0034428+0.0087595i,-0.015041+0.036046i,-0.023514+0.049392i,-0.031372+0.034996i,-0.034974+0.01535i,-0.019128+0.0071104i,0.0072938+0.0021046i,0.024625-0.0024381i,0.027082-0.0041509i,0.01956-0.0064934i,0.010876-0.010521i
-0.13122+0.0045237i,-0.12434-0.00087499i,-0.075821-0.027181i,-0.010742-0.027071i,0.055406+0.033356i,0.078837+0.083733i,0.048612+0.073095i,0.012719+0.036994i,0.0026792+0.015633i,0.011502+0.010729i,0.011008+0.012459i,-0.0024149+0.018919i,-0.0030004+0.027504i,0.020015+0.029508i,0.04519+0.028696i,0.056541+0.029779i,0.049575+0.021657i,0.024006+0.0068473i,-0.00068803-0.0032912i,-0.010322-0.011788i,-0.0081043-0.020629i,-0.0071455-0.021465i,-0.014155-0.010164i
0.2047-0.13803i,0.3119-0.19398i,0.32602-0.17686i,0.22534-0.069778i,0.13717+0.036122i,0.099035+0.048949i,0.036115+0.023206i,-0.013304+0.03736i,-0.010899+0.052932i,-0.0078933+0.047841i,-0.0061744+0.047882i,0.015002+0.029845i,0.029652-0.016093i,0.020868-0.059995i,0.0017341-0.080161i,-0.011748-0.070441i,-0.012682-0.04499i,-0.0072063-0.022973i,-0.0048444-0.0054006i,-0.0020101+0.012955i,0.0011394+0.022513i,0.0058413+0.018572i,0.012436+0.0090878i
-0.071652+0.1828i,-0.12929+0.24891i,-0.16881+0.24723i,-0.17443+0.16205i,-0.1849+0.046965i,-0.16767-0.027497i,-0.080863-0.058514i,-0.011986-0.067446i,0.00025176-0.044575i,0.011217-0.009956i,0.030522-0.0016773i,0.031996-0.0052508i,0.01203+0.014208i,-0.0069418+0.049358i,-0.010824+0.062912i,-0.0086227+0.04442i,-0.004689+0.020385i,0.0030966+0.0056488i,0.0094282-0.0068105i,0.0058661-0.015448i,-0.0021446-0.010289i,-0.0026243-0.00079803i,0.0025468-0.0024528i
-0.19914-0.18074i,-0.33854-0.22979i,-0.34387-0.19231i,-0.18324-0.12514i,-0.045783-0.097711i,-0.027066-0.046042i,-0.028945+0.035729i,-0.0016665+0.044893i,0.0094781-0.0027695i,0.0037613-0.03558i,-0.0059356-0.044298i,-0.020336-0.029218i,-0.013187-0.0072998i,0.014285-0.0063223i,0.030935-0.012539i,0.033917-0.0075874i,0.0263-0.0015347i,0.0099345+0.00039288i,-0.0020704-0.0030973i,-0.0075825-0.012497i,-0.015296-0.016964i,-0.022374-0.0083295i,-0.019524+0.0046913i
0.30704+0.045725i,0.51374+0.012833i,0.54245-0.049877i,0.3549-0.068397i,0.20099-0.031082i,0.15559-0.033177i,0.081742-0.061779i,0.0010583-0.025775i,-0.01304+0.0064878i,-0.015886-0.013311i,-0.033527-0.024321i,-0.033023-0.015584i,-0.015257-0.018077i,-0.0076286-0.029857i,-0.019788-0.035847i,-0.035861-0.028914i,-0.034478-0.01575i,-0.016352-0.011807i,-0.0019248-0.012208i,0.0065396-0.0043215i,0.013841+0.0040901i,0.016307+0.0038024i,0.012911-0.00038054i
-0.18505+0.22528i,-0.25851+0.40037i,-0.24921+0.43514i,-0.16855+0.31283i,-0.099081+0.21517i,-0.039733+0.15498i,0.021472+0.055309i,0.040786-0.029138i,0.028005-0.032189i,0.021818+0.0067227i,0.024161+0.032312i,0.019916+0.033583i,-0.0048293+0.035151i,-0.030365+0.054188i,-0.03126+0.066741i,-0.017983+0.053253i,-0.011943+0.028483i,-0.012816+0.017944i,-0.012276+0.023905i,-0.0087256+0.025799i,-0.0012389+0.015399i,0.0023469+0.002468i,-0.0037846-0.0037652i
-0.052434-0.31336i,-0.18538-0.50139i,-0.2538-0.49671i,-0.16727-0.31423i,-0.074418-0.18336i,-0.096519-0.088839i,-0.108+0.032488i,-0.056835+0.068209i,-0.02962+0.039771i,-0.023918+0.035292i,-0.0077104+0.034988i,0.0079005+0.013962i,0.017346-0.021867i,0.019673-0.056886i,0.020655-0.0686i,0.021799-0.053122i,0.018936-0.025441i,0.011582-0.003442i,0.0069553+0.0052272i,0.0076344+0.0035464i,0.0047857+0.0002352i,-0.00061884+0.0017797i,-0.0034578+0.0069622i
0.31928+0.078904i,0.63493+0.042567i,0.75588-0.0096667i,0.5214-0.063268i,0.22373-0.10975i,0.095902-0.13169i,0.029023-0.10876i,-0.037353-0.033126i,-0.062577+0.022841i,-0.058774+0.021014i,-0.044639-0.0020976i,-0.016704-0.015435i,0.015397-0.019744i,0.032076-0.026674i,0.026814-0.027053i,0.013162-0.014821i,0.010006-0.0074273i,0.014753-0.017745i,0.010227-0.03424i,-0.0036136-0.030764i,-0.0052557-0.011043i,0.0064191+0.00032422i,0.016444-0.0032618i
-0.32704+0.13413i,-0.55619+0.35723i,-0.62914+0.47685i,-0.44519+0.41539i,-0.18523+0.32339i,-0.014506+0.23848i,0.072502+0.12108i,0.10094+0.022809i,0.099969-0.022639i,0.081137-0.02951i,0.051834-0.010108i,0.018728+0.016436i,-0.011878+0.053191i,-0.017955+0.091414i,-0.0021178+0.092283i,0.011222+0.056659i,0.0066986+0.019898i,-0.0097012+0.0057204i,-0.018649+0.012837i,-0.016402+0.018576i,-0.012294+0.013822i,-0.0091209+0.0071438i,-0.004599+0.0030754i
-0.066125-0.20861i,-0.29643-0.43849i,-0.45826-0.51976i,-0.37266-0.35599i,-0.20276-0.17518i,-0.13238-0.095544i,-0.092755-0.03078i,-0.013687-0.0066662i,0.035639-0.031305i,0.042462-0.045045i,0.029846-0.044664i,-0.00048491-0.04006i,-0.021327-0.036055i,-0.020711-0.034743i,-0.017748-0.028795i,-0.016879-0.015895i,-0.0074915-0.0024838i,0.0077971+0.0077299i,0.02499+0.0047995i,0.036198-0.014053i,0.027021-0.027135i,0.0065321-0.019967i,-0.005949-0.0017822i
0.31429+0.20687i,0.80202+0.30767i,1.104+0.2368i,0.86484-0.004289i,0.40879-0.17914i,0.15744-0.19501i,0.052423-0.16728i,-0.052752-0.1133i,-0.11032-0.028042i,-0.093384+0.022342i,-0.053046+0.023714i,-0.014039+0.012837i,0.014033-0.0036055i,0.015326-0.027473i,-0.0002939-0.033922i,-0.012691-0.019458i,-0.011807-0.0048009i,0.0010669-0.0065306i,0.0034034-0.016905i,-0.0084754-0.015848i,-0.011036-0.010389i,-0.0022826-0.009114i,0.0017978-0.011713i
-0.10723+0.023516i,-0.23943+0.20338i,-0.27429+0.38609i,-0.12046+0.42163i,0.072984+0.36376i,0.14335+0.28982i,0.11085+0.17707i,0.061025+0.085862i,0.037796+0.057463i,0.020453+0.059042i,0.0086104+0.07547i,0.025166+0.07798i,0.039301+0.053555i,0.029348+0.02886i,0.015384+0.00020003i,0.0024783-0.028626i,-0.018107-0.03211i,-0.037925-0.011283i,-0.03736+0.017856i,-0.017994+0.033048i,-0.0022245+0.030729i,0.00058684+0.018992i,-0.0025156+0.0071752i
-0.07049-0.26679i,-0.3275-0.61445i,-0.6349-0.73093i,-0.70151-0.42676i,-0.51093-0.096678i,-0.32258-0.0086557i,-0.19716+0.032014i,-0.061712+0.067055i,0.025755+0.025692i,0.03745-0.027856i,0.025122-0.057593i,0.0045758-0.071214i,-0.0069504-0.063947i,0.0076017-0.042049i,0.025932-0.012617i,0.030905+0.0098311i,0.03143+0.013443i,0.032054+0.0053569i,0.026587-0.0091129i,0.015025-0.018313i,0.0048078-0.011835i,0.00055796-0.0001827i,0.00027082+0.0065562i
0.021031+0.025309i,0.23508+0.067092i,0.45823+0.016272i,0.42243-0.17167i,0.18191-0.34738i,0.0086557-0.34823i,-0.042935-0.23626i,-0.062394-0.14354i,-0.083551-0.093033i,-0.086335-0.059824i,-0.072028-0.044844i,-0.06184-0.030992i,-0.052745-0.0033754i,-0.037492+0.015596i,-0.022261+0.022428i,-0.0053565+0.028836i,0.011527+0.023132i,0.014185-0.00024129i,-0.0014965-0.01372i,-0.019217-0.0026367i,-0.020036+0.012047i,-0.006293+0.014438i,0.005721+0.011898i
-0.062773+0.15667i,-0.16467+0.38991i,-0.10055+0.53592i,0.13802+0.43099i,0.28165+0.25546i,0.25446+0.17383i,0.17715+0.10356i,0.099743+0.026636i,0.053221+0.0091151i,0.041932+0.019656i,0.035641+0.032481i,0.02393+0.048902i,0.0045022+0.061655i,-0.016865+0.065533i,-0.032417+0.042893i,-0.04014+0.0049781i,-0.044262-0.012879i,-0.040266-0.009934i,-0.018635-0.0052525i,0.0071506-0.008865i,0.01515-0.016834i,0.0035181-0.019172i,-0.0085654-0.014522i
0.0097198+0.17921i,-0.019223+0.17583i,-0.19705+0.093932i,-0.39135+0.10546i,-0.4048+0.22426i,-0.27542+0.25852i,-0.12997+0.19566i,-0.029208+0.15049i,0.027111+0.11836i,0.051971+0.081334i,0.060419+0.053701i,0.066991+0.024032i,0.071286-0.018618i,0.066559-0.046881i,0.058111-0.036652i,0.046976-0.011994i,0.032797+0.0027179i,0.020377+0.016649i,0.014225+0.020543i,0.0089094+0.0035817i,0.001374-0.011146i,0.00023115-0.0099888i,0.0017174-0.0070034i
0.1818-0.239i,0.43667-0.35747i,0.61077-0.37487i,0.49897-0.32666i,0.27697-0.28652i,0.1499-0.22952i,0.071934-0.15256i,0.015916-0.095604i,-0.019123-0.066317i,-0.056044-0.04545i,-0.07776-0.025443i,-0.062516-0.019541i,-0.027036-0.036053i,-0.0026627-0.065192i,0.0013207-0.082572i,2.3926e-05-0.069655i,0.0060082-0.038383i,0.010244-0.012204i,0.0044553+0.01053i,0.0034888+0.035878i,0.016082+0.042398i,0.026412+0.025988i,0.026818+0.01248i
0.083628-0.18406i,0.040132-0.35325i,-0.019443-0.34373i,0.045844-0.14075i,0.1835-0.0090182i,0.19775-0.043961i,0.11091-0.096773i,0.056315-0.11206i,0.034048-0.10379i,0.028274-0.063947i,0.037982-0.030012i,0.026008-0.017735i,-0.014123+0.012705i,-0.044764+0.056224i,-0.049171+0.067112i,-0.042892+0.042105i,-0.034538+0.011793i,-0.018899-0.014541i,-0.00077403-0.035704i,0.0053575-0.045278i,-0.0055163-0.040726i,-0.020819-0.026538i,-0.028686-0.014258i
-0.52731+0.14794i,-0.97888+0.28913i,-1.1648+0.33512i,-0.95724+0.25766i,-0.68687+0.16459i,-0.48657+0.13004i,-0.27695+0.12654i,-0.13107+0.10198i,-0.07567+0.084826i,-0.040455+0.074257i,-0.029525+0.048436i,-0.038633+0.035041i,-0.020363+0.034762i,0.020815+0.03131i,0.047437+0.032588i,0.048397+0.033045i,0.03056+0.020251i,0.006791+0.0048704i,-0.011877-0.0073078i,-0.029721-0.01687i,-0.042376-0.013302i,-0.036956+0.0026222i,-0.020405+0.017702i
0.20115-0.0072314i,0.40626+0.083249i,0.55439+0.13852i,0.55084+0.012052i,0.47132-0.14651i,0.36548-0.14651i,0.21756-0.070049i,0.071295-0.0038108i,0.0068715+0.018474i,-0.0090257-0.023313i,-0.02384-0.060346i,-0.020576-0.050887i,0.00025936-0.035746i,0.0092326-0.045999i,-0.0041813-0.06381i,-0.01719-0.060089i,-0.0065452-0.038318i,0.014615-0.019055i,0.023914-0.0028574i,0.03053+0.016026i,0.046053+0.024162i,0.055888+0.010975i,0.047624-0.0080967i
0.4097+0.34477i,0.82286+0.41117i,0.98996+0.2522i,0.71931+0.08074i,0.33783+0.064232i,0.13506+0.047403i,0.046303-0.032063i,0.017005-0.065078i,0.033641-0.050256i,0.060331-0.0041493i,0.10261+0.044939i,0.12146+0.04191i,0.067656+0.019234i,-0.0073566+0.029444i,-0.034455+0.053419i,-0.02549+0.057776i,-0.020259+0.050497i,-0.014284+0.03974i,-0.00088389+0.023849i,0.005885+0.0094795i,0.003608+0.003768i,0.0023124+0.0043579i,0.0036478-0.00033513i
-0.41691-0.27574i,-0.74771-0.41139i,-0.89605-0.35593i,-0.83426-0.14664i,-0.74972+0.0019599i,-0.63996+0.033827i,-0.41093+0.026456i,-0.17235+0.0028409i,-0.063184-0.010754i,-0.050158+0.0037499i,-0.063766+0.016173i,-0.064831+0.018203i,-0.026483+0.0080279i,0.026798-0.019511i,0.047961-0.041824i,0.040499-0.041118i,0.019057-0.030285i,-0.018075-0.012922i,-0.042746+0.0070931i,-0.03941+0.0087558i,-0.035647-0.0025821i,-0.039761+0.0011139i,-0.033641+0.021173i
0.31118-0.28236i,0.36435-0.46421i,0.25164-0.45523i,0.24834-0.28101i,0.46222-0.15445i,0.55716-0.12031i,0.3908-0.056468i,0.18882+0.018275i,0.078046+0.021228i,0.010895-0.018301i,-0.026965-0.040713i,-0.023708-0.041926i,-0.0047316-0.036419i,0.0032303-0.034164i,-0.0028457-0.044492i,-0.013049-0.054835i,-0.0015056-0.050749i,0.026973-0.045373i,0.034105-0.044529i,0.023198-0.038405i,0.019651-0.031825i,0.015974-0.033328i,0.0029465-0.035904i
-0.35549+0.31775i,-0.48699+0.49421i,-0.37092+0.47473i,-0.12235+0.31304i,0.023589+0.18543i,0.053768+0.15544i,0.050201+0.13815i,0.039996+0.083406i,0.033278+0.042366i,0.039105+0.031123i,0.039396+0.026256i,0.023545+0.02588i,0.0048222+0.035083i,0.00079673+0.053397i,0.016662+0.072963i,0.027986+0.078707i,0.015175+0.067162i,-0.0023144+0.049266i,-0.0068704+0.036461i,-0.0054212+0.035465i,3.3727e-05+0.038916i,0.010903+0.03285i,0.015936+0.021162i
-0.14141-0.30457i,-0.33438-0.28151i,-0.45793-0.023748i,-0.48129+0.151i,-0.5707+0.11371i,-0.64215+0.083641i,-0.46185+0.066571i,-0.22725-0.015106i,-0.12382-0.03778i,-0.065153+0.00090969i,-0.027772+0.0076601i,-0.02144+0.0053524i,-0.0037282+0.0047609i,0.015503-0.017758i,0.0047736-0.039747i,-0.020041-0.044102i,-0.03541-0.039438i,-0.037386-0.022475i,-0.019689-0.0035401i,0.0069343+0.0039691i,0.019602+0.0097151i,0.020165+0.019047i,0.018251+0.023278i
0.69571+0.61578i,1.3113+0.83377i,1.5155+0.59874i,1.1272+0.14044i,0.67092-0.072107i,0.47466-0.1108i,0.30879-0.13007i,0.13085-0.062816i,0.034417-0.0022434i,-0.020711+0.025136i,-0.016508+0.061365i,0.020308+0.04794i,0.0061407+0.0053072i,-0.035315-0.0087772i,-0.059116-0.0065795i,-0.055262-0.0068684i,-0.021729-0.014489i,0.016696-0.033441i,0.023881-0.053819i,-0.0010797-0.065099i,-0.028406-0.066469i,-0.037481-0.058425i,-0.02859-0.046242i
-0.46673-0.28973i,-0.63919-0.56217i,-0.51036-0.69677i,-0.22061-0.52192i,0.067328-0.26819i,0.26571-0.19726i,0.23552-0.20066i,0.11297-0.12572i,0.079338-0.065756i,0.077424-0.088033i,0.038219-0.10748i,-0.015855-0.083848i,-0.044404-0.036557i,-0.03005+0.0056811i,0.0041664+0.029544i,0.033347+0.04899i,0.047978+0.058486i,0.041679+0.043153i,0.025455+0.026914i,0.015336+0.027804i,0.0087372+0.028649i,0.00027729+0.023749i,-0.0063597+0.022685i
0.067589-0.56412i,-0.3269-0.92989i,-0.88747-0.80484i,-0.96524-0.25209i,-0.61284+0.1046i,-0.42444+0.17399i,-0.33009+0.2154i,-0.17012+0.17054i,-0.083554+0.10463i,-0.039706+0.11696i,0.00097274+0.1148i,0.026912+0.083371i,0.056866+0.045759i,0.058914+0.0035327i,0.037472-0.035405i,0.013257-0.066693i,-0.016407-0.056091i,-0.032743-0.011285i,-0.030202+0.012288i,-0.014305+0.016203i,0.012965+0.028219i,0.034119+0.03354i,0.035207+0.021383i
-0.23217+0.70991i,-0.15408+1.3434i,0.16675+1.4808i,0.34792+0.87342i,0.12308+0.22823i,-0.12226+0.063557i,-0.099009+0.10058i,-0.017766+0.089162i,0.001394+0.067835i,0.0029369+0.049179i,0.0044345+0.028345i,0.014937+0.022846i,0.034067+0.013664i,0.049444-0.0061241i,0.054869-0.012345i,0.048997-0.0053376i,0.025564-0.0082225i,-0.001665-0.01554i,-0.017612-0.014201i,-0.032618-0.016786i,-0.043325-0.030281i,-0.040515-0.038232i,-0.028242-0.027558i
0.20039-0.36991i,0.43739-0.48846i,0.6594-0.40868i,0.66383-0.29142i,0.52025-0.28373i,0.40083-0.37811i,0.24299-0.48029i,0.05088-0.44546i,-0.050354-0.34125i,-0.083475-0.27334i,-0.087406-0.20008i,-0.062984-0.12126i,-0.040258-0.056865i,-0.01207-0.014414i,0.002805-0.013025i,-0.01195-0.023716i,-0.018144-0.032617i,-0.0098621-0.036677i,0.0086317-0.018614i,0.0338-0.0059263i,0.036105-0.011508i,0.01586-0.0057337i,-0.0024885+0.010743i
0.27569+0.057416i,0.32057-0.22103i,0.023547-0.48121i,-0.31216-0.24801i,-0.24416+0.21586i,0.0052937+0.37738i,0.097797+0.31572i,0.13596+0.22785i,0.16035+0.1345i,0.1345+0.10433i,0.10412+0.11445i,0.07341+0.082489i,0.036821+0.030122i,0.0093553+0.0063107i,-0.004243-0.00073521i,-0.023153-0.010276i,-0.04023-0.0075945i,-0.034658-0.0013353i,-0.023246-0.011526i,-0.014733-0.018059i,-0.0005471-0.0084853i,0.017363-0.0044792i,0.02794-0.017192i
-0.3878-0.052097i,-0.61199-0.019552i,-0.62243+0.021589i,-0.44963-0.024322i,-0.33387-0.091876i,-0.29481-0.043318i,-0.21254+0.054287i,-0.10966+0.08254i,-0.031315+0.06354i,0.0082561+0.02097i,-0.0027025-0.021277i,-0.024731-0.027368i,-0.02938-0.020902i,-0.046164-0.018682i,-0.070483+0.016709i,-0.048633+0.078858i,0.014998+0.10735i,0.063579+0.077699i,0.071336+0.029808i,0.053656+0.0086932i,0.031498+0.0043687i,0.0088498+0.0010604i,-0.0093829+0.008155i
0.21215+0.24589i,0.33852+0.39365i,0.41306+0.35297i,0.37453+0.12439i,0.15539-0.060168i,-0.14926-0.11018i,-0.32188-0.053313i,-0.32455+0.059657i,-0.27959+0.1694i,-0.22377+0.24315i,-0.12345+0.23483i,-0.025007+0.15417i,0.039118+0.075705i,0.08097+0.0045783i,0.08044-0.075259i,0.041397-0.13486i,-0.0091918-0.14905i,-0.056148-0.11188i,-0.080325-0.05812i,-0.069296-0.023433i,-0.030202-0.0093365i,0.0061784-0.014023i,0.010859-0.018264i
-0.3698-0.026362i,-0.51981+0.15871i,-0.42159+0.42738i,-0.18616+0.49961i,-0.010193+0.36677i,0.13075+0.26236i,0.28121+0.14585i,0.31931-0.052846i,0.22548-0.2052i,0.1224-0.23861i,0.03752-0.19389i,-0.045357-0.11409i,-0.093467-0.025776i,-0.080067+0.053782i,-0.027136+0.1081i,0.024197+0.13381i,0.066232+0.12691i,0.095039+0.072888i,0.092746+0.0078774i,0.065909-0.0065335i,0.035846+0.01566i,0.017695+0.026104i,0.0071308+0.01489i
0.46556-0.42856i,0.65929-0.78527i,0.47412-0.85715i,0.15447-0.57268i,0.1113-0.29254i,0.21222-0.18976i,0.18787-0.11115i,0.093764+0.0067587i,0.051231+0.073379i,0.033381+0.064647i,0.019394+0.04349i,0.053596+0.033543i,0.10904-0.00071664i,0.11613-0.058735i,0.088836-0.1156i,0.052853-0.16582i,0.0083407-0.17801i,-0.026328-0.12666i,-0.041333-0.040489i,-0.048445+0.035591i,-0.056058+0.079956i,-0.050572+0.10384i,-0.020461+0.10629i
-0.42771+0.14699i,-0.59949+0.17904i,-0.47769+0.026058i,-0.22052-0.12531i,-0.11189-0.11114i,-0.11351-0.043202i,-0.089254-0.042852i,-0.010915-0.076626i,0.074611-0.068601i,0.11764-0.05198i,0.066709-0.041656i,-0.028241+0.006051i,-0.070442+0.039424i,-0.074491+0.022551i,-0.072601+0.014397i,-0.070551+0.05367i,-0.06784+0.11762i,-0.032463+0.14158i,0.018367+0.091524i,0.031968+0.0099915i,0.023815-0.045961i,0.014793-0.07871i,-0.012245-0.094644i
-0.039419-0.15162i,-0.22153-0.070613i,-0.28669+0.20834i,-0.016462+0.34601i,0.3339+0.16245i,0.38685-0.094957i,0.16856-0.22591i,-0.11772-0.25159i,-0.33948-0.22116i,-0.39632-0.12662i,-0.25197-0.033872i,-0.073541-0.060272i,-0.017474-0.079129i,0.016169-0.0066896i,0.064886+0.021413i,0.055335-0.019455i,0.01245-0.073948i,-0.039778-0.083902i,-0.072696-0.035398i,-0.072532-0.023932i,-0.083806-0.038646i,-0.078878-0.014183i,-0.044656+0.018432i
0.39789+0.31485i,0.64375+0.36728i,0.66388+0.1503i,0.28214-0.12305i,-0.18964-0.20079i,-0.36467-0.15756i,-0.21684-0.10947i,0.047506-0.072821i,0.23171-0.09884i,0.22708-0.13805i,0.11297-0.098431i,0.048064-0.025617i,0.041701-0.012684i,0.030396-0.038328i,0.024466-0.045768i,0.034624-0.01485i,0.065016+0.030991i,0.10306+0.017984i,0.10171-0.029686i,0.081986-0.034834i,0.086588-0.024371i,0.087997-0.024886i,0.071573-0.021991i
0.72985+5.4912i,2.4968+4.386i,5.7331+4.4321i,6.9657+2.4854i,5.9464-0.30424i,2.8964-2.4953i,-0.2524-1.9606i,-1.0317-0.078644i,0.065946+0.76464i,1.1263+0.24661i,0.91759-0.61426i,-0.15094-0.84591i,-1.1148-0.47427i,-1.5854+0.21013i,-1.3445+0.79394i,-0.62531+0.88459i,-0.030145+0.57667i,0.14162+0.20282i,0.010646+0.030988i,-0.11848+0.13307i,-0.056733+0.29447i,0.038455+0.31519i,0.034404+0.23879i
0.43258+0.12526i,0.51663+0.10709i,0.52654+0.089378i,0.64955+0.13706i,0.88775+0.065097i,0.9017-0.17075i,0.59588-0.28071i,0.34249-0.15236i,0.33489-0.023507i,0.34275-0.04103i,0.24577-0.075817i,0.17916-0.078031i,0.1556-0.10296i,0.11006-0.11636i,0.066241-0.096696i,0.043468-0.068319i,0.038524-0.057272i,0.036208-0.092416i,0.0046646-0.12733i,-0.02461-0.10039i,-0.01597-0.047811i,0.0026529-0.01867i,0.0085911-0.013276i
-0.16731-0.3249i,-0.2664-0.30579i,-0.19257-0.061418i,-0.087882+0.13832i,-0.16935+0.074162i,-0.37815-0.069278i,-0.41462-0.022835i,-0.17742+0.13245i,0.080589+0.18453i,0.15326+0.16285i,0.1489+0.11521i,0.14574+0.0085433i,0.10936-0.092184i,0.068291-0.10135i,0.043281-0.057099i,-0.0033696-0.013982i,-0.072465-0.00077825i,-0.13987-0.013827i,-0.17799-0.0047762i,-0.14095+0.013666i,-0.047773+0.0068043i,0.031678-0.0099012i,0.067012-0.023812i
0.18981+0.033951i,0.20459-0.093893i,-0.003399-0.25019i,-0.23067-0.26347i,-0.38703-0.15774i,-0.53558-0.017465i,-0.52652+0.11376i,-0.36287+0.10485i,-0.25541+0.01366i,-0.17236-0.01949i,-0.069171-0.06712i,-0.044831-0.1151i,-0.041977-0.079751i,0.030822-0.031032i,0.10742-0.0015179i,0.12782+0.020061i,0.082072+0.0090319i,0.0030205+0.0077322i,-0.024811+0.010737i,-0.01106-0.052383i,-0.025315-0.13258i,-0.050888-0.14357i,-0.048554-0.098731i
-0.5823-0.018571i,-0.76124+0.057991i,-0.53614+0.12819i,-0.14335+0.12963i,0.097452+0.072454i,0.20287-0.0085717i,0.16694-0.055407i,0.048677+0.02406i,0.027637+0.11933i,0.05505+0.088988i,0.019354+0.037244i,-0.022855+0.03719i,-0.040642+0.018941i,-0.078393-0.017778i,-0.11497-0.02529i,-0.10362+0.0041241i,-0.055542+0.046071i,0.0015054+0.069182i,0.020309+0.064517i,-0.011401+0.047376i,-0.041015+0.028999i,-0.04345+0.018172i,-0.020747+0.015i
0.2823-0.26481i,0.30705-0.39596i,0.21993-0.33216i,0.12024-0.14622i,0.046178-0.008254i,-0.020382+0.075178i,-0.045876+0.12233i,-0.019363+0.14065i,0.044898+0.13138i,0.097179+0.06952i,0.096313-0.0020915i,0.06782-0.049382i,0.0061008-0.070055i,-0.059532-0.031428i,-0.082721+0.027181i,-0.090759+0.05488i,-0.09635+0.072065i,-0.080777+0.079082i,-0.045096+0.0864i,-0.0026485+0.10141i,0.03394+0.089976i,0.057149+0.042292i,0.060596-0.016446i
-0.20698+0.42951i,-0.1968+0.69667i,-0.068781+0.74851i,0.10485+0.59501i,0.24818+0.42374i,0.34491+0.26809i,0.35397+0.081879i,0.2568-0.077891i,0.1174-0.13372i,0.016773-0.10306i,-0.015509-0.046878i,-0.016419-0.010569i,-0.014327-0.012394i,-0.011219-0.046688i,-0.011987-0.083193i,-0.013376-0.085153i,-0.018839-0.043862i,-0.016732+0.017749i,0.012214+0.049313i,0.046035+0.020028i,0.051244-0.031895i,0.031333-0.057589i,0.011104-0.052827i
0.15615-0.13532i,0.17348-0.15503i,0.093131-0.19164i,-0.017032-0.34049i,-0.095517-0.51353i,-0.1493-0.49847i,-0.1425-0.28204i,-0.090229-0.080873i,-0.062324+0.001207i,-0.059841+0.028916i,-0.043821+0.041553i,-0.019246+0.043307i,-0.018035+0.029457i,-0.05534+0.010969i,-0.0894+0.026325i,-0.065814+0.066524i,-0.0080204+0.083706i,0.021484+0.054908i,-0.0021282+0.014754i,-0.047173+0.010406i,-0.061212+0.023314i,-0.039367+0.02254i,-0.0083123+0.016103i
-0.1119+0.20746i,-0.1208+0.11934i,-0.046758-0.063512i,0.028274-0.070423i,0.0049426+0.095813i,-0.092317+0.20783i,-0.16775+0.21169i,-0.13854+0.18038i,-0.051456+0.13442i,0.027767+0.088651i,0.070553+0.045886i,0.057453+0.011419i,0.027514+0.015942i,0.033639+0.047326i,0.063594+0.062625i,0.083396+0.049642i,0.07908+0.024113i,0.05201+0.0071798i,0.026599+0.0053808i,0.018234+0.0062863i,0.010011+0.0029693i,-0.0037805-0.0013775i,-0.0076947-0.0066322i
