-0.00026694-0.0011661i,-0.00035608-0.0025235i,-0.00093177-0.002521i,-0.0014559-0.00092434i,-0.0013389+0.00071032i,-0.0019846+0.0023056i,-0.0020887+0.0024255i,-0.00075366+0.0017006i,0.0008085+0.0010658i,0.0012788+0.00036555i,0.00012631-0.00039529i,-0.00013389-0.0011924i,0.00079977-0.0010919i,0.00088703-0.00042145i,0.00075883-0.00022183i,0.00083114+0.00012273i,0.00038257+0.00045432i,0.0008959+0.00044485i,0.0012423+0.00014023i,0.00038711-0.00040868i,0.00011228-0.00072932i,-0.000647-0.00077926i,-0.00065503-0.00061015i
0.014365+0.04574i,0.01604+0.047395i,0.027047+0.036168i,0.028895+0.023108i,0.013566+0.012493i,0.0014924+0.006147i,-0.0031973+0.0018572i,-0.0048669-0.00037526i,-0.0021936+0.0017221i,0.0024999+0.0017257i,0.004873-0.0041066i,0.0024451-0.007685i,-0.00018555-0.0071697i,0.0019471-0.0064596i,0.0030527-0.006222i,0.0024723-0.0052541i,0.0045778-0.0024086i,0.0069526+0.0010269i,0.0065297+0.0025357i,0.0039969+0.0023317i,0.0017613+0.0021357i,0.00079269+0.0012977i,0.0011175+0.00061055i
-0.028472-0.020007i,-0.023966-0.030161i,-0.015234-0.033486i,-0.012472-0.032714i,-0.0090903-0.020751i,-0.0056961-0.0060142i,-0.0055476-0.00038801i,-0.0078872+0.0019242i,-0.0063488+0.0032815i,-0.0021536+0.002143i,-0.00078674-7.7548e-05i,-0.0016838+0.00033923i,-0.0026286+0.0016561i,-0.0025809-0.0016781i,-0.0017608-0.0034811i,0.00010078-0.0012444i,0.0025496-0.0011023i,0.0033555-0.0037915i,0.0026319-0.0040199i,0.002291-0.0015661i,0.0018201-0.00088689i,0.00016978-0.00078401i,-0.00081883-0.00059225i
0.033204-0.0085732i,0.034249-0.0050777i,0.021519-0.0021259i,0.0093259+0.0048272i,0.007861+0.0098379i,0.013013+0.0058624i,0.015787-0.0010506i,0.014093-0.0035497i,0.0090101-0.0029988i,0.0012688-0.0035336i,-0.0050312-0.0050457i,-0.0060841-0.0055539i,-0.0048244-0.003083i,-0.0036529+0.0018342i,-0.001812+0.0060221i,0.0011239+0.0047925i,0.002333-0.00085097i,2.3574e-06-0.0046355i,-0.0011377-0.0054285i,0.0001191-0.0040555i,0.00089474-0.0018315i,0.00047548-9.7358e-05i,0.00027944+0.00028022i
-0.019669+0.021189i,-0.03476+0.018778i,-0.032564+0.014899i,-0.013401+0.011457i,0.0040536+0.0066919i,0.009666+0.00019348i,0.0066249-0.0029313i,0.0043242-0.001544i,0.0022241-0.00030247i,-0.00093589+0.0025117i,0.000559+0.0066533i,0.0046802+0.0095082i,0.0061216+0.0091033i,0.0056745+0.0079005i,0.0049079+0.0064592i,0.0034662+0.0036678i,0.00032595+0.0023976i,-0.0030754+0.004215i,-0.0034486+0.0039494i,-0.0019048+0.001534i,-0.00041483+0.00092998i,4.1901e-05+0.00086773i,-0.000403+0.00092841i
-0.009983-0.019084i,-0.0010498-0.012663i,0.007774+0.0063306i,0.014002+0.012772i,0.014977+0.0019835i,0.0082874-0.0048579i,0.0032207-0.0034148i,0.0016645-0.0025262i,-0.0019546-0.0012413i,-0.0040517+0.0018973i,-0.0028753+0.0022559i,-0.00090731-0.0023426i,0.00144-0.0065178i,0.0044863-0.0074689i,0.0054696-0.0062649i,0.0033685-0.0041373i,0.0015622-0.00084795i,0.0016405+0.0029056i,0.0012131+0.0028919i,-0.00097126+0.00016293i,-0.0022284-0.001637i,-0.0015743-0.002752i,3.5178e-06-0.0029356i
0.01465+0.014307i,0.01976+0.019605i,0.021967+0.0099545i,0.02184-0.0057949i,0.014257-0.012641i,0.0032656-0.0076322i,-0.0034442-6.7387e-05i,-0.0069322+0.0025365i,-0.0049489+0.0026418i,0.0018358+0.0014279i,0.0064383+0.00051775i,0.0057033+0.00084429i,-0.00058341+0.00060954i,-0.0057667-0.00090375i,-0.0068008-0.0019617i,-0.0059036-0.00063789i,-0.0026909+0.0010289i,0.00099792+0.00016416i,0.0027875-0.00031337i,0.0014458+0.0015029i,-0.00033733+0.0019339i,-0.00089479+0.0006163i,-0.00039709-0.00083912i
-0.0076799-0.0031348i,-0.0060343-0.013683i,-0.003291-0.019673i,-0.0096654-0.01526i,-0.013971-0.0049197i,-0.0081938+0.0027383i,-0.0048727+0.0033835i,-0.0067865+0.0029962i,-0.006051+0.0040417i,-0.0037288+0.0015101i,-0.0046198-0.0031313i,-0.0069763-0.0049631i,-0.0066104-0.0038044i,-0.0047949-0.0025105i,-0.0044706-0.0012804i,-0.0028998-1.4472e-05i,-0.00056385-0.00030522i,-0.0010881-0.0012493i,-0.0017996-0.00020646i,-0.00088037+0.0013097i,6.223e-05+0.0017032i,0.00029179+0.0023126i,-0.00068038+0.0019338i
-0.00051188-0.012322i,-0.0033373-0.013519i,-0.014539-0.011356i,-0.016709-0.0015874i,-0.0041177+0.010186i,0.0042987+0.008436i,0.00078931+0.00042214i,-0.0028434-0.0032915i,-0.0019595-0.0041359i,-0.0010869-0.0042041i,-0.0008047-0.002675i,-0.00017568+0.0021046i,0.0018462+0.0079777i,0.0034933+0.010411i,0.0027937+0.0090432i,0.00081973+0.0059209i,-0.0006754+0.002789i,-0.00162+0.0011905i,-0.0013802+0.00062006i,0.00062878+0.00039386i,0.0014694+0.00069863i,0.00082744+0.00029574i,0.00024687+0.00028053i
-0.0042262+0.0089098i,-0.0106+0.014109i,-0.011178+0.022386i,-0.0010068+0.028323i,0.010863+0.022052i,0.013808+0.0088423i,0.011745+9.0548e-05i,0.010054-0.0029377i,0.005502-0.0037209i,4.1997e-06-0.0026202i,-0.0031184-0.0018387i,-0.0038056-0.0031727i,-0.0014111-0.0048973i,0.0022372-0.0051259i,0.0049534-0.00383i,0.0053095-0.0024054i,0.0029023-0.0017047i,0.0016626-0.00076602i,0.0019096-0.0002194i,0.0011155-0.0014758i,0.00026951-0.0015185i,-6.9245e-05-0.00043753i,-0.00043184-0.00010691i
-0.0033114+0.0016462i,0.0017866+0.0049713i,0.013825+0.010441i,0.02464+0.0041295i,0.025655-0.00801i,0.015898-0.012927i,0.0079054-0.01173i,0.0055541-0.010937i,0.003553-0.0092766i,0.002354-0.0037664i,0.0044816+0.00026374i,0.0064768+0.0014675i,0.0052002-0.00012357i,0.0028553-0.002611i,0.00071356-0.0029931i,0.00027967-0.0020123i,0.0009108+0.00013406i,0.0012397+0.00079333i,0.00069818-0.0001029i,-0.00096689+3.0601e-05i,-0.0018303+0.00012962i,-0.0018527+4.9901e-05i,-0.0016233+0.00011356i
0.011828+0.0039465i,0.019398+0.0051261i,0.025768-0.0037796i,0.022283-0.016668i,0.0087553-0.020762i,0.00056583-0.01266i,0.0033859-0.0049894i,0.0062093-0.0026092i,0.0044922-0.00095445i,0.0016418-0.00028627i,-0.00012982-0.0013996i,-0.0020098-0.0041301i,-0.0051238-0.0060181i,-0.0062085-0.0045099i,-0.0048971-0.003327i,-0.0032448-0.0031505i,-0.0024252-0.0031329i,-0.0022379-0.0030127i,-0.002113-0.0023941i,-0.0014757-0.0011225i,-0.00080176-0.00038994i,-0.0009025-0.00022236i,-0.0010404-0.00013947i
-0.0064991-0.0020347i,-0.010255-0.011556i,-0.011628-0.021146i,-0.016474-0.021144i,-0.018358-0.010765i,-0.010374+0.001103i,-0.0037195+0.0058189i,-0.0018403+0.00809i,0.0013399+0.0088102i,0.0042512+0.005436i,0.0052576+0.0025413i,0.0045888+0.0019882i,0.0020433+0.0025197i,-0.00012699+0.0025944i,-0.0013301+0.001628i,-0.0016678+0.00090486i,-0.00054194+0.00031541i,0.00015798+0.00087962i,0.00063041+0.0012862i,0.0018788+0.00043621i,0.0024246+0.00058539i,0.0015084+0.00078832i,0.00041476+0.00053937i
0.0010643-0.0097951i,-0.0035313-0.011208i,-0.016538-0.0045466i,-0.022566+0.0093714i,-0.012871+0.018411i,-0.0019941+0.014685i,-0.0011633+0.0088235i,-0.0031682+0.0095024i,-0.0013333+0.0089196i,-0.00046417+0.0047282i,-0.0031758+0.0020363i,-0.0043441+0.0022708i,-0.001484+0.0036877i,0.0018073+0.0031356i,0.0021368+0.0016236i,0.00040431+0.00030639i,-0.0016615-0.00057523i,-0.0028976-0.0010601i,-0.0016162-0.0012361i,-0.00076314-0.00072196i,-0.0019253-0.00071071i,-0.0019826-0.0013615i,-0.0016472-0.0015333i
-0.0042657+0.010804i,-0.010175+0.020055i,-0.008963+0.030013i,0.0053096+0.033999i,0.018957+0.025987i,0.017417+0.01284i,0.0069433+0.0065663i,0.0012321+0.0052564i,0.0013556+0.0032737i,0.0019914+0.0010593i,0.0024052+0.00012316i,0.003024+0.00071162i,0.0035555+0.0006417i,0.0039895-0.0012601i,0.0043183-0.0018586i,0.0043856-0.001039i,0.0040017-0.00036562i,0.0029509-0.00063892i,0.0024973-0.0014237i,0.0016822-0.0016703i,0.00075315-0.0007514i,-3.4661e-05-0.00032558i,5.2402e-05+1.0974e-05i
-0.0019537+0.0062824i,0.0053842+0.00903i,0.021099+0.01391i,0.03413+0.0083826i,0.033594-0.0053052i,0.019747-0.010568i,0.0063832-0.0076829i,1.7335e-05-0.0066661i,-0.0047293-0.005182i,-0.0073384-0.0012644i,-0.0070698+0.00054602i,-0.0052321-0.00023974i,-0.0025855-0.0024516i,-0.0012644-0.0025726i,0.00016572-0.00025131i,0.0023327+0.0011625i,0.0027857+0.00053455i,0.0010916-0.00078658i,-0.00096263-0.00038182i,-0.00087472+0.00050035i,-0.00048329+0.0012591i,-0.00062376+0.0017689i,-0.00043236+0.0013214i
0.0049119-0.0033288i,0.013302-0.0053288i,0.020255-0.015447i,0.019061-0.027498i,0.010188-0.029003i,0.0023474-0.018989i,-7.9566e-05-0.011718i,-0.0031565-0.011637i,-0.0070973-0.0090827i,-0.0063733-0.0041981i,-0.0023174-0.0023553i,0.00018007-0.0025366i,0.00046658-0.00097441i,0.00074776+0.001238i,0.0017635+0.0011688i,0.0020513+0.00035201i,0.0017825-0.00013704i,0.0021197-0.00022052i,0.003179-5.3195e-05i,0.0028382-0.00041397i,0.0014101-0.0010177i,0.00074064-0.0010274i,0.0011622-0.001013i
-0.00049043-0.0059223i,-0.0049701-0.014368i,-0.012674-0.024276i,-0.023495-0.02612i,-0.026527-0.016594i,-0.016936-0.0069261i,-0.0066909-0.0047797i,-0.0031738-0.0042815i,-0.0020457-0.00091283i,0.0003203+0.0014272i,0.0011101+0.0012326i,-0.0016194+0.00049178i,-0.0043768+0.00098817i,-0.003442+0.0022181i,-0.0019024+0.0026854i,-0.0022422+0.0025959i,-0.0025531+0.00072733i,-0.0012419-0.001459i,0.00052205-0.001808i,0.00079088-0.00069662i,-0.00010889-0.00036874i,-0.00046647-0.00081352i,-0.00014357-0.00025959i
-0.0012875+0.0021364i,-0.0087191+0.002187i,-0.020497+0.0067715i,-0.025826+0.015812i,-0.016993+0.02203i,-0.0045032+0.016093i,-0.00025904+0.0064209i,0.00051581+0.0034006i,0.0034097+0.0016i,0.0051849-0.0024258i,0.0050296-0.0042117i,0.0028834-0.0032884i,0.0011218-0.0019495i,0.00060072-0.0019405i,-0.00086975-0.0025884i,-0.0018275-0.00092145i,-0.0013579+0.0020731i,-0.00085745+0.0035062i,-0.0012319+0.0029351i,-0.0014213+0.0011937i,-0.00079792+0.00091735i,-0.00061564+0.0015099i,-0.00066076+0.0013431i
-0.00062253+0.0069487i,-0.0040839+0.015035i,-0.0028222+0.026716i,0.0057973+0.033672i,0.014811+0.028212i,0.014484+0.016452i,0.0097136+0.0091123i,0.0082652+0.0061358i,0.007506+0.0014251i,0.0045562-0.0026329i,0.00089637-0.0017999i,-0.0012705+0.0014062i,-0.0023809+0.0021898i,-0.002934+0.00064884i,-0.0039847+0.0003491i,-0.0033516+0.00064056i,-0.0020229+7.4259e-05i,-0.0021891-0.00025721i,-0.0032488+0.00024704i,-0.0033858+0.0012308i,-0.002214+0.0019139i,-0.0014704+0.0012706i,-0.00054237+0.00045452i
-0.00031295-0.0069252i,0.0047306-0.0020873i,0.017971+0.0045549i,0.034631+0.0053209i,0.037591-1.2045e-05i,0.025038-0.0029017i,0.012512-0.001884i,0.005733-0.002018i,0.00020516-0.0032962i,-0.0025522-0.001736i,-0.0010044-0.0001084i,0.0013211-0.00056065i,0.0031406-0.0023677i,0.0030408-0.0030423i,0.0021199-0.0018842i,0.002261-0.0013403i,0.0019703-0.00075125i,0.001873-1.1258e-06i,0.0020492+0.0010321i,0.0019981+0.0020532i,0.0019619+0.0019738i,0.0015084+0.0012944i,0.00095499-6.6031e-05i
0.0073932-0.0021547i,0.015959-0.0079826i,0.023061-0.019265i,0.022764-0.031017i,0.014085-0.0321i,0.0060642-0.020949i,0.0023401-0.010387i,-0.0018589-0.0066756i,-0.0059096-0.0038388i,-0.0056282+0.001493i,-0.0028091+0.0042788i,-0.0008692+0.0032936i,0.00020887+0.0018917i,0.002154+0.0018013i,0.0033841+0.0021886i,0.0022753+0.00059873i,3.2833e-05-0.0024741i,-0.00097305-0.0033718i,-0.00044199-0.0019624i,-6.4915e-05-0.0010554i,-0.00020904-0.0010435i,0.00045163-0.00049994i,0.00068321-0.00020077i
-0.0065527-0.0039281i,-0.0086718-0.010543i,-0.013399-0.020133i,-0.020614-0.025287i,-0.023435-0.020976i,-0.016719-0.01212i,-0.0075164-0.0060528i,-0.0047914-0.0017653i,-0.0036721+0.0027452i,-0.00017807+0.003916i,0.001625+0.00080768i,0.0013115-0.0023801i,0.0011833-0.0038158i,0.0026484-0.0031736i,0.00464-0.0032326i,0.0037265-0.0028093i,0.0010456-0.00066208i,-0.0003875+0.00025221i,-0.00013338-0.0012422i,0.00094455-0.0030229i,0.0015172-0.0018i,0.0012209-0.00036686i,0.00040156+0.00023361i
-0.00067769-0.0004736i,-0.0083823+0.0011168i,-0.022711+0.0055857i,-0.032877+0.013648i,-0.028378+0.018625i,-0.015215+0.013926i,-0.0052953+0.0060247i,-8.4137e-05+0.0030001i,0.0028041+0.002497i,0.0026803+0.00041221i,0.00033985-0.00085967i,-0.0022421+0.00020545i,-0.0036883+0.0012661i,-0.0031747+0.0013981i,-0.0025086+0.0015132i,-0.002301+0.0015673i,-0.0014359+0.0017031i,-0.00068462+0.00080113i,-0.00071568-0.00070531i,-0.0007978-0.0012858i,-0.00053779-0.00096645i,-0.00045927-0.0014843i,-0.00064975-0.0016454i
-0.0014687+0.0074805i,-0.0052234+0.017228i,-0.0065339+0.031576i,0.00047345+0.042338i,0.0099439+0.039171i,0.012545+0.023461i,0.0099428+0.0098674i,0.0086891+0.0042989i,0.0078758+0.00096007i,0.0035543-0.0027782i,-0.00094-0.0041562i,-0.0011289-0.0018634i,0.00014506+0.00057599i,-0.00040678-0.00029431i,-0.0020834-0.00043487i,-0.0021441+0.0012831i,-0.00057437+0.001326i,0.00043052+0.00033381i,0.0002293+0.00096837i,0.00055941+0.001737i,-0.00010865+0.001316i,-0.001244+0.00033211i,-0.0016618+0.00046916i
0.0005181-0.0020829i,0.0074064+0.00094194i,0.023371+0.0087319i,0.03855+0.011113i,0.040433+0.0054537i,0.027566+0.0010721i,0.012585+0.0013442i,0.0052218+0.0017651i,0.001644+0.00020639i,-0.0012199-0.00059399i,-0.0016253+0.0011151i,-0.00045947+0.0029866i,-0.00058177+0.0038146i,-0.0014298+0.0050816i,-0.0012612+0.005747i,-0.0001749+0.0039576i,-0.00028258+0.0010777i,-0.00014351-0.00017673i,0.00012366+0.00078625i,0.0007297+0.00066728i,0.00097218-0.00020911i,-0.00069081-5.0901e-05i,-0.0019245+0.00057461i
0.0053205-0.0021632i,0.012089-0.0089498i,0.020154-0.019974i,0.025145-0.029214i,0.021537-0.029666i,0.011016-0.020316i,0.0020633-0.0093329i,-0.0033756-0.00242i,-0.006058+0.00097703i,-0.0050484+0.0023852i,-0.0018228+0.00089837i,0.0015708-0.0025156i,0.0042139-0.0034515i,0.0053074-0.0028476i,0.0048133-0.0018918i,0.0027499-0.0011042i,-5.3217e-05-0.0013322i,-0.0015299-0.00092685i,-0.00034345+7.3821e-05i,0.0015152+0.00077748i,0.0017544+0.0014883i,0.0010721+0.0015129i,0.00023351+0.00081443i
-0.004556+0.00126i,-0.0068656-0.0035958i,-0.0099252-0.015085i,-0.014784-0.027492i,-0.016047-0.028132i,-0.011606-0.017841i,-0.008208-0.0077536i,-0.0082456-0.0011963i,-0.007376+0.0041435i,-0.001454+0.0056929i,0.002802+0.0032419i,0.0019111+0.0015503i,-0.00015235+0.00045523i,-2.7103e-05-0.0016236i,0.00093433-0.0027978i,-7.68e-05-0.002657i,-0.00085626-0.0014778i,-0.00034988+0.00058864i,0.00040325+0.0011186i,-3.875e-05+0.00036305i,-9.1855e-05-0.00057396i,0.00079112-0.001045i,0.0011842-0.00082155i
-0.0022508-0.002955i,-0.0096502-0.0022097i,-0.022324+0.00088859i,-0.033061+0.0060642i,-0.031299+0.0087585i,-0.019357+0.0061026i,-0.0086529+0.0013634i,-0.0046168-0.0008622i,-0.0024666+0.00079213i,-0.00023461+0.0013082i,-0.00093221-0.0012819i,-0.0027215-0.0032407i,-0.0031939-0.0026691i,-0.0028991-0.0029647i,-0.0022993-0.0035534i,-0.001287-0.0024052i,0.0005595-0.0010426i,0.0015849-7.6036e-05i,0.00064145+0.00042809i,-0.00035492-0.00047537i,-0.00031251-0.0010111i,-0.00066937-0.0012084i,-0.0012641-0.0022169i
0.00085743+0.0043963i,0.00082761+0.013098i,-0.0016448+0.026375i,-0.0020852+0.036977i,0.0018601+0.035569i,0.0048176+0.021754i,0.0044971+0.0069557i,0.0038546-0.0011843i,0.0027209-0.0049625i,0.00091581-0.0051699i,-0.00023701-0.0019631i,-0.00083354+0.00073215i,-0.0017036+0.0030525i,-0.0026257+0.0042284i,-0.0026717+0.003706i,-0.0019919+0.0030133i,-0.00043225+0.0018278i,0.00059144+0.00021922i,-0.00030816-0.0013939i,-0.0013191-0.0014113i,-0.0021173+8.2996e-05i,-0.0020695+0.00054447i,-0.001102+0.00044027i
-0.0005218+0.0015231i,0.0049673+0.0044069i,0.017182+0.011395i,0.030128+0.017323i,0.033917+0.016422i,0.02614+0.0096743i,0.016812+0.0024711i,0.011049-0.0027513i,0.005918-0.0057025i,0.00058352-0.0043217i,-0.00099031-0.00073784i,0.00098565-7.8183e-05i,0.002317-0.00076257i,0.0015071+0.00014007i,0.0011118+0.0016027i,0.0017765+0.0018098i,0.0015783+2.2356e-05i,0.00058367-0.0017191i,-0.00050897-0.0013965i,-0.00075514+0.00064962i,-0.00016208+0.0019591i,0.0002283+0.0022791i,0.00038434+0.0017888i
0.0031057-0.0047058i,0.0098167-0.009024i,0.020914-0.016365i,0.030943-0.02365i,0.031388-0.023354i,0.022021-0.015548i,0.011995-0.0082423i,0.0061468-0.004932i,0.0014625-0.0034449i,-0.00099601-0.00018092i,0.00033457+0.0021623i,0.0021646+0.0014215i,0.0019861-0.00045246i,0.0016028-0.0012312i,0.0010395-0.00088893i,4.8773e-05-0.0006058i,-0.00048257+0.00042439i,-0.0006428+0.0027156i,-0.00084885+0.0033218i,1.4259e-05+0.0021304i,0.00084426+0.0013245i,0.0013386+0.00061893i,0.0013071+0.00038588i
-0.0026117-0.002098i,-0.0084909-0.0086977i,-0.014276-0.021175i,-0.015632-0.031037i,-0.012224-0.031354i,-0.0070694-0.019728i,-0.0037277-0.0064846i,-0.0014757+0.0014261i,0.00014126+0.0048046i,0.0010387+0.0045253i,0.0013908+0.0016103i,0.0009301-0.0021138i,0.0017942-0.0041752i,0.0028211-0.0049061i,0.0013111-0.0048093i,-0.00020831-0.0031717i,-0.00010918-0.0010263i,0.00077412+0.0007048i,0.0017991+0.0010762i,0.0017215+0.0004436i,0.0014929+0.0001635i,0.0010964+7.8731e-05i,0.00070738-0.00050953i
-0.0045169+0.0015474i,-0.0089482+0.0024619i,-0.016798+0.0047241i,-0.025026+0.0040216i,-0.02692-0.00029132i,-0.020597-0.00076189i,-0.012502+0.0028429i,-0.0072374+0.0067302i,-0.0026771+0.0082933i,0.00077707+0.004929i,0.0005126+0.0013828i,-0.001766+0.0013688i,-0.0022778+0.0017394i,-0.0019448+0.0012557i,-0.0025101+0.0003472i,-0.0025994+0.00039831i,-0.0017601+0.00079652i,-0.00051245+0.00012013i,0.00012131-0.0013124i,0.00027036-0.0019139i,-5.5275e-05-0.0013096i,-0.00010303-0.00047249i,-0.00035573-0.00023051i
0.0056694+0.00079655i,0.0048245+0.0066332i,-0.00041863+0.016385i,-0.0055808+0.024618i,-0.0081552+0.025007i,-0.0060452+0.018174i,-0.0022828+0.010628i,-0.00042941+0.0061875i,8.8687e-06+0.003476i,-0.00094825+0.0001343i,-0.0028063-0.0018306i,-0.0029261-0.0011474i,-0.0019554+0.001576i,-0.00025466+0.0025839i,0.001192+0.001092i,0.0013173+0.0001586i,0.0010973-0.0018105i,-0.00013887-0.0034477i,-0.0014842-0.0028667i,-0.0018387-0.0015088i,-0.0011543-0.00041123i,-0.00043837-0.00073751i,-0.00010939-0.00095982i
0.0030288+0.00088883i,0.0066577+0.0050555i,0.012653+0.011215i,0.019697+0.019062i,0.021714+0.022504i,0.017029+0.016349i,0.010163+0.0059941i,0.003931-0.0014798i,-0.00056577-0.0042164i,-0.0027431-0.0026591i,-0.00185-0.00015436i,0.00017818+0.0017851i,0.0013312+0.003541i,0.0021864+0.0045872i,0.0030675+0.0041419i,0.0031315+0.0022759i,0.0012356+0.00033093i,-0.00063169-0.00029177i,-0.0011812+0.00023252i,-0.00086717-0.00060327i,-0.00046428-0.00081847i,-0.00047916+0.00046774i,-0.00050302+0.0012686i
-0.0040656-0.00011935i,-0.0018065-0.0051566i,0.0078909-0.01021i,0.022068-0.01171i,0.030066-0.011259i,0.024953-0.0092876i,0.012172-0.0078724i,0.0016478-0.0077405i,-0.0033772-0.0065218i,-0.0035991-0.0038798i,-0.0020519-0.0027297i,-0.0010365-0.0036463i,-0.0002298-0.0039928i,0.0012329-0.0032239i,0.0018797-0.0020584i,0.0012685-0.0010727i,0.0015077-0.00039137i,0.0024536-0.00051768i,0.0021491+3.2321e-05i,0.0017854+0.00083472i,0.0017976+0.0010138i,0.00065035+0.00099627i,-0.00060369+0.00038252i
-0.00037899-0.0055392i,-0.00078498-0.0089364i,-0.002021-0.014627i,0.00045129-0.021418i,0.0048056-0.024496i,0.0047295-0.020755i,8.165e-05-0.013645i,-0.0031315-0.0079401i,-0.0027203-0.0040202i,0.00051721-0.00087336i,0.0029186-0.00063028i,0.0025621-0.0014629i,0.00054111-0.00066473i,-0.0010037-5.2488e-05i,-0.0018014+0.0004101i,-0.0017833+0.0014847i,-0.00072917+0.00095877i,0.00054948+0.00041812i,0.0020154+0.00092746i,0.002533+0.00092416i,0.0012676+0.00040491i,-1.2407e-07-0.00028548i,-0.00012375-0.00044964i
0.003543+0.0017857i,0.00045066+0.0034882i,-0.007839-0.00024489i,-0.017896-0.0064245i,-0.020869-0.010328i,-0.016693-0.0077359i,-0.01033-0.0010913i,-0.0046109+0.0027146i,-0.00027448+0.0039752i,0.0017631+0.0023126i,0.00099889-1.3863e-06i,-0.00060266-0.00063011i,-0.0012844-0.00084005i,-0.001645+7.2399e-05i,-0.0019082+0.0013735i,-0.0010104+0.0017654i,0.00067882+0.00072953i,0.0014183-0.00087835i,0.0012174-0.001142i,0.00019384-0.00073727i,0.00032219-0.0002524i,0.00074075+0.00044877i,0.00043809+0.00061746i
0.0021646+0.0033906i,0.0021571+0.0084183i,-0.0010881+0.01363i,-0.0087808+0.015864i,-0.014809+0.015516i,-0.010294+0.013832i,-0.0014616+0.0099522i,0.0025138+0.0069022i,0.0034534+0.0042152i,0.0023531+0.0016284i,0.00053996+0.00092242i,0.00063967+0.001585i,0.00098796+0.0024129i,0.00038285+0.0023263i,0.00016111+0.001439i,-0.00015228+0.00040116i,-0.0011705-0.00035574i,-0.001985-0.0010201i,-0.0017169-0.00094538i,-0.0008625-0.000297i,0.00012488-0.00044889i,-0.00015079+0.0001423i,-0.0015713+3.0613e-05i
-0.0047333-0.0025296i,-0.0048284-0.0015848i,-0.00088195+0.0053104i,0.0049527+0.016455i,0.0086648+0.022274i,0.010414+0.017615i,0.0099765+0.0086457i,0.0080044+0.0024657i,0.005362+0.00015544i,0.0021452+0.001228i,0.00046407+0.0021691i,0.0018244+0.00049901i,0.0030969-0.0014094i,0.0033474-0.0019648i,0.0028704-0.0025825i,0.00156-0.0029473i,0.00063169-0.0015768i,0.00057081+0.00044086i,-0.00039614+0.0014821i,-0.00091411+0.0012161i,-0.00063957+0.00073133i,-0.00035112+0.00055362i,-2.3435e-05+0.00045124i
0.0042857-0.006875i,0.0067734-0.010504i,0.010912-0.01147i,0.016898-0.0064467i,0.021447-0.00015207i,0.017703+0.00097933i,0.0097055-0.0025784i,0.0025007-0.0046i,-0.0027709-0.0033192i,-0.0041642-0.00052277i,-0.0022067+0.0012489i,-0.00090156+0.0019996i,-0.00063294+0.0021772i,0.00021923+0.0012048i,-0.00024543+0.00014184i,-0.00066723-0.00060129i,-0.0003168-0.001279i,-0.00029956-0.0011174i,0.00031293+0.00037581i,0.00058048+0.00091546i,0.00076933+0.00062198i,-0.00010293+0.00070212i,-0.0012506+0.00074692i
-0.00098924+0.0033626i,-0.0014026+0.0024284i,0.0022798-0.0030167i,0.0092647-0.011578i,0.014588-0.017026i,0.011469-0.015721i,0.0026777-0.010589i,-0.0025104-0.0066898i,-0.003877-0.0042382i,-0.0024747-0.0015309i,-0.0011566-0.00095017i,-0.001802-0.0025642i,-0.0016406-0.0023014i,-0.0010912-0.0014764i,-0.001369-0.00091726i,-0.00091961-0.00064726i,0.00014001-0.00071007i,0.00072326-0.00058995i,0.001294-0.0002491i,0.0017857-0.00060578i,0.0016879-0.0008054i,0.00083509-5.0577e-05i,-1.1947e-05-1.6062e-05i
0.00090195+0.0023771i,0.0010569+0.0039387i,0.0014161+0.00079505i,-0.0023598-0.0089699i,-0.007126-0.016623i,-0.0084842-0.012956i,-0.0069029-0.0039361i,-0.0053392+0.0016714i,-0.0030398+0.0030466i,-0.00052643+0.002221i,-8.524e-05+0.00055972i,-0.00044673+0.0007844i,-0.00065419+0.0021135i,-0.0016681+0.0028537i,-0.00079963+0.002218i,0.0009833+0.0013175i,0.00050517+0.0010625i,-0.00017829-0.00015315i,0.00025599-0.00094526i,0.001167-0.0014099i,0.00098118-0.0013436i,0.0006531+6.699e-05i,0.00036281+0.00081389i
0.0041221-0.0030264i,0.0015834-0.0020283i,-0.0055178+0.00078748i,-0.012589+0.0023986i,-0.01542+0.0030463i,-0.01267+0.0043304i,-0.0064748+0.0067128i,-0.0019765+0.0061403i,-8.8527e-05+0.0035379i,0.00051725+0.001309i,-0.00078391-0.00022791i,-0.00088388-0.00069387i,0.00066621-0.0013998i,0.00032055-0.001684i,0.0005311-0.00031036i,0.0018216+0.00052403i,0.0015219-0.00026059i,0.00094652-0.00063104i,0.00017647-0.00075945i,-0.0006516-0.0010574i,-0.0010285-0.00079276i,-0.00025144+0.00010878i,0.00067271+0.00027052i
-0.0018725+0.0073968i,-0.0016792+0.0080304i,0.00018512+0.0087073i,0.00099437+0.012105i,0.0004314+0.015987i,0.00098291+0.013782i,0.0033909+0.0072975i,0.0053866+0.0015393i,0.0056505-0.0017573i,0.0044117-0.002282i,0.0027899-0.0016207i,0.0019505-0.0002545i,0.0016032+0.00096289i,0.00025235+0.00099097i,-0.0010067-0.00020392i,-0.00016535-0.00095492i,0.00072499-0.0010485i,5.205e-05-0.00030067i,-8.4333e-05+0.00035675i,0.00031913+0.00043836i,0.00040034+0.00018831i,0.00063618-0.00098137i,0.00019627-0.0015515i
