-0.0091061-0.00030831i,-0.0087399+0.00040487i,-0.007846+0.003519i,-0.0043326+0.0044713i,0.00036293+0.0031251i,0.0017434+0.00071105i,0.00081766+2.8005e-05i,0.0011315+0.0011434i,0.0014983+0.0014054i,0.0021742+0.0008711i,0.0023379+0.00061881i,0.0018548-7.3044e-05i,0.001048-0.00075322i,0.00065773-0.00080644i,0.00025132-0.00071752i,-0.00046493-0.00060591i,-0.0001436+0.00016586i,0.00044826+0.00084038i,-4.9839e-05+0.0014523i,-0.0004995+0.0010728i,-0.00044758-0.00019481i,-0.00041261-0.00028903i,0.00020304+0.0007396i
-0.0021346+0.0015619i,-0.0020357+0.0011598i,-0.0024233-0.00012126i,-0.0027557-0.00029123i,-0.002415+0.00049748i,-0.0012692+0.00020743i,-0.00014119-0.00029938i,0.00016698+8.2015e-05i,-0.00059285+0.00050465i,-0.0012483+0.00041229i,-0.0011121+0.00011427i,-0.00093069+0.00018117i,-0.0010426+0.00025406i,-0.00049576+1.7839e-05i,0.0003952+9.4459e-05i,0.00055077-0.00040558i,0.00066289-0.00079837i,0.00017119-9.9956e-05i,-0.00081442-7.0406e-05i,-0.00044873-0.00018742i,-0.00032961+0.00047764i,-0.00028842+0.00059015i,-9.9622e-07+0.00087216i
-0.0019825-0.00027243i,-0.00095248+0.00051702i,0.00061348+0.00018416i,0.00072777-0.00012088i,-0.00059391-0.00046113i,-0.0012096-0.00098329i,3.8481e-05+7.5554e-06i,0.00052438+0.0008886i,0.00015068+0.00030215i,-4.0313e-05+0.00015514i,0.00037626+0.00062558i,0.00021334+0.00097976i,-0.00019185+0.0010974i,0.00021421+0.00076312i,0.00078986+0.00015307i,0.00047336-0.000182i,0.00027258+7.4365e-06i,0.00069663+0.00037827i,3.1298e-05+0.00071256i,-0.00035279+0.00083675i,-0.00037035+0.00078433i,0.00032578+0.00054288i,0.0012853+0.00038189i
0.0041794+0.00021579i,0.0038444+0.00065645i,0.002789-0.00071278i,0.0012733-0.0018286i,-0.0008441-0.00096551i,-0.0016078-0.00033818i,-0.00034879-0.00023352i,0.0003009-0.00032331i,0.00013377-9.9742e-05i,-0.00018103+0.00027139i,-0.00062026+0.00099597i,-0.00025765+0.001177i,-6.264e-05+0.00092461i,-0.00068078+0.00067334i,-0.00045228+0.0004123i,-0.00061919+0.00038504i,-0.00060561-1.9668e-05i,-0.00018664-0.00047017i,0.00029037-0.00033465i,0.00031323+0.0005988i,-0.0001937+0.00098034i,0.00015749+0.0012423i,0.00049613+0.00076392i
-0.001303-0.00015293i,-0.00043407-0.00060124i,0.00032937-0.00094518i,-0.00066345-0.00061169i,-0.0014647+0.00018718i,-0.0010222+2.0711e-05i,0.00077077-0.00032597i,0.0016576+1.9943e-06i,0.00089912+5.92e-05i,-0.00013235+0.00015192i,-0.0008725+0.00030639i,5.5928e-06+0.00038296i,0.00053983+0.00025895i,0.00039283+0.00068157i,0.00047332+0.00058565i,7.4946e-05-0.00029798i,-0.00081959-0.00059322i,-5.3488e-05-0.00012012i,0.00074691+0.00010186i,5.3383e-05-0.00022147i,-0.00085005-0.00062402i,-0.001477-0.0012435i,-0.0013255-0.0011045i
0.00044499-0.00076393i,-0.00087994-0.00086281i,-0.0010896-0.00098428i,-0.00029257-0.0007769i,-0.00016676-0.0010479i,-0.00041079-0.00060057i,0.00010521-2.5271e-05i,0.00014847-0.00075788i,7.1681e-05-0.0011016i,0.00081956-0.00023078i,0.00064624-6.3552e-05i,0.00051425+3.2567e-05i,0.00084274+0.00019209i,0.00052096+0.00041901i,0.00063709+3.6806e-06i,0.00070078-0.00062825i,1.2001e-05-0.00020394i,-0.0001823-1.6025e-06i,0.00026454-0.00030777i,0.00048797-0.00013727i,-0.00015274+1.9712e-06i,-0.00034884-0.00034687i,-0.0002731+0.00011092i
0.00025936-0.00015441i,0.00016743-0.00079774i,-0.00068559-0.0010437i,-0.0013398-0.0013398i,-0.00079332-0.001526i,-0.00021541-0.00084273i,-0.00012445+0.00041745i,5.1484e-05+0.00016069i,0.00014207-0.00023359i,3.3505e-05+8.3794e-05i,0.00028903+0.00067828i,0.0006237+0.00070181i,0.00064837+0.00027072i,0.00054815-9.1351e-05i,0.00067302-0.00012573i,0.00011721-0.00059671i,-0.00023224-0.00098217i,2.5291e-05-0.00010314i,-2.5311e-05+0.00033309i,0.00016109+3.283e-05i,0.00053097+0.00046142i,-0.00053902-0.00015185i,-0.0011913-0.0010419i
0.00054429+0.00090826i,0.00055829+0.002509i,0.00061979+0.002384i,-0.00027446+0.0011328i,-0.00076147-0.00051851i,-0.00063775-0.001179i,-0.0006021-0.00090058i,-0.00018468-0.0011044i,0.00045594-0.0010471i,0.00083343-0.00053962i,0.0001014-0.00036547i,-0.00026693-0.00038718i,-0.00018083-0.00028217i,3.8501e-05+0.00033369i,5.1312e-05+0.00092632i,-0.00018498+0.00033943i,-0.00011123+0.00031178i,-0.00068199+0.00046617i,-0.00091308+0.00038347i,-0.00056289+0.0003046i,-0.00037611+0.00057113i,0.00055614+0.00092918i,0.0010529+0.00085719i
-0.0027721+0.00094479i,-0.0031397-0.00057559i,-0.0025948-0.0014854i,-0.0014353-0.00024586i,0.00027645-0.00014834i,0.0012986-0.0012092i,0.00074038-0.00086522i,1.7773e-05-0.00056484i,-1.9458e-05-0.00034733i,0.0001665+0.00081987i,0.00019359+0.0010907i,-0.00031978+0.00061134i,-0.00086471+0.00010794i,-0.00032227-0.00046296i,0.00020867-0.00096559i,0.0004215-0.00096078i,0.00066545-0.00019306i,0.0010601+0.00029671i,0.00083421+0.00018518i,0.00019621+0.00040751i,-0.00013668+1.1654e-05i,-6.7519e-05-0.0003155i,-0.00011262-0.00013811i
0.00071133+0.00065862i,0.00088318+0.00010328i,0.00061196-0.00067404i,-0.00042131-0.001538i,-0.0010367-0.0025178i,-0.0014855-0.0025876i,-0.00044476-0.0011349i,0.00050538-0.00027712i,0.00058874-0.00018776i,0.0013193+0.0002416i,0.0016433-0.00018207i,0.001003-0.00058755i,0.00052288-0.00038979i,-0.00010214+0.00032458i,-0.0004101+0.00078574i,3.8608e-05+0.0006312i,0.00040231+0.00041337i,-0.00029126+0.0010094i,-0.00058883+0.0012084i,0.00047459+0.00071421i,0.00089165+0.0014013i,0.00038908+0.001846i,-3.923e-05+0.0010265i
0.0035953+0.00090129i,0.0046682+0.00090127i,0.0038465-0.00051275i,0.0024039-0.0017783i,0.00028389-0.0015122i,-0.00095873-0.00040405i,-0.00070907+0.00071184i,-0.00050479+0.0010256i,-0.00065034+0.00080077i,-0.00015369+0.00063511i,9.2811e-05+0.00048701i,0.00028946+0.00043773i,0.00050597+0.00042384i,0.0003986+0.00044358i,-7.499e-05+0.00041644i,-0.00065699-4.1564e-05i,-0.0007174-0.00043366i,-0.0013211-0.00088768i,-0.001757-0.0016178i,-0.0014098-0.0015906i,-0.00040096-0.00043797i,0.00024428+0.00049156i,0.00038384+0.00071954i
-0.0014213+0.0017195i,-0.00045054+0.0017963i,0.00057588+0.00056567i,-0.00013751-0.00043065i,-0.0016758-0.00095593i,-0.0023035-0.0013667i,-0.0011527-0.0002876i,-3.8382e-05+0.00059733i,6.7527e-05+0.00049043i,-0.00037434+7.5166e-05i,0.00035691+0.00040712i,0.00050419+0.0011611i,-0.00034613+0.0011705i,-0.00046707+0.00083115i,-0.00021933+0.00028434i,-0.00020059-0.00047883i,0.00026304-0.00052955i,0.00068659-0.00018476i,0.00020352-0.00047536i,5.5639e-06-0.00089013i,-0.00033247-0.00017943i,-0.00075608+0.00017596i,-0.0003925-0.00072745i
0.0026408-0.002151i,0.0011625-0.0030758i,-0.00041943-0.0028849i,-0.00195-0.0014346i,-0.0032098-0.00028951i,-0.0023301+5.0394e-05i,-0.00050102-0.00022186i,0.00014328+1.3832e-05i,0.00089482+0.00034791i,0.0012896-4.4123e-05i,0.00071517+8.6164e-05i,0.00015966+0.00012665i,-9.9502e-05-0.00011038i,7.2023e-05+0.0002522i,-0.00060452+7.7887e-05i,-0.0016233-4.16e-05i,-0.0013639+4.0013e-05i,-4.546e-05+0.00011026i,3.1737e-05-2.5583e-05i,-0.00043942+5.8422e-05i,-0.00055909+0.00093946i,0.00015137+0.0014952i,0.00025702+0.001047i
-0.00061156+0.0022228i,-0.00075856+0.0018912i,-0.00021624+0.00086546i,-8.9635e-05-0.00057273i,-0.00048959-0.0017965i,-0.0007288-0.0011285i,-0.00010564+0.00055205i,0.0001867+0.0014721i,-0.00025914+0.0010477i,-6.952e-05+0.00055969i,0.0010333+3.8652e-05i,0.00088893-3.1564e-06i,0.0001818+0.00073154i,0.00044155-1.923e-05i,0.00077425-0.00060614i,7.5108e-05-0.00023762i,-0.00043867-0.00012595i,-0.00043583-9.662e-05i,-0.00068366+0.000157i,-0.00028614+2.8803e-05i,0.00014699-0.00020054i,0.0003099-0.00013907i,0.0001889+0.00011612i
-0.00036877+0.001033i,5.0245e-06+0.0013585i,0.0016413+0.0012255i,0.0018097+0.00040108i,0.00019359-0.0011684i,-0.0015949-0.0014549i,-0.0011224-0.00034073i,5.4866e-05-1.5953e-05i,0.00076222-8.5458e-05i,0.00042337-0.00017309i,-0.00054467-7.9383e-05i,-0.00067165+0.00055882i,0.00038131+0.00097538i,0.00038592+0.00077886i,-9.779e-05+0.00018319i,6.9217e-05-0.000252i,6.312e-05-0.00055749i,0.00078191+7.2274e-05i,0.001192+0.00099324i,0.00031959+0.0010393i,9.656e-05+0.00072966i,-0.00024599+0.00023249i,-0.00084137-0.00019692i
0.0016487+0.0019777i,0.0017389+0.0024675i,0.0021172+0.0013452i,0.0009434-0.00034342i,-0.0011633-0.0011936i,-0.0017952-0.0007013i,-0.0010456-0.00031824i,-5.7638e-05+7.0349e-05i,-0.00016464+0.00031048i,-0.00088669-0.00031456i,-0.00021107-0.00031751i,0.00011036+9.7814e-06i,0.00014393+0.00082824i,0.00075015+0.0012927i,0.0010168+0.0011971i,0.00037086+0.0008043i,-0.00019552+0.00027257i,-0.00029532-0.000127i,-0.00028594-0.00090938i,0.00019414-0.00086366i,0.000143-0.00045877i,0.00015878-0.00013185i,0.0004917+0.00031066i
0.0013979-0.00054761i,0.00072638-0.00071379i,0.0013458-0.00092849i,0.0018977-0.0017011i,0.0015084-0.0016616i,-0.00012631-0.00055482i,0.00024653+6.0951e-05i,0.00094207-0.00015431i,0.00030486-0.00031323i,0.00015302-0.00065565i,0.00021274-0.0010199i,0.00072273-0.0009951i,-7.0609e-05-3.9875e-05i,-0.00076974+0.00066654i,7.5684e-05+0.00083312i,0.00046457+0.00039729i,0.00022267-0.00028182i,-6.4005e-05-0.00065108i,-0.00010981-0.0010044i,0.00050381-0.00010581i,0.00075475+0.00038749i,-0.00027491-0.00051513i,-0.0010594-0.00078212i
-0.00027948-0.0013747i,-0.0014773-0.00034586i,-0.002266+5.7155e-05i,-0.0023469-0.00052136i,-0.0020197-0.0010029i,-0.0015096-0.00043158i,-0.00026595-0.00025642i,0.00023609-0.00045626i,0.00015984-0.00032463i,1.1469e-05-0.00041203i,-7.0961e-05-0.0010656i,4.3059e-05-0.0011712i,-0.00032416-0.00059451i,-7.629e-05-0.00038693i,0.00033379-0.00021204i,0.00047302-0.00029707i,-0.00051634-0.00021566i,-0.0014844+0.00011374i,-0.00124+0.0003017i,-0.00062845+0.0002793i,-0.00048691+0.00022614i,-1.2072e-05+0.00029864i,0.00045848-0.00021638i
0.00060147-0.0015117i,0.00034633-0.0020613i,-0.00038398-0.0019314i,-0.0012494-0.0016453i,-0.0027381-0.0010759i,-0.0031846-0.0005059i,-0.0018736-2.6055e-05i,-0.00058065-9.501e-05i,0.00038911-0.0007863i,0.00088098-0.00052766i,0.00075907-7.0177e-05i,0.0012151+0.00031956i,0.0015313+0.00082156i,0.0012953+0.00073768i,0.00075293+0.00016986i,0.00027349+0.00019322i,-0.00014825+0.00053084i,-0.00045578+0.00012776i,-8.6182e-06-0.0008702i,0.00065785-1.9357e-05i,0.00011103+0.0014825i,-0.00068722+0.0008392i,-3.2702e-05+0.00059683i
0.0015023+0.0021557i,0.0025637+0.0020595i,0.0031336+0.00066241i,0.00081917-0.00095742i,-0.0013704-0.0010797i,-0.0018621-0.00079425i,-0.0011166-0.00034567i,1.2237e-05-0.00037442i,0.00010342-0.00061808i,-0.00041425-0.0002289i,-0.00036324-0.00016737i,0.00036419-0.00013423i,0.00066527+0.00060895i,0.00047884+0.00069422i,0.00034396+0.00034029i,0.00055125+0.00015858i,0.00075406-0.00079795i,0.00067923-0.00086358i,0.00018889-0.00034298i,-0.00040136+0.00013719i,-0.00047548+0.00076945i,-0.00017473+0.00021209i,-0.0003597-0.00036299i
0.00087207-0.0003907i,0.0016229-0.00073671i,0.0027485-0.00088909i,0.0015718-0.0014364i,-0.00055028-0.0021359i,-0.0010052-0.0013071i,0.00014604+0.00014071i,0.00066264+0.0003469i,0.00074561-0.00020112i,0.00044341+9.4695e-05i,0.00051178+0.00042438i,0.00042783+0.00020502i,1.5839e-05+0.00111i,-0.00046296+0.0010415i,-0.00055664-4.6377e-05i,-4.3048e-05-0.00025301i,0.00010479-3.9503e-06i,-0.00025318+5.1742e-05i,0.00027274-0.0006683i,0.00092605-0.00094597i,0.00065098-0.00011718i,0.00061609+0.00052348i,3.3347e-05+0.00087764i
0.001126+0.00023838i,0.00030558-0.0002738i,-0.00072162+0.00029543i,-0.00086752+0.00084441i,-0.00010739+0.00010933i,-6.5965e-05-0.00016915i,-0.00055362-0.00058671i,-0.00048043-0.00065703i,-0.00018256-0.00040063i,-0.00010896+0.00049214i,4.7975e-05+0.00080696i,0.00017777+0.00024436i,-0.00027389-5.9759e-05i,-0.00020431-0.00033532i,0.0003127-9.6785e-05i,0.00029576+0.00012936i,0.00019076-0.00010903i,-0.00019229-0.00020242i,-0.00066916+0.00054358i,-0.00067552+0.00066375i,-0.00043804+0.00015982i,-0.00052739+0.00041421i,-0.00031739+0.0001056i
-0.0031838-0.0012608i,-0.0033643-0.00056302i,-0.0024394-4.2518e-05i,-0.001364-0.00027361i,-0.00093974-0.00070531i,-0.00097818-0.0012095i,-0.00029127-0.00081889i,0.00049099+6.242e-05i,3.2858e-05+0.0012365i,-0.00061839+0.0011838i,-2.1582e-05+0.00068674i,0.00098434+0.00011759i,0.00068943-7.4653e-05i,-0.00051749+6.175e-05i,-0.00065643-0.0011369i,-0.00038946-0.0015344i,-0.00037449-0.0011145i,0.00035799-0.00084678i,0.00088052-0.00022037i,0.00034566+0.0001326i,-6.6663e-05+0.00034322i,0.00067872+0.00067025i,0.0010476+0.00065149i
3.1371e-06+0.00043116i,-0.00017086+0.00021084i,-0.00065467+0.00032777i,-0.00072067+0.00013376i,-0.00058718-0.00035466i,-0.00033337-0.00035754i,0.00015577-0.0003118i,0.00068577-0.00014496i,0.00082767-3.3104e-06i,0.0010802-0.00025536i,0.00080098-0.00027624i,0.00048288-0.00045719i,0.00037814-0.00087757i,4.5426e-05-0.0004677i,-0.00070881-0.00036641i,-0.00081987-0.00035161i,-0.00069434+0.00030292i,-0.00073891+0.00055252i,-0.0010315+0.00038177i,-0.00074137-2.0228e-05i,-0.00014782+0.0002498i,-0.00048629+5.9985e-05i,-0.00039137-0.00029836i
0.00031658+0.0023038i,0.0012456+0.0023478i,0.0014989+0.0024485i,0.00059662+0.00061082i,-6.501e-05-0.00079166i,-0.0011203-0.00040788i,-0.0010035+0.00033914i,0.00059318+0.0013362i,0.00098403+0.0015311i,0.00049895+0.00096311i,0.00012286+0.00089487i,0.00010619+0.0011693i,-0.00027543+0.00094423i,-0.00055202+0.00062943i,-0.0002372+0.00048246i,0.00018889+0.00024395i,0.00060181-0.00014349i,0.00054183-0.00029402i,-0.00016995-0.00034196i,-0.00017558+6.7447e-05i,-0.00016087+7.6678e-05i,-6.5361e-05-0.00036174i,0.00071415-0.0001548i
0.0014338-0.0010777i,0.001417-0.0010469i,0.0010182-0.0010962i,-0.00076353-0.00070668i,-0.0018815-0.0012568i,-0.0013457-0.0014974i,-0.00059987-0.00075307i,-0.00029244-0.00034809i,0.00051491-0.00035782i,0.00031568-4.3227e-05i,-0.00046453-0.00011085i,-0.00037061-0.00039603i,3.1698e-05+0.00014022i,0.00065685+0.00064969i,0.0011259+0.00039001i,0.001325+0.00030769i,0.00082879+0.00033571i,3.4291e-05+0.00033945i,-0.00049437+0.00066622i,-0.00072647+0.00010328i,-0.00011223-0.00045039i,0.00015188+0.00013055i,-0.00063906+9.3766e-05i
0.0020437-0.00075921i,0.0021569-0.00047449i,0.0015795-0.002772i,-7.3193e-05-0.0035485i,-0.0015889-0.0023243i,-0.0016552-0.0012384i,0.00063933-0.00063204i,0.0013404-0.0008208i,8.2016e-05-0.00071492i,5.9333e-05-0.00011842i,2.562e-05+0.00024154i,-0.00024259+0.00041623i,-0.00021414+0.0007012i,-3.6434e-05+0.00024328i,0.00026284-0.00035044i,4.4065e-05-0.00053359i,-0.00012634-0.00048034i,0.00021994-0.00056671i,-0.0002817-0.0012627i,-0.00024759-0.00095325i,0.00027718-0.00042459i,0.0005866-0.00010064i,0.00045297-3.607e-05i
-0.0022771-0.00073832i,-0.0013848-0.00024568i,-0.0013123-7.1682e-05i,-0.0012449-0.0012356i,-0.00087609-0.0018291i,-0.0011875-0.0012432i,-0.0010243-0.00080936i,-0.00039172-0.00051492i,5.7955e-05-0.0004939i,0.0004126-0.00029981i,0.00045744-0.0001208i,-0.00042316-0.00023573i,-0.0010841-0.00058059i,-0.00032334-0.00056018i,-5.9918e-05+0.0002015i,-0.00065871+0.00033833i,-0.00040591-3.8235e-05i,-0.00043467+0.00042157i,-0.00041119+0.00095593i,-8.8144e-06+0.00067614i,0.00013295+0.00026604i,0.00015545-0.00082343i,0.00037316-0.0002964i
-0.001075-0.00075402i,-0.0011737-1.6517e-05i,-0.001127+0.0011276i,-0.00016685+0.0010873i,-0.00011154+0.00039424i,-0.00027735-0.00011031i,-0.00054093+0.00018342i,-0.00060891+0.00025014i,-0.00022798-0.00052827i,0.00031255-0.00018742i,0.00066319+0.00037615i,0.00055347+0.00050601i,0.00052986+0.00081472i,0.000743+0.00092332i,0.00058048+0.00079537i,-6.8882e-05+0.001053i,-0.00081411+0.00051786i,-0.0008715-0.00017886i,-0.00039309+0.00018453i,-0.00081229+0.001038i,-0.00066082+0.001326i,-0.00023677+0.00090413i,-0.00058487+0.0011856i
-0.0014621+0.003999i,-0.00075498+0.0029252i,0.0007364+0.0011346i,0.0013643+0.00067502i,0.0010584+0.00016219i,9.0522e-05-0.0013962i,-8.7505e-06-0.0011668i,0.00085791+0.00032532i,0.00085349+0.0013354i,0.00099739+0.00093871i,0.001105-5.1909e-05i,0.00033455-0.0004541i,3.9061e-05-0.00011987i,-0.00036928+0.00010815i,6.9812e-05-0.0002733i,0.00023188-5.5883e-05i,-0.00013604-0.00024251i,2.8423e-05+6.5428e-05i,-3.3746e-05+0.00062127i,0.00014833+0.00059697i,0.00061392+0.0005229i,0.00047785+0.00055952i,0.00029938+0.0010534i
0.00032202-0.00045218i,-0.00029904-0.0008669i,0.00051478-0.0013634i,0.00035862-0.00073071i,-0.00099698-0.00032302i,-0.0016622+7.024e-05i,-0.00090988+0.00020683i,9.8596e-05+0.00014036i,-4.1451e-05+0.00029485i,-0.00091339+0.00035816i,-0.0005007+4.5885e-05i,0.00015626+0.0001823i,0.00028471+0.0010361i,0.00044088+0.00058547i,0.001188-0.00012637i,0.0010607-0.0005955i,-1.2508e-05-0.00034507i,-0.00068339+0.00047447i,-0.00092079+0.00090912i,-0.00053183+0.001464i,0.00015016+0.00092889i,0.0011455-0.00036239i,0.00069571-0.00088438i
0.00022744-0.00016871i,-0.00091344+0.00064748i,-0.0015883+0.0017094i,-0.0016607+0.0012929i,-0.0020778+0.00013644i,-0.0014672-0.00010746i,0.00031132-1.1418e-05i,0.00084727+3.9662e-05i,-0.00016837+0.00069728i,-0.00026401+0.0014895i,0.00094075+0.0011136i,0.00076299+0.00024902i,-0.00010798+0.00033461i,-0.000106+0.00066692i,0.00073412+0.00071837i,0.00088965+0.00013738i,0.00055129-0.00034401i,0.00036834-7.3243e-05i,0.00048342+0.00039391i,0.00048463+0.00039558i,-3.1702e-05+0.00035833i,-0.00033081+0.00041085i,-0.00026357+0.00049353i
-0.00026539+0.0015323i,0.00016667+0.00087903i,0.00092835-0.00053169i,0.00011507-0.0013037i,-0.00022637-0.0014005i,-4.8683e-05-0.001803i,-0.00016561-0.0012575i,0.00071323-0.00016934i,0.0012686-8.5262e-05i,0.00083039+2.8368e-05i,0.00021891-2.3971e-05i,-0.00014197-2.6016e-05i,3.4412e-07+0.0007416i,0.00014257+0.00085243i,0.00024524-0.0004043i,0.00062381-0.00057115i,0.0008148-0.00076953i,0.00085163-0.0016123i,0.00099941-0.0014416i,0.00071969-0.00049178i,0.00061579+0.00029497i,0.00031801+0.00047596i,0.00013509+0.00042077i
0.0013935-0.001489i,0.00082911-0.0021546i,0.00029038-0.0013757i,-0.00066704-0.0016932i,-0.001783-0.0022214i,-0.00129-0.0011401i,-0.00038095-0.00028658i,0.00074872-1.8169e-05i,0.0011345+0.00044587i,0.00038763+0.000676i,-0.00024569+0.00055699i,-0.00057485-5.5539e-05i,-0.00054772-0.0003763i,-0.00017746-0.00017376i,-0.00026641+0.00039648i,1.0832e-05+0.00030173i,-0.00012968+5.2729e-05i,-0.00019087+0.00010156i,-0.00015213+0.00030407i,-1.7023e-05+0.00031008i,-8.7802e-05-7.575e-06i,-0.00083104+0.00024185i,-0.0010685+0.00027136i
0.00321+0.0011609i,0.0033541+0.0013555i,0.0030068-3.6757e-05i,0.0014727-0.0020863i,-0.00058457-0.0028867i,-0.0017676-0.0019246i,-0.001193-0.00099944i,7.2458e-05-0.00054389i,0.00040834+0.00019486i,-0.00037131+0.00025799i,-0.0012172-0.00073894i,-0.0010568-0.00075413i,-0.00081697+0.00026915i,-0.00061885+0.00042308i,-0.00036333+0.00045551i,2.5634e-05+0.00077463i,6.9301e-05+0.00056899i,-0.00032503-0.00013288i,-0.00017008-0.00040461i,0.00054948+0.00065847i,0.00073719+0.00096819i,-0.00042966+0.0001492i,-0.0010769+9.0141e-05i
-0.0026362+0.0027388i,-0.002101+0.0037483i,-0.00051778+0.0044101i,0.000584+0.0023994i,-8.3625e-05-8.0319e-05i,-0.00058454-0.00049058i,-0.00021534+0.00017126i,0.00046227-0.00021522i,0.00042762-0.00028775i,0.00058448+0.00065758i,0.00069642+0.00054275i,0.00069251-7.2591e-05i,0.00082908+0.0005127i,0.00016638+0.00045495i,-0.00021127+0.0001196i,-0.00011382+0.00017848i,-0.00025142+0.00037805i,-8.2301e-05+0.00055756i,0.00020083+0.001024i,-0.00017944+0.00094231i,0.00030488+0.00047161i,0.00090868+0.00067165i,0.00065528+0.00042607i
0.0018472-0.0013314i,0.0023443-0.0031843i,0.0017599-0.0039957i,0.00014641-0.0035025i,-0.0015771-0.0023433i,-0.0024542-0.001762i,-0.0018505-0.0013401i,-0.00012327-0.0007431i,0.00054542-0.00022999i,-1.8088e-05+0.00029156i,-0.0006944+0.00034716i,-0.0012405+0.00025628i,-0.0015385+0.00035845i,-0.0011713-0.00030738i,-0.00038266-0.00061148i,0.00079724-0.00030059i,0.0011416+0.0005646i,0.00020914+0.0013193i,0.00018996+0.00052557i,-0.00018857-0.00031285i,-0.00031973+0.00039934i,0.0002811+0.0009389i,-0.00010887+0.000882i
0.0012466+4.2804e-05i,0.0001228+0.00099224i,-0.0013891+0.0009538i,-0.0020595-7.6614e-05i,-0.0024753-8.4839e-05i,-0.0024714+0.00013526i,-0.00102+0.00018186i,-7.8336e-07+0.00069844i,0.00031372+0.00076854i,0.00056906+0.0002136i,0.00011402+0.00040458i,-0.00018067+0.00037261i,0.00037448+0.00043667i,0.00042071+0.001133i,-0.00034197+0.00077305i,-0.00071348+0.00014169i,-0.00037633+0.00011786i,0.00013087+0.00043103i,0.00025448+0.00057782i,-0.00016202+0.00029411i,6.3473e-05-0.00053272i,7.3682e-05-1.3063e-05i,-0.00049498+0.00032139i
0.00025239+0.0005895i,0.00010653-0.00032556i,-0.00011222-0.00053122i,-0.0010084-0.00090447i,-0.0017197-0.0015656i,-0.0015294-0.0013085i,-0.00049306-0.00039154i,0.00072288-0.00031437i,0.001442+8.8216e-05i,0.0005088+0.00063905i,-0.00028908+0.00027464i,-0.00030397-0.00066208i,-0.00014738-0.00040623i,0.00024299+5.7943e-05i,0.00025092-0.00045013i,-6.6556e-05-0.00060734i,-0.00039272-1.3037e-05i,-0.00022112+0.00024912i,0.00025993+6.4622e-05i,0.00035888+3.3633e-06i,-0.00027374+0.00025362i,-0.00080618+0.00094758i,-5.1755e-05+0.00079285i
-0.0011579+0.001485i,2.543e-05+0.0019337i,0.00074323+0.0016359i,0.00062813+0.00068176i,-1.74e-05-0.00077526i,-7.9387e-05-0.0016823i,0.00022449-0.00071911i,0.00058604-0.00035851i,0.0009791-0.0011358i,0.00044055-0.00029933i,0.00057215+0.00099431i,0.00084024+0.00072031i,2.836e-05+0.00050636i,-0.00065145+0.00034358i,-0.00069207+0.00051232i,-0.00024189+0.000603i,-0.0003361-0.00029009i,-8.9713e-06-0.0012615i,0.00044482-0.00085623i,0.00023389-0.00040426i,0.00026445-0.00052091i,0.0002547-0.00060988i,-7.3265e-05-0.00012326i
0.0026109+8.0045e-05i,0.00049241-0.0015559i,-0.00096948-0.0034405i,-0.0022652-0.0034353i,-0.0030883-0.0030946i,-0.0027719-0.0019246i,-0.0011909-0.00012934i,-0.00092737+0.00010775i,-0.00080521-8.3879e-06i,-0.00027917+0.00023182i,-0.00049953+0.00090324i,-0.0010086+0.0010201i,-0.0015375+0.0007501i,-0.0019188+0.00089054i,-0.0011093+0.0012274i,-2.6715e-05+0.0010963i,0.00027048+0.00028609i,0.00021634+0.0002113i,0.00024255-3.7327e-05i,0.00055708+0.00018165i,-0.00044068+0.00012143i,-0.00083525-0.00030566i,-0.00025632-0.00022324i
0.00043812-0.00013168i,0.0013727+0.00022384i,0.0015031-0.0001136i,0.00038389-0.0011212i,-0.0012393-0.00065531i,-0.0016611+0.00060941i,-0.00093163+0.00096842i,-0.00079298+0.00067099i,-0.0007355+5.8525e-05i,-0.00017602-0.00022378i,0.00039362-0.0002212i,0.00075966+0.00039292i,0.00065843+0.00095026i,0.00040566+0.00091236i,0.00014826+0.00025731i,-0.00084011-7.5126e-05i,-0.001311-0.00050455i,-0.00068485-0.00030981i,0.00045375+0.00028229i,0.00091193+0.00063494i,0.00059685+0.00034232i,0.00054814-0.00021815i,0.00032437-0.00074157i
-0.0015321-0.00080013i,-0.0026617-0.00095186i,-0.0022884+0.00016603i,-0.0016304+0.00079085i,-0.0018254-0.00011027i,-0.0012749-0.00047851i,-0.00074352-0.00038451i,0.00032764+0.0001009i,0.00098384+0.00017264i,0.0003897+8.9664e-05i,0.00015331+0.00029608i,8.3594e-05+0.00045033i,-0.00025573+0.00075759i,-7.1596e-05+0.00074317i,-0.00013044+7.2607e-05i,-0.00042644-0.001237i,-0.00024299-0.0014152i,-0.00051255-0.00086627i,-0.00098512-0.0011419i,-0.00066858-0.00099375i,-0.00054724-0.00014111i,-0.00070196+0.00016814i,-0.00034507+4.7708e-05i
