-0.0091061-0.00030831i,-0.0087399+0.00040487i,-0.007846+0.003519i,-0.0043326+0.0044713i,0.00036293+0.0031251i,0.0017434+0.00071105i,0.00081766+2.8005e-05i,0.0011315+0.0011434i,0.0014983+0.0014054i,0.0021742+0.0008711i,0.0023379+0.00061881i,0.0018548-7.3044e-05i,0.001048-0.00075322i,0.00065773-0.00080644i,0.00025132-0.00071752i,-0.00046493-0.00060591i,-0.0001436+0.00016586i,0.00044826+0.00084038i,-4.9839e-05+0.0014523i,-0.0004995+0.0010728i,-0.00044758-0.00019481i,-0.00041261-0.00028903i,0.00020304+0.0007396i
0.22379-0.27833i,0.27345-0.40788i,0.16291-0.40033i,0.018197-0.25451i,-0.0058172-0.12212i,-0.0045771-0.081016i,-0.055129-0.049073i,-0.070095+0.014682i,-0.025254+0.046136i,0.0092001+0.029229i,0.011487+0.01332i,0.0063183+0.012516i,0.0059244+0.012513i,0.0083281+0.006526i,0.0065597-0.002222i,0.00018132-0.0051179i,-0.0056119-0.0017415i,-0.0091031-0.00053415i,-0.01107-0.00085307i,-0.011531+0.0012102i,-0.010204+0.005184i,-0.0041176+0.01139i,0.0041407+0.015914i
0.17739+0.32169i,0.19454+0.47717i,0.13645+0.51332i,0.069614+0.42134i,0.020549+0.27713i,-0.0066828+0.15195i,-0.013316+0.074233i,-0.016835+0.026002i,-0.028644+0.0048821i,-0.025513+0.0088637i,-0.0062133+0.0064563i,0.001436-0.0037178i,-0.002457-0.0062459i,-0.0032399-0.0046209i,-0.0036885-0.0069315i,-0.0094134-0.010436i,-0.014312-0.0078292i,-0.013336-0.0014784i,-0.0083892+0.0023069i,-0.0020041+0.003298i,0.0018652+0.0045087i,-0.00039197+0.0076707i,-0.0032876+0.010168i
-0.27464+0.18163i,-0.26832+0.25531i,-0.11889+0.21447i,0.0087883+0.068174i,0.031272-0.054125i,0.010777-0.081089i,0.0070995-0.080604i,-0.0015129-0.07329i,-0.016162-0.034026i,-0.01634+0.0082958i,-0.010512+0.02116i,-0.0079881+0.01376i,-0.0059115+0.0047036i,-0.0016307+0.001568i,0.0058525+0.0018199i,0.01168+0.00042354i,0.011532-0.0010634i,0.0088514-0.00072194i,0.0063544-0.0025809i,0.0037418-0.00671i,0.0025575-0.010013i,1.6497e-05-0.012324i,-0.0080295-0.012291i
-0.15068-0.38115i,-0.2862-0.49747i,-0.37143-0.427i,-0.31753-0.26298i,-0.16576-0.16604i,-0.040853-0.16506i,-0.0041681-0.14187i,0.0073879-0.071386i,0.024445-0.027846i,0.019197-0.015589i,0.0018469-0.0035352i,-0.0075069+0.0057692i,-0.0074012+0.0087443i,-0.00094765+0.0070151i,0.0053672+0.0002527i,0.0070815-0.0048884i,0.0017875-0.0048819i,-0.0042474-0.0030743i,-0.0066033-0.0030931i,-0.0077326-0.0017348i,-0.0049649+0.0023139i,0.00301+0.0045294i,0.0086888+0.0019572i
0.3322-0.030056i,0.36873-0.041862i,0.25151-0.0033503i,0.16725+0.072881i,0.17924+0.081197i,0.16806+0.028764i,0.11305-0.008714i,0.053413-0.021805i,0.002087-0.018185i,-0.018619-0.010523i,-0.013307-0.015408i,-0.010679-0.019315i,-0.012284-0.0099029i,-0.011594+0.0010201i,-0.0098105+0.0067196i,-0.0091536+0.0058566i,-0.010207+0.0029694i,-0.010226+0.0029145i,-0.0046414+0.0031939i,0.0033946+0.0033236i,0.005961+0.0051141i,0.0056116+0.0086731i,0.0075391+0.0069266i
0.036661+0.36824i,0.14328+0.40265i,0.24965+0.20038i,0.21382-0.016066i,0.11034-0.012799i,0.094248+0.078658i,0.096926+0.081849i,0.048319+0.041794i,0.005833+0.025143i,-0.0026555+0.021495i,0.0043593+0.015301i,0.010049+0.0025036i,0.0016944-0.0088073i,-0.0075158-0.0051058i,-0.0041408+0.0043233i,0.0035447+0.0036404i,0.0064663-0.004821i,0.0061026-0.013373i,0.0055107-0.015737i,0.0022544-0.011228i,-0.0032505-0.0068528i,-0.0099226-0.0028803i,-0.014893+0.0038971i
-0.39115-0.11467i,-0.47606-0.11921i,-0.41361-0.025969i,-0.29686+0.072364i,-0.19841+0.081052i,-0.13797+0.060617i,-0.080807+0.063755i,-0.01059+0.051172i,0.01879+0.0018711i,0.00066212-0.021002i,-0.0043171-0.0037963i,0.0086575+0.0022676i,0.011063-0.0065964i,0.0046393-0.011911i,0.0016321-0.012126i,0.0033757-0.011347i,0.0030621-0.013097i,-0.0014746-0.013366i,-0.004485-0.0084394i,-0.0066087-0.0014229i,-0.0089374+0.0015681i,-0.0076624-0.00095078i,-0.0044125-0.0023811i
0.1356-0.33453i,0.097604-0.32876i,0.042624-0.16395i,0.067168-0.042362i,0.072101-0.044216i,-0.0044847-0.064661i,-0.062659-0.029531i,-0.059631+0.0034232i,-0.039224+0.0029674i,-0.030166-0.009401i,-0.026633-0.012552i,-0.016973-0.0050602i,-0.003788-0.0028364i,0.0035976-0.0075171i,0.0019953-0.0080381i,-0.00019602-0.0030996i,0.0034016+0.002442i,0.0095271+0.0065709i,0.015862+0.007887i,0.016197+0.0041853i,0.011395-1.9922e-05i,0.0089528-0.0024849i,0.0067892-0.0096469i
0.37928+0.24002i,0.46785+0.18835i,0.34288+7.3404e-05i,0.14883-0.11733i,0.094297-0.098001i,0.1339-0.070343i,0.10567-0.079851i,0.035977-0.048459i,0.021718-0.001151i,0.03305+0.0051554i,0.024866+0.0007264i,0.014795+0.0030819i,0.0086752+0.0043211i,0.0042225+0.0073528i,0.0079048+0.0087622i,0.013017+0.0076651i,0.015733+0.0046656i,0.015597+0.0012929i,0.011998+0.0019615i,0.0086287+0.00032681i,0.0044908-0.0024254i,0.0012768+0.0026829i,0.0019789+0.011024i
-0.31724+0.27426i,-0.33085+0.31883i,-0.19686+0.25129i,-0.085897+0.19377i,-0.034524+0.17058i,0.017907+0.093799i,0.03128-0.01632i,0.0027822-0.07041i,-0.010948-0.054159i,-6.5313e-05-0.018796i,0.0087671+0.0029061i,0.0050418+0.01149i,-0.0011881+0.010964i,-0.0034488+0.0087346i,-0.0022739+0.008724i,-0.0016857+0.010138i,-0.0032296+0.01193i,-0.0066371+0.011734i,-0.013094+0.012897i,-0.01569+0.015259i,-0.012078+0.01206i,-0.0084232+0.0074621i,-0.0022653+0.007718i
-0.27887-0.3397i,-0.33585-0.32405i,-0.22175-0.14023i,-0.066546-0.031634i,-0.055713-0.023534i,-0.11635+0.032764i,-0.1017+0.08165i,-0.059802+0.065732i,-0.042834+0.042537i,-0.033525+0.028598i,-0.033181+0.019846i,-0.027972+0.017213i,-0.014535+0.0056223i,-0.0090957-0.0056271i,-0.0090703-0.0044848i,-0.0090668+0.00024936i,-0.007118+0.0043895i,-0.0049068+0.0074302i,-0.0054761+0.0065552i,-0.0059056+0.0029352i,-0.0053028-0.0014482i,-0.0074242-0.0074147i,-0.015301-0.012193i
0.43459-0.19163i,0.46196-0.23145i,0.21764-0.22072i,-0.036436-0.19391i,-0.074683-0.14457i,0.0036262-0.093254i,0.067544-0.050686i,0.08898-0.030775i,0.071967-0.031866i,0.036925-0.030051i,0.013274-0.02548i,0.0057791-0.024405i,0.0034828-0.021433i,0.0037942-0.013074i,0.0061786-0.0077302i,0.0054281-0.011427i,0.0013106-0.015535i,-0.0020248-0.015637i,-0.002818-0.014261i,0.00046-0.013707i,0.0044735-0.013557i,0.0059492-0.010736i,0.0045378-0.0070044i
0.14611+0.42951i,0.17755+0.42024i,0.16747+0.22844i,0.16987+0.086475i,0.18022+0.028409i,0.16106-0.033954i,0.099444-0.076302i,0.035429-0.079962i,-0.00020387-0.060449i,-0.0019366-0.035156i,0.004641-0.024755i,0.0020941-0.021903i,0.0018654-0.011362i,0.0037463-0.0018257i,0.0054494+0.0039943i,0.0095834+0.0085662i,0.0079474+0.0088288i,-0.00066086+0.007909i,-0.0062012+0.010549i,-0.004545+0.01127i,0.00066002+0.0073325i,0.006314+0.0038065i,0.016086-0.0010402i
-0.52358+0.084768i,-0.54895+0.10266i,-0.27467+0.031431i,-0.0046773-0.050046i,0.04398-0.016667i,0.015316+0.097706i,0.031857+0.14542i,0.044558+0.11686i,0.031674+0.082763i,0.012998+0.058253i,-0.0006505+0.042085i,-0.00067527+0.032557i,0.0012268+0.017012i,-0.0066349+0.0027073i,-0.013655+0.0046887i,-0.010533+0.014863i,-0.0019633+0.017628i,0.0019803+0.011612i,-0.00096465+0.0052419i,-0.0050863+0.0053098i,-0.0068353+0.0080066i,-0.0097075+0.0086424i,-0.012308+0.010682i
0.031147-0.50039i,0.01712-0.51351i,-0.0038429-0.25589i,-0.048833-0.015404i,-0.088055+0.045404i,-0.069865+0.040005i,-0.0023655+0.023787i,0.044946-0.016948i,0.037065-0.043483i,0.0107-0.033543i,0.0029089-0.015724i,0.0089087-0.010456i,0.011733-0.011734i,0.0059244-0.010121i,-0.0068366-0.0071933i,-0.019347-0.0074233i,-0.025539-0.011015i,-0.02356-0.015778i,-0.017652-0.020642i,-0.011709-0.021888i,-0.0054395-0.018164i,-0.0019572-0.012277i,-0.0009422-0.0014003i
0.54518+0.043666i,0.66917+0.0088937i,0.5337+0.0336i,0.33668+0.068388i,0.19756-0.0043393i,0.031923-0.0912i,-0.10673-0.059866i,-0.12598+0.0062324i,-0.085057+0.017804i,-0.044797+0.0015213i,-0.022656-0.013236i,-0.015694-0.0099644i,-0.00094636+0.0019436i,0.014042+0.0010986i,0.015599-0.0066845i,0.0097685-0.01254i,0.0028257-0.016239i,-0.00095878-0.01841i,0.0021372-0.016517i,0.0082763-0.011821i,0.010813-0.0088799i,0.011856-0.010337i,0.0097424-0.015445i
-0.15901+0.52113i,-0.16773+0.63735i,-0.13809+0.44615i,-0.085197+0.16744i,-0.024667+0.05357i,0.012901+0.054559i,0.021953+0.084566i,0.044781+0.11022i,0.072578+0.086674i,0.057846+0.041472i,0.028418+0.027329i,0.016047+0.030214i,0.0099656+0.026872i,0.006022+0.016615i,0.007364+0.0056604i,0.015263+0.00020476i,0.02519-0.0034018i,0.030074-0.0060169i,0.026216-0.0021158i,0.019272+0.0074191i,0.013266+0.016111i,0.0066304+0.019169i,0.00027576+0.016952i
-0.45694-0.098968i,-0.61135+0.018141i,-0.53983+0.18032i,-0.34465+0.26345i,-0.15391+0.22743i,-0.015109+0.10447i,0.03294-0.038214i,0.018696-0.11018i,0.0068982-0.096138i,0.012205-0.058841i,0.017383-0.036805i,0.011797-0.02388i,0.00092019-0.0098755i,-0.0057807+0.0017558i,-0.0090825+0.0071385i,-0.011786+0.010282i,-0.0091688+0.013334i,-0.0018255+0.014311i,0.00014284+0.013136i,-0.0045429+0.010908i,-0.0067865+0.0098653i,-0.0061192+0.011493i,-0.0030701+0.013863i
0.16973-0.45954i,0.12636-0.64382i,0.056259-0.54934i,0.032718-0.30942i,0.025718-0.14845i,0.0118-0.072098i,-0.0033048-0.021662i,-0.036446+0.018926i,-0.049793+0.051014i,-0.025606+0.043672i,-0.021366+0.014269i,-0.034947+0.0066814i,-0.02932+0.0043214i,-0.014758-0.0047868i,-0.0058605-0.0080707i,-0.0042509-0.0059211i,-0.0076978+0.0014789i,-0.0092004+0.0084848i,-0.0073445+0.0070143i,-0.0062954-0.00039393i,-0.0077099-0.0077915i,-0.0095326-0.012687i,-0.011698-0.015869i
0.30377+0.13307i,0.37832+0.0096202i,0.21211-0.16535i,-0.0081185-0.20214i,-0.061099-0.10727i,-0.0021396-0.0032674i,0.066373+0.055925i,0.11351+0.058847i,0.10057+0.036481i,0.053171+0.034579i,0.024568+0.036384i,0.0084598+0.02041i,-0.002987+0.0069207i,-0.0046919+0.0026241i,0.00042225-0.0031356i,0.0093303-0.011817i,0.014062-0.017724i,0.011002-0.017602i,0.0078139-0.011917i,0.0070796-0.004685i,0.0071078+0.00038303i,0.0076921+0.0010953i,0.0027715-2.9831e-06i
-0.1223+0.33325i,-0.039656+0.52564i,0.050991+0.49346i,0.049086+0.32395i,0.0051181+0.21389i,-0.036544+0.1273i,-0.094724+0.035838i,-0.12609-0.012966i,-0.10394-0.025589i,-0.061858-0.017488i,-0.019994-0.018044i,0.0069775-0.032956i,0.013871-0.030765i,0.012225-0.011998i,0.00846+0.0075695i,0.0059971+0.017599i,0.0082539+0.015168i,0.010989+0.0081461i,0.0077271+0.005157i,0.0026388+0.0076799i,0.0026813+0.010582i,0.0059766+0.011156i,0.010869+0.0064472i
-0.19238-0.15812i,-0.2634-0.14753i,-0.16602-0.12094i,-0.044522-0.13564i,-0.046316-0.13116i,-0.069397-0.059265i,-0.052693+0.013175i,-0.038385+0.066723i,-0.01614+0.08853i,-0.00085367+0.058839i,-0.0045249+0.033531i,0.00095206+0.029628i,0.0087165+0.019154i,0.0080458+0.0065937i,0.0038437+0.0045968i,-0.0013444+0.012096i,-0.0048308+0.020754i,-0.0070926+0.023785i,-0.0098762+0.017952i,-0.013598+0.007563i,-0.015388-0.00011783i,-0.01437-0.0034409i,-0.0101-0.0037225i
0.024619-0.20208i,-0.086834-0.37509i,-0.16696-0.4065i,-0.14743-0.28485i,-0.096932-0.16202i,-0.024848-0.10738i,0.070073-0.10424i,0.11063-0.11755i,0.082689-0.084955i,0.047847-0.026739i,0.022596+0.0077609i,0.00073493+0.028932i,-0.0014269+0.036815i,0.0039867+0.022755i,-0.0018301+0.0013333i,-0.010806-0.01042i,-0.017019-0.010553i,-0.021653-0.0062731i,-0.019656-0.0022313i,-0.012433-0.0027936i,-0.0069566-0.0060134i,-0.0050602-0.0066469i,-0.0028646+3.7976e-05i
0.16582+0.062004i,0.33565+0.053023i,0.39503+0.08161i,0.30955+0.12174i,0.16825+0.098802i,0.032724+0.076894i,-0.057517+0.083062i,-0.096703+0.061538i,-0.10819+0.024383i,-0.08673-0.0011855i,-0.058877-0.029855i,-0.049101-0.047071i,-0.036291-0.031102i,-0.016281-0.0080763i,-0.0041218-0.0005316i,-0.0036911-0.0034433i,-0.0075347-0.010826i,-0.0064257-0.018127i,-0.0010091-0.019012i,0.0056692-0.013036i,0.011696-0.0057887i,0.014529-0.00055823i,0.012039+0.0033046i
0.13068+0.10049i,0.3192+0.25331i,0.36542+0.30954i,0.18528+0.19725i,0.022194+0.062462i,-0.014094+0.027291i,0.0016626+0.057244i,0.026613+0.081979i,0.025182+0.06081i,-0.00047331+0.026933i,0.00043585+0.00572i,0.013583-0.011523i,0.0018316-0.013411i,-0.010886-0.00037536i,-0.0075333+0.0082385i,-0.00086996+0.0083841i,0.0074944+0.0033316i,0.015775-0.0058987i,0.014-0.013422i,0.0041034-0.013238i,-0.0015572-0.0056522i,-0.0020389+0.0029002i,-0.0053493+0.0037133i
-0.14753+0.14882i,-0.3834+0.29896i,-0.50897+0.30822i,-0.39642+0.13711i,-0.21279-0.026815i,-0.096968-0.11078i,-0.046814-0.14359i,-0.034713-0.13195i,-0.015441-0.083489i,0.013785-0.031201i,0.02919+0.01073i,0.027065+0.034633i,0.015121+0.030962i,0.0048376+0.01295i,-3.9196e-05+0.0017108i,0.0019775-0.0018335i,0.0080309-0.0030912i,0.01252-0.00076864i,0.01331+0.0035728i,0.0074335+0.0071602i,-0.0029148+0.0084549i,-0.011338+0.0057759i,-0.013092+0.00183i
-0.30566+0.0022525i,-0.568-0.075663i,-0.62491-0.13316i,-0.3599-0.13621i,-0.089433-0.11051i,-0.018121-0.024572i,-0.025673+0.076351i,-0.025783+0.097277i,-0.027918+0.069209i,-0.02715+0.038391i,-0.037642+0.012136i,-0.055658-0.0030706i,-0.051357-0.010932i,-0.02875-0.012026i,-0.010261-0.011443i,-0.0024779-0.01301i,-0.0025028-0.0072401i,-0.0039587+0.0054669i,0.00067201+0.014182i,0.0091326+0.012629i,0.011338+0.0061171i,0.0083717-0.0010136i,0.0059439-0.0056519i
0.090143-0.3967i,0.22636-0.68215i,0.28916-0.72131i,0.19217-0.44228i,0.085961-0.15438i,0.047672-0.043163i,0.038916-0.026589i,0.041027-0.028726i,0.023806-0.028599i,0.0060553-0.01776i,0.012099-0.031902i,0.01361-0.064742i,0.0026488-0.060628i,-0.0013479-0.026326i,0.0022895-0.0018122i,0.0034405+0.0081878i,0.002628+0.013294i,-0.0020437+0.013234i,-0.0095295+0.0096717i,-0.011799+0.0026915i,-0.0075353-0.0052148i,-0.0012795-0.0077191i,0.0022337-0.0067684i
0.39323-0.04665i,0.64818-0.12647i,0.66163-0.20947i,0.39747-0.23529i,0.11971-0.19821i,-0.043694-0.17666i,-0.13907-0.16367i,-0.15214-0.11267i,-0.099584-0.061338i,-0.035453-0.027047i,0.029087-0.0034419i,0.073642-0.0027993i,0.073022-0.018433i,0.044261-0.024837i,0.020892-0.014962i,0.01371-0.0037997i,0.010841-0.00054308i,0.0058204-0.0045166i,-0.00013657-0.008619i,-0.0049612-0.006543i,-0.0089248-0.0031689i,-0.01187+0.00085916i,-0.0098599+0.0048149i
-0.046068+0.51753i,-0.039602+0.85991i,-0.016558+0.82103i,0.022745+0.3901i,0.040825+0.043714i,0.037458-0.029014i,0.053209-0.0024154i,0.066338+0.0061436i,0.043047-0.004814i,-0.0082431+0.0054789i,-0.036531+0.050293i,-0.020535+0.078275i,0.0017168+0.059056i,0.0034583+0.024334i,-0.0087988+0.0046463i,-0.018366-0.00097247i,-0.016875-0.0031602i,-0.0086203-0.0043835i,0.00076843-0.0064666i,0.0062514-0.0071721i,0.0090155-0.0051793i,0.0087948-0.0058203i,0.0066313-0.0065035i
-0.37649-0.045659i,-0.5637+0.020081i,-0.4164+0.13001i,-0.043105+0.17916i,0.17572+0.11306i,0.20578+0.036165i,0.18624-0.016241i,0.12344-0.060702i,0.041333-0.061392i,-0.0074612-0.039762i,-0.03401-0.035482i,-0.053708-0.023225i,-0.044123+0.013754i,-0.012137+0.034451i,0.0038244+0.026137i,-0.0011519+0.018843i,-0.0061364+0.019162i,-0.0062859+0.016002i,-0.0085871+0.010578i,-0.0086805+0.0066563i,-0.0028888+0.0032913i,0.0052307-0.00036478i,0.011381-0.001385i
0.044075-0.50693i,0.013882-0.87542i,-0.005872-0.87536i,0.016908-0.5123i,0.052486-0.20583i,0.039155-0.078813i,0.01298+0.003449i,0.017206+0.054728i,0.02816+0.049559i,0.040602+0.012865i,0.04957-0.025146i,0.040599-0.042948i,0.01596-0.038717i,-0.0036791-0.022106i,0.0010696-0.010906i,0.010409-0.012726i,0.0060344-0.015538i,-0.0019953-0.014397i,-0.0043806-0.010849i,-0.0035652-0.0040753i,-0.0035375+0.006374i,-0.0024149+0.016934i,-0.0034294+0.022473i
0.41319+0.16838i,0.65682+0.23367i,0.56628+0.22273i,0.2369+0.14232i,0.01483+0.068476i,-0.036965+0.02606i,-0.019637+0.023811i,0.026979+0.020745i,0.040918-0.0074102i,0.018686+0.0089425i,0.021678+0.057203i,0.034574+0.063964i,0.019857+0.031608i,-0.0056352+0.0061976i,-0.017334+0.0028921i,-0.015338-0.00098436i,-0.011299-0.0078712i,-0.0023124-0.0091372i,0.0091093-0.011263i,0.010757-0.013075i,0.0051806-0.0093795i,-0.0047597-0.0027189i,-0.014458+0.0016573i
-0.027296+0.45075i,0.084349+0.84175i,0.24563+0.90497i,0.32508+0.57143i,0.27794+0.21538i,0.15143+0.059739i,0.013844+0.037118i,-0.067085+0.050623i,-0.078281+0.045569i,-0.076911+0.02414i,-0.08371+0.014672i,-0.071379+0.016994i,-0.031643+0.016243i,0.0057941+0.0063921i,0.016475+0.00061199i,0.01568+0.0043603i,0.019572+0.007254i,0.022844+0.010846i,0.022479+0.013531i,0.017039+0.0079961i,0.0076977-0.0026671i,0.00022592-0.012732i,-0.003627-0.022776i
-0.43771-0.12598i,-0.80288-0.17542i,-0.84041-0.1279i,-0.50738-0.04298i,-0.16411-0.0064739i,-0.019067+0.0030388i,0.0034955+0.021338i,0.013169+0.039598i,0.030389+0.027757i,0.019387-0.018916i,-0.0064928-0.056219i,-0.020266-0.07061i,-0.028102-0.060753i,-0.020887-0.030916i,-0.0042167-0.014942i,0.00288-0.014657i,0.0030026-0.010779i,-0.0017846-0.0013964i,-0.0045528+0.0081173i,0.00080779+0.0084499i,0.0038363+0.0058995i,0.0086111+0.0055796i,0.016665+0.0005509i
-0.010623-0.3046i,-0.16207-0.54723i,-0.38871-0.52578i,-0.41466-0.22685i,-0.26297+0.0087045i,-0.17578+0.029163i,-0.15679-0.029349i,-0.1187-0.0854i,-0.073297-0.094001i,-0.022122-0.049256i,0.029852-0.010334i,0.050744+0.00069988i,0.033981+0.002406i,0.0030824+0.012863i,-0.010145+0.024773i,-0.010927+0.024197i,-0.014678+0.019382i,-0.016041+0.014021i,-0.014099+0.0061663i,-0.0097859+0.0036345i,-0.0056887+0.0047478i,-0.0069572+0.0094051i,-0.0038209+0.019686i
0.35668+0.056743i,0.645+0.02727i,0.72567-0.10361i,0.51242-0.18719i,0.24482-0.16728i,0.08476-0.12479i,-0.0060242-0.073199i,-0.031564-0.004975i,-0.025647+0.026778i,-0.026396+0.028748i,-0.021457+0.040939i,0.0029075+0.056176i,0.029395+0.044241i,0.027869+0.0094601i,0.0081409-0.0079999i,0.00040693-0.0025618i,0.00064094+0.0018935i,-0.00038513+0.00050561i,0.0025799-0.00015656i,0.0059779+0.00093301i,0.0041474-0.0012851i,-0.0050111-0.0050251i,-0.013395-0.0015497i
-0.11225+0.23718i,-0.014099+0.32489i,0.21685+0.24549i,0.29757+0.061644i,0.25117-0.072636i,0.26466-0.1561i,0.26355-0.21251i,0.1957-0.18176i,0.12783-0.10943i,0.062124-0.066889i,0.006084-0.045606i,-0.029692-0.031941i,-0.043352-0.017301i,-0.031763-0.0096278i,-0.02421-0.010803i,-0.024217-0.011853i,-0.019957-0.017935i,-0.017649-0.018163i,-0.014471-0.0046312i,-0.0073714+0.0058769i,0.0021725+0.0044569i,0.010447-0.0072368i,0.006406-0.016365i
-0.25052-0.143i,-0.44745-0.060815i,-0.49741+0.1647i,-0.27443+0.26741i,-0.0014974+0.20565i,0.10223+0.13842i,0.094115+0.095969i,0.045231+0.048052i,0.0076546+0.010383i,0.0023766-0.015527i,-0.0026117-0.028354i,-0.011139-0.032646i,-0.016248-0.028328i,-0.010451-0.00074312i,0.010139+0.021643i,0.020795+0.016659i,0.017302+0.0041034i,0.011779-0.0010668i,0.0041342+0.0026614i,-0.0011461+0.0094626i,-0.00041442+0.014299i,0.0025953+0.016107i,0.004435+0.013396i
0.15594-0.17239i,0.060854-0.18239i,-0.16094-0.096587i,-0.21796+0.036347i,-0.11912+0.12613i,-0.062645+0.21414i,-0.0015985+0.29231i,0.076398+0.24953i,0.072002+0.13031i,0.023732+0.057405i,0.017153+0.031936i,0.042701+0.0073536i,0.050902-0.020206i,0.029501-0.031644i,0.010464-0.025856i,0.011215-0.014491i,0.019779-0.0013715i,0.023278+0.0046274i,0.016995-0.0025309i,0.0048525-0.0071984i,-0.0069837-0.00044651i,-0.013545+0.009928i,-0.012142+0.016387i
0.073961+0.19782i,0.1129+0.0081643i,0.19091-0.26571i,0.18091-0.26795i,0.096197-0.11598i,0.0059126-0.11062i,-0.11618-0.15032i,-0.15246-0.10151i,-0.082988-0.050705i,-0.020413-0.026633i,0.0049656-0.0009836i,0.0040275+0.021891i,-0.0059338+0.034693i,-0.012965+0.023769i,-0.02637+0.0084388i,-0.034973+0.01017i,-0.031108+0.015837i,-0.023763+0.017011i,-0.013086+0.014651i,-0.0060414+0.01008i,-0.003796+0.0059013i,-0.0028574-0.0028133i,-0.0087182-0.01133i
-0.20772-0.23018i,-0.065556-0.38583i,0.10542-0.37464i,0.1176-0.22772i,0.061951-0.10349i,0.0027428-0.095124i,-0.10198-0.10965i,-0.15245-0.029403i,-0.07408+0.046451i,-0.011338+0.032502i,-0.032265+0.024723i,-0.04799+0.052441i,-0.027138+0.060035i,2.6845e-05+0.044319i,0.0115+0.022299i,0.0042536+0.0058225i,-0.0094186-0.0045964i,-0.019492-0.010559i,-0.019202-0.0028696i,-0.0072973+0.008262i,0.0020298+0.0064369i,0.0035644-0.0032863i,-0.001385-0.011472i
0.36226-0.29304i,0.46327-0.10611i,0.337+0.20553i,0.11243+0.34143i,0.0067311+0.31201i,0.069634+0.24563i,0.18833+0.11583i,0.188-0.022262i,0.085294-0.04969i,0.013857-0.021283i,-0.0074815-0.032335i,-0.013989-0.066673i,-0.018462-0.081162i,-0.021416-0.062603i,-0.013662-0.038042i,-0.003665-0.028582i,0.0029294-0.022038i,0.0045164-0.01493i,-0.0020095-0.008957i,-0.009238-0.0061008i,-0.014959-0.0049093i,-0.015089-0.00026189i,-0.0049174-0.0036756i
0.41882+0.73554i,0.51803+0.88329i,0.43396+0.63732i,0.24924+0.27865i,0.15207+0.089972i,0.17317+0.030209i,0.17651-0.017905i,0.094568-0.052161i,-4.7582e-05-0.050896i,-0.015903-0.032362i,0.019827-0.03961i,0.028369-0.064952i,0.0041419-0.063887i,-0.015245-0.03999i,-0.016587-0.017011i,-0.011245-0.0046624i,-0.0046513+0.0027215i,0.010503+0.0063452i,0.020752+0.00078834i,0.014396-0.005686i,0.0078818-0.0094501i,0.0077353-0.013077i,0.011582-0.014213i
-0.65116+0.14287i,-0.75626+0.11131i,-0.63217-0.019731i,-0.43883-0.13949i,-0.27237-0.11524i,-0.1466-0.022802i,-0.063251+0.049076i,0.020449+0.079144i,0.074422+0.04189i,0.051615+0.011044i,0.032835+0.04019i,0.058044+0.06288i,0.076532+0.045392i,0.069047+0.014506i,0.044336-0.0083513i,0.019519-0.015547i,0.0046387-0.015675i,-0.0019298-0.012831i,-0.0017021-0.0073937i,0.0011752+0.00063287i,0.0091558+0.0067217i,0.017695+0.0053537i,0.018404+0.008697i
-0.24996-0.6681i,-0.49254-0.58993i,-0.50764-0.25822i,-0.28493-0.011375i,-0.16917+0.097029i,-0.18897+0.17128i,-0.16003+0.16273i,-0.11344+0.077973i,-0.071181+0.02616i,-0.033308-0.0014089i,-0.029308-0.0091984i,-0.014925+0.014169i,0.016299+0.021629i,0.023268+0.0084734i,0.012607+0.0029708i,0.0086598+0.003322i,0.0063919+0.0042879i,-0.0067089+0.01353i,-0.019205+0.029141i,-0.020027+0.03536i,-0.017194+0.032713i,-0.016477+0.030038i,-0.015379+0.030791i
0.72172+0.45815i,0.93374+0.38468i,0.89733+0.077676i,0.64315-0.18048i,0.31815-0.27544i,0.093532-0.23988i,0.0040057-0.1381i,-0.016041-0.037714i,-0.011192+0.0080813i,-0.0071916-0.0038102i,-0.024295-0.016035i,-0.05073+0.00201i,-0.063624+0.032586i,-0.050248+0.053995i,-0.023526+0.051386i,-0.009538+0.031288i,-0.011234+0.015497i,-0.015989+0.0084164i,-0.015048+0.0055903i,-0.0092412+0.0016819i,-0.0075437-0.0065077i,-0.011538-0.012474i,-0.019158-0.014318i
-0.44411+0.17446i,-0.26728+0.057109i,0.034365-0.044075i,0.16342-0.04417i,0.16931-0.070098i,0.14973-0.14664i,0.1097-0.15782i,0.10382-0.10273i,0.10685-0.066961i,0.074302-0.030561i,0.041501+0.0043876i,0.015528+0.002745i,-0.0064119-0.0048106i,-0.0046063-0.00044822i,0.0081748-0.0043247i,0.0085107-0.015951i,0.0017997-0.02793i,-0.0049063-0.037867i,-0.011453-0.038237i,-0.011527-0.030692i,-0.0060885-0.021907i,-0.0010468-0.014737i,0.00095632-0.015388i
