-0.0055114+0.0025349i,-0.0037172+0.0046046i,-0.003083+0.0058024i,-0.0025785+0.0043158i,-0.00096052+0.0031384i,0.0010009+0.0017878i,0.0013466+0.0017961i,6.5216e-07+0.0025197i,-9.0182e-05+0.0025052i,0.00036662+0.0017388i,0.00024314+0.00022398i,0.00016578-0.00038763i,1.9201e-05-0.00075185i,-0.00040848-0.00089638i,-0.0006757-0.00071779i,-0.00088157-0.0010343i,-9.5236e-05-0.00086151i,0.00060102+0.00031855i,-3.573e-05+0.00047875i,-0.00064648+0.00013573i,-0.00025042+0.00042027i,-9.8853e-05+5.7591e-05i,-1.6449e-05-0.00013582i
-0.00052508+0.0015893i,-6.2064e-05+0.0021727i,0.00014647+0.001747i,0.00050082+0.0019144i,0.00055934+0.0017373i,0.00053238+0.00011198i,-7.268e-06+0.00020376i,-0.00023213+0.0012881i,0.000202+0.0016287i,0.00047316+0.0011831i,0.00034022+0.00044181i,0.00040396-0.00022396i,-8.7368e-05-0.00064882i,-0.00067463-0.00031663i,-0.00073351-0.00060709i,-5.105e-05-0.0011689i,-3.7347e-05-0.00044933i,-0.00073429+0.00029692i,-0.00032754+0.00057649i,0.00016515+0.0010389i,-0.00015426+0.0009959i,-0.00018376+0.00037776i,0.00024821+0.0006097i
0.0007964-0.0024989i,0.00043098-0.00089231i,-0.0013441-0.0011284i,-0.0022614-0.00040388i,-0.0017024+0.0011427i,-0.00038223+0.0016887i,-0.00031757+0.001852i,-0.00033653+0.0011349i,-3.5913e-05-0.0004652i,0.00065402-0.00068428i,0.00033016-0.00014864i,-5.5691e-05-0.00017991i,0.00059068+8.3406e-06i,0.0011331-0.00021613i,0.00099543-9.9802e-05i,0.00030694-8.893e-06i,7.8582e-05-0.00056338i,-0.0001437-0.00081716i,-0.00051925-9.2813e-05i,3.8365e-05+0.00035156i,0.00031828+0.0002865i,0.00011621+0.00031713i,-0.00016249+0.00061964i
0.0021487-0.00093031i,0.0025988-0.0012941i,0.0014409-0.0018093i,-0.00029494-0.0017563i,-0.0018264-1.474e-05i,-0.0013298+0.0010351i,4.1574e-05+0.0013498i,0.00013323+0.0017011i,-0.00040069-1.1426e-05i,8.1055e-05-0.0015288i,0.00066762-0.00081435i,0.00053457-0.00013905i,0.00027549-0.00045921i,1.8376e-05-0.00037333i,0.00020195-3.6823e-05i,0.00028068-0.00053606i,1.8458e-05-0.00076224i,-4.2102e-05-0.00021064i,0.00031719+8.2385e-06i,0.00016959-0.00018581i,-0.00031138+0.00011999i,-0.00017202+0.00069435i,-9.9347e-05+0.00058861i
-0.00036938+0.0013915i,-0.0001854+0.0012276i,-5.5494e-05+0.0015767i,-9.7126e-05+0.00093049i,0.00027391+0.0015239i,-0.0001893+0.0021787i,-0.00070778+0.0015488i,-0.00041557+0.0010696i,0.0003377+0.00020552i,0.00052714+0.00014422i,0.00022139-8.5203e-05i,0.00013094-0.00074293i,0.00015916-0.00053875i,-0.00010756+3.0464e-06i,-0.00019801+0.00021215i,5.8691e-05+4.5045e-05i,0.00033136-0.00019648i,0.0005891+4.2528e-05i,0.00022746+0.00055736i,-0.00057909+0.00060843i,-0.00096121+0.00012111i,-0.00027736-0.00043201i,4.6107e-05-5.5297e-05i
0.0018452-0.0027491i,0.00045078-0.0026449i,-0.00079648-0.0026586i,-0.002263-0.0016148i,-0.0031251+0.00016245i,-0.0019801+0.0011328i,-0.001022+0.00050754i,-0.00072603-6.1318e-05i,-0.00067756-0.00010963i,-0.00013324-0.00050795i,-0.00037951+5.7084e-05i,-0.00070408+0.00072177i,-0.00019718+0.00026997i,0.00017821-0.00091473i,0.00018556-0.00094394i,0.00028331-0.00028253i,0.00064661-0.00035757i,0.0011452-0.00031635i,0.0010535+0.00055914i,0.00021902+0.00070157i,-0.00050585+0.00031858i,5.506e-05+0.00053289i,0.001254+0.00018777i
-0.00064422+0.0023064i,0.00015361+0.0033039i,-0.00043162+0.0024891i,-0.0012621+0.0013412i,-0.0011509+0.00097229i,-0.00034416+0.00090567i,4.6147e-05+0.00045496i,-0.00025328+0.00035077i,6.5425e-05+0.00031879i,0.00048509-0.0002512i,0.00087655-0.00031542i,0.00067395-6.6587e-05i,0.00035667-2.8483e-05i,4.5834e-05-0.00077476i,0.00022593-0.0011224i,0.00016646-0.00047813i,-0.00061763-0.00025046i,-0.0010682-4.5303e-05i,-0.00062074+0.00032234i,0.00047741-0.00010545i,0.00059895-0.00060413i,6.7335e-05+0.0001507i,0.00015273+0.00047867i
0.0017341-0.0021507i,0.0030127-0.0027177i,0.0028373-0.0031789i,0.00010342-0.0026868i,-0.0023089-0.0016463i,-0.0020865-0.00056855i,-0.0007666+0.00043693i,-0.00015964+0.0010074i,0.0011462+0.0006899i,0.0015781+0.00077411i,9.4527e-05+0.00078243i,-0.00093542+0.00043101i,-0.0001046-7.6632e-05i,0.00016118-0.00094901i,-0.00054997-0.00066854i,-0.00032602+0.00077996i,4.7332e-05+0.00079605i,-0.00027078-0.00026404i,-0.00016232-0.00078336i,9.3215e-05-0.00058675i,7.4391e-05-0.000267i,-0.00016911-0.00064576i,-0.00010267-0.0004259i
0.00064796+0.00071618i,0.0022086+0.001039i,0.002925-0.00086844i,0.0019794-0.0015765i,0.00062969-0.00044403i,-0.00055204-1.0353e-05i,-0.00041447+7.999e-05i,0.00019382+0.00028062i,0.00012638+0.0012843i,-0.00022257+0.00073918i,-0.0004692-0.00058826i,-0.00051259-0.00065336i,-9.9702e-06-0.00046925i,0.00034352-0.00054123i,0.00070276-0.00022873i,0.00044211+5.0561e-06i,0.00032253-0.0002157i,0.00030439-0.00017435i,-0.0005436-0.0003053i,-0.00056485-1.5248e-05i,-0.000278+0.00069254i,0.0001523+0.0010571i,-0.00013528+0.0011278i
0.00060553-0.00059172i,-0.00058049-0.0016641i,-0.00082907-0.0027075i,-0.0019002-0.0022454i,-0.0037453-0.00050883i,-0.0036644+0.00074107i,-0.0021209+0.00064745i,-0.0011244+0.00058295i,6.2689e-06+5.8232e-05i,0.00092119-0.00067152i,0.00071899-0.00031747i,0.00028734+0.00020111i,0.00034106+8.5158e-05i,0.00055374+0.00038293i,0.00019909+0.00047958i,-0.00037306+0.0002054i,-0.00049501+0.0001242i,-0.00050504+0.00018381i,-0.00073917-1.5076e-05i,-0.00062803-0.00045229i,0.00047299+0.00074714i,0.00089412+0.0016392i,0.00045379+0.00086521i
0.0016649+0.00011374i,0.0024697+0.00034117i,0.001459+0.0002394i,-0.00033238+0.00017173i,-0.00065537+0.00065623i,-0.00030684+0.00039863i,-0.00019559+0.00016931i,-0.0001472+0.00057027i,9.4405e-06+0.0005725i,0.00027687-0.00032352i,0.0008035-0.00080574i,0.00066438-0.00031392i,6.4624e-05+0.0004125i,-0.00044523+0.00048117i,-0.00032721-6.5277e-05i,-1.0046e-05-0.00059249i,9.6632e-05-0.0012752i,0.00063021-0.00089021i,5.3458e-05-0.00053715i,-0.00077093-0.00065007i,-0.00037842-0.00030892i,0.00064157-0.00011928i,0.00050311+0.00010376i
0.0016033+3.7434e-05i,0.0019599-0.0011085i,0.0025167-0.0019762i,0.0017702-0.00071195i,0.00044647-0.00017126i,-0.00018837-0.00010703i,-0.00059805+0.00027001i,0.00047785+0.00043874i,0.00099205+0.00043723i,0.00076485+0.00036805i,0.00095352+0.00036339i,0.00072033+0.00036114i,0.00029549+0.00014448i,-3.8564e-05-0.00038531i,-0.00054238-0.00029143i,-0.00062504-0.00021621i,-0.00055735-0.0003139i,-0.00021733-0.0003043i,0.00013819-0.00027022i,0.00054486-0.00020421i,0.00056055+1.893e-05i,0.00046529-0.00048757i,0.00045273-0.00099883i
0.0002912+0.00065772i,0.00019162+0.0008942i,-0.00051755+0.0011687i,-0.00072312+0.0002665i,-0.00056355-0.00020529i,-0.00058021+0.00048548i,-0.00094232+0.001351i,-0.0010852+0.00070335i,-6.5773e-05+0.00038202i,0.00031301+0.00067218i,-0.00017627-0.00044474i,6.9862e-05-0.00074194i,0.00057126-0.00036755i,0.00034811-0.00028281i,0.00040096-7.5538e-05i,0.00011813+0.00029188i,0.00030138+8.4548e-05i,0.00065912-0.00013341i,0.00019568+0.00018026i,0.00053959+0.0003202i,0.00085598+2.2971e-05i,0.00041229-0.00024418i,0.00022892-0.00012122i
-0.0031666+5.2575e-05i,-0.0022513-0.00016812i,-0.0017867+0.0012269i,-0.00085615+0.0017244i,5.0907e-05+0.0017743i,0.00023144+0.0017053i,0.0007286+0.0010441i,0.00085954+0.00060948i,-8.766e-05+0.0003654i,-0.00034398+0.00028644i,0.00019813+0.00026249i,0.00068106-0.00069517i,0.00060885-0.001048i,-0.00057142-0.00028522i,-0.00077662+0.00036606i,-0.00038792+0.00043371i,-0.00037439-0.00017313i,-5.3389e-05+8.1764e-06i,-1.471e-05+0.00060762i,-0.00021966+0.00013363i,-1.0742e-05-0.00038195i,0.00071906-0.00051439i,0.00058051-0.00067334i
0.0032043+0.0010206i,0.0047918-2.8214e-05i,0.0043372-0.0011261i,0.00208-0.00081433i,6.8549e-05-1.9588e-05i,-0.0014826+6.6302e-06i,-0.0020807+1.0909e-05i,-0.00066971+0.00021774i,0.001418+0.00034343i,0.0014857-0.00047398i,0.00056366-0.0014511i,9.4406e-05-0.0015533i,0.00028459-0.00087566i,-0.00031631-0.00053452i,-0.00034755-0.00054797i,0.0004568-0.00061726i,0.00074272-0.0005483i,0.00040122-0.00082577i,-0.00025849-0.0011916i,-0.00016623-0.0006088i,0.00045959-0.00063297i,0.00084234-2.428e-05i,0.0011366+0.0007688i
-0.0018667-0.00088503i,-0.0019798-0.00029995i,-0.0025516-3.1071e-05i,-0.0027087+0.0001829i,-0.0024463+0.00077331i,-0.001753+0.00021638i,-0.00059381-0.00030954i,3.4022e-05+0.00044312i,0.00035173+0.0010191i,0.00091908+0.00014042i,0.00087167-0.0010832i,0.00054286-0.00086113i,0.00036605-5.2567e-05i,0.00020579+5.9066e-05i,3.8593e-05-0.00028573i,-6.5561e-05-0.0001855i,-0.00011784+0.00035133i,3.1627e-05+0.00090599i,-0.00052436+0.0010413i,-0.0012882+0.00057804i,-0.0011593-0.00013716i,-0.00031471-0.00099419i,-0.00011651-0.00067358i
-0.00067791-0.00024444i,-0.00018753+0.00019775i,-0.00026341-0.00066575i,-0.00089838-0.0011763i,-0.0014731+0.00056733i,-0.0011486+0.0012768i,-0.00029476+0.00020801i,0.00029626+0.0003766i,0.00027467+0.00050008i,-3.9016e-05-0.00017206i,-1.857e-05+0.00015391i,-0.00013009+0.00051084i,0.00017453+0.00037548i,0.00020305-0.00060162i,-0.00053467-0.00068025i,-0.00098471+0.00019661i,-0.00067275+0.00020259i,4.7024e-05-0.00056942i,-3.6259e-05-0.00067956i,-0.00023782-0.00020241i,9.3828e-05+0.00031928i,0.00055737+0.0004086i,0.00087585-0.00025518i
0.002507+0.0021479i,0.00312+0.0012903i,0.0028699+0.00087496i,0.001893+0.00054429i,0.0013501-0.00023394i,4.009e-05-0.0014751i,-0.0011598-0.0014174i,-0.00036347-0.00015845i,0.0010276+0.0009492i,0.0013608+0.00059472i,-0.0001025-5.2915e-05i,-0.00084252-0.00086234i,1.5497e-05-0.00096087i,-4.1228e-05-3.8038e-05i,-7.7784e-05+0.00053923i,0.00030345+0.00058446i,-0.00021711-0.00020812i,-0.00027359-0.00080599i,-0.0004565-0.00027363i,-0.00042874+0.00039464i,0.00063557+0.00072428i,0.00041124+0.0011439i,-0.00049151+0.00034254i
0.0010626+0.0014538i,0.0027112+0.00094951i,0.0028396+0.0018148i,0.0027144+0.0021834i,0.002262+0.0013741i,0.0015519+0.00012767i,0.0004615+0.00028817i,-0.0003701+0.0011793i,-0.00052233+0.0015239i,-0.00040613+0.00085669i,-0.00044746-0.00026453i,-0.00080899-0.00115i,-0.00024661-0.0011494i,-0.00020734-0.00082058i,-0.00040681-0.0011953i,-0.0004306-0.00087449i,-0.00047375-0.00028607i,-0.00019368+0.0001021i,-0.00022462+0.00049645i,0.00023659+0.00040033i,0.0010815-4.0525e-05i,0.0010345-0.00044882i,0.00039977-0.00017688i
-0.0023926+0.001002i,-0.0022526+0.0013343i,-0.0025265+0.0015341i,-0.0023223+0.00075311i,-0.0024413+0.00030688i,-0.0019811+0.00023311i,-0.00053356+0.00028164i,1.2838e-05+0.00027565i,0.00053347+0.00016853i,0.0011168-5.6597e-05i,0.0014156-0.00029706i,0.0010932-0.0002215i,0.00035368-0.0003242i,-0.00011808-0.00027974i,-0.0001141+0.00018025i,3.5237e-05-0.00014824i,0.0001068-0.00034699i,0.0001323-0.00039295i,3.4798e-05-0.00020642i,6.4953e-05+0.00014664i,0.00020523-0.00030331i,4.7037e-05-0.00063766i,-3.3133e-06+0.00018174i
-0.0013876-0.0011965i,-0.00028381-0.0015646i,-0.00049738-0.0018293i,-0.0010762-0.00076653i,-0.00066937+0.0015687i,-0.00028031+0.0017702i,0.00013021+0.00092716i,0.00077726+0.0010444i,0.00075991+0.0012965i,0.00018516+0.0015055i,0.00014905+0.00085844i,0.00056768+0.00026399i,0.0008941+0.00020908i,0.00080384-0.0002031i,0.00081542+2.2682e-05i,0.00075563+0.00027733i,0.00027341-0.0001973i,0.00017128-0.00030999i,7.5484e-05+3.9201e-06i,-0.00036185-0.00035908i,-0.00019582-0.00083034i,0.00014081-0.00024879i,0.00037377+0.00066808i
0.0027643+0.0032834i,0.0045457+0.0022416i,0.0049867+0.00078088i,0.0027968+2.8028e-06i,0.0014649-0.000345i,0.00068515-0.00094151i,0.00012587-7.1881e-05i,0.00081758+0.0011889i,0.00088387+0.00095216i,0.00017302+0.00031325i,-0.0001828+0.00055817i,-0.00036152+0.00038229i,-0.00082383-0.00059516i,-0.00051245-0.0008995i,0.00030351-0.0010127i,0.00054245-0.00069713i,0.00012001-0.00024974i,-0.00061677-0.00014695i,-0.00080404-0.00035542i,-0.00099979-0.00044814i,-0.00080645-0.00034709i,-0.00016068-3.881e-05i,0.00040154+0.00070477i
-0.0011682-0.002713i,-0.0011991-0.0018073i,-0.0023202-0.00136i,-0.002629-0.00086537i,-0.0020131+0.00070217i,-0.0012344+0.001753i,-0.00023367+0.0014004i,0.00016906+0.00088398i,0.00054409+0.00021229i,0.00059589-0.00013652i,0.00021972+0.00016096i,0.00053701+0.00035153i,0.00072707+0.00022839i,-0.00022572-4.4477e-05i,-0.00084041+0.00037366i,-0.00070184+0.0011877i,-0.00018264+0.00046714i,-0.00011305+2.9001e-05i,-0.00065103+0.00024742i,-0.0013148+0.00045077i,-0.0017023+0.00017912i,-0.0010908-0.00021168i,-0.00045759+0.00020601i
-0.0001404+0.00050726i,-4.9646e-05+0.0017639i,-0.00012203+0.0017683i,7.5348e-05+0.00060345i,-9.7858e-05+0.00069767i,-0.000492+0.0010499i,-0.00069467+0.00064799i,-0.00090999+0.00083571i,-0.00024089+0.0011454i,0.0009715+0.00022445i,0.00067051-0.00075335i,0.00037742-0.00072159i,0.00064769-0.00042225i,0.00023296-0.00024838i,-9.3213e-05+1.3521e-05i,0.00013555-0.00070838i,-2.3015e-05-0.0010889i,-0.00026595-0.0002934i,0.00038278+4.0013e-05i,0.00031172+1.8389e-05i,-0.00036697-0.00020228i,-2.0617e-05-0.00096781i,-1.5327e-05-0.00027635i
-0.003349+0.00060161i,-0.0032169+0.0014538i,-0.0024757+0.0030379i,-0.0012507+0.0025081i,3.2269e-05+0.0013124i,0.0004974+0.00058308i,-0.00027059+0.00039576i,-0.00047195+0.00050274i,0.00072591+0.00095111i,0.0016682+0.00086354i,0.0019361+0.000213i,0.0014012-0.00027753i,0.00021125-0.00080737i,-0.0004335-0.00064331i,-0.000342-0.00051918i,0.00029377-0.00083726i,0.00025307-9.5375e-05i,-2.2936e-05-0.00058712i,0.00024199-0.0012562i,0.0003162-0.0010076i,0.00056445-0.00069269i,0.00033609-0.00026689i,0.0009022-0.00042782i
0.001935-0.0019483i,0.002632-0.0029787i,0.001896-0.0033015i,0.00098248-0.0024899i,0.00064036-0.0011681i,0.00030645-0.00055579i,-0.0004326-0.00012241i,-0.0002312+0.0003435i,0.00043861+0.00099716i,0.00080167+0.00072519i,0.00082751-0.00013153i,0.00058342-8.5783e-05i,0.00076363+0.00079371i,0.00027373+0.0014044i,-0.00019086+0.0012358i,0.00074213+0.0001074i,0.00050064-0.00079847i,-0.00077007-0.0006158i,-0.00096743+0.00014305i,-0.00024058+0.00038754i,1.2868e-05+0.00022299i,0.00028072-8.0565e-06i,0.00086057-0.00018752i
-0.0011624+4.7707e-05i,-0.001112-0.00038105i,-0.0011908-0.00051561i,-0.0010513-0.00021292i,-0.0015928+0.00074376i,-0.0010295+0.00079566i,-0.00010605+0.00064048i,-0.00044005+0.0013713i,-0.000685+0.0010524i,-0.00064987-9.9454e-05i,-0.00034862-0.00039904i,0.0007542+7.4585e-05i,0.0014595+0.00029531i,0.00068846+0.00014569i,6.8132e-05+0.00014574i,4.1528e-05-4.6981e-05i,-0.00032853-0.0001682i,-0.00041803+8.9648e-05i,-0.00043298+0.00065985i,0.00013972+0.00052183i,0.00061082+0.00037416i,2.2271e-05-0.00010734i,-0.00011222-0.0003359i
-0.00093227+0.00023411i,-0.0019669+0.00097208i,-0.0015132+0.0012024i,-0.00037112+0.0012319i,4.768e-05+0.0016738i,0.00044582+0.0021078i,-0.00021008+0.0013605i,-3.8603e-05+0.00065298i,0.00061672+0.00038766i,-6.546e-05+9.886e-05i,-0.00023507-0.00075198i,0.00037459-0.00072116i,0.00043619-0.00018499i,0.00041974-0.00046119i,0.00044755-0.00038539i,-8.2851e-05-0.00043707i,0.00016325-0.00078088i,0.0011733-0.0002399i,0.001389+0.0014818i,0.00067324+0.0017944i,6.2075e-05+0.00075354i,-0.0004149-0.00039461i,1.5219e-05-0.001154i
0.0018466+0.0021243i,0.0025962+0.0010052i,0.0014796-9.1569e-05i,0.00028679-0.00050087i,0.00040867-1.9113e-05i,0.00011363+0.00019391i,-0.00042021+0.00020827i,0.00016432+0.00083236i,0.00041054+0.0015608i,2.7131e-05+0.00067994i,0.00033928-0.00034156i,0.00031552-0.00044253i,-0.00042107+8.0912e-05i,-0.00072306+0.00043783i,-0.00022137-4.7483e-06i,0.00022272-0.00023032i,-0.00085809-0.00053256i,-0.0015606-0.00097002i,-0.0012155-0.00041571i,-0.0010869-1.9298e-05i,-0.00042403-0.00057131i,0.0001274-0.000901i,0.00031141-0.00090204i
0.0010779-0.00096449i,0.00042704-0.00074885i,-0.00075072-0.0012407i,-0.0011378-0.00096861i,-0.00087157-5.0471e-05i,-0.00021605+0.0010381i,-0.00030716+0.0013655i,-0.00030499+0.00060709i,1.0946e-05+0.00050948i,0.00043567+0.00044193i,0.00057268+0.00018013i,-0.00015543-0.00017812i,-3.8499e-05-1.6396e-05i,0.00074153-0.00041755i,0.0003309-0.00047089i,-0.00037865+5.379e-05i,-8.5416e-05-0.00052819i,0.00052749-0.00093273i,0.00060764-0.00064054i,0.00042019+8.5634e-05i,4.5779e-05+0.00036958i,0.00023695+0.00055884i,0.00039092+0.00055662i
0.00041767-6.9563e-05i,6.1182e-05+0.0002532i,-7.9155e-06+0.00017219i,-0.00060637-0.00025204i,-0.0012496-0.00014203i,-0.0010216+0.00039096i,-0.00053061+0.00075607i,0.00039877+0.00050104i,0.0010922+0.00062114i,0.00079452+0.00069977i,-8.7398e-05+0.00036388i,0.00038446+0.00029209i,0.00067091+0.00019865i,-0.00012812-0.00029583i,-0.00063031-4.3236e-05i,-0.00037165-9.0386e-05i,-0.00034172-0.00090376i,-0.00071816-0.00095445i,-8.0577e-05+0.00015978i,0.00058657+0.00060983i,-0.00016816+0.00037367i,-0.0011067-0.00010744i,-0.00091799-0.00025004i
-0.0012153-0.0013855i,-0.00099891-0.0016893i,-2.6436e-05-0.0021757i,0.00032177-0.001549i,-0.00010901+0.0001798i,-1.9986e-05+0.001023i,0.00048655+0.0012725i,0.00071721+0.0017734i,0.0011795+0.0011677i,0.00067098+0.00010664i,0.0001233+0.00023215i,-0.00010624+5.6212e-05i,-0.00051972-0.0007032i,-0.00088836-0.00096513i,-0.0013491-0.00078922i,-0.0011871-0.0001648i,0.00010599+0.00011357i,0.00073805+0.00038731i,0.00035384+0.00048688i,-0.00023564-1.3495e-05i,-0.00045673-7.5764e-05i,0.00016071-3.8845e-05i,0.0006959-0.00017327i
0.0014632+0.0024442i,0.0021519+0.0014445i,0.0018577+0.00091769i,0.0011146+0.0012234i,0.0014641+0.0006411i,0.0013986+0.00019623i,0.00016386+0.00039054i,-0.00087799+0.00073702i,-4.4455e-05+0.0012053i,0.00075097+0.00093265i,1.9628e-05+0.00054373i,-0.00065328-0.00020282i,-0.0012153-0.0011558i,-0.0015426-0.0010635i,-0.001123-0.0011545i,-0.0001372-0.00034099i,0.00037545+0.0008319i,-0.00031932+0.00084979i,-0.00094362-0.00020733i,-0.0010526-0.0012194i,-0.00045872-0.0010052i,4.9121e-05-0.00039514i,-0.00029871+0.0003587i
-0.00052164-5.3113e-06i,-0.00033856-0.00027498i,4.6575e-05-1.3049e-05i,-0.0013477+4.2219e-05i,-0.0021992-4.8471e-05i,-0.0019115+0.00072864i,-0.0010781+0.0016452i,-0.00026066+0.0020634i,0.00054513+0.0011373i,0.0010385+0.00042776i,0.0006984-0.00027166i,-0.00016701-0.00078573i,1.8618e-05-0.00060808i,0.00083091-0.00014674i,-2.4407e-05+6.8789e-05i,-0.00052886-0.00045761i,-8.4447e-05-0.00095593i,-0.00045502-0.00038116i,-0.0002114+0.00011608i,0.00057547+0.00020549i,0.0012567+0.00052158i,0.0012289+0.0013038i,0.00070163+0.0012315i
0.0022402-0.00010931i,0.0013213-0.0028595i,-0.00013129-0.0045078i,-0.0013707-0.002731i,-0.0010363-3.2982e-06i,-0.00038944+0.001418i,-0.0006167+0.0015522i,0.00022622+0.00099011i,0.0011702+0.00058341i,0.0011692+0.00057196i,0.00046892+0.00064047i,0.00023545+6.8199e-05i,0.00070678-0.00085124i,0.0010181-0.0011035i,0.00021844-0.00011183i,-0.00036067+0.00046447i,0.0002577-0.00025379i,0.0001099-0.0006146i,-0.00028145-0.00064133i,3.9773e-05-0.00058504i,0.00021385-0.00035063i,-0.00046382+0.00048616i,-0.00052627+0.001355i
0.0012505+0.00047806i,0.0019603-0.00021055i,0.0014712-0.00021428i,-6.1072e-05-0.00049574i,-0.00062259-0.00078548i,-0.00044027-0.00030939i,-0.00043521+0.00013365i,-0.00015094+0.00094667i,0.000947+0.0014461i,0.0013617+0.00077998i,0.0010247-0.0004865i,0.0003641-0.001337i,-9.517e-05-0.00085188i,0.00027354+9.181e-05i,0.00088102+0.00053214i,0.00068878+2.6744e-05i,4.2195e-05-0.00014002i,-0.00057977+0.00081157i,-0.00074454+0.0010372i,-0.00068089+0.00027442i,-8.8848e-05-0.00035494i,0.00066007-0.00047745i,0.00082097-0.00016426i
-0.0015858+0.0017968i,-0.00094481+0.0017764i,-0.00047345+0.0017503i,0.00020897+0.0016644i,0.00065645+0.0016776i,0.0016369+0.00097411i,0.0014295+0.00017443i,0.00086688+0.0012237i,0.0003957+0.0021481i,-9.969e-06+0.0013094i,0.00046681+0.00052739i,0.0010352+0.00027809i,0.00079605-0.00035649i,7.168e-06-0.00078192i,-2.1168e-05-0.0006964i,0.00023568-0.00071471i,-0.00043742-0.00036634i,-0.00089365+4.1555e-05i,-0.00019491+0.00085262i,0.00059831+0.0013573i,0.00056172+0.00057532i,0.00010907-4.8284e-05i,-6.7061e-05+0.00028991i
-0.00082776+0.0025055i,3.6965e-05+0.001344i,0.00058656+0.00069263i,0.00084784+0.00025163i,0.00018746+0.00040467i,-0.00045171+0.00049303i,-0.00060799+0.0013932i,0.00026376+0.0022927i,0.0014745+0.0018121i,0.0012586+0.0005052i,0.00059716-0.00048684i,0.0008399-0.00042282i,0.00031051-0.00021769i,-0.00082333-0.00054049i,-0.00087899-0.00019205i,-0.0007422+0.00024976i,-0.00086029-2.4305e-05i,-0.00099693+0.00013341i,-0.0011231+0.00079767i,-0.00089932+0.00059274i,-0.00011774-1.6411e-05i,0.00071099-0.00030985i,0.00022899+5.0401e-06i
0.0037312-0.00028347i,0.0032453-0.0011869i,0.0023957-0.0021784i,0.0004807-0.0021428i,-0.0012685-0.00070554i,-0.0028565+0.00091254i,-0.001964+0.0030513i,0.0015018+0.0055598i,0.0047749+0.0054625i,0.0062383+0.0029286i,0.0056683+0.00061527i,0.0044246-0.00077359i,0.0023917-0.0016047i,0.00071531-0.0018092i,-0.00060447-0.0014393i,-0.0016651-0.00057308i,-0.0016696+1.2528e-05i,-0.0010964+0.00049268i,-0.00064141+0.0010322i,0.00014486+0.0011397i,0.00012022+0.0011111i,-0.00042566+0.0010748i,-0.0003191+0.00081676i
-0.00018935+0.00090456i,0.0013018+0.0004153i,0.0014619-0.00026819i,-2.9792e-05-0.00029654i,-0.00036996-0.0002793i,-0.00029596-0.0013233i,-0.00069015-0.0028588i,-0.0016427-0.0025765i,-0.0026427-0.0015361i,-0.0029072-0.0013658i,-0.0024612-0.00056369i,-0.0020813+0.0008438i,-0.001542+0.0010546i,-0.00064732+0.00081711i,-0.00013285+0.00046357i,0.00026057+2.8345e-06i,0.00083663-0.00054644i,0.00046741-0.00064284i,0.00042815-0.00038533i,0.00072809-0.00028864i,0.00054195+0.00024024i,0.0007861+0.00084275i,0.0009049+0.00014755i
0.00097606-0.002534i,-0.0002897-0.0031347i,-0.0011547-0.0035536i,-0.0010873-0.0030877i,-0.001303-0.0014867i,-0.0013346-0.00030636i,-0.00088708-0.00026106i,-0.00069316-0.00026569i,-0.00085123-0.00029346i,-0.0012558-0.00058494i,-0.0013565-0.00025585i,-0.00040188+0.00050715i,0.00043731+0.00081161i,0.00046807+0.0010601i,0.00060163+0.00042153i,0.00037777-0.00030714i,0.00021997+0.00014381i,-0.00013666+0.00039456i,-0.00030342+0.00085241i,-0.00022082+0.0011574i,0.00028639+0.00095805i,0.00033255+0.00019343i,0.00026243-0.00023204i
0.0025975+0.00045426i,0.0025422+0.00051386i,0.0019655-0.00070107i,0.00037938-0.0005989i,-0.00088234+0.00011835i,-0.00059032+0.00054915i,-4.5316e-05+0.00041572i,-4.1022e-05+0.00025811i,-0.00011041+0.00023855i,1.1288e-05-0.00042023i,-0.00031818-0.00074958i,-0.00080266+0.00017192i,-0.00043358+0.00098297i,-0.00050716+0.0014543i,-0.001037+0.0014904i,-0.00039201+0.0005728i,-7.7671e-05+9.8843e-06i,5.7537e-05-0.00021021i,0.0003339+0.00012036i,0.00052849+0.00019009i,0.00036373-0.00016209i,0.00032165-0.00056064i,0.00089191-0.00023725i
3.4496e-05+0.004537i,0.001839+0.0039299i,0.0024819+0.0026743i,0.0012019+0.001229i,0.00015154+0.00019596i,-0.00042333-0.00040742i,-0.00063574-0.0010529i,-0.00045279-0.0010976i,-0.00045168+0.00033227i,-0.00052874+0.00053741i,1.9766e-05-6.3707e-05i,0.00048091-0.0004752i,-0.00039839-0.0004395i,-0.0010956-0.00021301i,-0.0010333-0.00034861i,-0.00024348+0.00024671i,0.00010832+0.00024906i,0.00012694-0.00038611i,0.00057789-0.00015256i,0.00097356+0.00016715i,0.00067473-6.8361e-05i,0.00066346-8.6145e-05i,0.00041802+0.00024205i
