-0.0055114+0.0025349i,-0.0037172+0.0046046i,-0.003083+0.0058024i,-0.0025785+0.0043158i,-0.00096052+0.0031384i,0.0010009+0.0017878i,0.0013466+0.0017961i,6.5216e-07+0.0025197i,-9.0182e-05+0.0025052i,0.00036662+0.0017388i,0.00024314+0.00022398i,0.00016578-0.00038763i,1.9201e-05-0.00075185i,-0.00040848-0.00089638i,-0.0006757-0.00071779i,-0.00088157-0.0010343i,-9.5236e-05-0.00086151i,0.00060102+0.00031855i,-3.573e-05+0.00047875i,-0.00064648+0.00013573i,-0.00025042+0.00042027i,-9.8853e-05+5.7591e-05i,-1.6449e-05-0.00013582i
-0.035074+0.2553i,-0.0049848+0.29732i,0.062468+0.20599i,0.11217+0.071289i,0.10762-0.01748i,0.0806-0.059252i,0.046933-0.07906i,0.0089805-0.075435i,-0.012889-0.050146i,-0.016471-0.021039i,-0.013148+9.1791e-05i,-0.0070852+0.010826i,-0.0011253+0.010492i,-0.000447+0.0045337i,-0.00099222+0.0018354i,0.004855+0.0030528i,0.014373+0.0031512i,0.018235+0.00083846i,0.014117-0.0084066i,0.0067133-0.021909i,0.0022616-0.025388i,0.0037186-0.017276i,0.0079411-0.009071i
-0.23238-0.12199i,-0.27975-0.12586i,-0.19009-0.10425i,-0.045876-0.11955i,0.047384-0.14598i,0.075259-0.13235i,0.068598-0.091803i,0.041276-0.053626i,0.0094915-0.026261i,-0.0075558-0.010597i,-0.011684-0.0046022i,-0.010594-0.0011015i,-0.0070004+0.0020738i,-0.0046401+0.0020423i,-0.0051061+0.00028296i,-0.0034158+0.0031591i,0.0033205+0.0063146i,0.010751+0.0023049i,0.014506-0.0032435i,0.0157-0.0043671i,0.014627-0.0025441i,0.012074-0.00053813i,0.0092546+0.00059421i
0.18639-0.18298i,0.1979-0.22014i,0.11373-0.11405i,0.036739+0.055021i,0.029761+0.13583i,0.045629+0.11795i,0.045865+0.076817i,0.033244+0.045132i,0.018087+0.024055i,0.0097095+0.0071645i,0.0072052-0.0096068i,0.0030298-0.017804i,-0.0019643-0.014389i,-0.0028082-0.0096653i,-0.0030196-0.0073239i,-0.0094414-0.0036064i,-0.019944+0.0034546i,-0.02245+0.0081323i,-0.0085282+0.0074207i,0.010883+0.0065146i,0.019099+0.0069624i,0.015814+0.0087657i,0.0083676+0.0095049i
0.11514+0.24952i,0.18538+0.28426i,0.19558+0.20478i,0.15347+0.13091i,0.11139+0.12635i,0.093915+0.11823i,0.076556+0.076684i,0.051383+0.028098i,0.030574-0.0049731i,0.01728-0.013117i,0.010632-0.0067606i,0.005765-0.0010218i,0.0011669-0.0023027i,0.0015663-0.0068858i,0.0046133-0.0084884i,0.0076274-0.0088834i,0.012098-0.010461i,0.013915-0.0075662i,0.010416+0.0037489i,0.004177+0.014126i,-0.001392+0.014774i,-0.003354+0.0094889i,-0.0033469+0.0056453i
-0.27645+0.040907i,-0.34855+0.089706i,-0.30866+0.073321i,-0.24693-0.011687i,-0.21437-0.056233i,-0.16047-0.013702i,-0.078126+0.02534i,-0.016721+0.018723i,0.0082428+0.0016071i,0.0076537-0.0024704i,0.0014465+0.0050901i,0.0015809+0.0086821i,0.0043042+0.0077596i,0.0077956+0.010487i,0.010642+0.010738i,0.010595+0.0076435i,0.010609+0.0049316i,0.0076679+0.0022406i,-0.0030279+0.0050317i,-0.012806+0.015797i,-0.015128+0.019527i,-0.014794+0.013329i,-0.012449+0.0078288i
0.050187-0.27382i,0.010489-0.32147i,-0.036735-0.191i,-0.053392-0.017093i,-0.056759+0.050182i,-0.074813+0.048188i,-0.077209+0.047033i,-0.043208+0.044094i,-0.010732+0.030498i,0.0010735+0.014537i,0.0019812+0.0030637i,0.00050375-0.0020208i,-0.0011138-0.001982i,-0.003519+0.0024729i,-0.0034435+0.0074006i,-0.003619+0.0080252i,-0.0092557+0.0088756i,-0.017262+0.0083159i,-0.023184-0.0015419i,-0.027426-0.015231i,-0.024262-0.017599i,-0.013481-0.011686i,-0.0049135-0.0078892i
0.24044+0.12267i,0.32799+0.07132i,0.28836-0.046439i,0.19982-0.12396i,0.13969-0.1299i,0.075474-0.11701i,0.0054659-0.089353i,-0.029942-0.04284i,-0.026618-0.0074164i,-0.0093405+0.0035155i,0.002912+0.0029398i,0.0078335+0.0014557i,0.0061525-0.003966i,-0.0016553-0.0084102i,-0.0071693-0.0062274i,-0.005668-0.0062458i,-0.0020355-0.014664i,0.0021902-0.022549i,0.0053018-0.025129i,0.003861-0.026157i,-0.00036693-0.024389i,-0.0032392-0.01843i,-0.0016638-0.011984i
-0.207+0.19337i,-0.23271+0.28493i,-0.20054+0.20935i,-0.17842+0.037179i,-0.15673-0.049479i,-0.094637-0.054241i,-0.042034-0.048279i,-0.026809-0.024255i,-0.018396+0.0043779i,-0.008639+0.01128i,-0.0050787+0.0075167i,-0.0014805+0.00571i,0.0036434+0.0050887i,0.0036711+0.0043157i,-0.0020473+0.003449i,-0.0039685+0.0066807i,0.0029202+0.01039i,0.012943+0.0069447i,0.022627-0.00010366i,0.030904-0.0047364i,0.031599-0.0041609i,0.024452-0.00040666i,0.014279+0.0011727i
-0.10151-0.24219i,-0.15144-0.25251i,-0.064179-0.11232i,0.087939+0.033513i,0.14179+0.055564i,0.10798+0.036794i,0.075732+0.030707i,0.046794+0.015989i,0.020491+0.0079695i,0.0077591+0.0037823i,-0.0039008-0.0031522i,-0.014887+3.3989e-05i,-0.015604+0.0068228i,-0.012332+0.0044817i,-0.012353-0.0020674i,-0.013831-0.0022603i,-0.011449+0.0077664i,-0.0041225+0.019486i,0.0035279+0.023644i,0.0088156+0.021028i,0.011004+0.01386i,0.0099827+0.0063183i,0.0076551+0.0033167i
0.24544-0.045693i,0.30505-0.15768i,0.26116-0.21008i,0.20107-0.16236i,0.16441-0.091668i,0.11063-0.061426i,0.050949-0.044354i,0.013629-0.028619i,-0.0055451-0.018877i,-0.0041415-0.007645i,0.0048448-0.0029777i,0.0049816-0.0032132i,0.00022418-0.0063197i,-0.00089091-0.015812i,0.0023213-0.021706i,0.0012943-0.022365i,-0.0059642-0.022681i,-0.01109-0.017928i,-0.0080301-0.0040434i,-0.0056026+0.011858i,-0.00903+0.018815i,-0.010962+0.018336i,-0.0082008+0.015574i
-0.040828+0.25879i,-0.0076304+0.38832i,-0.069806+0.38948i,-0.19444+0.31544i,-0.20998+0.25308i,-0.12215+0.18764i,-0.052168+0.10401i,-0.026697+0.040669i,-0.019571+0.012663i,-0.012427+0.0091815i,0.0048514+0.0058401i,0.016969-0.0067594i,0.019771-0.011903i,0.026619-0.0097279i,0.032838-0.0083645i,0.032651-0.0083648i,0.028076-0.0096012i,0.012799-0.0082386i,-0.0095039+0.00024321i,-0.01875+0.010802i,-0.012402+0.01343i,-0.0049374+0.008909i,-0.0026714+0.0036571i
-0.19204-0.097775i,-0.26938-0.036683i,-0.17522+0.038797i,-0.036039+0.050345i,-0.011417+0.028999i,-0.020503+0.024025i,-0.0026175+0.021405i,0.0056753+0.0036296i,-0.00088084-0.006087i,-0.0054413+0.0010031i,-0.0026544+0.009448i,-0.00073874+0.013359i,-0.0019989+0.018718i,-0.00070399+0.025853i,-0.00023287+0.025977i,-0.0013078+0.020861i,-0.00042504+0.016871i,0.00055892+0.012347i,-0.0061964+0.0036375i,-0.019436-0.0050643i,-0.023694-0.0083287i,-0.018214-0.009764i,-0.012992-0.010086i
0.11267-0.17074i,0.062741-0.35883i,-0.031221-0.45067i,-0.071007-0.41955i,-0.071577-0.34945i,-0.088111-0.24561i,-0.084576-0.13066i,-0.050969-0.059666i,-0.020377-0.027246i,-0.0054045-0.010092i,-0.0018234+0.0021429i,-0.00092651+0.0075976i,-0.0064146+0.0054014i,-0.016966+0.0063232i,-0.01905+0.013041i,-0.014423+0.016594i,-0.014366+0.0097293i,-0.017024-0.0080311i,-0.014231-0.030007i,-0.0092786-0.040384i,-0.0077859-0.031118i,-0.0050547-0.015036i,-2.2904e-05-0.0057264i
0.099813+0.17665i,0.20059+0.2402i,0.16777+0.23066i,0.052078+0.19031i,0.035275+0.1541i,0.067828+0.092107i,0.045599+0.035913i,0.02073+0.019015i,0.015282+0.0088214i,0.0031123-0.0030246i,-0.0057033-0.0069055i,-0.0054085-0.010762i,-0.0030815-0.016987i,-0.00085792-0.020386i,-0.00092155-0.020515i,0.0018421-0.018755i,0.010248-0.016662i,0.018336-0.012671i,0.025197-0.0057124i,0.032727-0.0056767i,0.033628-0.01336i,0.025271-0.017152i,0.015385-0.013714i
-0.11837+0.028376i,-0.078446+0.12419i,0.097834+0.1435i,0.24705+0.062573i,0.24236-0.0034455i,0.17796-0.01356i,0.12485-0.022844i,0.067707-0.025561i,0.024527-0.013485i,-0.0002292-0.0069792i,-0.015487+0.00077938i,-0.013763+0.01065i,-0.0020041+0.012043i,0.0040863+0.0071407i,0.00038387+0.0014004i,-0.0063212+0.0027558i,-0.0018661+0.009762i,0.017719+0.014342i,0.036373+0.015849i,0.035896+0.017043i,0.020404+0.016163i,0.0062588+0.014256i,0.0003995+0.012071i
-0.030601-0.13533i,-0.17939-0.23248i,-0.26746-0.26392i,-0.22913-0.21368i,-0.18398-0.11921i,-0.15762-0.03783i,-0.094944-0.0019161i,-0.036469+0.0018885i,-0.0094672+0.0014695i,0.0031363-0.0041739i,0.0013205-0.0092064i,-0.0051165-0.0048586i,-0.0069886-0.0027072i,-0.0069481-0.0056225i,-0.0018626-0.0086855i,0.0026221-0.0070848i,-0.0041558+0.0019475i,-0.020145+0.01342i,-0.033303+0.024103i,-0.03196+0.03324i,-0.018255+0.035458i,-0.005166+0.027872i,0.00050233+0.017516i
0.091124+0.055752i,0.15791+0.057253i,0.12166+0.15002i,0.053914+0.28241i,0.060129+0.27113i,0.073077+0.1676i,0.054405+0.10641i,0.042492+0.06465i,0.026391+0.023701i,0.014204+0.00046784i,0.014329-0.019756i,0.010368-0.031519i,0.0077141-0.026298i,0.01157-0.018804i,0.015296-0.015638i,0.012022-0.015665i,0.004547-0.014897i,-0.00053384-0.0059203i,-0.0032605+0.0074034i,-0.0039906+0.0078422i,-0.0028464-0.0024613i,-0.0030152-0.0074614i,-0.0041062-0.0052953i
0.0092432+0.036126i,0.13865+0.097065i,0.25416+0.062647i,0.21231-0.03792i,0.095899-0.080448i,0.039864-0.068709i,0.015668-0.04725i,-0.012252-0.014996i,-0.014006+0.010753i,0.0054084+0.020834i,0.025883+0.021442i,0.036749+0.01862i,0.039737+0.019285i,0.039808+0.023162i,0.031017+0.028169i,0.017654+0.029555i,0.010138+0.018109i,0.0051315-0.011481i,-0.0069834-0.041186i,-0.021609-0.043447i,-0.024589-0.02439i,-0.018608-0.0075652i,-0.012676+0.0018371i
-0.065978-0.020306i,-0.25428-0.013936i,-0.41575-0.025329i,-0.43823-0.044735i,-0.36713+0.0021386i,-0.27016+0.075132i,-0.17329+0.082933i,-0.096919+0.050998i,-0.039901+0.031732i,-0.0015174+0.024012i,0.01108+0.023972i,0.0054468+0.024406i,-0.008856+0.026512i,-0.021262+0.030877i,-0.023654+0.02563i,-0.019068+0.012803i,-0.016716+0.0060195i,-0.021264+0.010641i,-0.022834+0.014743i,-0.013495+0.011704i,-0.0018728+0.0066807i,0.0041125+0.0013197i,0.0044747-0.0029898i
-0.020013+0.028957i,-0.048713+0.005325i,-0.059147+0.025719i,0.0038681+0.062533i,0.073412+0.033794i,0.080391-0.0071241i,0.058406-0.012883i,0.03448-0.017711i,0.0067733-0.020813i,-0.015702-0.013392i,-0.028875-0.0085773i,-0.033306-0.0046571i,-0.03436-0.0040495i,-0.03815-0.011008i,-0.040309-0.016639i,-0.035331-0.018227i,-0.019683-0.019535i,0.0089632-0.020753i,0.03843-0.021529i,0.044296-0.024036i,0.029072-0.024484i,0.016786-0.018413i,0.011262-0.013785i
0.039903-0.094989i,0.20982-0.2008i,0.36839-0.33665i,0.33726-0.40836i,0.1828-0.38565i,0.051957-0.31343i,-0.019859-0.215i,-0.034765-0.11287i,-0.028035-0.043102i,-0.022062-0.0076012i,-0.012316+0.008982i,0.0023309+0.0090351i,0.013472-0.0079298i,0.015307-0.027712i,0.013413-0.032524i,0.015394-0.024161i,0.017035-0.017333i,0.0082385-0.014613i,-0.0068513-0.006462i,-0.011519+0.0087715i,-0.0086131+0.01889i,-0.0076096+0.020348i,-0.0035531+0.019197i
0.059331+0.02444i,0.032903+0.10401i,-0.016524+0.16419i,-0.038896+0.1536i,-0.021738+0.13315i,0.00054535+0.11126i,0.0025467+0.065481i,-0.0066916+0.028803i,-0.0043516+0.010976i,0.0013517+0.0024596i,0.001022+0.0012425i,-0.0080684+0.0038337i,-0.012764+0.011982i,-9.6983e-05+0.015337i,0.015007+0.0063208i,0.019158-0.0013048i,0.018051+0.010165i,0.019991+0.038355i,0.022378+0.057925i,0.019225+0.051577i,0.013414+0.031568i,0.0062573+0.015799i,-0.00057727+0.0084122i
-0.058978+0.17768i,-0.12057+0.32078i,-0.11044+0.44135i,0.04052+0.41481i,0.18022+0.2472i,0.19145+0.092552i,0.15063+0.02276i,0.095375-0.01024i,0.030446-0.01843i,-0.0055308-0.012153i,-0.016577-0.018432i,-0.018589-0.027278i,-0.011412-0.022554i,0.0023247-0.0093012i,0.016017+0.0019518i,0.020912+0.0093486i,0.014879+0.006162i,0.0018613-0.016444i,-0.013243-0.042899i,-0.025458-0.051736i,-0.029235-0.042271i,-0.023191-0.028399i,-0.016397-0.016482i
-0.095478-0.15646i,-0.097344-0.31922i,-0.072907-0.41834i,-0.09686-0.32599i,-0.14768-0.16085i,-0.14014-0.061001i,-0.091898-0.01119i,-0.046956+0.019825i,-0.012763+0.021881i,0.0076756+0.01031i,0.02294+0.00061108i,0.033049-0.013655i,0.02983-0.02691i,0.018687-0.022987i,0.0090838-0.0041293i,0.0024406+0.010603i,-0.0062077+0.010487i,-0.024019+0.0038611i,-0.039572+0.0028759i,-0.032921+0.0066937i,-0.014992+0.0091099i,-0.005456+0.011924i,-8.7242e-05+0.012726i
0.13071-0.10492i,0.15765-0.15663i,0.087843-0.12149i,-0.032894+0.00046636i,-0.051005+0.11945i,0.0075038+0.15095i,0.02301+0.11232i,0.019407+0.061301i,0.029806+0.021962i,0.032556+0.0044059i,0.020731+0.01123i,0.0074927+0.030544i,0.0027104+0.049176i,-0.0008096+0.057407i,-0.011124+0.053007i,-0.01822+0.041227i,-0.007901+0.030379i,0.024004+0.021857i,0.056334+0.010632i,0.064781+0.00031983i,0.05415-0.0057926i,0.039187-0.011563i,0.024068-0.016408i
0.059643+0.27043i,0.10966+0.49015i,0.1168+0.55792i,0.10753+0.36216i,0.094437+0.12289i,0.078482+0.0032895i,0.057807-0.060617i,0.013859-0.080934i,-0.018513-0.048316i,-0.02246-0.013142i,-0.019856+0.00072492i,-0.013515+5.929e-05i,-0.015561-0.0064761i,-0.032675-0.012636i,-0.043157-0.016419i,-0.039733-0.016248i,-0.035656-0.015359i,-0.037045-0.016991i,-0.03744-0.014956i,-0.033573-0.0049813i,-0.024617+0.0020913i,-0.015683-0.0023086i,-0.011406-0.0074696i
-0.2122-0.041499i,-0.33845-0.11445i,-0.34739-0.23103i,-0.28713-0.25482i,-0.26742-0.14493i,-0.24929-0.016631i,-0.17632+0.048936i,-0.093151+0.053685i,-0.046628+0.037439i,-0.024441+0.016351i,-0.0042381-0.0099565i,0.0099441-0.037624i,0.0016231-0.060433i,-0.014097-0.07011i,-0.020649-0.065111i,-0.022325-0.050103i,-0.022393-0.026156i,-0.02022+0.0081621i,-0.013498+0.041797i,-0.0039747+0.051126i,5.9993e-06+0.04097i,0.002985+0.031861i,0.01+0.02354i
0.03214-0.26695i,0.01794-0.49579i,0.0060217-0.55158i,0.0014664-0.39241i,-0.00077477-0.22828i,0.0046751-0.13032i,0.020879-0.044614i,0.034439+0.00085648i,0.033429-0.00011658i,0.024007-0.0079395i,0.010402-0.00017555i,0.0076391+0.026048i,0.031085+0.037262i,0.058886+0.017098i,0.065794-0.0088554i,0.055482-0.024432i,0.046678-0.032826i,0.043778-0.043059i,0.032102-0.054065i,0.0096689-0.050706i,-0.0041101-0.034388i,-0.0063141-0.020379i,-0.0068678-0.010241i
0.24419+0.19704i,0.4737+0.3803i,0.56694+0.45047i,0.46649+0.26061i,0.30042-0.021962i,0.16448-0.15993i,0.082667-0.15552i,0.038595-0.10538i,0.012035-0.056258i,0.0033996-0.018073i,0.006569+0.0090018i,0.0060956+0.025918i,0.0095619+0.03561i,0.020073+0.037928i,0.028574+0.03207i,0.030571+0.020391i,0.01922+0.009482i,-0.0096876+0.0021524i,-0.037692+0.00060532i,-0.045376+0.002503i,-0.039669+0.0048856i,-0.030487+0.01133i,-0.017859+0.018074i
-0.16823+0.17164i,-0.25115+0.32775i,-0.21093+0.37176i,-0.060392+0.29861i,0.062845+0.23267i,0.086689+0.203i,0.05228+0.15853i,0.021099+0.099142i,0.0035334+0.060325i,-0.0023493+0.046224i,0.0011068+0.027776i,-0.0046061-0.0031948i,-0.017959-0.013796i,-0.015158+0.0034505i,-0.0019896+0.024087i,0.0069757+0.035908i,0.014694+0.038111i,0.028689+0.033223i,0.044651+0.021441i,0.046926+0.0029593i,0.037366-0.0072848i,0.029638-0.0051311i,0.022927-0.0054392i
-0.17819-0.27655i,-0.40904-0.4944i,-0.53235-0.52171i,-0.4185-0.28404i,-0.20925-0.035959i,-0.083203+0.037593i,-0.057025+0.024151i,-0.058612+0.015593i,-0.037979+0.01312i,-0.015379+0.0061933i,-0.016347+0.0057534i,-0.017201+0.016689i,-0.0059823+0.023154i,-0.0018021+0.021592i,-0.0045833+0.012984i,-0.0041931-0.0011313i,0.0025562-0.015446i,0.010227-0.031112i,0.011711-0.041036i,0.012746-0.036084i,0.012969-0.027147i,0.0024582-0.02142i,-0.0079622-0.01217i
0.25851+0.0096736i,0.45256-0.0040145i,0.44874-0.0056331i,0.22394-0.010845i,0.00037375-0.030927i,-0.10728-0.057374i,-0.12381-0.063036i,-0.08671-0.041235i,-0.046986-0.023725i,-0.027378-0.026747i,-0.019903-0.033833i,-0.021113-0.026816i,-0.03133-0.0053041i,-0.044641+0.015564i,-0.044431+0.026441i,-0.029159+0.029322i,-0.017206+0.03246i,-0.016723+0.042276i,-0.017228+0.054397i,-0.012504+0.057553i,-0.0078004+0.048346i,-0.0062143+0.034446i,-0.004807+0.022363i
0.006422+0.22682i,0.13337+0.4044i,0.28253+0.40164i,0.30041+0.22639i,0.21214+0.099006i,0.16959+0.082301i,0.16802+0.065431i,0.13437+0.034321i,0.07965+0.018166i,0.039011+0.014679i,0.022945+0.0042815i,0.011454-0.023576i,-0.010594-0.049905i,-0.027999-0.063376i,-0.031061-0.055923i,-0.024257-0.025256i,-0.015456+0.0049897i,-0.0065962+0.014321i,-0.0025882+0.0089797i,-0.0062721+0.004825i,-0.0065967+0.0029387i,-0.0041756-0.006035i,-0.0079628-0.014987i
-0.24384-0.15736i,-0.50779-0.24055i,-0.61601-0.22108i,-0.46244-0.1181i,-0.23069-0.059713i,-0.093152-0.075886i,-0.044782-0.085167i,-0.032389-0.066568i,-0.01919-0.046961i,-0.00077849-0.03236i,0.017509-0.011788i,0.0398-0.00073457i,0.050163-0.013295i,0.041967-0.026191i,0.021788-0.027532i,-0.010113-0.026388i,-0.037312-0.02946i,-0.049152-0.03606i,-0.050496-0.038596i,-0.039953-0.033531i,-0.025003-0.027069i,-0.014561-0.018924i,-0.0071751-0.0095094i
0.14851-0.072366i,0.18024-0.13797i,0.06843-0.11675i,-0.072805-0.046681i,-0.14076-0.021519i,-0.14976-0.026192i,-0.12337-0.023542i,-0.092514-0.027121i,-0.077843-0.020454i,-0.057653-0.00075867i,-0.026746+0.0053245i,-0.000976+0.011823i,0.025384+0.027397i,0.050407+0.034646i,0.057508+0.030058i,0.044787+0.016658i,0.026195+0.0067936i,0.016412+0.010334i,0.019299+0.015086i,0.021033+0.011482i,0.017799+0.0067514i,0.019926+0.0076897i,0.023482+0.0071289i
0.087763+0.17867i,0.30501+0.25942i,0.50301+0.15413i,0.48561-0.035183i,0.34382-0.089174i,0.25447-0.014161i,0.19493+0.031999i,0.12055+0.035608i,0.066715+0.05034i,0.049444+0.066149i,0.034696+0.062226i,0.0082917+0.042693i,-0.015238+0.019505i,-0.034481-0.0034298i,-0.04639-0.019364i,-0.03234-0.022078i,0.0031572-0.019264i,0.031338-0.016074i,0.037856-0.01075i,0.029841-0.0035846i,0.018615+0.0028097i,0.0079992+0.0067921i,0.0011237+0.0096018i
-0.18061-0.10341i,-0.32983-0.129i,-0.3276-0.077904i,-0.18462+0.0046574i,-0.07463+0.049883i,-0.061425+0.052497i,-0.082711+0.058053i,-0.068023+0.071592i,-0.021749+0.042685i,-0.0068473-0.0059323i,-0.019016-0.011278i,-0.015083+0.005112i,-0.004144+0.012392i,-0.001143+0.01461i,-7.6965e-05+0.0090462i,0.00049315-0.0028189i,0.001443-0.013603i,-0.0023372-0.020264i,-0.013493-0.01869i,-0.019326-0.011141i,-0.017508-0.0038903i,-0.014033+0.0021464i,-0.008229+0.0046561i
0.08089-0.037426i,0.023733-0.015983i,-0.14854+0.10672i,-0.24432+0.2117i,-0.22312+0.18675i,-0.18267+0.09795i,-0.1088+0.02285i,-0.043122-0.044206i,-0.041619-0.068283i,-0.055341-0.050341i,-0.052945-0.040493i,-0.039137-0.02643i,-0.0095775-0.0059623i,0.026635-0.0046805i,0.053846-0.018708i,0.058847-0.027124i,0.042906-0.015505i,0.022821+0.0027721i,0.0082935+0.0081672i,-0.001473+0.0056851i,-0.0035889+0.0024527i,0.00036855-0.0030159i,0.0011435-0.0059777i
0.031216+0.17437i,0.15221+0.23017i,0.25602+0.082875i,0.22036-0.13784i,0.14768-0.21905i,0.14908-0.1871i,0.15292-0.15571i,0.11207-0.12481i,0.06711-0.073058i,0.05534-0.029446i,0.058574-0.019995i,0.032616-0.028249i,-0.013435-0.024837i,-0.041439-0.0094902i,-0.041485+0.0098284i,-0.025489+0.022409i,-0.011417+0.018421i,-0.0039787+0.0046175i,-6.3584e-05-0.0026138i,0.0051398+0.00014003i,0.010907+0.0028242i,0.0073652+0.0021754i,-0.0023645+0.0023497i
-0.093938-0.15185i,-0.14343-0.26697i,-0.088689-0.30024i,0.024601-0.22581i,0.076634-0.13627i,0.036399-0.057781i,-0.037725+0.045352i,-0.052495+0.12558i,-0.01317+0.10713i,0.0029848+0.047761i,0.0036011+0.024844i,0.017272+0.015566i,0.033007+0.0028409i,0.047008+0.0007206i,0.047146+0.0081303i,0.027596+0.018746i,0.0023435+0.021578i,-0.018474+0.014534i,-0.024333+0.0061181i,-0.020276-0.0031818i,-0.017791-0.0058405i,-0.012415+0.0012056i,-0.0035632+0.005297i
0.084391-0.041462i,0.038929-0.021943i,-0.084521+0.10329i,-0.1391+0.23713i,-0.11093+0.25735i,-0.089867+0.18186i,-0.071153+0.085621i,-0.061088+0.017492i,-0.055259+0.016667i,-0.030453+0.042269i,-0.013879+0.045177i,-0.0015875+0.037746i,0.016903+0.023293i,0.016655+0.0073075i,0.0011356+0.00037083i,-0.011744+0.00045098i,-0.010719+0.013103i,0.0039474+0.027328i,0.014242+0.024451i,0.011496+0.014464i,0.0056037+0.010643i,0.0058488+0.0088665i,0.0097213+0.0052529i
-0.059596+0.25455i,0.010945+0.37551i,0.10341+0.2939i,0.093144+0.08074i,0.030907-0.032879i,0.044546-0.039279i,0.078781-0.081242i,0.06378-0.11927i,0.040584-0.091232i,0.039092-0.048164i,0.037147-0.031895i,0.010169-0.025272i,-0.035074+0.00095418i,-0.067531+0.039638i,-0.068419+0.060051i,-0.043636+0.04661i,-0.016971+0.014131i,-0.00073054-0.010469i,0.0089155-0.012965i,0.015983-0.0032715i,0.017696+0.0033861i,0.0073996+0.0069808i,-0.0053195+0.0094058i
-0.0057906-0.20634i,0.0076313-0.29546i,0.090035-0.31633i,0.1676-0.26046i,0.15946-0.16564i,0.090017-0.070301i,0.046328+0.028175i,0.047466+0.078721i,0.034128+0.052709i,-0.0050571+0.014895i,-0.02092+0.0057571i,-0.0062942+0.0026551i,0.0082484-0.012505i,0.010372-0.038574i,0.010885-0.057216i,0.017928-0.053591i,0.022947-0.04078i,0.013029-0.031264i,-0.0063617-0.024021i,-0.021195-0.016485i,-0.030061-0.010164i,-0.028608-0.0077873i,-0.017813-0.0055231i
0.089399-0.065208i,0.014065-0.11981i,-0.11695-0.017566i,-0.13959+0.16894i,-0.09025+0.21069i,-0.079018+0.11986i,-0.0964+0.048055i,-0.10825+0.04034i,-0.09254+0.059149i,-0.051311+0.059231i,-0.02068+0.041481i,-0.004796+0.029842i,0.015195+0.012072i,0.031634-0.020619i,0.030127-0.036433i,0.020483-0.02086i,0.02308+0.00082893i,0.032502+0.0072523i,0.029206+0.0040734i,0.016445+0.0026705i,0.0075492-0.003195i,0.0023442-0.016129i,-0.0019285-0.023047i
-0.22038+0.34236i,-0.20876+0.55452i,-0.13813+0.52625i,-0.14029+0.27986i,-0.14805+0.076661i,-0.082784+0.022557i,-0.012869+0.0031145i,0.0070414-0.031204i,-0.0016235-0.037255i,-0.00044816-0.018635i,0.0064156-0.010402i,-0.0024085-0.0092204i,-0.013319+0.0079453i,-0.0041979+0.03353i,0.01057+0.037494i,0.0039117+0.018495i,-0.020054+0.0039619i,-0.026669+0.0045426i,-0.0036062+0.0045503i,0.020727-0.0073297i,0.028423-0.014983i,0.024235-0.0061614i,0.012547+0.0051328i
0.11783-0.32525i,0.16419-0.41869i,0.16162-0.37984i,0.11585-0.29946i,0.060358-0.21087i,0.033855-0.11144i,0.053255-0.04394i,0.079931-0.036602i,0.060771-0.06601i,0.01035-0.065486i,-0.0067854-0.034914i,0.0068845-0.026382i,0.0094978-0.032867i,-0.0012593-0.024291i,-0.014489-0.005294i,-0.024397+0.0081269i,-0.027159+0.016102i,-0.031089+0.024679i,-0.03845+0.029289i,-0.039443+0.028033i,-0.028793+0.023865i,-0.010347+0.017421i,0.0074129+0.0073705i
0.12145-0.094182i,-0.0099337-0.27237i,-0.21237-0.34035i,-0.23385-0.17902i,-0.10451-0.0087007i,-0.058668-0.0051982i,-0.11937-0.028564i,-0.15112+0.012268i,-0.10505+0.050581i,-0.043739+0.042937i,-0.01841+0.020764i,-0.010243+0.014324i,-0.00069069+0.011748i,0.0034615+0.0037305i,0.002452+0.002803i,0.0056488+0.016396i,0.013589+0.027637i,0.010191+0.024115i,-0.0036884+0.021835i,-0.0053874+0.026847i,0.0042982+0.025665i,0.0063948+0.016357i,0.00013287+0.0094206i
-0.38171+0.47184i,-0.3916+0.64246i,-0.20106+0.47073i,-0.076443+0.11783i,-0.10091-0.039764i,-0.060112+0.032189i,0.034696+0.07241i,0.03574+0.046466i,0.0039816+0.059383i,0.017223+0.077981i,0.02802+0.064255i,0.015366+0.050216i,-0.001874+0.046126i,-0.021508+0.034643i,-0.036681+0.011884i,-0.039842-0.014869i,-0.036239-0.036518i,-0.030375-0.051087i,-0.021214-0.060894i,-0.011052-0.054461i,-0.0038369-0.028875i,0.0014041-0.0033973i,0.0062442+0.0093439i
0.29403-0.53318i,0.57673-0.59274i,0.77807-0.38565i,0.73375-0.18378i,0.48521-0.10332i,0.21337-0.066486i,0.094703-0.056231i,0.095689-0.081641i,0.075064-0.11321i,0.019555-0.10542i,-0.006557-0.063299i,0.0027618-0.0345i,0.0097394-0.035639i,0.010584-0.037175i,0.024755-0.028526i,0.041191-0.026687i,0.042946-0.03301i,0.034191-0.037321i,0.018239-0.025398i,-0.00083058-0.0010121i,-0.016112+0.010009i,-0.023069+0.0042035i,-0.020927-0.0053781i
