-0.0031157+6.6827e-05i,-0.0015924+0.00041647i,-0.0011089+0.00083487i,-0.00021131+0.0013816i,0.00026112+0.0023418i,0.00015639+0.0023987i,0.00013434+0.0018371i,3.0305e-05+0.0014614i,-5.1115e-05+0.00050424i,0.00055687-0.00034813i,0.00068518-0.00039019i,0.00071853-0.00056485i,-0.00017247-0.00069014i,-0.00099423-0.0005334i,0.00011933-0.00075686i,0.0002087-0.00034601i,-0.00028334+0.00045497i,-0.00047704+0.0012478i,-0.00079992+0.0011932i,-0.00019051+0.00020482i,0.0003433+0.00022345i,3.5052e-05+0.00067693i,-0.00019079+0.00041189i
-0.86529+8.2519i,2.1939+7.9606i,5.7338+7.3489i,6.7808+4.3939i,5.7374+1.1161i,3.0384-0.96014i,-0.017105-0.48614i,-1.0697+1.2657i,-0.021131+2.0549i,1.2844+1.2067i,1.3681-0.26675i,0.58525-1.0516i,0.058989-0.9417i,0.0077261-0.48697i,0.19183-0.2516i,0.25941-0.22699i,0.10133-0.027912i,-0.0021533+0.40049i,0.11689+0.75196i,0.31227+0.81731i,0.4265+0.72058i,0.49093+0.67062i,0.57705+0.61082i
0.013312-0.18744i,-0.1118-0.37377i,-0.20128-0.50158i,-0.1756-0.49994i,-0.04088-0.44804i,0.024066-0.44894i,-0.063285-0.36415i,-0.082825-0.15853i,0.016662-0.029967i,0.072866-0.0072304i,0.056218+0.023767i,0.045937+0.070148i,0.062203+0.077434i,0.049076+0.069579i,-0.0015453+0.075724i,-0.064922+0.06683i,-0.13875+0.061317i,-0.16226+0.092507i,-0.10467+0.10705i,-0.040208+0.071708i,-0.010804+0.037406i,-0.0065769+0.022247i,-0.018706+0.011887i
0.087372+0.17446i,0.11551+0.11423i,0.070797+0.0898i,-0.046098+0.062825i,-0.23119-0.014842i,-0.31258-0.021673i,-0.15004+0.026027i,0.040933-0.022723i,0.067879-0.074643i,0.045601-0.048443i,0.043446-0.030147i,0.022885-0.023965i,0.009371-0.0088658i,0.018927-0.010811i,0.023376-0.024584i,0.015407-0.026111i,0.017774-0.020229i,0.030845-0.016737i,0.033458-0.012356i,0.021203-0.0095141i,0.0024094-0.0063424i,-0.013618-0.0012181i,-0.019332+0.0044648i
-0.13005+0.069833i,-0.047984+0.22875i,0.10269+0.24254i,0.11012+0.14784i,0.057974+0.20888i,0.15676+0.33504i,0.23904+0.20762i,0.091131+0.0074327i,-0.087262+0.0014991i,-0.11093+0.048671i,-0.081164+0.027014i,-0.08498-0.0036539i,-0.099311+0.011449i,-0.071775+0.027386i,-0.0067344-0.0035849i,0.061569-0.049838i,0.11657-0.088116i,0.11879-0.11115i,0.073188-0.094217i,0.039536-0.051606i,0.029646-0.029868i,0.013717-0.026689i,-0.0045063-0.0069777i
0.2022-0.0075811i,0.10529+0.02517i,-0.05927+0.1401i,-0.076819+0.15589i,0.076309-0.012003i,0.16177-0.19774i,0.080599-0.18661i,0.034501-0.028494i,0.10645+0.031224i,0.12501-0.031808i,0.064438-0.058004i,0.023313-0.038073i,-0.007045-0.031053i,-0.029232-0.0068138i,-0.0030775+0.030975i,0.036005+0.046198i,0.055168+0.062617i,0.068743+0.081561i,0.063935+0.083242i,0.054009+0.083535i,0.071836+0.079986i,0.088114+0.051948i,0.071218+0.01357i
-0.18609+0.049114i,-0.16511-0.060237i,-0.12294-0.18181i,-0.080099-0.23636i,-0.12054-0.25666i,-0.21798-0.17395i,-0.16245-0.012864i,0.012189+0.0017964i,0.070358-0.10971i,0.01785-0.13912i,-5.0213e-05-0.071479i,0.019672-0.027947i,-0.0075743-0.019933i,-0.053914+0.018826i,-0.068316+0.06905i,-0.081315+0.10413i,-0.088045+0.1502i,-0.046317+0.18846i,0.005316+0.17514i,0.0060481+0.12792i,-0.012277+0.092249i,-0.010646+0.061611i,-0.012973+0.027845i
-0.17635-0.20891i,-0.28539-0.18894i,-0.26867-0.17475i,-0.14942-0.23071i,-0.0078126-0.29537i,0.11872-0.29476i,0.15884-0.25271i,0.089107-0.20382i,-0.0056976-0.12628i,-0.049182-0.052169i,-0.047975-0.034161i,-0.043951-0.050546i,-0.054635-0.057021i,-0.07925-0.031305i,-0.094995+0.023389i,-0.085276+0.071403i,-0.067972+0.085413i,-0.055982+0.081552i,-0.043029+0.066722i,-0.04037+0.043973i,-0.047998+0.035367i,-0.035996+0.033666i,-0.0079676+0.020631i
0.29139+0.21384i,0.37693+0.26707i,0.37185+0.30651i,0.26216+0.19849i,0.12737+0.0030234i,0.08084-0.079445i,0.08074-0.041943i,0.068988+0.017745i,0.075794+0.019621i,0.055598-0.028508i,0.00239-0.043903i,-0.01156-0.042256i,-0.0030422-0.070318i,-0.0070213-0.10792i,-0.018041-0.13216i,-0.024147-0.12372i,-0.010048-0.090451i,-0.0035301-0.061532i,-0.014303-0.03629i,-0.0021885-0.023773i,0.02576-0.036574i,0.039701-0.046572i,0.04043-0.044763i
-0.18647+0.14068i,-0.17081+0.17859i,-0.18333+0.094007i,-0.20436+0.050066i,-0.10882+0.14455i,0.045504+0.2306i,0.13073+0.20548i,0.13951+0.12673i,0.10124+0.042748i,0.031033-0.023988i,-0.020595-0.04455i,-0.019211-0.040645i,-0.014341-0.023303i,-0.017481+0.0090382i,0.0019497+0.015935i,0.025538-0.0022305i,0.034659-0.015648i,0.029241-0.030386i,0.010545-0.044691i,0.0043642-0.043771i,0.028003-0.034855i,0.052545-0.028359i,0.05766-0.021281i
0.092604-0.18592i,0.016094-0.1161i,-0.01875-0.023018i,-0.017317-0.06337i,-0.060035-0.17662i,-0.10613-0.19262i,-0.093441-0.1045i,-0.06826-0.028985i,-0.065774+0.015749i,-0.039789+0.0553i,0.031307+0.058857i,0.081336+0.031382i,0.079184+0.015769i,0.04639+0.016675i,-0.0071786+0.030718i,-0.056504+0.054764i,-0.072724+0.074769i,-0.047733+0.072671i,-0.014725+0.049138i,-0.014353+0.037186i,-0.028918+0.043513i,-0.030084+0.04512i,-0.021957+0.038986i
0.10461+0.040629i,0.14097-0.22123i,0.072705-0.47774i,-0.070424-0.56317i,-0.22544-0.53729i,-0.32872-0.42115i,-0.30647-0.18926i,-0.17701-0.0083753i,-0.067544+0.013495i,-0.033273-0.010913i,-0.019833-0.0041803i,0.0048165+0.01792i,0.020152+0.030606i,0.014292+0.039036i,0.012706+0.054915i,0.025391+0.053412i,0.035862+0.022222i,0.040508-0.015703i,0.041263-0.041828i,0.022962-0.049712i,-0.012505-0.037887i,-0.033103-0.015803i,-0.027755+0.0016647i
-0.19791-0.039585i,-0.13817+0.041088i,0.013601+0.08826i,0.15951+0.019813i,0.22368-0.11894i,0.16387-0.17805i,0.046051-0.13053i,-0.007636-0.072458i,-0.015815-0.073227i,-0.048815-0.084878i,-0.076342-0.054783i,-0.069972-0.020679i,-0.053465-0.014805i,-0.02894-0.046563i,-0.007631-0.11311i,-0.0089917-0.15031i,-0.01038-0.12214i,-0.00033215-0.066747i,0.016706-0.027249i,0.035515-0.025824i,0.03885-0.045876i,0.025716-0.054916i,0.0074736-0.049886i
0.22536-0.0043548i,0.25932+0.061414i,0.33932+0.091975i,0.43592-0.00072743i,0.5-0.10911i,0.48066-0.15525i,0.32228-0.15625i,0.14183-0.11335i,0.061754-0.068028i,0.027884-0.040299i,0.010489+0.0053442i,0.015488+0.04187i,0.013035+0.044836i,-0.0076019+0.028186i,-0.037893+0.011452i,-0.04648+0.0074812i,-0.020746+0.004738i,0.0075004-0.0037259i,0.017425-0.013677i,0.019557-0.018705i,0.026334-0.017094i,0.030787-0.015255i,0.024796-0.013892i
-0.13659+0.25746i,-0.1949+0.28219i,-0.27007+0.26566i,-0.21004+0.24814i,-0.032074+0.19981i,0.089091+0.11004i,0.11395+0.029985i,0.079142+0.0081647i,0.0444+0.046071i,0.045315+0.06286i,0.033628+0.032877i,0.011774+0.024924i,0.012346+0.044849i,0.020718+0.077945i,0.033928+0.11816i,0.042809+0.13737i,0.04468+0.12815i,0.056504+0.090545i,0.055772+0.047614i,0.030758+0.039832i,0.009149+0.053034i,0.0011171+0.048348i,0.0025087+0.025185i
-0.086055-0.25346i,-0.060477-0.26808i,0.0033975-0.22434i,-0.0093534-0.079855i,-0.10159+0.11929i,-0.15408+0.20904i,-0.12572+0.14861i,-0.069167+0.07531i,-0.018997+0.062387i,0.022125+0.060048i,0.036698+0.036814i,0.027132+0.012469i,0.019697-0.012773i,0.0289-0.04126i,0.050477-0.060244i,0.060432-0.069839i,0.039138-0.066581i,0.0042953-0.043677i,-0.015781-0.017234i,-0.031093-0.004562i,-0.049373+0.00095802i,-0.050331+0.0076932i,-0.032747+0.015005i
0.26879-0.039961i,0.22532-0.18794i,0.098851-0.20177i,0.019476-0.074947i,0.012293+0.034729i,0.012023+0.08607i,0.0069597+0.10438i,0.016192+0.082122i,0.014285+0.038956i,-0.017768+0.020295i,-0.049082+0.029301i,-0.062187+0.031109i,-0.064693+0.015681i,-0.069002-0.020962i,-0.090729-0.071876i,-0.10918-0.098253i,-0.09792-0.090149i,-0.073587-0.059465i,-0.042484-0.021781i,-0.002317-0.0081401i,0.024349-0.022134i,0.025334-0.035588i,0.0097099-0.032939i
-0.13084+0.26045i,0.075601+0.37441i,0.26968+0.32767i,0.29234+0.14512i,0.21389-0.027202i,0.13918-0.10165i,0.078094-0.091611i,0.020394-0.064233i,-0.039517-0.056573i,-0.082156-0.038995i,-0.076517-0.017331i,-0.054133-0.016577i,-0.044685-0.016002i,-0.040545+0.0026428i,-0.038107+0.038694i,-0.028546+0.078963i,-0.0011413+0.099466i,0.037409+0.082024i,0.055651+0.031628i,0.04787-0.01446i,0.041743-0.029992i,0.038307-0.026173i,0.029293-0.018629i
-0.071309-0.24133i,-0.23169-0.14476i,-0.29329-0.027843i,-0.24421+0.020537i,-0.14991+0.063768i,-0.039958+0.072754i,0.031317+0.0242i,0.035142+0.0010374i,0.023894+0.015878i,0.025859+0.011427i,0.029166-0.012456i,0.035007-0.018886i,0.052453+0.0089465i,0.087437+0.051685i,0.12669+0.076948i,0.14234+0.076189i,0.12543+0.047723i,0.079555-0.004347i,0.017711-0.029722i,-0.023072-0.0010479i,-0.02756+0.039478i,-0.01912+0.053703i,-0.010361+0.041024i
0.16641+0.23097i,0.12183+0.13269i,-0.0079164+0.074429i,-0.078026+0.077237i,-0.11597+0.0306i,-0.15865-0.014828i,-0.12924-0.0029697i,-0.048236+0.0142i,0.011103+0.013561i,0.035364-0.0019801i,0.025996-0.012075i,0.005933-0.0031058i,-0.0042249-0.0054402i,-0.010278-0.031446i,-0.01455-0.065644i,-0.01921-0.08349i,-0.024189-0.062463i,-0.020315-0.014808i,-0.0082166+0.023822i,-0.0081273+0.041932i,-0.024494+0.048994i,-0.028584+0.042467i,-0.016775+0.024308i
-0.33224-0.090107i,-0.25452-0.14057i,-0.13851-0.25217i,-0.14711-0.24337i,-0.17599-0.085664i,-0.14295+0.038829i,-0.10524+0.083824i,-0.060099+0.083222i,-0.021406+0.044486i,-0.010572+0.01883i,-0.0022455+0.017708i,0.0071341+0.016137i,0.001319+0.0082828i,-0.03651-0.0013398i,-0.094141-0.0036745i,-0.13732-0.0044482i,-0.14766-0.0036755i,-0.1155+0.012604i,-0.054084+0.021919i,-0.0059127-0.0024965i,0.0077154-0.035132i,0.0034537-0.046983i,-0.0018745-0.03628i
0.38913-0.24784i,0.37775-0.24223i,0.31059-0.10497i,0.26556-0.061745i,0.23245-0.13668i,0.19974-0.15114i,0.16438-0.096341i,0.10306-0.056433i,0.029356-0.039749i,-0.020169-0.019941i,-0.023819+0.0072124i,-0.0077379+0.014062i,-0.010601+0.011095i,-0.0098799+0.026734i,0.012232+0.050561i,0.040124+0.064376i,0.062378+0.054405i,0.062262+0.016062i,0.037911-0.024364i,0.016514-0.049969i,0.012665-0.069194i,0.0073066-0.07237i,-0.0041831-0.052396i
-0.052484+0.53557i,0.092955+0.54662i,0.16338+0.33871i,0.1407+0.12742i,0.12787+0.019002i,0.12191-0.049728i,0.057938-0.085941i,-0.0089912-0.061047i,-0.022026-0.0083747i,-0.0041966+0.026656i,0.011833+0.025948i,0.015832+0.0026245i,0.024046-0.018026i,0.047782-0.032309i,0.075901-0.043418i,0.094807-0.04862i,0.088145-0.051007i,0.05496-0.048265i,0.018414-0.031566i,-0.00062648-0.00022622i,0.00047034+0.032132i,0.012947+0.048944i,0.027296+0.041186i
-0.40847-0.41327i,-0.5999-0.23979i,-0.52042+0.031629i,-0.27389+0.12179i,-0.12207+0.10126i,-0.076434+0.10276i,-0.034571+0.075743i,-0.010033+0.023632i,0.0010503-0.0058714i,0.00014872-0.029079i,-0.019425-0.031525i,-0.023351-0.00069127i,-0.010716+0.020398i,-0.013584+0.0088322i,-0.037423-0.019109i,-0.064558-0.035935i,-0.06935-0.025731i,-0.045934-0.0021277i,-0.013497+0.019023i,0.009579+0.036825i,0.017142+0.049131i,0.015905+0.043425i,0.008438+0.026234i
0.59138+0.13054i,0.61493-0.11941i,0.36488-0.28198i,0.11563-0.19088i,-0.022625-0.060079i,-0.12551+0.0066746i,-0.13563+0.066266i,-0.053474+0.078581i,-0.00092165+0.046435i,0.014502+0.027467i,0.023744+0.022201i,0.026756+0.024456i,0.021774+0.026217i,-0.0051171+0.032708i,-0.038942+0.058961i,-0.051372+0.082294i,-0.038475+0.07901i,-0.0082339+0.053484i,0.010356+0.014862i,-0.00079139-0.014979i,-0.015174-0.021846i,-0.014208-0.019942i,-0.0061221-0.019772i
-0.63683+0.20252i,-0.55899+0.32157i,-0.28846+0.25179i,-0.12932+0.10237i,-0.048277+0.031798i,0.061734-0.0083275i,0.090184-0.035793i,0.044637-0.019967i,-0.00017216-0.0038361i,-0.038093+0.0076004i,-0.045572+0.018464i,-0.031617+0.0077075i,-0.014087-0.0024425i,0.017794-0.0055346i,0.041656-0.015483i,0.038883-0.017112i,0.023931-0.0068146i,0.0040064+0.00064155i,-0.00979+0.0038483i,-0.0081966-0.0017872i,-0.01078-0.019807i,-0.027664-0.025445i,-0.035274-0.011175i
0.52877-0.58365i,0.53115-0.61948i,0.40482-0.39901i,0.28304-0.21669i,0.17095-0.18337i,0.070429-0.17119i,0.02154-0.13075i,0.0050626-0.078161i,0.0077177-0.033195i,0.018861-0.021418i,0.019447-0.032695i,0.0044293-0.043111i,-0.017168-0.040255i,-0.019389-0.031148i,0.0079204-0.034438i,0.040028-0.05277i,0.053469-0.065861i,0.04314-0.060867i,0.022642-0.04655i,0.00888-0.033339i,0.0062565-0.017237i,0.015369-2.6538e-05i,0.026817+0.0058384i
-0.069005+0.89315i,-0.020352+0.97254i,-0.035345+0.6983i,-0.065312+0.42093i,0.0036911+0.2988i,0.087093+0.20417i,0.068347+0.094639i,0.0078434+0.027272i,-0.0091907+0.001438i,0.0046329-0.012818i,0.0049866-0.014981i,-0.0091286-0.00092214i,-0.018649+0.012965i,-0.027425+0.015422i,-0.041915+0.013339i,-0.056096+0.020095i,-0.054509+0.034167i,-0.029402+0.037313i,-0.0029274+0.03069i,0.012474+0.030742i,0.024416+0.033542i,0.027798+0.024313i,0.017905+0.011561i
-0.55634-0.77409i,-0.71461-0.76788i,-0.54187-0.49053i,-0.2744-0.27956i,-0.20006-0.16561i,-0.19758-0.011827i,-0.097097+0.077363i,-0.010668+0.046093i,-0.0056339+0.011977i,-0.021586+0.0081047i,-0.024701+0.011399i,-0.0065656+0.01901i,0.011695+0.023296i,0.012852+0.032319i,0.012536+0.048072i,0.019239+0.049722i,0.021904+0.029312i,0.014425+0.0067525i,-2.9499e-05+0.00056943i,-0.014773+0.0051084i,-0.022155+0.0037727i,-0.025469-0.0050881i,-0.024409-0.0087042i
0.88475+0.2614i,0.94556+0.085241i,0.582-0.13214i,0.20345-0.14189i,0.053546-0.08872i,-0.017926-0.098368i,-0.058801-0.051422i,-0.022848+0.006324i,0.011291+0.0068573i,0.021985+0.010623i,0.031528+0.017982i,0.029002+0.016593i,0.027347+0.0072315i,0.024021-0.015765i,0.010686-0.031558i,-0.00086166-0.028131i,-0.0084622-0.012077i,-0.011276+0.0059692i,0.0024729+0.0093554i,0.020221-0.0040892i,0.017206-0.016105i,0.001396-0.015541i,-0.011447-0.011498i
-0.83894+0.25321i,-0.78109+0.37188i,-0.34191+0.32497i,-0.028512+0.1092i,0.016007-0.066073i,0.028489-0.10165i,0.04211-0.072661i,0.035867-0.022857i,0.029003+0.0016634i,0.0032193+0.0094455i,-0.0055885+0.023209i,0.0072323+0.012882i,0.0088246-0.0032956i,0.010385-0.0086076i,0.012323-0.021834i,0.0078002-0.033227i,0.0081778-0.030768i,0.015035-0.023044i,0.0068439-0.024109i,-0.017573-0.029848i,-0.024879-0.020885i,-0.0023765-0.00454i,0.020499+0.0012524i
0.68953-0.62659i,0.7323-0.69732i,0.45794-0.47082i,0.24313-0.1819i,0.22316-0.049158i,0.17915-0.051224i,0.074433-0.068236i,0.01008-0.060363i,0.0034841-0.047641i,0.008123-0.052671i,-0.0065868-0.055157i,-0.019136-0.035259i,-0.018617-0.013169i,-0.016754+2.4182e-06i,-0.010349+0.0076627i,-0.0023964+0.011225i,0.0016969+0.010891i,0.004705-0.00097854i,0.0060141-0.0081528i,0.011607+0.0058259i,0.023633+0.017229i,0.029693+0.0079661i,0.027676-0.0046816i
-0.26926+0.99327i,-0.30642+1.2066i,-0.19424+0.96749i,-0.084521+0.59368i,-0.021825+0.39275i,0.059044+0.26699i,0.072738+0.11469i,0.0066236+0.040637i,-0.02766+0.043439i,-0.027459+0.04013i,-0.023296+0.030266i,-0.015345+0.019927i,-0.016692+0.01547i,-0.016478+0.023193i,-0.0096759+0.031017i,-0.0042492+0.034368i,-0.0015449+0.03107i,-0.0047412+0.029646i,0.00043842+0.039156i,0.015549+0.038316i,0.01301+0.0201i,-0.0082552+0.010496i,-0.018798+0.011658i
-0.38806-0.94618i,-0.4981-1.1625i,-0.46786-0.91342i,-0.35636-0.51161i,-0.30943-0.2286i,-0.28299-0.026777i,-0.16549+0.072148i,-0.057299+0.045453i,-0.024164+0.016266i,-0.00040433+0.014275i,0.0061789+0.0083913i,-0.0032843+0.015587i,-0.0035642+0.014474i,-0.013209-0.0025449i,-0.03009-0.01117i,-0.041555-0.010084i,-0.042594-0.0019504i,-0.026943+0.0043034i,-0.011128-0.007732i,-0.013077-0.022483i,-0.022957-0.01771i,-0.026508+0.0011352i,-0.025039+0.016027i
0.70498+0.46156i,0.80931+0.5612i,0.60605+0.40322i,0.32383+0.16111i,0.14061-0.031764i,0.040379-0.12631i,0.0046624-0.079984i,0.021142-0.0061333i,0.01636+0.0029408i,-0.0069351+0.0062905i,-0.00045407+0.0089216i,0.0095037-0.0039019i,0.010614-0.0067375i,0.016276-0.0053349i,0.022816-0.0054444i,0.027555-0.0069036i,0.028618-0.012972i,0.022657-0.016557i,0.0095784-0.011966i,-0.0040508-0.0028307i,-0.0044293+0.0012348i,0.0061567-0.0053208i,0.010517-0.011518i
-0.6336-0.033087i,-0.65351-0.19976i,-0.41589-0.30464i,-0.19222-0.30171i,-0.070944-0.2534i,-0.011314-0.17338i,0.010894-0.096472i,0.025019-0.063743i,0.029111-0.057904i,0.020763-0.045464i,0.01884-0.026264i,0.025239-0.020385i,0.022927-0.029022i,0.007773-0.035143i,-0.0054473-0.033435i,-0.0097711-0.027019i,-0.0089426-0.020499i,-0.0098478-0.019783i,-0.015004-0.015557i,-0.0083801+0.0026135i,0.015972+0.015579i,0.032623+0.0051774i,0.032681-0.010055i
0.48943-0.20349i,0.64179+0.01583i,0.57786+0.24088i,0.48839+0.25641i,0.44888+0.13465i,0.3258-0.0013881i,0.13109-0.056409i,0.018623-0.029006i,0.0020204-0.010069i,-0.0078165-0.010077i,-0.017608-0.0023909i,-0.021612-0.00076927i,-0.020401+0.0086702i,0.0044623+0.02412i,0.031788+0.02127i,0.039869+0.0075469i,0.03248+0.0021561i,0.021251+0.0073063i,0.026034+0.005402i,0.031914-0.020314i,0.0088637-0.043057i,-0.019627-0.03404i,-0.02795-0.017797i
-0.21642+0.40777i,-0.43339+0.34421i,-0.49602+0.15743i,-0.417+0.15473i,-0.27869+0.31464i,-0.095499+0.36316i,0.0093168+0.23345i,0.00084384+0.1141i,0.00046597+0.073923i,0.022406+0.032788i,0.015698-0.00085461i,0.0025343-0.0012699i,-0.0056917+0.0069498i,-0.018969+0.020599i,-0.031473+0.038573i,-0.034733+0.052107i,-0.019324+0.05328i,0.0041803+0.037628i,0.0047014+0.021896i,-0.01997+0.02527i,-0.03182+0.040025i,-0.016675+0.046352i,-0.0014131+0.040605i
-0.22198-0.35148i,-0.12868-0.34421i,0.014705-0.17764i,0.034136-0.091402i,-0.080305-0.0997i,-0.16093-0.062851i,-0.09968-0.0067063i,-0.022672+0.0059072i,-0.014445+0.010153i,-0.017724+0.023999i,-0.012426+0.029069i,-0.0074692+0.034848i,0.0076002+0.032552i,0.021318+0.0036282i,0.021586-0.028038i,0.015417-0.038956i,0.0056646-0.034131i,-0.0064288-0.021155i,-0.0080317-0.0068567i,0.0073315-0.00080365i,0.021538-0.0041937i,0.019834-0.011597i,0.013769-0.014446i
0.34771-0.064854i,0.24173-0.13389i,-0.030523-0.19349i,-0.24164-0.14721i,-0.28693-0.065779i,-0.21477-0.027079i,-0.11235-0.0050436i,-0.048631+0.006731i,-0.026759+0.017632i,-0.013292+0.028231i,-0.00024668+0.025746i,0.0098185+0.01407i,0.0061258+0.00021365i,-0.014638+0.0011869i,-0.028532+0.014449i,-0.029321+0.018876i,-0.025357+0.017784i,-0.016769+0.015259i,-0.006638+0.011251i,0.0094467+0.0082809i,0.024349-0.0012634i,0.019497-0.012527i,0.0048686-0.011813i
-0.12405+0.29344i,0.040873+0.27994i,0.28292+0.0888i,0.36344-0.24483i,0.26733-0.50054i,0.11622-0.48714i,0.020657-0.30584i,0.0055261-0.17542i,-0.011612-0.13046i,-0.033571-0.079462i,-0.014625-0.032332i,0.0097134-0.022626i,0.011601-0.029028i,0.005425-0.041517i,0.0017166-0.054321i,0.0027456-0.057971i,0.0060574-0.049361i,0.0063521-0.035433i,-0.0028051-0.031866i,-0.024875-0.03704i,-0.044866-0.030745i,-0.039816-0.013352i,-0.022039-0.004099i
-0.010541-0.30031i,-0.06233-0.22736i,-0.073365+0.027449i,0.090035+0.25836i,0.29197+0.32482i,0.31726+0.24222i,0.18026+0.13522i,0.06635+0.087995i,0.048952+0.055105i,0.039643+0.0076339i,0.0047087-0.013081i,-0.020186-0.0085142i,-0.023284+0.0084586i,-0.0035344+0.040596i,0.020361+0.064623i,0.025463+0.066796i,0.021153+0.048735i,0.018568+0.018369i,0.01066+0.0051489i,-0.0013915+0.026738i,-0.0026895+0.054023i,0.0057337+0.055198i,0.0096436+0.040742i
0.23939+0.36883i,0.26524+0.36521i,0.18785+0.19001i,0.094175+0.05041i,0.056529+0.014797i,0.050507-0.0010449i,0.03919-0.025301i,0.020455-0.031796i,0.0017421-0.021496i,-0.0095258-0.019283i,-0.018045-0.023789i,-0.023905-0.017649i,-0.018792-0.013532i,-0.01592-0.030257i,-0.022292-0.049486i,-0.023524-0.052171i,-0.018045-0.040043i,-0.010898-0.017431i,0.0029645-0.00031533i,0.023829-0.0076926i,0.034508-0.028271i,0.025933-0.040416i,0.014721-0.04014i
-0.5046-0.098328i,-0.57269-0.092078i,-0.43482+0.067225i,-0.25139+0.32276i,-0.12778+0.50133i,-0.049057+0.46686i,-0.0039971+0.29523i,0.013151+0.16816i,0.034972+0.11467i,0.05082+0.076166i,0.041458+0.053244i,0.030032+0.049047i,0.029011+0.045223i,0.029163+0.046407i,0.024729+0.057168i,0.018305+0.068132i,0.010776+0.069597i,0.005021+0.057666i,0.0048144+0.032443i,0.00076633+0.0015465i,-0.011063-0.016323i,-0.019226-0.0094422i,-0.018022+0.0038388i
0.39037-0.25596i,0.43887-0.33711i,0.17964-0.38722i,-0.21776-0.41735i,-0.4605-0.40427i,-0.42466-0.30666i,-0.24013-0.17013i,-0.11302-0.085321i,-0.078897-0.032356i,-0.047752+0.0078373i,-0.0033763+0.0073598i,0.015453-0.014455i,0.0037296-0.030659i,-0.023047-0.043643i,-0.042253-0.057741i,-0.043697-0.067282i,-0.027443-0.062519i,-0.0046392-0.045921i,0.00077403-0.02773i,-0.015281-0.0095655i,-0.026555+0.0048903i,-0.0186+0.0080822i,-0.0074228+0.0095633i
-0.16319+0.39109i,-0.12604+0.45502i,0.068127+0.28582i,0.22852+0.029931i,0.24665-0.10884i,0.17107-0.10155i,0.07654-0.054519i,0.023429-0.036328i,0.003625-0.042447i,-0.0044704-0.033637i,0.0050214-0.017194i,0.015394-0.016091i,0.017447-0.0094176i,0.031172+0.012695i,0.052882+0.033137i,0.059528+0.039965i,0.039581+0.02844i,0.0068901+0.0092047i,-0.0058452+0.0064749i,0.014362+0.022732i,0.037982+0.03563i,0.040665+0.027904i,0.029029+0.0066464i
-0.075766-0.39282i,-0.092917-0.3985i,-0.077216-0.23813i,-0.033793-0.17327i,-0.0075268-0.22575i,-0.010243-0.21718i,-0.0083731-0.13061i,-0.0038443-0.06134i,-0.0093925-0.035083i,-0.03128-0.029499i,-0.054354-0.01978i,-0.05849-0.0050093i,-0.050739+0.00038182i,-0.049166-0.0092765i,-0.057447-0.027255i,-0.062436-0.033981i,-0.045784-0.024585i,-0.014395-0.014452i,0.0045112-0.018124i,0.0058706-0.034654i,0.0035339-0.048427i,-0.0015536-0.04455i,-0.0086217-0.026552i
0.29368+0.24808i,0.29311+0.31018i,0.2721+0.24376i,0.36674+0.17727i,0.4542+0.16379i,0.36442+0.13488i,0.18809+0.084405i,0.086667+0.037041i,0.049989+0.0042222i,0.028411-0.0032015i,0.012364+0.0097869i,0.0077171+0.023877i,0.018245+0.024933i,0.037304+0.02065i,0.055853+0.025792i,0.064586+0.032071i,0.052506+0.03423i,0.026308+0.034895i,0.0045791+0.031411i,-0.010953+0.026678i,-0.022152+0.026266i,-0.020717+0.027641i,-0.0096728+0.018559i
-0.35271-0.048611i,-0.45816-0.10295i,-0.41449+0.015471i,-0.32537+0.23835i,-0.24481+0.33476i,-0.1402+0.24262i,-0.047464+0.11208i,0.00080796+0.068736i,0.029293+0.063702i,0.033741+0.043147i,0.024511+0.030022i,0.022089+0.028802i,0.010124+0.019619i,-0.02206+0.0069693i,-0.055034-0.0022927i,-0.066884-0.0073681i,-0.050634-0.0080241i,-0.01992-0.0083775i,-0.0018919-0.0045308i,-0.0012656+0.0098861i,-0.0025201+0.022571i,-0.00043674+0.020615i,0.0053167+0.017595i
0.34229-0.15703i,0.4499-0.24692i,0.27792-0.27464i,0.011644-0.22341i,-0.11394-0.13371i,-0.11164-0.04625i,-0.066155+0.002659i,-0.037856+0.0033468i,-0.029101+0.0013903i,-0.0021895-0.0014902i,0.024293-0.02775i,0.026603-0.046763i,0.024886-0.040532i,0.033632-0.028721i,0.049653-0.021382i,0.053332-0.020333i,0.028515-0.018017i,-0.0044708-0.0060749i,-0.00956+0.0022906i,0.012479-0.0055376i,0.029896-0.014943i,0.027253-0.01506i,0.014539-0.014548i
-0.11806+0.40291i,-0.083579+0.49094i,-0.001561+0.32657i,-0.020424+0.10459i,-0.084433-0.0011936i,-0.080066-0.049599i,-0.060182-0.059331i,-0.050347-0.022964i,-0.034862+0.00040971i,-0.029541+0.0036938i,-0.027361+0.0051955i,-0.026054-0.00055951i,-0.029299+0.001503i,-0.029527+0.011739i,-0.034101+0.018251i,-0.034631+0.02506i,-0.014743+0.022031i,0.0085116+0.00049974i,0.0059481-0.020131i,-0.016786-0.030179i,-0.033042-0.035419i,-0.035346-0.031856i,-0.030716-0.016652i
