-0.00329+0.000577i,-0.0018785-0.00088627i,-0.0026784-0.00082127i,-0.0024636+0.0012567i,-0.0019427+0.0023017i,-0.0013956+0.0020181i,-0.00032491+0.0026378i,0.00076545+0.0020904i,0.0014586+0.00097555i,0.00099255+0.00047818i,0.00031798-0.00052707i,0.00015504-0.0011414i,0.00029033-0.00098751i,7.5025e-05-0.0003206i,-6.8483e-06+0.00040021i,0.00037566+0.00039277i,0.0013053-0.0001567i,0.00057938-0.00059711i,-8.4652e-05-0.00023506i,0.00066905+0.00017535i,0.00033932-5.3815e-05i,-0.0005136-0.0002809i,-0.00036985-0.00048824i
-0.14027-0.099886i,-0.1445-0.11802i,-0.073306-0.097283i,0.016-0.06809i,0.034345-0.053736i,-0.018847-0.039413i,-0.047428-0.014388i,-0.024284-0.0023625i,-0.0055752+0.00083323i,-0.0054717+0.010134i,-0.0040951+0.014651i,0.0031108+0.011018i,0.010259+0.0076686i,0.0099465+0.0065384i,0.0042504+0.0064764i,0.00082301+0.0064851i,0.0002291+0.0026469i,0.002399-0.0026253i,0.0042333-0.0043625i,0.0015951-0.0041594i,-0.0020167-0.0041471i,-0.0037597-0.0030624i,-0.0040452-0.00078033i
0.1399-0.1106i,0.15546-0.11161i,0.11533-0.046462i,0.055447+0.047763i,0.012217+0.10374i,0.0058085+0.10393i,0.011113+0.08141i,0.0053576+0.062007i,0.0044324+0.041962i,0.012193+0.017831i,0.013046+0.00085404i,0.0047718-0.00058473i,-0.0012903+0.0034812i,-0.0030491+0.00094546i,-0.002157-0.0040781i,-0.00029967-0.0051984i,0.00095483-0.0024874i,0.0012287+0.00067349i,-0.0001704+0.0029052i,-0.0004767+0.003819i,0.0013211+0.0043674i,0.0037082+0.0051247i,0.0055055+0.0028562i
0.069883+0.17219i,0.070725+0.19101i,0.016053+0.14991i,-0.048905+0.086648i,-0.047063+0.018228i,-0.0050409-0.035606i,0.0089725-0.051122i,0.0082329-0.03306i,0.015468-0.014483i,0.01751-0.012925i,0.011512-0.013537i,0.0069653-0.013371i,0.0034378-0.016649i,0.0012892-0.018783i,-0.00060637-0.017878i,-0.0042973-0.015907i,-0.0066066-0.013117i,-0.0068358-0.0066838i,-0.0052832-0.00021528i,-0.0024564+0.00053872i,-0.0012755-0.0008926i,-0.0014368-0.00072847i,0.00016096-0.0007631i
-0.18649+0.020915i,-0.2074+0.018189i,-0.15985-0.031572i,-0.10077-0.10201i,-0.080757-0.10059i,-0.085481-0.038358i,-0.073506-0.0014606i,-0.054016-0.0027337i,-0.040737-0.0064288i,-0.028376+0.0044241i,-0.016782+0.01348i,-0.0078215+0.010791i,0.00043669+0.0045185i,0.0064856+0.0029258i,0.0081639+0.0057386i,0.0069726+0.0061839i,0.0042606+0.0014572i,0.0022235-0.0052131i,0.0013624-0.0081837i,-0.0019068-0.0052883i,-0.0060465-0.00025817i,-0.0057887+0.0041106i,-0.0018499+0.0066633i
0.034431-0.19322i,0.036378-0.22089i,0.065667-0.17246i,0.11541-0.084572i,0.12264-0.010131i,0.088357+0.028499i,0.05616+0.034181i,0.03092+0.024809i,0.0083286+0.026441i,0.00063316+0.026282i,-0.0009009+0.017382i,-0.00013969+0.014874i,0.0044269+0.018455i,0.0049732+0.018339i,0.0061326+0.012845i,0.010764+0.0068429i,0.014367+0.0045519i,0.015812+0.0055889i,0.012587+0.0059406i,0.0080679+0.0044784i,0.0073506+0.0003457i,0.0062745-0.0054718i,0.0045912-0.0067658i
0.17629+0.085054i,0.21198+0.092795i,0.17589+0.11285i,0.099975+0.13846i,0.034235+0.08749i,-0.00073834-0.01552i,-0.014363-0.063004i,-0.008107-0.044246i,0.0064158-0.022115i,0.009292-0.011747i,0.0091136-0.0098564i,0.0077889-0.012775i,0.003622-0.010912i,0.0022757-0.0096095i,-0.00026145-0.011294i,-0.0050996-0.011019i,-0.0055361-0.0081241i,-0.0033357-0.0030716i,-0.003159+0.001133i,-0.0042567+0.0011559i,-0.0056794-0.0015664i,-0.0050632-0.0032167i,-0.0036414-0.00063512i
-0.12953+0.15229i,-0.14455+0.19367i,-0.15571+0.16532i,-0.18411+0.089801i,-0.1738+0.041693i,-0.11976+0.038894i,-0.061924+0.039688i,-0.026544+0.022605i,-0.019185+0.0032754i,-0.016511-0.0016578i,-0.0073064+0.0007636i,-0.000747-0.00085596i,0.0014122-0.0037306i,0.0049451-0.0040846i,0.0085596-0.0026212i,0.0070588-0.0014744i,-0.00054003-0.00047758i,-0.0094957-0.002144i,-0.014021-0.0053925i,-0.011391-0.0035726i,-0.0049709+0.0028201i,0.00063461+0.0088377i,0.0030848+0.011431i
-0.11225-0.16717i,-0.16275-0.19078i,-0.15877-0.19353i,-0.0895-0.19658i,-0.0056393-0.15504i,0.060943-0.085847i,0.079486-0.044585i,0.049102-0.023025i,0.020707-0.0060311i,0.004232-0.0023425i,-0.0065671+0.0010647i,-0.0039337+0.010564i,0.00061292+0.013094i,0.00071867+0.013541i,0.0041693+0.014492i,0.011814+0.011219i,0.016225+0.0052436i,0.014882+0.00058644i,0.0135-0.0018375i,0.013567-0.0037878i,0.013118-0.0032154i,0.010649-0.0010445i,0.0034864-0.0022188i
0.19499-0.063872i,0.23156-0.1181i,0.24072-0.1361i,0.23477-0.10028i,0.17084-0.077941i,0.060886-0.077659i,-0.0090585-0.054792i,-0.018308-0.029866i,-0.011626-0.020906i,-0.0082277-0.013818i,-0.0059577-0.0078014i,-0.0046478-0.0047618i,-0.005811-0.0012165i,-0.010055+0.002401i,-0.011767+0.0065699i,-0.0079685+0.0095565i,-0.0023019+0.0086637i,0.004637+0.0061429i,0.0085087+0.0044623i,0.0058652+0.0035021i,-0.00092864+0.0017799i,-0.0075701-0.0001318i,-0.0079128-0.002082i
0.0078069+0.20606i,0.064833+0.25164i,0.10745+0.26646i,0.082731+0.25968i,0.036845+0.22126i,0.02312+0.16471i,0.026914+0.10674i,0.024199+0.057815i,0.0098559+0.028676i,0.0022374+0.015999i,0.0049463+0.007346i,0.0054225+0.0022345i,0.0059047-0.00045341i,0.0087537-0.0035451i,0.0077-0.0043671i,0.0017927-0.0027041i,-0.0037619+0.0017982i,-0.0074114+0.0059851i,-0.01188+0.0072196i,-0.01411+0.0083702i,-0.01054+0.0093665i,-0.0060217+0.0077053i,-0.0020256+0.0034246i
-0.19423-0.046125i,-0.25673+0.014195i,-0.29393+0.076438i,-0.27285+0.068323i,-0.15754+0.016642i,-0.023049-0.020705i,0.033194-0.027446i,0.034352-0.011646i,0.03213-0.0050443i,0.018448-0.012093i,0.0029755-0.0075644i,0.0037418+0.0014341i,0.0072268+0.0023081i,0.0042586+0.00096292i,-0.00092946+0.0001741i,-0.0045277-0.001234i,-0.0052442-0.00392i,-0.0034142-0.0069295i,0.0014863-0.0091265i,0.0057201-0.0099151i,0.0047349-0.0079934i,0.0026674-0.0047621i,0.00048825-0.0021282i
0.094307-0.16656i,0.034229-0.24063i,-0.040874-0.29776i,-0.059256-0.29656i,-0.058332-0.20959i,-0.067356-0.099829i,-0.060069-0.024777i,-0.04051+0.003954i,-0.021047+0.0014552i,-0.0055732-0.010681i,-0.0030854-0.014412i,-0.0092644-0.0061367i,-0.013364+0.0019723i,-0.015699+0.0055294i,-0.014119+0.010123i,-0.0059607+0.013834i,0.0010887+0.011288i,0.0044893+0.0050303i,0.0071723+0.00022946i,0.0067317-0.0018512i,0.0021072-0.0020528i,-0.00064481-0.0024903i,0.00090845-0.0036745i
0.12937+0.13925i,0.22363+0.07769i,0.31247-0.0061009i,0.33174-0.019626i,0.25957+0.029411i,0.16265+0.083488i,0.087844+0.081586i,0.036278+0.038174i,0.0059427+0.013738i,0.0033159+0.0068671i,0.0050437-0.0021947i,-0.00029999-0.0045657i,-0.00085701-0.0024528i,0.00020089-0.0052495i,4.7773e-05-0.0089154i,0.0021594-0.008715i,0.0056355-0.0036131i,0.004577+0.0061697i,-0.00023101+0.014843i,-0.0013482+0.015914i,0.0024052+0.010447i,0.0066163+0.0053052i,0.0078229+0.0024333i
-0.16303+0.07845i,-0.11127+0.19603i,-0.027168+0.31106i,0.011409+0.32263i,0.021685+0.21421i,0.019775+0.082778i,0.010075+0.012154i,0.0045955-0.007474i,0.0037228-0.011701i,-0.0018022-0.0040598i,-0.0038602+0.0023336i,0.00014611-0.0018176i,0.0032438-0.0044817i,0.0040633-0.0032011i,-0.00022904-0.0035551i,-0.009105-0.0045121i,-0.016871-0.0025112i,-0.018873+0.0019218i,-0.015234+0.0024024i,-0.0098316-0.0010096i,-0.0038802-0.0035952i,0.00074898-0.0039103i,-9.8923e-05-0.00075271i
-0.018552-0.16976i,-0.15581-0.13058i,-0.30448-0.043178i,-0.35167+0.020735i,-0.30654+0.056608i,-0.23643+0.068259i,-0.15204+0.064399i,-0.061696+0.052223i,-0.0052902+0.028251i,0.009119+0.0060437i,0.0070372-0.0019737i,0.0027866-0.00085895i,-0.0015291+0.0016107i,-0.0028268+0.0035201i,-0.00012332+0.0057974i,0.0030039+0.0066008i,0.00060784+0.0025879i,-0.0045221-0.0053805i,-0.0054803-0.01019i,-0.0038697-0.007471i,-0.0065212+0.001413i,-0.011507+0.0097009i,-0.01106+0.0099291i
0.15723+0.033554i,0.14307-0.11825i,0.0756-0.29441i,0.019416-0.331i,0.0068242-0.21849i,0.02438-0.080398i,0.028986-0.013623i,0.016883-0.0038827i,0.017906-0.0027596i,0.027774-0.0067891i,0.027451-0.010565i,0.020648-0.0059722i,0.012147-0.0048149i,0.0026908-0.011674i,-0.0016734-0.017837i,0.0019318-0.020567i,0.008046-0.024123i,0.0079521-0.0227i,0.0045997-0.010418i,0.0039958+0.0027365i,0.0053377+0.0061261i,0.0066096+0.0022397i,0.0067998-0.0040494i
-0.075832+0.12351i,0.081276+0.13744i,0.27619+0.089867i,0.32115+0.0051628i,0.20439-0.072529i,0.062725-0.10858i,-0.0069711-0.092397i,-0.01779-0.051255i,-0.014567-0.020039i,-0.0079227-0.0026865i,0.00039101+0.0020772i,0.0021627-0.001513i,0.0010591-0.0018404i,0.0013081-1.0819e-05i,0.0019331+0.0017405i,0.0012904+0.005342i,0.0011543+0.0081316i,0.0031023+0.0076305i,0.002005+0.0038751i,-0.0028533-0.0014344i,-0.0067921-0.0089898i,-0.0072787-0.01658i,-0.0052765-0.015286i
-0.086883-0.10666i,-0.12555+0.05117i,-0.11493+0.27172i,-0.061875+0.35495i,-0.047216+0.27442i,-0.076776+0.16538i,-0.070413+0.10099i,-0.022645+0.062781i,0.00097244+0.037997i,-0.0061211+0.027063i,-0.011491+0.019074i,-0.011577+0.010949i,-0.0069346+0.0068169i,0.0045356+0.0066708i,0.014764+0.0084413i,0.018339+0.010395i,0.016939+0.0094925i,0.010722+0.0061485i,0.0018493+0.0011708i,-0.0039945-0.0015232i,-0.0029389+0.0032342i,0.0020938+0.011348i,0.0069971+0.013938i
0.1156-0.028557i,-0.034266-0.093444i,-0.2544-0.12638i,-0.32833-0.084017i,-0.19959-0.04398i,-0.038693-0.054107i,0.014505-0.050307i,-0.0017767-0.010803i,-0.0017873+0.016702i,0.0091452+0.016193i,0.0081308+0.010342i,0.005424+0.0070344i,0.005341+0.0015206i,0.00059073-0.0044186i,-0.0082295-0.0066021i,-0.012479-0.0079016i,-0.0085447-0.011062i,-0.0034482-0.011502i,0.00077176-0.0070361i,0.0063206-0.0012577i,0.0099495+0.0010592i,0.011169-0.0021899i,0.0090724-0.0047776i
-0.028545+0.11059i,0.05716-0.026698i,0.11722-0.23941i,0.063561-0.34757i,-0.026713-0.298i,-0.056602-0.20574i,-0.059171-0.13754i,-0.057132-0.071963i,-0.039771-0.021362i,-0.01455-0.0043256i,0.0020395-0.0023552i,0.0059151-0.0034447i,0.0037761-0.0031111i,0.0021133+0.0014801i,0.00048103+0.0070431i,0.0015071+0.013109i,0.0074576+0.018481i,0.013626+0.016785i,0.011698+0.0083939i,0.000827+0.0018322i,-0.010991-4.6034e-05i,-0.018839+0.0013371i,-0.0199+0.0043302i
-0.084684-0.065384i,0.0381+0.044791i,0.23359+0.1416i,0.33592+0.11737i,0.26757+0.062698i,0.13644+0.07028i,0.063042+0.058896i,0.027564+0.0017989i,-0.0022212-0.030859i,-0.016845-0.024125i,-0.016327-0.013009i,-0.0073987-0.0074321i,-0.00030715-0.0042227i,0.0035501-0.0029265i,0.0068661-0.0031853i,0.0055915-0.0014854i,0.0021103+0.0070141i,-0.00046134+0.01424i,-0.0017105+0.012144i,-0.00058043+0.0072497i,0.0052084+0.0071423i,0.014469+0.0081129i,0.016753+0.0041919i
0.091217-0.052239i,-0.040114+0.039869i,-0.15092+0.19198i,-0.094244+0.26376i,0.038596+0.17188i,0.099817+0.016353i,0.09228-0.04659i,0.061775-0.031648i,0.026139-0.013596i,0.002196-0.0056101i,-0.0037119-0.00069525i,-0.00030419-2.9767e-05i,0.00070522-0.0014565i,-0.00537+0.00010577i,-0.014355+0.0029293i,-0.024649+0.0015505i,-0.034887-0.0014012i,-0.035151+2.6779e-05i,-0.020111+0.0011138i,-0.002333-0.0029322i,0.0035897-0.0085941i,-0.00093379-0.012852i,-0.0046189-0.012741i
0.0030018+0.10982i,-0.057667-0.032431i,-0.1894-0.15285i,-0.29347-0.10486i,-0.26372-0.014123i,-0.14594-0.0026741i,-0.06068-0.014397i,-0.011204+0.0036163i,0.025568+0.021012i,0.029801+0.016142i,0.015545+0.005317i,0.0068019-0.0016244i,0.0060208-0.0061974i,0.0076261-0.0064044i,0.0084817-0.0081582i,0.0090738-0.01207i,0.0078765-0.014817i,0.0025234-0.0162i,-0.0037254-0.010913i,-0.0094663+0.00087473i,-0.01569+0.011425i,-0.017671+0.017987i,-0.010861+0.017604i
-0.10499-0.049621i,0.041372-0.065601i,0.17697-0.14466i,0.15021-0.20554i,0.082724-0.10664i,0.08833+0.059649i,0.092492+0.10152i,0.044945+0.042385i,0.0040173-0.0015646i,-0.00193-0.011758i,0.0014499-0.010657i,0.0040927-0.0035898i,0.0052364+0.0016847i,0.0038688-0.004476i,0.0055634-0.017261i,0.0094235-0.026235i,0.0088901-0.026589i,0.0063176-0.018955i,0.0042148-0.0065914i,0.0033481+0.0029432i,0.0087157+0.0017582i,0.017138-0.007752i,0.016299-0.015049i
0.09761-0.074679i,0.077149+0.052193i,0.12608+0.16482i,0.21735+0.10146i,0.1827-0.025107i,0.059845-0.056588i,0.0032059-0.028029i,-0.0019381-0.004434i,-0.010931+0.0025924i,-0.01031-0.0056618i,-6.0012e-05-0.0093452i,0.010415-0.00035162i,0.013045+0.0068358i,0.0075004+0.012838i,0.0068102+0.021851i,0.0089784+0.022941i,0.0048206+0.013556i,0.001631+0.0054222i,0.0033774-0.0003222i,0.0040818-0.008981i,0.0017687-0.013714i,-0.0033333-0.010494i,-0.006375-0.0036418i
0.032572+0.12358i,-0.077186+0.071961i,-0.19344+0.078148i,-0.18569+0.16865i,-0.1242+0.16254i,-0.12856+0.059998i,-0.12102+0.014368i,-0.043253+0.013924i,0.019005+0.0098624i,0.027044+0.011627i,0.01735+0.014219i,0.010087+0.015119i,0.0091377+0.012092i,0.011503+0.0085974i,0.018025+0.0096023i,0.027315+0.0068772i,0.031082-0.0021339i,0.022155-0.0098601i,0.0053778-0.0080757i,-0.0036636+0.0020554i,-0.0027566+0.014348i,0.003261+0.023355i,0.0093311+0.022399i
-0.13787-0.027751i,-0.059922-0.10622i,-0.022924-0.16855i,-0.082313-0.10944i,-0.06062+0.0026781i,0.072549+0.025389i,0.11418-0.0070296i,0.047191-0.0045453i,0.0031339+0.014035i,0.0032859+0.020516i,0.004803+0.01782i,-0.0038363+0.009303i,-0.010056-0.0011376i,-0.012617-0.012999i,-0.019261-0.015296i,-0.018269-0.0058169i,-0.0022263+0.0019947i,0.011799+0.0053382i,0.0097715+0.0065113i,5.7879e-05+0.0084405i,-0.0055199+0.0079736i,-0.0079819+0.00088945i,-0.010542-0.0048134i
0.082854-0.12177i,0.13464-0.02803i,0.16169+0.015437i,0.11301-0.077628i,0.036638-0.12852i,0.020478-0.046983i,0.041364+0.011506i,0.030831+0.013447i,0.0010267+0.015891i,-0.016355+0.010084i,-0.020162-0.0022384i,-0.016309-0.0062178i,-0.010871-0.0011388i,-0.0088931+0.0088454i,-0.0089159+0.019835i,-0.010449+0.029705i,-0.011504+0.036751i,-0.007968+0.033477i,-0.004785+0.016416i,-0.0086778-0.00023711i,-0.013498-0.0028441i,-0.011108+0.0038737i,-0.0037385+0.0077703i
0.07668+0.12695i,-0.037086+0.14431i,-0.10105+0.12556i,-0.037209+0.078252i,-0.021697+0.058391i,-0.098904+0.09366i,-0.10345+0.11211i,-0.045276+0.044511i,-0.025117-0.022798i,-0.025308-0.021853i,-0.01704-0.0028388i,-0.011042+0.0086891i,-0.0051254+0.020535i,0.0052582+0.025169i,0.0084907+0.01917i,0.0048482+0.0090654i,0.00024905+0.0036413i,-0.0055469+0.003831i,-0.0055545+0.0027133i,0.00016069-0.0014719i,0.0037207-0.0075514i,0.0045913-0.012277i,0.003579-0.012937i
-0.15455+0.0083243i,-0.13131-0.11007i,-0.07225-0.15588i,-0.011637-0.050823i,0.02652+0.0051421i,0.012841-0.049301i,-0.026897-0.054591i,-0.029382+0.0042772i,-0.010258+0.022186i,0.0002465+0.0063038i,0.0048047+0.0014071i,0.0049868+4.07e-05i,0.0023088-0.0097362i,-0.0091049-0.020676i,-0.022281-0.023587i,-0.024526-0.020577i,-0.020449-0.019064i,-0.012732-0.018906i,-0.0032843-0.01606i,0.0016122-0.012614i,-0.0034516-0.010637i,-0.015206-0.0068965i,-0.019544-0.0022368i
0.053127-0.16511i,0.16611-0.10118i,0.20002-0.024007i,0.089073-0.0073706i,0.019452-0.027492i,0.052476-0.054977i,0.067732-0.055024i,0.058946-0.020964i,0.059458-0.003618i,0.03616-0.01038i,0.0085222-0.014204i,0.0024335-0.020847i,-0.0012811-0.02793i,-0.0059534-0.025989i,-0.0037008-0.021408i,-0.002413-0.01546i,-0.0097598-0.0080866i,-0.017602-0.0042171i,-0.016923-0.0035023i,-0.011402-0.0028503i,-0.0020704-0.0015946i,0.010596-0.00025897i,0.017167-0.001889i
0.14492+0.12727i,0.039908+0.22725i,-0.072966+0.25531i,-0.091766+0.16797i,-0.066869+0.11832i,-0.026648+0.14754i,-0.0029694+0.11204i,-0.033498+0.014432i,-0.054844-0.034069i,-0.039147-0.033937i,-0.028063-0.022996i,-0.017779-0.0062705i,0.0032694+0.011493i,0.023602+0.020094i,0.032994+0.014216i,0.0289-0.00047144i,0.022138-0.011936i,0.019095-0.011796i,0.016833-0.004383i,0.014694-0.00062517i,0.013892-0.0024624i,0.011577-0.0073006i,0.0049791-0.0086033i
-0.18631+0.10117i,-0.25523-0.034113i,-0.23978-0.16072i,-0.12786-0.14249i,-0.058376-0.05388i,-0.10724+0.018777i,-0.13858+0.060927i,-0.081347+0.059039i,-0.024006+0.035524i,-0.0023402+0.0080987i,0.0023871-0.012298i,0.0013572-0.0073319i,-0.00094607+0.0068844i,-0.010003+0.014206i,-0.013994+0.021379i,-0.0025525+0.022238i,0.010093+0.0038001i,0.014861-0.01805i,0.013455-0.019967i,0.013138-0.0060822i,0.013668+0.0069604i,0.010744+0.011348i,0.0071569+0.010076i
-0.020648-0.22819i,0.13528-0.27427i,0.26422-0.25915i,0.20323-0.21275i,0.046872-0.19893i,-0.038448-0.22047i,-0.02041-0.193i,0.050711-0.11389i,0.087191-0.057155i,0.073414-0.024938i,0.054823-0.0099976i,0.033459-0.0093311i,0.003402-0.0095786i,-0.019043-0.012475i,-0.024422-0.012165i,-0.014405-0.0014207i,0.0027977+0.014805i,0.011061+0.024681i,0.0069282+0.021815i,-0.00020691+0.01365i,-0.0014202+0.0058135i,0.0038084-0.0026001i,0.0057989-0.010489i
0.24566+0.072071i,0.25099+0.24953i,0.17505+0.39366i,0.088522+0.34476i,0.064213+0.16718i,0.092566+0.0076567i,0.094424-0.060406i,0.045369-0.02741i,0.017236+0.021513i,0.019676+0.023454i,0.017181+0.014615i,0.012993+0.012392i,0.01516+0.00042379i,0.019479-0.017184i,0.015476-0.024532i,0.0018773-0.018587i,-0.0026051-0.0069807i,0.0077719+0.0039868i,0.013898+0.0084476i,0.005106+0.0068185i,-0.0064002+0.01111i,-0.0074897+0.020822i,-0.0014295+0.024252i
-0.16436+0.22362i,-0.33877+0.20106i,-0.4271+0.125i,-0.28518+0.096432i,-0.037759+0.13465i,0.11519+0.19152i,0.1335+0.2204i,0.091868+0.17847i,0.048787+0.095678i,0.009158+0.030474i,-0.018852+0.0025467i,-0.024298-0.0045809i,-0.017705-0.0078469i,-0.0079363-8.9873e-05i,5.2112e-05+0.012911i,0.0014957+0.019184i,-0.0046436+0.022181i,-0.014897+0.022186i,-0.015617+0.019063i,-0.003804+0.016137i,0.0083934+0.012746i,0.014722+0.010082i,0.015012+0.0078902i
-0.16451-0.25848i,-0.10484-0.4512i,-0.018831-0.57143i,-0.030979-0.49935i,-0.1035-0.30429i,-0.13988-0.11296i,-0.12523-0.021808i,-0.094354-0.030865i,-0.071046-0.038554i,-0.030031-0.01772i,0.01208-0.019046i,0.017933-0.033023i,0.01007-0.028309i,0.0046107-0.018458i,-0.0041144-0.017157i,-0.0066949-0.01809i,-0.0037378-0.0098262i,-0.0059005+0.0080106i,-0.0084419+0.019183i,-0.0094953+0.014837i,-0.014457+0.0043429i,-0.020699-0.0048944i,-0.023913-0.011743i
0.3337-0.074827i,0.504+0.026021i,0.55703+0.12744i,0.38783+0.092889i,0.10071+0.00089164i,-0.14052-0.046444i,-0.24816-0.041632i,-0.20614+0.017222i,-0.086969+0.065509i,0.00038812+0.05996i,0.034274+0.044168i,0.051702+0.025823i,0.057117-0.0045509i,0.043039-0.028543i,0.016462-0.03882i,-0.015808-0.033787i,-0.040864-0.026654i,-0.04899-0.029576i,-0.045152-0.026955i,-0.033651-0.010749i,-0.01992+0.0074205i,-0.0086591+0.018485i,0.00027648+0.020536i
-0.03494+0.35673i,-0.1559+0.52386i,-0.20522+0.59495i,-0.033164+0.50184i,0.19016+0.29188i,0.25354+0.08253i,0.20548-0.013705i,0.14529-0.011312i,0.09436-0.0016061i,0.035168+0.0047521i,-0.007123+0.032503i,-0.0029687+0.058755i,0.016977+0.064769i,0.031062+0.061452i,0.047702+0.048504i,0.056863+0.027601i,0.043883+0.012128i,0.016551+0.0023294i,-0.0040876-0.0021763i,-0.0064622-0.0033629i,-0.0016013-0.008092i,-0.0010395-0.011747i,0.0021863-0.0094399i
-0.35281-0.16545i,-0.49131-0.3358i,-0.53151-0.41605i,-0.43126-0.26179i,-0.23124-0.061695i,-0.030708-0.038214i,0.052199-0.11943i,0.011135-0.13463i,-0.043446-0.064807i,-0.045636-0.019895i,-0.041706-0.023057i,-0.046695-0.0062446i,-0.032253+0.027763i,-0.01338+0.038821i,-0.0011496+0.027595i,0.011585-0.00039214i,0.024506-0.034003i,0.034521-0.048427i,0.031865-0.04159i,0.014063-0.027462i,-0.0051144-0.014038i,-0.014237-0.0070693i,-0.01555-0.004568i
0.27635-0.28696i,0.46103-0.38746i,0.47988-0.39693i,0.18517-0.28373i,-0.15066-0.071022i,-0.23316+0.12059i,-0.14698+0.16409i,-0.070914+0.10183i,-0.036613+0.054535i,-0.010871+0.038566i,0.0046389+0.015103i,-0.0087077-0.0072924i,-0.039151-0.013628i,-0.057666-0.011863i,-0.055116-0.002204i,-0.044317+0.014485i,-0.035711+0.021961i,-0.026225+0.008788i,-0.017244-0.011589i,-0.011155-0.016914i,1.2514e-05-0.0091127i,0.013723-0.0037636i,0.01598-0.0025229i
0.20032+0.37464i,0.26916+0.59096i,0.29845+0.62392i,0.27703+0.32723i,0.16866-0.022982i,0.065133-0.11776i,0.067435-0.053582i,0.070844-0.033296i,0.0069805-0.048222i,-0.031469-0.017776i,-0.0090481+0.018404i,0.0038174+0.017358i,-0.0092084+0.0092871i,-0.0061258+0.0095446i,0.018229+0.0082805i,0.046202+0.0029201i,0.067374+0.0026149i,0.074103+0.010294i,0.062439+0.013023i,0.041017+0.0030267i,0.0183-0.0084697i,0.00077544-0.0077938i,-0.0044029-0.004643i
-0.43933+0.072921i,-0.67585+0.088156i,-0.72236+0.079355i,-0.45359+0.03572i,-0.12651-0.099533i,-0.032714-0.22237i,-0.085486-0.17645i,-0.093544-0.055212i,-0.054171-0.0039594i,-0.043682-0.022066i,-0.055332-0.037078i,-0.039789-0.033213i,-0.0099852-0.037677i,-0.0040082-0.034386i,-0.0094037-0.011123i,-0.01008+0.00036981i,-0.0091191-0.0062287i,-0.00019336-0.0068136i,0.015858+0.00034015i,0.022366+0.0060067i,0.015626+0.010454i,0.0046456+0.0096499i,-0.0048051+0.0047295i
0.068492-0.44278i,0.099817-0.67931i,0.099759-0.70068i,0.062343-0.38437i,0.089727+0.0049832i,0.15445+0.15155i,0.11994+0.11488i,0.064385+0.058128i,0.062103+0.00028027i,0.047692-0.036775i,0.017815-0.037498i,0.0045066-0.034268i,-0.0031097-0.037466i,-0.017235-0.029171i,-0.028421+0.0057287i,-0.020465+0.054398i,-0.0067357+0.086313i,-0.01024+0.091089i,-0.017642+0.074747i,-0.01305+0.050307i,-0.00054104+0.028023i,0.012031+0.010808i,0.018383+0.0020942i
0.40868+0.20978i,0.65606+0.28199i,0.73188+0.24557i,0.54017+0.086826i,0.28701-0.0079904i,0.17187+0.015671i,0.14328-0.017001i,0.086479-0.088804i,0.023542-0.082883i,0.02046-0.036596i,0.048879-0.0093602i,0.061588-0.0011519i,0.058737-0.0016688i,0.044796-0.016167i,0.019228-0.037707i,-0.0012898-0.046859i,-0.0042009-0.041688i,-0.0020029-0.027389i,-0.001039-0.0060402i,-0.00071716+0.0072785i,-0.0064945+0.010597i,-0.0071329+0.014023i,0.0015644+0.01079i
-0.32785+0.329i,-0.47494+0.55572i,-0.49144+0.62365i,-0.37145+0.41598i,-0.28813+0.12951i,-0.26257+0.0078535i,-0.16948+0.016057i,-0.041958+0.019739i,0.024154+0.0079259i,0.024082-0.0013304i,0.0034035-0.0053498i,0.005051+0.0006667i,0.018131-0.00015316i,0.015547-0.0069695i,-0.0040342-0.0093351i,-0.038108-0.0043119i,-0.070856+0.0053662i,-0.077661+0.0082886i,-0.060009+0.0028126i,-0.037387+0.00053061i,-0.021494+0.0013145i,-0.017473+0.0021655i,-0.01986+0.0045467i
-0.20013-0.41269i,-0.38667-0.58072i,-0.46268-0.52017i,-0.29825-0.19148i,-0.036118+0.086167i,0.076602+0.11062i,0.063379+0.060619i,0.052031+0.056556i,0.047993+0.047296i,0.027752+0.030381i,0.0019845+0.028014i,-0.011173+0.033654i,0.00031785+0.038212i,0.023175+0.030588i,0.036401+0.016698i,0.042502+0.0091259i,0.047009+0.0034248i,0.03339-0.00067804i,0.0041082+0.0028521i,-0.012376+0.0073909i,-0.010125+0.00090895i,-0.0040948-0.00868i,-0.00056527-0.010119i
0.44781-0.060791i,0.67529-0.22474i,0.71643-0.37403i,0.52001-0.36835i,0.30372-0.19845i,0.20852-0.052943i,0.13217-0.0055032i,0.043302+0.035718i,0.00010415+0.07056i,0.0016703+0.059933i,0.010514+0.034253i,0.010891+0.032446i,0.015422+0.038313i,0.019387+0.021009i,0.0046877-0.012545i,-0.019334-0.041924i,-0.032714-0.059648i,-0.029026-0.066315i,-0.01916-0.058847i,-0.013471-0.037862i,-0.0095955-0.014464i,-0.0042851-0.0018215i,-0.0013959-0.0038511i
