0.001395+0.0013277i,0.00064279-0.00014284i,0.0002309-0.0013813i,0.000256-0.0015226i,-0.0014768-0.0012038i,-0.0026868-0.00062563i,-0.0014781+0.00020263i,-0.00013478+0.00049673i,0.00060849+4.9026e-05i,0.0014462-0.00042275i,0.0014714-0.00077172i,0.00087197-0.00067975i,0.00046238+0.00012632i,-4.2685e-05-0.00010609i,-0.00013832-0.00014869i,-9.0715e-05+0.00026418i,-0.0006041+0.00021532i,-0.00060461+4.2525e-05i,-0.00033377-4.2565e-05i,-0.00067375-0.0002279i,-0.00063506+2.2207e-05i,-0.00037596+0.00055093i,-0.0001572+0.00037499i
0.14469-0.26352i,0.25081-0.35444i,0.24887-0.29543i,0.11725-0.13938i,0.027513-0.030173i,0.05419-0.036803i,0.10194-0.07957i,0.11215-0.091366i,0.070172-0.072514i,0.015346-0.024417i,-0.013499+0.0037072i,-0.042566-0.0066251i,-0.062021-0.0057997i,-0.04838+0.0055197i,-0.028663-0.00010061i,-0.025434-0.01248i,-0.032804-0.01658i,-0.032058-0.0073832i,-0.016419+0.0050837i,-0.003165+0.0052914i,-0.0004872+0.0018541i,-0.0021859+0.0018108i,-0.0096509+0.0023929i
0.091296+0.11271i,-0.023191+0.15562i,-0.25919+0.13285i,-0.38787+0.056029i,-0.29414-0.032007i,-0.12868-0.064022i,-0.034079-0.025392i,-0.0027974+0.010322i,0.0033325+0.0027787i,-0.0037236-0.012945i,0.0019932-0.01415i,0.015841-0.016252i,0.021592-0.012894i,0.022071-0.0085165i,0.017149-0.011542i,0.0092749-0.0084224i,0.0046663+0.0054003i,-0.00022671+0.020002i,-0.0039782+0.023272i,-0.0043184+0.01147i,-0.0069919-0.0028436i,-0.0089418-0.010323i,-0.0066367-0.014604i
-0.059406+0.23421i,-0.084749+0.31166i,-0.095723+0.23553i,-0.09806+0.095548i,-0.075356+0.049476i,-0.02668+0.0724i,0.01041+0.067647i,0.033452+0.047383i,0.051612+0.025629i,0.04327+0.00097696i,0.027938+0.0026841i,0.038899+0.00979i,0.039552-0.0036618i,0.021224-0.0061874i,0.0175+0.0066147i,0.028894+0.009766i,0.036548-0.0031756i,0.02901-0.01895i,0.015954-0.019032i,0.013688-0.0091656i,0.014463-0.0033783i,0.006683+0.0015408i,-0.00164+0.0048096i
-0.1508-0.32805i,-0.11619-0.59227i,0.030632-0.73781i,0.1232-0.68177i,0.085521-0.50179i,0.01027-0.29881i,-0.030615-0.14986i,-0.027923-0.065279i,0.0074148-0.016021i,0.038134+0.0043971i,0.027816+0.0092949i,-0.0040193+0.019936i,-0.01568+0.027758i,-0.0074881+0.021538i,-0.0064058+0.0081166i,-0.023138+0.0027496i,-0.03867+0.0070725i,-0.033372+0.0057852i,-0.01871-0.0056485i,-0.012128-0.011432i,-0.01002-0.0060612i,-0.0072784-0.0012449i,-0.0061769-0.0016665i
0.14994-0.091703i,0.19721-0.068254i,0.18069+0.002622i,0.14889+0.036734i,0.12146+0.014444i,0.06891-0.033838i,0.028241-0.047789i,0.019851-0.010834i,0.021187+0.029126i,0.019064+0.024184i,-0.0010533-0.010068i,-0.021729-0.024394i,-0.02314-0.016659i,-0.02057-0.0077809i,-0.017032-0.00076777i,-0.0095602+0.0058648i,0.0014402+0.014975i,0.01318+0.021445i,0.015901+0.019426i,0.0094361+0.014063i,0.003185+0.0055932i,-0.001224-0.010511i,-0.0050045-0.024371i
0.34954+0.23869i,0.5347+0.43239i,0.54612+0.54495i,0.44466+0.48345i,0.35207+0.29615i,0.26906+0.10102i,0.17303-0.0052543i,0.077079-0.019649i,0.0022816-0.0011871i,-0.03104+0.022871i,-0.0079276+0.029922i,0.029209+0.0077783i,0.032619-0.01293i,0.018912-0.0097626i,0.019451+0.000175i,0.02961-0.01145i,0.028664-0.031531i,0.016332-0.029791i,0.012366-0.013334i,0.020045-0.0092499i,0.024208-0.016829i,0.025777-0.016169i,0.02957-0.010431i
-0.31424+0.048826i,-0.50593-0.0092622i,-0.52805-0.079685i,-0.41692-0.050544i,-0.28469+0.025634i,-0.12438+0.067523i,0.0031332+0.066958i,0.030148+0.039785i,0.014404+0.021652i,0.018513+0.012466i,0.022249+0.012386i,0.011148+0.028288i,0.0066031+0.033738i,0.0065374+0.02083i,-0.0015119+0.011383i,-0.012612+0.019355i,-0.018396+0.031451i,-0.018016+0.028526i,-0.01547+0.015232i,-0.011381+0.010987i,-0.00087023+0.018276i,0.016682+0.02405i,0.029351+0.020925i
-0.14239-0.031383i,-0.25686-0.058294i,-0.36715-0.076453i,-0.37834-0.075175i,-0.23429-0.068775i,-0.096531-0.065624i,-0.087565-0.039289i,-0.089037+0.0098192i,-0.040144+0.015886i,-0.018052-0.013346i,-0.038135-0.013448i,-0.052175+0.013403i,-0.038802+0.032748i,-0.017785+0.028588i,-0.01194+0.01336i,-0.010536+0.010383i,-0.0003049+0.015337i,0.0092401+0.012665i,0.0082492+0.0090715i,0.0040611+0.01568i,0.0013223+0.024582i,-0.0089022+0.029056i,-0.020032+0.02981i
0.36294-0.3132i,0.57915-0.4477i,0.57271-0.4293i,0.3402-0.34305i,0.11236-0.23319i,-0.011839-0.10507i,-0.065859-0.017487i,-0.0872+0.020903i,-0.081286+0.058298i,-0.034993+0.081099i,0.017009+0.039676i,0.02725-0.027047i,0.0046981-0.04999i,-0.011976-0.035612i,-0.006904-0.024158i,-0.0056598-0.034345i,-0.019156-0.044443i,-0.023753-0.031252i,-0.012665-0.013587i,-0.0078263-0.012392i,-0.01881-0.014834i,-0.028698-0.0073795i,-0.022473+0.0037845i
0.011659+0.21642i,0.01742+0.21302i,0.077833+0.025928i,0.17896-0.1426i,0.22451-0.11127i,0.2344-0.047373i,0.20375-0.13362i,0.091045-0.21478i,-0.0041456-0.16071i,-0.011648-0.073155i,0.008479-0.025509i,0.016983-0.0032583i,0.006912+0.0040227i,-0.0070285+0.012204i,-0.0002411+0.023664i,0.01607+0.024198i,0.018162+0.016239i,0.0055287+0.0068338i,-0.0071968-0.0011853i,-0.01005-0.006779i,-0.0068421-0.013229i,-0.003606-0.022721i,-0.001998-0.024378i
0.093502+0.36049i,0.19206+0.5195i,0.22291+0.41712i,0.19268+0.15475i,0.14016-0.056433i,0.055045-0.16513i,-0.00099929-0.15974i,0.0048604-0.11944i,-0.0025894-0.10485i,-0.038309-0.063439i,-0.048966+0.0081133i,-0.032105+0.058258i,-0.0031711+0.054454i,0.013311+0.015644i,0.0073783-0.004515i,0.010043+0.0019372i,0.022386+0.0035727i,0.020082-0.0055959i,0.0076324-0.0086151i,0.0045637-0.0028943i,0.011034-0.0012488i,0.012782-0.0047568i,0.0025172-0.0050636i
-0.24594-0.27176i,-0.30213-0.3295i,-0.12018-0.075771i,0.13292+0.26815i,0.21373+0.3738i,0.19252+0.33301i,0.21952+0.27038i,0.24827+0.17172i,0.20071+0.082303i,0.11741+0.0252i,0.025591-0.026642i,-0.054359-0.057936i,-0.077062-0.053248i,-0.062016-0.039948i,-0.050276-0.030875i,-0.048892-0.014246i,-0.039958+0.0073548i,-0.012281+0.018422i,0.013724+0.012584i,0.020661+0.0057706i,0.019308+0.007605i,0.022013+0.010499i,0.024733+0.0029395i
-0.12903+0.083982i,-0.1807+0.18654i,-0.16538+0.23331i,-0.089066+0.22606i,0.032844+0.1934i,0.14767+0.090819i,0.15054-0.015602i,0.067986-0.01753i,0.024658+0.025519i,0.013952+0.022455i,0.011615-0.0092516i,0.014723-0.039436i,0.0062164-0.038025i,0.007577-0.0061108i,0.020873+0.010429i,0.024519+0.0044271i,0.018837+0.0018152i,0.012567+0.0026013i,0.0071598-0.0048209i,0.0015226-0.012768i,-0.0027579-0.013072i,-0.0035768-0.0085768i,0.0026134-0.005288i
0.53172-0.15385i,0.63485-0.30102i,0.23794-0.33554i,-0.34217-0.16492i,-0.57837+0.069216i,-0.50121+0.16687i,-0.3285+0.18277i,-0.14478+0.14962i,-0.057897+0.065507i,-0.031495+0.037427i,0.041288+0.040043i,0.10971+0.0083887i,0.10821-0.025168i,0.068118-0.033184i,0.042457-0.02121i,0.037325-0.017213i,0.019771-0.025449i,-0.0073561-0.017005i,-0.016275+0.005286i,-0.010649+0.017839i,-0.0091746+0.02112i,-0.013804+0.026875i,-0.015968+0.039047i
-0.19291+0.18051i,-0.2413+0.20844i,-0.15319+0.10195i,-0.05137-0.069918i,-0.019234-0.14516i,0.025053-0.048765i,0.066472+0.038706i,0.041592+0.018632i,0.00043956-0.019847i,-0.017347-0.032402i,-0.03098-0.008509i,-0.034021+0.02898i,-0.020308+0.041406i,-0.012154+0.031185i,-0.02014+0.023068i,-0.025113+0.027482i,-0.014845+0.027293i,0.0017823+0.015469i,0.017347+0.0047072i,0.025237-0.00089976i,0.020825-0.0034161i,0.011299-0.0049456i,-0.0001216-0.005976i
-0.10759+0.52904i,0.060373+0.77181i,0.33447+0.48694i,0.37289-0.11683i,0.15468-0.4075i,-0.0064934-0.35766i,-0.096525-0.23023i,-0.14395-0.040025i,-0.069812+0.099932i,-0.0010009+0.086359i,-0.014182+0.042617i,-0.03165+0.033181i,-0.031587+0.027625i,-0.019814+0.01627i,-0.013149+0.0047801i,-0.016458+0.0040375i,-0.012186+0.0050938i,-0.0082549+0.0025177i,-0.015611+0.0026398i,-0.02377+0.0010483i,-0.023681-0.0078207i,-0.022015-0.022984i,-0.02316-0.037944i
-0.13195-0.59515i,-0.36654-0.8195i,-0.47481-0.6012i,-0.29647-0.17156i,-0.076642+0.062793i,-0.023254+0.10654i,-0.016013+0.062513i,-0.015071-0.021048i,-0.031432-0.038406i,-0.0072912-0.019797i,0.015839-0.040775i,0.0019477-0.059494i,-0.016225-0.051305i,-0.021866-0.030712i,-0.011404-0.017814i,-0.0018179-0.016476i,-0.0046679-0.0007394i,-0.0087408+0.021153i,-0.0072213+0.028075i,0.0024087+0.025535i,0.011961+0.01913i,0.015441+0.018291i,0.023185+0.023888i
-0.13849-0.015338i,-0.24157+0.058017i,-0.14212+0.23206i,0.10613+0.28134i,0.1973+0.096132i,0.11638-0.061436i,0.073709-0.10046i,0.037679-0.13892i,-0.047219-0.12876i,-0.07435-0.049148i,-0.03342+0.018366i,0.019492+0.042004i,0.052043+0.02083i,0.041703-0.0057129i,0.017716-0.0086731i,0.013045-0.006723i,0.018687-0.015252i,0.018927-0.031635i,0.012655-0.043622i,0.0065531-0.039824i,0.0097299-0.027143i,0.018914-0.016957i,0.021776-0.0096242i
0.59136+0.29881i,1.0959+0.20825i,1.1397-0.10017i,0.68611-0.25265i,0.31418-0.1714i,0.18287-0.12345i,0.11882-0.10378i,0.13338-0.058983i,0.14417-0.061273i,0.084564-0.037182i,0.052517+0.012785i,0.046331+0.016114i,0.028735+0.0086846i,0.012329+0.0055722i,0.0022407+0.0048201i,-0.0024061+0.0050155i,-0.014401-0.0054639i,-0.022707-0.0073827i,-0.012339+0.0045726i,-0.0053277+0.01544i,-0.0087349+0.018154i,-0.01678+0.0082308i,-0.034155+0.00014461i
-0.3275-0.19612i,-0.56569-0.14738i,-0.6557+0.024078i,-0.49575+0.13124i,-0.23979+0.10051i,-0.08537+0.047799i,-0.045313+0.038092i,-0.039468+0.048743i,-0.026462+0.04466i,-0.026034+0.018163i,-0.04563+0.0019905i,-0.05894+0.016476i,-0.041651+0.0434i,0.0013633+0.049799i,0.030967+0.029589i,0.029166+0.015212i,0.024016+0.018767i,0.026814+0.022434i,0.026368+0.01541i,0.018858+0.0024205i,0.0088664-0.0010661i,0.0076125+0.0093349i,0.018516+0.012938i
-0.24997+0.31436i,-0.37729+0.70613i,-0.24448+0.86205i,-0.048334+0.58961i,-0.055658+0.28394i,-0.065476+0.20275i,0.032436+0.16661i,0.065327+0.10374i,0.036613+0.07642i,0.013453+0.047564i,-0.0064053+0.023041i,-0.0062819+0.015906i,-0.00089757+0.0059321i,-0.0038176-0.00075807i,-0.0058032-0.00019277i,-0.0027521-0.0029445i,-0.0010581-0.016494i,-0.015137-0.024169i,-0.032014-0.01481i,-0.034325-0.0073969i,-0.027443-0.0078085i,-0.014838-0.0058895i,-0.00061948-0.0057817i
0.28368-0.055682i,0.39978-0.34983i,0.3476-0.60391i,0.24167-0.57292i,0.225-0.42276i,0.21698-0.33902i,0.13741-0.25304i,0.062953-0.15213i,0.029622-0.093879i,0.019182-0.063836i,0.0079561-0.046806i,-0.01618-0.028538i,-0.036961-0.0044004i,-0.049137+0.021756i,-0.047499+0.043361i,-0.035899+0.047081i,-0.023998+0.047277i,-0.0019456+0.043176i,0.022155+0.025579i,0.029871+0.010406i,0.020425+0.0028118i,0.0004094+0.0014514i,-0.016153+0.009957i
-0.43689-0.38078i,-0.68546-0.48499i,-0.70258-0.30798i,-0.42001-0.0065731i,-0.10307+0.1183i,-0.027615+0.096854i,-0.068927+0.10785i,-0.047445+0.13217i,-0.004492+0.10775i,0.0055773+0.063082i,-0.0015755+0.035657i,-0.0029081+0.021785i,-0.0017439+0.0076487i,-0.0065321-0.0032493i,-0.012011-0.0085775i,-0.0080818-0.0059912i,0.012889-0.0060589i,0.027461-0.019091i,0.012954-0.026234i,-0.0037523-0.01807i,-0.00085404-0.00962i,0.008017-0.012023i,0.0122-0.018102i
0.12026-0.0027615i,0.18808+0.14398i,0.26028+0.37051i,0.28252+0.50153i,0.21808+0.49737i,0.13284+0.42235i,0.047298+0.26978i,-0.035977+0.11355i,-0.076722+0.04706i,-0.06106+0.043983i,-0.029997+0.033586i,-0.018931-0.0014792i,-0.020878-0.04034i,-0.030067-0.06576i,-0.037288-0.06865i,-0.034565-0.062501i,-0.042931-0.051431i,-0.058201-0.01648i,-0.047838+0.025463i,-0.019485+0.039199i,0.0027854+0.028106i,0.015377+0.013633i,0.018767+0.0034989i
0.65037+0.15049i,0.99567-0.0070678i,0.88798-0.23531i,0.40379-0.32102i,0.015245-0.32101i,-0.10316-0.38162i,-0.10919-0.37421i,-0.087784-0.23729i,-0.057142-0.10872i,-0.028568-0.047899i,-0.0027938-0.034803i,0.016194-0.027701i,0.03784-0.010762i,0.053969-0.0078088i,0.050301-0.012504i,0.035531-0.0040004i,0.02349+0.016908i,0.024862+0.018938i,0.03016-0.0094758i,0.019615-0.031872i,-0.002125-0.030534i,-0.019962-0.013837i,-0.029084+0.0074535i
-0.37678+0.065642i,-0.54372+0.13801i,-0.60064+0.13351i,-0.53041+0.086001i,-0.34021+0.07911i,-0.1774+0.086991i,-0.079669+0.091509i,0.017153+0.056419i,0.062706-0.010986i,0.037232-0.029933i,0.020701-0.0074916i,0.023724+0.0044459i,0.020401+0.0092404i,0.013555+0.0043166i,0.014079-0.0053057i,0.030266-0.010429i,0.045086-0.024882i,0.036106-0.040126i,0.0071039-0.031908i,-0.014785-0.0062516i,-0.011465+0.013113i,0.0022849+0.013927i,0.0071622+0.00054518i
-0.35876+0.21271i,-0.63155+0.56786i,-0.65034+0.76349i,-0.43216+0.53204i,-0.21713+0.16561i,-0.017468-0.026023i,0.096954-0.11673i,0.037005-0.11393i,-0.023456-0.025954i,-0.021953+0.020603i,-0.029203+0.036073i,-0.040117+0.057651i,-0.044125+0.066892i,-0.031334+0.067966i,-0.010145+0.054222i,-0.0091091+0.028575i,-0.015362+0.014289i,-0.0068505+0.018033i,0.015976+0.022437i,0.031216+0.0067713i,0.023903-0.015893i,0.012105-0.023207i,0.015499-0.019029i
0.46794-0.20309i,0.58568-0.56324i,0.46252-0.78454i,0.2341-0.70873i,0.091734-0.53955i,0.066136-0.42196i,0.060292-0.32013i,0.036073-0.2069i,0.0068277-0.11615i,-0.015841-0.075791i,-0.026308-0.063745i,-0.014881-0.053941i,0.0069094-0.04447i,0.027245-0.034657i,0.043655-0.022645i,0.042393-0.0022392i,0.023291+0.025737i,0.0019826+0.036854i,-0.013991+0.024219i,-0.018914+0.012492i,-0.013602+0.012752i,-0.0072767+0.013743i,-0.0040941+0.012931i
-0.29417-0.22861i,-0.42404-0.61112i,-0.40184-0.84181i,-0.18249-0.70698i,0.12019-0.34876i,0.31626-0.043693i,0.34142+0.074888i,0.23135+0.033417i,0.086992-0.0038552i,0.037638-0.0026572i,0.035569-0.026086i,0.010328-0.031299i,-0.0031722-6.1089e-05i,0.0016822+0.027807i,0.016347+0.043959i,0.033417+0.040777i,0.027779+0.01768i,0.010665+0.0013996i,0.00016006+0.0019958i,-0.0023809+0.008464i,0.0029359+0.013633i,0.01158+0.015736i,0.014173+0.017307i
0.1441+0.17405i,0.303+0.45445i,0.42469+0.60848i,0.4166+0.51927i,0.28396+0.40679i,0.091863+0.39292i,-0.038733+0.39524i,-0.0187+0.34396i,0.061072+0.19578i,0.057516+0.067942i,0.036543+0.04744i,0.042689+0.045129i,0.023182+0.017306i,-0.015283-0.00027421i,-0.046321+0.010423i,-0.050727+0.024796i,-0.027022+0.0093806i,-0.0083784-0.023512i,-0.013832-0.040408i,-0.029862-0.031122i,-0.03716-0.0060095i,-0.028571+0.0094431i,-0.011082-0.0029402i
0.51097+0.26065i,0.93738+0.18441i,1.0703+0.09062i,0.80097+0.081927i,0.33462+0.12252i,0.014043+0.14052i,-0.04746+0.031223i,-0.050698-0.098508i,-0.077776-0.077736i,-0.033765-0.0045427i,0.013789-0.010865i,0.0066865-0.047122i,-0.023364-0.067765i,-0.070742-0.064916i,-0.10829-0.033256i,-0.10152+0.0054452i,-0.063011+0.023386i,-0.031845+0.025096i,-0.0091703+0.023235i,0.012682-0.0012546i,0.014463-0.051372i,0.00054157-0.077941i,-0.0026539-0.052168i
-0.49797+0.20851i,-0.49163+0.28495i,-0.21027+0.16658i,0.031844-0.14643i,0.044636-0.41941i,0.014842-0.47179i,0.060695-0.34083i,0.08518-0.20574i,0.032874-0.13776i,-0.033264-0.086579i,-0.060281-0.038266i,-0.045433+0.0071117i,0.0074467+0.039544i,0.067042+0.030391i,0.095943-0.010047i,0.092348-0.043022i,0.064107-0.04943i,0.03002-0.039227i,0.0096632-0.038538i,0.00058506-0.034342i,0.0092795+0.0016612i,0.032543+0.046194i,0.042855+0.058235i
-1.6636+6.7966i,-0.011123+6.8542i,2.6278+6.1696i,3.8506+2.9597i,3.3599-0.43719i,1.4046-2.2491i,-0.52361-1.6859i,-1.029-0.20091i,-0.15015+0.64107i,0.94435+0.29512i,1.1015-0.51178i,0.54297-1.0524i,-0.22949-1.6271i,-1.0735-2.2954i,-1.3687-2.3455i,-0.89168-1.4285i,-0.32883-0.44159i,-0.32615-0.017405i,-0.69293+0.20356i,-0.67223+0.45813i,-0.16124+0.54291i,0.3419+0.29599i,0.43828-0.14481i
0.20831+0.040267i,0.17503+0.11687i,0.010972+0.28279i,-0.13406+0.36101i,-0.19817+0.24616i,-0.1806+0.11856i,-0.10801+0.004337i,-0.10991-0.059317i,-0.09353+0.024908i,0.01864+0.080164i,0.060862+0.061162i,0.042548+0.071064i,0.036518+0.048868i,-0.00258-0.017286i,-0.059313-0.069053i,-0.093835-0.079197i,-0.084223-0.036418i,-0.033417+0.005252i,0.0079426+0.00070246i,0.02122-0.017314i,0.023833-0.019904i,0.028816-0.022426i,0.041989-0.033442i
-0.46861-0.48168i,-0.41895-0.76505i,-0.24881-0.89168i,-0.36019-0.64954i,-0.63382-0.090674i,-0.65511+0.40463i,-0.41285+0.48999i,-0.15566+0.25564i,-0.049801+0.04738i,-0.010392-0.012566i,0.036051-0.052398i,0.037282-0.085515i,0.018039-0.046379i,0.023212+0.012566i,0.029177+0.034202i,0.032165+0.022267i,0.027369-0.0099166i,-0.0074062-0.027382i,-0.04852-0.015396i,-0.055942+0.0097507i,-0.028825+0.035912i,-0.0015692+0.048815i,0.0012512+0.04376i
0.012448-0.067103i,-0.16172-0.1123i,-0.3481-0.21448i,-0.29143-0.1822i,0.13309+0.069062i,0.60141+0.17634i,0.63342+0.047548i,0.3249-0.0035219i,0.10334+0.046988i,0.044975+0.014319i,-0.0047943-0.052749i,-0.063562-0.049646i,-0.083376-0.0089475i,-0.078766+0.014566i,-0.07115+0.026635i,-0.058248+0.041511i,-0.036791+0.045424i,-0.012793+0.033767i,0.0024178+0.021239i,-0.0019024+0.012268i,-0.020983+0.0082615i,-0.032437+0.0095004i,-0.032995+0.001274i
0.69738+0.49291i,0.95804+0.60386i,0.74423+0.45378i,0.27487+0.21681i,-0.025669+0.013811i,-0.13872-0.12842i,-0.15226-0.14889i,-0.095437-0.090183i,-0.054368-0.043834i,-0.045254+0.021802i,-0.016525+0.079029i,0.021129+0.070717i,0.047508+0.012332i,0.055153-0.058628i,0.042865-0.10467i,0.013919-0.11063i,-0.012418-0.075596i,-0.015583-0.026966i,-0.0073651-0.0041804i,-0.00048561+0.001735i,0.017187+0.0020748i,0.043649-0.011216i,0.051523-0.025094i
-0.26551-0.55117i,-0.19801-0.66837i,0.11037-0.52919i,0.24826-0.37292i,-0.018693-0.23401i,-0.26635+0.025935i,-0.19093+0.17632i,-0.053297+0.087488i,-0.030561-0.014265i,-0.021039-0.031853i,-0.0036141-0.055699i,-0.022764-0.081466i,-0.049136-0.04598i,-0.037707+0.027726i,0.0046546+0.067349i,0.046165+0.051651i,0.065797+0.014563i,0.058546-0.00865i,0.042523-0.010328i,0.03156-0.00089529i,0.020031+0.0089819i,0.010216+0.015567i,0.0057426+0.018228i
0.022955-0.26956i,-0.15691-0.39257i,-0.19847-0.38353i,0.042618-0.23055i,0.31215-0.094483i,0.33368-0.10074i,0.16007-0.11924i,0.031368-0.052389i,0.036824-0.019945i,0.040255-0.069421i,0.0049492-0.085235i,0.0037273-0.052511i,0.021868-0.033761i,0.016884-0.036781i,-0.018239-0.033576i,-0.047924-0.0015379i,-0.040173+0.021395i,-0.024134+0.01241i,-0.024435+0.00979i,-0.029702+0.019818i,-0.029294+0.020727i,-0.025325+0.01294i,-0.02209+0.0072176i
-0.30965+0.73067i,-0.54183+0.94334i,-0.66216+0.80141i,-0.52992+0.47614i,-0.32818+0.11606i,-0.28234-0.11761i,-0.2657-0.10295i,-0.15457-0.030049i,-0.056503-0.023643i,-0.014006-0.017804i,0.0051394-0.0070873i,0.0071034-0.0039519i,0.018349+0.003591i,0.047034+0.01008i,0.062915-0.004342i,0.038633-0.035268i,-0.0049363-0.028062i,-0.010854+0.019529i,0.017998+0.036852i,0.030042+0.012325i,0.018209-0.013196i,0.0069908-0.024943i,0.0068125-0.021069i
-0.12921-0.45967i,-0.12128-0.30339i,0.040537+0.16375i,0.19686+0.4412i,0.15186+0.3737i,0.037381+0.26627i,0.054917+0.20731i,0.1225+0.10194i,0.1188-0.0073098i,0.053798-0.056105i,-0.0056072-0.040062i,-0.01465-0.00039469i,-0.002257+0.028042i,0.0026914+0.041091i,0.010652+0.036214i,0.028745+0.027452i,0.046902+0.010971i,0.041358-0.019013i,0.019957-0.030876i,0.013853-0.0152i,0.021084+0.0044339i,0.022426+0.013264i,0.014672+0.0092813i
0.64082-0.2607i,0.82876-0.60354i,0.68614-0.75361i,0.41934-0.52406i,0.3232-0.19432i,0.30608-0.058746i,0.17528-0.042135i,0.037828-0.00047807i,0.0086301+0.036469i,0.030946+0.0191i,0.025846-0.020115i,-0.0037694-0.037895i,-0.025857-0.039102i,-0.033056-0.039956i,-0.032737-0.034574i,-0.04191-0.020776i,-0.053555-0.0024686i,-0.045959+0.019644i,-0.027184+0.036594i,-0.015352+0.034749i,-0.018869+0.016824i,-0.033193-0.0012311i,-0.043674-0.011353i
-0.38204+0.55179i,-0.38664+0.61571i,-0.37397+0.30492i,-0.4782+0.03284i,-0.49858+0.076876i,-0.34115+0.20075i,-0.17822+0.23712i,-0.063404+0.20896i,-0.013046+0.12434i,-0.01915+0.078293i,0.014789+0.085896i,0.063429+0.06857i,0.064167+0.041364i,0.044253+0.032786i,0.030027+0.025137i,0.021346+0.0031871i,0.0070911-0.019788i,-0.011136-0.025973i,-0.015797-0.025461i,-0.006666-0.024566i,0.0038441-0.016662i,0.011373-0.0070655i,0.01199-0.0018781i
0.070555-0.42752i,-0.064477-0.40946i,-0.26104-0.086342i,-0.27554+0.24737i,-0.069472+0.35344i,0.1483+0.28998i,0.21996+0.15687i,0.15078+0.034464i,0.06-0.017395i,0.010443-0.036309i,-0.03468-0.054628i,-0.079687-0.054355i,-0.088292-0.040416i,-0.06406-0.033447i,-0.032549-0.028763i,-0.0032535-0.014251i,0.022756+0.00092588i,0.034422+0.0051421i,0.028255+0.0046969i,0.015921+0.0054988i,0.0074401+0.0058513i,0.0078851+0.0041351i,0.016952+0.00028942i
0.28663+0.48141i,0.49148+0.70212i,0.56155+0.62925i,0.40004+0.31511i,0.10407+0.060679i,-0.12293-0.025726i,-0.17675-0.023107i,-0.13423+0.014562i,-0.074376+0.053379i,-0.026731+0.053331i,-0.00094378+0.024042i,0.012867-0.0042262i,0.013826-0.02197i,0.011846-0.025559i,0.012483-0.018406i,0.0018089-0.011227i,-0.012861-0.0064459i,-0.016645-0.0082927i,-0.014818-0.011334i,-0.0085206-0.0063239i,0.0011283+0.00034846i,0.0035091-0.0017105i,-0.0040932-0.015215i
-0.46302+0.048698i,-0.44148+0.069103i,-0.11243-0.07999i,0.13738-0.27014i,0.12348-0.21916i,0.055805-0.0082302i,0.016664+0.080862i,-0.01932+0.053214i,-0.01967+0.0074664i,-0.011141-0.014123i,0.00012865+0.018868i,0.035837+0.04794i,0.057696+0.022239i,0.032864-0.0084215i,-0.0086539-0.0046959i,-0.020822+0.0076778i,-0.012073+0.0080591i,-0.0073902+0.0090984i,-0.0057689+0.018026i,-0.0056114+0.024822i,-0.0079239+0.021967i,-0.0085236+0.017759i,-0.0067286+0.022234i
-0.056893-0.18179i,-0.35357-0.26353i,-0.60186-0.25446i,-0.56598-0.18701i,-0.39609-0.14332i,-0.2513-0.14275i,-0.15594-0.11414i,-0.091309-0.047688i,-0.022075-0.014749i,0.015575-0.051181i,-0.01138-0.084581i,-0.047325-0.069602i,-0.050566-0.023947i,-0.012797+0.014278i,0.029241+0.0068799i,0.03355-0.010004i,0.022432-0.0012918i,0.015873+0.0054705i,0.0066994-0.0047912i,-9.2865e-05-0.017886i,-0.0001438-0.017323i,0.0034539-0.0038023i,0.0089796+0.011992i
-0.14244-0.097095i,-0.20993-0.1259i,-0.25511-0.028344i,-0.26421+0.12738i,-0.25241+0.17505i,-0.26394+0.1529i,-0.21569+0.1375i,-0.09089+0.069319i,-0.017137-0.014603i,-0.00077299-0.030498i,0.024849-0.024889i,0.048563-0.035689i,0.049901-0.043523i,0.029112-0.033283i,0.0058632-0.0107i,-0.0042935+0.002408i,-0.011159+0.0015128i,-0.0098306+0.0047259i,0.0030212+0.014988i,0.011408+0.020617i,0.0091354+0.016423i,0.0057025+0.0028037i,0.0071372-0.013612i
0.083045-0.19282i,0.042859-0.15326i,0.090125+0.072764i,0.26514+0.21093i,0.35393+0.11532i,0.28215+0.013028i,0.16454+0.0056981i,0.057744+0.027693i,0.013635+0.04828i,0.01261+0.035206i,-0.026285+0.025385i,-0.060229+0.061984i,-0.037306+0.081223i,-0.0087938+0.050609i,-0.013479+0.014803i,-0.03196+0.0055838i,-0.034494+0.012144i,-0.025074+0.012837i,-0.018742+0.0084794i,-0.014468+0.0048257i,-0.015066-0.0023696i,-0.025781-0.010397i,-0.041633-0.014824i
0.16869+0.1295i,0.40005-0.066692i,0.46649-0.37181i,0.23703-0.42251i,0.0065177-0.18221i,0.0087392+0.021859i,0.092304+0.019193i,0.086693-0.062406i,0.031173-0.071495i,0.027821-0.039636i,0.062333-0.050122i,0.066909-0.081621i,0.034381-0.077427i,0.0040492-0.041448i,0.0081109-0.015961i,0.027138-0.018609i,0.031178-0.02304i,0.024677-0.021084i,0.01547-0.021655i,0.0078705-0.017584i,0.0046856-0.0066523i,0.006447+0.0048214i,0.0066511+0.014799i
