-0.0032277-0.00032658i,-0.0023361-0.00086845i,-0.0019955-0.0013679i,-0.001684-0.00095451i,-0.00086599+7.1193e-05i,5.9785e-05+0.0013332i,0.00034444+0.0016297i,0.00015228+0.0013672i,0.00038245+0.00089171i,0.00058058+0.00011496i,0.00036152+0.00014595i,4.3163e-05+0.00049102i,-0.00054159+0.00051188i,-0.00055575+0.00024974i,0.00011192+0.00013449i,-0.00037287+4.9506e-05i,-0.00082455-0.00028063i,0.00029721-0.00013285i,0.0010588+0.00030159i,0.00067697+0.00043483i,0.00016176+8.9226e-05i,-8.8468e-05+4.2273e-05i,-7.0755e-05+0.00017533i
-0.0015095+0.00087618i,-0.00031067+0.0015413i,0.001271+0.002179i,0.00088083+0.0019523i,0.00090725+9.7525e-05i,0.0010153-0.00047166i,-0.00031298+0.00030609i,-0.0009109+0.00061297i,-0.0010312+0.00072773i,-0.0008312+0.00029267i,-0.00042581-0.00031917i,-0.00025413-0.00071731i,0.00015262-0.00077216i,0.0003637-0.00044181i,0.00015871-0.00067786i,-8.3518e-06-0.00023288i,0.00016522+0.00085346i,0.00056578+0.00084647i,0.00034882+0.00023316i,6.626e-05+0.00030887i,-9.4746e-06+0.00068477i,-0.00023538+0.00090317i,-0.00086407+0.00069643i
-0.00087885+0.00022665i,-0.00083279+0.0013714i,-0.00058608+0.00047854i,-0.00056832-0.00072028i,-0.00097289-0.00054693i,-0.00033329-6.0776e-05i,0.00023297+0.00044295i,-0.00024186+0.00030666i,-0.00043875+0.0002064i,0.00025235+0.00055577i,0.00038167+0.00022161i,-0.00019794-0.00026961i,-0.00035376+9.466e-05i,-0.00012042+0.00039105i,-9.4367e-05+0.00057061i,0.00044088+0.0011612i,0.00089764+0.001327i,0.0009273+0.0010903i,0.00053113+0.00078015i,0.00012046+0.00061395i,0.00038368+0.00024112i,0.00072304+0.00020772i,0.00082658+0.00075694i
-0.00029423+0.00010569i,-0.00036431+0.001037i,-0.00018137+0.0017522i,-9.8762e-05+0.00087825i,0.00024379+0.00024951i,0.00039003+0.00078215i,4.4655e-05+0.00090824i,8.6945e-05+0.00023866i,0.0002418+0.000156i,-8.689e-05+0.00043228i,-0.00023828-0.00037639i,-0.00030972-0.00034152i,-0.00044549+0.00048816i,-0.00055509+0.00073479i,-0.00082765+0.00026108i,-6.7726e-05-0.00027556i,0.00067768-0.00064929i,0.0010701-0.00038253i,0.0011568+0.00056152i,0.00066021+0.00057157i,0.00063107+0.00032211i,0.00060414-0.00013858i,0.00010078-0.00041796i
-0.00052702-0.00020062i,-0.00073757-0.0016433i,-0.00013349-0.002446i,0.00052829-0.0022643i,0.00029288-0.0012641i,-0.00024038+0.00014122i,0.00069034+0.00079091i,0.00079314+0.00082405i,0.00065344+0.001217i,0.00044554+0.0015035i,6.8093e-05+0.00058251i,0.0011389+0.00012016i,0.0015812+0.00061396i,0.0010497+0.00051963i,0.00037392-0.00014167i,-0.00035055-0.00032132i,-0.0002057-0.00018749i,0.00044614-0.00057451i,-0.00019735-0.00046083i,-0.0007942+0.00017292i,-5.9172e-05+0.0006121i,0.00068155-2.2668e-05i,0.00050555-0.00084676i
0.0022703-0.0028186i,0.0022821-0.002166i,0.00047552-0.0028302i,-0.00074339-0.0027534i,-0.0018766-0.00066198i,-0.0013248+0.0010565i,7.6054e-05+0.0013261i,-0.00023588+0.0010677i,-0.00050734+0.0004961i,-0.00028894+0.00015242i,-0.00012607-0.00052902i,-0.0004033-0.00019647i,-0.0014008+0.00073324i,-0.0010693+0.00067533i,-3.3965e-05+0.00023077i,0.00043497-0.00046814i,-0.0005552-0.00026106i,-0.00073667+0.00069791i,4.7897e-05+0.00065036i,0.00025787-8.891e-05i,0.00080074-3.4948e-05i,0.00030619+0.0006774i,0.00015534+0.00043687i
0.00092912-0.0030421i,0.001222-0.0023757i,0.00077268-0.0023875i,-0.00044969-0.0023409i,-0.0014375-0.0010799i,-0.0011922+0.00034553i,-0.00028283+0.00071576i,-0.00027245+0.00027057i,2.0569e-05-0.00028585i,0.00047299-8.4806e-05i,-0.00017879+0.00033038i,-0.0001192+0.00016811i,1.6459e-05+0.00020632i,0.00041726+0.00064124i,0.00072164+0.00051364i,1.0122e-05-0.00012915i,-0.00080535+3.3864e-06i,-0.0010393-0.00087239i,-0.00076767-0.0011834i,-0.0010124-3.0357e-05i,-0.00075374+0.00012345i,0.00048046-9.2044e-05i,0.00094076+0.00030705i
0.00046274-0.00014782i,-0.00019156+0.00027943i,0.00016011-0.0002937i,0.00065708-0.00063276i,0.00060638-5.8977e-05i,0.00026152+0.00072977i,0.0003707+0.00083637i,0.00028531+0.00086058i,-3.6758e-05+0.00045358i,0.0003185-7.9544e-05i,0.00044319+0.00042449i,-0.0003481+0.0010549i,-0.0006767+0.0003077i,-0.00080565-8.4327e-05i,-0.00078438+0.00045485i,-0.00070677+0.0009788i,-0.00055195+0.00021465i,-1.3753e-05-0.00014155i,-6.8823e-06+0.00076172i,8.3455e-05+0.0010063i,0.0003244+0.00051934i,0.00080656-4.1709e-05i,0.00079785-7.8924e-05i
-0.0014706-0.0011489i,-0.0020166-0.00064258i,-0.0030405-0.00016253i,-0.0016727+0.00029513i,-0.0010184+0.00029697i,-0.0010612+0.00050118i,-0.0004603+0.00030122i,1.6195e-05-0.00028143i,0.00015879-0.0001011i,-0.00063354-0.00029976i,-0.00092486-0.0007405i,-0.00084307-0.0011425i,-0.00096665-0.0006541i,-0.0012194-0.00037121i,-0.00063205-0.00050276i,-0.00062996-0.0002476i,-0.00059902-6.5446e-05i,0.00051171-0.00047959i,0.00059189-0.00021379i,0.00020246+0.00017785i,0.00028871-0.00012819i,4.5747e-05-0.0003618i,-0.00038517-0.00022092i
-0.001026-0.00035933i,-0.00071207+0.00088746i,-0.00069444+0.0020619i,0.00029576+0.0015108i,0.0019054+0.0007775i,0.0019732-0.00015878i,0.00040735-0.00065259i,-0.0007367-0.00041684i,-0.00074064+0.00047893i,4.0531e-05+0.00071079i,0.00010028-0.00022623i,-0.00053377-0.00066859i,-0.00040422-7.5735e-05i,-0.00032926-0.00015684i,-0.00013145+1.74e-05i,-0.00017725+0.0010688i,-0.00063603+0.00078676i,-0.00071314+0.00038964i,-0.00075731+0.00067255i,-0.00080531+0.00023054i,-0.00091414+0.00023968i,-0.00089341+8.8941e-05i,-0.00036513-9.5554e-05i
0.00052493+0.0016511i,-0.00014058+0.001491i,-0.00051807+0.0019961i,7.7778e-05+0.0015002i,0.0012096+0.0010241i,0.0015056+0.00021515i,0.00098687-0.00011754i,0.00021772+0.0001612i,-0.00026273-0.00024i,-1.8065e-05-0.00024399i,0.000467+0.00051904i,0.00022092+0.00047002i,-0.00014459+0.00017878i,-0.0005323+0.00015982i,-0.00052529+0.00027938i,-0.00016402+0.00037486i,-0.0001741+0.00028494i,0.00069289+0.00028691i,0.00089743+0.00097971i,-0.00024267+0.0010453i,-0.00011677+0.000702i,0.00039631+0.00034406i,0.00027298-0.00050568i
0.0019536+0.00099443i,0.0028353-0.0001762i,0.003281-0.0019284i,0.0023275-0.0023145i,0.00096771-0.001695i,0.00050634-0.0011041i,0.00023803-0.00037712i,-0.00027805-0.00017881i,-0.00036278-3.5839e-06i,-0.00014436-0.00039501i,0.00029249-0.00060956i,0.00047973-0.00031762i,0.00034903+5.1717e-05i,-0.00025327+0.00044867i,-0.00065616+0.00030048i,0.00010245-0.0002614i,0.00097923+0.00023997i,0.00041044+0.00089241i,-0.00030781+0.00047299i,-0.00037388-0.00018204i,0.00017843-0.00025009i,0.00028808-8.9798e-05i,-0.00040424+0.00039554i
-0.0004962-0.00071497i,-5.0498e-05-0.00037316i,0.00104-0.00034482i,0.00084317-0.00063274i,-1.9696e-08-0.00042658i,-0.00046931-4.7491e-05i,-0.00017388-7.497e-05i,0.00081633-0.00052734i,0.00099475-0.00057669i,0.00036561-9.5871e-05i,-0.00028813+0.00022178i,-0.0014153-0.00027269i,-0.0012016+0.00023885i,-0.00015697+0.00080043i,-0.00021569+0.00085782i,-0.00032125+0.00040794i,-0.00021584-0.00022739i,-0.00023643+0.00033099i,-0.00030716+0.00035459i,-0.00012546+5.3628e-05i,-0.00014556+5.4279e-05i,-0.00052378-0.00019307i,0.00066004+0.00047899i
0.001228-0.00061927i,0.0017815-0.00070365i,0.0016194-0.00016211i,0.0014864-0.00061963i,0.00042055-0.00049732i,-0.00057515-0.00030336i,-0.00011133-0.00066412i,0.00028179-0.00010824i,0.0001131+0.00068297i,0.0001687+0.0002088i,-0.00026432-9.6841e-05i,-0.00056291-0.00031549i,-0.00064976-0.00028266i,-0.0007758+0.00039803i,-0.00075909+0.00023893i,-0.00056682-6.2756e-05i,-0.00018681-0.00029859i,-0.00037792-0.00015371i,-0.00093582+0.00067815i,-0.0012857+0.00054848i,-0.00063403-0.00035892i,-0.0001088-0.00084892i,0.00021602-0.0002854i
0.00036369+0.0020386i,0.00072319+0.0031552i,0.000994+0.0024794i,0.0019017+0.0001226i,0.0022718-0.00090204i,0.00093366+0.00016191i,4.9476e-05+8.6906e-07i,-0.00065903-0.00020284i,-0.00058333+0.00041822i,-0.00035525+0.00038809i,-0.00048615-2.9149e-05i,-7.1225e-05-0.0002838i,0.00037486-0.00012553i,0.00011064-0.00025592i,-0.00034026-0.00051095i,-0.0011664-0.00018351i,-0.0013133-0.00024501i,-0.00035075-0.00066128i,0.00026824-0.00041002i,0.00075944-2.0168e-05i,0.0011945+0.00023589i,0.00091138+0.00045056i,0.00081275+0.00075934i
-0.001385-0.0010553i,-0.0019669-0.0020288i,-0.0018151-0.0013659i,-0.0019094+0.00045274i,-0.00084106+0.0016446i,0.00033982+0.0011966i,0.0009032+0.00014149i,0.0002351-0.00038822i,-0.00072747-7.4523e-05i,-0.0001003+0.00034998i,0.00017572+0.00030476i,-7.8352e-05+0.00026712i,-9.7245e-05+0.00035366i,-0.00067742-9.3744e-05i,-0.00062592-0.00047682i,-0.00044141-0.00068873i,-0.00045605-0.00026213i,5.2404e-05-0.00018403i,0.00027145-0.00010676i,0.00064912-2.3784e-05i,4.0707e-05-0.0002868i,-0.00060345-0.00047703i,-5.162e-05-0.00043988i
-0.001281+0.00036685i,-0.0011292+0.00057656i,-0.00046053+0.0014111i,0.00034182+0.0014869i,0.00038464+0.0015852i,0.00047052+0.00061746i,0.00068859-0.00039766i,-2.8839e-05-0.00089085i,-0.0002609-0.00096265i,-0.00049193-0.00039588i,-0.00077648-0.0002404i,-4.0293e-05-0.00026385i,0.0004815-0.00031339i,0.00014916-0.00049032i,-8.566e-05-0.00059322i,-3.3992e-05-4.5041e-05i,-0.00035063+0.00069847i,-0.00039348+0.00036764i,0.00042096-2.4154e-05i,0.00029919+0.00014225i,-0.00083552+6.9225e-05i,-0.00061834-3.9449e-05i,-0.000198-0.00035919i
0.00062458-0.00080894i,0.00045-0.0012326i,0.00039227-0.001844i,0.00069744-0.00071742i,-0.00049458+0.00048274i,-0.00067163+0.00038402i,0.00022899+0.00054288i,-5.0748e-05+0.0009857i,8.0603e-05+0.00059635i,0.00047928+3.264e-05i,-0.00024792-0.00010242i,-0.0011492-0.0002218i,-0.0011078-0.00087456i,0.00028499-0.00051206i,0.0013053+0.00023847i,0.0010012+0.00021158i,0.00069224+8.1913e-05i,0.00018335-1.5095e-05i,0.00011667-0.00035839i,0.00019666-0.00076154i,-0.00026575+3.2699e-05i,-0.00031665+0.00085074i,-0.00047058+1.5043e-05i
-0.00094321-0.0021037i,-0.0001896-0.0016216i,0.00051517-0.00086267i,0.00096084+0.00025612i,0.0010535+0.00082555i,0.0010448-0.00012568i,0.00059999-0.00026161i,-2.1751e-05+0.00025154i,-0.00018549+0.00030761i,-0.00063471-0.00021989i,-0.00042279-0.00069452i,0.00033672-1.2221e-05i,0.00010953+0.0001677i,-0.00037384-0.00017048i,-0.00080477-0.00019294i,-0.00092858-0.00015505i,-0.00024074+6.2103e-05i,-0.00019784+0.00068866i,-0.00043315+0.001473i,0.0004409+0.0012878i,0.00024106+0.00067737i,-0.00085305+0.00045682i,-0.00054203+1.7208e-05i
-0.00021361+0.00025534i,-0.00074318+0.0012696i,-0.00089103+0.0018149i,-0.0017282+0.0016145i,-0.0018334+0.0011836i,-0.00039895+0.0011355i,-5.3296e-05+0.00030221i,-0.00061081-8.7465e-05i,0.00018843+0.0012102i,0.00098517+0.0023341i,0.00018095+0.0016305i,-0.00083521-8.3282e-05i,-0.00022355-0.00032166i,0.00079924-0.00033522i,-0.00022498-0.00085299i,-0.0012791-0.00072771i,-0.0014795-0.00027924i,-0.00066735+8.5023e-05i,-0.00012781+0.00046519i,-0.00070636+0.00023166i,-0.0010325+0.00013764i,-0.00087599-0.00010442i,-0.00082041-0.00036829i
-0.0018934-0.0006122i,-0.00054108-0.00019359i,0.0008705-0.00024381i,0.00082405-1.1053e-05i,0.00052375+0.00051127i,0.00043433+0.00019419i,0.00017167-0.00076699i,-0.00044497-0.00069412i,-0.00089673-0.00021501i,-0.0011687-0.00049706i,-0.00047177-0.00052382i,-6.4618e-05-0.00031527i,-0.00013165-0.00072318i,0.00013878-0.00051408i,9.2274e-06-0.00046039i,-7.2848e-05-0.00086978i,-0.00015314-0.00029013i,-6.7988e-05+3.3769e-05i,0.00023531-0.00069804i,0.00025249-0.00088919i,0.00020729+0.00012955i,-0.00055477+0.00068773i,-0.0010133-0.00046278i
-0.00074648+0.00026237i,-0.00089342+1.2976e-05i,-0.00080579-0.00013943i,0.00044891+0.00047794i,0.00034822+0.0007348i,-0.00011375-0.00065331i,0.00038366-0.001176i,0.0001133-0.00079194i,-3.1525e-05-0.00057464i,0.00091354-0.00041828i,0.0011059+1.5926e-05i,3.4151e-05+0.00019164i,-0.00017236+0.00030375i,0.0002168+0.00035795i,0.00019922+0.00057263i,-0.00011833+0.00016196i,-0.00029471-3.9275e-05i,2.6339e-05+1.5804e-05i,-1.6003e-05+0.00039657i,0.00029304+0.00047691i,0.00076892+0.00019498i,0.00014214+0.0001989i,-0.00021074+0.00028739i
-0.0021172+0.0023536i,-0.002748+0.0032573i,-0.0014794+0.0031344i,0.00052125+0.0012444i,0.0003341-0.00012878i,0.00033495-0.00028915i,-0.00016804-0.00026881i,-0.001101+0.00024831i,-0.00095724+0.00096394i,-0.00063355+0.00082424i,-0.00035978-3.4553e-05i,0.00018151-0.00076653i,0.00043217-0.00041023i,0.00015059+0.00026658i,-0.00033616+3.234e-06i,-0.00030193-0.00029092i,-0.00032017-0.00038786i,-0.00010919-0.00035724i,0.00040419+6.3531e-05i,0.00017838+0.00056077i,-0.00062654+0.00039828i,-0.0010876+0.00042958i,-0.0012055+8.6514e-05i
0.0021434-2.8717e-05i,0.0027638-0.00093705i,0.0026231-0.0022213i,0.001878-0.0030052i,0.0007377-0.0020999i,3.887e-05-0.00074478i,3.0746e-05-0.00047902i,-0.00023912-0.00039235i,-0.00032409+0.0001055i,-0.00052056+0.00016072i,-0.00087709-0.00040629i,-0.00074738-0.0005265i,-0.0012251-0.00034047i,-0.00099341-7.1801e-05i,-0.00021548+0.00064848i,-0.00029951+0.0008615i,-0.00072211-3.313e-05i,-0.00061961-0.0009429i,-3.2465e-05-0.00037457i,0.00074098+0.00097314i,0.00040421+0.00025324i,-0.00029646-0.0013425i,-0.00030229-0.00085606i
-0.00049412-0.0011726i,-0.0012512-0.00062065i,-0.0010867-0.0022203i,-0.00066153-0.0022648i,-0.0011999-0.00091405i,-0.0016657-2.7182e-05i,-0.0010251-0.00017912i,-2.12e-05-0.00025879i,0.00020431-7.834e-05i,-1.2281e-05-0.00045844i,-0.00048103-0.00013868i,-0.00051173+0.00032736i,-0.00027173+0.00017016i,6.3675e-05-0.000312i,0.00033251-0.0004911i,-0.00021186-0.00043581i,-0.00055835-0.00036195i,-0.00027409-0.00037278i,0.00033953-0.00077186i,0.00052924-0.00059818i,0.00037119-0.00012926i,0.00018582-0.00052948i,0.00012939-0.00015901i
-0.0023978+0.00032691i,-0.00080605+0.00065692i,0.00084796+0.0023606i,0.0012992+0.0024288i,0.0011361+0.00111i,0.000993+0.00013459i,0.0006777+0.0004331i,6.7004e-05+0.00087379i,-0.00046196+0.0011069i,-0.0007872+0.0011495i,-0.00035148+0.00070663i,-0.00024698+0.000551i,0.00021736+0.00031536i,0.00082337+0.00034031i,0.00090098+0.00019657i,0.00062354+0.00036215i,0.00023527+0.00081127i,5.6108e-05+0.0006846i,0.00038225+8.0155e-05i,7.6064e-05+0.00015858i,-0.00067527+0.00043663i,-0.00086797-0.00012038i,-0.00073654-0.00011313i
-0.00041475+0.0011714i,-0.0003247+0.00063415i,0.00075161+0.001859i,0.00095756+0.00082439i,0.0005133-0.00026241i,0.0011372+0.00018025i,0.0011797+0.00027309i,0.00011585+0.00041699i,-0.00058449+0.00090264i,-0.00072924+0.00036111i,-0.00054708-0.00080419i,-0.00048795-0.0007628i,-0.0001086-6.7081e-05i,0.00021332-5.0735e-05i,-0.00029066-0.00030419i,-0.0005299+0.00034131i,-0.00038128+0.0005101i,0.00037815-0.00016595i,0.00011207+8.6963e-05i,-0.00014561-2.2893e-05i,-6.1507e-05-0.00066782i,-0.00038294-0.00083332i,-0.00052963-0.00073741i
-0.002628-0.0027776i,-0.0031023-0.0030391i,-0.0027572-0.0025409i,-0.001486-0.00054052i,-0.00023464+0.001259i,0.00072764+0.0015381i,3.0303e-05+0.00033677i,-0.0011698-0.00056815i,-0.0010422+0.00024003i,-0.00089233+0.0010926i,-0.00092467+0.00091391i,-0.00097259+8.0487e-05i,-0.00013325-0.00043189i,0.00040468-4.2687e-05i,0.00082191-0.00014904i,0.00046962-0.00015529i,-0.00087409+0.00016372i,-0.00034583-0.00012548i,0.0004014-0.000393i,-2.5945e-05+0.0002142i,-0.00041188+0.00051967i,0.0001335-0.00034753i,0.0011185-0.00078165i
0.00054187+0.00010446i,0.0015306+0.0010811i,0.0012667+0.0019779i,0.00083337+0.0022799i,0.001121+0.001254i,0.00093649+0.00022992i,1.6376e-05+0.00036906i,-0.00032328+0.00017381i,-0.00021651-2.644e-05i,-0.00043594+0.00019878i,-0.0011564+0.00037405i,-0.001184+0.00049658i,-0.00048662+0.00022799i,3.1402e-05-6.9178e-05i,0.00025575+4.9781e-07i,-4.3631e-05-7.5762e-05i,-0.00025961+2.0756e-05i,0.00031847+0.00034606i,0.00072898+0.00071004i,0.00021811+0.00063103i,-0.00010783-9.0113e-05i,0.000433+4.1953e-05i,0.00012529-2.3735e-05i
-0.001764+0.00088091i,-0.00105+0.00066834i,-0.00069651+0.001133i,0.0010881+0.0012076i,0.0013+0.00026726i,0.0010701-0.00031695i,0.00079762-0.00055891i,-6.1623e-05-0.00019666i,-3.4515e-05+2.1496e-05i,0.00042926-0.00030956i,0.00018566+0.00034518i,2.2326e-05+0.001066i,0.0003419+0.00087076i,0.00046542+0.00029172i,0.00032192+0.0001836i,-2.5431e-05+0.00044867i,-0.00023941+0.00048611i,-0.00052208+0.00032794i,-0.00090123+4.9945e-05i,-0.00032412+2.3396e-05i,0.00028628+0.00038795i,-1.0804e-05+0.00034902i,-0.00063541-0.00012091i
-0.0015226-0.0009344i,-0.00062865-0.0013671i,-0.00038914-0.0018708i,0.0002595-0.0016747i,0.0010261-0.00059814i,0.0013961+0.00010705i,0.0010811+3.738e-05i,-0.00046534+0.0005689i,-0.00089975+0.0017735i,-0.00097146+0.0020033i,-0.0013919+0.0013858i,-0.001135+0.00036188i,-0.00029614+5.8104e-05i,-0.00012668+0.00039071i,-0.00031677+0.00043311i,0.00023656+0.00021542i,0.00052802-2.8768e-05i,0.00067828-0.00069678i,0.00078043-0.00056039i,0.00056955-0.00078041i,0.00057318-0.00080023i,0.00029545-8.3381e-05i,0.00041718+0.00030914i
-0.000174+0.00091288i,-0.00029772+0.0020405i,-0.00022687+0.0026276i,0.00084854+0.0024468i,0.0013846+0.00092268i,0.0010184-0.00011492i,0.00067032-0.00047693i,0.00028413-0.00072768i,0.00015947-0.000569i,-0.00013915-0.00029536i,-0.00028798-0.00079292i,-2.6817e-05-0.0010294i,-5.0041e-05-0.00011141i,-0.00078793+0.0004463i,-0.0011231-6.5336e-05i,-0.0010005-0.00034843i,-0.00036629-9.9567e-05i,-0.00013184+9.2492e-05i,-0.0002256+5.7058e-06i,0.00049228-7.6464e-05i,0.00093657+0.00029178i,-0.00014869+1.2323e-05i,-0.0011875-0.0009932i
0.00037983-8.0445e-05i,-0.00056624-0.0021782i,-0.00077595-0.0020452i,-0.00095739-0.0010953i,-0.0005434-0.00062515i,0.00079145-0.00027813i,0.00098833-0.00045762i,-4.1606e-05-0.00066323i,-0.00016839-0.00061409i,0.0001878-0.00037867i,8.8758e-05+1.2358e-07i,0.00036241-1.4179e-05i,0.00084273-9.9266e-05i,0.0011377+0.00020886i,0.00083827+0.00033946i,0.00043732+0.00054747i,-8.1987e-05+0.001082i,-1.2829e-05+0.00061595i,0.00056378+0.00017144i,0.00050759-0.00028485i,0.00062188-0.00083907i,0.001009-0.00096656i,0.0004005-0.0003453i
-0.00233+0.0020086i,-0.0017051+0.002317i,-0.00052124+0.0018646i,0.00043168+0.0015835i,0.00096178+0.0011619i,0.0016651+0.00047663i,0.0014287+0.00049714i,0.00030018+0.00047329i,0.00018441+2.1905e-05i,0.00080297+0.00017282i,0.0012129+0.00023881i,0.00073407+0.00010793i,0.00039352-0.00037706i,0.00010989-3.4692e-05i,-0.00015053+3.1631e-05i,-0.00087018-0.00097001i,-0.00096947-0.0014039i,-0.00027404-0.00081667i,0.00020059-5.0902e-05i,-2.0722e-05+0.00022526i,-0.00070362+0.00048591i,-0.00092311+0.0006929i,-0.0010815+0.00084985i
8.5669e-06-0.0028531i,0.00027641-0.0021478i,0.0001192-0.0013916i,-1.282e-05-0.00090319i,-9.1601e-05+0.00027539i,-0.00055271+0.00073082i,-0.00053474+9.6527e-05i,-0.00059949-0.00084055i,-0.00055153-0.00094061i,-9.8535e-05-6.1721e-05i,0.00026195+0.00041904i,0.00039026+0.00041525i,-8.422e-05+0.00087878i,-2.9619e-05+0.00062822i,2.7734e-05+0.00023963i,-0.00023252+0.00059851i,-0.00063765+0.00049903i,7.9988e-05+0.0001776i,0.00070405+0.00044942i,0.00050639+0.00052261i,0.00062177-1.4035e-05i,0.00043257-5.0489e-05i,0.00055707+5.2711e-05i
0.0011027-0.00062429i,0.0011291-8.7055e-06i,0.0011845+0.000614i,0.00053923+0.00020143i,-0.00011181-0.00032921i,0.00014858-7.1766e-05i,-3.1726e-05-0.00012539i,0.00021527-8.0473e-05i,-0.0001583+0.00032478i,-0.00065129+2.6961e-05i,-0.00046824-0.00049909i,0.00046627-0.00034208i,0.0011444+0.00023226i,0.00092494-2.2471e-05i,0.00054365+0.00013745i,-0.00010948+0.00045242i,-0.00013821-0.00016835i,0.00040602-0.00011988i,0.00068743+0.0004132i,0.0001142+0.00015978i,-0.00061875-0.00040344i,-0.00091169+8.1076e-06i,-0.00034449+0.00047202i
-0.0041719+0.0023396i,-0.0028278+0.0024419i,-0.0019731+0.0018466i,-0.00016533+0.0024056i,0.00095887+0.0029889i,0.0013933+0.0019929i,0.0014744+0.0012142i,0.00061213+0.00071625i,0.00023961-0.00020061i,-0.00035284+0.00031034i,-0.00058792+0.0011242i,-1.8176e-05+0.001156i,9.5971e-05+0.00067974i,0.0002411-5.3391e-05i,-0.00020514+0.00046161i,-0.00086376+0.00097493i,-0.0002673+0.0010622i,0.00047005+0.00065464i,0.00024272-2.8766e-05i,4.7431e-05-0.00035624i,0.00062446+8.1099e-05i,0.0008061+0.00017164i,0.00076077+9.2744e-05i
-0.00074659-0.0006239i,-0.00025936-0.0011094i,0.0013224-0.0011699i,0.0010134-0.0014578i,-0.00066983-0.0017307i,-0.00070914-0.00079039i,-0.00037514-0.000135i,-0.00015334-0.00015714i,0.0002758-0.00027684i,9.2119e-05-0.00062317i,-0.0004806-0.00046162i,-0.0013936+0.00011317i,-0.00081568+0.00048469i,0.0004802+0.00042581i,0.00010833+0.00031603i,8.0623e-05+0.00012036i,0.00024696-0.00027984i,-0.00015341-0.00040732i,0.00050666-0.00046655i,0.00094882-0.00048747i,0.00046194+0.0002052i,-0.00010943+0.00051747i,-0.0008345+0.00034462i
-0.001238-0.00061076i,-0.00097437+0.00041952i,-0.0019649+0.00074323i,-0.0016985+0.00039171i,-2.0319e-05+0.00025944i,0.00096553+0.00074897i,0.00088881-9.8916e-05i,0.00038428-0.00052063i,-0.00045564+0.00043562i,-0.00078617+0.00044456i,-0.00083651+0.00014374i,-0.00095706-0.00010317i,-0.00089375+0.00019301i,3.7985e-06-9.423e-05i,0.00058732-0.0005577i,-9.6189e-05-5.9755e-05i,-0.00045875+0.0008453i,2.6752e-05+0.00031243i,0.00056291-0.00037168i,0.00026739+0.00013531i,0.0002393+0.00036938i,0.00065301+0.00021277i,0.00094253+7.9908e-05i
0.00079414-6.1144e-05i,0.00034182+0.00018369i,0.00096179+0.0010216i,0.0016491+0.0011541i,0.0012812+0.0013623i,0.0012135+0.0015375i,0.00041802+0.0012225i,-0.00040766+0.00043051i,-0.0006835-0.00025503i,-5.6142e-05+3.3867e-05i,0.00019965+0.00015619i,-0.00037442+0.00049636i,-0.00098183+0.00074107i,-0.00029464+0.00074746i,-0.00049019+0.0007404i,-0.00087107+6.9838e-05i,-0.00012736+9.4663e-05i,-8.6247e-06+0.00070139i,-0.00077214+0.00055461i,-0.0013918+0.00037588i,-0.0013512+0.00096392i,-0.00057455+0.001102i,-4.6528e-05+0.00084238i
-0.00053141+0.001099i,-0.00032825+0.0010073i,0.00058473+0.00033061i,0.00081136-7.2648e-05i,0.00062991+1.6911e-05i,0.00033311+0.0009288i,0.00033496+0.0010148i,0.00015431+0.00064218i,-0.00042501+0.00020372i,-0.00040377-0.00039752i,-0.00010346-0.00041783i,8.482e-05+0.00021391i,0.00017598+0.00092505i,-0.00010021+0.0011929i,-0.00061185+0.0013101i,-0.00064082+0.00044663i,0.00038228+0.00023786i,0.00013133+0.00044489i,-0.00075577+0.00013556i,-0.00099909+0.00060427i,-0.00071749+0.00088005i,0.00015516+0.00025184i,0.0006852+0.00015213i
-0.0029996+0.0017705i,-0.0023754+0.0015464i,-0.0012797+0.0018568i,-0.00042704+0.00075704i,0.00043628-0.00018667i,0.00013389-0.00035028i,-0.00059233-0.0012975i,-0.00058166-0.0017374i,-0.00044859-0.00076927i,-0.00024215+7.3013e-05i,-0.00019536-0.00043493i,0.00011124-0.00031836i,9.431e-05-7.7742e-05i,-0.00075652-0.0015498i,-0.00052286-0.0014134i,-0.00019884-2.9213e-05i,-0.00048466-0.00031341i,-0.00023641-0.00040394i,0.00030582-0.00026431i,0.00061069+0.00030649i,0.00053726+0.00073882i,-8.7446e-05+0.00049479i,-0.0012892+0.00037936i
0.00023187-0.0029611i,0.00035331-0.0032416i,0.0011939-0.0021891i,0.0008876-0.00073476i,-0.00014493-0.00055709i,0.0005677+0.00027433i,0.0010293+0.00057365i,0.00035475+0.0001785i,-0.00021729+0.0001594i,-0.00018249+3.6989e-05i,-0.00025655+0.00056228i,-0.000414+0.00086344i,0.00080112+0.00094706i,0.0020205+0.0011392i,0.0017716+0.0005172i,0.00089213-0.00027306i,0.00013248-0.00011152i,-0.00036421+0.00032236i,0.00015643-0.0001807i,-6.647e-05-0.00044058i,-0.00083975+8.2207e-05i,-0.00030392-4.6051e-05i,-0.00024283-0.00083114i
