0.00030446-0.00021947i,0.0013247-0.0015801i,0.00073935-0.0031623i,-0.00089516-0.0022314i,-0.0020555-0.00015682i,-0.0018829+0.0014739i,-0.00077909+0.0024077i,0.00083646+0.0022288i,0.0018594+0.0013768i,0.0017567+0.00049688i,0.00085547+0.0004619i,-0.00061779+0.00066252i,-0.00096745+0.00042566i,-0.00020765-0.00024242i,-0.00050115-0.0012372i,-0.0013859-0.00085151i,-0.0012124+0.00082388i,-0.00049359+0.00050457i,0.00013771-0.00032544i,0.0004091-0.00019568i,0.00013897-0.00013809i,-0.00067597+0.00019807i,-0.00077181+0.00036966i
0.2142+0.055965i,0.4811+0.090362i,0.65404+0.17193i,0.5349+0.31723i,0.27149+0.37339i,0.10084+0.24484i,0.032122+0.074043i,0.020527-0.0033908i,0.041273-0.0066813i,0.039836+0.005557i,0.013084+0.00070741i,-0.016615-0.016077i,-0.033851-0.010119i,-0.025605+0.004801i,-0.014732-0.0028848i,-0.020611-0.012198i,-0.030031-0.0018995i,-0.033355+0.0091608i,-0.034101-0.002501i,-0.035377-0.028259i,-0.031782-0.042922i,-0.019687-0.041629i,-0.0083683-0.0351i
-0.086379+0.1588i,-0.041297+0.38958i,0.23021+0.50171i,0.5757+0.24043i,0.60073-0.14778i,0.32166-0.22865i,0.11801-0.079883i,0.042581-0.014267i,-0.040522-0.019145i,-0.088823+0.019707i,-0.064998+0.055373i,-0.017601+0.053011i,0.015225+0.036425i,0.010572+0.029128i,-0.0085739+0.044164i,-0.00099658+0.057895i,0.023315+0.04264i,0.033852+0.010909i,0.022268-0.0054403i,0.005925-0.00071607i,0.006139+0.0014318i,0.0098354-0.0082753i,-0.0013473-0.015257i
-0.12203-0.18998i,-0.38053-0.3977i,-0.71567-0.53493i,-0.83251-0.45701i,-0.58306-0.28526i,-0.20271-0.20415i,0.010501-0.18296i,0.045516-0.10708i,0.029151-0.01895i,0.0055523-0.005648i,-0.0096363-0.027371i,-0.0069505-0.029728i,-0.0066422-0.018627i,-0.017563-0.0054948i,-0.02818+0.0040958i,-0.037358+0.0090186i,-0.049688+0.01518i,-0.057106+0.018535i,-0.04227+0.023518i,-0.0029347+0.033485i,0.037503+0.033873i,0.056419+0.019118i,0.049224+0.0044087i
0.18661+0.0079911i,0.34564-0.0158i,0.35762+0.013591i,0.17553+0.17689i,0.047967+0.32143i,0.0089535+0.2432i,-0.086165+0.092654i,-0.13394+0.048764i,-0.076171+0.011028i,-0.031705-0.043713i,-0.027623-0.032469i,-0.018086+0.012517i,-0.0020662+0.035173i,0.012875+0.016616i,0.01641-0.022214i,0.016065-0.037187i,0.030745-0.033528i,0.047728-0.027368i,0.049868-0.015766i,0.04029-0.0077101i,0.022873-0.0078368i,0.0010129-0.0089705i,-0.016016-0.0060723i
-0.052959+0.18179i,0.01492+0.4219i,0.24607+0.55599i,0.45467+0.37662i,0.36092+0.133i,0.13762+0.16206i,0.093315+0.28215i,0.1202+0.23713i,0.081619+0.12568i,0.037135+0.069667i,0.012057+0.047055i,-0.0073499+0.028565i,-0.014224+0.0061632i,-0.0081337-0.0098058i,0.0071219-0.017918i,0.010087-0.029836i,-0.0089104-0.045154i,-0.025061-0.05737i,-0.030517-0.062746i,-0.035801-0.057552i,-0.041257-0.043374i,-0.040752-0.029658i,-0.033891-0.024101i
-0.11638-0.15831i,-0.29661-0.29911i,-0.45051-0.34861i,-0.43045-0.2411i,-0.29594-0.1335i,-0.17047-0.12094i,-0.067849-0.1366i,0.0039443-0.14542i,0.046969-0.11988i,0.063258-0.079986i,0.037631-0.073516i,-0.011517-0.066138i,-0.03247-0.022385i,-0.008927+0.016643i,0.01386+0.012516i,0.0019211-0.0046692i,-0.017525-0.0082315i,-0.027126-0.021392i,-0.04741-0.051323i,-0.071391-0.059223i,-0.06697-0.030416i,-0.026941-0.0011487i,0.02093+0.0021892i
0.17021-0.040861i,0.2997-0.13599i,0.27964-0.22568i,0.084389-0.21029i,-0.058257-0.14755i,-0.11392-0.14096i,-0.19996-0.1038i,-0.20393+0.0097378i,-0.10472+0.052066i,-0.038707-0.0054964i,-0.029826-0.055202i,-0.041016-0.055093i,-0.045109-0.02395i,-0.027775-0.005027i,-0.012554-0.012033i,-0.01261-0.027222i,-0.014194-0.041284i,-0.0056993-0.051986i,0.0091748-0.055007i,0.011912-0.045543i,0.0015993-0.02521i,-0.005116-0.00030061i,-0.00053022+0.025414i
-0.074933+0.18156i,-0.12733+0.38107i,-0.14968+0.46751i,-0.098832+0.29779i,0.044165+0.054165i,0.21953-0.082503i,0.30869-0.15539i,0.25673-0.15879i,0.16038-0.076845i,0.092018-0.022668i,0.014999-0.032681i,-0.060968-0.030072i,-0.088344+0.0029569i,-0.067434+0.039256i,-0.02402+0.059238i,0.015623+0.05238i,0.045229+0.040773i,0.068082+0.042948i,0.076721+0.051738i,0.075613+0.046629i,0.063239+0.0080956i,0.023985-0.038068i,-0.025216-0.050536i
-0.12581-0.14941i,-0.29648-0.27461i,-0.40904-0.30853i,-0.32179-0.18649i,-0.12917-0.045522i,-0.0030788-0.02138i,0.047768-0.049957i,0.02265-0.033652i,-0.043315+0.020285i,-0.055595+0.038662i,-0.025501-0.0022193i,-0.00087295-0.063482i,0.0093367-0.1035i,0.0094147-0.097175i,0.015738-0.079802i,0.022382-0.094277i,0.012226-0.1138i,-0.0068849-0.10639i,-0.013934-0.072134i,0.0066007-0.035268i,0.030336-0.015531i,0.028339-0.0019348i,0.019113+0.011055i
0.21172-0.040175i,0.47936-0.14182i,0.71374-0.24259i,0.66805-0.21061i,0.36882+0.0047246i,0.12632+0.24169i,0.043158+0.31907i,0.0051356+0.23254i,-0.050595+0.094893i,-0.071404+0.03028i,-0.0092631+0.032216i,0.058938+0.0072826i,0.057895-0.038109i,0.024412-0.047481i,0.018075-0.027936i,0.04196-0.0070144i,0.057091+0.011843i,0.05846+0.020207i,0.052602+3.2306e-05i,0.02337-0.018899i,-0.014529-0.0087833i,-0.028219+0.0049889i,-0.018183+0.0047865i
-0.037733+0.17102i,-0.018893+0.32636i,0.067889+0.33859i,0.13879+0.092716i,0.058215-0.16922i,-0.11131-0.17044i,-0.18272-0.032892i,-0.13407-0.011664i,-0.044146-0.073659i,0.025538-0.078104i,0.055345-0.031465i,0.077742+0.014398i,0.10875+0.037105i,0.11022+0.029394i,0.075941+0.03464i,0.057303+0.070317i,0.060932+0.076985i,0.043395+0.042996i,0.0003816+0.022145i,-0.027771+0.023407i,-0.014702+0.0071198i,0.0057578-0.029837i,-0.0028604-0.047286i
-0.14898-0.12566i,-0.41922-0.21847i,-0.75584-0.17524i,-0.87181+0.0095318i,-0.63389+0.07129i,-0.29947-0.039186i,-0.10668-0.089944i,0.0090725-0.035793i,0.10451+0.019741i,0.1047+0.022542i,0.004923-0.00079727i,-0.098068+0.010105i,-0.1188+0.061879i,-0.065789+0.081023i,-0.033738+0.044719i,-0.061602+0.027793i,-0.088999+0.039483i,-0.092795+0.027218i,-0.087751-0.0095813i,-0.073877-0.034834i,-0.045063-0.024984i,0.0031106-0.0065897i,0.045841-0.014487i
0.18658+0.00017047i,0.3936+0.0064263i,0.53831+0.084502i,0.50359+0.20705i,0.34011+0.21351i,0.13005+0.049663i,-0.050345-0.089601i,-0.097-0.079352i,-0.079948-0.086728i,-0.10893-0.16314i,-0.14303-0.18781i,-0.14783-0.1432i,-0.13218-0.067752i,-0.079128-0.01931i,-0.025604-0.042789i,-0.030048-0.086833i,-0.037835-0.090416i,0.010388-0.074272i,0.066582-0.066563i,0.07386-0.056318i,0.040773-0.030663i,0.0015128+0.013321i,-0.010347+0.060828i
-0.032794+0.13801i,0.06018+0.24865i,0.32926+0.14593i,0.6175-0.19604i,0.6731-0.37603i,0.5328-0.26159i,0.38034-0.18725i,0.22516-0.21909i,0.10411-0.16507i,0.073781-0.080668i,0.047742-0.085631i,-0.023492-0.1156i,-0.088287-0.085366i,-0.087644-0.0019614i,-0.034208+0.041023i,-0.0094+0.014535i,-0.0254-0.0042402i,-0.033694+0.008803i,-0.024076+0.025094i,-0.0093444+0.022907i,-0.0050145-0.0030665i,-0.026454-0.027733i,-0.057217-0.031452i
-0.11356-0.13983i,-0.30014-0.29713i,-0.56736-0.40169i,-0.77637-0.32629i,-0.75285-0.13256i,-0.45234+0.053942i,-0.071878+0.21541i,0.085634+0.3154i,0.022794+0.32728i,-0.021371+0.24807i,-0.0012781+0.085559i,-0.0061999-0.089073i,-0.036758-0.17311i,-0.021953-0.14688i,0.0398-0.1187i,0.06327-0.13811i,0.036281-0.13628i,0.0075305-0.10709i,-0.020255-0.086955i,-0.038623-0.059352i,-0.020932-0.015277i,0.032731+0.0059214i,0.076761-0.014258i
0.15433+0.022891i,0.28383+0.1263i,0.33011+0.40562i,0.28582+0.74906i,0.24201+0.78786i,0.18294+0.45382i,0.03473+0.084182i,-0.077926-0.12995i,-0.071666-0.24412i,-0.044919-0.21551i,0.0093804-0.0676i,0.11128+0.023443i,0.1667+0.016898i,0.13418-0.0033728i,0.089843+0.01533i,0.096204+0.036299i,0.10251+0.014059i,0.080891-0.016815i,0.063898-0.032917i,0.032687-0.041403i,-0.028793-0.038226i,-0.083232-0.0038365i,-0.081089+0.049211i
-0.095174+0.12743i,-0.13345+0.27965i,-0.052073+0.30948i,0.1198+0.086402i,0.12342-0.13503i,-0.083985-0.049362i,-0.21505+0.21153i,-0.13028+0.3229i,0.010175+0.21294i,0.047064+0.036944i,-0.0092347-0.0567i,-0.055589-0.032348i,-0.027579+0.018275i,0.020655+0.020212i,0.014621+0.014312i,-0.0185+0.051099i,-0.015027+0.091133i,0.0070513+0.098504i,0.020909+0.088566i,0.028649+0.04579i,0.012082-0.040321i,-0.037767-0.11133i,-0.089188-0.11372i
-0.079464-0.1873i,-0.23806-0.42256i,-0.46592-0.65713i,-0.56854-0.69248i,-0.31534-0.57936i,0.052279-0.59006i,0.11331-0.71142i,-0.018779-0.66746i,-0.034291-0.45157i,0.026158-0.28786i,0.022625-0.22567i,-0.023576-0.17908i,-0.047364-0.086818i,-0.0023752+0.0033133i,0.046865-0.001671i,0.015386-0.066715i,-0.051791-0.106i,-0.082034-0.11981i,-0.078695-0.12785i,-0.069754-0.1264i,-0.043035-0.087544i,0.010233-0.030529i,0.052428-0.0010939i
0.11165+0.048125i,0.24078+0.080701i,0.23171+0.11617i,-0.023356+0.21956i,-0.33993+0.39226i,-0.42938+0.50873i,-0.2829+0.45563i,-0.18292+0.3302i,-0.26313+0.2932i,-0.29923+0.29516i,-0.21542+0.12603i,-0.26557-0.13131i,-0.41358-0.14199i,-0.32832+0.04586i,-0.089911+0.091712i,0.0020885+0.019077i,0.018868+0.023996i,0.088327+0.053482i,0.15173+0.014796i,0.15316-0.089857i,0.077806-0.17488i,-0.0025517-0.16006i,-0.020963-0.096809i
0.34097+9.1548i,0.68175+9.9111i,2.8504+9.9243i,4.0503+5.8012i,3.8591+1.5498i,2.3126-0.83169i,0.70507-0.666i,0.50797+0.31048i,1.0161+0.49726i,1.3561+0.11411i,1.2795-0.28064i,1.1449-0.43821i,1.1747-0.46405i,1.1186-0.36238i,1.0059-0.34871i,0.69566-0.4208i,0.22258-0.29865i,-0.088661-0.1024i,-0.21087+0.024509i,-0.11114+0.1773i,0.18437+0.27379i,0.41049+0.19815i,0.35936+0.065194i
0.03964-0.13363i,0.0080672-0.35533i,-0.10509-0.56403i,-0.22881-0.60642i,-0.23837-0.51591i,-0.23166-0.37237i,-0.29304-0.15619i,-0.23569-0.018853i,-0.058345-0.082938i,0.029324-0.19149i,-0.028826-0.20863i,-0.11357-0.12657i,-0.09348-0.014182i,0.0038998+0.0027552i,0.032108-0.050756i,-0.021097-0.051323i,-0.052481+0.015154i,-0.037401+0.084173i,-0.01665+0.10621i,-0.033318+0.076273i,-0.079024+0.036289i,-0.10137+0.01802i,-0.080894+0.016415i
0.10432+0.11928i,0.13251+0.25833i,-0.04938+0.44555i,-0.40421+0.60487i,-0.56711+0.62766i,-0.36543+0.489i,-0.059279+0.24559i,0.084313+0.066327i,0.07808+0.06599i,0.010803+0.13637i,-0.06218+0.16256i,-0.11104+0.16531i,-0.10816+0.16604i,-0.059719+0.11484i,-0.045282+0.030703i,-0.063148+0.0072646i,-0.049868+0.00046073i,-0.042162-0.046385i,-0.057903-0.086052i,-0.076736-0.075299i,-0.085896-0.0019834i,-0.063701+0.066788i,-0.033526+0.074355i
-0.13244+0.063671i,-0.18783+0.18001i,-0.031291+0.33965i,0.35326+0.41039i,0.57752+0.32209i,0.36044+0.18264i,-0.036306+0.11256i,-0.2652+0.072762i,-0.33233+0.02554i,-0.3073+0.047941i,-0.16072+0.11578i,-0.0052634+0.10279i,0.013962+0.032011i,-0.046487+0.0057742i,-0.072313+0.035499i,-0.052444+0.069308i,-0.041758+0.094388i,-0.053489+0.12129i,-0.047956+0.13452i,-0.0091413+0.11228i,0.033901+0.050508i,0.046151-0.011649i,0.029769-0.030414i
0.086373-0.12716i,0.20693-0.3561i,0.35606-0.69154i,0.42716-0.95646i,0.39879-0.90071i,0.33614-0.56395i,0.29988-0.20576i,0.28268+0.016546i,0.25243+0.10631i,0.22931+0.088942i,0.17922+0.02975i,0.11586+0.027543i,0.090733+0.03659i,0.046472+0.017909i,-0.013234+0.03474i,-0.013328+0.076952i,0.028393+0.09656i,0.059241+0.09951i,0.06114+0.10155i,0.053904+0.10423i,0.058755+0.099402i,0.069753+0.068869i,0.063665+0.011493i
0.040534+0.13171i,0.072195+0.26674i,0.024119+0.35729i,-0.11596+0.35331i,-0.18197+0.29526i,-0.034531+0.16005i,0.19693-0.11005i,0.26455-0.34645i,0.18093-0.37351i,0.098762-0.25397i,0.068483-0.10646i,0.082843-0.0029709i,0.084001+0.010719i,0.019845-0.017874i,-0.04044-0.0039162i,-0.036039+0.028888i,-0.016255+0.024943i,-0.0089499-0.0016475i,-0.0066067-0.026338i,-0.019702-0.02959i,-0.027431+0.0024967i,-0.010019+0.032306i,0.0053984+0.038643i
-0.15655-0.010908i,-0.32644+0.07626i,-0.39425+0.34305i,-0.24317+0.65312i,-0.074735+0.70266i,-0.070098+0.51281i,-0.16445+0.35547i,-0.25109+0.27079i,-0.26693+0.21734i,-0.17285+0.20615i,-0.024039+0.1684i,0.049836+0.087364i,0.043894+0.039059i,0.034152+0.024177i,0.036063+0.010648i,0.039782-0.0019807i,0.039826-0.011792i,0.039132-0.014194i,0.034683-0.0068037i,0.020987+0.0072676i,0.0094243+0.012282i,0.0025796+0.0041332i,0.0056187-0.00097826i
0.11404-0.088789i,0.20051-0.17632i,0.21108-0.21591i,0.13329-0.14145i,0.07897-0.00047239i,0.062333+0.15486i,0.046717+0.36202i,0.11418+0.50968i,0.20274+0.44803i,0.17743+0.28356i,0.097131+0.1637i,0.058811+0.099618i,0.054105+0.042728i,0.035842-0.0068244i,0.018568-0.015339i,0.037109-0.022713i,0.055265-0.056823i,0.053167-0.076788i,0.057275-0.073323i,0.061968-0.056684i,0.047168-0.022847i,0.019791+0.013778i,-0.0037599+0.028573i
-0.022064+0.1262i,-0.067994+0.20523i,-0.16147+0.11961i,-0.26985-0.15099i,-0.2999-0.35285i,-0.23903-0.31874i,-0.12845-0.22263i,-0.0055792-0.21751i,0.084219-0.26058i,0.092187-0.2469i,0.070277-0.1191i,0.093488+0.0042895i,0.097039+0.019051i,0.036145-0.00048287i,-0.02108+0.0086795i,-0.033966+0.019937i,-0.024914+0.014161i,-0.016244+0.0018473i,-0.010087-0.0076046i,-0.0053308-0.01532i,0.0030628-0.019621i,0.0090856-0.024533i,0.0012037-0.016615i
-0.10241-0.12528i,-0.22026-0.25919i,-0.30532-0.33881i,-0.27781-0.28344i,-0.18026-0.22744i,-0.17227-0.29189i,-0.29225-0.34714i,-0.35235-0.25927i,-0.25642-0.10634i,-0.13143-0.020694i,-0.060651+0.0045019i,-0.016296+0.0040215i,0.014157-0.0065617i,0.042062-0.0023274i,0.062193-0.0030525i,0.044626-0.011852i,0.0091597-0.0048527i,-0.013628+0.017253i,-0.013375+0.04967i,0.00095893+0.065609i,-0.0036757+0.040106i,-0.028666+0.0022654i,-0.042072-0.018004i
0.16392-0.042387i,0.39326-0.10727i,0.63997-0.21548i,0.71911-0.26715i,0.57982-0.14796i,0.34528-0.0059945i,0.10698+0.028661i,-0.046082+0.088443i,-0.053753+0.17732i,-0.006955+0.17774i,-0.020747+0.12982i,-0.051702+0.11293i,-0.031062+0.082948i,-0.0056951+0.013224i,-0.01166-0.030485i,-0.014078-0.017895i,0.0018243+0.0066573i,0.012641+0.011837i,0.0079082+0.0062622i,-0.0025432+0.0048222i,-0.016191+0.0055999i,-0.030671+0.011932i,-0.032727+0.02569i
-0.064062+0.12345i,-0.14223+0.25379i,-0.17771+0.328i,-0.15614+0.24679i,-0.13183+0.090878i,-0.03344-0.0093549i,0.13558-0.10489i,0.15872-0.19222i,0.042618-0.16398i,-0.028-0.070306i,-0.022155-0.0018433i,0.022198+0.029615i,0.056671+0.0096799i,0.022462-0.018686i,-0.030058+0.0029077i,-0.032461+0.034487i,-0.023572+0.031147i,-0.037899+0.018722i,-0.049841+0.021728i,-0.038252+0.028506i,-0.0090445+0.03305i,0.022548+0.028732i,0.040094+0.0055286i
-0.038434-0.097092i,-0.088979-0.1538i,-0.16566-0.03569i,-0.17563+0.24865i,-0.080263+0.32624i,-0.030959+0.10785i,-0.09194-0.040381i,-0.11882-0.021474i,-0.063254-0.0088521i,-0.024918-0.028453i,-0.026682-0.041785i,-0.041345-0.048556i,-0.051464-0.031437i,-0.033024+0.0020016i,-0.0022222+0.019362i,0.0051189+0.018609i,0.0019804+0.028756i,0.0071726+0.047607i,-0.00092306+0.052899i,-0.021475+0.04574i,-0.023707+0.030378i,-0.011416+0.006487i,-0.011339-0.012634i
0.11648+0.07642i,0.26161+0.18848i,0.36396+0.25386i,0.28836+0.22008i,0.11723+0.23071i,0.05643+0.32988i,0.11384+0.34318i,0.15659+0.23402i,0.13579+0.11589i,0.084265+0.033108i,0.02473+0.0003283i,-0.013199+0.026638i,-0.0046574+0.050561i,0.0078541+0.020927i,-0.0079352-0.015446i,-0.018891-0.018568i,-0.0069446-0.018455i,0.0098951-0.026898i,0.017929-0.027134i,0.012787-0.016999i,0.0054557-0.0098035i,0.0022978-0.012879i,0.0022411-0.013958i
-0.11486+0.028481i,-0.28439+0.031411i,-0.38552-0.016333i,-0.27603-0.16226i,-0.082324-0.34i,0.010699-0.37946i,0.02934-0.31059i,0.010851-0.25714i,-0.035555-0.18882i,-0.052999-0.095325i,-0.036602-0.027427i,-0.01271+0.021169i,0.008002+0.04926i,0.0049824+0.044437i,-0.018198+0.036096i,-0.031757+0.037151i,-0.030842+0.034782i,-0.019971+0.023293i,-0.00065423+0.0035317i,0.011383-0.0083944i,0.011634+0.0089708i,0.012373+0.041137i,0.018607+0.055805i
0.038439-0.09513i,0.10049-0.26813i,0.095695-0.45649i,0.00050779-0.48406i,-0.025493-0.33688i,0.019181-0.22154i,-0.03674-0.18488i,-0.13723-0.08886i,-0.13064+0.038271i,-0.045487+0.07509i,0.017189+0.039266i,0.04075-0.0041392i,0.051235-0.028095i,0.058817-0.025647i,0.074152-0.017145i,0.09314-0.030636i,0.085726-0.049164i,0.049506-0.044274i,0.018365-0.021352i,0.012345-0.0064671i,0.016629-0.011173i,0.017152-0.023844i,0.01781-0.029996i
0.015921+0.090306i,0.034981+0.26827i,0.070131+0.43488i,0.03988+0.46239i,-0.12021+0.40712i,-0.2587+0.32066i,-0.22551+0.19442i,-0.10335+0.084672i,-0.0025429+0.037028i,0.033093+0.0067352i,-0.0038663-0.022611i,-0.049867-0.017288i,-0.055053-0.010629i,-0.042284-0.02409i,-0.036631-0.035427i,-0.038869-0.037092i,-0.038635-0.027468i,-0.02313-0.0087098i,-0.0007959+0.0022404i,0.010248-0.0013649i,0.0094062-0.013914i,-0.0022369-0.024345i,-0.020511-0.020438i
-0.055252-0.05373i,-0.15813-0.14497i,-0.18988-0.15505i,0.017236-0.083455i,0.30515-0.10954i,0.39536-0.1536i,0.35796-0.06933i,0.30203-0.027901i,0.18187-0.096281i,0.07097-0.10215i,0.052685-0.044904i,0.060782-0.014252i,0.045201-0.00096556i,0.016246+0.0070083i,-0.0093342+0.018583i,-0.01763+0.03613i,-0.014295+0.037673i,-0.012593+0.03036i,-0.011927+0.038098i,-0.0093556+0.049879i,-0.01373+0.043391i,-0.027584+0.030121i,-0.034091+0.024545i
0.072449+0.023947i,0.21163+0.026768i,0.28171+0.020024i,0.17437+0.060741i,0.097749+0.14i,0.20462+0.088556i,0.26945-0.10964i,0.16785-0.20881i,0.047074-0.13433i,-0.00096482-0.044966i,-0.00012692-0.015674i,0.0022565-0.016838i,-0.0045885-0.0094073i,0.00083602+0.012429i,0.019481+0.026691i,0.03494+0.03268i,0.036488+0.034055i,0.019496+0.019029i,-0.0062445+0.00028607i,-0.016005-0.00071446i,0.0048805+0.006716i,0.035515+0.0042675i,0.044353-0.0045272i
-0.062564+0.0078801i,-0.16785+0.069495i,-0.24179+0.092861i,-0.25304-0.015661i,-0.29286-0.16611i,-0.35805-0.20913i,-0.32563-0.12126i,-0.18037-0.026938i,-0.05054+0.0090513i,-0.0011093+0.016471i,0.0024362+0.01487i,0.001366+0.018005i,0.014746+0.010722i,0.012236-0.019478i,-0.025086-0.031101i,-0.046827-0.0079945i,-0.034047+0.013743i,-0.020185+0.026693i,-0.015442+0.039816i,-0.0097737+0.046067i,0.0053188+0.038636i,0.023824+0.015486i,0.029656-0.011579i
0.067068-0.055765i,0.11835-0.20886i,0.11696-0.34709i,0.078655-0.26877i,0.13324+0.0075333i,0.23452+0.24352i,0.19275+0.28974i,0.075964+0.23489i,0.049767+0.14635i,0.055424+0.054645i,0.037256+0.024463i,0.030884+0.016481i,0.015343-0.011738i,-0.013937-0.023355i,-0.022469-0.014443i,-0.011601-0.018464i,-0.0052157-0.037178i,-0.0093979-0.046217i,-0.017967-0.045359i,-0.028274-0.039901i,-0.039134-0.01934i,-0.044725+0.0061218i,-0.039329+0.017235i
-0.016901+0.095874i,0.029103+0.23482i,0.10039+0.354i,0.091477+0.35823i,-0.036947+0.33331i,-0.10722+0.35875i,0.011388+0.33504i,0.11836+0.20592i,0.089272+0.074533i,0.031107+0.032181i,0.010271+0.041177i,0.0067415+0.040088i,-0.0072523+0.027918i,-0.018778+0.022162i,-0.011327+0.017269i,-0.0093184+0.012419i,-0.019484+0.014646i,-0.018738+0.010414i,-0.013447-0.0009093i,-0.010767+0.0032912i,0.006164+0.01965i,0.034456+0.032266i,0.052465+0.032883i
-0.031722-0.073398i,-0.092808-0.12333i,-0.12482-0.16111i,-0.07741-0.21095i,0.0036665-0.32376i,0.05745-0.44031i,0.057924-0.41394i,0.024025-0.2518i,-0.016409-0.081223i,-0.023649+0.00057315i,-0.012785+0.0033276i,-0.018705+0.0054512i,-0.0056582+0.026834i,0.027251+0.016213i,0.03102-0.030619i,0.0069286-0.064032i,-0.011446-0.063122i,-0.013619-0.043546i,-0.0051427-0.027537i,-0.0059386-0.02552i,-0.027482-0.017311i,-0.045394+0.004796i,-0.039142+0.021645i
0.066687+0.078148i,0.1425+0.17627i,0.25603+0.306i,0.32138+0.33592i,0.20243+0.23876i,-0.045781+0.17409i,-0.20656+0.14436i,-0.18834+0.0808i,-0.07694+0.042138i,0.0083468+0.043892i,0.03741+0.048579i,0.060193+0.049616i,0.083523+0.029721i,0.066763+0.0087721i,0.028928+0.029177i,0.018656+0.07312i,0.030499+0.091793i,0.036996+0.072168i,0.035294+0.037131i,0.029465+0.0098082i,0.020479-0.011497i,0.0089345-0.030969i,-0.00066392-0.035633i
-0.11114-0.014623i,-0.26041-0.067141i,-0.46337-0.14487i,-0.551-0.21583i,-0.43278-0.28731i,-0.27604-0.2968i,-0.16743-0.1601i,-0.066559-0.028777i,-0.0078078-0.026534i,-0.0010284-0.056913i,-0.0065275-0.06502i,-0.0142-0.075519i,-0.019038-0.084393i,-0.0099204-0.070761i,0.022032-0.042899i,0.05791-0.042599i,0.067833-0.057492i,0.059827-0.047843i,0.050922-0.026556i,0.035225-0.011164i,0.0090574+0.0047979i,-0.018994+0.026755i,-0.031667+0.045206i
0.070471-0.044885i,0.16926-0.094107i,0.26445-0.16248i,0.29025-0.15721i,0.33622-0.025143i,0.40714+0.071873i,0.33084+0.048882i,0.16065+0.038437i,0.067113+0.046099i,0.01775+0.011113i,-0.032987-0.0012936i,-0.055065+0.019779i,-0.058214+0.036921i,-0.049114+0.039402i,-0.037031+0.023409i,-0.037847+0.011731i,-0.034612+0.011648i,-0.02051+0.012376i,-0.0063411+0.015951i,0.0090947+0.0085134i,0.019922-0.021711i,0.015018-0.054501i,-3.0928e-05-0.061437i
-0.036399+0.034181i,-0.14347+0.064201i,-0.24359+0.14673i,-0.20463+0.24778i,-0.10603+0.27423i,-0.051793+0.18962i,0.0063603+0.045726i,0.041658-0.046402i,-0.00031707-0.035917i,-0.034476+0.031458i,-0.0085697+0.073454i,0.022959+0.070361i,0.032575+0.053727i,0.019671+0.03355i,-0.017855+0.019902i,-0.049956+0.019212i,-0.059543+0.0070679i,-0.056571-0.010677i,-0.03839-0.010453i,-0.01467+0.00056265i,-0.001337+0.014918i,0.0098849+0.031341i,0.025339+0.036825i
0.036704-0.040775i,0.16991-0.17057i,0.28055-0.33368i,0.25254-0.32486i,0.19374-0.13907i,0.17409-0.046924i,0.072129-0.067098i,-0.027073-0.019774i,0.02791+0.041037i,0.098327+0.012443i,0.084562-0.028741i,0.0674-0.030337i,0.067144-0.024417i,0.05103-0.015665i,0.031279+0.0068732i,0.021364+0.037601i,0.0014965+0.06698i,-0.03219+0.082594i,-0.055863+0.073604i,-0.057033+0.050435i,-0.040861+0.02171i,-0.025181-0.012353i,-0.024337-0.040085i
-0.0083068+0.071283i,0.019479+0.28234i,0.13223+0.49441i,0.21633+0.44897i,0.08553+0.24577i,-0.10143+0.19192i,-0.082214+0.21055i,-0.013682+0.096752i,-0.052981-0.014783i,-0.069627-0.020533i,-0.042778-0.022933i,-0.048476-0.045156i,-0.065548-0.050606i,-0.057225-0.044721i,-0.028864-0.048691i,-0.001133-0.069263i,0.020917-0.073961i,0.036625-0.044456i,0.040147-0.0046063i,0.041272+0.022115i,0.043715+0.033134i,0.041305+0.036235i,0.033636+0.034012i
-0.0063284-0.044873i,-0.097713-0.16202i,-0.26878-0.2467i,-0.42132-0.21968i,-0.44843-0.1986i,-0.35885-0.22621i,-0.27581-0.17366i,-0.20556-0.040643i,-0.11917+0.032804i,-0.073128+0.018602i,-0.064548+0.023504i,-0.038709+0.06858i,-0.0040151+0.084894i,0.0022732+0.058874i,-0.024271+0.030422i,-0.054225+0.030765i,-0.048473+0.035549i,-0.015661+0.019195i,0.0036897-0.0033276i,0.00050873-0.01423i,-0.011166-0.010782i,-0.020558+0.0016773i,-0.020735+0.016862i
0.01779+0.08471i,0.11834+0.20465i,0.24157+0.28792i,0.27724+0.19853i,0.19888+0.046887i,0.099356+0.068315i,0.10494+0.15048i,0.13462+0.11067i,0.084298+0.06587i,0.049065+0.096112i,0.072818+0.090544i,0.082392+0.035125i,0.059813+0.0011996i,0.038749+0.0066094i,0.050245+0.028998i,0.081581+0.026223i,0.080215-0.013328i,0.044163-0.056911i,0.011389-0.072804i,-0.00079317-0.060164i,0.0031333-0.043302i,0.014419-0.033778i,0.026838-0.027561i
