0.00030446-0.00021947i,0.0013247-0.0015801i,0.00073935-0.0031623i,-0.00089516-0.0022314i,-0.0020555-0.00015682i,-0.0018829+0.0014739i,-0.00077909+0.0024077i,0.00083646+0.0022288i,0.0018594+0.0013768i,0.0017567+0.00049688i,0.00085547+0.0004619i,-0.00061779+0.00066252i,-0.00096745+0.00042566i,-0.00020765-0.00024242i,-0.00050115-0.0012372i,-0.0013859-0.00085151i,-0.0012124+0.00082388i,-0.00049359+0.00050457i,0.00013771-0.00032544i,0.0004091-0.00019568i,0.00013897-0.00013809i,-0.00067597+0.00019807i,-0.00077181+0.00036966i
-0.099531-0.074281i,-0.30065-0.14684i,-0.54509-0.20692i,-0.57026-0.15898i,-0.28715-0.071874i,-0.019866-0.13852i,-0.010154-0.22885i,-0.057717-0.15471i,0.00032466-0.058776i,0.052166-0.061238i,0.037516-0.080917i,0.013784-0.076608i,0.014514-0.06937i,0.021885-0.067957i,0.013107-0.065197i,-0.0021523-0.044058i,-0.011971-0.00068527i,-0.020925+0.042441i,-0.025535+0.063474i,-0.02307+0.063148i,-0.021041+0.051364i,-0.024306+0.034684i,-0.029479+0.020937i
0.1003-0.0044151i,0.24795-0.049187i,0.47517-0.11035i,0.63625-0.15971i,0.5899-0.13234i,0.43183-0.037913i,0.29631-0.0073245i,0.17842-0.067613i,0.060451-0.10767i,-0.0037874-0.075509i,-0.014619-0.025131i,-0.022685+0.0050511i,-0.035126+0.014685i,-0.037824+0.0079453i,-0.039256-0.016373i,-0.048432-0.047021i,-0.046676-0.057025i,-0.018239-0.041596i,0.014653-0.025389i,0.025282-0.02474i,0.012758-0.026782i,-0.0082105-0.016548i,-0.020286+0.0025395i
-0.069529+0.0231i,-0.16696+0.024031i,-0.32041+0.042246i,-0.38296+0.12218i,-0.26068+0.15052i,-0.14694+0.013212i,-0.17895-0.12357i,-0.20496-0.077193i,-0.13007+0.015597i,-0.067658+0.027549i,-0.046643+0.029903i,-0.0072374+0.047478i,0.029022+0.039898i,0.0121+0.025646i,-0.034951+0.056082i,-0.057895+0.11582i,-0.048237+0.1379i,-0.031114+0.10736i,-0.01993+0.059816i,-0.0096776+0.028596i,0.010868+0.022718i,0.040755+0.02317i,0.056802+0.015034i
0.05284-0.043917i,0.2142-0.059335i,0.46135-0.083342i,0.53599-0.10877i,0.29969-0.032045i,0.066041+0.16201i,0.060403+0.26876i,0.076522+0.18829i,0.021703+0.092947i,0.0057858+0.069977i,0.039248+0.04636i,0.064902+0.0016835i,0.058985-0.023247i,0.054978-0.021556i,0.078232-0.029312i,0.096937-0.055439i,0.081582-0.071911i,0.039568-0.067694i,-0.0057917-0.049205i,-0.034502-0.029974i,-0.043203-0.024281i,-0.047632-0.031655i,-0.05686-0.03609i
0.0010744+0.054027i,-0.11067+0.14262i,-0.33837+0.29697i,-0.52337+0.41994i,-0.50145+0.34584i,-0.33865+0.12854i,-0.17642+0.0083721i,-0.03977+0.0019889i,0.041283+0.00018301i,0.050155-0.0033623i,0.018424+0.011711i,-0.020586+0.032618i,-0.039976+0.037i,-0.038438+0.022494i,-0.026786+0.0051316i,-0.013208-0.008752i,-0.010477-0.012869i,-0.014437+0.0023153i,-0.007106+0.023197i,0.0093942+0.030607i,0.021524+0.024719i,0.02158+0.017631i,0.017632+0.016163i
0.0021515+0.011183i,0.10103-0.028516i,0.26715-0.14806i,0.32425-0.28317i,0.218-0.25946i,0.15651-0.082014i,0.17428+0.013612i,0.12146-0.0028491i,0.029993-0.004286i,-0.0040668+0.010041i,-0.0028472+0.0044922i,-0.0023717+0.0055174i,0.00094772+0.015149i,-0.0013871+0.0042638i,-0.025554-0.025984i,-0.051569-0.050253i,-0.051908-0.057294i,-0.029815-0.055832i,-0.0071137-0.05228i,-0.0024966-0.040694i,-0.01433-0.015526i,-0.02319+0.014303i,-0.018714+0.028993i
-0.052659+0.0029985i,-0.19773+0.09158i,-0.39121+0.26429i,-0.41579+0.32503i,-0.24034+0.1222i,-0.13736-0.12869i,-0.13834-0.20231i,-0.089807-0.1606i,-0.02599-0.099974i,-0.00072148-0.037538i,0.018116+0.0085797i,0.037964+0.030025i,0.053638+0.035588i,0.056857+0.043379i,0.052633+0.072139i,0.050006+0.10142i,0.040877+0.10355i,0.026346+0.081009i,0.020073+0.046458i,0.023973+0.012822i,0.031-0.0092918i,0.040609-0.023989i,0.046881-0.040423i
0.038875-0.038184i,0.098497-0.19983i,0.16421-0.47566i,0.22133-0.61876i,0.27957-0.45934i,0.27291-0.20993i,0.14189-0.058282i,0.0038604+0.0222i,-0.029676+0.051985i,-0.020824+0.026424i,-0.039967-0.006685i,-0.056906-0.025235i,-0.047803-0.042416i,-0.033058-0.059106i,-0.02733-0.066412i,-0.015923-0.060718i,0.0082462-0.052823i,0.026378-0.043536i,0.024058-0.028362i,0.007374-0.014339i,-0.01004-0.006861i,-0.028825-0.00074507i,-0.045843+0.015405i
-0.042338+0.050978i,-0.057338+0.16563i,-0.030007+0.3167i,0.010621+0.36573i,-0.0049848+0.26044i,-0.058324+0.11583i,-0.065992+0.032564i,-0.021627+0.0092494i,0.0041952+0.0021158i,0.0052415+0.0021463i,0.014764+0.01075i,0.023552+0.013474i,0.014541+0.0084964i,0.0045088+0.0049373i,0.0075926+0.008223i,0.011871+0.016284i,0.006394+0.020266i,-0.0011325+0.018103i,0.0012614+0.016891i,0.003327+0.014297i,-0.0029834+0.011118i,-0.0012498+0.012834i,0.014939+0.0095143i
0.0066891-0.088419i,0.0027424-0.20836i,0.0011361-0.29957i,0.041164-0.21985i,0.10744-0.024433i,0.15133+0.085144i,0.14041+0.090912i,0.087512+0.083446i,0.03552+0.063429i,0.0026577+0.032361i,-0.011569+0.022285i,-0.011276+0.032651i,-0.0081835+0.040546i,-0.019769+0.036963i,-0.040897+0.025824i,-0.050112+0.011759i,-0.041623-0.0018674i,-0.028968-0.0080705i,-0.019882-0.00229i,-0.0066503+0.0087348i,0.0099427+0.012243i,0.0145+0.0070937i,0.0061696+0.0053957i
0.053488+0.067936i,0.14868+0.15748i,0.2173+0.25002i,0.12467+0.28934i,-0.067829+0.26275i,-0.13094+0.1794i,-0.050919+0.050519i,0.009088-0.042535i,0.017382-0.039921i,0.017656-0.0031611i,0.02708-0.00086435i,0.031958-0.021383i,0.023692-0.023584i,0.028809-0.0088628i,0.049651-0.0049964i,0.053409-0.010947i,0.02897-0.0041779i,0.00040697+0.011669i,-0.011857+0.017923i,-0.010168+0.013165i,-0.0044191+0.0033236i,-0.0043564-0.0072559i,-0.014633-0.014725i
-0.052643+0.0011399i,-0.1211+0.026784i,-0.14383+0.071254i,-0.070929+0.06719i,0.0077301-0.0065742i,0.020298-0.041113i,0.011098-0.00099577i,-0.0064417+0.013337i,-0.032529+3.6656e-06i,-0.026689-0.0009869i,-0.012643+0.0034077i,-0.015478+0.015694i,-0.008166+0.01932i,-0.0044923+0.0033173i,-0.024055-0.0046155i,-0.035897+0.0017374i,-0.018892+0.0019617i,0.0040735-0.0047215i,0.0093427-0.0093926i,0.003044-0.012186i,-0.0051209-0.012817i,-0.013577-0.0073578i,-0.011041+0.0053341i
0.026272-0.025608i,0.028447-0.065771i,-0.060424-0.11231i,-0.21878-0.12564i,-0.27023-0.10366i,-0.19007-0.074715i,-0.12493-0.060543i,-0.087508-0.039344i,-0.046337-0.0094872i,-0.018256+0.01501i,-0.00072495+0.026076i,0.0082671+0.01345i,-0.0029823-0.00065442i,-0.012387-0.00039617i,-0.0036153-0.0024225i,0.0039364-0.0069741i,-0.0017731-0.0056282i,-0.0095313-0.0004199i,-0.0079635+0.0041837i,-0.0041562+0.0095604i,9.6967e-05+0.018394i,0.010541+0.017465i,0.016097+0.00034061i
-0.013892+0.036622i,-0.0069885+0.088387i,0.067716+0.091955i,0.19134-0.021271i,0.22464-0.14195i,0.13799-0.11972i,0.074613-0.017474i,0.044026+0.02489i,-0.001469+0.010449i,-0.029364-0.002213i,-0.033921-0.00073789i,-0.024824+0.0091595i,-0.0069305+0.0062401i,-0.0033749-4.6398e-05i,-0.0049197+0.016984i,0.01172+0.03369i,0.030767+0.025022i,0.035229+0.0051385i,0.0266-0.0080482i,0.017394-0.011311i,0.012145-0.013345i,0.0041362-0.017731i,-0.0042005-0.021202i
-0.02494-0.042868i,-0.11805-0.1025i,-0.27381-0.11927i,-0.34215-0.021178i,-0.20083+0.078321i,-0.019542+0.046993i,0.014906-0.018919i,0.0069951-0.017174i,0.032972-0.0081939i,0.035123-0.018563i,0.030359-0.017446i,0.026457-0.017928i,0.010583-0.017747i,0.0037891-0.020492i,-0.0029403-0.040289i,-0.021709-0.05049i,-0.034305-0.034653i,-0.033471-0.011315i,-0.023122+0.0025979i,-0.012614+0.004398i,-0.00907+0.0047159i,-0.0061224+0.010789i,-0.0015064+0.021109i
0.047997+0.012672i,0.18148-0.0070386i,0.39959-0.096015i,0.52263-0.2063i,0.40364-0.1867i,0.19948-0.060865i,0.099789-0.001657i,0.050786-0.021067i,-0.0048944-0.024226i,-0.034497+0.0031405i,-0.034819+0.026784i,-0.014386+0.035454i,0.004227+0.023627i,0.0056069+0.01359i,0.0060406+0.023909i,0.014478+0.030238i,0.018825+0.01932i,0.014101+0.0055508i,0.005625-0.00083789i,-0.0019736+0.0007919i,-0.0032798+0.0053805i,0.0040102+0.007458i,0.016349+0.0022876i
-0.055446+0.0016094i,-0.16455+0.078344i,-0.29574+0.27404i,-0.30152+0.47168i,-0.15591+0.4303i,-0.036686+0.19748i,-0.023495+0.043072i,-0.011337+0.016575i,0.025434-0.0026846i,0.032234-0.044356i,0.019931-0.060892i,0.015113-0.050114i,0.011455-0.03327i,0.0016596-0.022576i,-0.017918-0.020634i,-0.038834-0.011544i,-0.042627+0.0075296i,-0.032275+0.021701i,-0.01677+0.024829i,-0.0028152+0.017965i,0.0023922+0.0090317i,0.00033909+0.0049894i,-0.0021984+0.0062245i
0.067451-0.038337i,0.16809-0.17423i,0.23366-0.40221i,0.14401-0.52362i,-0.040115-0.36383i,-0.12802-0.098902i,-0.093481+0.027296i,-0.053092+0.036417i,-0.033083+0.044054i,-0.00057944+0.071002i,0.026152+0.079729i,0.028266+0.061345i,0.021994+0.035557i,0.029128+0.022103i,0.054611+0.017122i,0.075608+0.0035543i,0.069127-0.014664i,0.043699-0.024978i,0.018855-0.0251i,0.0042671-0.0209i,-0.0016575-0.01809i,-0.0065242-0.016437i,-0.013484-0.015457i
-0.031598+0.090687i,-0.047391+0.29397i,-0.024573+0.55903i,0.014603+0.64188i,0.02468+0.4291i,0.031378+0.15605i,0.044193+0.025844i,0.040833-0.0093647i,0.020923-0.034873i,-0.014712-0.056209i,-0.043308-0.047848i,-0.042589-0.021972i,-0.031512-0.0086041i,-0.036148-0.0084154i,-0.053062-0.0099141i,-0.06211-0.007544i,-0.05138-0.0019989i,-0.028781+0.0029781i,-0.0050578+0.0064047i,0.011395+0.0083187i,0.014088+0.0077444i,0.0088721+0.010275i,0.0050905+0.018901i
-0.046078-0.10411i,-0.15525-0.28002i,-0.32447-0.4817i,-0.4167-0.53822i,-0.34128-0.36922i,-0.20226-0.1207i,-0.10182+0.015438i,-0.04969+0.035668i,-0.019385+0.041202i,0.021782+0.052296i,0.053341+0.041986i,0.049127+0.025836i,0.034184+0.020569i,0.035369+0.015749i,0.045517+0.006195i,0.048957-0.0064566i,0.036177-0.017612i,0.013171-0.020275i,-0.0049117-0.017197i,-0.011143-0.016826i,-0.010799-0.019406i,-0.0112-0.022911i,-0.012553-0.024831i
0.1018+0.068346i,0.28079+0.16103i,0.49919+0.247i,0.60186+0.23678i,0.51921+0.099787i,0.3364-0.06812i,0.16464-0.13597i,0.054473-0.10397i,-0.0096404-0.060046i,-0.05363-0.028099i,-0.067767+0.0013297i,-0.045778+0.017277i,-0.019109+0.011639i,-0.022336+0.005895i,-0.04178+0.018342i,-0.047064+0.038187i,-0.032199+0.045952i,-0.0095301+0.037818i,0.0056373+0.024965i,0.010093+0.018213i,0.0089517+0.018638i,0.0070272+0.022049i,0.0074106+0.022483i
-0.13865+0.015888i,-0.34042+0.036047i,-0.53633+0.032306i,-0.54599+0.00075304i,-0.35706-0.0032521i,-0.16845+0.025291i,-0.093617+0.0392i,-0.058759+0.034921i,-0.010921+0.020432i,0.020901-0.0067389i,0.022084-0.02315i,0.014623-0.01806i,0.016009-0.0098536i,0.026769-0.012694i,0.037175-0.021868i,0.039604-0.028744i,0.032308-0.02815i,0.013551-0.018257i,-0.0072478+4.6001e-05i,-0.015398+0.017843i,-0.0088291+0.024047i,0.0020586+0.016062i,0.003949+0.0023992i
0.084628-0.11671i,0.22532-0.25227i,0.39838-0.33748i,0.47061-0.28751i,0.35554-0.17997i,0.16785-0.11235i,0.058981-0.066323i,0.024805-0.025847i,0.0078311-0.0083711i,-0.0018403+0.0017202i,-0.0015826+0.012627i,0.0023248+0.01487i,-0.0016607+0.0063486i,-0.020696+0.0041493i,-0.038195+0.019836i,-0.036736+0.037469i,-0.021248+0.040446i,-0.002138+0.028041i,0.01396+0.011272i,0.025769+0.000195i,0.02984-0.0054668i,0.023345-0.0077239i,0.014809-0.0063653i
0.012393+0.13474i,-0.0097723+0.3097i,-0.12092+0.46647i,-0.26016+0.4978i,-0.27462+0.40776i,-0.15933+0.25991i,-0.059221+0.12345i,-0.01919+0.046808i,7.4108e-05+0.0089282i,-0.0050933-0.015793i,-0.019937-0.017924i,-0.023638-0.0033114i,-0.016646+0.0099811i,0.0035974+0.0063614i,0.021378-0.01509i,0.018264-0.033395i,0.0033019-0.033803i,-0.0091975-0.022372i,-0.016063-0.012807i,-0.022527-0.0086479i,-0.028942-0.0079194i,-0.030095-0.0067824i,-0.024484-0.0025119i
-0.098479-0.082165i,-0.1747-0.20521i,-0.15972-0.34956i,-0.064026-0.38639i,-0.018501-0.25859i,-0.017643-0.082443i,0.021624+0.0022284i,0.054611-0.0068616i,0.041263-0.018655i,0.0348-0.0077048i,0.034275-0.0078558i,0.01543-0.013174i,-0.0046067-0.0082633i,-0.018448+0.0047713i,-0.024712+0.019265i,-0.016905+0.026327i,-0.0017713+0.023235i,0.01019+0.013251i,0.012575+0.0035917i,0.0049839+0.0016969i,-0.0026711+0.0097415i,-0.0025331+0.018318i,0.001879+0.017921i
0.11601-0.021959i,0.22519+0.020571i,0.26209+0.15667i,0.17714+0.27291i,0.086945+0.22188i,0.064067+0.062456i,0.029423-0.056654i,-0.024495-0.071779i,-0.036919-0.032664i,-0.02779+0.0005066i,-0.019944+0.020926i,-0.0065811+0.028474i,0.0087267+0.021298i,0.019329+0.0020557i,0.017193-0.022179i,0.0013146-0.035235i,-0.015722-0.031877i,-0.022743-0.020062i,-0.018479-0.0063873i,-0.0079044-0.00012335i,0.0017947-0.0064864i,0.005707-0.017515i,0.0049974-0.020608i
-0.054046+0.095407i,-0.14097+0.11541i,-0.23083-0.0029303i,-0.21603-0.20495i,-0.11292-0.26956i,-0.050181-0.14841i,-0.022104-0.011863i,0.00064991+0.024848i,0.0022623+0.009075i,0.0085805-0.0046062i,0.013917-0.021571i,0.0036492-0.03439i,-0.0057512-0.032322i,-0.014053-0.01594i,-0.014774+0.012357i,0.00066013+0.030166i,0.013355+0.025893i,0.013156+0.015324i,0.0067177+0.0069668i,0.00024942-0.0013696i,-0.0079362-0.0044235i,-0.013531+0.0014105i,-0.012231+0.0079457i
-0.033411-0.080039i,0.0087812-0.13312i,0.13751-0.11715i,0.23588-0.020398i,0.20986+0.025509i,0.13334-0.042669i,0.05019-0.096062i,-0.0061962-0.055985i,-0.0052186-0.0025369i,0.0020929+0.009475i,0.0051906+0.01381i,0.018531+0.014428i,0.019877+0.00059118i,0.010088-0.016109i,-8.3699e-05-0.026424i,-0.0095753-0.021444i,-0.013499-0.0068518i,-0.014557+0.0049132i,-0.015116+0.01137i,-0.01303+0.015503i,-0.0067496+0.015956i,-0.00011298+0.010649i,0.0054981+0.003373i
0.071093+0.0063293i,0.066922+0.04748i,-0.021059+0.083466i,-0.12497+0.031555i,-0.16458-0.037101i,-0.14371+0.021615i,-0.063728+0.1185i,0.021894+0.10824i,0.034932+0.042587i,0.0093054+0.012218i,-0.0049438+0.0041949i,-0.011062-0.0020516i,-0.011527-0.0016919i,-0.0071825+0.009821i,0.0031057+0.024826i,0.016078+0.024799i,0.02216+0.01375i,0.021369+0.0047061i,0.018616+0.00099657i,0.018313+0.0024565i,0.023599+0.0060355i,0.027785+0.0077401i,0.021982+0.0055357i
-0.038195+0.046855i,-0.039897+0.0334i,0.009668+0.0082927i,0.11173+0.076405i,0.19084+0.16554i,0.1966+0.087366i,0.12891-0.062448i,0.05368-0.091444i,0.033805-0.053199i,0.027167-0.036497i,0.016702-0.018641i,0.023253-0.00032998i,0.024751+0.0020327i,0.0099452-0.0040278i,-0.0073919-0.011717i,-0.020927-0.011767i,-0.025817-0.0060219i,-0.021061-0.0042872i,-0.01422-0.0086641i,-0.0091524-0.01754i,-0.0094275-0.0291i,-0.017571-0.035131i,-0.020941-0.027255i
-0.025946-0.040967i,-0.025753-0.017728i,-0.037025+0.048124i,-0.1155+0.069661i,-0.21162+0.043547i,-0.22452+0.089257i,-0.13699+0.14804i,-0.048019+0.10245i,-0.023307+0.041319i,-0.013404+0.034287i,-0.00068907+0.03225i,0.00064084+0.02036i,0.0059946+0.0076137i,0.01607-0.003193i,0.022534-0.0050981i,0.023311-0.00493i,0.018102-0.0062171i,0.012903-0.0055351i,0.0089243-0.0052824i,-0.0034645+0.0014458i,-0.018339+0.019104i,-0.01767+0.035757i,-0.0063617+0.03789i
0.048985-0.010773i,0.037306-0.032262i,0.0082356-0.053787i,0.061315-0.038098i,0.19132-0.0052992i,0.2493-0.064526i,0.16257-0.14379i,0.049453-0.11275i,0.012448-0.051998i,0.0054329-0.040413i,-0.0089603-0.02892i,-0.0094307-0.0038333i,-0.0044066+0.007117i,-0.013015+0.0038147i,-0.028398-0.00057509i,-0.034012+0.00077234i,-0.027366+0.0026462i,-0.016661+0.0026166i,-0.0064381+0.0047056i,0.0041968+0.0057565i,0.015705+0.0013462i,0.018064-0.0063434i,0.012458-0.010061i
-0.015714+0.049297i,-0.0016066+0.063452i,-4.31e-05+0.031666i,-0.096834-0.03739i,-0.26-0.082724i,-0.31684-0.0054244i,-0.22766+0.10893i,-0.11408+0.12153i,-0.052354+0.084247i,-0.015149+0.063143i,0.0074988+0.039309i,0.0076879+0.015554i,0.0084775-0.00017917i,0.014584-0.011997i,0.016231-0.014998i,0.017015-0.01315i,0.016314-0.011276i,0.012321-0.0075715i,0.0078276-0.0052497i,0.0046334-0.0050034i,0.0033427-0.0040155i,0.004133-0.0061742i,0.0037265-0.0084914i
-0.045477-0.048603i,-0.081746-0.055986i,-0.076649-0.042142i,0.031362-0.04629i,0.2053-0.0808i,0.2781-0.12998i,0.21011-0.15826i,0.10887-0.11902i,0.052922-0.061551i,0.023013-0.043324i,-0.0024657-0.0288i,-0.0058713-0.002281i,0.002659+0.014515i,0.00064724+0.020339i,-0.0059799+0.023861i,-0.0059886+0.026303i,-0.0038668+0.023182i,-0.006176+0.017236i,-0.0092084+0.013224i,-0.010169+0.0034698i,-0.016724-0.011232i,-0.027366-0.015103i,-0.028616-0.0083214i
0.079541-0.02217i,0.11135-0.052793i,0.08855-0.08285i,-0.020001-0.058442i,-0.17518+0.012689i,-0.26411+0.078931i,-0.21967+0.12239i,-0.11416+0.1104i,-0.042809+0.070377i,-0.0058686+0.046151i,0.011217+0.02058i,0.004901-0.00082867i,-0.0017585-0.0082227i,0.0015934-0.01703i,0.0053153-0.023929i,0.0075513-0.021714i,0.0086297-0.014234i,0.0079488-0.0050224i,0.0056033+0.004108i,0.0060242+0.018605i,0.014478+0.035063i,0.025641+0.038251i,0.024866+0.027744i
-0.027668+0.064166i,-0.020054+0.11315i,0.036564+0.12445i,0.13835+0.091767i,0.25964+0.046921i,0.32583-0.021186i,0.26004-0.10547i,0.13038-0.11998i,0.050522-0.07534i,0.022708-0.04454i,0.0097726-0.027415i,0.0059552-0.0093436i,0.0053041+0.0073569i,0.0058466+0.019737i,0.0040454+0.022666i,-0.00041207+0.017946i,-0.0047596+0.011047i,-0.007345+0.003747i,-0.0036075-0.003241i,0.00070385-0.015614i,0.00057199-0.031929i,-0.0001425-0.03771i,0.0004167-0.029199i
-0.037359-0.063879i,-0.069445-0.090914i,-0.081462-0.057342i,-0.08937+0.0087057i,-0.16048+0.044268i,-0.24615+0.071554i,-0.22051+0.1022i,-0.12254+0.086094i,-0.054786+0.051553i,-0.021902+0.046224i,-0.0027882+0.040449i,0.00061558+0.022065i,-0.0013841+0.005568i,-0.0024576-0.008407i,-0.0070773-0.015614i,-0.011912-0.012625i,-0.011251-0.0061737i,-0.0065439-0.0017624i,-0.0036209+0.001826i,-0.002829+0.0094804i,-0.0011276+0.017595i,-0.0010458+0.017125i,-0.001595+0.011465i
0.08015+0.006668i,0.1301+0.0039138i,0.12373+0.0013597i,0.10065+0.019579i,0.16388+0.029539i,0.24995-0.012707i,0.22258-0.070112i,0.12264-0.076044i,0.049583-0.048298i,0.016106-0.033389i,0.0022822-0.025395i,-0.002406-0.016117i,-0.0029296-0.0085177i,0.00016297-0.0025094i,0.0042478+0.00011626i,0.0038266+0.00044657i,-0.00070032+0.00079421i,-0.0027378+3.3599e-05i,-0.0022873-0.0029465i,-0.0089156-0.004265i,-0.018406+0.0012756i,-0.01832+0.0090375i,-0.011072+0.0084444i
-0.054556+0.061041i,-0.089405+0.10889i,-0.10303+0.099315i,-0.13972+0.022497i,-0.23587-0.037257i,-0.29518-0.023221i,-0.23255+0.024622i,-0.12547+0.036094i,-0.06432+0.028434i,-0.031814+0.042218i,-0.00089634+0.049178i,0.013206+0.032888i,0.0077024+0.013866i,-0.0042571+0.0017696i,-0.012482-0.0012498i,-0.0086125+0.00060152i,0.0033712-0.003143i,0.0096421-0.0069667i,0.012399-0.0027695i,0.024686+0.0021831i,0.041384+0.0015147i,0.045472-0.00099301i,0.033986+0.00035689i
-0.019641-0.082468i,-0.046416-0.13329i,-0.055044-0.11822i,0.0010426-0.042753i,0.12338+0.013464i,0.22317+0.015624i,0.21156-0.014997i,0.12917-0.029851i,0.05554-0.024775i,0.006167-0.026877i,-0.020285-0.02698i,-0.022697-0.015615i,-0.013001-0.0039249i,-0.0032833+0.0023139i,0.0033418+0.0040493i,0.0041993+0.0033544i,-0.0016178+0.0032079i,-0.0090245+0.0020323i,-0.017141-0.0027669i,-0.028902-0.0099032i,-0.042452-0.015489i,-0.045657-0.016753i,-0.034539-0.014219i
0.075938+0.033964i,0.12572+0.042264i,0.10246+0.010099i,-0.0065095-0.046674i,-0.13352-0.079461i,-0.20673-0.069481i,-0.18796-0.02496i,-0.11225+0.015233i,-0.046947+0.02588i,-0.007864+0.0244i,0.017024+0.017769i,0.027364+0.0067163i,0.025834+0.00014068i,0.020429+0.00068351i,0.015904+0.0021052i,0.014265+0.00087379i,0.012101-0.00047928i,0.006345+0.0027946i,0.0060371+0.0090528i,0.015569+0.011336i,0.022102+0.0097495i,0.019493+0.0099233i,0.013481+0.011573i
-0.069895+0.035685i,-0.10753+0.063719i,-0.065415+0.063583i,0.065452+0.04833i,0.20784+0.056036i,0.26859+0.068381i,0.21808+0.043706i,0.12818+0.010689i,0.063904-0.0041246i,0.018147-0.015223i,-0.013187-0.013416i,-0.018176-0.0016234i,-0.012416+0.0026354i,-0.0091195+0.00012979i,-0.0090422-0.0018593i,-0.010817+0.0015607i,-0.0081141+0.0078795i,-0.0039883+0.0078829i,-0.0043914+0.0053165i,-0.0079964+0.011039i,-0.0092058+0.020585i,-0.0074922+0.022184i,-0.0073613+0.014679i
0.0084048-0.078215i,0.013287-0.12915i,0.004923-0.11812i,-0.034271-0.063249i,-0.11593-0.042559i,-0.18425-0.05509i,-0.16582-0.038397i,-0.091154-0.0046694i,-0.032798+0.0027829i,-0.0046024-0.0014721i,0.010374-0.0018461i,0.014314-0.0022197i,0.010513-0.00487i,0.0045145-0.006744i,-0.00059436-0.0078024i,-0.0041838-0.0094224i,-0.0048565-0.0093846i,0.00020009-0.007656i,0.0087563-0.0078442i,0.016851-0.016099i,0.019658-0.030307i,0.016591-0.034971i,0.01249-0.026211i
0.058661+0.05042i,0.10111+0.080917i,0.10719+0.077614i,0.095127+0.061122i,0.11968+0.076884i,0.15714+0.09639i,0.13501+0.066767i,0.070037+0.018869i,0.023286-0.00073402i,0.0052023+0.00021316i,-0.00058765+0.0064109i,-0.0036772+0.010724i,-0.0073914+0.011542i,-0.011463+0.012412i,-0.011763+0.015704i,-0.0073755+0.019016i,-0.0030323+0.016152i,-0.0031132+0.0086956i,-0.0078963+0.0056913i,-0.014209+0.015364i,-0.017593+0.030626i,-0.017458+0.035143i,-0.016267+0.025315i
-0.068327+0.012685i,-0.10985+0.030184i,-0.10324+0.037921i,-0.087403+0.017739i,-0.13164-0.031533i,-0.17387-0.071837i,-0.1406-0.067932i,-0.086294-0.039669i,-0.055717-0.014516i,-0.033664+0.0048851i,-0.013994+0.013864i,-0.0019095+0.011323i,0.0030033+0.0034909i,0.0012671-0.0051662i,-0.002643-0.010544i,-0.00405-0.013635i,-0.0011503-0.013768i,0.0046523-0.0089632i,0.0085149-0.0072483i,0.0083879-0.013934i,0.005488-0.021319i,0.004966-0.020074i,0.0067998-0.01283i
0.027045-0.061443i,0.032284-0.095144i,0.0086327-0.06885i,-0.011257+0.0095958i,0.027471+0.074274i,0.079863+0.098775i,0.069444+0.081515i,0.025964+0.044616i,0.0004522+0.021225i,-0.0027887+0.0070117i,-0.0020352-0.0023832i,-0.0016952-0.002147i,0.0034294+0.00019384i,0.010163+0.0019871i,0.015661+0.0055255i,0.017048+0.0068639i,0.012386+0.0061208i,0.0032786+0.0061015i,-0.0047328+0.0079189i,-0.0048738+0.012046i,0.0036977+0.015793i,0.0096223+0.013819i,0.0071655+0.0073141i
0.0332+0.058336i,0.057707+0.082506i,0.05124+0.043522i,0.011534-0.051408i,-0.035902-0.13303i,-0.063232-0.16092i,-0.054166-0.12495i,-0.027048-0.057138i,-0.0083969-0.011414i,-0.0037406+0.0063242i,-0.0018783+0.011464i,0.0040905+0.0098227i,0.0076664+0.0047i,0.0029147-0.0016868i,-0.0065675-0.0070382i,-0.013745-0.0096579i,-0.014243-0.0089621i,-0.0094278-0.0055382i,-0.0049115-0.0039937i,-0.0094418-0.0085307i,-0.023052-0.014228i,-0.030084-0.014499i,-0.02126-0.010477i
-0.059811-0.0021911i,-0.097548+0.0075352i,-0.078077+0.034217i,0.0034664+0.073306i,0.085495+0.10723i,0.11251+0.1226i,0.085945+0.097092i,0.053072+0.042022i,0.031347-0.0016792i,0.010463-0.022835i,-0.0050652-0.02376i,-0.0087627-0.013656i,-0.0052215-0.0063494i,0.0016151-0.0060402i,0.0096749-0.0057291i,0.01415-0.0012882i,0.011437+0.0050914i,0.0050455+0.0093417i,0.0034952+0.010338i,0.010854+0.011856i,0.020595+0.014989i,0.020558+0.016427i,0.011819+0.014274i
0.035602-0.047406i,0.049053-0.089089i,0.021874-0.11424i,-0.029625-0.12579i,-0.059532-0.14172i,-0.057582-0.15571i,-0.033129-0.13323i,-0.0038035-0.084705i,0.012985-0.049508i,0.014601-0.02613i,0.010194-0.0079089i,0.0052875+0.0025927i,-7.4932e-06+0.0083227i,-0.0061834+0.012576i,-0.013256+0.013955i,-0.017266+0.010497i,-0.015212+0.0036275i,-0.0094282-0.0028497i,-0.0057843-0.0058827i,-0.007674-0.0077854i,-0.011297-0.011049i,-0.01062-0.012546i,-0.005703-0.0084296i
