-0.0020471+0.00069915i,0.00060734-0.0012171i,0.00043728+0.00078586i,0.0016222+0.002463i,0.0015983+0.0025536i,0.00097436+0.0014002i,0.00022384-0.00042344i,-5.0677e-05-0.0013411i,0.00017267-0.00054246i,0.00055002+0.00065191i,0.00071919+0.00041169i,6.1022e-05-0.0010815i,-0.0004008-0.0015645i,0.0005668-0.00031071i,0.0012038+0.00057151i,0.00045482+0.00012751i,-1.1835e-05-0.00087068i,7.3548e-05-0.00094075i,6.1407e-05-0.00047399i,0.0002427-0.00075045i,0.0001534-0.0012784i,0.00010464-0.00081626i,-0.00018773+0.00044195i
0.06186-0.097422i,0.018981-0.28563i,-0.071387-0.35953i,-0.1101-0.18581i,-0.059271+0.017493i,-0.02297+0.076833i,-0.029232+0.077643i,-0.010073+0.070889i,0.021514+0.044522i,0.033921+0.013926i,0.033598-0.0088553i,0.026019-0.021215i,0.01303-0.020671i,0.00096-0.012528i,-0.0054609-0.0050056i,-0.0044025-0.0022808i,-0.00015315-0.0031093i,0.0027317-0.0063626i,0.0044893-0.011043i,0.0047084-0.014456i,0.0046743-0.015068i,0.0039289-0.011955i,0.00068634-0.0074752i
0.071075-0.040063i,0.13747-0.20956i,0.10403-0.31452i,-0.040062-0.22134i,-0.12004-0.089566i,-0.076075-0.056579i,-0.018001-0.047084i,0.018863-0.021995i,0.033741-0.011434i,0.03209-0.01042i,0.027574-0.014658i,0.013109-0.018264i,-0.002207-0.011946i,-0.0089799-0.0072116i,-0.010985-0.006358i,-0.0102-0.0022207i,-0.0088974-0.00063263i,-0.0083898-0.0026566i,-0.006785+0.00070672i,-0.00093429+0.0067165i,0.0061721+0.0058514i,0.0090183-0.0014656i,0.0080982-0.0080354i
0.057574-0.020891i,0.21318-0.13016i,0.26725-0.22261i,0.13497-0.18408i,0.022403-0.062853i,0.025423+0.00070916i,0.027512-0.0079731i,0.0048816-0.0030318i,-0.00078549+0.0195i,0.003119+0.025505i,0.0050145+0.018749i,0.0040372+0.010159i,-0.00036826+0.0042533i,-0.0049036-0.0014958i,-0.0082722-0.0064571i,-0.0070929-0.0073471i,-0.0012544-0.0078871i,0.0064993-0.0098526i,0.01222-0.009964i,0.015049-0.0071114i,0.015153-0.0044392i,0.012728-0.0028857i,0.0087746-0.0031065i
0.066957-0.01435i,0.24587-0.0019763i,0.31147-0.039878i,0.13961-0.11856i,-0.033805-0.15025i,-0.047774-0.12833i,-0.023529-0.087516i,-0.021725-0.026489i,-0.0083825+0.019682i,0.0049096+0.029442i,0.0081029+0.022858i,0.006639+0.010751i,-0.00011748+0.0015691i,-0.0043299-0.00048213i,-0.0049955+0.0016326i,-0.0058491+0.0029811i,-0.0049645-0.0015073i,-0.006047-0.0069434i,-0.010072-0.0038715i,-0.010391+0.0071693i,-0.0050233+0.013924i,0.0025192+0.0092026i,0.0062623-5.184e-05i
0.097815+0.0046548i,0.24105+0.10878i,0.33663+0.12077i,0.26943+0.007212i,0.12691-0.026935i,0.055397+0.043207i,0.046739+0.068554i,0.033573+0.0478i,0.016906+0.029787i,0.0089781+0.01332i,0.0086432-0.0011148i,0.0081796-0.010902i,0.001488-0.013636i,-0.0020287-0.0096039i,0.00038616-0.0047736i,0.0050188-0.0045529i,0.010162-0.0060798i,0.013048-0.0057471i,0.011641-0.0025508i,0.0079849+0.0030333i,0.0060887+0.0083869i,0.0051417+0.01102i,0.0026766+0.010581i
0.10448+0.083898i,0.13879+0.24124i,0.15924+0.28041i,0.13385+0.10035i,0.079002-0.080799i,0.070125-0.11093i,0.075257-0.090559i,0.028227-0.073771i,-0.016928-0.03656i,-0.018463-0.010987i,-0.011572-0.0050597i,-0.0084893+0.00030614i,-0.0043219+0.0051767i,-0.0029291+0.0097853i,-0.0030316+0.013375i,-0.00091873+0.012221i,0.0023516+0.0076713i,0.003478+0.0031187i,-0.00049335+0.0005527i,-0.0057424+0.0016085i,-0.0057656+0.0035042i,-0.00043728+0.0034457i,0.0048877+0.00077268i
0.04573+0.16407i,0.016781+0.29778i,0.068381+0.34348i,0.17835+0.23251i,0.16577+0.10004i,0.047774+0.054113i,-0.023098+0.043435i,-0.036945+0.039049i,-0.027298+0.039257i,-0.0082811+0.032469i,0.0064145+0.02801i,0.019833+0.025413i,0.023375+0.014481i,0.0134+0.0089679i,0.0097064+0.013171i,0.016398+0.01314i,0.021498+0.0082198i,0.022085+0.0037868i,0.018313-0.00148i,0.0099357-0.005042i,0.0014844-0.0019598i,-0.0038211+0.0059191i,-0.0076892+0.009639i
-0.091354+0.17447i,-0.20038+0.25674i,-0.21386+0.27304i,-0.098203+0.17435i,0.0025799+0.031366i,0.027589-0.018568i,0.04461-0.0036951i,0.045153-0.015945i,0.021172-0.026255i,0.0095913-0.011352i,0.0091804+0.0033029i,0.0041199+0.0088436i,-0.0024428+0.0096945i,-0.004147+0.01215i,-0.0016899+0.018167i,0.00024756+0.01967i,-0.00014605+0.014866i,-0.0013068+0.009304i,-0.0033514+0.0071395i,-0.0048096+0.0074734i,-0.0026692+0.0052472i,-0.00013341+0.0015253i,0.0011178-0.0011098i
-0.19788+0.07046i,-0.28745+0.098779i,-0.22182+0.18133i,-0.026591+0.26256i,0.083112+0.23438i,0.051771+0.12488i,0.012392+0.041541i,-0.0025062-0.0044352i,-0.023092-0.017746i,-0.030788-0.0072094i,-0.031585+0.0061982i,-0.028936+0.02368i,-0.014635+0.029924i,-0.0046276+0.019626i,-0.0020181+0.012643i,0.005265+0.014632i,0.013599+0.01717i,0.019174+0.015841i,0.020914+0.0097791i,0.015517+0.0014637i,0.0059868-0.0015926i,-0.0024684+0.00046669i,-0.00696+0.0026609i
-0.20446-0.10653i,-0.29523-0.15378i,-0.3148-0.10169i,-0.22754-0.021941i,-0.099234-0.042702i,-0.018488-0.091197i,0.0080837-0.080523i,0.014558-0.04766i,0.0057182-0.028678i,-0.01346-0.014296i,-0.028917-5.2503e-05i,-0.030937+0.0075094i,-0.02106+0.0063421i,-0.011716+0.0043864i,-0.0076829+0.0072399i,-0.0075185+0.0086727i,-0.0077232+0.0062026i,-0.0062806+0.0023566i,-0.0083455-0.00037184i,-0.012259-0.00044532i,-0.0088941-0.00133i,-0.0012084-0.0063247i,0.0013758-0.0089839i
-0.047975-0.21464i,-0.059623-0.23548i,-0.088066-0.075481i,-0.095916+0.16554i,-0.065779+0.23867i,-0.056892+0.14276i,-0.050038+0.069051i,-0.010963+0.036679i,0.013858-0.0029635i,0.0056341-0.024978i,-0.0090443-0.023881i,-0.020931-0.016127i,-0.022593-0.0087464i,-0.010786-0.0084754i,0.0025322-0.0104i,0.0089759-0.0064365i,0.0084567+0.0022154i,0.0055153+0.008824i,0.0051099+0.0069587i,0.0046685+0.00041941i,0.00090478-0.0027547i,-0.0032108+0.00016887i,-0.0054617+0.0045179i
0.13667-0.18394i,0.13504-0.22635i,0.02817-0.20976i,-0.079633-0.17384i,-0.047448-0.14848i,0.054153-0.11246i,0.096424-0.066513i,0.08421-0.04713i,0.047448-0.049466i,0.014645-0.050176i,-0.0039312-0.050588i,-0.019104-0.043563i,-0.023464-0.025092i,-0.01308-0.0081881i,-0.003278-0.0011978i,-0.0029025-0.00155i,-0.0061457-0.0023803i,-0.0086777-0.0018111i,-0.010105-0.0025289i,-0.0086464-0.0055345i,-0.0015442-0.0095291i,0.006298-0.012192i,0.0090434-0.0091528i
0.23148+0.010642i,0.23533+0.058065i,0.076831+0.15648i,-0.099335+0.24268i,-0.11459+0.20585i,-0.045995+0.070425i,-0.029866-0.018088i,-0.028822-0.008482i,-0.00015714+0.0066508i,0.010238-0.010258i,-0.0021111-0.018909i,-0.0073357-0.015985i,-0.0024256-0.015344i,0.0070496-0.012419i,0.019113-0.005773i,0.024766+0.000595i,0.018702+0.0045487i,0.0091655+0.0038245i,0.0048732+0.00093564i,0.0055196-0.0032991i,0.0041311-0.0037354i,-0.00030973+0.0033911i,-0.0053305+0.0091563i
0.14037+0.1975i,0.12191+0.217i,0.0078355+0.087605i,-0.068031-0.10996i,-0.0042327-0.18882i,0.061074-0.12943i,0.063175-0.044618i,0.064077-0.0057046i,0.060507-0.010829i,0.043912-0.020336i,0.032429-0.020912i,0.02299-0.024825i,0.0072285-0.023288i,-0.004587-0.0081813i,-0.0058073+0.0045979i,-0.0052058+0.0031339i,-0.010002-0.0062876i,-0.015794-0.011511i,-0.01459-0.0070143i,-0.0042388+0.00040772i,0.0064273+0.0019475i,0.0099454-0.00027705i,0.0075894+0.00076028i
-0.10134+0.25894i,-0.21964+0.32269i,-0.37457+0.2696i,-0.42597+0.18424i,-0.29111+0.15946i,-0.099834+0.11488i,-0.013906+0.042253i,-0.0097379+0.017074i,0.00094262+0.017082i,0.015826-0.0013075i,0.013804-0.019676i,0.0038376-0.018217i,-0.0015044-0.0037618i,-0.002094+0.010553i,-0.00066151+0.017645i,0.0014879+0.019325i,0.0019482+0.014701i,0.00080041+0.0077741i,0.0028613+0.0066924i,0.0055644+0.0070675i,0.0024268+0.0064177i,-0.0038455+0.0085779i,-0.0080142+0.011215i
-0.28604+0.081465i,-0.40136+0.018165i,-0.37329-0.1713i,-0.15178-0.33049i,0.087521-0.29962i,0.17874-0.17546i,0.15301-0.082871i,0.1002-0.028309i,0.060828-0.0026147i,0.034021-0.0056358i,0.014985-0.010299i,0.010814-0.0046491i,0.00994-0.0016406i,-0.0045659+0.0014498i,-0.017506+0.0072056i,-0.015356+0.0026282i,-0.0076942-0.013368i,-0.003942-0.023446i,-0.0048222-0.015646i,-0.0041447-0.001268i,-0.0002657+0.0030941i,0.0034534-0.0011557i,0.0021011-0.0052784i
-0.29469-0.18391i,-0.45859-0.33696i,-0.55275-0.48351i,-0.50845-0.42375i,-0.35399-0.18322i,-0.18101-0.037822i,-0.088745-0.029729i,-0.060066-0.010789i,-0.025967+0.028549i,0.0069109+0.033922i,0.017149+0.021878i,0.008232+0.012861i,-0.0082411+0.0082502i,-0.017288+0.0054266i,-0.016008+0.00062627i,-0.0091444-0.0034286i,-0.0012118-0.0077289i,0.0029996-0.0091269i,0.0030299-0.0051984i,0.00052404-0.0021289i,-0.0044185-0.0015683i,-0.0073994-0.0001756i,-0.0057686+0.0032166i
-0.044706-0.36693i,-0.022489-0.62415i,0.14401-0.80426i,0.33419-0.69155i,0.35586-0.36083i,0.2656-0.09197i,0.17988+0.028917i,0.10767+0.058251i,0.060305+0.049013i,0.048365+0.028924i,0.040708+0.0085884i,0.0183+0.00078898i,-0.0033095+0.0052907i,-0.016324+0.004025i,-0.022624-0.0034259i,-0.01581-0.010951i,0.0016956-0.016261i,0.013438-0.016197i,0.013536-0.012012i,0.011004-0.0084829i,0.013577-0.0099876i,0.017903-0.014157i,0.01672-0.014998i
0.23753-0.31719i,0.37185-0.6214i,0.46296-0.83474i,0.33121-0.71855i,0.084483-0.36357i,0.013262-0.099319i,0.035915-0.045817i,-0.00068416-0.037318i,-0.033897+0.016382i,-0.024225+0.043175i,-0.017606+0.030025i,-0.021961+0.012302i,-0.022616+0.0012329i,-0.010955-0.0030912i,0.0079183-0.0073953i,0.019704-0.009865i,0.025774-0.0060651i,0.02716-0.0045009i,0.02167-0.006274i,0.014506-0.0067419i,0.009364-0.0054149i,0.0089643-0.0011462i,0.011419+0.0038157i
0.42104-0.037851i,0.81955-0.16339i,1.1727-0.18697i,1.1363-0.090958i,0.74299-0.018613i,0.36742+0.014873i,0.15932+0.031882i,0.0584+0.037695i,0.01572+0.041088i,0.0027357+0.049433i,0.0044754+0.045777i,0.0079954+0.020432i,0.0015463-0.0031694i,-0.0046792-0.010735i,-0.0010157-0.01225i,0.0058477-0.011523i,0.010926-0.0065413i,0.015501-0.00074782i,0.020724+0.0022825i,0.027274+0.0049144i,0.033947+0.0050981i,0.033908+0.00087204i,0.027806+0.00051903i
0.32577+0.24894i,0.77402+0.33466i,1.0843+0.32909i,0.87624+0.18206i,0.36586+0.051284i,0.040145+0.04976i,-0.017912+0.022728i,-0.037908-0.035236i,-0.067178-0.020679i,-0.051745+0.016707i,-0.021126+0.015608i,-0.0032291-0.003411i,-0.0012069-0.011325i,7.7332e-06-0.0011129i,0.01288+0.01361i,0.020451+0.021257i,0.017808+0.024526i,0.016955+0.022675i,0.016893+0.013931i,0.010626+0.0074949i,0.0050557+0.010616i,0.0069584+0.018529i,0.011391+0.020251i
0.053812+0.41483i,0.35548+0.87642i,0.66856+1.2447i,0.73015+1.1283i,0.54253+0.67099i,0.31765+0.30733i,0.18571+0.13384i,0.10594+0.034822i,0.04247-0.006449i,0.0044193-0.0030812i,-0.0070044+0.004015i,0.00098391+0.0097802i,0.011141+0.011326i,0.011161+0.011799i,0.0050454+0.015461i,-0.0011952+0.015013i,-0.0046467+0.012587i,0.00013015+0.012107i,0.0073073+0.012764i,0.011052+0.015028i,0.014722+0.015476i,0.012658+0.010139i,0.00657+0.0067975i
-0.20992+0.29276i,-0.22186+0.80258i,-0.10297+1.1751i,0.059859+0.96465i,0.05166+0.42588i,-0.039072+0.079854i,-0.01134-0.061829i,0.027212-0.14022i,-0.01102-0.1283i,-0.042484-0.060441i,-0.035897-0.0043545i,-0.012119+0.02573i,0.004095+0.023827i,0.0022096+0.015684i,0.00049469+0.018446i,0.00086107+0.022767i,-0.0046209+0.023244i,-0.0065417+0.019743i,-0.0047833+0.013004i,-0.011257+0.0067464i,-0.023114+0.0073773i,-0.025944+0.013332i,-0.018385+0.018668i
-0.33999+0.081492i,-0.73459+0.50623i,-0.96846+1.0001i,-0.71974+1.1153i,-0.26252+0.75063i,-0.029332+0.3435i,0.037784+0.16608i,0.089092+0.078734i,0.08876+0.0084689i,0.046734-0.0095726i,0.013049+0.0029882i,-0.0087086+0.021019i,-0.014221+0.031599i,-0.015024+0.026353i,-0.021381+0.019317i,-0.022931+0.015065i,-0.017483+0.0093391i,-0.010513+0.0097945i,-0.0011601+0.011326i,0.0061873+0.0048549i,0.0073203-0.0029053i,0.0044707-0.0096822i,-0.0009688-0.013448i
-0.24255-0.15158i,-0.72219-0.090027i,-1.0263+0.11753i,-0.80864+0.29778i,-0.38724+0.2408i,-0.15437+0.082222i,-0.016553+0.02043i,0.094908-0.023093i,0.093262-0.070323i,0.034784-0.074461i,-0.017666-0.052019i,-0.054585-0.016893i,-0.052683+0.0097339i,-0.026512+0.013513i,-0.0054558+0.012425i,0.0044584+0.014994i,0.0058344+0.015349i,0.0014789+0.0096436i,-0.0073721+0.00069171i,-0.019354-0.0092079i,-0.029837-0.017599i,-0.031036-0.018099i,-0.023386-0.011169i
-0.080382-0.24536i,-0.51877-0.52261i,-1.0029-0.52336i,-1.0515-0.14767i,-0.61945+0.15334i,-0.19841+0.18045i,-0.050461+0.16961i,0.015336+0.17291i,0.064667+0.10887i,0.047424+0.027704i,0.0016058-0.012748i,-0.032783-0.021546i,-0.037927-0.010773i,-0.022206+0.00052007i,-0.012004+0.0011158i,-0.0088002+0.0008786i,-0.003864+0.0011339i,-0.004495+0.00081814i,-0.0067819+0.0030894i,0.0011897+0.0011917i,0.011908-0.0074982i,0.013775-0.01579i,0.0075529-0.01701i
0.11183-0.17112i,0.080912-0.55171i,-0.13623-0.69251i,-0.34726-0.3917i,-0.32791-0.091094i,-0.23472-0.037815i,-0.18161-0.013219i,-0.082821+0.048505i,0.0065182+0.040285i,0.02633-0.0099801i,0.01566-0.046141i,-0.0050328-0.062961i,-0.020613-0.052379i,-0.016753-0.022665i,0.0020574+0.0054173i,0.01857+0.019335i,0.022485+0.019321i,0.013459+0.0056676i,-0.001671-0.01256i,-0.011834-0.022541i,-0.014945-0.02353i,-0.010796-0.015702i,-0.0029686-0.0059452i
0.15422-0.048158i,0.3527-0.34376i,0.21088-0.65668i,-0.23113-0.62982i,-0.42083-0.28159i,-0.33497-0.0094886i,-0.30714+0.085416i,-0.27324+0.14772i,-0.14429+0.15653i,-0.030056+0.089311i,0.021056+0.018632i,0.028729-0.021709i,0.011607-0.0236i,-0.0014887-0.0012113i,0.0006766+0.013217i,0.0071211+0.0099995i,0.011287+0.00065638i,0.012327-0.00821i,0.0088127-0.015367i,0.0094131-0.015476i,0.0158-0.01369i,0.016555-0.012619i,0.0095196-0.0080272i
0.12485+0.091629i,0.39295+0.18245i,0.43499+0.13674i,0.11745+0.014987i,-0.17935-0.039072i,-0.22692-0.087434i,-0.21606-0.14232i,-0.21093-0.090729i,-0.13186-0.015067i,-0.038371-0.0075168i,0.011505-0.013619i,0.037369-0.0071736i,0.039238-0.0089478i,0.019799-0.0079026i,0.0092059+0.0062837i,0.015947+0.014878i,0.022447+0.011341i,0.02207-0.0025063i,0.011928-0.019636i,-0.0040081-0.024282i,-0.015678-0.015912i,-0.019662-0.0032052i,-0.013962+0.0069143i
0.028252+0.11193i,0.14949+0.29216i,0.22167+0.16673i,0.097461-0.2186i,-0.10034-0.38899i,-0.18928-0.29581i,-0.21662-0.22452i,-0.24486-0.16496i,-0.21332-0.065556i,-0.1322+0.003807i,-0.057104+0.034848i,-0.0048541+0.04201i,0.0082745+0.027655i,-0.0075542+0.017717i,-0.015297+0.022627i,-0.0028655+0.020495i,0.01027+0.0094873i,0.01661+0.0042281i,0.0213+0.0031113i,0.023435+0.00051482i,0.02172-0.001907i,0.015257-0.0018582i,0.0091211+0.0015506i
-0.090097+0.12101i,-0.28123+0.35706i,-0.37976+0.42878i,-0.35227+0.1845i,-0.27804-0.107i,-0.17002-0.24655i,-0.073377-0.28972i,-0.057086-0.25933i,-0.060954-0.16191i,-0.036828-0.069537i,-0.019328-0.0088937i,-0.016128+0.027923i,-0.014615+0.031804i,-0.0096862+0.014706i,0.0015896+0.0059564i,0.016451+0.0062563i,0.023338+0.0046481i,0.021474+0.00098793i,0.015315-0.0088182i,0.00040481-0.017248i,-0.015214-0.015162i,-0.018607-0.0086967i,-0.008844-0.0023508i
-0.10216+0.017508i,-0.31009+0.0041068i,-0.2981-0.054023i,-0.040725-0.23385i,0.10607-0.37873i,0.078666-0.30165i,0.065447-0.16264i,0.057826-0.118i,0.02039-0.11251i,-0.016552-0.085266i,-0.043919-0.040496i,-0.049706-0.0015655i,-0.036139+0.014296i,-0.02286+0.01315i,-0.016995+0.010401i,-0.014127+0.010873i,-0.010708+0.010103i,-0.0125+0.011378i,-0.016472+0.01866i,-0.012141+0.020834i,-0.002882+0.014311i,0.0017241+0.0082215i,0.0013575+0.0090303i
-0.11423-0.05787i,-0.33054-0.2557i,-0.53011-0.3847i,-0.45056-0.3796i,-0.11841-0.32023i,0.1548-0.24172i,0.26397-0.14855i,0.25666-0.091997i,0.18006-0.081624i,0.090686-0.074109i,0.022081-0.053668i,-0.017287-0.034769i,-0.030992-0.025935i,-0.024331-0.019216i,-0.0086741-0.0051498i,0.0050263+0.0076096i,0.0086238+0.0054009i,0.00013977-0.0012364i,-0.0072118-0.0026717i,-0.0086358-0.0066169i,-0.011673-0.010261i,-0.011437-0.0055531i,-0.0020975+0.00038213i
-0.039116-0.078601i,-0.0037245-0.267i,0.054137-0.40791i,0.20656-0.41554i,0.34144-0.36122i,0.29456-0.28624i,0.16728-0.12362i,0.11089+0.022241i,0.097564+0.044894i,0.060489+0.013435i,0.014136-0.0060612i,-0.015982-0.016874i,-0.030547-0.011363i,-0.027056+0.0094528i,-0.016832+0.021002i,-0.014651+0.016501i,-0.01661+0.0023934i,-0.022226-0.010215i,-0.03128-0.011203i,-0.03095-0.0027537i,-0.018433+0.0057814i,-0.0098966+0.0060812i,-0.010597+0.0012481i
0.0019412-0.10109i,0.074696-0.29913i,0.079633-0.56108i,0.066159-0.60269i,0.13162-0.34802i,0.23672-0.073681i,0.24684+0.055804i,0.1792+0.11077i,0.13938+0.12508i,0.12395+0.085745i,0.092993+0.033976i,0.055793+0.00092796i,0.029026-0.014008i,0.016504-0.015628i,0.013207-0.017196i,0.011055-0.019713i,0.010544-0.020812i,0.010935-0.024001i,0.006527-0.022771i,0.00094765-0.017279i,-0.0014474-0.012009i,-0.0020633-0.0077836i,0.00078993-0.0072543i
0.032316-0.057591i,0.13983-0.082882i,0.28906-0.17543i,0.42064-0.19357i,0.50866-0.1281i,0.50153-0.11304i,0.3514-0.10098i,0.17362-0.019677i,0.078873+0.041758i,0.035634+0.030681i,0.0043413+0.00088416i,-0.011945-0.015519i,-0.018239-0.015375i,-0.019789-0.0022377i,-0.014814+0.0076037i,-0.007845+0.0068079i,-0.00040722-0.0045452i,-0.00053563-0.011873i,-0.0081416-0.0023171i,-0.0067498+0.012212i,0.0015158+0.015378i,0.0060721+0.0056782i,0.0055075-0.0067114i
0.050893-0.072329i,0.14842-0.16393i,0.36203-0.34064i,0.47502-0.41643i,0.40167-0.24081i,0.35853-0.035492i,0.33663-0.034275i,0.19188-0.070666i,0.042252+0.0032993i,0.0041721+0.067307i,0.0067643+0.06468i,0.0037613+0.047701i,0.0023415+0.034156i,0.010315+0.024536i,0.029314+0.0089711i,0.04181-0.013296i,0.045736-0.020216i,0.051556-0.012577i,0.050142-0.0044249i,0.032725+0.00033346i,0.015718+0.0014734i,0.014259+0.0033287i,0.024473+0.0025223i
0.085273-0.04189i,0.16046-0.094019i,0.34161-0.071913i,0.4716+0.013645i,0.46274+0.06221i,0.42472+0.046288i,0.36763-0.0064403i,0.2389-0.020836i,0.1176+0.013565i,0.055329+0.01657i,0.018128-0.013476i,-0.0052276-0.024516i,-0.0056659-0.0046866i,0.013432+0.018998i,0.04044+0.019344i,0.050236+0.0016919i,0.038733-0.0074636i,0.018382-0.0051449i,-0.0059176+0.0075183i,-0.013873+0.03332i,0.0039681+0.050657i,0.021306+0.044896i,0.020895+0.030558i
0.1395+0.0047555i,0.35038-0.045885i,0.63587-0.028269i,0.72659+0.024503i,0.49807+0.12558i,0.26508+0.24521i,0.23926+0.21309i,0.22034+0.052944i,0.11336-0.020953i,0.04444-0.0064168i,0.018834-0.0026127i,-0.0081039+0.0030431i,-0.022201+0.016126i,-0.017255+0.025618i,0.0045136+0.026896i,0.031857+0.011922i,0.04388-0.0017886i,0.040399+0.0066901i,0.029099+0.022321i,0.013563+0.023216i,-0.00079969+0.016213i,-0.0060495+0.019361i,0.0062446+0.028532i
0.095285+0.095222i,0.28826+0.15411i,0.40636+0.28212i,0.39704+0.35549i,0.31989+0.28232i,0.2436+0.18203i,0.16214+0.11931i,0.077025+0.092543i,0.031689+0.07741i,0.017611+0.027949i,-0.003096-0.019861i,-0.019319-0.01853i,-0.019102+0.013041i,-0.00084588+0.050872i,0.040542+0.066529i,0.06918+0.044355i,0.059135+0.01829i,0.033169+0.0040934i,0.0071881+0.00067403i,-0.012191+0.018907i,-0.013202+0.043415i,-0.0074476+0.045657i,-0.0090784+0.030295i
0.011462+0.16174i,0.21077+0.42476i,0.41539+0.66028i,0.46059+0.67403i,0.22505+0.46679i,-0.1337+0.2572i,-0.27581+0.15335i,-0.1824+0.095577i,-0.065706+0.058716i,-0.015578+0.047416i,-0.0065988+0.042148i,-0.010736+0.035938i,-0.018269+0.02141i,-0.026604+0.0059813i,-0.020977-0.0018734i,-0.0025263-0.011655i,0.012325-0.021729i,0.018096-0.02274i,0.011236-0.018903i,-0.0065142-0.014147i,-0.022209-0.0097496i,-0.025381-0.0045068i,-0.015061+0.0056835i
-0.10537+0.07943i,-0.17008+0.31246i,-0.15247+0.45967i,-0.096684+0.41638i,-0.10663+0.30267i,-0.1801+0.22113i,-0.24682+0.15507i,-0.24135+0.098336i,-0.15007+0.06328i,-0.057377+0.02318i,-0.024551-0.011822i,-0.023456-0.013586i,-0.017977+0.0056184i,-0.001348+0.028777i,0.021896+0.04509i,0.038732+0.043474i,0.036253+0.029799i,0.019973+0.02009i,0.0093899+0.018424i,0.010114+0.020704i,0.016375+0.022093i,0.020723+0.016577i,0.019504+0.010017i
-0.122+0.0038292i,-0.34247+0.24792i,-0.43898+0.64115i,-0.32703+0.8469i,-0.23286+0.6261i,-0.30658+0.25126i,-0.36157+0.046989i,-0.25616-0.015602i,-0.12834-0.040544i,-0.083555-0.035038i,-0.070581-0.005928i,-0.04491+0.014706i,-0.018544+0.0068762i,-0.0090497-0.015909i,-0.013642-0.034479i,-0.018474-0.044967i,-0.010743-0.043018i,0.0076864-0.029105i,0.018474-0.019593i,0.0043257-0.022413i,-0.022309-0.021407i,-0.031553-0.0099535i,-0.023486+0.0014684i
0.00036938-0.086183i,-0.12256-0.13427i,-0.1798-0.030913i,-0.12905+0.10344i,-0.13151+0.12153i,-0.23546+0.090986i,-0.27788+0.093622i,-0.19485+0.069093i,-0.11042+0.0071029i,-0.074307-0.013135i,-0.035818+0.00059961i,0.0044108+0.010114i,0.025917+0.022786i,0.040348+0.032615i,0.049199+0.026954i,0.045738+0.0198i,0.029734+0.014144i,0.0062864+0.012309i,-0.001745+0.021302i,0.015587+0.026744i,0.032114+0.019537i,0.030049+0.013241i,0.013339+0.014265i
0.010741-0.0078719i,-0.17559-0.070446i,-0.53847+0.076959i,-0.71567+0.33253i,-0.57727+0.34618i,-0.41413+0.191i,-0.30319+0.14366i,-0.11957+0.13417i,0.01937+0.033045i,0.015049-0.034989i,0.0024539-0.018438i,0.01988-0.0087059i,0.019777-0.013873i,0.00029095-0.022099i,-0.030737-0.042005i,-0.049678-0.054081i,-0.041255-0.049825i,-0.022684-0.035995i,-0.015811-0.020406i,-0.020806-0.015091i,-0.027803-0.017692i,-0.033369-0.017804i,-0.034911-0.012524i
0.056461+0.11044i,0.18178+0.18909i,0.19641+0.30124i,0.11519+0.39302i,0.01396+0.34742i,-0.11166+0.26113i,-0.1365+0.27746i,-0.023017+0.22534i,0.028403+0.059228i,-0.0062272-0.01017i,-0.00084043+0.017325i,0.022546+0.038364i,0.025583+0.055684i,0.033718+0.058214i,0.043143+0.042108i,0.041363+0.031373i,0.028864+0.023956i,0.0093709+0.023898i,0.0045678+0.032878i,0.026328+0.028242i,0.049394+0.0033431i,0.052493-0.015805i,0.03899-0.022364i
-0.099566+0.023078i,-0.15428-0.010873i,-0.28053-0.17072i,-0.3928-0.22172i,-0.30641-0.073358i,-0.10245+0.033218i,-0.025252+0.068797i,-0.0071473+0.10345i,0.030234+0.071721i,0.025697+0.02017i,0.021351+0.023757i,0.038449+0.030712i,0.032304+0.012516i,-0.0010514-0.023282i,-0.047961-0.063915i,-0.077531-0.07707i,-0.062333-0.068195i,-0.028821-0.059964i,-0.015228-0.047468i,-0.018508-0.024889i,-0.017799-0.0029879i,-0.014689+0.0059766i,-0.016107+0.0074753i
-0.12076+0.0045376i,-0.21903+0.15046i,-0.23572+0.35387i,-0.1957+0.42738i,-0.16842+0.27363i,-0.10372+0.12958i,0.0060492+0.11648i,0.092975+0.088227i,0.092365+0.004384i,0.035544-0.020553i,0.010107+0.00074139i,-0.0035284+0.0064157i,-0.017054+0.024205i,0.0032324+0.039188i,0.030638+0.01983i,0.033908-0.010512i,0.015654-0.021959i,-0.0055967-0.0078128i,-0.0068462+0.013443i,0.016425+0.010582i,0.039051-0.01564i,0.042477-0.022714i,0.043766-0.0024052i
0.010542-0.16885i,0.019532-0.30228i,0.089719-0.42163i,0.10656-0.41803i,0.10323-0.22292i,0.21198-0.00031045i,0.29668+0.018628i,0.20545-0.057706i,0.070149-0.051357i,0.020988-0.012153i,0.0040853+0.0040408i,-0.018356+0.019905i,-0.024547+0.0262i,-0.02785+0.0022945i,-0.045094-0.036824i,-0.059071-0.06138i,-0.046795-0.066696i,-0.019059-0.06038i,-0.0026912-0.039982i,0.0012583-0.0098079i,0.002412+0.011816i,-0.0041932+0.018459i,-0.017035+0.016691i
