-0.0017519+0.0004477i,-0.00078593-0.0011679i,-0.00070403-0.0023558i,-0.0014395-0.0023874i,-0.0019101-0.00086896i,-0.0012639+0.00082445i,-0.00090486+0.0014315i,-0.00078261+0.0013852i,5.6289e-05+0.00097009i,0.0014187+0.0007702i,0.0019185+4.0544e-05i,0.001304-0.0012194i,0.00070571-0.0017751i,7.2816e-05-0.0010162i,-0.00049341+8.3787e-05i,-0.00069071+0.00064495i,-0.00025547+0.00081879i,-0.0001047+0.00038608i,0.00041554+4.1075e-05i,0.00093981+0.00013522i,0.00083877+0.00020888i,0.00065689-0.00042745i,0.00093043-0.00049311i
0.035988+0.094685i,0.032003-0.038765i,0.074946-0.25533i,0.11748-0.3619i,0.14641-0.22359i,0.21484+0.012029i,0.22816+0.10172i,0.13109+0.077481i,0.045187+0.078552i,0.038233+0.077258i,0.041327+0.046955i,0.01825+0.025498i,-0.005929+0.022254i,-0.0064641+0.029109i,0.023162+0.028626i,0.047204+0.0046959i,0.037397-0.019705i,0.016746-0.023893i,0.0035-0.014322i,-0.0020011-0.0012429i,-0.0013186+0.0032448i,0.0048978-0.0035189i,0.010553-0.014363i
-0.13259-0.035488i,-0.1329+0.051224i,-0.15401+0.25044i,-0.18419+0.40793i,-0.21542+0.33932i,-0.26264+0.15003i,-0.23229+0.049026i,-0.10152+0.01561i,-0.016255-0.039536i,-0.02885-0.064869i,-0.047808-0.032702i,-0.030073+0.0054215i,-0.0028099+0.022376i,-0.0014414+0.017025i,-0.034028+0.0071582i,-0.064315+0.0173i,-0.063128+0.036408i,-0.042616+0.04045i,-0.020128+0.031976i,-0.0046126+0.025425i,0.0012126+0.024591i,-0.003241+0.029055i,-0.0077494+0.035847i
0.12724-0.098139i,0.14619-0.17176i,0.14545-0.35011i,0.11958-0.50104i,0.11504-0.41184i,0.17255-0.17421i,0.20126-0.042332i,0.13185-0.016672i,0.064698+0.010462i,0.067559+0.016123i,0.08244-0.013051i,0.076438-0.035241i,0.063368-0.038976i,0.054925-0.030586i,0.057245-0.018379i,0.060601-0.016314i,0.051454-0.020079i,0.030844-0.017718i,0.0095277-0.012328i,-0.0011982-0.010124i,0.00071529-0.011909i,0.010739-0.020457i,0.015742-0.034533i
-0.035802+0.15985i,-0.073248+0.23547i,-0.080126+0.38922i,-0.025304+0.531i,0.005311+0.47874i,-0.059632+0.26602i,-0.12177+0.1003i,-0.10119+0.026315i,-0.071461-0.0097926i,-0.084571-0.0079893i,-0.10141+0.015456i,-0.10243+0.022093i,-0.097146+0.011819i,-0.088858+0.006625i,-0.079829+0.017993i,-0.064775+0.03206i,-0.042391+0.032908i,-0.017374+0.02393i,0.0002119+0.012496i,0.0015279+0.0055911i,-0.00078538+0.0057617i,0.00057276+0.010216i,0.00079494+0.016889i
-0.068959-0.13061i,-0.011862-0.23191i,0.040933-0.40823i,0.0098456-0.55722i,-0.046115-0.52675i,-0.016685-0.34811i,0.044645-0.17662i,0.061232-0.070014i,0.061363-0.022346i,0.075349-0.025631i,0.077448-0.041547i,0.054936-0.029749i,0.034188+0.0057565i,0.037357+0.022188i,0.054896-0.001408i,0.059378-0.036572i,0.041382-0.053603i,0.016869-0.05255i,-0.0025525-0.044088i,-0.017198-0.034695i,-0.027388-0.023697i,-0.031342-0.014922i,-0.027049-0.01459i
0.11543+0.037047i,0.068267+0.17876i,0.030741+0.41322i,0.076299+0.56318i,0.12964+0.47596i,0.081067+0.28309i,0.0022902+0.15482i,-0.013321+0.089543i,-0.014071+0.047938i,-0.036285+0.037169i,-0.039255+0.041232i,-0.015643+0.026433i,0.0017462+0.0001746i,-0.011578-0.0064868i,-0.043065+0.015387i,-0.054487+0.045735i,-0.040036+0.059847i,-0.025333+0.054876i,-0.015361+0.044036i,-0.0032397+0.03315i,0.007119+0.026162i,0.017424+0.026932i,0.02695+0.029582i
-0.052733+0.059065i,-0.048136-0.10698i,-0.08437-0.36169i,-0.17458-0.50119i,-0.22061-0.40787i,-0.15997-0.23025i,-0.056883-0.1145i,-0.0077327-0.052328i,0.0044187-0.017899i,0.018113-0.017764i,0.020132-0.037534i,0.010327-0.053221i,0.0071496-0.055214i,0.021757-0.05259i,0.042834-0.056947i,0.048229-0.065009i,0.036196-0.065328i,0.022147-0.050649i,0.014493-0.032743i,0.0091404-0.025656i,0.0001692-0.024576i,-0.007224-0.022975i,-0.010649-0.022202i
-0.029711-0.049366i,0.015404+0.10947i,0.094428+0.33284i,0.16518+0.46605i,0.20267+0.4325i,0.18896+0.30355i,0.12652+0.18622i,0.077704+0.093028i,0.054882+0.029329i,0.032099+0.013077i,0.011634+0.027154i,-0.0046094+0.041505i,-0.028198+0.04531i,-0.054395+0.051939i,-0.060445+0.068913i,-0.042477+0.082072i,-0.016417+0.077499i,0.0068837+0.051684i,0.017551+0.019017i,0.017447+0.00087568i,0.016925-0.0054182i,0.012715-0.0072245i,0.0081493-0.0029174i
0.082196-0.025702i,-0.0067701-0.13895i,-0.10121-0.30515i,-0.14868-0.41505i,-0.16551-0.36664i,-0.13487-0.24099i,-0.0866-0.15909i,-0.075241-0.087005i,-0.075934-0.025642i,-0.057258-0.010504i,-0.027337-0.014902i,0.0089889-0.016802i,0.045037-0.01546i,0.070933-0.024936i,0.075894-0.058071i,0.054926-0.087794i,0.024693-0.086701i,-0.001345-0.066476i,-0.018765-0.044059i,-0.027145-0.025968i,-0.029287-0.013127i,-0.025236-0.0037663i,-0.018576+0.0012167i
-0.045094+0.096708i,0.039048+0.1424i,0.12062+0.25308i,0.16056+0.34265i,0.14507+0.27643i,0.069328+0.17136i,0.022525+0.12607i,0.036421+0.060529i,0.039847-0.0090721i,0.015142-0.022767i,-0.0060764-0.015327i,-0.01867-0.010441i,-0.026839-0.006324i,-0.03801+0.012598i,-0.043797+0.055118i,-0.029768+0.083114i,-0.0086463+0.075732i,0.0048381+0.055827i,0.013943+0.039298i,0.022199+0.027563i,0.027283+0.018934i,0.027991+0.010842i,0.023487+0.003041i
-0.036496-0.11168i,-0.065856-0.13206i,-0.11259-0.24808i,-0.17145-0.36429i,-0.17653-0.31013i,-0.11277-0.20051i,-0.058944-0.13354i,-0.045844-0.053706i,-0.02408+0.013489i,0.0039889+0.018092i,0.0070191-0.002247i,-0.0060336-0.015487i,-0.014075-0.023874i,-0.0074813-0.041207i,0.0010136-0.063952i,-0.002607-0.068986i,-0.0091558-0.050441i,-0.0082297-0.025684i,-0.0043183-0.010646i,-0.0067344-0.0052869i,-0.011754-0.00053985i,-0.011081+0.0034484i,-0.0081343+0.0060916i
0.099913+0.054398i,0.082825+0.10223i,0.11089+0.23629i,0.15844+0.34629i,0.11132+0.31294i,0.03046+0.23942i,0.024986+0.18459i,0.058408+0.082736i,0.045895-0.015087i,0.0076328-0.036928i,-0.0044075-0.013702i,0.0048179+0.016024i,0.0081832+0.03902i,0.00063514+0.063478i,0.0044292+0.087692i,0.026564+0.087222i,0.041123+0.059589i,0.038014+0.028686i,0.027098+0.0095962i,0.016911-0.0022914i,0.011158-0.010344i,0.0081171-0.011829i,0.0084564-0.011951i
-0.091673+0.017719i,-0.078064-0.070604i,-0.10854-0.1983i,-0.12264-0.25554i,-0.017975-0.22852i,0.093225-0.20547i,0.081223-0.1796i,0.029128-0.083853i,0.031198+0.0034871i,0.04827+0.013288i,0.04062-0.010607i,0.025767-0.031295i,0.021187-0.041922i,0.019028-0.053209i,-0.00072991-0.072733i,-0.029371-0.077338i,-0.041853-0.057249i,-0.038672-0.031669i,-0.030896-0.01206i,-0.024652+0.0030109i,-0.022185+0.01498i,-0.020569+0.019498i,-0.018646+0.016161i
0.025023-0.062726i,0.055662+0.053471i,0.12031+0.19267i,0.14663+0.24114i,0.060528+0.20497i,-0.048512+0.18482i,-0.054869+0.16487i,-0.017365+0.088267i,-0.016743+0.033032i,-0.020301+0.032274i,-0.0003275+0.032597i,0.013704+0.023478i,0.0092912+0.015482i,0.0038369+0.020973i,0.011822+0.044263i,0.024345+0.056939i,0.027226+0.045926i,0.021937+0.02667i,0.016474+0.0076067i,0.011724-0.010452i,0.00648-0.023174i,0.0030224-0.02429i,0.0024561-0.019388i
0.035229+0.040633i,-0.047775-0.064375i,-0.16581-0.19694i,-0.21354-0.24877i,-0.1206-0.20619i,0.005321-0.18081i,0.021167-0.15018i,-0.014039-0.063811i,-0.011029-0.011092i,-0.0034923-0.02325i,-0.025313-0.033261i,-0.045922-0.01762i,-0.045586-0.0020239i,-0.040747-0.0090277i,-0.0412-0.026215i,-0.037924-0.029836i,-0.02518-0.020692i,-0.011935-0.012061i,-0.0072693-0.0051854i,-0.008232+0.0041156i,-0.0042401+0.014399i,0.0031106+0.017604i,0.0067988+0.015139i
-0.052686+0.02062i,0.051235+0.077685i,0.18256+0.15419i,0.18569+0.18917i,0.021107+0.19197i,-0.11161+0.22451i,-0.086309+0.21149i,-0.02182+0.12566i,-0.011977+0.074117i,-0.010596+0.072809i,0.012285+0.062i,0.03077+0.033107i,0.029825+0.014058i,0.026281+0.021286i,0.035119+0.032352i,0.043832+0.02422i,0.036538+0.0074478i,0.021889-0.0044665i,0.0135-0.011787i,0.0080344-0.017852i,0.000817-0.023258i,-0.0033584-0.025417i,-0.0013903-0.025069i
0.015187-0.080527i,-0.088368-0.089988i,-0.21389-0.092631i,-0.19435-0.080816i,-0.015079-0.090702i,0.11222-0.13444i,0.10154-0.13589i,0.045185-0.092543i,0.0059613-0.070797i,-0.017444-0.065984i,-0.032863-0.048781i,-0.038042-0.021855i,-0.026009-0.0081664i,-0.017813-0.016478i,-0.029443-0.025708i,-0.042364-0.021324i,-0.041025-0.0088534i,-0.027822+0.0045391i,-0.013306+0.012382i,-0.00063789+0.0155i,0.011027+0.017855i,0.017836+0.01842i,0.015471+0.017339i
0.050351+0.073609i,0.14197+0.045315i,0.25056-0.016575i,0.22552-0.064241i,0.058261-0.043156i,-0.073034+0.013555i,-0.09207+0.03071i,-0.050811+0.0081887i,-0.0077872-0.009803i,0.019966-0.013111i,0.040036-0.017542i,0.043576-0.029958i,0.026101-0.032286i,0.015485-0.017219i,0.023415+0.0017709i,0.036007+0.014458i,0.041226+0.016887i,0.03598+0.0095341i,0.025224-0.0018522i,0.0094532-0.011398i,-0.010035-0.013483i,-0.019818-0.0078472i,-0.013639-0.0034773i
-0.090656-0.018034i,-0.15506+0.032272i,-0.20615+0.11441i,-0.14464+0.12917i,-0.007419+0.039515i,0.074729-0.037049i,0.079096-0.032672i,0.040598-0.01006i,-0.0059902-0.005473i,-0.03571-0.0060438i,-0.048465-0.0014601i,-0.041248+0.0095656i,-0.021237+0.014619i,-0.016543+0.0078933i,-0.026983-0.001842i,-0.032835-0.0093162i,-0.029116-0.013245i,-0.02162-0.011666i,-0.013837-0.0036772i,-0.0026004+0.0074756i,0.010695+0.014809i,0.017936+0.014835i,0.015361+0.01181i
0.098939-0.039561i,0.12981-0.10164i,0.11878-0.1792i,0.020084-0.15774i,-0.0814-0.036249i,-0.1064+0.032587i,-0.091735+0.022002i,-0.043395+0.021047i,0.021349+0.018409i,0.051758+0.002232i,0.052359-0.0071804i,0.038606-0.01552i,0.018682-0.014211i,0.016328-0.002443i,0.029581+0.0046163i,0.037085+0.0049848i,0.030723+0.0036139i,0.014684+0.00085091i,0.0010641-0.0036454i,-0.0076273-0.0087876i,-0.01626-0.010906i,-0.020152-0.0070651i,-0.014856-0.002627i
-0.039003+0.093172i,-0.042818+0.16463i,0.0082015+0.24904i,0.11136+0.23715i,0.17196+0.13882i,0.1572+0.083044i,0.13968+0.060738i,0.10901+0.013588i,0.059479-0.00011518i,0.026054+0.018369i,0.0008812+0.027082i,-0.0089244+0.032031i,-0.0023667+0.024716i,-0.0046333+0.0077003i,-0.018636-3.5514e-05i,-0.0325+0.0019443i,-0.033905+0.0087722i,-0.021485+0.013537i,-0.0097063+0.013564i,-0.0024668+0.012745i,0.005861+0.0069296i,0.0085795-0.0033207i,0.0035347-0.0077609i
-0.022783-0.095356i,-0.044203-0.16882i,-0.12444-0.2441i,-0.21642-0.21762i,-0.21572-0.11841i,-0.14918-0.080657i,-0.12214-0.069005i,-0.10009-0.019056i,-0.055749-0.0028341i,-0.028253-0.023373i,-0.0068749-0.032472i,0.0078088-0.03344i,0.0065077-0.024423i,0.0077179-0.0095719i,0.020108-0.0029335i,0.03713-0.0054398i,0.043622-0.012727i,0.035115-0.017874i,0.020491-0.017806i,0.0043072-0.015242i,-0.0091847-0.0087157i,-0.012485+0.00085696i,-0.0050947+0.0055973i
0.0615+0.047689i,0.10646+0.1122i,0.2067+0.15406i,0.26416+0.091252i,0.18086+0.013359i,0.082841+0.047083i,0.08733+0.073345i,0.082999+0.021246i,0.030473+0.0089087i,0.0042337+0.039399i,-0.0025593+0.042157i,-0.0062495+0.02514i,-0.0051124+0.0074989i,-0.010847+0.00031082i,-0.021027+0.0049466i,-0.029627+0.010552i,-0.033638+0.011179i,-0.02761+0.0080582i,-0.014338+0.0050697i,-0.00066176+0.004153i,0.0095428+0.0023745i,0.013762-0.0026962i,0.0099245-0.006673i
-0.066922-0.0032187i,-0.14682-0.056981i,-0.29371-0.066631i,-0.35899+0.018468i,-0.24419+0.054132i,-0.12312-0.034776i,-0.10435-0.067314i,-0.084237-0.0013781i,-0.038642+0.025286i,-0.024703-0.0030861i,-0.025283-0.02345i,-0.021668-0.022299i,-0.013141-0.00863i,0.0026803+0.0010233i,0.018378+0.0012966i,0.03037-0.0042637i,0.032232-0.0087061i,0.022537-0.0059215i,0.012481-0.0048964i,0.0022289-0.008448i,-0.0067398-0.0082962i,-0.0060074-0.0025461i,0.0017814+0.0017898i
0.046323-0.026581i,0.16462+0.0035282i,0.34853-0.041861i,0.40372-0.15047i,0.25272-0.13197i,0.10737+0.010942i,0.076979+0.064653i,0.065661+0.008246i,0.032826-0.026053i,0.020819-0.0089764i,0.02503+0.013963i,0.022283+0.023836i,0.011859+0.020345i,-0.0037559+0.014874i,-0.015823+0.01569i,-0.018451+0.020977i,-0.013234+0.020895i,-0.0039882+0.01317i,0.00041849+0.0079041i,0.0017846+0.008362i,0.0038078+0.009209i,0.0007149+0.0069622i,-0.0054869+0.0036396i
-0.020286+0.029511i,-0.16353+0.049834i,-0.32401+0.16875i,-0.30233+0.2803i,-0.11541+0.18817i,0.010449+0.0023213i,0.0085146-0.052527i,-0.011245-0.0080163i,-0.0075703+0.0044694i,-0.019537-0.020192i,-0.035881-0.028782i,-0.028568-0.023188i,-0.010182-0.017957i,0.0038675-0.01245i,0.013509-0.012476i,0.018511-0.018313i,0.015807-0.020635i,0.0079438-0.015193i,0.0038309-0.0090734i,0.00095145-0.0094679i,-0.004384-0.0099715i,-0.0028323-0.0041537i,0.0048535+0.0024078i
0.0069522-0.012108i,0.14382-0.10328i,0.24687-0.2862i,0.17355-0.38155i,0.013076-0.23805i,-0.060518-0.02476i,-0.031339+0.041578i,-0.0013051+0.0047699i,-0.0031744-0.010608i,0.010206+0.00523i,0.033225+0.0043474i,0.029346-0.0054112i,0.009682-0.0022961i,-0.0080545+0.0060132i,-0.021472+0.016205i,-0.026287+0.026284i,-0.023786+0.027593i,-0.018583+0.018524i,-0.012499+0.010491i,-0.0047504+0.0093843i,0.0019408+0.0084915i,0.00021781+0.0035566i,-0.005808-0.0026028i
-0.029275-0.00023873i,-0.12555+0.16074i,-0.16575+0.39753i,-0.075273+0.49588i,0.051648+0.34541i,0.10001+0.10692i,0.058701-0.0085897i,0.0084496-0.0047195i,0.001436+0.0077143i,-0.0055418-0.0052845i,-0.028735-0.0082368i,-0.03603-0.00048213i,-0.026799-0.0022829i,-0.0099865-0.0096668i,0.0068595-0.017006i,0.01406-0.019625i,0.017287-0.013383i,0.020314-0.0039743i,0.01937-0.0033728i,0.0082641-0.01116i,-0.0069413-0.01447i,-0.011706-0.008961i,-0.0049766-0.0023905i
0.047725-0.023424i,0.069937-0.21966i,0.020185-0.45861i,-0.092492-0.51436i,-0.19108-0.32297i,-0.20609-0.068942i,-0.12686+0.055468i,-0.033244+0.04852i,0.0026234+0.020322i,0.018315+0.016021i,0.038057+0.0038207i,0.039385-0.0095484i,0.027873-0.0068822i,0.014105+0.0051608i,0.0017789+0.017953i,-0.0041457+0.020212i,-0.0073432+0.0094456i,-0.010572-0.0022905i,-0.010504-0.0014285i,-0.00064999+0.0076727i,0.013319+0.012525i,0.016765+0.0097135i,0.0089185+0.0026919i
-0.051929+0.058235i,0.0099241+0.24458i,0.14353+0.43694i,0.25262+0.44168i,0.27827+0.24462i,0.24936+0.032994i,0.16745-0.064695i,0.07019-0.05835i,0.023707-0.032473i,-0.00071606-0.022307i,-0.019272-0.0029082i,-0.017078+0.0097834i,-0.010012+0.0041945i,-0.0053908-0.0065614i,4.34e-06-0.020897i,0.002485-0.029602i,0.0052472-0.023694i,0.0093171-0.013474i,0.0085144-0.012955i,-0.00014072-0.019174i,-0.011154-0.020868i,-0.012108-0.015766i,-0.0028915-0.0085819i
0.020769-0.1089i,-0.11771-0.25749i,-0.31973-0.38518i,-0.42108-0.37801i,-0.38985-0.24149i,-0.32037-0.067384i,-0.19832+0.040126i,-0.066104+0.033269i,-0.020562+0.0021762i,-0.011286+0.0046773i,0.0074444+0.0013004i,0.01467-0.0077935i,0.013696-0.0035236i,0.0091661+0.0097315i,0.0040267+0.027151i,0.0022491+0.035045i,-0.0028016+0.02914i,-0.0094999+0.022852i,-0.0083231+0.023115i,0.00076588+0.023745i,0.010185+0.017775i,0.0098168+0.010436i,0.0013329+0.0060269i
0.047265+0.12291i,0.23395+0.20391i,0.45084+0.24538i,0.524+0.23472i,0.46591+0.16564i,0.36697+0.031207i,0.2036-0.06271i,0.051656-0.041466i,0.0037577-0.0031076i,-0.0061137-0.003632i,-0.020259+2.0785e-05i,-0.021854+0.0098608i,-0.017253+0.0081977i,-0.01398-0.0021021i,-0.010589-0.014552i,-0.0025143-0.019843i,0.010671-0.017338i,0.020609-0.015302i,0.01554-0.017037i,-0.0024897-0.015719i,-0.016634-0.0066701i,-0.013892+0.0027843i,-0.002775+0.0051753i
-0.11916-0.090235i,-0.31408-0.081863i,-0.48249-0.044049i,-0.49585-0.048463i,-0.4178-0.053281i,-0.32247+0.023351i,-0.17094+0.093562i,-0.027324+0.072202i,0.019133+0.028643i,0.017219+0.01246i,0.01409+0.00067405i,0.0091195-0.0081599i,0.0056372-0.0081112i,0.0051333+0.00035432i,0.0092998+0.014867i,0.010834+0.021588i,0.000918+0.018176i,-0.0081172+0.016439i,-0.0039327+0.017266i,0.011153+0.013624i,0.022828+0.0051705i,0.019203-0.0011817i,0.0087682-0.003272i
0.17401+0.014843i,0.33566-0.076945i,0.44854-0.15018i,0.45022-0.094377i,0.39467-0.0076023i,0.31244-0.019213i,0.17677-0.06098i,0.055246-0.04595i,0.019691-0.021747i,0.014545-0.025746i,-0.0032133-0.026068i,-0.015187-0.015073i,-0.017467-0.0082496i,-0.019217-0.010642i,-0.022735-0.017771i,-0.020546-0.02084i,-0.0087791-0.019042i,-0.0014297-0.018886i,-0.0071059-0.021382i,-0.019046-0.020722i,-0.026571-0.013829i,-0.022629-0.0077202i,-0.013838-0.0050866i
-0.15512+0.088002i,-0.25591+0.23209i,-0.33199+0.31229i,-0.38158+0.22537i,-0.38213+0.095584i,-0.30521+0.060806i,-0.15954+0.0627i,-0.044138+0.030047i,-0.015419+0.0031244i,-0.0089152+0.004375i,0.011656+0.00095834i,0.024092-0.01004i,0.025033-0.011063i,0.025165-0.0038204i,0.024143+0.0061636i,0.018014+0.013941i,0.0089509+0.017919i,0.0049562+0.018849i,0.0091962+0.016572i,0.015513+0.010391i,0.017631+0.0043058i,0.012857+0.0047068i,0.0074014+0.0067826i
0.091354-0.17469i,0.10962-0.33166i,0.14114-0.39489i,0.21413-0.28049i,0.25621-0.10876i,0.21078-0.035969i,0.1015-0.027685i,0.011739-0.0040613i,-0.00784+0.022208i,0.0011121+0.022612i,-0.0017156+0.013322i,-0.0080266+0.0087237i,-0.011396+0.002702i,-0.01563-0.0033711i,-0.018564-0.0068723i,-0.015345-0.010298i,-0.0078227-0.015658i,-0.0047048-0.01872i,-0.0083915-0.016625i,-0.01372-0.0080359i,-0.014469+0.00060506i,-0.0086904+0.0010588i,-0.0026847-0.0016047i
0.019553+0.19378i,0.072321+0.32494i,0.061725+0.35277i,-0.058649+0.22927i,-0.17682+0.058499i,-0.18177-0.013504i,-0.099146+0.00080382i,-0.02122+0.010396i,0.00019366-0.0012084i,-0.0012552+0.0014805i,0.011971+0.0068834i,0.023122-1.8617e-05i,0.021436-0.0046772i,0.020246-0.0034871i,0.022302+0.00057891i,0.021472+0.006407i,0.015526+0.01242i,0.011649+0.015308i,0.015071+0.01136i,0.021301+0.00124i,0.022833-0.0063312i,0.016705-0.0055608i,0.0087661-0.0028284i
-0.13956-0.15476i,-0.23994-0.23301i,-0.22202-0.24959i,-0.056057-0.18167i,0.1024-0.061066i,0.13696+0.024461i,0.087315+0.027096i,0.033726+0.0028549i,0.012486-0.0031005i,0.0033114-0.003895i,-0.010314+0.0043999i,-0.01489+0.01838i,-0.01201+0.023117i,-0.012318+0.022105i,-0.013849+0.014717i,-0.011667+0.0022223i,-0.0057785-0.0059996i,-0.0019692-0.0072051i,-0.0052601-0.0040622i,-0.013317+0.00065671i,-0.020625+0.0033327i,-0.019836+0.0024064i,-0.012684+0.0016798i
0.20531+0.051374i,0.31322+0.063448i,0.2822+0.087265i,0.11424+0.088853i,-0.036048+0.014123i,-0.077325-0.062218i,-0.044363-0.057082i,-0.010882-0.029829i,-0.01358-0.023943i,-0.026242-0.014014i,-0.022761-0.003841i,-0.012756-0.0026112i,-0.0024593-0.0027724i,0.0056314-0.0033333i,0.0085076-0.0012082i,0.0084631+0.0044019i,0.0072967+0.0078954i,0.0079062+0.0066752i,0.010167+0.003299i,0.012088+0.00035733i,0.013679-0.0007274i,0.013531+0.00075811i,0.010908+0.0024342i
-0.19976+0.090329i,-0.2766+0.1348i,-0.23815+0.099189i,-0.089991+0.04322i,0.055778+0.07538i,0.098791+0.11024i,0.051495+0.065889i,0.0058128+0.020814i,0.0055564+0.011127i,0.013347-0.00069066i,0.0030083-0.0094361i,-0.0070859-0.0042226i,-0.0109+0.00029083i,-0.012451+0.002934i,-0.010127+0.0056355i,-0.0065819+0.0020448i,-0.0065607-0.0042133i,-0.0091179-0.0058529i,-0.011042-0.0039494i,-0.012968+0.00060435i,-0.014872+0.0051702i,-0.013753+0.0033209i,-0.0085886-0.0013326i
0.094578-0.19045i,0.12566-0.25568i,0.11665-0.19607i,0.043691-0.095621i,-0.064323-0.083441i,-0.102-0.091453i,-0.053218-0.037267i,-0.00035318+0.010958i,0.01421+0.0096657i,0.00847-0.001879i,0.0037814-0.0069682i,-0.00011906-0.0095261i,-0.0031698-0.0091634i,-0.0039473-0.0095601i,-0.002894-0.006805i,0.0011928+0.0023389i,0.0055811+0.0088434i,0.0055045+0.010026i,0.0028796+0.0077944i,0.0048046-0.00025632i,0.0093935-0.0082897i,0.010312-0.0074498i,0.0073169-0.0023999i
0.043419+0.19807i,0.050178+0.25164i,0.0074768+0.19811i,-0.014696+0.113i,0.026488+0.09939i,0.052075+0.11447i,0.033954+0.071983i,0.014339+0.017984i,0.011031+0.0029227i,0.012729-0.004716i,0.0066378-0.018024i,-0.0031369-0.02237i,-0.0087909-0.014317i,-0.0077135-0.0021779i,-0.0042356+0.0024756i,-0.001604-0.0018348i,3.4828e-05-0.007357i,0.0015763-0.0094198i,0.0021688-0.0081009i,-0.0023094-0.0027769i,-0.010317+0.0033844i,-0.012836+0.0040925i,-0.0093069+0.00095574i
-0.16212-0.11945i,-0.18998-0.14983i,-0.13187-0.12931i,-0.074601-0.082659i,-0.073291-0.077803i,-0.062256-0.093839i,-0.016511-0.061661i,0.011968-0.022903i,0.0097677-0.0083929i,0.007439+0.0063038i,0.016132+0.014118i,0.023367+0.0081257i,0.023781-0.00076301i,0.018382-0.0049597i,0.011197-0.0012773i,0.0085214+0.0063975i,0.0085133+0.0089677i,0.0084879+0.0053325i,0.0081277-0.00038887i,0.0081104-0.0065061i,0.007766-0.0093732i,0.0062319-0.0066254i,0.0047887-0.0021002i
0.19376-0.015817i,0.22651-0.0081912i,0.17097+0.0069728i,0.097127+0.0013022i,0.063815+0.013996i,0.02887+0.038706i,-0.023003+0.025459i,-0.044809+0.0089952i,-0.034267+0.014584i,-0.019537+0.014734i,-0.01426+0.0076095i,-0.011068+0.004108i,-0.0053401+0.0026672i,-0.00044358+0.00091172i,0.0014955-0.0033158i,-0.0023524-0.0072343i,-0.0064628-0.0076263i,-0.0066405-0.0074375i,-0.0064108-0.0063143i,-0.0046097-0.00030639i,-0.0027515+0.0061509i,-0.002118+0.0062073i,-0.0015196+0.0025276i
-0.1165+0.13434i,-0.14319+0.13841i,-0.10694+0.086141i,-0.037475+0.033131i,0.00047216-0.018558i,0.01796-0.050934i,0.035948-0.021928i,0.038265+0.011486i,0.023101+0.0042932i,0.0068101-0.0048225i,0.0056854-0.0011546i,0.012936-0.00033435i,0.011536-0.0029569i,0.0036966-0.0010737i,-0.00096706+0.0067043i,0.0014757+0.013883i,0.0055591+0.015388i,0.0070022+0.013657i,0.005863+0.011034i,0.0025859+0.0036819i,0.0014393-0.0042289i,0.0027705-0.0058262i,0.0032838-0.0040696i
-0.0078216-0.17134i,0.013309-0.18931i,0.018093-0.1341i,-0.014112-0.059448i,-0.035991+0.010473i,-0.03808+0.056269i,-0.032632+0.038376i,-0.019084+0.0036642i,-0.010355-0.0016684i,-0.013851+0.0023119i,-0.020488+0.003817i,-0.021849+0.0072164i,-0.016368+0.01237i,-0.0092711+0.013351i,-0.0074688+0.0062757i,-0.0092974-0.0013514i,-0.0092091-0.0032351i,-0.0054044-0.0022936i,-0.00048201-0.0010363i,0.0018131+0.0017849i,0.00095543+0.0036136i,-0.00079615+0.0021186i,-0.00014017-0.0003885i
0.1176+0.10549i,0.10769+0.13465i,0.072996+0.11712i,0.073669+0.072017i,0.086616+0.02207i,0.084401-0.021074i,0.07128-0.027905i,0.045584-0.020435i,0.021524-0.02467i,0.011121-0.026329i,0.0082178-0.021533i,0.0057324-0.013206i,0.0024876-0.0047017i,0.0027319+0.001368i,0.0083123+0.0055284i,0.01406+0.0053258i,0.012862+0.0012809i,0.0073066-0.0015185i,0.0019778-0.002139i,-0.0036608-0.0028602i,-0.0062211-0.0017415i,-0.0039598+0.0015466i,-0.0017511+0.0035126i
-0.14304+0.003302i,-0.15007-0.028578i,-0.11962-0.047334i,-0.11452-0.019232i,-0.12428+0.029278i,-0.11592+0.05464i,-0.093082+0.036752i,-0.06085+0.014059i,-0.027593+0.011394i,-0.0053795+0.0079968i,-0.0012874-0.00060958i,-0.0046971-0.0051634i,-0.0069521-0.0091698i,-0.011166-0.013251i,-0.015399-0.01351i,-0.017455-0.010384i,-0.014551-0.0065343i,-0.0079212-0.0040898i,-0.0018185-0.0037347i,0.0025008-0.0045419i,0.0029034-0.0051783i,0.002723-0.0046535i,0.0048611-0.0045464i
0.09357-0.096129i,0.11742-0.07013i,0.11573-0.028915i,0.1085-0.037057i,0.098462-0.063579i,0.088354-0.055957i,0.077437-0.016875i,0.056893+0.0099559i,0.036641+0.0067375i,0.021026-0.0015759i,0.013654-0.0039309i,0.010805-0.0073675i,0.0070445-0.0083207i,0.0065018-0.0032504i,0.010358+0.0014772i,0.013608+0.0028063i,0.010892+0.0018754i,0.0041033+0.0011383i,-0.0021252+0.0017589i,-0.0059068+0.003722i,-0.0051898+0.0060033i,-0.0028918+0.0071387i,-0.0030392+0.0069351i
