-0.0017519+0.0004477i,-0.00078593-0.0011679i,-0.00070403-0.0023558i,-0.0014395-0.0023874i,-0.0019101-0.00086896i,-0.0012639+0.00082445i,-0.00090486+0.0014315i,-0.00078261+0.0013852i,5.6289e-05+0.00097009i,0.0014187+0.0007702i,0.0019185+4.0544e-05i,0.001304-0.0012194i,0.00070571-0.0017751i,7.2816e-05-0.0010162i,-0.00049341+8.3787e-05i,-0.00069071+0.00064495i,-0.00025547+0.00081879i,-0.0001047+0.00038608i,0.00041554+4.1075e-05i,0.00093981+0.00013522i,0.00083877+0.00020888i,0.00065689-0.00042745i,0.00093043-0.00049311i
-0.0014024+0.0016042i,-0.001656+0.001617i,-0.0007473+0.00036908i,-0.00031639-0.00058226i,-0.00091771-0.00047012i,-0.0010581+0.00036014i,-0.00054498+0.001827i,-0.0003253+0.0032509i,-0.0012515+0.0028932i,-0.00095056+0.0014487i,-0.0001544+0.00034644i,1.6979e-05-0.00020375i,0.00010793-0.00026079i,-0.00017291+0.0003918i,-0.00049192+0.00067337i,-0.00055259+0.00094978i,-0.00037255+0.00070248i,-0.00026349-0.00011339i,5.174e-05-0.00028619i,0.0008377-0.00025998i,0.0010283-0.00088655i,0.00059332-0.00078477i,0.00044432+0.0001495i
0.0008684+0.000385i,0.0013809-0.0010042i,0.00060379-0.0011185i,-0.00019206+0.00038115i,-0.00053583+0.0013195i,-0.001256+0.0015805i,-0.0012447+0.0022973i,0.00037983+0.002274i,0.0016768+0.0023707i,0.0012996+0.00088033i,0.0010728-0.0011661i,0.00053338-0.0014342i,0.00013519-0.0015168i,-0.0001229-0.0012884i,-0.00092817-0.00056257i,-0.0016066+0.00044876i,-0.00095826+0.00088323i,0.0001107+0.00062143i,0.00097295-0.00020098i,0.00089924-0.00053982i,-0.00014626-0.0005294i,-0.00076783-0.001102i,-0.00072157-0.00057895i
-0.00050611+0.0015938i,-0.00038666+0.0023642i,0.00046269+0.0017767i,0.0003988+0.00079683i,-0.00033361-0.00040255i,-0.00078618-0.00085027i,-0.00063174-0.00021189i,0.00068593+0.00057826i,0.002121+0.00029398i,0.0021102-0.0009065i,0.0013717-0.0012368i,0.00049375-0.00072314i,0.00020299-0.00056692i,0.0001424-0.00085495i,0.00010114-0.00043735i,0.00013222+0.00063603i,-0.00012929+0.0012506i,-0.00036031+0.00060229i,-0.00044033-0.00037683i,-0.00054848-0.00051299i,-0.00057884-0.00026066i,-0.00047924-1.6305e-05i,0.00039163+0.00011506i
0.00050532-0.00033871i,-0.00031991-0.0014318i,-0.00052307-0.0014049i,-0.0018327-0.0011244i,-0.0016263-0.001581i,-0.00087985-0.0011527i,-0.0010989+0.00043925i,0.00028152+0.00035948i,0.00091702-0.0010893i,0.00033451-0.0018179i,0.00034448-0.0015325i,0.00029197-0.0010454i,0.00043522-0.00053047i,0.00028636+1.798e-06i,-0.00056577-2.7689e-05i,-0.0011892-9.1741e-06i,-0.0011027-0.00049987i,-0.00043221-0.0009032i,0.00057904-0.00068002i,0.00069991-0.0006831i,-0.00036376-0.00068558i,-0.0011062+7.1829e-05i,-0.00069661+0.00060621i
0.00075238-0.00055328i,0.0017422+8.9041e-05i,0.0016048-9.0964e-05i,-0.00065196-0.00045569i,-0.0024024-0.00013246i,-0.0018654+0.0006933i,-0.0011457+0.0015389i,-0.00086911+0.0017927i,-0.00041974+0.0014485i,-0.00063317+0.00057597i,-0.00024809-0.00040916i,0.00063819-0.00072805i,-3.044e-06+0.00027766i,-0.00015945-0.00023262i,0.0012675-0.00061471i,0.0021327+0.00028606i,0.0018089+0.00042864i,0.0012103+0.00034961i,0.00074457+0.00031721i,1.16e-05+0.00010121i,-0.00026183-4.7489e-05i,-0.00013725-9.9704e-05i,0.00048233+0.00042433i
-0.0012546+0.0010963i,-0.00037074+0.0012302i,0.0004488+0.0011906i,0.00083189+0.0011176i,0.00062182+0.00057827i,0.00056151+0.00038112i,0.0010619+0.0013372i,0.0012048+0.0015993i,0.0014187+0.0015618i,0.0014583+0.0013149i,0.00077927+0.00067932i,0.00040211+0.00012238i,0.00085172+1.8857e-05i,0.00045172+7.2017e-05i,0.00041239-5.803e-05i,0.0012577-0.00072561i,0.0013248-0.00049787i,0.00085589+0.00040099i,0.00025084-1.2674e-05i,-1.8541e-05-0.00086156i,6.4663e-05-0.00093621i,-0.00032593-0.00038185i,-0.00026206-0.00045459i
-0.0014221-0.0007084i,-0.001716-0.0024184i,-0.0010027-0.0017933i,-0.001044-0.0012296i,-0.0021719-0.00094565i,-0.001796+0.0005852i,-0.00039329+0.0016129i,0.00064517+0.00093009i,0.001714+6.8782e-05i,0.0022514-0.00029563i,0.0018219-0.0015093i,0.00075622-0.001908i,0.00044636-0.00038528i,0.00018322+0.00083474i,-5.3886e-06+0.0012754i,0.00048893+0.0012703i,0.0010286+0.0012698i,0.0010578+0.0010427i,0.0012909+0.00071981i,0.00048518-5.737e-05i,-0.0001783-0.00058195i,2.9036e-06-0.00062617i,0.00091728-0.00062122i
0.00082252+0.0037602i,0.0016673+0.0035897i,0.00055553+0.002494i,-0.00058597+0.001144i,-0.00062003-2.9582e-06i,-0.001205-0.00059311i,-0.0010095-8.2295e-05i,-0.00040541+0.0010566i,-0.00020993+0.0007919i,2.3263e-05-0.0010608i,0.00064005-0.0022356i,0.00063053-0.0020815i,6.3112e-06-0.00097626i,-1.1577e-05+3.0083e-05i,-0.0004236+0.00033497i,-0.0010683+0.0011166i,-0.00061328+0.0013703i,0.00019036+0.00068484i,0.00069716+0.00044215i,0.0014803-1.2959e-05i,0.001197-0.0004653i,0.00027873-0.00072592i,0.00030066-0.00010286i
-5.9557e-05+0.00099199i,0.00014564+0.0014428i,0.00036105+0.0010683i,0.00017239-2.588e-05i,-0.0001494-0.0011994i,-0.0010376-0.00078057i,-0.0019916+0.00087922i,-0.0011022+0.0014381i,6.7192e-05+0.00016123i,-7.3754e-05-0.00062841i,7.6143e-05-0.00078827i,0.0011473-0.00045201i,0.0015398+0.00048283i,0.00081576+0.00054759i,0.0001921+0.00039194i,0.00068129+0.00072766i,0.00051419+0.0011453i,-0.00082542+0.0013481i,-0.00023628+0.00067509i,0.00057098-0.00023953i,0.00031689-0.00055092i,0.00025438+0.00013442i,0.00057487+0.00067535i
-0.0008698-0.0018668i,-0.00045659-0.0020915i,-0.00043763-0.0026896i,-0.00074732-0.0017216i,-0.00063661+0.00020735i,-0.00060295+0.0015204i,-0.0010612+0.0023003i,-1.7284e-05+0.0020034i,0.0010594+0.00091948i,0.00083383+0.00054828i,0.00013081+0.00064236i,-0.00011961+0.00047049i,-0.00018529-0.00016583i,-0.0005254-0.00031443i,-0.0012662+0.00016175i,-0.0013808+0.00040101i,-0.00097519+0.00054869i,-0.00061175-0.00014757i,-0.00057212-8.2056e-05i,-0.00030806+0.00042322i,-0.00024319+0.00072861i,-0.00069578+0.0011929i,-0.00013572+0.00057881i
-0.00066914+0.00020837i,-0.00085539-0.00033331i,3.2289e-05+0.00010521i,-0.00062698+0.00090561i,-0.0011967+0.0011784i,-0.00076623+0.0013015i,0.00063162+0.0012981i,0.0014514+0.00070756i,0.00091134-0.00090973i,0.00023239-0.0017318i,-4.4021e-05-0.0014249i,-0.00014275-0.0013158i,-0.00010656-0.0011233i,-5.0738e-05-0.0010101i,-0.00037679-0.00094437i,-0.0012197-0.00048093i,-0.0018662+0.00065673i,-0.0016544+0.00089122i,-0.00070265+0.0006415i,-1.6704e-05-0.00010573i,0.00014785-0.00070539i,0.00025839-0.0006005i,0.000717+0.00023093i
0.00013499+3.0543e-05i,-0.00063966+0.00084409i,-0.0011497+0.0013905i,-0.0015466+0.00089862i,-0.0016611+0.00023482i,-0.002223+0.00022811i,-0.0025776+0.0016847i,-0.0021159+0.0014517i,-0.0012987-0.00031975i,-0.00085624-0.0012866i,-0.00057708-0.00089457i,5.3095e-05-0.00058338i,0.000656-0.00082884i,0.00067515-0.0006171i,0.00018703+0.00016093i,-0.0004615-3.9484e-06i,-0.00058317+0.00011751i,-0.00050652+0.00064796i,0.00011125+0.00047191i,0.00089963-0.00023334i,0.0013246-0.00049587i,0.0003775+0.00020555i,-0.0002795+0.00078155i
0.0022638-0.001178i,0.0026589-0.0020593i,0.0021505-0.001572i,0.0016663-0.0012338i,0.0001754-0.0010365i,-0.0012869+0.0005981i,-0.00081647+0.0018756i,0.00042058+0.0019148i,0.00066626+0.001458i,0.00033997+0.00037113i,1.5095e-05-0.00039381i,0.00026116-0.0005792i,0.0010511+6.9426e-05i,0.00078472+7.8144e-05i,0.00067068+0.00028282i,0.0012554+0.00035954i,0.0017491+0.00042259i,0.0019781+0.00040589i,0.0016687+0.00014027i,0.00048632+9.0816e-05i,2.6185e-06-0.00014702i,0.00049275-0.00088693i,0.00053409-0.0011296i
-0.0039228+0.00029931i,-0.0032841-0.0017234i,-0.0032836-0.00035546i,-0.002672+0.00073305i,-0.0012605+0.00039239i,-0.00098639-0.00039512i,-0.0012954-0.00042934i,-0.00050509+0.00077341i,-0.00012566+0.0013363i,-0.00030637+0.0012131i,-6.7488e-05+0.00073261i,-6.5464e-05-0.00029581i,0.0005046-0.00021171i,4.1931e-05+0.00049854i,-0.00023596+0.0009719i,0.00010309+0.0016625i,0.00024016+0.0014504i,0.0012537+0.00042864i,0.0015244-1.7302e-05i,0.00060344-0.00039127i,-0.00047507-0.00021492i,-0.0007417-0.00026372i,-0.00012498-0.00032916i
-0.0028912+0.00085766i,-0.0036919+0.00012429i,-0.0029624+0.0012431i,-0.00152+0.0019788i,-0.00067605+0.0014916i,-0.00034569+0.0019691i,-0.00025389+0.0021745i,0.00040979+0.0016393i,0.0010172+0.0011661i,0.00070324+0.00045177i,0.0005958-0.00055051i,0.00063246-0.00056555i,0.0003188-0.00043471i,-0.00022929-9.739e-05i,-0.0011169+0.00053463i,-0.00056118+0.0011872i,0.00064321+0.0016606i,0.00095344+0.00098483i,0.0012901+0.00013106i,0.00098374-0.00010376i,0.00033141-0.00027658i,0.00057758-0.00027614i,0.0003607-0.00031408i
-0.00081864+0.00044784i,-0.0022597+0.0012086i,-0.0041228+0.0010436i,-0.003151+0.0010049i,-0.0017467+0.0013446i,-0.00094858+0.0012032i,-0.00038473+0.00090375i,0.00037839+0.00076154i,0.00077231+0.00035999i,0.0010263+0.00047491i,0.00093121-0.00025826i,0.0010785-0.00077281i,2.753e-05+0.00033815i,-0.0013487+0.00089209i,-0.0014704+0.0012416i,-0.0007875+0.0021127i,-0.00015069+0.0019683i,-0.00010047+0.0013648i,0.00047773+0.00063685i,-0.00022934-0.00020582i,-0.0010604-0.00037296i,-0.0004718-0.00038934i,-0.00074691-6.2737e-05i
0.0036924-0.00011394i,0.0039804-0.00018854i,0.0038678-0.00069061i,0.0019153-0.0012227i,0.00027408-0.0014427i,-0.00058322-0.00098782i,-0.00051857-7.1894e-05i,0.00011382+0.0011428i,0.00021925+0.001603i,0.00044067+0.00018095i,0.00068867-0.0015557i,0.00059945-0.001392i,-0.00038602-0.00024858i,-0.00085653-0.00052641i,-0.00034639-0.00038037i,6.8932e-05-7.7136e-05i,0.00021499+7.085e-05i,-0.00026257+0.0003145i,-0.00021644+0.00032879i,0.00045414-9.6153e-05i,0.00059201-0.0011081i,0.00049613-0.00071993i,0.00057792+0.00044905i
-0.00047684-0.00081006i,0.00040248-0.00015101i,0.00089929+0.00011609i,2.9782e-05+0.0001803i,-0.00091508+0.00066461i,-0.00097093+0.0014026i,-0.00098942+0.0017365i,-0.0004505+0.0011751i,0.00083178+0.0008782i,0.0011886+0.0011342i,0.00090226+0.00017394i,0.00068021-0.0015002i,0.00025553-0.0013378i,0.00014095-0.00068212i,-0.00095992+0.00015824i,-0.0015807+0.000798i,-0.00069646+0.00035999i,0.0001254+3.321e-05i,0.00075765+0.00029591i,0.00059461+0.00030781i,-6.6489e-05+3.6526e-05i,0.00015025+0.00010025i,0.00091414-0.00026869i
0.00029726+0.00049143i,2.1427e-05+0.0012339i,-0.00060553+0.0017198i,-0.00023768+0.00023903i,-0.00062544-0.00061383i,-0.0015771-0.00058111i,-0.0013297+0.00029782i,-0.00034806+0.0012376i,9.9034e-05+0.00090984i,0.0011688-7.2744e-05i,0.0017796-0.00081654i,0.0012057-0.00085698i,0.001324-0.00080679i,0.00067371-0.00090727i,-0.00076859-0.00046999i,-0.0012442+0.00014267i,-0.00095726+0.00042549i,-0.00036845+0.00076255i,-0.00025288+0.00063708i,-0.0003403+0.00057471i,-0.00064116-0.00014393i,-0.00079104-0.0007364i,-3.779e-05-0.0010626i
-0.0008475+0.0024505i,-0.00098052+0.0019227i,-0.0010739+0.0025661i,-0.00072881+0.002356i,0.00066651+0.0013783i,0.0016381+0.0005574i,0.00086868+0.00068405i,-0.00017901+0.0012699i,0.00040167+0.00093995i,0.0009246-8.5443e-06i,5.5644e-05-0.00034795i,5.6623e-05-0.0004515i,0.00081068-0.00014076i,0.00090095+0.00069002i,0.00067618+0.00070497i,0.00019143-0.00013474i,0.00017117-0.00023061i,0.00037676-0.0001432i,-2.9e-05-0.00062493i,-0.00048443-0.00075787i,-0.00020789-0.00039728i,0.00044486+2.2209e-05i,0.00049289-0.00017971i
0.0036559+9.9184e-05i,0.0042688+0.00030585i,0.0040694-0.00070574i,0.0028401-0.0013367i,0.0010449-0.0011464i,-0.00067966-0.00054898i,-0.00088997+0.00076534i,0.00031574+0.0012537i,0.001174+0.0012007i,0.0010475+0.00058872i,0.00071011-0.00068942i,0.00051641-0.00032622i,0.00080522+3.8726e-05i,0.00082107-0.00056664i,-2.6878e-05-0.0010532i,-0.00045863-0.00058949i,0.00015234-1.8087e-05i,0.00037356+0.00041706i,0.00063092+0.00045344i,0.00076452-0.00010469i,0.00055133-0.00020411i,0.00051138+0.00010914i,-1.408e-05+0.0001574i
0.0010142+0.00064594i,0.0016509+0.00070894i,0.0018248+0.00067099i,0.001437+7.9612e-05i,-0.00062311-0.00024763i,-0.0024503+0.0010788i,-0.0017844+0.0018903i,0.00040358+0.00061777i,0.0015361+0.00013296i,0.00061372+0.00013114i,-8.4597e-06+0.00010675i,0.00037155+0.0003229i,0.00067006+0.0001907i,0.0011747+0.00024746i,0.0011181+0.0003432i,0.00083272+0.00040309i,0.00042604+0.00024028i,-5.0903e-05+0.00019947i,0.00037388+0.0001072i,0.0011366-0.0007436i,0.0011275-0.00016966i,0.00024922+8.725e-05i,4.8674e-05-0.00057028i
-0.001108+4.0237e-05i,-0.0016449-0.00042146i,-0.0015525+0.00036323i,-0.0011156+0.00044136i,-0.00074617-0.00054368i,-0.00041931-0.0010754i,6.5407e-05+0.00036256i,0.00029425+0.0011851i,0.0010321+0.00014787i,0.0011923-0.0013547i,0.00039259-0.0014538i,0.00028838-0.00058817i,-7.3917e-05+1.7627e-05i,-0.00011368+0.001072i,0.000307+0.0011996i,0.00068364+0.00090278i,0.00056972+0.0012999i,0.00059405+0.0014099i,0.00085994+0.00061988i,0.00070343+0.00012974i,0.00015485-0.00030007i,-0.00034219-0.00093853i,0.00015137-0.00066675i
-0.0011372-0.00012456i,-0.00011925-0.0006249i,-0.00064651-0.0012922i,-0.0011364-0.0013855i,-0.0015198+0.00028483i,-0.0015099+0.001368i,-0.00070959+0.001332i,0.00040908+0.001484i,0.00048958+0.0012214i,0.00041958+0.0001948i,0.00072556-0.0010375i,0.00031342-0.00086762i,-0.00019705-4.0923e-05i,-0.00047733+0.0013872i,-0.00080518+0.0019705i,0.00027033+0.0015623i,0.00077825+0.0017226i,0.00078229+0.0013949i,0.0014637+0.0010361i,0.00085314+0.00037585i,-0.00024352-0.00069165i,-0.00058502-0.00070125i,-6.5735e-05-0.00023299i
-0.001291+0.00086841i,-0.00092615+0.0013296i,-0.00030523+0.0021288i,0.00039955+0.0019608i,0.00068553+0.0010801i,0.00074001+0.00033875i,0.00071938+8.283e-05i,0.00050949+0.0003158i,0.00054612+0.00011714i,0.0010452-0.0006516i,0.00097854-0.00066952i,0.0010065-0.00065639i,0.00027372-0.00055806i,-0.00054385-0.0011604i,-0.00093435-0.0010392i,-0.00086554+0.00024107i,-0.00057842+0.00068469i,-0.00039292+0.00088155i,0.0011772+0.00050478i,0.00091255-0.00068214i,-0.00066212-0.0011254i,-0.00075728-0.00049561i,-0.00039167-0.00046566i
-0.0005102+0.0008836i,-0.00050138-0.00025782i,-0.00062819+0.00020625i,-0.00092725+0.00052636i,-0.00060533-0.00035652i,-0.00012696+7.0964e-05i,-7.6112e-06+0.0017015i,0.00024388+0.0025432i,0.00075139+0.0020198i,0.00055091+0.0006033i,0.00027463-0.0002435i,0.00065632-0.00020363i,0.00070855-0.00085789i,-0.00026293-0.00095273i,-0.0008125-0.00032082i,-0.00022453+0.00020827i,0.00029704+0.00014885i,0.00032377-0.00011692i,0.00033018+0.00030885i,0.0009216+0.00017895i,0.00076213-0.00051968i,-0.0006237-0.0004757i,-0.00041235-0.00026148i
-0.00036717-0.00028118i,-0.00059347-0.00083183i,-0.0012368+5.4016e-05i,-0.001415+0.00050665i,-0.0015142-0.00055884i,-0.0015772-0.00094518i,-0.00070143+0.0005642i,2.3865e-05+0.0013116i,0.00090681+0.00066949i,0.00093002+0.00079346i,0.00055137+0.00052826i,0.00050656-0.00042329i,0.0006352-0.0011275i,0.00086943-0.0010599i,-2.9655e-05-0.00034606i,-0.0011187-0.00011868i,-0.00040863-7.7899e-05i,4.4783e-05+0.00011443i,-0.00025412+2.8922e-05i,-0.00010918-0.00018476i,-0.00014465-0.00024391i,-0.00068102-0.00047023i,-0.00068987-0.00036882i
-3.4702e-05+0.0014756i,-2.2328e-06+0.00062557i,-0.00031978+4.2632e-05i,-0.00050616-0.0012086i,-0.00035602-0.00094198i,-0.00050902+0.00023855i,-0.00091618+0.0009741i,-0.00013161+0.00060264i,0.00014482-0.00013462i,0.00020602+0.00019322i,-5.0591e-05+0.00042303i,0.00037223+5.3771e-06i,0.0013637-0.00014246i,0.0013915-0.00062683i,0.00063291-0.00087149i,0.00012133-0.00018394i,0.00055585+3.321e-05i,0.0011707-0.00015442i,0.00097576+0.0001437i,0.00080848-0.00057227i,0.00027426-0.0008166i,-0.00046817-5.2513e-05i,-0.00048446-7.298e-05i
0.00032631-0.00072045i,-0.00012244-0.0012878i,0.00033496-0.0029038i,0.00086907-0.0038222i,0.00017428-0.0033891i,-0.00094077-0.0015263i,-0.00060851+0.00063763i,0.00011809+0.0012868i,-4.4626e-05+0.0011924i,-0.00040124+0.00052822i,0.00016162-0.00022759i,0.00089015-0.00028181i,0.0011948-0.00024638i,0.00076824-5.1793e-05i,0.00031866+7.4117e-05i,0.0002195+0.00016622i,0.00028588-0.00042089i,0.00056512-0.0011727i,6.4739e-05-0.0012169i,-0.00054335-0.0010547i,-0.00054965-0.00015419i,-0.00023052+0.00049616i,-1.7295e-05+0.0006209i
0.0014834-0.00043822i,0.0018613-0.00033952i,0.00064301-0.00044695i,-0.0010257-0.00026468i,-0.0020544+0.00018251i,-0.0018147+0.00089655i,-0.00038289+0.0013851i,0.00057079+0.0012935i,0.00064359+0.00047591i,0.00077481-0.00047809i,0.0010646-0.0011758i,0.00051391-0.0012014i,-0.00030212-0.00027396i,-0.00073561+0.00078203i,-0.00041409+0.001007i,-6.8948e-05+0.00062798i,0.00065496+0.0010108i,0.0007174+0.00094074i,0.00061518+3.8512e-05i,0.0011012-0.00041016i,0.00049465-0.0003508i,-0.00033119+8.1971e-06i,-1.0014e-05+0.00035898i
0.0014998+0.00039189i,0.0010059+0.00050001i,0.00090395+0.00053469i,0.00079855+0.00073085i,0.00081913+0.00050761i,-0.00020588+0.0011247i,-0.001035+0.0018591i,-0.00092922+0.0011682i,-0.00036831+0.00036115i,0.00053127-8.5155e-05i,0.00055216-0.00079736i,0.00083633-0.0015841i,0.00086619-0.00075831i,-0.00012354+0.00026708i,-0.00058981+0.00073182i,3.5582e-05+0.001418i,0.0010312+0.0015947i,0.00081743+0.0015842i,0.00036595+0.00090126i,0.00060451+0.00014088i,0.00087805-0.00011796i,0.0014552-8.2101e-05i,0.0013555-0.00035473i
0.00042215-0.001332i,-4.1457e-05-0.00095141i,-0.00066365-0.001387i,-0.0013555-0.0011359i,-0.0020149-6.3932e-05i,-0.0011671+0.00066636i,-0.00014302+0.0015094i,0.00031066+0.001693i,0.00040643+0.0004147i,0.00061556+3.9673e-05i,0.00098401+0.00020186i,0.00079026-0.0010295i,-3.1963e-05-0.0018003i,-0.0014901-0.00063016i,-0.0024834+0.00065437i,-0.0014218+0.0011481i,-0.00028744+0.0012447i,5.6343e-05+0.00074841i,0.00064501+7.3362e-05i,0.00058654-0.00018513i,-0.00026933-0.00042054i,-0.00060094-0.0002114i,-0.00028849+0.00033586i
0.00085105-0.0010902i,0.00098102-0.0021318i,0.00014221-0.0018859i,-0.00042907-0.0010202i,-0.00097951-0.00038279i,-0.0012427+0.00053178i,-0.00057249+0.00085367i,-0.00031213+0.00071511i,-0.0002256+0.00080909i,0.00015518+0.00047669i,0.00078558+0.00013523i,0.0010098+0.00021631i,0.00033022+3.9598e-05i,-0.00040614-0.00039532i,-0.00073565+0.00055544i,-0.00089648+0.0013567i,-0.0010108+0.00068922i,-0.00068062+0.00056713i,-3.7988e-05+0.00072834i,2.345e-05-2.4658e-06i,-0.00054013-0.00058567i,-0.00025545-0.00020909i,0.00064384+9.8911e-05i
-0.0012434-0.0012171i,-0.00037755-0.00073958i,-0.00084243-0.00023748i,-0.0014911-0.00088683i,-0.0021167-0.001066i,-0.0018142-2.5392e-05i,-0.0002944+0.0010057i,0.00085531+0.0013228i,0.00062357+0.0010925i,0.00034989+0.00039778i,0.0012648+0.00012789i,0.0014845+0.00013764i,0.00050117+0.00040191i,-0.00029552-0.0001337i,-0.00090162-0.00026779i,-0.0011098+0.00042464i,-0.0011145+0.00030886i,-0.00045656+0.00026669i,-0.00019676+1.7722e-05i,-0.00060665-0.00056184i,-0.00042411-0.00032232i,7.074e-05+0.00023964i,0.00046243+0.00023866i
-0.00055487-0.0015532i,-0.0009236-0.0015984i,-0.00038829-0.0025091i,-0.00013544-0.0013732i,-0.00090163-0.00044145i,-0.0019538-5.9826e-05i,-0.0015618+0.00046265i,-0.00042467+0.00069036i,-0.00068888+0.00015695i,-0.001226-0.00045029i,-0.00061351-0.0010268i,0.00042107-0.0011741i,0.0008341-0.00085149i,7.6448e-05-0.0006796i,-0.00054251-0.00035225i,-0.00023688+3.4478e-05i,0.00010995-2.7071e-05i,-0.00069914-0.00066615i,-0.00075143-0.00076772i,-0.00036945-0.0007547i,0.00044003-0.00059612i,0.00050079+8.0454e-05i,-0.00010378+5.1862e-05i
-0.00085173-0.00060035i,0.000211-0.0017942i,0.00072715-0.0025632i,0.0001192-0.0015558i,-0.00057006-0.0006424i,-6.6906e-05+7.5764e-05i,0.00049079+0.0014726i,-0.00024892+0.0025515i,-0.00074245+0.0019727i,-0.00024124+0.00094048i,-7.6806e-05+0.00059865i,0.00033265-5.0334e-05i,0.00091067-0.0007441i,0.00036302-0.00085942i,-0.00022589-0.00016023i,4.0497e-05-0.00012269i,0.00030083-8.2716e-05i,-3.7477e-05+0.00050906i,0.00045935+0.00058497i,0.00033083+0.00013331i,-0.000231-0.00057404i,-0.00032171-0.00087251i,-0.00034567-0.00058295i
0.0019068+0.00027834i,0.0014021-0.00027302i,0.00142-0.0011233i,0.0004661-0.0015912i,-0.0012225-0.0016298i,-0.0021132-0.00075944i,-0.0017533-0.00017834i,-0.00030202-4.6518e-05i,0.0004597+0.00032571i,0.00021724-0.00022667i,0.00021576-0.0010819i,0.00035962-0.00060741i,0.00032093-0.00035261i,0.00048143-0.00079852i,0.00099696-0.00041296i,0.00033199+0.00034927i,-0.00044806+0.00021836i,0.00024235-0.00024528i,0.0012813+7.4882e-05i,0.0014586-0.00026965i,0.000544-0.00056599i,8.5133e-06-0.00069388i,-0.00041378-0.00036131i
-0.00087413-0.0012754i,-0.0013823-0.00058947i,-0.0013732+0.00059957i,-0.00044528+0.0014021i,-0.00028469+0.001947i,-0.00065645+0.0015319i,-0.00043205+0.0011069i,0.00037875+0.00052544i,0.0012111-0.00049227i,0.0006927-0.00062131i,-2.1801e-05-2.1284e-05i,0.00037127+0.00025599i,0.0009068+0.00016338i,0.0013938+0.00030638i,0.0018073+0.00038757i,0.0015718+0.00053565i,0.0010427+0.00029202i,0.0012484-0.00053583i,0.0014635-0.00055293i,0.00061869-0.00018997i,0.00025125-0.00099279i,0.00057613-0.0015682i,0.00032826-0.00075684i
-0.00089057+0.0007011i,-0.00026727+0.0012498i,-0.00092712+0.0018973i,-0.000887+0.0013584i,-0.00026324-0.00041601i,-0.00048998-0.0013894i,-0.0005198-0.00034763i,0.00034353+0.00063343i,0.00098468+0.00081474i,-7.7638e-05+0.00055512i,-0.00069675-0.00033446i,-0.00076604-0.00082957i,-0.00083077-0.00052379i,1.8717e-05-4.445e-05i,4.8559e-06+0.00033297i,-0.00038379+0.00048765i,0.00023689+0.0003749i,0.00028402+0.00045331i,0.00032023+0.0005238i,0.00097737+0.00023157i,0.00019446-0.00044184i,-0.00071477-0.00079814i,-0.00055082-0.00024241i
4.024e-06-0.00054089i,0.0010645-0.00076537i,0.0013371-1.9027e-05i,0.000353-8.9214e-05i,-0.00046243-0.0005862i,-7.8947e-06+0.00018688i,0.0001248+0.0013759i,7.0751e-06+0.0012848i,0.0004599+0.0012688i,0.00054122+0.00060269i,0.00081231-0.00041349i,0.0010958-0.00040044i,0.00082727-0.00041115i,0.00019208-0.00051334i,-0.00071937+0.00037958i,-0.0010603+0.0013926i,-0.00097776+0.001533i,-0.00060886+0.0008662i,-6.4264e-05+0.0005179i,0.0006341-0.00057265i,0.00086314-0.00094658i,0.00028237-0.00024428i,-0.00011656+5.2238e-05i
0.00067757-0.0017865i,-0.0006524-0.00033857i,-0.0012759-0.00084713i,-0.0010662-0.001457i,-0.0010346-0.0006538i,-0.0016592+0.00046593i,-0.00099263+0.0014523i,0.00013127+0.0011665i,0.00060387+0.0001081i,0.00068039-0.00060788i,0.00012362+0.00015922i,-0.0004423+0.00058746i,3.7698e-06+0.00021326i,-0.00022908-0.00019365i,-0.00044707-0.00019586i,-0.00037632+0.00012451i,-0.00026223+0.00062931i,-0.00034797+0.00063851i,0.00022067+0.00074226i,0.00081472+0.00037595i,0.00051494-0.00013083i,-0.00051666+1.0791e-05i,-0.0010522+0.00038416i
0.00047045-0.00054764i,0.0010704-0.00047744i,0.00030587+0.00022947i,0.00029998+0.00024202i,0.00010447-0.00086037i,-0.00073012-0.00064304i,-0.00070857+0.0003376i,3.9235e-05+0.00037762i,0.00062342-0.00039392i,0.00073905-0.00010178i,0.00053817-0.00010138i,0.00068477-0.00065132i,0.00030684-0.00043872i,-0.00061317-0.00060912i,-0.00073747-0.00039156i,-0.00033158-4.5148e-05i,0.00029582+0.00030453i,0.00015605+0.00069542i,0.00019596+0.00046221i,7.6524e-05-0.00026176i,-0.00037587-0.00027976i,0.00014297+0.0009049i,0.00029829+0.00070424i
-0.00086827-0.0010352i,-0.00085952-0.0014706i,-0.0018159-0.0016334i,-0.0020627-0.00065397i,-0.0014452-9.6343e-05i,-0.00087711+0.00038543i,-0.00025615+0.00058229i,0.00033746+0.00010014i,0.00017802-0.00014521i,0.00018331-0.00076589i,0.00075176-0.00053854i,0.00062039+0.00010563i,0.00046599-0.00087601i,-0.00045678-0.0011311i,-0.0012034-0.0005547i,-0.00086472-9.6281e-05i,-0.00028629+2.4743e-06i,0.00084017-0.00012854i,0.0013172-0.00051835i,0.00074028-0.00067774i,-0.00070904-0.00021696i,-0.0013529+0.00056608i,-0.0011306+0.0005151i
