-0.001107+0.00047447i,0.00048275-0.00060899i,-5.1431e-05+0.0017254i,0.00032187+0.0039404i,0.0012299+0.0037908i,0.00092655+0.0023507i,0.00093051+0.00022491i,0.0011172-0.00085089i,0.0012123+0.00010514i,0.00085695+0.00057026i,0.00026458+0.00056417i,-3.5244e-06+2.2514e-05i,-0.00037051-0.00085521i,-0.00069511-0.0011628i,-0.00061509-0.00098289i,-0.00068592-0.00041723i,6.5782e-05+4.6062e-05i,0.00078181+0.00024411i,0.00039263+8.9039e-05i,0.0010117+9.6047e-05i,0.00087005-0.0002971i,-0.00011578-0.00065278i,1.6941e-05-0.00055795i
0.00020593+0.0012225i,0.00057878+0.0010206i,0.0010359+0.00063637i,0.0031827+0.00031179i,0.0046958-0.00047221i,0.0030775-0.001844i,0.001036-0.0027681i,1.4005e-05-0.0018573i,0.00023501-0.00032783i,-5.1461e-06+0.00020487i,-0.00084417+7.0499e-05i,-0.00065922+3.601e-05i,0.0004261+0.00078711i,0.00023099+0.00068737i,-0.00052842-0.00027748i,-0.00083992-0.00092888i,-0.00059157-0.00085873i,-0.00019172+0.00019011i,-0.00051367+0.0011068i,-0.00034924+0.0015726i,0.00041931+0.0011008i,8.989e-05+8.5767e-05i,0.00022937+4.3426e-05i
0.001142-0.00053574i,0.0019458-0.00048199i,0.0037194+4.8273e-06i,0.0054984+0.00021954i,0.00491-0.0014504i,0.0023507-0.0027806i,0.0006559-0.0024265i,0.00048458-0.0015524i,-5.3734e-05-0.00077813i,-0.000468+7.4167e-05i,-0.00047909+0.00010866i,-0.00030714-0.00067109i,-0.00046347-0.00048471i,-0.00068755+0.0003151i,-0.00018221+0.00054605i,0.00037716+0.00084117i,0.00013341+0.00083289i,7.8452e-05+0.00046988i,-0.00011697+0.00039268i,-0.00083534+0.00044014i,-0.00094658+0.00031026i,-0.00026219+0.00044365i,0.00025413+0.00040998i
0.00057153-0.00019984i,0.0010705+0.00062058i,0.0012926+0.0014119i,0.0019704+0.0016221i,0.0021082+0.00053516i,0.0014603-0.0011308i,0.0012385-0.0021428i,0.0009269-0.0021047i,0.00050486-0.00070774i,0.0003246+0.00061293i,0.00047743+0.0011625i,-4.6837e-05+0.00056124i,0.0003167-0.00030077i,0.0012293-4.5637e-05i,0.00072229+0.00024167i,-0.00047066-0.00042631i,-0.00061991-0.00087173i,0.00010429-0.00091369i,2.033e-05-0.00070685i,4.3254e-05+8.1589e-06i,-0.00021764+0.00050187i,-4.1127e-05+0.00028051i,-0.00014149-0.00020972i
0.0017424-0.0002093i,0.0022771+0.00046365i,0.0026079+0.00067807i,0.0035899+0.00071151i,0.002968+0.00018536i,0.0012008-0.0014653i,0.00041404-0.0015077i,0.00014214-0.00010229i,0.00017541+0.00017222i,-0.00032603+0.00051401i,-0.0010367+0.00062547i,-0.00094566-8.9999e-06i,-0.00049087-0.00050791i,8.9948e-05-8.2006e-05i,3.9031e-05-3.2777e-05i,-0.00032319-3.284e-05i,-0.0003184+1.62e-06i,-0.00025304-0.00069309i,-0.00039487-0.00073583i,1.1778e-05-0.00036218i,0.00092282+3.4492e-05i,0.00064999+3.4802e-05i,-0.00041307-0.00032833i
0.0019942+0.00042846i,0.0019011+0.0014755i,0.0011959+0.0012814i,0.0010468+0.0015031i,0.0015549+0.00089119i,0.0011867-0.0010511i,0.0002567-0.002053i,0.00018973-0.0010096i,3.7378e-05+5.7076e-05i,-8.8181e-05+0.00045406i,-0.00027916+0.00096084i,-0.001147+0.00060371i,-0.00093278-0.00019941i,-7.2161e-05-7.6815e-05i,8.3729e-05+9.3819e-05i,-0.0004005-0.00024668i,-0.00062009-0.00036169i,-0.00070633-0.00040499i,-0.00086919-0.00050404i,-0.000488-9.6247e-05i,-0.00028064+0.00035303i,-0.00042325+3.7155e-05i,-0.0003112-0.00010695i
0.001101+0.00050377i,0.001089+0.00078905i,0.0019068+0.0011473i,0.0026258+0.0018866i,0.0020559-8.3824e-06i,0.001019-0.0018444i,0.00063961-0.0011906i,-9.5384e-05-0.00055266i,-8.472e-05-0.00092524i,0.00011724-0.0013158i,-0.00044374-0.0008285i,-0.00096952-0.00069905i,-0.00095142-0.00037491i,-0.00057909+3.6042e-06i,0.00019122+0.00032592i,0.0003941+0.00013145i,0.00015375-0.0010833i,-0.00033476-0.001587i,-0.00080811-0.0010096i,-0.0002277+0.000224i,0.0002715+0.00060456i,0.0011529+0.00056917i,0.001451+0.00024023i
-0.0002098-0.00064969i,0.0010311+1.4896e-05i,0.0018951+0.00062745i,0.0026224+0.0002372i,0.0034335-0.0010987i,0.003058-0.0023229i,0.0017489-0.0020984i,0.0011411-0.0010431i,0.00063921-5.1137e-05i,0.00036662+0.00021077i,-0.00031316+3.5291e-05i,-0.00033684+0.00031i,-3.2272e-05+0.00042324i,9.5925e-06-3.2185e-06i,-0.00033143-0.0002639i,-8.3256e-05-0.00025926i,0.00047379-7.0259e-05i,0.00042449-0.00023149i,1.996e-05-2.4798e-05i,-7.8712e-05+0.00034985i,0.00056277+0.00015683i,0.0003004+0.00031913i,-0.00027839+0.00042812i
8.6008e-05+0.0013989i,-0.0004924+0.00046531i,0.00083865+0.00043464i,0.002529+0.00097163i,0.0030542+0.00060541i,0.0019214-0.0014943i,-0.00028452-0.0017628i,-0.0011739-0.00044484i,0.00028724+0.00035885i,0.00098831+0.00027632i,0.00013305+1.9819e-05i,-0.00046197+0.00023843i,-4.2043e-05+0.00027563i,0.00026547+0.00066513i,-0.00028092+0.00087691i,-0.00033668-0.00030902i,0.00045153-4.8682e-05i,-3.6288e-05+0.00070714i,-0.00058774+0.00035633i,0.00011759+0.00020911i,0.00066085+0.00024193i,3.1499e-06+0.00055328i,-0.00055414+0.00054099i
-0.0013087-0.0010098i,-0.00083258-0.00063947i,0.0012034+0.00061811i,0.0038348+0.0013091i,0.0038831+0.00010206i,0.0032873-0.001168i,0.0016701-0.0025471i,0.00051903-0.0024045i,6.824e-05-0.00033324i,-0.00035476+0.00048202i,-0.00090545+2.2529e-05i,-0.00052296-0.00054123i,-0.00013964-6.0245e-05i,-0.00067035+0.00044052i,-0.00034859+0.00034559i,-0.00049459-0.00025633i,-0.00092475-0.00084926i,-0.00025748-0.00098914i,0.0001005-0.00086349i,-0.00023262-0.00022367i,-0.00032233+0.00020148i,-0.00030572+0.00034854i,0.00048829+0.00066407i
-0.00070394+0.001002i,-0.00038024+0.00049463i,0.0018626+0.00079257i,0.0036039+0.00033906i,0.0031173-0.00099606i,0.0010205-0.0021192i,-0.00036083-0.0029435i,-0.00093935-0.0026232i,-0.00056217-0.0011136i,0.00019466+0.00017987i,0.00033147+5.3099e-05i,-0.00032262-0.0005447i,-0.00076184-0.00055257i,-0.00025297+1.5997e-06i,-0.00010174+0.00027033i,0.00028516+0.00044949i,0.0001689+0.000777i,-0.0004361+0.00061715i,-0.00048979-0.00035296i,-0.0003282-0.00083402i,0.00034548-0.00042903i,0.00056123+4.564e-05i,0.00080974-0.00015086i
-0.00059684-0.0013834i,0.00018777+0.00054802i,0.0013222+0.0021976i,0.0026415+0.00123i,0.002518-3.0545e-05i,0.0016956-0.0015507i,0.00028436-0.0022355i,-0.00071124-0.0014429i,-0.00048508-0.0005373i,0.00017565-0.00033432i,0.00052421-0.00047401i,0.00017572+4.8515e-06i,-0.00041469+0.00017755i,-0.00028391+0.00013283i,0.00012129-0.0008369i,5.9855e-05-0.0010132i,-2.7109e-06-0.00037528i,6.3353e-05-1.6775e-05i,0.0001914-0.00035064i,0.00088287-0.00025582i,0.00093259+0.00036504i,0.00033421+0.00073407i,0.00012525+0.00038714i
0.00019913-0.00046391i,0.00073139+0.00022217i,0.0019421+0.0012676i,0.0035032+0.0022633i,0.0032029+0.0011858i,0.0016639-0.00067789i,0.0003332-0.0011975i,-0.00035196-0.0012928i,-0.0013335-0.00023432i,-0.0016166+0.00065901i,-0.00089692+2.2096e-05i,-0.0004881-0.00043321i,-7.4584e-05-0.00022744i,0.00064195-0.00080463i,0.00042935-0.000994i,0.00044899+0.00015308i,0.0001119+0.00067117i,2.767e-05+0.00056301i,4.244e-05+0.00082919i,8.7274e-05+0.00058536i,0.00017597+0.00037097i,-0.00020592+0.00039171i,0.00019685+0.00066951i
-0.0015081+0.00099251i,0.00038277+0.0006172i,0.0022499+0.0017388i,0.0036974+0.0022188i,0.004499+0.00062906i,0.0028733-0.0016353i,0.0005018-0.001868i,0.00022705-0.0013321i,0.00030584-0.00073709i,-0.00020494-0.00037489i,-0.0006217-0.00043156i,-0.0005452-0.00076709i,0.00014719-0.0010182i,0.00015911-0.00062827i,-0.00020142-2.9753e-05i,-0.00053133-0.00041344i,5.2997e-05-0.0013303i,0.00064103-0.0011034i,0.00081572-0.00029041i,0.00099603-8.3394e-05i,0.00057739-0.00024593i,0.00069282-0.00046854i,0.00096055+0.00020247i
-0.0010387-3.596e-05i,-0.00069407+0.00029928i,0.0010683+0.0015581i,0.0026872+0.0021334i,0.0029441+0.00041102i,0.0021518-0.0020996i,0.0008617-0.0030363i,-0.00050415-0.0024298i,-0.00085407-0.0011019i,7.9711e-05-1.3033e-05i,0.00026834+8.9215e-05i,-0.00068892-9.596e-06i,-0.0010709+0.00019818i,-0.00045278+0.00021297i,-0.00010053-9.5656e-05i,-5.2673e-05-0.0004134i,-0.00073312-0.00054586i,-0.0011312-0.00060796i,-0.00032504-0.00069187i,0.00015207-3.0251e-05i,-0.00015581+0.00065202i,-0.00011329+8.0572e-05i,0.00072971-0.00040822i
0.00055115+0.00080926i,0.00099268+0.00062526i,0.0029656+0.0017906i,0.0053491+0.0017443i,0.0053058+6.3535e-05i,0.0031474-0.0014669i,0.001022-0.0018486i,0.00012101-0.001269i,-0.00058545-0.00065967i,-0.0002774+0.00016197i,-8.3302e-05+9.0274e-05i,-0.00075214-0.00056314i,-0.0011969+0.00018977i,-0.00075342+0.00034572i,-0.0001471+0.00018894i,0.00054345+7.3634e-05i,0.0013105-3.9533e-06i,0.00058639+0.00020213i,-0.00027562+0.00063437i,-0.00057018+0.0001868i,-0.00037724-0.00017162i,-2.9199e-06-0.0001474i,-0.00077014+0.00019283i
0.00018111+0.0005843i,0.00090932+0.0013748i,0.0017253+0.0015034i,0.0031614+0.00097798i,0.0037282-6.6073e-05i,0.0022296-0.0011105i,0.0010566-0.00081499i,-4.3898e-05-0.00071478i,-0.00027197-1.5959e-05i,0.00044348+0.00035294i,-8.5831e-05-0.00033791i,-0.0011078+0.00029311i,-0.00086422+0.00039238i,0.00032152-0.00012001i,0.00064944+0.00031294i,7.452e-05+0.00026523i,-8.659e-05-0.00015189i,-0.001018+0.00028641i,-0.0012598+0.00044157i,-0.00033227-9.8743e-05i,-0.00035727+9.9926e-05i,-0.00066621+3.1048e-05i,0.00044466+9.9339e-06i
-0.0001326-0.00011528i,0.00050216+0.00015677i,0.0018601+0.00026844i,0.0032757-7.3137e-05i,0.0036127-0.00076501i,0.0030877-0.0018517i,0.001826-0.0024342i,0.00067419-0.0022i,0.00026757-0.00095383i,-0.00010265+0.00022747i,0.00030032+3.138e-05i,0.00029011-0.00036064i,-0.00063131+1.7279e-05i,-0.00066948-2.9693e-06i,-0.00087147+1.4838e-05i,-0.0003719-0.00014168i,0.00056585-0.00034173i,0.00048961-0.0010386i,0.00077926-0.001264i,0.00081767+7.9596e-05i,0.00038344+0.00088069i,0.00052188+0.00040044i,0.00035295+0.00029199i
-0.00048259+0.00069526i,0.00050824+6.8733e-05i,0.0013395+0.000596i,0.0024804+0.00034687i,0.0029063-0.00073097i,0.001863-0.0021406i,0.0010171-0.0023735i,-0.00040355-0.0017506i,-0.00068309-0.0010281i,3.9402e-05-0.00059306i,3.9086e-05-0.00096856i,0.00016952-0.00087911i,-0.00029082-0.00050199i,-0.0011488+0.0002374i,-0.0011872-7.1595e-05i,-0.00079705-0.00061919i,-0.0005784-0.00034833i,-0.0001143-0.00016399i,0.00030479+2.9716e-05i,0.0007696+5.6011e-05i,0.00090999+0.00016843i,0.0007112+0.00010954i,0.00043723+0.0003304i
0.0011902-0.00015607i,0.0019032-0.00017161i,0.0030704+0.00045571i,0.0045019+0.0018099i,0.0033177+0.00088449i,0.0014001-0.001021i,0.00011901-0.0012883i,-0.00047156-0.001086i,-0.00071096-0.0011925i,-0.00077452-0.0014408i,-0.00031941-0.0014086i,0.00029844-0.00088914i,0.00035143-0.00029596i,-0.00024857-0.00040365i,-0.00063798-0.00072211i,-0.00064909-0.0002775i,-0.00051514+0.00040717i,-0.00032081-0.00017355i,-7.7092e-06-0.00022244i,0.00039842+0.00070285i,-0.0001289+0.00037677i,-0.00037558-0.00036864i,0.00075417-0.00029813i
0.00064553+0.00026575i,0.0010091+0.00028713i,0.0026107+0.0017678i,0.0045197+0.0027592i,0.0042626+0.0019659i,0.0025992+4.5201e-05i,0.0016785-0.0013136i,0.0013251-0.0013118i,0.00091705-0.00051983i,0.00050872+0.00017298i,-0.00014258+0.00052724i,-0.0013184+2.5055e-05i,-0.0012838-0.00076743i,-0.0004421-0.00065925i,0.0002122-0.00027019i,0.0007516-0.00042133i,0.00092403-0.00017877i,0.00062006+0.00023943i,-8.408e-05+4.887e-05i,-0.00016434-0.00017253i,3.3782e-05+0.0001187i,0.00010199+0.00045612i,2.9058e-05-2.0489e-05i
0.0013752+0.00028131i,0.00061424+0.0010424i,0.0010208+0.0015703i,0.0023635+0.0013363i,0.0027796-0.00012148i,0.0013936-0.0015938i,0.0002645-0.0018825i,5.4038e-06-0.0017408i,-8.6471e-05-0.00092976i,-3.3783e-05+0.00048363i,-0.00010448+0.0007101i,-0.00046082+0.00041377i,-0.00030889+0.00034632i,0.00058532-7.7722e-05i,0.00081153-0.00055792i,0.00011076-0.00074261i,-0.00022169-0.00072422i,0.00017331-0.00085102i,-5.1634e-06-0.00091844i,-0.00026108-0.00043069i,-0.00011748+0.00042025i,0.00052832+0.00062092i,0.00095481-7.4388e-06i
-0.00025289+9.0976e-05i,-0.0010324+0.0010484i,0.00073393+0.0027564i,0.0026113+0.002935i,0.0026733+0.00057849i,0.001235-0.0011912i,0.00012039-0.00090787i,0.00036818-0.0003071i,0.00076228-0.00036387i,0.0011834-0.00048623i,0.00071533-0.0006759i,8.864e-05-0.00017609i,-3.003e-05+0.00069337i,3.4975e-05+0.00072705i,0.00025559-0.00074174i,3.7011e-05-0.0015766i,-0.00017574-0.00059073i,-0.00053546+0.00031064i,-0.00090187+0.00029933i,-0.00067133+0.00022033i,4.5926e-05+0.0001182i,0.00032357-0.00037861i,-2.2657e-05-0.00040054i
-0.00033134-0.00044887i,-0.00012296+0.00030188i,0.00063317+0.0016597i,0.0018984+0.0010795i,0.0025474-0.00073043i,0.0015927-0.0016125i,0.00052712-0.001398i,0.0005509-0.00064556i,0.00029382-1.4205e-05i,-0.00022668-0.00018195i,-9.4218e-05-0.00032044i,-0.00024041-4.6373e-05i,-0.00030572+0.00010618i,0.00021167+0.00011312i,0.00056721-0.00026902i,0.00049038-0.00049663i,0.00021496+0.00015117i,-0.00010415+0.00042713i,-0.00053513+0.0004914i,-0.00081824+0.00070886i,0.00017554+0.00047596i,0.00020629-6.4706e-05i,-0.0007235+6.3744e-05i
0.00082969+0.00066893i,0.00235+0.00095186i,0.0039824+0.0013022i,0.0048463+0.00099847i,0.0049052-0.00011776i,0.0030541-0.0011005i,0.00055115-0.00089106i,1.4343e-05-0.00029822i,-0.00055466-0.00015488i,-0.0013934+0.00069406i,-0.0014332+0.0011907i,-0.00047934+0.00076158i,0.00024407+0.00019932i,-1.4391e-05+0.00016015i,-1.8808e-05+0.00030752i,-0.00035328-0.00032051i,-0.00046237-0.00060341i,5.631e-05-0.00075835i,0.00042922-0.00022117i,0.00033974+0.0010706i,-9.729e-05+0.0012797i,0.00044408+0.00048703i,0.00077386+0.00012238i
0.00011019-0.0015504i,-6.4019e-06-0.0013052i,0.0012826-7.8723e-05i,0.0027459+0.00073275i,0.0027992+0.00027724i,0.001959-0.0010346i,0.0015537-0.0018237i,0.0010025-0.0011013i,1.288e-05-0.00053619i,-0.00018544-0.00013938i,8.2185e-05-0.00024573i,-0.00057677-0.00068774i,-0.0012926-0.00064331i,-0.0011982-0.00023236i,-0.00087186+4.9582e-05i,-0.0004562-0.00044461i,-5.0635e-05-0.00088648i,0.00011932-0.0005929i,0.0001769+0.00022521i,-0.00038769+0.00049904i,-0.00071315+0.00084942i,-0.00037168+0.00032376i,0.00062921-0.00011969i
-0.00075833+0.0011575i,9.6882e-05+0.00037118i,0.0021761+0.0015334i,0.0044706+0.0021462i,0.0049976+0.00083969i,0.0033776-0.00088383i,0.00044867-0.0010703i,-0.00059918-0.0012989i,0.00024547-0.0011928i,0.00025419-0.0002212i,-0.00063095-0.00049769i,-0.00088237-0.0010282i,-0.00049469-0.00047295i,-0.00047063+4.9622e-05i,-0.0003817+8.117e-05i,-3.8189e-05-0.00053106i,-0.00011658-0.0013474i,-0.00015575-0.0010623i,-0.0003062-6.1087e-06i,-2.1484e-05+0.00057155i,0.00050296-0.00019594i,0.00027855-0.00070708i,0.00045636-0.00078813i
-0.00056074-0.00055778i,2.1342e-05+0.00025151i,0.0014765+0.00078074i,0.0030476+0.00065847i,0.0029683+0.0008958i,0.0016518-0.00030291i,0.00089428-0.0010855i,0.00037633-0.00050182i,-0.00055578+0.00029961i,-0.00016939+0.0002265i,-3.9891e-05-0.0004893i,-0.00027787-0.0013516i,-0.00011767-0.0010779i,0.00043973-0.00057901i,0.00018719-0.00049309i,0.00014749+0.00032127i,0.00054645+0.00095081i,0.00069615+0.00025759i,0.00062877-0.00016174i,0.00050261-0.00056946i,0.00083068-0.0010015i,0.00066756-0.00046482i,0.00016678+2.403e-05i
5.0564e-05-0.00039805i,0.0011722+0.00029945i,0.002058+0.001353i,0.0027908+0.0017764i,0.0027781+0.0016884i,0.0012867+0.0003364i,-0.00012853-0.00095743i,7.042e-05-0.001329i,0.00021533-0.00099864i,3.8957e-05+0.00011383i,-0.00043817+0.00086015i,0.00010213+0.0010794i,0.00072684+0.00068893i,0.00033934-4.6569e-05i,0.00011247-0.00053605i,-0.00029953-0.00085717i,-0.00072059-0.00089642i,-0.0011628-0.001347i,-0.00081549-0.0011656i,-0.00014754+0.00026759i,-0.00028173+0.00046012i,2.43e-06+0.00021951i,0.00013429-4.4811e-05i
-0.00059124+0.00020713i,0.00023549+0.0015159i,0.0026562+0.0027721i,0.004714+0.0026457i,0.0039623+0.00046034i,0.0020183-0.0013181i,0.00053499-0.0013684i,0.00010234-0.0010061i,0.00051767-0.00088181i,4.4726e-05-0.00060909i,-0.00039612-0.0005837i,-0.00027965-0.00035993i,-0.00067954-2.6021e-05i,-0.00062488-3.3573e-06i,0.00025094-0.00050576i,0.00017062-0.0003586i,-1.5182e-05+1.5956e-05i,-1.6864e-05-0.00013783i,4.3225e-05-0.0005288i,0.00027262-0.0011193i,0.00039469-0.0012178i,-6.2336e-05-0.00035344i,8.6719e-05+0.00027558i
-0.00023622+0.00063764i,0.00014395-0.00017589i,0.0014502+0.00036808i,0.0022487+0.0007086i,0.0021083+0.00010745i,0.0010031-0.0017198i,0.00022037-0.0023071i,0.00026583-0.0013037i,-7.9549e-05-0.00088717i,-0.00010517-0.00060217i,0.00031765+0.0001058i,9.241e-07-1.2781e-05i,-0.00010872+1.2297e-05i,0.000495+0.00016189i,0.00055507-0.00012215i,-4.5625e-05-0.00061033i,0.00013158-0.00082213i,0.00086314-0.0012151i,0.00068985-0.0015477i,0.00053758-0.00071377i,0.00039539+0.0004241i,-0.00023244+0.0015713i,-0.00061864+0.0013511i
2.8646e-05-0.00037154i,0.00027276+0.00087442i,0.00048689+0.0013285i,0.0016983+0.00043386i,0.003175-0.001082i,0.0022787-0.0031804i,0.00035667-0.0036438i,-0.00089509-0.0022963i,-0.0010252-0.0011559i,-0.00048476-0.00042756i,-6.8994e-05-8.8828e-05i,7.7918e-05+0.00040971i,0.00063365+0.00034699i,0.00076459+0.00035717i,0.00024345+0.0005168i,-0.00032097+0.0001435i,-0.00021842-0.00065375i,-7.4124e-05-0.0014758i,6.7475e-05-0.00092559i,0.00029965-0.00015043i,0.00036721-0.00031503i,0.0010646-1.4463e-05i,0.0010302+0.00010509i
-2.6938e-05-0.00023344i,0.0010859+0.0012106i,0.0027635+0.0028416i,0.0041017+0.0024572i,0.0039141+0.00089646i,0.0028932-0.00038904i,0.0012402-0.0013029i,0.00027673-0.0016658i,0.00065551-0.00082295i,0.00070665+0.00014974i,0.00043395+0.00014537i,0.00036241-0.00044568i,0.00027391-0.00027685i,-3.475e-05+4.762e-05i,0.00013817+0.0003415i,-0.00038914+0.00021881i,-0.00065324+5.4887e-05i,0.00042096+0.00058111i,0.00062183+0.00035165i,0.00052075-5.9056e-05i,0.00083538-8.4269e-05i,0.00018009-9.1756e-05i,-0.00027223-4.6576e-05i
-0.0022901-0.00063646i,-0.00080721-0.0013677i,0.0010795+0.00019196i,0.0032242+0.0010006i,0.0042982+0.00048487i,0.0030328-0.00047915i,0.0014786-0.00095307i,0.00086492-0.00046064i,-0.00037232+0.00053011i,-0.0010379+0.00059927i,-0.00090649+0.00038918i,-0.00096924-4.9122e-05i,-0.00091463-0.00085829i,-0.00049364-0.0011807i,0.00025642-0.00038523i,0.00063996-0.00041909i,0.00013125-0.0012611i,-0.00023097-0.0010696i,-0.00012457-0.00066691i,-0.00025414-0.00054411i,0.00038068-0.00073233i,0.00095526-0.00057457i,0.000871-0.00038893i
0.00056331-0.0001385i,0.00083418+0.00017186i,0.0016989+0.00079702i,0.0029132+0.0016534i,0.0036248+0.00052168i,0.0021102-0.0018707i,0.00036721-0.0027749i,-0.00036042-0.0019707i,-7.1541e-05-0.00086915i,0.00054271-0.00034541i,0.00051141-0.00028692i,-0.00029438-6.9983e-05i,-1.5753e-05-0.0002618i,0.00054588-0.0010296i,0.00026811-0.00056326i,-8.4763e-05+0.0001141i,-0.00037038-0.00062361i,7.0093e-05-0.00053488i,0.00030703+0.00028796i,0.00023031-0.00032285i,0.0001442-0.001149i,0.00030783-0.00058107i,0.00052308-0.00037635i
0.0005265-0.0019495i,0.001209-0.00091472i,0.001002-0.00051465i,0.001414-0.0008591i,0.0020332-0.002086i,0.0010683-0.0018114i,0.00046008-0.0010335i,6.5155e-05-0.00044617i,-0.0013325-0.00024434i,-0.0018776-0.00071639i,-0.0011891-0.0008119i,-0.00094637-0.00066115i,-0.0011174-0.0012419i,-0.0009438-0.0013133i,-0.00089827-0.0005703i,-0.00055273-0.00042203i,-0.0006159-0.00065828i,-0.0013168-0.00010813i,-0.00135-0.00040586i,-0.00063023-0.00015994i,-0.00029831+0.00066392i,-0.00047618+0.00077377i,0.00010772+0.00075791i
0.00020378+0.00029088i,0.00098454+0.0012516i,0.0025032+0.0031665i,0.0044985+0.0031803i,0.0040769+0.0016833i,0.0016999-0.00064651i,2.7641e-05-0.0021911i,-0.0007821-0.0015835i,-0.0011152-0.00098049i,-0.00029324-0.0014398i,0.00048612-0.00094808i,7.1879e-05+0.00012544i,-0.00025189+8.3529e-06i,-9.8836e-05-0.00026695i,-0.00024122-0.0003346i,-0.00018339+4.17e-06i,0.00011897-1.9992e-05i,-0.00021075-0.00062732i,-0.00045231-0.00067988i,1.0483e-05-0.00038861i,7.9555e-05+3.6363e-05i,-0.00059489-0.00031835i,-0.0006144-0.00085056i
-0.0012744+0.00015527i,0.00010867-8.0091e-07i,0.0027813-8.8545e-05i,0.0060898+0.00019283i,0.006427+0.00044775i,0.0025473-0.0011188i,-0.00056799-0.0028965i,-0.00081301-0.0024216i,-0.00059698-0.00067276i,-0.00037626-0.00013059i,-6.5138e-05-0.00068349i,-0.00036365+1.9461e-05i,-0.0012286+0.00026198i,-0.0014552+0.00018407i,-0.00046381+0.00028463i,-0.00029138-0.0007085i,-0.00060845-0.0015899i,-0.00036065-0.00039855i,-3.9088e-05+0.00028245i,-7.756e-05-0.00062782i,-0.00034443-0.00090387i,-0.00050201-0.00028613i,-0.00059092+1.2148e-05i
0.00010483+0.0010297i,0.00068913+0.00094571i,0.002658+0.0025033i,0.005233+0.002872i,0.0051007+0.00023224i,0.0028294-0.0015001i,0.0014298-0.00081951i,0.00063475-0.00046625i,0.00012646-0.00026251i,-0.00021969+1.3633e-05i,-0.0003901-0.00043664i,-0.00025059-0.00039777i,-0.00017549-0.00019613i,-0.00027641-0.00053018i,1.1157e-05-0.00091797i,0.00035473-0.00021223i,0.00050976+0.00026892i,0.0003057+0.00018933i,-0.00015915+0.00012382i,-0.00016179-0.00022205i,-0.00062633-0.00072434i,-0.00038171-0.0006748i,-5.979e-05-0.00011897i
9.8556e-05-0.00094683i,-0.00046029+0.00074624i,0.00021377+0.00297i,0.0013507+0.0026431i,0.0022903+0.00061592i,0.0014805-0.0005479i,0.00039334-0.0010495i,0.0007981-0.001003i,0.00047553-0.00071958i,-0.00048681+3.6259e-05i,-0.00021556+0.00016636i,0.00032406+1.3968e-05i,2.196e-05-0.00030046i,-3.4694e-06-0.00057269i,0.00019145-0.00020933i,-0.00084619+0.00033426i,-0.0010278+8.6311e-05i,0.00034022-0.00066982i,0.0012251-0.00041181i,0.00060708-0.00025289i,-0.00056008-0.00044862i,-0.00039118-0.00056327i,-0.00025611-0.00013534i
0.0011094-0.00079238i,0.0025767-0.00052725i,0.004013-0.00045776i,0.0054434+0.00020486i,0.0049059+0.0014032i,0.002857+0.00039295i,0.001486-0.00062817i,0.00036585-0.00094102i,-0.00048349-0.0012975i,-0.00042999-0.00041272i,-0.00033007+9.6757e-05i,-0.00031586+0.00021256i,-0.00040535+0.00043485i,-2.4571e-05+0.00026626i,0.00055087+0.00095323i,0.00048856+0.00084631i,-2.3859e-06-0.00055918i,-0.00052827-0.00097363i,-0.0005568-0.0002589i,-0.00047006+0.00024067i,-0.00063047+0.000404i,-0.0008857+0.00048403i,-0.00079132+0.000142i
-0.001587+0.0018527i,-0.0014297+0.0022604i,0.00053402+0.0014614i,0.0029805-8.0451e-05i,0.0040345-0.00073327i,0.0026627-0.00074316i,0.0006956-0.00030411i,-0.00061235-0.00069776i,-0.00092092-0.00075632i,1.96e-05-0.00019405i,0.0002045-7.3073e-05i,-0.0010058-0.00015629i,-0.0011188-0.00018547i,-0.00037594-0.00014082i,0.00011445+7.5036e-05i,0.00033949+7.3587e-05i,0.0003613-8.8461e-05i,0.00057488-0.00051211i,0.00051786-0.00045405i,0.00031331-0.00017012i,-3.7672e-05+0.00030178i,-0.00015012-1.9568e-05i,-0.00030959+0.00014587i
-0.0010192+0.00080547i,-0.001044+0.00042049i,0.0015367+0.00045361i,0.0046036+0.0002184i,0.0044159-0.00061709i,0.0010694-0.001997i,-0.00053517-0.0024813i,9.091e-06-0.0014462i,0.00039684-0.00020288i,0.00037239+0.00025156i,0.00038213-0.00042963i,-0.00025602-0.0008814i,-0.00051911-0.00026938i,3.483e-05-0.00033576i,-2.4454e-05-0.00090589i,4.2155e-06-0.00089164i,-0.00015316-0.00083853i,-0.00049485-0.0005206i,-0.00032934-0.0004248i,-0.00043704-0.00095447i,-0.00068713-0.001376i,-8.8436e-05-0.00096423i,3.7081e-05-0.00023359i
-0.00038231-0.00010464i,4.3833e-05+0.00090048i,0.0016032+0.0015356i,0.0047746+0.0026902i,0.0053301+0.0022971i,0.0027081-0.00032075i,0.00040015-0.0019587i,-0.00023428-0.0013842i,0.00011692+1.6068e-06i,0.00068543+0.00015854i,0.00066708-0.00042062i,-0.00043394-0.00065264i,-0.00095498-0.00046649i,-0.00097272+4.2102e-05i,-0.00093541-0.00017205i,-0.00093531-0.00047027i,-0.00044365-0.00063447i,-0.00058449-0.0011363i,-0.00046031-0.00070978i,4.3213e-05+2.9203e-05i,3.4291e-05+7.7101e-05i,-0.00021+0.00034067i,-0.00057893+0.00076989i
