9.3698e-05+0.0021422i,0.0012525+9.5046e-05i,-0.00020647-0.0025141i,-0.0022635-0.0024612i,-0.0035986-0.00022364i,-0.0042727+0.0016098i,-0.0025501+0.0019897i,-0.0002164+0.0018789i,0.0010844+0.00097063i,0.00095567-0.00013296i,1.1449e-05-0.00054507i,-6.6128e-05-0.00082665i,-0.00038316-0.00085325i,-0.00094474-0.00044791i,-0.0012056-4.335e-05i,-0.0013417-0.00056175i,-0.001513-0.0004112i,-0.0014491+0.00016925i,-0.0013109+4.8376e-05i,-0.00078443-0.00019009i,8.114e-05+4.2526e-05i,1.742e-06+0.00037709i,-0.00025358+4.1993e-05i
0.022078+0.15767i,0.028284+0.27624i,-0.00017634+0.40534i,-0.051408+0.52328i,-0.060522+0.51884i,-0.0051641+0.3576i,0.051116+0.16781i,0.077077+0.06255i,0.079874+0.026555i,0.054559+0.013598i,0.026582+0.012998i,0.017535+0.0093101i,0.015268+0.0013248i,0.010633+0.0021473i,0.0055134+0.0069525i,0.0022979+0.0085907i,0.0023053+0.0080835i,0.0044091+0.0060823i,0.005472+0.0031509i,0.0035155+0.00087882i,-0.00054554+0.00017884i,-0.0023789+0.00020429i,-0.00083745+0.00019812i
-0.13091-0.066381i,-0.17142-0.15448i,-0.12968-0.30152i,-0.059302-0.46048i,-0.039065-0.48303i,-0.064215-0.31853i,-0.078507-0.12589i,-0.083204-0.030295i,-0.081179-0.0018013i,-0.051615+0.0055758i,-0.017207+7.0766e-05i,-0.0051842-0.0066275i,-0.0070089-0.0063999i,-0.0084354-0.0053633i,-0.0074823-0.0052004i,-0.0054543-0.005244i,-0.0041345-0.0060079i,-0.0035633-0.0075557i,-0.0034631-0.006352i,-0.0023632-0.0011382i,-0.00013603+0.0013415i,0.0023502-0.0016141i,0.0043249-0.0052808i
0.10318-0.082568i,0.1573-0.055308i,0.15692+0.091265i,0.11801+0.28737i,0.088725+0.35717i,0.074319+0.23566i,0.053471+0.078606i,0.042868+0.012739i,0.047377+0.0064636i,0.036069+0.008081i,0.015619+0.006497i,0.0080651+0.00092189i,0.0072349-0.005367i,0.0052766-0.0049615i,0.0044066+0.00096123i,0.0063366+0.0062179i,0.0087996+0.008983i,0.0090692+0.0083455i,0.0072271+0.0051878i,0.0042877+0.0019864i,0.001744+0.0012074i,0.00071768+0.0035854i,-0.00020393+0.0060214i
0.016765+0.11312i,-0.026362+0.11506i,-0.098964-0.016353i,-0.1467-0.20387i,-0.13536-0.26915i,-0.095497-0.17624i,-0.079039-0.056409i,-0.087871+0.0061818i,-0.08596+0.023492i,-0.056198+0.016969i,-0.024613+0.003753i,-0.011216-0.0017238i,-0.0064272-0.0011618i,-0.0034553-0.0012341i,-0.0046378-0.0012279i,-0.0065945-0.0012625i,-0.0070401-0.0015167i,-0.0052857-0.0010367i,-0.0031947-0.00030818i,-0.0023389+0.00011291i,-0.0020034+0.00025649i,-0.003337-7.451e-05i,-0.0046525-0.0008945i
-0.097655-0.02114i,-0.096407-0.0047834i,-0.0056761+0.10075i,0.096323+0.25557i,0.10783+0.30638i,0.062274+0.20558i,0.034059+0.073351i,0.03505+0.002882i,0.038895-0.014447i,0.026358-0.0058083i,0.012092+0.0075723i,0.010024+0.010149i,0.010341+0.0048798i,0.0068479+0.0016006i,0.0051187+0.00031232i,0.0044193-0.0017278i,0.0031912-0.002295i,0.0030921-0.0011815i,0.0023026-0.0011671i,0.0011015-0.00087625i,0.0019382-0.00042707i,0.0038297-0.00041182i,0.0053871+0.0015457i
0.063127-0.076084i,0.066492-0.10942i,-0.0079903-0.15432i,-0.10135-0.23894i,-0.11134-0.2858i,-0.062902-0.2072i,-0.027018-0.083386i,-0.025733-0.017717i,-0.038906-0.0012224i,-0.035618-0.00018629i,-0.018768-0.0016803i,-0.0054483+0.00037034i,-0.00043623+0.0033807i,-0.0014014+0.0039415i,-0.0047976+0.0054877i,-0.0058949+0.0069813i,-0.0058348+0.0058659i,-0.0056962+0.0047206i,-0.0042626+0.0030639i,-0.0042199+0.00044983i,-0.0059333-0.0013334i,-0.0061125-0.00032926i,-0.0040743+0.00024718i
0.0366+0.082093i,0.068819+0.11928i,0.12737+0.14127i,0.18785+0.19559i,0.17632+0.24294i,0.11047+0.18247i,0.059957+0.056917i,0.037211-0.025956i,0.027315-0.040427i,0.020795-0.019986i,0.016964-0.0033712i,0.013403-0.00050015i,0.0086429-0.0012011i,0.0052555-0.0012954i,0.0023334-0.003037i,-0.0012314-0.0043664i,-0.0031265-0.0017467i,-0.0017609+0.0011344i,0.00212+0.0022415i,0.0043666+0.0020836i,0.0035836+0.00021166i,0.0017635-0.00090675i,-0.00033719-0.00057325i
-0.090699-0.0089789i,-0.15201-0.029112i,-0.21127-0.071375i,-0.26965-0.14464i,-0.26025-0.19269i,-0.16344-0.15043i,-0.072199-0.070912i,-0.041007-0.023974i,-0.040619-0.0066099i,-0.032858-0.00076579i,-0.017833+0.00056704i,-0.0080934+0.0024474i,-0.0030487+0.0052452i,0.00042122+0.0068867i,0.0029646+0.0072493i,0.0032732+0.0058108i,0.0010819+0.0026526i,-0.00060845+0.00035672i,-0.0025173-0.00085821i,-0.0056249-0.00054667i,-0.0074107+0.0021015i,-0.0066518+0.0036174i,-0.0051078+0.0019861i
0.052198-0.063395i,0.094918-0.075824i,0.14425-0.028863i,0.20665+0.062236i,0.22242+0.12813i,0.15152+0.10858i,0.069755+0.046081i,0.038922+0.0026873i,0.034989-0.015917i,0.025502-0.015519i,0.012131-0.0061066i,0.0019482+0.00021062i,-0.0050966+0.0012842i,-0.0086647+0.00011448i,-0.0094305-0.0030782i,-0.0071928-0.0039923i,-0.0033553-0.0029681i,-0.0004029-0.0030183i,0.0020775-0.0042712i,0.0043798-0.0063987i,0.0053951-0.0062603i,0.0050706-0.0043727i,0.0042091-0.0015416i
0.029039+0.076453i,0.011758+0.10975i,-0.057497+0.09064i,-0.14827+0.022822i,-0.17588-0.042696i,-0.10984-0.047126i,-0.032188-0.0057905i,0.00045162+0.020805i,0.0014196+0.020967i,-0.0039629+0.013019i,-0.0043139+0.0088492i,-0.0021327+0.0076129i,0.00077902+0.0052861i,0.0025456+0.001561i,0.0031384-4.3321e-05i,0.0034208-0.00047826i,0.001791-0.00059006i,-0.0024558+0.00067849i,-0.006439+0.0029709i,-0.0067895+0.0055249i,-0.0049167+0.0053634i,-0.0034422+0.0032574i,-0.0032535+0.002122i
-0.070568-0.01038i,-0.071347-0.029305i,0.0079643-0.036589i,0.11983-0.01569i,0.15912+0.023133i,0.10902+0.040464i,0.062046+0.022437i,0.051198-0.0051294i,0.041045-0.020137i,0.022587-0.014097i,0.0094564-0.0014245i,0.0037266+0.0017082i,-0.00093982+0.0010068i,-0.0060285+0.0035174i,-0.0084417+0.0045628i,-0.0074201+0.0019336i,-0.0046144-0.0014704i,-0.0015004-0.0032699i,0.0012086-0.0032287i,0.0022392-0.0050022i,0.0012852-0.0083345i,0.000427-0.008562i,0.00012712-0.0070455i
0.031003-0.060403i,0.032378-0.0704i,-0.023224-0.050952i,-0.11301-0.041507i,-0.14752-0.058111i,-0.093658-0.054211i,-0.026362-0.021707i,-9.8096e-05+0.0016124i,0.00069338+0.0088912i,-0.0029736+0.0085875i,-0.0046537+0.0059911i,-0.0036733+0.0023263i,-0.0013674-0.0020822i,0.00080129-0.0044984i,0.0014406-0.0030443i,0.0014687-0.0010722i,0.0014447-0.00046028i,0.0022131+0.0011252i,0.0027826+0.0035288i,0.0022003+0.0044816i,0.00058585+0.0049327i,-0.00039425+0.0052241i,0.00058017+0.0035869i
0.037376+0.05294i,0.048695+0.067807i,0.067945+0.040414i,0.10767+0.019304i,0.12311+0.048559i,0.080338+0.067903i,0.025958+0.043306i,0.0034553+0.017904i,0.0042864+0.0088955i,0.0057018+0.004704i,0.0001569+0.0020265i,-0.0049345+0.00019723i,-0.0059601-0.00075432i,-0.0050832-8.423e-06i,-0.0049333+0.00044282i,-0.0059302+0.00052444i,-0.0047144+0.00037263i,-0.0017777-0.0010796i,3.1148e-05-0.0034139i,-0.00081829-0.0059013i,-0.0022463-0.006393i,-0.0026207-0.0050633i,-0.0025165-0.0024514i
-0.059477+0.0085333i,-0.088129+0.012312i,-0.10687+0.029631i,-0.13403+0.042436i,-0.14234+0.017474i,-0.099712-0.0031593i,-0.047748+0.015576i,-0.020336+0.037626i,-0.010511+0.037036i,-0.0088787+0.023867i,-0.0079947+0.014154i,-0.0050414+0.0083791i,-0.0015728+0.0024913i,-0.00035363-0.0021272i,0.00082423-0.0032081i,0.0025363-0.0014979i,0.003345-0.00061979i,0.0014243+0.00028795i,-0.0022396+0.002008i,-0.0018639+0.0040434i,0.001241+0.0051242i,0.0037799+0.0037425i,0.0031053+0.0010497i
0.024803-0.051008i,0.049643-0.073957i,0.081058-0.075463i,0.12561-0.062059i,0.14779-0.02764i,0.10314+0.011564i,0.040284+0.027051i,0.013629+0.023499i,0.0097+0.012086i,0.0039513+0.0019852i,-0.003069-0.0012854i,-0.004531-0.00079376i,-0.0034898-0.0016124i,-0.005412-0.0039104i,-0.0092035-0.0050152i,-0.0092069-0.0027832i,-0.004831+0.00049604i,-0.00036453+0.00061337i,0.0011606-0.00084233i,-4.8876e-05-0.001069i,-0.0011523-0.0015567i,-0.00098844-0.0012956i,-0.00012431+0.00026479i
0.028538+0.037511i,0.027238+0.064042i,-0.0016211+0.073908i,-0.050832+0.065536i,-0.085815+0.038366i,-0.069979+0.010764i,-0.030719+0.0070731i,-0.010582+0.012663i,-0.0073161+0.013333i,-0.006121+0.0094385i,-0.0027383+0.0037536i,0.0010197-0.0012945i,0.0038004-0.0054754i,0.0066811-0.0056068i,0.008372-0.0035254i,0.0053043-0.0031884i,-0.00023634-0.0022765i,-0.0029188+0.00038857i,-0.00080186+0.00261i,0.0026687+0.0023467i,0.0041263+0.00075934i,0.0027763-0.00095239i,0.00065799-0.0020859i
-0.042836+0.0052928i,-0.057025-0.011952i,-0.036463-0.043626i,0.0060162-0.067584i,0.031636-0.054158i,0.01832-0.018677i,-0.0090604-0.0060076i,-0.024086-0.0097372i,-0.024877-0.0070438i,-0.017975-0.0033093i,-0.013376-0.0030382i,-0.011119-0.0013038i,-0.0066673+0.0028934i,-0.0058408+0.0068834i,-0.010639+0.0083727i,-0.011608+0.0065112i,-0.005893+0.0028675i,0.00093836-0.0012625i,0.0035641-0.005101i,0.0014205-0.0060197i,-0.0010127-0.0038391i,-0.0011274-0.00079937i,-0.00075798+0.0008261i
0.01559-0.036955i,0.027068-0.035519i,0.011465+0.00010634i,-0.029214+0.042527i,-0.060472+0.049739i,-0.054131+0.022951i,-0.036771+0.0017011i,-0.032832+8.0717e-05i,-0.027142+0.0031144i,-0.015233-0.0004657i,-0.007682-0.0065055i,-0.0049709-0.0076151i,-0.0019588-0.0069318i,0.0025992-0.01076i,0.0057784-0.015856i,0.0022428-0.013999i,-0.0026823-0.0051853i,-0.0032845+0.0029883i,-0.0025585+0.0055088i,-0.0015741+0.0042733i,-0.00045588+0.0024654i,-0.00045906+0.00049847i,-0.0012111-0.00087843i
0.023006+0.030172i,0.023492+0.039267i,0.016447+0.02247i,0.025748+0.00019206i,0.043666+0.003293i,0.031813+0.016759i,-0.00052026+0.015039i,-0.016391+0.0066046i,-0.012506+0.0016017i,-0.0047679-0.00042026i,-0.0010115+0.0012806i,0.0021762+0.0035186i,0.0065422+0.0044352i,0.0087325+0.0065078i,0.0071176+0.0093796i,0.0045151+0.0072841i,0.0027864+0.0011081i,0.0019425-0.0029532i,0.0011597-0.0036054i,-0.00056345-0.0029791i,-0.0013227-0.0017461i,-0.00074849-0.00079216i,-6.7605e-05-0.00019216i
-0.033392+0.0040858i,-0.04306+0.0059504i,-0.029562+0.018652i,-0.016231+0.036777i,-0.02219+0.027444i,-0.021808-0.00031665i,-0.0087505-0.013038i,-0.0034446-0.013422i,-0.0065175-0.01141i,-0.0070559-0.0077523i,-0.0033106-0.0063491i,-0.0022615-0.0058624i,-0.0050168-0.0039297i,-0.0088145-0.0055196i,-0.013017-0.0091301i,-0.012742-0.008468i,-0.0075052-0.0026516i,-0.0027829+0.0039858i,0.00024491+0.0074971i,0.0028521+0.0064216i,0.0036662+0.0025122i,0.0020879-0.00027929i,0.00085321-0.00091396i
0.0057127-0.025864i,0.012311-0.038711i,0.014384-0.046555i,0.020435-0.058845i,0.033007-0.05784i,0.028913-0.037034i,0.012909-0.025475i,0.0036283-0.029416i,-0.0012165-0.028933i,-0.00095529-0.019484i,0.0038134-0.01209i,0.0064233-0.009647i,0.0071553-0.0078667i,0.0090323-0.0054763i,0.011979-0.0037501i,0.012131-0.0050589i,0.0063572-0.0077673i,0.00069035-0.0083833i,-0.0005196-0.0078143i,-0.0004933-0.0059363i,-0.0016788-0.0027769i,-0.0017895-0.00048839i,2.1351e-05-0.0010989i
0.020158+0.02458i,0.025593+0.039098i,0.016247+0.040714i,-0.0075363+0.035368i,-0.035221+0.025037i,-0.037785+0.0034574i,-0.01768-0.018154i,-0.0069614-0.027432i,-0.0067726-0.020235i,-0.0038157-0.0090271i,-0.00091581-0.0048263i,-0.0019971-0.0015589i,-0.0028131+0.0037425i,-0.0028726+0.0080228i,-0.0038066+0.0083788i,-0.0027493+0.0077125i,-0.00082228+0.0070499i,-0.00011699+0.0067262i,0.00090953+0.0064187i,0.0017803+0.0035814i,0.0017937-0.00015406i,0.0013063-0.0017252i,0.00064501-0.00057301i
-0.02687+0.0087758i,-0.041456+0.0041338i,-0.044931-0.0072887i,-0.040451-0.01598i,-0.024312-0.01244i,-0.0043248-0.0013263i,0.0045735-0.00077327i,0.0046129-0.006223i,0.0024566-0.0061416i,0.0012014-0.0022341i,0.00040598-0.00043105i,-0.00027619-0.0022138i,6.8441e-05-0.0039776i,0.00071916-0.0055741i,0.0010481-0.0083572i,-0.0007351-0.010476i,-0.0029169-0.0095058i,-0.0030313-0.0071945i,-0.0034156-0.0060633i,-0.004355-0.004853i,-0.0033635-0.0022881i,-0.0013245-0.00080362i,0.0003812-0.0010224i
0.0035561-0.023963i,0.013516-0.028238i,0.019415-0.010021i,0.01691+0.019855i,0.010143+0.033956i,0.0072838+0.02136i,0.013667+0.0052028i,0.019913-0.0025968i,0.017283-0.007426i,0.010127-0.0064086i,0.0076711-0.00081824i,0.0083516+0.0020772i,0.0077028+0.0016488i,0.0062919+0.00013411i,0.0057642-1.4272e-05i,0.0076005+0.0015052i,0.0094019+0.0026698i,0.006824+0.0035479i,0.0034044+0.0052206i,0.0018425+0.0052607i,0.0014087+0.0029675i,0.00063042+0.00043826i,0.00012165-0.00036242i
0.01413+0.013164i,0.012251+0.023527i,0.0056829+0.023022i,0.010338+0.009594i,0.024166-0.0020088i,0.032054-0.00023061i,0.034113+0.0032229i,0.035668-0.0011328i,0.029538-0.0056546i,0.0185-0.0024568i,0.010995+0.0019465i,0.0050657+0.001026i,-0.0012473-0.00058072i,-0.0041955+0.0019894i,-0.0055655+0.0053413i,-0.0058874+0.0060184i,-0.0048229+0.0033127i,-0.0035376-0.0010495i,-0.0021835-0.0033369i,-0.0018516-0.0034923i,-0.0014234-0.0017326i,-0.00093846+0.00039659i,-0.00086455+0.00045972i
-0.018551+0.007544i,-0.024019+0.0038332i,-0.012276-0.0050458i,0.0019488-0.011953i,-3.8595e-05-0.014896i,-0.002735-0.012279i,0.0088075-0.0063956i,0.017209-0.0050256i,0.011014-0.0055532i,0.0029061-0.0037092i,0.0027508-0.0027501i,0.0041833-0.0038409i,0.002191-0.003688i,-0.0006339-0.0034619i,-0.0012739-0.004494i,0.0016308-0.005546i,0.0035072-0.0050823i,0.0030747-0.0021554i,0.0038173+0.0017309i,0.0061125+0.0031266i,0.0061432+0.0017224i,0.0040544+0.00046624i,0.0023998+0.0011407i
-0.0024893-0.0175i,0.0021767-0.021573i,-0.001369-0.020652i,-0.011594-0.022654i,-0.012287-0.020349i,-0.00091559-0.0056153i,0.008218+0.0074921i,0.010214+0.0097657i,0.0068192+0.0060378i,0.0019234+0.0031171i,-0.00056554+0.0025647i,-0.0012955+0.0026587i,0.00030844+0.0031367i,0.0062651+0.0046211i,0.011864+0.0069737i,0.010108+0.0082071i,0.0053769+0.0061785i,0.0012817+0.0015304i,-0.0019186-0.0036585i,-0.0038033-0.005236i,-0.0035202-0.0026749i,-0.001574+6.4362e-05i,2.7515e-05+0.0015981i
0.0148+0.0060675i,0.014208+0.0078538i,0.002982+0.0049215i,-0.013168+0.0085712i,-0.024592+0.020416i,-0.020881+0.027563i,-0.0062368+0.030016i,0.0048556+0.030653i,0.0090477+0.024277i,0.0060031+0.013173i,0.0011155+0.006664i,0.00016335+0.0041364i,-0.0004004+0.0026924i,-0.0039241+0.0023557i,-0.0086087+0.0011657i,-0.010245-0.00019492i,-0.0074484+0.00073987i,-0.0033289+0.0022924i,-0.00067627+0.0032203i,0.0003066+0.0023372i,0.0012125-0.00095405i,0.00082433-0.0039931i,3.9414e-05-0.0038857i
-0.012499+0.005928i,-0.018066+0.0046046i,-0.016698+0.0095466i,-0.0085111+0.019759i,0.003778+0.023777i,0.012687+0.023343i,0.013997+0.02702i,0.013972+0.030476i,0.012837+0.024454i,0.0070167+0.015233i,0.0015853+0.010884i,0.00040133+0.0068685i,-0.00050225+0.00081589i,0.00055992-0.0048675i,0.0041528-0.0066302i,0.0054473-0.0039205i,0.0042057-0.0015362i,0.0016694-0.0020986i,-0.0019758-0.002912i,-0.0038434-0.00095711i,-0.004125+0.0019531i,-0.0036527+0.002929i,-0.002494+0.0029664i
0.000187-0.0067996i,0.00472-0.0077859i,0.012357+0.00056245i,0.02174+0.0086875i,0.02341+0.010259i,0.012831+0.010694i,0.0046864+0.014793i,0.0033497+0.015131i,0.0012472+0.0081826i,-0.001452+0.0013817i,-0.0014922-0.0013443i,4.6184e-05-0.0031199i,0.00030337-0.0034675i,-0.0013588+0.00052481i,-0.0045369+0.0058234i,-0.006367+0.0075745i,-0.0043167+0.0069424i,-0.0012312+0.0058356i,0.001508+0.0053293i,0.0036559+0.0046078i,0.003439+0.0019866i,0.0017673+0.00064345i,2.8263e-05+0.00080307i
0.0053428+0.0066431i,0.0096952+0.014612i,0.014605+0.012953i,0.017735+0.00052979i,0.013737-0.0080644i,0.0037348-0.0020336i,-0.0057071+0.0088856i,-0.010708+0.011975i,-0.010329+0.0096138i,-0.0053116+0.0059331i,0.00019741+0.0032264i,0.00247+0.0021287i,0.00049111+0.0021436i,-0.0020244+0.00097114i,-0.00070364-0.0017691i,0.0012435-0.0035093i,0.0010114-0.0042557i,4.0691e-05-0.0033934i,-0.00093332-0.0028164i,-0.0015365-0.0025694i,-0.001324-0.00070589i,0.00012935+0.00099371i,0.0014422+0.0014341i
-0.010076+0.0012144i,-0.014883-0.0029335i,-0.015639-0.012182i,-0.01819-0.019193i,-0.022834-0.014731i,-0.025033-0.0025374i,-0.027149+0.0081061i,-0.029708+0.014937i,-0.02656+0.017022i,-0.018072+0.012693i,-0.010691+0.0065458i,-0.0060579+0.0030516i,-0.0018414+0.00094052i,0.0011871+0.0008077i,0.0021848+0.004211i,0.00089886+0.0068539i,-0.0013564+0.0052873i,-0.0017163+0.0026847i,-1.7542e-05+0.0016829i,0.001092+0.00069625i,0.00041982-0.0019026i,-0.00028854-0.0036856i,-0.00064836-0.0026258i
0.00069593-0.010556i,0.00084744-0.015656i,-0.0082403-0.012744i,-0.020633-0.0029078i,-0.022839+0.0066636i,-0.018378+0.013162i,-0.020077+0.016464i,-0.023236+0.017519i,-0.01758+0.013792i,-0.0089512+0.0053263i,-0.0041511-0.000169i,-0.0009523-0.0013722i,0.0021142-0.0021244i,0.0012062-0.0035885i,-0.0017795-0.0057507i,-0.0033892-0.0077655i,-0.0031124-0.0070512i,-0.0017795-0.005533i,-0.0017488-0.0044549i,-0.0026358-0.0027004i,-0.0020477-9.8836e-06i,-0.0014083+0.00084641i,-0.0012029-0.00047029i
0.0044974+0.0050103i,0.0016794+0.011538i,-0.0068745+0.018966i,-0.011549+0.027823i,-0.0093338+0.031573i,-0.0081987+0.023008i,-0.010529+0.011786i,-0.011699+0.0053019i,-0.0068633+0.0010397i,-0.0015904-0.00030893i,0.00012072+0.0016348i,0.00083306+0.0038488i,0.0012666+0.0029441i,0.00077612+0.0017616i,-0.00028906+0.0025359i,4.0465e-05+0.0041032i,-9.5404e-05+0.0044i,-0.00019509+0.0042304i,0.0010641+0.0045722i,0.0013352+0.0037162i,0.00030494+0.0023112i,-0.00080834+0.0010244i,-0.0017504+0.00052322i
-0.0081524+0.0058853i,-0.010097+0.011558i,-0.00077891+0.017027i,0.013389+0.017481i,0.01799+0.010038i,0.009708+0.00063599i,-0.0027478-0.0064964i,-0.010415-0.011713i,-0.013181-0.010652i,-0.010222-0.0049653i,-0.0063724-0.0021028i,-0.0045814-0.0029035i,-0.0029713-0.0031258i,-0.0030382-0.0022444i,-0.0042312-0.0011342i,-0.0050285-0.0014129i,-0.0044317-0.0028817i,-0.0025476-0.0028295i,-0.0011079-0.0025433i,-0.0004269-0.0015869i,0.00042488-0.00045126i,0.00086686-0.00030444i,9.8968e-05-0.0013636i
-0.0024185-0.0042855i,0.0030892-0.0053696i,0.011501-0.0073221i,0.014949-0.013072i,0.0098375-0.016048i,-0.0018503-0.01439i,-0.013378-0.015777i,-0.020789-0.020256i,-0.021371-0.018636i,-0.014202-0.011132i,-0.0044954-0.0057882i,0.0021301-0.0027214i,0.0055025-0.0009782i,0.0055124-0.0012748i,0.0033452-0.0018095i,0.0023066-0.0017621i,0.002428-0.0012608i,0.0028986-0.00027255i,0.0032929+0.00067162i,0.0029534+0.00050744i,0.0021655-0.00014853i,0.0011344-0.0006342i,0.00048211-0.00085823i
0.0033284-0.0029953i,0.0035003-0.0067949i,-0.0001636-0.016146i,-0.0056083-0.023401i,-0.0094911-0.020023i,-0.010513-0.012393i,-0.013042-0.011415i,-0.015892-0.013043i,-0.013238-0.0085854i,-0.0058665-0.0017744i,-0.0016362+0.0011892i,-0.0023734+0.0023137i,-0.0023626+0.0043439i,-0.0011184+0.0041259i,-0.0015362+0.0016891i,-0.0026077-0.00046374i,-0.0026804-0.0016884i,-0.0016288-0.0021412i,-0.0018032-0.0028504i,-0.0025319-0.0032888i,-0.0025521-0.0023088i,-0.0019747-0.0015754i,-0.0013305-0.0021328i
-0.0019625-0.0020986i,-0.0096097-0.0063443i,-0.020242-0.010203i,-0.030399-0.0053292i,-0.030798+0.0034149i,-0.021371+0.0037493i,-0.011189-0.0028802i,-0.0063765-0.0066497i,-0.0047461-0.0054252i,-0.0032354-0.0019718i,-0.0018132-0.00075767i,0.00035785-0.0013631i,0.002003-0.0021956i,0.0010479-0.004297i,-0.0022742-0.0052522i,-0.004227-0.0046766i,-0.0035581-0.0039366i,-0.0027091-0.0021201i,-0.0019041+0.0002668i,-0.00085285+0.0018102i,-9.1516e-05+0.0015185i,0.0007683+0.00064579i,0.00079331+0.0013019i
-0.00074085-0.002913i,-0.0014791+0.00014163i,-0.0030204+0.0089521i,-0.0041223+0.018367i,-0.0025557+0.018739i,0.00118+0.010318i,0.0055296-0.0014173i,0.0080865-0.011699i,0.0060354-0.014367i,0.0020718-0.0093922i,0.00069219-0.0028515i,-0.00051888+0.0021264i,-0.00090357+0.0046573i,0.00064514+0.0033869i,0.00057823-0.00026633i,0.00045835-0.0015913i,0.00085729-0.0007702i,0.00073595+2.3999e-05i,0.0011721+0.00069477i,0.00084876+0.00027687i,-7.2549e-05-0.00050028i,0.00041192-0.00067055i,0.00114-0.001135i
0.0039584+0.0046317i,0.0059625+0.011887i,0.0098661+0.019434i,0.016222+0.021612i,0.01588+0.015437i,0.01099+0.0041982i,0.011862-0.0089571i,0.012781-0.019183i,0.0080222-0.019507i,0.0032918-0.010118i,0.0026128-0.0029592i,0.0025162-0.0019027i,0.00033896-0.00077685i,-0.0011875-0.00016241i,-0.0011997-0.00098768i,-0.00092239-0.0010918i,3.864e-05-0.0003087i,0.00053691-0.00016916i,0.0013478+0.00080874i,0.0015538+0.0029366i,0.0012064+0.0032231i,0.0016492+0.0010091i,0.0018842-0.00042306i
0.0021779+0.00062686i,0.0063406-0.0033614i,0.014644-0.0083299i,0.019899-0.014222i,0.016578-0.017147i,0.010023-0.01529i,0.0076095-0.015412i,0.0050516-0.01784i,-0.0016923-0.013729i,-0.0054509-0.0031323i,-0.0038664+0.0037744i,-0.0020795+0.0041411i,-0.00068307+0.0034795i,0.0017372+0.0025143i,0.0026802-0.00024455i,0.0010507-0.0027252i,0.0005519-0.0031164i,0.00061956-0.0029161i,4.0196e-05-0.0030285i,-0.00053446-0.0034617i,-0.0011526-0.0034567i,-0.00148-0.0025096i,-0.0014284-0.001676i
0.0022094-0.0059549i,0.0022868-0.011983i,-0.0015303-0.019738i,-0.0078649-0.021159i,-0.0090781-0.013467i,-0.0019932-0.0053587i,0.0054401-0.0049503i,0.0054342-0.0067742i,-0.00014573-0.0056678i,-0.0031301-0.0023413i,-0.0027123-0.0012861i,-0.0028427-0.0031096i,-0.0031623-0.0033451i,-0.0021643-0.00249i,-0.00055771-0.0018573i,0.00064717-0.0011285i,0.0011508-0.00084762i,0.001343-0.0007129i,0.001451-0.00037546i,0.0010398+6.6774e-05i,0.00047496+0.00035556i,0.00068121+0.00092825i,0.0016115+0.00096548i
-0.0024366-0.00066017i,-0.0091964-0.0022965i,-0.019563-0.0049682i,-0.026891-0.0032462i,-0.022828+0.0019223i,-0.010417+0.0058807i,0.0030918+0.0065637i,0.01149+0.0047804i,0.011201+0.0027876i,0.0066279+0.0030359i,0.0043829+0.003849i,0.0030111+0.0031476i,0.0016351+0.002767i,0.0028255+0.0029148i,0.0042531+0.0013095i,0.003442+0.00023867i,0.0017272+0.00062816i,0.00049126+0.00090674i,-0.00073982+0.00074567i,-0.0023235+5.8382e-05i,-0.0029657+5.2966e-05i,-0.0019137+0.00068648i,-0.00041678+0.00082255i
-0.001629+0.0017i,-0.0063178+0.0086956i,-0.010356+0.019361i,-0.01066+0.028399i,-0.0064058+0.026793i,0.0014293+0.017398i,0.011169+0.010123i,0.017455+0.0048139i,0.012704+0.00035515i,0.0011335-0.00045158i,-0.0048311+0.00037821i,-0.0051766+0.00056132i,-0.0061453+0.0012871i,-0.0056057+0.0023175i,-0.0014005+0.0024102i,0.00047982+0.0014877i,-0.00074528+0.00088926i,-0.0011252+0.00093761i,-0.00028993+0.00074492i,0.00084409+0.001359i,0.0016665+0.0016541i,0.0017622+0.00075646i,0.00095985-0.00028694i
0.00039831+0.0031631i,0.0036965+0.005646i,0.010056+0.011521i,0.01449+0.013793i,0.01242+0.010413i,0.0088935+0.0077475i,0.011038+0.0059816i,0.012963-0.00085739i,0.0069143-0.0085908i,-0.0015369-0.0091769i,-0.0036198-0.0050301i,0.00027621-0.0032883i,0.0039899-0.0039489i,0.0057287-0.0039227i,0.005333-0.0026755i,0.0033507-0.0019866i,0.0021007-0.0012268i,0.0027996-0.00055575i,0.0030825-0.0010798i,0.0017942-0.0018742i,0.00012045-0.001578i,0.00034321-0.00082541i,0.00027057+4.799e-05i
0.0017093-0.0013983i,0.0062621-0.0024384i,0.013373-0.0070203i,0.017342-0.010327i,0.014445-0.00694i,0.0098879-0.001085i,0.0091672+0.00054658i,0.0090138-0.0013081i,0.0048897-0.0029476i,0.00074406-0.0014942i,-0.00020855+0.00096689i,0.00011584+0.0023623i,-0.00064784+0.0029722i,-0.00068731+0.00438i,0.0011842+0.0047799i,0.0017648+0.0032125i,0.0011794+0.002634i,0.00099686+0.0019219i,0.00072243+0.0013112i,0.00038707+0.00092874i,0.00050494+0.00023629i,-0.00014835+0.00013407i,-0.00082222+0.00069073i
