9.3698e-05+0.0021422i,0.0012525+9.5046e-05i,-0.00020647-0.0025141i,-0.0022635-0.0024612i,-0.0035986-0.00022364i,-0.0042727+0.0016098i,-0.0025501+0.0019897i,-0.0002164+0.0018789i,0.0010844+0.00097063i,0.00095567-0.00013296i,1.1449e-05-0.00054507i,-6.6128e-05-0.00082665i,-0.00038316-0.00085325i,-0.00094474-0.00044791i,-0.0012056-4.335e-05i,-0.0013417-0.00056175i,-0.001513-0.0004112i,-0.0014491+0.00016925i,-0.0013109+4.8376e-05i,-0.00078443-0.00019009i,8.114e-05+4.2526e-05i,1.742e-06+0.00037709i,-0.00025358+4.1993e-05i
0.011204+0.844i,0.080771+0.85636i,0.052181+0.50772i,-0.043558+0.24768i,-0.046838+0.17606i,0.043376+0.086298i,0.070757-0.0089144i,0.049658-0.030337i,0.027638-0.026899i,0.0019525-0.0098813i,0.0093439+0.010704i,0.029877-0.0072053i,0.014561-0.032588i,-0.014082-0.019728i,-0.02503+0.0046639i,-0.030857+0.014709i,-0.034027+0.017153i,-0.021361+0.011581i,-0.00313+0.00069575i,0.0044625-0.0088015i,-0.0018207-0.020994i,-0.014732-0.030417i,-0.016766-0.02514i
-0.65509-0.23115i,-0.75085-0.10793i,-0.50373+0.061213i,-0.23651+0.09042i,-0.15605+0.076803i,-0.10597+0.11971i,-0.038775+0.1212i,-0.023268+0.073225i,-0.037662+0.035804i,-0.050218+0.015446i,-0.049589+0.01454i,-0.03386+0.025686i,-0.010377+0.033239i,0.017327+0.028006i,0.03206+0.007244i,0.027576-0.014798i,0.016321-0.024218i,0.00552-0.014799i,-0.00019633+0.0019769i,-0.00029834+0.010303i,0.006358+0.012301i,0.013933+0.0072882i,0.0093897-0.0013602i
0.36401-0.19319i,0.31475-0.31856i,0.0784-0.33759i,-0.085715-0.22729i,-0.077363-0.12311i,-0.023877-0.081353i,0.023706-0.050135i,0.058859-0.03115i,0.063085-0.027877i,0.048589-0.027041i,0.026192-0.03032i,0.0052069-0.029584i,-0.0077574-0.022388i,-0.014496-0.011709i,-0.0094281+0.00032592i,-0.0016338+0.011238i,0.0021738+0.025229i,0.0066696+0.033356i,0.011+0.025088i,0.0078652+0.011239i,-0.0047787+0.010741i,-0.012259+0.021849i,-0.0075614+0.024018i
-0.231+0.3761i,-0.242+0.49981i,-0.11658+0.44529i,-0.018356+0.2627i,-0.039338+0.13013i,-0.084877+0.11656i,-0.095186+0.11656i,-0.089849+0.090687i,-0.085864+0.06319i,-0.071081+0.041198i,-0.034943+0.025598i,-0.0099587+0.0088273i,-0.018929-0.001187i,-0.032145+0.0066925i,-0.031263+0.018112i,-0.023162+0.017105i,-0.013168+0.0076409i,-0.00067657+0.0057053i,0.014502+0.010384i,0.023196+0.0057766i,0.022686-0.012021i,0.01547-0.027955i,0.004106-0.026684i
-0.19353-0.27745i,-0.23346-0.40378i,-0.20412-0.39319i,-0.14885-0.26863i,-0.086578-0.13997i,-0.0072322-0.074224i,0.041664-0.073309i,0.03255-0.071418i,0.039053-0.045362i,0.057426-0.036619i,0.037292-0.025i,0.022361-0.0024322i,0.03173-0.0022517i,0.028045-0.0098281i,0.017129-0.0088689i,0.013639-0.0096079i,0.010106-0.015453i,-0.00094343-0.022129i,-0.014745-0.022125i,-0.017041-0.010549i,-0.0098606+0.0051395i,0.0005961+0.012326i,0.011516+0.0075371i
0.032446-0.18147i,0.073534-0.17354i,0.11086-0.12624i,0.063826-0.10603i,-0.051829-0.049173i,-0.13753+0.075904i,-0.12095+0.16141i,-0.065758+0.13406i,-0.065902+0.070981i,-0.074016+0.047259i,-0.043887+0.029157i,-0.024946+0.0074399i,-0.026352+0.01143i,-0.02041+0.024837i,-0.011183+0.031611i,-0.0099359+0.036176i,-0.013014+0.041147i,-0.010654+0.045439i,-0.0010613+0.04152i,0.0031402+0.024676i,-0.0053471+0.0073868i,-0.015335+0.0045715i,-0.01771+0.0063466i
0.29272-0.062693i,0.3017-0.17061i,0.16477-0.21766i,0.070646-0.17711i,0.11094-0.16176i,0.15328-0.21322i,0.11224-0.21471i,0.061836-0.13882i,0.056845-0.072472i,0.060188-0.051715i,0.03921-0.037929i,0.0187-0.02389i,0.011566-0.029593i,-0.00059017-0.039111i,-0.012609-0.034181i,-0.011584-0.02826i,-0.0094791-0.029282i,-0.016459-0.024861i,-0.023942-0.0091254i,-0.020781+0.0068466i,-0.0058448+0.011279i,0.0063681+0.0055761i,0.0079509+0.0012362i
-0.27758+0.2671i,-0.32388+0.39712i,-0.23009+0.40298i,-0.10817+0.29751i,-0.083069+0.21402i,-0.090124+0.20821i,-0.047086+0.16739i,-0.027657+0.055662i,-0.069729-0.010912i,-0.080789+0.0086127i,-0.037434+0.028804i,-0.0039757+0.020576i,0.0035306+0.01644i,0.0020764+0.015148i,-0.003884+0.01152i,-0.0034985+0.014461i,0.0081782+0.016071i,0.020871+0.007983i,0.024246-0.0027092i,0.018639-0.0089767i,0.009945-0.013182i,0.0030437-0.01566i,-0.0018486-0.013844i
0.1698-0.50286i,0.23106-0.653i,0.2123-0.53392i,0.15538-0.32978i,0.094979-0.27225i,0.019082-0.28371i,-0.0248-0.21145i,0.0043434-0.097664i,0.054758-0.03824i,0.059382-0.026517i,0.025142-0.017244i,0.002269+0.0044345i,0.0055036+0.017278i,0.011359+0.014166i,0.009321+0.0054896i,-0.0025847-0.0050476i,-0.021708-0.012422i,-0.035175-0.011815i,-0.034885-0.0043041i,-0.023382+0.0032494i,-0.011357+0.0076705i,-0.0039256+0.013182i,0.0062529+0.017047i
0.31256+0.54877i,0.42952+0.78663i,0.42501+0.70437i,0.32287+0.42645i,0.20824+0.26366i,0.15596+0.21897i,0.12939+0.14607i,0.053841+0.049056i,-0.03614+0.00072495i,-0.069008+0.0058842i,-0.042094+0.010689i,-0.022483-0.0069167i,-0.032355-0.011394i,-0.034291+9.8017e-05i,-0.026157+0.0050949i,-0.016531+0.0067536i,-0.00016296+0.01171i,0.013498+0.014481i,0.016101+0.010546i,0.01183+0.0015242i,0.0034737-0.009512i,-0.0095246-0.017782i,-0.024433-0.015557i
-0.43027-0.21761i,-0.59633-0.42224i,-0.55498-0.47664i,-0.37875-0.31837i,-0.22034-0.15239i,-0.13351-0.070159i,-0.065056-0.011471i,0.023566+0.009651i,0.085693-0.010162i,0.082029-0.027914i,0.047091-0.022889i,0.031254-0.0083068i,0.035411-0.0087496i,0.033676-0.019056i,0.025396-0.026237i,0.01598-0.028233i,0.0052297-0.025401i,0.00014537-0.020646i,-0.0029245-0.01386i,-0.0047669-0.002302i,0.004684+0.0089285i,0.023018+0.009081i,0.033731-0.0014256i
0.3802-0.0090281i,0.55913+0.070947i,0.50251+0.11863i,0.29322+0.093938i,0.16842+0.058112i,0.13724+0.010533i,0.091051-0.02574i,0.036736-0.019775i,-0.0073977-0.006371i,-0.031663+0.0090907i,-0.025037+0.025284i,-0.022204+0.032296i,-0.028911+0.042697i,-0.024018+0.044245i,-0.014672+0.030272i,-0.0064848+0.015501i,0.0034299+0.0012783i,0.01165-0.011065i,0.013134-0.017249i,0.0075026-0.017379i,-0.0027945-0.014066i,-0.018319-0.0040304i,-0.027482+0.012187i
-0.26427+0.24285i,-0.49741+0.34698i,-0.53022+0.3724i,-0.32519+0.32352i,-0.11717+0.23026i,-0.011756+0.15782i,0.032518+0.12315i,0.052171+0.082134i,0.051603+0.032633i,0.031733-0.00417i,0.0079166-0.02322i,-0.0037043-0.034679i,-0.011499-0.043071i,-0.014284-0.03346i,-0.0051032-0.013112i,-0.00034909-0.0025905i,-0.010843+0.0041325i,-0.023303+0.016134i,-0.022779+0.02368i,-0.011495+0.020095i,0.0020815+0.011107i,0.014624-0.0040604i,0.016745-0.021017i
-0.017559-0.15802i,0.069537-0.25667i,0.13259-0.23724i,0.084519-0.13889i,-0.0057854-0.074842i,-0.055474-0.047773i,-0.06441-0.028874i,-0.046819-0.0062313i,-0.014189+0.0025142i,0.011341+0.0038717i,0.02386+0.015352i,0.031636+0.023285i,0.031416+0.017689i,0.021592+0.0085047i,0.0096311+0.0047559i,0.0067578+0.0020683i,0.01491-0.0019854i,0.019749-0.0046737i,0.01188-0.0024592i,0.0018433+0.0044773i,-0.00047656+0.012219i,0.0026606+0.021213i,0.0064993+0.02746i
0.065369+0.0026227i,0.11017+0.064385i,0.13349+0.098062i,0.12627+0.059384i,0.10399+0.018206i,0.089645+0.026141i,0.077739+0.037927i,0.041571+0.04252i,0.0010225+0.058667i,-0.018253+0.064628i,-0.027096+0.039425i,-0.037808+0.0092693i,-0.037404+0.00076443i,-0.015444+0.0022874i,0.010899-0.0013263i,0.020419-0.003408i,0.016611+0.0013627i,0.013257+0.0038182i,0.011379+0.00019166i,0.0035983-0.0014829i,-0.0065141-0.0017248i,-0.011951-0.007005i,-0.014472-0.013591i
-0.012472+0.057228i,-0.08336+0.0084386i,-0.18851-0.076334i,-0.24196-0.070777i,-0.19671+0.016844i,-0.11484+0.060957i,-0.059293+0.048628i,-0.026441+0.013985i,0.00089925-0.031911i,0.0089364-0.059216i,0.008359-0.042817i,0.019825-0.01785i,0.021565-0.014689i,0.0026543-0.01092i,-0.012673+0.0029217i,-0.014972+0.0071307i,-0.016548-0.0047872i,-0.019-0.015184i,-0.013798-0.012351i,0.00052306-0.0074277i,0.012424-0.0077384i,0.014896-0.0055982i,0.01573-0.0011095i
-0.15316-0.078052i,-0.14766-0.1139i,-0.054457-0.13246i,-0.0057479-0.13443i,-0.027979-0.09422i,-0.024758-0.03778i,-0.016631-0.015792i,-0.040925+0.010725i,-0.051353+0.070964i,-0.025422+0.10089i,-0.011779+0.070813i,-0.025696+0.036453i,-0.025416+0.024177i,-0.011556+0.010441i,-0.0075109-0.0016449i,-0.0055593+0.0015282i,0.0014483+0.014155i,0.007342+0.022798i,0.0027913+0.016846i,-0.010507+0.011254i,-0.017771+0.016989i,-0.0146+0.019488i,-0.012708+0.014074i
0.16056-0.10806i,0.12919-0.048699i,0.00883+0.10694i,-0.033571+0.18476i,0.0065792+0.12185i,0.011044+0.050491i,0.0075012+0.025403i,0.026073-0.025828i,0.012202-0.093119i,-0.027013-0.098518i,-0.032726-0.053952i,-0.0045963-0.028881i,0.010154-0.026534i,0.0072084-0.01352i,0.0064989+0.0017485i,0.006196+0.0029079i,-0.00025326-0.0040347i,-0.0071095-0.0084059i,-0.0070975-0.0074762i,-0.0048113-0.0095314i,-0.0068874-0.014931i,-0.0091209-0.013658i,-0.005721-0.0077777i
0.036667+0.1959i,0.069061+0.13894i,0.079766-0.036475i,0.044323-0.11698i,-5.2725e-05-0.058187i,-0.010917+0.010076i,-0.023303+0.029088i,-0.042557+0.04825i,-0.033011+0.081902i,-0.0011443+0.081069i,0.014165+0.040795i,0.0039587+0.016401i,0.0005204+0.022036i,0.0075229+0.021485i,0.0048867+0.012497i,0.0018757+0.0090443i,0.0084992+0.0017955i,0.013136-0.010534i,0.0077198-0.015056i,0.00015035-0.0078892i,-0.0001572-0.00072888i,0.0025684+0.0013696i,0.0039589+0.0047152i
-0.17642-0.074256i,-0.14026-0.013189i,-0.0068965+0.083329i,0.075645+0.070237i,0.060155-0.011445i,0.033701-0.03119i,0.060729-0.035655i,0.072494-0.088444i,0.023945-0.1308i,-0.021101-0.10667i,-0.020575-0.055608i,-0.0057473-0.032256i,-0.0095667-0.028905i,-0.016449-0.019243i,-0.012181-0.012414i,-0.012097-0.010162i,-0.018973-0.00051611i,-0.021912+0.011009i,-0.012555+0.013692i,0.001997+0.0058234i,0.0061816-0.0017034i,0.0022494-0.0016144i,-0.0011066-0.002548i
0.16619-0.16286i,0.11114-0.2444i,-0.0398-0.2812i,-0.10864-0.21519i,-0.066922-0.091972i,-0.042404-0.021398i,-0.058189+0.019196i,-0.040585+0.058334i,-0.00076226+0.069864i,0.015902+0.049382i,0.010938+0.020324i,0.0050591+0.0050966i,0.010588+0.0014152i,0.011076-0.0042361i,0.0032716-0.0016173i,0.0044838+0.0053203i,0.010477+0.0048191i,0.010908+0.0040001i,0.00647+0.0063245i,-0.000159+0.0072518i,-0.0063067+0.0045432i,-0.0077827-0.0007387i,-0.0036321-0.0026339i
0.078452+0.26463i,0.16094+0.31654i,0.24833+0.24432i,0.22474+0.11993i,0.1095+0.042571i,0.065402+0.010956i,0.084749-0.036796i,0.068856-0.080379i,0.027124-0.090359i,-0.0082681-0.071638i,-0.019599-0.035592i,-0.011573-0.0079084i,-0.010843+0.006238i,-0.0094852+0.012664i,-0.00098457+0.0044169i,0.0018467-0.0071968i,0.0054534-0.0094767i,0.01117-0.013299i,0.0090073-0.017874i,0.0049744-0.017164i,0.0048121-0.016386i,0.00089888-0.015715i,-0.0082813-0.011i
-0.28826-0.05328i,-0.406-0.039147i,-0.41303+0.039145i,-0.29159+0.10015i,-0.14911+0.087691i,-0.096887+0.084453i,-0.073765+0.12332i,-0.018215+0.12513i,0.017637+0.076974i,0.022912+0.03966i,0.029067+0.024751i,0.026738+0.008016i,0.0112-0.0071035i,0.00085393-0.0076937i,-0.0002846+0.0035399i,0.0019043+0.0087165i,6.4189e-05+0.0010647i,-0.0022834-0.0062461i,0.00113-0.0070405i,0.0062391-0.0022282i,0.0080255+0.0046119i,0.0067586+0.0076653i,0.0071229+0.0047567i
0.20933-0.21004i,0.31511-0.28636i,0.33171-0.30447i,0.24603-0.24773i,0.14432-0.15048i,0.098176-0.094051i,0.078759-0.09i,0.060589-0.075747i,0.058801-0.046553i,0.045819-0.025003i,0.014783+0.0012726i,0.0011276+0.017983i,0.0063151+0.015462i,0.011268+0.009076i,0.0076302-0.0016196i,-0.002139-0.0041738i,-0.0095769+0.0058134i,-0.015786+0.013773i,-0.018592+0.018364i,-0.012068+0.017584i,-0.0038407+0.010117i,-0.00155+0.0051806i,-0.003012+0.0078625i
0.055642+0.27511i,0.013134+0.40573i,-0.032326+0.45873i,-0.011708+0.40036i,0.020989+0.26367i,0.00051911+0.1691i,-0.0086012+0.14955i,0.0025566+0.11579i,-0.013813+0.069i,-0.020095+0.036903i,-0.0037541-0.00061195i,0.0061529-0.025448i,0.0027302-0.026134i,-0.0073987-0.015305i,-0.0062772+0.0012735i,0.0039701+0.010212i,0.0077787+0.0086431i,0.010201+0.0040228i,0.0081638-0.0033276i,-0.0022556-0.009524i,-0.0066978-0.008428i,-0.00074119-0.0091608i,0.0059567-0.018713i
-0.24788-0.075304i,-0.28578-0.19286i,-0.24491-0.30707i,-0.20214-0.29836i,-0.14509-0.18779i,-0.074833-0.11832i,-0.051356-0.090819i,-0.026308-0.042535i,0.031924-0.018868i,0.046673-0.025111i,0.016794-0.0038362i,0.0045685+0.027835i,0.014188+0.027947i,0.01894+0.010197i,0.012026+0.00022414i,0.0056361-0.0011682i,0.008375-0.0014593i,0.013409-0.0017853i,0.014213+0.0010522i,0.01189+0.0045151i,0.009417+0.0043945i,0.0044162+0.0028704i,-7.6416e-05+0.0062966i
0.15279-0.16506i,0.25149-0.077974i,0.33822+0.098414i,0.34868+0.15183i,0.23917+0.093805i,0.11778+0.075892i,0.068559+0.074745i,0.020459+0.055986i,-0.034262+0.060289i,-0.046132+0.061344i,-0.038066+0.029966i,-0.039037+0.00059111i,-0.040045-0.0033767i,-0.033412+0.0094143i,-0.02146+0.019057i,-0.013307+0.015294i,-0.012536+0.0062428i,-0.011127-0.0028446i,-0.0082191-0.0069535i,-0.0073338-0.00090697i,-0.0066356+0.0055817i,-0.0071614+0.0031604i,-0.01059-0.0042711i
0.096004+0.1615i,-0.021119+0.11013i,-0.25031+0.0031175i,-0.36278-0.0034189i,-0.27283+0.042073i,-0.15523+0.037709i,-0.10048+0.038157i,-0.040377+0.046334i,0.020926+0.019544i,0.033593-0.0077007i,0.022672-0.0050841i,0.02486+0.0035998i,0.032144-0.0013296i,0.02668-0.013944i,0.010921-0.021627i,-0.0023395-0.017703i,-0.0088811-0.0073934i,-0.0084607+0.0030289i,-0.0025226+0.0074323i,0.0045023+0.0027398i,0.0081623+2.7509e-05i,0.0098916+0.0042381i,0.015063+0.0079958i
-0.189+0.049129i,-0.076486+0.038477i,0.1535-0.035199i,0.2437-0.11543i,0.17285-0.11668i,0.10761-0.086937i,0.058107-0.091601i,-0.0098305-0.074094i,-0.055969-0.015524i,-0.048447+0.02489i,-0.019299+0.023919i,-0.012145+0.015464i,-0.014682+0.023336i,-0.0071133+0.031842i,0.0012392+0.028623i,0.0049107+0.018176i,0.0060712+0.00654i,0.0041935-0.0044946i,0.00026317-0.016091i,-0.0065906-0.022091i,-0.011328-0.017794i,-0.0098937-0.010401i,-0.0091905-0.0040571i
-0.0035909-0.21682i,-0.14343-0.13197i,-0.29656+0.11707i,-0.28257+0.28686i,-0.15076+0.25845i,-0.060257+0.18341i,-0.0049036+0.14437i,0.036103+0.08707i,0.041459+0.027438i,0.026164-0.003487i,0.0028335-0.017554i,-0.012165-0.020404i,-0.01083-0.021722i,-0.012604-0.026013i,-0.017852-0.022708i,-0.015048-0.011048i,-0.00463+0.0021648i,0.0075595+0.01259i,0.015191+0.016093i,0.015255+0.010365i,0.011469+0.0015879i,0.0088626-0.0048074i,0.0095865-0.009007i
0.24817+0.10539i,0.33721-0.017262i,0.31245-0.23441i,0.18685-0.32797i,0.052916-0.25671i,-0.029482-0.17788i,-0.084022-0.14271i,-0.11289-0.094283i,-0.1056-0.041525i,-0.067095-0.0089091i,-0.014859-0.0024437i,0.011022-0.0065435i,0.010816+0.003028i,0.011911+0.014333i,0.013805+0.01286i,0.009+0.00064149i,-0.0039146-0.013497i,-0.019816-0.015202i,-0.026664-0.0031633i,-0.023756+0.010478i,-0.016323+0.016665i,-0.0092586+0.015084i,-0.0065428+0.012316i
-0.22338+0.18649i,-0.20457+0.3359i,-0.065726+0.43343i,0.058677+0.38687i,0.10337+0.25348i,0.1197+0.16182i,0.14168+0.11237i,0.13684+0.064694i,0.099147+0.030187i,0.047846+0.016467i,0.0020559+0.021289i,-0.017578+0.0277i,-0.018129+0.01846i,-0.018284+0.0048012i,-0.01761-0.0040676i,-0.0084403-0.0027983i,0.0091099+0.0039303i,0.025074+0.0047746i,0.031811+0.00058641i,0.030299-0.0054827i,0.019876-0.0094492i,0.0054033-0.0079641i,-0.0028894-0.007092i
-0.036914-0.32136i,-0.11707-0.47347i,-0.22153-0.5326i,-0.27655-0.43855i,-0.24156-0.22786i,-0.16687-0.072889i,-0.12577-0.030213i,-0.11396-0.028563i,-0.10209-0.033407i,-0.074393-0.0331i,-0.030214-0.031839i,-0.0063128-0.036018i,-0.0059081-0.021738i,0.0011169+0.00054505i,0.010331+0.0057995i,0.005534+0.0012906i,-0.0086713+0.00083743i,-0.019035+0.0049369i,-0.014511+0.0074775i,-0.0010187+0.0050539i,0.0073077+0.00049355i,0.0081888-0.0018275i,0.0067128+0.0015195i
0.2658+0.14156i,0.3616+0.22122i,0.38739+0.25874i,0.34367+0.20237i,0.22922+0.079777i,0.12876+0.0068168i,0.11643+0.0028879i,0.13575-0.0007569i,0.11903-0.0049537i,0.07754+0.0077358i,0.039019+0.024495i,0.017783+0.029603i,0.0049853+0.013859i,-0.010403-0.00084237i,-0.015257-0.00079868i,-0.0053249+0.0030111i,0.0068668+0.00099807i,0.010639-0.0066993i,0.0034009-0.012006i,-0.005876-0.010469i,-0.0079048-0.0042362i,-0.0044942+0.0021172i,-0.0016777+0.0027531i
-0.2548+0.15026i,-0.39852+0.15212i,-0.4808+0.11099i,-0.42656+0.10822i,-0.23513+0.11342i,-0.074716+0.066717i,-0.058503+0.016404i,-0.091794+0.0014482i,-0.098033-0.011663i,-0.085782-0.019016i,-0.05904-0.015467i,-0.035004-0.015656i,-0.017107-0.0079618i,0.0052467+0.0026207i,0.016933+0.0037452i,0.010125+0.0012438i,-0.0026778+0.0023882i,-0.011051+0.0078819i,-0.014878+0.013942i,-0.014565+0.014373i,-0.010733+0.0082357i,-0.007385+0.00196i,-0.0026831+0.00020558i
0.016958-0.23641i,0.15059-0.26659i,0.33492-0.20879i,0.36319-0.17334i,0.17286-0.13206i,0.013725-0.015717i,0.035438+0.050926i,0.09037+0.030228i,0.099838+0.014096i,0.083276+0.0062216i,0.046458-0.0027953i,0.018148-0.0012785i,-0.00036159-0.0021922i,-0.020012-0.0014316i,-0.023117+0.0038211i,-0.010302+0.0047269i,0.0037193+0.0018489i,0.011956-0.0013011i,0.01196-0.00021693i,0.007609+0.005137i,0.0046907+0.0045255i,0.0024589-0.0027125i,-0.0026788-0.0075286i
0.18173+0.082281i,0.12171+0.13113i,-0.073388+0.17396i,-0.16575+0.19958i,-0.069634+0.13503i,-0.010446+0.011158i,-0.057714-0.01568i,-0.082558+0.017159i,-0.073777+0.0062463i,-0.062518-0.0092769i,-0.037555-0.0038207i,-0.015363-0.0024792i,-0.0021034-0.0059284i,0.0099093-0.010564i,0.011546-0.0094247i,0.0030375-0.0035748i,-0.0058561+0.00060795i,-0.0064107+0.003176i,0.0017825+0.0032109i,0.0091258+0.0019273i,0.010491+0.0017984i,0.0080455+0.0035847i,0.0060852+0.0056816i
-0.11809+0.11113i,-0.064816+0.02576i,0.075512-0.19547i,0.10711-0.32668i,0.0185-0.19854i,0.0083587-0.0027418i,0.063915+0.045238i,0.082156+0.022703i,0.087587+0.024006i,0.077106+0.011589i,0.031027-0.0078901i,-0.0055287-0.0098306i,-0.018627-0.0062318i,-0.025867+0.002511i,-0.026579+0.011308i,-0.018509+0.011091i,-0.0074578+0.0034285i,-0.0030564-0.0075608i,-0.0081269-0.015367i,-0.012822-0.013989i,-0.011321-0.0062553i,-0.0082555+0.00097791i,-0.007456+0.0047742i
-0.10508-0.13776i,-0.18459-0.033269i,-0.21756+0.23402i,-0.13891+0.39449i,-0.028578+0.28245i,-0.016425+0.096301i,-0.055907+0.028137i,-0.067922+0.014146i,-0.076781-0.0084933i,-0.070271-0.0090452i,-0.030511-0.0070592i,0.0013318-0.016025i,0.011919-0.02018i,0.013601-0.020531i,0.010809-0.017605i,0.0061521-0.011479i,-0.00061038-0.0035273i,-0.0044681+0.0052246i,-0.0036475+0.0059913i,-0.003394-0.003929i,-0.0031394-0.011754i,0.00041416-0.013099i,0.005734-0.011848i
0.18535-0.033855i,0.19349-0.1542i,0.086192-0.32372i,-0.048784-0.39081i,-0.11421-0.28161i,-0.082991-0.11342i,-0.019903-0.023725i,0.022577+0.0093481i,0.057582+0.029415i,0.063103+0.020637i,0.027857+0.0098889i,-0.0020622+0.01347i,-0.011494+0.013854i,-0.013326+0.013341i,-0.01052+0.014165i,-0.0048662+0.012921i,-9.3818e-07+0.010055i,0.00075658+0.0075582i,-0.0016336+0.0092384i,-0.0025624+0.014245i,-0.00051586+0.014688i,0.0014871+0.01016i,0.00022802+0.00557i
-0.04347+0.21035i,0.037928+0.34682i,0.1934+0.45809i,0.31648+0.45753i,0.31706+0.28833i,0.1956+0.090579i,0.056392+0.0001707i,-0.031344-0.022432i,-0.075873-0.023536i,-0.067703-0.0064129i,-0.021864-0.0099542i,0.0072815-0.030334i,0.01656-0.0353i,0.017218-0.033471i,0.0065466-0.029404i,-0.0046815-0.021309i,-0.0066351-0.013444i,0.0013393-0.0088676i,0.010209-0.0080321i,0.0094931-0.0079489i,0.0021958-0.0048666i,-0.0056414-0.0017788i,-0.0075305-0.0011324i
-0.15272-0.16649i,-0.25307-0.26094i,-0.3655-0.3541i,-0.47235-0.35921i,-0.46495-0.18828i,-0.30185+0.0096504i,-0.11041+0.067685i,-0.00096456+0.047609i,0.045805+0.036463i,0.053197+0.020807i,0.03107+0.0097862i,0.01643+0.015376i,0.010422+0.021222i,0.0018108+0.019663i,-0.0019105+0.011498i,-0.00052063+0.0039011i,0.0012243-0.0002173i,1.7546e-05-0.0029703i,-0.00076102-0.0038462i,0.0028069-0.0031993i,0.0059486-0.0030862i,0.0061071-0.0036397i,0.0038278-0.0019621i
0.20334-0.047771i,0.30742-0.035568i,0.4123+0.030767i,0.50009+0.061943i,0.4519-0.02817i,0.25083-0.13206i,0.057443-0.1241i,-0.033602-0.077597i,-0.070149-0.052687i,-0.067282-0.025912i,-0.033139-0.015613i,-0.014246-0.023768i,-0.009649-0.026574i,-0.0028367-0.024073i,-0.0010959-0.015802i,-0.003251-0.0064139i,-0.0043228-0.002335i,-0.0050148-0.001786i,-0.0039-0.003985i,-0.0015905-0.0072692i,0.00041448-0.0071849i,0.0020566-0.0035054i,0.0038685-0.00063149i
-0.070556+0.1831i,-0.18073+0.21321i,-0.36269+0.15957i,-0.50576+0.13317i,-0.43769+0.19904i,-0.19965+0.23005i,-0.015918+0.15489i,0.050364+0.079694i,0.069828+0.045058i,0.058768+0.020418i,0.030575+0.011773i,0.018418+0.016357i,0.017578+0.02075i,0.013748+0.021882i,0.0073451+0.015075i,0.00077367+0.0067371i,-0.0038043+0.0041782i,-0.0058669+0.0067273i,-0.006153+0.012647i,-0.0039488+0.014002i,-0.0027442+0.0089502i,-0.0043103+0.003679i,-0.0055744+0.0015476i
-0.10736-0.10176i,-0.04595-0.12475i,0.17579-0.10052i,0.39173-0.12283i,0.3627-0.20655i,0.14644-0.20787i,-0.0024374-0.12336i,-0.046323-0.075456i,-0.072982-0.061624i,-0.069334-0.029518i,-0.031464-0.0055636i,-0.0071403-0.0050259i,-0.0029876-0.0081405i,0.00027214-0.010229i,0.0037707-0.011582i,0.005309-0.011836i,0.0071041-0.010751i,0.0085607-0.0088179i,0.0073789-0.0085887i,0.0025666-0.0080699i,-0.0023147-0.0050054i,-0.0022164-0.0029496i,0.00047008-0.0030865i
0.12597-0.060526i,0.097909-0.047976i,-0.097373+0.025552i,-0.30207+0.13262i,-0.29164+0.19341i,-0.12059+0.16254i,0.019621+0.094428i,0.081997+0.05316i,0.096939+0.02958i,0.069566+0.0068152i,0.032848+0.00079123i,0.01647+0.0071648i,0.011922+0.012174i,0.0084284+0.013531i,0.0052612+0.01181i,0.0017735+0.010923i,-0.00092955+0.010729i,-0.0014131+0.0078695i,0.0014665+0.0067273i,0.0070473+0.0077912i,0.010755+0.0057072i,0.0099613+0.0035705i,0.0066743+0.0030786i
0.019306+0.13161i,0.089243+0.1119i,0.23601-0.054848i,0.35203-0.24336i,0.30662-0.2832i,0.14217-0.19554i,0.0039586-0.096654i,-0.06277-0.047908i,-0.081655-0.027503i,-0.056299-0.010617i,-0.01981-0.0082402i,-0.0082544-0.014478i,-0.012338-0.013285i,-0.011722-0.0092448i,-0.0077289-0.0078094i,-0.0055517-0.0095967i,-0.0050907-0.013308i,-0.0057028-0.016151i,-0.0077949-0.014395i,-0.010143-0.0077004i,-0.0086451-0.0013574i,-0.0048783+0.00097514i,-0.0028538-0.0010277i
-0.15586-0.046039i,-0.25676+0.00099297i,-0.34605+0.15517i,-0.39914+0.32547i,-0.3474+0.3668i,-0.18678+0.2657i,-0.031829+0.13956i,0.059077+0.068807i,0.088512+0.032292i,0.061519+0.0077544i,0.022654+0.0053651i,0.0071605+0.011886i,0.0045482+0.013276i,0.0030013+0.013082i,0.0036156+0.010278i,0.0061719+0.0081555i,0.0071714+0.008758i,0.0047388+0.010623i,0.0018099+0.010353i,0.0024304+0.0047415i,0.0033549-0.0020834i,0.0010979-0.0058076i,-0.00054942-0.0042706i
0.11716-0.10161i,0.17225-0.19055i,0.21269-0.30365i,0.26012-0.41604i,0.2464-0.42879i,0.12569-0.29965i,-0.0020442-0.1249i,-0.058564-0.018982i,-0.063098+0.0056926i,-0.039841+0.0028739i,-0.016524-0.001585i,-0.011243-0.0046734i,-0.014595-0.0059444i,-0.012927-0.0066931i,-0.0051333-0.004996i,-0.00054299-0.0047471i,-0.00068014-0.0074973i,-0.0020323-0.0088772i,-0.0036278-0.006798i,-0.0037765-0.0012693i,-0.0011182+0.0038591i,0.0021143+0.0057319i,0.0031077+0.0051364i
