-0.0026666+0.0028471i,-0.0034883+0.0031998i,-0.0024021+0.0031593i,-0.00060072+0.0024083i,-1.8418e-05+0.001576i,-2.7978e-05+0.0010706i,-0.0005217+0.0015176i,-0.000652+0.0012271i,0.000362+0.00028149i,0.0012923-0.00058205i,0.001048-0.0010602i,0.0005803-0.00099134i,0.00045205-0.0010877i,0.00034043-0.0010742i,0.00023596-0.00048643i,0.0003464-0.00033044i,0.00048327-0.00048167i,0.00062321-0.00012156i,0.00049008-0.00026228i,0.00037823+2.2366e-05i,0.00034837+0.00039677i,0.00031914-2.2299e-05i,0.00034762-0.00028063i
0.35697-0.080396i,0.59946+0.078913i,0.69771+0.3105i,0.58556+0.34053i,0.35437+0.17623i,0.15526+0.036295i,0.061739-0.039458i,0.0014531-0.084029i,-0.044455-0.084207i,-0.039055-0.055756i,-0.0085016-0.031416i,0.0060627-0.013916i,0.0027769+0.0025198i,-0.0020323+0.016386i,-0.0037047+0.020234i,-0.0019781+0.016539i,0.002883+0.013429i,0.011321+0.0090664i,0.021286+0.00046004i,0.02126-0.0087868i,0.0090695-0.011655i,-0.0022101-0.0080356i,-0.0064901-0.0061685i
-0.1337+0.25085i,-0.35366+0.21724i,-0.53865+0.041427i,-0.49948-0.042925i,-0.29297+0.0069244i,-0.11909+0.060081i,-0.025424+0.097362i,0.03957+0.10279i,0.062284+0.073841i,0.039813+0.0511i,0.014433+0.040567i,0.0032384+0.02521i,0.0014345+0.0066805i,0.0044992-0.0090287i,0.0080337-0.018506i,0.0062638-0.020614i,0.00017363-0.017666i,-0.0041376-0.011574i,-0.0049823-0.0040071i,-0.00043956+0.0020791i,0.007349+0.0033968i,0.013546+0.0035023i,0.016522+0.0048804i
-0.086474-0.22083i,0.12184-0.28294i,0.4199-0.23866i,0.47386-0.16952i,0.28502-0.12283i,0.12713-0.090645i,0.058021-0.0921i,0.011685-0.10162i,-0.017685-0.095507i,-0.024919-0.071474i,-0.010878-0.04178i,0.0071705-0.025564i,0.010516-0.014688i,0.0081296+0.00070172i,0.0076651+0.013547i,0.0067723+0.017198i,0.0055869+0.011037i,0.00094535-0.00038443i,-0.0094934-0.0099957i,-0.020429-0.012397i,-0.024157-0.0068901i,-0.020049-0.00066679i,-0.012915+0.0016491i
0.1738+0.013739i,0.0035853+0.14907i,-0.31181+0.31244i,-0.40683+0.36164i,-0.24508+0.2694i,-0.10562+0.15722i,-0.042798+0.1166i,0.0096954+0.11131i,0.039631+0.097665i,0.038912+0.065335i,0.018157+0.032027i,-0.00030646+0.018565i,-0.0049418+0.011171i,-0.0073043-0.0010257i,-0.0075408-0.011028i,-0.0065848-0.016383i,-0.0072135-0.011549i,-0.0073903+0.0042689i,-0.0047645+0.022305i,0.002873+0.028879i,0.0090092+0.01885i,0.0079155+0.00371i,0.0064715-0.0056463i
-0.052508+0.15659i,0.022177+0.012291i,0.14635-0.24342i,0.15675-0.33817i,0.066965-0.23862i,0.022565-0.12988i,0.0015283-0.091832i,-0.029729-0.079452i,-0.035194-0.069329i,-0.023707-0.054675i,-0.011151-0.034148i,-0.0038674-0.021336i,-0.0050656-0.010499i,-0.0046018+0.0072974i,-5.1241e-05+0.019664i,0.0057663+0.020846i,0.011362+0.015438i,0.016741+0.0054055i,0.019259-0.0029462i,0.014839-0.0019417i,0.0071479+0.0033492i,0.00010229+0.0053821i,-0.006537+0.0062005i
-0.14136-0.10658i,-0.14951+0.056645i,-0.11545+0.31549i,-0.064923+0.38657i,-0.017723+0.24859i,-0.021882+0.11531i,-0.035392+0.07982i,-0.016448+0.096679i,0.0091685+0.10841i,0.019024+0.086642i,0.011221+0.055059i,0.0089333+0.039426i,0.016243+0.022313i,0.010687+0.0014768i,-0.00084693-0.0086983i,-0.0068809-0.010293i,-0.0076352-0.0085167i,-0.0043466-0.0071838i,-0.00070818-0.010066i,0.0033569-0.013907i,0.0048478-0.01308i,0.0037331-0.0083582i,0.0044719-0.0033812i
0.20034-0.098961i,0.16373-0.26582i,0.047533-0.47153i,-0.033258-0.50643i,-0.044112-0.32254i,0.013411-0.14062i,0.051285-0.091513i,0.01759-0.10359i,-0.021131-0.099896i,-0.026087-0.076327i,-0.019337-0.049171i,-0.017052-0.028179i,-0.014292-0.0098483i,-0.0063919+0.0016572i,0.0013111+0.0066594i,0.0064744+0.0085189i,0.0058741+0.0047529i,-0.0038358-0.0031894i,-0.013938-0.010626i,-0.017427-0.01445i,-0.013595-0.013409i,-0.005368-0.0074843i,-0.00092721-0.00023121i
-0.055908+0.23892i,0.019608+0.32471i,0.14687+0.37459i,0.20715+0.335i,0.1495+0.18161i,0.025977+0.062926i,-0.039571+0.050978i,-0.021036+0.067639i,-0.001596+0.070123i,0.0066184+0.061407i,0.017292+0.034297i,0.018663+0.0077123i,0.01287-0.0049431i,0.0035684-0.011197i,-0.0040572-0.011527i,-0.0048925-0.0079146i,-0.0033242-0.00084879i,-0.0016446+0.011078i,-0.0015673+0.021496i,-0.004329+0.022298i,-0.0049454+0.015536i,-0.0017775+0.0061879i,0.0043266-0.0054047i
-0.1653-0.19774i,-0.25447-0.2475i,-0.3334-0.27219i,-0.33389-0.24287i,-0.19358-0.12316i,-0.0042386-0.047921i,0.076383-0.078988i,0.043297-0.11621i,-0.00055743-0.11177i,-0.023611-0.077757i,-0.03285-0.029259i,-0.031831+0.0045335i,-0.024818+0.019672i,-0.010698+0.022134i,-0.00089656+0.015112i,-0.00037611+0.0086289i,-0.0014082+0.0048788i,-7.8069e-05+0.002477i,0.0042889+0.0032728i,0.0078785+0.0064018i,0.0078142+0.0062917i,0.0046393+0.0038277i,-0.0016664+0.0067237i
0.25837+0.0027931i,0.35435+0.05879i,0.42766+0.16413i,0.4354+0.20338i,0.26867+0.12577i,0.040621+0.080223i,-0.041572+0.11296i,-0.012874+0.1211i,0.006093+0.095148i,0.013571+0.060951i,0.015618+0.014465i,0.0062058-0.016443i,0.00094577-0.022658i,-0.00061728-0.021627i,-0.00037623-0.019156i,0.00023787-0.016081i,0.00099838-0.01338i,0.004993-0.012891i,0.010671-0.013833i,0.014332-0.011087i,0.011448-0.0046715i,0.0055124+0.00042372i,0.0021757-0.001299i
-0.12013+0.18538i,-0.18907+0.1615i,-0.29009+0.058616i,-0.3481+0.014155i,-0.22892+0.035263i,-0.033232+0.0021409i,0.045508-0.066051i,0.040207-0.089918i,0.03241-0.08776i,0.016212-0.065539i,0.0094167-0.020711i,0.014555+0.0090878i,0.009642+0.017793i,0.0030755+0.018939i,0.0017674+0.016513i,0.0038751+0.014287i,0.0037224+0.0099229i,-0.0022413+0.0044343i,-0.0075438+0.0012539i,-0.0047411-0.0026491i,0.0021766-0.0062213i,0.0050166-0.0050618i,0.0056175+0.001981i
-0.082225-0.18079i,-0.0012602-0.17382i,0.19085-0.1123i,0.31106-0.091752i,0.21057-0.079484i,0.039328+0.0040053i,-0.014409+0.095844i,0.0013637+0.12533i,0.013982+0.11057i,0.020326+0.065173i,0.0077253+0.01241i,-0.011498-0.018339i,-0.018762-0.031135i,-0.019957-0.030653i,-0.018959-0.017906i,-0.015144-0.0064488i,-0.0090827-0.002605i,-0.0063353-0.0016333i,-0.0087489+0.0001405i,-0.013013+0.0022271i,-0.014512+0.0050496i,-0.011249+0.006382i,-0.0066137+0.0015953i
0.16544+0.0014709i,0.048585-0.0015183i,-0.22724+0.030289i,-0.39706+0.10319i,-0.29367+0.12274i,-0.11355+0.037293i,-0.041562-0.052038i,-0.020412-0.082917i,-0.0068003-0.07929i,-0.00663-0.050495i,0.0033129-0.015508i,0.020613+0.0019004i,0.026433+0.0098139i,0.024428+0.014973i,0.021655+0.0091194i,0.017133-0.0014352i,0.01072-0.0037442i,0.00625+0.00049502i,0.0056954+0.0050775i,0.0044265+0.0055497i,0.0016597+0.00038094i,-0.0011948-0.0042829i,-0.0033756-0.001483i
-0.068251+0.16385i,0.031034+0.13802i,0.22351-0.012111i,0.31939-0.18706i,0.21616-0.23575i,0.06134-0.137i,-0.0090222-0.0061848i,-0.025339+0.074744i,-0.024225+0.093926i,-0.011678+0.063997i,-0.010529+0.025434i,-0.018626+0.0071864i,-0.020719-0.0033774i,-0.018994-0.012719i,-0.014575-0.0093415i,-0.0082355+0.0011978i,-0.001877+0.0062051i,0.0023172+0.002269i,0.0029256-0.0018347i,0.0018709+0.002811i,0.0015735+0.0091451i,0.0030936+0.0093863i,0.0031137+0.0023152i
-0.11296-0.14894i,-0.19688-0.079566i,-0.28463+0.11203i,-0.2997+0.27941i,-0.18706+0.29458i,-0.043249+0.17351i,0.011692+0.0226i,0.0018956-0.064919i,-0.0074899-0.073799i,-0.0044777-0.036686i,0.0088976-0.00059772i,0.022297+0.011816i,0.031472+0.014027i,0.032571+0.010456i,0.018258-0.00017377i,-9.1405e-05-0.0070974i,-0.0082696-0.0054685i,-0.0072625-0.0015739i,-0.0021423-0.0012646i,0.0031291-0.0046527i,0.005568-0.0080355i,0.004287-0.0089678i,0.002436-0.0030088i
0.21417-0.036551i,0.29026-0.14815i,0.32755-0.32912i,0.29544-0.46472i,0.15056-0.43087i,-0.0013396-0.2439i,-0.035682-0.051188i,-0.018873+0.042441i,-0.021286+0.061083i,-0.020948+0.041015i,-0.020062+0.0091107i,-0.026191-0.0033159i,-0.030396-0.00030183i,-0.027167+0.0030321i,-0.015371+0.0048015i,-0.001388+0.0045305i,0.0042996+0.00075858i,0.0031131-0.002591i,-7.9993e-05-0.0047941i,-0.0025421-0.005618i,-0.0022312-0.0040777i,4.4023e-05-0.0019492i,0.0011465-0.0043985i
-0.10489+0.19003i,-0.12849+0.29415i,-0.12934+0.40039i,-0.092073+0.47984i,0.017347+0.42293i,0.10762+0.21174i,0.080993+0.0058407i,0.0271-0.084364i,0.016874-0.09536i,0.017362-0.067396i,0.019877-0.029176i,0.022886-0.010641i,0.021218-0.0026291i,0.019653+0.004277i,0.014019+0.0047189i,0.0051054+0.0015905i,0.00019279+0.00049562i,0.00017763+0.0029989i,0.0035274+0.0052508i,0.006498+0.0034459i,0.0062984-0.00077695i,0.0043365-0.002605i,0.003823+0.00092776i
-0.087307-0.19652i,-0.10877-0.28529i,-0.08068-0.3702i,-0.054539-0.43241i,-0.083139-0.35902i,-0.1005-0.15799i,-0.046463+0.0082086i,0.0035439+0.06951i,0.0041861+0.068408i,-0.011992+0.041376i,-0.027586+0.015484i,-0.035287+0.0080088i,-0.034782+0.0073856i,-0.029103+0.00653i,-0.015836+0.0058131i,-0.0034272+0.0019015i,0.00027397-0.0011283i,-0.0026012-0.0011242i,-0.0064044-0.0010264i,-0.0083963+0.0022642i,-0.0073737+0.0086875i,-0.0033304+0.011238i,-0.0014107+0.0057987i
0.19229+0.050082i,0.23115+0.12991i,0.18657+0.2917i,0.14826+0.42626i,0.148+0.3569i,0.11374+0.15069i,0.042929+0.0031742i,0.0087763-0.055578i,0.012482-0.07013i,0.017716-0.049895i,0.024576-0.021208i,0.029677-0.012561i,0.026356-0.014637i,0.020574-0.014091i,0.012581-0.013598i,0.005661-0.013525i,0.0035889-0.010327i,0.0051182-0.0055976i,0.0080456-0.0018661i,0.0093428-0.0012099i,0.0061824-0.0041334i,0.0014116-0.0048275i,0.0022382-0.00017576i
-0.12068+0.12797i,-0.14272+0.084785i,-0.13131-0.1088i,-0.13838-0.30218i,-0.13721-0.29124i,-0.073664-0.13285i,0.0064507-0.0044022i,0.033284+0.055387i,0.020209+0.07071i,0.0028883+0.051747i,-0.009599+0.028699i,-0.014142+0.018176i,-0.016298+0.0083925i,-0.018345+0.0019188i,-0.011688+0.0057029i,-0.00027884+0.01164i,0.0054567+0.012073i,0.0035131+0.0083616i,-0.0015189+0.005706i,-0.0033838+0.0072313i,-0.0022214+0.0095387i,-0.0010072+0.0073728i,-0.0023072+0.00081487i
-0.054118-0.15397i,-0.042728-0.11839i,0.023709+0.06961i,0.095755+0.26618i,0.1054+0.29571i,0.055234+0.18685i,-0.00020328+0.060963i,-0.022564-0.022057i,-0.01405-0.045013i,0.0060982-0.033017i,0.017187-0.024752i,0.018038-0.023665i,0.019604-0.020406i,0.017725-0.013412i,0.0063459-0.0085553i,-0.0045226-0.0070832i,-0.0071792-0.0063103i,-0.0042347-0.0053082i,-0.00024779-0.0063076i,0.00041108-0.0099313i,-0.0020273-0.01165i,-0.0030717-0.0081192i,3.9937e-05-0.0011488i
0.15303+0.021378i,0.12648-0.045137i,-0.026272-0.1925i,-0.1775-0.32829i,-0.19871-0.32791i,-0.12082-0.20161i,-0.039219-0.062333i,-0.0025353+0.028683i,-0.00034985+0.061047i,-0.0088713+0.047728i,-0.015793+0.026673i,-0.016741+0.019682i,-0.012047+0.018599i,-0.0065653+0.012454i,0.0012385+0.0057495i,0.010077+0.002365i,0.011589+0.0018141i,0.0058122+0.0024464i,-0.00060166+0.0021984i,-0.0025042+0.0029725i,-0.00059741+0.0044985i,0.00041636+0.0042984i,-0.0024951+0.0012226i
-0.097234+0.13349i,-0.054686+0.20295i,0.086841+0.26487i,0.22675+0.32931i,0.2588+0.3281i,0.1738+0.21697i,0.056162+0.084672i,-0.0067186+0.0027029i,-0.014477-0.033039i,-0.0074174-0.035246i,-0.0025163-0.026042i,-0.00061167-0.016204i,0.0040469-0.0053009i,0.0079328-0.00026455i,0.0017025-0.00011399i,-0.0063081+0.0021357i,-0.0082773+0.0049034i,-0.0051939+0.0044696i,-0.0017246+0.0018744i,-0.00175-0.0016309i,-0.002628-0.0050147i,-0.0023997-0.0063534i,0.00046063-0.0053908i
-0.05763-0.16083i,-0.11948-0.20519i,-0.19991-0.2211i,-0.2805-0.26046i,-0.29936-0.26525i,-0.21505-0.16569i,-0.081894-0.044289i,0.0017177+0.015707i,0.014476+0.030516i,0.0055965+0.02725i,0.0037078+0.020227i,0.0038074+0.014826i,-0.00080836+0.011443i,-0.0048835+0.0084437i,-0.0037155+0.0020484i,-0.0011471-0.0018319i,-0.00042055-0.00070164i,0.00039405+0.001994i,0.0039365+0.0043868i,0.0074863+0.0050333i,0.0082775+0.0040975i,0.0063146+0.0024611i,0.002389+0.0027181i
0.17232+0.035135i,0.25409+0.041784i,0.32449+0.064824i,0.38453+0.10976i,0.34682+0.11788i,0.1993+0.063363i,0.053038+0.0047376i,-0.013072-0.028243i,-0.022358-0.040839i,-0.01478-0.029206i,-0.0038234-0.01415i,0.00037574-0.010893i,-0.00022065-0.0081801i,0.0001253-0.00089869i,0.0010499+0.0034329i,0.0026961+0.0012558i,0.003926-0.0034943i,0.0026361-0.0066037i,0.00079075-0.0055059i,-0.00015981-0.0027248i,-0.00080552-0.00081556i,-0.00074079+0.00085461i,0.0012275+0.0018963i
-0.12349+0.11175i,-0.18364+0.12069i,-0.25669+0.05519i,-0.33635-0.026617i,-0.31695-0.059345i,-0.18536-0.045469i,-0.058148-0.024552i,-0.0016721-0.0035398i,0.0094845+0.012886i,0.007054+0.011773i,0.0031999+0.0029968i,0.00068252-0.0031362i,-0.0055102-0.0039593i,-0.0094288-0.0021657i,-0.0045421+0.00019027i,-0.0001339+0.0038187i,0.00082616+0.0058048i,0.00061322+0.004349i,0.00031303+0.0020761i,0.0013856+0.0014545i,0.0036577+0.00066982i,0.0044047-0.0013229i,0.0028371-0.002972i
-0.023045-0.15394i,0.0070422-0.17087i,0.098443-0.10259i,0.20004-0.0088552i,0.20516+0.04272i,0.1102+0.040203i,0.013998+0.016894i,-0.02643-0.00031791i,-0.021289-0.0083556i,-0.0056765-0.0087319i,0.0014537-0.0021388i,0.0032826+0.0037405i,0.00427+0.0026204i,0.0041411+0.0015801i,0.0009159+0.001417i,-0.0034619-0.0027727i,-0.00575-0.0060157i,-0.0066223-0.0033311i,-0.0069392+0.0012482i,-0.0065843+0.0043953i,-0.0042993+0.005308i,-0.0010664+0.0035995i,0.0020087+0.0019907i
0.12697+0.058836i,0.1042+0.084213i,-0.023049+0.077926i,-0.15385+0.036345i,-0.16203-0.021312i,-0.070329-0.061026i,0.002533-0.051405i,0.026247-0.011514i,0.022289+0.013211i,0.0053262+0.013795i,-0.0073539+0.0093232i,-0.0083772+0.0077777i,-0.0065492+0.0033196i,-0.0070369-0.00348i,-0.0038906-0.0046285i,0.0018714-0.0003001i,0.0067753+0.0047511i,0.0087841+0.0049148i,0.0071613+0.0019709i,0.0041832+0.00019207i,0.0007678-0.0016484i,-0.0027852-0.0020438i,-0.0057667-0.00045729i
-0.098824+0.076901i,-0.077825+0.067487i,0.044819+0.030892i,0.18415+0.020215i,0.21659+0.041749i,0.14569+0.057182i,0.065893+0.03632i,0.018769+0.00012178i,0.00093511-0.017788i,0.001858-0.018729i,0.0053145-0.015385i,0.006687-0.011324i,0.0086001-0.0086804i,0.0074627-0.0054232i,0.0017131+0.0004387i,-0.0043333+0.0027781i,-0.0069151+0.00092762i,-0.0053872-0.00026236i,-0.0022579-0.00078026i,-0.00086201-0.00036263i,-0.00078276+0.0006877i,0.0013335-0.00044425i,0.0041372-0.0026158i
-0.017207-0.12504i,-0.037749-0.13654i,-0.10635-0.088666i,-0.19916-0.055546i,-0.22196-0.068357i,-0.14099-0.069991i,-0.034986-0.048399i,0.015873-0.028332i,0.016876-0.0091997i,0.0082734+0.0050882i,0.003563+0.0075383i,-0.000945+0.0055703i,-0.0039473+0.0041017i,-0.0054474+0.00080988i,-0.0049909-0.0021828i,-0.0030904-0.0024018i,-0.0019591-0.0012796i,-0.0011503-0.0019654i,-0.00016588-0.0053841i,-2.9094e-05-0.0082142i,-0.00090146-0.0056178i,-0.0013393+0.00018083i,-0.0017513+0.0031767i
0.11569+0.046836i,0.15202+0.03779i,0.17073-0.024967i,0.20206-0.066322i,0.21049-0.025168i,0.14547+0.023854i,0.056147+0.030713i,0.0019995+0.015767i,-0.015838+0.0016362i,-0.012783-0.0042137i,-0.0077278-0.0082576i,-0.0068223-0.0097417i,-0.0032798-0.0057823i,0.0039072-0.0026936i,0.0066095-0.0038768i,0.0046161-0.0047576i,0.0010117-0.0031749i,-0.0027011-0.0015272i,-0.004071+0.002467i,-0.0032237+0.0058027i,-0.00088398+0.0046761i,0.00029717+0.001587i,-0.0011936-0.0023986i
-0.10549+0.07083i,-0.14499+0.10287i,-0.16152+0.13195i,-0.18848+0.14649i,-0.19316+0.12087i,-0.12213+0.07632i,-0.035627+0.043089i,0.0064309+0.023702i,0.014688+0.012294i,0.011861+0.006275i,0.010276+0.004456i,0.0074207+0.0031839i,0.0020263+0.0041341i,-0.00058862+0.0048385i,-5.0823e-05+0.0020704i,0.00034257+0.0019515i,0.001721+0.0033938i,0.0045739+0.0026036i,0.0063154+0.0010474i,0.0062469+0.00018475i,0.0051347-0.00023394i,0.0043232-0.00027243i,0.0035836+0.00074152i
0.0021965-0.12078i,0.020165-0.16041i,0.060147-0.15251i,0.1171-0.1276i,0.13117-0.087658i,0.078098-0.026865i,0.024436+0.021886i,0.0090482+0.033944i,0.0067526+0.019773i,0.0010413+0.0092525i,-0.0014261+0.0076648i,0.00068181+0.0036193i,0.0032546-0.0018711i,0.0047175-0.0027118i,0.0027608-0.0025649i,-0.0008896-0.005659i,-0.0032266-0.0089467i,-0.003894-0.0071215i,-0.0025045-0.0021858i,0.00033941+0.00050782i,0.0026282+0.00022108i,0.0025111-0.00040314i,0.0016246-0.00011653i
0.094524+0.062909i,0.11024+0.097191i,0.064443+0.11329i,-0.0057143+0.11515i,-0.039829+0.077754i,-0.036552+0.019949i,-0.020359-0.003933i,-0.0020158-0.0031385i,0.0059655-0.0028781i,0.0019206-0.0038087i,0.00017994-0.0034163i,0.0022926-0.0024724i,0.0017748+0.00064424i,0.00083459+0.0048304i,0.0025168+0.0068687i,0.0052684+0.0070699i,0.0069555+0.0057396i,0.0068775+0.00078386i,0.0041998-0.0039919i,0.00024171-0.0044708i,-0.0014476-0.0033608i,-0.0017498-0.001718i,-0.0022073-0.000588i
-0.091939+0.038479i,-0.10897+0.022234i,-0.059784-0.035837i,0.0018796-0.088425i,0.020178-0.076042i,0.0034536-0.026415i,-0.016907-0.001013i,-0.024083+0.0014763i,-0.017684+0.0012064i,-0.0075375-0.00026525i,-0.0024209-0.0011469i,-0.0019754-0.0012495i,-0.0049986-0.0025974i,-0.0059175-0.0022155i,-0.0043153-0.00020684i,-0.0048167-0.00060793i,-0.0061329+0.00034456i,-0.0070139+0.0039527i,-0.0086233+0.0051668i,-0.0090918+0.0053775i,-0.0069423+0.005486i,-0.0040623+0.0027929i,-0.001189-0.0005983i
0.017192-0.092757i,0.017304-0.094486i,-0.0070158-0.032935i,-0.049161+0.02309i,-0.07845+0.01784i,-0.069119-0.015659i,-0.046891-0.026692i,-0.031216-0.013827i,-0.01598+0.00041874i,-0.0060035+0.0042725i,-0.0042476+0.0034974i,-0.0034087+0.004071i,-0.00088765+0.003625i,-0.00069588+0.001875i,-0.00097882-0.00047826i,0.0020177-0.00068677i,0.0060969+0.00028245i,0.0087037-0.0010895i,0.0089453-0.002401i,0.007667-0.0018835i,0.0053259-0.00024697i,0.0034323+0.001854i,0.0026749+0.0032112i
0.071227+0.054467i,0.07537+0.053299i,0.048173+0.012548i,0.043148-0.023049i,0.064212-0.021861i,0.059956-0.0046593i,0.027265+0.00064668i,-0.00027018+0.0034042i,-0.0077531+0.0063447i,-0.0036479+0.0032864i,-4.3328e-05+0.00049838i,0.00018652+0.00093232i,-0.00088755+0.0019012i,-0.0026346+0.0017137i,-0.0037068+0.0016507i,-0.0034448+0.0010861i,-0.0034079+0.00081945i,-0.0031423+0.0018872i,-0.0020495+0.0042889i,-0.0013375+0.0064174i,-0.0006394+0.005731i,8.6052e-05+0.0033103i,-0.00059432+0.00099104i
-0.076961+0.032474i,-0.082616+0.04422i,-0.051034+0.063597i,-0.034957+0.08703i,-0.038322+0.074445i,-0.022691+0.032132i,0.0041492-0.0029323i,0.014598-0.019327i,0.00998-0.018058i,0.005071-0.0081075i,0.005082-0.0014667i,0.0055202-0.00018408i,0.0044241-0.0026223i,0.0012519-0.004813i,-0.0014358-0.0026763i,-0.00089229-0.00019896i,-0.00050445-0.0011439i,-0.00052571-0.0038216i,0.00080275-0.0076611i,0.0013286-0.011456i,0.0012732-0.011283i,0.0024651-0.0083368i,0.0030438-0.0065635i
0.011782-0.080527i,0.017179-0.1006i,0.016093-0.10471i,0.025748-0.11339i,0.046664-0.099263i,0.047161-0.060066i,0.033544-0.02941i,0.022308-0.019086i,0.0086289-0.012918i,-0.00041045-0.0051157i,-0.0028014-0.0020508i,-0.0041053-0.0019618i,-0.002051-0.0010801i,0.0042185-0.00076409i,0.007711-0.0028793i,0.0049002-0.0038703i,7.1127e-05-0.00093002i,-0.0026851+0.0042935i,-0.0026015+0.0080503i,-0.00058139+0.0081226i,0.00045777+0.0061168i,0.0002031+0.0045126i,-0.00085293+0.003993i
0.059788+0.053185i,0.069627+0.071129i,0.062431+0.069567i,0.046454+0.065564i,0.017903+0.056601i,0.005276+0.034927i,0.0092823+0.011298i,0.0065923-0.004383i,-0.001306-0.008597i,-0.0044744-0.0047064i,-0.003645-0.0012579i,-0.0026246+0.00019005i,-0.0030856+0.0024415i,-0.0028694+0.0041595i,-0.00030468+0.0048597i,0.0019559+0.0042236i,0.0022031+0.001353i,0.0017999-0.0014337i,0.0014662-0.0024644i,-0.00093619-0.0027639i,-0.0028703-0.0031696i,-0.0027722-0.0032462i,-0.0022729-0.0032891i
-0.075558+0.017571i,-0.097419+0.0051408i,-0.090092-0.014352i,-0.072989-0.029802i,-0.051307-0.026581i,-0.027169+0.00064716i,-0.0067936+0.021285i,0.0062381+0.021863i,0.0091708+0.013069i,0.003791+0.0054897i,-0.0038767+0.0033872i,-0.0057278+0.0037262i,-0.0027813+6.285e-05i,-0.0002745-0.005932i,0.00028563-0.0079248i,0.0003212-0.0047795i,0.0013544-0.00080693i,0.0022789+0.0011792i,0.0018084+0.0023939i,0.0018886+0.0035205i,0.0027411+0.0042529i,0.0026906+0.0041444i,0.0028167+0.0032314i
0.030646-0.064091i,0.054055-0.070387i,0.053168-0.037732i,0.033244+0.0058449i,0.017096+0.023565i,0.0030386+0.018032i,-0.0014083+0.02028i,0.0065171+0.02463i,0.013224+0.015318i,0.010863+0.0026582i,0.0075221-0.0030641i,0.0076594-0.0045191i,0.0063335-0.00049893i,0.003641+0.0070785i,0.0022505+0.011362i,0.00097384+0.0090884i,-0.00081425+0.0031034i,-0.0019014-0.002014i,-0.002031-0.0039453i,-0.0011982-0.0031316i,-0.00010464-0.0013478i,-0.0002338-2.9834e-05i,-0.00041605+0.00063719i
0.036646+0.055373i,0.031319+0.077322i,0.013292+0.060858i,0.00459+0.027786i,0.008744+0.013018i,0.010763+0.011312i,0.0041531+0.01069i,0.0017383+0.0095811i,0.0026782+0.0067578i,0.0019629+0.0034947i,0.00087727+0.0016886i,-0.00030679+0.00068838i,-0.0033694-0.00056564i,-0.007736-0.0020303i,-0.0085271-0.0020346i,-0.0040923-0.001378i,-0.00027738-0.0009011i,-0.00051399+0.00078621i,-0.0013073+0.0022049i,-0.00081911+0.0022458i,0.00078428+0.0023782i,0.002075+0.0017238i,0.0014754+0.0013895i
-0.05908+0.0041254i,-0.070141-0.0078124i,-0.0391-0.0085055i,-0.0056144-0.001369i,-0.0074447-0.00083972i,-0.018005-0.0080338i,-0.020672-0.013615i,-0.019563-0.011558i,-0.014684-0.0076334i,-0.0063512-0.007538i,-0.00074741-0.011294i,-0.0006233-0.012966i,-0.00018535-0.0094945i,0.0039335-0.0043267i,0.0054643-0.001547i,0.0012009-6.2634e-05i,-0.0024994+0.00095983i,-0.00082108+8.2943e-05i,0.002437-0.0024598i,0.0020907-0.0048464i,0.00015292-0.0050803i,-4.5129e-05-0.0038005i,0.00067616-0.0027987i
0.028654-0.047254i,0.040373-0.056465i,0.02154-0.047473i,-0.0019429-0.042304i,-0.0030887-0.043206i,-0.0019016-0.031227i,-0.010029-0.015564i,-0.017195-0.0029654i,-0.014433+0.00784i,-0.005365+0.011138i,0.001028+0.0083568i,0.0026879+0.0072703i,0.0017564+0.0052873i,-0.0019861+0.0010388i,-0.005835-0.0021217i,-0.0048869-0.0036307i,-0.0017327-0.0025291i,-0.00061438+0.00063248i,0.00041794+0.0032691i,0.0013874+0.0042783i,0.0016353+0.0037601i,0.0023519+0.0024102i,0.0024288+0.0017434i
0.023873+0.045681i,0.025987+0.057219i,0.018993+0.039538i,0.0098066+0.023794i,0.0016598+0.022655i,-0.0018145+0.013768i,-0.0027506+0.00023118i,-0.0074899-0.0038041i,-0.010057-0.00016013i,-0.0068829+0.0026273i,-0.004354+0.0035119i,-0.00469+0.0041854i,-0.0040471+0.0030715i,-0.0014112-0.000269i,-0.00079746-0.0011054i,-0.0019239+0.0018265i,-0.0016102+0.0025968i,-0.00024135-0.00095671i,0.00025992-0.0038024i,-0.0015165-0.002684i,-0.0029812-0.00086564i,-0.0031066-0.00061404i,-0.0031747-0.0012443i
-0.046713-0.0074458i,-0.05907-0.013239i,-0.049412-0.011935i,-0.038744-0.0091477i,-0.027746-0.0076204i,-0.0074228-0.0057042i,0.010887-0.0060506i,0.018924-0.0093149i,0.01591-0.010725i,0.010063-0.0072679i,0.0081139-0.0014512i,0.0078784+0.00077203i,0.0048853-0.0004381i,0.0027434-0.0015471i,0.0023801-0.0033488i,0.0022342-0.0051707i,0.0026143-0.0036461i,0.0025073+0.00084034i,0.0028065+0.0044216i,0.0037187+0.0051402i,0.0047264+0.0038833i,0.0047882+0.0019554i,0.0039171+0.001035i
