0.00025246-0.0011029i,-0.00035545-0.00088991i,-0.00099451-0.00066345i,3.3476e-05-0.00067168i,0.00027152-0.00089233i,-0.00071712+0.00018852i,-0.00090337+0.0016656i,0.00028474+0.0022213i,0.0018305+0.0022716i,0.0018622+0.0011471i,0.0010667-0.00029447i,2.7207e-05-0.00048343i,-0.00020402-0.00028929i,0.00020659-0.00037285i,0.00018864+7.9917e-05i,0.00046308+0.0002347i,0.00014902-9.1766e-05i,-6.5742e-05-8.5463e-05i,0.00035478+2.1103e-05i,0.00099333+0.00013738i,0.00056768-2.0345e-06i,0.0003481-0.00046073i,6.4892e-06-0.00068562i
0.045635-0.13367i,0.021573-0.095729i,-0.0053754-0.051906i,-0.015162-0.026502i,-0.010272-0.018309i,-0.0064317-0.010484i,-0.0048752-0.0017637i,-0.00098067+0.0020254i,0.002221+0.0011189i,0.00047648+0.00016319i,-0.003447+0.0017277i,-0.0062487+0.0045291i,-0.0069105+0.0053135i,-0.00619+0.0040781i,-0.0052117+0.0031112i,-0.0047679+0.0032455i,-0.003483+0.002798i,-0.0010093+0.001182i,0.00033905+0.0012054i,0.00086736+0.0013944i,0.0013429+0.00056354i,0.0015859+0.00010163i,0.00070559+8.817e-05i
-0.083678-0.1113i,-0.066718-0.071092i,-0.04521-0.0253i,-0.030478+0.00078965i,-0.022237+0.0044171i,-0.012301+0.0014742i,-0.0040557+0.0014673i,-0.00071121+0.00028843i,-0.0013149-0.0024041i,-0.0030483-0.0034404i,-0.0016009-0.002647i,0.0013276-0.0013864i,0.003428+0.000605i,0.0044894+0.0021209i,0.0032282+0.0013591i,0.0017142-0.00051403i,0.0012999-0.00038827i,0.00043819+0.0010954i,-0.00050515+0.0026755i,-0.00093752+0.0033097i,-4.7446e-06+0.0019646i,0.0016163+0.00096367i,0.0021729+0.0015136i
-0.1358+0.0029523i,-0.096958+0.0092383i,-0.048754+0.01097i,-0.015763+0.011758i,-0.0057298+0.01404i,-0.0057826+0.010987i,-0.0026678+0.0038358i,1.5541e-05-0.0018829i,-6.1846e-06-0.0041659i,-0.0014226-0.0026676i,-0.0020718+7.0399e-05i,-0.00053667+0.00086468i,0.002392-0.0012989i,0.0046615-0.0038356i,0.0061107-0.0038706i,0.0059416-0.0033935i,0.0029865-0.0024067i,0.00029832-0.0010305i,-0.0003133-0.00013709i,0.00041874-0.00048056i,0.00090292-0.0019981i,0.00026343-0.0030094i,-3.6989e-06-0.0022115i
-0.066782+0.11376i,-0.039136+0.089474i,-0.016975+0.049994i,-0.0084496+0.017902i,-0.0049021+0.0057847i,-0.0047332+0.0054824i,-0.005214+0.0011778i,-0.0059081-0.0020007i,-0.0054326-9.7448e-05i,-0.0038175+0.0025625i,-0.0045195+0.003888i,-0.0058968+0.0027531i,-0.0064218-0.00021544i,-0.0053946-0.0027954i,-0.0028547-0.0046231i,-0.00011452-0.0042374i,0.0013851-0.002062i,0.001452-0.00068452i,0.00079265-0.0011468i,0.0005576-0.0031148i,0.00044405-0.003213i,-0.0008894-0.0016934i,-0.0019686-0.0011702i
0.034884+0.14667i,0.043676+0.10787i,0.042718+0.080189i,0.034949+0.053388i,0.029764+0.026568i,0.026822+0.0071971i,0.014348+0.00064091i,0.0021061+0.0031532i,-0.0017632+0.0076047i,0.0030782+0.0074121i,0.010305+0.00079527i,0.012002-0.0049278i,0.0077007-0.0046321i,0.0030656-0.00019907i,0.0011548+0.0028232i,-0.00015837+0.0018585i,-0.00027111+0.00031294i,0.0011771-0.00044729i,0.0020905-0.0012281i,0.00026471-0.0019381i,-0.0023685-0.0014784i,-0.0027649-0.00066048i,-0.0025018+1.7436e-05i
0.13094+0.034138i,0.10129+0.010175i,0.069951-0.0032574i,0.049775-0.0021349i,0.030778-0.0005186i,0.01566-0.0081278i,0.0039447-0.010891i,-0.0011756-0.0043393i,0.0018278+0.0018859i,0.0039422+0.0026361i,0.0034077+0.0010128i,0.0039929+0.00031803i,0.0044011+0.00064153i,0.0026691+0.0021379i,0.00020217+0.0033512i,-0.0014234+0.0023004i,-0.0017884+0.0019241i,-0.0014654+0.001503i,-0.00068857-0.00018212i,-0.0011467+0.00033509i,-0.001938+0.0015285i,-0.00083019+0.0018942i,0.0004307+0.0016121i
0.097618-0.093856i,0.059308-0.081765i,0.023116-0.064686i,0.0096488-0.052479i,0.007572-0.034031i,0.00064596-0.017267i,-0.0057304-0.0066905i,-0.0059754+0.00096603i,-0.0027115+0.0040677i,-0.001085+0.0030926i,-0.0032972+0.00024225i,-0.0061846-0.0013396i,-0.0060612-0.0011461i,-0.0043784-0.00049414i,-0.0036175-0.00081887i,-0.003271-0.0012111i,-0.0026782-0.00030692i,-0.0016289+0.00068904i,-0.00098759+0.0023642i,-0.00021252+0.0040526i,0.00082844+0.0042862i,0.001527+0.003335i,0.0022677+0.0015199i
-0.014786-0.13394i,-0.026208-0.093998i,-0.033926-0.046379i,-0.039666-0.021292i,-0.03015-0.014971i,-0.015214-0.0082979i,-0.0053829-1.648e-05i,0.0013243+0.0020908i,0.0035484-0.00052747i,0.0024226-0.0018973i,0.0021113-0.001061i,0.0019396+0.00060779i,0.0020624+0.0024561i,0.002745+0.0036827i,0.0027568+0.003322i,0.0016759+0.0013725i,0.00050783+0.00048934i,7.5496e-05+0.00080659i,-0.00050883+0.0010093i,-0.00071735+0.0013531i,0.0011496+0.0012974i,0.003072+0.00098975i,0.0014151-0.00010545i
-0.12226-0.06036i,-0.090324-0.033321i,-0.043599-0.0037525i,-0.018466+0.02063i,-0.014771+0.023356i,-0.0097574+0.012064i,-0.0001148+0.0040454i,0.0066171-0.0012764i,0.0081041-0.0051427i,0.0064606-0.0038643i,0.0045211-0.00045724i,0.0041387+0.0013876i,0.0064749+0.0016251i,0.008273+0.0018338i,0.0076358+0.0028794i,0.0065914+0.0034288i,0.0036843+0.0022736i,-0.00025166-0.00022371i,-0.00054495-0.0018639i,0.0011713-0.0029366i,0.0025178-0.0039597i,0.0038616-0.0038543i,0.0032414-0.0024267i
-0.12268+0.064029i,-0.091004+0.054609i,-0.051478+0.025323i,-0.012268+0.0098946i,0.0061679+0.014334i,0.0031949+0.014836i,-0.0014007+0.0051727i,-0.0047732-0.0030793i,-0.006937-0.0058372i,-0.0058128-0.0053019i,-0.0037805-0.0045182i,-0.0034015-0.0062968i,-0.0033807-0.0096165i,-0.00086224-0.0102i,0.0026885-0.0073651i,0.0037872-0.0042206i,0.0025848-0.0026186i,0.0020925-0.0016733i,0.0033412-0.0016353i,0.0034142-0.0025818i,0.0016262-0.0036151i,-0.00034497-0.0040425i,-0.00099817-0.0032657i
-0.014618+0.13867i,-0.0050108+0.11454i,-0.017673+0.073786i,-0.022205+0.033794i,-0.0045921+0.013295i,0.0070868+0.011933i,0.0028687+0.009794i,-0.004803+0.005074i,-0.0074606+0.0027103i,-0.004953+0.0017324i,-0.0022156+0.0017008i,-0.0018393+0.0014458i,-0.0040567+0.0012218i,-0.0079073+0.00057074i,-0.0082496-0.0020123i,-0.0049814-0.0041163i,-0.0021156-0.0028062i,0.0004257+0.00028067i,0.0018907+0.0018219i,0.0013874+0.00087258i,-0.00083859-0.0011495i,-0.0032488-0.0018453i,-0.0030465-0.0008158i
0.11201+0.078648i,0.10395+0.058587i,0.075457+0.057278i,0.043276+0.054614i,0.021392+0.029156i,0.018121+0.0049603i,0.014128-0.0024251i,0.0059682+0.0017137i,0.0024968+0.0086947i,0.0015682+0.01017i,0.00037576+0.0089715i,0.00032405+0.0096977i,0.00049554+0.010438i,-0.00033523+0.007827i,-0.0030572+0.0040412i,-0.0054781+0.0014572i,-0.0041784+0.0008851i,-0.0016782+0.00040546i,-0.00077479-0.00031779i,-0.002207+1.9661e-06i,-0.0034839+0.00027575i,-0.0024898+0.0013522i,-0.0015116+0.0029011i
0.12459-0.045668i,0.10332-0.059575i,0.08695-0.05157i,0.07847-0.032473i,0.052317-0.018367i,0.02146-0.01966i,0.0029319-0.017184i,-0.0033113-0.007685i,-0.0008621-0.0023266i,0.0022493-0.00070105i,0.0024826-0.001308i,0.0024351-0.0038166i,0.0038686-0.0050149i,0.0047313-0.0044129i,0.0035385-0.0028207i,0.0022793-0.00071412i,0.001778-0.00054612i,3.5896e-07-0.0019713i,-0.0019255-0.0020384i,-0.0028439-0.0007033i,-0.0024266+0.0014123i,-0.0012867+0.002874i,-0.00039932+0.0022997i
0.020852-0.1297i,-0.011186-0.10819i,-0.028452-0.084763i,-0.025466-0.080525i,-0.015217-0.059965i,-0.014855-0.028016i,-0.015847-0.0069926i,-0.0089439+0.0014597i,-0.000758+0.00036817i,0.0025812-0.003022i,0.0021288-0.0035685i,0.00061057-0.0021911i,-0.0012955-0.00084816i,-0.002061+0.00051616i,-0.00022153+0.0025217i,0.0015199+0.0031487i,0.00076939+0.0011048i,-0.0016604-0.00046265i,-0.0029835-0.00072734i,-0.0024712+0.00086056i,-0.0012032+0.0038146i,0.00043957+0.0042896i,0.0010022+0.0022324i
-0.091838-0.085618i,-0.079627-0.043014i,-0.060483+0.001043i,-0.064171+0.016759i,-0.055883+0.010941i,-0.030065+0.0077281i,-0.0091008+0.010102i,0.0021544+0.0081542i,0.0034559+0.0034811i,9.3599e-05+0.0010235i,-0.0019177+0.0012453i,-0.0021738+0.003176i,-0.0015094+0.0067998i,2.8591e-05+0.010021i,0.00022781+0.0091957i,-0.00071306+0.0053451i,-0.0013606+0.0015758i,-0.00090565-0.00059536i,0.001185+0.00017121i,0.0031997+0.001264i,0.0046157+0.0018761i,0.0043686+0.0021258i,0.0029859+0.0015083i
-0.12953+0.026042i,-0.08025+0.024974i,-0.011963+0.018507i,0.017905+0.034049i,0.010543+0.041357i,0.00098617+0.024639i,0.0022037+0.0039575i,0.0040728-0.0094673i,0.002509-0.012065i,0.0016741-0.0073401i,0.0034797-0.0032058i,0.0063569-0.0030865i,0.01023-0.0045508i,0.012352-0.0048314i,0.0094648-0.0039971i,0.0048802-0.0023307i,0.0024495-0.00048772i,0.0021117-0.0001014i,0.0035969-0.00037583i,0.0053243-0.00092596i,0.0057304-0.0018807i,0.005001-0.0030225i,0.0030723-0.0025636i
-0.050173+0.1284i,-0.041134+0.08463i,-0.033978+0.0083709i,-0.0095159-0.027616i,0.013861-0.01453i,0.010157+0.0030677i,-0.0030566+0.003663i,-0.010652-0.0013566i,-0.0099293-0.002342i,-0.0038689-0.0003925i,0.00059501-3.4314e-05i,0.0013321-0.0029926i,-0.0003288-0.0087329i,-0.0018715-0.012828i,-0.00053454-0.011674i,0.0026074-0.0070733i,0.0031161-0.0024968i,0.0010314+0.00042277i,-0.00084621+0.00068805i,-0.0025137-0.0013146i,-0.0036028-0.0040835i,-0.0031134-0.0053726i,-0.0019289-0.0036745i
0.089937+0.11997i,0.055676+0.10584i,-0.017228+0.08152i,-0.055629+0.049163i,-0.034876+0.018463i,-0.0035729+0.010708i,0.0053745+0.012626i,-0.00011567+0.014095i,-0.0056717+0.013956i,-0.0077559+0.0087752i,-0.00812+0.0036341i,-0.0098605+0.00272i,-0.013887+0.0032217i,-0.015842+0.0016184i,-0.012156-0.0015829i,-0.006872-0.0038902i,-0.0034339-0.0030536i,-0.0006486-0.0010444i,6.7415e-05-0.00011485i,-0.0023322-0.00062078i,-0.0044576-0.001614i,-0.0044935-0.0015179i,-0.0033764+0.00039003i
0.15738-0.026412i,0.14381-0.014202i,0.10938+0.041147i,0.074452+0.080411i,0.041702+0.056762i,0.026895+0.012768i,0.020995-0.0073211i,0.014839-0.0054463i,0.0096208+0.0015312i,0.004353+0.0056712i,0.0027499+0.0055649i,0.0040495+0.0044697i,0.0055737+0.0068424i,0.0059973+0.0091136i,0.0036556+0.0069064i,4.5146e-05+0.0033767i,-0.00082124+0.00079207i,0.00073461-0.0011259i,0.0012826-0.002289i,0.00044072-0.0012137i,-0.00072783+0.0010327i,-0.001288+0.00131i,-0.00036427+0.00052989i
0.049897-0.15586i,0.037953-0.14734i,0.059224-0.11616i,0.091145-0.08509i,0.071756-0.052289i,0.025226-0.033132i,-0.0023043-0.024548i,-0.0061832-0.014686i,-0.00030662-0.0063518i,0.0042366-0.0012631i,0.0051064+0.00085114i,0.0059163+0.0001998i,0.0087562-0.0012482i,0.0093084+0.00033322i,0.0050935+0.0048913i,0.00096194+0.0077844i,0.00060182+0.0050284i,0.00018796+0.00032121i,-0.00025506-0.0015105i,-0.00017882-0.0014162i,-0.00070913+5.8589e-05i,-0.00060273+0.0011765i,-0.00044092+0.00016417i
-0.10441-0.12573i,-0.11508-0.087199i,-0.11125-0.066566i,-0.094997-0.082123i,-0.063376-0.069122i,-0.036674-0.027641i,-0.023645+0.0011005i,-0.014023+0.0072204i,-0.0066716+0.00012908i,-0.0024525-0.0067496i,-0.00085009-0.0085108i,-0.0038338-0.0081573i,-0.0093054-0.007124i,-0.011752-0.0043447i,-0.0095916-0.0013009i,-0.0051134-0.0010598i,-0.0015156-0.0018591i,-0.0011276-0.00080169i,-0.00097119+0.00093403i,0.00037586+0.0014517i,0.00078854+0.0019488i,0.0010268+0.0025276i,0.00064564+0.0020468i
-0.15337+0.013704i,-0.1008+0.05567i,-0.051598+0.093557i,-0.055326+0.097517i,-0.055035+0.068202i,-0.025302+0.034488i,0.0013866+0.015658i,0.012193+0.005745i,0.011297-0.00019542i,0.0052804-0.0019479i,0.001688-0.00054384i,0.001309+0.0014476i,0.00085728+0.0031591i,0.0012198+0.0036182i,0.0028867+0.00083667i,0.0025856-0.0031871i,0.00036602-0.0037531i,-0.00039863-0.00046423i,0.00029185+0.0024994i,0.00091828+0.0040563i,0.0021482+0.0036758i,0.0039597+0.0018288i,0.0037507+0.00046171i
-0.086844+0.1307i,-0.013768+0.076592i,0.070927+0.01691i,0.099096+0.015268i,0.071219+0.03102i,0.031078+0.017283i,0.0079227-0.0057633i,-0.0013372-0.014644i,-0.0045599-0.0082105i,-0.0039865+0.0028844i,-0.0019734+0.0079411i,0.0016217+0.0078523i,0.0077655+0.0056377i,0.011517+0.0016862i,0.00871-0.0020909i,0.0032209-0.0013459i,-0.00012508+0.0013878i,0.00011877+0.0010404i,0.0013586-0.0015672i,0.0023022-0.003369i,0.0030367-0.0040379i,0.0026196-0.0044875i,0.0013374-0.0040568i
0.048508+0.15868i,0.013247+0.067303i,-0.033328-0.050299i,-0.035458-0.10212i,-0.0057078-0.074361i,0.0020688-0.02575i,-0.011569-2.5034e-05i,-0.022431+0.0067658i,-0.019599+0.0067664i,-0.0084538+0.004455i,-0.0013368+0.00093698i,-0.00058537-0.0037339i,-0.0028631-0.009507i,-0.0055179-0.012323i,-0.0050073-0.0088122i,-0.0025287-0.0033424i,-0.0010353-0.0003842i,0.00027022-0.00069776i,0.00056596-0.003196i,-0.00070618-0.0051287i,-0.0019602-0.0061991i,-0.0022068-0.0059287i,-0.0024581-0.0030368i
0.18276+0.06494i,0.095166+0.07029i,-0.036385+0.089903i,-0.10407+0.089682i,-0.077684+0.051134i,-0.022731+0.021131i,0.0059003+0.017537i,0.010675+0.021408i,0.0085939+0.018796i,0.0043086+0.009111i,0.0010739+0.0018822i,-0.00090923-7.7503e-06i,-0.0037495+0.0014419i,-0.0041852+0.0034172i,-0.00089937+0.0034847i,0.0018498+0.00097145i,0.0029875-0.001183i,0.0024362-0.00055882i,-0.00018425+0.00082228i,-0.0025796+0.0014985i,-0.0044438+0.001788i,-0.0047713+0.0026822i,-0.0033539+0.0035157i
0.16828-0.13879i,0.15068-0.080003i,0.14274+0.032097i,0.13321+0.10318i,0.085894+0.080765i,0.038823+0.021769i,0.021446-0.011616i,0.01777-0.015707i,0.012812-0.010075i,0.0045094-0.0047101i,-0.0017844-0.0017194i,-0.0037314+0.0017401i,-0.0021744+0.0080838i,0.00056054+0.012069i,-0.0006708+0.010145i,-0.0039823+0.0059538i,-0.0034704+0.0024813i,-0.0006352-0.00040738i,0.0013059-0.00051039i,0.0015674+0.0020365i,0.00075035+0.0043147i,-0.00021369+0.0039343i,-0.00027945+0.0011376i
-0.03315-0.22694i,-0.029791-0.20241i,0.027813-0.17994i,0.084107-0.16323i,0.067746-0.11348i,0.014548-0.055732i,-0.017365-0.026606i,-0.019143-0.018342i,-0.0076339-0.01538i,0.0019417-0.011651i,0.0049913-0.0088314i,0.0045549-0.009623i,0.0029416-0.011505i,-0.0003815-0.011087i,-0.0054243-0.0072464i,-0.0071907-0.0027896i,-0.0051287-0.0011078i,-0.0038533-0.0011823i,-0.0018763-0.0010801i,0.0010768-0.00014852i,0.0019009+0.00014161i,0.0015903+0.00017395i,0.0012911-0.00052266i
-0.21742-0.081277i,-0.21082-0.025522i,-0.20058-0.014826i,-0.18674-0.046473i,-0.13308-0.043435i,-0.063654-0.0065062i,-0.02169+0.019772i,-0.0052152+0.023533i,8.6563e-05+0.013685i,0.0014552+0.003541i,0.0023314+0.00065974i,0.0025218+0.00016636i,0.0014742-0.0031203i,0.001424-0.0043988i,0.0040266-0.0022337i,0.0061116-0.0016294i,0.003323-0.0016912i,-0.0022133-0.00054993i,-0.0057371-0.00023236i,-0.0054667-0.0011241i,-0.0026-0.00074219i,-6.7562e-05+0.00099605i,0.00020091+0.0025079i
-0.17379+0.12544i,-0.077655+0.16547i,-0.00456+0.19579i,-0.0011326+0.19538i,-0.0080418+0.14314i,0.0089896+0.067073i,0.025801+0.016032i,0.025499-0.0039795i,0.011692-0.0068329i,-0.0018784-0.0026787i,-0.0073015+0.0017138i,-0.007825+0.007235i,-0.0049814+0.011807i,0.00071998+0.010912i,0.0046322+0.0058815i,0.0039228+0.00039151i,0.0014276-0.0016598i,0.0015213-0.00013932i,0.0035846+0.00047438i,0.003356-0.00041128i,0.0031563-0.0013999i,0.004336-0.0016973i,0.0034522-0.0013691i
-0.00092144+0.19625i,0.094299+0.08451i,0.1768-0.027233i,0.19425-0.055135i,0.14265-0.034064i,0.064105-0.024558i,0.0084484-0.028946i,-0.014489-0.027575i,-0.016538-0.014974i,-0.008795-0.00051959i,-0.0018138+0.0052529i,0.0041353+0.003705i,0.0062438-0.0005434i,0.0025801-0.0044077i,-0.0015198-0.0051625i,-0.0036594-0.0032404i,-0.0028516-0.00023004i,0.0017095+0.002144i,0.0067382+0.0013538i,0.0074819+6.7357e-05i,0.0045449-0.0012229i,0.0020649-0.0028107i,0.00067671-0.0033298i
0.13775+0.13341i,0.050722+0.00035785i,-0.063637-0.1288i,-0.10665-0.17166i,-0.073005-0.12499i,-0.037216-0.049215i,-0.030348+0.0026535i,-0.030154+0.023957i,-0.019635+0.024723i,-0.0059395+0.014585i,0.00091929+0.0055479i,0.0021769+0.00032019i,0.0012077-0.0023518i,0.00011566-0.00094078i,0.00046131+0.0025155i,0.0028286+0.0040688i,0.003992+0.0033861i,0.0015804+0.00057692i,-0.0014882-0.0022869i,-0.0029075-0.0031875i,-0.0042276-0.0020394i,-0.0057545-0.0011627i,-0.0053365-0.00019689i
0.21302-0.016266i,0.07502+0.021629i,-0.078175+0.11215i,-0.13951+0.16336i,-0.10095+0.12167i,-0.033854+0.055217i,0.0092668+0.026197i,0.025037+0.021338i,0.024559+0.013136i,0.014844+0.00013669i,0.0031718-0.007768i,-0.0075259-0.0073028i,-0.012388-0.00011597i,-0.0087387+0.0059188i,-0.0032658+0.0048238i,-0.00031058+0.0017581i,0.0016312+0.0010193i,0.0012179+0.00049809i,-0.0017801+0.00017552i,-0.0048117+0.0011684i,-0.0056907+0.0024882i,-0.0040253+0.0029936i,-0.00082509+0.002346i
0.11998-0.20585i,0.11111-0.10648i,0.16332+0.030126i,0.20398+0.094534i,0.15129+0.065898i,0.063348+0.0095379i,0.019364-0.024445i,0.013626-0.032273i,0.013723-0.02452i,0.0086235-0.010915i,0.0039366-0.0024743i,0.003783-0.00068558i,0.0049289-0.0018772i,0.0022822-0.0060053i,-0.0030123-0.0096953i,-0.0055671-0.0084796i,-0.0043375-0.005024i,-0.0014031-0.0020903i,0.0014037+0.00081938i,0.0029366+0.0027394i,0.0032224+0.0025408i,0.0024559+0.0022703i,0.0025031+0.0011116i
-0.11825-0.22815i,-0.09362-0.19013i,-0.018807-0.20478i,0.025163-0.22971i,0.0089952-0.17067i,-0.023033-0.069896i,-0.038814-0.014198i,-0.03627-0.0018878i,-0.024689-0.0015635i,-0.011684-0.00020966i,-0.0016288+0.0030396i,0.0057048+0.0034509i,0.0095432+0.00039521i,0.0066483-0.0015119i,0.00059206-0.00015366i,-0.0021552+0.0014386i,-0.0033017-0.00025623i,-0.0050437-0.0037097i,-0.0037817-0.0060259i,0.00056338-0.0063455i,0.0030972-0.0039987i,0.0032523-0.0011839i,0.0015383+0.00066859i
-0.25835-0.0096702i,-0.23795+0.04811i,-0.24229+0.052552i,-0.25203+0.040024i,-0.18427+0.044672i,-0.071494+0.050635i,-0.0037039+0.046986i,0.013496+0.034993i,0.0097354+0.018762i,0.0015653+0.0049106i,-0.0013528-0.0015637i,-0.0030691-0.0034886i,-0.0051539-0.0021041i,-0.0027002+0.0035852i,0.001349+0.007181i,0.0030468+0.0052948i,0.0012121+0.0021876i,-0.0014371+0.0021237i,-0.0016679+0.0020344i,-0.00032487+0.00068905i,0.00063593+0.00026275i,0.0012939+0.00035342i,0.0021298+0.0013396i
-0.1258+0.19877i,-0.00094282+0.22317i,0.085283+0.24387i,0.10804+0.24601i,0.10009+0.1743i,0.07852+0.063416i,0.056816-0.0079838i,0.036805-0.027641i,0.014185-0.020114i,-0.0011539-0.0052657i,-0.0049611+0.0015477i,-0.002653+0.0025561i,0.001718+0.0020819i,0.0036464-0.00034645i,0.002788-0.0021361i,0.0016574-0.0018169i,0.0012404+0.00075819i,0.0023406+0.006334i,0.0037715+0.010612i,0.0034893+0.010133i,0.0024737+0.0055723i,0.0022318+0.00055792i,0.0024783-0.0023863i
0.083475+0.19346i,0.17169+0.047799i,0.22497-0.098497i,0.22549-0.16004i,0.15517-0.14043i,0.054086-0.090846i,-0.015419-0.055311i,-0.040046-0.033171i,-0.032585-0.012613i,-0.014327-0.0026867i,-0.0040901-0.00064262i,0.00073478+0.0023038i,0.002791+0.0015021i,0.00041545-0.00045306i,-0.0027475-0.00057945i,-0.0025855+0.00082328i,-0.00039761+0.0011502i,0.0015798-0.0019847i,0.00168-0.0040075i,-0.00012537-0.0037708i,-0.0023972-0.0033i,-0.0037182-0.0043185i,-0.0043767-0.0041238i
0.16704+0.049398i,0.040691-0.088938i,-0.12603-0.17572i,-0.20645-0.17024i,-0.17069-0.10041i,-0.095438-0.021988i,-0.050112+0.028192i,-0.027218+0.047937i,-0.0037307+0.040453i,0.01104+0.018187i,0.010604+0.0009728i,0.0027804-0.0090781i,-0.006124-0.0099967i,-0.0080545-0.0027026i,-0.0029214+0.0023647i,0.0011208+0.0022507i,0.0024149+0.00048236i,0.0012296-0.0024119i,-0.0014074-0.0063182i,-0.0037742-0.0066731i,-0.0056497-0.0040401i,-0.006048-0.001331i,-0.0049679+0.0016458i
0.15354-0.082854i,0.0094644-0.0092799i,-0.097555+0.14791i,-0.096601+0.23978i,-0.03682+0.19553i,0.013069+0.094394i,0.037562+0.034015i,0.045908+0.015304i,0.037395+0.0057816i,0.016298+0.0018057i,0.0014371+0.001217i,-0.0036107+0.0010203i,-0.0014386+0.0022295i,0.0048723-0.00029266i,0.0074688-0.0050329i,0.0061901-0.0055618i,0.0042745-0.0025377i,0.0021124+0.0010768i,-0.0010705+0.0036673i,-0.0027878+0.0035295i,-0.0019126+0.0035816i,-0.00021093+0.0042248i,0.0016535+0.0030489i
0.034212-0.18428i,0.048282-0.071771i,0.16354+0.026407i,0.24788+0.022291i,0.1915-0.026342i,0.075661-0.049018i,0.011871-0.05204i,-0.0035738-0.048959i,-0.0081756-0.035616i,-0.0093443-0.017538i,-0.0075122-0.003309i,-0.0033899+0.007698i,0.002665+0.011592i,0.0045625+0.0056584i,0.001544-0.001287i,-0.00088923-0.0043227i,-0.0002346-0.005476i,0.0021188-0.0057716i,0.0044254-0.0042176i,0.0059424-0.0019935i,0.0060105-0.0009902i,0.0057258-0.00079939i,0.0041977-0.00084326i
-0.15443-0.14548i,-0.11249-0.12242i,-0.055349-0.1863i,-0.07257-0.24397i,-0.10769-0.17709i,-0.095295-0.056609i,-0.066646+0.0068718i,-0.046495+0.018829i,-0.0273+0.016051i,-0.010558+0.010558i,0.0011594+0.007317i,0.0082111+0.0026314i,0.0078318-0.0028424i,0.0023508-0.0012673i,-0.0014691+0.0035256i,-0.0025175+0.0030807i,-0.0045094-0.00072931i,-0.0053464-0.0025244i,-0.0022245-0.0021061i,0.0013786-0.0020876i,0.0024997-0.0014976i,0.0021844-0.00072555i,0.00080169-0.00070183i
-0.20181+0.061211i,-0.17208+0.10508i,-0.20053+0.11727i,-0.23021+0.15198i,-0.15077+0.16725i,-0.029825+0.12337i,0.030398+0.071436i,0.037338+0.039635i,0.022304+0.01641i,0.0039211+0.0035966i,-0.0018233-0.00080394i,0.00037277-0.0045904i,0.0018427-0.0054649i,0.00075333-0.0030724i,-0.001213-9.5935e-05i,-0.002022+0.0028881i,-0.0038601+0.0065419i,-0.0073868+0.010107i,-0.0089873+0.0097923i,-0.0074319+0.0070806i,-0.0030497+0.0050551i,0.00040064+0.0035075i,0.00095923+0.0027773i
-0.035418+0.203i,0.068637+0.2028i,0.15096+0.201i,0.20893+0.19171i,0.20992+0.10373i,0.14383-0.0042558i,0.074773-0.053158i,0.032702-0.055121i,0.009048-0.036625i,0.0040979-0.018357i,0.0029364-0.012218i,-0.0028879-0.007939i,-0.0049942-0.0037566i,-0.0051946-0.003422i,-0.0057875-0.0036675i,-0.0026593-0.0011011i,0.0030383+0.0021735i,0.0076877+0.0031542i,0.0075531+0.0030977i,0.0040554+0.0016492i,0.0028967-0.0010755i,0.0027498-0.0035517i,0.0019286-0.0039761i
0.13688+0.11051i,0.1822-0.03397i,0.18176-0.1757i,0.14315-0.24756i,0.055224-0.22875i,-0.028618-0.14454i,-0.063718-0.06907i,-0.061518-0.023448i,-0.035244+0.0055765i,-0.0064731+0.012274i,0.0043471+0.0080018i,0.0048532+0.0035293i,0.0013836-0.0021569i,-0.0026886-0.002006i,-0.001146+0.0017752i,0.003173+0.00048251i,0.0054719-0.0047212i,0.0063759-0.0096738i,0.0066101-0.011182i,0.0046192-0.0085386i,-0.00030483-0.0058385i,-0.0044816-0.0045841i,-0.0049008-0.0026578i
0.15455-0.051319i,0.020037-0.12479i,-0.16149-0.12612i,-0.2497-0.060774i,-0.21468+0.026052i,-0.12193+0.07339i,-0.052712+0.07693i,-0.014292+0.06522i,0.0079205+0.040042i,0.0053058+0.015029i,-0.0040394+0.0058616i,-0.0048999+0.002483i,-0.002871+0.0030562i,0.0031045+0.0042899i,0.0088254+0.0010491i,0.0072058-0.0013274i,-0.00027147-0.0014895i,-0.0073712-0.0020586i,-0.0098664-0.0029026i,-0.00968-0.0017847i,-0.0092733+0.00094631i,-0.0084507+0.0037151i,-0.0061308+0.0055577i
0.035909-0.1202i,-0.061797-0.021519i,-0.072621+0.15682i,0.01374+0.24933i,0.093461+0.20068i,0.10572+0.098594i,0.08346+0.032305i,0.061768-0.0010742i,0.036129-0.01851i,0.014442-0.015479i,0.0055187-0.0069139i,-0.00024938-0.00036083i,-0.00081339+0.0059572i,0.0032452+0.004251i,0.0042593-0.0021432i,0.0027199-0.0043624i,0.0024998-0.00045404i,0.0025142+0.0058155i,0.00082745+0.0071778i,7.5666e-05+0.0050085i,0.0020171+0.0037584i,0.0041576+0.0033715i,0.0043729+0.0018901i
