0.00025246-0.0011029i,-0.00035545-0.00088991i,-0.00099451-0.00066345i,3.3476e-05-0.00067168i,0.00027152-0.00089233i,-0.00071712+0.00018852i,-0.00090337+0.0016656i,0.00028474+0.0022213i,0.0018305+0.0022716i,0.0018622+0.0011471i,0.0010667-0.00029447i,2.7207e-05-0.00048343i,-0.00020402-0.00028929i,0.00020659-0.00037285i,0.00018864+7.9917e-05i,0.00046308+0.0002347i,0.00014902-9.1766e-05i,-6.5742e-05-8.5463e-05i,0.00035478+2.1103e-05i,0.00099333+0.00013738i,0.00056768-2.0345e-06i,0.0003481-0.00046073i,6.4892e-06-0.00068562i
0.11684-0.20962i,0.12411-0.25652i,0.068552-0.25115i,0.028045-0.25364i,0.02818-0.22919i,0.014912-0.13302i,-0.0132-0.018601i,-0.031277+0.041957i,-0.031532+0.040911i,-0.021543+0.010936i,-0.015746-0.011214i,-0.011281-0.011987i,-0.0036364-0.0065333i,-0.0020417-0.0044811i,-0.002798-0.0021234i,0.00046657-2.4117e-05i,0.0017953+0.0014583i,-0.0011307+0.0031114i,-0.0034176+0.0048317i,-0.0016132+0.0050915i,0.00030162+0.0050015i,0.00091926+0.0050037i,0.0012881+0.0041002i
-0.047605+0.23247i,-0.06159+0.26523i,-0.068102+0.23431i,-0.10051+0.21491i,-0.12405+0.18979i,-0.076932+0.12208i,-0.00095503+0.043444i,0.038214-0.0010876i,0.038461-0.0070586i,0.02457+0.006452i,0.014765+0.0164i,0.0064788+0.015431i,-0.0024957+0.011827i,-0.0038957+0.0085525i,0.00055387+0.0049038i,0.0033343+0.00048991i,0.0044206-0.0028167i,0.0063474-0.003461i,0.0067033-0.0041163i,0.0026519-0.0041325i,-0.0014676-0.0037163i,-0.0038601-0.0033421i,-0.0049693-0.0034241i
-0.008398-0.21804i,0.0080438-0.25162i,0.063242-0.19337i,0.15063-0.1385i,0.1842-0.11325i,0.10817-0.078716i,0.0052735-0.04149i,-0.043065-0.024423i,-0.044976-0.020276i,-0.028729-0.018185i,-0.017342-0.016984i,-0.0088665-0.013138i,0.0030009-0.0090561i,0.0091356-0.007537i,0.0066971-0.0058915i,0.0016686-0.0018864i,-0.0020842+0.00059866i,-0.0064083+0.00073942i,-0.008041+0.0014566i,-0.0045549+0.0026584i,-8.5587e-05+0.0030528i,0.002133+0.002689i,0.0019975+0.0026338i
0.071559+0.18802i,0.042449+0.20847i,-0.037367+0.13079i,-0.13648+0.043419i,-0.17225+0.012274i,-0.10359+0.015372i,-0.016396+0.022718i,0.0235+0.023453i,0.027402+0.018519i,0.022393+0.013755i,0.020385+0.012816i,0.015085+0.0091835i,0.003118+0.0048676i,-0.0062478+0.0049686i,-0.0078856+0.0057673i,-0.0036801+0.0052292i,0.0021184+0.0045706i,0.0063692+0.0046426i,0.0065205+0.0041878i,0.0035423+0.0015336i,0.0015376-0.00095204i,4.1092e-06-0.0020182i,-0.00082963-0.0020242i
-0.11204-0.13913i,-0.092384-0.14031i,-0.0039731-0.056605i,0.088676+0.030306i,0.11097+0.056082i,0.066197+0.024052i,0.023132-0.018064i,0.0079129-0.036063i,0.0031869-0.031064i,-0.0050737-0.017978i,-0.012024-0.010006i,-0.010356-0.0056053i,-0.00086735-0.0020568i,0.0072895-0.0022598i,0.0065394-0.0028908i,0.00021181-0.0023219i,-0.0055614-0.0023641i,-0.0074445-0.0028803i,-0.00519-0.0028955i,-0.0016021-0.0020923i,0.0015444-0.00048233i,0.0040357+0.0011237i,0.0046154+0.00097937i
0.13884+0.080818i,0.13601+0.073802i,0.060068-0.0078145i,-0.0097629-0.091227i,-0.016444-0.10478i,-0.0022852-0.050418i,-0.0041746+0.0094897i,-0.0095745+0.032676i,-0.0081192+0.028326i,-0.00027476+0.014208i,0.0053879+0.0034222i,0.005581-0.00044928i,3.9352e-05-0.0023836i,-0.0076435-0.0023284i,-0.0089109-0.00048263i,-0.0044205+0.001299i,0.00044133+0.0037151i,0.0027009+0.0045484i,0.0016047+0.002863i,-0.00027988+0.0015498i,-0.0012965+0.001387i,-0.0020326+0.0012776i,-0.0022775+0.00048046i
-0.15377-0.036947i,-0.15912-0.02986i,-0.11008+0.033094i,-0.072953+0.093681i,-0.067214+0.089389i,-0.045763+0.039754i,-0.0048684+0.0023445i,0.019175-0.0043783i,0.017274+5.1761e-05i,0.0021932+0.0044463i,-0.0094323+0.0077673i,-0.011984+0.0082784i,-0.0076182+0.0069164i,-0.0012225+0.0055592i,0.0024313+0.0023958i,0.0021242-0.0022566i,0.00027009-0.0043426i,0.00064423-0.0022411i,0.001972-0.00081843i,0.0016512-0.0013813i,0.0013554-0.0011763i,0.0011062-0.00066085i,0.0010624-0.00099772i
0.13151-0.015229i,0.14547-0.018262i,0.12913-0.043737i,0.13428-0.065779i,0.13159-0.046931i,0.080557-0.0081271i,0.012696+0.0091323i,-0.026369+0.0030882i,-0.026269-0.0043181i,-0.0066419-0.0075824i,0.0073669-0.010544i,0.0085187-0.010197i,0.0059014-0.0079873i,0.0046478-0.0074885i,0.0034687-0.0060727i,0.0033537-0.0027138i,0.0023406+3.8903e-05i,-0.00039121+0.00047456i,-0.003098-3.6386e-05i,-0.0035102+0.00088556i,-0.002613+0.0018014i,-0.0020502+0.0012069i,-0.002389+0.00070561i
-0.11268+0.060915i,-0.13283+0.063889i,-0.131+0.048715i,-0.14894+0.021176i,-0.14494-0.012958i,-0.087988-0.027754i,-0.02434-0.014306i,0.0095761+0.0020386i,0.013218+0.0069538i,0.004577+0.0095676i,-0.00083451+0.012047i,-0.0027392+0.010658i,-0.0052815+0.0068555i,-0.0068173+0.0051897i,-0.0062159+0.005471i,-0.0044952+0.0034222i,-0.0030986+0.0015534i,-0.0015106+0.0024028i,0.001407+0.0041249i,0.0028958+0.0035792i,0.0019739+0.00026906i,-9.1504e-05-0.0022568i,-0.00041101-0.0017353i
0.083137-0.084137i,0.10847-0.079046i,0.11262-0.037226i,0.12327+0.019284i,0.11578+0.057386i,0.067981+0.048745i,0.022151+0.013146i,0.0041404-0.013411i,0.0013234-0.02029i,0.0025748-0.016117i,0.0035549-0.014385i,0.005254-0.01261i,0.0085086-0.0064279i,0.0095774-0.0014632i,0.0071743+0.00028493i,0.0038482+2.0542e-05i,0.0020529-0.00255i,-3.5566e-05-0.0052622i,-0.0020377-0.0046079i,-0.0020191-0.0013919i,-0.0006981+0.0016296i,0.00083225+0.0025702i,0.0015177+0.0020127i
-0.044187+0.087483i,-0.070424+0.077009i,-0.078251+0.019715i,-0.076875-0.05156i,-0.063714-0.089958i,-0.035181-0.062812i,-0.0096345-0.01376i,0.0016997+0.010765i,0.0020817+0.015168i,-0.00051077+0.013753i,-0.0021277+0.014877i,-0.0027904+0.013179i,-0.0052077+0.0043162i,-0.0076775-0.0032767i,-0.0080325-0.0030952i,-0.0062545+0.0014914i,-0.0041352+0.0051365i,-0.0030051+0.0066141i,-0.00144+0.0048173i,-0.00051761+0.0012929i,-0.001505-0.00037392i,-0.0018666-0.001201i,-0.0010938-0.00092048i
-0.0024774-0.085177i,0.01665-0.073236i,0.026265-0.015869i,0.022+0.047275i,0.011752+0.071152i,0.0070083+0.046853i,0.011223+0.01761i,0.014129+0.0058484i,0.0095851+0.001574i,0.0014856-0.0033094i,-0.002789-0.0088066i,-0.002812-0.0081388i,-0.00038361-0.0011201i,0.0032549+0.004417i,0.0056398+0.0033428i,0.0063137-0.0010489i,0.0060556-0.0041566i,0.0046491-0.0051217i,0.0020822-0.0042823i,0.00034732-0.0022563i,0.0010453+0.00017374i,0.0018736+0.0020637i,0.0020253+0.0025919i
0.016518+0.072393i,0.016434+0.070109i,0.017784+0.021634i,0.029787-0.031418i,0.036465-0.040346i,0.018157-0.016304i,-0.0064629+0.00099178i,-0.016739+0.0034156i,-0.012668+0.0021959i,-0.0025293+0.0042503i,0.0038494+0.0068404i,0.0059075+0.0055084i,0.0061018+0.0002869i,0.0044356-0.0054963i,0.0013716-0.00617i,-0.0017219-0.0015026i,-0.0041117+0.0028477i,-0.0043784+0.0040168i,-0.0024759+0.0026475i,-0.0014717+0.00041051i,-0.002082-0.0017254i,-0.003129-0.0034893i,-0.0027349-0.0041305i
-0.041927-0.034392i,-0.039046-0.043767i,-0.040131-0.018933i,-0.052431+0.0052582i,-0.051634-0.0037862i,-0.025094-0.011841i,0.00023055-0.0040035i,0.0058369+0.0011337i,0.001571+0.00053744i,-0.001704-0.0033941i,-0.003519-0.0074528i,-0.0064729-0.0080329i,-0.0071433-0.0030821i,-0.0057182+0.0030832i,-0.0037008+0.005229i,-0.00027682+0.0027717i,0.0034725-0.0012547i,0.0040682-0.002165i,0.0022496+0.00038934i,0.0018248+0.0016181i,0.0023824+0.00073951i,0.0026041+0.0011429i,0.0020507+0.0021741i
0.055697+0.026735i,0.057057+0.027421i,0.055464+0.019702i,0.059335+0.020985i,0.046428+0.034093i,0.015167+0.029895i,-0.0042791+0.0069391i,-0.0040223-0.0097427i,0.0011087-0.011593i,0.0038158-0.0047585i,0.0051984+0.0011046i,0.0061025+0.002931i,0.0064271+0.0012918i,0.0064339-0.00022064i,0.0042909+0.00035779i,0.00060306+0.0010455i,-0.0013132+0.0017256i,-0.001243+0.0019125i,-0.00078883-3.3502e-05i,-0.00068123-0.001518i,-0.0010145-0.0010686i,-0.00079501-0.00056917i,-0.00080393-0.00056697i
-0.040173-0.0062534i,-0.055754-0.017082i,-0.055791-0.030172i,-0.048796-0.052547i,-0.029169-0.06502i,-0.00034353-0.046828i,0.013302-0.017008i,0.012154+0.00028408i,0.0065859+0.0029232i,-0.00097576-0.00052934i,-0.0055523-0.0016737i,-0.0062903-0.0015601i,-0.0079242-0.0036444i,-0.011042-0.0050403i,-0.012495-0.0039032i,-0.0089377-0.0010537i,-0.0044083+0.00043482i,-0.0027151-0.00036175i,-0.0026481+0.00098914i,-0.0012632+0.0025573i,0.00071297+0.0028382i,0.0010169+0.0019291i,0.00064137+0.0016117i
0.038652-0.014532i,0.049056-0.0029635i,0.042991+0.020352i,0.027618+0.047166i,0.0076531+0.056217i,-0.0076267+0.037946i,-0.0063485+0.016714i,0.0024347+0.0073286i,0.0061117+0.0042605i,0.0046964+0.0027237i,0.0034877+0.0028417i,0.0033193+0.0043677i,0.0045112+0.0060953i,0.0068205+0.008151i,0.0076397+0.0074998i,0.0059288+0.002863i,0.0036837-0.00047645i,0.0027135-0.00075058i,0.0028137-0.0014363i,0.001375-0.0022919i,-0.00054444-0.00092948i,-0.00090788+0.0012248i,-0.0007853+0.0015172i
-0.028693+0.020247i,-0.037782+0.010843i,-0.025552-0.013254i,-0.0011634-0.040905i,0.020229-0.046689i,0.020609-0.026349i,0.0068937-0.0035399i,-0.0010039+0.0069488i,-0.002651+0.0064126i,-0.0017331+0.0017755i,-0.0020696-0.0021901i,-0.0035992-0.0047629i,-0.0035684-0.0074693i,-0.0033368-0.010273i,-0.0035045-0.0097534i,-0.004427-0.0055502i,-0.0062787-0.0026809i,-0.0075886-0.001805i,-0.0064388-0.0011497i,-0.0034947+0.00046885i,-0.0011812+0.0013775i,2.5714e-05+0.00016927i,0.000261-0.00095048i
0.019023-0.028592i,0.021471-0.021408i,0.010876-0.001037i,-0.010367+0.016727i,-0.026332+0.017096i,-0.022907+0.011456i,-0.012279+0.010408i,-0.0077707+0.0059201i,-0.005819+0.001153i,-0.0023127+0.00047251i,0.0017667+0.0026615i,0.0022642+0.0057656i,0.0001995+0.009066i,-0.00074658+0.011796i,0.0018712+0.0094512i,0.0058829+0.0038465i,0.0067126+0.00043661i,0.0058123+0.0011881i,0.0044505+0.0020605i,0.0027136+0.00048605i,0.0014435-0.00071383i,0.00051924-0.00089821i,0.00036688+0.00015279i
-0.0070198+0.023135i,-0.0093629+0.025381i,-0.00031658+0.010892i,0.014991-0.0021093i,0.018826-0.00050061i,0.0087982+0.0018684i,0.00079355-0.0040904i,-0.0019202-0.008944i,-0.0031828-0.0078211i,-0.0040252-0.0037602i,-0.0036613-0.002576i,-0.0022107-0.0032778i,0.001063-0.0047198i,0.0034672-0.0070528i,0.00074338-0.0061508i,-0.0037887-0.003026i,-0.005317-0.0022717i,-0.0053601-0.0036451i,-0.0054722-0.003942i,-0.0038949-0.0024547i,-0.00085709-0.0011926i,0.0014905-0.0011548i,0.0023309-0.0016735i
-0.0074892-0.023938i,-0.0026802-0.028102i,-0.0080324-0.024061i,-0.02021-0.021643i,-0.015183-0.020623i,-0.002442-0.013612i,0.0020069-0.0061056i,0.0030081-0.0045822i,0.0015384-0.0052831i,-0.00038358-0.0021869i,0.0011986+0.0020291i,0.0012676+0.0031506i,-0.0022669+0.0028721i,-0.0044074+0.0034109i,-0.0030542+0.0031478i,0.00054+0.0028537i,0.0033617+0.0036689i,0.0036156+0.004664i,0.0023544+0.005145i,0.00092048+0.0031252i,0.00027459+0.0010294i,-0.00018469+0.00068519i,-0.0010458+0.00042231i
0.010963+0.020084i,0.010217+0.025636i,0.010957+0.025092i,0.012144+0.025626i,0.0030356+0.019024i,-0.0050591+0.0068208i,-0.00042038-0.00033331i,0.0073544-0.0021249i,0.0083481-0.0018018i,0.0039789-0.0022804i,-0.0014133-0.0034405i,-0.0034215-0.0042909i,5.202e-05-0.0041229i,0.0028141-0.0027927i,0.00089126-0.0019117i,-0.0020626-0.00026022i,-0.0028162+0.0016016i,-0.0021785+0.0015862i,-0.0015901-0.00018163i,-0.00099778-0.0021347i,-0.0001724-0.001921i,0.00073337-0.00099284i,0.0017045-0.0014976i
-0.015972-0.0084785i,-0.016711-0.01722i,-0.0098813-0.025008i,0.0017214-0.030594i,0.012006-0.026297i,0.014983-0.0095829i,0.013309+0.00465i,0.0081188+0.0070564i,0.0033597+0.0046701i,0.0021084+0.0029758i,0.002797+0.0035205i,0.0025386+0.0036354i,0.00074433+0.0017562i,-0.00010192-0.00053433i,0.00080976-0.0029874i,0.00066588-0.003248i,-0.00023015-0.00070124i,0.00044951+0.0015814i,-0.00027198+0.0019189i,-0.0025885+0.0018238i,-0.0035419+0.0016063i,-0.0032198+0.0010877i,-0.0025732+0.0002708i
0.010157-0.001452i,0.013549+0.012816i,0.0030693+0.021851i,-0.01054+0.02314i,-0.017763+0.02072i,-0.013645+0.011078i,-0.0065363+0.005114i,-0.0035354+0.0065842i,-0.0012551+0.0060424i,-0.00020273+0.0023023i,-0.00077976-0.0014353i,-0.0022857-0.002502i,-0.0031703+0.00076243i,-0.0033139+0.0041319i,-0.0045441+0.0047427i,-0.0040469+0.002536i,-0.0016497+0.00068934i,-0.00076655+0.00062523i,-0.0010584+0.00050632i,-3.5952e-05-0.00011558i,0.0013076-0.00099403i,0.0016548-0.00033028i,0.0017282+0.0008822i
-0.014177+0.0016045i,-0.011068-0.0093542i,-0.0032004-0.015087i,0.0089579-0.011265i,0.018722-0.0053195i,0.011476+0.001711i,-0.0010552+0.0056118i,-0.0043758+0.0044195i,-0.0039049+0.0029823i,-0.0022034+0.0036179i,0.001778+0.0037359i,0.0044299+0.0013939i,0.0042369-0.00044529i,0.0043527-0.00070158i,0.0059696-0.0017115i,0.0052329-0.0040449i,0.0025646-0.0057447i,0.0009603-0.0053849i,0.00049521-0.0033866i,0.000438-0.0012855i,-0.00053031+0.00068992i,-0.0015271+0.0013746i,-0.0015122+0.0014604i
-0.0027744-0.0034011i,0.0017928+0.00264i,-0.0017094+0.011194i,-0.0057132+0.0074816i,-0.0092687-0.0041643i,-0.0076779-0.0056715i,-0.0046878-0.00084148i,-0.0042248-0.00067843i,-0.0027244-0.0010092i,-0.0016674-0.00014431i,-0.0032373-0.00085222i,-0.0059212-0.0018838i,-0.0063544-0.0021323i,-0.0055467-0.0019638i,-0.0060125-0.00050111i,-0.0051994+0.0017119i,-0.0025869+0.0027681i,-0.0013158+0.0025692i,-0.00070913+0.0019016i,-0.00017197+0.001469i,0.0011002+0.0010976i,0.0021437+0.00058737i,0.0017954+0.00099319i
-0.0041874+0.013204i,-0.0053838+0.007024i,7.042e-05-0.0013127i,0.0065529-0.0028434i,0.0052375+0.0035108i,0.003198+0.0029278i,0.0030315-0.0030279i,0.0010295-0.0035167i,-0.0013883-0.000964i,-0.0015212+0.00057059i,0.002024+0.00066559i,0.0048992+0.00047957i,0.0050951-4.8074e-05i,0.005951+0.0011049i,0.0072766+0.003257i,0.0059852+0.002409i,0.0037158-0.00058043i,0.002385-0.0023539i,0.0013203-0.0024674i,0.0012157-0.0016409i,0.00076089-0.00033997i,-0.00039237+0.00055225i,-0.00097189+0.00089988i
0.0055495-0.00077588i,0.0073915-0.0048862i,0.0042586-0.0047549i,7.1224e-05-0.0084271i,0.0047636-0.010353i,0.0062441-0.0076111i,0.0031683-0.0051195i,0.003828-0.003526i,0.0032254-0.0038809i,0.00038483-0.0043654i,-0.0034623-0.00023856i,-0.0051522+0.0045059i,-0.0035635+0.0021832i,-0.0033891-0.0034841i,-0.0043316-0.005774i,-0.0042296-0.0038463i,-0.0030894+0.00090202i,-0.0019869+0.0040657i,-0.0021433+0.003253i,-0.0013878+0.00098421i,0.0005389-0.00047355i,0.0018262-0.00027961i,0.0016284-0.00068626i
0.0076008-2.7375e-05i,-0.0022899-0.0018325i,-0.0046112+0.0013956i,-0.00026822+0.0064217i,0.00061225+0.0017893i,0.00029958-0.0012075i,0.0026976+0.0026609i,0.0048839+0.0015535i,0.002706-0.00097074i,0.00065735-0.0012577i,0.0021774-0.0027608i,0.0028677-0.0043859i,0.0016296-0.0011073i,0.0010329+0.0057803i,0.000504+0.0088749i,0.00027518+0.0059353i,-2.2517e-05+0.0023247i,-0.00078115+0.0010707i,0.00042338+0.00042451i,0.0012352-0.0003342i,0.00048532-0.00084131i,1.4823e-05-0.00091953i,-0.00062727-0.00098563i
-0.0064469-0.0077542i,-0.0062838-0.003319i,0.00029172-0.0041411i,0.00573-0.0093444i,0.0038531-0.0039636i,0.0035378+0.0043848i,0.00603+0.0074546i,0.0049721+0.0033713i,0.0040358-0.0018878i,0.0027786-0.0016483i,0.00074925+0.0030711i,6.4915e-05+0.0072269i,0.001441+0.0045547i,0.0028868-0.0029731i,0.0020742-0.0077898i,-0.00027963-0.0075164i,-0.0011516-0.0034406i,-0.00030148+0.0003539i,-0.00018375+0.00016148i,-0.0011232+0.00023005i,-0.0012474+0.00054362i,-0.00031281-0.00020115i,0.0004572-0.00048897i
0.00039283+0.0017862i,-0.0020325+0.0055009i,-0.0038478+0.0043291i,-0.0073274+0.00059535i,-0.004565-0.00055324i,-0.0025859-0.0015474i,-0.0019491+0.00031711i,1.545e-05+0.0046779i,0.0019403+0.0054085i,0.0029503+0.0019472i,0.0026445-0.0035846i,-0.00013502-0.0066221i,-0.0033406-0.0037742i,-0.0050157+0.0017413i,-0.0051392+0.005118i,-0.0038926+0.0043515i,-0.0025035+0.0016438i,-0.001785-0.00065295i,-0.0010566-0.0010003i,0.00068973-0.00056859i,0.00075682-0.00074789i,-0.00014707-0.00084753i,-0.00066083+0.00012123i
0.0020438+0.0012447i,0.0060721+0.00018502i,0.0084969-0.00050536i,0.0076914+0.00088216i,0.0065203-0.0012413i,-0.0023241-0.00047058i,-0.008822+0.0040129i,-0.004756+0.0051677i,-0.00079058+0.0032399i,0.0001436+0.0017746i,0.0007403+0.0034994i,0.0014837+0.0062701i,0.0028424+0.0053262i,0.0047185+0.0012591i,0.0056703-0.0024982i,0.0051345-0.0035389i,0.0048715-0.0027047i,0.0038096-0.0010589i,0.0014657+0.00017832i,-0.0005236-6.4184e-05i,-0.00077282-0.000541i,-0.00025236-0.0004946i,-0.00047196-0.0010941i
-0.0041369-0.001486i,-0.0039367+0.00041722i,-0.0018795-0.0011788i,-0.0007613-0.0058298i,-0.0038529-0.0099341i,-0.0033072-0.0054338i,-0.001849-0.00023498i,-0.0043674+0.00061316i,-0.0052164+0.0033068i,-0.0033077+0.004304i,-0.0027764+0.00038656i,-0.0047217-0.0044003i,-0.0065868-0.0052272i,-0.0066709-0.0023644i,-0.0059518+0.0011467i,-0.0048418+0.0024838i,-0.0031903+0.0016479i,-0.002018-0.00035075i,-0.0015763-0.0014086i,-0.0010499-0.00049745i,-0.00063904+0.00078712i,8.6357e-05+0.00021809i,0.0003918-0.00024448i
-0.00056407+0.0058054i,0.0043241+0.0037986i,0.0057273+0.0016823i,0.0021088+0.0018175i,0.00010318+0.0040448i,0.0014609+0.00056404i,0.0025296-0.0044604i,-0.000661-0.0048046i,-0.0033844-0.0045245i,-0.0019209-0.0034335i,0.002407-0.00028716i,0.0061918+0.0034788i,0.0072775+0.0044864i,0.0063058+0.0024409i,0.0050709+0.00079817i,0.00453+0.00043353i,0.0039918+0.0002748i,0.0030683+0.0001321i,0.0010053-0.00013801i,-0.00047963-2.1548e-05i,-0.00012289-0.00015022i,0.00059516-0.0003653i,0.00013906-0.00054386i
0.0017153+0.00081498i,0.00099211-0.0034024i,-0.0028413-0.0062829i,-0.002537-0.0056286i,0.0037093-0.0064924i,0.0042458-0.0054557i,0.0029026-0.0038431i,0.0043538-0.0035067i,0.0020863-0.0036652i,-0.0013486-0.0022995i,-0.0036133-0.0013518i,-0.0070225-0.0030875i,-0.0079961-0.0040949i,-0.0052959-0.0035898i,-0.0033679-0.0035568i,-0.0038268-0.0031943i,-0.0038218-0.0021053i,-0.0036952-0.00043317i,-0.0024742+0.00061783i,0.00019718+0.00099004i,0.00068396+0.00076405i,-0.00011365+0.00028752i,-7.1311e-05+0.0011147i
0.0021163-0.0013504i,0.00074903-0.00061181i,0.0015263+0.00080973i,0.0033194+0.0009985i,-0.001367-0.0031027i,-0.0021853-1.1826e-05i,0.0024966+0.0043339i,0.0062981-0.0005263i,0.005669-0.0067768i,0.0016307-0.0081741i,0.0019164-0.0048961i,0.0062176-0.00070096i,0.0077044+0.0013808i,0.0055689+0.0017366i,0.0038118+0.001577i,0.0035387+0.00029834i,0.0029962-0.0013919i,0.0013398-0.0013951i,0.0003437-0.00015853i,0.0006924-6.3464e-05i,0.0013526-0.0010303i,0.00078196-0.0009501i,0.00063521-0.00050625i
-0.0069187-0.0015029i,-0.0053385+0.00083592i,-0.0018008-0.0008369i,0.0015117-0.0072787i,-3.6636e-05-0.0039781i,0.00054014+0.001946i,0.0043299+0.005869i,0.0063325+0.0073887i,0.0068351+0.0059006i,0.0049349+0.0053292i,-0.00042453+0.0052241i,-0.0061557+0.0039066i,-0.0071639+0.001722i,-0.0047341-0.00043843i,-0.0034506-0.0018738i,-0.003459-0.0014553i,-0.0036002+0.00036527i,-0.0026945+0.0017175i,-0.00051979+0.0016271i,3.1157e-05+0.00092791i,0.00039199+0.00067013i,0.00080266+0.00057506i,0.00050731-6.1238e-06i
0.00019944-0.00015944i,0.0048746-0.00061264i,-0.00063394-0.0010035i,-0.0062681+0.00074608i,-0.00081711+0.0029511i,-0.00087044+0.0017376i,-0.0032689+0.0015268i,-0.0014832+0.0048395i,-0.00027857+0.0033904i,0.00034776-0.0012057i,0.0011928-0.003343i,0.002561-0.00317i,0.0035596-0.00065779i,0.0032065+0.0020182i,0.0036642+0.0027148i,0.004837+0.0023644i,0.0045979+0.00077737i,0.0024296-0.0014173i,0.00035534-0.0010887i,0.00043824+0.00036475i,0.00082775+0.00070785i,0.00082244+0.00037123i,0.0011177+0.00014482i
-0.0096825+0.00062458i,-0.007823-0.00495i,-0.0043831-0.0010466i,0.0012067+0.0032817i,0.0034628-0.0023754i,-0.00047717-0.0033379i,-0.004714+0.00066755i,-0.0049474+0.0029202i,-0.0027702+0.0053957i,0.00034304+0.0074785i,0.00076827+0.0079226i,-0.0024083+0.0061386i,-0.005126+0.0023277i,-0.0058321-0.00056493i,-0.005789-0.0015282i,-0.0055444-0.00087869i,-0.0039843+0.0013023i,-0.0012298+0.0032345i,0.00034892+0.0029891i,-0.00044121+0.00047364i,-0.00093098-0.00082931i,0.00013013-0.00056271i,0.00081185-0.00039034i
-0.00254+0.0034821i,-0.003144+0.0021996i,0.00057047+0.0014294i,0.0042271-0.0027653i,0.00083506-0.0035308i,0.0015003-0.00087105i,0.0031125-0.00034178i,-0.0014598-0.0026743i,-0.007061-0.0040342i,-0.0072699-0.0039792i,-0.0044393-0.0054852i,-0.00048364-0.0065886i,0.0028447-0.0053278i,0.0044159-0.0020317i,0.0048661+0.0014048i,0.0042803+0.0024394i,0.0038135+0.00049549i,0.0042633-0.00084874i,0.003177-0.00074928i,0.0012437-1.9396e-05i,0.00060518+0.0010135i,0.00019472+0.00056427i,-0.00099627+0.00038576i
0.008269+0.0091669i,0.0035494+0.0081867i,0.00023024+0.0027831i,-0.0036661-0.0012173i,-0.0022888+0.00070144i,0.00045804+0.00032519i,0.0013071-0.0014695i,0.0021392-0.0022443i,0.0030773-0.001128i,0.0040488+0.002367i,0.0036423+0.0050664i,0.00083124+0.0055344i,-0.0022093+0.0033751i,-0.0046724-0.00065425i,-0.0055097-0.0038688i,-0.0047896-0.0045521i,-0.0043127-0.0023972i,-0.0028756-0.00065995i,-0.0016008-8.4564e-06i,-0.00077276+0.0005311i,-0.00032969+0.00068464i,-6.3707e-05+0.00029268i,0.00045091-0.00030743i
0.0061234-0.009038i,0.0040728-0.010149i,0.00056321-0.0064452i,0.0003217-0.001725i,0.0036642-0.0032266i,0.0022588-0.0012446i,0.00052615+0.0022236i,0.0018929-0.00059717i,0.00057529-0.005642i,-0.003697-0.0075828i,-0.0057597-0.0064011i,-0.0031656-0.0041763i,0.0020466-0.0013834i,0.0057005+0.00091842i,0.0062658+0.0023273i,0.0047969+0.0029177i,0.0037618+0.00097708i,0.0027335-0.00097842i,0.0013193-0.00064925i,0.0003313+0.00076521i,-2.1515e-05+0.00079497i,-0.00055738+0.00059904i,-0.0012547+0.00052324i
0.0023865-0.010529i,-0.002972-0.0044452i,-0.0025532-0.00052713i,0.002413-0.00094043i,-0.00030874-0.0024476i,-0.0023261+0.0012845i,0.00076558+0.0045097i,0.0043172+0.0028963i,0.0065638+0.001531i,0.0075139+0.0023546i,0.0072568+0.0042485i,0.0040381+0.006288i,6.779e-05+0.0048974i,-0.0023941+0.0015718i,-0.0033575-0.0010164i,-0.0024407-0.0026109i,-0.0017993-0.0027776i,-0.0011362-0.0023504i,-9.7133e-05-0.0023216i,0.00012277-0.0018276i,0.0008152-0.00089145i,0.0017195-0.00018791i,0.0019776+8.9498e-05i
-0.0092385-0.0014325i,-0.0045079+0.0039281i,0.0024005+0.00035573i,0.0027862-0.0054386i,0.0011296-0.0019944i,0.0013835+0.00031409i,0.0022332+0.0005266i,0.0015844+0.0019468i,-0.0016168+0.0015487i,-0.005319-0.00017079i,-0.007739-0.0014967i,-0.0064619-0.0013532i,-0.0017153-0.00057737i,0.0019268-0.00013456i,0.0017961+0.00039205i,0.00066486+0.0010521i,-0.00019514+0.0015553i,-0.00053839+0.0014116i,-0.0010854+0.0015402i,-0.0010834+0.002i,-9.608e-07+0.0013992i,9.0032e-06+1.7304e-05i,-0.00015584-0.00021565i
-0.0016845+7.2071e-05i,0.0036743+0.001357i,0.0023413-0.0011199i,-0.0021211-0.0014486i,0.0011351-0.0032913i,0.0010467-0.0038323i,-0.0014508-0.00052723i,0.0007721+0.0030275i,0.0045289+0.0039173i,0.0073417+0.0024847i,0.0080347+0.00034463i,0.005963-0.0012857i,0.0013954-0.00076552i,-0.0033079+0.00051139i,-0.0039229+0.0011189i,-0.0015684+0.001995i,-0.00050867+0.00151i,-0.0010114-0.00034827i,-0.00062633-0.00099051i,0.0010362-0.0005784i,0.0020803-0.00048157i,0.0021307-0.00066573i,0.0015781-0.0010924i
