-2.0701e-05-0.00058956i,0.00069586-0.0024604i,-0.00030897-0.0035351i,-0.0021885-0.0026395i,-0.0033878-0.0011806i,-0.0032576+0.00032778i,-0.0026193+0.0012968i,-0.0014844+0.0015208i,-0.00096304+0.0010295i,-3.3922e-05-0.0001786i,0.00069803-0.0010945i,0.00036543-0.00056809i,-0.00049388-0.00047205i,-0.0011391-0.00054535i,-0.00093602+0.00055462i,-0.0004929+0.0012885i,0.00049062+0.00045046i,0.00057293-0.00037388i,6.7418e-05-0.00027948i,7.3202e-05+7.0065e-05i,-5.8881e-05+8.9651e-05i,-0.00026393+0.00010095i,-0.00033521+0.00085606i
0.31534-0.44908i,0.12596-0.39442i,-0.05648-0.26724i,-0.11808-0.18384i,-0.1401-0.15043i,-0.12592-0.084089i,-0.053527+0.026059i,0.016705+0.07609i,0.039665+0.050883i,0.041507+0.023317i,0.052376+0.0074608i,0.058024-0.010219i,0.047923-0.014067i,0.030069+0.00061465i,0.011963+0.017347i,0.0038422+0.030326i,0.01081+0.034118i,0.020179+0.024805i,0.019389+0.018724i,0.017189+0.026146i,0.0206+0.028851i,0.021887+0.017585i,0.017817+0.007306i
0.059921+0.55865i,0.20414+0.34008i,0.26869+0.065242i,0.17838-0.017208i,0.073833+0.053054i,0.040444+0.11881i,0.020976+0.12613i,0.014035+0.11036i,0.037658+0.078886i,0.060187+0.043939i,0.065472+0.023102i,0.062759+0.015265i,0.048475+0.019208i,0.020234+0.031303i,-0.0068889+0.039941i,-0.026555+0.034196i,-0.039842+0.02274i,-0.036609+0.015407i,-0.020172+0.010436i,-0.007777+0.0063244i,-0.0024268+0.0042459i,0.0015867+0.0018449i,0.00097016-0.0026405i
-0.36107-0.36801i,-0.2765-0.13133i,-0.10966+0.099715i,0.023699+0.12952i,0.076167+0.059476i,0.031139+0.036322i,-0.043136+0.061045i,-0.06426+0.067711i,-0.04517+0.038837i,-0.03042+0.01475i,-0.0091091+0.018737i,0.022781+0.016952i,0.029281+0.0030302i,0.011769-0.00099677i,0.00049215-0.010471i,0.0063212-0.029547i,0.018816-0.045604i,0.013943-0.054038i,-0.0098885-0.048096i,-0.026093-0.030383i,-0.023552-0.014653i,-0.013673-0.0059617i,-0.005002+0.00077055i
0.46276+0.1818i,0.32483+0.18558i,0.16714+0.14552i,0.076595+0.1074i,0.015623+0.1223i,-0.014912+0.15067i,-0.023914+0.13878i,-0.034797+0.10905i,-0.031351+0.089044i,-0.020329+0.067575i,-0.010458+0.04669i,0.0055499+0.03252i,0.0093218+0.0189i,-0.0032129+0.005446i,-0.010769+0.0033935i,-0.007857+0.010697i,-0.0058426+0.018481i,-0.0041925+0.022176i,-5.4956e-05+0.019581i,0.0029727+0.018317i,0.0079476+0.018077i,0.014319+0.013758i,0.013806+0.011014i
-0.61107+0.032849i,-0.63679-0.038404i,-0.53669-0.0076076i,-0.36224+0.08704i,-0.22253+0.11894i,-0.16319+0.093061i,-0.12734+0.070233i,-0.088486+0.057485i,-0.05354+0.044897i,-0.026793+0.035618i,-0.011501+0.031822i,0.0067085+0.036282i,0.027709+0.039463i,0.034386+0.030751i,0.030175+0.017295i,0.028848+0.010097i,0.032713+0.0046552i,0.029615-0.0013329i,0.020029-0.003464i,0.015603-0.0048607i,0.011994-0.0038354i,0.0061957-0.00037251i,0.0022352-0.0014969i
0.48804-0.47393i,0.48783-0.4774i,0.33245-0.37031i,0.13535-0.20462i,0.0046013-0.054007i,-0.050952+0.032873i,-0.068522+0.05636i,-0.060689+0.047506i,-0.030819+0.036605i,0.000687+0.018132i,0.013275+0.0022069i,0.016891+0.0090694i,0.014792+0.02121i,0.00020093+0.022388i,-0.01559+0.022187i,-0.026779+0.027397i,-0.027591+0.036388i,-0.011454+0.030855i,0.0058951+0.0056967i,0.0035412-0.01259i,-0.0074644-0.014359i,-0.0074781-0.011899i,-0.0040382-0.0086633i
0.047676+0.58728i,0.084988+0.4547i,0.070534+0.20803i,0.018132+0.039565i,-0.0093232-0.038076i,-0.031758-0.067321i,-0.068083-0.045242i,-0.08516-0.015267i,-0.07586-0.005051i,-0.060653+0.0041904i,-0.042598+0.020647i,-0.027319+0.039148i,-0.018706+0.044465i,-0.0083415+0.028815i,0.0044207+0.0027845i,0.013525-0.022294i,0.010966-0.03419i,-0.0011212-0.023672i,-0.0081277+0.0019409i,0.00079978+0.018143i,0.01387+0.012592i,0.013268+0.0012709i,0.0051867-0.0025435i
-0.23116-0.22465i,-0.070575-0.039739i,0.087804+0.10048i,0.081066+0.082336i,-0.031385+0.053501i,-0.095341+0.058739i,-0.1031+0.030765i,-0.092278+0.013319i,-0.071499+0.020086i,-0.054793+0.026088i,-0.039299+0.026271i,-0.025076+0.02138i,-0.027531+0.016521i,-0.03842+0.015993i,-0.037487+0.02195i,-0.02297+0.027991i,-0.0070841+0.027952i,0.0045487+0.020264i,0.0068088+0.0097219i,0.0021201+0.012364i,0.004932+0.025207i,0.015936+0.027209i,0.023006+0.01827i
0.19581+0.19226i,-0.050233+0.19864i,-0.20228+0.15677i,-0.12039+0.11605i,0.0084225+0.057684i,0.024598-0.0020398i,-0.013885-0.02347i,-0.026331-0.025555i,-0.014665-0.025471i,-0.0089266-0.027444i,-0.021626-0.017028i,-0.029556+0.0055228i,-0.019294+0.010686i,-0.004112-0.0076542i,0.0061013-0.024764i,0.011957-0.028775i,0.010778-0.025923i,0.0033045-0.017033i,-0.0011661-0.0079817i,-0.0045062-0.0062952i,-0.0096736-0.0043996i,-0.010611+3.7325e-05i,-0.0083734-0.00080864i
-0.52549-0.058413i,-0.41481-0.09407i,-0.17426-0.07655i,-0.051246-0.043783i,-0.049543+0.0018335i,-0.047533+0.035863i,-0.030052+0.019425i,-0.03022-0.0045517i,-0.027893-0.0098711i,-0.017461-0.023861i,-0.012884-0.037013i,-0.014117-0.032525i,-0.01441-0.02018i,-0.012415-0.0063801i,-0.015168+0.011195i,-0.023863+0.028865i,-0.025476+0.036124i,-0.015331+0.024938i,-0.010735+0.004147i,-0.021665-0.0049811i,-0.030286-0.0010816i,-0.025242+0.0038862i,-0.012739+0.010558i
0.41358-0.50053i,0.28513-0.55756i,0.030441-0.37916i,-0.05903-0.12503i,-0.02613-0.032021i,-0.024976-0.052429i,-0.040156-0.051644i,-0.038157-0.029771i,-0.024684-0.012909i,-0.0050275-0.014996i,0.0011583-0.020556i,0.0021581-0.0081012i,0.0092187+0.00072194i,0.014794-0.0083411i,0.015512-0.027077i,0.0080166-0.0382i,-0.0016951-0.030239i,-0.0046929-0.0071471i,0.0054369+0.0098844i,0.022341-0.00011104i,0.024979-0.019828i,0.015555-0.022886i,0.0064801-0.015046i
0.13931+0.53275i,0.31251+0.4896i,0.36999+0.26488i,0.19171+0.092794i,-0.0020048+0.079161i,-0.056445+0.082947i,-0.055992+0.036933i,-0.054524+0.0057997i,-0.04759+0.011242i,-0.023728+0.030837i,0.0072424+0.027974i,0.0094506+0.010235i,-0.0028073+0.010319i,-0.0027297+0.01991i,0.00088508+0.026121i,0.00060019+0.022011i,-0.0016845+0.011776i,-0.0042417+0.00045953i,-0.010134-0.0074387i,-0.013886+0.0026421i,-0.003739+0.019622i,0.010343+0.023816i,0.014348+0.018099i
-0.14806-0.26285i,-0.21561-0.16781i,-0.25186+0.012179i,-0.15134+0.084032i,-0.025995+0.03822i,0.0086312-0.00054223i,0.0084203-0.0070119i,0.0043902-0.0186i,0.0042368-0.031599i,0.004866-0.035176i,-0.0035028-0.020364i,-0.0049966-0.0032669i,-0.0012355-0.0059231i,0.00034942-0.017618i,0.0089887-0.025841i,0.022232-0.033213i,0.022572-0.037701i,0.01008-0.026593i,0.0026542-0.010084i,0.00019101-0.010023i,-0.0082386-0.016027i,-0.017674-0.014978i,-0.019387-0.012491i
0.16708+0.48248i,0.2299+0.4974i,0.21919+0.21386i,0.070703-0.026008i,-0.054453-0.0661i,-0.069609-0.068425i,-0.059703-0.077872i,-0.048879-0.05596i,-0.040817-0.027237i,-0.03352-0.0070194i,-0.021257+0.0018699i,-0.020106+0.0087435i,-0.020659+0.0219i,-0.012899+0.033466i,-0.0047603+0.043777i,-1.7372e-05+0.04998i,-0.00063211+0.043862i,-0.0009074+0.025007i,0.0020363+0.0088711i,0.0058772+0.0090416i,0.011184+0.012629i,0.014006+0.011114i,0.015315+0.010879i
-0.62328-0.38364i,-0.81442-0.38506i,-0.60659-0.13251i,-0.21186+0.034808i,-0.015448+0.035693i,0.020988+0.03418i,0.039551+0.028427i,0.037491+0.0067726i,0.031311-0.0085123i,0.016802-0.028028i,-0.00641-0.028593i,-0.0080737-0.01982i,0.00034192-0.026046i,0.0018825-0.034189i,-0.00217-0.036788i,-0.0027499-0.031845i,0.0037612-0.020272i,0.010235-0.0034804i,0.016263+0.0071774i,0.018-0.00083293i,0.011214-0.012633i,0.0027149-0.014326i,-0.0046509-0.010923i
0.591-0.10016i,0.77072-0.20717i,0.55687-0.26835i,0.21455-0.16231i,0.050862-0.051898i,-0.011841-0.034848i,-0.047993-0.02067i,-0.043681+0.0033371i,-0.024825+0.018831i,0.0056804+0.02605i,0.025217+0.013421i,0.015866+0.010172i,0.0082794+0.024942i,0.0056581+0.033714i,-0.0061607+0.036877i,-0.021275+0.039215i,-0.026598+0.033236i,-0.026866+0.01403i,-0.031515+0.0037669i,-0.025891+0.017418i,-0.0072783+0.031161i,0.0065481+0.02899i,0.012277+0.021902i
-0.36542+0.071014i,-0.47167+0.21636i,-0.29446+0.31515i,-0.066638+0.23661i,0.035238+0.12924i,0.079244+0.075678i,0.088047+0.018381i,0.048667-0.020595i,0.016089-0.028422i,0.0050508-0.029579i,0.0016378-0.024409i,0.00096822-0.022576i,-0.0041735-0.027707i,-0.0087386-0.03226i,-0.0033189-0.041648i,0.003338-0.054897i,0.00093917-0.052842i,0.0014343-0.030474i,0.0057996-0.012588i,-0.0039383-0.010147i,-0.02132-0.0096462i,-0.028737-0.0079101i,-0.02894-0.0077951i
0.59501-0.065264i,0.67903-0.23737i,0.34818-0.26007i,0.01021-0.11301i,-0.11111-0.012038i,-0.13926-0.0084468i,-0.12327+0.0028018i,-0.077511+0.01812i,-0.048484+0.022466i,-0.024452+0.024315i,-0.0058872+0.017654i,-0.0021083+0.018291i,0.0044578+0.029353i,0.017568+0.037558i,0.02678+0.03981i,0.028942+0.038748i,0.023105+0.029416i,0.0075379+0.0067179i,-0.0057645-0.011535i,-0.00069228-0.01656i,0.013064-0.018309i,0.020841-0.015139i,0.022831-0.0094562i
-0.53804+0.50419i,-0.58846+0.71934i,-0.33251+0.52414i,-0.10966+0.19557i,-0.022057+0.071552i,0.048851+0.055653i,0.05864+0.0081736i,0.022382-0.018411i,0.010202-0.018952i,0.0022187-0.019989i,-0.0066774-0.016218i,-0.0092662-0.019897i,-0.015988-0.027326i,-0.020893-0.026879i,-0.016443-0.024142i,-0.0069295-0.026374i,0.0017143-0.024784i,0.013309-0.0090087i,0.022933+0.0029613i,0.017533+0.0017833i,0.0064437+0.0013446i,0.00074072+0.0022093i,-0.0037923-0.00035952i
0.20242-0.56486i,0.14458-0.78716i,0.035105-0.60227i,-0.0047398-0.30116i,-0.038792-0.16003i,-0.088447-0.075602i,-0.05899+0.0033175i,-0.010213+0.017774i,0.0013309+0.012255i,0.011846+0.012942i,0.020698+0.011333i,0.022043+0.018314i,0.023769+0.026493i,0.021417+0.031924i,0.016658+0.042513i,0.016227+0.052977i,0.014176+0.046131i,-0.00035887+0.024286i,-0.011745+0.016178i,-0.0023689+0.021758i,0.012069+0.021627i,0.017081+0.016793i,0.017431+0.013502i
-0.19725+0.53412i,-0.047057+0.68899i,0.096967+0.48908i,0.11472+0.2258i,0.10162+0.098033i,0.099819+0.016177i,0.046607-0.037163i,-0.0046747-0.031806i,-0.010584-0.019699i,-0.0045184-0.018335i,-0.0046059-0.015737i,-0.0094438-0.013602i,-0.015962-0.013843i,-0.024677-0.018383i,-0.032972-0.025529i,-0.036931-0.030079i,-0.028383-0.022435i,-0.0048842-0.0084093i,0.011883-0.0046503i,0.0060689-0.005336i,-0.0095028-0.0025192i,-0.019485+0.00026746i,-0.020104+0.0017265i
0.011543-0.7718i,-0.14958-0.84332i,-0.17508-0.48653i,-0.093382-0.14359i,-0.072058-0.031467i,-0.098044+0.013086i,-0.066025+0.030954i,-0.024268+0.015066i,-0.014695+0.016248i,-0.0057322+0.027904i,0.0076569+0.026544i,0.012863+0.021109i,0.014452+0.016782i,0.016936+0.010374i,0.014833+0.0070865i,0.01414+0.010365i,0.012678+0.0093551i,-0.0028864+0.00011506i,-0.022017-0.0039792i,-0.026281-0.0030257i,-0.015432-0.0058662i,-0.00080711-0.0086209i,0.0070947-0.0074161i
0.41328+0.71906i,0.56647+0.73804i,0.36646+0.46385i,0.12476+0.23781i,0.092287+0.14276i,0.10818+0.049329i,0.053586+0.0072294i,0.011454+0.01322i,0.0038953+0.00037698i,-0.0082584-0.014333i,-0.023668-0.0096561i,-0.030779-0.0016947i,-0.029243+0.00028498i,-0.02574-0.0020941i,-0.022178-0.0069032i,-0.020905-0.0092925i,-0.017927-0.0032704i,-0.0019007+0.0046622i,0.011288+0.0030646i,0.0081903+0.0020245i,0.0028924+0.0086509i,0.0015981+0.0097525i,-0.0022748+0.004689i
-0.58223-0.45248i,-0.73308-0.40673i,-0.51079-0.27671i,-0.2773-0.17975i,-0.22123-0.083943i,-0.16108-0.00031172i,-0.072875-0.00034531i,-0.03655-0.020231i,-0.019261-0.011219i,0.0056691-0.010309i,0.019538-0.022098i,0.020182-0.024728i,0.019613-0.015467i,0.027032-0.0038452i,0.036325+0.0045344i,0.039727+0.0064549i,0.031825+0.00078862i,0.01089-0.003875i,-0.0027262-0.0031582i,0.00047269-0.0030491i,0.0047129-0.0052632i,0.004279-0.0026523i,0.0053571+0.00073271i
0.75159+0.28333i,0.81921+0.16846i,0.5503+0.088515i,0.2984+0.059015i,0.19371+0.0039499i,0.11952-0.036015i,0.059925-0.022678i,0.029547-0.0068438i,0.010522-0.0050262i,-0.0047111-0.00204i,-0.011599+0.0093151i,-0.0077644+0.017687i,-0.0039447+0.012351i,-0.0091666+0.0042426i,-0.019509+0.00089058i,-0.027801+0.0012585i,-0.025873+0.007763i,-0.0074371+0.010887i,0.010152-0.00032669i,0.006968-0.013679i,-0.0038275-0.016101i,-0.0077916-0.010339i,-0.0083892-0.0048295i
-0.87827+0.098765i,-0.8459+0.19973i,-0.50478+0.12997i,-0.25426+0.034644i,-0.1768+0.041151i,-0.12485+0.064635i,-0.080676+0.039516i,-0.055893+0.016957i,-0.026514+0.020201i,0.0088451+0.016189i,0.022087-0.0040631i,0.012445-0.01441i,0.0081311-0.0085769i,0.013635-0.0023413i,0.018193-0.00070923i,0.018174-0.0023147i,0.0097674-0.0072692i,-0.0059428-0.0063469i,-0.012383+0.0069789i,-0.0026557+0.015271i,0.0056388+0.0085396i,0.0061814+0.001052i,0.0084741+0.0013119i
0.69133-0.49678i,0.62052-0.52167i,0.37954-0.25233i,0.2389-0.049633i,0.1927-0.051954i,0.13079-0.075877i,0.080093-0.04767i,0.050814-0.023506i,0.016449-0.0098982i,-0.0096228+0.01669i,-0.0092095+0.041195i,0.00056171+0.043169i,-0.0018507+0.033013i,-0.014907+0.023009i,-0.025019+0.015079i,-0.024341+0.011628i,-0.014905+0.011893i,-0.0041393+0.010265i,0.0014812+0.0056308i,0.0035638+0.0056188i,0.0073764+0.0079952i,0.0099949+0.0062624i,0.0063603+0.0020872i
-0.40236+0.73497i,-0.34293+0.68288i,-0.29169+0.35786i,-0.2662+0.16715i,-0.20517+0.15255i,-0.12824+0.1272i,-0.08076+0.074581i,-0.056244+0.036867i,-0.032934+0.0093785i,-0.015438-0.021762i,-0.016616-0.044655i,-0.025442-0.041918i,-0.02142-0.025899i,-0.0027053-0.016512i,0.01608-0.018068i,0.023675-0.022717i,0.017859-0.026334i,0.005076-0.026983i,-0.0060364-0.021209i,-0.011552-0.013265i,-0.011838-0.0048979i,-0.0089869+0.0043545i,-0.0032566+0.0093186i
0.0059486-0.83785i,-0.016894-0.73336i,0.081956-0.42444i,0.15054-0.23333i,0.12111-0.15202i,0.079159-0.0965i,0.047714-0.065073i,0.020386-0.044231i,0.0046588-0.026087i,-0.00013858-0.0029707i,0.010846+0.01884i,0.020879+0.018865i,0.010242+0.0093451i,-0.010214+0.009346i,-0.023204+0.01835i,-0.024107+0.027356i,-0.015673+0.030253i,-0.0015143+0.026141i,0.006012+0.013726i,0.0007376+0.0019807i,-0.0053816-0.0031284i,-0.0058859-0.0074191i,-0.0061142-0.0088405i
0.425+0.69644i,0.37565+0.57766i,0.13793+0.3399i,-0.035181+0.21292i,-0.085944+0.1581i,-0.084473+0.11135i,-0.054452+0.069664i,-0.02577+0.034902i,-0.0051734+0.010907i,0.0058897-0.017243i,-0.0082216-0.032856i,-0.016389-0.021939i,-0.0022555-0.014627i,0.014446-0.019946i,0.022698-0.023327i,0.02096-0.02103i,0.012325-0.017128i,0.0032101-0.013555i,0.0024848-0.010002i,0.0073048-0.0094652i,0.0067351-0.007641i,0.0042301+0.0015552i,0.005249+0.0070855i
-0.66436-0.36112i,-0.52518-0.26591i,-0.1877-0.15287i,0.0069604-0.12088i,0.055029-0.12495i,0.052711-0.11112i,0.025636-0.074549i,0.0093907-0.032623i,0.010988+2.4829e-05i,0.021551+0.026164i,0.035415+0.034524i,0.035189+0.025526i,0.024333+0.01828i,0.0095169+0.018419i,-0.0043766+0.021899i,-0.010578+0.021891i,-0.010278+0.020326i,-0.004794+0.020651i,0.0017627+0.020256i,0.0075346+0.017328i,0.011159+0.00774i,0.0077337-0.005618i,0.0010902-0.0097444i
0.73708-0.031254i,0.5242-0.030698i,0.15934+0.070578i,-0.028507+0.14257i,-0.080465+0.14692i,-0.074283+0.11893i,-0.031681+0.067205i,-0.013017+0.025779i,-0.015976+0.015494i,-0.021412+0.0055543i,-0.032166-0.0038948i,-0.033261-0.0024425i,-0.020525-0.00044635i,-0.0051421-0.0080926i,0.0029992-0.022362i,0.0014391-0.032692i,-0.004491-0.037362i,-0.013237-0.03577i,-0.019629-0.023831i,-0.018245-0.0091765i,-0.01049+0.0012901i,-0.0018198+0.0093252i,0.0027589+0.011615i
-0.60456+0.43004i,-0.43291+0.31543i,-0.19085+0.050637i,-0.045754-0.09335i,0.048728-0.11681i,0.072864-0.10602i,0.030268-0.055235i,0.0011415-0.012803i,-0.0099537-0.0029686i,-0.0035291+0.0062299i,0.015225+0.0057358i,0.015029-0.0010667i,0.0033479+0.0050616i,-0.00061374+0.017647i,0.0022212+0.027053i,0.0050783+0.029924i,0.0076522+0.028091i,0.013392+0.022793i,0.017345+0.014086i,0.015396+0.0069764i,0.010642+0.0015593i,0.0050898-0.0058869i,0.0002815-0.010515i
0.24176-0.64681i,0.15435-0.49964i,0.0678-0.19491i,0.0028434+0.0049154i,-0.058484+0.10813i,-0.061532+0.13193i,-0.032096+0.066282i,-0.027888+0.010277i,-0.021923-0.0062862i,-0.019699-0.017018i,-0.025629-0.015512i,-0.020384-0.0084808i,-0.012904-0.0078693i,-0.0094516-0.010868i,-0.0085053-0.016775i,-0.0056834-0.022423i,-0.00089445-0.024657i,-0.002049-0.02201i,-0.006529-0.016173i,-0.010109-0.011663i,-0.009365-0.0049146i,-0.00059241+0.0054889i,0.0064733+0.0097789i
0.14061+0.68857i,0.19786+0.50429i,0.16296+0.18639i,0.11762-0.0094324i,0.085424-0.10502i,0.034639-0.11914i,0.0044806-0.059807i,0.0094226-0.022968i,0.010269-0.019004i,0.016619-0.0092581i,0.026365-0.00017135i,0.024459+0.0032779i,0.018321+0.0024715i,0.012738+0.0039086i,0.010807+0.012113i,0.010857+0.021162i,0.0099739+0.026845i,0.012302+0.026065i,0.01611+0.018403i,0.016639+0.0083041i,0.010068-0.0003515i,-0.0010023-0.0045188i,-0.0047274-0.0039855i
-0.49883-0.5173i,-0.45944-0.28754i,-0.24776+0.00080814i,-0.11429+0.14105i,-0.075461+0.19053i,-0.030713+0.16035i,-0.0085115+0.070491i,-0.0093859+0.023531i,0.0035984+0.016138i,0.0037357+0.0089277i,-0.0098501+0.0069143i,-0.014467+0.0076481i,-0.010643+0.0055516i,-0.0073914-0.0001644i,-0.011301-0.0067021i,-0.016044-0.012947i,-0.018302-0.019004i,-0.022313-0.017103i,-0.0227-0.0062828i,-0.017395+0.0038642i,-0.0076798+0.0098304i,0.0028457+0.012743i,0.0070214+0.012662i
0.70927+0.12493i,0.53224-0.014003i,0.19382-0.085978i,0.02593-0.11702i,-0.014342-0.17496i,-0.039726-0.15702i,-0.022814-0.075117i,-0.0048885-0.028895i,-0.010164-0.0032872i,-0.0011403+0.0089034i,0.010335+0.0010184i,0.0092058-0.0036801i,0.0077992-0.0026822i,0.010953-0.0017122i,0.014628-0.00098325i,0.013151+0.0031661i,0.0095131+0.0079668i,0.0087906+0.0068386i,0.0073615+0.0035443i,0.0063695-0.00013128i,0.0050111-0.0056603i,-0.0021824-0.01007i,-0.0089535-0.010085i
-0.67817+0.25665i,-0.51165+0.29014i,-0.24203+0.19364i,-0.088831+0.14977i,0.012995+0.18422i,0.068422+0.14228i,0.040253+0.065852i,0.010092+0.037567i,0.0073541+0.018528i,-0.00089285+0.0015471i,-0.013186-0.0019823i,-0.018868+0.00053937i,-0.013626+0.0056478i,-0.0070125+0.0069245i,-0.0055085+0.0022585i,-0.0057562-0.0087852i,-0.0071206-0.020426i,-0.0067981-0.021147i,-0.0064235-0.013617i,-0.0065929-0.0045708i,-0.0019797+0.0032512i,0.0040879+0.0050355i,0.004461+0.0026219i
0.47361-0.57021i,0.31772-0.57366i,0.12468-0.39182i,0.015826-0.25841i,-0.075973-0.19089i,-0.10941-0.094399i,-0.071391-0.02746i,-0.049774-0.017931i,-0.043262-0.007053i,-0.017257+0.00041927i,0.0095514-0.0069083i,0.018715-0.014299i,0.014328-0.01303i,0.011441-0.0045364i,0.013182+0.002816i,0.014949+0.0086952i,0.017498+0.013881i,0.018466+0.012213i,0.016072+0.0038172i,0.0092964-0.004353i,-0.0016035-0.0074422i,-0.0078887-0.005913i,-0.0064501-0.0053083i
-0.079436+0.80168i,0.087838+0.69202i,0.16052+0.4069i,0.15721+0.251i,0.17489+0.17204i,0.1446+0.073317i,0.073351+0.015363i,0.043467-0.0022411i,0.031525-0.016849i,0.012111-0.010744i,0.00037013+0.0083009i,-0.0040305+0.01939i,-0.0045752+0.020138i,-0.0044143+0.015635i,-0.0035685+0.0094819i,-0.0019979-0.00084836i,-0.0037009-0.0096071i,-0.0044969-0.0090881i,-0.0015243-0.0042855i,0.0027798-0.0015384i,0.0095865+0.0014248i,0.015468+0.0041496i,0.015571+0.0050858i
-0.35163-0.69621i,-0.39878-0.51122i,-0.2819-0.24012i,-0.21866-0.12936i,-0.23917-0.063181i,-0.1842+0.0042245i,-0.096856+0.0085638i,-0.06254+0.0048208i,-0.037613+0.018498i,-0.010896+0.014761i,0.00091288+0.00020941i,0.0028257-0.0092461i,-0.0011895-0.010561i,-0.0049041-0.0046605i,-0.0065656+0.0044592i,-0.0042581+0.01594i,0.00094768+0.021742i,0.0019883+0.019241i,0.0017806+0.016849i,0.0016622+0.012602i,-0.003769+0.0061914i,-0.0092368+0.004949i,-0.0077193+0.0042099i
0.61378+0.41147i,0.54842+0.30808i,0.33034+0.18648i,0.23591+0.11173i,0.21892+0.013486i,0.1402-0.053281i,0.067764-0.042595i,0.046542-0.03007i,0.02778-0.031513i,0.006594-0.018845i,-0.0062347+0.0035542i,-0.0084963+0.021272i,-0.00456+0.021927i,-0.0048598+0.0087905i,-0.0092441-0.0054119i,-0.013302-0.015044i,-0.015045-0.018062i,-0.013391-0.015181i,-0.01161-0.0090976i,-0.0060658-0.00093538i,0.0034999+0.0032487i,0.005492+0.0029685i,0.0010844+0.0052342i
-0.78892-0.10354i,-0.73295-0.03234i,-0.48923-0.0065878i,-0.33221+0.010435i,-0.23954+0.069203i,-0.11893+0.09383i,-0.043365+0.063871i,-0.033707+0.04705i,-0.024403+0.043227i,-0.0089036+0.023358i,-0.002806-0.0059105i,-0.0042197-0.026094i,-0.0058051-0.027956i,-0.0015336-0.017344i,0.0043234-0.0047006i,0.0092124+0.0064568i,0.011585+0.011852i,0.0090324+0.010401i,0.0046931+0.0073144i,-0.00085169+0.003116i,-0.0076451+0.00015543i,-0.010406-0.0020054i,-0.0071362-0.0068337i
0.75137-0.34119i,0.65557-0.40498i,0.41018-0.28413i,0.28522-0.16043i,0.21455-0.13572i,0.098497-0.10726i,0.026393-0.054982i,0.012037-0.039047i,0.0049252-0.034625i,0.004541-0.01863i,0.0066627-0.0018537i,0.0096828+0.012611i,0.014923+0.016108i,0.01267+0.0063067i,0.0033889-0.010363i,-0.0059816-0.022004i,-0.011639-0.021649i,-0.01143-0.016002i,-0.010885-0.011489i,-0.0084722-0.0068292i,0.00053806-0.0042258i,0.0080904-0.0047869i,0.0073777-0.00048385i
-0.40755+0.68814i,-0.29381+0.63949i,-0.17902+0.38207i,-0.17841+0.23729i,-0.1523+0.21796i,-0.063114+0.14675i,-0.020501+0.0597i,-0.017085+0.033816i,-0.0070723+0.029995i,0.0022529+0.018005i,0.0017159+0.00043369i,-0.0076652-0.011784i,-0.011337-0.0087159i,0.00068968+0.0026062i,0.018303+0.01298i,0.027765+0.016648i,0.023225+0.014053i,0.015076+0.010319i,0.014219+0.0043207i,0.011559-0.0021244i,0.0029736-0.0021366i,0.00051969-0.00036782i,0.0028792-0.0049038i
0.075992-0.72803i,0.033592-0.64707i,0.056647-0.38176i,0.097358-0.24475i,0.055922-0.20175i,-0.0037568-0.10793i,-0.013615-0.034818i,-0.0098153-0.023442i,-0.0123-0.023182i,-0.011408-0.013337i,-0.0027795+0.0044348i,0.012264+0.018501i,0.020361+0.018402i,0.01206+0.012136i,-0.0057992+0.0049876i,-0.016957-0.0023515i,-0.015797-0.0075382i,-0.011762-0.0091624i,-0.009547-0.0043359i,-0.003656+0.0020749i,0.0040362+0.0044799i,0.0058157+0.0086682i,0.0040811+0.015935i
0.2516+0.7305i,0.26994+0.68262i,0.12573+0.44322i,-0.017521+0.29032i,-0.031829+0.21148i,-0.0029191+0.10029i,0.0027399+0.020055i,0.00068758+0.0042607i,-0.00054748+0.0099386i,0.00047361+0.0098629i,-0.0042896-0.00059796i,-0.018637-0.0067434i,-0.026805+0.00030512i,-0.017805+0.0090832i,0.0034054+0.013524i,0.017992+0.012496i,0.017739+0.0077956i,0.01396+0.0038721i,0.012596-0.0021324i,0.007271-0.0077678i,-0.001854-0.0093842i,-0.0069047-0.0095666i,-0.0066641-0.012949i
-0.6776-0.51931i,-0.67237-0.41937i,-0.38055-0.26209i,-0.12006-0.22328i,-0.043398-0.18643i,-0.027517-0.081266i,-0.0062569-0.006472i,0.0015939+0.0060589i,0.00079206-0.0036614i,-0.0018095-0.0078025i,0.0012074+0.00053072i,0.011449+0.004129i,0.014513-0.0039147i,-0.00017531-0.0088947i,-0.02299-0.0043738i,-0.030526+0.0024874i,-0.020021+0.0036438i,-0.0089831+0.0022362i,-0.0052214+0.0070865i,-2.0138e-05+0.013666i,0.0061383+0.01321i,0.0049788+0.0099435i,0.0021209+0.012429i
0.77321+0.052305i,0.68592-0.025444i,0.36446+0.011476i,0.15305+0.13117i,0.080913+0.14427i,0.025607+0.062614i,-0.014169+0.0053182i,-0.024294-0.006283i,-0.014423+0.0010712i,0.0019336+0.0026082i,0.0012099-0.0061424i,-0.013799-0.0066279i,-0.0181+0.002636i,-0.0041699+0.0044229i,0.012655-0.0053552i,0.019139-0.010879i,0.017763-0.0040386i,0.015657+0.0026191i,0.012048-0.00028118i,0.0028397-0.0063158i,-0.0047819-0.0072964i,-0.0036538-0.0093393i,-0.0016628-0.016656i
