0.0014898+0.00026358i,0.0022459-0.00024533i,0.0016239-0.0013668i,9.2577e-05-0.0023042i,-0.0015315-0.0017383i,-0.0019383+0.00025802i,-0.00070039+0.0017023i,0.00055509+0.0017456i,0.0011909+0.00062066i,0.00075064-0.00072181i,0.00047235-0.00079051i,0.00027934-0.00056085i,-3.5011e-05-0.0010194i,-0.00012768-0.00053023i,0.00054488+0.00042296i,0.00086925+0.00049315i,0.00041488-6.1593e-05i,-5.7511e-05-0.00059107i,-0.0009307-0.0012366i,-0.00060649-0.0016824i,-0.00022989-0.001068i,7.9918e-05+0.00023731i,0.0011489+0.0010178i
0.11181+0.091188i,0.23479+0.14116i,0.37126+0.12993i,0.4321-0.007705i,0.37891-0.18273i,0.268-0.23584i,0.15271-0.18439i,0.053585-0.10738i,0.0018445-0.040643i,0.0047822-0.017861i,0.0092375-0.019928i,0.004554-0.010613i,0.010653-0.0052307i,0.014345-0.0059212i,0.024201-0.0060517i,0.043351-0.020194i,0.050843-0.035725i,0.040614-0.036284i,0.020948-0.024125i,0.0096332-0.0092822i,0.0056758-0.0048758i,-0.0025539-0.0062271i,-0.0098355-0.0035954i
-0.15642-0.0027325i,-0.28123+0.044516i,-0.3611+0.12057i,-0.27463+0.18756i,-0.093083+0.19529i,-0.026062+0.142i,-0.045874+0.095021i,-0.015002+0.061162i,0.035466+0.02317i,0.039438-0.0057648i,0.018317-0.01976i,0.0087106-0.015378i,0.015225-0.0079338i,0.011877-0.0078825i,-0.0058069+0.0040844i,-0.013466+0.020755i,-0.014081+0.018859i,-0.019657+0.0071375i,-0.019048+0.00021815i,-0.014396+0.00062268i,-0.012908+0.0042293i,-0.011017-0.0012606i,-0.016214-0.015312i
0.11881-0.097968i,0.18326-0.2185i,0.19668-0.29442i,0.091967-0.20535i,-0.061481-0.029087i,-0.08379+0.03687i,-0.02698-0.0082673i,-0.022543-0.021272i,-0.040151+0.0065358i,-0.038254+0.024537i,-0.020244+0.020651i,-0.0077067+0.00099349i,-0.017709-0.0036472i,-0.031461+0.0068356i,-0.041978+0.011993i,-0.040541+0.024222i,-0.014938+0.036375i,0.011167+0.025561i,0.014773+0.0019496i,0.0057652-0.012817i,-0.00047407-0.014063i,-0.0022386-0.011024i,-0.00041971-0.010704i
-0.01544+0.14977i,0.01255+0.29859i,0.038469+0.39744i,0.02988+0.31475i,0.03932+0.1258i,0.079576+0.032837i,0.11114+0.036775i,0.091083+0.034271i,0.037993+0.022922i,0.0057438+0.017214i,-0.0053416+0.014408i,-0.0097764+0.010347i,-0.0088184-0.0046399i,0.0012737-0.021456i,0.020652-0.035899i,0.032007-0.051294i,0.031145-0.056284i,0.032442-0.045833i,0.037064-0.026045i,0.039043-0.010347i,0.036239-0.0067291i,0.031605-0.0082514i,0.029297-0.013926i
-0.083806-0.12845i,-0.22378-0.22749i,-0.34567-0.29143i,-0.30924-0.25301i,-0.17574-0.12865i,-0.10343-0.017282i,-0.092153+0.029116i,-0.049394+0.0069813i,0.0012998-0.03947i,0.0067981-0.045756i,0.0024784-0.020391i,0.013004-0.0092887i,0.021179-0.015479i,0.019836-0.015946i,0.012166-0.0044854i,-0.00069074+0.008422i,-0.015134+0.018178i,-0.020661+0.028877i,-0.011321+0.033068i,-0.0021546+0.025312i,-0.0017233+0.016577i,0.002039+0.011324i,0.0076383+0.0032056i
0.13932+0.049926i,0.33076+0.018443i,0.50704-0.044364i,0.48343-0.087488i,0.27436-0.1068i,0.082588-0.14172i,-0.005665-0.17179i,-0.033056-0.14736i,-0.036727-0.096666i,-0.023339-0.0635i,0.0030117-0.042016i,0.02764-0.022429i,0.029468-0.0070458i,0.010133+0.0057491i,-0.00858+0.016912i,-0.01219+0.030832i,0.002542+0.045735i,0.016674+0.046779i,0.0089536+0.03414i,-0.0046693+0.023851i,-0.0044048+0.0177i,0.0016676+0.012216i,0.0064444+0.010405i
-0.12887+0.054457i,-0.25053+0.20001i,-0.33665+0.33923i,-0.28475+0.29703i,-0.11555+0.12755i,0.025078+0.057594i,0.083457+0.098234i,0.081745+0.12675i,0.060193+0.11867i,0.045734+0.08371i,0.017916+0.041253i,-0.012711+0.0246i,-0.012289+0.022535i,0.0047871+0.011888i,0.02005-0.004558i,0.0226-0.024302i,0.0028433-0.039949i,-0.020522-0.039962i,-0.027885-0.029471i,-0.022972-0.018576i,-0.013943-0.0097034i,-0.0046926-0.003046i,0.0038762-0.0024084i
0.059564-0.13449i,0.02996-0.32882i,-0.037889-0.4961i,-0.089655-0.41685i,-0.11288-0.14071i,-0.10987+0.068826i,-0.085256+0.13589i,-0.040351+0.10895i,-0.0088206+0.043758i,-0.01613+0.014846i,-0.026629+0.022947i,-0.025641+0.028468i,-0.022043+0.030659i,-0.012339+0.02922i,-0.012611+0.021412i,-0.025469+0.015157i,-0.037127+0.0052043i,-0.043747-0.0069901i,-0.039185-0.013969i,-0.030346-0.018627i,-0.027665-0.016684i,-0.022122-0.0052729i,-0.0090736+0.0070194i
0.039482+0.14149i,0.21988+0.29403i,0.43503+0.45086i,0.47418+0.45978i,0.29999+0.25626i,0.084697-0.0047036i,-0.042201-0.15142i,-0.072146-0.14854i,-0.044402-0.09355i,-0.0087439-0.067889i,0.012082-0.046068i,0.02006-0.019757i,0.0084855-0.0084343i,-0.015629-0.0025887i,-0.023175+0.0033437i,-0.0045395+0.0044489i,0.026432+0.0007875i,0.04877-0.0063472i,0.046252-0.0090633i,0.030233-0.00070264i,0.018918+0.0094221i,0.012825+0.012641i,0.0086154+0.015457i
-0.12167-0.075975i,-0.36573-0.076024i,-0.62398-0.075376i,-0.62083-0.11186i,-0.32854-0.13158i,-0.046577-0.094129i,0.048471-0.02201i,0.043228+0.056007i,0.043416+0.1002i,0.052356+0.083i,0.036968+0.033555i,0.010355-0.0089818i,-0.0013867-0.031033i,-0.0026149-0.026592i,0.0083749-0.0095228i,0.029896-0.006625i,0.037637-0.016073i,0.029711-0.020719i,0.02625-0.017264i,0.02735-0.013813i,0.021353-0.011422i,0.0076012-0.0086729i,-0.001109-0.0051967i
0.12306-0.026754i,0.27456-0.22415i,0.38809-0.47349i,0.31721-0.50847i,0.12623-0.25754i,0.03388+0.036631i,0.056823+0.14364i,0.067666+0.079991i,0.036926+0.0021885i,0.0090056-0.012312i,0.0070757-0.0051664i,0.01505-0.0022587i,0.014703+0.0022917i,0.0043426+0.0032431i,-0.015133+0.0087835i,-0.027489+0.028804i,-0.020858+0.044599i,-0.0096556+0.039343i,-0.0045146+0.025536i,-0.00023787+0.015348i,0.0015781+0.0019241i,-0.0026404-0.0095288i,-0.0082286-0.008583i
-0.067412+0.10544i,-0.029586+0.38604i,0.095766+0.74673i,0.21744+0.85499i,0.18921+0.57814i,0.027302+0.17354i,-0.093888-0.067074i,-0.10118-0.11105i,-0.063527-0.079877i,-0.032344-0.044973i,-0.0071649-0.013941i,0.012575+0.0073153i,0.019136+0.0065045i,0.0089503-0.01313i,-0.010705-0.026657i,-0.024086-0.014368i,-0.014136+0.0093055i,0.0082103+0.02051i,0.014722+0.020029i,0.008662+0.019519i,0.0082246+0.019896i,0.011867+0.016437i,0.0094552+0.010304i
-0.012354-0.11952i,-0.20738-0.30617i,-0.48592-0.50887i,-0.57663-0.56595i,-0.3874-0.46455i,-0.15478-0.3096i,-0.05631-0.15007i,-0.043259-0.019692i,-0.042915+0.049704i,-0.04877+0.063221i,-0.055081+0.043791i,-0.047878+0.0093029i,-0.027454-0.015875i,-0.00091511-0.020836i,0.021928-0.02778i,0.018965-0.04158i,-0.0066097-0.036915i,-0.018424-0.014455i,-0.0059754-0.00096007i,0.0045577-0.0032763i,0.00030694-0.0018114i,-0.0054623+0.0078359i,-0.0058319+0.010514i
0.066817+0.067737i,0.30728+0.027039i,0.56318-0.14305i,0.51708-0.34222i,0.22261-0.3314i,0.062127-0.099102i,0.097477+0.07226i,0.12165+0.049737i,0.069974-0.032837i,0.021153-0.05602i,0.0064783-0.035382i,0.00071518-0.012041i,-0.0051239+0.0039698i,0.00090319+0.015882i,0.01289+0.019449i,0.012077+0.010108i,0.00037833-0.001116i,-0.011174-0.0036309i,-0.02116-0.0016763i,-0.027813+0.00091489i,-0.026939+0.0028897i,-0.020124+0.00024329i,-0.017731-0.004173i
-0.10225+0.011363i,-0.26093+0.25015i,-0.35708+0.67733i,-0.18714+0.97666i,0.07855+0.83018i,0.11414+0.39103i,-0.010915+0.070449i,-0.053028-0.013447i,0.0044586-0.022061i,0.044951-0.045781i,0.048637-0.047028i,0.052981-0.01797i,0.050341+0.0058244i,0.021026+0.016251i,-0.0082309+0.031344i,-0.0071839+0.040253i,0.0033273+0.021574i,-0.0056828-0.005732i,-0.022664-0.015194i,-0.02789-0.0099386i,-0.019584-0.0068147i,-0.0052582-0.0084017i,0.0072139-0.0087286i
0.05723-0.059947i,0.045698-0.31674i,-0.029767-0.61271i,-0.087294-0.62375i,-0.0093231-0.34307i,0.10326-0.12668i,0.078679-0.06115i,0.0058222+0.0063714i,-0.0066271+0.062106i,-0.0074152+0.055949i,-0.021128+0.031524i,-0.019485+0.015713i,-0.0093906+0.0070778i,-0.0049024+0.0075138i,0.00068838+0.012053i,0.013816+0.0087656i,0.023915-0.0012804i,0.022282-0.0084946i,0.01866-0.0098492i,0.01928-0.0085911i,0.017342-0.0059233i,0.013088-0.0021682i,0.013519+0.0019712i
0.01505+0.048912i,0.18848+0.15369i,0.40619+0.12999i,0.36506-0.13845i,0.05532-0.32873i,-0.11985-0.14296i,-0.0045484+0.085243i,0.088444+0.073579i,0.036279+0.019377i,-0.0020848+0.038931i,-0.0054872+0.052811i,-0.023715+0.040539i,-0.033584+0.024239i,-0.020197+0.0089404i,-0.007453-0.0018236i,-0.004362-0.0036117i,0.0060875-0.0018477i,0.023308-0.0059608i,0.030748-0.011061i,0.025605-0.010281i,0.015506-0.0061796i,0.006718-0.0049435i,-0.0032894-0.0088605i
-0.039546-0.02593i,-0.26728+0.02549i,-0.53883+0.23053i,-0.56594+0.48104i,-0.37401+0.46872i,-0.25397+0.18586i,-0.23844-0.014006i,-0.1549-0.035565i,-0.03661-0.033783i,0.012682-0.047405i,0.023809-0.043152i,0.029514-0.027158i,0.018674-0.019895i,-0.011215-0.020366i,-0.038967-0.014606i,-0.044364-0.0030027i,-0.031012+0.0055188i,-0.013267+0.0079506i,0.0018528+0.0077091i,0.010716+0.0044072i,0.0080983+0.00087124i,-0.00094057+0.0070712i,-0.0035327+0.016811i
0.033064+0.005324i,0.18898-0.12729i,0.3444-0.32833i,0.3659-0.38994i,0.30863-0.25942i,0.23467-0.12997i,0.11956-0.069856i,0.032979-0.011138i,0.037408+0.0085846i,0.053652-0.023992i,0.043738-0.048078i,0.035591-0.053271i,0.025731-0.048016i,0.011761-0.034803i,0.0081552-0.022241i,0.016568-0.0089587i,0.021868+0.011849i,0.022796+0.032642i,0.021976+0.03625i,0.015021+0.028488i,0.0063431+0.024887i,0.00089047+0.022395i,-0.00020487+0.018665i
-0.022886-0.003585i,-0.030188+0.1329i,0.056124+0.22726i,0.15818+0.064993i,0.11006-0.1598i,0.018481-0.12352i,0.051252+0.028073i,0.07162+0.062395i,0.0042381+0.055518i,-0.024852+0.081569i,-0.0095763+0.078074i,-0.0096418+0.045574i,-0.0067051+0.026998i,0.01482+0.016848i,0.021092+0.0066359i,0.002033+0.0066449i,-0.012784+0.0088031i,-0.012558-0.00052356i,-0.010182-0.010998i,-0.0064334-0.011812i,0.0063074-0.011747i,0.015047-0.021656i,0.0060035-0.031533i
0.0060529-0.0040776i,-0.10907-0.10022i,-0.35423-0.082906i,-0.51974+0.1809i,-0.41145+0.37676i,-0.21799+0.21774i,-0.17581-0.02817i,-0.16008-0.07436i,-0.08025-0.025015i,-0.045103-0.011332i,-0.049975+0.0057191i,-0.031492+0.029998i,-0.016502+0.026987i,-0.023797+0.012435i,-0.029525+0.0040141i,-0.027733-0.0039029i,-0.0258-0.014757i,-0.028275-0.022225i,-0.033407-0.021043i,-0.033647-0.013905i,-0.028083-0.0051165i,-0.019223+0.0030872i,-0.012414+0.010351i
-0.0041499+0.0052734i,0.12839+0.059571i,0.31269+0.060235i,0.3877+0.0025509i,0.34046-0.0043024i,0.26399+0.016379i,0.16475+0.0028332i,0.068993-0.0042021i,0.032577-0.014768i,0.023371-0.035951i,0.011729-0.030919i,0.014632-0.019274i,0.016156-0.020562i,0.012993-0.014086i,0.024932-0.004561i,0.043893-0.0066868i,0.049218-0.0084794i,0.039549-0.0010457i,0.022587+0.0016175i,-0.0026891-0.0023851i,-0.029985+0.0046447i,-0.038188+0.020105i,-0.026328+0.02304i
-0.0095026-0.027302i,-0.095772-0.057397i,-0.11039-0.14554i,0.0049669-0.37545i,0.058381-0.56357i,0.011631-0.40142i,0.06093-0.082981i,0.1137+0.0049928i,0.029853-0.033852i,-0.033076-0.015991i,-0.01497-0.0059558i,-0.0013787-0.014863i,0.0076292-0.004273i,0.018602+0.0079264i,0.015845+0.015801i,0.0052677+0.018242i,-0.003984+0.010101i,-0.0017523+0.00041248i,0.014992-0.0013484i,0.032961-0.0023827i,0.033987-0.012203i,0.019814-0.023367i,0.006209-0.028429i
0.012537-0.020481i,0.076742-0.08157i,0.051235-0.10566i,-0.10893+0.00074378i,-0.21909+0.10669i,-0.19942+0.051879i,-0.17724-0.057798i,-0.13445-0.05951i,-0.041392-0.016423i,0.0062089-0.02105i,0.0017729-0.031267i,0.0016708-0.018192i,0.0047166-0.0088913i,-0.0065009-0.0065806i,-0.022961+0.0035196i,-0.021931+0.014528i,-0.0063588+0.013083i,-0.0017796+0.0079701i,-0.0064844+0.015153i,-0.00068333+0.024476i,0.015468+0.020287i,0.026535+0.0088807i,0.025221+0.0040917i
0.024686-0.006537i,-0.0049238+0.14834i,-0.024598+0.41004i,0.041504+0.6481i,0.15026+0.69404i,0.17125+0.4919i,0.086137+0.23765i,0.0047442+0.12156i,0.013813+0.074351i,0.036611+0.030141i,0.027814+0.023868i,0.018885+0.023916i,0.0030563+0.015157i,-0.01168+0.019068i,-0.011019+0.022141i,-0.0049862+0.01787i,0.0031348+0.014276i,0.012874+0.0107i,0.014137+0.0080321i,0.0055491+0.01011i,0.0013462+0.014732i,0.0021473+0.012938i,0.00019124+0.0070109i
0.032838+0.039126i,0.025583-0.09484i,0.0038357-0.29145i,-0.011207-0.40145i,-0.017918-0.32161i,0.016523-0.10371i,0.10271+0.068877i,0.15033+0.077501i,0.092531+0.028532i,0.031589+0.03073i,0.017857+0.035939i,0.0041169+0.023852i,-0.010368+0.013455i,-0.022258-0.00043589i,-0.034573-0.0097555i,-0.038202-0.0049414i,-0.031042+0.0052187i,-0.013246+0.0072435i,0.00844-0.0044227i,0.01633-0.015311i,0.0091108-0.01267i,-0.0001377-0.0040588i,-0.0075042+0.0010102i
-0.044231+0.026789i,0.023496+0.0912i,0.084681+0.036787i,0.0040758-0.18697i,-0.15532-0.34867i,-0.23185-0.28885i,-0.19508-0.15905i,-0.10787-0.073694i,-0.013682-0.021139i,0.034579-0.016019i,0.026734-0.032855i,0.014765-0.0267i,0.017141-0.019948i,0.0092828-0.029364i,-0.0052009-0.033019i,-0.0031648-0.019554i,0.010637-0.0011803i,0.011756+0.0032908i,-0.004884-0.0051054i,-0.020831-0.013888i,-0.023448-0.015152i,-0.013797-0.0093358i,-0.0036307-0.0052173i
-0.032225-0.022868i,-0.16838-0.020227i,-0.24509+0.079293i,-0.09248+0.21833i,0.13275+0.18929i,0.15997-0.029621i,0.017109-0.14775i,-0.054589-0.078033i,-0.010346-0.02152i,0.021274-0.027802i,0.016864-0.021535i,0.013313-0.012763i,0.0035306-0.017599i,-0.0031371-0.01712i,0.0018941-0.015818i,0.00046902-0.022371i,-0.0082041-0.030432i,-0.012313-0.032667i,-0.012641-0.024434i,-0.010074-0.0081681i,-0.0071677+0.0041167i,-0.0074367+0.0031192i,-0.0096043-0.0043394i
0.038401+0.0052709i,0.18999-0.048345i,0.32709-0.096732i,0.30882-0.066886i,0.20339+0.026226i,0.14609+0.12934i,0.16048+0.17829i,0.12732+0.14286i,0.0014678+0.089184i,-0.078871+0.081659i,-0.054318+0.080133i,-0.010678+0.050775i,0.0082442+0.021408i,0.01451+0.0088067i,0.023631+0.0096563i,0.038928+0.013553i,0.043977+0.011161i,0.031743+0.010421i,0.016488+0.012325i,0.0012331+0.0095533i,-0.017531+0.010906i,-0.027697+0.020176i,-0.028121+0.027513i
-0.0051628-5.8246e-05i,-0.097457+0.1084i,-0.20877+0.19462i,-0.30832+0.14093i,-0.39419+0.060349i,-0.39515+0.078739i,-0.29749+0.095308i,-0.18499+0.024418i,-0.092135-0.0412i,-0.033884-0.057879i,-0.01695-0.050769i,-0.006595-0.031677i,0.0063673-0.011282i,0.013031+0.010065i,0.012627+0.027089i,0.0061688+0.032219i,0.00035944+0.025155i,-0.0018236+0.01004i,-0.0071759-0.0020092i,-0.010606-0.0067987i,-0.002942-0.0082623i,0.0071217-0.015231i,0.0064926-0.030336i
0.0013374+0.0073096i,-0.03221-0.13271i,-0.12032-0.25107i,-0.15077-0.20241i,-0.034206-0.13783i,0.077739-0.22187i,0.03383-0.30062i,-0.023768-0.20483i,0.023059-0.079853i,0.059511-0.051313i,0.031718-0.042912i,0.0035373-0.015743i,-0.0063655-0.0013345i,-0.0119-0.0039814i,-0.019024-0.012027i,-0.027926-0.015747i,-0.022276-0.010802i,0.0022608-0.0037131i,0.034391+0.0055822i,0.059965+0.011721i,0.058871+0.0016564i,0.036089-0.018608i,0.016726-0.03301i
-0.020669+0.008319i,0.081399+0.11545i,0.27766+0.17881i,0.41619+0.11343i,0.41604+0.054557i,0.35394+0.058459i,0.27784+0.07076i,0.1644+0.09337i,0.060549+0.11486i,0.033122+0.091136i,0.045185+0.041152i,0.045457+0.01649i,0.036331+0.012687i,0.020818+0.0069119i,0.0069361+0.010598i,0.010042+0.027653i,0.015684+0.041191i,0.012049+0.045121i,0.010602+0.033917i,0.0083057+0.009541i,-0.0019373-0.0048402i,-0.0051557+0.0021608i,0.0032864+0.014386i
0.019716-0.024295i,-0.076979-0.074975i,-0.15131-0.068058i,-0.095812-0.028751i,-0.042463-0.01744i,-0.085923+0.064645i,-0.083806+0.17825i,-0.011154+0.14553i,0.0023315+0.058715i,-0.025522+0.063101i,-0.025152+0.067948i,-0.023009+0.011527i,-0.031781-0.027051i,-0.02663-0.01191i,-0.0057772+0.0090785i,0.013816-0.0021593i,0.01888-0.028869i,0.017197-0.039045i,0.01433-0.025699i,0.0037489+0.0029014i,-0.0031554+0.029351i,0.0044134+0.03826i,0.01877+0.029861i
0.026595+0.019451i,0.13112+0.0021717i,0.16944-0.085323i,0.04308-0.1748i,-0.088515-0.19993i,-0.14798-0.17153i,-0.17157-0.096382i,-0.14102-0.047496i,-0.10186-0.10673i,-0.11681-0.16387i,-0.11343-0.10733i,-0.044059-0.026564i,0.0089132-0.0099147i,-0.0031134-0.0212i,-0.033881-0.012676i,-0.036458+0.0091723i,-0.018419+0.01776i,-0.013974+0.0028854i,-0.030133-0.01574i,-0.039802-0.026983i,-0.036259-0.036745i,-0.037253-0.03734i,-0.037943-0.023421i
-0.051774-0.0051762i,-0.186+0.07806i,-0.29523+0.20338i,-0.28534+0.24026i,-0.21889+0.13143i,-0.115-0.066222i,-0.016289-0.22801i,0.057215-0.21128i,0.17642-0.099106i,0.25907-0.082446i,0.20971-0.095477i,0.12602-0.034012i,0.08628+0.010893i,0.043532-0.0054515i,-0.019033-0.016829i,-0.055421+0.006468i,-0.041416+0.032034i,-0.0048795+0.028611i,0.015846+0.0045377i,0.014064-0.0080711i,0.0074252+0.0069303i,0.010167+0.021764i,0.0092243+0.015391i
0.025605-0.040216i,0.086837-0.17526i,0.10202-0.27203i,0.032573-0.12325i,-0.016235+0.17186i,0.0215+0.33422i,0.091689+0.32327i,0.11071+0.24911i,0.064737+0.19194i,0.017774+0.17825i,0.004626+0.12679i,-0.020064+0.023384i,-0.064561-0.030558i,-0.066153-0.01882i,-0.026068-0.010454i,-0.00070538-0.024562i,-0.0033075-0.022906i,-0.014923+0.0088627i,-0.021473+0.047592i,-0.017688+0.070372i,0.002535+0.055907i,0.022231+0.006569i,0.011867-0.032437i
0.014931-0.020602i,0.064288+0.090905i,0.18883+0.15758i,0.32092+0.022558i,0.33615-0.14339i,0.16925-0.11586i,-0.059278+0.035477i,-0.15366+0.12409i,-0.11747+0.08061i,-0.061255+0.010567i,-0.015888+0.010694i,0.020726+0.029674i,0.0297+0.023134i,0.02017+0.0069522i,0.013302-0.012439i,0.0083725-0.029731i,-0.005448-0.045849i,-0.021277-0.064732i,-0.021913-0.078195i,-0.013219-0.071437i,-0.011217-0.033461i,-0.00028038+0.016573i,0.021393+0.032881i
0.042559-0.02562i,-0.039229-0.14526i,-0.15975-0.25038i,-0.13236-0.30113i,0.01949-0.41002i,0.057758-0.51631i,-0.0051853-0.45431i,-0.01504-0.28118i,-0.00046746-0.13455i,-0.0079072-0.057686i,0.008458-0.031698i,0.052254-0.034363i,0.070122-0.051147i,0.037963-0.050561i,0.0083821-0.0090163i,0.037192+0.038837i,0.096921+0.04956i,0.13045+0.039383i,0.12394+0.038747i,0.092509+0.024201i,0.038156-0.023791i,-0.029672-0.061579i,-0.072157-0.053086i
0.040579+0.088368i,0.19991+0.18786i,0.34214+0.26033i,0.2618+0.29241i,0.073784+0.31035i,0.049279+0.23804i,0.087618+0.076017i,0.038802-0.026113i,0.024545-0.024197i,0.048533-0.0045087i,0.019618+0.01969i,-0.023155+0.063292i,-0.025979+0.077333i,-0.0037856+0.0505i,0.0059645+0.012092i,-0.014612-0.0082319i,-0.041244-0.0025634i,-0.042951+5.0641e-05i,-0.026247-0.016588i,-0.0085554-0.026194i,0.0024499-0.0078975i,0.0087386+0.023435i,0.014227+0.037161i
-0.077314-0.0014657i,-0.25657+0.040727i,-0.41785+0.11697i,-0.40418+0.14042i,-0.31469+0.084111i,-0.24801+0.072703i,-0.14602+0.14879i,-0.043157+0.21981i,0.00257+0.23778i,0.020933+0.19425i,0.016388+0.10084i,-0.014461+0.031592i,-0.028896+0.016675i,-0.010848+0.01838i,0.016035+0.01652i,0.031595+0.018696i,0.03808+0.033197i,0.038987+0.05158i,0.029105+0.061405i,0.007074+0.05852i,-0.019644+0.047338i,-0.024935+0.030434i,-0.0072517-0.0031953i
0.038883-0.016184i,0.13906-0.18264i,0.15022-0.42136i,-0.00041102-0.45571i,-0.064041-0.15853i,0.05359+0.15446i,0.1305+0.20257i,0.055342+0.086789i,-0.10715+0.0036964i,-0.20369+0.015767i,-0.14684+0.050572i,-0.030742+0.013831i,0.0078364-0.056679i,-0.026942-0.06028i,-0.038669+0.0024328i,-0.00054926+0.035367i,0.014279-4.1895e-05i,-0.017407-0.041024i,-0.045014-0.043158i,-0.039449-0.026166i,-0.0046061-0.023513i,0.029461-0.050128i,0.03896-0.074679i
-0.047563+0.0298i,-0.081051+0.21507i,0.023314+0.4177i,0.29332+0.36241i,0.46105+0.021999i,0.3139-0.31466i,0.038289-0.42646i,-0.048309-0.38049i,0.077591-0.35996i,0.16782-0.37035i,0.14865-0.27877i,0.14914-0.11834i,0.17734-0.038791i,0.14724-0.04263i,0.058183-0.035013i,-0.010149+0.0064683i,-0.0096533+0.02982i,0.029865+0.010913i,0.064817-0.023998i,0.069313-0.045454i,0.040522-0.020245i,0.015483+0.039218i,0.010389+0.070924i
0.067814-0.037165i,0.073446-0.16613i,0.044252-0.21639i,0.0024827-0.076086i,-0.07702+0.094209i,-0.12491+0.25608i,0.051102+0.45369i,0.30605+0.49251i,0.30953+0.36331i,0.14979+0.26922i,0.081407+0.2107i,0.06561+0.12004i,0.014318+0.059607i,-0.038031+0.07072i,-0.046439+0.096631i,-0.029997+0.089243i,-0.034037+0.064382i,-0.057299+0.053493i,-0.066092+0.058297i,-0.041141+0.055545i,-0.001319+0.01724i,0.0081551-0.039216i,-0.018935-0.051233i
-0.03403+0.10028i,0.035032+0.23575i,0.1122+0.2382i,0.054889-0.048512i,-0.11626-0.41833i,-0.27286-0.5441i,-0.39177-0.38141i,-0.34716-0.16105i,-0.12683-0.13144i,-0.0046904-0.1886i,0.0057681-0.098386i,0.071931+0.018001i,0.12017+0.0012846i,0.052516-0.039708i,-0.026538-0.015685i,-0.011215-0.0097061i,0.041022-0.076336i,0.067151-0.15846i,0.056724-0.19343i,0.016912-0.15405i,-0.0048602-0.060928i,0.0045022+0.011443i,0.0037729+0.015965i
-0.059596-0.16603i,-0.28777-0.37649i,-0.55747-0.54762i,-0.53837-0.50948i,-0.17173-0.32741i,0.15488-0.22426i,0.13648-0.17289i,-0.0066385+0.0058452i,0.045577+0.1937i,0.17685+0.16748i,0.14695+0.073653i,0.043005+0.10607i,0.017141+0.16306i,0.027854+0.1356i,0.0092443+0.084671i,-0.0014815+0.084522i,0.026719+0.094812i,0.075048+0.063609i,0.1236-0.0040831i,0.11744-0.071155i,0.051253-0.08225i,0.0072973-0.05351i,0.015002-0.040074i
0.40232+9.0292i,0.99767+9.7148i,3.3302+9.7231i,4.4055+5.6383i,4.0784+1.3517i,2.5393-1.1982i,0.76278-1.1908i,0.27462-0.00064188i,0.78988+0.66532i,1.3935+0.5154i,1.4789+0.10899i,1.38-0.080471i,1.4398-0.21844i,1.3155-0.28983i,1.0538-0.34004i,0.68787-0.39412i,0.22506-0.29281i,-0.091038-0.10287i,-0.19325+0.062484i,-0.067671+0.22057i,0.20192+0.27433i,0.37194+0.16285i,0.29863+0.030801i
-0.10609-0.00092686i,-0.28966+0.13454i,-0.38459+0.41337i,-0.14596+0.60859i,0.18688+0.45642i,0.23238+0.098583i,0.059304-0.13703i,-0.014746-0.24522i,0.08041-0.3507i,0.12991-0.3692i,0.077028-0.23137i,0.047887-0.046392i,0.090332+0.069373i,0.12448+0.078352i,0.089227+0.039021i,0.062022+0.01914i,0.085463-0.011995i,0.11106-0.061101i,0.12881-0.097178i,0.13299-0.12356i,0.11329-0.12686i,0.084175-0.10212i,0.050098-0.063949i
0.15414-0.019343i,0.32235-0.211i,0.38832-0.46864i,0.2615-0.56841i,0.12616-0.46156i,0.090874-0.26591i,0.089726-0.066286i,0.1339+0.069433i,0.22794+0.089748i,0.29026+0.038704i,0.25607+0.020119i,0.17657+0.06922i,0.14271+0.12082i,0.13053+0.11115i,0.096536+0.078874i,0.083358+0.067836i,0.097597+0.045685i,0.11206+0.0061004i,0.13304-0.033106i,0.12305-0.075144i,0.054472-0.10053i,-0.018743-0.084742i,-0.03881-0.042042i
-0.15052+0.075119i,-0.27438+0.23672i,-0.31084+0.26944i,-0.2386-0.0041926i,-0.13033-0.3022i,-0.01008-0.34518i,0.097143-0.26191i,0.11342-0.15971i,0.066615-0.048137i,0.049922+0.024716i,0.09313+0.057794i,0.1413+0.034569i,0.11323-0.025166i,0.036053-0.039358i,-0.004733-0.015378i,-0.010992-0.023288i,-0.037113-0.057036i,-0.062959-0.072585i,-0.045015-0.066085i,-0.0079593-0.040432i,0.012709+0.010145i,0.011951+0.055886i,-0.00038716+0.06186i
0.11325-0.16072i,0.12821-0.39816i,0.063245-0.54031i,-0.031618-0.41352i,-0.073166-0.2788i,-0.092287-0.3464i,-0.18545-0.35309i,-0.27849-0.16498i,-0.25841+0.038688i,-0.15769+0.12163i,-0.072828+0.097775i,-0.044519+0.044657i,-0.045735+0.016321i,-0.030776+0.015262i,0.013651+0.0049984i,0.029409-0.035123i,-0.01841-0.052556i,-0.063943-0.037216i,-0.057692-0.047603i,-0.030043-0.076075i,-0.0088233-0.07669i,0.00098939-0.039117i,0.0082074+0.017197i
