-0.00078483+0.0015642i,0.00044284+0.00025302i,-0.00020841-0.00063516i,-0.00073087-0.00021346i,-0.0013988+9.8404e-05i,-0.0022363+0.00010318i,-0.0021932+0.0012472i,-0.0016267+0.0018187i,-0.00013833+0.00099854i,0.0013182+0.00017426i,0.0012738+5.2016e-06i,1.2313e-05-0.00045371i,-7.0464e-05-0.0011322i,5.0874e-05-0.0012522i,-0.00060307-0.0003775i,-0.00065522+0.00044488i,0.00015625+0.00029754i,0.00059313+8.5808e-05i,0.00013107-0.00023067i,0.00022378+5.6819e-05i,0.00037721+0.00077238i,-2.1153e-06+0.0005662i,-0.00044663+0.00053768i
-0.017457+0.0049641i,-0.029224-0.012153i,-0.035154-0.10686i,-0.040784-0.25615i,-0.051859-0.35944i,-0.042833-0.33527i,0.0051684-0.21661i,0.039552-0.11104i,0.028218-0.049689i,0.0035523-0.012177i,-0.0033643+0.0048831i,0.004905+0.0061048i,0.010109+0.0030638i,0.0069472+0.0013346i,0.0017944+0.0031813i,-0.0013361+0.0090975i,-0.0015145+0.016109i,-0.00022353+0.016017i,0.0005829+0.012858i,0.0022469+0.014969i,0.0092512+0.015457i,0.018067+0.0088538i,0.019099-0.0009584i
0.011168-0.02102i,0.019525-0.0013091i,0.042997+0.095793i,0.062836+0.25405i,0.052852+0.3615i,0.02237+0.33646i,-0.015221+0.22814i,-0.033246+0.12942i,-0.022112+0.062004i,-0.0090488+0.021033i,-0.0060054+0.0052483i,-0.0099477+0.0040394i,-0.010647+0.0076909i,-0.003293+0.0094497i,0.0023651+0.0072823i,0.0032948+0.0017051i,0.0045212-0.0044629i,0.0066135-0.0071158i,0.0051965-0.0081662i,-0.0044016-0.0089201i,-0.015985-0.0035246i,-0.020214+0.0064434i,-0.015807+0.012294i
0.007525+0.020515i,0.00030116+0.0038452i,-0.032953-0.075042i,-0.08021-0.20452i,-0.10137-0.27975i,-0.066239-0.2463i,0.00083935-0.1696i,0.036505-0.1071i,0.031097-0.055023i,0.022597-0.017947i,0.015591-0.0046925i,0.0068395-0.0028979i,-0.00030821-0.0036731i,-0.0057022-0.0011211i,-0.0037355+0.0063825i,0.0037318+0.013621i,0.0070642+0.017498i,0.0048315+0.015947i,0.0045422+0.012135i,0.011566+0.0086019i,0.021165-0.00083187i,0.022624-0.013784i,0.014283-0.018594i
-0.024681-0.0042839i,-0.019227+0.0064714i,0.024662+0.064782i,0.10572+0.16967i,0.16436+0.23794i,0.13461+0.22014i,0.048961+0.15377i,-0.0067339+0.092207i,-0.0097342+0.043874i,-0.0037106+0.0086318i,-0.0083648+0.001001i,-0.010386+0.0091602i,-0.0062174+0.012488i,-0.0010587+0.0083691i,6.8242e-05-0.00098435i,-0.0040086-0.011533i,-0.0067023-0.016711i,-0.0043911-0.013647i,-0.0028981-0.0090954i,-0.0085902-0.0053216i,-0.016537+0.004589i,-0.015459+0.017144i,-0.0075807+0.020749i
0.024321-0.024379i,0.020988-0.039795i,-0.027072-0.079042i,-0.11352-0.15385i,-0.16152-0.22093i,-0.12328-0.21915i,-0.049977-0.15517i,-0.0024778-0.086229i,0.0064713-0.040024i,-0.0019831-0.014464i,-0.0026578-0.0067958i,0.0039604-0.010129i,0.0042432-0.012357i,0.00033488-0.0063363i,0.002925+0.0035993i,0.011159+0.011307i,0.015202+0.014168i,0.012462+0.011909i,0.0094621+0.007444i,0.0089861-0.00065367i,0.0072838-0.013411i,0.0021061-0.021671i,-0.0028534-0.02047i
0.0032737+0.036744i,0.013255+0.061906i,0.0579+0.086383i,0.13195+0.12199i,0.16351+0.16364i,0.11198+0.17065i,0.042335+0.13895i,0.0092348+0.086459i,-0.00074324+0.036759i,-0.0016136+0.012838i,0.0011267+0.0071033i,0.002483+0.005285i,0.0042889+0.0026181i,0.0055503-0.0035566i,-0.0013346-0.0086252i,-0.014219-0.0093182i,-0.022953-0.009222i,-0.022063-0.0089895i,-0.017126-0.006121i,-0.012542+0.0027513i,-0.0044935+0.016713i,0.005074+0.023214i,0.0092945+0.01838i
-0.033966-0.022112i,-0.060348-0.049615i,-0.10924-0.080778i,-0.18109-0.11723i,-0.21456-0.15198i,-0.15116-0.15148i,-0.053061-0.12077i,-0.0046289-0.079079i,0.0031982-0.033704i,0.0036302-0.0057i,-0.00067588-0.0036277i,-0.0087477-0.0085509i,-0.012483-0.0077346i,-0.0098638-0.003985i,0.00036564-0.0010999i,0.014294+3.2736e-05i,0.021284+0.0022862i,0.018355+0.0078545i,0.013639+0.010288i,0.0096118+0.0011492i,0.00091881-0.01231i,-0.0096781-0.015751i,-0.012928-0.01011i
0.043998-0.0080515i,0.081185+0.0052333i,0.13384+0.040556i,0.19329+0.094815i,0.213+0.14716i,0.15274+0.15254i,0.059573+0.11135i,0.006315+0.067115i,-0.0048995+0.032925i,-0.0044775+0.0090299i,-0.0034568+0.0031301i,0.00071794+0.0092168i,0.0050542+0.010661i,0.0050493+0.0085831i,-0.0015776+0.010826i,-0.010602+0.015354i,-0.014289+0.016994i,-0.010666+0.012737i,-0.0059642+0.0082146i,-0.00064756+0.010204i,0.0079068+0.014728i,0.014196+0.013453i,0.013309+0.0081536i
-0.019212+0.028259i,-0.055292+0.040981i,-0.11618+0.025967i,-0.17634-0.012717i,-0.19013-0.062334i,-0.14143-0.090034i,-0.071034-0.073535i,-0.021811-0.03855i,1.7292e-05-0.012659i,0.0012196-0.00033889i,-0.0027913+0.0048873i,-0.00080992+0.0068153i,0.00266+0.0084789i,0.0044772+0.0082229i,0.0081519+0.00021568i,0.013829-0.011803i,0.018501-0.017742i,0.018919-0.017413i,0.014414-0.01498i,0.0051946-0.013618i,-0.0074096-0.011998i,-0.015357-0.0068616i,-0.012905-0.0028536i
-0.01817-0.030869i,0.0052232-0.057801i,0.073767-0.07301i,0.165-0.063782i,0.21071-0.023237i,0.16874+0.026144i,0.091942+0.046301i,0.043643+0.032009i,0.019751+0.0065286i,0.0073289-0.0047666i,0.0056235-0.0062807i,0.0058721-0.008958i,0.0043443-0.010606i,0.0051383-0.0080075i,0.0073112-0.00063472i,0.0052217+0.0067701i,-0.001616+0.0081677i,-0.0081602+0.0052599i,-0.010312+0.004539i,-0.0045159+0.004567i,0.0069147+0.0025464i,0.012493-0.0017553i,0.0077642-0.0035571i
0.024327+0.0036005i,0.014786+0.030238i,-0.045504+0.057005i,-0.1479+0.054734i,-0.21167+0.018804i,-0.16522-0.024773i,-0.07347-0.046651i,-0.024921-0.041562i,-0.014366-0.021709i,-0.01119-0.0063528i,-0.0087347-0.0034925i,-0.0079825-0.0029527i,-0.007377+0.00088902i,-0.0068343+0.002478i,-0.0096819-0.0015637i,-0.013309-0.007725i,-0.012647-0.0089302i,-0.0084115-0.0053892i,-0.0057638-0.0024195i,-0.010137-0.00059389i,-0.018005+0.0024846i,-0.019898+0.006499i,-0.013881+0.0062498i
-0.0125+0.021303i,-0.020465+0.0088519i,0.009398-0.017777i,0.080162-0.034041i,0.12348-0.024596i,0.091205-0.00058774i,0.03148+0.011482i,-0.0053079+0.010318i,-0.014945+0.0024317i,-0.012691-0.0075599i,-0.01193-0.0092953i,-0.012494-0.0027368i,-0.011646+0.0017455i,-0.0085426+0.00071903i,-0.00071307+0.0014569i,0.006403+0.007072i,0.0070403+0.014588i,0.0063574+0.018775i,0.0081723+0.015062i,0.010859+0.0063295i,0.012906-0.0018839i,0.01216-0.0062126i,0.0085231-0.0050135i
-0.007092-0.019983i,0.0031541-0.022544i,-0.0074739+0.0091883i,-0.045945+0.062842i,-0.072386+0.080827i,-0.058627+0.053253i,-0.025991+0.028103i,-0.00025143+0.022143i,0.011746+0.023946i,0.012365+0.023087i,0.011554+0.017527i,0.012891+0.011602i,0.013756+0.006955i,0.010609+0.0065083i,0.0056776+0.0086858i,0.0040336+0.0069365i,0.0072108+0.00069712i,0.01065-0.0051852i,0.0095196-0.007483i,0.0041944-0.0035314i,-0.0012806+0.0050251i,-0.002522+0.010373i,0.00055823+0.0084307i
0.021004+0.0019149i,0.027508+0.0072552i,0.039489-0.026826i,0.064779-0.086361i,0.086695-0.093653i,0.074346-0.045401i,0.045603-0.0078492i,0.029222-0.0023284i,0.018-0.011005i,0.0071715-0.015851i,0.0016187-0.011833i,-0.0010445-0.0053975i,-0.0039916-0.0010832i,-0.0040479-0.0013582i,-0.0010644-0.0062665i,0.0021562-0.0084605i,0.0033156-0.0053951i,0.0025035-0.0035948i,-0.0010012-0.0053713i,-0.0040346-0.010727i,-0.0025287-0.01822i,-0.0013233-0.020832i,-0.0023151-0.014813i
-0.014516+0.0095216i,-0.036876+0.015607i,-0.053213+0.036442i,-0.065214+0.061443i,-0.071765+0.045101i,-0.046346+0.00052376i,-0.0089358-0.023075i,0.0076587-0.025594i,0.010887-0.021007i,0.011678-0.014931i,0.0091057-0.010827i,0.0049721-0.0094757i,0.0034252-0.0088034i,0.0045141-0.0060455i,0.0062874-0.0011476i,0.0043038-0.0001518i,-0.0027413-0.0051546i,-0.0070196-0.0078187i,-0.0040262-0.0035912i,0.0004422+0.0038456i,0.002195+0.012014i,0.0022511+0.015486i,0.0018342+0.011585i
-0.0010153-0.013811i,0.013236-0.034126i,0.019764-0.051517i,0.017365-0.056563i,0.016169-0.041266i,0.0025358-0.013798i,-0.018773-0.00059166i,-0.028791-0.0018448i,-0.030116-0.0028366i,-0.026141+0.001271i,-0.020144+0.0058996i,-0.015284+0.00834i,-0.012067+0.009691i,-0.010622+0.010331i,-0.01034+0.0096091i,-0.0078907+0.010249i,-0.003529+0.013744i,0.00028014+0.015834i,0.0016401+0.015126i,-0.0012506+0.0096868i,-0.0055704+0.00027168i,-0.0080699-0.0045016i,-0.0073443-0.002633i
0.012597+0.011407i,0.020982+0.036199i,0.026562+0.055947i,0.015972+0.064507i,-0.0092763+0.061106i,-0.019349+0.041312i,-0.0054664+0.026853i,0.0060837+0.02761i,0.0077724+0.028612i,0.0045156+0.021204i,0.0023741+0.010384i,0.002515+0.0025405i,0.0024562-0.0030609i,0.0038561-0.0051682i,0.0060558-0.0047585i,0.0055601-0.0053765i,0.0025067-0.0054844i,0.00017477-0.0051673i,0.0020898-0.0066885i,0.0086229-0.0065556i,0.016178-0.00020853i,0.018701+0.0059429i,0.013663+0.0051085i
-0.012767-0.0011794i,-0.033628-0.01488i,-0.04188-0.03361i,-0.018874-0.051693i,0.022414-0.05361i,0.035171-0.027666i,0.022532-0.0025844i,0.01781+0.0021803i,0.018214-0.00062116i,0.015584-0.001276i,0.010386+0.00055893i,0.0080062+0.0024729i,0.0070878+0.0028289i,0.0052064+0.0050207i,0.0040155+0.0092601i,0.0063854+0.010276i,0.011288+0.0088855i,0.013417+0.0080535i,0.0096548+0.0074974i,-0.00063914+0.0046647i,-0.012038-0.00040944i,-0.016261-0.0036003i,-0.011898-0.0023174i
0.0069494-0.0075944i,0.02645-0.012677i,0.032309-0.0051537i,0.014079+0.019561i,-0.0071415+0.036266i,-0.0016189+0.018834i,0.013841-0.0046584i,0.019109-0.011537i,0.017249-0.011909i,0.007661-0.0097148i,-0.0013154-0.0070536i,-0.0036502-0.006948i,-0.0039038-0.0075632i,-0.0051776-0.0067558i,-0.0080066-0.0067222i,-0.010064-0.0068149i,-0.009832-0.0059982i,-0.0088523-0.00574i,-0.0087387-0.0046786i,-0.0057629-0.0026482i,0.0024758-0.0014168i,0.0081097-0.0010762i,0.0057019-0.00041818i
-0.0074153+0.0058598i,-0.010886+0.024346i,-0.01122+0.023879i,-0.010315-0.011963i,-0.014708-0.043371i,-0.021337-0.036376i,-0.027344-0.021102i,-0.031089-0.017458i,-0.03096-0.018234i,-0.025397-0.015033i,-0.016716-0.0069579i,-0.0080129-0.001437i,-0.0020174+0.00038919i,0.0026486+0.0021189i,0.0083149+0.0036876i,0.011942+0.0023551i,0.01221+0.0006421i,0.012282+0.0019554i,0.012195+0.0036273i,0.0071709+0.0059843i,-0.0036236+0.0091526i,-0.010006+0.010486i,-0.0075349+0.0074983i
-0.002276-0.0059771i,-0.015383-0.018235i,-0.019806-0.0073662i,-0.0014536+0.026359i,0.017642+0.040906i,0.018746+0.031597i,0.01789+0.026317i,0.014904+0.024862i,0.0068327+0.022288i,0.00294+0.017725i,0.0026389+0.011864i,0.0023815+0.0088258i,0.0024299+0.0070848i,0.0012707+0.0065729i,-0.0020185+0.007353i,-0.0062283+0.0072442i,-0.009841+0.0061359i,-0.01258+0.0049327i,-0.012159+0.0032857i,-0.0051728-0.00087003i,0.0036997-0.0072035i,0.0072033-0.0099939i,0.0050445-0.007451i
0.011167+0.00076891i,0.027092-0.0074169i,0.018342-0.029395i,-0.02027-0.041978i,-0.041217-0.025071i,-0.033484-0.0026714i,-0.023501+0.0042187i,-0.01385+0.0062573i,-0.0044468+0.0078889i,-4.404e-05+0.0052294i,8.5248e-05+0.00027088i,-0.0022856-8.378e-05i,-0.0025721+0.0023244i,-0.00040034-7.531e-05i,0.0019412-0.0056946i,0.0036088-0.0070563i,0.0046672-0.0026868i,0.0066979-0.00028776i,0.006017-0.0026871i,0.00086368-0.0017087i,-0.00444+0.004611i,-0.0059297+0.0078725i,-0.0030973+0.0066176i
-0.0043655+0.0056856i,-0.0054736+0.028139i,0.019621+0.04122i,0.051104+0.027886i,0.054734+0.0055687i,0.043141-0.0088144i,0.037995-0.012907i,0.035329-0.012666i,0.030177-0.011589i,0.020476-0.01005i,0.0094394-0.0080965i,0.0049297-0.006117i,0.0041494-0.0047608i,0.0041036-0.00035206i,0.0056226+0.0059452i,0.0057388+0.0091675i,0.0028626+0.0097322i,0.00014751+0.010541i,-0.00017084+0.010962i,-0.00057564+0.0054618i,-0.001992-0.0034766i,-0.0027179-0.0069652i,-0.0025262-0.0047571i
8.9596e-05-0.015434i,-0.021071-0.0334i,-0.046992-0.025007i,-0.052528+0.00087047i,-0.03959+0.010147i,-0.029843+0.011861i,-0.02777+0.012788i,-0.023078+0.0039469i,-0.016926-0.0071577i,-0.012796-0.0081581i,-0.0096607-0.0012751i,-0.0089067+0.0036511i,-0.0092733+0.00422i,-0.01016+0.0033058i,-0.009386+0.00087406i,-0.0045879-0.0021912i,0.0022323-0.0054075i,0.0059845-0.0090607i,0.0047165-0.0096905i,0.0034197-0.004494i,0.0059101+0.0027528i,0.0078618+0.0064894i,0.0070433+0.0041261i
0.011535+0.012706i,0.039118+0.005867i,0.051479-0.020046i,0.03325-0.040742i,0.012699-0.037623i,0.0082264-0.028895i,0.0098314-0.020293i,0.0059205-0.008886i,-0.00024627-0.00057019i,-0.0019692+0.0031487i,0.0011452+0.0016232i,0.0019764-0.0024384i,0.00041703-0.0043728i,0.0025667-0.0039415i,0.0073732-0.0035506i,0.0079325-0.0038525i,0.0028811-0.0038849i,-0.000558-0.0019166i,0.00030435+0.00016281i,0.00015856-0.00073969i,-0.0041421-0.0037391i,-0.0072544-0.0057741i,-0.0066596-0.0039737i
-0.016722+0.0019245i,-0.02976+0.027235i,-0.02535+0.049734i,-0.012494+0.044225i,-0.008106+0.024978i,-0.0093111+0.017315i,-0.0067914+0.015963i,-0.0050654+0.010887i,-0.0047756+0.0077708i,-0.002563+0.0054861i,-0.00044256+0.0055675i,0.0018994+0.0079106i,0.0028439+0.009145i,0.0021325+0.0089111i,0.0007257+0.0086729i,-0.0013789+0.0072695i,-0.0038413+0.0039029i,-0.0060735+0.00072009i,-0.0063661-0.0011077i,-0.0040007-0.002241i,0.00043816-0.0023612i,0.0031773-0.0015963i,0.0029944-0.0021656i
0.011008-0.016417i,0.00024957-0.041002i,-0.018352-0.046343i,-0.018194-0.021262i,-0.0042848+0.0013617i,0.003417+0.0010246i,0.005645-0.0003799i,0.012045+0.0034708i,0.016902+0.0030658i,0.012423-0.00076705i,0.0030554-0.0054512i,-0.0030623-0.0072899i,-0.0034905-0.0064193i,-0.0014947-0.0066642i,-0.0013783-0.0063526i,-0.0023384-0.0024477i,-0.0012261+0.0035318i,0.0032374+0.0077308i,0.0071011+0.0072373i,0.005352+0.0056468i,-2.2647e-05+0.0062441i,-0.0037725+0.0073253i,-0.0032692+0.0087911i
0.0097331+0.021486i,0.037599+0.026121i,0.055473+0.009359i,0.037716-0.013037i,0.010417-0.015744i,0.00087871-0.0046935i,-0.0031058-0.0011459i,-0.0050983-0.0030873i,-0.0040258-0.0059541i,-0.0039997-0.0057134i,-0.0031927-0.000707i,-0.00078706+0.0016519i,0.00058478+0.0014232i,0.0019809+0.0029859i,0.0046837+0.0043677i,0.0077874+0.0037907i,0.0092062+0.002843i,0.0072457+0.0024005i,0.0030216+0.00065249i,-0.00068352-0.0021343i,-0.0011926-0.0043619i,0.00061206-0.0062549i,0.0026562-0.0080752i
-0.03011-0.0076647i,-0.051491+0.012318i,-0.046458+0.037172i,-0.012367+0.031851i,0.013056+0.0033245i,0.016452-0.0081428i,0.018382-0.0058786i,0.015809-0.0085113i,0.00763-0.0098332i,0.0011005-0.0052371i,-0.0032434+0.00024575i,-0.0031174+0.0025464i,-0.0020045+0.0022632i,-0.0032637+0.0022938i,-0.003754+0.0037738i,-0.0025355+0.0042586i,-7.6181e-05+0.0020488i,0.0023684-0.0012094i,0.003802-0.0026346i,0.0047271-0.0015391i,0.0044548+0.00066782i,0.0031436+0.0025411i,0.0014678+0.00434i
0.022145-0.018338i,0.015964-0.047629i,-0.015694-0.056701i,-0.044927-0.026379i,-0.044448+0.0069192i,-0.032192+0.011745i,-0.023841+0.0087829i,-0.015211+0.011175i,-0.0097107+0.0095999i,-0.0055816+0.0029944i,-0.00094938-0.0023712i,-0.00047873-0.0022299i,-0.00070775+0.00060883i,0.00042809-9.9646e-05i,0.0013255-0.0032304i,0.00081564-0.0067114i,-0.0015076-0.00816i,-0.0036588-0.0047979i,-0.0042999+0.00037587i,-0.0055801+0.003702i,-0.007379+0.0028766i,-0.0076107-0.00033525i,-0.0061777-0.0031282i
0.007128+0.03055i,0.035404+0.045651i,0.06274+0.027073i,0.05489-0.0096648i,0.026779-0.023709i,0.011676-0.019369i,0.0067465-0.0143i,0.0029296-0.0077323i,0.0027463-0.0014065i,0.0036223+0.00070144i,0.0026643-0.00084242i,0.001132-0.0027643i,-2.2129e-05-0.0014349i,0.00090133+0.0017106i,0.0030989+0.0037698i,0.0027852+0.0041417i,0.00063341+0.0049164i,0.00025358+0.0053895i,0.0017647+0.0033564i,0.003089-0.0010912i,0.0048266-0.0033646i,0.005734-0.00057568i,0.0054239+0.0033552i
-0.034051-0.010681i,-0.063167+0.0031772i,-0.059889+0.036663i,-0.019691+0.052414i,0.0088149+0.040487i,0.01023+0.030193i,0.0096634+0.024935i,0.012364+0.014915i,0.0096585+0.0055938i,0.0029137-0.00015693i,-0.0036149-0.0011266i,-0.0051702+0.0016025i,-0.0032709+0.0018675i,-0.0041086-0.00015171i,-0.0069024-0.00099681i,-0.007891+0.00049019i,-0.0056852+0.003598i,-0.0016719+0.0054171i,0.00051539+0.0048138i,-2.0235e-05+0.0045541i,-0.0014168+0.0052336i,-0.0023668+0.0041121i,-0.0033827+0.0013135i
0.031591-0.023751i,0.036346-0.05842i,0.0099058-0.079665i,-0.024385-0.06351i,-0.030496-0.037387i,-0.018288-0.025285i,-0.0099217-0.017449i,-0.0032099-0.0097564i,0.0021561-0.0068615i,0.0037896-0.0047051i,0.0025481-0.0031621i,-0.00049781-0.0035807i,-0.00075553-0.00294i,0.0029022-0.00085856i,0.0071249-0.00063611i,0.009246-0.00090687i,0.0096959-0.00056267i,0.007883-0.001496i,0.0043377-0.0033192i,0.001294-0.004931i,-0.00048642-0.0058216i,0.0011354-0.0052664i,0.0038976-0.0031746i
-0.0040847+0.041641i,0.020325+0.06842i,0.048605+0.064174i,0.05046+0.029947i,0.03334+0.00555i,0.020605+0.0010134i,0.013586-0.0018109i,0.0045527-0.0042696i,-0.0027597-0.0017241i,-0.0035871+0.0015857i,0.0003721+0.0043568i,0.0032408+0.0040115i,0.0032556+0.0022033i,0.0013244+0.0031767i,0.00052136+0.0052027i,0.0018435+0.0054456i,0.0020328+0.0032653i,0.00046207+0.0010838i,-4.8212e-05+0.0019697i,0.0014858+0.0037098i,0.0014983+0.0044249i,-0.0014906+0.0044031i,-0.0042851+0.0038732i
-0.030827-0.026129i,-0.067781-0.024029i,-0.080364-0.0002468i,-0.05442+0.021042i,-0.027638+0.021346i,-0.019101+0.013682i,-0.011966+0.012221i,-0.0034917+0.008789i,-0.00033591+0.0017975i,-0.002364-0.0032023i,-0.0054681-0.0060924i,-0.0058364-0.0049329i,-0.0033474-0.0014268i,-0.00010412-0.0013194i,0.0011278-0.0040078i,8.8682e-06-0.0058436i,-0.0021946-0.0050426i,-0.0027612-0.0030936i,-0.0019974-0.0025587i,-0.0025033-0.00372i,-0.0028337-0.0050696i,-0.0010918-0.0049479i,0.0016246-0.0047638i
0.039538-0.012444i,0.058445-0.042509i,0.047836-0.065057i,0.01798-0.054792i,0.0015621-0.027189i,0.0027972-0.011237i,0.0022903-0.0035902i,0.0028159+0.0053075i,0.0035338+0.0085726i,0.001949+0.0050891i,0.0011912+0.0010248i,0.00058989-0.0013052i,0.0002324-0.00060377i,0.000461+0.0019424i,0.00093183+0.0035177i,0.00044707+0.0035218i,-0.00035556+0.0034715i,0.00041572+0.0047892i,0.0026084+0.0054456i,0.0035996+0.0040562i,0.0033775+0.0034022i,0.0015221+0.0048841i,-0.00028865+0.005923i
-0.010876+0.042759i,-0.00056147+0.07576i,0.023452+0.079288i,0.034679+0.044503i,0.024556+0.0098502i,0.015747+0.00023433i,0.013443-0.004185i,0.0078487-0.010416i,0.0027495-0.010413i,-0.00052626-0.0044364i,-0.0030519+0.002187i,-0.0027107+0.0040305i,-0.0020583+0.0022885i,-0.0024283+0.0020301i,-0.0024445+0.0035469i,-0.0013453+0.0058574i,0.00092865+0.0076268i,0.0017061+0.0059987i,0.00011212+0.0025356i,-0.0015109+0.00081659i,-0.0031285+0.00027477i,-0.0035198-0.0019143i,-0.0024574-0.0045977i
-0.028628-0.03722i,-0.062647-0.048598i,-0.081689-0.029235i,-0.060387+0.0043344i,-0.026794+0.017075i,-0.013255+0.012727i,-0.0071269+0.0098983i,0.002399+0.0076165i,0.0059275+0.0022679i,0.0032047-0.0033687i,0.00081879-0.0043987i,0.00097174-0.0015457i,0.0017118-0.00027738i,0.0017836-0.00043067i,0.0028471+0.00040121i,0.0041882+0.00015084i,0.003919-0.00073252i,0.0029984-0.00040642i,0.0034963-0.00047944i,0.004595-0.0018652i,0.0060545-0.0012044i,0.0064666+0.0025727i,0.0047136+0.005356i
0.045038-0.0065341i,0.075035-0.025776i,0.068348-0.050242i,0.026769-0.053145i,-0.0025401-0.034329i,-0.0065807-0.019872i,-0.0071496-0.010626i,-0.0089916-0.0022491i,-0.006644+0.00077135i,-0.0013205+0.00083689i,0.0028785-0.00069042i,0.0031522-0.002458i,0.00082837-0.0013081i,0.00064806+0.00075951i,0.0027247-0.00027888i,0.0043932-0.0030852i,0.0040095-0.0043016i,0.0018908-0.002994i,-0.00070801-0.00081576i,-0.0029446+0.0012674i,-0.0043886+0.0021134i,-0.005119+0.00023203i,-0.0053203-0.0022941i
-0.025968+0.042772i,-0.02806+0.080929i,-0.005364+0.09019i,0.019751+0.056588i,0.021507+0.022589i,0.01688+0.012377i,0.016302+0.0067403i,0.011711-0.00065361i,0.0038589-0.0018501i,-0.0029547-0.0003498i,-0.0057138+0.0018663i,-0.0046408+0.0032808i,-0.0044585+0.0025215i,-0.0046606+0.0017761i,-0.0039419+0.0012467i,-0.004669+0.0011217i,-0.0054508+0.0020863i,-0.0030503+0.0032693i,0.00040818+0.0022167i,0.0015026-0.00061928i,0.0011973-0.0017083i,0.0022588-0.00051238i,0.0042154+0.0011162i
-0.019639-0.046122i,-0.048909-0.070828i,-0.068778-0.058828i,-0.058177-0.02031i,-0.034463+0.00026592i,-0.020975+0.0016313i,-0.011605+0.0045278i,-0.001108+0.0048898i,0.0036585+0.00071479i,0.0020663-0.0020554i,-0.0019531-0.0028568i,-0.0042767-0.00076033i,-0.0022771+0.00095153i,0.00047818+0.00031034i,0.001711+0.00024019i,0.0011622+0.00058949i,0.00057448+0.00068662i,0.00028231+0.00088396i,6.7195e-05+0.0016725i,0.00099141+0.0038455i,0.00063928+0.0053349i,-0.0019517+0.0043561i,-0.0043371+0.0024017i
0.051514+0.0092309i,0.089742-0.00061694i,0.093461-0.02198i,0.055219-0.03443i,0.022322-0.028093i,0.0097519-0.016884i,0.0023734-0.010169i,-0.0013046-0.0032083i,-0.00036867+0.0026819i,0.0018886+0.0050099i,0.0039918+0.0041889i,0.0053031+0.0023482i,0.0041012+0.0026923i,0.0020611+0.0047233i,0.0021862+0.0068246i,0.0040618+0.0077066i,0.0057336+0.0071424i,0.0050463+0.005104i,0.0018489+0.0017544i,-0.00067765-0.0018359i,-0.00044208-0.0039883i,0.0027582-0.0039654i,0.0053339-0.0026637i
-0.034772+0.037822i,-0.049214+0.07216i,-0.035774+0.081779i,-0.0071875+0.058015i,0.0059508+0.030872i,0.0068366+0.018583i,0.0092425+0.011809i,0.0078386+0.0024969i,0.0020471-0.004161i,-0.002881-0.0041549i,-0.0059318-0.0014723i,-0.0058274-0.00048073i,-0.004776-0.0014748i,-0.0033181-0.0027375i,-0.001376-0.004326i,-0.00032634-0.0053807i,0.00019541-0.0044739i,0.001489-0.0025075i,0.0032939-0.0010342i,0.0021888-0.0010651i,8.6934e-05-0.00090162i,-0.0017749+0.00084433i,-0.0032736+0.0023827i
-0.011319-0.053123i,-0.031165-0.08457i,-0.048576-0.08364i,-0.049024-0.047985i,-0.034185-0.016971i,-0.01947-0.0069209i,-0.0094739-0.0023401i,-0.00063088+0.0016774i,0.0027514+0.0009397i,0.0013592-0.001491i,-0.00015516-0.0038109i,8.8318e-05-0.0036865i,0.00099144-0.0011436i,0.0020844+0.0011497i,0.0034077+0.0010157i,0.003181+0.00017294i,0.0012541+0.00046954i,0.00032064+0.0013623i,-0.0002842+0.0017783i,-0.0020012+0.0014466i,-0.0030011-0.00035507i,-0.00109-0.0031915i,0.0015426-0.0043024i
0.047794+0.02176i,0.083508+0.024879i,0.091481+0.012792i,0.061468-0.0058658i,0.027028-0.014185i,0.011784-0.010758i,0.0047643-0.0072337i,-0.0018479-0.0035493i,-0.004868+0.00069579i,-0.0041922+0.002588i,-0.002123+0.002787i,-0.0020338+0.0026444i,-0.0030303+0.0026092i,-0.0034971+0.0035218i,-0.0039604+0.0037633i,-0.004116+0.00323i,-0.0033273+0.0027607i,-0.0015385+0.0016869i,-4.2687e-05-0.00043604i,0.0010711-0.0014036i,0.0011458+0.00058885i,0.0001455+0.0035221i,-0.00081566+0.0045994i
-0.039756+0.030466i,-0.063771+0.0537i,-0.058727+0.065307i,-0.027828+0.05177i,-0.0049463+0.028587i,-0.0013702+0.0167i,0.0010291+0.01054i,0.0048718+0.0028358i,0.0041472-0.0015598i,0.00039011-0.0025948i,-0.0019978-0.0026569i,8.4462e-05-0.0021117i,0.0027026-0.001588i,0.0025554+0.00025307i,0.0031263+0.0026886i,0.0037673+0.0037938i,0.0035212+0.0047332i,0.0028677+0.0054129i,0.0027065+0.0050991i,0.0022906+0.003304i,0.00018626+0.00044346i,-0.0010442-0.0026067i,6.1072e-05-0.0046361i
