-0.0053304+0.00089299i,-0.0037869+0.0022369i,-0.0034595+0.0042354i,-0.001917+0.0046724i,-0.00054108+0.0043403i,0.00017587+0.0040564i,0.00010146+0.0030827i,0.00030201+0.0023736i,0.0013508+0.0027528i,0.0015102+0.0018872i,0.001341-0.00037436i,0.0011664-0.0012015i,0.0001745-0.0012071i,-0.00066877-0.0015917i,-0.0011167-0.00097069i,-0.00091178-0.00010452i,-0.00011254-1.6489e-05i,0.00045094+0.00039589i,0.00046951+0.00020677i,0.00053175-0.00069588i,0.00045211-0.0012182i,-6.8828e-05-0.00094708i,-0.00068475-0.0005109i
0.073219-0.52577i,-0.052743-0.94258i,-0.32689-0.93162i,-0.40429-0.30954i,-0.0862+0.34587i,0.2891+0.59343i,0.37963+0.5511i,0.26522+0.38241i,0.12971+0.18513i,0.070542+0.030681i,0.060873-0.089356i,0.030798-0.14945i,-0.014432-0.12084i,-0.039887-0.047874i,-0.031641+0.024462i,-0.007356+0.081863i,0.018306+0.10478i,0.02613+0.066441i,0.0041271-0.00014744i,-0.017929-0.02388i,-0.012801-0.004044i,0.014114+0.0078771i,0.031814-0.010859i
0.12076+0.36272i,0.20094+0.59077i,0.15275+0.50724i,-0.060423+0.1922i,-0.19451+0.033799i,-0.13636+0.033689i,-0.058061-0.024259i,-0.048393-0.076659i,-0.02683-0.031445i,-0.0022647+0.044361i,0.0072517+0.11554i,0.05024+0.13465i,0.097094+0.077584i,0.091958+0.023624i,0.050825+0.022555i,0.028677+0.042268i,0.0414+0.047286i,0.036381+0.035979i,-0.004706+0.023598i,-0.033929+0.021036i,-0.027016+0.023407i,-0.0065328+0.031898i,0.013245+0.05164i
-0.16842+0.0024269i,-0.2779+0.032122i,-0.35704+0.061828i,-0.43551+0.093007i,-0.43475+0.26361i,-0.28897+0.55457i,-0.091378+0.64304i,0.024969+0.4414i,0.038594+0.16552i,0.010508-0.024409i,-0.025475-0.094877i,-0.068081-0.059866i,-0.10353+0.026176i,-0.11888+0.093645i,-0.12584+0.13667i,-0.12902+0.20868i,-0.10274+0.2941i,-0.02695+0.27617i,0.056958+0.12025i,0.082153-0.03672i,0.060325-0.084395i,0.03564-0.061175i,0.0095157-0.025915i
0.2093-0.24483i,0.35711-0.42041i,0.4152-0.47886i,0.33065-0.4693i,0.021167-0.50142i,-0.47431-0.50912i,-0.72032-0.35403i,-0.49667-0.13535i,-0.14563-0.043631i,0.026895-0.033615i,0.061677+0.0052699i,0.071208+0.0076129i,0.029064-0.078302i,-0.078795-0.1521i,-0.155-0.17266i,-0.17439-0.19748i,-0.18585-0.21007i,-0.16679-0.14753i,-0.088451-0.03412i,-0.0084571+0.041857i,0.015983+0.070362i,0.014541+0.080072i,0.010016+0.070148i
-0.048056+0.20183i,-0.13961+0.10413i,-0.11748-0.28018i,0.081307-0.64794i,0.32734-0.71908i,0.46841-0.67162i,0.37002-0.5829i,0.12722-0.41514i,-0.039601-0.26529i,-0.080325-0.18122i,-0.065386-0.1074i,-0.024779-0.022542i,0.050678+0.021915i,0.13469-0.0023427i,0.20222-0.045354i,0.25742-0.068344i,0.26515-0.085444i,0.17841-0.10969i,0.050754-0.10226i,-0.01011-0.046681i,-0.0065362+0.0044283i,-0.0061803+0.028656i,-0.028946+0.037461i
0.83205+7.2472i,3.6784+6.4018i,6.9029+5.0086i,7.4262+1.617i,5.8774-1.6346i,3.1271-3.2421i,0.56256-2.3402i,-0.32696-0.38045i,0.39069+0.77871i,1.1605+0.40044i,0.71054-0.50105i,-0.2727-0.75621i,-0.97268-0.41645i,-1.2844+0.23156i,-1.0712+0.74805i,-0.60334+0.79821i,-0.23+0.5478i,-0.057422+0.19935i,-0.10815-0.066943i,-0.23609-0.096361i,-0.25707-0.025485i,-0.19+0.0032092i,-0.090747-0.016363i
0.42456-0.049727i,0.71314-0.11702i,0.68315-0.14438i,0.26878-0.0099531i,-0.072904+0.19343i,-0.12433+0.27702i,-0.12886+0.18539i,-0.18967+0.031901i,-0.20207-0.068114i,-0.15773-0.10061i,-0.076061-0.078279i,0.010972-0.042553i,0.041539-0.02318i,0.016909+0.01234i,0.00044061+0.061729i,0.0071381+0.091019i,0.015874+0.11405i,0.028555+0.10567i,0.025004+0.03156i,-0.0094381-0.054159i,-0.039796-0.090125i,-0.040235-0.07314i,-0.022383-0.021089i
-0.15727+0.26308i,-0.23997+0.56923i,-0.12484+0.73318i,0.065612+0.53072i,0.053222+0.13242i,-0.099436-0.063227i,-0.16062+0.032531i,-0.088399+0.15001i,-0.039533+0.12957i,-0.0652+0.074461i,-0.035683+0.042547i,0.037463-0.027202i,0.044482-0.092798i,0.012999-0.10617i,-0.0088425-0.1041i,-0.010434-0.11492i,-0.003964-0.13424i,-0.03099-0.10133i,-0.073177-0.01901i,-0.078906+0.02567i,-0.0493+0.016519i,-0.014957-0.0042402i,0.019684-0.014388i
0.04214-0.16155i,0.048823-0.33795i,-0.051923-0.38629i,-0.20017-0.18686i,-0.16181+0.13137i,0.057478+0.27521i,0.18735+0.14635i,0.11825-0.012693i,0.016035-0.032383i,0.0012567+0.0058524i,0.0041385+0.010658i,-0.012353+0.0059587i,-0.013669+0.028873i,0.013991+0.050127i,0.039269+0.039876i,0.034931+0.025273i,0.036308+0.024121i,0.047846+0.012762i,0.041138+0.0011291i,0.029115+0.010039i,0.022675+0.013546i,0.0094197+0.0020254i,-0.015463-0.008139i
-0.098815+0.20135i,-0.32921+0.41161i,-0.61692+0.50174i,-0.66721+0.31927i,-0.44738-0.044853i,-0.25043-0.32099i,-0.14326-0.3216i,-0.044622-0.19033i,0.021074-0.10055i,0.034975-0.064433i,0.018332-0.031396i,0.0045878+0.010808i,0.0049872+0.0068275i,-0.019829-0.037479i,-0.067551-0.058603i,-0.10766-0.047956i,-0.13315-0.018363i,-0.11306+0.021278i,-0.042429+0.042084i,0.016462+0.026776i,0.022992+0.0027738i,0.0073471-0.0039515i,0.0030996-0.0020569i
-0.16724-0.076599i,-0.24906-0.11041i,-0.11786-0.065017i,0.10416-0.010728i,0.10709+0.030307i,-0.038949+0.17502i,-0.068951+0.30601i,0.016642+0.25806i,0.058758+0.1057i,0.045957+0.006819i,0.039342-0.032574i,0.030636-0.049654i,0.009064-0.034763i,-0.0093831+0.001345i,-0.022807+0.043631i,-0.030843+0.084527i,-0.021677+0.1082i,-0.00087992+0.085375i,0.011954+0.023773i,0.0090724-0.019217i,0.011421-0.025204i,0.017137-0.024435i,0.0093669-0.018946i
0.23469-0.13949i,0.40044-0.43112i,0.34519-0.69648i,0.075751-0.60713i,-0.063919-0.21884i,0.066552+0.030932i,0.18999+0.032572i,0.12588+0.024149i,0.00919+0.064649i,-0.045268+0.070375i,-0.048909+0.041247i,-0.037974+0.018664i,-0.026786+0.018062i,-0.0094334+0.025594i,0.012536+0.020785i,0.032091-0.00087273i,0.037083-0.024449i,0.018226-0.029434i,-0.010922-0.0092657i,-0.012723+0.016889i,0.01128+0.024161i,0.02564+0.016928i,0.023959+0.0061959i
-0.14289+0.040484i,-0.19483+0.061484i,-0.15453-0.06359i,-0.061463-0.28529i,-0.010776-0.40744i,-0.05925-0.35542i,-0.13047-0.18995i,-0.10721-0.046456i,-0.02349+0.0086677i,0.021537+0.025352i,0.034547+0.047952i,0.045491+0.046143i,0.050876+0.014268i,0.053349-0.0094351i,0.054674-0.014571i,0.046654-0.019005i,0.028642-0.024949i,0.022733-0.020094i,0.038535-0.0042055i,0.048081+0.0011887i,0.036486-0.0063475i,0.023373-0.0084024i,0.017677-0.0060471i
0.034574-0.16843i,-0.026092-0.18875i,-0.065844+0.037107i,0.035656+0.32264i,0.16538+0.3412i,0.12216+0.19957i,-0.011859+0.12236i,-0.075359+0.076218i,-0.088514-0.0071298i,-0.10267-0.06781i,-0.10257-0.050659i,-0.076923+0.0076487i,-0.039196+0.040484i,-0.014083+0.025478i,-0.016164-0.0049751i,-0.023919-0.017773i,-0.016945-0.015535i,-0.014273-0.016982i,-0.029633-0.033293i,-0.043272-0.035074i,-0.031671-0.0097778i,-0.0065748+0.00060546i,0.0022312-0.008058i
0.12343+0.29957i,0.32467+0.54071i,0.51791+0.57704i,0.43859+0.31658i,0.099179+0.083669i,-0.089762+0.073784i,0.0051593+0.068956i,0.065185-0.033152i,-0.031736-0.077077i,-0.10025-0.040999i,-0.076305-0.02124i,-0.022781-0.018902i,0.010519-0.0074882i,0.011405+0.011603i,0.0064091+0.02618i,0.011765+0.027678i,0.026841+0.028439i,0.042471+0.037681i,0.035299+0.055059i,0.011398+0.06971i,0.0029869+0.062892i,0.0053714+0.041234i,0.0018971+0.023154i
-0.23648-0.18054i,-0.46983-0.30652i,-0.57476-0.30742i,-0.33103-0.1397i,0.092838-0.007765i,0.28-0.031784i,0.15951-0.038773i,0.044846+0.036536i,0.077101+0.052161i,0.099166-0.00032767i,0.05711-0.018333i,0.023112-0.023932i,-0.0018754-0.048206i,-0.030971-0.049353i,-0.051128-0.031159i,-0.066051-0.019278i,-0.073296-0.012291i,-0.061752-0.0091216i,-0.025054-0.0070168i,0.016094-0.0059948i,0.02929+0.00015482i,0.02674+0.011025i,0.026893+0.013994i
0.24066-0.011532i,0.33178-0.027253i,0.19347+0.0071788i,-0.082069+0.12118i,-0.2172+0.20765i,-0.18392+0.17589i,-0.10452+0.099741i,-0.029941+0.033584i,-0.0011251-0.036791i,0.0015938-0.077964i,0.0091385-0.093665i,-0.0084076-0.070127i,-0.025514+0.00052353i,-0.01356+0.04866i,0.0077872+0.059474i,0.023413+0.066583i,0.021524+0.080366i,0.011106+0.087822i,-0.00028198+0.061258i,-0.01921+0.010325i,-0.037059-0.0202i,-0.038791-0.017503i,-0.030248-0.0054179i
-0.15746+0.043582i,-0.25844-0.017726i,-0.30534-0.16468i,-0.30386-0.26433i,-0.26397-0.25958i,-0.16844-0.19422i,-0.064184-0.10186i,-0.02692-0.041004i,-0.036664-0.0059219i,-0.049799+0.019192i,-0.057551+0.029982i,-0.048887+0.03667i,-0.018838+0.029646i,0.0019503+0.0045568i,-0.0004903-0.017634i,-0.0080303-0.033682i,-0.0064789-0.042989i,0.0060002-0.03855i,0.015838-0.016453i,0.012923+0.019017i,0.013565+0.04518i,0.026531+0.043073i,0.036224+0.019104i
0.10687-0.14152i,0.23972-0.23293i,0.33743-0.22584i,0.32482-0.091418i,0.25005+0.095328i,0.15295+0.20453i,0.036729+0.1875i,-0.018027+0.13283i,0.00086599+0.08701i,0.036585+0.047121i,0.064866+0.02013i,0.06359-0.0077161i,0.036011-0.031645i,0.012919-0.042504i,-0.0056759-0.042972i,-0.019371-0.034972i,-0.028122-0.03688i,-0.040409-0.04678i,-0.039224-0.040947i,-0.012931-0.028808i,0.010686-0.028937i,0.0043288-0.026393i,-0.016483-0.0069852i
0.053309+0.23645i,0.11056+0.41603i,0.13878+0.37002i,0.015865+0.079494i,-0.17202-0.13128i,-0.16944-0.12872i,-0.03727-0.067785i,0.01839-0.043484i,0.0030551-0.03506i,-0.005139-0.041774i,-0.003816-0.05633i,-0.013308-0.042902i,-0.021412-0.0019563i,-0.017534+0.025888i,-0.02283+0.030606i,-0.044698+0.032851i,-0.064511+0.044376i,-0.060775+0.056144i,-0.033761+0.045644i,-0.01007+0.014705i,-0.00062107-0.010475i,0.0050599-0.018302i,0.017404-0.014891i
-0.094416+0.0153i,-0.10783+0.085666i,0.010135+0.20136i,0.20857+0.19417i,0.28058+0.05529i,0.17726+0.00023602i,0.093842+0.024974i,0.074319+0.0092382i,0.038484-0.030456i,-0.010027-0.029691i,-0.034122-0.0023922i,-0.027989+0.0046381i,-0.018374+0.0033283i,-0.013875+0.020775i,0.0046773+0.038777i,0.038064+0.038693i,0.070696+0.020843i,0.07819-0.0013357i,0.045471-0.0064394i,-0.00062487+0.0037275i,-0.028364+0.013361i,-0.037173+0.014714i,-0.036025+0.008334i
0.031792+0.02758i,0.039217+0.035941i,-0.031636+0.037456i,-0.1024+0.089034i,-0.085046+0.18025i,-0.041884+0.18323i,-0.054289+0.10806i,-0.074661+0.079492i,-0.035413+0.081179i,0.021443+0.051504i,0.042128+0.017853i,0.042351+0.0027198i,0.044187-0.0084474i,0.048379-0.022783i,0.044837-0.043704i,0.026061-0.064787i,0.0049142-0.0697i,-0.0052209-0.064571i,-0.0036785-0.052979i,0.0092461-0.027489i,0.023754-0.0017079i,0.027395+0.0045254i,0.016843+0.0031841i
-0.24252-0.013924i,-0.48885+0.076036i,-0.54104+0.17634i,-0.31498+0.12099i,-0.1067-0.060981i,-0.067865-0.10971i,-0.026337+0.010641i,0.049857+0.047392i,0.046959-0.0084843i,0.00065926-0.027018i,-0.01927-0.029601i,-0.0383-0.026487i,-0.053363+0.0055417i,-0.048452+0.028947i,-0.044412+0.02478i,-0.045718+0.0072766i,-0.050799-0.0036504i,-0.053314+0.01025i,-0.04128+0.029258i,-0.021503+0.024436i,-0.0024845+0.0041552i,0.008632-0.0078674i,0.0099056-0.0061467i
0.070107-0.17619i,0.054018-0.40842i,-0.059661-0.47941i,-0.14431-0.2236i,-0.080998+0.076801i,0.024855+0.12737i,0.027272+0.023815i,-0.02394-0.02922i,-0.03731-0.0067524i,-0.019001+0.018958i,-0.0027865+0.028372i,0.018088+0.024893i,0.031538-0.0066299i,0.008-0.031563i,-0.027219-0.017908i,-0.041888+0.014227i,-0.029488+0.038905i,0.0064004+0.033521i,0.031602+0.0015515i,0.025512-0.017612i,0.0095903-0.016156i,0.00095721-0.014769i,-0.0023899-0.015956i
-0.052355+0.04703i,-0.045099+0.080851i,-0.0028442+0.076492i,0.012841+0.037093i,-0.050012+0.010872i,-0.12803+0.033225i,-0.13347+0.081246i,-0.086495+0.097973i,-0.05504+0.062055i,-0.035111+0.017192i,-0.00033449-0.0092913i,0.01708-0.021454i,-0.00082808-0.0013787i,-0.010942+0.035824i,0.0090308+0.054494i,0.035443+0.051212i,0.03898+0.032369i,0.013782+0.011432i,-0.011696-6.9802e-06i,-0.019119-0.006416i,-0.014554-0.0075241i,-0.0078158-0.0017528i,-0.0053441+0.0045197i
0.14539-0.17883i,0.24101-0.37711i,0.20431-0.50588i,0.07714-0.43057i,0.082183-0.27814i,0.15636-0.22239i,0.11518-0.20093i,0.036832-0.12755i,0.0036353-0.061363i,-0.023592-0.030678i,-0.041641-0.013686i,-0.042741-0.012129i,-0.029554-0.01426i,-0.0066099-0.017226i,0.0075195-0.025909i,0.012483-0.033411i,0.012945-0.035822i,0.0023071-0.028102i,-0.0082505-0.0095456i,-0.0013407+0.0065938i,0.01349+0.011937i,0.020684+0.0084678i,0.020549-0.00038687i
0.085953+0.19515i,0.21971+0.37974i,0.32095+0.45056i,0.19585+0.31629i,-0.12204+0.18995i,-0.31561+0.2142i,-0.2305+0.2185i,-0.078029+0.10765i,-0.027359+0.0082105i,-0.027496-0.0079725i,-0.025618+0.016165i,-0.014195+0.044591i,0.0043796+0.048048i,0.011825+0.020104i,0.0010498-0.0081137i,-0.013537-0.019859i,-0.016412-0.014628i,-0.0023441-0.0001364i,0.013394+0.0054866i,0.010837+0.0016734i,-0.0036779-0.0031249i,-0.013486-0.0054552i,-0.018617-0.0053389i
0.0099656-0.093873i,0.023653-0.21035i,0.024055-0.27743i,0.057294-0.21342i,0.18428-0.10345i,0.30436-0.067943i,0.25575-0.058647i,0.11701-0.013449i,0.048688+0.012278i,0.047451-0.005672i,0.055597-0.021399i,0.053563-0.030234i,0.031856-0.044159i,0.005407-0.043716i,-0.0084188-0.028231i,-0.016974-0.01677i,-0.0225-0.019709i,-0.02486-0.03116i,-0.019686-0.031167i,0.00082676-0.016599i,0.021843-0.00071045i,0.030669+0.0086709i,0.029455+0.008828i
-0.00072759+0.25941i,0.038329+0.5527i,0.11185+0.65569i,0.13517+0.41525i,0.054438+0.13546i,-0.02375+0.020533i,-0.015446-0.042311i,0.0066508-0.085885i,-0.0059002-0.088317i,-0.044834-0.078319i,-0.076659-0.065113i,-0.071993-0.03637i,-0.046546+0.0039505i,-0.028213+0.02742i,-0.023072+0.027874i,-0.021076+0.027784i,-0.013447+0.029974i,-0.005326+0.026441i,-0.0064042+0.017593i,-0.016987+0.011243i,-0.020494+0.0069297i,-0.015426-0.0017105i,-0.011787-0.0084157i
-0.17408-0.13401i,-0.42537-0.25573i,-0.56918-0.2512i,-0.41078-0.16988i,-0.17983-0.22024i,-0.14783-0.27189i,-0.17793-0.13873i,-0.1148+0.001209i,-0.033814+0.032061i,0.010476+0.02538i,0.030047+0.022949i,0.024888+0.013173i,0.013958-0.0057363i,0.013519-0.01388i,0.015636-0.0089854i,0.01256-0.0085732i,0.0049902-0.0093937i,-0.00086005-0.0061527i,-0.0013057-0.0033238i,0.0037774-0.0015131i,0.010079-0.0026085i,0.010965-0.0049899i,0.010019-0.0052094i
0.12515+0.14464i,0.31217+0.25249i,0.41624+0.27238i,0.29662+0.25933i,0.10439+0.36719i,0.02147+0.4765i,0.0052022+0.4023i,-0.015186+0.23063i,-0.026783+0.10064i,-0.023757+0.032575i,-0.014218+0.0032331i,-0.0021962-0.0037006i,-0.00030155+0.0067369i,-0.0028397+0.026704i,0.0028829+0.042318i,0.019427+0.044149i,0.038393+0.029146i,0.042148+0.0046766i,0.0233-0.0080028i,-0.00021213-0.00070597i,-0.012969+0.011681i,-0.014352+0.018201i,-0.0097226+0.018396i
-0.28726-0.15122i,-0.59715-0.24477i,-0.69-0.24701i,-0.39192-0.19688i,0.0043571-0.23769i,0.21444-0.31255i,0.24727-0.28941i,0.18901-0.21017i,0.099761-0.13722i,0.042675-0.085713i,0.018336-0.059319i,-0.0028393-0.03623i,-0.0068296-0.017273i,0.013618-0.025603i,0.032606-0.053271i,0.027523-0.072808i,0.0068164-0.069855i,-0.0050412-0.045012i,0.0022683-0.024359i,0.015925-0.021475i,0.02168-0.018442i,0.024713-0.013241i,0.027357-0.014897i
0.28633-0.11896i,0.49844-0.29571i,0.48363-0.36865i,0.20877-0.20001i,-0.033877+0.026448i,-0.14843+0.077691i,-0.22375+0.029637i,-0.21347+0.032878i,-0.11491+0.04384i,-0.045889+0.037866i,-0.025134+0.052353i,0.0023399+0.059187i,0.023294+0.039921i,0.0048926+0.023474i,-0.026407+0.020008i,-0.032992+0.020725i,-0.017762+0.019288i,-0.0056331+0.0070309i,-0.011994-0.0062978i,-0.026948-0.00413i,-0.030003+0.0017638i,-0.023376+0.0010315i,-0.023169+0.00099409i
-0.13559+0.15423i,-0.2003+0.29227i,-0.1696+0.30455i,-0.092421+0.15792i,-0.075651+0.024679i,-0.07372+0.0097011i,-0.018111+0.031729i,0.029886+0.010642i,0.033193-0.020133i,0.03066-0.038115i,0.033139-0.044873i,0.025853-0.039249i,0.0086299-0.035625i,-0.0077804-0.036567i,-0.022494-0.029924i,-0.037809-0.010914i,-0.039863+0.012382i,-0.017586+0.027067i,0.011557+0.023119i,0.025317+0.0070455i,0.021511-0.0044277i,0.011561-0.0046209i,0.0077846+0.0023673i
0.080158-0.20203i,0.13466-0.32829i,0.14994-0.30512i,0.10439-0.10897i,0.086756+0.10651i,0.11411+0.19381i,0.1062+0.14102i,0.075435+0.052971i,0.047097+0.0020664i,0.015347-0.012232i,-0.014189-0.017045i,-0.031807-0.016952i,-0.030029+0.0095359i,-0.0059319+0.057923i,0.03128+0.092268i,0.060467+0.090873i,0.064827+0.064202i,0.046461+0.032957i,0.023528+0.014906i,0.0092038+0.011354i,0.0010589+0.011764i,-0.001129+0.011018i,0.0021093+0.0061174i
0.12106+0.16107i,0.19015+0.24301i,0.17555+0.19144i,0.084252-0.013875i,0.0034332-0.21928i,-0.0098969-0.29432i,0.0073661-0.2449i,-0.0054337-0.13687i,-0.027794-0.043266i,-0.035482+0.0026808i,-0.039884+0.019716i,-0.033986+0.033641i,-0.0077538+0.02533i,0.010255-0.02224i,0.0039641-0.070584i,-0.012528-0.079663i,-0.024483-0.055612i,-0.02163-0.029473i,-0.010018-0.025098i,-0.0015742-0.032981i,0.0062367-0.03271i,0.012496-0.025029i,0.0099933-0.017149i
-0.10497+0.050374i,-0.12843+0.12094i,-0.088001+0.18722i,-0.041592+0.22249i,-0.064003+0.23738i,-0.11251+0.23233i,-0.11726+0.18276i,-0.088207+0.11269i,-0.037386+0.065075i,0.015557+0.031877i,0.036383+0.005054i,0.025758-0.0054535i,0.011707-6.3536e-06i,0.0096068+0.017667i,0.014633+0.031298i,0.013155+0.021093i,0.0020404+0.005385i,-0.012389+0.0093616i,-0.020053+0.03036i,-0.01376+0.045967i,-0.0049641+0.037389i,-0.0052649+0.018211i,-0.0072457+0.0071785i
-0.02774-0.07224i,-0.10754-0.092259i,-0.15715-0.097325i,-0.10356-0.1158i,-0.0013707-0.13395i,0.066001-0.11073i,0.10537-0.054704i,0.12102-0.027958i,0.078503-0.029269i,0.018192-0.020688i,0.0031755-0.0079304i,0.011938-0.0095501i,-0.00046754-0.018974i,-0.034837-0.027413i,-0.072511-0.024082i,-0.088786-0.0071179i,-0.073652+0.00451i,-0.03794+0.0054223i,0.00033315-0.0016248i,0.021574-0.015428i,0.023395-0.022002i,0.018961-0.015125i,0.016567-0.0046524i
0.096694+0.046137i,0.16458+0.026064i,0.20401+0.004629i,0.18653+0.011351i,0.12044+0.031064i,0.045764+0.05357i,-0.02363+0.050047i,-0.070614+0.024749i,-0.066927+0.0018344i,-0.040209-0.019413i,-0.027344-0.033376i,-0.026109-0.029465i,-0.013571-0.0028868i,0.026743+0.025759i,0.071151+0.030022i,0.083934+0.013389i,0.060933-0.0075324i,0.026079-0.021892i,0.00097953-0.022056i,-0.01151-0.0057359i,-0.014116+0.014224i,-0.009162+0.020544i,-0.0072738+0.013656i
-0.17583+0.057201i,-0.31519+0.12078i,-0.39204+0.15112i,-0.32723+0.12237i,-0.18566+0.04258i,-0.081315-0.043231i,-0.0092939-0.07282i,0.032224-0.06415i,0.021037-0.044212i,0.0023743-0.00094882i,0.0065131+0.027247i,0.014468+0.016981i,0.0083025-0.0086794i,-0.020873-0.026824i,-0.05592-0.025904i,-0.062399-0.015538i,-0.04391-0.0067859i,-0.029938-0.0028204i,-0.027023-0.0032678i,-0.018937-0.0039956i,-0.0015409-0.0058969i,0.0097536-0.0070598i,0.014638-0.0013939i
0.074521-0.21498i,0.12932-0.37451i,0.16343-0.42047i,0.1187-0.26268i,0.047902-0.019585i,0.016137+0.11969i,-0.014364+0.12224i,-0.037938+0.088713i,-0.019549+0.061844i,-0.0063748+0.011269i,-0.023871-0.018159i,-0.026678-0.00093166i,-0.0010961+0.015792i,0.034471+0.011865i,0.063901-0.0061947i,0.068094-0.02681i,0.049117-0.033747i,0.028895-0.021097i,0.017299+0.0037512i,0.011887+0.025693i,0.0089928+0.03346i,0.0072783+0.027546i,0.0027716+0.012703i
0.094749+0.17848i,0.13057+0.30982i,0.12748+0.37737i,0.12421+0.27881i,0.11147+0.073314i,0.062087-0.060562i,0.027692-0.073202i,0.029516-0.057927i,0.018926-0.052524i,0.0027396-0.019659i,0.013693+0.016397i,0.024534+0.017529i,0.0088035+0.0056347i,-0.019417+0.012814i,-0.040084+0.032555i,-0.039884+0.042733i,-0.017929+0.034974i,0.007276+0.012602i,0.017158-0.014837i,0.010711-0.035988i,-0.0015541-0.042484i,-0.011531-0.033426i,-0.013133-0.016639i
-0.16281-0.092345i,-0.23445-0.21503i,-0.25994-0.31746i,-0.26597-0.26048i,-0.23446-0.090955i,-0.15448+0.027189i,-0.082594+0.059642i,-0.029919+0.062128i,0.0024403+0.046197i,-0.00086749+0.01308i,-0.011409-0.012559i,-0.0013559-0.020964i,0.018637-0.019649i,0.035885-0.026432i,0.044106-0.043791i,0.038053-0.049823i,0.019353-0.040762i,-0.0027112-0.025351i,-0.014688-0.0056722i,-0.012905+0.01648i,-0.005046+0.03497i,0.0003849+0.037485i,0.0014013+0.027863i
0.17291-0.044264i,0.30184+0.015112i,0.36376+0.098025i,0.3019+0.072688i,0.15748-0.010374i,0.051915-0.017881i,0.046781-0.0048802i,0.02872-0.030448i,-0.025133-0.0316i,-0.024556-0.005998i,0.0022533-0.0027864i,-0.00044682+0.00032302i,-0.011228+0.019747i,-0.02021+0.041905i,-0.027415+0.063917i,-0.020835+0.070462i,-0.0061269+0.058539i,0.0081017+0.038506i,0.012317+0.014198i,0.0031309-0.010815i,-0.0095614-0.026342i,-0.014476-0.022412i,-0.0061032-0.010389i
-0.056217+0.13359i,-0.1678+0.1505i,-0.29126+0.098891i,-0.29752+0.069214i,-0.17304+0.058557i,-0.054551-0.014401i,-0.041429-0.07343i,-0.041154-0.052111i,-0.0053044-0.029954i,-0.0044884-0.039312i,-0.031168-0.034986i,-0.034187-0.017135i,-0.015853-0.012138i,0.0031147-0.023594i,0.010105-0.040278i,0.0051354-0.043919i,-0.0011777-0.029847i,-0.0012265-0.0098374i,0.006036+0.0047945i,0.015407+0.01593i,0.022977+0.022826i,0.022724+0.016048i,0.011551+0.002398i
-0.063104-0.069081i,0.0090426-0.081581i,0.16195-0.072484i,0.23903-0.10371i,0.1675-0.13912i,0.059016-0.080274i,0.011495+0.0037236i,-0.0050655+0.030735i,-0.020737+0.027609i,-0.014037+0.026619i,0.013582+0.031986i,0.034042+0.032864i,0.030364+0.027829i,0.016579+0.031205i,0.0084841+0.038611i,0.007186+0.036928i,0.0094054+0.02476i,0.0097211+0.0046558i,0.00049596-0.014663i,-0.016468-0.025643i,-0.031906-0.026686i,-0.035394-0.018413i,-0.025427-0.0058445i
0.067654-0.019681i,0.0095234+0.0061542i,-0.125+0.068249i,-0.16929+0.12622i,-0.0987+0.10848i,-0.062418+0.035096i,-0.056832+0.0052502i,-0.019121-0.0082453i,0.0066484-0.044434i,-0.0075924-0.050436i,-0.022949-0.03161i,-0.02845-0.020863i,-0.032491-0.01309i,-0.033011-0.013264i,-0.033335-0.021755i,-0.033892-0.023367i,-0.030802-0.015199i,-0.02637+0.0021866i,-0.013511+0.024914i,0.014376+0.035264i,0.037663+0.024963i,0.035671+0.0073916i,0.018993-0.0022495i
-0.018842+0.087355i,0.029329+0.058194i,0.1258-0.068389i,0.17346-0.16076i,0.17725-0.10474i,0.21596-0.0078794i,0.22184+0.0085435i,0.15513-0.0046586i,0.092619+0.0073125i,0.071135+0.010659i,0.062039-0.0017727i,0.046679-0.0076908i,0.03269-0.00069538i,0.029111+0.014783i,0.030786+0.028615i,0.02743+0.029673i,0.018261+0.01945i,0.013337+0.0058628i,0.0067689-0.0097352i,-0.012119-0.019139i,-0.028977-0.016573i,-0.02812-0.008305i,-0.017769-0.0020016i
-0.10234-0.077739i,-0.18901-0.038416i,-0.22605+0.10383i,-0.1722+0.19062i,-0.12515+0.10885i,-0.14549-0.013301i,-0.15168-0.0554i,-0.11301-0.050636i,-0.075612-0.037687i,-0.060694-0.022132i,-0.060529-0.0058033i,-0.053777+0.0070374i,-0.036075+0.0037283i,-0.024142-0.0088144i,-0.019241-0.020967i,-0.015682-0.026555i,-0.013276-0.017903i,-0.0086325-0.0031854i,0.0044424+0.0063519i,0.021909+0.0079412i,0.03195+0.0020643i,0.028502-0.0054835i,0.01878-0.0083027i
0.14636-0.024918i,0.22504-0.11427i,0.20228-0.21931i,0.11581-0.2016i,0.10277-0.070445i,0.13069+0.025804i,0.10392+0.051067i,0.070555+0.056135i,0.063501+0.037078i,0.050518+0.0064877i,0.038551-0.0047329i,0.033699-0.0090225i,0.021933-0.013835i,0.010688-0.010815i,0.0070208-0.0033232i,0.006387+0.0018916i,0.0077274+0.00037666i,0.0020482-0.0064136i,-0.016476-0.011565i,-0.036019-0.0071667i,-0.037697+0.0052126i,-0.022212+0.01206i,-0.010773+0.0093493i
