-8.5096e-05+0.00059551i,-0.00053859-4.423e-05i,-0.00022563-0.00092673i,2.1055e-05-0.0011481i,-0.00069364+6.3443e-05i,-0.0012077+0.00039159i,-0.00074733+0.00023043i,0.00057336+0.00057683i,0.0016717+0.00086024i,0.0013637+0.00022332i,0.0011083-0.00046889i,0.0012968-0.00028565i,2.1569e-05-0.00030991i,-0.0010516-0.00040553i,-0.00075041-2.3058e-05i,-0.00014525+0.00053647i,-0.00021499+0.0008632i,0.00025512+0.00070476i,0.0011869+0.00011139i,0.00084364-0.00016928i,-0.0001744-0.0004598i,-0.00026108-0.00072456i,0.00044078-0.00027382i
2.208e-05-0.00084409i,0.00012975+6.4098e-05i,-0.00020163+0.00095817i,-7.9723e-05+0.0013724i,0.00042996+0.0011931i,0.0011362+0.00079087i,0.0010281+0.00025805i,0.00089323-0.00012778i,0.00052779-0.00037558i,0.00031549-0.0006002i,0.00045063-0.00071067i,0.00024886-0.00039187i,-0.0003394+0.00026682i,-0.0002186+0.0011492i,9.6557e-05+0.0012369i,0.00026334+0.00089185i,0.00059249+0.00097048i,0.0011173+0.00062677i,0.00097858+0.00028987i,0.00025449-0.00012773i,-0.00035264-0.00091898i,-0.00032851-0.00042194i,0.00080297+0.00014764i
-0.001206-0.0015803i,-0.0021489-0.0015577i,-0.0024318-0.00073544i,-0.0019522-0.00027202i,-0.00093035-0.00018049i,-0.00012476+0.00074548i,0.00035797+0.0016477i,0.00056447+0.0012503i,0.00088368-0.00028601i,0.00042856-0.0019581i,-0.00033277-0.0018952i,-0.00046161-0.00058117i,-0.00079454+0.00021789i,-0.00097704+0.00050198i,-0.0003542+0.00060877i,0.00081423+0.00074876i,0.00065849+0.00016809i,0.00018543-0.00021695i,0.00056635-0.00038115i,0.00043546-0.0006409i,-0.00010821-0.00055264i,-0.00050224+1.1229e-05i,-0.00078071+0.00044172i
0.00012041-0.00041441i,0.00082298+0.00080435i,0.00022411+1.7446e-05i,-0.00033323-0.0010974i,-0.00041908-0.00055322i,-0.00010185-0.00031498i,0.00091197-0.0009407i,0.00058924-0.00029132i,-5.5109e-05+0.00046551i,4.6141e-05+8.3882e-05i,-0.00016227-0.00061501i,0.00033381-0.00072157i,0.00039279-0.00031949i,0.00039377-0.00022249i,0.00088422+0.00046484i,0.00033418+0.00042383i,-0.00048423-0.00019437i,-1.9609e-05-0.00055281i,0.00068305-0.00069962i,0.00023212-0.00074839i,0.0003733-0.00068441i,0.00013387-0.00078465i,0.00031537-0.00026449i
-0.0012256-8.3909e-05i,-0.0013258+0.0013959i,-0.00054795+0.001921i,-0.00034003+0.00074664i,-0.0010959+0.00011141i,-0.00053777+0.00022553i,0.00014025+0.00029359i,9.579e-05+0.00028968i,-0.00066933+0.00023066i,-0.0010588+0.00034597i,-0.0010423-0.00054718i,-0.00048812-0.0011201i,-0.00019476-5.5365e-05i,-7.8226e-05+0.0001423i,0.00027789-6.8923e-05i,0.00048997+0.00070221i,0.00049241+0.00082067i,0.00013234+0.00023727i,-0.00015103+0.00034451i,-0.00012922+0.00017203i,-1.9484e-05-0.00026853i,-0.00012062+9.7021e-05i,3.7266e-05+0.00058444i
0.00075244+0.0019613i,0.0005896+0.0016543i,0.00017989+0.0012673i,0.00013104+0.00076842i,-5.875e-05-0.00012413i,-0.00029118-0.0011721i,-7.2768e-05-0.001409i,-0.00044307-0.0010305i,-0.00090237-0.00025417i,-0.00087181+0.00025562i,-0.00046145+0.00013311i,-0.00069617-7.3575e-05i,-0.00087707-8.3192e-05i,-0.00019333+0.00016369i,0.00077337+0.00039197i,0.00097777+0.00056342i,0.0013508+0.00012379i,0.0011719-0.00014203i,0.00038805-0.00022383i,0.00041063+8.3727e-05i,-9.5303e-05+0.00075681i,-0.00097976+0.00094595i,-0.0013004+0.0010125i
0.00066382-0.00076235i,-0.00057232-0.00016738i,-5.7172e-05-0.00027545i,0.0011642-0.0003862i,0.0016039-0.00068542i,0.0016889-0.00077118i,0.0013117-0.00027843i,0.0010332-0.00018953i,0.00098293+1.8263e-05i,0.00044351+5.2192e-05i,0.00012657-0.00021915i,0.00028967-0.0002803i,0.00070765+1.1113e-06i,0.00085252+0.00017322i,0.00086856+0.00039602i,0.00098847+0.00020396i,0.0010361-7.6004e-05i,9.7977e-05+0.00053733i,-0.00066183+0.00011666i,-0.00070638-0.00090688i,-0.00025526-0.00076099i,0.00053762-0.00042448i,0.00018186-0.00054464i
0.0018713-0.0010943i,0.0011994-0.0010768i,0.001092-0.0013247i,0.00014078-0.0014136i,-0.00038789-0.0008886i,-0.00026717+0.00022048i,-0.00013558+0.001563i,0.00058928+0.0013877i,0.00069212+0.00044707i,-0.00049332+0.00022198i,-0.00093326+0.00013322i,-0.00069659+0.00053456i,-0.00083324+0.0013007i,-0.0010968+0.00088726i,0.0002069+0.00017752i,0.00086133-0.00025433i,0.00057646-4.9847e-06i,0.00027498-1.3291e-05i,-0.00061376-0.00055648i,-0.00040725-0.00045919i,0.00033272-0.00012246i,0.0007842-0.00025199i,0.00088136-0.00025049i
-0.00048082+0.0017836i,0.00022911+0.0028088i,0.00056697+0.0022183i,0.00020492+0.00089789i,0.00036739+0.00025148i,0.00061508+0.00076084i,0.00044718+0.00080885i,0.00012541+0.0011333i,0.00038207+0.0012191i,0.00068235-6.4046e-05i,0.00042975-0.0010876i,0.00047466-0.0013136i,0.00022149-0.00096644i,-0.00055087-0.00020005i,0.00022216+0.00025875i,0.00065969+0.00034206i,-0.00028943+0.00024755i,-0.00064922-0.00011591i,-0.00056452-0.00030533i,-0.00057081-0.00035795i,-0.00037696-0.00014017i,0.00010783+0.00063772i,0.00073611+0.00066872i
0.00045431+0.003148i,0.00024223+0.0024172i,0.00075249+0.0016431i,0.00044893+0.00032031i,8.821e-06-0.00053862i,0.00012169-0.00021355i,0.00033936+0.00030552i,0.00027449+0.0004825i,9.2663e-05+0.00035419i,-0.00039496-0.00017712i,-0.00036858-0.00049145i,-0.00051379-0.00041305i,-0.00069439-0.00027733i,-0.00043492-0.00017925i,0.00040296-0.00066528i,0.00058178-0.00043925i,0.0006296+0.00071423i,0.0011531+0.0009737i,0.0014057+0.00031461i,0.00084632-0.00021845i,0.00025852-0.00055208i,-0.00064158-0.0009232i,-0.00088709-0.00062349i
-0.0019697-0.00027812i,-0.0010068-0.000305i,-1.9697e-06+0.00030189i,0.00073423+0.0003029i,0.00042109+8.8826e-05i,0.0006623+0.0002189i,0.00066232-0.00026067i,0.00035305-0.00056163i,0.00022411+0.00012322i,0.00027519+1.5849e-05i,0.00026485-0.00029093i,0.00047494+0.0004047i,0.000169+0.00052885i,-5.7181e-05-0.00019066i,0.00027231-0.00023151i,0.00039461-0.00057633i,0.00073566-0.00085098i,0.00065281-0.0007483i,0.00042007-0.00055056i,0.00046151-0.00027778i,0.00029028-0.00029589i,8.4862e-08-0.00063942i,0.00018771-0.00065853i
0.0016175-0.00085001i,0.00058235-0.0008581i,0.00022903-0.00039507i,-0.00080324-0.00050001i,-0.0013351-0.00096588i,-6.7979e-05-0.00076762i,0.00096646+0.00021641i,0.00084959+0.00058206i,5.8851e-05-0.00057868i,4.0001e-05-0.0016904i,9.0381e-05-0.0008177i,-0.00040547+0.00010459i,-0.00078377+0.00053257i,-0.00048454+0.00059282i,-0.00010726+0.00032207i,6.5273e-05-0.00021992i,0.00017594-0.00066442i,0.00058067-0.00067156i,0.0010318-0.00030693i,0.00053687-0.0001751i,3.3567e-05-0.00021801i,3.9586e-05-0.00021012i,6.9398e-05+0.00026771i
0.0016094+1.8185e-06i,0.0013614-0.00027365i,0.00076544+3.5613e-05i,0.00055653+0.00029963i,0.00089616+0.00014229i,0.00088703-0.00017651i,0.00058158-1.0814e-05i,8.8547e-05+0.00033323i,0.00013293+0.00037171i,0.00049666+0.00030579i,0.00073394+0.00026338i,0.00042066-0.00014537i,-0.00044325-0.00042037i,-0.001306-0.00041768i,-0.00085258-0.0010965i,0.0004747-0.0012242i,0.00012494-0.001399i,-0.00015764-0.0013124i,0.00062867-0.00043125i,0.00070183+2.6353e-05i,0.00031548-0.0004801i,0.00040896-0.00030857i,0.00027133+0.00045801i
0.00028789+0.00017449i,0.00015094+0.0003601i,0.00098022-0.00011244i,0.00058674-0.00089874i,-0.00097481-0.0008598i,-0.001601-0.0005551i,-0.001021+0.00015123i,-0.00067975+0.00058024i,-0.00024867-0.00017436i,0.00052969-0.0001433i,0.0006711+0.00051921i,-0.0002358+0.00078067i,-0.00096807+0.00026368i,-0.0010943-0.00063127i,-0.00077142-0.00066813i,0.00047775-0.00017177i,0.00065056+0.00019109i,0.00012274+0.0001538i,0.0001084-0.00030345i,0.00022562-0.00026412i,9.7608e-05-0.00041229i,0.00017746-0.0007539i,0.00048376-0.00087685i
0.00094587-0.00046395i,0.0001592-0.0010505i,-0.0007189-7.8055e-05i,-0.0011381-0.00037532i,-3.0274e-05-0.0015576i,-7.129e-05-0.0017671i,-0.0002329-0.0015856i,0.00081886-0.00087063i,0.00079525-0.00022371i,-0.00011821-0.00053387i,-0.00021497-0.00070904i,0.00046615+0.00011227i,0.00036007+0.00080732i,-0.00097097+0.00063137i,-0.001019+0.00063514i,5.3969e-06+0.00035997i,8.5568e-05+0.00015475i,0.00011413+0.00019844i,0.00074728+0.00039822i,0.0012171+0.00025824i,0.00065944-7.9706e-05i,7.5239e-05-0.00054804i,-0.00033394-0.00068374i
0.0020919-0.0010657i,0.00054638-0.0022038i,0.0003371-0.002884i,-1.0614e-05-0.0026084i,-0.00081542-0.0024163i,-0.0020303-0.0016057i,-0.0015839+2.1262e-05i,0.00022069+0.00039391i,0.00035443-8.7964e-05i,-0.00046574+0.00022793i,-0.00044832+0.0002229i,-0.00049968-0.00012465i,-0.0002165+0.0008697i,0.00035055+0.0017926i,5.0131e-06+0.0015201i,-0.00060165+0.00049703i,-0.00031364-0.00035129i,-1.7431e-05-0.00042796i,-0.00042906-0.00034426i,-0.00033135-0.00053905i,-0.00033798-0.00041822i,-0.00038039-0.00046591i,-6.9239e-06-0.00015527i
0.00027881-0.0008222i,-0.00028508-0.0002063i,-0.00025364-6.3586e-05i,-0.0006096+1.8887e-05i,-0.00032852-0.00018969i,3.8104e-05+4.4181e-05i,0.00025079-0.00039877i,0.00057229-0.00018168i,0.00044475+0.0001261i,8.4449e-05-0.0002705i,-0.00024926-0.0010728i,-7.2896e-05-0.0005666i,0.00021709+0.00044884i,-0.00028971+0.00035081i,-0.00017245-0.00018679i,0.00044833-4.6418e-05i,1.4353e-05+0.00013099i,-0.0005374+0.00015286i,8.3947e-05+9.2139e-05i,0.00058779+0.00011688i,0.00015154+0.00066822i,-0.00013356+0.0010189i,-0.00026304+0.00041799i
0.00026845-0.00080609i,-0.00014708-0.00044955i,0.00061648-0.00085822i,0.00042042-0.00090426i,0.00041812-0.00044536i,0.00047146-6.5169e-05i,0.00014803+0.00023119i,0.00016472+2.1927e-05i,0.00024702-0.00083982i,9.4709e-05-0.0012494i,0.00014683-0.00085063i,0.00070581-0.00053705i,-7.6194e-05+0.00024644i,-0.00069978+0.0010373i,5.6998e-05+0.00068368i,0.0008347+0.00086091i,0.00071222+0.00042844i,0.00058384-8.1145e-05i,0.00075916+0.00058523i,0.00048403+0.00037467i,0.00058238-0.00027176i,0.00075635-0.00033142i,0.0012857-0.00060619i
-6.6624e-05-0.0014024i,0.00097669-0.0010672i,0.00090754+0.00021559i,6.3066e-05+0.00097464i,0.00056417+0.00069571i,8.0515e-05+0.00042615i,-0.00073001+0.00056309i,-0.00024159+9.5446e-05i,0.00044689-0.00087646i,0.00081236-0.00087802i,0.00034867-0.00015534i,-0.00030031+0.00036828i,-0.00039296+0.00021809i,-8.1045e-05-0.00021214i,0.00044833-0.00053028i,0.00031623-0.00042609i,-2.6371e-05-9.7285e-05i,0.00035855-0.00031076i,0.00066849-0.0010344i,0.00022202-0.00057347i,-6.0945e-05+0.00024858i,0.00013683+7.4212e-05i,3.5741e-05+0.00030062i
-0.0010879+0.0020852i,-0.00064025+0.0018912i,-0.00048603+0.0017566i,-0.00045581+0.0013135i,-9.7798e-05+0.00036875i,-0.00022965+0.00018846i,-0.00077565-0.00010403i,-0.00039547-0.00092943i,-3.9375e-05-0.00059732i,-0.00020414+9.1943e-05i,0.00039192+5.864e-05i,0.0012339-0.00017905i,0.00018332+0.00011129i,-0.00063679+0.00080292i,-0.00055954+0.00058553i,-0.00023701+5.4978e-05i,-0.00059841+6.5349e-06i,-0.00035716-0.00073692i,0.00059693-0.0010853i,0.0002821-0.00047576i,-0.0001567+1.1847e-05i,-0.00043074+0.00025295i,-0.00055177+0.00036381i
-0.00045676-0.0018001i,-0.0010768-0.00097245i,-0.0022957-0.0005519i,-0.0020788-0.00011318i,-0.0013182-0.0004765i,0.00010952-0.0010615i,0.00089081-0.00093704i,0.00062839-0.00049399i,0.00059436+5.6216e-05i,0.00068852-0.00012601i,-4.698e-05-0.00095775i,-0.00040067-0.00050091i,0.00032672+0.00073779i,-0.00010042+0.0010692i,-0.0005711+0.00077122i,0.00021741+0.0007633i,0.0010886+9.515e-05i,0.00074476-0.00074772i,-0.00026471-0.00012311i,-0.00032193+0.00052314i,9.2186e-05+0.00033784i,-0.00011731-0.0002083i,-0.00053455-0.00012738i
0.0014616-0.0013968i,0.0018138+7.3608e-05i,0.00055317+0.0011606i,-0.00030642+0.00062891i,0.00018982+0.00033338i,0.00036349+0.00014519i,0.00035368+0.0002913i,0.00045481+0.00074316i,0.00072126+0.00041063i,0.00082325-0.00072334i,0.00081122-0.0010607i,0.00075218-0.0004596i,0.00056397-6.9727e-05i,0.00078691+0.00059519i,0.00010644+0.00050255i,-0.00062415-0.00010394i,-0.00021895+0.00014351i,2.049e-05+0.00045084i,-0.0001447+4.5559e-05i,0.00023559+0.00025805i,4.6318e-05+0.00022555i,7.7216e-05+0.00025383i,0.00035698+0.00025275i
5.5238e-05+0.000835i,-0.00064243+0.0023879i,-0.0011704+0.0020548i,-0.00025762+8.2984e-05i,0.00050315-2.9854e-05i,1.8108e-06+0.00081284i,-0.00043878+0.00047271i,-0.00023083+8.3363e-05i,0.00028437-0.0004926i,5.1566e-05-0.00079192i,-0.001194-0.00043866i,-0.0013415+0.00051683i,-0.00039872+0.00099961i,-0.00029246+0.00024532i,-0.00052434-0.00012595i,0.00027438+9.1543e-05i,0.00026328+0.00057693i,-0.00021616+0.00053293i,-0.00050444+0.00014503i,-0.00051213-0.00039483i,6.0528e-05-0.00079397i,0.00061898-0.00034811i,0.0005663+5.7244e-05i
-0.0018803-0.0009263i,-0.00077373-0.00071686i,-0.0012698-0.00087276i,-0.00095077+0.0004566i,-0.00092104+0.001855i,-0.00068049+0.0016324i,0.00065075+0.00032892i,0.0008127-0.0015441i,-0.00016523-0.0015624i,3.641e-05-0.00014069i,0.00023342+0.00078719i,-0.00010377+0.00064552i,-0.00044776+0.00044408i,-0.00067917+3.1812e-05i,-0.00025772-1.3812e-05i,0.00047943+0.00014116i,0.00049296+0.00023542i,0.00030828+0.00044791i,0.0001429+0.00030921i,0.00029258+0.00055046i,-0.00019541+0.00083848i,-0.00052714+0.00034354i,-0.00027709+0.00053226i
0.0014164+0.0010965i,0.0027677+0.00076654i,0.0020455+0.0011505i,0.0015686+0.0013205i,0.0016855+0.0011499i,0.0011338+0.0005101i,0.0010843-0.00014347i,0.00092828+0.00020369i,4.3221e-05+0.00034219i,-1.6208e-05+0.00016516i,0.00043725-0.00031952i,0.00081401-0.0011059i,0.0010198-0.0011393i,0.00087324-0.00031736i,3.5799e-06-5.6439e-05i,-0.00016833-0.00071884i,0.00067025-0.00073037i,0.00038317-0.00046952i,-0.00052773-0.00056328i,-0.00043897-0.00058569i,-7.0311e-05-0.00025543i,-0.00043383-0.000206i,-7.8747e-05-0.00044514i
-0.00071956-0.00011445i,-0.00022312+0.00026482i,0.00049821-5.4338e-05i,0.0010104-0.00057097i,0.0006151-0.00077386i,-0.00041913-0.00043049i,-0.00050612-3.1346e-05i,-0.00011393+0.00019677i,5.1286e-05+0.0005197i,-0.00041858+6.1692e-05i,-0.00084217-0.00066912i,-0.0010388-0.00068428i,-0.00054084-0.00018846i,-0.00018757-0.00010991i,0.00022974-0.00092541i,0.00062765-0.0010799i,-0.00019613-0.00061155i,-0.00065852-0.00033229i,-0.0002082-0.00045796i,0.00030351-0.00052122i,-0.00024972-0.00061235i,5.0214e-05-0.00031032i,0.00060222-0.0003364i
5.9168e-05+0.00012462i,0.00040845+0.00094245i,0.00050143+0.0021288i,0.00032229+0.002149i,9.8054e-05+0.0012395i,0.00043383+0.00031283i,0.00062513+0.00018844i,0.00059544+0.00014845i,7.9127e-05+0.00049667i,-0.00039848+0.00035522i,-0.00041451+5.7545e-05i,-0.00012265-0.00016867i,0.00088662+0.00026448i,0.00070475+0.00092035i,-0.0002865+0.00067019i,-0.0005913+0.00026546i,-0.00023649+0.00040244i,9.5298e-05+0.00035787i,0.00049291-0.000177i,0.0001158-0.00039002i,-2.954e-05+0.00017448i,0.00078053+0.00030508i,0.00093783+0.00070068i
-0.00050021+0.0014287i,-0.00054558+0.0021697i,-0.00010003+0.0023115i,0.00071224+0.0012581i,0.0013111+0.00052321i,0.001309+0.00045503i,0.0011404+0.00014951i,0.001584-0.00026715i,0.0012147-0.00023415i,0.00019453-0.00026279i,0.00031989-0.00056912i,0.0010662-0.00016514i,0.00033173-7.574e-05i,-0.00091977+0.00016796i,-0.00054002+0.0006122i,0.00045677+0.00015329i,0.00065626-0.00034918i,5.3157e-05-0.00040595i,2.724e-05-0.00016066i,0.00014636-0.00046454i,4.7804e-05-0.0013684i,-0.00063764-0.0010451i,-0.00045349-0.00061369i
-0.0021376-0.00058944i,-0.0015194+0.0010759i,-0.00056094+0.0030196i,0.00026461+0.0036961i,0.00072402+0.0030595i,0.0012333+0.0013314i,0.00096432-0.00058934i,0.00020077-0.0014152i,-0.00055204-0.0010847i,-0.00064757-0.00049311i,-0.0010516-0.00017771i,-0.0012927-0.00099856i,0.00018502-0.00068901i,0.00042568+0.00059035i,0.00015277+0.0005908i,0.00089846+0.00042593i,0.0013256-8.9295e-05i,0.00028064-0.00047018i,-0.00066681+0.00058769i,-0.0010797+0.00052545i,-0.00078937-0.00023835i,-0.00012029-0.00029588i,0.00015619-9.6869e-06i
0.0014437+0.00044284i,0.0018959+0.0015265i,0.00048269+0.0010518i,-0.00046309-5.9988e-05i,-0.0010142-0.00036554i,-0.00049401-2.634e-05i,0.00063+0.00044478i,0.00097916-0.00025705i,0.00051534-0.00050407i,0.00017627-7.1519e-05i,-0.00035691+9.2421e-05i,-0.00078065-0.00023039i,-0.00061967-0.00026193i,-0.00058081-0.00026215i,-0.00066228-0.0001656i,-0.00051819+4.4278e-05i,-0.0001164-0.00019912i,0.00055678-0.00051209i,0.00056213-0.001442i,-0.0001762-0.001594i,-0.00038564-0.00069366i,-0.0003425-0.0003027i,-5.4373e-05-0.00015706i
0.0013008+0.00065674i,0.00079902+8.1465e-05i,0.0011754-4.8769e-05i,0.00088865+0.00028478i,0.00063778-0.0001858i,0.0002803-5.1846e-05i,-0.00012138+0.00042827i,0.00012981+0.0010078i,0.0007836+0.00060956i,0.00039388-0.00093611i,-0.00039815-0.00084249i,-0.00043371+0.00024807i,-2.5191e-05+0.00051072i,-0.00067724+0.0002259i,-0.00052175-0.00021494i,0.00042876+6.532e-05i,0.0005213+0.0010222i,0.0002972+0.0012266i,0.00020195+0.0016639i,0.0007599+0.0018775i,0.00084793+0.0012354i,0.00028489+0.00063562i,0.00014027-0.00012115i
-0.00079937+0.00077276i,0.00037836+0.0021264i,0.0015389+0.001664i,0.0014468+3.4421e-05i,0.00054177-0.00027934i,0.00080298-0.00019089i,-2.3152e-05-0.00062273i,-0.0002216-0.00058075i,0.00037849+0.00015839i,0.0005789+0.0004834i,0.00057755+0.00022563i,0.00035698+0.00033423i,0.00024246+0.00027863i,-5.1945e-05+0.00059413i,0.00024267+0.00093934i,-0.00016411+0.00049372i,8.1941e-05+0.00073626i,0.00061856+0.00096326i,8.4944e-05+0.00028788i,-0.0006988+0.00055003i,-0.0011515+0.00048806i,-0.00056286+0.0002055i,-0.00032385+0.0006285i
-0.0028863+0.0014035i,-0.0021732+0.00019607i,-0.0015855-3.6985e-05i,-0.00020261+0.00026735i,0.0004878-0.00014356i,1.7392e-05+0.00021824i,-0.0003674+0.00063655i,-7.7989e-05-4.925e-05i,0.00042663+0.00013596i,0.00023932+0.00060062i,-1.1033e-05+0.00045063i,-2.014e-05+0.000338i,6.9637e-05-0.00015291i,-1.4551e-05-0.00014508i,-0.00067924+0.00075803i,-0.0011283+0.00098306i,-0.00077409+0.00023544i,-0.00032743-0.00048768i,-0.00010159-0.00049636i,3.4597e-05-0.00014643i,-5.244e-05+7.7248e-05i,-0.00058438-0.00026246i,-0.00096811-0.00053041i
0.0006775+0.00035155i,0.0018135-0.00029303i,0.0016716-6.7732e-06i,0.0014021+0.00035776i,0.0013122-0.00019836i,0.00098178-0.00089811i,0.00037602-0.0007075i,-0.0004834-8.6096e-05i,-0.00074009+0.00017651i,0.00028269-1.728e-05i,0.00048196-0.00021961i,0.00031103-0.00034744i,0.00024498+4.4525e-05i,8.9705e-05-0.00035067i,-7.8767e-05-0.00085216i,0.00038669-0.00034979i,0.00041893-0.00065481i,-0.0005531-0.00025715i,-0.00058929+7.3372e-06i,-0.00037044-0.00069125i,-0.00016689-0.00087462i,0.00020131-0.00065547i,9.3172e-05-0.00062839i
-0.0010563-0.00098035i,-0.0017212+6.7273e-05i,-0.0018519+0.00036726i,-0.0019697-0.00049735i,-0.0011031-0.00041048i,-0.00063749+0.00016304i,-0.00057278+0.000239i,0.00012609+1.5745e-07i,0.00023084-0.00058598i,-0.00032262-0.0010841i,-0.00096275-0.0014059i,-0.00098401-0.00090204i,-0.00052232-0.000621i,-0.00014197-0.00076908i,-0.0002781-0.00056987i,-0.0006599-1.7204e-05i,-0.00028596+0.00021517i,0.00052888-0.00017806i,0.00081881-0.00026319i,0.00013356+0.00025149i,-0.00050573-0.00022231i,-0.0011425-0.0011068i,-0.00075494-0.00061259i
-0.0013198-0.00047356i,-0.00021302+0.0011166i,0.00064743+0.0018143i,0.00072663+0.001205i,0.00087433+0.00020967i,0.00012375-0.00026421i,6.8225e-05-0.00018085i,0.00043538-0.00081685i,-0.00022677-0.001009i,-0.00031444-0.00017181i,-4.1849e-05-0.00013725i,-0.00049419+7.3373e-05i,-0.0011731-8.5443e-06i,-0.00072124-0.00030678i,-3.7731e-05-0.00015053i,0.00048061-0.00038947i,0.00042163+1.4666e-05i,-0.00029174+0.0012377i,-0.00047435+0.0010069i,-0.00042002+6.0809e-05i,-0.00025399-0.00032765i,-0.0003199-9.3281e-05i,-0.0001345+0.00031503i
-0.0022612+0.0021567i,-0.0021288+0.0030093i,-0.0018652+0.0035745i,-0.00080216+0.0028905i,0.00065595+0.0015043i,0.0017117+5.7506e-05i,0.0013628-0.00067735i,-2.7433e-05-0.0010414i,-0.00066595-0.00093143i,-0.0006365-0.00043514i,-0.00091692-0.00017452i,-0.00016318+0.00011743i,0.00036826+0.00080775i,-0.00010711+0.00040299i,-0.00049823+5.6293e-05i,-0.0004799+0.00034276i,-5.9523e-05+0.00040922i,-0.00023987+0.00094095i,-0.00088462+0.00058564i,-0.0011104+0.00014856i,-0.0008124+0.00042433i,-0.00058213+0.00035551i,-0.00041766+0.00061095i
-0.0021162-0.00073467i,-0.001365-6.7766e-05i,-0.00077031+0.0010963i,-0.00011262+0.001747i,0.00034631+0.0016149i,0.0011435+0.00098252i,0.00096334-0.00027376i,0.00011624-0.00053324i,-0.00028272-3.2256e-05i,-4.9197e-05+4.4637e-05i,-0.0001189+2.5239e-05i,-0.00015115-0.00029689i,-0.00032646-0.00035021i,-0.00040798-6.1098e-05i,-0.00046549+0.0005992i,-0.00019852+0.00099295i,-0.00017067+0.00086025i,-4.9665e-05+0.00053653i,0.00030143+0.00067407i,0.00021955+0.0010063i,-0.00027956+0.00041358i,5.2958e-05+7.5842e-05i,3.1801e-05+0.00062009i
-5.4464e-05+2.5286e-05i,0.0008749+0.0011199i,0.0016378+0.0021829i,0.0010486+0.0025016i,0.00016702+0.0011933i,3.526e-05-0.00041256i,-0.00018681-0.00032287i,7.7519e-05-0.00042536i,0.00066878-0.00032216i,0.00050192+0.00046612i,0.00027329-1.8386e-05i,-8.0976e-05-0.00069096i,-0.0004201-0.00020758i,-0.00040522+0.0011463i,-0.00032754+0.0011442i,-0.00050054+0.00048363i,-0.00021481+0.0003062i,-7.3529e-05+0.00023284i,0.00022946+0.00042926i,0.0001126+0.00012571i,-0.00044437+0.00035471i,-0.00084572+0.00038045i,-0.00092113+7.8626e-05i
0.0017533-0.0021125i,0.0015662-0.0026036i,0.00048619-0.0019641i,-0.00050967-0.0014772i,-0.0013988-0.0009625i,-0.0016397-7.6885e-05i,-0.00042807+0.00053942i,0.00070779+0.00065235i,0.00092421+0.00031242i,0.00015373-0.00018044i,-0.00068436-0.00063623i,-0.0012594-0.00037182i,-0.00099823-5.179e-05i,-8.8125e-06+7.6274e-05i,0.00066946+0.00012792i,0.00063156-0.00023919i,0.00024058-0.0006774i,-8.8046e-05-0.00017245i,-0.00019482+0.00039315i,0.00042491+0.00020257i,0.00056699-0.00046384i,-0.00018176-0.0010716i,-0.00050624-0.00038269i
0.00037368+0.00070102i,-0.00011401+0.00073012i,0.00036445-0.0011112i,6.7962e-05-0.0016268i,-0.00079991-0.00031928i,-0.0001598-0.00037536i,0.00051832-0.00086039i,0.0005914-0.00025703i,0.0011853+0.00060787i,0.001493+0.00041558i,0.0010725+5.075e-05i,0.00032444-9.2977e-05i,-1.0766e-05-0.00050862i,0.0003839-0.00026942i,0.00070234+0.00047884i,0.00065292+0.000727i,0.00084189+0.00056454i,0.0015318+0.00057134i,0.001202+0.00048139i,0.00061075+0.00014297i,-0.00030472+0.00032878i,-0.0011867-0.00011593i,-0.00076982-0.00021663i
0.0010279+0.00052725i,0.001442+0.00017449i,0.0019083-0.00067773i,0.0010026-0.0011424i,1.4614e-05-0.001635i,-0.00041556-0.0015468i,-0.00036383-9.4725e-05i,-0.00039936+0.00012476i,0.00025698-0.00020205i,0.00055061-0.00018496i,0.00037797-0.00040665i,-0.00024293-0.00051017i,-0.0007056+0.00035759i,-0.00083486+0.0010037i,-0.00086549+0.00047586i,-0.0007021-4.9891e-05i,-0.00029928+5.7218e-05i,-0.00030488+0.00064171i,-0.00044364+0.0002697i,-0.0006989-0.0008564i,-0.00056466-0.00051928i,-0.0003895+5.4899e-05i,-0.00046491-0.00025787i
0.00072298-0.00061512i,-0.00055105-0.0013557i,-0.00054734-0.0014494i,0.00065708-0.0013619i,0.00091644-0.0015483i,-0.00028795-0.0016646i,-0.0010091-0.0011556i,-0.00038021-0.001142i,-0.00020174-0.001639i,-5.6687e-05-0.0015944i,8.2112e-05-0.00095831i,-0.00033875-0.0001274i,-9.6627e-05+0.00011568i,-0.0001216-0.00015111i,-0.00036317-0.00029749i,-0.00010157-0.00022947i,-0.00021756+0.00027017i,-0.00022392+0.00059556i,0.00025175+0.00089038i,9.7161e-05+0.00036474i,0.00022404-0.00021181i,0.00056028+0.00033966i,0.00011494+0.00036976i
