-8.5096e-05+0.00059551i,-0.00053859-4.423e-05i,-0.00022563-0.00092673i,2.1055e-05-0.0011481i,-0.00069364+6.3443e-05i,-0.0012077+0.00039159i,-0.00074733+0.00023043i,0.00057336+0.00057683i,0.0016717+0.00086024i,0.0013637+0.00022332i,0.0011083-0.00046889i,0.0012968-0.00028565i,2.1569e-05-0.00030991i,-0.0010516-0.00040553i,-0.00075041-2.3058e-05i,-0.00014525+0.00053647i,-0.00021499+0.0008632i,0.00025512+0.00070476i,0.0011869+0.00011139i,0.00084364-0.00016928i,-0.0001744-0.0004598i,-0.00026108-0.00072456i,0.00044078-0.00027382i
0.24883-0.039171i,0.24048-0.10492i,0.15918-0.1081i,0.060076-0.099261i,-0.0049682-0.11169i,-0.026522-0.10417i,-0.021243-0.067502i,-0.0053409-0.033092i,0.0059089-0.018335i,0.0088508-0.014253i,0.010328-0.0096057i,0.013286-0.0027656i,0.014541+0.0039005i,0.012989+0.0072026i,0.0069494+0.0063192i,0.00033091+0.0039455i,-0.0013376+0.0041995i,0.0018271+0.0049408i,0.0062149+0.0035054i,0.0090629+0.0017605i,0.011387+0.0017311i,0.01378+0.0008044i,0.012821-0.003276i
0.13937-0.043862i,0.1266+0.099744i,0.090006+0.20694i,0.035522+0.19146i,-0.014724+0.15204i,-0.027483+0.12763i,-0.016038+0.083354i,-0.012695+0.039222i,-0.012039+0.015573i,-0.01186+0.0027602i,-0.013239-0.0048771i,-0.011183-0.0079083i,-0.0088094-0.004903i,-0.0057053+0.003617i,0.0030696+0.010167i,0.01199+0.009513i,0.011718+0.0040248i,0.0054436-0.00023589i,-0.00028772-0.00066279i,-0.0053211-0.001274i,-0.0093702-0.0047901i,-0.011698-0.0079201i,-0.011412-0.0067781i
-0.26409-0.23397i,-0.31394-0.27471i,-0.24019-0.24883i,-0.11294-0.14962i,-0.0094553-0.058669i,0.039157-0.028375i,0.038717-0.020005i,0.024968-0.011303i,0.011268-0.0058087i,-0.0024864+0.0015602i,-0.0098428+0.0062615i,-0.010999-0.0003514i,-0.010451-0.010856i,-0.0097879-0.016578i,-0.0109-0.015151i,-0.012927-0.0083732i,-0.011821-0.0017143i,-0.0078211+0.0015856i,-0.0031269+0.0019512i,0.00087492+0.0041342i,0.0019726+0.0085689i,0.001143+0.011528i,0.00025051+0.010587i
-0.045831+0.078648i,0.08278+0.064095i,0.13943+0.018709i,0.083699-0.014299i,0.022688-0.04299i,-0.0082421-0.060774i,-0.018548-0.051376i,-0.012099-0.030239i,-0.0044658-0.015545i,0.0032848+0.00020135i,0.014616+0.014106i,0.018221+0.021842i,0.01592+0.026476i,0.014916+0.02446i,0.013184+0.014891i,0.010577+0.0040141i,0.0075911-0.0017273i,0.0054521-0.0040491i,0.0058183-0.0072556i,0.006751-0.009843i,0.010166-0.01021i,0.013003-0.011502i,0.010119-0.012536i
-0.0082173+0.32856i,-0.058234+0.3881i,-0.0893+0.32775i,-0.052978+0.21895i,-0.026482+0.14558i,-0.027296+0.11701i,-0.019968+0.085149i,-0.015133+0.042369i,-0.013209+0.019145i,-0.0016386+0.0042683i,0.0046797-0.010869i,0.0011829-0.015015i,-0.0042404-0.01505i,-0.0093287-0.014603i,-0.010128-0.0068841i,-0.0057388+0.003089i,-0.0025991+0.0062059i,-0.0037487+0.0032356i,-0.0084874-7.2843e-05i,-0.013057-0.0028694i,-0.016745-0.0073704i,-0.019626-0.0097941i,-0.017607-0.0056032i
0.1699-0.18572i,0.11973-0.33217i,0.035655-0.34633i,0.020729-0.23721i,0.054935-0.13317i,0.071666-0.084355i,0.053864-0.049731i,0.031365-0.016031i,0.019829-0.0028704i,0.0063607-0.0079062i,-0.0055704-0.011305i,-0.0022274-0.0105i,0.0074863-0.010199i,0.0074815-0.011871i,-0.00040854-0.01481i,-0.0076798-0.014162i,-0.0086204-0.0066306i,-0.0048361+0.0023968i,-0.00040351+0.0088147i,0.002633+0.013014i,0.0025358+0.017236i,0.0018383+0.021398i,0.0033988+0.020165i
0.1495-0.10786i,0.21471-0.0086602i,0.19715+0.085022i,0.077171+0.040583i,-0.03142-0.039809i,-0.065022-0.059809i,-0.050004-0.041657i,-0.021923-0.020307i,-0.0056897-0.0092434i,-0.0039071+0.0034788i,-0.0026185+0.017647i,-0.003288+0.022058i,-0.0083252+0.023011i,-0.0084012+0.028145i,0.0005868+0.029586i,0.012166+0.02072i,0.015541+0.0075199i,0.01267-0.00045103i,0.011509-0.0011795i,0.011459-0.0015956i,0.012009-0.0037615i,0.013798-0.0070514i,0.012286-0.010935i
-0.36846-0.013301i,-0.45702+0.04792i,-0.35191+0.11332i,-0.18382+0.15685i,-0.092111+0.17218i,-0.053509+0.15778i,-0.018468+0.10589i,-0.0044211+0.045652i,-0.0050927+0.016417i,0.0017652+0.0070987i,0.0064821-0.0038863i,0.0013995-0.015745i,-0.0028269-0.024466i,-0.0010851-0.025972i,-0.0020389-0.017424i,-0.0090337-0.0056742i,-0.012938+0.00045911i,-0.010558+0.0020313i,-0.0073189+0.00014773i,-0.0069656-0.0016401i,-0.0087707-0.0029316i,-0.011246-0.0056567i,-0.012086-0.0041227i
0.011586+0.026223i,0.090884-0.11283i,0.13639-0.25144i,0.13066-0.21391i,0.14135-0.09894i,0.14292-0.059873i,0.088239-0.053839i,0.03695-0.028878i,0.016564-0.012403i,0.0069346-0.010281i,0.0051767-0.0069935i,0.0087607+0.0034391i,0.011518+0.013974i,0.013026+0.01134i,0.013104-0.0023221i,0.010356-0.012001i,0.005656-0.010841i,0.002756-0.0072892i,0.0022087-0.0071778i,0.0037234-0.0050203i,0.0048629+0.0017216i,0.0047034+0.0073107i,0.0038391+0.0070329i
0.20066+0.30693i,0.21854+0.43041i,0.13084+0.37969i,0.044338+0.15997i,-0.010959-0.043658i,-0.049071-0.096847i,-0.050739-0.059441i,-0.034891-0.024999i,-0.02322-0.0073327i,-0.015013+0.0026942i,-0.010951+0.0048778i,-0.011657+0.00059494i,-0.014335-0.002902i,-0.017913+0.00077269i,-0.018729+0.011256i,-0.0093251+0.019549i,0.0018482+0.016009i,0.0042708+0.0061507i,-0.0008408-0.00026696i,-0.0072306-0.0040429i,-0.0070139-0.0082584i,-0.0024568-0.010827i,0.00070355-0.0087879i
7.3121e-05-0.26905i,-0.11063-0.31163i,-0.19619-0.17469i,-0.17092+0.01304i,-0.11513+0.10807i,-0.084189+0.11848i,-0.048042+0.090668i,-0.013953+0.050496i,-0.0011067+0.023541i,0.0031618+0.0063118i,0.0021309-0.0078155i,0.0017587-0.014951i,0.0072654-0.020233i,0.01-0.021552i,0.0037868-0.018895i,-0.0080894-0.015378i,-0.015-0.0060732i,-0.013994+0.0059764i,-0.010196+0.012593i,-0.0078421+0.013371i,-0.0094026+0.011272i,-0.011985+0.0099952i,-0.0092808+0.010033i
0.039654-0.21807i,0.16822-0.30239i,0.26008-0.29699i,0.21097-0.2063i,0.12739-0.094552i,0.10397-0.036775i,0.076439-0.027195i,0.037197-0.014798i,0.021912-0.0058453i,0.011114-0.0034777i,0.0024132+0.011548i,0.0013375+0.02922i,-0.0041693+0.036609i,-0.0065623+0.034025i,0.004019+0.02314i,0.016223+0.008913i,0.01959-0.0020345i,0.01738-0.005474i,0.01913-0.0023852i,0.024379+0.0010328i,0.025359+0.0033796i,0.021548+0.0039924i,0.014255+0.00029973i
-0.32389+0.30051i,-0.40713+0.45743i,-0.32567+0.4304i,-0.16895+0.22175i,-0.0683+0.029898i,-0.046265-0.034145i,-0.030002-0.022619i,-0.0066298-0.012089i,-0.0055553-0.010499i,-0.0095033-0.00013063i,-0.0029038+0.0017956i,0.0027436-0.0089009i,0.0040545-0.014762i,0.0014946-0.01236i,-0.0075877-0.0030897i,-0.01449+0.0078212i,-0.012585+0.0094006i,-0.0070066+0.0010039i,-0.0046086-0.0080153i,-0.0068587-0.012246i,-0.0080352-0.013743i,-0.0070908-0.014998i,-0.0072734-0.012623i
0.10662+0.04229i,0.074382-0.062544i,-0.010112-0.11448i,-0.067351-0.016101i,-0.064731+0.091304i,-0.036707+0.098446i,-0.015107+0.055419i,-0.0075374+0.018616i,-0.0023517+0.0075716i,0.011653+0.0028809i,0.017484-0.011024i,0.011182-0.01728i,0.011608-0.013123i,0.019456-0.011028i,0.024041-0.014625i,0.019708-0.018824i,0.0076415-0.014672i,-0.0043374-0.0063303i,-0.010677-0.0033815i,-0.013101-0.0027497i,-0.013044+0.0007484i,-0.011078+0.0049389i,-0.0078283+0.0082541i
0.40345+0.0060102i,0.57125-0.017648i,0.55548-0.092797i,0.373-0.1507i,0.20578-0.14174i,0.12126-0.10211i,0.054309-0.069686i,0.0061576-0.034706i,0.00027022-0.012791i,0.00016659-0.01001i,-0.012593-0.0012779i,-0.021627+0.012586i,-0.02729+0.014787i,-0.031669+0.0084087i,-0.025694+0.0064952i,-0.0082165+0.0083218i,0.0083183+0.0051022i,0.012954-0.00042779i,0.0102+0.00055474i,0.0096047+0.005101i,0.011163+0.0061975i,0.011789+0.0044953i,0.011752+0.0014255i
-0.25941-0.24186i,-0.47874-0.16436i,-0.52976-0.00037713i,-0.34718+0.050799i,-0.16905-0.016243i,-0.11183-0.038631i,-0.072843+0.0076962i,-0.026665+0.028092i,-0.01259+0.01345i,-0.016823+0.0014642i,-0.011874-0.0040451i,0.00092796-0.010884i,0.0091371-0.014842i,0.0050935-0.011756i,-0.011939-0.0077818i,-0.030791-0.002653i,-0.034418+0.0060061i,-0.022438+0.011817i,-0.010245+0.010173i,-0.0086646+0.003559i,-0.012296-0.0026315i,-0.012008-0.0063287i,-0.0089379-0.0075462i
-0.14605-0.11334i,-0.10025-0.16344i,-0.072147-0.13618i,-0.10778-0.0016689i,-0.11917+0.12911i,-0.065604+0.14527i,-0.0103+0.085739i,0.012777+0.039721i,0.015827+0.026136i,0.015616+0.023634i,0.016191+0.018561i,0.012685+0.013348i,0.0068765+0.013527i,0.0063884+0.019335i,0.017279+0.02475i,0.030762+0.023213i,0.030636+0.015221i,0.019548+0.0077453i,0.013864+0.0026729i,0.016378+0.00055735i,0.017177+0.0029449i,0.01179+0.0050009i,0.0045286+0.0056236i
-0.013283+0.40816i,0.17522+0.51146i,0.38111+0.39662i,0.40436+0.14618i,0.28437-0.0069789i,0.1831-0.035158i,0.11232-0.043611i,0.05175-0.044732i,0.023469-0.030233i,0.011626-0.014898i,0.00064287-0.003705i,-0.0076485+0.0013325i,-0.010582+0.0014946i,-0.0070456-0.003533i,-0.0042858-0.0084435i,-0.00044396-0.0076289i,0.007747-0.0081127i,0.011356-0.012257i,0.0065232-0.012748i,-0.0008311-0.0079315i,-0.0032268-0.0044392i,-0.0022744-0.0038799i,-0.0012838-0.0022883i
0.10041-0.017801i,-0.073023-0.14577i,-0.26477-0.17135i,-0.24431-0.091891i,-0.097065-0.062781i,-0.0486-0.078497i,-0.060422-0.046275i,-0.043395-0.011651i,-0.026053-0.011105i,-0.01267-0.015174i,0.0037497-0.017693i,0.014401-0.017177i,0.021297-0.010415i,0.023755-0.0081913i,0.017079-0.016552i,-0.00074855-0.027198i,-0.020745-0.02566i,-0.027536-0.0099662i,-0.020134+0.0016663i,-0.013969-0.00085462i,-0.01391-0.0046965i,-0.012698-0.0040776i,-0.0080411-0.0051312i
0.28025-0.17529i,0.29357-0.25569i,0.19399-0.26895i,0.019006-0.18157i,-0.10277-0.055515i,-0.10036+0.018412i,-0.053384+0.024373i,-0.033574+0.014183i,-0.024956+0.017726i,-0.014598+0.017764i,-0.011484+0.011942i,-0.012919+0.0070632i,-0.015606-0.000503i,-0.019652-0.0037371i,-0.017235+0.0067215i,-0.0046204+0.022336i,0.010303+0.027045i,0.017358+0.017231i,0.016873+0.006586i,0.016975+0.0056934i,0.019603+0.0090314i,0.018041+0.010952i,0.0094718+0.012031i
-0.21713-0.088973i,-0.21326+0.12666i,-0.05289+0.29007i,0.10612+0.2213i,0.12993+0.072477i,0.085639+0.022577i,0.056605+0.018825i,0.040057+0.013567i,0.026532+0.0085763i,0.010988+0.0014663i,-0.0012108-0.0010194i,-0.0043075-0.0024292i,-0.0074577-0.0052016i,-0.011618-0.0056046i,-0.015604-0.0083737i,-0.016645-0.009812i,-0.010251-0.0069834i,-0.0018471-0.0053909i,-0.003344-0.0053103i,-0.014099-0.0044223i,-0.022022-0.005047i,-0.019959-0.0079806i,-0.010892-0.0064255i
-0.2158-0.045729i,-0.27009-0.090331i,-0.32601-0.11555i,-0.28883-0.040349i,-0.15599+0.039988i,-0.053969+0.026921i,-0.023806+0.010388i,-0.0067635+0.015228i,0.0083153+0.0097532i,0.01185+0.0062618i,0.01636+0.0061246i,0.015199+0.0062974i,0.009431+0.013215i,0.0098957+0.022713i,0.014597+0.026598i,0.015374+0.018695i,0.0050105+0.0048302i,-0.0088584+0.00017566i,-0.0097248+0.0060266i,0.0036054+0.011397i,0.013943+0.010872i,0.012928+0.0053872i,0.009547-0.0034553i
0.070909+0.28611i,0.27081+0.22312i,0.36672+0.082343i,0.25583-0.0090569i,0.0919-0.011374i,0.020428+0.011727i,0.012486-0.00013863i,0.0083207-0.019957i,0.00038133-0.018558i,-0.00044862-0.0097509i,-0.0020419-0.0084224i,-0.004902-0.0088183i,-0.0018102-0.011095i,0.0010097-0.015652i,-0.00026576-0.010363i,0.0011081+0.0041382i,0.0065383+0.012859i,0.012194+0.0096028i,0.014281+0.0011255i,0.012241-0.0045064i,0.010061-0.0048015i,0.0076641-0.00062402i,0.0003936+0.0043983i
0.13496+0.054552i,0.0737+0.071588i,0.05906+0.13624i,0.13351+0.1086i,0.16905-0.00052287i,0.10947-0.042091i,0.047685-0.021051i,0.013468-0.010645i,-0.0023434-0.0088411i,-0.0032645-0.008143i,-0.00045463-0.0052135i,0.0046275-0.00066963i,0.0071138-0.00037187i,0.0067991-0.0047635i,0.007198-0.017342i,0.0037979-0.031938i,-0.003023-0.030632i,-0.0070995-0.016745i,-0.0094397-0.0084244i,-0.01719-0.0093098i,-0.026236-0.011679i,-0.024857-0.012059i,-0.016838-0.010432i
0.12824-0.20434i,-0.06117-0.34491i,-0.26714-0.40918i,-0.3235-0.29604i,-0.23194-0.12539i,-0.11633-0.056149i,-0.069855-0.03536i,-0.052354+0.00067384i,-0.030656+0.02017i,-0.017497+0.019927i,-0.0089348+0.018344i,-0.0031524+0.014101i,-0.0033938+0.0091347i,-0.0082178+0.012171i,-0.015332+0.021609i,-0.017178+0.026334i,-0.010054+0.021875i,-0.0019355+0.012108i,0.0051553+0.0080063i,0.016243+0.013249i,0.025705+0.019624i,0.02554+0.020683i,0.018501+0.015196i
-0.12088-0.10461i,-0.027959+0.083863i,0.10991+0.19943i,0.10441+0.13555i,-0.0084866+0.051338i,-0.060847+0.043332i,-0.02615+0.04181i,0.0090813+0.022221i,0.019113+0.0081541i,0.018485-0.0014949i,0.014238-0.014174i,0.0095871-0.024743i,0.0064683-0.026706i,0.0059846-0.024741i,0.0035508-0.018536i,0.0010497-0.0049652i,0.0052955+0.0070251i,0.01052+0.0052056i,0.0065781-0.0079722i,-0.0048324-0.018688i,-0.011176-0.020731i,-0.0078045-0.014891i,-0.0030882-0.0062321i
-0.15303+0.067583i,-0.10571+0.19349i,-0.045683+0.31247i,0.040372+0.32266i,0.11284+0.22144i,0.10666+0.11445i,0.064214+0.054488i,0.039003+0.017444i,0.021429-0.0035783i,0.0083897-0.0045231i,0.00015214+0.00039894i,-0.0093984+0.0054523i,-0.016543+0.011886i,-0.013453+0.016455i,0.0026981+0.012269i,0.018702-0.0031197i,0.016262-0.018235i,-0.0026528-0.017241i,-0.018192-0.00019578i,-0.02153+0.015924i,-0.018922+0.017194i,-0.014381+0.005614i,-0.008713-0.0070395i
-0.046624+0.12688i,0.024555-0.14795i,0.045995-0.41444i,0.009276-0.3731i,0.011134-0.17565i,0.040215-0.07661i,0.021747-0.05423i,-0.01441-0.030267i,-0.023104-0.0094856i,-0.019106-0.0037213i,-0.020817-0.00090626i,-0.01893+0.0080288i,-0.0088375+0.015261i,-0.0038575+0.013074i,-0.011669+0.0058036i,-0.024239+0.002027i,-0.027253+0.0059488i,-0.015093+0.014226i,0.0082263+0.018202i,0.031108+0.016436i,0.038046+0.014837i,0.025692+0.01574i,0.0093989+0.016799i
0.19797+0.065928i,0.16334+0.089855i,0.12393+0.11127i,0.10944+0.011625i,0.041675-0.1086i,-0.034501-0.10931i,-0.034033-0.049024i,-0.0045564-0.014182i,0.0040494-0.0017768i,0.010152+0.0050955i,0.025913+0.0075486i,0.041566+0.00092664i,0.043944-0.013596i,0.03433-0.023278i,0.022934-0.02i,0.013032-0.0076696i,0.007147+0.0059161i,0.0092258+0.009502i,0.011272-0.0070791i,-0.00061094-0.033194i,-0.014759-0.043631i,-0.012514-0.031719i,-0.0028268-0.015225i
0.092256-0.019356i,-0.086377+0.099765i,-0.25613+0.21601i,-0.25812+0.22131i,-0.15351+0.15166i,-0.071469+0.09032i,-0.03276+0.048771i,-0.018007+0.019763i,-0.0098957+0.010115i,-0.0065065+0.010233i,-0.010727+0.0085888i,-0.01699+0.0015125i,-0.024613-0.0047226i,-0.030696+0.0017014i,-0.025654+0.014536i,-0.0070976+0.017718i,0.010978+0.0069418i,0.011435-0.0086697i,-0.0057024-0.0088858i,-0.019168+0.012274i,-0.016749+0.028933i,-0.0087977+0.02073i,-0.0039628+0.0036554i
-0.087364-0.32039i,0.027121-0.39853i,0.15648-0.39102i,0.10288-0.23828i,0.0017033-0.034965i,0.00013629+0.049619i,0.0070537+0.031027i,-0.0015288+0.017167i,0.0071391+0.008494i,0.013045-0.010721i,0.0064201-0.023908i,-0.0073145-0.023777i,-0.015939-0.010122i,-0.010865+0.0010574i,-0.0036529+0.00079003i,-0.0055707-0.0034945i,-0.008724-0.0067516i,-0.00651-0.0050214i,0.000854-0.00067089i,0.015826-4.5006e-05i,0.025821-0.0042037i,0.018249-0.0052326i,0.0049519+0.00039094i
-0.10122+0.1074i,-0.031939+0.21577i,0.044147+0.24495i,0.11251+0.15767i,0.12794+0.020744i,0.073771-0.042471i,0.038426-0.021714i,0.038819-0.0074539i,0.025034-0.01115i,0.007304-0.00028526i,0.0065587+0.014997i,0.014224+0.024435i,0.025507+0.024669i,0.033118+0.012759i,0.031695+0.00028664i,0.025507-0.0025685i,0.014765+0.00028342i,0.0024927+0.0016915i,-0.0060274-0.00098118i,-0.015534-0.01i,-0.024614-0.015883i,-0.022047-0.010017i,-0.0084692-0.0032447i
-0.21229+0.23663i,-0.33456+0.21033i,-0.37424+0.1304i,-0.24436+0.085936i,-0.072735+0.068022i,0.0029339+0.037406i,0.0060398+0.0060999i,-0.0083683-0.011443i,-0.023269-0.0078724i,-0.027328+0.00078342i,-0.027155+0.001188i,-0.024788+0.00127i,-0.01996-0.00010628i,-0.022614-0.0039968i,-0.028566-0.0090576i,-0.026565-0.013067i,-0.018075-0.012092i,-0.0074853-0.0043817i,0.0007469+0.010555i,0.004028+0.029078i,0.0050523+0.038215i,0.0043783+0.028128i,-0.0015152+0.012135i
0.34787-0.062725i,0.51924-0.19565i,0.52061-0.25538i,0.30579-0.23657i,0.078212-0.15803i,-0.0024859-0.065794i,-0.0087025-0.022453i,-0.015183+0.0061437i,-0.0019153+0.024487i,0.022926+0.013426i,0.037013-0.0050107i,0.038083-0.020037i,0.025397-0.028169i,0.011931-0.021109i,0.0046545-0.0053165i,-0.0049551+0.00586i,-0.01366+0.014463i,-0.0087351+0.018204i,0.0098903+0.0044131i,0.027509-0.018533i,0.032311-0.031194i,0.026636-0.025472i,0.020654-0.012118i
0.099452+0.041127i,-0.019647+0.13036i,-0.10797+0.16283i,-0.090016+0.091226i,-0.046549-0.012546i,-0.032244-0.05326i,-0.017797-0.032615i,0.0043812-0.020156i,0.008347-0.022056i,-0.0063127-0.013325i,-0.017158+0.00067526i,-0.019252+0.0074192i,-0.016377+0.0097944i,-0.00744+0.012149i,0.004096+0.016951i,0.016221+0.024781i,0.026456+0.023215i,0.021787+0.0063024i,-0.0036375-0.01033i,-0.033572-0.013339i,-0.046412-0.0062416i,-0.039112-0.0021901i,-0.026028-0.0043876i
-0.26317-0.33648i,-0.42542-0.37907i,-0.46049-0.24559i,-0.34598-0.0020654i,-0.18691+0.14679i,-0.089955+0.1352i,-0.055788+0.07341i,-0.034644+0.02923i,-0.018214+0.0042009i,-0.010551-0.0079037i,-0.012058-0.012457i,-0.019334-0.0085781i,-0.023051-0.0011368i,-0.023957+0.00059597i,-0.017517-0.0049781i,-0.0022581-0.01797i,0.0077907-0.030288i,0.0068458-0.025391i,0.0031581-0.0011048i,0.0067911+0.022876i,0.014742+0.027464i,0.013182+0.01404i,0.0014709+0.0037364i
0.064445+0.12417i,0.31706+0.26504i,0.4736+0.26461i,0.40093+0.11695i,0.23517+0.029856i,0.12604+0.028978i,0.074269+0.027881i,0.036403+0.030827i,0.014982+0.038551i,0.016555+0.039274i,0.029651+0.036669i,0.039608+0.02908i,0.041632+0.01692i,0.03844+0.0079052i,0.025994+0.003854i,0.0017435+0.0026307i,-0.020652+0.0050048i,-0.023354+0.010278i,-0.0033598+0.00778i,0.021154-0.0074136i,0.028091-0.018198i,0.021179-0.009572i,0.019343+0.0026239i
-0.22847+0.31302i,-0.27579+0.27677i,-0.18774+0.13434i,-0.026042-0.0059271i,0.070343-0.10754i,0.084344-0.12132i,0.070095-0.079605i,0.052174-0.056104i,0.027774-0.045413i,0.0048187-0.031981i,-0.0095324-0.025691i,-0.016236-0.023119i,-0.014015-0.017432i,-0.0050534-0.013702i,0.0019611-0.012536i,0.0026889-0.0040792i,0.0052164+0.0091342i,0.0095454+0.010272i,0.00018377-0.00025256i,-0.02476-0.0047834i,-0.041186+5.8869e-06i,-0.037048+0.0012395i,-0.02785-0.0041915i
0.30896-0.20518i,0.29185-0.42806i,0.054527-0.46685i,-0.18303-0.26418i,-0.21951-0.059574i,-0.15436-0.0084961i,-0.1125-0.021201i,-0.084336-0.014129i,-0.046736-0.0045168i,-0.01534-0.0091721i,-0.0018432-0.014882i,0.0013893-0.01462i,-0.0051287-0.015806i,-0.023439-0.017474i,-0.035013-0.013374i,-0.024483-0.0085693i,-0.0062189-0.0098277i,0.002537-0.011645i,0.0055014-0.0049194i,0.013386+0.0069711i,0.022331+0.013193i,0.022553+0.0079994i,0.015013+0.0014278i
0.15619+0.077382i,0.11781+0.28092i,0.086992+0.37018i,0.084538+0.24452i,0.036551+0.10461i,-0.011757+0.061419i,-0.014561+0.05475i,-0.012458+0.047593i,-0.015267+0.040035i,-0.018586+0.02937i,-0.0191+0.022127i,-0.013603+0.017537i,-0.0066098+0.017065i,-0.001229+0.022786i,0.00046295+0.029429i,-0.0035937+0.029081i,-0.011298+0.02244i,-0.01514+0.013827i,-0.01062+0.0024796i,-0.0023852-0.0087278i,0.001352-0.011638i,-0.00058738-0.004949i,0.00095502+0.0039499i
-0.44062-0.29826i,-0.52517-0.30697i,-0.33367-0.13673i,-0.057359+0.037736i,0.088345+0.070291i,0.093841+0.043928i,0.069581+0.031222i,0.070374+0.014541i,0.064677-0.0030998i,0.046555-0.0032828i,0.030679+0.0011098i,0.013454+0.00052456i,0.0031775+0.0040677i,0.012933+0.012767i,0.030973+0.013893i,0.040648+0.0079258i,0.037786+0.0030485i,0.024064+0.0031018i,0.0042482+0.0061965i,-0.013842+0.0066732i,-0.019862+0.0029096i,-0.01404-0.0035044i,-0.011677-0.0096674i
0.2051+0.2135i,0.40066+0.18049i,0.38511-0.0085328i,0.171-0.13995i,0.012946-0.10272i,-0.012577-0.041949i,-0.010918-0.032422i,-0.019732-0.024755i,-0.017383-0.012101i,-0.0012096-0.003009i,0.011826+0.0042286i,0.015075+0.012062i,0.015274+0.0098074i,0.0073744-0.011333i,-0.0084947-0.030745i,-0.018647-0.034284i,-0.01735-0.026514i,-0.0053373-0.014352i,0.013249-0.0017256i,0.028897+0.0080207i,0.030769+0.011169i,0.022027+0.0088172i,0.015017+0.0044861i
-0.077975+0.28733i,-0.17257+0.31883i,-0.2025+0.18966i,-0.12795+0.012948i,-0.057244-0.084795i,-0.021216-0.076965i,-0.0013546-0.038998i,-0.012208-0.022697i,-0.029732-0.014475i,-0.030154-0.020607i,-0.021296-0.034057i,-0.0078695-0.039921i,-0.00075981-0.038617i,-0.0019094-0.02719i,-0.0063759-0.011209i,-0.015029+0.0014734i,-0.022628+0.009105i,-0.02171+0.0070403i,-0.016032-0.0063044i,-0.015779-0.02089i,-0.01936-0.022262i,-0.020929-0.011915i,-0.019242-0.0013749i
0.16731-0.5284i,0.14184-0.67424i,0.0097986-0.42427i,-0.094221-0.03691i,-0.078438+0.12093i,-0.042953+0.079326i,-0.03512+0.038742i,-0.011685+0.03647i,0.012511+0.032363i,0.0080081+0.029941i,-0.005771+0.031705i,-0.011274+0.023974i,-0.015765+0.014302i,-0.021371+0.015877i,-0.015527+0.023969i,0.004454+0.025038i,0.023171+0.015825i,0.024545+0.0036733i,0.0079699-0.0016216i,-0.0073803+0.0021467i,-0.007898+0.0047278i,0.00066434+0.0019137i,0.0056991+0.00014003i
-0.057508+0.34684i,-0.037641+0.54269i,0.063965+0.48557i,0.13222+0.25676i,0.087617+0.10933i,0.025449+0.058163i,0.0061879+0.023285i,0.0042627+0.0056036i,0.0048938-0.0012774i,0.0041832-0.0021044i,-0.00019065+0.0034295i,-0.012156+0.0097123i,-0.020222+0.014375i,-0.015246+0.0093564i,-0.011662-0.004482i,-0.015658-0.013453i,-0.017067-0.011793i,-0.01023-0.00035616i,0.0055766+0.013889i,0.021856+0.021275i,0.025979+0.018648i,0.017016+0.01007i,0.0086768+5.9724e-05i
-0.244-0.072556i,-0.31423-0.1496i,-0.1807-0.20868i,0.035437-0.21103i,0.12934-0.18061i,0.10899-0.10481i,0.07359-0.0346i,0.045409-0.018643i,0.021907-0.018454i,0.023392-0.018638i,0.034212-0.024337i,0.038154-0.019984i,0.042491-0.0070137i,0.045952+0.0043931i,0.043647+0.014548i,0.030023+0.018777i,0.0080523+0.015238i,-0.0098578+0.0083518i,-0.016844-0.0030837i,-0.017434-0.016736i,-0.016144-0.020688i,-0.012575-0.012951i,-0.01118-0.0052187i
0.53874-0.15646i,0.73502-0.2194i,0.48692-0.2201i,0.056533-0.15329i,-0.12029-0.055695i,-0.095777-0.011421i,-0.068196-0.0096623i,-0.052741-0.0046639i,-0.03584+0.00021628i,-0.035951+0.0054971i,-0.03728+0.014846i,-0.024086+0.018939i,-0.011406+0.012563i,-0.010232-0.00056941i,-0.011415-0.0092361i,0.0020899-0.0084225i,0.024375-0.0056252i,0.033438-0.0066422i,0.024409-0.0062141i,0.0090318+0.0017741i,-4.4047e-05+0.0094889i,-3.6884e-05+0.0095387i,0.003171+0.0079192i
-0.60107+0.16941i,-0.82746+0.28295i,-0.71132+0.3206i,-0.41484+0.24684i,-0.22155+0.13828i,-0.11441+0.066104i,-0.037543+0.024673i,-0.014523+0.001711i,-0.013338-0.0029555i,-0.0017523-0.0056926i,0.0092546-0.018869i,0.0045422-0.037717i,-0.011345-0.048502i,-0.02179-0.044883i,-0.022209-0.037336i,-0.025239-0.034302i,-0.035782-0.028986i,-0.036804-0.013332i,-0.023255+0.0035074i,-0.0046024+0.0097122i,0.0083735+0.0053215i,0.0073154-0.0039152i,0.00034929-0.010756i
