-0.00092034+0.00075824i,0.000156-0.00063028i,0.00036104-0.0011773i,-0.00058963-0.001273i,-0.0017846-0.00018757i,-0.0022127+0.0010416i,-0.00056163+0.0011033i,0.0011744+0.001089i,0.0015389-4.7213e-06i,0.0010667-0.00094111i,0.00014543-0.00080061i,-0.00013155-0.00062933i,0.00054841-0.00025409i,0.00091125-0.00030018i,0.00043854-0.00047217i,0.00013602-0.00055241i,0.00041948-0.00041138i,0.00080968+0.00024294i,0.00064397+0.0003126i,7.4984e-05-0.00058805i,-0.00013906-0.00062047i,-0.00070197-1.1848e-05i,-0.00073148-7.7857e-05i
0.0012626-0.00083091i,0.001951-0.0002048i,0.0023169-0.00058037i,0.0013523-0.0011319i,7.2844e-05-0.0011402i,-0.00023284-0.0013447i,0.00035136-0.001103i,0.00098516-0.00041812i,0.00098803+6.4564e-05i,4.8034e-05+0.00051018i,-0.00080517+4.681e-05i,-0.00043971-0.00051702i,-1.816e-05-0.00025848i,-0.00038128-0.00055875i,-0.00010229-0.0012078i,0.00025659-0.0013669i,0.0005569-0.00097909i,0.00031207-0.00098749i,-0.00021111-0.00080949i,-8.2243e-05-5.4617e-05i,-4.2518e-05+0.0001297i,0.00016545+8.4581e-05i,0.00047561+0.00015519i
-0.0017263+0.0014645i,-0.00098962+0.0022402i,-0.0012708+0.0027123i,-0.00090865+0.0016752i,0.00036798+0.001641i,0.0013481+0.00099825i,0.0014394-0.0002899i,0.00056274-0.00074709i,0.00060906-0.00061662i,0.00043984+0.00023716i,-0.00024401+0.00085961i,-0.0002428+0.00037835i,0.00012854+0.00024195i,-0.00038705+0.00071605i,-0.00012953+0.00054135i,0.00061219+0.00032756i,0.00047752+5.3594e-05i,0.00013002-0.00015578i,0.0003115-0.00035787i,-0.00010766-0.00037933i,2.929e-05-0.00027038i,0.00013617-0.00018992i,-0.00077337+0.00017854i
-0.0013923-0.0014458i,-0.0013968-0.0010109i,-0.00050532-0.00045956i,-9.0555e-05-0.00032255i,-0.00059357+0.00015885i,-0.00083435+0.00089902i,0.00015495+0.0010558i,0.0015726+0.00063698i,0.0013856+0.00040382i,-0.00012583+0.00061551i,-0.00021296+8.4515e-05i,0.00091218-0.00061354i,0.00078664-0.00057279i,-0.00022809-0.00036792i,-0.0011561+0.00023622i,-0.00098551+0.0002709i,-0.00040949-7.5928e-05i,-0.0007016-6.284e-05i,-0.0009147+0.00021701i,-0.00067684+0.00068374i,-0.0010286+0.00093512i,-0.0012938+0.00074155i,-0.0011348+1.7444e-05i
-0.00033668-0.0013395i,9.2393e-05-0.0011891i,0.00017275+0.00042637i,-0.0011036+0.0019906i,-0.00077747+0.0022439i,0.00016368+0.0017822i,0.00037411+0.00074883i,3.15e-05-0.00013542i,-0.00028016-0.00062508i,-0.00030775-0.0012795i,2.286e-05-0.001241i,6.4175e-05-0.00022858i,-0.00029025+0.00031988i,8.3328e-06+0.00014285i,0.00053887+3.4766e-05i,0.00082129+0.00030276i,0.0010555+0.00032083i,0.0011778-0.00035206i,0.0012238-0.00053887i,0.00078983+0.00019419i,-3.9432e-05+7.1818e-05i,-0.00043393-0.00073127i,-0.00030357-0.00039015i
5.5471e-05+0.0022696i,-0.00057696+0.0029704i,-3.1983e-05+0.0025901i,0.00035539+0.00094136i,0.00018327-0.00070566i,0.00054601-0.0010049i,0.00074465-0.00045491i,0.00067692+0.00019455i,0.00063114+0.00018177i,0.00070168-0.00034569i,0.00056903+1.1696e-05i,0.00022803+8.1328e-06i,0.00069753-0.00039569i,0.00048896-0.00054813i,7.6249e-05-0.0005422i,0.00014732-0.00078551i,-0.00045509-0.00048704i,-0.00061418-0.00027629i,-0.00017551-0.00033433i,-0.00015371-0.0002154i,-0.0003351-0.00014013i,9.3227e-05-8.4965e-05i,0.0006153+0.0011205i
-0.0013602+0.0019397i,-0.00098566+0.001116i,-0.00010509+0.0019935i,0.00051999+0.0026336i,0.00053798+0.0021833i,0.00068448+0.0012983i,0.0012153+0.00021139i,0.00092287+1.8082e-06i,7.7969e-05+0.00025267i,-0.00075274+4.1361e-05i,-0.0006794+0.0002325i,6.4039e-06+0.00073042i,0.00049953+0.00037715i,0.00052875-0.00016949i,0.00036044+9.8834e-05i,0.001339+3.9006e-06i,0.0019481+6.2375e-05i,0.0017328+0.00033895i,0.0013032+0.00019091i,0.0009108-0.00036504i,0.00060029-0.00061191i,-0.00035076+0.00025426i,-0.00048705+0.00094857i
0.00014975-0.0023542i,0.00042198-0.0031481i,0.00040013-0.0026114i,0.0002984-0.00073771i,-0.00039489-8.5231e-05i,-0.00041-0.00058041i,0.00030095-0.00080797i,0.00058144-0.0010273i,0.00078702-0.0015084i,0.00015885-0.0015002i,-0.00050497-0.00068472i,-0.0001432-0.00017357i,0.00026944-5.2486e-05i,2.2737e-05-0.00039462i,-0.00016056-0.00088406i,-1.5586e-05-0.00052244i,-2.4218e-05-0.00020635i,-0.00032761+0.00037946i,-0.000155+0.000343i,-0.00021693+0.0003767i,0.0001305+0.00014603i,0.00037802-0.00020439i,-0.00036792+7.4779e-05i
0.00077909+0.00325i,0.00032171+0.0026638i,-0.00012186+0.0036666i,0.0011215+0.0037443i,0.002599+0.0028697i,0.0020325+0.0011405i,0.001046-7.8911e-05i,0.00086286+0.00013416i,0.00055291-5.1939e-05i,0.00078902-0.0012167i,0.0010196-0.0014243i,0.0004458-0.00068017i,0.00085023+0.00048322i,0.0014753+0.0010277i,0.00060768+0.0011076i,-0.0005919+0.0012888i,-0.0010595+0.0013115i,-0.00057103+0.00072402i,0.00027458-0.00014422i,0.00047061-0.0003972i,0.00057851-0.00056341i,0.00025004+0.00040484i,-0.00028154+0.0010915i
-0.00029559+0.0018682i,-0.00023823+0.0014636i,-0.00060853+0.0017353i,-0.0011641+0.0019762i,-0.00083133+0.0016333i,-0.00066432+0.00032631i,-0.00016125-7.6512e-05i,0.00023001+5.7658e-05i,0.00058875-0.0001414i,0.0012806+0.00081745i,0.0011852+0.0011661i,0.00042142+0.0012072i,0.00037522+0.00046663i,0.00076722-8.3294e-05i,0.00072827+0.00029309i,7.3802e-05-2.8437e-05i,-0.000644-0.00023319i,-0.00058724+0.00014074i,-0.00021533-6.632e-05i,9.203e-05-0.00095224i,0.00033808-0.0012863i,0.00018172-0.00013561i,0.00040538+0.0010577i
-0.0016909+0.00063483i,-0.00094598+0.00053666i,-0.00067665+0.00075338i,5.9941e-05+0.0012215i,0.0008876+0.0003818i,0.00114-0.000393i,0.0013017-0.00042121i,0.00093515-0.00080233i,0.00029875-0.00065955i,-0.00034179-0.00051509i,-0.00036238-1.6713e-05i,-0.0005104+0.00098562i,-0.00033232+0.00081766i,0.00045307-6.0452e-06i,0.00077823-0.00024202i,0.00023372+0.00073678i,-0.00015327+0.0012302i,0.00010274+0.00080652i,0.00087686+0.00019737i,0.00098405-0.0004689i,2.6671e-05-0.00047978i,-0.00075771-0.0002092i,-0.0003073+3.6552e-05i
-0.0012704+0.0002963i,-0.0016545-0.00033963i,-0.00090896-0.00046627i,0.00024221-0.00041296i,0.00049361-0.00035006i,0.00054212-0.00041691i,0.00093261-0.00096502i,0.00063802-0.0011369i,1.3406e-05-0.00057447i,0.00021825-0.00036424i,-0.00015423+0.0001172i,-0.00071803+0.00066055i,-9.9108e-05+0.00037599i,0.00021502+0.0001911i,-0.00013144+0.00059207i,0.00026448-0.00011367i,0.00084938-0.00094231i,0.00022005-0.00061242i,-0.0008228-0.00030614i,-0.00055042+0.00050638i,-0.00052164+0.00044289i,-0.00072384-0.00036725i,-0.00047231+5.5475e-05i
-0.0013809-0.00065014i,-0.0024068-0.001249i,-0.0021234-0.00095892i,-0.0018383+0.00019166i,-0.0015652+0.0018316i,5.605e-06+0.0018361i,0.00077691+0.00020505i,0.00078975+0.00027182i,-0.00034178+0.00084146i,-0.0003919+6.5438e-05i,0.00040916-0.0003963i,0.0006046-1.9586e-05i,0.00034295+0.00021141i,-7.6666e-05+6.2347e-06i,2.299e-05+0.00011685i,6.3592e-05-6.769e-05i,-0.00045271+0.00032124i,-0.00084886+0.00077004i,-0.00048661+0.00075414i,-0.00067947+0.00029163i,-0.00096238-5.07e-05i,-0.00088255+8.961e-05i,-0.00073574-0.00035877i
-0.00064046-0.001085i,-0.00033542-0.0013286i,6.0109e-05-0.0019974i,-0.00071335-0.00048432i,-0.00082461+0.0010452i,-0.00010826+0.0010206i,0.00074796-0.00047001i,0.00056363-0.0015667i,-0.00029589-0.0012354i,-0.00067196-0.00098043i,-0.00030768-0.00068231i,-0.00029524+0.00026968i,-0.00027836+0.0010858i,0.00015348+0.0007342i,0.00048912-0.00013994i,0.00060365-0.00041703i,0.00029742-0.00013149i,0.00019885+0.00061428i,0.00020496+0.0012372i,-0.00020669+0.00092247i,-0.00010148+4.3402e-05i,2.7804e-06+0.00015619i,-0.00018417+0.00072367i
0.0013809+0.00013752i,0.0017609+0.00087219i,0.0020663+0.0012275i,0.0011832+0.00049174i,0.00093391-0.0011592i,0.0011899-0.00075551i,0.00062717+0.00023524i,-6.7871e-05-0.00074156i,0.00044191-0.0013024i,0.00115-0.0013224i,0.0007063-0.0011479i,0.0008735-0.0008037i,0.00095944-0.00044668i,1.3175e-05-0.00081486i,-0.00045355-0.00061091i,-0.00023044-0.00039322i,-0.00013623-0.00010147i,-0.00050035+0.00029362i,-0.00076212+0.00022794i,-0.0008721+0.00023158i,-0.00051403+0.00034345i,-0.00045984+0.00066892i,-0.00067847-4.1794e-06i
-0.00018242-0.00047526i,-0.00059783-0.00012569i,0.00069925-0.0012508i,0.0012867-0.00091448i,0.00024432+0.00056234i,-3.1867e-05+0.00039334i,0.00051398+4.6448e-05i,0.0011522-0.00023589i,0.0012217-0.00070594i,0.00027881-0.00086094i,0.0003582-0.00073272i,0.0003506-0.00014355i,-0.00057743+0.0004475i,-0.00072618-0.00034259i,-0.00013735-0.0010538i,0.00065049-0.00054932i,0.0011924-0.00064278i,0.00066132-0.00096911i,-0.00016483-0.00079597i,-0.0003135-0.0005994i,-0.00044228-0.00029013i,-0.00010808-0.00043753i,0.00032872-0.00049413i
-0.00082841+0.00017722i,-0.00071112+0.00091244i,-0.00074119+0.00027943i,-0.00037153+0.00013912i,-0.00035957+0.0011295i,-7.4931e-05+0.00099402i,0.00093499-0.00059306i,0.0015528-0.0013757i,0.0013147-0.00077786i,0.00040295-0.00058923i,8.0464e-05-0.00035106i,0.00025266-0.00016552i,0.00057291+0.00015698i,0.00084573+0.00071597i,0.00041353+0.00080497i,-0.00010753+0.00040031i,-0.00026828-0.00050097i,-0.00085099-0.00093936i,-0.00098927-0.00038487i,-0.00016102-0.00012096i,0.00018281-0.00017664i,-0.00035418+0.00047332i,-0.00082045+0.00068597i
0.0013965+0.00067318i,0.0014608+0.00085777i,0.0016912+0.00038444i,0.0013345-0.00093597i,0.0010141-0.0017053i,0.00046552-0.0010308i,0.00011082-0.00045668i,-9.0536e-05-0.00068827i,-0.00060644-0.00058028i,-0.0003926-8.0228e-05i,0.00030368-0.00051887i,-0.00022819-0.00044161i,-0.00031548-1.6522e-05i,0.00024667-0.00039355i,0.00032467-0.00079853i,0.00041831-0.00096916i,0.00033879-0.0011132i,-0.001042-0.0001505i,-0.0015537+0.00082399i,-0.00057022+0.00037335i,0.00019598-2.9396e-05i,9.0614e-05+0.00071797i,0.00040972+0.0014434i
-0.00092489-0.0017246i,-0.0008465-0.0010829i,-0.00218-0.00035085i,-0.0019464-6.6844e-05i,-0.00088106+0.0010061i,0.00010131+0.0012655i,0.00082114+0.00066391i,0.000908+0.00052291i,0.0011255+0.00096174i,0.00051428+0.001448i,-0.00010387+0.0009371i,-0.00042437-9.8158e-05i,-0.00092391-0.00074674i,-0.00078373-0.00028789i,-0.00061029+0.00015419i,-0.00032553+0.00030394i,-0.00017485+0.0002052i,-0.00027019+3.9473e-05i,-0.00074548+0.00020551i,-0.00087711+0.00027321i,-0.001022+0.00012826i,-0.0011961-0.00080979i,-0.00080333-0.00051153i
0.00045847-0.00072398i,0.00029371-0.0012464i,0.00046524-0.00062353i,-0.00079115+0.00062109i,-0.0015599+0.00056643i,-0.00052081-0.00065092i,0.00043769-0.00087i,0.0007408-0.00031033i,0.0005266-0.0002488i,-0.00010978-0.00066156i,-0.00042263-0.0006071i,-0.00032046+0.00045675i,-0.00077199+0.00063595i,-0.00057964-2.6362e-05i,0.00025391+2.4345e-05i,1.7676e-05-1.3898e-05i,-0.00023719+2.8768e-06i,9.9386e-05+0.00058821i,0.00052708+0.00060549i,0.0004558+0.00076102i,0.00013188+0.00052362i,-0.00064548+0.00025585i,-0.0012494+7.583e-05i
0.00033432-0.0035999i,0.00012362-0.0040529i,-0.0011052-0.0036038i,-0.0015754-0.0015616i,-0.0012097+0.00014539i,-0.00084023+0.00070795i,0.00030964+0.00064416i,0.00069501+0.00021474i,0.00025327-0.00013252i,-0.00020744-0.0005886i,-0.00093849-0.00042688i,-0.001229+0.00041623i,-0.0011057+0.0005958i,-0.00042255-0.00011301i,-0.00017637-0.00037653i,-0.00061208-0.00029999i,-0.0005812-0.0004854i,4.3169e-05-0.00073515i,0.00013604-0.00048588i,-0.00088994+6.5606e-05i,-0.0014652+0.00058088i,-0.0012859+0.00055727i,-0.0006959+0.00046043i
0.00077588+0.00063438i,0.00094496+0.00096507i,0.002057-0.00087294i,0.0019532-0.0010347i,0.0015736-0.00023113i,0.00094201+0.00012697i,0.0010227+0.00034124i,0.0015276-0.00018341i,0.0012023-0.00015281i,0.00017692+8.8253e-05i,-0.00091818-0.00059132i,-0.0010971-0.00048278i,-0.00038347-0.00040669i,-7.7976e-05-0.00037301i,-0.00031422-0.00020312i,-0.00037218-0.00045391i,-0.00040353-0.00033833i,-0.00034696+4.2846e-05i,0.00011028-0.00048396i,0.00036845-0.001056i,0.00076261-0.0005158i,0.00014959+0.00034898i,-0.00041296+0.00042638i
0.00096893-0.0029477i,0.00027134-0.001936i,0.0015425-0.0023331i,0.00035064-0.0016367i,-0.00099743-0.00043872i,0.00041884+0.00089895i,0.0011264+0.00084419i,0.00029022-7.7789e-06i,0.00016552-2.8297e-05i,0.00036578+0.00030666i,0.00027415+0.00034077i,-0.00029882-0.00035434i,-0.00054042-0.00099794i,-0.00069365-0.00095769i,-0.0004989-0.00057736i,0.00038407-0.00097726i,0.0006481-0.00097078i,0.00040753-0.00083613i,-0.00023699-0.00095922i,-0.00026674-0.00085393i,0.00020867-0.00044852i,-0.00037697-0.00069336i,-0.00068785-0.00032266i
0.001963-0.0027488i,-0.00099449-0.0010456i,-0.00074445-0.0037905i,-0.00017388-0.0040979i,-0.00061089-0.0022919i,-0.00050394-0.00060454i,7.2344e-06+0.00035292i,0.00080442+0.0006294i,0.0014516-0.00025471i,0.001327-0.0012126i,9.6994e-05-0.00017511i,-0.0011316+7.9469e-05i,-0.0012364-0.0013842i,-0.00075029-0.0016181i,-0.00025234-0.00012243i,-0.00041195+0.00023524i,-0.00022804-0.00064707i,0.000345-0.0010225i,0.00043454-0.00072833i,0.00057022-0.00040978i,0.0001652-0.00062026i,-0.00085758-0.0003971i,-0.00057244+0.00021398i
0.00017419-0.0011631i,0.0012058-0.0017101i,0.00076757-0.0014036i,1.0869e-05-0.00065307i,-0.00032328+0.00046067i,0.00021017+0.00072177i,0.00080808+0.00087669i,0.00148+0.00065994i,0.0011202+0.00016129i,0.00056184-0.00074748i,4.5261e-05-0.0011503i,-0.00067193-0.00075033i,-0.00033917-0.00085537i,-0.00018248-0.00093036i,-0.00037057-0.00066684i,0.00015749-2.0187e-05i,-1.1489e-05+0.00029925i,-0.00091752+0.00043991i,-0.0011958+0.0003528i,-0.00027601-0.00012702i,6.0345e-05+8.9936e-05i,-0.00034095+0.00020609i,4.8769e-05-0.00036555i
-1.365e-05-0.0018116i,0.00016469-0.00037976i,0.00088233+0.0002197i,0.00089311+0.00079733i,9.5666e-05+0.0018772i,-0.00020038+0.0016626i,-7.6587e-05+0.0011265i,0.00035279+0.00050169i,0.0002216-0.00052851i,-0.00029461-0.00079995i,-0.00075477-1.3107e-05i,-0.00077969+0.00010377i,-0.00039459+0.00062818i,-0.00048116+0.00072168i,-0.00078199+0.00018336i,-0.00038638-0.00040529i,9.6785e-05-0.00097066i,-0.0005004-0.00045305i,-0.00081652-0.00019073i,-0.001106-0.00060554i,-0.00094499-0.00075795i,-0.0010154-0.00095873i,-0.0014666-0.00064483i
-2.8623e-05-0.0011269i,-0.0013337-0.00097954i,-0.002218-0.0015054i,-0.0020004-0.00023786i,-0.0010155+0.00076635i,-0.00010703+0.00020156i,0.00068572-0.001039i,0.00089092-0.0015223i,0.0010105-0.0013738i,3.8277e-05-0.0010246i,-0.00058177-0.00053659i,0.00023708-7.3536e-05i,9.4317e-05+0.00047184i,-0.00049649-3.1236e-06i,0.00074261-0.00026632i,0.0012024+0.00054545i,0.00043352+0.00053264i,0.00030681-6.1252e-06i,0.00047492-0.00059197i,0.00039347-0.00045731i,0.00061705+0.0001101i,0.00054652-8.441e-05i,-0.00087808+5.8595e-05i
-0.00089506+0.00020305i,0.00025785-0.0006515i,0.00073228-0.00040943i,-0.00019709+8.2336e-06i,-0.00061174+0.00011911i,-0.00056229+0.00023514i,1.9841e-05+0.00026785i,0.00011084-0.00029651i,-0.00058215-0.00075883i,-0.00084691-0.00060912i,-0.0007375-0.00036015i,-0.00055213+0.00015137i,-0.00036327+0.00052942i,0.00044123-5.6815e-05i,0.0013872-0.00081464i,0.0012016+4.4145e-05i,0.00033358+0.0003722i,-7.3618e-05-0.00018641i,-8.2165e-06+0.00055737i,0.00042347+0.001131i,0.00021743+0.00045381i,0.00010092-0.00040062i,0.00012383-0.00011342i
0.001331+0.00010493i,0.0019334+0.00072357i,0.0020846+0.0011358i,0.00064935+0.0016448i,-0.0006078+0.00094302i,-0.00031888+0.00023419i,0.00078933-5.3009e-05i,0.0017811-9.1707e-05i,0.0015275-0.00038659i,0.00090328-0.00037196i,0.00043902-8.0347e-06i,0.00038365+0.00048269i,0.00038541+0.00070173i,0.00063183+0.00042825i,0.00057489+0.00040484i,0.00011468+0.00048567i,0.00025532+0.00012712i,0.00013601+0.00014024i,-0.00012126+0.00013838i,-0.00022655+0.00018695i,-0.00043916+0.00030182i,-0.00058318-3.9937e-05i,-0.00039661-5.6121e-05i
0.00068465-0.0005417i,0.00024587-0.002103i,0.00068893-0.0025944i,0.0010073-0.0011258i,0.00066182-0.00064303i,0.00097622-0.0010583i,0.0017139-0.00075028i,0.0014162+6.8023e-05i,0.00074685+0.00037265i,-9.9909e-05+0.00010629i,-0.00064342-9.7767e-05i,-0.00039437+0.00048149i,0.00016199+0.00052787i,0.00013727-0.00064164i,2.0712e-05-0.00088367i,0.00057748-8.6331e-05i,0.00079368+0.00037978i,0.00018921+0.0001325i,-0.00049891-0.00071006i,-0.0010711-0.00086054i,-0.0016385-0.00055122i,-0.00088732-0.00042523i,-8.0256e-05+0.00010128i
0.00043441+0.0029035i,0.00117+0.0033119i,0.0015572+0.0027916i,0.00084222+0.0022571i,0.00064042+0.0014785i,0.00048235+0.00076638i,0.00061187+0.0001281i,0.00067932+0.00011533i,0.0004884+0.00010197i,0.00050176-4.7729e-05i,0.00016028+4.8782e-05i,9.0301e-05+7.7541e-05i,-0.00032859+0.00043015i,-0.00062483+0.00063257i,-0.000421+0.00036759i,0.00016002+8.4697e-05i,0.000455+0.00021917i,-0.00015032+0.00050202i,-0.00029868+0.00029296i,-0.00063858+0.00028498i,-0.0010318+0.00042604i,-0.00045605+0.00016111i,-0.00065605+0.00027362i
-7.7005e-05-0.00015095i,0.00055155-0.00081024i,-0.00060532-0.0001792i,-0.00028926+0.00030615i,0.00060886-3.0522e-05i,0.00083757-0.00026457i,0.00088237-0.00036767i,-0.00020164-0.00025219i,-0.00093235-0.0002919i,-0.0011064-0.00013337i,-0.0008562+4.8095e-05i,1.1263e-05+0.00032216i,0.00017773+0.00050337i,7.5276e-05+0.0002096i,0.00031795+0.00038113i,0.00056392+0.00041045i,0.00037181+1.6185e-05i,-7.8991e-06-6.4112e-06i,-0.00044127-0.00017903i,-0.0001209-0.00034978i,0.00053384-0.00020089i,0.00028792-0.00028259i,-0.00021694-0.00026469i
-0.0011286+0.00042328i,-0.0006555+0.0012155i,-0.0006187+0.00072858i,-0.00046899+0.00067938i,0.00013314+0.0013781i,0.0010804+0.00071532i,0.0017796-8.8023e-06i,0.0021383+4.5603e-05i,0.0015704+0.0005498i,0.0005129+0.00080778i,0.00013631+0.00059504i,0.00020834+0.00056668i,0.00058329+0.00048194i,0.00089834+0.00012928i,0.0013044-0.00021489i,0.0012147+2.1475e-05i,0.00051488+0.00021617i,9.6042e-05-0.00019293i,0.00051247-0.00014028i,0.00056872-6.0112e-05i,0.00035754-4.6537e-05i,-0.00023472+8.1827e-05i,-0.00020901-0.00018094i
-0.0015905+0.000356i,-0.0006876+0.0002437i,-0.00063422+0.001069i,-0.00058116+0.0007761i,-0.00051121+0.00062528i,-0.0002189+0.0010249i,0.00069309+0.00036548i,0.00078983+0.00014114i,-6.2246e-05-0.00039641i,9.7577e-05-0.0011377i,0.00063853-0.00022493i,6.1488e-05+0.00064602i,-0.00016396+0.00060948i,3.3764e-05+0.00039963i,0.00019472+0.00025012i,0.00032162+6.0298e-05i,0.0003722-0.0002231i,0.000355+0.00011925i,0.00034727+0.00047949i,9.7208e-05+0.00037524i,-2.7163e-05-0.0001465i,-0.00013088-0.00012702i,-0.00011648+0.00018944i
0.0011064+0.00090374i,0.0020242+0.0011139i,0.0015133+0.0019209i,0.00014951+0.0020845i,0.00024127+0.0019561i,0.00066032+0.0018728i,0.00037563+0.0011248i,0.00024563+0.00071144i,0.00023215+0.00054758i,6.6732e-05+0.00013302i,-0.00012774-0.00021174i,-0.00020508-0.00041997i,-4.7025e-06-0.00056585i,-0.00016012-0.000256i,-0.00057352+0.00011327i,-0.00050311-4.6662e-06i,-0.00052468-0.00018567i,-4.4417e-05+0.00035271i,0.00054056+4.2531e-05i,-1.674e-05-0.00037566i,-0.00095078+0.00032335i,-0.00054443-3.2749e-05i,-0.00063094-0.00098711i
-0.0023722+0.0012353i,-0.0021867+0.0017031i,-0.0022098+0.0024116i,-0.0013711+0.0019074i,-0.00026165+0.0013996i,0.00072011+0.00043229i,0.0009669-0.00014622i,0.00062716+7.4209e-05i,-0.00059471+0.00059377i,-0.00062032+0.00032909i,0.00059467+0.00067028i,0.00023291+0.0013165i,-0.0006267+0.0011145i,-0.0012325+0.00050998i,-0.00044052-8.2267e-05i,4.3612e-05+2.75e-05i,-0.00040767-1.307e-05i,-0.0001667-0.00022039i,8.8839e-05-0.00037741i,-0.00018312-0.00079043i,-0.00021201-0.00020814i,-2.5352e-06+0.0004961i,-5.2433e-05+0.00063659i
-0.0014262-0.00040231i,0.00035426-0.00063487i,0.0013541-0.000397i,0.00036902-0.00051091i,-0.00032386+6.4064e-05i,0.00042584+0.00054826i,0.0010574-0.00011624i,0.0015955-0.0005344i,0.0017115-0.00025044i,0.0006026-0.00041435i,-0.00049951-0.00047276i,-0.00026253-0.00083653i,0.00028195-0.00099141i,0.00020498-0.0005739i,-0.00045044-0.00067701i,0.00017699-0.00086483i,0.0011457-0.00037847i,0.00052111-0.00029394i,2.911e-05-0.00027545i,0.00013327-0.0002339i,-0.00033087-0.00016421i,-0.00022281+0.00045059i,-0.00020286+0.00066146i
0.0012884-0.00012751i,0.00077901+0.00017092i,-0.0004042+0.00070307i,0.00031529+0.00048788i,0.0004429+0.0003564i,-0.00055777+0.00058006i,-0.00020946+0.00045679i,0.00026295+0.00020965i,-0.00027562-0.00041156i,-0.00032901-0.00083921i,-0.00043899-0.00099488i,-0.00052722-0.00065467i,3.6838e-05-6.4116e-05i,4.7362e-05-0.00016774i,-0.00020636-0.0005059i,9.1699e-05-0.00052108i,0.00015806-0.00067521i,-0.00056738-0.0007059i,-0.00017462+0.00029177i,0.00036731+0.00028545i,0.0001556+2.4317e-05i,0.00041415+0.00058238i,0.00047589+0.00075568i
0.0019233+0.0019918i,0.0025838+0.0010036i,0.0028356+0.00095507i,0.0016859+0.0011273i,-1.0088e-05+0.00043211i,-0.00079931-0.00028931i,-9.8605e-05+2.1984e-05i,0.00043567+0.00074618i,0.00037329-0.00019086i,0.00020581-0.0010522i,-4.4745e-05-0.0010569i,0.00013618-0.00095332i,0.00038731-0.0014871i,0.00015158-0.0016763i,0.00030911-0.0011829i,0.0014529-0.000789i,0.00093223-0.00081778i,-0.00080329-0.0010819i,-0.000844-0.00041426i,-0.00018048+6.9709e-05i,-0.00033181-0.00095415i,-0.00026849-0.0012097i,0.00012836-0.00050193i
0.00088037+0.0014786i,0.00069211+0.0016807i,0.0010456+0.0031621i,0.00081708+0.0020436i,0.00060152+0.00074538i,0.00060869+0.0011532i,0.00067204+0.0012169i,0.00059192+0.00072568i,0.00048106-0.00028738i,0.00067776-0.00011875i,0.00057408+0.00051034i,0.0002584+0.00044512i,0.00011318+0.00023863i,0.00042844+0.00010808i,0.00088843+5.5786e-05i,0.0012194-0.00092104i,0.00086036-0.00068758i,-0.00060088-0.00031793i,-0.00045129-0.00069635i,1.4029e-06-0.00048823i,-2.2741e-05-0.00048663i,-0.00026548-0.00064233i,-0.00093961-0.00017195i
-0.0012305+0.0017626i,-0.0015002+0.002185i,-0.0011556+0.001828i,-0.00081675+0.0013812i,-0.00039789+0.0019619i,0.0011921+0.0010576i,0.0019003-0.00028786i,0.0013751-0.00030159i,-6.4309e-05-0.00022i,-0.00067196+0.00035902i,0.00014971+0.00078765i,0.00058074-8.8348e-05i,0.00027965-0.00052891i,0.00012978-0.00014128i,7.9109e-05+0.00035742i,0.00011646+0.00058282i,0.00034633+0.0011067i,0.00027999+0.001338i,1.6188e-05-5.1016e-05i,-0.00017197-0.00093481i,-0.00026325-0.00016683i,-0.00049664+0.00018149i,3.7413e-05-0.00025355i
-0.00052687-0.00016487i,4.4134e-05+0.0010374i,0.00067977+0.0010433i,0.00057498+0.00081401i,0.00021777+0.0011034i,0.00039255+0.0012972i,-3.26e-05+0.0008791i,-0.00013695+3.5208e-06i,0.00053963-0.00056304i,0.00062413-0.00080758i,-0.00023769-1.2568e-05i,-0.000903+0.00040493i,5.7031e-05-0.00014358i,-0.00012236-0.00027419i,-0.000463-0.00046978i,0.0010273-0.00029189i,0.0013743+5.052e-05i,0.00055288+8.0458e-05i,-0.00080032+0.00043999i,-0.00020082-1.4871e-05i,0.00037775-0.0002352i,-0.0001227-0.00022547i,-0.00061618+0.00040007i
0.0022252+0.00057053i,0.0023661+0.00078668i,0.0014486+0.00059813i,5.9908e-05+0.00032469i,-0.00047073+0.00066368i,-0.00028859+0.00073651i,0.00020524+0.00042059i,0.0003721+0.00043836i,0.00018481+6.2908e-05i,-4.3669e-05+8.0195e-05i,-0.00033043+0.00011086i,-0.00043611-0.00018416i,-0.00033335-0.00060585i,0.000765-0.00056156i,0.0013177+5.0808e-06i,0.0011262-6.4667e-05i,0.00012148-0.00044164i,-0.00072699-0.00050775i,-0.00013327-0.00094821i,0.00048253-0.0010633i,-0.00047209-0.00038276i,-0.00099765-6.502e-05i,-0.00050566+7.6859e-05i
0.00037366-0.00033365i,0.0011844-0.00025823i,0.0012717+0.00059624i,0.0010605+0.0012361i,0.0012991+0.00076007i,0.0012854-0.00036709i,0.0014476-0.00083886i,0.0015517+0.0002514i,0.00025812+0.00029252i,-0.00067388-0.00056227i,-0.00081161-0.00069401i,-0.00020854-0.00038165i,-0.00019811+7.869e-05i,-0.00065631-0.0001226i,-0.00013598-0.00044929i,0.00030656-0.0001638i,0.00017872+2.2021e-05i,0.00029294-4.8587e-05i,0.00018825-6.728e-05i,5.8679e-05-0.00050436i,0.00022993-0.00075784i,-0.00037276+0.00018425i,-0.00055577+0.0010328i
