0.00090916+0.0014293i,0.0020363+0.00056913i,0.0010512-0.00073114i,8.698e-05-0.0011278i,-0.00053087-9.0676e-05i,-0.00046435+0.0011544i,0.00073081+0.0018205i,0.0015232+0.0018429i,0.0016513+0.0016681i,0.0014008+0.00043668i,0.0014557-0.00011925i,0.00080459+0.00016599i,-0.00015549+0.00033359i,0.00015773+7.7976e-05i,0.00019922-0.00013563i,-0.00036297+0.00059723i,-0.00067107+0.00028381i,-5.9718e-05-0.0005644i,0.0011094-0.00060369i,0.00083368-0.00075384i,-0.00044242-0.00081769i,-0.00086212+3.077e-05i,-0.00062967+0.00048328i
-0.032086+0.084463i,-0.059154+0.028372i,-0.065796-0.079038i,-0.03596-0.15826i,-0.015104-0.14095i,-0.018497-0.056346i,0.0042362+0.016101i,0.018233+0.040161i,0.0015274+0.030053i,0.00059708+0.0073916i,0.014835-0.0072834i,0.018588-0.0071704i,0.011123+0.001514i,0.0066166+0.017158i,0.015373+0.037266i,0.032699+0.048296i,0.043497+0.039076i,0.039747+0.018045i,0.025242+0.0026508i,0.011097-9.4881e-05i,0.0018791+0.0031804i,-0.0040441+0.0072765i,-0.0076472+0.013262i
-0.03116-0.063399i,-0.0057676-0.024834i,-0.022639+0.0523i,-0.093038+0.12849i,-0.10146+0.1434i,-0.035454+0.078052i,0.0092974-0.0029574i,0.028606-0.050192i,0.034411-0.058868i,0.014665-0.039469i,-0.012862-0.017705i,-0.02674-0.010336i,-0.029014-0.015424i,-0.030141-0.023741i,-0.02811-0.032018i,-0.023655-0.035104i,-0.01793-0.027652i,-0.010629-0.014458i,-0.0051873-0.0018129i,-0.0022619+0.0048399i,-0.0007789+0.0027007i,0.00049668-0.0049938i,0.0014599-0.013094i
0.070581+0.017087i,0.045645+0.0080119i,0.065388-0.03434i,0.11855-0.098855i,0.093411-0.098202i,0.028587-0.034364i,-0.0048583+0.011342i,-0.029602+0.038538i,-0.035009+0.053553i,-0.014694+0.037397i,0.00057532+0.011901i,0.0043438+0.0026298i,0.0059802+0.0065218i,0.01037+0.014596i,0.015056+0.022332i,0.019049+0.022306i,0.017097+0.0088513i,0.0073937-0.0061657i,-0.0034658-0.011722i,-0.010201-0.008207i,-0.0095893-0.00051749i,-0.0028133+0.0067333i,0.0043239+0.010059i
-0.055533+0.040161i,-0.043025+0.023873i,-0.070083+0.059362i,-0.091455+0.14662i,-0.027479+0.14912i,0.039185+0.065286i,0.045683-0.0010589i,0.031548-0.033229i,0.013555-0.035349i,-2.3781e-05-0.014622i,-0.0021527+0.00063202i,-0.003919+0.0061028i,-0.001474+0.0068478i,0.00164-0.0056174i,-0.0080683-0.027608i,-0.027295-0.040266i,-0.039129-0.031363i,-0.036774-0.013552i,-0.026173-0.0033785i,-0.014097-0.00098827i,-0.0028258-0.0038368i,0.0067212-0.009778i,0.010444-0.016395i
0.011942-0.056089i,0.044378-0.021951i,0.13076-0.044658i,0.19103-0.1317i,0.14657-0.1474i,0.050698-0.095591i,-0.024989-0.044346i,-0.056545+0.01114i,-0.036369+0.050032i,-0.00045979+0.0503i,0.022282+0.031469i,0.034852+0.011809i,0.039017+0.0037023i,0.040559+0.009868i,0.042534+0.023328i,0.042407+0.033874i,0.038709+0.03071i,0.030167+0.018229i,0.019448+0.0063455i,0.010579-0.00097796i,0.0053082-0.00090316i,0.0020121+0.0034328i,-0.00078367+0.0089748i
0.023351+0.053659i,-0.048875+0.021576i,-0.15915+0.052643i,-0.19357+0.12285i,-0.13021+0.11249i,-0.049937+0.068474i,0.009252+0.058077i,0.046145+0.027155i,0.037744-0.018712i,0.012819-0.036853i,-0.0018536-0.031407i,-0.014243-0.01738i,-0.021953-0.008801i,-0.026547-0.013281i,-0.031968-0.024425i,-0.033545-0.02965i,-0.027419-0.024169i,-0.01577-0.012558i,-0.0043673-0.0018249i,0.0029739+0.0034246i,0.0039971+0.0032238i,-0.0007229-0.00020944i,-0.0068238-0.0041646i
-0.052336-0.0080325i,0.04436-0.0092373i,0.1591-0.092583i,0.165-0.19914i,0.091262-0.2036i,0.033299-0.15064i,-0.0052575-0.11913i,-0.022835-0.08172i,-0.0036766-0.045389i,0.013058-0.023689i,0.013767-0.0037319i,0.017289+0.0010485i,0.01224-0.0055007i,-0.0015378+0.0049695i,-0.00061878+0.030239i,0.015912+0.041567i,0.027643+0.030487i,0.026655+0.011607i,0.021179-0.00011511i,0.017276-0.0029047i,0.01168-0.0022752i,0.0053912+0.0021959i,0.0027962+0.010052i
0.035555-0.050785i,-0.079545-0.015045i,-0.19963+0.10359i,-0.20512+0.19313i,-0.14744+0.16473i,-0.1061+0.12174i,-0.045621+0.11924i,0.007044+0.090262i,0.002487+0.044075i,-0.019869+0.012219i,-0.032727-0.0065261i,-0.035878-0.0028216i,-0.024364+0.0059976i,-0.012444-0.0029068i,-0.014233-0.02032i,-0.024731-0.02833i,-0.031833-0.022458i,-0.031735-0.0099732i,-0.026715-0.00036427i,-0.020782+0.0025386i,-0.014229+0.00085285i,-0.0060484-0.0042804i,-0.00039707-0.012386i
0.0080409+0.079892i,0.11507+0.0040939i,0.1896-0.15207i,0.14601-0.22183i,0.072703-0.14556i,0.04981-0.092024i,0.015591-0.10492i,-0.023461-0.082343i,-0.018747-0.029502i,0.005796+0.010011i,0.02526+0.024342i,0.03174+0.012996i,0.022527+0.0023912i,0.016222+0.01016i,0.023921+0.023641i,0.034475+0.027734i,0.034416+0.021554i,0.026974+0.011303i,0.016921+0.0027132i,0.009284-0.0012095i,0.0077289-0.0022941i,0.0096365-0.0017169i,0.012335+0.001956i
-0.075975-0.073287i,-0.16116+0.044449i,-0.17587+0.23673i,-0.098738+0.32105i,-0.048538+0.25816i,-0.048795+0.19985i,-0.024586+0.17759i,0.0019529+0.13366i,-0.0045057+0.085895i,-0.01774+0.049645i,-0.026656+0.019994i,-0.030604+0.0089462i,-0.015409+0.0096548i,0.0062933-0.0038031i,0.0056388-0.028388i,-0.011223-0.037029i,-0.019213-0.026572i,-0.017736-0.012745i,-0.01642-0.0047655i,-0.017174+0.00043903i,-0.014977+0.0050573i,-0.0096762+0.0030515i,-0.0086105-0.0048654i
0.13289+0.01503i,0.17677-0.1259i,0.12846-0.2894i,0.039152-0.29334i,0.037911-0.17271i,0.093828-0.11082i,0.089525-0.1191i,0.042222-0.11051i,0.020425-0.08208i,0.02865-0.048995i,0.046466-0.018534i,0.048827-0.0067998i,0.026825-0.0016767i,0.0040989+0.013648i,0.00087569+0.030361i,0.011221+0.032287i,0.018972+0.01943i,0.019233+0.0063957i,0.016982+0.00051067i,0.015711-0.00083773i,0.014973-0.0016876i,0.011501+0.00037422i,0.008778+0.0073896i
-0.13784+0.060431i,-0.13227+0.20888i,-0.021377+0.32924i,0.096353+0.27185i,0.097593+0.11176i,0.019165+0.028756i,-0.025896+0.024289i,-0.028037+0.022941i,-0.023229+0.012757i,-0.026277-0.0012827i,-0.037942-0.0081451i,-0.039227-0.0037638i,-0.023273-0.0052841i,-0.0088562-0.018618i,-0.011769-0.029708i,-0.023391-0.027512i,-0.026984-0.017447i,-0.019338-0.0095937i,-0.0092469-0.0053383i,-0.0046271-0.0013168i,-0.0048793+0.0035833i,-0.0053765+0.004299i,-0.0073369-0.0025841i
0.098449-0.14527i,0.051077-0.28772i,-0.076299-0.3771i,-0.15926-0.31481i,-0.11839-0.18498i,-0.038392-0.1037i,0.0024644-0.061164i,0.021635-0.038528i,0.024621-0.030433i,0.025973-0.021456i,0.039188-0.01556i,0.042269-0.01451i,0.02531-0.0089631i,0.0057076+0.0063164i,0.0027161+0.024015i,0.014437+0.029468i,0.019843+0.022747i,0.013668+0.01274i,0.0095226+0.0052935i,0.012941-0.0010915i,0.015381-0.0081313i,0.013061-0.010015i,0.011849-0.0049705i
-0.023133+0.18778i,0.063609+0.30407i,0.19914+0.32993i,0.24279+0.20864i,0.14627+0.062819i,0.028123+0.00066174i,-0.034232-0.0092072i,-0.054682+0.0076755i,-0.041847+0.030997i,-0.032212+0.032618i,-0.047841+0.02131i,-0.053235+0.011658i,-0.035196+0.0024948i,-0.015138-0.0093561i,-0.0080816-0.020947i,-0.012828-0.024532i,-0.015797-0.021463i,-0.012478-0.016325i,-0.0092543-0.012235i,-0.0096556-0.0085037i,-0.010108-0.0030442i,-0.0081443-0.00020666i,-0.0088249-0.0034986i
-0.067072-0.17461i,-0.18508-0.25911i,-0.32705-0.24393i,-0.36327-0.1076i,-0.26247+0.026161i,-0.13028+0.077776i,-0.029828+0.092532i,0.033496+0.077202i,0.045206+0.039075i,0.039693+0.013633i,0.05037+0.00071835i,0.053825-0.0037689i,0.040467+0.0018146i,0.02704+0.012767i,0.022555+0.022929i,0.024413+0.024229i,0.021772+0.020182i,0.010208+0.017522i,-0.0012043+0.015496i,-0.0058791+0.011002i,-0.0040036+0.0048927i,-3.7538e-05+0.00089673i,0.0051092+0.0035814i
0.14581+0.12662i,0.27621+0.18294i,0.38558+0.15452i,0.36216+0.052359i,0.23181-0.026464i,0.12006-0.055739i,0.043847-0.082055i,-0.020825-0.078416i,-0.03936-0.041511i,-0.033757-0.014652i,-0.044502+0.0038258i,-0.049135+0.015098i,-0.035375+0.012227i,-0.01879+0.00069577i,-0.013023-0.013067i,-0.017943-0.020799i,-0.01877-0.02195i,-0.010597-0.017985i,-0.0037554-0.0112i,-0.0027037-0.0036319i,-0.0036977+0.0038404i,-0.002709+0.0068831i,-0.002687+0.0025291i
-0.18248-0.057761i,-0.32636-0.076565i,-0.4225-0.024619i,-0.37038+0.074176i,-0.22784+0.12835i,-0.12542+0.12715i,-0.054111+0.12369i,0.016638+0.093907i,0.040272+0.034827i,0.034852+0.0013455i,0.047116-0.0075311i,0.0557-0.010147i,0.04461-0.0083559i,0.02609-0.0036545i,0.014087+0.0064234i,0.01505+0.015225i,0.016197+0.017813i,0.01126+0.016289i,0.0072319+0.013024i,0.007917+0.010574i,0.010444+0.0060593i,0.0096277+5.1625e-06i,0.0073223-0.0031558i
0.17799-0.020349i,0.33112-0.040123i,0.43526-0.10382i,0.39756-0.17297i,0.27999-0.16967i,0.19421-0.13239i,0.11662-0.13351i,0.024403-0.12325i,-0.021912-0.067947i,-0.024933-0.018365i,-0.034583+0.0054998i,-0.046127+0.013653i,-0.040856+0.011719i,-0.025907+0.0050552i,-0.017799-0.0063963i,-0.019122-0.015755i,-0.017452-0.018509i,-0.0085456-0.019071i,0.00072603-0.019589i,0.0035244-0.01833i,0.0014301-0.013248i,-0.0003503-0.0077316i,-0.0044121-0.0058447i
-0.1407+0.090079i,-0.28281+0.14689i,-0.36524+0.21573i,-0.303+0.23862i,-0.18487+0.16978i,-0.13215+0.094554i,-0.097119+0.091974i,-0.032955+0.093604i,0.0067898+0.056147i,0.015956+0.023702i,0.032531+0.0035657i,0.043933-0.013387i,0.036093-0.017059i,0.021791-0.0082083i,0.012908+0.0066478i,0.01472+0.017679i,0.014848+0.019867i,0.0068413+0.017885i,0.000628+0.014383i,0.00063941+0.010264i,0.0037743+0.0056709i,0.0049224+0.0025679i,0.007011+0.0034961i
0.093652-0.1189i,0.21755-0.21951i,0.29119-0.31036i,0.23256-0.32364i,0.13523-0.23275i,0.11093-0.13154i,0.097117-0.10747i,0.032495-0.095521i,-0.01385-0.043372i,-0.016251-0.009166i,-0.021883-0.0037985i,-0.030241+0.0010049i,-0.023753+0.0055124i,-0.012334+0.0052598i,-0.0056246-0.0021647i,-0.0064405-0.010235i,-0.0084306-0.012604i,-0.0050489-0.013083i,-0.0022147-0.012397i,-0.004963-0.0087389i,-0.0095225-0.0036872i,-0.0087747-0.0002799i,-0.0053286-0.0016749i
-0.038015+0.1326i,-0.13343+0.26395i,-0.20926+0.3625i,-0.19119+0.3467i,-0.13669+0.21794i,-0.13534+0.088671i,-0.13975+0.063881i,-0.082031+0.082199i,-0.019166+0.055613i,0.0019849+0.016935i,0.013705+0.001196i,0.025284-0.0036226i,0.024414-0.0041656i,0.01577-0.0010859i,0.0081566+0.0055158i,0.0081309+0.011571i,0.009081+0.014105i,0.002796+0.015248i,-0.0027882+0.016664i,-0.00035198+0.01565i,0.0066977+0.0096783i,0.010409+0.002584i,0.0094409+0.00082842i
-0.0061939-0.12146i,0.043301-0.27011i,0.091424-0.37884i,0.076218-0.35279i,0.038322-0.20108i,0.060586-0.042119i,0.09915+0.0020789i,0.077617-0.024407i,0.033907-0.025173i,0.014096-0.014743i,-0.005029-0.011279i,-0.021394-0.0012423i,-0.017572+0.0049577i,-0.0078987-9.3645e-05i,-0.0039667-0.0090123i,-0.0041065-0.016709i,-0.0030744-0.020632i,0.0019721-0.019351i,0.0044419-0.017179i,-0.00023129-0.014078i,-0.0082189-0.0071037i,-0.011919-0.0018316i,-0.01135-0.0042461i
0.029962+0.11119i,0.02731+0.26344i,0.00079349+0.39117i,0.012517+0.38092i,0.045091+0.22187i,0.0050099+0.040206i,-0.060965-0.019189i,-0.0546+0.0016128i,-0.015857+0.00087196i,-0.003575-0.0011788i,0.0050098+0.01139i,0.015133+0.013587i,0.011994+0.01224i,0.0057453+0.013841i,0.0026383+0.013171i,6.2059e-05+0.012298i,-0.0022358+0.012911i,-0.0047343+0.011759i,-0.0035746+0.0093473i,0.0047966+0.0072152i,0.014644+0.0033369i,0.018273+0.00065988i,0.014971+0.0024269i
-0.059722-0.081345i,-0.088718-0.21302i,-0.064413-0.34352i,-0.049766-0.34834i,-0.061389-0.18879i,-0.016223-0.0061168i,0.0609+0.046671i,0.071719+0.0084685i,0.030885-0.01036i,0.0083593-0.0066474i,0.001382-0.012229i,-0.006745-0.01818i,-0.0079208-0.019154i,-0.0041833-0.019038i,-0.0025213-0.016612i,-0.0016401-0.013847i,0.0010674-0.01246i,0.0046731-0.01042i,0.0053302-0.010022i,0.00025235-0.0095023i,-0.0085654-0.0059352i,-0.012514-0.0026626i,-0.0095842-0.0047107i
0.080828+0.05034i,0.13632+0.15536i,0.1387+0.28984i,0.12678+0.31463i,0.1236+0.16761i,0.069705-0.018689i,-0.023289-0.090188i,-0.062862-0.054992i,-0.040463-0.014383i,-0.016597+0.0027043i,0.0033414+0.014556i,0.02001+0.016124i,0.018365+0.012151i,0.0091927+0.013029i,0.0041632+0.014897i,0.00065074+0.016503i,-0.004875+0.018212i,-0.0095714+0.017684i,-0.0088881+0.015033i,-0.0021869+0.011865i,0.008871+0.00654i,0.015712+0.001353i,0.012919+0.00078825i
-0.090538-0.019451i,-0.15673-0.10286i,-0.18868-0.24509i,-0.19491-0.29862i,-0.19115-0.1732i,-0.13181+0.01793i,-0.026732+0.10311i,0.027766+0.076257i,0.020474+0.043145i,0.010788+0.024776i,0.0043023+0.0020933i,-0.0054751-0.010783i,-0.0051698-0.015261i,-0.001608-0.016499i,-0.0011521-0.012113i,0.0025333-0.010788i,0.0077782-0.012783i,0.012243-0.011908i,0.0121-0.0082512i,0.0038456-0.0037404i,-0.0074454+0.0020184i,-0.013852+0.0056201i,-0.012826+0.0029969i
0.076009-0.016825i,0.1404+0.045398i,0.18651+0.18381i,0.2039+0.25487i,0.21095+0.15862i,0.16961-0.013892i,0.061694-0.099888i,-0.018057-0.070029i,-0.017615-0.024426i,0.002966-0.0079387i,0.0088232+0.005698i,0.01087+0.018796i,0.010072+0.025545i,0.0070633+0.02523i,0.0041363+0.018545i,5.9589e-05+0.012468i,-0.0041545+0.0081405i,-0.0073731+0.0050586i,-0.0089138+0.0041487i,-0.0039678+0.0050381i,0.0076638+0.0029943i,0.016438-0.0010811i,0.015166+0.00011946i
-0.048739+0.046881i,-0.11059+0.0012319i,-0.17463-0.12606i,-0.20231-0.21484i,-0.2088-0.15806i,-0.18375-0.012901i,-0.095423+0.085671i,-0.011004+0.081102i,0.0032795+0.039029i,-0.0077215+0.017502i,-0.01345+0.0033907i,-0.019299-0.0083992i,-0.015692-0.012103i,-0.0064414-0.012654i,0.00037859-0.010972i,0.0068761-0.010366i,0.012314-0.012195i,0.014757-0.013158i,0.012955-0.013361i,0.0058837-0.012116i,-0.0041564-0.0080597i,-0.010458-0.0045452i,-0.0082998-0.0048959i
0.013448-0.052894i,0.074858-0.015686i,0.15972+0.10221i,0.21088+0.20404i,0.22912+0.16844i,0.21019+0.033469i,0.12459-0.06979i,0.029938-0.079504i,-0.0022574-0.048562i,-0.0018941-0.032634i,0.00035768-0.021184i,0.0039151-0.006966i,0.002759+0.0056624i,0.0017641+0.011217i,2.6526e-05+0.0072373i,-0.0057747+0.0048039i,-0.010522+0.0081416i,-0.01321+0.0090368i,-0.013876+0.0078629i,-0.0093418+0.0065556i,0.00076092+0.0034046i,0.0082097-0.00036545i,0.0059542-0.0015975i
0.016059+0.042384i,-0.039439+0.01645i,-0.13679-0.085292i,-0.20605-0.19661i,-0.23853-0.1895i,-0.23199-0.075107i,-0.14894+0.029877i,-0.045444+0.051604i,-0.0091648+0.027431i,-0.010829+0.018277i,-0.0072595+0.014003i,-0.0032694-0.00029151i,-0.0014648-0.013618i,-0.00080613-0.016544i,0.00098029-0.011612i,0.0044681-0.0086282i,0.0062762-0.0078177i,0.0084546-0.004637i,0.012012-0.0032905i,0.011205-0.0053427i,0.0024692-0.0057377i,-0.0060105-0.0027449i,-0.005455-0.00067165i
-0.044981-0.015335i,0.0022887+0.0048374i,0.098152+0.086885i,0.1748+0.19744i,0.21173+0.21858i,0.21904+0.12179i,0.1582+0.00016136i,0.070617-0.048685i,0.033447-0.034598i,0.027114-0.023111i,0.018536-0.017661i,0.014055-0.0049991i,0.010995+0.0044836i,0.0041183+0.0081946i,-0.0050668+0.0093945i,-0.012366+0.0090268i,-0.015493+0.0080127i,-0.015786+0.0068792i,-0.014975+0.007579i,-0.010236+0.01097i,0.0011638+0.012049i,0.010311+0.0082679i,0.0082038+0.0045471i
0.035805-0.019389i,-0.0056033-0.039809i,-0.1011-0.10452i,-0.17918-0.20715i,-0.21373-0.2385i,-0.21627-0.14932i,-0.15838-0.029741i,-0.077237+0.025858i,-0.029582+0.029793i,-0.0094338+0.033227i,0.00019451+0.034992i,0.0020261+0.023645i,0.0028314+0.0081506i,0.004773-0.0014954i,0.0074565-0.003743i,0.011341-0.0040724i,0.01354-0.0052196i,0.013881-0.0048605i,0.013184-0.0051609i,0.0083863-0.0080907i,0.0002905-0.0088067i,-0.0040422-0.0057957i,-0.0002787-0.0035854i
-0.022778+0.044104i,0.016695+0.06581i,0.099271+0.11832i,0.17725+0.22332i,0.21952+0.27792i,0.22182+0.19979i,0.15768+0.07186i,0.070577+0.006813i,0.024458-0.0032279i,0.011553-0.011134i,0.0029653-0.016741i,-0.0035742-0.010118i,-0.0067402+4.3922e-05i,-0.0081777+0.0072281i,-0.0077421+0.0099044i,-0.006531+0.010247i,-0.0041303+0.0090851i,-0.0032717+0.0065378i,-0.0068914+0.0064067i,-0.0090746+0.01145i,-0.0032656+0.015739i,0.0025826+0.012177i,-8.2297e-05+0.006417i
-0.016239-0.064122i,-0.056712-0.081899i,-0.12114-0.12297i,-0.1727-0.21941i,-0.18683-0.28462i,-0.17976-0.22066i,-0.14046-0.087182i,-0.081992-0.0049015i,-0.048447+0.01263i,-0.032493+0.019237i,-0.014585+0.021918i,-0.0046815+0.010712i,-0.0020516+0.0015739i,0.0036299-0.0020589i,0.010561-0.0072946i,0.014223-0.0098696i,0.013935-0.0070706i,0.011894-0.0049867i,0.01144-0.0081725i,0.0098687-0.014013i,0.0026034-0.017091i,-0.0034855-0.014339i,-0.0021128-0.0082099i
0.05586+0.050746i,0.098416+0.0637i,0.14867+0.107i,0.18591+0.20446i,0.18357+0.2675i,0.1626+0.21716i,0.13011+0.10369i,0.080968+0.022764i,0.041172-0.004657i,0.021226-0.018715i,0.010175-0.028404i,0.0047839-0.020744i,0.0020515-0.0058935i,-0.00247+0.0030535i,-0.0079393+0.0069673i,-0.012047+0.0071033i,-0.011308+0.0033375i,-0.009783-0.00093782i,-0.010631-0.00058909i,-0.0079408+0.0058122i,-0.00027188+0.011223i,0.0042718+0.00999i,0.0019644+0.0046589i
-0.080306-0.014483i,-0.11817-0.026734i,-0.15931-0.091257i,-0.19733-0.21163i,-0.1919-0.28837i,-0.15445-0.24779i,-0.11213-0.13981i,-0.064417-0.053986i,-0.029747-0.01629i,-0.013865+0.003074i,-0.0031121+0.016689i,0.0049426+0.017018i,0.0091495+0.0086352i,0.010588-0.0007858i,0.0095395-0.0083199i,0.0070325-0.010607i,0.0024719-0.0075803i,-4.6086e-05-0.0045836i,0.002815-0.0059191i,0.0050219-0.01208i,0.002306-0.01787i,-0.00049078-0.018112i,0.00070787-0.013573i
0.080389-0.032205i,0.11296-0.023185i,0.15244+0.051203i,0.18453+0.17622i,0.15736+0.25993i,0.10177+0.23679i,0.072893+0.13741i,0.054654+0.047422i,0.038043+0.011931i,0.028908-0.00047076i,0.016677-0.0093131i,0.0059774-0.0085188i,0.0028982-0.0042727i,-0.0023209+0.0011087i,-0.0082576+0.0079587i,-0.0089488+0.00935i,-0.0070881+0.0037421i,-0.0063575+0.00064138i,-0.006695+0.0063074i,-0.00436+0.016045i,0.00031575+0.021631i,0.0027958+0.019786i,0.00085854+0.01305i
-0.047394+0.071198i,-0.079129+0.061635i,-0.13839-0.015547i,-0.18294-0.13062i,-0.14498-0.20762i,-0.075222-0.19685i,-0.053104-0.12417i,-0.053071-0.04835i,-0.036347-0.0080269i,-0.022883+0.0062979i,-0.018468+0.014899i,-0.014023+0.015905i,-0.0070411+0.009165i,0.0014674-0.00060696i,0.0078039-0.0084347i,0.0093669-0.0083352i,0.0075255-0.0017812i,0.0060997+0.0027195i,0.0059356-0.00061588i,0.0037881-0.0069882i,0.0013183-0.011835i,0.0011589-0.012769i,0.0026947-0.0076849i
-0.00075354-0.08193i,0.0375-0.068307i,0.11802+0.0073707i,0.18036+0.12273i,0.14963+0.20855i,0.074153+0.1988i,0.040142+0.12495i,0.032129+0.058383i,0.016041+0.020347i,0.0068213-0.00097048i,0.0067633-0.015112i,0.0048-0.01971i,-0.0031644-0.013135i,-0.0091775-0.00084641i,-0.0080528+0.0083833i,-0.0043984+0.0096545i,-0.0012841+0.0067598i,-0.00040958+0.0047565i,-0.0018238+0.0058997i,-0.0017137+0.0090552i,0.00060355+0.013414i,0.00097915+0.016139i,0.00099897+0.013257i
0.03959+0.056385i,-0.0032082+0.049443i,-0.093956-0.0054518i,-0.15108-0.10091i,-0.10813-0.1854i,-0.034792-0.18234i,-0.018243-0.11171i,-0.026031-0.053046i,-0.022933-0.026417i,-0.020563-0.011399i,-0.015038+0.0022246i,-0.0066407+0.0077948i,-0.00039018+0.0060732i,0.0054721+0.00025706i,0.007691-0.0064738i,0.0053105-0.006697i,0.0023974-0.0012318i,0.0014325+0.00037512i,0.0010739-0.0050325i,-0.00097882-0.011657i,-0.0029417-0.01675i,-0.0012118-0.019092i,0.0014164-0.016295i
-0.063196-0.022283i,-0.020904-0.028791i,0.075526-0.0065033i,0.13562+0.054257i,0.088572+0.12062i,0.018214+0.13061i,0.013282+0.085676i,0.025799+0.0413i,0.022965+0.015919i,0.024722+0.0042106i,0.028719-0.0048523i,0.024147-0.010703i,0.012499-0.0069082i,0.0018334+0.002877i,-0.0031371+0.0099899i,-0.0027774+0.0081169i,-0.0010135-0.00075523i,0.00087525-0.0066571i,0.0032777-0.003925i,0.0051583+0.0036995i,0.0046961+0.011347i,0.0014088+0.014366i,-0.0012969+0.0087574i
0.056224-0.022102i,0.01934-0.00973i,-0.074053-0.011824i,-0.13998-0.054488i,-0.097887-0.11007i,-0.026472-0.11787i,-0.012645-0.077035i,-0.013967-0.040192i,-0.0075054-0.01564i,-0.0073109+0.0037007i,-0.0088104+0.017497i,-0.0058269+0.021705i,0.0017367+0.013559i,0.0055161+0.0014073i,0.0033535-0.0060633i,0.0010446-0.0069189i,-0.00049356-0.0048072i,-0.00017266-0.0037316i,-0.00067401-0.0047849i,-0.0022584-0.0059203i,-0.0012352-0.0090602i,0.0012654-0.013206i,0.00064823-0.011152i
-0.028332+0.053544i,-0.0022272+0.04014i,0.075673+0.02273i,0.12674+0.043568i,0.074636+0.089071i,0.0078808+0.098213i,0.0037667+0.067051i,0.010504+0.039942i,0.0093486+0.028627i,0.013219+0.017595i,0.010721+0.00316i,0.003248-0.0035241i,-0.0015277+0.00010862i,-0.0021304+0.0066989i,-0.00073882+0.010094i,0.0020151+0.006474i,0.0034125-1.9787e-05i,0.0024804-0.0018689i,0.0030654+0.0012064i,0.0040383+0.0053838i,0.0039645+0.010576i,0.0024349+0.014458i,0.00077314+0.012796i
-0.01086-0.05935i,-0.033602-0.048619i,-0.09417-0.010565i,-0.12762-0.0013933i,-0.072895-0.036415i,-0.010156-0.053896i,-0.0064249-0.041405i,-0.017202-0.025178i,-0.017589-0.014541i,-0.021548-0.010125i,-0.024743-0.0054006i,-0.01859+0.00037258i,-0.0076189-0.001829i,-0.0016903-0.0073656i,-0.0021631-0.0085849i,-0.003567-0.0034697i,-0.0041888+0.0050571i,-0.0053127+0.0086185i,-0.007515+0.0073018i,-0.0079656+0.0036623i,-0.0059245-0.0037863i,-0.0021911-0.010308i,0.0014477-0.0099402i
0.048671+0.039422i,0.075991+0.029081i,0.11376-0.012564i,0.1265-0.018104i,0.081297+0.029314i,0.025093+0.044567i,0.0073408+0.030203i,0.0072044+0.022866i,0.0058353+0.01092i,0.0078982-0.0035622i,0.010763-0.011599i,0.0086561-0.012492i,0.0041514-0.0058226i,0.0046448+0.0019315i,0.0060317+0.003987i,0.0048477+0.0014575i,0.0032527-0.00075697i,0.0030519-0.0013978i,0.0051634-0.002261i,0.0072633-0.0017538i,0.0064541+0.0029619i,0.002839+0.0073754i,0.0010466+0.0059921i
-0.065165-0.0069668i,-0.094559+0.007366i,-0.10829+0.04174i,-0.097072+0.030884i,-0.056623-0.025603i,-0.015168-0.039833i,-0.0029406-0.025961i,-0.0035829-0.025737i,-0.0038889-0.022639i,-0.0047508-0.012867i,-0.0033385-0.0036547i,-0.0010771-0.001228i,-0.0017711-0.005376i,-0.004511-0.0082321i,-0.0075731-0.0068413i,-0.0087534-0.0019827i,-0.0063434+0.0036664i,-0.0031553+0.0049572i,-0.0027677+0.0029625i,-0.0036267+0.00047291i,-0.0034604-0.0032179i,-0.001707-0.0065246i,-0.00016373-0.0058927i
0.060089-0.03369i,0.084959-0.059647i,0.087575-0.086017i,0.077784-0.063242i,0.053256-0.0059968i,0.024944+0.010221i,0.01162+0.0039091i,0.0060029+0.010096i,0.0077802+0.010444i,0.015211+0.010877i,0.018758+0.011552i,0.014843+0.0083952i,0.009586+0.0083049i,0.0078979+0.0090538i,0.008095+0.0054968i,0.0086043-0.0015774i,0.0091165-0.0075014i,0.0085998-0.0090816i,0.006705-0.0094735i,0.0058298-0.0082619i,0.0055983-0.0030529i,0.0044283+0.0010947i,0.002647+0.00095678i
-0.032922+0.062641i,-0.049702+0.096319i,-0.05489+0.10764i,-0.064029+0.064612i,-0.058503-5.0427e-05i,-0.037873-0.019806i,-0.022218-0.015362i,-0.010411-0.018207i,-0.0077294-0.0084919i,-0.011432+0.0037468i,-0.012059+0.0068509i,-0.010514+0.0058721i,-0.0083827+0.0032221i,-0.0079165+0.001424i,-0.0085109+0.0023618i,-0.0064219+0.0058335i,-0.0027219+0.0072378i,-0.00086671+0.0052869i,-0.0017513+0.0044413i,-0.0048862+0.0052631i,-0.006487+0.0045035i,-0.0043395+0.0022211i,-0.00057939+0.00024513i
