-0.0013421+0.0011969i,-0.00087079-0.00041159i,-0.002491-0.00039546i,-0.002357-0.00052348i,-0.0017189+0.00088323i,-0.002249+0.001739i,-0.0014142+0.0016148i,0.00022241+0.0018083i,0.0017027+0.0016291i,0.0020176+0.00058935i,0.00146-0.00060191i,0.001223-0.00030244i,0.00088377-0.00045187i,0.00092202-0.0013323i,0.00033186-0.0006362i,-0.00036946+0.00013154i,0.00028195-9.1952e-05i,0.0010081+0.00029326i,2.7726e-05+0.00076606i,-0.00069305+0.00039061i,-0.00042463-0.00039423i,2.5358e-05-0.00025858i,0.00048165+0.00030059i
-0.012686+0.013592i,-0.041929+0.016797i,-0.080717+0.032365i,-0.10177+0.070192i,-0.1035+0.091842i,-0.10403+0.073826i,-0.090709+0.050913i,-0.059457+0.035135i,-0.032884+0.015803i,-0.019958+0.0022452i,-0.012439-0.0017504i,-0.0072372-0.0045462i,-0.0058221-0.0072973i,-0.0051731-0.0072779i,-0.0032971-0.0054247i,-0.0009317-0.0024853i,0.0016432+0.0029087i,0.0042089+0.0072141i,0.0085911+0.0076266i,0.011912+0.0066758i,0.01023+0.0074876i,0.0073136+0.0073275i,0.0060935+0.0031154i
-0.0013016-0.014039i,0.01595-0.034904i,0.03619-0.057872i,0.037674-0.050052i,0.036397-0.009808i,0.049771+0.02246i,0.053676+0.032793i,0.041332+0.034468i,0.025252+0.030771i,0.011836+0.021388i,0.0070066+0.010438i,0.0034287+0.0004711i,-0.0014368-0.0025019i,0.0013124+0.00037787i,0.0086445+0.0016597i,0.010238+0.00032087i,0.0097024-0.0012991i,0.010263-0.0010734i,0.0063899-0.00096248i,-0.0020075-0.0041395i,-0.0087716-0.0099636i,-0.011004-0.012183i,-0.0094524-0.0070729i
0.010156+0.0051461i,0.026328+0.030494i,0.058861+0.05885i,0.089205+0.054936i,0.08293+0.032658i,0.052011+0.013947i,0.036039-0.0047963i,0.030314-0.014905i,0.022102-0.0098129i,0.015688-0.0022113i,0.0098827-0.0012762i,0.0025939+0.00022472i,-0.0011336+0.0045419i,-0.0023108+0.0046411i,-0.0053996+0.00074316i,-0.0062765-0.0014641i,-0.0023883-0.0016405i,0.0031788-0.0028041i,0.0061241-0.0053688i,0.0075973-0.0045108i,0.010013+2.9299e-07i,0.010327+0.0017643i,0.0071508-0.0010868i
-0.0049735+0.006542i,-0.035539+0.00061465i,-0.073161-0.0059755i,-0.06815-0.012371i,-0.01744-0.03181i,0.016944-0.045537i,0.012289-0.038065i,0.0055629-0.027349i,0.0093209-0.018835i,0.012973-0.010938i,0.010116-0.0068597i,0.0049684-0.0050439i,0.0047428-0.002943i,0.0054752-0.00061246i,0.0040719+0.0012896i,0.00034396+0.00040792i,-0.0042503-0.0029964i,-0.0079708-0.0048947i,-0.01004-0.0012981i,-0.0098027+0.00484i,-0.0089289+0.0076661i,-0.0086418+0.0074893i,-0.0070099+0.0081242i
-0.0032866-0.010072i,0.013045-0.036456i,0.018885-0.070981i,-0.0096529-0.08542i,-0.049858-0.069143i,-0.069338-0.041402i,-0.070651-0.018879i,-0.058842-0.0046985i,-0.036763-0.0031904i,-0.020274-0.0061635i,-0.011191-0.0031475i,-0.0019938-0.00060686i,0.0026021-0.0027375i,0.00071204-0.0019602i,-0.0010395+0.0021502i,-0.00032383+0.0040411i,0.00038091+0.0037588i,-0.00066642+0.0011779i,-0.00039104-0.0039016i,0.0018838-0.0083667i,0.0046155-0.0098781i,0.006945-0.008521i,0.006312-0.0082732i
0.0025152+0.0006036i,0.015474+0.032889i,0.034085+0.069867i,0.039465+0.07312i,0.024232+0.052145i,0.015239+0.041431i,0.021271+0.044454i,0.020393+0.040154i,0.0098604+0.023367i,-0.00087961+0.010068i,-0.0048948+0.0065038i,-0.0028841+0.0013075i,-0.0026553-0.0057758i,-0.0026317-0.0056725i,0.00097312-0.0012752i,0.0024448+0.0012836i,-8.826e-05+0.0040746i,-0.0016793+0.0085837i,-1.5558e-05+0.012489i,0.002782+0.014181i,0.0028788+0.01398i,0.00043316+0.01361i,-0.0012409+0.013201i
-0.0059136-0.003633i,-0.036914-0.0044336i,-0.075951+0.0079741i,-0.080261+0.039494i,-0.05119+0.063042i,-0.024229+0.052625i,-0.0014002+0.031529i,0.018172+0.017415i,0.014308+0.0076255i,0.00060238+0.0061245i,-0.00060539+0.0065029i,0.00053328+0.00225i,-0.0034576-0.00089444i,-0.0058705-0.0024496i,-0.0053313-0.0035388i,-0.0045745-0.0037928i,-0.0028451-0.0031592i,-0.00098543-0.00072619i,-0.002774-0.00074206i,-0.0067057-0.0039731i,-0.0074298-0.0062488i,-0.0047496-0.008936i,-0.0029425-0.012216i
0.004691-0.0043902i,0.025381-0.029946i,0.047356-0.067928i,0.050571-0.081045i,0.043654-0.058399i,0.042389-0.036287i,0.03319-0.039716i,0.015317-0.041575i,0.004855-0.024756i,0.003096-0.0068403i,0.0035612-0.0012963i,0.0019552-0.0029005i,-0.00073058-0.0026201i,-0.0004759-0.00070976i,0.0017986-0.00065064i,0.0031349-0.0019858i,0.0048996-0.0033891i,0.0076073-0.0037154i,0.0096606-0.0027292i,0.0118-0.00029326i,0.013531+0.0031621i,0.011962+0.006493i,0.0079222+0.010463i
-0.0023825+0.006018i,0.0090924+0.035529i,0.035571+0.066395i,0.056+0.056686i,0.048374+0.019507i,0.015976-0.0032114i,-0.015429-0.01181i,-0.028607-0.014247i,-0.022621-0.010867i,-0.01146-0.0092314i,-0.0077103-0.0080994i,-0.0042046-0.0030888i,0.0023379+0.0014043i,0.0032764+0.003492i,-0.00070975+0.0053101i,-0.0036868+0.0078189i,-0.0033496+0.0083487i,-0.0016314+0.0070828i,-0.0036118+0.0045642i,-0.0077681+0.0012062i,-0.012397-0.001054i,-0.015012-0.0039005i,-0.012857-0.0076512i
-0.005255-0.0095308i,-0.037465-0.016188i,-0.084816-0.013484i,-0.097958-0.0012596i,-0.063439+0.0017058i,-0.032343+0.0040098i,-0.024484+0.02734i,-0.015541+0.041498i,-0.0024397+0.026946i,0.0008429+0.0075591i,-0.0035475+0.00011349i,-0.003672-0.0022206i,0.001451-0.0050869i,0.0033939-0.0067578i,0.0014733-0.006035i,-0.00074729-0.0059132i,-0.0030747-0.0077686i,-0.0041632-0.0099465i,-0.002084-0.0091175i,0.003011-0.0069029i,0.0074357-0.0054604i,0.010014-0.0015477i,0.011308+0.0036185i
0.01583-0.00036318i,0.036672-0.025045i,0.050516-0.06499i,0.027005-0.078286i,-0.01097-0.05248i,-0.015266-0.020961i,0.0048726-0.00022595i,0.017345+0.011087i,0.01418+0.0065289i,0.0030649-0.0026446i,-0.0014345-0.0021063i,0.001173+9.1771e-05i,0.0022398-0.0013014i,0.0032927-0.00085632i,0.0058065+0.0011495i,0.007267+0.002838i,0.0073077+0.0045569i,0.0059316+0.005557i,0.0023467+0.005112i,-0.0039581+0.0066039i,-0.0097839+0.0098091i,-0.012315+0.0086019i,-0.013138+0.0024127i
-0.006067+0.010008i,0.001645+0.044906i,0.028755+0.082637i,0.047639+0.086202i,0.037894+0.058101i,0.028597+0.026933i,0.038566-0.00061603i,0.042455-0.022817i,0.027535-0.027671i,0.010608-0.016362i,0.0040713-0.0059811i,0.0018204-0.0030684i,-0.0022934-0.0024017i,-0.0041645-0.0016278i,-0.0043503-0.0024366i,-0.0059067-0.0025035i,-0.0071842-0.00050531i,-0.0062926+0.0010311i,-0.0024835-0.00026364i,0.0037163-0.004987i,0.0090189-0.010306i,0.012012-0.011493i,0.013591-0.0080501i
-0.0083307-0.015194i,-0.04096-0.024089i,-0.082741-0.01705i,-0.085272+0.0077033i,-0.052016+0.021913i,-0.034945+0.01061i,-0.036006-0.010206i,-0.031485-0.022498i,-0.020973-0.019595i,-0.0090264-0.012154i,-0.0014108-0.011022i,-0.00072034-0.0091788i,-0.0014657-0.0030208i,-0.0012198+0.00026179i,-0.0010697-0.00096738i,-0.0018515-0.0010004i,-0.0011474+0.0011605i,0.0015679+0.0018707i,0.0013587+0.0014542i,-8.6774e-05+0.004979i,-0.00079142+0.010288i,-0.0046042+0.010792i,-0.0097194+0.007323i
0.019802-0.0016594i,0.044799-0.025892i,0.062507-0.065808i,0.053757-0.082546i,0.034168-0.058432i,0.016251-0.02414i,-0.011533-0.0044938i,-0.033677+0.0064227i,-0.027112+0.011845i,-0.010304+0.0073895i,-0.0042235-0.00031152i,-0.0043119-0.0034635i,-0.0032575-0.0021006i,-0.0012566+0.00023933i,-0.00016497+0.0015858i,0.0010445+0.0023278i,0.0026966+0.0012458i,0.0036386-0.00040641i,0.003436-0.0025096i,0.00060814-0.0067215i,-0.0026595-0.012741i,-0.0014484-0.014228i,0.0046235-0.010082i
-0.0094543+0.017672i,-0.0025086+0.050812i,0.017403+0.079721i,0.03341+0.068055i,0.031978+0.032259i,0.021192+0.018559i,0.016141+0.029899i,0.015478+0.037014i,0.013146+0.025821i,0.0084512+0.0089158i,0.0021555+0.0017094i,-0.00060592+0.0018321i,-0.00032232+0.0020343i,-5.4462e-05+0.0022984i,0.00067068+0.0030524i,0.00084194+0.0040103i,0.0011585+0.0044999i,0.0008496+0.0038741i,0.00075977+0.0037824i,0.002835+0.0053631i,0.0047705+0.0095351i,0.0035271+0.013549i,-0.0014315+0.013033i
-0.01239-0.01682i,-0.044728-0.027145i,-0.083485-0.023316i,-0.089846-0.0074486i,-0.059987-0.0011477i,-0.023508-0.0032905i,0.0096658+0.0039183i,0.034517+0.0081017i,0.038187+0.0031898i,0.024596+0.00040126i,0.011728+0.00079017i,0.0046724-0.0010992i,0.00047277-0.0035882i,-0.0012836-0.0041589i,-0.0012008-0.0038864i,-0.0020207-0.0057504i,-0.0023752-0.0090844i,-0.0015159-0.0085601i,-0.0012264-0.0055642i,-0.0033773-0.0042183i,-0.0056816-0.0059062i,-0.0035329-0.0088787i,0.001955-0.011321i
0.026882-0.0025641i,0.052683-0.025036i,0.066761-0.057069i,0.045225-0.065723i,0.0071874-0.045294i,-0.0070363-0.032423i,-0.0032777-0.040427i,-0.0007782-0.04498i,0.00021486-0.035429i,0.0016551-0.020204i,0.0052989-0.0094143i,0.0072699-0.0060599i,0.00455-0.0059788i,0.0026624-0.0046789i,0.0029746-0.002488i,0.003419-0.00048254i,0.0029349+0.0024395i,0.0020482+0.0048441i,0.0025354+0.0049065i,0.0048225+0.0037522i,0.0090116+0.0029174i,0.0099901+0.0047629i,0.004903+0.0066343i
-0.0094602+0.022206i,-0.003411+0.057473i,0.016555+0.090073i,0.035894+0.087779i,0.032729+0.059596i,0.011295+0.032861i,-0.0081949+0.0088194i,-0.019007-0.011486i,-0.02022-0.016447i,-0.012985-0.008895i,-0.0052137-0.0029578i,-0.00076256-0.0031288i,0.00060216-0.0044592i,-0.00088855-0.0040463i,-0.003251-0.0025613i,-0.0049267-0.0001519i,-0.005227+0.0015334i,-0.0037361+0.0021399i,-0.0020032+0.002218i,-0.0033657+0.00053626i,-0.0075236-0.0013265i,-0.011019-0.0039963i,-0.0098736-0.0072298i
-0.016476-0.019401i,-0.050108-0.033423i,-0.083571-0.031677i,-0.078324-0.011786i,-0.042229+0.0059309i,-0.02307+0.015661i,-0.024983+0.02673i,-0.025713+0.033274i,-0.019518+0.027321i,-0.011829+0.014063i,-0.0067474+0.003568i,-0.0049051-0.00097021i,-0.0042573-0.00069723i,-0.0030136-2.7702e-06i,-0.001463-0.00032821i,5.0388e-05+0.00048469i,0.001882+0.00214i,0.0025836+0.0038101i,0.0019305+0.0040917i,0.0027496+0.0012833i,0.0062206+0.00016809i,0.0084524+0.0040789i,0.0064914+0.0077866i
0.027004-0.0076532i,0.055841-0.031411i,0.0709-0.063222i,0.055634-0.073109i,0.033927-0.052746i,0.02741-0.025726i,0.023661-0.0042132i,0.018094+0.014794i,0.013278+0.022548i,0.0077328+0.018103i,0.0030154+0.011347i,0.0016749+0.005714i,0.0023295+0.0022941i,0.0024345+0.0013996i,0.0025647+0.0016626i,0.002672+0.0017608i,0.0028429+9.2478e-05i,0.0032073-0.0019681i,0.0035598-0.0023775i,0.0015867-0.00022585i,-0.0028084+0.0033957i,-0.0055146+0.0037122i,-0.0041022+0.00077144i
-0.0060777+0.02671i,-0.0011966+0.064109i,0.013525+0.090384i,0.022277+0.074899i,0.016811+0.035151i,0.012819+0.0070182i,0.021161-0.0043526i,0.030191-0.010194i,0.026704-0.010724i,0.014852-0.0064146i,0.0064267-0.00076665i,0.004711+0.0038778i,0.0053536+0.0054619i,0.0046183+0.0050598i,0.0035421+0.0026296i,0.0027511+0.00091226i,0.00094967+0.0024749i,-0.0010136+0.0041168i,-0.0013245+0.0032236i,-0.00079485+0.00012732i,0.0018654-0.0041901i,0.0063991-0.0053879i,0.0087855-0.0028953i
-0.021669-0.016602i,-0.057062-0.028954i,-0.086598-0.025369i,-0.081482-0.007606i,-0.054377+0.0017319i,-0.0339-0.0027025i,-0.020266-0.010239i,-0.006163-0.017449i,0.004316-0.020048i,0.0049518-0.015506i,0.0018955-0.0090547i,0.00028382-0.0043891i,-0.00018827-0.0020053i,0.00070885-0.0019145i,0.0014877-0.0034382i,-0.00045995-0.0055662i,-0.0035181-0.0062271i,-0.0048844-0.0062393i,-0.0034627-0.0060623i,-0.0015543-0.002184i,-0.0016756+0.0039346i,-0.0042717+0.0050712i,-0.0060263+0.00075624i
0.025958-0.012685i,0.05347-0.03562i,0.06507-0.055641i,0.046726-0.050308i,0.016901-0.025789i,-0.0021683-0.0090941i,-0.016079-0.0074373i,-0.026328-0.0077375i,-0.025633-0.007846i,-0.017674-0.0080045i,-0.0087763-0.0066323i,-0.0021263-0.0059927i,-0.0012117-0.0053721i,-0.0025271-0.0031711i,-0.0025979-0.0002585i,-0.0020628+0.0027748i,-0.00097541+0.0050502i,0.0016098+0.0063502i,0.0023559+0.0055368i,7.6283e-05+0.0022089i,-0.0018849-0.0029129i,-0.001613-0.0056374i,-4.1898e-05-0.004036i
0.00079189+0.030949i,0.0087397+0.065541i,0.020678+0.085951i,0.02902+0.071706i,0.028216+0.042939i,0.020058+0.028026i,0.011997+0.023471i,0.003584+0.017715i,-0.0056485+0.010423i,-0.010217+0.0054773i,-0.0092886+0.0034129i,-0.0071501+0.001374i,-0.0060302-0.00021269i,-0.0051124-0.00058471i,-0.0047183+0.00058501i,-0.0058832+0.001528i,-0.0053201+0.00076066i,-0.0043214-0.00080533i,-0.0035364-0.0020072i,-0.00057731-0.00076114i,0.0015016+0.0030421i,-0.00072607+0.0061163i,-0.0038754+0.0056711i
-0.027056-0.013823i,-0.059694-0.024099i,-0.082939-0.02743i,-0.071743-0.018277i,-0.038517-0.0068894i,-0.013282-0.0003665i,-0.00018106+0.0070325i,0.0087719+0.014001i,0.0107+0.014507i,0.0062072+0.0080139i,0.0011924+0.002196i,-0.0033583+0.00043438i,-0.0051707+0.0015634i,-0.0031782+0.0031309i,0.00030593+0.0037873i,0.0034966+0.0034857i,0.0059173+0.0027336i,0.0073138+0.00099176i,0.0060363-0.00042232i,0.0020146-0.00059712i,-0.002349-0.0013453i,-0.0027108-0.0029421i,0.00058771-0.0031539i
0.022899-0.016532i,0.047667-0.038202i,0.062057-0.054727i,0.048246-0.052517i,0.02313-0.038117i,0.011378-0.027713i,0.0071879-0.02153i,0.0070438-0.014253i,0.010773-0.0064059i,0.011334-0.0016906i,0.0076926-0.001775i,0.0042172-0.0030732i,0.0014223-0.0037163i,-0.0001442-0.0031134i,0.00077114-0.0017591i,0.0019818-0.0010174i,0.00099768-0.0011266i,-0.0008131-0.000736i,-0.0012146-0.00040634i,0.00032565-0.0011204i,0.0031289-0.00041592i,0.0051107+0.0017632i,0.0040158+0.0023885i
0.0062179+0.031583i,0.014137+0.063966i,0.021712+0.08501i,0.023009+0.070702i,0.012666+0.036491i,0.0015313+0.014035i,-0.0010159+0.0031977i,0.00023299-0.0074317i,0.0023063-0.014187i,0.0030621-0.013486i,0.0025177-0.0083465i,0.0030046-0.0040482i,0.0040189-0.0026971i,0.003197-0.0023957i,0.0012893-0.0026272i,-0.00020797-0.0033073i,-0.00084912-0.0038978i,-0.00071003-0.0026257i,-0.0005373+0.00016087i,-0.0014255+0.00091105i,-0.0036543-2.1748e-07i,-0.004137-0.0014066i,-0.0023828-0.0032067i
-0.031496-0.010591i,-0.06328-0.021116i,-0.084943-0.022343i,-0.071952-0.0091254i,-0.040227+0.0035186i,-0.020457+0.0071255i,-0.011079+0.0073631i,-0.0053924+0.0041697i,-0.0030539-0.0031417i,-0.0022989-0.0070311i,-0.0023661-0.0058299i,-0.0024692-0.0052746i,-0.0019485-0.0060494i,-0.0016685-0.0059774i,-0.0020167-0.0049034i,-0.0029919-0.0029853i,-0.0031137-0.001192i,-0.0015372+0.00047052i,-0.0013957+0.0010086i,-0.00093406-0.0007418i,0.0019731-0.0025588i,0.0038675-0.002017i,0.001735-0.0010439i
0.019861-0.020858i,0.042762-0.041694i,0.055832-0.056465i,0.042575-0.048025i,0.021077-0.024722i,0.0099706-0.0093639i,0.0031585-0.0045947i,-0.0033457-0.0015728i,-0.0073084+0.0009681i,-0.0067562+0.00092224i,-0.0027088-0.00042483i,-7.1041e-05-0.0029983i,0.00034011-0.0042393i,5.2446e-05-0.0018272i,-0.0015254+0.0020496i,-0.0034057+0.0045935i,-0.0024561+0.0046013i,-0.00027031+0.0033897i,0.00051292+0.0018184i,0.00048812+0.0013128i,-0.001304+0.0025555i,-0.0034146+0.0027078i,-0.0037628+0.0012414i
0.010784+0.026365i,0.018834+0.056923i,0.024726+0.074188i,0.024553+0.058748i,0.018777+0.0305i,0.013553+0.012905i,0.010681+0.005061i,0.0071172+0.0015598i,0.0033945+0.0028761i,0.0010669+0.005085i,0.00047854+0.0050854i,0.00014818+0.0040899i,-0.00098321+0.0030956i,-0.00090992+0.0023797i,0.00075177+0.0021546i,0.0017562+0.0024093i,0.0020425+0.0029979i,0.0019107+0.0025028i,0.0015065+0.00086773i,0.0011721-0.0012168i,0.001099-0.003508i,0.0017257-0.003349i,0.0017135-0.00042906i
-0.028694-0.0039621i,-0.057893-0.011774i,-0.074131-0.015593i,-0.058938-0.010764i,-0.031887-0.0039936i,-0.016342-0.00033003i,-0.0098549+0.0029468i,-0.0024457+0.0051497i,0.0048716+0.0039183i,0.00667+0.0013749i,0.0034428+0.00029985i,0.00036459+0.0015362i,0.00087442+0.0021313i,0.0035922+0.00061518i,0.0055182-0.00042765i,0.0060103-0.0003674i,0.004744-0.00046821i,0.0020847-0.00066555i,-0.00023147-0.00048584i,-0.0010249+0.0013532i,-0.00072404+0.0032969i,-0.00037806+0.0036929i,-0.0005819+0.0036951i
0.015376-0.021237i,0.034798-0.043341i,0.044844-0.053019i,0.033881-0.040115i,0.014722-0.022994i,0.0050012-0.013509i,0.0021986-0.0066118i,0.0017517-0.0020486i,0.0046003-0.0019473i,0.0052112-0.002545i,0.0025253-0.0019959i,0.00070604-0.0015547i,-0.00029144-0.00099792i,-0.00060478-0.00097117i,-0.00052502-0.0029899i,-0.00048868-0.0045351i,0.00031284-0.0046849i,0.001955-0.0036599i,0.0022175-0.0021037i,0.0002943-0.0020396i,-0.00071483-0.003062i,0.00089674-0.0040256i,0.0020991-0.0035628i
0.010643+0.022606i,0.020299+0.049115i,0.02109+0.064861i,0.01394+0.05284i,0.0086555+0.028726i,0.0063249+0.013608i,0.0074385+0.0051746i,0.0080985-0.0020572i,0.0043416-0.0058805i,0.0001822-0.0053291i,-0.00097825-0.0028957i,0.00030524-0.0018344i,0.0013744-0.0016802i,0.0008668-0.0012716i,-0.0008135-0.0025579i,-0.0026346-0.0036251i,-0.0045481-0.0023839i,-0.0059889-0.00090273i,-0.0052804-0.00018321i,-0.0027564+0.00020582i,0.00022135+0.00072588i,0.0017884+0.0012351i,0.00064287-2.4857e-05i
-0.0237+0.001261i,-0.049793-0.0027994i,-0.063429-0.0093865i,-0.050404-0.0094241i,-0.028152-0.001999i,-0.013935+0.00087123i,-0.0060695-0.0004123i,-0.0014199-0.0025629i,-0.0011544-0.0040861i,-0.0029724-0.0029509i,-0.0035865-0.0012872i,-0.0044252-0.0014684i,-0.0055736-0.0020599i,-0.004399+0.00012456i,-0.0026121+0.003294i,-0.0019665+0.0045073i,-0.0018615+0.002848i,-0.0008904+0.0002394i,0.00082404-0.00077497i,0.0010114-0.0014021i,-0.00078372-0.0018282i,-0.0029195-0.0020446i,-0.0041703-0.0019495i
0.010618-0.017663i,0.026281-0.037313i,0.039094-0.043379i,0.033583-0.033017i,0.01763-0.019208i,0.0056305-0.0098275i,-0.0030224-0.0047504i,-0.0083611-0.00088496i,-0.0077155+0.0013559i,-0.0036247+0.0018407i,-0.0011261-0.00048655i,-0.00040768-0.0045046i,-0.0011289-0.005963i,-0.0013731-0.0034451i,0.00048161+0.00062591i,0.0020082+0.0045356i,0.0013535+0.0063568i,0.0010231+0.0062956i,0.00082428+0.0050901i,0.00047171+0.003271i,0.0014141+0.0021943i,0.0025647+0.0026018i,0.0017042+0.0030387i
0.011919+0.018977i,0.021277+0.040946i,0.021108+0.058611i,0.015079+0.048771i,0.010539+0.024908i,0.0075867+0.011445i,0.0047316+0.0089406i,0.0017421+0.0087006i,-0.0001034+0.0066413i,-1.4742e-05+0.0043513i,0.00027182+0.0023278i,0.00014606+0.00052382i,-1.7339e-05-0.0011848i,-0.00058293-0.0016657i,0.0002934-0.0013703i,0.0023374-0.0018601i,0.0032551-0.0017577i,0.0025795-0.0012652i,0.0019907-0.0013576i,0.0013586-0.00085766i,-0.0003811+0.00039704i,-0.0016447+0.0011608i,-0.00098334+0.0012551i
-0.024361+0.0038442i,-0.04529+0.0019926i,-0.056125-0.0047769i,-0.042945-0.0076294i,-0.019736-0.0038242i,-0.006806+0.00045349i,-0.00090367+0.0040432i,0.0052129+0.0058679i,0.0079825+0.0033862i,0.0048399-0.00030448i,0.001071-0.0017052i,8.4823e-05-0.0024722i,-0.00048627-0.0035562i,-0.00069616-0.0039108i,0.00055359-0.0041393i,0.0022691-0.0041268i,0.0030603-0.0030933i,0.001802-0.0016332i,0.00014332-0.00081002i,0.00018574-0.00066981i,0.00094592-0.00040045i,0.0024709+0.00010327i,0.0032261+0.00019895i
0.0056702-0.018417i,0.017526-0.036484i,0.028448-0.042282i,0.024412-0.029211i,0.012327-0.01421i,0.0057824-0.009682i,0.0049592-0.0093117i,0.0068044-0.008472i,0.0067015-0.0068895i,0.0033004-0.0056504i,0.0010524-0.0047409i,0.001591-0.004439i,0.0020067-0.0036733i,-0.00031351-0.0012171i,-0.0031877+0.00087761i,-0.0047096+0.0011341i,-0.0046975+7.0466e-05i,-0.0026261-0.0010921i,-0.00044444-0.00095351i,0.00029835+0.00013719i,-0.00041969+0.00082567i,-0.0011411+0.0011137i,-0.0013371+0.00059331i
0.011445+0.015984i,0.021012+0.034848i,0.021778+0.047986i,0.013994+0.039936i,0.0066941+0.020353i,0.0027369+0.0063961i,-0.00039598-0.0021545i,-0.002894-0.0081801i,-0.0035614-0.0095893i,-0.0030946-0.0066488i,-0.0014444-0.0033182i,0.0010572-0.001989i,0.0017758-0.0027375i,0.00022749-0.0028766i,-0.0020282-0.0010548i,-0.0037335+0.0008671i,-0.003715+0.0020361i,-0.00335+0.0028502i,-0.0020435+0.0033618i,-0.0002422+0.0027637i,0.00020833+0.001096i,0.00055796-0.00043896i,0.00088354-0.00092241i
-0.017462+0.0080215i,-0.03644+0.0071928i,-0.045605+0.0017567i,-0.032654-0.00075454i,-0.015087+0.0017224i,-0.0080143+0.0039052i,-0.0080378+0.005223i,-0.0082779+0.0049481i,-0.0064897+0.0025382i,-0.0033794+0.00016782i,-0.0017071-0.00091912i,-0.0014284-0.0013125i,-0.00063269-0.0012683i,0.00017926+0.0011097i,0.00075547+0.0034649i,0.00061371+0.0044412i,0.00076686+0.0043931i,0.0012072+0.0025415i,0.0017209+0.00036524i,0.0017661+0.00027238i,0.00075722+0.0016108i,-0.0004519+0.0026823i,-0.0015789+0.0030567i
0.00058469-0.019404i,0.009302-0.036321i,0.018133-0.039925i,0.016441-0.025328i,0.0082905-0.010607i,0.0036892-0.00326i,0.0013114+0.0021084i,-0.00051997+0.0065116i,-0.00053574+0.0069355i,6.9827e-05+0.0041714i,4.0057e-05+0.0014196i,-0.0010123-0.0011394i,-0.0011316-0.0031746i,0.00018499-0.0031847i,0.0009989-0.0015476i,0.0019251+0.00020314i,0.0026934+0.0010398i,0.0031598+0.0013148i,0.002926+0.00054027i,0.0015969-0.00083042i,0.00034233-0.0016678i,-0.00011819-0.0025295i,-0.00031192-0.0020853i
0.012239+0.0058206i,0.023234+0.022596i,0.022357+0.035023i,0.01179+0.028584i,0.0058534+0.014579i,0.0056381+0.0061771i,0.0072425+0.0031648i,0.0093525+0.0020344i,0.0091454+0.0010179i,0.0054711+0.00037481i,0.0022531+0.00059004i,0.0013512+0.0013793i,0.0016076+0.0015821i,0.0013219-0.00054887i,0.0017312-0.0027964i,0.0023685-0.0035028i,0.001231-0.0035796i,-0.00012282-0.0034812i,-0.001118-0.0021847i,-0.0011751-0.0015175i,0.00022907-0.001059i,0.001016+0.0009227i,0.0008902+0.0025721i
-0.012674+0.0084637i,-0.029792+0.010568i,-0.037385+0.0055692i,-0.028003-0.00074009i,-0.013948-0.0012357i,-0.0057266-0.00096871i,-0.00087984-0.0021862i,0.0033991-0.0045818i,0.0059132-0.0057593i,0.0047885-0.0045597i,0.0019632-0.0020762i,-0.00050105-3.3936e-06i,-0.0021817+0.000333i,-0.0015983-4.5412e-05i,-0.00021809-0.0010443i,-0.00084155-0.0016455i,-0.0014694-0.0019206i,-0.0003545-0.0019483i,-0.00034491-0.00099579i,-0.0016513-0.00023457i,-0.0021838-0.00073142i,-0.0016975-0.00087605i,-0.0011955-0.00084809i
-0.0040819-0.015677i,0.0010587-0.029585i,0.0087514-0.031594i,0.009686-0.018296i,0.0037877-0.0064878i,-0.0011757-0.0024311i,-0.0041453-0.0031452i,-0.0048157-0.0050105i,-0.0030412-0.0060181i,-0.00123-0.005623i,-0.00040919-0.0034622i,0.00028291-0.0021199i,0.00091421-0.0025364i,0.00078383-0.0018055i,-0.00058774+0.00021534i,-0.0021894+0.0014456i,-0.003086+0.0025141i,-0.0024685+0.0038673i,-0.0010102+0.0035317i,0.00091733+0.0020829i,0.0020261+0.001987i,0.0017053+0.002376i,0.0014067+0.0014138i
0.013935+0.0056308i,0.023239+0.016079i,0.021615+0.024865i,0.010025+0.021135i,0.0027054+0.010073i,0.00077118+0.0046576i,-0.00047419+0.0042256i,-0.0030414+0.0035002i,-0.0043875+0.00091865i,-0.0034713-0.0012688i,-0.0022877-0.0014694i,-0.00077944-0.0018337i,-0.00020456-0.0024799i,9.8078e-05-0.0014105i,0.00035237+1.6731e-05i,-0.00016108+0.0016693i,-0.00015269+0.003208i,0.00089588+0.0027653i,0.0011363+0.0012254i,-0.00021016+1.2355e-05i,-0.0014073-0.00042932i,-0.001387-0.00072341i,-0.0012875-0.0012375i
-0.0085066+0.0094671i,-0.021146+0.014309i,-0.028467+0.0096954i,-0.021246+0.0017205i,-0.0091909+0.00037633i,-0.0026318+0.002624i,-8.1069e-05+0.0046773i,0.0013422+0.0050834i,0.0017478+0.0038033i,0.00074115+0.0018561i,-0.00014362+0.00042839i,-0.00087972-0.00094487i,-0.0010337-0.0025406i,-0.00064414-0.0018306i,0.0014434+0.00013137i,0.0036255+0.00075943i,0.0036729+0.00050062i,0.0030683-0.00052339i,0.0025266-0.00096297i,0.0024344-0.00086733i,0.0026488-0.0010099i,0.0027927-0.00068755i,0.0022577+0.00034373i
