-0.0013421+0.0011969i,-0.00087079-0.00041159i,-0.002491-0.00039546i,-0.002357-0.00052348i,-0.0017189+0.00088323i,-0.002249+0.001739i,-0.0014142+0.0016148i,0.00022241+0.0018083i,0.0017027+0.0016291i,0.0020176+0.00058935i,0.00146-0.00060191i,0.001223-0.00030244i,0.00088377-0.00045187i,0.00092202-0.0013323i,0.00033186-0.0006362i,-0.00036946+0.00013154i,0.00028195-9.1952e-05i,0.0010081+0.00029326i,2.7726e-05+0.00076606i,-0.00069305+0.00039061i,-0.00042463-0.00039423i,2.5358e-05-0.00025858i,0.00048165+0.00030059i
-0.00061939-6.608e-05i,0.00014357-7.0817e-05i,-0.00045386-0.0010979i,-0.00072701-0.0010802i,-0.00036556+0.00021121i,-0.00047139+0.0017083i,-0.00015839+0.0021268i,0.00016967+0.0013623i,-0.00022194+0.00049845i,-0.00057983+0.00010885i,0.00062966-6.7239e-05i,0.0016553-6.3446e-05i,0.0016664-0.00078679i,0.0012217-0.00097878i,0.00044679-7.6721e-05i,-0.00039704-6.3485e-05i,0.00028815-0.00063377i,0.00018991+0.00098766i,-0.00076088+0.0018327i,-0.00050201+0.0006115i,-0.00044894+0.00023057i,-8.3791e-05-0.00035355i,0.00030394-0.00063312i
0.00091049-0.001015i,0.00085096-0.00088466i,0.0011181-0.0012322i,0.00089152-0.0008631i,0.00052058-2.7487e-05i,0.00081634+0.00068561i,0.00076198+0.0010216i,1.6143e-05+0.00015941i,-0.00010778-6.8103e-05i,-0.00037893+0.00045043i,-0.00054866-6.2477e-05i,-0.00043505-0.00042061i,6.4246e-05-0.00079259i,0.00064661-0.00066126i,0.00026503+0.00013995i,-0.00078022-2.2772e-05i,-0.0010994-0.00056146i,-0.00076943-0.00047152i,-0.00028979-0.00027653i,-0.00029311-0.00029213i,-3.497e-05-0.00063249i,-7.8096e-05-0.00047278i,-0.00056289+0.00014648i
-0.0011402-2.0859e-05i,-0.0020538+0.00071644i,-0.0018547+0.0012307i,-0.0014913+0.0021424i,-0.00075392+0.0018636i,0.00028867+0.0011587i,7.7714e-05+0.0010457i,0.00045841+0.00084823i,0.00065162+2.0753e-05i,0.0005454-0.0010968i,0.00049939-0.0013839i,6.8931e-05-0.00067856i,0.00029597-0.00057137i,0.00019365-0.00088746i,-0.0003355-0.00077395i,-7.6687e-05-0.00010083i,0.00041468+0.00030131i,0.00054423+0.00053984i,0.00029175+0.0010692i,8.923e-05+0.00072006i,0.00028442+0.00050598i,0.00012086+0.00021964i,-0.00013516-0.00082363i
0.00015303+0.0015836i,-0.00045014+0.0017208i,-0.00056867+0.00099531i,-0.0010056+0.00082381i,-0.00065042+0.00025125i,-0.00026827+6.5134e-05i,-0.00058803+0.0007682i,0.00014353+0.00052296i,0.0010132-0.00019238i,0.00086892-0.00023944i,0.0002476-0.0011515i,-0.00035467-0.0016977i,3.6484e-08-0.00086562i,0.00016243-0.00013547i,-0.00032747+3.7033e-05i,-0.00045692-4.8706e-05i,-0.00050338-0.00032397i,8.8405e-05-0.00056531i,0.00060688-0.00066881i,0.00048682-0.00051998i,-0.00021446+2.469e-05i,-0.00082162+0.00069661i,-0.00046069+0.00042258i
0.00031971+0.00044026i,0.00012555+0.00066163i,-0.00027825+0.0017948i,-0.00045088+0.0012746i,-0.00053729+0.00025722i,-0.00054544+0.0002618i,-0.00037595+0.00058578i,0.0010285+0.0010347i,0.0022385+0.0009348i,0.0015084+0.00020918i,0.00039223+0.00011321i,0.00027296-8.0423e-05i,0.00079406+4.9132e-05i,0.0001324-8.2873e-05i,-0.00025766-0.00053091i,-0.00022083+7.0809e-05i,-0.00066134+0.00091188i,-0.00059829+0.00050724i,-0.00031658-0.00033697i,-0.00051984-0.00068519i,0.00030749-0.00037375i,0.0011745-0.00016685i,0.0010033-0.00023481i
-7.9562e-05-0.00092438i,0.00089211-0.00055246i,0.00034167-0.000474i,-0.0013574-0.00092259i,-0.0021172-0.00056723i,-0.0014709+0.00032786i,-0.00016877+0.00066461i,0.00028768+0.00079428i,0.00030273-3.6801e-05i,0.00044056-0.00099294i,0.0010313-0.0010145i,0.00097701-0.00027383i,-0.00015695-7.3313e-05i,-0.00045236-0.00092065i,0.00015934-0.00096155i,0.00037402-0.00011249i,-0.00044169+0.00031858i,-0.00066906+0.00021329i,0.00053965+0.00012022i,0.0011735+0.00042302i,0.00076002+0.00041467i,0.0005718-9.2599e-05i,0.0001622-0.00054245i
-0.00040393-0.0016753i,-0.00078722-0.0019019i,-0.0016049-0.0012301i,-0.0017462+0.000858i,-0.0010885+0.0015124i,-0.0010051+0.0010437i,-0.00067025+0.00098788i,-0.00027575+0.0018032i,0.00011238+0.0017601i,0.00048861+0.00056107i,0.00013457+0.00042788i,0.00028945+0.0005855i,0.00059569+0.00067172i,0.00029649+9.7853e-05i,-0.00029387-0.00063676i,0.00016857-0.00047505i,0.00017434-0.00016553i,-0.00090495-0.00041935i,-0.00094625-0.00079135i,-0.00026562-0.0011472i,-5.4275e-05-0.0007407i,0.00044942+0.00039778i,0.00038795+0.00070034i
-0.00059895-0.0019681i,-0.0020277-0.0015664i,-0.0018079-0.00085851i,-0.0010717-0.00018808i,-0.0013178+0.00062897i,-0.00030565+0.00082306i,0.00055944-0.00016723i,0.00034959-0.00076957i,0.00039088-0.00062704i,0.00069439-0.0010783i,0.00039851-0.0014129i,0.00021938-0.0014948i,0.0005722-0.0014609i,0.00078623-0.00039118i,0.0015436-0.00012486i,0.0013251-0.0005941i,-0.00046707+0.000211i,-0.0011549+0.00083685i,-0.00086058+0.00086057i,-0.00045592+0.00064105i,-0.00030337+9.4686e-07i,5.981e-05+0.00018355i,0.0006547+0.00012432i
-0.00013258-0.0028185i,-0.00078098-0.0023056i,-0.0010351-0.0025133i,-0.0018759-0.0011462i,-0.002782+0.00029489i,-0.0019757+0.00056967i,-0.00083485+0.0002026i,-0.00018233+9.9054e-05i,-3.7203e-05+8.0973e-05i,-0.00044529-0.00032219i,-0.00067774-0.00068447i,0.00020894-0.00055839i,0.0011683+0.00029368i,0.0013095+0.00041229i,0.0011711-0.00010719i,0.00020972-0.00031072i,-0.00021639+0.00033399i,0.0003277+0.00042226i,-0.0001511+0.00010599i,-0.00058977+0.00028764i,-0.00019995+0.00051059i,0.00070243+0.00046387i,0.00088197-7.4883e-05i
-0.00086164+0.00033496i,-0.0014201+0.00053126i,-0.0023655+0.00014161i,-0.0023991+0.00017383i,-0.0020928+2.9548e-05i,-0.0017506+0.00021692i,-0.0007198+0.00032713i,0.00044563+0.00021353i,0.0011612-0.00036894i,0.00093205-0.00072506i,0.00020927-0.00078317i,0.0005623-0.00066686i,0.00084613-0.00069688i,-0.00013931-0.00097207i,-0.00021684-0.00093707i,-0.00040254-0.00044209i,-0.0011277-8.5179e-05i,-0.00072584+0.00022959i,-0.00020439+0.00064746i,-0.00013049+0.00037746i,0.00031585-0.00054431i,0.00044373-0.001225i,0.00012952-0.0012386i
0.0013681+0.00095887i,0.0014691+0.00024913i,0.00045511-0.00077872i,-0.0013552-0.0010445i,-0.00083268-0.0019528i,-2.9495e-05-0.0018007i,-7.7198e-05-0.00016029i,0.00050969+0.00034231i,0.0011342-0.00035694i,0.00049865-0.0011725i,-0.00049493-0.0010157i,-0.0007508-0.00018026i,-0.00035921+0.00034292i,-0.00023661+0.00065194i,-0.00064834+0.00058611i,-0.00036077+0.00024081i,0.0003166+9.0488e-05i,0.00064752+0.00034646i,0.00091671+6.9431e-05i,0.00050825-7.0562e-05i,-0.00036414+0.00039324i,-0.00079798+0.00021152i,-0.00056106-0.00025448i
0.00068592+0.0015387i,0.00067134+0.00035476i,0.00029414+6.2962e-06i,-0.00024705-0.00058184i,-0.00056352-0.00093383i,0.00051253-3.0853e-05i,0.00081779+2.7409e-05i,0.00068537+0.00012149i,0.0013169-0.00071345i,0.001514-0.0013614i,0.00056418-0.00096464i,0.00045155-0.00096395i,0.0014978-0.0011046i,0.0011084-0.001071i,0.00035247+2.9981e-05i,0.00021194+0.00076538i,0.00055341+0.00031597i,0.00096717+0.00030531i,0.00033492+0.00038847i,-0.00068209+0.00063966i,-0.00094794+0.00041945i,-0.00023101+5.2071e-05i,0.00031046+0.00039302i
0.0004827-0.00093771i,0.0006824-0.0014474i,0.0010523-0.0013762i,0.00032044-7.4284e-05i,-0.00050983+0.00044889i,-0.0007262+0.00035466i,-0.00088566-9.9016e-05i,-0.00056505+6.4242e-05i,0.00054345-5.6083e-05i,0.00047581-0.00084454i,-3.4167e-07-0.00078329i,0.00059298-0.00051926i,0.00072938-0.00049259i,0.00078507-0.00060296i,0.0010981-0.00036224i,0.00091123-0.00059226i,0.00040811-0.00068926i,-0.00024166-0.00029587i,-0.00057307+0.00012036i,-0.00059898+9.6369e-05i,-0.00027981+0.0003764i,-0.00026026+0.00081009i,-0.00021009+0.00077594i
5.2727e-05-0.00098537i,-0.00030141-0.00013979i,-0.00023943+0.00035301i,0.00075071+0.0014829i,0.00032699+0.002785i,-0.0005394+0.0020027i,-0.00061698+0.00083408i,-0.00046394+0.00023564i,-9.59e-05-0.00071827i,0.00043252-0.00077906i,0.00098473-8.1454e-05i,0.0011193+0.00010542i,0.00085119-0.00053702i,5.4401e-05-0.00067471i,-0.00059816+0.00037909i,-0.00020209+0.0011672i,-0.0003203+0.0011027i,-0.00051013+0.00056592i,2.6123e-05-0.00015399i,-9.9421e-05+0.00013874i,-9.9048e-05+0.00070116i,0.00039704+0.00052384i,0.0010794+0.00058378i
0.0011042+6.8521e-05i,0.0012696-0.00060524i,0.00041821-0.0011371i,-0.00091293-0.0014384i,-0.00098227-0.0010579i,-0.00018806+6.038e-06i,0.00038026+0.00079989i,0.0011782+0.00077003i,0.0015247+0.00045838i,0.00030877-0.00083123i,0.00034335-0.0011184i,0.0012625-0.00038841i,0.0011447-0.0010177i,0.0006958-0.0013588i,0.00041085+0.00018611i,0.00019414+0.00078749i,-9.7634e-05-0.00030107i,-0.000277-8.2071e-05i,-0.00083536+0.00021313i,-0.00087124-0.000376i,-0.00082436-0.00019763i,-0.00090893-5.7578e-05i,-0.00048774-0.0001866i
0.0018274-0.0016647i,0.0020976-0.0013422i,0.0013691-0.0022848i,0.00014162-0.002034i,-0.0014623-0.00087966i,-0.0021427+0.00018956i,-0.0016299+0.00028409i,-0.00069619-0.00017407i,0.00020775-0.00066968i,0.00043633-0.0013335i,0.00058665-0.00060831i,0.00051328+0.0004333i,0.0001555-0.00014387i,0.00033189-0.00071161i,0.00050642+0.00011137i,0.00062013+0.00010912i,0.00045531+4.2617e-05i,2.4965e-05+0.00069829i,0.00022622+0.00046782i,0.00027785+0.00032074i,-1.2089e-05-1.2768e-05i,0.00031437-0.00081988i,0.00053675-0.0011399i
0.00056106+0.00074i,0.00098336+7.0665e-05i,0.00081218-0.0011074i,4.3813e-05-0.0015055i,-0.00062813-0.0010127i,-0.0012555-0.0012636i,-0.00096325-0.0011672i,0.00042047+0.00047533i,0.0011147+0.00083174i,0.0010968-0.00030322i,0.00067052-0.00054247i,-0.00018558+0.00031014i,-0.00025661+0.00083742i,0.0005974+0.00035208i,0.00051566+1.6543e-05i,0.00059925-0.00030949i,0.00081241+0.00017046i,0.00048705+0.0014533i,0.00038487+0.0013965i,0.00026166+0.0003252i,0.00011232-8.0275e-05i,0.00090041+9.2102e-05i,0.0011736-0.00042201i
-0.00064648+0.0021553i,-8.1424e-05+0.00056522i,-0.00030963-0.00057916i,0.00043114-0.0010763i,0.0014973-0.00080002i,0.001316-2.4771e-05i,0.00016672+0.0004252i,-0.00048462+0.00081999i,0.00037572+0.00083347i,0.00047041+0.00061874i,-0.00016767+0.00032991i,0.00038176-0.00070856i,0.0012205-0.0012924i,0.0013348-0.00033211i,0.00021612+0.00091556i,-0.00087997+0.00072484i,-0.00080617-0.00027798i,-0.00020748-0.00073943i,0.00010143-8.0251e-05i,-0.00047861+0.00032047i,-0.00072244+9.5834e-05i,-0.00056588-0.00011497i,-0.00062189-0.00029057i
-0.00083194+0.00093169i,-0.00041225+0.00056775i,-0.00081705+0.00065617i,-0.001096+0.0008609i,-0.00077352+0.00084342i,-0.00049285+0.00014816i,-0.00021137-0.0003676i,0.00079752-4.7282e-05i,0.0017722-0.0003215i,0.0011959-0.00072027i,0.00032989-0.00090421i,0.00023231-0.00086784i,-0.00042803-0.00095004i,-0.0009674-0.00045153i,-0.00042039+0.00072128i,-9.1243e-05+0.001492i,-0.00034136+0.0017463i,-0.00034671+0.001303i,-0.00040279+0.00030541i,0.0001179-0.00033475i,0.00019255-2.0153e-05i,-0.00026876+0.0001819i,-0.00022464+0.00020888i
2.9649e-06+0.00094563i,0.00094444+0.00051798i,0.00097897+0.00049638i,0.0015232+0.00057621i,0.0014131+0.00026637i,0.00014585-1.0043e-05i,-0.00075522+5.5895e-05i,0.00016711-0.00052258i,0.00091655-0.00014022i,0.00033319+0.00046777i,-4.768e-05-0.00024341i,9.3542e-05-7.9424e-05i,-0.00055756-3.2633e-05i,-0.00074267-0.0012412i,-0.00039576-0.00031702i,-0.00036142+0.0012912i,-0.00012091+0.0011134i,-0.00085915+0.00056258i,-0.0011714+0.00029293i,-2.1901e-05-2.8396e-05i,0.00084793-3.394e-05i,0.00016225-6.4839e-05i,-0.00076009+0.00040879i
-0.000357-0.00043146i,-0.0006028-0.0010926i,0.001095-0.0014772i,0.0015485-0.0014145i,0.00025897-0.00075862i,5.6286e-05+0.00042546i,0.00088973+0.00028053i,0.0011837-0.00069286i,0.0011052-0.0011632i,0.00085774-0.0015527i,2.8996e-06-0.0016828i,-0.00028743-0.00068979i,-0.00051514+0.00043694i,-0.00013147+0.00034778i,0.00028022-7.4241e-05i,-0.00027658+0.00046284i,-0.00075691+0.00083567i,-5.8862e-05+0.00072918i,-0.00011787+0.00069882i,-0.0012567-3.746e-05i,-0.0012043-0.00035377i,-0.00068381-0.00023571i,-0.00043116+0.00016413i
0.0026935+0.0015189i,0.0025951+0.00071148i,0.0029313+1.1963e-06i,0.0027672-0.00041069i,0.0021081+1.515e-05i,0.00034823-0.00048203i,-0.00049644-0.00015123i,-0.00015542+0.00037837i,-0.00010244-0.00046953i,-0.00025736-0.0014758i,-0.00040309-0.0017489i,-0.00057399-0.00040064i,-0.00084949-7.7148e-06i,-0.00055757-0.0010523i,6.0118e-05-0.00037001i,0.00043741+0.00014624i,0.00047236-0.00069179i,2.2895e-05-0.00069585i,-0.00032215-0.00034566i,-0.00026969-0.00025214i,0.00038794+0.00047454i,0.00044831+0.00068701i,-0.00018847+0.00050103i
-0.00015491-0.00052882i,0.00035958-0.00029322i,-7.938e-05+0.001394i,-0.00099608+0.001533i,-0.00084054+0.00096074i,-0.00091155+0.00045213i,-0.00094807+0.0006838i,5.1035e-06+0.0015879i,0.00041112+0.001267i,-0.00016921+0.0001721i,-0.00015576+3.4271e-05i,0.00064371+0.00017035i,0.0009048-0.00024961i,0.00037708-4.7183e-06i,0.0003218+0.00041736i,0.00023457-0.00044096i,-0.00057775-0.0011201i,-0.00028519-0.00038577i,0.00053676+2.7123e-05i,0.0007585+0.00027367i,0.00028558+0.0010286i,-0.00079751+0.00078143i,-0.0008643-1.3398e-05i
0.0020474-0.0011304i,0.0022647-0.0017883i,0.0019933-0.0027162i,0.00073888-0.002234i,-0.00039661-0.00088062i,-0.00032574-0.00025752i,-0.0001701-4.7357e-05i,-5.7904e-05+0.0006798i,0.00057388+0.00024806i,0.00075989-0.00069538i,0.00030866-0.00044991i,0.0006139-0.00014596i,0.00077608+3.5121e-05i,0.00057701+0.00046662i,4.6827e-05+0.00047166i,8.1289e-05+0.00033359i,0.00061724+0.00014464i,0.00048962+0.00018165i,-0.00017836+0.00014389i,-0.00030154+0.00029173i,-0.00013211-8.9454e-05i,-0.00034225-0.001109i,-0.00014646-0.0010934i
8.0597e-05-0.0019074i,0.00033644-0.0014571i,-0.00087599-0.0024079i,-0.0030454-0.0014903i,-0.00309+0.00024106i,-0.0022081+0.00082704i,-0.0012885+0.00034509i,-0.00075279-0.00013031i,-0.00054918-0.00073079i,-0.00082586-0.00094055i,-0.00089337-7.7634e-05i,-0.0004418+0.00032822i,-0.00025324+0.00061061i,-0.00038974+0.00085194i,0.00012853+0.00072473i,0.00047609+9.1797e-05i,0.00040163+0.00019832i,-0.00017426-0.00013829i,-0.00031061-0.00061293i,1.5981e-05-0.00029821i,0.00035968-7.8105e-05i,0.00018413+0.00039716i,0.00027248+0.0010173i
0.00075715-0.00047037i,0.00081628+7.9727e-05i,-0.00021745-0.00051183i,-0.0014152-0.0014463i,-0.0012822-0.0011095i,-9.5841e-05+2.6738e-05i,0.00033637+0.00048215i,-0.00021326+0.00073655i,-0.00041316+0.00010091i,-0.00042156-0.0015288i,1.4579e-05-0.0014853i,0.0013852-0.0011421i,0.0018391-0.0011266i,0.001276-0.0011573i,0.00099845-0.00098554i,-0.00021465-0.00085834i,-0.00069708-0.00061932i,-0.00045027-0.00034559i,-0.00054725-0.00042493i,0.00020986-0.00066664i,0.0010504-4.6447e-05i,0.0011653+0.00074666i,0.0005599+0.00047896i
-0.0001054-0.0016141i,-0.00037626-0.00070456i,-0.00073875-0.0011986i,-0.0010483-0.00081815i,-0.00088947+0.00029288i,0.00020071+0.00098996i,0.00053866+0.00018148i,0.0005061-0.00040513i,0.00074134-5.2338e-05i,0.00035414+8.8289e-05i,-0.00042311-8.1613e-05i,-0.0002982-0.00015807i,0.00044756-0.00064491i,0.00016937-0.00019761i,-0.00063478+0.00047707i,0.00026856+0.00013445i,0.0009931+0.00012372i,0.00037973+0.00029155i,0.0003296+0.0009497i,0.00027302+0.00071666i,-5.2514e-05+6.6187e-06i,7.5731e-05+0.00018419i,-0.00054534-0.00015026i
-0.001875-0.00017096i,-0.0015452+0.00012271i,-0.00090724+0.00079159i,0.00061539-0.00021123i,0.0013636-0.00046345i,0.00080086-0.00012917i,0.00071837-0.0002111i,0.0010989+0.00019883i,0.00091664+0.00046899i,0.00049621-0.0003622i,0.0005504-0.0012172i,0.00097662-0.001359i,0.00073512-0.00070782i,0.00012281-0.00042459i,0.00014314+0.00015728i,-0.00057489+0.00022084i,-0.001514-0.00026925i,-0.0011427+0.0001934i,-0.00055306+0.00065135i,-0.00053453+0.00033198i,-0.0009312+0.00018382i,-0.0011546+0.00028753i,-0.0011502+0.000281i
0.0010854-0.0010906i,0.00037992-0.0013535i,-0.00030507-0.00017057i,-0.00064842+1.9018e-05i,-0.00096041-3.4174e-05i,-0.00071458-6.5615e-06i,-0.00075337-0.00040743i,-0.00024967-0.00010912i,-2.0976e-05+0.00050246i,-0.00016352+0.00053461i,-0.00037849+0.00022324i,-0.00091183-1.2503e-05i,-0.0001402+0.00021453i,0.00080111+8.0026e-05i,0.0013103-0.00051714i,0.00085215-0.00024601i,1.8036e-05+4.249e-05i,8.3371e-05+0.00022805i,0.00070164+0.00045802i,0.00071264-0.00026912i,0.00043926-0.00091306i,0.00052785-0.00039642i,0.00037535-2.5549e-05i
-0.0015035-6.5423e-05i,-0.0020908+0.00096622i,-0.0035221+0.00062772i,-0.0025966+0.00076803i,-0.0016424+0.0011547i,-0.00034575+0.00010522i,0.00044788-0.00010522i,8.4488e-05+0.00023962i,0.00053382+0.00010337i,0.00061818-0.00018635i,0.00063427-0.00055002i,0.0015649-0.00036201i,0.0010535-7.4888e-05i,3.3914e-05-0.00079652i,-0.00069603-0.00098129i,-0.00067464-0.00078816i,-0.00045728-0.00048154i,-0.00034245+9.9757e-05i,-3.625e-06+0.0011026i,-0.00041536+0.0011814i,-0.00084272-0.00028775i,-0.00084427-0.00043237i,-0.00098358+0.0002575i
-0.0013267-0.0019347i,-0.00069424-0.0016932i,-0.00068597-0.0016034i,-0.00092652-0.00093781i,-0.00074273-0.00025443i,-0.00046491-0.0003635i,1.2472e-05-0.00015757i,0.0001135+1.644e-05i,0.0008931-0.00053794i,0.00096635-0.00040045i,7.1258e-05-0.00028714i,0.00037718-0.0003074i,0.00070839-0.0012007i,0.0007286-0.001577i,0.00035322-0.00032477i,-0.00072488+0.00017037i,-0.00083923-0.00067909i,-0.00078577-4.8867e-05i,-0.00042309+0.00043026i,0.0010688-0.00047186i,0.00062256+5.4013e-05i,-0.00011444+0.00053371i,0.00038009-0.00029085i
0.0004086-0.0018999i,0.0010911-0.0019583i,3.4335e-05-0.0025825i,-0.0016159-0.0018116i,-0.0010931-0.00083932i,-0.00041177-0.00022974i,-0.00061419-0.00047095i,-0.00066812-0.00074515i,-0.00015036-0.0003443i,-4.9162e-05-0.0003892i,-0.00099082-1.016e-05i,-0.00059708+0.00017081i,0.00085211-0.00064455i,0.00091185-0.00075937i,0.00081932+0.00012428i,0.00055723+0.00088i,2.0814e-06+0.00043697i,0.00012278-0.00030755i,0.00056376-0.0003179i,0.00031711-0.00070095i,-0.00052954-0.0011504i,-0.00046084-0.00097964i,-0.00028316-0.0008478i
-0.0024125-0.0020463i,-0.0033286-0.0012053i,-0.0037617-0.00022205i,-0.0032564+0.00060429i,-0.0018668+0.001601i,0.00016863+0.0019932i,0.00095755+0.00069638i,0.00052162-0.0001379i,0.00085942+0.00021178i,0.0012473+1.2841e-05i,0.0013694-0.00028991i,0.0014325-7.0462e-06i,0.0011949-0.00049565i,0.00081334-0.00036029i,0.00035913-0.00036177i,0.00039807-0.00044197i,0.00041697-0.00063857i,0.00042718-0.00073487i,0.00031823-0.00031327i,8.4274e-05+0.00023303i,0.00050551+0.00045392i,0.0002114+0.00088492i,-0.00017087+0.0010339i
0.00065176-0.0014529i,0.00086626-0.0011018i,-0.00040808-0.00098802i,-0.00093297-0.00061848i,-0.00052147+0.0013214i,9.4662e-05+0.0019019i,0.00041178+0.00062002i,0.00047922+0.00022368i,0.0010554-8.6078e-05i,0.00048108-0.00042006i,-0.00023015-0.0010466i,0.00015137-0.0014107i,0.00068679-0.0010797i,0.00078153-0.00039295i,0.00045332+0.00050237i,3.5886e-05+0.0013404i,-0.00023893+0.001471i,-0.00018916+0.00104i,0.00031287+0.00076063i,0.0006134-0.00030584i,-3.2417e-05-0.00043335i,-0.0003641-0.00011476i,-3.5745e-05-0.00083441i
0.00081124+0.00070561i,0.0013027+0.0012079i,0.0013404+0.0007987i,0.00062025-0.00024167i,-0.00036183-0.00099255i,-0.00079123-0.0011629i,1.3458e-05-0.00067093i,0.00066234+0.00044706i,0.00043233+0.00046647i,0.00038146-0.00070794i,0.00024943-0.0013233i,0.00055842-0.0011919i,0.00073538-0.00060019i,0.00030523+0.00033969i,5.9506e-05+0.00068293i,-0.00021116-0.00019025i,-0.00060225-7.7109e-05i,-0.00057819+0.0007697i,1.5181e-06+0.00057138i,0.00094385+0.00017259i,0.00068726-0.00026591i,-0.00020524-2.1058e-05i,-0.00039991+0.0007359i
9.1934e-05-0.0011085i,0.0011752-0.0011609i,-0.00015051+8.9987e-07i,-0.0011341+0.0016456i,-0.0014321+0.002127i,-0.0016344+0.0011735i,-0.0014517+4.3013e-05i,-0.00029199-0.0001433i,0.00050602+0.00050846i,7.2594e-05+0.00037802i,-0.00039928+0.00024334i,1.812e-05+0.00065391i,0.00060974+0.00064238i,0.00076682-5.4074e-05i,0.00071076+0.00018211i,-5.3232e-05+0.00089806i,-0.00092935+0.00056189i,-0.00077192-0.00016913i,-0.00028646-0.00018572i,6.2185e-05-2.5051e-06i,1.0356e-05+0.00066937i,-0.000397+0.0013044i,-0.00046284+0.00053454i
0.0014837+0.00041163i,0.0013656+0.0012529i,0.00090411-0.00027396i,0.00096741-0.0012701i,0.0011047-0.0014043i,0.00053766-0.001174i,-0.00014777-0.00010071i,0.00012628+0.00040617i,0.0011472+0.00085342i,0.0012587+0.0008575i,0.00035564+0.00038631i,2.0488e-05+0.0002276i,0.00014028+0.00016384i,0.00036933-0.00023842i,0.00045121-0.00045742i,0.00012641+4.7169e-05i,-4.581e-05+0.00061375i,-0.00038898+0.00041349i,-0.00042441-5.9021e-06i,-0.00056321-3.8054e-05i,-0.00054058-0.00023195i,-0.0002902+0.00035756i,-0.00013008+0.001485i
0.00046354+0.0011079i,0.00017942+0.0013278i,-0.00036753-1.6117e-06i,-0.0007885-0.00075044i,-0.00077383-0.0011751i,-0.00010522-0.0014896i,0.00049221-1.2639e-07i,0.00094289+0.00097933i,0.00078085+0.0011341i,0.00062907+0.00079483i,0.00099022+0.00052454i,0.0013489+0.00046255i,0.0019659-0.00045219i,0.00093604-0.00074273i,-0.00043616-0.00048694i,-0.00096869-0.00012545i,-0.00024049+0.00048628i,0.0001633+0.00056328i,4.2091e-05+0.00041849i,0.00017413+0.00082298i,0.00011647+0.00046398i,0.0006104-0.0003067i,0.00080127-0.00077909i
-0.0012356+0.0003588i,-0.00095132+0.00068641i,-0.0011862+0.00094477i,-0.0016664+0.00088194i,-0.0014684+0.00054362i,-0.0010426+0.00029505i,-0.00079001+0.0002789i,0.00053301+0.00038454i,0.0010037+3.4549e-05i,0.00034367-0.00091424i,0.00019928-0.0010283i,0.00020313-0.00061414i,0.00052125-0.00077382i,0.00020081-0.0011655i,-7.9291e-05-0.00061604i,0.00018991-0.00031933i,0.00035629-0.0012816i,0.00058424-0.0011283i,0.00042294+0.00045862i,0.00018847+0.00067728i,0.00064093+0.00048941i,0.00065548+0.00051226i,-9.744e-05+6.9135e-05i
-0.0012405+0.0011917i,-0.00034393+0.0018407i,-7.4413e-05+0.0022521i,0.0010779+0.002374i,0.002301+0.00099361i,0.0022391-0.00053434i,0.0011102-0.00094522i,0.00035482+1.7163e-05i,7.9975e-05+0.00076469i,0.00031931-0.00033158i,0.0004934-0.0016786i,0.00049835-0.0013318i,0.0011495+0.00016186i,0.00080112+0.0002142i,0.0001087-0.00028484i,1.7027e-05+0.00028528i,0.0001059+0.00087718i,3.0603e-05+0.0014571i,0.00023487+0.00085544i,0.00045862-2.2762e-05i,0.00053095-0.00019306i,-4.2865e-05-0.00041785i,-0.00038045-0.00060745i
-0.00020459-0.00019189i,0.00013221-0.00070451i,-0.00050391-0.00049591i,-0.0013161+0.00061083i,-0.0012716+0.0011766i,-0.0009358+0.0011056i,-0.00042889+0.00071354i,0.00031443+0.00047821i,0.00088439+0.00043694i,0.00069978-9.5838e-06i,0.00063197-0.00075408i,0.0010312-0.00060224i,0.0013163-0.00015387i,0.0012428+0.00026734i,0.00025805+0.00056372i,-0.0010598+0.00079482i,-0.0013603+0.00071763i,-0.00080474+0.00067734i,-0.00028697-3.6154e-05i,-0.00014461-0.0001297i,-0.00033702+0.00038045i,-0.00030182-9.0193e-05i,-0.00010236-0.00045073i
-0.0011767+0.0012284i,-0.0014247+0.00043648i,-0.0012725-0.00020958i,-0.0008968-0.00035367i,-9.1864e-05-0.001035i,0.00023626-0.00064232i,-0.0009059+0.00073479i,-0.001027+0.00099047i,-8.85e-05+0.00054903i,9.4905e-05-0.00037052i,-0.00038844-0.00074969i,-0.00022945+2.7813e-05i,0.00075375-0.00044258i,0.00064983-0.00094154i,0.00018974+5.7642e-05i,0.00020129+0.00070728i,-0.00060967+0.0011268i,-0.0013976+0.0011646i,-0.00058806+0.00058079i,0.00021849+0.00055868i,-0.00014934+0.00070178i,-3.7921e-05+0.0003636i,0.00016862-7.5384e-05i
